Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688)
3.9163120984478487e-10,0.293402418093284,3.5203999153449627e-16,1.7703519543188612e-20,8.8410959275118363e-21,1.5701248490511894e-29,2.8506534482278561e-23,0.0,0.0,1.9123939507123156e-11,2.0453316810331568e-18,154.0,0.0,0.99999758447450648,1.0,18.999999386945468,2.2068691091289205e-07,1.3241605149109658e-11,5.0509911384077041e-07,1.0717049249662949e-06,2.8469509202415268e-09,5.8982197344428427e-07,3.4267467202894563e-12,2.3209896366348186e-08,1.9411739659426538e-09,3.2491028121157821e-14,1.8418928257522959e-10,1.5377818870786303e-12,1.1571956506180626e-13,1.1532443963414503e-13,2.2414482218895417e-16,2.1232519264657701e-16,1.7098058670579327e-16,1.191427275774944e-11,7.0555584810559772e-29,6.9368940395790097e-29,6.9368963782655474e-29,8.9905109950535268e-14,1.5919782385380925e-18,7.5528097238238334e-16,3.4203606572624813e-20,1.2357966879220564e-22,1.071176928938522e-20,1.6386572504901384e-22,1.7832747059418701e-23,1.7524450747510221e-26,5.8665544131645475e-28,1.2969527717901765e-30,2.5413326270845081e-33,2.1300399018521672e-26,4.5041709873863276e-34,3.113405806297689e-16,1.3241106894649684e-22,8.8774441862095734e-23,2.0628462342057952e-27,2.1354677750483655e-28,6.0502312173722063e-25,7.4491444388815763e-30,4.1317625159546956e-30,2.8121426949130518e-27,1.3322546858410974e-32,2.8668012496090169e-29,4.6143256525424995e-33,3.883630273029917e-37,3.4777083298161146e-32,8.8162975256957399e-33,8.6259514210709977e-33,4.7696505982284856e-35,1.8766005897999649e-23,1.356795173302304e-29,5.3317737076272045e-31,5.5918954554454746e-31,5.0127436699197761e-32,7.771576997203511e-36,7.1126561820407555e-35,9.3937821706181278e-38,8.3320429330480351e-33,1.3820013966978134e-31,1.4264959864245718e-34,2.5592632698628747e-40,1.5529659961736624e-41
4.036588631424581e-10,0.2934024180471925,3.641683580680942e-16,1.9014767783166618e-20,9.4821461296458453e-21,1.7699211745161051e-29,3.1420476015397939e-23,0.0,0.0,2.0224025000798885e-11,2.2595620901692065e-18,154.0,0.0,0.999997510284383,1.0,18.999999359453085,2.2746433547226592e-07,1.3241604198319511e-11,5.1195637453924718e-07,1.1046093141262715e-06,2.9346208296179808e-09,6.1659132394778585e-07,3.5319577496154912e-12,2.3931723799142316e-08,2.0009510970345184e-09,3.3965654225203064e-14,1.9567335746137591e-10,1.6092212671141108e-12,1.2519575360123309e-13,1.2476814753521334e-13,2.4252311061737608e-16,2.2556078990572907e-16,1.8508293420400183e-16,1.2658439754054e-11,8.5323083219137516e-29,8.3888141042553179e-29,8.3888170248960911e-29,9.8140785883139581e-14,1.7383254289667926e-18,7.7877022012680702e-16,3.5349499334449321e-20,1.3003600375280652e-22,1.1626334693961419e-20,1.829727362257504e-22,2.054586845636032e-23,2.0177322742285532e-26,6.9716451527307183e-28,1.5586411520890213e-30,2.926056541858135e-33,2.4552528741373238e-26,5.2937661636480337e-34,3.3074654334186021e-16,1.4007773538144771e-22,9.6551239526876776e-23,2.1829149583572759e-27,2.2784789014731649e-28,6.5931830331473765e-25,8.1017039437096347e-30,4.4937131346836859e-30,3.1591598840513956e-27,1.4966762019107502e-32,3.2205326297164562e-29,5.1837289382503935e-33,4.3628294749950396e-37,3.9071373958847916e-32,1.0211217375550094e-32,9.9840464959730824e-33,5.6923977460441152e-35,2.119779785204485e-23,1.518432112268882e-29,6.0551795849882726e-31,6.5615864540859488e-31,5.7794065008503962e-32,9.1205792927899763e-36,8.6204346711459422e-35,1.1747977077400872e-37,9.2373698544766087e-33,1.5801561090148588e-31,1.702469021165711e-34,3.1969506609785475e-40,2.0019509269468719e-41
4.156865164401313e-10,0.293402418000782,3.7637309819185298e-16,2.0379070532875486e-20,1.015259885221711e-20,1.988201278809901e-29,3.4543021304996783e-23,0.0,0.0,2.1351674214025648e-11,2.489180550276835e-18,154.0,0.0,0.99999743609394176,1.0,18.999999331770383,2.3424174562605048e-07,1.3241603247525146e-11,5.1862334880150788e-07,1.1375136764191186e-06,3.0222907317552467e-09,6.4355094912030199e-07,3.6371686927306003e-12,2.4653550640710831e-08,2.0607282234612898e-09,3.5450761948018381e-14,2.0750469414351249e-10,1.6813024641861254e-12,1.3510414051067759e-13,1.3464256636643568e-13,2.6174073077149715e-16,2.3919393655433596e-16,1.998333896127817e-16,1.3425242080330143e-11,1.0256270190323235e-28,1.0083791314933192e-28,1.0083794937132495e-28,1.0684201845836197e-13,1.8930887975307077e-18,8.0225944863194316e-16,3.6500366979551828e-20,1.3661926437405535e-22,1.2587210221876366e-20,2.0360274250097157e-22,2.3568253448073071e-23,2.3130190501415303e-26,8.2411275370080638e-28,1.862913297619116e-30,3.3542879072750866e-33,2.8177444051722478e-26,6.1902884441798152e-34,3.5073521850818872e-16,1.4796322844701632e-22,1.0474822515097308e-22,2.3064212982463328e-27,2.4271115736525478e-28,7.1669515338108193e-25,8.7895219400982826e-30,4.8752203447003178e-30,3.5368354393930736e-27,1.6756259156087367e-32,3.6055109804328385e-29,5.8034345834926893e-33,4.8843590912255335e-37,4.3745270777667254e-32,1.177548849081916e-32,1.1505790825377912e-32,6.7580246523123399e-35,2.3856951205340667e-23,1.6934445803325995e-29,6.8483631428116213e-31,7.6602920403210301e-31,6.6309969691808359e-32,1.0649238119239021e-35,1.038492272430118e-34,1.4590062722277515e-37,1.0209059195744892e-32,1.7994887464333655e-31,2.0211741891812191e-34,3.9657858110823199e-40,2.5604454726360001e-41
4.277141697378045e-10,0.2934024179540746,3.8865403860144588e-16,2.1796780642411087e-20,1.0853242652133203e-20,2.226079484453649e-29,3.7883649796085754e-23,0.0,0.0,2.2506765830723888e-11,2.7348284581311364e-18,154.0,0.0,0.99999736190318234,1.0,18.999999303910577,2.4101914137427319e-07,1.3241602296726567e-11,5.2511322917264425e-07,1.1704180118374279e-06,3.1099606266536371e-09,6.7068765655610011e-07,3.7423795496105872e-12,2.5375376890321798e-08,2.1205053452233991e-09,3.694562456245589e-14,2.1968329228835506e-10,1.7539924579405804e-12,1.4544849058722186e-13,1.4495144787756616e-13,2.8180501046580836e-16,2.5322440730994003e-16,2.1523767243212389e-16,1.4214688347397747e-11,1.225894156137077e-28,1.2052794107751083e-28,1.2052798570779886e-28,1.1601931730850157e-13,2.0564719744839131e-18,8.2574865787396967e-16,3.7656211392592671e-20,1.4332913416847992e-22,1.3595240053925335e-20,2.2582305518591999e-22,2.6923890988071727e-23,2.6405981880822731e-26,9.6932730449690978e-28,2.2151352887817617e-30,3.8293519993104984e-33,3.2204363294063742e-26,7.2041806424830346e-34,3.7130626580926868e-16,1.5607019577086754e-22,1.1337554421290459e-22,2.433406479744783e-27,2.58148261603098e-28,7.7723952984320124e-25,9.5134497485844764e-30,5.2767563424014328e-30,3.9468851786980409e-27,1.869917001123444e-32,4.0234845408007336e-29,6.4762571577639606e-33,5.4505874795077827e-37,4.8820025950365661e-32,1.3523842466726552e-32,1.3205239843431535e-32,7.9834744185060469e-35,2.6756954850208104e-23,1.8824784903938455e-29,7.715414799113014e-31,8.9002021293739124e-31,7.5734188378017982e-32,1.2374544925861379e-35,1.2439657732843308e-34,1.8001129046964964e-37,1.1249709091491472e-32,2.0415264534723424e-31,2.387678791099579e-34,4.8873339067565676e-40,3.2504833101509327e-41
4.397418230354777e-10,0.29340241790709093,4.0101100664182972e-16,2.3268233726936031e-20,1.1584880907086364e-20,2.4847047427373197e-29,4.1452094181685836e-23,0.0,0.0,2.3689186944031955e-11,2.9971574310637413e-18,154.0,0.0,0.99999728771210494,1.0,18.999999275885941,2.4779652271696132e-07,1.3241601345923778e-11,5.3143829355355678e-07,1.2033223203728413e-06,3.1976305143134638e-09,6.9798916848330548e-07,3.8475903202283359e-12,2.609720254808545e-08,2.1802824623212632e-09,3.8449565725601795e-14,2.3220915156253617e-10,1.827260448019574e-12,1.5623237652554361e-13,1.5569835238296327e-13,3.0272290337617848e-16,2.6765197701773147e-16,2.3130120929157905e-16,1.5026787177998817e-11,1.4574616751919519e-28,1.4329540838766944e-28,1.4329546304024421e-28,1.2568307379270908e-13,2.2286762524289817e-18,8.4923784785648414e-16,3.8817034462447004e-20,1.5016543987365718e-22,1.4651264909118711e-20,2.4970161468214957e-22,3.0637785269857313e-23,3.0028558382651793e-26,1.1347725382767656e-27,2.6211639673598477e-30,4.3547095078314688e-33,3.6663774682950938e-26,8.3465325736753318e-34,3.924593451243436e-16,1.6440143641071573e-22,1.2244342447167916e-22,2.5639141397308741e-27,2.7417116249373262e-28,8.4103831001394066e-25,1.0274345593926398e-29,5.6987971536963038e-30,4.3910723450528358e-27,2.0803851102911174e-32,4.4762498312101499e-29,7.2050889639959555e-33,6.0639484050380109e-37,5.4317478809763153e-32,1.5471823838990933e-32,1.5097204730740137e-32,9.3871233026055234e-35,2.9911661165157782e-23,2.0861902035905007e-29,8.6605129467115844e-31,1.0294204061364086e-30,8.6127391177863897e-32,1.4314464271536927e-35,1.4821287709234906e-34,2.2072575199692968e-37,1.2361929857394258e-32,2.3078551551854651e-31,2.8074787522473882e-34,5.9858577098433538e-40,4.0976377660795751e-41
4.5176947633315094e-10,0.2934024178598501,4.1344383028736553e-16,2.47937493455067e-20,1.2348331643522615e-20,2.7652608967752745e-29,4.5258345090724816e-23,0.0,0.0,2.4898832473301887e-11,3.2768293641806062e-18,154.0,0.0,0.99999721352070958,1.0,18.999999247707901,2.5457388965414227e-07,1.3241600395116775e-11,5.3760996861231916e-07,1.2362266020168545e-06,3.2853003947350396e-09,7.2544405835325416e-07,3.9528010045563237e-12,2.6819027614162234e-08,2.2400595747552919e-09,3.9961955985687541e-14,2.4508227163260102e-10,1.9010777005698346e-12,1.6745919181998529e-13,1.6688666161885055e-13,3.2450101416980427e-16,2.8247642065047534e-16,2.4802915362858515e-16,1.5861547204429635e-11,1.7240528714650178e-28,1.6950639206012516e-28,1.6950645859702251e-28,1.358435679522706e-13,2.4099006146301091e-18,8.7272701858470231e-16,3.9982838079668465e-20,1.571281412721378e-22,1.5756123070290509e-20,2.7530697739566369e-22,3.473596303992808e-23,3.4022719189886785e-26,1.3225555311252254e-27,3.0873759011909672e-30,4.9339571218077022e-33,4.1587448024487088e-26,9.6290999289819699e-34,4.1419411653127011e-16,1.7295989189165717e-22,1.3196218446943869e-22,2.6979901831736441e-27,2.9079209236787115e-28,9.081794488483615e-25,1.1073075318575543e-29,6.141823029744103e-30,4.8712081828212991e-27,2.3078886455234519e-32,4.9656522385202873e-29,7.9929009805032423e-33,6.7269418330893516e-37,6.0260062934041767e-32,1.7635812362624419e-32,1.7197271660015768e-32,1.0988856723275149e-34,3.3335285107187446e-23,2.305246504739139e-29,9.6879227741254531e-31,1.1855896936569516e-30,9.7551848275281214e-32,1.6487953846519375e-35,1.756974576079285e-34,2.6907033223088129e-37,1.3548343323816613e-32,2.600119824455911e-31,3.2865213537589348e-34,7.2885525961996061e-40,5.1314530639436972e-41
4.6379712963082415e-10,0.2934024178123699,4.259523381232629e-16,2.6373632098245443e-20,1.3144427374586531e-20,3.0689669484451626e-29,4.9312655722821648e-23,0.0,0.0,2.6135604621496361e-11,3.5745164866132632e-18,154.0,0.0,0.99999713932899581,1.0,18.999999219387082,2.6135124218584353e-07,1.3241599444305551e-11,5.4363888880125527e-07,1.2691308567614057e-06,3.372970267918675e-09,7.5304169182408203e-07,4.0580116025685235e-12,2.7540852088178129e-08,2.2998366825258856e-09,4.1482209531065866e-14,2.5830265216500447e-10,1.9754174053853038e-12,1.7913216277504682e-13,1.7851959071209761e-13,3.4714562189859062e-16,2.9769751330843973e-16,2.6542640400690351e-16,1.6718977066443766e-11,2.0296992389397478e-28,1.9955727203426529e-28,1.9955735259458049e-28,1.465109751272855e-13,2.6003417629550932e-18,8.9621617004644684e-16,4.1153624135631687e-20,1.6421732174700358e-22,1.6910651335362871e-20,3.0270830479120364e-22,3.9245480701325643e-23,3.8414204984857984e-26,1.5349315698908286e-27,3.6206971927553322e-30,5.5708280831718916e-33,4.7008446213276406e-26,1.1064323319345928e-33,4.3651024030640149e-16,1.8174863785018629e-22,1.4194224141647456e-22,2.83568264987384e-27,3.08023552108362e-28,9.7875203364305941e-25,1.1910513044322217e-29,6.6063188139450724e-30,5.3891525445812331e-27,2.5533090474257401e-32,5.4935866327516781e-29,8.8427438537672745e-33,7.4421347644482408e-37,6.667081363961547e-32,2.0033045566486543e-32,1.9521821240823005e-32,1.2810147184839781e-34,3.7042403420064823e-23,2.5403245941663754e-29,1.0801995243267664e-30,1.3599605749048522e-30,1.1007139999224562e-31,1.891498421167712e-35,2.0728428056625324e-34,3.2619340692895285e-37,1.4811582232445223e-32,2.9200247349754348e-31,3.8312285381513417e-34,8.825793292161153e-40,6.3859118938463695e-41
4.758247829284974e-10,0.2934024177646671,4.3853635932825737e-16,2.8008172647486725e-20,1.397401494754592e-20,3.3970773287660265e-29,5.3625546433047981e-23,0.0,0.0,2.7399412370201785e-11,3.8909014165159404e-18,154.0,0.0,0.99999706513696396,1.0,18.999999190933401,2.6812858031209251e-07,1.3241598493490111e-11,5.4953495128266488e-07,1.3020350845983714e-06,3.4606401338646827e-09,7.8077217183562072e-07,4.1632221142387879e-12,2.8262675969740194e-08,2.3596137856334339e-09,4.3009781164564204e-14,2.7187029282611236e-10,2.0502545429507828e-12,1.9125435968574888e-13,1.9060019932175489e-13,3.7066270177563518e-16,3.1331503021932314e-16,2.8349762116888948e-16,1.7599085409400146e-11,2.3787549533939264e-28,2.3387615530143603e-28,2.3387625233270018e-28,1.5769537224064668e-13,2.8001941454540519e-18,9.1970530222894322e-16,4.2329394523585617e-20,1.7143317951788474e-22,1.8115685899593599e-20,3.319753544144643e-22,4.4194431240714385e-23,4.3229701585511195e-26,1.7743096788673803e-27,4.2286341360973873e-30,6.269192714243828e-33,5.2961136543100865e-26,1.2665347514122442e-33,4.5940737692447261e-16,1.9077087624834515e-22,1.5239411850076978e-22,2.977041590277614e-27,3.2587830733124891e-28,1.0528463354375492e-24,1.2787541785652143e-29,7.0927742821475068e-30,5.9468145271805909e-27,2.8175510962207078e-32,6.0619980134440915e-29,9.7577489389916177e-33,8.2121621110398971e-37,7.3573375835375185e-32,2.2681641597585483e-32,2.2088048176597654e-32,1.4874134143625629e-34,4.1047953950776046e-23,2.792112094677139e-29,1.2007166216699946e-30,1.5540395345072297e-30,1.2375142933536365e-31,2.1616558292147713e-35,2.4344375240480542e-34,3.9337563102410462e-37,1.6154289689638369e-32,3.2693337012489282e-31,4.4485207955156521e-34,1.0631392440224533e-39,7.8999410082253829e-41
4.878524362261707e-10,0.29340241771675685,4.5119572365843237e-16,2.9697648668146178e-20,1.4837955400211899e-20,3.750882171307342e-29,5.8207809269599405e-23,0.0,0.0,2.8690171009660337e-11,4.2266772145820289e-18,154.0,0.0,0.99999699094461358,1.0,18.999999162356044,2.7490590403291648e-07,1.3241597542670457e-11,5.5530736704566179e-07,1.3349392855192162e-06,3.5483099925733745e-09,8.0862628749313817e-07,4.2684325395397018e-12,2.898449925879043e-08,2.4193908840783189e-09,4.4544163487654021e-14,2.8578519328220302e-10,2.1255657607030953e-12,2.0382870724516599e-13,2.0313140201044164e-13,3.9505794544642228e-16,3.2932874673818243e-16,3.022472439089881e-16,1.8501880882632038e-11,2.7759114963318544e-28,2.72924313854218e-28,2.7292443014624461e-28,1.6940674375713014e-13,3.0096499835823451e-18,9.4319441513029916e-16,4.3510151137550599e-20,1.7877601950588638e-22,1.93720631737516e-20,3.631784727224095e-22,4.9611951009340837e-23,4.8496843430536373e-26,2.0432581668928888e-27,4.9193047267360887e-30,7.0330589232287314e-33,5.9481201866555902e-26,1.4446040899886314e-33,4.8288518705848286e-16,2.0002992812313076e-22,1.6332845166166363e-22,3.1221189498217364e-27,3.4436938487506191e-28,1.1305538573424703e-24,1.3705054018136735e-29,7.6016844579135264e-30,6.5461531351714743e-27,3.1015432261522361e-32,6.6728821839028053e-29,1.0741129385566016e-32,9.0397276093350304e-37,8.0992012216651706e-32,2.5600622368290884e-32,2.4913981146232015e-32,1.720570583746172e-34,4.5367235066638352e-23,3.0613070724926291e-29,1.3307955727272835e-30,1.7694084231513083e-30,1.386588370108468e-31,2.4614730660559401e-35,2.84684572486037e-34,4.7204066769793778e-37,1.7579118670888226e-32,3.649870306846745e-31,5.145841636842483e-34,1.2742871120403916e-39,9.7179565600945556e-41
4.998800895238439e-10,0.29340241766865377,4.6393026143210872e-16,3.144232573222268e-20,1.5737123825883795e-20,4.1317075882532284e-29,6.307051246716159e-23,0.0,0.0,3.0007801701391062e-11,4.5825474359012065e-18,154.0,0.0,0.99999691675194469,1.0,18.999999133663614,2.8168321334834296e-07,1.3241596591846583e-11,5.6096470847837519e-07,1.3678434595153366e-06,3.6359798440450615e-09,8.3659546649567281e-07,4.3736428784436761e-12,2.9706321955271196e-08,2.4791679778609158e-09,4.6084884279880758e-14,3.0004735319946492e-10,2.2013292578702788e-12,2.1685799423272938e-13,2.1611597789900212e-13,4.2033677985913718e-16,3.4573843834736013e-16,3.2167950385021642e-16,1.9427372138015052e-11,3.2262124132878534e-28,3.1719763585488712e-28,3.1719777457619919e-28,1.8165498732670164e-13,3.228899299074838e-18,9.6668350874862829e-16,4.4695895871828617e-20,1.862462457827591e-22,2.0680620542824993e-20,3.9638858957284529e-22,5.5528226385855153e-23,5.4244216941969885e-26,2.34451019405981e-27,5.7014710294084485e-30,7.8665726919403595e-33,6.6605651636179887e-26,1.6421015183481138e-33,5.0694333157958214e-16,2.0952922683790679e-22,1.7475599586489195e-22,3.2709684612788834e-27,3.6351006958210017e-28,1.2119673800062438e-24,1.466395220498277e-29,8.1335499045774096e-30,7.1891779699922779e-27,3.406237852096303e-32,7.3282864516701482e-29,1.1796181264761509e-32,9.927604769284658e-37,8.895161177863588e-32,2.8809937018870848e-32,2.8018502921726512e-32,1.9831583101212036e-34,5.0015905165910111e-23,3.3486180710670044e-29,1.4708967383082466e-30,2.007725825809257e-30,1.5486201887808424e-31,2.7932626643240909e-35,3.3155561497497652e-34,5.6376643029133762e-37,1.9088731572262957e-32,4.0635181220129925e-31,5.9311826613220811e-34,1.520174144912445e-39,1.1890450911983915e-40
5.119077428215172e-10,0.29340241762037117,4.7673980351572682e-16,3.3242458132013383e-20,1.6672409246362863e-20,4.5409159487770051e-29,6.822500489861248e-23,0.0,0.0,3.1352231071134401e-11,4.9592261800194454e-18,154.0,0.0,0.99999684255895716,1.0,18.999999104864063,2.8846050825839923e-07,1.3241595641018477e-11,5.6651495364198875e-07,1.4007476065782763e-06,3.7236496882800542e-09,8.6467173086249691e-07,4.4788531309236518e-12,3.0428144058911955e-08,2.5389450669815923e-09,4.7631504059978251e-14,3.1465677224399522e-10,2.2775246782923849e-12,2.303448825332959e-13,2.2955657965425231e-13,4.4650438483147008e-16,3.6254388065641314e-16,3.4179843919988519e-16,2.0375567828714637e-11,3.7350682005877621e-28,3.6722808944176567e-28,3.6722825417871326e-28,1.9444991912211917e-13,3.4581299404782554e-18,9.9017258307514449e-16,4.5886630621662902e-20,1.9384435456168563e-22,2.2042197069540424e-20,4.3167721423511948e-22,6.1974500346685302e-23,6.0501363791482675e-26,2.6809693573874155e-27,6.5845724086919918e-30,8.7740185495509887e-33,7.4372832856994199e-26,1.8605645362572281e-33,5.3158147155695365e-16,2.1927231180423321e-22,1.8668763091395934e-22,3.4236455445917695e-27,3.8331390135543617e-28,1.2971810044189004e-24,1.5665149284674841e-29,8.6888769957234763e-30,7.8779499433776022e-27,3.7326117076583116e-32,8.030310353670825e-29,1.2926284737157737e-32,1.0878637856681221e-36,9.7477698630351014e-32,3.2330485707041701e-32,3.1421370732641592e-32,2.2780405192264748e-34,5.5009982275075704e-23,3.6547641567663656e-29,1.6214887900750895e-30,2.2707284196195644e-30,1.7243084579781096e-31,3.1594461281165447e-35,3.8464784412124958e-34,6.7029684451752852e-37,2.0685799804954274e-32,4.5122209116416533e-31,6.8131092247745442e-34,1.8053801373508565e-39,1.4474622654897071e-40
5.239353961191905e-10,0.2934024175719215,4.8962418131065324e-16,3.5098289646297089e-20,1.7644714492593698e-20,4.9799061594107042e-29,7.3682920487559124e-23,0.0,0.0,3.2723390830014737e-11,5.3574381391016812e-18,154.0,0.0,0.99999676836565121,1.0,18.999999075964826,2.952377887631128e-07,1.3241594690186163e-11,5.7196552747561533e-07,1.4336517266995193e-06,3.811319525278663e-09,8.9284765572870585e-07,4.5840632969524098e-12,3.1149965569446178e-08,2.5987221514407073e-09,4.9183613816049543e-14,3.2961345008180033e-10,2.354133010669679e-12,2.442919155334362e-13,2.4345574185610806e-13,4.7356570940439089e-16,3.7974484940203973e-16,3.6260790755541691e-16,2.1346476608095001e-11,4.3082713151969968e-28,4.2358519864543819e-28,4.235853934441191e-28,2.0780127888169885e-13,3.6975276093480663e-18,1.0136616381011697e-15,4.7082357281752314e-20,2.0157092768825592e-22,2.3457634146653322e-20,4.6911643279429496e-22,6.8983078967424804e-23,6.7298784094231225e-26,3.0557152949575689e-27,7.5787596277761462e-30,9.7598200358317991e-33,8.2822440977823082e-26,2.1016089986105937e-33,5.5679926825769827e-16,2.2926282264420783e-22,1.9913436683052304e-22,3.5802072137271482e-27,4.0379467247456419e-28,1.3862901922390563e-24,1.6709569122453138e-29,9.2681781656046203e-30,8.6145820135832413e-27,4.0816661940870198e-32,8.7811064045893096e-29,1.4134905257480873e-32,1.1895742906992878e-36,1.0659644109160983e-31,3.6184143735521923e-32,3.514323688734418e-32,2.6082817650959297e-34,6.0365843726343658e-23,3.980474975466861e-29,1.7830486760126526e-30,2.5602323235759047e-30,1.9143664581813734e-31,3.56255581757052e-35,4.4459626270662017e-34,7.9355413831946143e-37,2.2373003428777447e-32,4.9979828345462677e-31,7.8007867166812858e-34,2.1349441775539171e-39,1.7535051587071405e-40
5.359630494168637e-10,0.2934024175233163,5.0258322674084738e-16,3.7010054253436681e-20,1.8654956092508085e-20,5.4501139461212442e-29,7.9456182584067519e-23,0.0,0.0,3.4121217421965819e-11,5.777918644130428e-18,154.0,0.0,0.99999669417202641,1.0,18.999999046972814,3.0201505486251094e-07,1.3241593739349623e-11,5.7732334014463535e-07,1.4665558198703626e-06,3.8989893550411991e-09,9.2111633099731407e-07,4.689273376502157e-12,3.1871786486739602e-08,2.6584992312386165e-09,5.074083289310418e-14,3.4491738637879626e-10,2.4311364957237352e-12,2.5870152593807115e-13,2.5781588878707496e-13,5.0152548706690699e-16,3.9734112044800792e-16,3.841115978260406e-16,2.2340107128773101e-11,4.9520113027908839e-28,4.8687753093666684e-28,4.8687776034776403e-28,2.2171873466870868e-13,3.947275886116006e-18,1.0371506738223188e-15,4.8283077746236277e-20,2.0942662659578735e-22,2.4927776101666629e-20,5.0877890683093139e-22,7.6587337876619721e-23,7.4667939551975318e-26,3.472009308153182e-27,8.6949298208802221e-30,1.0828540157031829e-32,9.199553074639084e-26,2.3669311726218471e-33,5.8259638314671991e-16,2.3950449376503962e-22,2.1210734883430759e-22,3.7407119901044923e-27,4.2496642515549946e-28,1.4793918038178251e-24,1.7798146928186802e-29,9.8719721409217929e-30,9.4012399431151298e-27,4.4544277393834249e-32,9.5828808671412767e-29,1.5425594814697769e-32,1.2981908768858315e-36,1.1633466105665536e-31,4.0393786027930698e-32,3.9205669660352673e-32,2.977156222192974e-34,6.6100225909270713e-23,4.3264908191972872e-29,1.9560615973649768e-30,2.8781344420549142e-30,2.1195218863124544e-31,4.005236824760273e-35,5.1208189347255482e-34,9.3565166660955947e-37,2.4153030820881375e-32,5.5228686348631656e-31,8.9040074535871871e-34,2.5143965997787899e-39,2.1144420412255327e-40
5.47990702714537e-10,0.2934024174745663,5.1561677224132893e-16,3.8977976795075713e-20,1.9704064165663122e-20,5.9530121378295082e-29,8.5557008305810911e-23,0.0,0.0,3.5545651695600902e-11,6.2214137091011201e-18,154.0,0.0,0.99999661997808287,1.0,18.999999017894449,3.0879230655662109e-07,1.324159278850885e-11,5.8259482273026374e-07,1.499459886082062e-06,3.9866591775679736e-09,9.4947132565008935e-07,4.7944833695450196e-12,3.2593606810650216e-08,2.7182763063756669e-09,5.2302807027058151e-14,3.6056858080080731e-10,2.5085185397928145e-12,2.7357604304757282e-13,2.7263934168407766e-13,5.3038824992993796e-16,4.1533246978508341e-16,4.0631304133155597e-16,2.3356468041802688e-11,5.672890039643761e-28,5.5775419597313847e-28,5.5775446509978552e-28,2.3621188735921354e-13,4.2075562556340184e-18,1.0606396902339916e-15,4.9488793910191466e-20,2.1741218669246122e-22,2.6453470757366866e-20,5.5073787326742344e-22,8.4821728681468623e-23,8.264125656520916e-26,3.9333000017610222e-27,9.9447623450261251e-30,1.1984881837259665e-32,1.0193452705105284e-25,2.6583098282296348e-33,6.0897247788660965e-16,2.5000114931911893e-22,2.2561786195105633e-22,3.9052198221667233e-27,4.4684344934138145e-28,1.5765841340821426e-24,1.8931829643035191e-29,1.0500784155291262e-29,1.024014307674414e-26,4.8519481670270683e-32,1.0437894542996032e-28,1.6801993205364153e-32,1.4140198175557933e-36,1.2671984360933906e-31,4.4983311962777546e-32,4.3631174454453769e-32,3.3881568863246026e-34,7.2230224090796666e-23,4.6935627020135761e-29,2.1410209963832287e-30,3.2264138040970735e-30,2.3405167222590675e-31,4.490248843592757e-35,5.8783379339198926e-34,1.0989072780419295e-36,2.6028578376629507e-32,6.0890038263477115e-31,1.0133218196913057e-33,2.9497921900082325e-39,2.5384284926693534e-40
