Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118)
6.071832356290801e-12,0.9041474096368722,1.9540233143003595e-12,2.8096334934497989e-18,2.8095572055362107e-18,4.4786834356835152e-29,7.6280816588044724e-23,0.0,0.0,1.2468556590570927e-12,4.4297073816641556e-21,154.0,0.0,0.99999551625303407,1.0,18.999999991037331,4.3114488979796929e-07,1.5564835341733748e-07,1.1717460900435862e-06,1.1778825042281441e-06,6.3671506871900604e-07,7.5473133323359297e-09,2.6187185007488194e-13,1.4138381577199007e-09,9.0164864609686705e-07
6.282271153949481e-12,0.9041474096338754,2.0217402169677668e-12,3.0077561118382459e-18,3.0076716145777122e-18,5.0508738097015077e-29,8.4489969836295804e-23,0.0,0.0,1.3173980244428091e-12,4.8364783591495177e-21,154.0,0.0,0.99999536095908315,1.0,18.99999999045712,4.4608748118401919e-07,1.5564909864640835e-07,1.2120970669498256e-06,1.2186954724899749e-06,6.6097178064388027e-07,8.0683096248660213e-09,2.7094571414307329e-13,1.4729722802618481e-09,9.3599846400709957e-07
6.4927099516081616e-12,0.9041474096307922,2.0894567152633576e-12,3.2126277280781337e-18,3.2125344526924469e-18,5.6752085907260252e-29,9.3267907859293068e-23,0.0,0.0,1.3897733001709133e-12,5.2671481219720254e-21,154.0,0.0,0.99999520566518074,1.0,18.999999989860243,4.6103006482076642e-07,1.5564959946742859e-07,1.252431401456981e-06,1.2595083967669597e-06,6.8522858726716495e-07,8.6059337894904369e-09,2.8001956843082406e-13,1.5321376931814434e-09,9.7034841778868194e-07
6.703148749266842e-12,0.9041474096276236,2.1571728091738601e-12,3.424248301866931e-18,3.4241456605279606e-18,6.3546908131261959e-29,1.0263368095920995e-22,0.0,0.0,1.4639816784010366e-12,5.7224304220209089e-21,154.0,0.0,0.99999505037132586,1.0,18.999999989246788,4.7597264070821429e-07,1.556499343286987e-07,1.2927491642113e-06,1.3003212827064485e-06,7.0948545674586261e-07,9.1601151797717027e-09,2.890934141937986e-13,1.591328749131926e-09,1.0046984623489594e-06
6.913587546925522e-12,0.9041474096243693,2.2248884986860698e-12,3.6426177929007724e-18,3.6425051787306348e-18,7.0924050772213742e-29,1.1260633928095176e-22,0.0,0.0,1.5400233504734188e-12,6.2030439682802771e-21,154.0,0.0,0.99999489507751693,1.0,18.999999988616828,4.9091520884636648e-07,1.5565015621683369e-07,1.3330504255589078e-06,1.3411341349357479e-06,7.3374236757214483e-07,9.7307834493976513e-09,2.9816725246085466e-13,1.6505408208090026e-09,1.0390485672308406e-06
7.124026344584203e-12,0.9041474096210309,2.2926037837868508e-12,3.8677361608744667e-18,3.8676129479456927e-18,7.8915175592688754e-29,1.2320493281213854e-22,0.0,0.0,1.6178985069123882e-12,6.7097124236386138e-21,154.0,0.0,0.99999473978375397,1.0,18.999999987970423,5.0585776923522635e-07,1.5565030090366618e-07,1.3733352555470784e-06,1.381946957245992e-06,7.5799930522584556e-07,1.0317868550906455e-08,3.0724108407492779e-13,1.7097701170805575e-09,1.0733987118724169e-06
7.334465142242884e-12,0.9041474096176072,2.3603186644631312e-12,4.0996033654815009e-18,4.0994689088172051e-18,8.7552760213940934e-29,1.3444851138308832e-22,0.0,0.0,1.6976073374298273e-12,7.2431644017207848e-21,154.0,0.0,0.99999458449003586,1.0,18.99999998730766,5.2080032187479769e-07,1.556503928300032e-07,1.4136037239255065e-06,1.4227597527447466e-06,7.8225625978618289e-07,1.0921300734416901e-08,3.1631490972696343e-13,1.769013530382889e-09,1.1077488822249356e-06
7.544903939901565e-12,0.9041474096140995,2.428033140701909e-12,4.3382193664140519e-18,4.338073001988096e-18,9.6870098214617406e-29,1.4635612466680042e-22,0.0,0.0,1.7791500309286262e-12,7.8041334637430848e-21,154.0,0.0,0.99999442919636261,1.0,18.999999986628602,5.3574286676508365e-07,1.5565044883755455e-07,1.4538559001475716e-06,1.4635725239802122e-06,8.0651322441692913e-07,1.154101054636418e-08,3.2538872998353197e-13,1.828268512518896e-09,1.1420990686076604e-06
7.755342737560246e-12,0.9041474096105085,2.4957472124902464e-12,4.5835841233629868e-18,4.5834251681001521e-18,1.0690129922887771e-28,1.5894682217893862e-22,0.0,0.0,1.8625267755061169e-12,8.3933581153914652e-21,154.0,0.0,0.99999427390273377,1.0,18.999999985933325,5.5068540390608784e-07,1.556504804363578e-07,1.4940918533715957e-06,1.5043852730415785e-06,8.3077019444603869e-07,1.2176928828241014e-08,3.3446254530914319e-13,1.8875329743010722e-09,1.1764492644045379e-06
7.965781535218928e-12,0.9041474096068333,2.5634608798152714e-12,4.8356975960178769e-18,4.8355253477940324e-18,1.1768128904392864e-28,1.7223965327781511e-22,0.0,0.0,1.9477377584574995e-12,9.0115818037225287e-21,154.0,0.0,0.99999411860914977,1.0,18.999999985221901,5.6562793329781375e-07,1.5565049538473914e-07,1.5343116524620982e-06,1.5451980016411126e-06,8.5502716672432608e-07,1.2828986715344216e-08,3.4353635608449944e-13,1.9468052034655798e-09,1.210799465156029e-06
8.176220332877609e-12,0.9041474096030754,2.6311741426641782e-12,5.0945597440669978e-18,5.0943734817092641e-18,1.2924580969698377e-28,1.8625366716437372e-22,0.0,0.0,2.0347831662792446e-12,9.6595529140869604e-21,154.0,0.0,0.99999396331560997,1.0,18.999999984494398,5.8057045494026488e-07,1.5565049892545417e-07,1.5745153659910426e-06,1.5860107111821107e-06,8.7928413912370191e-07,1.3497115635526566e-08,3.5261016262160246e-13,2.0060837967182562e-09,1.2451496678485595e-06
8.38665913053629e-12,0.9041474095992352,2.698887001024228e-12,5.3601705271973417e-18,5.3599695104842575e-18,1.4163141957165005e-28,2.0100791288217384e-22,0.0,0.0,2.1236631846724904e-12,1.0338024767075233e-20,154.0,0.0,0.99999380802211413,1.0,18.999999983750886,5.9551296883344451e-07,1.5565049466705273e-07,1.6147030622390804e-06,1.6268234028149545e-06,9.0354111017941911e-07,1.418124730795391e-08,3.6168396517621953e-13,2.0653676036808114e-09,1.2794998704079105e-06
8.597097928194971e-12,0.9041474095953121,2.7665994548827438e-12,5.6325299050946165e-18,5.6323133747563166e-18,1.5487549349374179e-28,2.1652143931737418e-22,0.0,0.0,2.2143779985464209e-12,1.1047755615485561e-20,154.0,0.0,0.99999365272866259,1.0,18.999999982991437,6.1045547497735645e-07,1.5565048511054008e-07,1.6548748091967884e-06,1.6676360774828414e-06,9.2779807887629407e-07,1.4881313741867588e-08,3.7075776395805093e-13,2.1246556811586056e-09,1.3138500713964875e-06
8.807536725853652e-12,0.904147409591307,2.8343115042271166e-12,5.9116378374432606e-18,5.9114050151616337e-18,1.6901622282652375e-28,2.328132951987169e-22,0.0,0.0,2.3069277920216282e-12,1.1789508641314049e-20,154.0,0.0,0.99999349743525545,1.0,18.999999982216107,6.2539797337200378e-07,1.5565047195886981e-07,1.6950306745659018e-06,1.7084487359589989e-06,9.52055044523081e-07,1.5597247235352115e-08,3.7983155913900366e-13,2.1839472559266933e-09,1.3482002698354215e-06
9.228414321171013e-12,0.9041474095830526,2.9697343893233167e-12,6.4900992042260785e-18,6.4898313869113303e-18,2.0014449643047999e-28,2.6780818942761925e-22,0.0,0.0,2.4975330503353461e-12,1.3372158581351115e-20,154.0,0.0,0.99999318684857319,1.0,18.999999980618107,6.552829469135196e-07,1.5565043893391925e-07,1.7752950299084109e-06,1.7900740067430859e-06,1.0005689650168309e-06,1.7076446030244013e-08,3.9797913923338342e-13,2.3025384903862184e-09,1.4169006567284274e-06
9.649291916488374e-12,0.9041474095744743,3.1051556562132331e-12,7.0955543049960795e-18,7.0952481508010498e-18,2.3533810562146234e-28,3.0614498224988253e-22,0.0,0.0,2.6954804169335124e-12,1.5092178514147991e-20,154.0,0.0,0.99999287626206723,1.0,18.999999978957426,6.8516788945801931e-07,1.5565040103254864e-07,1.8554966641501275e-06,1.8716992189878455e-06,1.0490828694523828e-06,1.8618307807677673e-08,4.1612670630872238e-13,2.4211374864526909e-09,1.4856010279597885e-06
1e-11,0.9041474095639354,3.2179979962830198e-12,7.6206847747183917e-18,7.6203440127648259e-18,2.6801055372779756e-28,3.407527102670011e-22,0.0,0.0,2.8660346796879439e-12,1.6634888442568906e-20,154.0,0.0,0.99999261745726831,1.0,18.999999977526137,7.1007033396340293e-07,1.5565036799521596e-07,1.922279405751679e-06,1.9397156781022726e-06,1.0895084304409677e-06,1.9950586971095214e-08,4.312486670338367e-13,2.5199674121639253e-09,1.5428475295917648e-06
1.0146105642216028e-11,0.9041474095639354,3.2650079941989146e-12,7.8449857213858979e-18,7.8446298048900122e-18,2.8257094898532925e-28,3.5590725189036438e-22,0.0,0.0,2.9385927157185136e-12,1.730788936028395e-20,154.0,0.0,0.99999250963874209,1.0,18.999999976917195,7.2044473247583555e-07,1.5565035406050476e-07,1.9500885511552686e-06,1.9680514507279152e-06,1.106349790980229e-06,2.0518274452118543e-08,4.3754850160741012e-13,2.561140939559373e-09,1.5666965253421458e-06
1.0642919367943682e-11,0.9041474095529539,3.4248580770796295e-12,8.6320292050384459e-18,8.6316184067588726e-18,3.3651007215402722e-28,4.1078908929537442e-22,0.0,0.0,3.1919398697025315e-12,1.9734243704402737e-20,154.0,0.0,0.99999214301566264,1.0,18.999999974791237,7.5572153230251919e-07,1.5565030599436233e-07,2.0445946486867929e-06,2.0644036072902351e-06,1.1636166878186495e-06,2.2503949583956066e-08,4.5897028018593794e-13,2.7011488168510872e-09,1.6477919976248084e-06
1.1139733093671336e-11,0.9041474095415333,3.584705904697007e-12,9.4566842253175394e-18,9.456213175146903e-18,3.9775521092272685e-28,4.7104112665738194e-22,0.0,0.0,3.4555242097885139e-12,2.238186846944271e-20,154.0,0.0,0.9999917763928291,1.0,18.999999972580412,7.9099828893811574e-07,1.5565025721861473e-07,2.139015813956198e-06,2.1607556903189677e-06,1.2208835598115912e-06,2.4574475989400761e-08,4.8039204240964631e-13,2.8411594742037878e-09,1.7288874445867853e-06
1.163654681939899e-11,0.9041474095296795,3.7445514768946001e-12,1.0318950251549596e-17,1.0318413328761191e-17,4.6693149782350512e-28,5.369139912735241e-22,0.0,0.0,3.7293480434873919e-12,2.5261542731619424e-20,154.0,0.0,0.99999140977024115,1.0,18.999999970285579,8.2627500238267115e-07,1.5565020792006638e-07,2.233352895607027e-06,2.2571077008114545e-06,1.2781504068832434e-06,2.6729005022639638e-08,5.0181378850005785e-13,2.9811719143125988e-09,1.8099828661207172e-06
1.2133360545126643e-11,0.9041474095173955,3.9043947935178739e-12,1.1218826753024018e-17,1.1218218086277038e-17,5.4468946731578423e-28,6.086583055447391e-22,0.0,0.0,4.0134136551092528e-12,2.838419755892631e-20,154.0,0.0,0.99999104314789911,1.0,18.999999967907566,8.6155167263623139e-07,1.5565015841619211e-07,2.3276067337848931e-06,2.3534596394447692e-06,1.335417228904755e-06,2.8966696535813772e-08,5.2323551860748364e-13,3.1211854601426606e-09,1.8910782620441365e-06
1.2630174270854297e-11,0.9041474095046865,4.0642358544141767e-12,1.2156313198993772e-17,1.2155626666338524e-17,6.3170506425159688e-28,6.8652468697436646e-22,0.0,0.0,4.3077233060647679e-12,3.1760915748816248e-20,154.0,0.0,0.99999067652580287,1.0,18.999999965447223,8.9682829969884145e-07,1.5565010893629033e-07,2.4217781602478836e-06,2.4498115066754574e-06,1.3926840257830686e-06,3.1286718768611736e-08,5.4465723283320768e-13,3.2611996551846938e-09,1.9721736322252587e-06
1.3126987996581951e-11,0.9041474094915561,4.2240746594327243e-12,1.3131409058675709e-17,1.3130638287558845e-17,7.2867964816524871e-28,7.7076374816743462e-22,0.0,0.0,4.6122792350277989e-12,3.5402931696058313e-20,154.0,0.0,0.99999030990395243,1.0,18.999999962905346,9.3210488357054791e-07,1.5565005954860958e-07,2.5158679984261195e-06,2.5461633028138237e-06,1.4499507974904967e-06,3.3688248288709913e-08,5.6607893124600338e-13,3.4012141891711062e-09,2.0532689766248706e-06
1.3623801722309605e-11,0.904147409478009,4.3839112084245942e-12,1.4144113801250998e-17,1.4143252168520737e-17,8.3633999953045168e-28,8.6162609682963174e-22,0.0,0.0,4.927083658158762e-12,3.9321631199891251e-20,154.0,0.0,0.9999899432823478,1.0,18.999999960282775,9.6738142425139536e-07,1.5565001020639046e-07,2.6098770635035714e-06,2.6425150280407351e-06,1.5072175440460352e-06,3.617046990995915e-08,5.8750061388585935e-13,3.5412288812720658e-09,2.1343642952698707e-06
1.4120615448037259e-11,0.9041474094640486,4.5437455012426807e-12,1.5194426895865739e-17,1.51934675277771e-17,9.554383282873779e-28,9.5936233576590224e-22,0.0,0.0,5.2521387694177393e-12,4.3528551202326765e-20,154.0,0.0,0.99998957666098898,1.0,18.999999957580304,1.0026579217414311e-06,1.5564996085629865e-07,2.7038061625327443e-06,2.7388666824586054e-06,1.5644842654713493e-06,3.8732576577698801e-08,6.0892228077532798e-13,3.6812436291084207e-09,2.2154595881909328e-06
1.4617429173764913e-11,0.9041474094496801,4.7035775377416965e-12,1.6282347811631358e-17,1.6281283583851395e-17,1.0867522794258266e-27,1.0642230628795306e-21,0.0,0.0,5.5874467407724534e-12,4.8035379617951345e-20,154.0,0.0,0.99998921003987618,1.0,18.999999954798739,1.0379343760406995e-06,1.5564991149671816e-07,2.7976560945108478e-06,2.8352182661307132e-06,1.6217509617671105e-06,4.1373769292579831e-08,6.3034393192826151e-13,3.8212583694401014e-09,2.2965548553890037e-06
1.561105662522022e-11,0.9041474094197339,5.0232348412103204e-12,1.8571010982889552e-17,1.8569714660402302e-17,1.3892648298559945e-27,1.2963203487395036e-21,0.0,0.0,6.2888298426380771e-12,5.799626742888419e-20,154.0,0.0,0.99998847679838765,1.0,18.999999949001481,1.1084871550671184e-06,1.5564981272323577e-07,2.9851216133778427e-06,3.0279212213464683e-06,1.7362842789805325e-06,4.6890256791339506e-08,6.7318718704786741e-13,4.1012877188987258e-09,2.4587453126311076e-06
1.660468407667553e-11,0.904147409388201,5.3428831177037465e-12,2.1010099067237781e-17,2.1008539145786492e-17,1.7506077048673878e-27,1.5599226395711474e-21,0.0,0.0,7.0312499068364255e-12,6.9300811542417679e-20,154.0,0.0,0.99998774355788234,1.0,18.999999942897219,1.1790397613310188e-06,1.5564971406208099e-07,3.1722798536086107e-06,3.2206238938800531e-06,1.8508174956149328e-06,5.271369888552286e-08,7.1603037928570156e-13,4.381316737875982e-09,2.6209356668950832e-06
1.7598311528130836e-11,0.9041474093551144,5.6625223661231502e-12,2.3599607816358948e-17,2.3597750787171386e-17,2.1779182673274207e-27,1.8570345420528332e-21,0.0,0.0,7.814723537552295e-12,8.2047933891657329e-20,154.0,0.0,0.99998701031836046,1.0,18.999999936492085,1.2495921948327657e-06,1.5564961545257124e-07,3.3591369245774984e-06,3.4133262838118177e-06,1.9653506116950709e-06,5.8837986184457435e-08,7.5887350865799545e-13,4.661345346297516e-09,2.7831259182159556e-06
1.8591938979586144e-11,0.9041474093205039,5.9821525853970191e-12,2.6339532981420247e-17,2.6337343331292465e-17,2.678741373777098e-27,2.1896605843497817e-21,0.0,0.0,8.6392670070494679e-12,9.633895587945293e-20,154.0,0.0,0.99998627707982179,1.0,18.999999929792043,1.320144455572725e-06,1.5564951676410589e-07,3.5456988140839227e-06,3.6060283911421288e-06,2.0798836272740852e-06,6.5257130872721056e-08,8.0171657516324133e-13,4.9413735440662995e-09,2.9453160666689413e-06
1.9585566431041452e-11,0.9041474092844008,6.3017737744806088e-12,2.9229870313086211e-17,2.9227310524466315e-17,3.261029549975502e-27,2.5598052160858091e-21,0.0,0.0,9.5048962623643326e-12,1.1227759314586433e-19,154.0,0.0,0.99998554384226646,1.0,18.999999922802971,1.3906965435512632e-06,1.5564941802432255e-07,3.7319713908041043e-06,3.7987302158515194e-06,2.1944165423408844e-06,7.1965264258414321e-08,8.4455957879556473e-13,5.2214013509136348e-09,3.1075061122382996e-06
2.1572821333952067e-11,0.9041474092078334,6.9409890580287036e-12,3.5461764476450406e-17,3.5458343841217919e-17,4.7038505315743261e-27,3.4206676535085673e-21,0.0,0.0,1.1359474330072862e-11,1.4952451866313325e-19,154.0,0.0,0.99998407737010586,1.0,18.999999907980637,1.5318002012255362e-06,1.5564922043082126e-07,4.1036714987529716e-06,4.1841330173910269e-06,2.4234820709221035e-06,8.6225604193693684e-08,9.3024539743180167e-13,5.7814558093924128e-09,3.4318858947037107e-06
2.336135074657162e-11,0.9041474091341081,7.5162519200199534e-12,4.1584836194077337e-17,4.1580492380963934e-17,6.3691322490557677e-27,4.3438644526878204e-21,0.0,0.0,1.3169261523988605e-11,1.8977092160389807e-19,154.0,0.0,0.99998275754852417,1.0,18.999999893708569,1.658792902291989e-06,1.5564904289158885e-07,4.4372686636793003e-06,4.5309945723050518e-06,2.62964070270375e-06,9.9991733828371194e-08,1.007362419184825e-12,6.28550339561313e-09,3.7238273467916274e-06
2.5149880159191174e-11,0.9041474090559902,8.091485509115381e-12,4.8195177224161748e-17,4.8189757508512475e-17,8.4406883659578497e-27,5.4197910896909171e-21,0.0,0.0,1.5112400473040267e-11,2.3707751026279441e-19,154.0,0.0,0.99998143773012871,1.0,18.99999987858612,1.7857850436171236e-06,1.5564886544617599e-07,4.7700145239879127e-06,4.8778552116624422e-06,2.8357990087222263e-06,1.1460811780310547e-07,1.084479237237461e-12,6.7895495839956072e-09,4.0157684653893514e-06
2.6938409571810727e-11,0.9041474089736357,8.6666898201223603e-12,5.5292762768002159e-17,5.5286102738837993e-17,1.0979659633184199e-26,6.6601346714690241e-21,0.0,0.0,1.7188973240314175e-11,2.9213511297640998e-19,154.0,0.0,0.99998011791491948,1.0,18.999999862643509,1.9127766252030731e-06,1.5564868774557179e-07,5.1019392987223288e-06,5.2247149353913053e-06,3.0419569891199403e-06,1.300445369936879e-07,1.161595851566146e-12,7.293594447802371e-09,4.3077092506983428e-06
2.872693898443028e-11,0.9041474088871947,9.2418648480895576e-12,6.287756802255997e-17,6.2869491583459385e-17,1.40514784887328e-26,8.0765814785672258e-21,0.0,0.0,1.9399058956747196e-11,3.5565934035392094e-19,154.0,0.0,0.99997879810289658,1.0,18.999999845909866,2.0397676470519693e-06,1.5564850999528517e-07,5.4330721329489546e-06,5.5715737434499967e-06,3.2481146438142148e-06,1.4627184625590424e-07,1.2387122621544081e-12,7.797638030002817e-09,4.5996497026013223e-06
3.051546839704984e-11,0.9041474087968125,9.8170105882983375e-12,7.0949568180663088e-17,7.0939887550644163e-17,1.7725871567942811e-26,9.6808169647394773e-21,0.0,0.0,2.17427339256011e-11,4.2839051492310586e-19,154.0,0.0,0.99997747829406003,1.0,18.999999828413316,2.166758109165947e-06,1.556483324118391e-07,5.7634411360237981e-06,5.9184316358784405e-06,3.4542719727179024e-06,1.6326193615872879e-07,1.315828469004272e-12,8.3016802919452373e-09,4.8915898209746789e-06
3.2303997809669394e-11,0.9041474087026298,1.0392127036254497e-11,7.9508738431201626e-17,7.9497254145604535e-17,2.2076862070344347e-26,1.148452575658933e-20,0.0,0.0,2.4220071722957924e-11,5.1109360568435146e-19,154.0,0.0,0.99997615848840993,1.0,18.999999810180956,2.2937480115471379e-06,1.5564815482604341e-07,6.0930734184017105e-06,6.2652886127135352e-06,3.6604289759004234e-06,1.8098769617496396e-07,1.3929444721174386e-12,8.8057211979678191e-09,5.1835296059165152e-06
3.409252722228895e-11,0.9041474086047816,1.0967214187680259e-11,8.8555053959317e-17,8.8541554870686712e-17,2.7182771998518971e-26,1.3499391653233541e-20,0.0,0.0,2.683114329467098e-11,6.0455816698201341e-19,154.0,0.0,0.99997483868594617,1.0,18.999999791238945,2.420737354197676e-06,1.5564797712750084e-07,6.4219951271474992e-06,6.6121446739417985e-06,3.8665856534073279e-06,1.9942297917005245e-07,1.4700602714847258e-12,9.3097607627411467e-09,5.4754690574911336e-06
3.588105663490851e-11,0.9041474085033971,1.1542272038506608e-11,9.8088489946583722e-17,9.8072753225553296e-17,3.3126224269640041e-26,1.5737097625988202e-20,0.0,0.0,2.9576017049775216e-11,7.0959828163725375e-19,154.0,0.0,0.99997351888666908,1.0,18.999999771612501,2.5477261371196934e-06,1.5564779945364155e-07,6.7502314801501019e-06,6.9589998195415752e-06,4.0727420051835739e-06,2.1854256718780003e-07,1.547175867095442e-12,9.813799009068318e-09,5.767408175620387e-06
3.7669586047528064e-11,0.9041474083986035,1.2117300584865865e-11,1.0810902157118498e-16,1.0809081270735903e-16,3.9994144709760574e-26,1.8209325818075482e-20,0.0,0.0,3.245475895062426e-11,8.2705250793870499e-19,154.0,0.0,0.99997219909057866,1.0,18.999999751325934,2.6747143603153232e-06,1.5564762185313293e-07,7.0778067991378656e-06,7.3058540495192171e-06,4.278898031210148e-06,2.3832213843500497e-07,1.6242912589454295e-12,1.0317835931710246e-08,6.0593469602771507e-06
3.945811546014762e-11,0.9041474082905211,1.2692299823084523e-11,1.1861662400808204e-16,1.1859569681092056e-16,4.7877763935299348e-26,2.092775754434988e-20,0.0,0.0,3.5467432599841949e-11,9.5778383029259202e-19,154.0,0.0,0.9999708792976747,1.0,18.999999730402713,2.8017020237866992e-06,1.5564744422261237e-07,7.4047445415270189e-06,7.6527073638905037e-06,4.4850537315297501e-06,2.5873823543290912e-07,1.7014064470329065e-12,1.0821871515949125e-08,6.3512854115216844e-06
4.124664487276718e-11,0.9041474081792671,1.3267269749676334e-11,1.2961127242917759e-16,1.2958736902888001e-16,5.6872619126820475e-26,2.3904073291043038e-20,0.0,0.0,3.8614099324197496e-11,1.1026796133091798e-18,154.0,0.0,0.99996955950795763,1.0,18.999999708865456,2.9286891275359542e-06,1.5564726654861967e-07,7.7310673311433812e-06,7.9995597626559533e-06,4.6912091061485855e-06,2.7976823429539853e-07,1.7785214313529565e-12,1.1325905762305755e-08,6.643223529362577e-06
4.3035174285386734e-11,0.9041474080649536,1.3842210361335672e-11,1.4109294200347303e-16,1.4106579285186259e-16,6.7078555698915468e-26,2.7149952715526148e-20,0.0,0.0,4.1894818255485595e-11,1.2626515591596e-18,154.0,0.0,0.99996823972142712,1.0,18.999999686735983,3.0556756715652202e-06,1.5564708890426005e-07,8.0567969878469888e-06,8.3464112458076725e-06,4.897364155037718e-06,3.0139031510429988e-07,1.8556362118990688e-12,1.1829938679666841e-08,6.93516131375865e-06
4.482370369800629e-11,0.9041474079476902,1.4417121654931091e-11,1.5306160789722053e-16,1.5303093176862903e-16,7.8599728870769103e-26,3.0677074646089166e-20,0.0,0.0,4.530964640852248e-11,1.4386356680121678e-18,154.0,0.0,0.99996691993808351,1.0,18.999999664035343,3.1826616558766308e-06,1.5564691128471288e-07,8.3819545561004059e-06,8.6932618133454003e-06,5.1035188781998494e-06,3.2358343334099974e-07,1.9327507886666682e-12,1.2333970269249128e-08,7.2270987647135278e-06
4.661223311062585e-11,0.904147407827581,1.4992003627499155e-11,1.6551724527406921e-16,1.654827492662218e-16,9.1544605141938191e-26,3.4497117081735746e-20,0.0,0.0,4.8858638756368545e-11,1.63159220136298e-18,154.0,0.0,0.9999656001579269,1.0,18.999999640783823,3.3096470804723193e-06,1.5564673364103681e-07,8.7065603325211873e-06,9.0401114652752167e-06,5.3096732756555865e-06,3.4632729233389523e-07,2.0098651616528086e-12,1.2838000525905555e-08,7.5190358822561867e-06
4.8400762523245403e-11,0.9041474077047281,1.5566856276238428e-11,1.7845982929520667e-16,1.7842120883010681e-16,1.0602596367775108e-25,3.8621757191993142e-20,0.0,0.0,5.2541848302883394e-11,1.8425056480802271e-18,154.0,0.0,0.99996428038095708,1.0,18.999999617001013,3.4366319453544189e-06,1.5564655598590979e-07,9.0306338924572387e-06,9.3869602015996782e-06,5.5158273474005237e-06,3.6960231668297501e-07,2.0869793308540065e-12,1.3342029447966358e-08,7.8109726663801916e-06
5.018929193586496e-11,0.9041474075792278,1.6141679598503771e-11,1.9188933511949482e-16,1.9184627394430966e-16,1.2216089760829988e-25,4.3062671316736228e-20,0.0,0.0,5.6359326152705844e-11,2.072384692999915e-18,154.0,0.0,0.99996296060717438,1.0,18.999999592705777,3.5636162505250617e-06,1.556463783502893e-07,9.3541941156190126e-06,9.7338080223168974e-06,5.7219810934228409e-06,3.9338962662753921e-07,2.1640932962659987e-12,1.3846057038185159e-08,8.1029091170685943e-06
5.1977821348484517e-11,0.9041474074511754,1.6716473591800719e-11,2.0580573790360122e-16,2.0575790809154724e-16,1.4007081524474518e-25,4.7831534966024754e-20,0.0,0.0,6.0311121578746781e-11,2.3222621879224052e-18,154.0,0.0,0.99996164083657857,1.0,18.999999567916333,3.6905999959863817e-06,1.5564620071958715e-07,9.6772592108007313e-06,1.0080654927426254e-05,5.9281345137291973e-06,4.17671013324926e-07,2.2412070578849823e-12,1.4350083298009911e-08,8.3948452343306309e-06
5.376635076110407e-11,0.9041474073206607,1.7291238253780178e-11,2.2020901280212612e-16,2.2015607475335436e-16,1.5988144121652142e-25,5.2940022819953412e-20,0.0,0.0,6.4397282087281423e-11,2.5931951248669873e-18,154.0,0.0,0.99996032106916977,1.0,18.99999954265024,3.8175831817405113e-06,1.5564602307548093e-07,9.9998467397222987e-06,1.0427500916929982e-05,6.1342876083277745e-06,4.42428915008521e-07,2.3183206157080129e-12,1.4854108226011566e-08,8.686781018177677e-06
5.734340958634318e-11,0.9041474070525927,1.8440679575086562e-11,2.5047607955121081e-16,2.5041185954162549e-16,2.0572930438317873e-25,6.4222565711496271e-20,0.0,0.0,7.2972879912608048e-11,3.2025758533965193e-18,154.0,0.0,0.99995768154391385,1.0,18.999999490755268,4.0715478741357308e-06,1.5564566777528711e-07,1.0643656245396406e-05,1.112119014912399e-05,6.5465928203930935e-06,4.9330711654442628e-07,2.4725471199540815e-12,1.5862154086154315e-08,9.2706515856139685e-06
6.056276252905837e-11,0.904147406803757,1.9475076430387489e-11,2.7938129296953428e-16,2.7930564067768224e-16,2.5484248317447452e-25,7.5655472486793445e-20,0.0,0.0,8.1150889120174016e-11,3.8341252943569884e-18,154.0,0.0,0.99995530598208349,1.0,18.999999442583373,4.3001141831142377e-06,1.5564534803946002e-07,1.1221615249616243e-05,1.1745507326738857e-05,6.9176663973061641e-06,5.4056345302159335e-07,2.6113502767649287e-12,1.6769390801380172e-08,9.796133955989795e-06
6.378211547177357e-11,0.904147406548216,2.0509378221802505e-11,3.0986358556086553e-16,3.0977521918422183e-16,3.1226661099718642e-25,8.8370288362477727e-20,0.0,0.0,8.9764905670960707e-11,4.5514336525531051e-18,154.0,0.0,0.99995293043057976,1.0,18.999999393113036,4.5286786786746197e-06,1.5564502830645515e-07,1.1798272829566291e-05,1.2369821537803789e-05,7.2887389189187912e-06,5.8911780698768997e-07,2.7501527732338191e-12,1.7676623200367539e-08,1.0321615246087668e-05
6.700146841448876e-11,0.9041474062863911,2.154358494024726e-11,3.4192281236718642e-16,3.4182038205795157e-16,3.7889110892019116e-25,1.0243507004693093e-19,0.0,0.0,9.8815150516071153e-11,5.361535364535689e-18,154.0,0.0,0.99995055488940288,1.0,18.999999342426111,4.7572413608293165e-06,1.5564470855202722e-07,1.2373710855194725e-05,1.2994132782319705e-05,7.6598103852451413e-06,6.3888830827729305e-07,2.8889546093466849e-12,1.8583851285909276e-08,1.0847095455926474e-05
