Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297)
2.485735703620531e-10,0.5774786769595888,9.8793760481463399e-14,3.6272561530781642e-18,2.4175930575436333e-18,8.050713158265096e-27,3.1711657044191957e-21,0.0,0.0,9.6461757946930615e-11,1.2990151424199129e-17,154.0,0.0,0.99998919329154579,1.0,18.99999891785653,1.4005890808352537e-06,1.178226840644402e-09,3.4614206346606858e-06,4.4975071331939249e-06,1.8509213950370045e-07,1.0590247476899785e-06,3.4619679919876044e-12,2.3018584349888627e-08,1.780049184018958e-07,2.9538125534678628e-14,7.2723171067887566e-10,7.9427072176095166e-11,1.0730919209817986e-11,1.0720632396088196e-11,6.0733686927374994e-15,1.222612088111149e-13,4.2134450359583508e-15,5.1666682059019283e-11,1.8687292723610294e-25,1.8005314168799763e-25,1.8005384524639441e-25,1.9145190223579808e-13,4.2510907772118441e-17,4.0421154629989184e-16,9.1918524602466823e-20,7.5371144873300545e-21,1.266269389399269e-18,2.16788350017517e-20,7.6919566905229179e-22,9.6055458322130506e-24,1.0201658727934072e-25,6.9791230362753074e-29,2.3765726991941102e-30,8.9546849180337356e-25,2.9216543806476605e-31,1.2707094810405011e-13,3.8550288839349029e-20,8.119532967704638e-21,2.616395783028936e-24,2.2493999652070164e-25,4.4879243537475295e-22,3.34104131845013e-28
2.566947302441634e-10,0.5774786767739801,1.0225677843637339e-13,3.9016501426402877e-18,2.5854529214479028e-18,9.1580797931078629e-27,3.4990382602415324e-21,0.0,0.0,1.0268934621839001e-10,1.455613188029395e-17,154.0,0.0,0.99998884020930878,1.0,18.999998861602101,1.4463445702233089e-06,1.1782264620412106e-09,3.5536138777477149e-06,4.644434871278423e-06,1.9115842031881982e-07,1.1145136135707819e-06,3.5750661134756541e-12,2.3777781863910674e-08,1.8383892578279508e-07,3.108581253664682e-14,7.7552390018814846e-10,8.395885299108827e-11,1.1735537755698343e-11,1.1724285102902263e-11,6.6425958075629628e-15,1.303371615382637e-13,4.6100569871608166e-15,5.5101678747858536e-11,2.3113352913146289e-25,2.227001043716848e-25,2.2270100404095282e-25,2.1182290883634203e-13,4.6632486370964383e-17,4.1754323009093553e-16,9.5405742087277232e-20,7.9545303749055848e-21,1.3819858090820806e-18,2.4442463459593595e-20,8.954372780597858e-22,1.1192397569502942e-23,1.2287549627862522e-25,8.5372579502564683e-29,2.7692066008718886e-30,1.0440123036377019e-24,3.5295703539658439e-31,1.3546259277482049e-13,4.0943187616079309e-20,8.8543058394337826e-21,2.7794162180586944e-24,2.41554806806043e-25,4.9245932650355187e-22,3.6433873170940821e-28
2.648158901262737e-10,0.5774786765860802,1.0573462905646779e-13,4.1874158736271944e-18,2.75954582876462e-18,1.0376399487184433e-26,3.8493252204454771e-21,0.0,0.0,1.0910438664913936e-10,1.6255808577363508e-17,154.0,0.0,0.99998848712601429,1.0,18.999998804653185,1.4920998553437498e-06,1.1782260834376575e-09,3.6451124936851225e-06,4.7913623955225537e-06,1.9722469853457762e-07,1.1706967781835455e-06,3.688164069642162e-12,2.4536978268113727e-08,1.8967293103679669e-07,3.2652864847438315e-14,8.2536835906445412e-10,8.857921057205799e-11,1.2796437869655066e-11,1.2784165108124118e-11,7.2437493738837385e-15,1.386668786061358e-13,5.0290121553992193e-15,5.8647530537959737e-11,2.8390682364385887e-25,2.7354983780170101e-25,2.7355097915656902e-25,2.3361043316397249e-13,5.1000782657836699e-17,4.3087489439330112e-16,9.8922126951373398e-20,8.3796085138571011e-21,1.503891951239396e-18,2.7449863888275214e-20,1.0372281724732578e-21,1.2976723030665003e-23,1.4711552498654887e-25,1.0377675730623608e-28,3.2107038024570545e-30,1.21116123262973e-24,4.2387526878335981e-31,1.4411772849689061e-13,4.3401348630659938e-20,9.6273844886197624e-21,2.9468987689873058e-24,2.5886883063875859e-25,5.3878434330043056e-22,3.9614954753488753e-28
2.7293705000838397e-10,0.5774786763960058,1.0922730686200935e-13,4.4846473199914254e-18,2.9399406445082494e-18,1.1712936407210223e-26,4.2228483124687291e-21,0.0,0.0,1.1570647530556492e-10,1.8096236925736878e-17,154.0,0.0,0.99998813404166198,1.0,18.999998747045044,1.5378549361973675e-06,1.1782257048333961e-09,3.7359517421532905e-06,4.9382897058917843e-06,2.0329097415140389e-07,1.2275389832585767e-06,3.8012618604557776e-12,2.5296173562595795e-08,1.9550693416433816e-07,3.4238299047021409e-14,8.7676508397478923e-10,9.3285995949925559e-11,1.3914695624460542e-11,1.3901347443149968e-11,7.8774406638837835e-15,1.4724995156428669e-13,5.4707406446631715e-15,6.2304269250446285e-11,3.4647223996173674e-25,3.3383528728585304e-25,3.3383672450612879e-25,2.5686264307732913e-13,5.5621665438047953e-17,4.4420653920871e-16,1.0246768755433672e-19,8.8122098706803738e-21,1.6320902479339817e-18,3.0713343954376694e-20,1.1958763016429956e-21,1.497544661884104e-23,1.7514951670986476e-25,1.2540358072329527e-28,3.7052523251997779e-30,1.3985285869881841e-24,5.062148782547059e-31,1.5303591922403494e-13,4.5924474762581123e-20,1.0439289400268734e-20,3.1188229426663733e-24,2.7689276894659362e-25,5.878381789540819e-22,4.2955799639573581e-28
2.8105820989049426e-10,0.5774786762038675,1.1273480635316313e-13,4.7934348865933194e-18,3.126707745878851e-18,1.3175198429422301e-26,4.6204383960383001e-21,0.0,0.0,1.2249522874551586e-10,2.008463471224659e-17,154.0,0.0,0.99998778095625129,1.0,18.999998688811147,1.5836098127849535e-06,1.1782253262272799e-09,3.8261650926188701e-06,5.0852168023515718e-06,2.093572471697281e-07,1.2850067606651368e-06,3.9143594858855632e-12,2.605536774701289e-08,2.0134093516585589e-07,3.5841181645736038e-14,9.2971407158574951e-10,9.8077140444824106e-11,1.5091361161180831e-11,1.5076881232793359e-11,8.5442662126497406e-15,1.5608597261956339e-13,5.9356621723597949e-15,6.6071926877412058e-11,4.2025029737083902e-25,4.04925379808285e-25,4.0492717694899549e-25,2.8162758726443341e-13,6.0500906693454072e-17,4.5753816453112146e-16,1.0604243229915957e-19,9.2522073096762543e-21,1.7666808679575112e-18,3.4245371391026811e-20,1.3727498818861461e-21,1.7206309753151074e-23,2.0742500375090943e-25,1.5069457695178667e-28,4.257242375449599e-30,1.6078078060091145e-24,6.0138945945444673e-31,1.6221672963145555e-13,4.8512292945611459e-20,1.129051998097627e-20,3.2951698988680578e-24,2.9563735796481232e-25,6.3969118005768218e-22,4.6458462802518931e-28
2.8917936977260455e-10,0.5774786760097697,1.1625712201054587e-13,5.1138655899297011e-18,3.3199190181554622e-18,1.4770938606403231e-26,5.0429356612176414e-21,0.0,0.0,1.2947028297789309e-10,2.2228381887669502e-17,154.0,0.0,0.99998742786978201,1.0,18.999998629983256,1.629364485107299e-06,1.178224947619891e-09,3.9157843152272266e-06,5.2321436848669771e-06,2.154235175899782e-07,1.343068341522817e-06,4.0274569459006716e-12,2.6814560820993068e-08,2.0717493404178421e-07,3.7460626549237495e-14,9.8421531856353012e-10,1.0295065194317789e-10,1.6327459653527459e-11,1.6311790658701977e-11,9.2448083663805207e-15,1.6517453463504633e-13,6.424186456133148e-15,6.9950535566743527e-11,5.068127095523974e-25,4.8833476504097817e-25,4.8833699744008541e-25,3.0795319000837759e-13,6.5644183242428729e-17,4.7086977035400393e-16,1.0964636962967463e-19,9.6994849655086645e-21,1.9077618990854244e-18,3.8058568848145749e-20,1.5692777914679347e-21,1.9687879408709747e-23,2.4442584312833989e-25,1.8013585471307855e-28,4.871268458202723e-30,1.8407734915695536e-24,7.1093843345976435e-31,1.7165972511458811e-13,5.1164553005284571e-20,1.2181555699574856e-20,3.475922370382569e-24,3.1511336909286773e-25,6.9441337268015855e-22,5.012491717511561e-28
2.9730052965471484e-10,0.5774786758138123,1.1979424829575454e-13,5.446023229687193e-18,3.5196478504416049e-18,1.6508156651991196e-26,5.4911898259076893e-21,0.0,0.0,1.3663129247505367e-10,2.4535020391240503e-17,154.0,0.0,0.99998707478225357,1.0,18.999998570591536,1.6751189531651959e-06,1.1782245690114921e-09,4.0048395670807403e-06,5.3790703534024061e-06,2.214897854125817e-07,1.4016935699268479e-06,4.1405542404701028e-12,2.7573752784422561e-08,2.1300893079255598e-07,3.9095792652131752e-14,1.0402688215739236e-09,1.0790461135943835e-10,1.7623992227574412e-11,1.7607075878182862e-11,9.9796358052202631e-15,1.7451523112899361e-13,6.9367135827703635e-15,7.3940127608041955e-11,6.0789282226399643e-25,5.857338780332365e-25,5.8573663386660324e-25,3.3588724700106691e-13,7.1057078370308031e-17,4.8420135667535993e-16,1.132795080278256e-19,1.0153937649246033e-20,2.0554295205854179e-18,4.216570916223428e-20,1.7869499337807139e-21,2.2439556284800149e-23,2.8667386824196589e-25,2.1426107496482567e-28,5.5521313986180704e-30,2.099282407968679e-24,8.3653422456358693e-31,1.8136447178791064e-13,5.3881026554987186e-20,1.3112857169360919e-20,3.6610645871431597e-24,3.3533160876694149e-25,7.5207448717477521e-22,5.3957058102802863e-28
3.054216895368251e-10,0.5774786756160893,1.2334617965187612e-13,5.7899885515853882e-18,3.7259691312942687e-18,1.8395100443077365e-26,5.9660603327845796e-21,0.0,0.0,1.439779292353541e-10,2.701225400840368e-17,154.0,0.0,0.99998672169366598,1.0,18.9999985106646,1.7208732169594348e-06,1.1782241904017367e-09,4.093359474136943e-06,5.5259968079219048e-06,2.2755605063796547e-07,1.4608538210533931e-06,4.2536513695629218e-12,2.8332943637179401e-08,2.1884292541860309e-07,4.0745881553776632e-14,1.0978745772823194e-09,1.12937169273168e-10,1.8981936839050552e-11,1.8963713900644248e-11,1.0749304041971527e-14,1.8410765627378649e-13,7.4736343600816841e-15,7.804073541957324e-11,7.2539638068262571e-25,6.9895932001235118e-25,6.9896270200594192e-25,3.6547742209148267e-13,7.6745083430902547e-17,4.9753292349304738e-16,1.1694185600932876e-19,1.0615470286062339e-20,2.2097781664986951e-18,4.6579711022372776e-20,2.0273175713368245e-21,2.5481582630925102e-23,3.3473055575589692e-25,2.5365452110714556e-28,6.3048402788575634e-30,2.3852744527282149e-24,9.7998964886837202e-31,1.9133053648375362e-13,5.6661505947735803e-20,1.4084867174868504e-20,3.8505822041784682e-24,3.5630291834770176e-25,8.1274398178861706e-22,5.7956707568668685e-28
3.2166400930104565e-10,0.5774786752157016,1.3049443525954023e-13,6.5136508541212163e-18,4.1586960632294215e-18,2.2652406746733838e-26,6.9991379437219508e-21,0.0,0.0,1.5922685499180978e-10,3.2510130382254901e-17,154.0,0.0,0.9999860155133119,1.0,18.999998389312399,1.8123811317601043e-06,1.1782234331784372e-09,4.2689005542354963e-06,5.8198490747680078e-06,2.396885732987777e-07,1.5806720953301043e-06,4.4798451311955042e-12,2.9851322009744059e-08,2.3051090829824308e-07,4.4087835060308287e-14,1.2177428334526394e-09,1.2323101262597372e-10,2.1885863029658892e-11,2.1864845532090706e-11,1.2395321900188182e-14,2.0404607246974009e-13,8.6221756620315567e-15,8.6575128600616171e-11,1.0182265424335657e-24,9.8113172824488076e-25,9.8113673854199883e-25,4.2981611125368429e-13,8.8967938446584074e-17,5.2419599860106755e-16,1.2435421493461277e-19,1.1559442598348057e-20,2.5388884391971832e-18,5.6380680907610831e-20,2.582652934414436e-21,3.2521904527968044e-23,4.5072417971115141e-25,3.5085571448494359e-28,8.0468843731009098e-30,3.0478887624502966e-24,1.3284790139676224e-30,2.1204489085446696e-13,6.24137495811653e-20,1.6152700452882084e-20,4.2426929866006327e-24,4.0054828675831595e-25,9.4338471477481699e-22,6.6465476548147209e-28
3.362820970888441e-10,0.5774786748501686,1.3697844254000937e-13,7.2060820051909652e-18,4.5714782996883456e-18,2.7083922152410455e-26,8.0287636516520403e-21,0.0,0.0,1.7358277126366174e-10,3.8122249090016515e-17,154.0,0.0,0.99998537994736758,1.0,18.999998278523496,1.8947375565069356e-06,1.1782227516730269e-09,4.4253151354363136e-06,6.0843153826287987e-06,2.5060783481528464e-07,1.690079841747345e-06,4.6834189504261956e-12,3.1217858744052981e-08,2.4101208562766375e-07,4.713941974214157e-14,1.3309329347719426e-09,1.3274704192726365e-10,2.4718790972681294e-11,2.4695046728264438e-11,1.40012131560698e-14,2.2284750112491472e-13,9.7430312528186945e-15,9.4636083844755127e-11,1.3609896239168021e-24,1.311425093399404e-24,1.3114321076843152e-24,4.9386025086507362e-13,1.0096264595283651e-16,5.4819269945186024e-16,1.3112532075284546e-19,1.2432466208524085e-20,2.8588537008594519e-18,6.6383474555587124e-20,3.176902252234592e-21,4.0071749337505085e-23,5.8148823725619862e-25,4.6336645782984839e-28,9.9150164270880181e-30,3.7594299623303881e-24,1.7245337646823775e-30,2.3157718654271777e-13,6.7807976264754872e-20,1.8157083922206833e-20,4.6104394860449371e-24,4.4305408985207223e-25,1.0719420391515649e-21,7.4713161126436689e-28
3.509001848766426e-10,0.5774786744801801,1.4351033103322403e-13,7.9379017491846139e-18,5.0068527932565239e-18,3.2140324381138245e-26,9.1584575360603922e-21,0.0,0.0,1.8853573042595715e-10,4.4414293285731205e-17,154.0,0.0,0.99998474437798734,1.0,18.999998166383499,1.9770933194518219e-06,1.1782220701633618e-09,4.5803782183857504e-06,6.3487809965057653e-06,2.6152708792340499e-07,1.8008380579306722e-06,4.8869922330343181e-12,3.2584391876329459e-08,2.5151325607962926e-07,5.0228671587802106e-14,1.449152282954267e-09,1.4249183071323576e-10,2.7764928581299005e-11,2.7738251897226804e-11,1.5728074152554566e-14,2.4245824896367281e-13,1.0948609909131227e-14,1.030572390485673e-10,1.7956899567978761e-24,1.730317550438715e-24,1.7303272249710843e-24,5.6400527431548011e-13,1.139300727718584e-16,5.7218933705012974e-16,1.3799119928584065e-19,1.3327359181889228e-20,3.2018698366355381e-18,7.7587695183602782e-20,3.8716446981126896e-21,4.8916362728334074e-23,7.4179561542000463e-25,6.0469268858972818e-28,1.2103538477532967e-29,4.5940828401818349e-24,2.2138908812512109e-30,2.5194944868485385e-13,7.3407200457589017e-20,2.0299532170575943e-20,4.9921974499308454e-24,4.8817003166277164e-25,1.2113165566254451e-21,8.3528958261110213e-28
3.655182726644411e-10,0.5774786741061345,1.5009006772282544e-13,8.709489209290541e-18,5.4653099146826511e-18,3.7878891428920557e-26,1.0393609241504903e-20,0.0,0.0,2.0408434597281615e-10,5.1437034192148342e-17,154.0,0.0,0.99998410880516986,1.0,18.99999805301341,2.0594484205993771e-06,1.1782213886500289e-09,4.7342107609503604e-06,6.6132459161789329e-06,2.7244633262560188e-07,1.9128257907067112e-06,5.0905649788407144e-12,3.3950921405560754e-08,2.6201441965660993e-07,5.3352216983819257e-14,1.5724008585373627e-09,1.5245672576408568e-10,3.1029243330480275e-11,3.0999423707890627e-11,1.7578726422115815e-14,2.6287597271304057e-13,1.2240896153816121e-14,1.1183878652838954e-10,2.3412119895724091e-24,2.256009879286018e-24,2.2560230417348632e-24,6.4052422285128627e-13,1.2789912137555168e-16,5.9618591137809492e-16,1.4495190105089413e-19,1.4243868812310744e-20,3.5684430296788863e-18,9.0073513964574673e-20,4.6781812363527277e-21,5.9205155875424161e-23,9.3657902151570144e-25,7.8051347400573055e-28,1.4649423710559108e-29,5.5662861927523345e-24,2.8132526937735514e-30,2.7315917684734694e-13,7.9210841000512459e-20,2.2582100226025558e-20,5.3879264944197211e-24,5.3596059206456185e-25,1.3619062317324865e-21,9.2921324042434351e-28
3.8013636045223956e-10,0.5774786737283961,1.5671761943301349e-13,9.5212018662971011e-18,5.9473554122877121e-18,4.43596309453205e-26,1.1739726006036841e-20,0.0,0.0,2.2022735540982116e-10,5.9242938845767187e-17,154.0,0.0,0.99998347322891401,1.0,18.999997938523315,2.1418028599542147e-06,1.1782207071325649e-09,4.8869228867071073e-06,6.8777101414264028e-06,2.8336556892433158e-07,2.025932920739973e-06,5.2941371876667038e-12,3.5317447330322783e-08,2.725155763610641e-07,5.6506984493014158e-14,1.7006786420546357e-09,1.6263358876869221e-10,3.4516516859037024e-11,3.4483339172998371e-11,1.9555885899246931e-14,2.8409833588323755e-13,1.3621800121734478e-14,1.2098091919859803e-10,3.0192194865229448e-24,2.90938205663598e-24,2.9093997404165104e-24,7.2368872051403615e-13,1.4289784750047697e-16,6.201824224107476e-16,1.5200747672102107e-19,1.5181812961521424e-20,3.9590714625408983e-18,1.0392240258361895e-19,5.6084759568529251e-21,7.1096908219537108e-23,1.1713249539145895e-24,9.9731894248814292e-28,1.7591963669088916e-29,6.691421391095753e-24,3.5414617513887611e-30,2.9520387803816937e-13,8.5218467331580124e-20,2.500672148929386e-20,5.7975965823820417e-24,5.8649061322778308e-25,1.5241077013479848e-21,1.0289821408483264e-27
3.9475444824003803e-10,0.5774786733472952,1.633929528355802e-13,1.0373377492303539e-17,6.4535103275629285e-18,5.1645310644245844e-26,1.3202436282116959e-20,0.0,0.0,2.3696360912148738e-10,6.7886170650198156e-17,154.0,0.0,0.9999828376492188,1.0,18.999997823013487,2.2241566375209502e-06,1.1782200256105653e-09,5.0386148575047812e-06,7.1421736720240144e-06,2.9428479682204266e-07,2.1400591900120948e-06,5.4977088593335144e-12,3.668396964937851e-08,2.830167261954378e-07,5.9690177729050868e-14,1.8339856140351281e-09,1.7301475583496623e-10,3.8231355939874543e-11,3.8194600608736913e-11,2.1662169156354923e-14,3.0612300874803929e-13,1.5093161958713706e-14,1.3048383044971703e-10,3.8544115525911396e-24,3.7142401544056286e-24,3.7142636379354161e-24,8.1376900245789934e-13,1.5895348597411849e-16,6.4417887012636167e-16,1.5915797709497259e-19,1.6141073521146096e-20,4.3742472054569057e-18,1.1921710198401363e-19,6.675159254577833e-21,8.475987813114438e-23,1.4521073185368911e-24,1.2624851945439771e-27,2.097279563989918e-29,7.9858276351655706e-24,4.4196789364897939e-30,3.1808106668464619e-13,9.1429787020095108e-20,2.7575219862674286e-20,6.2211871665381661e-24,6.3982529958398457e-25,1.6983165632130546e-21,1.134671334350689e-27
4.093725360278365e-10,0.5774786729631335,1.7011603445653214e-13,1.1266335909354615e-17,6.9843109127775848e-18,5.9801488987121011e-26,1.4787493337598303e-20,0.0,0.0,2.5429206024654514e-10,7.7422590259739231e-17,154.0,0.0,0.99998220206608313,1.0,18.999997706575204,2.306509753304197e-06,1.1782193440847809e-09,5.18937795798116e-06,7.4066365077455482e-06,3.0520401632117596e-07,2.255113317341631e-06,5.7012799936621932e-12,3.8050488361733113e-08,2.9351786916216451e-07,6.2899250686605661e-14,1.9723217550035053e-09,1.8359300053879953e-10,4.2178202583526691e-11,4.2137645728478553e-11,2.3900099146906299e-14,3.2894766832519812e-13,1.6656755872697763e-14,1.4034771404370018e-10,4.8747887120882715e-24,4.6975729477046348e-24,4.6976037990288321e-24,9.1103395181207895e-13,1.7609247572716741e-16,6.6817525450747224e-16,1.6640345306992162e-19,1.7121590489881965e-20,4.8144579237458589e-18,1.3604159859574651e-19,7.8915306751908248e-21,1.0037190950662437e-22,1.7856214109066129e-24,1.5843526740383735e-27,2.4835929033841547e-29,9.4668168908617283e-24,5.4715700863269695e-30,3.4178826461137327e-13,9.7844634428349067e-20,3.0289320766942089e-20,6.6586864101095017e-24,6.960302181209578e-25,1.8849276403093909e-21,1.2463518190503966e-27
4.23990623815635e-10,0.5774786725761845,1.7688683068233815e-13,1.2200380591283814e-17,7.5403085508400188e-18,6.8896546098631556e-26,1.6500778837789278e-20,0.0,0.0,2.7221175545578137e-10,8.7909756679588506e-17,154.0,0.0,0.99998156647950653,1.0,18.999997589291578,2.3888622073085689e-06,1.1782186625550562e-09,5.3392953012309271e-06,7.6710986483634528e-06,3.161232274241652e-07,2.3710121927497919e-06,5.9048505904740384e-12,3.9417003466107222e-08,3.040190052636662e-07,6.6131885270698642e-14,2.115687045480035e-09,1.9436150014459779e-10,4.6361343362959701e-11,4.6316756958545672e-11,2.6272110505846658e-14,3.525699983569198e-13,1.8314293872407712e-14,1.5057276402393723e-10,6.1119285475790697e-24,5.8898177571140251e-24,5.8898578843555056e-24,1.015751142523187e-12,1.9434048403558602e-16,6.9217157553161354e-16,1.7374395561601436e-19,1.8123356597913057e-20,5.2801884237034163e-18,1.5448110718751789e-19,9.2715615054639503e-21,1.1812053522328971e-22,2.1792182444705193e-24,1.9723079288030407e-27,2.9227770988545524e-29,1.1152688591507801e-23,6.723501186857447e-30,3.663230010182028e-13,1.0446296038556727e-19,3.3150661163185736e-20,7.1100904770528902e-24,7.5517129898267428e-25,2.084335223607513e-21,1.364090953099173e-27
4.3860871160343346e-10,0.5774786721866988,1.8370530776582049e-13,1.3175800117333062e-17,8.1220696777192682e-18,7.9001714893155445e-26,1.8348306408688989e-20,0.0,0.0,2.9072182658312264e-10,9.9406928558768513e-17,154.0,0.0,0.99998093088948825,1.0,18.999997471238281,2.4712139995386797e-06,1.1782179810207384e-09,5.4884425599328126e-06,7.9355600936488246e-06,3.2704243013343709e-07,2.4876801463638139e-06,6.1084206495903121e-12,4.0783514961160532e-08,3.1452013450235411e-07,6.938597090502176e-14,2.2640814659805768e-09,2.05313804826407e-10,5.0784917999894127e-11,5.073607001620979e-11,2.8780554430178555e-14,3.7698768929039727e-13,2.0067429209669389e-14,1.6115917463885228e-10,7.6012709555002718e-24,7.3251355811185493e-24,7.325187289233628e-24,1.1281868872218774e-12,2.1372242999726278e-16,7.1616783317524369e-16,1.811795357570556e-19,1.9146412447294215e-20,5.7719220462739137e-18,1.7462205991025396e-19,1.0829897161910876e-20,1.3820307808048312e-22,2.6409392247952106e-24,2.4368688476931247e-27,3.4197151348838883e-29,1.3062744161166967e-23,8.2047425510486605e-30,3.9168281245829317e-13,1.1128482281842675e-19,3.616079863448525e-20,7.5754028880333652e-24,8.1731483635616169e-25,2.2969332943702398e-21,1.4879528283772327e-27
4.5322679939123194e-10,0.5774786717949031,1.9057143183172528e-13,1.4192869495160905e-17,8.7301757077097407e-18,9.0191112376938326e-26,2.0336225182305823e-20,0.0,0.0,3.0982148300858224e-10,1.1197506559743281e-16,154.0,0.0,0.99998029529602739,1.0,18.999997352484201,2.5535651299991432e-06,1.178217299482526e-09,5.636888631792568e-06,8.2000208433712348e-06,3.3796162445141033e-07,2.6050482830017698e-06,6.3119901708319707e-12,4.2150022845828087e-08,3.2502125688062774e-07,7.2659585972247408e-14,2.4175049970165675e-09,2.1644380953626654e-10,5.5452927297249023e-11,5.5399581834446943e-11,3.1427703187799561e-14,4.0219843825840174e-13,2.1917759559365001e-14,1.7210714027702239e-10,9.3824126162260237e-24,9.0416951317480824e-24,9.0417611860790969e-24,1.2486062882966635e-12,2.3426250728334811e-16,7.4016402741966718e-16,1.8871024455462682e-19,2.0190842104688245e-20,6.2901419272159586e-18,1.9655210070024282e-19,1.2581859455545589e-20,1.6082675014725728e-22,3.179551153779973e-24,2.9897733298071202e-27,3.9795347252708594e-29,1.5217301441744806e-23,9.9476821215236994e-30,4.1786524281622567e-13,1.1831037822574182e-19,3.9321219639955927e-20,8.0546339344120488e-24,8.8252748961643204e-25,2.5231157284425076e-21,1.6179986101332471e-27
4.678448871790305e-10,0.5774786714010048,1.9748516888199886e-13,1.5251851366104108e-17,9.3652229617502559e-18,1.0254177109733815e-25,2.2470823324753706e-20,0.0,0.0,3.2951000471901642e-10,1.2567683002721324e-16,154.0,0.0,0.99997965969912372,1.0,18.999997233092071,2.635915598694573e-06,1.1782166179405601e-09,5.784696245771158e-06,8.4644808972992318e-06,3.4888081038049637e-07,2.7230538759696586e-06,6.5155591540199977e-12,4.3516527118959375e-08,3.3552237240087576e-07,7.5950980905878343e-14,2.5759576190950107e-09,2.277457282619041e-10,6.0369240479272164e-11,6.0311157894953548e-11,3.4215754289601509e-14,4.2819994905992908e-13,2.3866829961718293e-14,1.8341685541222729e-10,1.1499410460816201e-23,1.1081965564531102e-23,1.1082049261663114e-23,1.377273290898814e-12,2.5598420619014341e-16,7.6416015824468277e-16,1.9633613309240713e-19,2.1256769099765619e-20,6.8353321374385716e-18,2.2036008442951137e-19,1.4543448793035287e-20,1.8620875123392182e-22,3.8045815573002775e-24,3.6440713954527325e-27,4.6076107500325182e-29,1.7637709088612539e-23,1.1988048155317048e-29,4.448678432861849e-13,1.2553987391440913e-19,4.2633347023386706e-20,8.5478001445741008e-24,9.5087628470531281e-25,2.763276484303514e-21,1.7542868459521242e-27
4.824629749668289e-10,0.5774786710051923,2.0444648480079331e-13,1.6352997103748539e-17,1.0027822598868431e-17,1.1613367071574291e-25,2.475853154792161e-20,0.0,0.0,3.4978673598305253e-10,1.4057658812324977e-16,154.0,0.0,0.99997902409877648,1.0,18.999997113119012,2.7182654056295823e-06,1.178215936393976e-09,5.931922514657927e-06,8.72894025520061e-06,3.5979998792310025e-07,2.8416398145113019e-06,6.719127598975364e-12,4.4883027779211268e-08,3.4602348106547697e-07,7.9258562778577291e-14,2.7394393127184631e-09,2.3921407045200248e-10,6.5537601992412517e-11,6.5474539022427371e-11,3.7146834354996123e-14,4.5498993214090252e-13,2.591613554820793e-14,1.9508851455709614e-10,1.4001093889951453e-23,1.3493017668002773e-23,1.3493122914445596e-23,1.5144507368569286e-12,2.7891033501663049e-16,7.8815622562669641e-16,2.0405725246361772e-19,2.2344352789289171e-20,7.4079787151471901e-18,2.4613608028446491e-19,1.6731346362691578e-20,2.1457636707212927e-22,4.5263543329316643e-24,4.4142207424469296e-27,5.3095676850833669e-29,2.0346360987834058e-23,1.4365141533187406e-29,4.726881723502057e-13,1.3297364092568904e-19,4.6098546847143206e-20,9.0549237977003777e-24,1.0224286157250936e-24,3.0178097764105827e-21,1.8968737469585814e-27
4.970810627546274e-10,0.5774786706076374,2.1145534535921804e-13,1.7496547814153791e-17,1.0718600550754195e-17,1.3104976968549554e-25,2.7205926605403465e-20,0.0,0.0,3.7065107959215349e-10,1.5674041172599767e-16,154.0,0.0,0.99997838849498533,1.0,18.999996992617,2.8006145508087843e-06,1.1782152548433086e-09,6.0786194381848549e-06,8.9933989168421287e-06,3.7071915708161881e-07,2.9607541007150449e-06,6.9226955055187477e-12,4.6249524825407747e-08,3.5652458287679887e-07,8.2580881269941158e-14,2.9079500583850299e-09,2.5084361944172963e-10,7.0961637806905835e-11,7.0893347680045913e-11,4.0223002693592799e-14,4.825661045749312e-13,2.8067124067152227e-14,2.071223122243383e-10,1.694138558255757e-23,1.632683335709802e-23,1.6326964756330589e-23,1.6604004188398062e-12,3.0306304078581702e-16,8.1215222954506252e-16,2.1187365376208994e-19,2.345378505733238e-20,8.0085705985332958e-18,2.7397137898117314e-19,1.9162916342380808e-20,2.4616706765771788e-22,5.3560257194391155e-24,5.3161857748634879e-27,6.0912820359327326e-29,2.3366710736892617e-23,1.7122077985014668e-29,5.0132379575648298e-13,1.4061208759788357e-19,4.971813460468196e-20,9.5760324812690275e-24,1.0972522467312158e-24,3.2871102349899308e-21,2.0458134434516267e-27
