Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297)
5.116991505424259e-10,0.5774786702084956,2.1851171621985507e-13,1.868273524601108e-17,1.1438197459439761e-17,1.4737603701802497e-25,2.9819734773406599e-20,0.0,0.0,3.921024916201632e-10,1.7423607975175724e-16,154.0,0.0,0.99997775288774982,1.0,18.9999968716334,2.8829630342367941e-06,1.1782145732890545e-09,6.2248343608455407e-06,9.2578568819897373e-06,3.8163831785844153e-07,3.0803493917138786e-06,7.1262628734707159e-12,4.7616018256450832e-08,3.6702567783719923e-07,8.5916615897592859e-14,3.0814898365883502e-09,2.6262941271242631e-10,7.6644861258832001e-11,7.6571093805862143e-11,4.3446254625633157e-14,5.1092619004412377e-13,3.0321198224923009e-14,2.1951844289463525e-10,2.0379630705578752e-23,1.9640623289607342e-23,1.9640786238036153e-23,1.815383134232446e-12,3.2846382932963854e-16,8.361481699805051e-16,2.197853880735156e-19,2.458528732217685e-20,8.637600467646255e-18,3.0395850343167491e-19,2.1856208164313617e-20,2.8122860618772399e-22,6.3056205899752537e-24,6.3675401243696124e-27,6.958884786077671e-29,2.6723286228766764e-23,2.0306040508100679e-29,5.3077228649774738e-13,1.484556937119575e-19,5.3493380864575971e-20,1.0111158688641289e-23,1.175415313708719e-24,3.5715730534207201e-21,2.2011582171466652e-27
5.263172383302244e-10,0.5774786698079097,2.256155629410549e-13,1.9911782618912011e-17,1.2187268618061079e-17,1.6520148412092591e-25,3.2606835317360593e-20,0.0,0.0,4.1414047665425729e-10,1.9313307967530207e-16,154.0,0.0,0.99997711727706984,1.0,18.999996750211302,2.9653108559182234e-06,1.1782138917302447e-09,6.3706103885311545e-06,9.5223141504089214e-06,3.9255747025595175e-07,3.2003825830668414e-06,7.329829702651785e-12,4.89825080710592e-08,3.7752676594902613e-07,8.926456439689839e-14,3.2600586278175935e-09,2.7456672382133458e-10,8.2590678471967621e-11,8.2511180229402766e-11,4.681852456353783e-14,5.4006791881995861e-13,3.2679717858570656e-14,2.32277100990311e-10,2.4380934330124679e-23,2.3497152418844656e-23,2.3497353211241883e-23,1.9796587382564984e-12,3.5513358475787414e-16,8.6014404691051232e-16,2.2779250646761167e-19,2.5739107820775329e-20,9.2955655039765869e-18,3.3619122248189255e-19,2.4829958870217709e-20,3.2001911900735602e-22,7.3880690713814701e-24,7.587572682879882e-27,7.9187638703820332e-29,3.0441704377843951e-23,2.3968542253175875e-29,5.6103122478970486e-13,1.5650500516717542e-19,5.7425516398258832e-20,1.0660339453079309e-23,1.2569863267164684e-24,3.8715941243437055e-21,2.3629587121735148e-27
5.409353261180229e-10,0.5774786694060093,2.3276685098102932e-13,2.1183905377504594e-17,1.2966483914656822e-17,1.84618196693149e-25,3.5574263944963461e-20,0.0,0.0,4.3676458345253977e-10,2.1350260896918004e-16,154.0,0.0,0.99997648166294495,1.0,18.999996628389958,3.047658015857686e-06,1.1782132101671193e-09,6.5159867678939382e-06,9.7867707218645801e-06,4.0347661427652461e-07,3.3208144294113215e-06,7.5333959928822283e-12,5.0348994267974604e-08,3.8802784721461749e-07,9.262363214024083e-14,3.4436564125574477e-09,2.8665104584523201e-10,8.8802393396900036e-11,8.8716907705899375e-11,5.034168887586935e-14,5.6998902774420997e-13,3.5144001954898053e-14,2.4539848085397093e-10,2.9016506848233055e-23,2.7965073285057693e-23,2.7965319230058456e-23,2.1534861959353897e-12,3.8309258833190437e-16,8.841398603129947e-16,2.3589505999324987e-19,2.6915519143737485e-20,9.98296807583957e-18,3.7076456736300551e-19,2.8103595587243648e-20,3.6280722694770361e-22,8.6172434928454492e-24,8.9973971632317359e-27,8.9775666828656573e-29,3.4548686023084476e-23,2.8165700148196249e-29,5.9209819804954057e-13,1.6476062913646298e-19,6.1515736841101805e-20,1.1223616014721063e-23,1.3420341721842309e-24,4.187570165570269e-21,2.5312641268718714e-27
5.555534139058213e-10,0.5774786690029123,2.3996554570175627e-13,2.2499311878336514e-17,1.3776527778933574e-17,2.0572136666433212e-25,3.8729216246381936e-20,0.0,0.0,4.5997440098914048e-10,2.3541757648865126e-16,154.0,0.0,0.99997584604537482,1.0,18.9999965062051,3.1300045140597952e-06,1.1782125286005236e-09,6.6609992318578171e-06,1.0051226596120967e-05,4.1439574992252819e-07,3.4416091989668448e-06,7.7369617439821798e-12,5.1715476846080806e-08,3.9852892163630122e-07,9.5992822500474613e-14,3.632283171288118e-09,2.9887807620138845e-10,9.5283212500215709e-11,9.5191479600933019e-11,5.4017568552365091e-14,6.0068726020992601e-13,3.7715330529152967e-14,2.5888277673141325e-10,3.4364017196452809e-23,3.3119266859628563e-23,3.3119566405879902e-23,2.3371236325998214e-12,4.1236053676261184e-16,9.0813561016835949e-16,2.4409309967436958e-19,2.8114815997013228e-20,1.0700316356598563e-17,4.0777485054565075e-19,3.1697238149838942e-20,4.0987213837684678e-22,1.0007995668967143e-23,1.0620065209085448e-26,1.0142202626889651e-28,3.9072071038799621e-23,3.295851953809571e-29,6.2397080087448619e-13,1.732232296574473e-19,6.5765206930181639e-20,1.1801033517514189e-23,1.4306281153494251e-24,4.5198988367326131e-21,2.7061223881682803e-27
5.701715016936198e-10,0.5774786685987257,2.4721161237270843e-13,2.3858204015303066e-17,1.4618099131901916e-17,2.2860932416721618e-25,4.2079051122295465e-20,0.0,0.0,4.8376955485275281e-10,2.5895260379473489e-16,154.0,0.0,0.99997521042435955,1.0,18.999996383689261,3.2123503505291635e-06,1.1782118470295259e-09,6.8056803142518274e-06,1.0315681772942011e-05,4.2531487719632376e-07,3.5627343589147428e-06,7.9405269557716553e-12,5.3081955804168488e-08,4.0902998921639671e-07,9.9371228075567173e-14,3.8259388844853138e-09,3.1124370272693747e-10,1.0203624913236587e-10,1.0193800625406762e-10,5.7847931686301403e-14,6.3216036614246722e-13,4.0394946374818031e-14,2.7273018275822152e-10,4.0507953702721702e-23,3.9041190765993028e-23,3.9041553639560369e-23,2.5308283827237573e-12,4.4295655995033182e-16,9.3213129645535488e-16,2.523866765056081e-19,2.9337313169298747e-20,1.1448124881819847e-17,4.473196867290681e-19,3.5631701888251344e-20,4.6150375423484874e-22,1.1576194523827201e-23,1.2480683079260626e-26,1.1419845714431942e-28,4.4040833678861591e-23,3.8413190125158472e-29,6.5664663502045292e-13,1.8189352362080069e-19,7.0175064356441357e-20,1.2392640733467975e-23,1.5228378028216873e-24,4.8689788474941052e-21,2.8875803100860558e-27
5.847895894814183e-10,0.5774786681935475,2.5450501617441836e-13,2.5260777789035614e-17,1.5491911338277462e-17,2.5338356953339009e-25,4.5631294200443758e-20,0.0,0.0,5.0814970396789643e-10,2.8418402641088057e-16,154.0,0.0,0.9999745747998986,1.0,18.999996260872056,3.2946955252704053e-06,1.1782111654539639e-09,6.9500596362496971e-06,1.0580136252091336e-05,4.3623399610026559e-07,3.6841602889705055e-06,8.1440916280704488e-12,5.4448431140951663e-08,4.1953104995721345e-07,1.0275802269959002e-13,4.0246235326202517e-09,3.2374399090940185e-10,1.0906452760004617e-10,1.0895950904728411e-10,6.1834495788879881e-14,6.6440610198059387e-13,4.3184056694867624e-14,2.8694089294953217e-10,4.7539992379649113e-23,4.5819234707586729e-23,4.581967206123659e-23,2.7348570369474929e-12,4.7489923818391373e-16,9.5612691915140377e-16,2.6077584144971428e-19,3.0583343686964733e-20,1.2226915050830611e-17,4.8949801572538188e-19,3.9928500601237498e-20,5.1800277528781887e-22,1.3338764063642008e-23,1.460653193451398e-26,1.2817937220274145e-28,4.9485098177080871e-23,4.4601393498771658e-29,6.9012330938072461e-13,1.9077227712122452e-19,7.4746423265214972e-20,1.2998489811812888e-23,1.6187332652643816e-24,5.2352100580579719e-21,3.0756837377859665e-27
5.994076772692168e-10,0.5774786677874667,2.6184572220188941e-13,2.670722382521465e-17,1.6398692161537787e-17,2.8014880530358789e-25,4.9393641241314141e-20,0.0,0.0,5.331145376102142e-10,3.1118989501035637e-16,154.0,0.0,0.99997393917199184,1.0,18.99999613778046,3.377040038288132e-06,1.1782104838749628e-09,7.0941641671219024e-06,1.0844590033332134e-05,4.4715310663669992e-07,3.8058600206425737e-06,8.3476557606982802e-12,5.5814902855259406e-08,4.3003210386105134e-07,1.0615245417015078e-13,4.2283370961596393e-09,3.3637517216813285e-10,1.1637098696726734e-10,1.1625892420236849e-10,6.5978929949381147e-14,6.9742223065761362e-13,4.6083834624195514e-14,3.0151510119251485e-10,5.5559372487711599e-23,5.3549082933489847e-23,5.354960750848001e-23,2.9494654871879968e-12,5.0820661881567952e-16,9.8012247823595909e-16,2.6926064543623836e-19,3.1853257139437645e-20,1.3037215577780597e-17,5.3441012701639857e-19,4.4609849728463678e-20,5.7968081181233995e-22,1.5313721706159057e-23,1.7027191755848947e-26,1.434418839632908e-28,5.543615462438373e-23,5.1600622543849466e-29,7.2439843996471765e-13,1.9986030213867891e-19,7.9480377436817363e-20,1.3618636050866207e-23,1.7183849201830043e-24,5.6189935726635435e-21,3.2704776784421412e-27
6.140257650570152e-10,0.5774786673805645,2.6923369546786422e-13,2.8197727846440602e-17,1.7339183721524704e-17,3.0901296824465399e-25,5.3373961533582322e-20,0.0,0.0,5.5866377268913724e-10,3.4004997653259111e-16,154.0,0.0,0.99997330354063951,1.0,18.999996014439024,3.459383889586958e-06,1.1782098022917992e-09,7.238018461630162e-06,1.1109043116427312e-05,4.5807220880796672e-07,3.9278089998477216e-06,8.5512193534746869e-12,5.7181370945925989e-08,4.4053315093020198e-07,1.0955383762728505e-13,4.4370795555656839e-09,3.4913363309344234e-10,1.2395848460763595e-10,1.2383910632975115e-10,7.0282856853887109e-14,7.3120652158257932e-13,4.9095420652250137e-14,3.1645300124116311e-10,6.4673279192464853e-23,6.2334083572995719e-23,6.2334709874016311e-23,3.1749089697696151e-12,5.4289623242874278e-16,1.0041179736885298e-15,2.7784113935971997e-19,3.3147418158638124e-20,1.3879562896939815e-17,5.8215768577740889e-19,4.969866973604437e-20,6.4686049589812708e-22,1.75202169754969e-23,1.9774668924691186e-26,1.6006583250758706e-28,6.1926475141361193e-23,5.9494513017911745e-29,7.5946964987680279e-13,2.0915845351974021e-19,8.4378003176642224e-20,1.4253137690543727e-23,1.8218635748107081e-24,6.0207318267102936e-21,3.4720064201647026e-27
6.286438528448137e-10,0.5774786669729144,2.766689009059588e-13,2.9732471101876139e-17,1.8314142454478182e-17,3.4008726136622615e-25,5.7580301279895727e-20,0.0,0.0,5.8479715127365622e-10,3.7084575522772977e-16,154.0,0.0,0.99997266790584116,1.0,18.9999958908701,3.5417270791714958e-06,1.1782091207038447e-09,7.3816448761834219e-06,1.1373495501139642e-05,4.6899130261639919e-07,4.0499848707640819e-06,8.7547824062189524e-12,5.8547835411682801e-08,4.5103419116694828e-07,1.1296154952470904e-13,4.6508508912960724e-09,3.6201590555859162e-10,1.3182979952837324e-10,1.3170283174930575e-10,7.4747854674244583e-14,7.6575675062154495e-13,5.221992395411591e-14,3.3175478671303401e-10,7.4997233142490914e-23,7.2285624672832126e-23,7.2286369156753149e-23,3.4114421065394664e-12,5.7898510851260834e-16,1.0281134054868412e-15,2.865173740785138e-19,3.4466205038260959e-20,1.4754501526521831e-17,6.3284376018274853e-19,5.5218589726391867e-20,7.1987559653059535e-22,1.9978570571772273e-23,2.2883527497176329e-26,1.7813381395884023e-28,6.8989730362457982e-23,6.8373187588590918e-29,7.9533456929518969e-13,2.1866762623169494e-19,8.9440361941517977e-20,1.4902055723600672e-23,1.9292404290820521e-24,6.4408286680916281e-21,3.6803136400698936e-27
6.432619406326122e-10,0.5774786665645835,2.8415130337367142e-13,3.1311630758442909e-17,1.9324339075385264e-17,3.734861859310716e-25,6.2020886973559985e-20,0.0,0.0,6.1151443833942977e-10,4.0366043362978372e-16,154.0,0.0,0.99997203226759701,1.0,18.999995767094056,3.6240696070463582e-06,1.1782084391123747e-09,7.5250637656575618e-06,1.1637947187231642e-05,4.7991038806432224e-07,4.1723672790196059e-06,8.9583449187504138e-12,5.9914296251306064e-08,4.6153522457356288e-07,1.1637502214037183e-13,4.8696510838039843e-09,3.7501865762843476e-10,1.3998763548454778e-10,1.3985280160156513e-10,7.937545883777472e-14,8.010707000788725e-13,5.5458423637455776e-14,3.4742065108763247e-10,8.6655486799129371e-23,8.352351677492044e-23,8.3524398054012406e-23,3.6593189439601384e-12,6.1648979066229559e-16,1.0521087736094257e-15,2.9528940041490268e-19,3.5810008480286174e-20,1.5662584394868228e-17,6.8657284982852359e-19,6.1193951281328835e-20,7.9907113758925637e-22,2.2710313825484038e-23,2.6391024207185649e-26,1.9773120968251003e-28,7.6660806245805787e-23,7.833361262594167e-29,8.3199083545087375e-13,2.2838875286476882e-19,9.4668502726306836e-20,1.556545372392657e-23,2.0405870786872703e-24,6.879689433260539e-21,3.8954425024846126e-27
6.578800284204107e-10,0.5774786661556333,2.9168086765527384e-13,3.2935380256987197e-17,2.0370558542526716e-17,4.0932757345374833e-25,6.670412876666121e-20,0.0,0.0,6.3881541971757008e-10,4.3857893345974007e-16,154.0,0.0,0.99997139662590673,1.0,18.999995643129402,3.7064114732161584e-06,1.1782077575170441e-09,7.6682936625961393e-06,1.1902398174465598e-05,4.9082946515405462e-07,4.2949376924987898e-06,9.1619068908881979e-12,6.1280753463634662e-08,4.7203625115231097e-07,1.1979373857841287e-13,5.093480113538076e-09,3.8813868519588164e-10,1.4843462390024505e-10,1.4829164476606151e-10,8.4167163687233276e-14,8.3714615867859493e-13,5.8811969912025957e-14,3.6345078770617194e-10,9.9781427353032127e-23,9.6176381876386032e-23,9.6177420936692458e-23,3.9187929901950282e-12,6.5542635131563988e-16,1.0761040780358694e-15,3.0415726915500033e-19,3.7179230456583816e-20,1.660437313244492e-17,7.4345091512541402e-19,6.7649812545550448e-20,8.8480351887608843e-22,2.573822854711601e-23,3.0337247235021094e-26,2.1894621623677573e-28,8.4975821220784582e-23,8.9479968046185932e-29,8.6943609260664812e-13,2.3832280136027286e-19,1.0006346423237438e-19,1.6243397690390654e-23,2.1559755181995766e-24,7.3377210184981744e-21,4.1174357481752329e-27
6.724981162082091e-10,0.5774786657461192,2.992575584645921e-13,3.4603889636533965e-17,2.1453600024105914e-17,4.4773261768289092e-25,7.1638623830127932e-20,0.0,0.0,6.666999002271515e-10,4.7568789646068131e-16,154.0,0.0,0.99997076098077042,1.0,18.999995518993032,3.7887526776855091e-06,1.1782070759167636e-09,7.8113514403606746e-06,1.2166848462603717e-05,5.017485338879084e-07,4.4176792381991683e-06,9.3654683224510974e-12,6.2647207047435858e-08,4.8253727090544934e-07,1.2321722821878331e-13,5.3223379609424801e-09,4.0137290428326051e-10,1.5717332661198961e-10,1.5702192060209137e-10,8.9124424039731114e-14,8.7398092154583342e-13,6.2281585187908964e-14,3.7984538977247769e-10,1.1451798606555418e-22,1.1038204861638468e-22,1.1038326905193566e-22,4.1901172502181838e-12,6.9581040604295605e-16,1.1000993187445225e-15,3.1312103104858055e-19,3.8574283175142354e-20,1.7580438332793064e-17,8.0358540752847453e-19,7.4611952556024562e-20,9.774406402703861e-22,2.9086387282771195e-23,3.476525878055265e-26,2.4186987609670367e-28,9.3972143683832827e-23,1.0192403050512026e-28,9.0766799203617513e-13,2.4847077294436388e-19,1.0562627683765971e-19,1.6935955904807514e-23,2.2754781442685448e-24,7.8153319468151556e-21,4.3463357754126992e-27
6.871162039960076e-10,0.577478665336092,3.0688134044768282e-13,3.6317325829490199e-17,2.2574276866847437e-17,4.8882590656296494e-25,7.6833159706210167e-20,0.0,0.0,6.9516770197497279e-10,5.1507568516736351e-16,154.0,0.0,0.9999701253321881,1.0,18.999995394700303,3.8710932204590237e-06,1.1782063943127711e-09,7.95425246166937e-06,1.243129805140809e-05,5.1266759426818752e-07,4.540576553698771e-06,9.5690292132580549e-12,6.401365700145726e-08,4.9303828383522493e-07,1.2664506257439067e-13,5.5562246064568055e-09,4.1471834395083044e-10,1.662062384485094e-10,1.6604612152598144e-10,9.4248656652626348e-14,9.1157279018826663e-13,6.5868265108119223e-14,3.9660465035483271e-10,1.3101805387534467e-22,1.2628795353655689e-22,1.2628938180012418e-22,4.4735442589929218e-12,7.3765712740283133e-16,1.1240944957134246e-15,3.2218073680980541e-19,3.9995588141747505e-20,1.8591359785309874e-17,8.6708530048301907e-19,8.2106875821618766e-20,1.0773620290911846e-21,3.2780193986923003e-23,3.972124148143979e-26,2.6659610917218462e-28,1.0368840985165682e-22,1.1578557024061959e-28,9.4668419200312133e-13,2.5883370024880053e-19,1.1135796438642327e-19,1.7643198802745137e-23,2.3991677588737092e-24,8.3129324308795719e-21,4.5821847136176388e-27
7.017342917838061e-10,0.5774786649255981,3.145521781854118e-13,3.8075852930410289e-17,2.3733416566455975e-17,5.3273545417185475e-25,8.2296717653827771e-20,0.0,0.0,7.2421866280753303e-10,5.5683238361295986e-16,154.0,0.0,0.99996948968015975,1.0,18.999995270265195,3.9534331015413132e-06,1.1782057127052447e-09,8.0970107138381018e-06,1.2695746940640649e-05,5.2358664629718977e-07,4.663615651920756e-06,9.772589563127884e-12,6.5380103324515207e-08,5.0353928994387722e-07,1.3007685151912493e-13,5.795140030516137e-09,4.281721397596651e-10,1.7553578965974598e-10,1.7536667543774637e-10,9.9541241603721065e-14,9.4991957247765511e-13,6.957297952075956e-14,4.1372876238858699e-10,1.4944490311296244e-22,1.4405154826427858e-22,1.4405321393538285e-22,4.7693261127732208e-12,7.809812583773915e-16,1.1480896089217624e-15,3.313364371180879e-19,4.1443575307775982e-20,1.963772668247906e-17,9.3406112097739025e-19,9.0161817156016909e-20,1.1849589707337477e-21,3.6846425123612958e-23,4.5254648718832669e-26,2.9322174513609493e-28,1.1416454197968818e-22,1.3119276186490053e-28,9.8648235774035692e-13,2.6941264560169918e-19,1.1725954581515649e-19,1.8365198856042076e-23,2.5271175726324487e-24,8.8309344323310068e-21,4.8250244902637547e-27
7.30970467359403e-10,0.5774786641033735,3.3003487893690897e-13,4.1728823437027187e-17,2.6170465103101536e-17,6.2953270393688427e-25,9.4067813392566322e-20,0.0,0.0,7.8406948379368885e-10,6.4782145698102998e-16,154.0,0.0,0.9999682183657651,1.0,18.999995021017625,4.1181108786506732e-06,1.1782043494769206e-09,8.382148683462864e-06,1.3224642619437736e-05,5.4542472531052028e-07,4.9100694245239439e-06,1.0179708639329813e-11,6.811298507284316e-08,5.245412817067293e-07,1.3695090494025043e-13,6.2880571359874734e-09,4.5539383997688967e-10,1.9509422160508851e-10,1.9490624452341226e-10,1.1063681298686797e-13,1.0288691411944026e-12,7.7340267560445041e-14,4.4907231190920382e-10,1.927865287400359e-22,1.8583418679101228e-22,1.8583642997320475e-22,5.3989607189567233e-12,8.7211864999777059e-16,1.1960796439707511e-15,3.4993602392414281e-19,4.442135387724385e-20,2.1839201627324845e-17,1.0788906140733205e-18,1.080643762395551e-19,1.4248042600857974e-21,4.621037994243205e-23,5.8268843433951205e-26,3.5257329507920821e-28,1.3756263620374079e-22,1.6720142207915653e-28,1.0684152821789494e-12,2.9122297941131632e-19,1.2957644991087621e-19,1.9853769890039781e-23,2.7960927035752388e-24,9.9297999045558008e-21,5.3318436043245195e-27
7.572830253774404e-10,0.5774786633621584,3.4412988372064016e-13,4.5172304074532194e-17,2.8503941939080613e-17,7.2763734653941421e-25,1.0567603918147534e-19,0.0,0.0,8.3992827515257293e-10,7.3875228550153578e-16,154.0,0.0,0.99996707417102459,1.0,18.99999479632417,4.2663186151113861e-06,1.1782031225567447e-09,8.6384008638174999e-06,1.3700646335429838e-05,5.6507896788405913e-07,5.1322464400243671e-06,1.0546113956085014e-11,7.0572566216245175e-08,5.4344305098735216e-07,1.4314783453484537e-13,6.7488807571675272e-09,4.8023718935755175e-10,2.1373445327744785e-10,2.135284978079935e-10,1.2121173061223661e-13,1.1024836959321041e-12,8.4743737435233951e-14,4.8213123137360854e-10,2.4024933726589431e-22,2.315911963802531e-22,2.3159409799141375e-22,6.0104064891637175e-12,9.5933460150591901e-16,1.239270457239542e-15,3.6700446113359874e-19,4.7197068062532938e-20,2.3947861858402539e-17,1.2222665868525673e-18,1.2638029911337974e-19,1.671086339180747e-21,5.6209832902094594e-23,7.2525037596631153e-26,4.1351780998873165e-28,1.6164715946647107e-22,2.0636862852705592e-28,1.1448059566824276e-12,3.116022749004874e-19,1.4125287148427039e-19,2.1244718449390794e-23,3.0534831377224718e-24,1.099272254432266e-20,5.8123079859892341e-27
