Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341)
2.723792618910969e-07,0.7190835390676117,6.232154024630978e-06,9.5647099573691676e-07,8.2367392926316571e-05,3.2673207957152982e-08,0.00018033892174454505,0.0,0.0,0.002654556519376777,0.0042222716186945831,154.0,0.0,0.49537353751186025,1.0,18.986248753626381,0.021296031989903694,4.0042105793178823e-07,0.01752976444150495,0.058570572299839918,0.10289782019261078,0.0016558970554985512,1.2830880005227125e-08,8.2836327556168784e-05,0.18432309674210934,1.8246528418536146e-11,0.042523755281581664,2.1710480127508003e-05,0.053064556942182324,0.037551484190693048,7.8844600038920091e-06,1.8283321776433746e-05,4.7966346518344566e-06,0.017535089764750673,0.00016269262742922403,0.0028896077218367022,0.0046705617476638268,0.0047756435253817819,8.7190977477544305e-07,6.3274152474697993e-13,1.3848247867858313e-11,3.1910380525188441e-10,5.7878526799210425e-06,0.00022368809052110165,1.3284560268329513e-05,3.448063085910858e-05,4.6061569915119785e-06,1.091740455571578e-05,1.9476840768816182e-11,2.2731244685509663e-05,5.4667462974048134e-05,9.959101458452375e-06,4.3137197945031936e-07,4.0742538130085826e-08,2.3590897945988401e-10,9.1505283345444753e-10,2.6050421598863922e-06,6.3330704545157206e-16,3.6351556148760623e-16,1.5852406349437157e-06
2.742014146701131e-07,0.7190842742096635,6.2396153766699093e-06,9.6579276464540177e-07,8.3083911884986104e-05,3.3145678407491405e-08,0.000183420903412058,0.0,0.0,0.0026595958278278565,0.0042717109282268337,154.0,0.0,0.4933079484174544,1.0,18.986170864226526,0.021340015623027488,3.9905925136184031e-07,0.017414367280425964,0.058568984647909036,0.10332595550390734,0.0016449894479561419,1.2830466442870951e-08,8.2833658856662205e-05,0.18523328400533987,1.8126336239688414e-11,0.042817743998777663,2.156761277638941e-05,0.05337042427454454,0.037641458253146631,7.903310847881239e-06,1.8373863032080769e-05,4.8081029139931051e-06,0.01771259738492259,0.00016351135219337866,0.0029231896118333991,0.0047434857500784919,0.004804357081888571,8.8074408165812514e-07,6.3272113999596762e-13,1.3988332348728687e-11,3.2105832269351596e-10,5.8327651151544235e-06,0.00022703247542148479,1.3483239223723162e-05,3.499994934965719e-05,4.6757765852917142e-06,1.1175382627024907e-05,1.9770184709806394e-11,2.3282750965918179e-05,5.5881179425505231e-05,1.000067783331733e-05,4.4103510459530133e-07,4.1655159225469575e-08,2.4119356235928941e-10,9.3647015804002063e-10,2.6660423798246934e-06,6.4749294049195019e-16,3.7165820515123606e-16,1.6312643756169775e-06
2.7602356744912935e-07,0.7190850019309171,6.246854577578328e-06,9.7511433194161052e-07,8.3797556263378483e-05,3.3620084043533847e-08,0.00018652225179160458,0.0,0.0,0.0026645392445658555,0.0043211666658143546,154.0,0.0,0.49125391057338597,1.0,18.986093278015236,0.02138319478145051,3.977050279708537e-07,0.017299371070660031,0.058565410503827506,0.10375159062359744,0.0016341198440158547,1.2829618066329198e-08,8.2828183013709805e-05,0.18614037383525134,1.8006562702127571e-11,0.043110494547823536,2.1425240618327457e-05,0.053674275598097829,0.037729342915135113,7.9217230132000059e-06,1.8464095941060108e-05,4.8193042963822339e-06,0.017890022455545673,0.00016431328689300973,0.0029565900259978651,0.0048166383741851029,0.0048327770883140522,8.8957431983449574e-07,6.3267931303126553e-13,1.4128350487934097e-11,3.2299370721363169e-10,5.8774573289495462e-06,0.00023039166549339868,1.3682798156162626e-05,3.5521603759647259e-05,4.7457114717920994e-06,1.1436826160974707e-05,2.0064848126068012e-11,2.3842413037941095e-05,5.7108281501175434e-05,1.0042011430566549e-05,4.5081650913280126e-07,4.2578947876796838e-08,2.4654283016060901e-10,9.5816838393808988e-10,2.7278431965444355e-06,6.6185242540141991e-16,3.7990048866442336e-16,1.6781434597015231e-06
2.7784572022814557e-07,0.7190857223090147,6.253875020407926e-06,9.8443536476176194e-07,8.4508316156802654e-05,3.4096396376677097e-08,0.00018964273176406366,0.0,0.0,0.0026693888746273714,0.004370635768154215,154.0,0.0,0.48921134098714747,1.0,18.986015994153625,0.021425576575441915,3.9635832375108861e-07,0.017184787918293611,0.058559885470898167,0.10417473961502072,0.001623289385821812,1.2828342646795183e-08,8.2819950100957579e-05,0.18704438344823754,1.7887220659975787e-11,0.043402004063673567,2.1283378684249952e-05,0.053976118019788875,0.037815173010288278,7.9397038171105812e-06,1.855402221831033e-05,4.8302432544077866e-06,0.018067355802801725,0.0001650986043708423,0.0029898038048396702,0.0048900107678401909,0.0048609044597041203,8.9840003187878986e-07,6.3261642628655539e-13,1.4268295055288179e-11,3.2491001443174629e-10,5.9219288781306802e-06,0.0002337653931554842,1.3883221164297927e-05,3.6045552212500056e-05,4.8159560120935034e-06,1.1701735409645844e-05,2.0360807363038367e-11,2.4410256980824483e-05,5.834870832768213e-05,1.0083103616408395e-05,4.6071613568807453e-07,4.3513898573867021e-08,2.5195675148619931e-10,9.8014760543256764e-10,2.7904448849805717e-06,6.7638541452877647e-16,3.8824236286373286e-16,1.7258829554034547e-06
2.796678730071618e-07,0.7190864354212995,6.2606800379731286e-06,9.9375553690878756e-07,8.5216182602540881e-05,3.4574587276146916e-08,0.00019278210926583749,0.0,0.0,0.0026741467790550697,0.0044201152439866161,154.0,0.0,0.48718015739235332,1.0,18.985939011770729,0.021467168057977711,3.9501909271216967e-07,0.01707062939519945,0.058552444579542777,0.1045954164437997,0.0016124991650454839,1.2826647900326e-08,8.2809010045274453e-05,0.18794532993399035,1.7768321833446629e-11,0.043692269928715825,2.1142041342465779e-05,0.054275958854322869,0.03789898299392909,7.9572605045106888e-06,1.8643643566143506e-05,4.8409241912328772e-06,0.018244588456632529,0.00016586748042562551,0.0030228259678237094,0.0049635941905898104,0.0048887401653269474,9.0722077051994676e-07,6.325328611852918e-13,1.4408158979303131e-11,3.2680730360608757e-10,5.966179384325643e-06,0.00023715339263346528,1.4084492454115048e-05,3.6571753109180622e-05,4.8865046043890675e-06,1.1970110173576853e-05,2.0658038922972009e-11,2.4986308012478669e-05,5.9602398019744905e-05,1.012395574755393e-05,4.707339178124947e-07,4.4460004950230098e-08,2.5743528999837356e-10,1.0024078921529757e-09,2.8538476497163816e-06,6.9109180891309495e-16,3.9668377094602062e-16,1.7744878176406645e-06
2.81490025786178e-07,0.719087141344657,6.2672729041718427e-06,1.0030745287179601e-06,8.5921147540671364e-05,3.5054628965612384e-08,0.0001959401513314104,0.0,0.0,0.0026788149755969308,0.0044696021727573176,154.0,0.0,0.48516027824139896,1.0,18.98586232996627,0.021507976225218866,3.9368726923176766e-07,0.016956906555187244,0.058543122297380602,0.10501363497868713,0.001601750224407589,1.2824541338256073e-08,8.2795411212888769e-05,0.18884323025664848,1.7649878067853903e-11,0.043981289766139506,2.100124231868463e-05,0.054573805614939505,0.037980806936359537,7.9744002308327744e-06,1.8732961674357514e-05,4.8513514650391806e-06,0.018421711647407215,0.00016662009353024686,0.0030556517114660588,0.0050373800145797239,0.0049162852263504309,9.1603609847564624e-07,6.3242898710246942e-13,1.4547935349228019e-11,3.2868563743982125e-10,6.0102085317608306e-06,0.00024055539999359363,1.4286596340915759e-05,3.7100165133639768e-05,4.957351684729097e-06,1.2241949809301476e-05,2.0956519467922348e-11,2.5570590497762955e-05,6.0869287732035053e-05,1.0164569171297924e-05,4.8086978021077101e-07,4.5417259804166822e-08,2.6297840451868106e-10,1.0249492896177218e-09,2.9180516265330172e-06,7.0597149661000736e-16,4.0522464865568478e-16,1.8239628885312791e-06
2.8331217856519425e-07,0.7190878401556374,6.2736568352741066e-06,1.0123920269253874e-06,8.662320377638078e-05,3.5536494019721964e-08,0.00019911662613351428,0.0,0.0,0.0026833954394091621,0.0045190937032915457,154.0,0.0,0.48315162269819023,1.0,18.985785947810346,0.021548008016985087,3.923628112921399e-07,0.016843629949714497,0.058531952536151254,0.10542940899237464,0.001591043559169363,1.2822030443315277e-08,8.2779202058271686e-05,0.18973810125588672,1.7531899921280295e-11,0.044269061433451544,2.0860994715508401e-05,0.05486966600446791,0.038060678516842979,7.9911300788336232e-06,1.8821978220347171e-05,4.86152937893869e-06,0.018598716802615489,0.0001673566245612254,0.0030882764073337297,0.0051113597253338479,0.0049435407135856044,9.2484558828763186e-07,6.3230517423385526e-13,1.4687617407081255e-11,3.3054508197921688e-10,6.0540160651132603e-06,0.00024397115317401527,1.4489517251193386e-05,3.7630747257928912e-05,5.0284917277223281e-06,1.2517253236884393e-05,2.1256225822737042e-11,2.6163127956885444e-05,6.2149313709553252e-05,1.0204945225599076e-05,4.9112363896182479e-07,4.6385655120114336e-08,2.6858604915442778e-10,1.0477718197670864e-09,2.9830568839275767e-06,7.2102435302456246e-16,4.1386492447576074e-16,1.8743128979192288e-06
2.8513433134421047e-07,0.719088531930257,6.2798349911797658e-06,1.0217077245393662e-06,8.7322344943774474e-05,3.6020155360570313e-08,0.0002023113030209363,0.0,0.0,0.0026878901037620099,0.0045685870524797252,154.0,0.0,0.48115411063093899,1.0,18.985709864346621,0.021587270317224235,3.9104565080395009e-07,0.016730809643186014,0.058518968662058163,0.10584275216232795,0.001580380118573584,1.2819122471092008e-08,8.2760429257743216e-05,0.19062995964804927,1.7414398323751719e-11,0.044555583016146219,2.0721311031394976e-05,0.055163547906653267,0.038138631018285969,8.0074570367316277e-06,1.891069486921432e-05,4.87146219100698e-06,0.018775595543588364,0.00016807725653936195,0.0031206955999553941,0.0051855249224067469,0.0049705077452955127,9.3364882215839009e-07,6.3216177902412293e-13,1.4827198551184783e-11,3.3238570641536292e-10,6.0976017874188439e-06,0.00024740039201419589,1.4693239724370739e-05,3.8163458747000619e-05,5.0999192471928848e-06,1.2796018947435822e-05,2.1557134977647513e-11,2.676394307389173e-05,6.3442411336548936e-05,1.0245085239159426e-05,5.0149540173560071e-07,4.7365182088565149e-08,2.7425817341066404e-10,1.0708754814844007e-09,3.0488634246000886e-06,7.362502412207474e-16,4.2260451980554641e-16,1.925542463935052e-06
2.869564841232267e-07,0.7190892167441703,6.2858104766451548e-06,1.0310213207144803e-06,8.8018565471068811e-05,3.6505586254103376e-08,0.00020552395255413048,0.0,0.0,0.0026923008607468084,0.0046180795039763266,154.0,0.0,0.4791676626050303,1.0,18.985634078591353,0.021625769954477493,3.8973575065815898e-07,0.016618455227832625,0.058504203501982453,0.10625367807157418,0.0015697608072573282,1.2815824682362348e-08,8.2739139877128416e-05,0.19151882202720791,1.729738270276445e-11,0.044840852821516605,2.0582203179118428e-05,0.055455459377748074,0.038214697322547383,8.0233880210872484e-06,1.8999113273876724e-05,4.8811541013850707e-06,0.018952339682247504,0.00016878217438133947,0.0031529050046499494,0.0052598673199158183,0.0049971874850672868,9.4244539178925512e-07,6.3199916108727018e-13,1.4966672326579894e-11,3.3420758300586604e-10,6.1409655580356897e-06,0.00025084285828238579,1.4897748414447727e-05,3.8698259163201642e-05,5.1716287967973854e-06,1.307824501061804e-05,2.1859224090947333e-11,2.7373057705255274e-05,6.4748515184004314e-05,1.0284990531502986e-05,5.1198496800353385e-07,4.8355831126616254e-08,2.7999472231285248e-10,1.0942602511075053e-09,3.1154711869099141e-06,7.516490122406658e-16,4.3144334914385262e-16,1.9776560935901533e-06
2.887786369022429e-07,0.7190898946724046,6.2915863359582841e-06,1.0403325213564248e-06,8.8711860639756034e-05,3.6992760347628875e-08,0.00020875434669443232,0.0,0.0,0.0026966295570886242,0.0046675684148156666,154.0,0.0,0.47719219996004003,1.0,18.985558589534072,0.02166351369564112,3.8843304248650895e-07,0.016506575783333196,0.058487689289801303,0.10666220019811166,0.0015591864814325095,1.2812144078891102e-08,8.2715378940915305e-05,0.19240470485151331,1.7180863007070788e-11,0.045124869398641097,2.0443682435694879e-05,0.055745408657720055,0.038288909856884781,8.0389298394935929e-06,1.908723507370415e-05,4.8906092588746307e-06,0.019128941240550972,0.00016947156474715681,0.0031849005256325584,0.0053343787610067228,0.0050235811448715844,9.5123489934977576e-07,6.3181766424210961e-13,1.5106032448005586e-11,3.3601078721435856e-10,6.1841072971365522e-06,0.00025429829594420569,1.5103028105955281e-05,3.923510840793195e-05,5.2436149756117372e-06,1.3363929031775764e-05,2.216247051237044e-11,2.7990492788663314e-05,6.606755896401482e-05,1.0324662411944207e-05,5.2259222825637946e-07,4.9357591803376237e-08,2.8579563597084723e-10,1.1179260802602263e-09,3.1828800386886228e-06,7.67220503945318e-16,4.4038131942356852e-16,2.0306581699026539e-06
2.904185744033575e-07,0.7190904989821989,6.2966164114837095e-06,1.0487103144430016e-06,8.9333321674305797e-05,3.7432685901721653e-08,0.00021167668540669261,0.0,0.0,0.0027004567229418227,0.0047121032637596431,154.0,0.0,0.47542361150343865,1.0,18.985490902208305,0.021696842329575625,3.87266718084987e-07,0.016406297606125275,0.058471357367264262,0.1070278259580575,0.001549708731845092,1.2808510024214083e-08,8.2691918414631182e-05,0.19319946539995378,1.7076426561488183e-11,0.045379411742163506,2.0319524715811196e-05,0.056004692245359373,0.03835414270397329,8.0525903189284934e-06,1.9166292443711607e-05,4.8989198680352089e-06,0.019287754260281193,0.00017007889520232481,0.0032135103446590532,0.0054015769223556423,0.0050470918681085313,9.5913909512401631e-07,6.3163846207511264e-13,1.5231354278537663e-11,3.3761777025697478e-10,6.2227449926420928e-06,0.00025741907004017889,1.5288426534452327e-05,3.9719991531424501e-05,5.3086346169715625e-06,1.3623998966300624e-05,2.2436363180603917e-11,2.8553315137825794e-05,6.7265706765087699e-05,1.0360168613551419e-05,5.3223929542021261e-07,5.0268667779304241e-08,2.9107143794671951e-10,1.1394655787103362e-09,3.2442327884398411e-06,7.8138238145818577e-16,4.4851017712813771e-16,2.0791232128566617e-06
2.920585119044721e-07,0.7190910978294958,6.3014893757281949e-06,1.0570857256456437e-06,8.9952407262299197e-05,3.7873983527057368e-08,0.00021461304875074701,0.0,0.0,0.0027042201868650302,0.0047566312981049252,154.0,0.0,0.47366380143861325,1.0,18.985423453607403,0.021729568998814435,3.8610614425097861e-07,0.016306417298345685,0.058453657335357893,0.1073915252209678,0.0015402686597513289,1.2804576568336193e-08,8.2666524935579364e-05,0.19399183761080849,1.697240528578831e-11,0.045632937131377997,2.0195858879053753e-05,0.056262399429960037,0.038417923123713039,8.0659458990612412e-06,1.924511206414679e-05,4.9070449861983574e-06,0.019446439858827016,0.00017067393835960317,0.0032419409281969581,0.005468899674843845,0.0050703728084436324,9.6703697566004661e-07,6.3144449513677865e-13,1.5356574646774139e-11,3.3920974998014424e-10,6.2612028177230924e-06,0.00026054996070563538,1.5474426281836051e-05,4.0206473078000325e-05,5.3738700942357899e-06,1.3886865395772297e-05,2.2711158739452223e-11,2.9122907744976188e-05,6.8474232560911672e-05,1.0395487749478286e-05,5.419815115621996e-07,5.1188726751139012e-08,2.9639927521511572e-10,1.1612326204052244e-09,3.306234101600646e-06,7.956838917690924e-16,4.5671918346731515e-16,2.1283144350086914e-06
2.9369844940558667e-07,0.719091691267239,6.3062073450243511e-06,1.065458552102404e-06,9.0569115354138655e-05,3.8316634675911732e-08,0.0002175632730841937,0.0,0.0,0.0027079212172607977,0.0048011507166238511,154.0,0.0,0.47191271376948507,1.0,18.985356242948932,0.021761698528755376,3.8495128415126861e-07,0.016206940621519148,0.058434611668394081,0.1077533076288848,0.0015308668083266436,1.2800348639897802e-08,8.2639230331986888e-05,0.19478183324485701,1.6868805138430347e-11,0.045885444915479703,2.0072692082638384e-05,0.056518536515671368,0.038480273935817308,8.0790013751945733e-06,1.9323695106470275e-05,4.9149875302925819e-06,0.019604992581061229,0.00017125683288092612,0.0032701896170622873,0.0055363413021947703,0.0050934249278863052,9.7492826892516393e-07,6.3123600655072989e-13,1.5481689254109629e-11,3.4078678667435017e-10,6.2994808150243945e-06,0.00026369078527208679,1.5661016492546144e-05,4.069452443094397e-05,5.4393175526087972e-06,1.4152525779252887e-05,2.2986841024384759e-11,2.9699284277115016e-05,6.9693086672599163e-05,1.0430620756388016e-05,5.5181878177434926e-07,5.2117759691794377e-08,3.0177909587300571e-10,1.1832271280516037e-09,3.368883761870807e-06,8.1012489455989267e-16,4.6500825789907995e-16,2.1782348141320495e-06
2.9533838690670125e-07,0.7190922793489822,6.3107724022625559e-06,1.0738285947076064e-06,9.1183444337099528e-05,3.8760621019725995e-08,0.00022052719567272857,0.0,0.0,0.0027115610570957482,0.0048456597589552758,154.0,0.0,0.47017029294657148,1.0,18.985289269436599,0.021793235708992931,3.8380209879510207e-07,0.01610787306351473,0.05841424250472118,0.10811318276287625,0.0015215036948840333,1.2795831083655632e-08,8.2610065863267392e-05,0.19556946398407443,1.6765631875482712e-11,0.046136934574422979,1.9950031144267091e-05,0.056773109898123904,0.038541217681129822,8.0917614828513765e-06,1.940204273428883e-05,4.9227503820423088e-06,0.019763407089914326,0.00017182771794252091,0.0032982538593088143,0.0056038961658071004,0.0051162492127183245,9.828127087708079e-07,6.3101323507987673e-13,1.5606693895491755e-11,3.4234894225789344e-10,6.3375790590573666e-06,0.00026684136243934148,1.5848186392204813e-05,4.1184117185196081e-05,5.504973165676071e-06,1.4420977315860704e-05,2.3263393990421491e-11,3.028245787271711e-05,7.0922219012306862e-05,1.0465568565017313e-05,5.6175100624697946e-07,5.305575711280501e-08,3.0721084533643437e-10,1.2054490107536742e-09,3.4321815141287524e-06,8.2470524234071598e-16,4.7337731576487027e-16,2.2288872554661841e-06
2.9697832440781583e-07,0.7190928621277218,6.3151865989490267e-06,1.0821956578865274e-06,9.1795392997461611e-05,3.9205924437962544e-08,0.00022350465467211098,0.0,0.0,0.0027151409253793743,0.0048901567031633406,154.0,0.0,0.46843648384471592,1.0,18.98522253226124,0.021824185295037393,3.8265855245625478e-07,0.016009219858049057,0.058392571665150148,0.10847116014596921,0.001512179812737038,1.2791028686917741e-08,8.2579062450997698e-05,0.19635474143545148,1.6662890888944833e-11,0.046387405710011417,1.9827882566401528e-05,0.057026126056040551,0.03860077663137907,8.1042309022296034e-06,1.9480156103736528e-05,4.930336388109592e-06,0.019921678159619174,0.00017238673313343616,0.0033261312043125469,0.005671558701676147,0.0051388466712967672,9.9069003459596746e-07,6.3077641692570417e-13,1.5731584453314705e-11,3.4389628013684813e-10,6.3754976537626888e-06,0.00027000151223266396,1.6035925285220613e-05,4.1675223140952008e-05,5.5708331345642461e-06,1.4692216960321641e-05,2.3540801708530673e-11,3.087244116895661e-05,7.2161579126875323e-05,1.0500332100461761e-05,5.7177808056263081e-07,5.4002709090051733e-08,3.1269446650187086e-10,1.2278981648411679e-09,3.4961270667949413e-06,8.3942478084982257e-16,4.8182626851910186e-16,2.2802745951004152e-06
2.986182619089304e-07,0.7190934396556263,6.3194519577610061e-06,1.0905595493123274e-06,9.2404960482619699e-05,3.9652527002627439e-08,0.00022649548908203649,0.0,0.0,0.0027186620190698496,0.00493463986263249,154.0,0.0,0.46671123173234597,1.0,18.98515603060244,0.021854552010730735,3.8152060738463355e-07,0.015910986007550986,0.058369620677585624,0.10882724924727158,0.001502895633349348,1.2785946163274826e-08,8.2546250515662229e-05,0.1971376771363435,1.6560587407069372e-11,0.046636858035323983,1.9706252564585349e-05,0.05727759154226069,0.038658972805937587,8.116414259430912e-06,1.9558036364007479e-05,4.9377483633305152e-06,0.020079800666963743,0.00017293401831788664,0.0033538192948885191,0.0057393234155230293,0.0051612183317340096,9.9855999091118e-07,6.3052578444733805e-13,1.5856356891223295e-11,3.4542886504434347e-10,6.4132367297189857e-06,0.00027317105592728418,1.6224222550251193e-05,4.2167814291978733e-05,5.6368936863736901e-06,1.4966241442187973e-05,2.3819048359016307e-11,3.146924633836484e-05,7.3411116241456394e-05,1.0534912282576245e-05,5.8189989617523982e-07,5.4958605310349642e-08,3.1822990000764053e-10,1.2505744749275075e-09,3.5607200948457094e-06,8.5428334977779675e-16,4.9035502414484811e-16,2.3323996048157839e-06
3.00258199410045e-07,0.7190940119856417,6.3235704684813052e-06,1.0989200803691676e-06,9.3012146339163941e-05,4.0100411007678543e-08,0.00022949953889561897,0.0,0.0,0.0027221255098862848,0.0049791075911391315,154.0,0.0,0.46499448233114787,1.0,18.985089763627066,0.021884340543392816,3.8038822770957989e-07,0.015813176252352956,0.058345410733901426,0.10918145947371163,0.001493651603424284,1.2780588159030133e-08,8.2511660060409836e-05,0.19791828254382207,1.6458726332481242e-11,0.046885291389675017,1.9585147029206691e-05,0.057527512992345549,0.038715827930227265,8.1283161193688027e-06,1.9635684656294946e-05,4.9449890845739231e-06,0.020237769606217596,0.00017346971373717452,0.003381315881109554,0.0058071848939956388,0.0051833652441460121,1.006422328082639e-06,6.3026156682624111e-13,1.5981007265411885e-11,3.4694676319753006e-10,6.4507964475715114e-06,0.00027634981625391277,1.6413067652357451e-05,4.2661862857716535e-05,5.7031510785063416e-06,1.5243047234523289e-05,2.4098118249660902e-11,3.2072885019823534e-05,7.4670779229608615e-05,1.056931002517224e-05,5.9211633970252668e-07,5.5923435004392673e-08,3.2381708384743064e-10,1.2734778122331951e-09,3.6259602350347647e-06,8.6928078172521243e-16,4.989634865555482e-16,2.3852649821880795e-06
3.0189813691115957e-07,0.7190945791689234,6.3275440897008022e-06,1.1072770659639499e-06,9.3616950488373331e-05,4.0549558958854016e-08,0.00023251664507727507,0.0,0.0,0.0027255325455894991,0.0050235582807485859,154.0,0.0,0.4632861817968818,1.0,18.985023730490362,0.021913555545307582,3.7926137721133095e-07,0.015715795086865179,0.058319962705932309,0.10953380017257554,0.0014844481464444587,1.2774959247651566e-08,8.2475320611223116e-05,0.19869656903797944,1.6357312333735151e-11,0.047132705731334108,1.9464571545636457e-05,0.057775897117627012,0.038771363445880634,8.1399409870242399e-06,1.9713102114120517e-05,4.9520612925538056e-06,0.020395580083314338,0.00017399395975352852,0.0034086188149440528,0.0058751378017125964,0.0052052884789033967,1.0142768020421991e-06,6.299839895948774e-13,1.6105531720249474e-11,3.4845004217849289e-10,6.4881769959714295e-06,0.00027953761736091521,1.6602450140902923e-05,4.3157341277329957e-05,5.7696015978537452e-06,1.5522630566339091e-05,2.4377995812359475e-11,3.2683368341510612e-05,7.5940516646434423e-05,1.0603526236264381e-05,6.0242729330030225e-07,5.6897186981272346e-08,3.2945595357466579e-10,1.2966080353043195e-09,3.6918470879364654e-06,8.8441690273920575e-16,5.0765155590299517e-16,2.4388733535636825e-06
3.0353807441227415e-07,0.7190951412570089,6.331374750804778e-06,1.1156303243061173e-06,9.4219373195698696e-05,4.099995356183046e-08,0.0002355466495333502,0.0,0.0,0.0027288842514724197,0.0050679903593825425,154.0,0.0,0.46158627669640229,1.0,18.984957930337092,0.021942201635514934,3.7814001988308054e-07,0.015618846777914617,0.058293297164195103,0.10988428063456386,0.0014752856643929688,1.2769063936200139e-08,8.2437261264489559e-05,0.19947254792590266,1.6256349844701642e-11,0.047379101129123274,1.93445314169169e-05,0.058022750697666041,0.038825600523149865,8.1512933102380229e-06,1.9790289863730232e-05,4.9589676932539717e-06,0.020553227309060326,0.00017450689668948175,0.0034357260440362834,0.005943176877647908,0.0052269891246870979,1.0221231739489545e-06,6.2969327500384185e-13,1.622992648291117e-11,3.4993877080529195e-10,6.5253785893085101e-06,0.0002827342847627992,1.6792359646385939e-05,4.3654222201808161e-05,5.8362415597392292e-06,1.5804987437667229e-05,2.4658665598658866e-11,3.3300706948743316e-05,7.7220276765338846e-05,1.0637561818367599e-05,6.1283263496115707e-07,5.7879849657765011e-08,3.351464424659884e-10,1.3199649908478704e-09,3.7583802203299326e-06,8.9969153276871793e-16,5.1641912883864398e-16,2.4932272776711418e-06
3.068179494145033e-07,0.7190962503506751,6.3386147696907387e-06,1.1323249479918257e-06,9.5417076943673653e-05,4.1904414520671426e-08,0.00024164472565378273,0.0,0.0,0.0027354260665879634,0.0051567925680470967,154.0,0.0,0.45821144107505563,1.0,18.984827025512022,0.021997805393898728,3.7591364283510758e-07,0.015426264719918419,0.058236394360239356,0.11057969773319283,0.0014570851312899402,1.2756491823806796e-08,8.235609722239872e-05,0.20101762775353801,1.6055795985327435e-11,0.047868835894133599,1.9106077100090055e-05,0.058511893650381903,0.038930262697107025,8.1731978317973996e-06,1.9943980707623334e-05,4.972293724285641e-06,0.020868013356698592,0.00017549940402704529,0.003489345640981236,0.0060794928573669332,0.0052697270876212949,1.0377906815100055e-06,6.2907330715579342e-13,1.6478312240398841e-11,3.5287285792192178e-10,6.5992458890348937e-06,0.00028915352734334429,1.7173718636122442e-05,4.4652083230172454e-05,5.9700752149003603e-06,1.6378004696293011e-05,2.5222320647488306e-11,3.455599024718469e-05,7.9809656968362627e-05,1.0705094678693893e-05,6.3392597444040331e-07,5.9871858889784509e-08,3.4668199990872471e-10,1.3673584293829851e-09,3.8933834285802662e-06,9.3065557033969695e-16,5.3419235524485954e-16,2.6041816873004228e-06
3.100978244167325e-07,0.7190973396690201,6.3453053961571718e-06,1.1490025610331232e-06,9.660526608808371e-05,4.2813659449252593e-08,0.00024779252173486445,0.0,0.0,0.002741759522514692,0.0052455023335175564,154.0,0.0,0.45486955609211543,1.0,18.984697042119301,0.022051188114523824,3.7370881510852003e-07,0.015235459899138437,0.058174861014436821,0.1112677839782078,0.0014390528125647346,1.2742906594487947e-08,8.226839242858326e-05,0.20255361104321301,1.5857095700511315e-11,0.048354498342400618,1.8869821151562008e-05,0.058994997322149648,0.039029978389577252,8.1940641261973143e-06,2.0096766054415467e-05,4.9849881311506549e-06,0.02118209147183818,0.00017644835562162159,0.0035421601098357567,0.0062160922241323215,0.0053115881754067463,1.0534230415341669e-06,6.2840337807281649e-13,1.6726135962123027e-11,3.5574959762471966e-10,6.6724005445063115e-06,0.00029560617568501863,1.7557063303609735e-05,4.5655231431177007e-05,6.1046231414864467e-06,1.6962062584802959e-05,2.578896222639779e-11,3.5838810613092368e-05,8.2438501135655257e-05,1.0771915717707447e-05,6.5539530196442812e-07,6.189936247674677e-08,3.584231785743814e-10,1.4156566735486961e-09,4.0309657433346686e-06,9.6217133654850809e-16,5.522822715521398e-16,2.7181473460551921e-06
3.1337769941896164e-07,0.7190984096075416,6.351461062502895e-06,1.165661822875576e-06,9.7783953895541463e-05,4.3727557005892233e-08,0.00025398880803087628,0.0,0.0,0.0027478928474952958,0.0053341083112975638,154.0,0.0,0.4515602087859506,1.0,18.984567972988053,0.02210238557135695,3.7152525962264053e-07,0.015046458847002883,0.058108851211628246,0.11194861168995765,0.0014211912060181915,1.2728342010022795e-08,8.2174364851191349e-05,0.20408058566686588,1.5660276513685618e-11,0.048836092747711175,1.8635796563578539e-05,0.059472118078696401,0.03912490718037754,8.2139257190341219e-06,2.0248654656486569e-05,4.9970713097352415e-06,0.021495426968833945,0.00017735486701638009,0.0035941563374823102,0.0063529355525464371,0.0053525816729366113,1.0690185241256056e-06,6.2768515269473426e-13,1.6973370328436092e-11,3.5856957943687082e-10,6.7448451168445858e-06,0.00030209088387414112,1.794231366147913e-05,4.6663455772707366e-05,6.2398569044842781e-06,1.7557121235024286e-05,2.6358471131087815e-11,3.714923627516147e-05,8.510638719984503e-05,1.0838031960633396e-05,6.772394995615086e-07,6.3962254366113642e-08,3.7036936706651327e-10,1.4648580922872313e-09,4.1711225435266875e-06,9.9423718290139834e-16,5.7068793153205356e-16,2.8351423279560072e-06
