Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341)
1.1114027942992974e-13,0.7189244012312086,3.1203106279367869e-13,1.5762718357550677e-20,1.5757698164319948e-20,9.9531330130556284e-33,1.0896480033282353e-26,0.0,0.0,5.6590622318375852e-14,8.3535511872000352e-24,154.0,0.0,0.99999968068792178,1.0,18.999999999983185,1.7767254148028756e-08,1.5054023191062748e-07,6.6680698835354708e-08,6.6685686659926061e-08,6.7601767908211158e-09,1.0674016566304352e-11,1.4612447180150472e-14,6.0728378204391278e-12,1.086121079652764e-08,1.1757366037647021e-19,2.0629403225101768e-14,3.5643368019316868e-14,1.024445517397223e-17,1.0243969043805046e-17,4.1104823401286791e-22,6.5533348935796049e-17,7.5081933173812821e-23,1.5085574259475001e-15,5.8068209437915911e-41,5.4304109527485571e-41,5.4304115774060813e-41,1.7806329796146672e-21,1.7865696971133116e-23,4.6381127292890304e-20,1.6575050189652071e-22,3.9538415087519229e-24,1.0509278520885259e-24,1.3830929153315075e-29,1.6292832974621174e-34,3.6078387067681201e-35,1.1638236692574662e-40,1.1879365192146363e-44,1.2938318870641133e-41,1.6754751288345637e-37,6.4093922508556883e-43,4.0788870788613455e-17,2.4133899346958773e-22,2.5762784449028847e-26,1.79904592793297e-26,3.7179322620197508e-27,5.6575472178762757e-27,4.0026471174609193e-34,2.2975638620220158e-34,2.4752621413867897e-33
1.2181800173319045e-13,0.718924401231195,3.4201088212135165e-13,1.8937633713169364e-20,1.893102472045044e-20,1.3152133993390964e-32,1.4348523261028039e-26,0.0,0.0,6.2341816737982675e-14,1.0074591292935664e-23,154.0,0.0,0.99999965004154179,1.0,18.999999999979835,1.9474229728071752e-08,1.632653754663498e-07,7.3085870300532506e-08,7.3091854749061083e-08,8.0643691122870554e-09,1.282201435847539e-11,1.6017154715179513e-14,7.2651098561863051e-12,1.2956586169038165e-08,1.4123842797838785e-19,2.4783586032597885e-14,4.2819561971942986e-14,1.3489517878692378e-17,1.3488825795953404e-17,5.8420232868637507e-22,8.5836093979854845e-17,1.0788041028776198e-22,1.8123389890643735e-15,1.1029331770694093e-40,1.0314391905694944e-40,1.0314393204368804e-40,2.3452001437675428e-21,2.3525053974984845e-23,5.5487710812438108e-20,1.9953347017185454e-22,5.0985441489688973e-24,1.4911509439339794e-24,2.1565819964218864e-29,2.7891563295342485e-34,6.1763191860718915e-35,2.1853761163028774e-40,2.2313688519324734e-44,2.2922340005136413e-41,2.8682836972012107e-37,1.1111329708660795e-42,5.3425576581055692e-17,2.8993214602341755e-22,3.3921023263508603e-26,2.34487048733085e-26,4.6048703023818796e-27,7.7378589097923737e-27,5.2703810083249016e-34,3.0252500985071162e-34,3.7318997214404656e-33
1.431734463397119e-13,0.7189244012311641,4.0197139359276919e-13,2.616115855914158e-20,2.6150433004964379e-20,2.1501386253566809e-32,2.3294977328635441e-26,0.0,0.0,7.4009497331596521e-14,1.4023842617826702e-23,154.0,0.0,0.99999958876367456,1.0,18.999999999972253,2.2888180590454727e-08,1.8788876367313368e-07,8.5895620593316776e-08,8.590388762308453e-08,1.0984268381300392e-08,1.7707412817842178e-11,1.8826503272265584e-14,9.9516966918426863e-12,1.7647830671435022e-08,1.9506266879418795e-19,3.4234282321269961e-14,5.9144077916741814e-14,2.1899020037856295e-17,2.1897734561377396e-17,1.0814622614956707e-21,1.3788623214210002e-16,2.0401421740105349e-22,2.5034373322825221e-15,3.419077665262432e-40,3.1974498015572733e-40,3.1974502755986143e-40,3.8089382308471173e-21,3.8191359250229312e-23,7.6008038223300336e-20,2.7598493094479198e-22,7.9449365311308502e-24,2.7515441889780005e-24,4.700614702878745e-29,7.1706315012496696e-34,1.5879147120438837e-34,6.6232387513647952e-40,6.7670423688366083e-44,6.2295203454551609e-41,7.3743302244606529e-37,2.9287048975090658e-42,8.582228581831335e-17,4.0047591857961755e-22,5.5059783986200616e-26,3.7305342784765451e-26,6.6756412061456576e-27,1.3354703032332869e-26,8.5553226531124585e-34,4.910820783940735e-34,7.6460932519917919e-33
1.6183367320305271e-13,0.7189244012311332,4.5436539019261211e-13,3.3426842003812263e-20,3.3411356714864862e-20,3.1239576264656911e-32,3.3642119408675011e-26,0.0,0.0,8.4385051168245675e-14,1.8037648553087763e-23,154.0,0.0,0.99999953523523344,1.0,18.999999999964658,2.5871264849646208e-08,2.0853282965746318e-07,9.7088037522685547e-08,9.7098621186728641e-08,1.3864033725472064e-08,2.2619229493873218e-11,2.1281219772762542e-14,1.2622230086147624e-11,2.2274594200997073e-08,2.4917909933945776e-19,4.3739095132819984e-14,7.5560580481284144e-14,3.1624399796709515e-17,3.1622349162094724e-17,1.7201814860580617e-21,1.9730749053666134e-16,3.3045312872257923e-22,3.198493501396822e-15,8.0599762060227734e-40,7.5375260007998263e-40,7.537527263813622e-40,5.5026574256842513e-21,5.5152880873386694e-23,9.6405895781331745e-20,3.522932779581404e-22,1.1080262452348876e-23,4.3648995696680594e-24,8.4646865074672937e-29,1.4640132022137785e-33,3.2420974012365607e-34,1.5320138046812664e-39,1.5661574416282877e-43,1.3211070833432093e-40,1.5056503364510378e-36,6.1080332129085324e-42,1.2280686932819423e-16,5.116467954802868e-22,7.9501894942792371e-26,5.294110447891644e-26,8.8097261759672228e-27,2.0108970026514304e-26,1.235373632701845e-33,7.0911223908841827e-34,1.3111370338979824e-32
1.8049390006639354e-13,0.7189244012310985,5.0676027530057747e-13,4.1582267598292239e-20,4.1560789502224233e-20,4.3600335578960057e-32,4.6673039753639633e-26,0.0,0.0,9.4928875394500491e-14,2.2586672601451529e-23,154.0,0.0,0.99999948172085351,1.0,18.999999999956167,2.8854348805855837e-08,2.2839615103917027e-07,1.0827985186733818e-07,1.0829305926704052e-07,1.7037926102856369e-08,2.8130338754389557e-11,2.373587147539345e-14,1.5586963241569444e-11,2.7373915796830347e-08,3.0989921146925236e-19,5.4406759286889635e-14,9.3983964237897667e-14,4.3871409432887794e-17,4.3868307302490043e-17,2.5947588827620062e-21,2.7123815191233135e-16,5.0737151498255942e-22,3.9785857050895395e-15,1.7296438337589721e-39,1.6175288673727708e-39,1.617529169541498e-39,7.6366448310416726e-21,7.6512607145015869e-23,1.1905100475793915e-19,4.3726004184963395e-22,1.485708245153565e-23,6.567169847446709e-24,1.4262839288328145e-28,2.7594084995395935e-33,6.1109452598236213e-34,3.2273972593294645e-39,3.3011714567411015e-43,2.5684121296030509e-40,2.8379786607855441e-36,1.1755240347076219e-41,1.6882228630870452e-16,6.3641259880726944e-22,1.1027632275521468e-25,7.2187500027210917e-26,1.1246972993578716e-26,2.8862633082172783e-26,1.7136343583284237e-33,9.8363503913510587e-34,2.1125935613055732e-32
1.9915412692973436e-13,0.7189244012310602,5.5915604889997848e-13,5.0627591855957376e-20,5.0598746129852573e-20,5.8919423420527712e-32,6.2697216680620649e-26,0.0,0.0,1.0564097031406202e-13,2.7680634693855381e-23,154.0,0.0,0.99999942822000287,1.0,18.999999999946795,3.1837432459124794e-08,2.4750825518019349e-07,1.1947106400099417e-07,1.1948720844213521e-07,2.0494821753265846e-08,3.4240367295047914e-11,2.6190459822766064e-14,1.883931835285247e-11,3.2927923521329536e-08,3.7721889169530249e-19,6.6237244308822303e-14,1.1441383006660929e-13,5.893052628375518e-17,5.8926028930044106e-17,3.75108972548781e-21,3.6106062221084218e-16,7.4626398557452341e-22,4.8437118172537871e-15,3.442070422966832e-39,3.2189586694405692e-39,3.218959332338143e-39,1.0262000515767046e-20,1.02777313789974e-22,1.4389312044138273e-19,5.3069164457134944e-22,1.9304884221619317e-23,9.4703114464204014e-24,2.2785642126077473e-28,4.8779302042123547e-33,1.080287457132626e-33,6.3072596736144264e-39,6.4550296599746705e-43,4.6587101887945631e-40,5.0169842210342055e-36,2.1209847161652833e-41,2.2472895922631327e-16,7.7477173099611252e-22,1.4811076970332716e-25,9.5326724027425536e-26,1.3987538597596528e-26,3.9880548999732917e-26,2.3016259438478493e-33,1.321143232334428e-33,3.2392695086765472e-32
2.178143537930752e-13,0.7189244012310185,6.1155271097463877e-13,6.0562971201795956e-20,6.0525241360822246e-20,7.7539512346521638e-32,8.2024133755956039e-26,0.0,0.0,1.1652133627793251e-13,3.3329282983780797e-23,154.0,0.0,0.99999937473216982,1.0,18.999999999936538,3.4820515809492651e-08,2.6589755251767925e-07,1.3066167429712885e-07,1.3068107514303442e-07,2.422401769245507e-08,4.0948942043957051e-11,2.8644986225257038e-14,2.2372864696354052e-11,3.8919421474600982e-08,4.5113402909075707e-19,7.9230520399716718e-14,1.3684977897007921e-13,7.7092169918588522e-17,7.7085873068789608e-17,5.2372104266841073e-21,4.6810495733163179e-16,1.0596393722239778e-21,5.7938697603400547e-15,6.4399237433867819e-39,6.0224980064191535e-39,6.0224993615819221e-39,1.3429893690509778e-20,1.3445370323981367e-22,1.7088312160609551e-19,6.324016462955238e-22,2.4448434715445625e-23,1.3190912742087934e-23,3.4846040127412588e-28,8.1814025100337168e-33,1.8119362144719592e-33,1.1591849761886327e-38,1.1870028965198723e-42,7.9854050327281975e-40,8.4149004722080574e-36,3.6296427567490822e-41,2.9135472646394019e-16,9.2672262382247727e-22,1.9373243897680352e-25,1.2262006879542212e-25,1.7031446805325169e-26,5.3427674789870517e-26,3.0106521329694497e-33,1.7281251194585277e-33,4.7701859812241748e-32
2.36474580656416e-13,0.718924401230973,6.6395026150888411e-13,7.1388561972473714e-20,7.1340289958475527e-20,9.9810188362042872e-32,1.049632797979986e-25,0.0,0.0,1.2756997368331798e-13,3.954239384764399e-23,154.0,0.0,0.99999932125686297,1.0,18.999999999925407,3.7803598856997539e-08,2.8359137904735342e-07,1.4185168312897398e-07,1.4187466565697219e-07,2.8215215707479323e-08,4.8255690161522372e-11,3.1099452061416897e-14,2.6181315324760582e-11,4.5331864080679989e-08,5.3164051528847052e-19,9.3386558421236863e-14,1.6129141207361679e-13,9.8646702160223914e-17,9.8638138190264979e-17,7.1029898930480414e-21,5.9365085432063312e-16,1.4609800659007511e-21,6.8290575042692452e-15,1.1443972734415587e-38,1.0702199573672709e-38,1.0702202185890781e-38,1.7191562634923344e-20,1.7204840493534657e-22,1.9997298526519774e-19,7.4220725168292912e-22,3.0308533634069429e-23,1.7849440585603295e-23,5.1383987420159656e-28,1.3133235471262267e-32,2.9086958545629929e-33,2.0240212359337363e-38,2.0737454011602198e-42,1.30591372712847e-39,1.350849842451397e-35,5.9429235191917434e-41,3.6949608169082011e-16,1.0922637366643887e-21,2.4786803651901737e-25,1.5430948077105515e-25,2.0378723813349871e-26,6.9768933974047367e-26,3.8520089401180171e-33,2.2110645647038046e-33,6.7930983466171753e-32
2.551348075197568e-13,0.718924401230924,7.1634870048752889e-13,8.3104520416395382e-20,8.3043906686434855e-20,1.2608795128347302e-31,1.3182414887439672e-25,0.0,0.0,1.3878688297256228e-13,4.6329771886002841e-23,154.0,0.0,0.99999926779360793,1.0,18.999999999913417,4.0786681601676143e-08,3.0061603692316964e-07,1.5304109086951805e-07,1.5306798613060674e-07,3.2458507061703112e-08,5.6160239040308607e-11,3.3553858679207541e-14,3.0258523855945193e-11,5.2149331513903977e-08,6.1873424447949232e-19,1.0870532988085873e-13,1.8773833062521215e-13,1.2388442709921872e-16,1.2387306252730854e-16,9.3998686785353974e-21,7.3892955426944976e-16,1.9647032316559747e-21,7.9492730653752983e-15,1.9467835624268071e-38,1.8205985504142338e-38,1.8205990295124054e-38,2.1598314626841596e-20,2.16067975609458e-22,2.3111576214211372e-19,8.5992757814499362e-22,3.6902637507421968e-23,2.3569616237745308e-23,7.3470272919840245e-28,2.031335536727998e-32,4.4990386686383191e-33,3.3840178777601776e-38,3.4690793942974744e-42,2.052614437414198e-39,2.0894461636863924e-35,9.3727578360747009e-41,4.5991935827851815e-16,1.2713935548990209e-21,3.1124377273627757e-25,1.9061898846309099e-25,2.4029447570482636e-26,8.9169168182352476e-26,4.8369846770037006e-33,2.776441010941878e-33,9.4044971511470697e-32
2.7379503438309764e-13,0.7189244012308714,7.6874802789586744e-13,9.5711002693768997e-20,9.5636106308611141e-20,1.5673621494159109e-31,1.6291624030422737e-25,0.0,0.0,1.5017206463210242e-13,5.3701249924200402e-23,154.0,0.0,0.99999921434194938,1.0,18.999999999900563,4.376976404356371e-08,3.1699683362550058e-07,1.642298978915075e-07,1.6426104257316783e-07,3.6944357739077282e-08,6.4662216304889364e-11,3.6008207396661235e-14,3.4598481325683746e-11,5.9356505991698787e-08,7.1241111341140664e-19,1.2518680691740775e-13,2.1619013599555076e-13,1.5309559111410672e-16,1.5308082435719271e-16,1.2180633454763165e-20,9.0512567812224911e-16,2.5861234592549536e-21,9.1545145053635257e-15,3.1899290685666173e-38,2.9831688762873785e-38,2.9831697182599791e-38,2.670152587068751e-20,2.6701889957395938e-22,2.6426555262997498e-19,9.8538708219447619e-22,4.4245389682165995e-23,3.0477885406055602e-23,1.0230975118250954e-27,3.0433532019427714e-32,6.740652496583663e-33,5.4510476139909023e-38,5.5911696563515236e-42,3.1187172443229424e-39,3.1305172598162889e-35,1.4314117279811472e-40,5.6336187195689166e-16,1.4641105884040276e-21,3.8458536415067425e-25,2.3175603010353817e-25,2.7983712641842847e-26,1.1189317246358403e-25,5.9768599783152611e-33,3.4307294944673638e-33,1.2709605717811035e-31
2.9245526124643847e-13,0.7189244012308155,8.2114824371966249e-13,1.0920816487666836e-19,1.0911690358921267e-19,1.9212530747758245e-31,1.9854905865778924e-25,0.0,0.0,1.6172551919145002e-13,6.166668901327909e-23,154.0,0.0,0.99999916090144891,1.0,18.99999999988685,4.6752846182694226e-08,3.3275811951820266e-07,1.7541810456744637e-07,1.7545384085952529e-07,4.1663594295371517e-08,7.3761249811703898e-11,3.8462499501836073e-14,3.919531311952491e-11,6.6938649042527194e-08,8.1266702138675383e-19,1.428309622869616e-13,2.4664642967803167e-13,1.8657038288859574e-16,1.8655154224515542e-16,1.5499226421203203e-20,1.0933789869694621e-15,3.3414170191310865e-21,1.0444779930298685e-14,5.0595574330016318e-38,4.7316175587184116e-38,4.7316189845699502e-38,3.2552641426658628e-20,3.2540758899474464e-22,2.9937748335564116e-19,1.118415452995881e-21,5.2349058283534483e-23,3.8702980311370871e-23,1.39243997244434e-27,4.4353063580126052e-32,9.8239187966817738e-33,8.5015847751178163e-38,8.7249622851553788e-42,4.6016889048042266e-39,4.56248701443593e-35,2.1258605023858771e-40,6.8053301646859334e-16,1.6704133701687672e-21,4.6861803495547679e-25,2.7791267587840347e-25,3.2241587503573612e-26,1.3820573806262721e-25,7.2829078258985177e-33,4.1804006588761667e-33,1.6822377600194983e-31
3.111154881097793e-13,0.7189244012307558,8.7354934794513531e-13,1.2359616294909591e-19,1.2348631329275369e-19,2.3263247159359988e-31,2.3903211375728568e-25,0.0,0.0,1.734472472221943e-13,7.023597843069245e-23,154.0,0.0,0.99999910747168419,1.0,18.999999999872294,4.9735928019100328e-08,3.4792332404616493e-07,1.8660571126959754e-07,1.8664638673319388e-07,4.6607390221573397e-08,8.3456967648910501e-11,4.0916736254177608e-14,4.4043275968709013e-11,7.4881579596707239e-08,9.1949787026141758e-19,1.6163776934904644e-13,2.7910681328878026e-13,2.2459893343006083e-16,2.2457527526165994e-16,1.9410580926101707e-20,1.3047860786211571e-15,4.2475874748527826e-21,1.1820067489617111e-14,7.7993554317604716e-38,7.2938379266190818e-38,7.2938402640493966e-38,3.9203175139650637e-20,3.91740384163288e-22,3.3640768423295702e-19,1.2588445443512657e-21,6.1223907240510949e-23,4.8375548696284675e-23,1.8575353977920711e-27,6.3094746393875135e-32,1.3975454437978421e-32,1.2889511328511657e-37,1.323551798876003e-41,6.618369303299969e-39,6.4906103452287696e-35,3.0809068488272335e-40,8.1211531956231544e-16,1.8903004549961662e-21,5.6406651850572619e-25,3.2926676261874701e-25,3.6803118391037795e-26,1.6837164904579016e-25,8.7663935719273647e-33,5.0319207683655217e-33,2.1865495709486773e-31
3.297757149731201e-13,0.7189244012306928,9.2595134055895639e-13,1.388751528070448e-19,1.3874435018406293e-19,2.7864186484219457e-31,2.8467492067636024e-25,0.0,0.0,1.8533724933702736e-13,7.9419035681102533e-23,154.0,0.0,0.99999905405224965,1.0,18.99999999985689,5.2719009552813469e-08,3.6251499055294287e-07,1.9779271836998292e-07,1.978386858092692e-07,5.1767252827138774e-08,9.3748998136243293e-11,4.3370918885486667e-14,4.9136755014270661e-11,8.3171652912447707e-08,1.0328995644430457e-18,1.8160720205314755e-13,3.1357088856666091e-13,2.6747131608662079e-16,2.6744202317376994e-16,2.3970480183730287e-20,1.5404020195040583e-15,5.3224326671558984e-21,1.3280375375157158e-14,1.1723598082556421e-37,1.0963737011524156e-37,1.0963740734827693e-37,4.6704709568498695e-20,4.6652355375992665e-22,3.7531326603683786e-19,1.4065095166237994e-21,7.0878509634770478e-23,5.9627840512417702e-23,2.4345973273350398e-27,8.7861077885742395e-32,1.9461705711766045e-32,1.9060258241091773e-37,1.9582760814735316e-41,9.306985102410216e-39,9.038642921117158e-35,4.3695248109847539e-40,9.587654587297192e-16,2.1237704182922877e-21,6.716550587348855e-25,3.859829443482443e-25,4.1668356046600417e-26,2.0265565621028549e-25,1.0438574960925353e-32,5.9917517203742317e-33,2.7970372349678887e-31
3.4843594183646094e-13,0.7189244012306263,9.7835422154823486e-13,1.5504529025856123e-19,1.5489102902829181e-19,3.3054455989842988e-31,3.3578699974018671e-25,0.0,0.0,1.9739552618879096e-13,8.9225806497081635e-23,154.0,0.0,0.99999900064275493,1.0,18.999999999840654,5.5702090783863877e-08,3.7655480981113981e-07,2.0897912624038405e-07,2.0903074357730016e-07,5.7135010608185404e-08,1.046369698248672e-10,4.5825048599277517e-14,5.4470260934790511e-11,9.1795740281014847e-08,1.1528680108894474e-18,2.0273923492551136e-13,3.5003825737328521e-13,3.1547754656492732e-16,3.1544172661677574e-16,2.9235435175535095e-20,1.8012419162252222e-15,6.5845129761504679e-21,1.4825701820209767e-14,1.7231483622218715e-37,1.6114641639797963e-37,1.6114647420906201e-37,5.5108895915219307e-20,5.5026329511268596e-22,4.1605229846353813e-19,1.5612508028591739e-21,8.1320014120156491e-23,7.2593441540606684e-23,3.14126331670534e-27,1.2005065052578499e-31,2.6592585275927945e-32,2.7566286583832087e-37,2.8337652177985035e-41,1.2829190232975521e-38,1.2350530885012422e-34,6.0790448897396002e-40,1.1211152393892592e-15,2.370821854935419e-21,7.9210741151205365e-25,4.4821366696186637e-25,4.6837365767637481e-26,2.413224675190398e-25,1.2310702150863305e-32,7.0663510576926078e-33,3.5277148623431544e-31
3.6709616869980177e-13,0.7189244012305566,1.0307579909005094e-12,1.7210673102380618e-19,1.7192636459092251e-19,3.8873854484338877e-31,3.9267787652547515e-25,0.0,0.0,2.0962207846954489e-13,9.9666264839818197e-23,154.0,0.0,0.9999989472428239,1.0,18.99999999982359,5.8685171712280663e-08,3.9006365226892618e-07,2.2016493525234246e-07,2.2022256540409666e-07,6.2702801099352235e-08,1.1612051149723379e-10,4.8279126572144719e-14,6.003842713951909e-11,1.0074120950897866e-07,1.2793991191070145e-18,2.2503384305624883e-13,3.8850852169301969e-13,3.6890758294778748e-16,3.6886426724695192e-16,3.52625799805983e-20,2.0882824269612857e-15,8.0531208550521279e-21,1.6456045098594571e-14,2.4823291160383657e-37,2.3214409121558923e-37,2.3214417894416193e-37,6.4467453954477888e-20,6.4346573445014669e-22,4.5858378869026025e-19,1.7229121497143223e-21,9.2554369043884518e-23,8.7407049311816946e-23,3.9966080461860194e-27,1.612747081987783e-31,3.5725145694381646e-32,3.9083929943702351e-37,4.0199817625010416e-41,1.7372129384220769e-38,1.6592117640118839e-34,8.312924198524047e-40,1.2997725356158071e-15,2.6314533782216349e-21,9.261468459380762e-25,5.1610007022535165e-25,5.2310216496869446e-26,2.8463675927986647e-25,1.4394017733307096e-32,8.2621719800271788e-33,4.3934693088373221e-31
3.857563955631426e-13,0.7189244012304832,1.083162648603739e-12,1.9005963073511748e-19,1.89850371637776e-19,4.5362872344185463e-31,4.5565708186076043e-25,0.0,0.0,2.220169069096564e-13,1.1075041289976771e-22,154.0,0.0,0.99999889385209506,1.0,18.999999999805695,6.1668252338091832e-08,4.0306159907502058e-07,2.3135014577716021e-07,2.3141415653647368e-07,6.8463059185845538e-08,1.2819925216693638e-10,5.0733153955413609e-14,6.5836007024286066e-11,1.0999590613981607e-07,1.412488801149118e-18,2.4849100208672693e-13,4.2898128363298753e-13,4.2805132571212849e-16,4.2799946787848057e-16,4.2109582076058114e-20,2.4024632155944215e-15,9.7482515719508154e-21,1.8171403523755798e-14,3.5118466950240041e-37,3.2842341618757139e-37,3.2842354659486029e-37,7.4832171963153623e-20,7.4663692714936468e-22,5.0286766041436146e-19,1.891339545096182e-21,1.0458651078387254e-22,1.042042848143804e-22,5.0211541795604506e-27,2.1337383985037997e-31,4.7267284011737458e-32,5.4431606323177595e-37,5.6016640113447086e-41,2.3150520999422073e-38,2.1952865118285124e-34,1.1192619329880194e-39,1.4953221952342783e-15,2.905663618880627e-21,1.0744961455871722e-24,5.8977282294065312e-25,5.8086970390073009e-26,3.3286318683197024e-25,1.6699756752718479e-32,9.585663355079239e-33,5.4100600432927594e-31
4.044166224264834e-13,0.7189244012304067,1.135568194646293e-12,2.0890414493707125e-19,2.0866306493501977e-19,5.256269154268507e-31,5.2503415182655261e-25,0.0,0.0,2.3458001227690933e-13,1.2248828109728937e-22,154.0,0.0,0.99999884047022047,1.0,18.999999999786986,6.4651332661324296e-08,4.1556797192336047e-07,2.4253475818590048e-07,2.4260552210393378e-07,7.4408505860139464e-08,1.4087282107856584e-10,5.3187131873707046e-14,7.1857871289217022e-11,1.1954813538991647e-07,1.5521329716145154e-18,2.7311068819724391e-13,4.7145614542307062e-13,4.9319861774678799e-16,4.9313709260616608e-16,4.9834565505465071e-20,2.7446883505273594e-15,1.1690575116453386e-20,1.9971775447875544e-14,4.8875749014193326e-37,4.5708006826482011e-37,4.5708025852080779e-37,8.6254906650060294e-20,8.6028285797810956e-22,5.4886473336467552e-19,2.0663831430095294e-21,1.1742052194448766e-22,1.2312153434454635e-22,6.2368813307508182e-27,2.7843478635271711e-31,6.1681472043076975e-32,7.4589412989600902e-37,7.6803839018619808e-41,3.0408756457984323e-38,2.8647587060526295e-34,1.4859562187461019e-39,1.708326910480013e-15,3.1934512241569284e-21,1.2378776096956499e-24,6.6935289600962983e-25,6.4167684720155513e-26,3.8626638299009431e-25,1.9239146724933349e-32,1.1043269729151273e-32,6.5941190625835929e-31
4.2307684928982425e-13,0.7189244012303266,1.1879746290169436e-12,2.2864042908654339e-19,2.2836445924917538e-19,6.0515185678503426e-31,6.0111862775547425e-25,0.0,0.0,2.4731139537563425e-13,1.3488992808324852e-22,154.0,0.0,0.99999878709686563,1.0,18.999999999767457,6.7634412682004017e-08,4.276013617737448e-07,2.5371877284938782e-07,2.5379666712129061e-07,8.0532137402129358e-08,1.5414084770756621e-10,5.5641061425974168e-14,7.8099005316088144e-11,1.2938664476492464e-07,1.6983275476457701e-18,2.9889287809497926e-13,5.1593270941590924e-13,5.646392443703031e-16,5.6456684691627695e-16,5.8496044812583405e-20,3.1158276508153501e-15,1.3901409213707142e-20,2.1857159261008724e-14,6.7015437565836558e-37,6.2672065454434182e-37,6.2672092743048207e-37,9.8787583085770475e-20,9.8490944133186982e-22,5.9653670326836987e-19,2.2478972246278046e-21,1.3105976497966552e-22,1.4429581593118457e-22,7.6672334866973701e-27,3.5880733911275137e-31,7.948850762714014e-32,1.0072011151845637e-36,1.0376754776989196e-40,3.9423012452755941e-38,3.6918192103464118e-34,1.9477238568521156e-39,1.9393280558677843e-15,3.494814856951221e-21,1.4170130543024524e-24,7.5495227863113487e-25,7.0552418889759783e-26,4.4511095140960591e-25,2.2023407654891254e-32,1.2641431337323633e-32,7.9631508263787492e-31
4.4173707615316507e-13,0.7189244012302434,1.2403819517048561e-12,2.492686385527709e-19,2.4895456934712596e-19,6.9262920004623202e-31,6.8422005623232939e-25,0.0,0.0,2.6021105704585742e-13,1.4796544073959687e-22,154.0,0.0,0.99999873373170833,1.0,18.999999999747125,7.0617492400155928e-08,4.391796564881532e-07,2.6490219013820846e-07,2.6498759649123248e-07,8.6827214967778628e-08,1.6800296176009043e-10,5.8094943688413815e-14,8.455450660422894e-11,1.3950060733238944e-07,1.8510684489276598e-18,3.2583754900221248e-13,5.6241057808689774e-13,6.4266293334861873e-16,6.4257837778701706e-16,6.8152868197234648e-20,3.5167179814760736e-15,1.6402693404586238e-20,2.3827553390239048e-14,9.0643920084477676e-37,8.4769207319247211e-37,8.4769245855373618e-37,1.124821946325693e-19,1.1210225214656037e-21,6.4584612226503627e-19,2.4357383982457662e-21,1.4550699519112408e-22,1.6786466638659759e-22,9.3371251353169645e-27,4.5712131282095529e-31,1.0127128294925354e-31,1.3419151089142807e-36,1.3832790368140782e-40,5.050337414514048e-38,4.7035434863930185e-34,2.5233369501506883e-39,2.1888464944277957e-15,3.8097531950176442e-21,1.612623813344219e-24,8.4667464176071996e-25,7.72412364507739e-26,5.0966146488280081e-25,2.5063752053657817e-32,1.4386584113225278e-32,9.5355321747605736e-31
4.603973030165058e-13,0.718924401230157,1.2927901626995806e-12,2.7078892861741262e-19,2.7043340999612372e-19,7.8849151457407629e-31,7.7464798909421805e-25,0.0,0.0,2.7327899816246876e-13,1.6172493417992296e-22,154.0,0.0,0.99999868037443851,1.0,18.999999999725986,7.3600571815804038e-08,4.5032006742344803e-07,2.7608501042271125e-07,2.7617831500682995e-07,9.3287254570924706e-08,1.8245879317285684e-10,6.0548779712179817e-14,9.1219582263653778e-11,1.4987960562607838e-07,2.0103515976855783e-18,3.5394467864480444e-13,6.1088935403418041e-13,7.2755935491284364e-16,7.2746127378005438e-16,7.8864168639223153e-20,3.9481644998853988e-15,1.9216964150159874e-20,2.5882956298851561e-14,1.2108055900050908e-36,1.1323329701909333e-36,1.132333506674085e-36,1.2739080287452461e-19,1.2691278727205604e-21,6.9675637975792879e-19,2.6297661910775347e-21,1.607644561729658e-22,1.9396604591204924e-22,1.1272946290862338e-26,5.7630357883049561e-31,1.2767856694511964e-31,1.7660025364784523e-36,1.8214416063046582e-40,6.3995967241701392e-38,5.9300673633995353e-34,3.2342195249599019e-39,2.457383353496175e-15,4.1382649302131589e-21,1.8254307397082255e-24,9.4461595268298251e-25,8.4234201910412271e-26,5.8018246878589535e-25,2.8371384954792396e-32,1.6285159698428715e-32,1.1330512227443504e-30
