Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367)
9.339677645529578e-11,0.3715426156584362,2.2565923256001952e-10,2.1738930106505664e-14,1.7469757284105005e-14,9.6449004042941479e-22,1.9109984394974331e-17,0.0,0.0,6.8707456654610106e-09,8.8940542539892754e-15,154.0,0.0,0.99967224793001352,1.0,18.999988552084375,1.3709361087416747e-05,6.2369628157958602e-07,8.7473247573390764e-05,9.8402276766062214e-05,4.4871543033838793e-05,1.1166686666410829e-05,4.2813811023033466e-11,2.7429233122355596e-07,7.1142871137103714e-05,1.2580007565246006e-13,4.7348556511887739e-08,2.9205645530987378e-08,7.2630269580978845e-09,7.2582185573712179e-09,2.9972641563860747e-12,4.6313812375630509e-10,1.8111362837378884e-12,3.461875085758968e-09,4.9783922192308838e-20,4.6740989610044762e-20,4.6745205265742278e-20,1.8117881245196754e-11,2.7497352293902723e-14,2.1366801804734864e-15,1.9642999523634114e-17,1.452429157293949e-17,4.5669732400304283e-15,6.4987885271544815e-17,1.34759072930364e-18,1.6442639823803538e-19,1.0266517818261332e-21,1.1196700929845221e-24,9.0832004660381816e-26,1.6401604608633002e-21,8.3510938724129336e-25,2.9177570230967395e-10,2.2646331309921335e-16,2.2703141458599357e-17,1.1691087504742445e-19,7.2385889035737023e-21,7.0878682472577958e-18,3.6118918054877509e-25,2.0722174799923181e-25,5.7432735303903552e-21,1.183383563293392e-25
9.68649896578436e-11,0.37154261443127673,2.3468452621012244e-10,2.3503464691386792e-14,1.8844070439596117e-14,1.1175804940459621e-21,2.1361389397887304e-17,0.0,0.0,7.3861747458436542e-09,1.0230982004838462e-14,154.0,0.0,0.99966007922714628,1.0,18.999987972779078,1.4218299637039144e-05,6.2368923214830749e-07,9.0564940597325405e-05,0.0001020548956375019,4.6546280923854801e-05,1.1735197286270289e-05,4.440302777343797e-11,2.8456718375121972e-07,7.3798216216126099e-05,1.3220472390685094e-13,5.0929387851505811e-08,3.1115412687893188e-08,8.0410246442565155e-09,8.0356996458457726e-09,3.3187900931511589e-12,4.9750149589016714e-10,2.0062079527943633e-12,3.7244318997148402e-09,6.3374380569260637e-20,5.9508059530269267e-20,5.9513632744704692e-20,2.0397407119094344e-11,3.0528369818196491e-14,2.2167191501737324e-15,2.0575462184991093e-17,1.5343244329515554e-17,5.0120348910426913e-15,7.4064343493442425e-17,1.5867151992374086e-18,1.9454283453336057e-19,1.2608141528184549e-21,1.4113465482140198e-24,1.0747090033691133e-25,1.9430578505241891e-21,1.0346734318260645e-24,3.1341101197530328e-10,2.4306369200762056e-16,2.4845591426293506e-17,1.2550429691817631e-19,7.8657130191222485e-21,7.889999814419303e-18,3.9527388782141473e-25,2.2677685351632366e-25,6.6318574360834469e-21,1.3665160122046336e-25
9.999999999999999e-11,0.3715426131989387,2.4288263498522464e-10,2.5161946336781138e-14,2.0135179559812046e-14,1.2711776836169377e-21,2.3546084349709638e-17,0.0,0.0,7.8680814786835234e-09,1.1563841281959132e-14,154.0,0.0,0.99964907971607686,1.0,18.99998744696294,1.4678333673460106e-05,6.2368286002649819e-07,9.33572885041607e-05,0.00010535651030608699,4.8060100925316651e-05,1.2251239883335252e-05,4.5839526140938844e-11,2.9385465752582811e-07,7.6198426558290512e-05,1.3801828519168323e-13,5.4278449041429472e-08,3.2879106936281944e-08,8.7871272099793009e-09,8.7813067065344749e-09,3.6271606204799838e-12,5.2956808000078116e-10,2.1933423740301798e-12,3.9700680784890287e-09,7.8226510910174914e-20,7.3462254643575657e-20,7.34693651033913e-20,2.2618094830249734e-11,3.3444016761553561e-14,2.2890666442167204e-15,2.1430615046250438e-17,1.6095375888220149e-17,5.4351672319293921e-15,8.300534216782606e-17,1.8293570838140398e-18,2.2527340078239693e-19,1.5082630844096367e-21,1.7272949129039151e-24,1.2444932665655461e-25,2.2525859394444138e-21,1.247596645508374e-24,3.3359901393313612e-10,2.5855758229241436e-16,2.6872985716995894e-17,1.3352558989488007e-19,8.459862378581778e-21,8.6645206304640186e-18,4.2752814941135517e-25,2.4528179426190502e-25,7.519746285866221e-21,1.5495091108368728e-25
1.0033320286039143e-10,0.3715426131989387,2.4375619441736815e-10,2.5341771914076228e-14,2.0275149273106737e-14,1.2883948113271912e-21,2.3786860596398059e-17,0.0,0.0,7.9201935968371025e-09,1.1712765825367595e-14,154.0,0.0,0.99964791064484793,1.0,18.999987390965295,1.4727227632553413e-05,6.2368218276582177e-07,9.3653951785874798e-05,0.0001057074158781123,4.8220995328583587e-05,1.2306197862717691e-05,4.5992201518715021e-11,2.9484175824217401e-07,7.645353010427533e-05,1.3863742319224131e-13,5.4640668317709597e-08,3.3068610037257781e-08,8.8688540058335652e-09,8.8629792209351105e-09,3.6609404146295868e-12,5.3303214283543471e-10,2.2138440235001855e-12,3.9966391350324275e-09,7.9964334430115764e-20,7.5095126030419667e-20,7.5102419587738742e-20,2.2863296875914632e-11,3.3763892363919628e-14,2.2967559540257014e-15,2.1522190010704728e-17,1.6175979979781191e-17,5.4813142500764816e-15,8.3998173921096503e-17,1.8567062156097471e-18,2.2874717104590969e-19,1.5367326724041353e-21,1.7641008783228236e-24,1.2636857377858237e-25,2.2876013987091141e-21,1.2722148870193528e-24,3.3577979689538513e-10,2.6023157414873803e-16,2.709354519175413e-17,1.343922625297852e-19,8.5245541021347765e-21,8.7496621030788034e-18,4.3103707861531146e-25,2.4729493992950659e-25,7.6190622198572647e-21,1.5699782518044576e-25
1.0380141606293925e-10,0.37154261196202365,2.5287424495149957e-10,2.7254208720954143e-14,2.1763589444421238e-14,1.4782841211914001e-21,2.6393489813450373e-17,0.0,0.0,8.4728000913326477e-09,1.3349466943799508e-14,154.0,0.0,0.99963574218312756,1.0,18.999986806926689,1.5236145074111318e-05,6.2367513342952444e-07,9.6740564885440411e-05,0.00010935983748049471,4.9895686252240875e-05,1.2879404719591099e-05,4.758133225571862e-11,3.051160546761098e-07,7.9108812808101277e-05,1.4509497770643461e-13,5.8482391227459365e-08,3.5064053702886954e-08,9.7476201155906525e-09,9.7411616166533704e-09,4.0241733145565844e-12,5.6972388946863027e-10,2.4343250466154122e-12,4.2785025446610571e-09,1.0006919565202445e-19,9.3987324900432252e-20,9.3996780037873857e-20,2.552293194543343e-11,3.7209266719352099e-14,2.3767905918712317e-15,2.2483191495293392e-17,1.7022579091535284e-17,5.9751820844499815e-15,9.4834065309486958e-17,2.1601278199915803e-18,2.6741245411321014e-19,1.8599099379096753e-21,2.1878047551680997e-24,1.4773117687376553e-25,2.6776806272364584e-21,1.5532497543697869e-24,3.588780774955621e-10,2.7796603334155399e-16,2.9447346713646298e-17,1.4357428883743159e-19,9.2157453876001936e-21,9.6687684341632386e-18,4.6848422505049393e-25,2.6877914670768547e-25,8.7118297237060077e-21,1.7952015878933244e-25
1.0726962926548708e-10,0.3715426107210701,2.6203868484344851e-10,2.9241122254378098e-14,2.3309999467032891e-14,1.6886538305327707e-21,2.9188444397356462e-17,0.0,0.0,9.0439922602662542e-09,1.5151482720613231e-14,154.0,0.0,0.99962357384199407,1.0,18.999986220915012,1.5745051961864627e-05,6.2366808419091351e-07,9.9825031705872073e-05,0.00011301216043724097,5.1570353699000328e-05,1.3454566108997118e-05,4.9170419981308659e-11,3.1539007303275934e-07,8.1764064334086383e-05,1.5157455134058498e-13,6.2454549897626256e-08,3.7100597994744207e-08,1.067839800034298e-08,1.0671321141161662e-08,4.4089345263695636e-12,6.0757059325347976e-10,2.6679239394573449e-12,4.5700278778899068e-09,1.2426916947117239e-19,1.1673089738086487e-19,1.1674304701049738e-19,2.8383677521570243e-11,4.0869730976442939e-14,2.4568230635523284e-15,2.3458475127537294e-17,1.7883160047471044e-17,6.494011436194657e-15,1.0661731484533969e-16,2.4996420726663607e-18,3.1093013083609837e-19,2.2363323884937277e-21,2.6934811311249526e-24,1.7177503125026568e-25,3.1173878723656191e-21,1.8838649886453601e-24,3.8270189573065995e-10,2.962662034528478e-16,3.1907290765533744e-17,1.530499241977269e-19,9.939919928893474e-21,1.0649227847657185e-17,5.076200167496708e-25,2.9123216438479944e-25,9.9173284665312571e-21,2.0436640733684437e-25
1.107378424680349e-10,0.371542609476554,2.7124952040807891e-10,3.1302850960469095e-14,2.4915000674292948e-14,1.9209641039904853e-21,3.2178968825724133e-17,0.0,0.0,9.6337682746033774e-09,1.7129546672695452e-14,154.0,0.0,0.99961140562145667,1.0,18.999985633153674,1.6253948295965108e-05,6.2366103502273549e-07,0.00010290757572704896,0.00011666438474093539,5.3244997673044155e-05,1.4031458605662958e-05,5.0759464692352436e-11,3.2566381329181649e-07,8.4419284688725901e-05,1.5807362705916811e-13,6.6557137644992017e-08,3.9177133532586345e-08,1.1662233602779827e-08,1.1654503037944424e-08,4.8156577223359647e-12,6.4656614406892639e-10,2.9149062308545751e-12,4.8712208799303479e-09,1.5321452656919246e-19,1.4393818163280041e-19,1.4395366519366683e-19,3.1452882935747591e-11,4.4750416855167983e-14,2.5368533689108702e-15,2.4448049390598838e-17,1.8757874695432427e-17,7.038178704981075e-15,1.1939383416280266e-16,2.8780082620548826e-18,3.5971024460913229e-19,2.6724926863309477e-21,3.293389182866944e-24,1.9872673634132723e-25,3.6110213004566128e-21,2.2707556184230244e-24,4.0724731496820504e-10,3.1513127243462051e-16,3.4473628686081826e-17,1.6281874524738569e-19,1.0697710538796756e-20,1.1692945302056253e-17,5.4844845231954357e-25,3.1465628704454749e-25,1.1242953137526311e-20,2.3168904037180329e-25
1.1420605567058272e-10,0.3715426082288985,2.805067572659061e-10,3.343972556704661e-14,2.6579227186386002e-14,2.1767303437887883e-21,3.5372386305474989e-17,0.0,0.0,1.0242126429432764e-08,1.929472849272236e-14,154.0,0.0,0.99959923752152424,1.0,18.999985043840965,1.6762834076564536e-05,6.2365398589402602e-07,0.00010598839528389355,0.00012031651038415626,5.4919618178534614e-05,1.4609883922745893e-05,5.234846638571775e-11,3.3593727543301938e-07,8.7074473878483125e-05,1.6458997102793183e-13,7.0790147786248716e-08,4.129258552424024e-08,1.2700144695417258e-08,1.2691724399150137e-08,5.2447648927935487e-12,6.8670446403807544e-10,3.1755302938544399e-12,5.1820872916392656e-09,1.8763107323816186e-19,1.7629279420743028e-19,1.7631237427984251e-19,3.4737882149218057e-11,4.8856351976860166e-14,2.616881507789098e-15,2.545192276122387e-17,1.9646904516363849e-17,7.6080645991659657e-15,1.3321015736984576e-16,3.2980821685024756e-18,4.1418163288305813e-19,3.1754122567618887e-21,4.0011120726632996e-24,2.2882327868384297e-25,4.1630879505646615e-21,2.7212630205860464e-24,4.3251041987258823e-10,3.3456047705864354e-16,3.7146573453252515e-17,1.7288035414681426e-19,1.148974973847462e-20,1.280182185360483e-17,5.9097292007736891e-25,3.3905345863489897e-25,1.2696324112886039e-20,2.6164518173288115e-25
1.1767426887313055e-10,0.3715426069784793,2.898104003638925e-10,3.5652069950647585e-14,2.8303325878352613e-14,2.4575236696035379e-21,3.8776100369106771e-17,0.0,0.0,1.086906512986175e-08,2.1658434062937494e-14,154.0,0.0,0.99958706954220622,1.0,18.999984453152841,1.7271709303814676e-05,6.2364693684584631e-07,0.00010906766639125658,0.00012396853735947724,5.6594215219585508e-05,1.5189666087679159e-05,5.3937425058271032e-11,3.4621045943615225e-07,8.9729631909743899e-05,1.7112160079789809e-13,7.5153573637998727e-08,4.344591217789318e-08,1.3793121751754084e-08,1.3783975036164065e-08,5.6966667076116428e-12,7.2797950735804209e-10,3.4500475674851304e-12,5.5026328493537487e-09,2.2832581303228754e-19,2.1455499546444701e-19,2.1457957628161361e-19,3.8245994329751323e-11,5.3192462088607088e-14,2.6969074800293858e-15,2.6470103708979731e-17,2.0550457233666313e-17,8.2040549745227711e-15,1.4811345076469573e-16,3.7628153889037803e-18,4.7479212810460491e-19,3.752663987475547e-21,4.8316474688099669e-24,2.6231214297145438e-25,4.7783068133221947e-21,3.2434143401716656e-24,4.5848731628985372e-10,3.5455309824640027e-16,3.992630418146623e-17,1.8323437613537943e-19,1.2316669713241524e-20,1.397775481826348e-17,6.3519626959737409e-25,3.6442531401575766e-25,1.4285286992864534e-20,2.9439659999922339e-25
1.2114248207567837e-10,0.37154260572562997,2.9916045399539239e-10,3.7940201906454238e-14,3.0087956349314421e-14,2.7649713984155905e-21,4.2397596467330031e-17,0.0,0.0,1.1514582878488631e-08,2.4232405463758872e-14,154.0,0.0,0.99957490168351248,1.0,18.999983861245472,1.7780573977867327e-05,6.2363988788311889e-07,0.00011214554525352792,0.00012762046565946842,5.8268788800303272e-05,1.5770648933209824e-05,5.5526340706882187e-11,3.5648336528096295e-07,9.2384758788881949e-05,1.7766675704023974e-13,7.9647408516754376e-08,4.5636103233426599e-08,1.4942128778242871e-08,1.4932218311022277e-08,6.1717628613755004e-12,7.7038526013068796e-10,3.7387027684995598e-12,5.8328632848125374e-09,2.7619279628395661e-19,2.5956723571692162e-19,2.5959788371394613e-19,4.1984524482804412e-11,5.7763573239955185e-14,2.776931285474027e-15,2.7502600697120293e-17,2.1468763807834417e-17,8.8265415749323226e-15,1.6415152400749691e-16,4.2752547273220517e-18,5.420087626010963e-19,4.4123950902890351e-21,5.8015008131770866e-24,2.9945142528691422e-25,5.4616119538725695e-21,3.8459630638042611e-24,4.8517413113310776e-10,3.751084569199366e-16,4.2812970113968702e-17,1.9388045735941069e-19,1.3179102274269003e-20,1.5222637918554713e-17,6.8112087522624141e-25,3.9077321539910983e-25,1.6017912157038217e-20,3.3010969931673133e-25
1.246106952782262e-10,0.3715426044706468,3.0855692181930616e-10,4.0304433832526401e-14,3.1933790892975306e-14,3.1007575243196459e-21,4.6244443558246669e-17,0.0,0.0,1.2178678264267031e-08,2.7028720977085136e-14,154.0,0.0,0.99956273394545214,1.0,18.999983268257434,1.8289428098874266e-05,6.2363283896694344e-07,0.00011522217049594993,0.00013127229527669737,5.9943338924790033e-05,1.6352693866662307e-05,5.7115213328417782e-11,3.6675599294717088e-07,9.5039854522263871e-05,1.8422387841553052e-13,8.4271645738937975e-08,4.7862178600356233e-08,1.6148104110149862e-08,1.6137391931738846e-08,6.6704424035715508e-12,8.1391574019425258e-10,4.0417340938896717e-12,6.1727843251459986e-09,3.3221915321610388e-19,3.1225987825653136e-19,3.1229784480112245e-19,4.5960764116245731e-11,6.257441391317078e-14,2.8569529239651721e-15,2.8549422182234997e-17,2.2402075770203815e-17,9.4759226867471919e-15,1.8137284255577346e-16,4.8385416548298869e-18,6.163179779975298e-19,5.163350130077163e-21,6.9287813206011027e-24,3.4050994883864357e-25,6.2181556849432598e-21,4.5384307528094126e-24,5.1256701226854659e-10,3.9622591031240019e-16,4.5806694169883212e-17,2.0481826294083264e-19,1.4077678825530666e-20,1.653836141705768e-17,7.2874869251399252e-25,4.1809828472460066e-25,1.7902494336000836e-20,3.6895551056340504e-25
1.2807890848077402e-10,0.371542603213793,3.179998068784886e-10,4.2745073336742511e-14,3.3841514469416354e-14,3.4666231982623007e-21,5.032429569322601e-17,0.0,0.0,1.2861349952625815e-08,3.0059795084681977e-14,154.0,0.0,0.99955056632803496,1.0,18.999982674311731,1.8798271666987275e-05,6.2362579011432616e-07,0.00011829766514490189,0.00013492402620372978,6.1617865597105904e-05,1.6935677890166181e-05,5.8704042919738487e-11,3.7702834241451204e-07,9.769491911618918e-05,1.9079157927026939e-13,8.9026278620881697e-08,5.0123187093217281e-08,1.7411961173560705e-08,1.7400408713801532e-08,7.1930840547117829e-12,8.5856499695587838e-10,4.3593734147502396e-12,6.5224016929208968e-09,3.9749130759690082e-19,3.7365709656490005e-19,3.7370384301888684e-19,5.0181991923106351e-11,6.7629617107909051e-14,2.9369723953447725e-15,2.9610576613443099e-17,2.3350662862050311e-17,1.0152603715431195e-14,1.9982654122298069e-16,5.4559118407539316e-18,6.9822583962620065e-19,6.0148942271519808e-21,8.233300716411754e-24,3.8576738245587066e-25,7.0533117949790575e-21,5.33114994937531e-24,5.4066212840210486e-10,4.1790484869305796e-16,4.890757608977389e-17,2.160474752627553e-19,1.5013030335466814e-20,1.7926812237856163e-17,7.780813082575156e-25,4.4640143237054461e-25,1.994755219819775e-20,4.1110968282707263e-25
1.3154712168332184e-10,0.37154260195530187,3.274891116174582e-10,4.5262423774593946e-14,3.581182467818906e-14,3.8643672076865119e-21,5.4644893599638642e-17,0.0,0.0,1.3562596676712354e-08,3.3338378461868261e-14,154.0,0.0,0.99953839883127094,1.0,18.999982079517501,1.9307104682358149e-05,6.2361874135029752e-07,0.00012137213838358239,0.00013857565843313028,6.3292368821287154e-05,1.7519491845427409e-05,6.0292829477707561e-11,3.8730041366270857e-07,0.0001003499525769194,1.973686298630749e-13,9.391130047882745e-08,5.2418205255466019e-08,1.8734589215768104e-08,1.8722157310070655e-08,7.7400565093274688e-12,9.0432711122501341e-10,4.69184646206588e-12,6.8817211062288342e-09,4.7320136731407891e-19,4.4488294247385851e-19,4.4494016773905981e-19,5.4655474471072147e-11,7.2933722381243649e-14,3.0169896994548985e-15,3.0686072433789873e-17,2.4314810946369034e-17,1.0856997692797171e-14,2.1956243872445673e-16,6.1306947570161565e-18,7.8825825634849694e-19,6.9770364394619595e-21,9.7366747150825463e-24,4.3551436207438625e-25,7.9726788358755293e-21,6.2353082672017466e-24,5.6945566896671282e-10,4.4014469246301927e-16,5.2115695222183273e-17,2.2756779244916739e-19,1.5985787312869577e-20,1.938987407720401e-17,8.2911998483222318e-25,4.7568338258791276e-25,2.2161827950639927e-20,4.5675247516950714e-25
1.3501533488586967e-10,0.37154260069538103,3.3702483789944855e-10,4.7856784725762789e-14,3.7845431732707766e-14,4.2958464560605466e-21,5.9214066260606555e-17,0.0,0.0,1.4282417229630312e-08,3.6877557966869572e-14,154.0,0.0,0.99952623145516928,1.0,18.999981483971624,1.9815927145138674e-05,6.236116926461269e-07,0.00012444568710882399,0.00014222719195746282,6.4966848601369975e-05,1.8104038857316485e-05,6.1881572999183541e-11,3.9757220667143681e-07,0.00010300495491071546,2.0395393883065611e-13,9.8926704628926842e-08,5.4746336263178034e-08,2.0116854006245168e-08,2.0103502911283307e-08,8.3117187267480694e-12,9.5119619504769429e-10,5.0393730049865415e-12,7.2507482788079039e-09,5.6065368800642916e-19,5.2716758180957846e-19,5.272372525159327e-19,5.9388466888360604e-11,7.8491177844055254e-14,3.0970048361374447e-15,3.1775918080249699e-17,2.5294820160333638e-17,1.1589525722944674e-14,2.4063105307895664e-16,6.8663133569897243e-18,8.8696120618509937e-19,8.0604533311777174e-21,1.1462427243768137e-23,4.9005261543200478e-25,8.9820834746380828e-21,7.2629936778129953e-24,5.9894384401016463e-10,4.6294488957901786e-16,5.5431112992485689e-17,2.3937892701636764e-19,1.6996579786497767e-20,2.0929427504638687e-17,8.8186569946961458e-25,5.0594469603469193e-25,2.4554286952267868e-20,5.0606874865155575e-25
1.384835480884175e-10,0.37154259943421486,3.4660698702284746e-10,5.0528452416849496e-14,3.9943058435932901e-14,4.7629764422715752e-21,6.4039732491930175e-17,0.0,0.0,1.5020810457552344e-08,4.0690756626112991e-14,154.0,0.0,0.99951406419974032,1.0,18.99998088776006,2.0324739055480657e-05,6.236046439954875e-07,0.00012751839731294128,0.00014587862676929131,6.6641304941361402e-05,1.8689232952377525e-05,6.3470273481015915e-11,4.0784372142035405e-07,0.00010565992612379217,2.1054653762436819e-13,1.0407248438724118e-07,5.7106708900401664e-08,2.1559598510293255e-08,2.1545287919250461e-08,8.9084202105334947e-12,9.9916639154170855e-10,5.4021670221270572e-12,7.6294889201886204e-09,6.6127160560121063e-19,6.2185369377872644e-19,6.2193807727676976e-19,6.4388213537701693e-11,8.4306342114810714e-14,3.177017805233699e-15,3.28801219825672e-17,2.6291003279165006e-17,1.235061737441302e-14,2.6308361774402689e-16,7.6662838297754546e-18,9.9490096810349291e-19,9.2765127345102116e-21,1.3436097414585601e-23,5.4969509016666358e-25,1.0087583912851195e-20,8.4272410030990869e-24,6.291228840835964e-10,4.8630491326567445e-16,5.8853875092438242e-17,2.514806046753827e-19,1.8046037287967531e-20,2.2547350055685689e-17,9.363191790913861e-25,5.3718578976093987e-25,2.7134117338819492e-20,5.5924795859563367e-25
1.4195176129096532e-10,0.3715425981719671,3.5623555973705776e-10,5.3277720096485976e-14,4.2105440157318703e-14,5.267731739866325e-21,6.912990251635276e-17,0.0,0.0,1.577777525360652e-08,4.4791733615767406e-14,154.0,0.0,0.99950189706499359,1.0,18.999980290959101,2.0833540413535897e-05,6.2359759542723665e-07,0.00013059034531084934,0.0001495299628611797,6.8315737845234901e-05,1.9274997832026813e-05,6.505893092005712e-11,4.181149578891099e-07,0.00010831486622231058,2.1714556668950085e-13,1.0934863306974138e-07,5.9498476599234035e-08,2.3063643537172108e-08,2.3048332594553409e-08,9.5305012773117381e-12,1.0482318747326252e-09,5.7804368663543609e-12,8.0179487358568183e-09,7.7660433370430446e-19,7.3040303044479035e-19,7.3050473076870654e-19,6.9661948671950072e-11,9.0383486231693742e-14,3.2570286065851188e-15,3.3998692565059823e-17,2.7303684266601301e-17,1.3140711024892802e-14,2.8697209838296656e-16,8.5342154302025637e-18,1.1126643602470168e-18,1.0637297712177365e-20,1.5685349254704311e-23,6.1476608547433181e-25,1.1295473377241163e-20,9.7420796259054727e-24,6.5998904013056589e-10,5.1022425998274353e-16,6.2384013422896244e-17,2.6387256326789928e-19,1.9134788837538178e-20,2.4245516317120757e-17,9.9248093121652519e-25,5.6940695494081602e-25,2.9910729658232461e-20,6.1648414706556912e-25
1.4541997449351314e-10,0.371542596908783,3.6591055625781391e-10,5.6104878368075103e-14,4.4333324810982969e-14,5.8121464761234102e-21,7.4492679535316617e-17,0.0,0.0,1.6553310552451259e-08,4.9194584239825433e-14,154.0,0.0,0.99948973005093922,1.0,18.999979693636455,2.13423312194562e-05,6.2359054693115355e-07,0.00013366159882946009,0.00015318120022569262,6.9990147316958395e-05,1.986126578343873e-05,6.6647545313155738e-11,4.2838591605732014e-07,0.00011096977521242289,2.2375026319567662e-13,1.1475514399230808e-07,6.1920816538754959e-08,2.4629788364270716e-08,2.4613435680297049e-08,1.0178293315669519e-11,1.0983868493906847e-09,6.1743854234618097e-12,8.4161334274279544e-09,9.0833402187541737e-19,8.544031327201878e-19,8.5452512969171559e-19,7.5216897066884931e-11,9.6726795523980647e-14,3.3370372400332371e-15,3.5131638247022778e-17,2.8333196990826247e-17,1.3960254163807277e-14,3.123492101782295e-16,9.4738103843501701e-18,1.2408589848329801e-18,1.2155630728385448e-20,1.8240084208150798e-23,6.8560138745254333e-25,1.261228368408514e-20,1.122258243157753e-23,6.9153858337672947e-10,5.3470244761921655e-16,6.6021547816952544e-17,2.7655455182097217e-19,2.0263462932468589e-20,2.6025798005601695e-17,1.0503512713751191e-24,6.0260837260046289e-25,3.2893756515766853e-20,6.7797593554700175e-25
1.4888818769606097e-10,0.371542595644792,3.7563197628198099e-10,5.9010215484760313e-14,4.6627472835049595e-14,6.3983148109435403e-21,8.0136261298361193e-17,0.0,0.0,1.7347415325464174e-08,5.3913739905053278e-14,154.0,0.0,0.99947756315758707,1.0,18.999979095852215,2.185111147339338e-05,6.2358349848738097e-07,0.00013673221797429677,0.00015683233885539525,7.1664533360483353e-05,2.044797671318068e-05,6.8236116657148063e-11,4.3865659590456599e-07,0.00011362465310025519,2.3035995015006609e-13,1.2029201047073137e-07,6.4372928797633834e-08,2.6258811338719476e-08,2.6241375003319542e-08,1.0852119035677575e-11,1.1496255508685567e-09,6.5842102650894849e-12,8.8240486928282489e-09,1.058282970851166e-18,9.9557419932553159e-19,9.9571989097300655e-19,8.106027462801238e-11,1.0334037144351836e-13,3.4170437054186959e-15,3.6278967440944624e-17,2.9379884087699223e-17,1.4809703657417025e-14,3.3926843561698278e-16,1.0488863870070593e-17,1.3801134799103001e-18,1.3845098036454547e-20,2.1132556426997836e-23,7.6254840823486831e-25,1.404478887986949e-20,1.2884915994099104e-23,7.237678052201195e-10,5.5973901388956298e-16,6.9766487567435073e-17,2.8952632970751435e-19,2.1432687537659358e-20,2.7890064040382814e-17,1.1099303474097208e-24,6.3679012756020671e-25,3.6093052228132711e-20,7.4392651781357539e-25
1.523564008986088e-10,0.3715425943801088,3.8539981900186505e-10,6.199401761084972e-14,4.8988657172112439e-14,7.0283914155449954e-21,8.606894167030348e-17,0.0,0.0,1.8160088576476006e-08,5.8963968093124122e-14,154.0,0.0,0.99946539638494747,1.0,18.999978497659693,2.235988117549924e-05,6.2357645011585279e-07,0.00013980225608703698,0.00016048337874285379,7.3338895979726062e-05,2.1035077289892261e-05,6.9824644948874665e-11,4.4892699741041266e-07,0.00011627949989187752,2.3697402673912846e-13,1.2595922582071105e-07,6.6854035555626845e-08,2.7951470457754959e-08,2.7932908054168829e-08,1.1552292709596258e-11,1.2019422449399521e-09,7.0101037962265082e-12,9.2417002264789246e-09,1.2284210007202725e-18,1.1557761051086783e-18,1.1559493535793749e-18,8.7199288969178271e-11,1.1022823335715749e-13,3.4970480025822157e-15,3.744068855460911e-17,3.0444095954738198e-17,1.5689525980711354e-14,3.6778404268103529e-16,1.1583264071781318e-17,1.5310777781416631e-18,1.5720074291338623e-20,2.439749087189013e-23,8.4596632900758148e-25,1.5600008960356876e-20,1.4746392020681937e-23,7.5667301712201422e-10,5.8533351490944503e-16,7.3618832780715329e-17,3.0278766590075531e-19,2.2643090078325071e-20,2.9840180610765929e-17,1.1712181610133758e-24,6.7195222079135774e-25,3.951869248596476e-20,8.1454365296534059e-25
1.5582461410115661e-10,0.3715425931148354,3.9521408311905976e-10,6.5056569053543406e-14,5.1417663250768173e-14,7.7045919509528713e-21,9.2299112196337883e-17,0.0,0.0,1.8991329337987385e-08,6.4360372330225214e-14,154.0,0.0,0.99945322973303008,1.0,18.999977899106224,2.2868640325925609e-05,6.2356940182318824e-07,0.00014287176050647597,0.00016413431988063554,7.5013235178587889e-05,2.1622520183518605e-05,7.1413130185174784e-11,4.5919712055440495e-07,0.00011893431559333639,2.4359195975807332e-13,1.3175678335785658e-07,6.9363380339578433e-08,2.9708503929059597e-08,2.9688772547067481e-08,1.2279120404269483e-11,1.2553312276390856e-09,7.4522533976084975e-12,9.6690937194805506e-09,1.42087296801163e-18,1.3370155650717013e-18,1.3372207462194118e-18,9.3641139961566848e-11,1.1739432030098499e-13,3.5770501313649179e-15,3.8616809992079794e-17,3.1526189860311278e-17,1.6600197419966839e-14,3.9795110337973461e-16,1.2760992308588981e-17,1.6944233727504849e-18,1.7795747395404491e-20,2.8072204244123351e-23,9.3622624698609636e-25,1.728521366998525e-20,1.6825520068899663e-23,7.9025055049839721e-10,6.1148552393024921e-16,7.7578575576823617e-17,3.163383383118747e-19,2.3895297434457761e-20,3.1878011238883601e-17,1.2342145868225118e-24,7.0809458037020697e-25,4.318097402404347e-20,8.9003965862697318e-25
