Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368)
9.999999999999999e-10,0.38733357639193344,8.9880908183330256e-16,9.4091576061697181e-20,5.7824132292014829e-15,2.433853007594208e-28,2.898573143942588e-17,0.0,0.0,6.1228942829215724e-11,1.6979341537755041e-17,154.0,0.0,0.99999540694196687,1.0,18.999998616297319,5.3998740306434047e-07,1.2181757585840949e-11,6.7028029481114167e-07,1.9872333502996767e-06,6.6810801481964041e-09,1.350304934926618e-06,4.8808571347972385e-12,3.3330933183891532e-08,4.5268305508092717e-09,7.5338864861393472e-14,6.4789603200752558e-10,4.632241617451385e-12,9.3531182631431307e-13,9.3284972944587996e-13,1.3903581158273819e-15,1.2025862009072277e-15,1.071738450843571e-15,4.1945819911323665e-11,9.4477739854280186e-27,9.2927524630165085e-27,9.2927604001325649e-27,5.3640630772052096e-13,1.1968620095798647e-17,1.0972915885685733e-15,4.0242731383544748e-20,3.2939901255936462e-22,7.0280687055288538e-20,2.544935493556668e-21,5.4302347724562209e-22,6.7204704828606432e-25,4.5067747273419004e-26,1.006280058269714e-28,9.6530380730324822e-32,6.6403887201145447e-25,3.3255725715480369e-28,1.7740536332763758e-15,5.1286701147379812e-22,5.884484651679888e-22,7.8198828671180349e-27,1.1431561880524137e-27,5.6727838643468433e-24,5.0041430744006627e-29,2.7748527624231125e-29,5.1024577894701318e-26,2.3915322313210451e-31,6.7002100574930462e-28,8.2675581778464184e-32,8.7457809352424194e-36,6.2389060292617722e-31,5.1112436834522094e-31,4.9010576195948833e-31,5.2783879176109702e-33,3.017057918830241e-22,2.0973881392144225e-28,1.4189139272791745e-29,3.0336855287666599e-29,1.4313513814628373e-30,4.1471471808393658e-34,9.9816035986642554e-33,2.5760961413533805e-35,8.1122534983489448e-32,3.4765576586434983e-30,1.5740218468121658e-32,8.2855734143249794e-38,9.9696847459964047e-39,5.8110148028568912e-39,1.0727144035922621e-32,1.124320740955197e-13,1.5401640445394039e-18,5.9624692254243058e-19,5.8113466068494062e-15,8.546822897885412e-39
1.014517562031572e-09,0.38733357639193344,9.1459951215434718e-16,9.7248468697663411e-20,6.035444576463707e-15,2.5794406782065987e-28,3.0699278306328768e-17,0.0,0.0,6.289112301905166e-11,1.7833704261067097e-17,154.0,0.0,0.99999534025353998,1.0,18.999998591157077,5.4782602058389699e-07,1.2181773762053682e-11,6.7496172893177507e-07,2.0160799635705168e-06,6.778175489702585e-09,1.3749571176236773e-06,4.9517075328285657e-12,3.381723080970822e-08,4.5926184512946577e-09,7.6714309842161229e-14,6.6684254289374857e-10,4.7217259601745142e-12,9.6862525446764345e-13,9.660753315193325e-13,1.4399036597435775e-15,1.2375215832605411e-15,1.1100189690450261e-15,4.3176926510988338e-11,1.0292402536588978e-26,1.0123532465037671e-26,1.0123541246400025e-26,5.5853715156241981e-13,1.2459634692080602e-17,1.1133010558010425e-15,4.0931290596495079e-20,3.3776525624540953e-22,7.3023828364515496e-20,2.6760286985710676e-21,5.7933910650633926e-22,7.1662994561301356e-25,4.8790243090894213e-26,1.0974015937192017e-28,1.0293419387941759e-31,7.0883942324158706e-25,3.6494082992654028e-28,1.8255780225831333e-15,5.2793519296681392e-22,6.1220953844166498e-22,8.0500202041265987e-27,1.184160275739211e-27,5.913969512919547e-24,5.2062064747442735e-29,2.8868991796128669e-29,5.3933268928621802e-26,2.5278698264330559e-31,7.0820839141114365e-28,8.7387762942877261e-32,9.2442416241836586e-36,6.5945856352125009e-31,5.4796539544913285e-31,5.2511809172532275e-31,5.7376274263131485e-33,3.1946066401812862e-22,2.2089254226844946e-28,1.5011644760797588e-29,3.2589213138489234e-29,1.5195027914178104e-30,4.455166319608285e-34,1.0888600060022448e-32,2.8511750303860807e-35,8.5084964630637075e-32,3.7009203924514769e-30,1.7109676297496938e-32,9.1555026438948082e-38,1.1181020859506853e-38,6.5210784382133463e-39,1.1579672129673314e-32,1.1565202678380297e-13,1.58427326119839e-18,6.1332294062830622e-19,6.066089446660273e-15,9.1925543870362478e-39
1.0390676303347168e-09,0.3873335762977697,9.4147352627695188e-16,1.0271534638625126e-19,6.4796916587642745e-15,2.8406104007189772e-28,3.3767422570724018e-17,0.0,0.0,6.5749771006523647e-11,1.9348807249535607e-17,154.0,0.0,0.99999522747885827,1.0,18.99999854861035,5.6108154856644386e-07,1.2181791008516272e-11,6.8284527413941544e-07,2.0648612683625208e-06,6.9423695259794664e-09,1.4166784580377299e-06,5.0715196860730904e-12,3.463958844344242e-08,4.7038697309706291e-09,7.9042112180137607e-14,6.995035055437962e-10,4.8735314756421391e-12,1.026413067542384e-12,1.0237107892745693e-12,1.5258499532256049e-15,1.2977194918267609e-15,1.1764279632767839e-15,4.5299631230760096e-11,1.186064827800111e-26,1.1666067765072116e-26,1.1666078147223327e-26,5.9725854866040886e-13,1.3317936349473239e-17,1.1403739981551654e-15,4.2102372549224701e-20,3.5216516154470295e-22,7.7815459965829686e-20,2.9083585870523357e-21,6.4494926904366317e-22,7.9710922786057738e-25,5.5648808478175305e-26,1.2671065893530826e-28,1.14494114148434e-31,7.898535507897994e-25,4.2570601354086448e-28,1.9143596025130756e-15,5.5404586517831567e-22,6.5382248760419566e-22,8.4488184955190754e-27,1.255797738592807e-27,6.337772867704862e-24,5.5600816589037798e-29,3.0831269313239278e-29,5.9133421941149876e-26,2.7716145519303282e-31,7.7647852462700706e-28,9.5812055987531114e-32,1.0135373086471433e-35,7.2304665220664231e-31,6.1505531810939276e-31,5.8881676794599249e-31,6.58926882580982e-33,3.512415294325329e-22,2.4071504091297299e-28,1.6480484756046234e-29,3.6694326452592548e-29,1.6774716069195163e-30,5.016572339147056e-34,1.2576259654444946e-32,3.3730507865092729e-35,9.2084034187554184e-32,4.1052619629359056e-30,1.964928133759043e-32,1.0801868216501587e-37,1.3519912493727995e-38,7.8934044389532703e-39,1.3147881633668711e-32,1.211950738466234e-13,1.6602058971980009e-18,6.4271876896725119e-19,6.5134010685647491e-15,1.0374996917602492e-38
1.0636176986378616e-09,0.38733357620352293,9.6856249330362153e-16,1.0834405750112073e-19,6.9448868326259851e-15,3.121443431279477e-28,3.7058565840519527e-17,0.0,0.0,6.8668462164236153e-11,2.0955217596855779e-17,154.0,0.0,0.99999511470348379,1.0,18.999998506025975,5.7433702064520075e-07,1.2181765961148581e-11,6.9069119662394104e-07,2.1136425118522436e-06,7.1065635656597915e-09,1.458437395879276e-06,5.1913316882645237e-12,3.546194504050261e-08,4.8151210139141318e-09,8.1372012242437443e-14,7.3294528608093938e-10,5.025926158223021e-12,1.0860329762069372e-12,1.0831735049234664e-12,1.6145224473583198e-15,1.359323747469455e-15,1.2449484507103299e-15,4.7473674759974682e-11,1.3618905947937519e-26,1.3395503435069591e-26,1.3395515658513685e-26,6.3763538579391097e-13,1.4211815761307988e-17,1.1674469063810845e-15,4.3281862671298267e-20,3.6688609684543539e-22,8.2802550862864849e-20,3.1544612608319672e-21,7.1610105090827151e-22,8.8429539984710845e-25,6.3267063411650359e-26,1.458128775426927e-28,1.2701741488964284e-31,8.778114371803704e-25,4.9472288391944796e-28,2.0052137584158468e-15,5.8096232966934028e-22,6.9727435888940259e-22,8.8599344312354372e-27,1.330391049053676e-27,6.7821401663297056e-24,5.9295949869569834e-29,3.2880262103682896e-29,6.4702119746565688e-26,3.0326347001343274e-31,8.495854761004692e-28,1.0483321180571085e-31,1.1089639744671953e-35,7.9114096784160763e-31,6.8853544073948482e-31,6.5849943232300227e-31,7.5429219290823382e-33,3.8532039825663074e-22,2.6178622878381811e-28,1.8050947583666877e-29,4.1194013553409615e-29,1.8470707718430444e-30,5.631958998822375e-34,1.4473466955094898e-32,3.9737546453800562e-35,9.9467551266786021e-32,4.5424355354754056e-30,2.2493086487400173e-32,1.2691156742072482e-37,1.6270159998413076e-38,9.5090068082023932e-39,1.4886922356740089e-32,1.26860774217556e-13,1.7378187382754521e-18,6.7276505277754848e-19,6.9818836124104938e-15,1.1679091692320845e-38
1.0881677669410064e-09,0.38733357610920177,9.9586580807716033e-16,1.1413514935301114e-19,7.4314821639735092e-15,3.4229455798090549e-28,4.0583093209455543e-17,0.0,0.0,7.1647161204123052e-11,2.2656375135068524e-17,154.0,0.0,0.99999500192741653,1.0,18.999998463408009,5.8759243682038823e-07,1.2181764006087908e-11,6.9850357359640109e-07,2.1624236940094067e-06,7.2707575708065792e-09,1.5002298539498725e-06,5.3111435393301197e-12,3.6284300600357523e-08,4.9263722744209005e-09,8.3703782544392532e-14,7.6716788335391992e-10,5.1788919906204596e-12,1.147491967090733e-12,1.1444704466110086e-12,1.7059315449916497e-15,1.42233276661526e-15,1.3155885128348368e-15,4.9699085125204573e-11,1.5584493815823431e-26,1.5328874670774213e-26,1.532888900475477e-26,6.7969724447184226e-13,1.5141760020376229e-17,1.1945197804608135e-15,4.4469765595192496e-20,3.8193299835356921e-22,8.7989089865810958e-20,3.4148006221006102e-21,7.9311032294819144e-22,9.7856133641115799e-25,7.1707455893125559e-26,1.6725600616166154e-28,1.4055765671220231e-31,9.7311979191666533e-25,5.7286945037547728e-28,2.098138084988323e-15,6.0870177888301449e-22,7.4261194189589074e-22,9.2836310104180347e-27,1.4080213078933878e-27,7.2476913420703624e-24,6.315144356469783e-29,3.5018176554520845e-29,7.0657085662279602e-26,3.31176107595283e-31,9.2776170955981505e-28,1.144799170341002e-31,1.2110075961956963e-35,8.6395812925633564e-31,7.6885358491893332e-31,7.3457619962922056e-31,8.6080560228594962e-33,4.2180443072011539e-22,2.8415449911811736e-28,1.9727368912848981e-29,4.6115022487100245e-29,2.0288258438401404e-30,6.3049868984394192e-34,1.6600076368489718e-32,4.6627792288851881e-35,1.0724650029306147e-31,5.0142215916691297e-30,2.5669329266853254e-32,1.4851684125716042e-37,1.9490963761809554e-38,1.1403281165999564e-38,1.6811242780009798e-32,1.3264866094089991e-13,1.8171053876793047e-18,7.0345931569365656e-19,7.4719995240712054e-15,1.311454249844078e-38
1.1127178352441513e-09,0.3873335760148146,1.0233828672716249e-15,1.2008915834802559e-19,7.9399277369795266e-15,3.7461520506213478e-28,4.4351611017058522e-17,0.0,0.0,7.4685836653754872e-11,2.445578095970999e-17,154.0,0.0,0.99999488915065637,1.0,18.9999984207601,6.008477970922262e-07,1.2181789274362442e-11,7.0628604038043097e-07,2.2112048148036585e-06,7.4349515390251508e-09,1.5420521969335237e-06,5.4309552391949862e-12,3.710665512252259e-08,5.0376235108686901e-09,8.6037220255884567e-14,8.0217129621099532e-10,5.3324123561998552e-12,1.2107968183954199e-12,1.2076083746073681e-12,1.8000873383519478e-15,1.4867449674600567e-15,1.3883559887901206e-15,5.1975890333283389e-11,1.7775806467757885e-26,1.7484275453014537e-26,1.7484292198098584e-26,7.2347364075044148e-13,1.6108245205448416e-17,1.2215926203785011e-15,4.5666085885651625e-20,3.9731086514666979e-22,9.3379123121805327e-20,3.6898465602824795e-21,8.7630282367657232e-22,1.0802908622381869e-24,8.1035858288189946e-26,1.9126435265222235e-28,1.5516997310470104e-31,1.0761988946956949e-24,6.610923651116646e-28,2.1931301796982999e-15,6.3728162934380929e-22,7.8988288674767624e-22,9.7201746746230887e-27,1.488771151629866e-27,7.7350592172663539e-24,6.7171349828968082e-29,3.724725963134019e-29,7.7016574850401768e-26,3.6098494157093826e-31,1.0112466567513071e-27,1.2478171819098297e-31,1.3199807055524757e-35,9.4172124902918468e-31,8.5647890643627732e-31,8.1747596264775481e-31,9.7947823306380367e-33,4.6080322809988439e-22,3.0786921333221057e-28,2.1514175451794647e-29,5.1485212280684646e-29,2.2232735023718851e-30,7.0394687251522023e-34,1.8977269045404198e-32,5.4504815854935417e-35,1.1543189589744161e-31,5.5224508527633865e-30,2.9208161457884423e-32,1.7314222092455167e-37,2.3248221190430657e-38,1.3615692344745089e-38,1.8936199131663938e-32,1.3855826883792964e-13,1.8980594730006543e-18,7.3479909077370315e-19,7.9842094888327861e-15,1.4691637050894284e-38
1.1372679035472961e-09,0.3873335759203684,1.0511130693715477e-15,1.2620661103326475e-19,8.4706716617339523e-15,4.0921277490530943e-28,4.8374945879105121e-17,0.0,0.0,7.7784460442811771e-11,2.6356997489725459e-17,154.0,0.0,0.99999477637320333,1.0,18.999998378085486,6.1410310146093532e-07,1.218176653182844e-11,7.140418383011055e-07,2.2599858742046425e-06,7.5991455139712203e-09,1.5839011835083633e-06,5.5507667877840824e-12,3.7929008606497234e-08,5.1488747528371353e-09,8.8372144529439275e-14,8.3795552349994021e-10,5.4864718938406759e-12,1.2759541158739209e-12,1.2725938572445015e-12,1.8969996328681029e-15,1.5525587699629038e-15,1.4632584940013592e-15,5.4304118372414679e-11,2.0212351446636389e-26,1.9880894596420585e-26,1.9880914087240891e-26,7.6899403197328083e-13,1.7111736646412094e-17,1.2486654261181749e-15,4.6870828055402555e-20,4.1302475230793853e-22,9.8976754761544731e-20,3.9800750809645345e-21,9.6601425798189954e-22,1.1898788332887178e-24,9.13216665215572e-26,2.1807807221488181e-28,1.7091108213162133e-31,1.1874827717944373e-24,7.6041042065102925e-28,2.2901876427752492e-15,6.6671951473786295e-22,8.3913571049543183e-22,1.0169835200566877e-26,1.5727247602987854e-27,8.2448896598363533e-24,7.1359794540178524e-29,3.9569799180109974e-29,8.3799385328536946e-26,3.9277809033080122e-31,1.1002868615059179e-27,1.3576903945485028e-31,1.4362051177114513e-35,1.024660067760719e-30,9.5190253186384116e-31,9.0764691273269016e-31,1.1113883147239387e-32,5.0242883828826446e-22,3.3298071902558755e-28,2.3415886657422243e-29,5.7333575255830078e-29,2.4309617506186029e-30,7.8393723081608778e-34,2.1627607220242834e-32,6.3481376343087905e-35,1.2403480209476453e-31,6.0690044465728955e-30,3.3141735983911308e-32,2.0112140696922696e-37,2.7615084780472816e-38,1.6190122542804063e-38,2.1278095840277289e-32,1.4458913450013454e-13,1.9806746460805062e-18,7.6678192046366397e-19,8.5189724380931686e-15,1.6421273569341751e-38
1.161817971850441e-09,0.3873335758258695,1.0790558146529294e-15,1.3248802502942463e-19,9.0241600818838545e-15,4.4619675866892588e-28,5.2664143721837581e-17,0.0,0.0,8.094300753441065e-11,2.8363648519956453e-17,154.0,0.0,0.9999946635950574,1.0,18.999998335387055,6.2735834992673549e-07,1.2181753851437863e-11,7.2177385737947462e-07,2.3087668721820138e-06,7.7633394619511547e-09,1.6257739236526005e-06,5.67057818502487e-12,3.8751361051749379e-08,5.2601259774970668e-09,9.0708394118146484e-14,8.7452056406804438e-10,5.6410563684519738e-12,1.3429702671559586e-12,1.3394332852036097e-12,1.9966779685317507e-15,1.6197725958917497e-15,1.5403034368845346e-15,5.668379721327155e-11,2.2914786146210913e-26,2.2539052048303509e-26,2.2539074656464648e-26,8.162878228224115e-13,1.8152689183043289e-17,1.2757381976616956e-15,4.8083996741326011e-20,4.2907976481047847e-22,1.0478614744772943e-19,4.2859684345155884e-21,1.0625903985017952e-21,1.3077312214747445e-24,1.0263790000944069e-25,2.4795391787625759e-28,1.8783929859640015e-31,1.3074193762016165e-24,8.7191813271129434e-28,2.3893080772775181e-15,6.9703327981318605e-22,8.9041980277955259e-22,1.063288560568982e-26,1.6599678656066832e-27,8.7778417343406326e-24,7.5720977780965977e-29,4.1988124194227224e-29,9.1024869111149426e-26,4.2664626925194275e-31,1.1951361255089717e-27,1.4747320065316676e-31,1.5600121215748992e-35,1.1130110899357722e-30,1.0556382082374895e-30,1.0055570702722827e-30,1.2576841777617995e-32,5.4679576141475325e-22,3.5954036794050942e-28,2.5437116469454133e-29,6.3690259758154438e-29,2.6524501232434192e-30,8.7088237302957926e-34,2.4575089632024366e-32,7.3679986037260122e-35,1.3306631592903932e-31,6.6558140770010398e-30,3.7504296187588612e-32,2.328155525261544e-37,3.2672550559392439e-38,1.9175239418882781e-38,2.3854227240740429e-32,1.5074079628248208e-13,2.0649445829174632e-18,7.9940535656162572e-19,9.0767455560366443e-15,1.8314988318376963e-38
1.1863680401535858e-09,0.38733357573132393,1.1072105051658146e-15,1.389339098628086e-19,9.6008371822443382e-15,4.8567967851559196e-28,5.7230468819915815e-17,0.0,0.0,8.4161455596344505e-11,3.0479419266971999e-17,154.0,0.0,0.99999455081621857,1.0,18.999998292667392,6.4061354248984736e-07,1.2181785515112658e-11,7.2948467440496948e-07,2.3575478087053875e-06,7.9275333630756882e-09,1.6676678405725417e-06,5.7903894308423819e-12,3.9573712457771169e-08,5.3713771713725934e-09,9.304582525146122e-14,9.1186641676211218e-10,5.7961525554269825e-12,1.4118515146012148e-12,1.4081328843341425e-12,2.0991316390623409e-15,1.6883848687861803e-15,1.6194980338339841e-15,5.9114954810075855e-11,2.5904954955515095e-26,2.5480235434187478e-26,2.5480261571341016e-26,8.6538437075073694e-13,1.9231547417565892e-17,1.3028109349923368e-15,4.9305596512669824e-20,4.4548105207167186e-22,1.1081152283638182e-19,4.6080152440476404e-21,1.1663871896357941e-21,1.4342652025379305e-24,1.1506130235806071e-25,2.8116601129251303e-28,2.0601454666441177e-31,1.4364707714819654e-24,9.9678940829435562e-28,2.4904890890370676e-15,7.2824097500219364e-22,9.4378543084363686e-22,1.1109602064826803e-26,1.7505877594235537e-27,9.3345878482263316e-24,8.0259174265151786e-29,4.4504605050931052e-29,9.8712943477049264e-26,4.6268284351799899e-31,1.2960556557140918e-27,1.5992643545406258e-31,1.6917426721940534e-35,1.2070177213188089e-30,1.1682229659922165e-30,1.1116948251450692e-30,1.4195873295085712e-32,5.9402095550714056e-22,3.8760053384848921e-28,2.7582575063350504e-29,7.058659330712163e-29,2.8883098990146863e-30,9.6521104971860226e-34,2.7845208047013391e-32,8.5233494942317772e-35,1.4253755714239834e-31,7.2848621869400841e-30,4.2332267552061599e-32,2.6861477725900967e-37,3.8510077707832317e-38,2.2624884738598874e-38,2.6682920559176892e-32,1.570127942967054e-13,2.1508629835758106e-18,8.3266696018215966e-19,9.6579842862827959e-15,2.0384984136949682e-38
1.2109181084567306e-09,0.3873335756367364,1.1355765447182753e-15,1.4554476770765509e-19,1.0201145196380345e-14,5.2777711784604191e-28,6.2085402838091748e-17,0.0,0.0,8.7439784707909274e-11,3.2708056408943409e-17,154.0,0.0,0.99999443803668686,1.0,18.999998249928787,6.5386867915049085e-07,1.2181769227246163e-11,7.3717658688663162e-07,2.4063286837443498e-06,8.0917272709001745e-09,1.7095806367517423e-06,5.9102005251607751e-12,4.0396062824068977e-08,5.48262837075092e-09,9.5384309740925987e-14,9.4999308042846386e-10,5.9517481375269885e-12,1.4826039468387613e-12,1.4786987271625727e-12,2.2043697091128814e-15,1.7583940139323543e-15,1.7008493226771552e-15,6.159761910164875e-11,2.9205926650218136e-26,2.8727136846616506e-26,2.8727166967710683e-26,9.1631299085793613e-13,2.0348745961148387e-17,1.3298836380946161e-15,5.0535631844654873e-20,4.622338031048098e-22,1.1705716196068832e-19,4.9467106324278773e-21,1.2777708541637692e-21,1.5699092470722476e-24,1.2867244285698109e-25,3.1800663415800431e-28,2.2549837293763908e-31,1.575113319349597e-24,1.1362812987645691e-27,2.5937282866222123e-15,7.6036085168166369e-22,9.9928374397507373e-22,1.1600263836696494e-26,1.8446733025666098e-27,9.9158138938067748e-24,8.49787337153721e-29,4.7121653720702704e-29,1.0688410235914632e-25,5.0098388151229113e-31,1.4033142133506727e-27,1.7316190975468962e-31,1.8317475852697603e-35,1.3069304078352322e-30,1.2902177952996686e-30,1.2265694872538791e-30,1.5983956134301076e-32,6.4422384217995761e-22,4.1721463033909923e-28,2.9857070617231545e-29,7.8055106170099514e-29,3.1391243174040061e-30,1.0673684764503807e-33,3.1465004903348548e-32,9.828569595639812e-35,1.5245969782202335e-31,7.9581821216455908e-30,4.7664351911488388e-32,3.089397264276671e-37,4.5226240176921576e-38,2.6598484191565872e-38,2.9783580203510769e-32,1.6340467040461731e-13,2.2384235720939258e-18,8.6656430172090663e-19,1.0263142338510128e-14,2.2644159983528676e-38
1.2354681767598755e-09,0.38733357554211184,1.1641533388616552e-15,1.5232109404839466e-19,1.0825524414159609e-14,5.7260775138632679e-28,6.7240643876592014e-17,0.0,0.0,9.077797709850135e-11,3.5053368120206001e-17,154.0,0.0,0.99999432525646204,1.0,18.999998207173292,6.6712375990888661e-07,1.218174415271983e-11,7.4485164332503627e-07,2.4551094972685031e-06,8.2559211627020814e-09,1.7515102636794229e-06,6.0300114679078376e-12,4.1218412150123571e-08,5.5938795602364345e-09,9.77237332911958e-14,9.8890055391293274e-10,6.1078316128627643e-12,1.5552335091326909e-12,1.5511367432304835e-12,2.3124010297250059e-15,1.8297984584189048e-15,1.7843641747598492e-15,6.4131818012425809e-11,3.2842032027608542e-26,3.2303689873994569e-26,3.2303724480703912e-26,9.6910296026571214e-13,2.1504709674482726e-17,1.3569563069506936e-15,5.1774107379510563e-20,4.7934324219890979e-22,1.2352740554586081e-19,5.3025563480957963e-21,1.3971180024298536e-21,1.7151032146253881e-24,1.4355581879543331e-25,3.5878704051307794e-28,2.4635395997159746e-31,1.7238378709188898e-24,1.2917378376899912e-27,2.6990232814198428e-15,7.9341135799553895e-22,1.0569667774396036e-21,1.2105153199233053e-26,1.9423149338406747e-27,1.0522219386455368e-23,8.9884081197673109e-29,4.9841723952802815e-29,1.1555942785310599e-25,5.4164820876838224e-31,1.5171882644804898e-27,1.8721374026075611e-31,1.9803877336752215e-35,1.4130067758971748e-30,1.4222083359496841e-30,1.3507118472180765e-30,1.7954864534531312e-32,6.9752631234014111e-22,4.4843712849013544e-28,3.2265511088523174e-29,8.6129555362877e-29,3.4054887983774806e-30,1.1778166623601521e-33,3.5463132098217769e-32,1.1299195089776079e-34,1.6284394891577841e-31,8.6778582985803421e-30,5.3541624197075857e-32,3.5424317558936226e-37,5.2929411121213863e-38,3.1161479004455908e-38,3.3176733386617661e-32,1.6991596821145182e-13,2.3276200963930091e-18,9.010949608192559e-19,1.089267169505448e-14,2.5106141523999105e-38
1.2600182450630203e-09,0.3873335754474539,1.1929402948769349e-15,1.5926337827045256e-19,1.1474413189276767e-14,6.2029337512703139e-28,7.2708105520194859e-17,0.0,0.0,9.4176016914568295e-11,3.7519224101101382e-17,154.0,0.0,0.99999421247554443,1.0,18.999998164402733,6.8037878476525455e-07,1.2181779043050674e-11,7.5251167020081264e-07,2.5038902492474412e-06,8.4201149985916991e-09,1.7934548948622528e-06,6.1498222590087168e-12,4.2040760435414086e-08,5.705130712801735e-09,1.0006399399425421e-13,1.028588836060868e-09,6.2643922127803583e-12,1.6297460126993405e-12,1.6254527283870377e-12,2.4232342522212431e-15,1.9025966311120833e-15,1.8700493058082643e-15,6.6717579453432503e-11,3.6838901781990867e-26,3.6235106866297749e-26,3.6235146510638068e-26,1.0237835220428575e-12,2.269985390258664e-17,1.3840289415432142e-15,5.3021027702760222e-20,4.9681462507176633e-22,1.3022665426261633e-19,5.6760608894753256e-21,1.5248157440466661e-21,1.8702984508071933e-24,1.5979995862913592e-25,4.0383829025012234e-28,2.6864614022420458e-31,1.8831499615950493e-24,1.4645939632147536e-27,2.8063716875984731e-15,8.2741113517410419e-22,1.1168874559691303e-21,1.2624555392581644e-26,2.0436046793098803e-27,1.1154517599440074e-23,9.4979717418112344e-29,5.2667311439740806e-29,1.2476060184190513e-25,5.8477746246397938e-31,1.6379621320638824e-27,2.0211701325235743e-31,2.1380342459492224e-35,1.5255117741368258e-30,1.5648055809142603e-30,1.4846747473002294e-30,2.0123201848811177e-32,7.5405273190124612e-22,4.8132357440094915e-28,3.481290599655022e-29,9.4844949077899075e-29,3.688011164683654e-30,1.2970347445715214e-33,3.9869910938196262e-32,1.2951983770256085e-34,1.7370153460964374e-31,9.446026370456874e-30,6.0007631765219407e-32,4.0501168146273994e-37,6.1738480972757087e-38,3.6385779982654774e-38,3.688407710922158e-32,1.7654623305922819e-13,2.4184463281862364e-18,9.3625652632911289e-19,1.1547022617482342e-14,2.7785312789746773e-38
1.2845683133661651e-09,0.3873335753527664,1.2219368217621092e-15,1.6637210418735598e-19,1.214824794674883e-14,6.709589361137546e-28,7.8499915890987537e-17,0.0,0.0,9.7633890011832314e-11,4.0109555603639958e-17,154.0,0.0,0.99999409969393394,1.0,18.999998121618734,6.9363375371981501e-07,1.218177367913959e-11,7.6015829603640226e-07,2.5526709396507278e-06,8.5843088367218414e-09,1.8354129017628615e-06,6.2696328983866176e-12,4.2863107679439845e-08,5.8163818678490669e-09,1.0240500098690121e-13,1.0690579257171306e-09,6.4214198285763552e-12,1.7061471430890576e-12,1.7016523531484787e-12,2.5368778407021331e-15,1.9767869626092131e-15,1.9579112856996199e-15,6.9354931323216166e-11,4.1223504617294595e-26,4.0547916434513024e-26,4.0547961722647399e-26,1.0803838887260272e-12,2.3934584703967581e-17,1.4111015418568138e-15,5.4276397244338431e-20,5.1465323544677817e-22,1.3715936892611151e-19,6.0677396278019497e-21,1.661261802070448e-21,2.0359578873284619e-24,1.7749752602440932e-25,4.5351210412122399e-28,2.9244141042559177e-31,2.05357000956129e-24,1.6563795247211404e-27,2.9157711220392664e-15,8.6237901429021326e-22,1.1790995968555662e-21,1.3158758568765475e-26,2.1486361617622287e-27,1.1813435695777789e-23,1.0027021898586301e-28,5.5600953963168751e-29,1.3450991773359452e-25,6.304761464455713e-31,1.7659281494999655e-27,2.1790780353172242e-31,2.3050687067134208e-35,1.6447178165141529e-30,1.7186465937289072e-30,1.6290336626395729e-30,2.2504434734716746e-32,8.1392994749844916e-22,5.1593060657314898e-28,3.7504368207720848e-29,1.0423757154058254e-28,3.9873118660156928e-30,1.4255193284786428e-33,4.4717393273351898e-32,1.4804981911575681e-34,1.850437315756135e-31,1.0264873384644629e-29,6.7108496354617813e-32,4.6176727950493375e-37,7.1783609987170586e-38,4.2350244620380279e-38,4.092852652989633e-32,1.8329501202014074e-13,2.5108960628882166e-18,9.7204659627789344e-19,1.2226643653139143e-14,3.0696848933837307e-38
