Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368)
1.4681195853347687e-16,0.387333579510033,1.0349019948014489e-22,8.8231887881652445e-34,8.8231727734203156e-34,4.0812997450403596e-52,1.4796389123748615e-42,0.0,0.0,2.6287950555490592e-21,7.2761481991482932e-35,154.0,0.0,0.99999999999932565,1.0,19.0,7.9283417745703487e-14,1.6920955783355877e-15,2.9665110427979728e-13,2.9665102432422019e-13,9.0967011000939303e-20,1.1510965174536115e-19,1.0127444516773023e-19,9.6520995917514339e-20,6.1635568685438528e-20,4.2500573032137534e-28,1.8938807499174688e-23,3.6584963018012619e-25,1.5068512813671234e-32,1.5068508355015818e-32,3.9229374989894914e-39,2.794222288658984e-33,5.3571791995775095e-40,1.2193402544862243e-24,6.1721559956936497e-73,6.0704837112589173e-73,6.0704837112616016e-73,4.3787800303740959e-33,1.1055595480881826e-37,6.2040055880094994e-28,7.3068777360583605e-34,9.8221139953231828e-40,4.6279972186900001e-44,5.6519338229431666e-52,4.2299679367116989e-59,5.4202173010997431e-62,1.4844498332759214e-69,1.4193227768500894e-72,4.4954850179074398e-71,4.9842843027689311e-62,7.6221257754890002e-73,4.1239507489696097e-33,2.2868382545856213e-35,7.607617962043069e-42,1.3138938676596041e-44,6.3126137776789906e-44,1.431328350078738e-46,5.9071644369712151e-50,2.598726076811164e-50,3.7544997045816328e-55,2.6236784343679029e-63,4.9390541340944242e-57,1.4573507771454652e-63,2.428715720148514e-66,1.2246112591686667e-63,1.3577462476341119e-66,1.3577462226774455e-66,6.267348168780357e-75,1.840961800212726e-53,2.7826520305432505e-59,2.1036955472427213e-66,1.6802207378665995e-72,3.0865145765309649e-73,5.04309765730754e-81,2.4691568160273319e-82,3.5140114241613652e-91,1.2771915486129017e-61,1.7728631889352316e-66,1.8689318526596682e-74,1.2749463761884557e-93,9.4021615741004322e-101,5.2624369837582128e-101,1.2697904048801631e-68,5.7803420774983296e-32,8.8773277523827265e-39,8.7273280325589958e-39,6.9694894208782423e-40,1.916644701394421e-74
2.937514687251062e-16,0.38733357951003317,2.0707032412338813e-22,3.5315763789190378e-33,3.5315770326502863e-33,3.2711731932291938e-51,1.1846134023587243e-41,0.0,0.0,5.2647556016649414e-21,2.9146738746353691e-34,154.0,0.0,0.99999999999865075,1.0,19.0,1.5863571769355558e-13,3.3853474905408495e-15,5.9355971150279962e-13,5.9355943011987885e-13,3.6407618701309075e-19,4.607384091144219e-19,3.6125592791229317e-19,3.8632893036766863e-19,2.4668330402926853e-19,3.2035418189184578e-27,7.5804546980577198e-23,1.4643514044434658e-24,1.2063968338678712e-31,1.2063961200111486e-31,6.2807466357131622e-38,2.2369109672277062e-32,8.5782059252154659e-39,4.8805362463870614e-24,7.9163950459399984e-71,7.7859903757178487e-71,7.785990375724732e-71,3.5056862826302226e-32,8.8511937776893209e-37,4.1898124199155575e-27,5.8089073621087936e-33,7.8632903447708256e-39,7.4104850086579723e-43,1.810058720221037e-50,2.7093723921365964e-57,3.4717489833427996e-60,1.9016481228349961e-67,1.8182180053038609e-70,5.7259885850792055e-69,3.192525970783558e-60,4.8917937809800575e-71,3.3014233316729668e-32,9.153305592980943e-35,6.0907153287844042e-41,1.0518763972962686e-43,5.0424051957716468e-43,2.2867491222412177e-45,8.6881592709383398e-49,3.8878592383013558e-49,1.1997400728733449e-53,1.6743513305186508e-61,1.5782603439053821e-55,9.2920734380968002e-62,1.4962733922667043e-64,7.8245838848453518e-62,8.6775317547409492e-65,8.6775314357337409e-65,8.0112030459814616e-73,5.8958603419773986e-52,8.9117122735925209e-58,1.3474749980203056e-64,2.1524702407557082e-70,3.9540181171062045e-71,1.2918279840641202e-78,6.3263174458635884e-80,1.8006786140711992e-88,4.0930841447457813e-60,1.1363473146787945e-64,2.3889517779396074e-72,6.5331844669999365e-91,9.6358730624243742e-98,5.3932466239121982e-98,8.1154015324045009e-67,4.6277132073498451e-31,1.4062403397783506e-37,1.3599651022067481e-37,1.1160088247072913e-38,1.2249530977567947e-72
5.876304891083649e-16,0.3873335795100331,4.1423060903754857e-22,1.413093320195788e-32,1.4131043537721813e-32,2.6227839703073987e-50,9.4805895284835629e-41,0.0,0.0,1.0551327735356624e-20,1.1681045093197975e-33,154.0,0.0,0.99999999999730105,1.0,19.0,3.1734031758124769e-13,6.7709098795876682e-15,1.1873762343812686e-12,1.1873753600087039e-12,1.4565475644615422e-18,1.8435523192394277e-18,1.1830908811767538e-18,1.5457663607409314e-18,9.868977386984598e-19,2.293961152233019e-26,3.0331665263499788e-22,5.8593086389494117e-24,9.654834413618778e-31,9.6548229907520178e-31,1.004987860720956e-36,1.7899431802449733e-31,1.372988155051976e-37,1.9528484725959189e-23,1.0143245131678031e-68,9.976158152902451e-69,9.9761581529200907e-69,2.8056141144059538e-31,7.0836380178900569e-36,2.5467936920833067e-26,4.5845241606097931e-32,6.2924249634074869e-38,1.1860512569385215e-41,5.7940993970883228e-49,1.7345835139599701e-55,2.2226691241117048e-58,2.4349400835448705e-65,2.3281146855516041e-68,7.2488557912143784e-67,2.0439062213574734e-58,3.1425524550878393e-69,2.6417502810358177e-31,3.6625092723045407e-34,4.874416232296335e-40,8.417607198747403e-43,4.0171329887177079e-42,3.6440555631971575e-44,1.1951721931879243e-47,5.4983438250786143e-48,3.8240124876452157e-52,1.0642540146525086e-59,5.0304903257865033e-54,5.8957741081909023e-60,8.8970525278394113e-63,4.9855295181397295e-60,5.5319132852471069e-63,5.5319128785057974e-63,1.0214462654804682e-70,1.8873571572961057e-50,2.8527765087532282e-56,8.6269966996992188e-63,2.7561803793954662e-68,5.0630026033540486e-69,3.3068615957745416e-76,1.6201388779025193e-77,9.2229070317312394e-86,1.31059890359848e-58,7.2772324849642222e-63,3.0459668266907913e-70,3.3462352804900419e-88,9.8708099904397374e-95,5.5247423077433198e-95,5.1735649447771351e-65,3.7034572780292313e-30,2.2034771734626531e-36,2.0656972317613402e-36,1.7862850144426425e-37,7.8090662021975554e-71
1.1753885298748821e-15,0.38733357951003317,8.2855132137613413e-22,5.6533186701412766e-32,5.6535530296090864e-32,2.105991718690841e-49,7.5861732347181364e-40,0.0,0.0,2.1183076031058259e-20,4.6880235374574612e-33,154.0,0.0,0.99999999999460154,1.0,19.0,6.3474951732458365e-13,1.3538271009368599e-14,2.3750065138756595e-12,2.3750042809858593e-12,5.825287908343074e-18,7.3753980913143856e-18,3.44651367532193e-18,6.1836530456463827e-18,3.9469795592546728e-18,1.5140273817596411e-25,1.2134622445058344e-21,2.3441014823951535e-23,7.7253236460478462e-30,7.7253053769006805e-30,1.6072186143125485e-35,1.4318019029671421e-30,2.1969610223538383e-36,7.8126535793529448e-23,2.2741866574311438e-66,2.2367245858987721e-66,2.2367245859066695e-66,2.2449169901127569e-30,5.6679767308404332e-35,1.3696905763637569e-25,3.5693375054338941e-31,5.0339407003674055e-37,1.8977195440235622e-40,1.8541658998089865e-47,1.1101711150737667e-53,1.4225564149280431e-56,3.1168363338034692e-63,2.980098930731121e-66,9.0736423680960148e-65,1.3081444456924342e-56,2.2757891238755312e-67,2.1131749429969818e-30,1.4652384028359519e-33,3.900263195881636e-39,6.7344050348286616e-42,3.1853773591217454e-41,5.7807377113067971e-43,1.4912084340265266e-46,7.1306429095726135e-47,1.2134183820340906e-50,6.7150089834204361e-58,1.5962491089294615e-52,3.7069649136926519e-58,4.9766600224377157e-61,3.1608548021426418e-58,3.5109650305830003e-61,3.5109645142681585e-61,1.2966174194054251e-68,6.0400980627330741e-49,9.1297108687070707e-55,5.5217805195124649e-61,3.5282396088260865e-66,6.4812177800284876e-67,8.4589664101260703e-74,4.1479464712094572e-75,4.7225754439023849e-83,4.8589579434601213e-57,5.3844844150297411e-61,3.8665309962016599e-68,1.7134340966698447e-85,1.0108664644099719e-91,5.6578713826585168e-92,3.2835415686196384e-63,2.9631379780225193e-29,3.3835568194296816e-35,2.9988706234066625e-35,2.8584596820343911e-36,4.956227366708743e-69
2.3509046114079167e-15,0.3873335795100331,1.6571933160913837e-21,2.2615323360327267e-31,2.2619491181107811e-31,1.6965811822191917e-48,6.0703484306181869e-39,0.0,0.0,4.2680987712667661e-20,1.8872389287562176e-32,154.0,0.0,0.99999999998920264,1.0,19.0,1.2695679166830615e-12,2.7057955402211691e-14,4.7502560078750354e-12,4.7502519931352756e-12,2.3288253645505181e-17,2.9503900533626431e-17,8.8291621500027016e-18,2.473328527078188e-17,1.5779179081933472e-17,8.9418385795361033e-25,4.8542311866242351e-21,9.3771409835508696e-23,6.1808284730861636e-29,6.1807992751184262e-29,2.5683326770746357e-34,1.1448714497437449e-29,3.5146409662645183e-35,3.1253075655260271e-22,2.9212379217215811e-64,2.8731171477065407e-64,2.873117147726861e-64,1.7961032134857775e-29,4.5347978659981743e-34,6.5848670311725428e-25,2.7091499498727421e-30,4.02600716347978e-36,3.0355451132135205e-39,5.9318066999094139e-46,7.1033013712782728e-52,9.1020614125722435e-55,3.9885517850637329e-61,3.8135821260368953e-64,1.1119415374544419e-62,8.3700118472941764e-55,1.4755494263312542e-65,1.6896985912662704e-29,5.8614028694125237e-33,3.1204915785688602e-38,5.3865028792552614e-41,2.5034277821975267e-40,9.0915046077482805e-42,1.6529473379857134e-45,8.2586987768459322e-46,3.8178036000299343e-49,4.1771551838824804e-56,5.0222910187288721e-51,2.2901963770440504e-56,2.5306768386581782e-59,1.9850899045563348e-56,2.2096147772303819e-59,2.2096141273047189e-59,1.6321532295189038e-66,1.9325772516514078e-47,2.9211149800371989e-53,3.5334506652651246e-59,4.5155298240940648e-64,8.2947503209160006e-65,2.1614245670109709e-71,1.0617301971206119e-72,2.4176309538779503e-80,1.5606451719409434e-55,3.46597473897162e-59,4.8671034015812326e-66,8.7715879600022537e-83,1.0349863092099872e-88,5.7928726621567214e-89,2.0665004171371167e-61,2.3704324570425117e-28,5.0080392130521876e-34,4.0446511624640277e-34,4.5734348948496638e-35,3.1191998904846396e-67
4.701936774473986e-15,0.387333579510033,3.3144795856518936e-21,9.0466653082255709e-31,9.0536581338968461e-31,1.3758711248454546e-47,4.8591727150981624e-38,0.0,0.0,8.6614463510948119e-20,7.6442823862693665e-32,154.0,0.0,0.99999999997840483,1.0,19.0,2.5392047148872435e-12,5.4037306236262776e-14,9.5007107364023942e-12,9.5007096248125656e-12,9.3038655204226203e-17,1.1801966243306826e-16,2.0308550549697532e-17,9.8910507171466768e-17,6.3039231037134267e-17,4.6723645953252077e-24,1.9417622172929224e-20,3.7509865666167816e-22,4.9448698897100065e-28,4.9448232841993831e-28,4.0984530852747399e-33,9.1485632147613732e-29,5.6209797699328929e-34,1.2501679499477383e-21,3.7395632476900134e-62,3.6779624205932113e-62,3.6779624206452373e-62,1.4369493506663946e-28,3.6279897732861332e-33,2.9187158099862816e-24,1.9647074130524844e-29,3.2185167723514035e-35,4.8535547503490696e-38,1.8969046587530411e-44,4.5430915240728664e-50,5.8214463383621012e-53,5.1019684887888519e-59,4.8781821078778696e-62,1.3112128276826231e-60,5.353248765725145e-53,9.6545622203109413e-64,1.3502227129749552e-28,2.3446355579354921e-32,2.4964887005049472e-37,4.3069585975242202e-40,1.9342404960691169e-39,1.4064620790457454e-40,1.6342538780992879e-44,8.4924933434269435e-45,1.1818683197187633e-47,2.5283333455318796e-54,1.55472607005386e-49,1.3681173550250112e-54,1.1318137580944411e-57,1.2242004778961348e-54,1.3683979840012361e-57,1.3683971789089625e-57,2.0218219236912694e-64,6.1816474131604625e-46,9.343584718569135e-52,2.2604210080870798e-57,5.7773672373995152e-62,1.0612475379731125e-62,5.5116204158647757e-69,2.7168516283381711e-70,1.2372907867138103e-77,4.9878981907851164e-54,2.2157265055608193e-57,6.02910081258272e-64,4.4891014910069809e-80,1.0593652869262004e-85,5.9293256844107283e-86,1.2797851879477426e-59,1.8959539671768364e-27,6.9645425056889105e-33,4.9172178685289049e-33,7.3160676602451263e-34,1.9317138937115466e-65
9.404001100606125e-15,0.3873335795100331,6.6290612451175832e-21,3.6188742875240508e-30,3.6303162174067011e-30,1.1303647623610905e-46,3.8959433296329787e-37,0.0,0.0,1.7823196194884352e-19,3.1337930598740371e-31,154.0,0.0,0.99999999995680922,1.0,19.0,5.0784783092445106e-12,1.077569994885313e-13,1.9001443159461337e-11,1.9001476381368272e-11,3.7122032296559082e-16,4.7208232398358215e-16,4.3599658427781384e-17,3.9543712823910404e-16,2.515238817001391e-16,2.1963254048918531e-23,7.7671361268496223e-20,1.500407187678696e-21,3.9559456013538901e-27,3.9558713913957154e-27,6.5224890977412365e-32,7.3017342678471246e-28,8.985067196532185e-33,5.0007280824272183e-21,4.7866753869289949e-60,4.7078257662019209e-60,4.7078257663351096e-60,1.1495844848588868e-27,2.9024287641024968e-32,1.2316528881497776e-23,1.322312904646914e-28,2.570976020399562e-34,7.7545030814790944e-37,6.0614841740600347e-43,2.903486895256122e-48,3.7204808043465833e-51,6.5213643778716844e-57,6.2353873740097764e-60,1.4494155543956367e-58,3.4212595664696252e-51,6.4509851084693347e-62,1.0776519969646209e-27,9.3785691717505234e-32,1.9972023840484548e-36,3.4417392113626636e-39,1.4479309721602966e-38,2.1102076033422934e-39,1.4794771579653784e-43,7.9080203179205874e-44,3.550093725777744e-46,1.4538051849144385e-52,4.6700120703881624e-48,7.6792002855921694e-53,4.3694812114900468e-56,7.296882758346173e-53,8.2247543792073454e-56,8.2247446988190994e-56,2.431028321149758e-62,1.976309942785787e-44,2.987166090105604e-50,1.4452916114689801e-55,7.3880148794176453e-60,1.3570589698374763e-60,1.3999049386979595e-66,6.9485559694900144e-68,6.3289314469994233e-75,1.5915770870823811e-52,1.4140605256776029e-55,7.249359923934831e-62,2.2962379824710908e-77,1.0837598132929068e-82,6.0658685184458027e-83,7.6923429377058697e-58,1.516031950563046e-26,8.8214037565784434e-32,5.3018502854599249e-32,1.1700274869128838e-32,1.1610753165091293e-63
1.4106065426738263e-14,0.38733357951003317,9.9436520247530625e-21,7.6903515532296144e-30,7.7326678667703859e-30,3.4058059508833236e-46,1.1159387434979785e-36,0.0,0.0,2.7359994441320856e-19,6.7710126193663845e-31,154.0,0.0,0.9999999999352136,1.0,19.0,7.6177519015506791e-12,1.6123874300541631e-13,2.8501998552414201e-11,2.8502095064590572e-11,7.8746857272931113e-16,1.0031722335138538e-15,6.692914836881026e-17,8.3999641013231317e-16,5.335568660345762e-16,4.9102421357876345e-23,1.6505160353030468e-19,3.1883579664705566e-21,1.1311528294525102e-26,1.1311255785946626e-26,2.3945281051872953e-31,2.0850198401081144e-27,3.3055767957152846e-32,1.0626544795936511e-20,2.4697427747995424e-59,2.4290593650108434e-59,2.4290593650926138e-59,3.2871123853128678e-27,8.299130885926802e-32,2.6588018997855318e-23,3.4436730778251578e-28,7.3450365210556439e-34,2.8521768793065285e-36,2.7658451018448974e-42,1.5944745965452207e-47,2.0431334210016164e-50,4.2053807914823437e-56,4.0209787633400249e-59,8.9658995786937968e-58,1.8788142001762825e-50,3.4504563211705155e-61,3.0772494689861621e-27,1.9929339581685809e-31,5.7107266639929887e-36,9.8348701112958929e-39,3.9885120374498258e-38,7.5355905573923041e-39,4.3747327381724195e-43,2.3577486993193844e-43,1.5805495861492679e-45,7.6984758925777404e-52,2.0791397008526375e-47,4.0331240047582573e-52,2.056884225119535e-55,3.912705540446319e-52,4.423302169973165e-55,4.4232960390863258e-55,1.5396448118441054e-61,9.019707426687209e-44,1.3633098629335734e-49,7.9382003553149628e-55,4.7649037270212652e-59,8.7522622853100993e-60,1.037424495831579e-65,5.1588076806503356e-67,5.3224864521664943e-74,7.0306962275392701e-52,7.5627096127878496e-55,4.5912420267110503e-61,1.9310823772172586e-76,1.0189015180352601e-81,5.702853820466918e-82,4.1370068451912823e-57,4.3336731417993311e-26,2.9282060785443192e-31,1.656898092004113e-31,4.3054905731486114e-32,6.2443392263909523e-63
1.88081297528704e-14,0.3873335795100331,1.3258251924383651e-20,1.3119186672799623e-29,1.3226802613890912e-29,7.5367111112630909e-46,2.3583578303636905e-36,0.0,0.0,3.7271834812392345e-19,1.1725988025431407e-30,154.0,0.0,0.99999999991361799,1.0,19.0,1.0157025491805752e-11,2.1448359077797539e-13,3.8002376919150611e-11,3.8002565848097075e-11,1.3411718427999479e-15,1.7112855014284209e-15,9.0262787345549222e-17,1.4324489683113742e-15,9.0872381456235713e-16,8.6112667618601571e-23,2.8155789553390705e-19,5.4389392037051246e-21,2.3859230747230006e-26,2.3858541054221553e-26,6.0589151064773102e-31,4.392517282964801e-27,8.3801497802988448e-32,1.8127588966035233e-20,1.3473163273462628e-58,1.3251223472091406e-58,1.3251223472546597e-58,6.9335027002666293e-27,1.7505230644349312e-31,4.572866075013837e-23,6.7063400563301876e-28,1.5480646208951054e-33,7.2291547749551434e-36,8.2398271457853568e-42,5.4796415873021019e-47,7.0215211543293382e-50,1.6416614775125998e-55,1.569685559242677e-58,3.3723809386300441e-57,6.4568166070217032e-50,1.3107472596823309e-60,6.4828502787325987e-27,3.3996840578964994e-31,1.2045505034702568e-35,2.0732401969591008e-38,8.1390146317692228e-38,1.8606656069446706e-38,9.4063998455125813e-43,5.0946831860214122e-43,4.606616781130385e-45,2.5601432316571811e-51,6.0597580315048277e-47,1.3314252796158059e-51,6.2209420213602397e-55,1.3160327494847259e-51,1.4918094174889306e-54,1.4918070631708408e-54,5.9123805860982618e-61,2.687596822447491e-43,4.0622174164175985e-49,2.7284726247001162e-54,1.8603189882076612e-58,3.4170332549691654e-59,4.5344300654949312e-65,2.2587018601964208e-66,2.5855119200201838e-73,2.399178523452428e-51,2.8544567398447503e-54,1.7630800309315046e-60,9.3806412351217532e-76,5.441971100962706e-81,3.0459048913497724e-81,1.3952683496056278e-56,9.1386007108193678e-26,6.8105025926301723e-31,3.6894409753040593e-31,1.0917374803627879e-31,2.1059856492579009e-62
2.8212258405134678e-14,0.3873335795100331,1.988747312717374e-20,2.7162766733343695e-29,2.7540162732603365e-29,2.2571110405594397e-45,6.4668182552211409e-36,0.0,0.0,5.7975696995940355e-19,2.4883474362114299e-30,154.0,0.0,0.99999999987042676,1.0,18.999999999999996,1.5235572667502097e-11,3.204205577617712e-13,5.7002718194997156e-11,5.7003160744885155e-11,2.7692904152929747e-15,3.5429629559316867e-15,1.369303121330227e-16,2.9640186872414479e-15,1.8763592177454534e-15,1.8331069773353634e-22,5.8292613022701417e-19,1.1260524347396789e-20,6.5166551848775561e-26,6.5164148462292557e-26,2.1105360487773623e-30,1.1972833875538176e-26,2.928504342063021e-31,3.7530631134096338e-20,1.8711204499836256e-57,1.8402979858304628e-57,1.8402979859023678e-57,1.89377206845449e-26,4.7811929824217283e-31,9.5423336993761595e-23,1.6201022583453265e-27,4.2227121734130724e-33,2.5253642955928525e-35,3.6034419653894695e-41,2.9447066961949294e-46,3.7732969172655035e-49,1.067041489151645e-54,1.0202829230801301e-57,2.0579068776767979e-56,3.4698321167546371e-49,9.3178251906299172e-60,1.767052562090802e-26,7.0385064704863703e-31,3.2899614752062079e-35,5.6571130297706817e-38,2.1073548707985032e-37,6.2271146064910109e-38,2.6212299118842095e-42,1.4272909480787522e-42,1.942019733460818e-44,1.3003006556500362e-50,2.5546000371967715e-46,6.6794387665191078e-51,2.7427442771964216e-54,6.816039554581134e-51,7.7631726277895193e-54,7.7631577574285534e-54,3.7343821077229702e-60,1.1757296943835163e-42,1.7770396165839531e-48,1.466627050115073e-53,1.209436364879595e-57,2.221452126841259e-58,3.5057533595233996e-64,1.7516980228938757e-65,2.3630586917113679e-72,1.4702377622180015e-50,2.0561947693566578e-53,1.113597885992485e-59,8.5735369856369248e-75,5.7987056015344752e-80,3.2455724630299942e-80,7.2610057476070627e-56,2.4949528584434963e-25,2.0864658581132166e-30,1.069311431097774e-30,3.8165064131939232e-31,1.0959356109144278e-61
3.7616387057398954e-14,0.3873335795100331,2.6516727865989801e-20,4.6198569595184407e-29,4.714302914931993e-29,5.0643753109869773e-45,1.3586201935929203e-35,0.0,0.0,8.0058670722675033e-19,4.3301456473218069e-30,154.0,0.0,0.99999999982723553,1.0,18.999999999999993,2.0314119835655833e-11,4.2549506269483878e-13,7.6002408514618324e-11,7.6003212934287644e-11,4.697838993514242e-15,6.025586125997928e-15,1.8359645430216998e-16,5.0382887517320888e-15,3.1830657594789324e-15,3.1682712711096854e-22,9.9139747748057383e-19,1.9151004421486733e-20,1.3634932733149632e-25,1.3634333938610609e-25,5.2566201176084957e-30,2.5005804002481388e-26,7.3132527259050777e-31,6.3829312024047655e-20,8.6011373045783647e-57,8.4594530852802336e-57,8.4594530856530876e-57,3.9624341635061612e-26,1.0003792025610649e-30,1.6298557943109078e-22,3.0563740976495798e-27,8.8250657550006603e-33,6.3046171841670128e-35,1.0491284066653433e-40,9.8083942063713651e-46,1.2568306478045815e-48,4.0040172301173575e-54,3.8286013344242814e-57,7.3998086837076543e-56,1.1557513746550754e-48,3.4682552299401783e-59,3.6905690305691452e-26,1.1970467997783473e-30,6.8836194710227649e-35,1.1826274336679837e-37,4.2087787796541172e-37,1.5014189620543269e-37,5.5503415340060073e-42,3.032031283112998e-42,5.498378770965031e-44,4.1572422133013481e-50,7.232707890689449e-46,2.1165707162244302e-50,7.973625970313641e-54,2.2105916554914313e-50,2.5266188267151261e-53,2.5266133553827911e-53,1.3740114058096212e-59,3.4239610035593696e-42,5.1750217511718211e-48,4.8860286735820314e-53,4.5390583563569468e-57,8.3370851375650465e-58,1.460828703686126e-63,7.3143009235135929e-65,1.0866134479988285e-71,4.9260648971437447e-50,7.8663319291299998e-53,4.0973209293953499e-59,3.942396426128302e-74,2.9115553497105165e-79,1.6296164116353378e-79,2.3632263656980779e-55,5.2182638490434527e-25,4.7033260818436913e-30,2.3205197980131721e-30,9.5336148655958435e-31,3.5668777732931511e-61
4.7020515709663234e-14,0.3873335795100331,3.3146018535098232e-20,7.058377306966735e-29,7.2589625814358213e-29,9.7481311979848732e-45,2.485261390750545e-35,0.0,0.0,1.0361922206049084e-18,6.7689289660045915e-30,154.0,0.0,0.9999999997840443,1.0,18.999999999999989,2.5392666995728191e-11,5.2965244213077291e-13,9.5001401407137777e-11,9.5002684579854469e-11,7.1585351802901129e-15,9.205625137559911e-15,2.3026148213342018e-16,7.6930947421228938e-15,4.8503340050362601e-15,4.8925527227200084e-22,1.5146191385082973e-18,2.925807883928947e-20,2.4821691867515397e-25,2.4820425198812642e-25,1.1116022188072079e-29,4.5438306308161558e-26,1.5506648394331783e-30,9.7515983277378985e-20,3.1754837685117057e-56,3.1231748801831383e-56,3.1231748803327172e-56,7.213511179241833e-26,1.8211392923021124e-30,2.4966106494644651e-22,5.0440553387784276e-27,1.6046719285538383e-32,1.3363933841539178e-34,2.5454003585514855e-40,2.6837305226860183e-45,3.4388851204966449e-48,1.2206891565781012e-53,1.167227039683772e-56,2.1633049044834564e-55,3.1623177188223055e-48,1.04882660950939e-58,6.7061713184732137e-26,1.8287864850002645e-30,1.2531209352513403e-34,2.1510223050777734e-37,7.3169707796999933e-37,3.0747464711184965e-37,1.0189591338654291e-41,5.5792753212470675e-42,1.2975219473056943e-43,1.0917094917567849e-49,1.7067817773137862e-45,5.5095055735937779e-50,1.921013582653953e-53,5.8893015172433894e-50,6.7553649834711929e-53,6.7553486289715145e-53,4.1070927000924353e-59,8.3093759931052926e-42,1.2558709284614996e-47,1.3371456625239402e-52,1.3840261560922263e-56,2.5420681920852279e-57,4.9033965337482541e-63,2.4602814582911117e-64,3.998592012303623e-71,1.3284047619225328e-49,2.3876155540710087e-52,1.2247406977670347e-58,1.4507480747580581e-73,1.1639035107619388e-78,6.5144448125348075e-79,6.3186345012916201e-55,9.4959221014433627e-25,9.0619537486577405e-30,4.3372228967040646e-30,2.0220581662596614e-30,9.5367417361905566e-61
6.582877301419179e-14,0.3873335795100331,4.6404709913259056e-20,1.3574240144944142e-28,1.4310060216619137e-28,2.8380914144585838e-44,6.6825787564145882e-35,0.0,0.0,1.5526558686663579e-18,1.3701044550205403e-29,154.0,0.0,0.99999999969766207,1.0,18.999999999999972,3.5549761291121163e-11,7.3520458486133086e-13,1.3299725127872316e-10,1.3299985604923449e-10,1.3682892008985023e-14,1.7701582128195326e-14,3.2358682699698479e-16,1.4774505549548236e-14,9.2709744000823374e-15,9.5328184050865871e-22,2.9125009379614397e-18,5.6260710316336986e-20,6.5535152036837332e-25,6.5530555370110436e-25,4.0296516560991273e-29,1.1937083650580211e-25,5.6701507080610274e-30,1.8751605699637886e-19,3.8925211986200041e-55,3.8284007554666274e-55,3.8284007557740257e-55,1.9046057359249324e-25,4.808243722978503e-30,4.8134576056957836e-22,1.0777547256035197e-26,4.2231866878044831e-32,4.8818286999365527e-34,1.3131164486223297e-39,1.9990748197650972e-44,2.5615769159894368e-47,1.3471689591409702e-52,1.288246033461691e-55,1.9663411794951292e-54,2.3555702713294132e-47,8.8390365707130736e-58,1.7617762170643973e-25,3.5165510030104964e-30,3.3084897806757664e-34,5.6656341505686265e-37,1.7262673530396354e-36,1.0153587519593902e-36,2.7229663697183346e-41,1.4959920238524441e-41,6.0687973774928801e-43,6.8337178592327835e-49,7.9828065270359015e-45,3.33580179113747e-49,9.3704732989730652e-53,3.9136976878358231e-49,4.5615812969852298e-52,4.5615649679937183e-52,4.1006868540857823e-58,4.2909093664531711e-41,6.4849066876502439e-47,9.9689973011631623e-52,1.5287929453746166e-55,2.8077623740231797e-56,8.1410445749874646e-62,4.1414893401766058e-63,1.0564711169714069e-69,7.3941148763158747e-49,2.0358879508331921e-51,1.2228304656530497e-57,3.8330117006182198e-72,4.9727206890622906e-77,2.7832699149945533e-77,4.2670055007500833e-54,2.5045174031786677e-24,2.6162236800183007e-29,1.1900144912352131e-29,7.4009874328583253e-30,6.4398825071488982e-60
