Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006)
1.5936432562195023e-06,0.478497972289999,3.4102660349094195e-09,1.0816868983804727e-09,4.8821058611846381e-06,3.6799804101186421e-11,6.4777917782453965e-05,0.0,0.0,0.00059380239834797271,0.0022584021689263144,154.0,0.0,0.89657914264322691,1.0,18.972324902725703,0.0069054659191435507,1.6118906432512213e-09,0.0046537538991577258,0.013297291389134689,0.0017204801205923321,0.0043320935665789855,1.152026457796565e-08,7.7181417996578965e-05,0.0017239610465560808,1.1357372731195146e-10,0.027062199488041137,6.8875591902184376e-07,0.0016731471597326072,0.0014392946122075577,9.366789651045155e-07,5.2930609741172077e-08,6.5116265927646179e-07,0.02160882108000944,1.1096464659962112e-05,5.1026962941547893e-05,5.4008925348824823e-05,0.020295927522183638,1.3322370085338543e-07,1.2816022031529225e-12,7.4244819652144196e-12,5.3412991836085807e-11,3.9335136300158197e-07,2.1399345626332838e-05,1.5101570798019034e-05,1.4169602760318851e-06,5.1756339920306386e-06,2.6159667143976302e-05,3.6895207371336503e-13
1.6140621035581687e-06,0.47849717207344966,3.4117098763956675e-09,1.0970368137517796e-09,4.9678547087603331e-06,3.7595111341367054e-11,6.6946356170225101e-05,0.0,0.0,0.00059410356790909617,0.0023022676305507698,154.0,0.0,0.89537041575931353,1.0,18.971966630397972,0.0069537611796505212,1.6099025400908068e-09,0.0046431478083235767,0.013297851944609307,0.001741237737065661,0.0043221473713642624,1.1520551961935015e-08,7.718334411106707e-05,0.0017449547997131544,1.1331296517049917e-10,0.027485631209809465,6.8718623101530683e-07,0.0016967360660955593,0.0014541470980890508,9.4632853345412454e-07,5.3577053819829701e-08,6.5787087604043598e-07,0.021978095628989999,1.1360609771500957e-05,5.2991695422383241e-05,5.6140079104623162e-05,0.020616047327061623,1.3550127696649759e-07,1.2816341781020507e-12,7.5512185860266461e-12,5.4255664653973147e-11,3.9963731434980268e-07,2.1949435759006982e-05,1.5489829633338571e-05,1.4544674299173415e-06,5.3141849090321331e-06,2.7292697049870439e-05,3.7871829129183076e-13
1.634480950896835e-06,0.47849637373990933,3.4129882952083719e-09,1.1123357862682263e-09,5.0535737236863041e-06,3.8393114466985135e-11,6.9150048957334091e-05,0.0,0.0,0.00059438214924172072,0.0023461292900424226,154.0,0.0,0.8941649344877538,1.0,18.971609171248911,0.007001335693671379,1.6079199627626625e-09,0.0046326532878352812,0.013297758483225831,0.0017619648705696424,0.0043123056391433778,1.1520273175392268e-08,7.7181477017335224e-05,0.0017659226510515214,1.1305494251696999e-10,0.02790850050570878,6.8563304924640726e-07,0.0017202714337687277,0.0014687864854469879,9.5583912855733696e-07,5.4222700054846666e-08,6.6448248099537968e-07,0.02234687819848083,1.1624237103591781e-05,5.4993470627509694e-05,5.8314605624992387e-05,0.020935213143257737,1.377758210257175e-07,1.2816031681461627e-12,7.6777820784391484e-12,5.5095830059588042e-11,4.0590602121487212e-07,2.2502964191294391e-05,1.5880510241074591e-05,1.4922234313682199e-06,5.4536724551716772e-06,2.8453914913110882e-05,3.8854930449666644e-13
1.6548997982355013e-06,0.4784955772933657,3.4141080173275935e-09,1.1275842316312663e-09,5.139261448513905e-06,3.9193751892415478e-11,7.1388892444958837e-05,0.0,0.0,0.00059463983713894247,0.0023899842267866966,154.0,0.0,0.89296269667705752,1.0,18.971252526829964,0.0070481981254597245,1.6059426597853288e-09,0.0046222707268595703,0.013297038766746701,0.0017826616002788198,0.0043025687225025583,1.1519452217196809e-08,7.7175976619608133e-05,0.0017868646730617628,1.1279968070278697e-10,0.028330788551172943,6.8409643259534358e-07,0.0017437538298720487,0.0014832146163154321,9.6521195762281904e-07,5.4867550677988445e-08,6.7099831378000875e-07,0.022715152564731611,1.1887242459603726e-05,5.7031963046309789e-05,6.0532296136693512e-05,0.021253424229286805,1.4004723282184651e-07,1.2815118505101836e-12,7.8041668869177861e-12,5.593348600963585e-11,4.1215743715527398e-07,2.3059826905184307e-05,1.627353901870225e-05,1.5302207658481286e-06,5.5940681978026841e-06,2.9643429197130317e-05,3.9844315667551038e-13
1.673276760840301e-06,0.47849486210742637,3.4149853713355719e-09,1.1412650010549413e-09,5.2163525779881655e-06,3.9916529373179111e-11,7.3433819549540252e-05,0.0,0.0,0.00059485518916271721,0.0024294456596740425,154.0,0.0,0.89188345368982846,1.0,18.970932244487191,0.0070897725650000097,1.6041680844001645e-09,0.0046130222007843445,0.013295877403858609,0.0018012627271586136,0.0042938951581822302,1.1518268897040717e-08,7.7168049504825942e-05,0.0018056904686754296,1.1257228261332824e-10,0.028710336022023643,6.8272764979397964e-07,0.0017648431653357107,0.0014960208674087603,9.7353073382106109e-07,5.5447237834258221e-08,6.7678138637547854e-07,0.023046152417493609,1.212333267467649e-05,5.8897720631405706e-05,6.2564939597295049e-05,0.021538997747402526,1.4208874776076625e-07,1.2813802114734921e-12,7.9177561588134969e-12,5.6685230297850516e-11,4.1776889882966458e-07,2.3563770676810073e-05,1.6629213534004816e-05,1.5646186733495655e-06,5.7211780438329616e-06,3.0738269988394661e-05,4.0739977999203978e-13
1.6916537234451008e-06,0.47849414845464305,3.4157438053815018e-09,1.1549055526052057e-09,5.2934164795178787e-06,4.0641352261990363e-11,7.5507058694041103e-05,0.0,0.0,0.00059505594621456789,0.0024688975609847173,154.0,0.0,0.89080683367067259,1.0,18.970612623821129,0.0071307833333321162,1.6023979152623987e-09,0.004603864250916659,0.013294248496208737,0.0018198393486660194,0.0042853063776609078,1.1516680917843524e-08,7.7157411051534532e-05,0.0018244954539972744,1.1234711088776941e-10,0.029089385762504905,6.8137227012268832e-07,0.0017858904681488858,0.0015086589297335516,9.8173983802771592e-07,5.6026283976721231e-08,6.824882169872321e-07,0.023376717938400578,1.2358767777301426e-05,6.0792691739501098e-05,6.4632195663357438e-05,0.021823797987502822,1.4412758544241125e-07,1.281203557117508e-12,8.0311929476348781e-12,5.7434941951056989e-11,4.2336630864553679e-07,2.407026193581692e-05,1.6986681610064024e-05,1.5992009810399498e-06,5.8489816012964258e-06,3.1856183770581714e-05,4.1640441794738338e-13
1.7100306860499005e-06,0.4784934363367066,3.416387568435656e-09,1.1685062515083524e-09,5.3704524077099164e-06,4.136818142997071e-11,7.7608533965740784e-05,0.0,0.0,0.00059524309414689164,0.0025083381679641492,154.0,0.0,0.88973283420055538,1.0,18.970293665391175,0.0071712365431095583,1.6006321484205314e-09,0.0045947965459045169,0.013292169578931227,0.001838391522368242,0.0042768020657593499,1.1514703489218366e-08,7.7144163161016157e-05,0.0018432796817662426,1.12124157228202e-10,0.029467925912795088,6.8003024522796364e-07,0.0018068961512533979,0.0015211302292115277,9.8984020396167237e-07,5.6604690729204877e-08,6.8811945472372991e-07,0.02370683934873739,1.2593480190797682e-05,6.2716615145854082e-05,6.6733885854941105e-05,0.022107825457498197,1.4616368546822754e-07,1.2809835794053397e-12,8.1444739127489403e-12,5.8182622250671903e-11,4.2894965501252302e-07,2.4579231127684394e-05,1.734589403423388e-05,1.6339626588506879e-06,5.9774598328343918e-06,3.2997236736657705e-05,4.2545576079816597e-13
1.7265699523942203e-06,0.4784927967439987,3.4168722760084096e-09,1.1807131221720082e-09,5.4397602761656969e-06,4.2024012008436657e-11,7.9523940841947824e-05,0.0,0.0,0.00059540065161682197,0.0025438236820152071,154.0,0.0,0.8887684730423866,1.0,18.970007169352218,0.0072071727206869341,1.5990468722411283e-09,0.0045867123755324703,0.013289927677830392,0.0018550676233583694,0.0042692200327270509,1.1512602916383893e-08,7.7130090555648743e-05,0.0018601677826016879,1.1192537806534251e-10,0.029808166976726641,6.7883378321583015e-07,0.0018257660210094695,0.0015322130124837496,9.9703834497231623e-07,5.7124711468980147e-08,6.9312348078375548e-07,0.024003561278821355,1.2804049676452991e-05,6.4472679070652034e-05,6.8654694602877356e-05,0.022362790098058406,1.4799378770348648e-07,1.2807498986099393e-12,8.2462909528441185e-12,5.8853799348043104e-11,4.3396263757498771e-07,2.503936607071607e-05,1.7670637038989693e-05,1.6653974821036084e-06,6.0936517651577997e-06,3.4044020038217106e-05,4.3364084795778779e-13
1.7431092187385402e-06,0.4784921583964782,3.4172702407252947e-09,1.1928883115526562e-09,5.5090445168608483e-06,4.2681410967863234e-11,8.1462102131700463e-05,0.0,0.0,0.00059554855555873085,0.0025792975544521547,154.0,0.0,0.88780623024599259,1.0,18.969721210247645,0.0072426665438558536,1.5974651998881794e-09,0.0045787004718780546,0.0132873466060587,0.0018717240100873623,0.0042617056352359847,1.1510208879589953e-08,7.7114051791460424e-05,0.0018770391508770355,1.1172837281515926e-10,0.030147978189344556,6.7764801643184068e-07,0.0018446028097964841,0.0015431629590407221,1.0041498751747779e-06,5.7644216798731316e-08,6.9806729650522751e-07,0.02429990966649697,1.3013935438616547e-05,6.6251777566720701e-05,7.0603103786704262e-05,0.022617130154387783,1.4982158712518997e-07,1.2804835709862978e-12,8.347977061894207e-12,5.952333454687736e-11,4.3896422339003969e-07,2.5501405263091232e-05,1.7996720179073781e-05,1.6969701522964668e-06,6.210362011736176e-06,3.5109639550805949e-05,4.4186182808997002e-13
1.75964848508286e-06,0.4784915212948095,3.4175841998076269e-09,1.2050321194405869e-09,5.5783047436595604e-06,4.3340352959411849e-11,8.3422962517254771e-05,0.0,0.0,0.00059568739259929998,0.0026147586979407994,154.0,0.0,0.88684610353259374,1.0,18.969435788183869,0.0072777223390443676,1.595886958992967e-09,0.004570760314933392,0.013284437656024153,0.0018883607243887282,0.0042542583839574478,1.150753111709068e-08,7.7096111508806795e-05,0.0018938938249308754,1.115331368815144e-10,0.030487351969383469,6.7647286823116487e-07,0.0018634068136037332,0.0015539811495779584,1.0111755020152849e-06,5.8163207898987651e-08,7.0295139396854814e-07,0.024595878498379815,1.3223093452842277e-05,6.8053706845308515e-05,7.2578968266745207e-05,0.022870846505417958,1.5164704659030037e-07,1.2801856848812536e-12,8.4495301830386413e-12,6.0191230116757526e-11,4.4395441505047679e-07,2.5965301846562935e-05,1.8324110302838579e-05,1.7286772781129955e-06,6.3275777351405283e-06,3.6194135810625047e-05,4.5011781815678913e-13
1.7761877514271799e-06,0.47849088543944285,3.4178167880979309e-09,1.2171448550013764e-09,5.6475406119942259e-06,4.4000813535570315e-11,8.5406466723337511e-05,0.0,0.0,0.00059581771290164072,0.0026502060805214745,154.0,0.0,0.88588809046943784,1.0,18.96915090317983,0.0073123443924731609,1.5943124897689194e-09,0.0045628913152503487,0.013281211692649607,0.0019049778080474239,0.0042468777260952738,1.1504579167447221e-08,7.7076334850272109e-05,0.0019107318430604959,1.1133963882516463e-10,0.030826281044757545,6.7530825175749329e-07,0.0018821783261560338,0.0015646686755453182,1.0181159394597751e-06,5.8681685949040951e-08,7.0777626895902448e-07,0.02489146207566735,1.3431481293634369e-05,6.9878259335669717e-05,7.4582138571845037e-05,0.023123940162666792,1.5347013090118877e-07,1.2798572909582778e-12,8.5509483814730691e-12,6.0857488696235241e-11,4.489332180749016e-07,2.6431010124622581e-05,1.8652775081363054e-05,1.7605155516156469e-06,6.4452864130163313e-06,3.7297547052200691e-05,4.5840795682299099e-13
1.7927270177714997e-06,0.4784902508307038,3.417970543141655e-09,1.2292268362293109e-09,5.7167518153593591e-06,4.4662769104423565e-11,8.7412559532432034e-05,0.0,0.0,0.00059594003250392695,0.0026856387224519153,154.0,0.0,0.88493218847402255,1.0,18.968866555178266,0.007346536950510605,1.5927417323517614e-09,0.0045550928230082997,0.013277679179538794,0.0019215753027974002,0.0042395630524036769,1.1501362084853565e-08,7.70547822682732e-05,0.0019275532435191589,1.1114786555793862e-10,0.031164758440323792,6.7415407117094701e-07,0.0019009176386315671,0.0015752266381219237,1.0249719081516643e-06,5.9199652126847051e-08,7.1254242253103206e-07,0.025186654997317301,1.3639058107838839e-05,7.1725223888516079e-05,7.6612461093125965e-05,0.023376412257937774,1.552908067023536e-07,1.2794993984949728e-12,8.6522298162421761e-12,6.1522113226347502e-11,4.539006406604669e-07,2.6898485537498003e-05,1.8982682990393617e-05,1.7924817464958517e-06,6.5634758315622241e-06,3.8419909271736646e-05,4.6673140401425427e-13
1.8092662841158195e-06,0.4784896174688328,3.4180479096471382e-09,1.2412783894592401e-09,5.7859380821685763e-06,4.5326196889393508e-11,8.9441185797526656e-05,0.0,0.0,0.0005960548353542357,0.002721055693447696,154.0,0.0,0.88397839481830731,1.0,18.968582744050529,0.0073803042200217672,1.591174247353451e-09,0.004547364135420312,0.013273850197110028,0.0019381532503188522,0.0042323137030717264,1.1497888466558675e-08,7.7031509802359183e-05,0.0019443580645131487,1.1095782111960014e-10,0.031502777466854509,6.7301022262995267e-07,0.0019196250394471889,0.0015856561473023094,1.0317441346657577e-06,5.9717107608934536e-08,7.1725036048939587e-07,0.025481452145352676,1.3845784587037619e-05,7.3594385969212429e-05,7.8669778268612589e-05,0.023628264032987591,1.5710904238099558e-07,1.2791129770164382e-12,8.7533727312963048e-12,6.2185106924280617e-11,4.5885669347516011e-07,2.7367684636693025e-05,1.9313803292802301e-05,1.8245727163474277e-06,6.6821340790648255e-06,3.9561256288114811e-05,4.750873404670573e-13
1.8258055504601394e-06,0.47848898535379314,3.4180512440646935e-09,1.2532998488729232e-09,5.8550991728739483e-06,4.5991074887875469e-11,9.1492290455015302e-05,0.0,0.0,0.00059616257540801314,0.0027564561098425309,154.0,0.0,0.88302670663289362,1.0,18.968299469591088,0.007413650368718481,1.5896107061122798e-09,0.0045397045023747055,0.01326973445273217,0.0019547116922347249,0.0042251289758618131,1.149416696088791e-08,7.7006577832945257e-05,0.0019611463441980646,1.1076945359856645e-10,0.031840331709819543,6.7187659538605611e-07,0.0019383008140307469,0.0015959583209651513,1.0384333496309642e-06,6.0234053570312169e-08,7.219005896906346e-07,0.025775848669775902,1.4051622940408937e-05,7.5485527853022305e-05,8.0753928769706221e-05,0.023879496828853135,1.5892480797739088e-07,1.2786989675428757e-12,8.8543754894598299e-12,6.2846473310863464e-11,4.6380138944297236e-07,2.7838565060461926e-05,1.9646106021526541e-05,1.8567853929468459e-06,6.8012495394374718e-06,4.0721619802890318e-05,4.8347496725838777e-13
1.8396315239467629e-06,0.47848845789499517,3.4179988715261852e-09,1.2633263230305883e-09,5.9128948040918124e-06,4.6547976013143433e-11,9.3224117712134528e-05,0.0,0.0,0.00059624753037225615,0.0027860357178869908,154.0,0.0,0.88223275791947386,1.0,18.968063078393591,0.0074412058658806001,1.5883064094100891e-09,0.0045333538629740043,0.013266080650198185,0.0019685387574693816,0.0042191719683010963,1.1490871553263126e-08,7.6984500386941497e-05,0.0019751678141797912,1.1061327482893063e-10,0.032122148510077685,6.7093670056838192e-07,0.0019538887337411299,0.0016044735079393394,1.0439620209239899e-06,6.0665803583111452e-08,7.2574402856425135e-07,0.026021638206788503,1.4222985279355554e-05,7.7083131718203314e-05,8.251664287859264e-05,0.024089040530438411,1.6044077823011486e-07,1.2783323610903603e-12,8.9386998895035718e-12,6.3398095420241783e-11,4.6792619601362024e-07,2.8233457028047947e-05,1.9924780115107805e-05,1.8838047516134044e-06,6.9011665502560209e-06,4.1706238269961138e-05,4.9051034340790366e-13
1.8534574974333863e-06,0.47848793130736883,3.4178976386026382e-09,1.2733322091529812e-09,5.9706725859676956e-06,4.7105863639300207e-11,9.4971582619827162e-05,0.0,0.0,0.00059632808256257334,0.0028156027016918968,154.0,0.0,0.88144027660329949,1.0,18.967827061854518,0.0074684723570896099,1.5870043117446037e-09,0.0045270504480196556,0.013262238297679207,0.0019823522452902154,0.0042132591530925885,1.1487413001044171e-08,7.6961328817313449e-05,0.0019891777737898937,1.1045826992637151e-10,0.032403632755743719,6.70003796071581e-07,0.0019694549131405409,0.0016129011579899548,1.0494336295580272e-06,6.1097199042434129e-08,7.2954779892840626e-07,0.026267142012624575,1.4393681169599929e-05,7.8695810650383752e-05,8.429789504106654e-05,0.024298153561162578,1.619549867229157e-07,1.2779476147909709e-12,9.0229243709161146e-12,6.3948585228127043e-11,4.7204308651651842e-07,2.8629471472191772e-05,2.0204243396852012e-05,1.9109053603861591e-06,7.00138867985867e-06,4.2704182650166784e-05,4.975668756923963e-13
1.8672834709200098e-06,0.478487405590707,3.4177487912252173e-09,1.28331771382859e-09,6.0284324225094148e-06,4.7664726055383982e-11,9.6734653176041167e-05,0.0,0.0,0.00059640445405243197,0.0028451566130453694,154.0,0.0,0.88064926079270134,1.0,18.967591419751905,0.00749545221499199,1.5857050289166172e-09,0.0045207937610561473,0.013258212521472103,0.0019961521799133218,0.0042073900656195932,1.1483795961995718e-08,7.6937096567327877e-05,0.0020031762452290499,1.1030439588187605e-10,0.032684781112822893,6.6907780850475662e-07,0.0019849995136933338,0.0016212419344557888,1.0548486086879927e-06,6.1528240631994341e-08,7.3331220094443076e-07,0.026512357647942016,1.4563690895397819e-05,8.0323432857668027e-05,8.6097585460890853e-05,0.024506836839014116,1.6346741838321001e-07,1.2775452271091375e-12,9.1070481157737205e-12,6.4497945155242601e-11,4.7615207162080822e-07,2.9026585324864945e-05,2.0484479549625889e-05,1.938085547788779e-06,7.1019095998015417e-06,4.3715468222674355e-05,5.0464412887857448e-13
1.8811094444066332e-06,0.4784868807447885,3.4175535391132232e-09,1.2932830467137409e-09,6.0861742289652656e-06,4.8224551865599113e-11,9.851329743734477e-05,0.0,0.0,0.00059647685539134378,0.0028746970222412742,154.0,0.0,0.87985970853445916,1.0,18.967356151842033,0.0075221477937322725,1.5844082546558919e-09,0.0045145832926855719,0.013254008302697799,0.0020099385855229857,0.0042015642293655999,1.1480024650566681e-08,7.6911830775202927e-05,0.0020171632506690534,1.1015165538450056e-10,0.032965590363845859,6.6815866258954053e-07,0.0020005226951338344,0.0016294965030697432,1.0602073940151517e-06,6.1958929034613326e-08,7.3703753796659578e-07,0.026757282781601062,1.4732995431184504e-05,8.1965865317965928e-05,8.7915612816904861e-05,0.02471509131535345,1.6497805881641356e-07,1.2771256767789246e-12,9.1910703267034631e-12,6.5046177675921908e-11,4.802531627900648e-07,2.9424776005660465e-05,2.0765472600885742e-05,1.9653436774553992e-06,7.2027231145326443e-06,4.4740109335547786e-05,5.1174167688966983e-13
1.8935528205445942e-06,0.4784864091277395,3.4173391081284907e-09,1.3022347750380261e-09,6.1381263773094982e-06,4.872920962006077e-11,0.0001001273664394425,0.0,0.0,0.0005965387874380724,0.002901271505126988,154.0,0.0,0.87915036117694378,1.0,18.967144730435951,0.0075459326868365355,1.583243067917267e-09,0.0045090329585253221,0.013250075938228431,0.0020223348032265757,0.0041963575545049068,1.1476501957641949e-08,7.6888229759536198e-05,0.0020297417704361622,1.1001515909371393e-10,0.033218026185324386,6.6733721736617812e-07,0.0020144753756744932,0.0016368524589812567,1.0649826162072578e-06,6.2346247185737918e-08,7.4035719210954145e-07,0.02697746517919038,1.4884751397462751e-05,8.3456606432468419e-05,8.9567430612529254e-05,0.024902154529240095,1.6633609232085624e-07,1.2767337918627867e-12,9.266602873627819e-12,6.5538625121714304e-11,4.8393740558745715e-07,2.9784050027406068e-05,2.1019000565604475e-05,1.9899413100019337e-06,7.2937004304204022e-06,4.5673716453139113e-05,5.181464772262249e-13
1.9059961966825553e-06,0.4784859382155303,3.4170888754722489e-09,1.3111704931537835e-09,6.1900638129945148e-06,4.9234630841490732e-11,0.0001017540011227784,0.0,0.0,0.0005965978042423236,0.0029278344281042576,154.0,0.0,0.87844219616008645,1.0,18.966933611692699,0.0075694908962807405,1.5820799300295251e-09,0.0045035192552738378,0.013246006383696428,0.002034720099573712,0.0041911851586565758,1.1472860684991883e-08,7.6863834405985088e-05,0.0020423110367975227,1.0987955999858606e-10,0.03347018262530032,6.6652119465964301e-07,0.0020284109485873038,0.0016441396153752095,1.0697129940908636e-06,6.2733280304211876e-08,7.4364567121027819e-07,0.027197408907414681,1.503590837307671e-05,8.4959136650368387e-05,9.1233942249951917e-05,0.025088871942392805,1.6769265415871423e-07,1.2763287141111252e-12,9.3420520349252898e-12,6.6030163364839397e-11,4.8761527350467983e-07,3.0144162576268225e-05,2.127311777846306e-05,2.0145996329909079e-06,7.3849054991722246e-06,4.6618161650512793e-05,5.2456708030969273e-13
1.9184395728205163e-06,0.47848546800787906,3.41680365302565e-09,1.320090359691203e-09,6.2419864943688897e-06,4.9740807829747601e-11,0.00010339317833450435,0.0,0.0,0.00059665403766275601,0.0029543855131868848,154.0,0.0,0.87773521193856463,1.0,18.966722795380054,0.0075928241003329578,1.5809191612035765e-09,0.0044980417914511576,0.013241802975642114,0.0020470944921237274,0.0041860466758442457,1.1469103835699712e-08,7.6838665999290939e-05,0.0020548710658512895,1.0974483249452844e-10,0.033722057566612743,6.6571053658592925e-07,0.0020423295265755686,0.0016513584614248795,1.0743988471624764e-06,6.3120028885836368e-08,7.4690319687043832e-07,0.027417112474729374,1.518645387755166e-05,8.6473356715130589e-05,9.2915070960646146e-05,0.025275244307098377,1.690477351148423e-07,1.275910767504809e-12,9.4174173111113816e-12,6.6520794384833592e-11,4.9128677633277114e-07,3.0505098165890344e-05,2.1527813286085533e-05,2.039317523861891e-06,7.4763340705192693e-06,4.757345353809586e-05,5.3100319383968143e-13
1.9308829489584775e-06,0.47848499850452114,3.4164842320601572e-09,1.3289945349373527e-09,6.2938943852399545e-06,5.0247733062651769e-11,0.00010504487496733613,0.0,0.0,0.00059670761339129103,0.0029809244926069364,154.0,0.0,0.8770294069307415,1.0,18.966512281256826,0.007615933965461336,1.5797601086587155e-09,0.0044926001711346319,0.013237468970511201,0.0020594579984129697,0.0041809417358279815,1.1465234009712183e-08,7.6812739609833362e-05,0.0020674218736744564,1.0961099932116073e-10,0.033973648960132656,6.6490518460750488e-07,0.0020562312211265719,0.00165850948718042,1.0790404965086938e-06,6.3506493425752285e-08,7.5012999330735944e-07,0.027636574450304818,1.5336375855193658e-05,8.799916673311799e-05,9.4610739139856204e-05,0.025461272391235763,1.7040132635712268e-07,1.2754802621966409e-12,9.4926982048409141e-12,6.7010520166018806e-11,4.9495192425452187e-07,3.0866841606453377e-05,2.1783076344415813e-05,2.0640938814378822e-06,7.5679819751809759e-06,4.8539600168741369e-05,5.3745453109876265e-13
1.9433263250964387e-06,0.47848452970512395,3.4161313840954591e-09,1.3378831807387635e-09,6.3457874544226371e-06,5.0755399188141411e-11,0.00010670906796129654,0.0,0.0,0.00059675865132827362,0.0030074511082937216,154.0,0.0,0.87632477951984855,1.0,18.966302069063385,0.0076388221464346361,1.5786029219625636e-09,0.0044871939950687353,0.01323300753774893,0.0020718106359532778,0.0041758699649252452,1.1461254009110876e-08,7.6786074561628904e-05,0.0020799634763213194,1.0947804295914738e-10,0.03422495482242556,6.6410507963836217e-07,0.00207011614249485,0.0016655931833850922,1.0836382627307455e-06,6.3892674418419649e-08,7.5332628317225537e-07,0.027855793461241733,1.548566266638333e-05,8.9536466222021389e-05,9.6320868393522943e-05,0.025646956976639546,1.7175341940390546e-07,1.2750375046789408e-12,9.5678942520054864e-12,6.7499342759816104e-11,4.986107278106887e-07,3.1229377997290588e-05,2.2038896414583307e-05,2.0889276254497997e-06,7.6598451230421071e-06,4.9516609052871225e-05,5.4392081080099913e-13
1.9545253636206036e-06,0.47848410838723393,3.4157858629771765e-09,1.345869819263161e-09,6.3924785222011873e-06,5.121292622139531e-11,0.00010821750702442159,0.0,0.0,0.00059680251025532737,0.0030313142857084064,154.0,0.0,0.87569162033139925,1.0,18.966113136011952,0.0076592333276438856,1.5775634581156981e-09,0.004482358408862872,0.013228885850802377,0.0020829187314128856,0.0041713334198212066,1.1457580163786083e-08,7.6761461723485216e-05,0.0020912430615282131,1.0935910330194971e-10,0.034450884381861627,6.6338942216325589e-07,0.0020825983207810863,0.0016719113492773671,1.0877389972692922e-06,6.4239995287035702e-08,7.5617704452137579e-07,0.028052881747065418,1.5619468439753581e-05,9.0929775758391251e-05,9.7872283532819836e-05,0.025813780068807846,1.7296901545759716e-07,1.274628796157671e-12,9.635497789564765e-12,6.793851260307993e-11,5.0189823556425012e-07,3.1556326636023907e-05,2.2269602175493985e-05,2.1113261842406333e-06,7.7427026715042883e-06,5.0405210052660117e-05,5.4975301016225236e-13
1.9657244021447684e-06,0.4784836876389728,3.4154144109298957e-09,1.3538441313189864e-09,6.439157546748252e-06,5.1671042427839114e-11,0.00010973603275843208,0.0,0.0,0.00059684448583999163,0.0030551670720164034,154.0,0.0,0.8750594124322929,1.0,18.965924447095542,0.0076794674655895883,1.5765255022206054e-09,0.0044775509114610024,0.013224665649780299,0.0020940180500821247,0.004166823161121911,1.1453821153884154e-08,7.6736277889860108e-05,0.0021025152151993823,1.0924085865511486e-10,0.034676579750442339,6.6267792290445245e-07,0.0020950670797149937,0.0016781757347211137,1.0918046809769876e-06,6.4587087241809172e-08,7.5900343930839309e-07,0.028249771242731824,1.5752742721764388e-05,9.2332235896233397e-05,9.9435289818799601e-05,0.025980326158660617,1.7418338568817169e-07,1.2742106170504531e-12,9.7030319279757298e-12,6.8376954088135694e-11,5.0518062134511696e-07,3.1883895262906573e-05,2.2500743343132221e-05,2.1337696090731392e-06,7.8257284448202385e-06,5.1302619858497251e-05,5.5559689187093373e-13
1.9769234406689332e-06,0.4784832674601108,3.4150175513602023e-09,1.361806237900705e-09,6.4858245145835121e-06,5.212974278320082e-11,0.00011126462845479456,0.0,0.0,0.00059688465431297446,0.0030790092980339748,154.0,0.0,0.87442815457382495,1.0,18.96573600209771,0.0076995257425410699,1.5754891694279053e-09,0.0044727712065860455,0.013220349082474641,0.0021051086046754704,0.0041623389117998264,1.1449978882101957e-08,7.6710536229096041e-05,0.0021137799489904636,1.091232958914786e-10,0.03490203961319107,6.6197053802701361e-07,0.0021075224970826625,0.001684386698466074,1.095835548204238e-06,6.493395064173672e-08,7.6180563026905667e-07,0.028446461061320649,1.5885477868419272e-05,9.3743772276286093e-05,0.00010100982857435245,0.026146595841485133,1.7539652461696468e-07,1.2737831751892602e-12,9.7704963690169561e-12,6.8814668777796689e-11,5.0845789350492663e-07,3.2212073599705929e-05,2.2732312648381656e-05,2.1562571546663102e-06,7.908919621262978e-06,5.2208842856025024e-05,5.6145226186685735e-13
1.988122479193098e-06,0.47848284785022094,3.4145957960924282e-09,1.3697562608663932e-09,6.5324794147608675e-06,5.2589022362253804e-11,0.00011280327743860098,0.0,0.0,0.00059692308869589835,0.0031028408001119428,154.0,0.0,0.87379784548630135,1.0,18.965547800794859,0.0077194093332691024,1.5744544577207614e-09,0.0044680189971182255,0.013215938249082093,0.0021161904078905503,0.0041578803940815557,1.144605516938808e-08,7.6684248943365731e-05,0.002125037274541395,1.0900640772870353e-10,0.035127262694375938,6.6126722356949342e-07,0.0021199646498446909,0.0016905445994055716,1.0998318335127798e-06,6.5280585845333499e-08,7.6458378046613608e-07,0.028642950349465322,1.60176664930993e-05,9.5164310235143401e-05,0.00010259584068432785,0.026312589719230766,1.7660842697230303e-07,1.2733466731919216e-12,9.8378908238672439e-12,6.9251658248146824e-11,5.1173006057810062e-07,3.2540851546167371e-05,2.2964302948169672e-05,2.1787880886111315e-06,7.9922734278657718e-06,5.3123883101221855e-05,5.6731892944331197e-13
