Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006)
6.667717549151281e-12,0.47856140549592213,4.367777513842987e-15,3.9871469993236857e-21,3.8883920509585365e-21,2.0484195467652359e-32,1.7156906015580058e-25,0.0,0.0,1.6461601673478692e-13,3.2033613261823291e-22,154.0,0.0,0.99999956720231398,1.0,18.999999997033186,4.6516856771749664e-08,1.7821627090885335e-09,1.8328096686298141e-07,1.8477457558179223e-07,6.7605043848041406e-09,2.2300476287695314e-09,1.6028722304856394e-13,7.3644772354820215e-10,6.7146616344630266e-09,5.8461457468645024e-17,1.0723273453393882e-12,1.5246687601887431e-13,5.7071640892758855e-16,5.7022145369260254e-16,3.3331676735292289e-19,1.4053995611610831e-16,1.6163846763288482e-19,7.6490095492949233e-14,1.6216302304142197e-35,1.5591728791294875e-35,1.5591730846602913e-35,6.6956080807772428e-18,2.3643380521270819e-21,1.2228606855995349e-17,3.532931124466339e-21,1.8363192993317692e-23,8.0304273032462899e-23,3.5624416217743837e-26,3.8856258638857615e-29,4.6351410385181184e-31,1.4648300299215576e-34,5.5539455970397238e-38,1.1960366584427243e-37
6.783860130991773e-12,0.47856140549566095,4.444054718190634e-15,4.1291327845908738e-21,4.0251507553898158e-21,2.1912836518393608e-32,1.8069560047305749e-25,0.0,0.0,1.7017834802222529e-13,3.3713116660377446e-22,154.0,0.0,0.99999955966426313,1.0,18.999999996937678,4.7327115505773217e-08,1.7822031042867267e-09,1.864346190000457e-07,1.8798811846737008e-07,6.8934609956182148e-09,2.3077398979463886e-09,1.6307573049745384e-13,7.5425208095890749e-10,6.8467166723940637e-09,6.0498245744216843e-17,1.1099788742264264e-12,1.5779233025728101e-13,6.0096970073048523e-16,6.0044667797654637e-16,3.5162635591487516e-19,1.4603032049751263e-16,1.7139639802401365e-19,7.917585603408977e-14,1.8294892020606539e-35,1.7590263444440409e-35,1.7590265803656548e-35,7.0551252680563859e-18,2.4898244025475929e-21,1.2524248911075815e-17,3.6187411419342614e-21,1.9049484771026747e-23,8.4841846791756138e-23,3.8325269664245821e-26,4.2561326135267932e-29,5.0771909730788914e-31,1.6335612594423338e-34,6.1986751525024713e-38,1.3103130181050321e-37
7.016145294672757e-12,0.47856140549512766,4.5966292882295145e-15,4.4207520268607468e-21,4.3057715577308613e-21,2.4992786590038211e-32,1.9990871159799963e-25,0.0,0.0,1.8157880530470617e-13,3.7249757674565655e-22,154.0,0.0,0.99999954458816021,1.0,18.999999996742616,4.8947632797201295e-08,1.7822676262456419e-09,1.9273800273170941e-07,1.944150719171898e-07,7.1593821890079964e-09,2.4670444215705662e-09,1.6865135624212156e-13,7.8999283345385726e-10,7.110834666123207e-09,6.4674592006917916e-17,1.1872294446379096e-12,1.6871408167790143e-13,6.6463616203468772e-16,6.64053832776415e-16,3.9022934946393657e-19,1.5733161193809013e-16,1.9209990880878176e-19,8.4686303375139591e-14,2.3144335436638195e-35,2.2252935791330462e-35,2.2252938878315984e-35,7.8126837075078501e-18,2.7539399543581534e-21,1.3117725575114534e-17,3.791040673648254e-21,2.0459470250241318e-23,9.4423842750906144e-23,4.4185842161287748e-26,5.0821326756651766e-29,6.0627143538535413e-31,2.0200321981788746e-34,7.6774824129466853e-38,1.5651341423087967e-37
7.248430458353742e-12,0.4785614054945795,4.7492307391453023e-15,4.7225895903238417e-21,4.5958649601932742e-21,2.8386294837637881e-32,2.2043827825806167e-25,0.0,0.0,1.9334688320203828e-13,4.1030541161973328e-22,154.0,0.0,0.99999952951205595,1.0,18.999999996542179,5.0568149853137353e-08,1.7823152484138113e-09,1.9903616675453817e-07,2.0084186375417037e-07,7.4253116625727437e-09,2.631567911456535e-09,1.7422676708899079e-13,8.2589481893880709e-10,7.3749608840953656e-09,6.8987763174189147e-17,1.2670766418951769e-12,1.7999658708823714e-13,7.3263311013608232e-16,7.3198711601735734e-16,4.3155389687441163e-19,1.6906031394784774e-16,2.1444022185062547e-19,9.0381982120532593e-14,2.9055429277791928e-35,2.7936371840710031e-35,2.7936375844721774e-35,8.6231473799782436e-18,3.0360718057588571e-21,1.3713879596364483e-17,3.9641753209960665e-21,2.1919255869612118e-23,1.0470175759976715e-22,5.0695631146944759e-26,6.0319995189703876e-29,7.1960666539018316e-31,2.4800799889905947e-34,9.4410839181275197e-38,1.8582485289139647e-37
7.480715622034725e-12,0.47856140549401677,4.9018590699084926e-15,5.0346711484799646e-21,4.8954326553220535e-21,3.2113933305805548e-32,2.4232800515273089e-25,0.0,0.0,2.0548245553595563e-13,4.5064277832142433e-22,154.0,0.0,0.99999951443595037,1.0,18.999999996336378,5.2188666673581416e-08,1.782350372037901e-09,2.0532912027165166e-07,2.0726851018485665e-07,7.691247258759584e-09,2.8013011649071245e-09,1.7980193270966599e-13,8.6194183090440207e-10,7.6390931833880144e-09,7.3437517980192545e-17,1.3495204039937277e-12,1.9163940318474763e-13,8.0510117347126664e-16,8.0438700059380951e-16,4.7569165775574353e-19,1.8121641543008191e-16,2.3848121970139061e-19,9.6262888371112742e-14,3.6214803498179735e-35,3.4820014368963348e-35,3.4820019519894875e-35,9.4883695538524138e-18,3.3368106713731434e-21,1.4312441857353606e-17,4.1380675582086819e-21,2.3428758864183931e-23,1.1569969990497116e-22,5.7900886516083428e-26,7.1191923499866095e-29,8.493318036400917e-31,3.0245326655823057e-34,1.1532104312331017e-37,2.193826388483755e-37
7.71300078571571e-12,0.4785614054934393,5.0545142795599081e-15,5.3570223324391239e-21,5.2044763379193747e-21,3.6196926542077514e-32,2.6562160481053661e-25,0.0,0.0,2.1798539678580978e-13,4.9359840605386806e-22,154.0,0.0,0.99999949935984311,1.0,18.999999996125247,5.3809183258533511e-08,1.7823762509448326e-09,2.1161687246994237e-07,2.1369502578621664e-07,7.9571873824969011e-09,2.9762349954517355e-09,1.8537700333889846e-13,8.9811929223725662e-10,7.9032299797457136e-09,7.8023615583744866e-17,1.4345606751399382e-12,2.0364208737007276e-13,8.8218080770001728e-16,8.8139378678749217e-16,5.2273417903784495e-19,1.9379990231430861e-16,2.6428673348725252e-19,1.023290186728837e-13,4.4834407907447607e-35,4.3107651012595397e-35,4.3107657587993174e-35,1.0410209752560121e-17,3.656746943588176e-21,1.491317029757291e-17,4.3126476538272905e-21,2.4987896636402378e-23,1.2744173648610894e-22,6.5849426855978945e-26,8.3581107699697414e-29,9.971662509293041e-31,3.6653741121390924e-34,1.399784437684509e-37,2.5763300802731773e-37
7.945285949396693e-12,0.47856140549284754,5.2071963672033829e-15,5.6896687310022632e-21,5.5229977050568751e-21,4.0657151539970129e-32,2.9036279759973051e-25,0.0,0.0,2.3085558204219539e-13,5.3926164542920163e-22,154.0,0.0,0.9999994842837342,1.0,18.999999995908809,5.5429699607993666e-08,1.782395308152988e-09,2.1789943252010466e-07,2.2012142367514547e-07,8.2231308459870836e-09,3.1563602328170348e-09,1.9095197131627245e-13,9.3441408605418294e-10,8.1673700934253105e-09,8.2745815569190263e-17,1.5221974051062417e-12,2.1600419775178794e-13,9.6401229598721548e-16,9.6314760255413747e-16,5.7277289515917239e-19,2.0681075837715516e-16,2.9192053791896047e-19,1.0858036997126033e-13,5.515404408171147e-35,5.302984869590718e-35,5.302985702894001e-35,1.1390533730026367e-17,3.9964706941417982e-21,1.5515847104391241e-17,4.487852861588265e-21,2.6596586757100062e-23,1.3995189250201496e-22,7.4590636323690342e-26,9.7641267333177394e-29,1.1649456225232781e-30,4.4158252367954006e-34,1.6890626997009504e-37,3.0105240858884974e-37
8.177571113077677e-12,0.47856140549224124,5.3599053319995037e-15,6.0326358907389423e-21,5.8509984560870398e-21,4.5517137684702867e-32,3.165953117387105e-25,0.0,0.0,2.4409288696720705e-13,5.8772246778452833e-22,154.0,0.0,0.9999994692076235,1.0,18.999999995687084,5.7050215721961919e-08,1.782409342785161e-09,2.2417680957666311e-07,2.2654771565310727e-07,8.4890767672748924e-09,3.341667722898576e-09,1.9652684720375774e-13,9.7081441088448549e-10,8.4315126484521135e-09,8.7603877944658188e-17,1.6124305486791155e-12,2.2872529314119773e-13,1.0507357492758215e-15,1.0497884038000528e-15,6.2589912824795145e-19,2.2024896577883194e-16,3.2144634752045727e-19,1.1501693957190348e-13,6.7443993334353573e-35,6.4846480421969853e-35,6.4846490910423496e-35,1.2431213446944834e-17,4.3565716755015988e-21,1.612027630828243e-17,4.6636267276824909e-21,2.8254746965783401e-23,1.5325415153495637e-22,8.4175461623718286e-26,1.1353615472570768e-28,1.3546254551066338e-30,5.290425666504659e-34,2.0268147225378662e-37,3.5014846625215067e-37
8.40985627675866e-12,0.47856140549162063,5.512641173160502e-15,6.3859493160573014e-21,6.1884802926531769e-21,5.0800066704741464e-32,3.4436288330551507e-25,0.0,0.0,2.5769718776196447e-13,6.3907146455822411e-22,154.0,0.0,0.99999945413151137,1.0,18.999999995460094,5.8670731600438284e-08,1.7824196690610167e-09,2.3044901277799859e-07,2.3297391232436526e-07,8.7550245021114091e-09,3.5321483277351218e-09,2.0210164086917187e-13,1.0073096624585012e-09,8.6956570049458672e-09,9.2597563141501699e-17,1.7052600652084884e-12,2.4180493305224562e-13,1.142491106533879e-15,1.1414559746317549e-15,6.8220408828565112e-19,2.3411450542350471e-16,3.5292781383843774e-19,1.2163872510874931e-13,8.2007546669153131e-35,7.8849157821167633e-35,7.8849170937453807e-35,1.3534127049348645e-17,4.7376393220063874e-21,1.6726281819862755e-17,4.8399185252589012e-21,2.9962295170688533e-23,1.6737245566699918e-22,9.4656409274076966e-26,1.3143983467231827e-28,1.5682845600034314e-30,6.3051100894872044e-34,2.4193801142932713e-37,4.0546085750443688e-37
8.642141440439644e-12,0.47856140549098547,5.6654038899441844e-15,6.7496344692938112e-21,6.5354449187019339e-21,5.652977261017818e-32,3.7370925625010694e-25,0.0,0.0,2.7166836112804982e-13,6.9339984648209407e-22,154.0,0.0,0.99999943905539745,1.0,18.999999995227849,6.0291247243422793e-08,1.7824272631592232e-09,2.3671605124638091e-07,2.3940002323623354e-07,9.0209735719601473e-09,3.7277929254756008e-09,2.0767635854352392e-13,1.0438902934592704e-09,8.9598026876150685e-09,9.7726632013447076e-17,1.8006859180731457e-12,2.5524267770010963e-13,1.2394181350724313e-15,1.2382899276767609e-15,7.4177887331697006e-19,2.4840735734007015e-16,3.864285223531869e-19,1.2844572450607776e-13,9.9184416506226833e-35,9.5364511525781092e-35,9.5364527828350901e-35,1.4701158841054364e-17,5.1402627512366147e-21,1.733370510099496e-17,5.0166825835352484e-21,3.1719149448780867e-23,1.8233070557834983e-22,1.0608754208852544e-25,1.5153704426260801e-28,1.8081293378366856e-30,7.4773090955081644e-34,2.8737121748541447e-37,4.6756243317808853e-37
9.106711767801613e-12,0.47856140548967246,5.9710099476153618e-15,7.508221598929434e-21,7.2578293666064147e-21,6.9428112240480357e-32,4.3731342149083531e-25,0.0,0.0,3.0071083473370342e-13,8.1136270131637014e-22,154.0,0.0,0.9999994089031643,1.0,18.999999994747675,6.3532277822916386e-08,1.7824368732558195e-09,2.4923467039296666e-07,2.5225202122731974e-07,9.5528744331016365e-09,4.1345376926588822e-09,2.1882560279822362e-13,1.1172742481973291e-09,9.4880967565912635e-09,1.0838996630515452e-16,1.9993265044054183e-12,2.8319072556654116e-13,1.4493454184511647e-15,1.4480145750315947e-15,8.7110175184292183e-19,2.782749147753894e-16,4.5974166772711254e-19,1.4261535788467875e-13,1.4293704529839031e-34,1.3743215592229483e-34,1.3743218068183813e-34,1.723514486689708e-17,6.012531849869375e-21,1.8552249591358717e-17,5.3714674912834362e-21,3.5380449375186404e-23,2.1486243891543612e-22,1.3202437934598673e-25,1.9910605933302017e-28,2.3758598191232137e-30,1.0371958057521303e-33,3.9987785523075389e-37,6.1459571420987649e-37
9.510978600363361e-12,0.4785614054884836,6.2370343185077879e-15,8.202339688852767e-21,7.917326233003038e-21,8.2344946097530526e-32,4.9821522113315033e-25,0.0,0.0,3.2717641539337062e-13,9.245877471679568e-22,154.0,0.0,0.99999938266483235,1.0,18.999999994312905,6.6352606056010674e-08,1.7824415345758257e-09,2.6011158737090006e-07,2.6343556142532904e-07,1.0015733768024048e-08,4.5052069340108447e-09,2.2852744199576608e-13,1.1813371289143354e-09,9.9478174670614816e-09,1.1810754425022657e-16,2.1806330272770645e-12,3.0867240760597547e-13,1.6501783430209279e-15,1.6486524881209292e-15,9.9514247320010132e-19,3.056561632638707e-16,5.3071242679850381e-19,1.555485356865854e-13,1.935421115693299e-34,1.8608836473490162e-34,1.8608839975191905e-34,1.9666889910090577e-17,6.847317928228368e-21,1.9616017244325149e-17,5.6813857233916693e-21,3.8726205905350398e-23,2.4613116346164183e-22,1.5822973025569631e-25,2.4960699387364754e-28,2.978622256820077e-30,1.3600543206522026e-33,5.2578642116653264e-37,7.7074237508231418e-37
9.915245432925108e-12,0.4785614054872519,6.5031400853979095e-15,8.9282371603282317e-21,8.6055706354178999e-21,9.6984478549439097e-32,5.6452756864258231e-25,0.0,0.0,3.5475148578739234e-13,1.048172644314306e-21,154.0,0.0,0.99999935642649496,1.0,18.99999999386247,6.9172933575810392e-08,1.7824442896169349e-09,2.7097299090063085e-07,2.7461894375446165e-07,1.047859402428666e-08,4.891387387968366e-09,2.3822913850790245e-13,1.2455567275653441e-09,1.0407539093278693e-08,1.2823177747289554e-16,2.3698033526992258e-12,3.3523248844483388e-13,1.8686757479651907e-15,1.8669366477763886e-15,1.1303907301802248e-18,3.3433141623065737e-16,6.0870945862245582e-19,1.6904269843043097e-13,2.5876850229620394e-34,2.4880284517123627e-34,2.4880289398454632e-34,2.23201566787224e-17,7.7558412572101636e-21,2.0682387279664184e-17,5.9922469968160979e-21,4.2220139206130775e-23,2.8028550564342643e-22,1.8815406470520853e-25,3.0987847667629785e-28,3.698047236947899e-30,1.7627520856739531e-33,6.8332404999483912e-37,9.5715198189533078e-37
1e-11,0.47856140548597764,6.5589394971664118e-15,9.0844637053159027e-21,8.7535071973155886e-21,1.0028568435790464e-31,5.7913758209869893e-25,0.0,0.0,3.6067322660423573e-13,1.0754425301429136e-21,154.0,0.0,0.99999935092562531,1.0,18.999999993766057,6.9764215328682957e-08,1.7824447082876939e-09,2.7324812215484504e-07,2.7696352310440209e-07,1.0575632782594869e-08,4.9743125456968393e-09,2.4026308471595254e-13,1.2590376888781597e-09,1.0503919837164924e-08,1.3040577160259793e-16,2.4104600563639991e-12,3.4093733923140871e-13,1.9167919557790189e-15,1.9150057609866795e-15,1.1602112046283993e-18,3.4050725581863571e-16,6.2598358771133636e-19,1.7194288386821275e-13,2.7460033194047058e-34,2.6402498522412679e-34,2.6402503746786017e-34,2.2905448518535957e-17,7.9559523893216278e-21,2.0906239405908765e-17,6.0575264457202298e-21,4.2971391739539135e-23,2.8782351715803367e-22,1.9493028396040977e-25,3.2387748262023957e-28,3.8651511947050571e-30,1.8586733738795984e-33,7.2091805727745946e-37,1.0004554764849789e-36
1.0319512265486856e-11,0.47856140548597764,6.7693272454029513e-15,9.6860468932366701e-21,9.3225716316427623e-21,1.1349335795721492e-31,6.3648131807268059e-25,0.0,0.0,3.8343540926053788e-13,1.182618085499905e-21,154.0,0.0,0.99999933018815246,1.0,18.99999999339644,7.1993260382315671e-08,1.782445956383513e-09,2.81818928555079e-07,2.8580219464132792e-07,1.0941454800892246e-08,5.2930314837947856e-09,2.4793073078106867e-13,1.3099066175116489e-09,1.0867261236964977e-08,1.3876141881776347e-16,2.5668373787321372e-12,3.6286867217884795e-13,2.1055689277862585e-15,2.1035975389592244e-15,1.2773231670030016e-18,3.6430055721347987e-16,6.9406566003092971e-19,1.8309784178262701e-13,3.4197217865557587e-34,3.2880233350980843e-34,3.2880240065561004e-34,2.5205074100951527e-17,8.7411973117232936e-21,2.1750920869368669e-17,6.3039248966564779e-21,4.5861822824944033e-23,3.1745013548189844e-22,2.221321688033007e-25,3.8127307950946818e-28,4.5502950802488943e-30,2.2603688775081908e-33,8.7860356628697174e-37,1.1780221383701598e-36
1.0723779098048603e-11,0.47856140548466075,7.0355957958335106e-15,1.0475901386584193e-20,1.0068338301246648e-20,1.3202421369353232e-31,7.1430739642863906e-25,0.0,0.0,4.1322755231002813e-13,1.3284303974457256e-21,154.0,0.0,0.99999930394980452,1.0,18.99999999291488,7.4813586475526657e-08,1.7824469513645405e-09,2.9264944776126448e-07,2.9698533601626958e-07,1.1404315893672069e-08,5.7100917966468164e-09,2.5763222898517954e-13,1.3743648684101148e-09,1.1326983695336203e-08,1.4969522495444155e-16,2.771735020574858e-12,3.9157866925609809e-13,2.3615876204894987e-15,2.3593640918309799e-15,1.4364154129736926e-18,3.9556346871990592e-16,7.871132455454008e-19,1.9771396266648478e-13,4.4709645002138311e-34,4.2987830035674749e-34,4.2987839159204855e-34,2.8331826018127853e-17,9.8064787156798734e-21,2.2821253848745577e-17,6.6163145166619235e-21,4.9650831839414004e-23,3.5774934885198865e-22,2.6051290391151664e-25,4.6526204800976477e-28,5.5529458341740608e-30,2.8700230265008424e-33,1.1185953301645915e-36,1.4379196894722851e-36
1.1128045930610351e-11,0.4785614054833018,7.3019457341586107e-15,1.1297932759715989e-20,1.0842879745718122e-20,1.5273565536048744e-31,7.9823680384624326e-25,0.0,0.0,4.4412728435977728e-13,1.4861215292555728e-21,154.0,0.0,0.99999927771145103,1.0,18.999999992417862,7.7633911855443521e-08,1.7824475194587388e-09,3.0346459580076423e-07,3.0816838612154749e-07,1.1867177182573329e-08,6.142521047117041e-09,2.6733363300071061e-13,1.4389132380078487e-09,1.1786706349153799e-08,1.6103195636545371e-16,2.9844962074845777e-12,4.2136019645757292e-13,2.637460011986282e-15,2.6349636861608955e-15,1.6081420853620991e-18,4.2812003282347709e-16,8.8818374002432755e-19,2.1289105904352324e-13,5.7874629051746149e-34,5.5645840643685414e-34,5.5645852900144819e-34,3.1710650808395919e-17,1.0954775251577133e-20,2.3893083295748309e-17,6.9293285931019005e-21,5.3586742852415936e-23,4.013070688465331e-22,3.036591580719743e-25,5.6344026237918525e-28,6.7250588560157099e-30,3.6110494892712496e-33,1.4112075006162562e-36,1.7417962374084213e-36
1.1532312763172099e-11,0.4785614054819004,7.56837705797873e-15,1.2152272753494064e-20,1.1646205088599271e-20,1.7579227204100297e-31,8.88500613768057e-25,0.0,0.0,4.7613397758484559e-13,1.6562090410862305e-21,154.0,0.0,0.99999925147309221,1.0,18.999999991905444,8.0454236522066371e-08,1.7824478290673742e-09,3.1426441981015832e-07,3.1935136013537547e-07,1.2330038585043366e-08,6.590272100788436e-09,2.7703498260729068e-13,1.5035365480578021e-09,1.2246429116425035e-08,1.7277037733426725e-16,3.2051208803977538e-12,4.522109768782393e-13,2.9339127403815435e-15,2.9311221556143647e-15,1.7929767922032501e-18,4.6197013141025864e-16,9.9760797497627392e-19,2.286291297445626e-13,7.4226771919575675e-34,7.1368282718899096e-34,7.136829901104682e-34,3.5351841021532415e-17,1.2189173868479779e-20,2.4966157167732373e-17,7.2428945193970603e-21,5.7669133986930678e-23,4.4824684710428002e-22,3.5194779874192441e-25,6.7753106286601142e-28,8.0872307951032297e-30,4.5051821709261062e-33,1.7653689908046126e-36,2.0950032407247441e-36
1.1936579595733846e-11,0.4785614054804574,7.8348897650033754e-15,1.3039052731471093e-20,1.2478323475616368e-20,2.0136463156211305e-31,9.8532997312099194e-25,0.0,0.0,5.0924700676453165e-13,1.8392160927977195e-21,154.0,0.0,0.99999922523472795,1.0,18.999999991377695,8.327456047539539e-08,1.7824479983081302e-09,3.2504896678147453e-07,3.3053427069074892e-07,1.2792900043179229e-08,7.0532979677893605e-09,2.8673628655560281e-13,1.56822216556189e-09,1.2706151939639748e-08,1.8490925593404515e-16,3.4336089899527316e-12,4.8412873990813244e-13,3.2516709002570958e-15,3.2485637920352199e-15,1.9913921350937282e-18,4.9711364624680496e-16,1.1157160867829255e-18,2.4492817432929607e-13,9.4383309164388546e-34,9.074862613384691e-34,9.0748647578527743e-34,3.9265743015034334e-17,1.3512758689129239e-20,2.6040265687229085e-17,7.5569518645335863e-21,6.1897584880726912e-23,4.9869186513621312e-22,4.057696256034939e-25,8.0939106612021129e-28,9.6616534845191007e-30,5.5767434449841614e-33,2.1911163429809116e-36,2.5033070898433193e-36
1.2340846428295594e-11,0.4785614054789724,8.1014838530332074e-15,1.3958403681048833e-20,1.333924407480622e-20,2.2962927977809063e-31,1.0889561024936242e-24,0.0,0.0,5.4346574916408085e-13,2.0356714327138872e-21,154.0,0.0,0.99999919899635847,1.0,18.999999990834656,8.6094883715430686e-08,1.782448091768447e-09,3.3581828356262836e-07,3.417171282891747e-07,1.3255761525319251e-08,7.5315518023534598e-09,2.9643751908242506e-13,1.6329595890442726e-09,1.3165874787351106e-08,1.9744736401612922e-16,3.6699604949127142e-12,5.1711122121365396e-13,3.5914580469080926e-15,3.5880113496797219e-15,2.2038597119562074e-18,5.335504589717399e-16,1.2428375164150557e-18,2.617881929742609e-13,1.1905323929322055e-33,1.1446857099101151e-33,1.1446859895980047e-33,4.3462756595436993e-17,1.492861101615482e-20,2.7115234471799426e-17,7.871450393957047e-21,6.6271676681154544e-23,5.52764935636733e-22,4.6552932392019879e-25,9.6101492416261126e-28,1.1472171164045964e-29,6.8528396813180917e-33,2.6996841313102058e-36,2.9729040084448722e-36
1.2745113260857341e-11,0.47856140547744586,8.368159319944592e-15,1.4910456214639697e-20,1.4228976076641078e-20,2.6076873986130519e-31,1.1996102963156635e-24,0.0,0.0,5.7878958443174675e-13,2.2461093863302158e-21,154.0,0.0,0.99999917275798345,1.0,18.999999990276393,8.8915206242172456e-08,1.782448136002941e-09,3.4657241685786564e-07,3.5289994165773087e-07,1.3718623018445976e-08,8.0249869023778017e-09,3.0613872419756192e-13,1.6977400913875576e-09,1.3625597646630082e-08,2.1038347719784613e-16,3.9141753608043374e-12,5.5115616271879427e-13,3.9539962005967944e-15,3.950186049467479e-15,2.4308501198149869e-18,5.7128045113593722e-16,1.3793010095003787e-18,2.7920918637610168e-13,1.490471173049509e-33,1.4330746421621804e-33,1.4330750038199135e-33,4.7953334659088495e-17,1.643980933783077e-20,2.8190918603144214e-17,8.1863483610838991e-21,7.0790992040056759e-23,6.1058850379954401e-22,5.3164541772970486e-25,1.1345400986951643e-27,1.3544337905801349e-29,8.363564581494956e-33,3.3035996683010748e-36,3.5104350076332635e-36
1.3149380093419089e-11,0.47856140547587794,8.6349161636766016e-15,1.5895340570824143e-20,1.514752869415145e-20,2.9497151160521662e-31,1.3175239230385223e-24,0.0,0.0,6.1521789451112993e-13,2.4710698450503121e-21,154.0,0.0,0.99999914651960298,1.0,18.999999989702964,9.1735528055620779e-08,1.7824481433514748e-09,3.5731141322820259e-07,3.6408271805017683e-07,1.4181484516510233e-08,8.5335567089820513e-09,3.1583992301435062e-13,1.7625564188153729e-09,1.4085320511468667e-08,2.2371637485149795e-16,4.16625355877026e-12,5.862613125863994e-13,4.3400058507964498e-15,4.3358075832221459e-15,2.6728329575647809e-18,6.1030350426427434e-16,1.5254346167371449e-18,2.97191155670015e-13,1.852875154748537e-33,1.7815235772284449e-33,1.781524041129008e-33,5.2747982834866777e-17,1.8049429333365132e-20,2.9267197628554127e-17,8.501611067280486e-21,7.5455115108722355e-23,6.7228464862991374e-22,6.0455022317379441e-25,1.3322516199592238e-27,1.5905474873466541e-29,1.0142209519489645e-32,4.016781746374813e-36,4.1230007967662711e-36
1.3553646925980836e-11,0.4785614054742686,8.9017543822200644e-15,1.6913186615505367e-20,1.6094911163047171e-20,3.3243207073883158e-31,1.4429284253171492e-24,0.0,0.0,6.5275006356648709e-13,2.7110982549373439e-21,154.0,0.0,0.99999912028121729,1.0,18.999999989114414,9.4555849155775855e-08,1.7824481265587861e-09,3.6803531909186657e-07,3.7526546350034173e-07,1.4644346013264367e-08,9.0572148060682568e-09,3.255410551170675e-13,1.8274025375627959e-09,1.4545043375661715e-08,2.3744484009316303e-16,4.4261950646035363e-12,6.2242442519946343e-13,4.7502059604298884e-15,4.7455941179064593e-15,2.9302768287357604e-18,6.5061949989353474e-16,1.6815656946908942e-18,3.1573410236108806e-13,2.2882016868081814e-33,2.2000872478331379e-33,2.2000878383971146e-33,5.7857259128327822e-17,1.9760543877793711e-20,3.0343971354241273e-17,8.8172096500103943e-21,8.0263631532781274e-23,7.3797508425483509e-22,6.8468980191435903e-25,1.5565868353794649e-27,1.8584727477890628e-29,1.222548102852661e-32,4.854643500511056e-36,4.8181766673014859e-36
1.3957913758542584e-11,0.478561405472618,9.1686739736086403e-15,1.796412384305668e-20,1.7071132741836161e-20,3.7335086825539614e-31,1.5760553201924671e-24,0.0,0.0,6.9138547792092132e-13,2.9667456055307749e-21,154.0,0.0,0.99999909404282605,1.0,18.99999998851079,9.7376169542637816e-08,1.7824480982288715e-09,3.7874418072473355e-07,3.8644818302799909e-07,1.5107207502529719e-08,9.5959149198829517e-09,3.3524216598866753e-13,1.8922734278143732e-09,1.5004766233072626e-08,2.5156765977011769e-16,4.6939998579621464e-12,6.5964326114251873e-13,5.1853139700860355e-15,5.1802622998347469e-15,3.2036493442437932e-18,6.9222831957099379e-16,1.8480209070453e-18,3.3483802826841793e-13,2.8082581176694126e-33,2.7001184181680362e-33,2.7001191646461582e-33,6.3291773568817511e-17,2.1576223046471762e-20,3.1421156423573061e-17,9.1331200972037962e-21,8.5216128447083766e-23,8.0778116122584325e-22,7.7252391482159145e-25,1.8101401289546609e-27,2.1613122200773783e-29,1.4653724903044199e-32,5.8341992271950472e-36,5.6040272902069126e-36
1.4362180591104331e-11,0.4785614054709263,9.435674935911545e-15,1.9048281377463918e-20,1.8076202711941478e-20,4.1793432975419536e-31,1.717136199274683e-24,0.0,0.0,7.3112352600460493e-13,3.2385684187111457e-21,154.0,0.0,0.99999906780442938,1.0,18.999999987892153,1.0019648921620681e-07,1.7824480657199306e-09,3.8943804426076494e-07,3.9763088080819401e-07,1.5570068980699201e-08,1.0149610918580809e-08,3.4494331315843606e-13,1.9571649144703736e-09,1.546448908011889e-08,2.6608362444995171e-16,4.9696679217239292e-12,6.9791558718309147e-13,5.6460458022216606e-15,5.6405272588704055e-15,3.493417125130832e-18,7.3512984484118071e-16,2.0251262261240554e-18,3.5450293547918972e-13,3.4263273350775989e-33,3.2943885921260122e-33,3.2943895293683772e-33,6.9062187858865184e-17,2.3499534119254774e-20,3.2498683506858457e-17,9.4493224376360256e-21,9.0312194470618305e-23,8.8182386781671225e-22,8.6852597585297319e-25,2.0956676197345562e-27,2.5023623186299748e-29,1.7471157103409462e-32,6.974175280109092e-36,6.4891214529433735e-36
