Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473)
2.5513551912445753e-06,0.47236231234170967,2.6129521007020158e-09,6.7997686208783338e-07,7.8173921142086173e-06,8.9172694719046961e-10,0.00018631296639729742,0.0,0.0,0.00055685816314995614,0.003713367958915061,154.0,0.0,0.8576283725891064,1.0,18.959816794472058,0.0079321340693490738,1.2463596580908214e-09,0.0039069501129371876,0.012142509358161776,0.0021506507578184647,0.0039414215522718251,1.1036340181864531e-08,7.4014982558320974e-05,0.0021260130806824659,1.0672773077132347e-10,0.041455235878369731,5.358173042028464e-07,0.0021695724671310403,0.001590064217876062,1.075704540993705e-06,6.2656314235309964e-08,7.5135344640969747e-07,0.034720748486448627,1.6682108420145773e-05,0.000118117416970319,0.00012904062520021362,0.03155042818914422,1.9858460885876738e-07,1.265437280986472e-12,1.1570584123413638e-11,7.4035430131111108e-11,5.2996151275221644e-07,2.8457057075926239e-05,2.1911950730709441e-05,1.8619649522345257e-06,7.7115696149515569e-06,6.7649601910660842e-05,4.7209266462143775e-13,3.4364947309366602e-05,3.4801993656045506e-06,6.165790953127489e-08,1.2339251722444255e-07,1.2456323873051204e-07,8.9911241641753349e-12,3.6494744872423198e-11,2.0983820819516742e-07,4.969097584786389e-15,2.7982697741835472e-15,1.2203777625348401e-06,1.0815496106759973e-11,1.3901864449734698e-08,7.2480865818482387e-13,1.527301993857884e-15,5.5283883649360048e-12,2.8941173083312284e-07,1.5670576577144577e-09,5.5395915256135687e-08,4.5599319862518418e-05,6.1670454576194939e-10,4.4340339513055179e-09,6.1520800248085019e-08,1.4725357684850055e-10,2.6213260067869671e-12,6.8124082283927338e-07,7.526519716766406e-09,1.4112951008275272e-13,2.1644992066281235e-08,2.1402929613903686e-07,6.105044814024866e-10,3.258098409624662e-10,1.6504362407104313e-07,2.6212477708038333e-06,6.5914932047874259e-08,5.9067203470846012e-13,2.5315480870658423e-13,3.3883419599385118e-05,2.9725760029172244e-13,1.6328276674168029e-08,3.4970840830309987e-08,1.7023124964273076e-12,2.5723986024547186e-11,3.0735834680324806e-15
2.569324453086219e-06,0.47236172515998953,2.6137541895098209e-09,6.9431104819557209e-07,7.8802685522677607e-06,8.9972426127089738e-10,0.00018932851928802342,0.0,0.0,0.00055684084712487997,0.0037461469515465244,154.0,0.0,0.8567620619662405,1.0,18.959552563541074,0.0079523863066313163,1.2452132274402011e-09,0.0039018480302964835,0.012133405311989616,0.0021645821887153805,0.0039362271802250506,1.1027925492016756e-08,7.3958549658706651e-05,0.0021399650506483091,1.0658707476870044e-10,0.04176755469979921,5.3511765537541946e-07,0.0021848802556057919,0.0015957896814715877,1.0795642087277864e-06,6.3068308920430905e-08,7.5404933557074068e-07,0.034996288515260203,1.6818665864457245e-05,0.00012012184726735424,0.00013133517828341649,0.031781657178059079,2.0016094169552992e-07,1.2644724485891465e-12,1.1662253887342517e-11,7.4578102862503376e-11,5.3387564826789731e-07,2.8751654765843828e-05,2.213868255235176e-05,1.8816575204530125e-06,7.793695990858094e-06,6.8949951542396709e-05,4.7708562491048995e-13,3.5034443345569096e-05,3.5545440849804155e-06,6.2058093208538366e-08,1.2536768688119462e-07,1.2655582061581425e-07,9.1350470251860832e-12,3.7085774645880324e-11,2.1323707627653741e-07,5.048585995138252e-15,2.8430324322484204e-15,1.2433653990601772e-06,1.1019222121227188e-11,1.4131265075037077e-08,7.3675968465639832e-13,1.5525046588610929e-15,5.6195433471276876e-12,2.9704674992881344e-07,1.5948789790212027e-09,5.6774415928333134e-08,4.6208866629155092e-05,6.2495654139860853e-10,4.4955017373228932e-09,6.2373581626580052e-08,1.4929303865220174e-10,2.6576619835333896e-12,6.9583842306108475e-07,7.6877579777397141e-09,1.4505044517565106e-13,2.2445899576253784e-08,2.1950764226276588e-07,6.2361923662484263e-10,3.3280702550245225e-10,1.7013860664341471e-07,2.6926205079760562e-06,6.638843090263392e-08,5.9490756598520974e-13,2.5497010561649747e-13,3.440973909982596e-05,3.053515033620014e-13,1.684150370916509e-08,3.6239926108296115e-08,1.7557969464946615e-12,2.6532200539894919e-11,3.1701917117274575e-15
2.5872937149278624e-06,0.47236113915266137,2.6145778100134734e-09,7.0879727081572221e-07,7.9430879285289971e-06,9.0771950308772966e-10,0.00019236641364108405,0.0,0.0,0.00055682337733996138,0.0037788959372658526,154.0,0.0,0.85589762459211705,1.0,18.959288821290563,0.0079723494677867955,1.2440693254884227e-09,0.0038967795432679319,0.012124221666026452,0.0021784982374721119,0.0039310669314236079,1.101943912994689e-08,7.3901635809346303e-05,0.0021539041627168637,1.0644734380519996e-10,0.04207932174395497,5.3442261531824542e-07,0.002200168108531627,0.0016014399277216886,1.0833729181807408e-06,6.3479923787978229e-08,7.5670963133140311e-07,0.035271363297394255,1.6954012405904589e-05,0.00012213752809490076,0.00013364585385141408,0.032012355151656353,2.0173461305691378e-07,1.2634993771610654e-12,1.1753766545290075e-11,7.5119529786538516e-11,5.3778096653467467e-07,2.9046239258268463e-05,2.236540051960704e-05,1.9013500536678267e-06,7.875821651485055e-06,7.026252967008424e-05,4.8207857632460372e-13,3.5710688602032358e-05,3.6297530359320166e-06,6.2457834919072195e-08,1.2735624078866599e-07,1.2856186994065207e-07,9.2799451418212613e-12,3.7680898737190801e-11,2.1665949691507429e-07,5.1286116508313474e-15,2.8880976316521624e-15,1.2665685867305948e-06,1.12248584398023e-11,1.4362291674133422e-08,7.4879519710745002e-13,1.5778859583973214e-15,5.7113427357734056e-12,3.0481814662572764e-07,1.6229472926145572e-09,5.8174530001554907e-08,4.6820316112254451e-05,6.3323438143266603e-10,4.5571804058257101e-09,6.3229275774929977e-08,1.5133945557192725e-10,2.6941220698932969e-12,7.105992237253995e-07,7.85079683055541e-09,1.4904152946363283e-13,2.3268950474046253e-08,2.2507720265696017e-07,6.3688121200098918e-10,3.3988266726977611e-10,1.7534241624969749e-07,2.7652552484339404e-06,6.6861038875027252e-08,5.9913502251526027e-13,2.5678194168574499e-13,3.4939822320438609e-05,3.1358852202481671e-13,1.7365704641477096e-08,3.7543376738899843e-08,1.8104241403124513e-12,2.7357683296713654e-11,3.2688656473583997e-15
2.605262976769506e-06,0.4723605543175883,2.6154239367060425e-09,7.2343501981048867e-07,8.0058505009478776e-06,9.1571268829347348e-10,0.00019542660103729592,0.0,0.0,0.00055680579003056024,0.0038116148175968787,154.0,0.0,0.85503505500877175,1.0,18.959025566574326,0.0079920265095109796,1.2429280477923223e-09,0.0038917440054037369,0.012114961172563492,0.0021923989361318699,0.003925940168377857,1.1010883127889069e-08,7.3844255508841942e-05,0.0021678304454525801,1.0630851870508005e-10,0.042390536141020688,5.3373209690443884e-07,0.0022154361564296838,0.001607015828002076,1.0871312623198407e-06,6.3891159681936611e-08,7.5933474833113687e-07,0.035545972635095957,1.70881461361491e-05,0.00012416426932616105,0.00013597248810070579,0.032242524044547458,2.0330562180441253e-07,1.2625183479223487e-12,1.1845122080805094e-11,7.5659715443325766e-11,5.4167749823817343e-07,2.9340805102668259e-05,2.2592100439552281e-05,1.9210421548317886e-06,7.9579448926321046e-06,7.1587308063110643e-05,4.8707141819491786e-13,3.6393679554357144e-05,3.7058264033940316e-06,6.2857135583745201e-08,1.29358122851922e-07,1.3058132916381736e-07,9.4258144324307556e-12,3.8280100678661376e-11,2.2010537543446187e-07,5.2091722564442732e-15,2.9334640797500891e-15,1.2899871527425338e-06,1.1432403531034454e-11,1.4594937715581142e-08,7.6091485224263508e-13,1.6034451748958589e-15,5.8037839124380947e-12,3.1272720647391996e-07,1.651262522410577e-09,5.9596383445702423e-08,4.7433637064774826e-05,6.4153764279047578e-10,4.6190666717390696e-09,6.4087836981989117e-08,1.5339271833590807e-10,2.7307043181753845e-12,7.2552294359462601e-07,8.0156331126999216e-09,1.5310321070196084e-13,2.4114538627241542e-08,2.3073864843178821e-07,6.5029016159951669e-10,3.4703663259467404e-10,1.8065626462050558e-07,2.8391614513359128e-06,6.7332760544682023e-08,6.0335444125606852e-13,2.5859033297478851e-13,3.5473662190840136e-05,3.2196972898234538e-13,1.7900994463204607e-08,3.8881796898454992e-08,1.8662060262080562e-12,2.8200614848710288e-11,3.3696269206769859e-15
2.6232322386111495e-06,0.472359970652834,2.6162935274605783e-09,7.3822377160769947e-07,8.0685565217652793e-06,9.2370383708376252e-10,0.00019850903329046645,0.0,0.0,0.00055678811888480598,0.003844303500564996,154.0,0.0,0.85417434773154421,1.0,18.958762798255652,0.008011420359617244,1.2417893976071569e-09,0.0038867408034912228,0.012105626500690877,0.0022062843166454969,0.0039208462484391542,1.100225997280001e-08,7.3786425002556885e-05,0.0021817439273305794,1.0617058172687532e-10,0.042701197094747796,5.3304601405007158e-07,0.002230684527313241,0.0016125182478813689,1.0908398288174866e-06,6.4302017443655077e-08,7.619250972113713e-07,0.035820116379153298,1.7221065642461352e-05,0.00012620188156236778,0.00013831491748313564,0.032472165780728597,2.0487396707761257e-07,1.2615296389999644e-12,1.1936320442345631e-11,7.6198664341378586e-11,5.4556527394506562e-07,2.9635347064830254e-05,2.2818778282244323e-05,1.940733442518055e-06,8.0400640775599332e-06,7.292425830643582e-05,4.9206405381141152e-13,3.7083412559069939e-05,3.7827643258356625e-06,6.3255996120775615e-08,1.3137327657741134e-07,1.3261414155859431e-07,9.5726507805702779e-12,3.8883364062448041e-11,2.2357461751662088e-07,5.2902655490317102e-15,2.979130502197906e-15,1.3136209233527788e-06,1.1641855855136602e-11,1.4829196691928208e-08,7.7311830855725813e-13,1.629181593427455e-15,5.8968642723267813e-12,3.2077521669960729e-07,1.6798245913754821e-09,6.1040101272612702e-08,4.8048798650754076e-05,6.4986590759102282e-10,4.6811572959094971e-09,6.4949220123980185e-08,1.5545271926605803e-10,2.7674068057094732e-12,7.4060928895606755e-07,8.1822635245300209e-09,1.5723592480191924e-13,2.4983060485082046e-08,2.3649264844722248e-07,6.6384582815391379e-10,3.5426878181072096e-10,1.8608136142421408e-07,2.9143485257727794e-06,6.780360044586076e-08,6.0756586370543807e-13,2.6039529725784931e-13,3.6011251677844775e-05,3.3049619125986468e-13,1.8447487795123475e-08,4.0255795275421025e-08,1.9231545134627871e-12,2.9061175159668312e-11,3.4724971075377044e-15
2.641201500452793e-06,0.47235938815638145,2.6171875245006933e-09,7.5316298987312214e-07,8.1312062372804313e-06,9.3169297396938986e-10,0.00020161366244073625,0.0,0.0,0.00055677039538049792,0.0038769619001046106,154.0,0.0,0.85331549725281342,1.0,18.958500515187541,0.0080305339176131255,1.2406531996409005e-09,0.0038817693378254753,0.012096220240174193,0.0022201544108706524,0.0039157845426732035,1.0993572757153123e-08,7.3728163748392649e-05,0.0021956446367359874,1.0603351898341183e-10,0.043011303877586365,5.3236428248947208e-07,0.0022459133468021755,0.0016179480468689802,1.094499199028389e-06,6.4712497911825535e-08,7.6448108324631341e-07,0.036093794425142552,1.7352769980893504e-05,0.0001282501762382939,0.00014067297881575631,0.032701282273293324,2.0643964827283213e-07,1.2605335296919919e-12,1.2027361550122906e-11,7.6736380958011249e-11,5.4944432409364854e-07,2.9929860108662655e-05,2.304543016953711e-05,1.9604235497158751e-06,8.1221776316627709e-06,7.4273351824281295e-05,4.9705639011942992e-13,3.7779883863977076e-05,3.860566897785316e-06,6.3654417445706116e-08,1.3340164571050437e-07,1.3466025059288523e-07,9.7204500779632197e-12,3.9490672542199098e-11,2.2706712919657046e-07,5.3718892733688115e-15,3.0250956290236937e-15,1.3374697239900907e-06,1.1853213864976138e-11,1.5065062120001933e-08,7.8540522619696938e-13,1.6550945017405409e-15,5.9905812232315149e-12,3.2896346618600793e-07,1.7086334215749013e-09,6.2505807547830449e-08,4.8665770434266123e-05,6.5821876327050586e-10,4.7434490799881707e-09,6.5813380653349835e-08,1.5751935209267915e-10,2.8042276343693939e-12,7.5585795420712484e-07,8.3506846354628245e-09,1.6144014361694274e-13,2.587491499884841e-08,2.42339869326608e-07,6.7754794361791649e-10,3.6157896951607465e-10,1.9161891407331313e-07,2.9908258311120693e-06,6.8273563020514287e-08,6.1176933756909831e-13,2.6219685463072098e-13,3.6552583782784949e-05,3.3916897024855291e-13,1.9005298880338332e-08,4.1665985019483825e-08,1.9812814713744951e-12,2.9939543589211604e-11,3.5774977127033844e-15
2.6591707622944366e-06,0.4723588068257961,2.6181068543306884e-09,7.6825212545997869e-07,8.1937998893770221e-06,9.3968012779562484e-10,0.00020474044075474685,0.0,0.0,0.00055675264876291696,0.0039095899361015493,154.0,0.0,0.85245849804176355,1.0,18.958238716184024,0.0080493700546563768,1.2395195450964478e-09,0.0038768289837765812,0.012086744910979505,0.0022340092505716666,0.0039107544744590595,1.0984823130589998e-08,7.3669484558412508e-05,0.0022095326019637611,1.0589731326413664e-10,0.043320855830995285,5.3168682154867573e-07,0.0022611227381137177,0.0016233060784654235,1.098109953870087e-06,6.5122601922484341e-08,7.6700311243493785e-07,0.036367006713639134,1.748325867185967e-05,0.00013030896560640846,0.00014304650926462231,0.032929875424366581,2.0800266504373188e-07,1.2595302764863546e-12,1.2118245462609798e-11,7.7272869761407272e-11,5.5331467899363121e-07,3.0224339392895597e-05,2.3272052381887351e-05,1.9801121239348295e-06,8.2042840427211298e-06,7.5634559876384418e-05,5.0204833774909286e-13,3.8483089608181881e-05,3.9392341695389502e-06,6.4052400471405564e-08,1.3544317541905735e-07,1.3671959877228654e-07,9.8692083357506095e-12,4.0102009832679165e-11,2.305828168320675e-07,5.4540411358934761e-15,3.0713581686311885e-15,1.3615333793630217e-06,1.206647600705834e-11,1.5302527540533582e-08,7.97775265370889e-13,1.6811831901934045e-15,6.0849321734653801e-12,3.3729324547709469e-07,1.737688934123594e-09,6.3993625389711534e-08,4.9284522381157378e-05,6.6659580344782813e-10,4.8059388599161548e-09,6.6680274606587981e-08,1.5959251154319441e-10,2.8411649309300542e-12,7.712686218122358e-07,8.5208928821134464e-09,1.6571632455233141e-13,2.6790503629020621e-08,2.4828097545552075e-07,6.9139622919707343e-10,3.6896704448715612e-10,1.9727012773920322e-07,3.068602676849758e-06,6.8742652573083133e-08,6.1596489613096925e-13,2.6399501963051694e-13,3.7097651542794754e-05,3.4798912167996038e-13,1.9574541582442765e-08,4.3112983745552539e-08,2.0405987290375898e-12,3.0835898889200512e-11,3.6846501694992978e-15
2.67714002413608e-06,0.4723582266591369,2.6190524268319684e-09,7.8349061563185136e-07,8.2563377142540602e-06,9.4766533200794824e-10,0.00020788932074499862,0.0,0.0,0.00055673490609302973,0.0039421875345170268,154.0,0.0,0.85160334454524145,1.0,18.957977400093313,0.008067931610985804,1.2383885010413067e-09,0.003871919173372962,0.012077202952265361,0.0022478488674086885,0.0039057554400408145,1.0976013168716118e-08,7.3610401027392712e-05,0.0022234078512083214,1.0576194658287587e-10,0.043629852368559041,5.3101355075724004e-07,0.0022763128219080004,0.001628593189319446,1.1016726688402964e-06,6.5532330308701793e-08,7.6949158730042763e-07,0.036639753231803761,1.7612531720855808e-05,0.00013237806291691088,0.00014543534647775287,0.033157947123721145,2.0956301731068943e-07,1.2585201302691456e-12,1.2208972182475912e-11,7.7808135181389493e-11,5.5717636880426665e-07,3.051878028567585e-05,2.349864135457379e-05,1.9997988276065171e-06,8.2863818629235908e-06,7.7007853562972435e-05,5.0703981111000853e-13,3.9193025819315262e-05,4.0187661445705592e-06,6.4449946107753577e-08,1.3749780976520689e-07,1.3879213018292451e-07,1.0018921481082568e-11,4.0717359716879345e-11,2.3412158720425646e-07,5.5367189061033781e-15,3.1179168649368443e-15,1.3858117133623954e-06,1.2281640720629518e-11,1.5541586521002705e-08,8.102280885031974e-13,1.7074469520854387e-15,6.1799145481966379e-12,3.4576584694087263e-07,1.7669910493338239e-09,6.550367687651171e-08,4.9905024892949956e-05,6.7499662700822444e-10,4.8686235249583175e-09,6.754985863920049e-08,1.6167209421176809e-10,2.8782168485369441e-12,7.868409615404559e-07,8.6928845618386528e-09,1.7006486205407684e-13,2.7730230542296322e-08,2.5431662874854203e-07,7.0539039452786101e-10,3.7643284941910873e-10,2.0303620492507045e-07,3.1476883175818509e-06,6.9210873289349578e-08,6.20152575528141e-13,2.6578980784246774e-13,3.7646448032338279e-05,3.5695769505705821e-13,2.0155329338752702e-08,4.4597413976061663e-08,2.1011180711176532e-12,3.175041914032954e-11,3.7939758310091142e-15
2.6951092859777237e-06,0.47235764765434773,2.6200251376782429e-09,7.9887788575995364e-07,8.3188199426485363e-06,9.5564862407642418e-10,0.00021106025514483831,0.0,0.0,0.00055671719265881444,0.0039747546264366773,154.0,0.0,0.85075003119278547,1.0,18.957716565747067,0.0080862213991648082,1.237259995309763e-09,0.0038670393429580049,0.012067596732126953,0.0022616732929465902,0.0039007868575362714,1.09671453187414e-08,7.355092902309249e-05,0.0022372704125722216,1.0562740437747048e-10,0.043938292965707171,5.3034439176831152e-07,0.0022914837166078967,0.0016338102197410624,1.1051879135140712e-06,6.5941683900835776e-08,7.7194690538584529e-07,0.036912034006321585,1.7740589544004336e-05,0.00013445728239135942,0.0001478393286093626,0.033385499249624945,2.1112070522063182e-07,1.2575033415165035e-12,1.2299541706709901e-11,7.8342181618393967e-11,5.6102942353976456e-07,3.0813178326312936e-05,2.3725193655177937e-05,2.0194833357875121e-06,8.3684696990731369e-06,7.8393203862747125e-05,5.1203072781386478e-13,3.9909688431266048e-05,4.0991627854830719e-06,6.4847055261893759e-08,1.3956549328314277e-07,1.4087778879467022e-07,1.0169585468778672e-11,4.1336706031453854e-11,2.3768334739629806e-07,5.6199203488214315e-15,3.164770459244262e-15,1.4103045487723526e-06,1.2498706435124924e-11,1.5782232652118037e-08,8.2276335936691433e-13,1.7338850832758395e-15,6.2755257828901111e-12,3.5438256458821606e-07,1.7965396868343729e-09,6.7036083150315223e-08,5.0527248761252448e-05,6.8342083813528904e-10,4.931500002290307e-09,6.8422089968222432e-08,1.6375799797692919e-10,2.9153815642560977e-12,8.025746320668933e-07,8.8666558495461107e-09,1.7448619281975424e-13,2.869450232606667e-08,2.6044748888147857e-07,7.1953013921035881e-10,3.8397622164594333e-10,2.0891834555820953e-07,3.2280919586533583e-06,6.9678229424107061e-08,6.2433241733632552e-13,2.675812369474363e-13,3.8198966359842891e-05,3.6607573430198082e-13,2.0747775194679557e-08,4.6119902658099873e-08,2.1628512407504536e-12,3.2683281795712566e-11,3.9054959765457224e-15
2.7130785478193673e-06,0.4723570698090856,2.6210258717020172e-09,8.1441335250572063e-07,8.3812468017331961e-06,9.6363004443488799e-10,0.0002142531968470929,0.0,0.0,0.00055669953241466706,0.0040072911467695146,154.0,0.0,0.84989855240036749,1.0,18.957456211960647,0.0081042422113977615,1.2361339662138682e-09,0.0038621889256757898,0.01205792856807306,0.0022754825586804232,0.003895848167393026,1.0958221818223941e-08,7.3491083652232959e-05,0.0022511203140907123,1.0549367264061391e-10,0.044246177144121525,5.2967926808118616e-07,0.0023066355389821875,0.0016389580053311069,1.1086562545109902e-06,6.6350663527258572e-08,7.7436946209286554e-07,0.037183849093601354,1.7867432875978979e-05,0.00013654643896670592,0.00015025829418755212,0.03361253367219906,2.1267572909066422e-07,1.2564801544148091e-12,1.2389954064474045e-11,7.8875013456824685e-11,5.6487387311383262e-07,3.1107529186278563e-05,2.3951705955281169e-05,2.0391653330983043e-06,8.4505461988277696e-06,7.9790581652463099e-05,5.1702100789842175e-13,4.063307330748871e-05,4.1804240249369977e-06,6.5243728838966419e-08,1.4164617113837038e-07,1.4297651840317892e-07,1.0321196300861805e-11,4.1960032669001865e-11,2.4126800480271047e-07,5.7036432219187321e-15,3.2119176889413064e-15,1.4350117081830368e-06,1.2717671578264278e-11,1.6024459543477392e-08,8.3538074249817003e-13,1.7604968816980892e-15,6.3717633188433131e-12,3.6314469363743961e-07,1.8263347648157489e-09,6.8590964664188336e-08,5.1151165061861517e-05,6.9186804505677756e-10,4.9945652460652753e-09,6.9296926224693738e-08,1.6585012158806603e-10,2.952657272795443e-12,8.1846928386447689e-07,9.0422028299617285e-09,1.7898075903960484e-13,2.9683727308678488e-08,2.666742138898705e-07,7.3381515538547142e-10,3.915969945258085e-10,2.1491774769950308e-07,3.3098227686638448e-06,7.0144724923049617e-08,6.2850445903008492e-13,2.6936932292766519e-13,3.8755199656488612e-05,3.7534427917055204e-13,2.1351991908980532e-08,4.7681079988834446e-08,2.2258099506021816e-12,3.3634663847967624e-11,4.0192318314632511e-15
2.731047809661011e-06,0.47235649312118605,2.6220554985298169e-09,8.3009641975010827e-07,8.4436185133896958e-06,9.7160963785375186e-10,0.00021746809898453472,0.0,0.0,0.00055668194747954887,0.0040397970358454199,154.0,0.0,0.84904890256652432,1.0,18.957196337551281,0.0081219968096613079,1.2350104656896341e-09,0.0038573673737384542,0.012048200706722963,0.0022892766959997858,0.0038909388193574513,1.0949244465228304e-08,7.3430877342740551e-05,0.0022649575836974157,1.0536073532804633e-10,0.044553504491517459,5.2901810494223539e-07,0.0023217684033881103,0.001644037374565258,1.1120782549165517e-06,6.6759270013345701e-08,7.7675965102306416e-07,0.037455198592059848,1.7993062897997193e-05,0.0001386453486995383,0.00015269208235013488,0.033839052248846903,2.1422808947830069e-07,1.2554507999486588e-12,1.2480209317256926e-11,7.940663505382334e-11,5.6870974727791082e-07,3.1401828719106623e-05,2.4178175067328318e-05,2.0588445175387347e-06,8.5326100677015877e-06,8.1199957683596521e-05,5.2201057479301496e-13,4.1363176212893442e-05,4.2625497519087859e-06,6.563996774108732e-08,1.4373978852825534e-07,1.4508826319164254e-07,1.0473749987270788e-11,4.2587323583176663e-11,2.4487546717294001e-07,5.7878852987556701e-15,3.2593573001224267e-15,1.4599330130570515e-06,1.2938534567777635e-11,1.6268260830220757e-08,8.4807990366210124e-13,1.7872816480854143e-15,6.4686246067227487e-12,3.7205353110838083e-07,1.8563762005408973e-09,7.0168440844436147e-08,5.1776745295785692e-05,7.0033786176738704e-10,5.0578162553838844e-09,7.0174325647823138e-08,1.6794836527486046e-10,2.9900421947809432e-12,8.3452455545563664e-07,9.2195214556369758e-09,1.8354896304743914e-13,3.0698316440018372e-08,2.7299745934824395e-07,7.4824512437285603e-10,3.9929499564080642e-10,2.2103560648059106e-07,3.3928898620456225e-06,7.0610363771437535e-08,6.3266873437651234e-13,2.711540803744019e-13,3.931514109040047e-05,3.8476436327236618e-13,2.1968091805109714e-08,4.9281581018226071e-08,2.2900058676702152e-12,3.4604741599604167e-11,4.1352045391756859e-15
2.7490170715026544e-06,0.4723559175885651,2.6231148746764416e-09,8.459264805486613e-07,8.5059352943122024e-06,9.7958745279077332e-10,0.00022070491489468199,0.0,0.0,0.00055666445845448803,0.0040722722385522362,154.0,0.0,0.848201076075357,1.0,18.956936941339656,0.0081394879299065259,1.2338895209627556e-09,0.0038525741599449506,0.012038415331799016,0.0023030557362027451,0.0038860582667450357,1.0940215177690843e-08,7.3370322807707916e-05,0.0022787822492378105,1.0522857686963798e-10,0.044860274651788982,5.2836082888313782e-07,0.0023368824221264095,0.0016490491496709272,1.1154544731677776e-06,6.7167504181871431e-08,7.7911786248900872e-07,0.037726082635809059,1.8117481172696251e-05,0.00014075382864725728,0.00015514053279557218,0.03406505682611724,2.1577778714547114e-07,1.2544155041428796e-12,1.2570307519118506e-11,7.9937050738588859e-11,5.7253707564494946e-07,3.1696072935411741e-05,2.4404597923516182e-05,2.0785205984889591e-06,8.6146600602838037e-06,8.2621302600886521e-05,5.2699935481163238e-13,4.2099992828877309e-05,4.345539818325527e-06,6.6035772867745077e-08,1.4584629059763668e-07,1.4721296784121301e-07,1.0627242532395752e-11,4.3218562793022012e-11,2.4850564263881357e-07,5.8726443725543891e-15,3.3070880500699686e-15,1.4850682841464881e-06,1.3161293815094975e-11,1.6513630171993153e-08,8.6086051012769712e-13,1.8142386858648826e-15,6.5661071086570919e-12,3.8111037557596079e-07,1.8866639108378384e-09,7.1768630230328739e-08,5.2403961327375634e-05,7.0882990704012664e-10,5.1212500685155284e-09,7.1054246998834686e-08,1.7005263059649437e-10,3.0275345730790874e-12,8.5074007517753298e-07,9.3986075668384377e-09,1.8819119625980435e-13,3.1738682885677603e-08,2.7941787870368017e-07,7.6281971825170906e-10,4.0707004766144774e-10,2.2727311443838319e-07,3.4773023062036871e-06,7.1075149951671934e-08,6.3682527869154029e-13,2.7293552446943289e-13,3.9878783859272724e-05,3.9433701488388748e-13,2.2596186828886794e-08,5.0922044986750031e-08,2.3554506193143304e-12,3.5593690754205977e-11,4.253435172012213e-15
2.766986333344298e-06,0.4723553432089916,2.6242048458916284e-09,8.6190291900327257e-07,8.5681973573573802e-06,9.8756354075565296e-10,0.00022396359808669967,0.0,0.0,0.00055664708473765348,0.0041047167034746514,154.0,0.0,0.84735506730000809,1.0,18.956678022135105,0.0081567182862978781,1.2327710552340139e-09,0.0038478087612315273,0.012028574574046305,0.002316819710509952,0.0038812059788410499,1.0931136153907917e-08,7.3309434464089297e-05,0.0022925943384828483,1.0509718424079002e-10,0.045166487314745589,5.27707368031603e-07,0.0023519777057974521,0.0016539941475443862,1.1187854628623363e-06,6.7575366853409291e-08,7.8144448279590079e-07,0.037996501387962955,1.8240689576208057e-05,0.00014287169673933456,0.00015760348572463505,0.03429054924129122,2.1732482302028587e-07,1.2533744927374242e-12,1.2660248719220635e-11,8.0466264816733111e-11,5.763558877071361e-07,3.1990257971843909e-05,2.4630971553179585e-05,2.0981932945409831e-06,8.696694970851935e-06,8.4054586967739921e-05,5.3198727660466282e-13,4.2843518769556104e-05,4.4293940456270684e-06,6.643114511620497e-08,1.4796562287082305e-07,1.4935057701502613e-07,1.0781669963231954e-11,4.3853734365755194e-11,2.5215843960427124e-07,5.9579182357906949e-15,3.3551086956606722e-15,1.5104173414710563e-06,1.3385947725153188e-11,1.6760561247654804e-08,8.7372223028318956e-13,1.8413673005804189e-15,6.6642082953179919e-12,3.9031652692093537e-07,1.9171978114532649e-09,7.3391650616365733e-08,5.3032785325619147e-05,7.17343803777717e-10,5.1848637536326747e-09,7.1936649478278148e-08,1.7216282012400632e-10,3.0651326692713395e-12,8.671154629507065e-07,9.5794569114999688e-09,1.9290787471621573e-13,3.2805241666945877e-08,2.8593612361135804e-07,7.7753860144539922e-10,4.1492196919682069e-10,2.336314618609531e-07,3.5630691290912932e-06,7.1539087285899084e-08,6.4097412946250784e-13,2.7471367114859279e-13,4.044612118648584e-05,4.0406325781089149e-13,2.3236388605455089e-08,5.2603114656230684e-08,2.4221557988232954e-12,3.6601686500493345e-11,4.3739447419389722e-15
