Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402)
1.4231420596500507e-19,0.4305296139155619,3.1359204501895706e-19,4.9874536874970057e-32,4.3084837264363509e-32,6.2614623029605203e-50,1.0800150198662011e-43,0.0,0.0,9.6143840969837874e-20,3.9034580495567125e-35,154.0,0.0,0.99999999999954248,1.0,19.0,2.077613834381268e-14,1.788967787291261e-13,1.2898508853657884e-13,1.2898549823758598e-13,1.3143123002790514e-20,5.8667328878040481e-23,5.8606749494088207e-23,3.5045373315420858e-23,2.0818854197664995e-20,2.3910443907550905e-33,1.0854935682331389e-25,1.059302512720172e-25,6.3939785980624275e-35,6.3939785964484315e-35,1.3902475490323789e-44,2.4732416071057959e-34,2.2374852641925024e-45
2.84752055896965e-19,0.43052961391556177,6.2745654185282859e-19,1.8603692956112886e-31,1.7245163138217717e-31,5.0142484594539963e-49,8.6466871140556004e-43,0.0,0.0,1.9237122838440198e-19,1.5624006089745177e-34,154.0,0.0,0.9999999999990844,1.0,19.0,4.1570327198761764e-14,3.5794891548076935e-13,2.5808224045536752e-13,2.5808306014377421e-13,5.2606735255976954e-20,2.3482220633262398e-22,2.3433692680853613e-22,1.4027281061452955e-22,8.3329658474386854e-20,1.9078535592945836e-32,4.3448031481072166e-25,4.2399706686775327e-25,5.1190706864099493e-34,5.1190706838254551e-34,2.2262061276288055e-43,1.9800968158194921e-33,3.5828910933979613e-44
5.696277557608848e-19,0.43052961391556177,1.2551855355047895e-18,7.1720764948767713e-31,6.9003115416749326e-31,4.0134316248030552e-48,6.919977596465917e-42,0.0,0.0,3.8482605045448003e-19,6.251638506248764e-34,154.0,0.0,0.99999999999816835,1.0,19.0,8.3158704908592688e-14,7.1605298117510256e-13,5.1627654393932533e-13,5.1627818339521331e-13,2.104953946691501e-19,9.3959469020928288e-22,9.3571549583361585e-22,5.6127384801456841e-22,3.3342706523914382e-19,1.5166613948552439e-31,1.7384871938992253e-24,1.696540545846426e-24,4.0968123315965583e-33,4.0968123274596885e-33,3.5633754187050925e-42,1.5846787536848513e-32,5.7349573073580466e-43
1.1393791554887243e-18,0.4305296139155617,2.5106435227455838e-18,2.8149328275056362e-30,2.7605739378666486e-30,3.2115593095671558e-47,5.5370334637695814e-41,0.0,0.0,7.6973588355843569e-19,2.501063244326236e-33,154.0,0.0,0.99999999999633615,1.0,19.0,1.6633546032798548e-13,1.43226028132892e-12,1.0326651494927633e-12,1.0326684276644291e-12,8.4211808655038642e-19,3.758990546485862e-21,3.7280585367927311e-21,2.245460005593807e-21,1.3339244909594043e-18,1.1975471611608497e-30,6.9550807932403396e-24,6.7872668772034484e-24,3.2780723021194856e-32,3.2780722954991588e-32,5.7025473775516877e-41,1.2679829856022544e-31,9.1777931082047381e-42
2.2788819549444033e-18,0.43052961391556177,5.0215594969746607e-18,1.1151918135784516e-29,1.1043194457217192e-29,2.5695741604929638e-46,4.4300473703571709e-40,0.0,0.0,1.5395563056215444e-18,1.0005073277130455e-32,154.0,0.0,0.99999999999267186,1.0,19.0,3.3268897116569493e-13,2.8646715567048759e-12,2.0654423549417291e-12,2.0654489073477578e-12,3.3687420299607395e-18,1.5037185594506732e-20,1.47915473613581e-20,8.9825641047095001e-21,5.3361251459376395e-18,9.3346443301563227e-30,2.7822587267057504e-23,2.7151276891523167e-23,2.6227068284015951e-31,2.6227068178080397e-31,9.1249610519228088e-40,1.0144814491107091e-30,1.4685944547306059e-40
4.557887553855762e-18,0.4305296139155617,1.0043391444422765e-17,4.4392028557982246e-29,4.4174575299232331e-29,2.0557917322524336e-45,3.5442061446449341e-39,0.0,0.0,3.0792001731685466e-18,4.0021970231674066e-32,154.0,0.0,0.99999999998534317,1.0,19.0,6.6539599283680884e-13,5.7294808077918176e-12,4.1309967432080214e-12,4.1310098319124092e-12,1.3475480694908438e-17,6.0151187285571483e-20,5.8215363986382966e-20,3.5931663065626152e-20,2.1345312508415344e-17,7.1015691596993878e-29,1.1129487661155532e-22,1.0860952519064123e-22,2.0982650393147009e-30,2.0982650223642934e-30,1.460054278067427e-38,8.1162167724934633e-30,2.3498647825210041e-39
9.11589875167848e-18,0.4305296139155619,2.0087055335278775e-17,1.7713680859828232e-28,1.7670189616055961e-28,1.644689086181506e-44,2.835432216275433e-38,0.0,0.0,6.1585000019456615e-18,1.6009152695522339e-31,154.0,0.0,0.99999999997068589,1.0,19.0,1.3308100361618173e-12,1.1459046111799756e-11,8.2621054292140591e-12,8.262131546509445e-12,5.3902733455338159e-17,2.4060962310166764e-19,2.2557488932553239e-19,1.4372913311561826e-19,8.538253415317884e-17,5.1715359925000056e-28,4.4518855544755393e-22,4.3444692578323948e-22,1.6786518256988719e-29,1.6786517985779889e-29,2.3361022486124336e-37,6.4930953605786839e-29,3.7598605041201993e-38
1.8231921147323912e-17,0.4305296139155617,4.0174383100830036e-17,7.0768460524926043e-28,7.0681477430473029e-28,1.315777929011239e-43,2.2683726926733736e-37,0.0,0.0,1.2317148034232101e-17,6.4037573373135365e-31,154.0,0.0,0.99999999994137123,1.0,19.0,2.6616381227429562e-12,2.2917963931103255e-11,1.6524322439120065e-11,1.6524374471088338e-11,2.1561083927042671e-16,9.6244811322684762e-19,8.4882994492051408e-19,5.7491883524707276e-19,3.4152998684388748e-16,3.5036320917208759e-27,1.7807722728927196e-21,1.7378052702454815e-21,1.3429373185439615e-28,1.3429372751514654e-28,3.7376703092725156e-36,5.194486453567617e-28,6.0157932506932379e-37
2.7347943542969345e-17,0.43052961391556177,6.0261710850220508e-17,1.5032906382573748e-27,1.501985888582744e-27,3.90624314835068e-43,6.4861481078814302e-37,0.0,0.0,1.8475844441250501e-17,1.3608071278388993e-30,154.0,0.0,0.99999999991205657,1.0,19.0,3.9924662092552173e-12,3.4376668965645727e-11,2.4786539086920114e-11,2.4786616921078815e-11,4.5817104397971681e-16,2.0452081108340894e-18,1.730596580884807e-18,1.2217009737373207e-18,7.2574807070189033e-16,9.1554927453089174e-27,3.7841523117133617e-21,3.6928470852843795e-21,3.8399729684115523e-28,3.8399728087004961e-28,1.3756898587768106e-35,1.4852945411482899e-27,2.2142070562650143e-36
3.646396593861478e-17,0.43052961391556177,8.0349038583450215e-17,2.5639549074093847e-27,2.5622152387069295e-27,8.5115419395243576e-43,1.3681188260024786e-36,0.0,0.0,2.4634589223000625e-17,2.3213878032834807e-30,154.0,0.0,0.99999999988274191,1.0,19.0,5.3232942956985995e-12,4.5835161219378449e-11,3.3048755372614302e-11,3.3048858923383338e-11,7.8158184621106087e-16,3.4888895050774459e-18,2.8439746476320715e-18,2.0840732236406392e-18,1.2380344075374619e-15,1.7878969096494207e-26,6.455328635686182e-21,6.2995722981995558e-21,8.0996285252869167e-28,8.0996281202303843e-28,3.4889959728603501e-35,3.132905459613241e-27,5.6156934417930225e-36
5.469601072990564e-17,0.43052961391556177,1.2052369401198131e-16,5.3073588972263703e-27,5.3047493895386371e-27,2.4706580165793069e-42,3.7367634453898877e-36,0.0,0.0,3.6952192319033769e-17,4.8061714797291196e-30,154.0,0.0,0.9999999998241127,1.0,19.0,7.9849504684237123e-12,6.8751646355567517e-11,4.9573187094162778e-11,4.9573341950023033e-11,1.6181501958129859e-15,7.2233123708242594e-18,5.5415936667824863e-18,4.3147873059714577e-18,2.563168052964954e-15,4.336294957927279e-26,1.3364958174467213e-20,1.304248353434251e-20,2.2122634570074371e-27,2.2122633153604693e-27,1.2200872453413904e-34,8.556877621588288e-27,1.9638243274788574e-35
7.292805552119651e-17,0.4305296139155619,1.6069834938108348e-16,9.0254765544347217e-27,9.0219972060485646e-27,5.4030833073266791e-42,7.8185672431700508e-36,0.0,0.0,4.926997330620664e-17,8.1740874480387544e-30,154.0,0.0,0.99999999976548348,1.0,19.0,1.0646606640895536e-11,9.1667349053651871e-11,6.6097617484119807e-11,6.6097823515516393e-11,2.7520225567950668e-15,1.2284971017768463e-17,8.9057952428287017e-18,7.3382838151095349e-18,4.3592345858171806e-15,8.2067319011214269e-26,2.2730312553638758e-20,2.2181866447959926e-20,4.628799614761951e-27,4.6287992608316329e-27,3.0485994066390632e-34,1.7903731735974464e-26,4.9070377027628545e-35
9.116010031248737e-17,0.43052961391556177,2.0087300468651178e-16,1.3787930282422768e-26,1.3783581091005167e-26,1.0136977466979353e-41,1.4233413286265939e-35,0.0,0.0,6.1587944891027611e-17,1.2488230618870295e-29,154.0,0.0,0.99999999970685427,1.0,19.0,1.3308262813095978e-11,1.1458221345160475e-10,8.2622046447372453e-11,8.2622303640238517e-11,4.2044248951842737e-15,1.876866726262626e-17,1.2859465284630022e-17,1.1211174539882375e-17,6.6598561742721922e-15,1.3582412223189683e-25,3.4726800486575752e-20,3.3888897101502232e-20,8.4265583685328441e-27,8.4265576176461345e-27,6.4677911467348234e-34,3.2592829532890735e-26,1.0410759415198888e-34
1.276241898950691e-16,0.43052961391556177,2.812223151023474e-16,2.6511445063776675e-26,2.6505356175778931e-26,2.7736986729369699e-41,3.7580447331671562e-35,0.0,0.0,8.6224471825839539e-17,2.40147299425917e-29,154.0,0.0,0.99999999958959584,1.0,19.0,1.8631575156665674e-11,1.6040937486893918e-10,1.1567090000415236e-10,1.1567126008017035e-10,8.0847597043217367e-15,3.6091491678636005e-17,2.1969040655512514e-17,2.1558387473321525e-17,1.2806350018606885e-14,2.9170324120186897e-25,6.6778448319892564e-20,6.5167183044002388e-20,2.2248618577053376e-26,2.2248615826220968e-26,2.3694216745448151e-33,8.6052944438644529e-26,3.8141073067282131e-34
1.6408827947765083e-16,0.4305296139155619,3.6157162525957003e-16,4.3476562135423847e-26,4.3468733533859864e-26,5.8473610881135567e-41,7.7913721620254331e-35,0.0,0.0,1.108617728786984e-16,3.9384570798414072e-29,154.0,0.0,0.99999999947233775,1.0,19.0,2.3954887499133143e-11,2.0623313190375709e-10,1.4871974776634075e-10,1.4872021182148341e-10,1.3258662109515349e-14,5.9189953353592171e-17,3.231987715663571e-17,3.5355206293749058e-17,2.1001869438763031e-14,5.1217767859724814e-25,1.0951652152374989e-19,1.0687404005023782e-19,4.6126977567191476e-26,4.6126970424607375e-26,6.1522055300035892e-33,1.7840598340902373e-25,9.9037856661109685e-34
2.370164586428143e-16,0.4305296139155617,5.2227024479828537e-16,9.0129814953855009e-26,9.0118506849631103e-26,1.7836713285631671e-40,2.3410836116971023e-34,0.0,0.0,1.6013869701213377e-16,8.1653348320234408e-29,154.0,0.0,0.99999999923782135,1.0,19.0,3.4601512180761888e-11,2.9787043556531302e-10,2.1481742590942226e-10,2.148181030880212e-10,2.7486128787413697e-14,1.22711317187007e-16,5.4867789096804746e-17,7.3295441382134323e-17,4.353833617674231e-14,1.1485558984282439e-24,2.2704743189957958e-19,2.2156904689354315e-19,1.3859828348132493e-25,1.3859825182600887e-25,2.7265590277853452e-32,5.3603454513090768e-25,4.3897257820870329e-33
3.8287281697314123e-16,0.4305296139155617,8.4366748077282398e-16,2.3432799747771161e-25,2.3430972990816164e-25,7.7399049229996846e-40,1.006507836495571e-33,0.0,0.0,2.5870183331684368e-16,2.1231136889460727e-28,154.0,0.0,0.9999999987687892,1.0,19.0,5.5894761530794719e-11,4.8110420995292346e-10,3.4701271267118173e-10,3.4701384103477991e-10,7.1456405066421813e-14,3.1905103143095517e-16,1.0307577498799444e-16,1.9055705938525245e-16,1.1318774680538523e-13,3.2032015027907174e-24,5.9032726730578531e-19,5.7608310071013708e-19,5.9587864927801357e-25,5.9587841588328393e-25,2.0102152393521737e-31,2.3043554220169911e-24,3.2373205610700247e-32
6.745855336337951e-16,0.43052961391556177,1.4864619403104536e-15,7.2628938866932796e-25,7.2625719905269036e-25,4.3762600302585658e-39,5.6677691196769249e-33,0.0,0.0,4.5586525776729321e-16,6.5814366373587834e-28,154.0,0.0,0.99999999783072813,1.0,19.0,9.848126017796214e-11,8.4740849603087455e-10,6.1140300810127364e-10,6.1140514824621938e-10,2.2143209425478684e-13,9.8891422780311976e-16,2.0231832236863132e-16,5.9056377441904604e-16,3.5075092005037156e-13,1.0440002103274698e-23,1.829754463067476e-18,1.785601997164066e-18,3.355461562681802e-24,3.3554590975513565e-24,2.123030088083537e-30,1.2973372921522924e-23,3.4210035702492972e-31
9.66298250294449e-16,0.43052961391556177,2.1292563832995169e-15,1.4896707216581649e-24,1.4896246041781272e-24,1.2478909432900728e-38,1.6145392957395921e-32,0.0,0.0,6.530782179842954e-16,1.3500442853848963e-27,154.0,0.0,0.99999999689267105,1.0,19.0,1.4106775875459874e-10,1.2134951866462124e-09,8.7579293274271725e-10,8.7579623355817104e-10,4.5408781059845807e-13,2.0283531965112103e-15,3.0237147177333447e-16,1.2111633449725008e-15,7.1928018336734098e-13,2.1846579657653184e-23,3.7530044105791868e-18,3.6624401058580233e-18,9.5584692145225652e-24,9.5584598411482383e-24,8.0721893604835188e-30,3.6950784263953588e-23,1.3011849651945893e-30
1.2580109669551027e-15,0.43052961391556177,2.7720508097400632e-15,2.5244717739428179e-24,2.5244117204615792e-24,2.6879209274823328e-38,3.4760886810055481e-32,0.0,0.0,8.5034071392094842e-16,2.2880783565708429e-27,154.0,0.0,0.99999999595461775,1.0,18.999999999999993,1.8365425726070479e-10,1.5793644050008027e-09,1.1401824865992541e-09,1.1401870982115988e-09,7.6937674084368116e-13,3.4373641991540508e-15,4.0206669238696693e-16,2.0522833409210165e-15,1.2187013840558417e-12,3.7422859350665451e-23,6.3600760198227556e-18,6.2065946286284261e-18,2.0579281381029284e-23,2.0579256439811107e-23,2.147799072027967e-29,7.9543381197885173e-23,3.4632274547091258e-30
1.5497236836157566e-15,0.4305296139155617,3.4148452196321328e-15,3.8306924666978716e-24,3.830618466677827e-24,4.9435647978120789e-38,6.3914075712394357e-32,0.0,0.0,1.047652745556361e-15,3.4723133362584598e-27,154.0,0.0,0.99999999501656855,1.0,18.999999999999989,2.2624075569628041e-10,1.9450162782638686e-09,1.4045716696745464e-09,1.404577742138284e-09,1.1672505642520802e-12,5.2159435771043577e-15,5.0154693201356312e-16,3.1138490349247214e-15,1.8489379815434886e-12,5.7168802522215162e-23,9.6509685460136754e-18,9.4180630446292637e-18,3.7838638943688901e-23,3.7838584435043214e-23,4.693774986961235e-29,1.4623406700647913e-22,7.5708958139496682e-30
2.1331491169370642e-15,0.43052961391556177,4.7004339897709809e-15,7.2573927067192483e-24,7.2572907731106856e-24,1.2591144921245335e-37,1.6273170826371139e-31,0.0,0.0,1.4424254158871329e-15,6.5796363663374017e-27,154.0,0.0,0.99999999314048182,1.0,18.999999999999982,3.1141375235584111e-10,2.6756684604672974e-09,1.9333489234946688e-09,1.9333583675602999e-09,2.2105739420562609e-12,9.8817942003813322e-15,7.0039036346758036e-16,5.8980407561993571e-15,3.5015739105527484e-12,1.0916953436180758e-22,1.8284214156501791e-17,1.7842932763606952e-17,9.6340845510279465e-23,9.6340663015194451e-23,1.571336224159107e-28,3.7222258403115399e-22,2.5361462579638198e-29
2.716574550258372e-15,0.43052961391556177,5.9860226937163637e-15,1.1769771290336277e-23,1.1769641352843374e-23,2.5682316396281081e-37,3.3184577075560929e-31,0.0,0.0,1.8373962288968058e-15,1.0672554900664692e-26,154.0,0.0,0.99999999126441075,1.0,18.999999999999972,3.9658674873328215e-10,3.4054527515712917e-09,2.462124694231795e-09,2.4621381101200826e-09,3.5836710129477159e-12,1.6025876378098552e-14,8.9920444729462035e-16,9.5631399820542287e-15,5.6765750674046067e-12,1.7784845148444414e-22,2.9652736482589893e-17,2.8937030227076274e-17,1.9645987093921054e-22,1.9645941233778626e-22,3.9483704304693336e-28,7.5883757412563718e-22,6.3764381229699228e-29
3.2999999835796796e-15,0.4305296139155617,7.2716113314685896e-15,1.7367828116513998e-23,1.7367670084577255e-23,4.5788480179487349e-37,5.9152010641564513e-31,0.0,0.0,2.2325651845120083e-15,1.5751639149690883e-26,154.0,0.0,0.99999998938835555,1.0,18.999999999999957,4.8175974482860497e-10,4.1343702224712759e-09,2.9908989819160746e-09,2.9909169702838745e-09,5.286134866699263e-12,2.3648159987103559e-14,1.0981526511028717e-15,1.4108517017693116e-14,8.373296901896781e-12,2.6320521977747875e-22,4.3756530663317856e-17,4.2700335537799621e-17,3.5019212234765354e-22,3.5019115018841287e-22,8.3692156679260804e-28,1.3522701263059886e-21,1.352376739308773e-28
4.466850850222295e-15,0.43052961391556166,9.8427884083947693e-15,3.1820976401972152e-23,3.1820761830597036e-23,1.1317113933183758e-36,1.4614224700941723e-30,0.0,0.0,3.023497523327947e-15,2.8870524844615115e-26,154.0,0.0,0.99999998563629222,1.0,18.999999999999925,6.5210573617290102e-10,5.5896088608089363e-09,4.0484431082430267e-09,4.0484720463867419e-09,9.6775833224726716e-12,4.3327214662463149e-14,1.4959352522793275e-15,2.583765750033453e-14,1.532940049982119e-11,4.8395097301045189e-22,8.0169916447879959e-17,7.823449299139733e-17,8.6518914392913596e-22,8.6518589001756946e-22,2.8006615623448994e-27,3.3389088407786999e-21,4.5325000371784845e-28
5.63370171686491e-15,0.4305296139155615,1.2413965220551919e-14,5.0616837114488653e-23,5.0616565405587923e-23,2.2693442260095866e-36,2.9294172191711976e-30,0.0,0.0,3.8152224318275659e-15,4.594071188742923e-26,154.0,0.0,0.99999998188429184,1.0,18.999999999999883,8.2245172638874042e-10,7.0413926446853996e-09,5.1059813027086089e-09,5.1060236007723861e-09,1.5381777243340068e-11,6.8918725337812688e-14,1.8937035992338631e-15,4.1080593422238924e-14,2.436490763772984e-11,7.7140416953174867e-22,1.2752433476223063e-16,1.244452518122012e-16,1.7342630078196822e-21,1.7342548147529742e-21,7.0504450648907062e-27,6.6888262370891339e-21,1.1426216427020666e-27
7.967403450150141e-15,0.4305296139155612,1.7556318050568628e-14,1.0123669410512982e-22,1.0123630570393319e-22,6.4211232302818659e-36,8.2826721991165887e-30,0.0,0.0,5.4010499558761851e-15,9.195252955642708e-26,154.0,0.0,0.99999997438047827,1.0,18.999999999999769,1.1631437034350916e-09,9.9346283354146873e-09,7.2210398969805336e-09,7.2211161636507619e-09,3.0715981580259857e-11,1.3783819058988174e-13,2.6892169075881384e-15,8.208857397681963e-14,4.8654459277373625e-11,1.5464224632206838e-21,2.5505612364067355e-16,2.4889596530022182e-16,4.9034410623063843e-21,4.9034080723753626e-21,2.8376574329538298e-26,1.8888402804993659e-20,4.6133566910749902e-27
1.0067735010106849e-14,0.4305296139155608,2.2184434692097456e-14,1.6164663745038245e-22,1.6164614041608032e-22,1.2962967026251795e-35,1.6710671898052549e-29,0.0,0.0,6.831005310785923e-15,1.4692066826800826e-25,154.0,0.0,0.99999996762725907,1.0,18.999999999999638,1.4697664789175918e-09,1.2526806857574957e-08,9.1245723471822713e-09,9.1246874742975515e-09,4.8975196224611765e-11,2.2008398787590097e-13,3.4051871057288903e-15,1.3096455207740459e-13,7.7577260063484484e-11,2.4720521940565151e-21,4.0725269974728838e-16,3.9741405619820274e-16,9.8928547222478543e-21,9.8927713567843557e-21,7.1683149954171143e-26,3.8067565092458544e-20,1.16823135453281e-26
1.2771276567384001e-14,0.43052961391556044,2.8141733653218766e-14,2.6011829442404811e-22,2.6011765100546161e-22,2.6482059506776195e-35,3.4111250168745069e-29,0.0,0.0,8.6754203561816387e-15,2.3662504025313328e-25,154.0,0.0,0.99999995893482752,1.0,18.999999999999417,1.864450547102569e-09,1.5847168448578253e-08,1.1574766294184053e-08,1.1574943046013671e-08,7.8665921814055714e-11,3.5414396164426102e-13,4.3267728931744956e-15,2.1052204113833084e-13,1.2460770242764563e-10,3.9816131329366274e-21,6.5534106748679035e-16,6.3950355803430633e-16,2.0193974885882942e-20,2.0193761048562469e-20,1.8379297777222744e-25,7.7600651703955568e-20,3.0044342699315893e-26
1.5474818124661155e-14,0.4305296139155598,3.4099031193075927e-14,3.8190284318695531e-22,3.8190204421246467e-22,4.7149220883022332e-35,6.0683527212658693e-29,0.0,0.0,1.0524090120586598e-14,3.4770900520552856e-25,154.0,0.0,0.99999995024272736,1.0,18.999999999999151,2.2591346092300751e-09,1.9149294208239797e-08,1.4024928406125296e-08,1.4025179895890444e-08,1.1528573933428068e-10,5.1993482977170076e-13,5.2483396868673099e-15,3.0875879066163424e-13,1.8261390417116221e-10,5.8491787322769114e-21,9.621626057658989e-16,9.3890225516592064e-16,3.5924553042237561e-20,3.5924094076071475e-20,3.9429409353349106e-25,1.378584879943292e-19,6.4672072562529139e-26
