Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65)
6.614012869245166e-11,0.845965605916227,7.2980885981273712e-13,7.0635309092155725e-18,2.9055329692542118e-16,4.0971563983729316e-22,7.1638528152017772e-20,0.0,0.0,2.6709904350536283e-11,8.0874482158001643e-19,154.0,0.0,0.99999064560411244,0.99999999999997746,18.999999795401219,1.3200459412451842e-06,1.3589966325533006e-08,3.1532260152018371e-06,3.3426612961641185e-06,6.0966936805530195e-07,1.9695809230810964e-07,1.1757908136318711e-12,7.6127911120687865e-09,7.1034525452803827e-07,3.8226059783923827e-15,1.8170058070328659e-10,8.4815517713638313e-11,5.3641442406414492e-12,5.361626744495463e-12,1.5296398776539552e-15,4.598307083578143e-13,9.878562368209102e-16,1.322135854296679e-11,8.1799269635538258e-27,7.79373278545713e-27,7.793772019506351e-27,8.5761201041279018e-15,1.1045543760660461e-17,9.6414482793452206e-17,4.6898098208555659e-20,9.8816650848377868e-21,7.8047138934834412e-19,4.6968674071807058e-21,3.0865119260470731e-23,1.5366105066369272e-24,2.8976931797839647e-27,6.7694464184327097e-31,5.1529721678892201e-31,3.4262381514212363e-26,2.7632649297299171e-30,3.9455898806294307e-13,1.0753995271357865e-19,4.6333872222137669e-21,1.5962557971871782e-23,9.6478221071740834e-25,7.0198176754149473e-22,1.3038784521115673e-28,7.3945034672880253e-29,1.8097956215873594e-25,2.1766896773164699e-30,4.3207156464201929e-26,9.3220155436267372e-31,1.301185234131343e-32,7.0906496151353453e-30,4.0843905528459643e-29,4.0756825062742091e-29,1.7311538052961736e-32,3.1447314815202114e-23,1.4783156080026969e-26,5.0702783985390502e-28,3.0016533107599992e-29,3.0336452083774707e-30,2.1792304751647136e-33,1.450161113483631e-32,1.1990368500260781e-36,1.9457403286577182e-28,1.2098392288752886e-27,6.9843691464049379e-32,1.1590891830020067e-37,4.1862086977087987e-40,2.190570356299234e-40,9.3922952770089207e-33,1.7961667428290508e-14,8.1287561278261708e-20,3.6586532669783887e-20,2.843491855576104e-16,4.7841037652939918e-37,1.7792766500563971e-36,7.7963988366851897e-35,7.6688050414533649e-41,1.1229034586512669e-39,9.2768816682171136e-43,2.3719784370808524e-14
6.958560369645099e-11,0.845965605823289,7.6852348309874476e-13,7.8612949558616e-18,3.3891902709840651e-16,4.7746382171550041e-22,8.7983778545692583e-20,0.0,0.0,2.9527159464119179e-11,9.5994978115139528e-19,154.0,0.0,0.99999015831244231,0.99999999999997624,18.999999776171922,1.3888092745979319e-06,1.3589960628166111e-08,3.3089216926832461e-06,3.516780334221339e-06,6.4174903624368358e-07,2.1577826958172752e-07,1.2370378381003995e-12,8.0190261810655882e-09,7.4772235689191727e-07,4.1878726767718292e-15,2.0112331891537638e-10,9.3407688524234864e-11,6.2227220432335551e-12,6.2197986556016459e-12,1.7752424148651355e-15,5.0923536060500556e-13,1.1481451778446228e-15,1.4634934105893711e-11,1.1591558491656703e-26,1.1044428291112723e-26,1.1044486823218763e-26,1.0056687769348369e-14,1.2829079596619441e-17,1.0155937135275405e-16,4.9608216226543339e-20,1.0835628700495429e-20,9.0238136828424256e-19,5.7210644535711586e-21,3.9546641975311175e-23,1.9711868435571213e-24,3.9143757117720689e-27,9.2864560314254144e-31,6.6105836773125392e-31,4.3966613806256357e-26,3.9319236879939369e-30,4.3694491122748175e-13,1.1878870068264674e-19,5.3529710413540734e-21,1.7646770568137334e-23,1.0747469507278211e-24,8.1613172461389976e-22,1.5063762966905568e-28,8.5429012461972971e-29,2.2143935343331717e-25,2.6635330838134577e-30,5.2863992681351891e-26,1.1405829894299571e-30,1.5920064961877727e-32,8.6783062778440828e-30,5.2588132156985108e-29,5.2470168099136445e-29,2.3452222182536015e-32,3.9113639750387661e-23,1.8071376917472511e-26,6.5096734560188466e-28,4.056778052839594e-29,3.9905633613402672e-30,2.9487342849248818e-33,2.064857900227071e-32,1.7963032465851115e-36,2.2919716821840909e-28,1.500753669369665e-27,9.4618413607281883e-32,1.7378532356004676e-37,6.602066478115165e-40,3.4586641565195983e-40,1.2191281526888004e-32,1.9910242351178532e-14,9.0106640488039324e-20,4.0555747649487065e-20,3.3205570293893808e-16,5.9103004935025889e-37,2.3170212706314806e-36,1.1081983751786944e-34,9.9873146551758777e-41,1.4648308840829989e-39,1.2080694661785598e-42,2.499129073791424e-14
7.303107870045032e-11,0.8459656057271857,8.0730712385455445e-13,8.705378588774296e-18,3.9235256670849867e-16,5.523320451893101e-22,1.0697483876086146e-19,0.0,0.0,3.2484676907582651e-11,1.1306957594203164e-18,154.0,0.0,0.99998967102048297,0.99999999999997502,18.999999756287711,1.4575723540563185e-06,1.3589954938448348e-08,3.4639618997459588e-06,3.6908991308240861e-06,6.7382868401083353e-07,2.3525322403318248e-07,1.2982847774860161e-12,8.425260716244257e-09,7.850994410897714e-07,4.5658474773402713e-15,2.2153209437710868e-10,1.0236956993064732e-10,7.1658991392612124e-12,7.162529578112351e-12,2.0451193801961894e-15,5.611340501197697e-13,1.3244417203973202e-15,1.6120322629060781e-11,1.6146828106396052e-26,1.5384874613041897e-26,1.5384960240699023e-26,1.170383282825246e-14,1.4791358451039581e-17,1.0670425315135996e-16,5.233935908507603e-20,1.1823862760088393e-20,1.0356627997361042e-18,6.9001758653204023e-21,5.0048101575541297e-23,2.4976308487658443e-24,5.2099377242733324e-27,1.2548120927744662e-30,8.3763838836738939e-31,5.5726922255053247e-26,5.4990110958066652e-30,4.8146965603588722e-13,1.3057516048574337e-19,6.1391859613302084e-21,1.9412177803969239e-23,1.1913324555589554e-24,9.4189427434413197e-22,1.727624799047494e-28,9.7976370223827732e-29,2.6829864180929226e-25,3.2274137302281196e-30,6.4047566065249684e-26,1.3819144015551842e-30,1.9288071307778738e-32,1.0517406665409779e-29,6.6883419566723311e-29,6.6725955435128288e-29,3.1306550881457868e-32,4.8150065909463555e-23,2.1870493267750181e-26,8.2536484062499992e-28,5.4009551784784164e-29,5.174367122436674e-30,3.9299611688180972e-33,2.8889842216976393e-32,2.6376935099455256e-36,2.6782440121840529e-28,1.8420032981040528e-27,1.2630688286318022e-31,2.5539190229832596e-37,1.0180267117791886e-39,5.3392461794245711e-40,1.5630133562190567e-32,2.1957261476371618e-14,9.9371298009509987e-20,4.4725497611533617e-20,3.8479763574804223e-16,7.2244339528171224e-37,2.9776513076733803e-36,1.5484925970895807e-34,1.2835822515995237e-40,1.885458743282673e-39,1.5525255316712142e-42,2.6267742905106281e-14
7.647655370444965e-11,0.8459656056280258,8.4615979019725572e-13,9.5962277714546344e-18,4.5110150101874059e-16,6.3468291533021245e-22,1.2888169370251001e-19,0.0,0.0,3.5582348334705846e-11,1.3225115837678405e-18,154.0,0.0,0.99998918372823398,0.9999999999999738,18.999999735770896,1.5263351796211374e-06,1.3589949243254846e-08,3.6183689509879548e-06,3.8650176859696468e-06,7.0590831136598553e-07,2.5536064305391913e-07,1.3595316317835102e-12,8.8314947142605263e-09,8.2247650713235014e-07,4.9560973306281509e-15,2.4292690477282578e-10,1.116957301155448e-10,8.1972126085069434e-12,8.1933548947486269e-12,2.3402889508680738e-15,6.1552302043084536e-13,1.5174247485686642e-15,1.76775297029324e-11,2.2144892082267933e-26,2.1100154971672855e-26,2.1100278029425695e-26,1.352723176150086e-14,1.6940246242594475e-17,1.1184912814691243e-16,5.5091528397298308e-20,1.2845317267221984e-20,1.1807017519643861e-18,8.2481437469127341e-21,6.2632450029251823e-23,3.1294110788806717e-24,6.8416261945970013e-27,1.6724023788064504e-30,1.0495563700194565e-30,6.9845930249576335e-26,7.5710346889245537e-30,5.2812991404225093e-13,1.428968243177857e-19,6.994249343854983e-21,2.1258399290239913e-23,1.3146391215005144e-24,1.0798083230842171e-21,1.9682479478114293e-28,1.1162249536060674e-28,3.2219155441890179e-25,3.8759684375050962e-30,7.690902460504882e-26,1.6594583405099838e-30,2.3161392012891787e-32,1.2632885454858885e-29,8.4122367786616306e-29,8.3914968607415111e-29,4.1236310108652596e-32,5.8721937930677926e-23,2.6228650152164301e-26,1.0346653595571006e-27,7.0931233108818667e-29,6.6226355333575477e-30,5.1662639403033985e-33,3.9782419897753128e-32,3.8034455145438183e-36,3.1069588214977598e-28,2.2392588926808098e-27,1.6636873842294868e-31,3.6856117700116605e-37,1.5380484283789746e-39,8.0757564213647565e-40,1.9815478936507988e-32,2.410244994447517e-14,1.0908028977159292e-19,4.9095222654854347e-20,4.4282276163406099e-16,8.7462619106322738e-37,3.7811069678314816e-36,2.1303478506243783e-34,1.6300356348336004e-40,2.3976458202001845e-39,1.97145387487224e-42,2.754930222681921e-14
7.992202870844898e-11,0.8459656055259132,8.8508149003644853e-13,1.0534275392723779e-17,5.1541271150192345e-16,7.2487998888852177e-22,1.5398718643837123e-19,0.0,0.0,3.8820069080554592e-11,1.5369777971424075e-18,154.0,0.0,0.99998869643569555,0.99999999999997236,18.999999714643021,1.5950977512931826e-06,1.3589943543007231e-08,3.7721644007633644e-06,4.0391359996980278e-06,7.3798791831224437e-07,2.7607897421106653e-07,1.4207784010029486e-12,9.2377281288390126e-09,8.5985355502326142e-07,5.3582039408722643e-15,2.6530774778670595e-10,1.2138085336317478e-10,9.3201477399845661e-12,9.315758222334268e-12,2.6617543899684979e-15,6.7239852072337425e-13,1.7277631891196453e-15,1.9306561015942764e-11,2.9943167133310844e-26,2.8530879275125315e-26,2.8531053279662234e-26,1.5536631746687007e-14,1.9283523531029385e-17,1.1699399575333507e-16,5.7864725567329342e-20,1.3898981023334855e-20,1.3378715769061e-18,9.7793536422019129e-21,7.7584757728034665e-23,3.8811667353095084e-24,8.874840742177073e-27,2.2011938387661313e-30,1.3017242586340197e-30,8.6652794044843414e-26,1.0275881314920148e-29,5.7692238191648663e-13,1.5575126511699823e-19,7.9203008625457652e-21,2.318506688864905e-23,1.4447673593655123e-24,1.2304100946250418e-21,2.2288478693742915e-28,1.2640153543172573e-28,3.8378090458518058e-25,4.6171796368299956e-30,9.1606334154733612e-26,1.9766245418202956e-30,2.7587601053297895e-32,1.5050803900589729e-29,1.0473546077444248e-28,1.0446560097400993e-28,5.365745137748633e-32,7.1005996218764363e-23,3.1195774972370292e-26,1.2836926650147605e-27,9.2004650730851721e-29,8.3766705317267135e-30,6.7070845954528152e-33,5.3993734221669875e-32,5.3943647096546572e-36,3.5805424156849223e-28,2.698523173024164e-27,2.1648215336925075e-31,5.2314554246307204e-37,2.2808715029615041e-39,1.1989653113096217e-39,2.4865816363509234e-32,2.6345533668125831e-14,1.1923237519759945e-19,5.3664364451036507e-20,5.0637816643568582e-16,1.0496514576065512e-36,4.749369887348881e-36,2.8895735374691397e-34,2.0475753795346432e-40,3.0155761054710908e-39,2.476316509777935e-42,2.8836124563594186e-14
8.336750371244831e-11,0.8459656054209482,9.2407223107810597e-13,1.1519941712142523e-17,5.855323778256147e-16,8.2328777440531053e-22,1.8258698175333997e-19,0.0,0.0,4.2197738036084261e-11,1.7757265139064652e-18,154.0,0.0,0.99998820914286746,0.99999999999997102,18.999999692924927,1.6638600690732484e-06,1.358993785039964e-08,3.9253690690786166e-06,4.213254072001092e-06,7.7006750484716298e-07,2.9738739935361781e-07,1.4820250851376928e-12,9.6439609616592796e-09,8.9723058475964217e-07,5.7717632634612668e-15,2.8867462110299913e-10,1.3141973676770889e-10,1.0538139134825485e-11,1.0533172514151943e-11,3.0105043641771604e-15,7.3175680583037505e-13,1.9561162239043896e-15,2.1007422349726779e-11,3.9965105308671849e-26,3.8080595865077476e-26,3.8080838282659733e-26,1.774184478935709e-14,2.1828886464836298e-17,1.2213885599190025e-16,6.065895229759333e-20,1.4983880280015206e-20,1.5075333785155054e-18,1.1508618598117824e-20,9.5212772031867934e-23,4.7687425069448584e-24,1.138382068204885e-26,2.8640938478728275e-30,1.5994585502107587e-30,1.0650402451734544e-25,1.3765810819645176e-29,6.2784376143641065e-13,1.6913613382403784e-19,8.9194051715202367e-21,2.5191824295863936e-23,1.5818175918239539e-24,1.3942332114389605e-21,2.5100055788615084e-28,1.4234644074260671e-28,4.5375805069596609e-25,5.4593736689932277e-30,1.0830424308152658e-25,2.336969163532977e-30,3.2616315100331552e-32,1.7798343988295021e-29,1.2919273312897471e-28,1.2884549890697722e-28,6.9045177125691185e-32,8.5190638266460674e-23,3.6823534754481749e-26,1.5776591820559065e-27,1.1799067342683144e-28,1.0481623103529107e-29,8.6084441256497414e-33,7.2316637655054224e-32,7.5357423357020399e-36,4.101444985592585e-28,3.2261341474733656e-27,2.7856435205373439e-31,7.314056947609596e-37,3.3253641606588168e-39,1.7499989010788374e-39,3.0912256569797616e-32,2.8686239319210537e-14,1.298263171472591e-19,5.8432366218262748e-20,5.7571024612388234e-16,1.2496893436224621e-36,5.9065611255424153e-36,3.8688015642364021e-34,2.5466085434922779e-40,3.7548228136022026e-39,3.0796910528533237e-42,3.0128360469287369e-14
8.681297871644765e-11,0.8459656053132286,9.6313202082831806e-13,1.2553634790440349e-17,6.6170597981627902e-16,9.302717323231337e-22,2.1498952980499397e-19,0.0,0.0,4.5715257526941968e-11,2.0404412847739785e-18,154.0,0.0,0.9999877218497496,0.99999999999996969,18.999999670636697,1.7326221329621284e-06,1.358993215925365e-08,4.0780030666172249e-06,4.3873719028428101e-06,8.0214707097681934e-07,3.1926580958988938e-07,1.5432716841713835e-12,1.0050193242095653e-08,9.3460759634856278e-07,6.1963850192911207e-15,3.1302752240597374e-10,1.4180728704605048e-10,1.1854571778334312e-11,1.1848981131483525e-11,3.3875132526071718e-15,7.9359413622402313e-13,2.2031334963487062e-15,2.2780119574539402e-11,5.2708555182298451e-26,5.0223762475186831e-26,5.0224095627212847e-26,2.0152742204048857e-14,2.4583947718036499e-17,1.272837092346292e-16,6.3474210465404557e-20,1.6099077437827239e-20,1.6900364650032116e-18,1.3451163819768366e-20,1.1584744448098105e-22,5.8092220637239132e-24,1.4452351240282383e-26,3.6874686522640017e-30,1.9484915333780211e-30,1.2978428038254153e-25,1.8220699099183469e-29,6.8089075947965983e-13,1.8304915673339923e-19,9.9935544836807371e-21,2.7278326641644527e-23,1.7258902508294392e-24,1.571808773201721e-21,2.8122817056879952e-28,1.5948900549212981e-28,5.3284275928802275e-25,6.4112191344893277e-30,1.2717424792860274e-25,2.7441940448812855e-30,3.8299183179110974e-32,2.0903802756645807e-29,1.5800542836748767e-28,1.5756319347937251e-28,8.7939240223859467e-32,1.0147617520581719e-22,4.3165294577161011e-26,1.9221754079795759e-27,1.4974594897774e-28,1.2986613089540077e-29,1.0933442341282617e-32,9.5685598167160384e-32,1.0381777575667329e-35,4.672139727970891e-28,3.8287683372964824e-27,3.5479299145942751e-31,1.0084498776569192e-36,4.7729665019586129e-39,2.5146634551247884e-39,3.8099278391778424e-32,3.1124294329104314e-14,1.4086088191782302e-19,6.3398672721799639e-20,6.5106470872430297e-16,1.4770070304599802e-36,7.2790390536285828e-36,5.1183947002579312e-34,3.1385077343433079e-40,4.6324123300028885e-39,3.7953217684976804e-42,3.1426155371978944e-14
9.025845372044698e-11,0.8459656052028478,1.0022608665969308e-12,1.3635750905111983e-17,7.4417829941231618e-16,1.0461982750954563e-21,2.5151602988164444e-19,0.0,0.0,4.9372533196437277e-11,2.3328569706730904e-18,154.0,0.0,0.99998723455634186,0.99999999999996836,18.999999647797768,1.8013839429606158e-06,1.35899264599633e-08,4.2300858189023988e-06,4.5614894922172647e-06,8.3422661670883622e-07,3.4169478112708376e-07,1.6045181980984645e-12,1.0456424969232209e-08,9.7198458979889169e-07,6.6316922258521645e-15,3.3836644937976638e-10,1.5253851745405481e-10,1.3272782081486397e-11,1.3266518884606996e-11,3.7937414468412295e-15,8.5790677800726579e-13,2.4694553120347856e-15,2.4624658644874286e-11,6.8754727343283881e-26,6.5514293615527679e-26,6.5514745739355951e-26,2.2779249438616099e-14,2.7556237415991944e-17,1.3242855546992624e-16,6.631050180969226e-20,1.7243669791094382e-20,1.8857187851559163e-18,1.562261191018178e-20,1.3984342717933967e-22,7.0209602194977926e-24,1.8174488615399874e-26,4.701490646931673e-30,2.3549820853058553e-30,1.5690713325859677e-25,2.3851540590945895e-29,7.3606008801589741e-13,1.9748813293623497e-19,1.1144671059651112e-20,2.9444240100829711e-23,1.8770857751385727e-24,1.7636654326225062e-21,3.1362171939707667e-28,1.7785990749416617e-28,6.2178307229755522e-25,7.481725293824705e-30,1.4839456008161044e-25,3.2021459866227903e-30,4.4689876629388406e-32,2.4396586785001557e-29,1.9172764882031793e-28,1.911697226833258e-28,1.1094946061055141e-31,1.2007508362276403e-22,5.0276077178227341e-26,2.3232588059885317e-27,1.8822976805026571e-28,1.5944842725953337e-29,1.3752767222972695e-32,1.2519408345514912e-31,1.4120545150167142e-35,5.2951220027734163e-28,4.5134438812238959e-27,4.4762841860599759e-31,1.3727282770771403e-36,6.7527492241847853e-39,3.5617642014852089e-39,4.6585500370687364e-32,3.3659426893330854e-14,1.5233483926524796e-19,6.856273028351447e-20,7.3268657622920317e-16,1.7339686581866534e-36,8.8954971553151617e-36,6.6974277207378603e-34,3.8356533278033948e-40,5.6668880985844877e-39,4.6381705684929168e-42,3.2729649748649001e-14
9.714940372844564e-11,0.8459656049744634,1.0807257544685728e-12,1.5946780799319703e-17,9.2899474146316113e-16,1.3063495256716362e-21,3.382892124178132e-19,0.0,0.0,5.7105991567867617e-11,3.0079864024021937e-18,154.0,0.0,0.99998625996865653,0.99999999999996581,18.999999600542214,1.9389068012895897e-06,1.3589915064026207e-08,4.5326720013273048e-06,4.9097239465443686e-06,8.9838564698080853e-07,3.8813000111621787e-07,1.7270109706130106e-12,1.1268886755422315e-08,1.0467385222847145e-06,7.5329188791260103e-15,3.9200237107607414e-10,1.7501258679323855e-10,1.642764441588671e-11,1.6419884258360327e-11,4.6976291032202272e-15,9.9394308825793177e-13,3.0625282573039306e-15,2.8529286536907771e-11,1.1355647784840308e-25,1.0820720300924532e-25,1.0820800786555999e-25,2.8719037742879806e-14,3.4182215358613792e-17,1.4271822681458226e-16,7.2046191072891119e-20,1.9617596606467489e-20,2.317918601304491e-18,2.071661071757412e-20,1.994591421362058e-22,1.003816854005358e-23,2.801167921642674e-26,7.4434534280985914e-30,3.3671651815789732e-30,2.244838229242965e-25,3.9664191697531688e-29,8.5275260985941236e-13,2.2793549103974595e-19,1.3685159424979948e-20,3.401301807947389e-23,2.2012471946607756e-24,2.1923248515336505e-21,3.8511355842677764e-28,2.1840407826348919e-28,8.3236329680210695e-25,1.0016450883681758e-29,1.9863233497160333e-25,4.2863389363764133e-30,5.9819479025807279e-32,3.2667273042883648e-29,2.7634119309580405e-28,2.7547561976234263e-28,1.7214310205658464e-31,1.6512521732889873e-22,6.7032858178153868e-26,3.3212806313388009e-27,2.8977564425233564e-28,2.3454867744235663e-29,2.1198224190806214e-32,2.0791432169505381e-31,2.5233385078521086e-35,6.7080366243728211e-28,6.1587172448368732e-27,6.945161443609515e-31,2.4570357703829466e-36,1.3001991772354838e-38,6.8736022794134529e-39,6.8165491336253292e-32,3.901984125770451e-14,1.765960278724396e-19,7.9481891590966085e-20,9.1570919524215366e-16,2.3467648382240406e-36,1.2987389652817289e-35,1.1130267349844525e-33,5.6004971470000767e-40,8.288640425259591e-39,6.7717640271344204e-42,3.5354275069080154e-14
9.999999999999999e-11,0.8459656047606949,1.1132653067917097e-12,1.6960572150675487e-17,1.0135582382458356e-15,1.4255496284170296e-21,3.8005968653531694e-19,0.0,0.0,6.0468298154305049e-11,3.3252489388562712e-18,154.0,0.0,0.99998585680822771,0.99999999999996469,18.999999580405429,1.9957959240532022e-06,1.3589910358729829e-08,4.6572544732116259e-06,5.0537786690207085e-06,9.2492644728871397e-07,4.0792727788756093e-07,1.7776827581351662e-12,1.1604979155314699e-08,1.0776621445434203e-06,7.9171495187138078e-15,4.1534331835694446e-10,1.8469681171187476e-10,1.7861680158144193e-11,1.7853239238028906e-11,5.1085720109584926e-15,1.0531013123096988e-12,3.3323479162669384e-15,3.0228568032276422e-11,1.3828235308268165e-25,1.3176967644920433e-25,1.3177068590128308e-25,3.1458891964988393e-14,3.7199792709498967e-17,1.4697477203936677e-16,7.4443493396669083e-20,2.0631435986398173e-20,2.5130932701538318e-18,2.3141364279810583e-20,2.2927121543119598e-22,1.1550023734851022e-23,3.319686297823875e-26,8.9174872067243348e-30,3.8743588786833716e-30,2.5836351838958329e-25,4.8434253871166273e-29,9.0349735427947415e-13,2.4113954800048841e-19,1.4831603995623784e-20,3.5994914621182423e-23,2.3439812309145419e-24,2.3879526805241519e-21,4.1737563751749668e-28,2.3670042183798181e-28,9.3344198765703211e-25,1.1233174152416154e-29,2.2274448197314317e-25,4.8067166649190629e-30,6.7081102823730634e-32,3.6637563026920946e-29,3.1903167546089844e-28,3.1800305037198149e-28,2.0457764400252816e-31,1.8718579396844909e-22,7.5040997100707977e-26,3.8210153730546561e-27,3.4321801844951727e-28,2.7277861028889831e-29,2.5119306766582576e-32,2.5371496753600376e-31,3.1691264314638652e-35,7.3614080438223626e-28,6.9586373964628646e-27,8.2537441680674357e-31,3.0879258176564304e-36,1.681618556087382e-38,8.8984133234859431e-39,7.9182554334538521e-32,4.1350013289178364e-14,1.8714238983564007e-19,8.422845561451508e-20,9.9949481241933436e-16,2.6426916557092457e-36,1.5066987918548492e-35,1.3588266802102811e-33,6.4974717875887687e-40,9.6223505943278698e-39,7.8561121029220522e-42,3.6447078707045964e-14
1.0335125873564444e-10,0.8459656047606949,1.1515803945742181e-12,1.8196062584699945e-17,1.1193125861534134e-15,1.5747646365313085e-21,4.3397101900093774e-19,0.0,0.0,6.4543187661598857e-11,3.7287906936795014e-18,154.0,0.0,0.99998538283874772,0.99999999999996336,18.999999556310467,2.0626765054884881e-06,1.3589904818859743e-08,4.8032959632059138e-06,5.2231341296503735e-06,9.5612870448081866e-07,4.3162297846704216e-07,1.8372541747908118e-12,1.2000100369038499e-08,1.114016999505487e-06,8.3770417820556538e-15,4.4364688516287335e-10,1.9636668609021178e-10,1.9647611629792447e-11,1.9638322658582686e-11,5.620416414260927e-15,1.1248039889693047e-12,3.6685545784313903e-15,3.2289212068211772e-11,1.730634999616211e-25,1.6491472955568996e-25,1.6491603610097273e-25,3.490274806908573e-14,4.096240099409429e-17,1.5197890577170252e-16,7.7280262231270403e-20,2.1846278887178783e-20,2.7551437102510472e-18,2.6248429462274781e-20,2.6866799953138916e-22,1.355058778379923e-23,4.0280992265013003e-26,1.0957194973739087e-29,4.5455126529833887e-30,3.0321099296578932e-25,6.0810581694403946e-29,9.6500136826351966e-13,2.5711619906557207e-19,1.6252762072099161e-20,3.8393368505407225e-23,2.5183603298222203e-24,2.6322155624450117e-21,4.5736842685283775e-28,2.5938097549915311e-28,1.0636704754024049e-24,1.2800825343568692e-29,2.5380855787206619e-25,5.4771339659149662e-30,7.6436381849551547e-32,4.1753081096945805e-29,3.7577810589639797e-28,3.7452590182573602e-28,2.4905431552107742e-31,2.159713634507123e-22,8.5328582750163398e-26,4.481946541518461e-27,4.1615271758813249e-28,3.2384957770905172e-29,3.0472719916688789e-32,3.1827022637223569e-31,4.1078950210247147e-35,8.1839424734296258e-28,7.9975484621244928e-27,1.0048171322038697e-30,4.0057941062755714e-36,2.2538044101517507e-38,1.1939390147802933e-38,9.3939676468321262e-32,4.4173508187744291e-14,1.9992154861907485e-19,8.9979922479466324e-20,1.1043081592751689e-15,3.0253644560716945e-36,1.7843623385313582e-35,1.7056579654809003e-33,7.6951241985673692e-40,1.1404114204929074e-38,9.303914266041623e-42,3.7737243792895117e-14
1.0955311374284325e-10,0.845965604539626,1.2226588812594679e-12,2.0607900369524822e-17,1.3338134334607244e-15,1.877895691510202e-21,5.4858861759068074e-19,0.0,0.0,7.2431866426582399e-11,4.5686600136410549e-18,154.0,0.0,0.99998450570789854,0.99999999999996103,18.999999510567598,2.18644538709486e-06,1.3589894563340405e-08,5.0724070650965495e-06,5.5365435303433266e-06,1.0138716959360136e-06,4.7662662411771411e-07,1.9474971031561245e-12,1.273131213525081e-08,1.1812954180077043e-06,9.2504841661453744e-15,4.9848608640426041e-10,2.1876131897403741e-10,2.3247110268320068e-11,2.3236111388183563e-11,6.6522009556959813e-15,1.2636270854809382e-12,4.3466789010000327e-15,3.6282001211723988e-11,2.5720067632242684e-25,2.450957596638575e-25,2.4509782043283018e-25,4.1941386381875206e-14,4.8559837995481148e-17,1.6123956133180649e-16,8.258250865762452e-20,2.415763390337573e-20,3.2398491222866725e-18,3.2781574071001012e-20,3.5541278058383735e-22,1.7964577326439242e-23,5.6680527547283746e-26,1.5772496900404347e-29,6.0263569676764569e-30,4.0221689892658478e-25,9.0899081538053715e-29,1.0840755739219183e-12,2.8796984213605031e-19,1.9096681968854539e-20,4.3026285829403104e-23,2.8601136393005117e-24,3.1264942829691113e-21,5.3739914127451767e-28,3.0476768019569102e-28,1.3398224914494203e-24,1.6125183316882729e-29,3.1967489963007386e-25,6.8986638583793121e-30,9.6272764898192856e-32,5.2601316298987417e-29,5.0187094716651135e-28,5.0009818119908579e-28,3.5261700332776163e-31,2.7819899607651879e-22,1.0704338418648476e-25,5.9389141785012741e-27,5.8468900688926227e-28,4.3808310298375519e-29,4.2850552795563268e-32,4.748915175005799e-31,6.4946592866303749e-35,9.8689988284488035e-28,1.0227258520341688e-26,1.4226446969939554e-30,6.3424851759769945e-36,3.780276479516371e-38,2.0066926266903746e-38,1.2712120988407843e-31,4.9637513835362069e-14,2.246517249148867e-19,1.0111012636278034e-19,1.3169929436797525e-15,3.8412055730717181e-36,2.4053652864425337e-35,2.5487213804718514e-33,1.0373809572865459e-39,1.5392373582609254e-38,1.2541979402160783e-41,4.0140654455770745e-14
