Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65)
6.281584502750672e-07,0.8459474921953188,7.8319063123091124e-08,1.7801475184397782e-07,5.5129137297167647e-06,3.5915980106059755e-09,1.7871929130504342e-05,0.0,0.0,0.00081040147349482341,0.0007841767130465525,154.0,0.0,0.91390915917780979,0.99999730958940114,18.990295803397778,0.0090380019078109917,1.2580492495770069e-08,0.01297782447995938,0.021621095225300393,0.0055489691712726783,0.0036135239101460748,7.6015799072511654e-09,5.0419149825544372e-05,0.0065561108686383578,7.013223894356192e-11,0.01241721839740091,3.9274034835593661e-06,0.0045001888694696443,0.0041613679907596809,1.1968706023125579e-06,2.9816074938200046e-07,7.9575000681700085e-07,0.0053377437033220758,1.5509793360435974e-05,7.0448602720304899e-05,7.5554456464244307e-05,0.0044014123122238583,6.6606586400545512e-08,6.3854877851665673e-13,1.5610272912187691e-12,3.4155123655589566e-11,3.2796716616647944e-07,1.3654915361368829e-05,2.7131226174194889e-06,1.2060680182380137e-06,9.2230949601548088e-07,1.4171706100143556e-06,4.0478152920699661e-13,1.5715523585200108e-06,5.5319895863735914e-07,2.4577455428956601e-07,1.1625622035970468e-08,3.236157388221552e-09,1.7541247771086287e-12,7.3121617390140568e-12,3.2637964461204979e-08,9.1068766076105776e-17,5.1646564687271151e-17,3.7860509148663146e-08,4.5612351841285886e-13,1.5478197125639577e-09,3.3397863862284811e-14,4.6615740296009044e-16,2.5559127047550795e-13,1.2475006029714503e-08,6.0652938395796287e-10,2.260635063922067e-09,1.3022308200523013e-05,6.9475668295550452e-10,1.042928680562317e-08,2.8889806423688322e-08,1.1266205887479944e-10,2.146698180243577e-12,1.6935177003959636e-07,6.0491768062797807e-10,5.0789377782383747e-14,1.8763744731117927e-09,9.6011262905438449e-09,6.176712411988175e-10,9.3515916496581491e-11,1.6265184191755368e-08,1.4278524609551068e-08,9.9669066360081622e-09,4.5090004800791542e-14,2.0293043461538152e-14,1.8358152447289956e-06,6.8418452023304543e-15,1.4082679584928385e-10,1.7937224081671631e-10,6.0761620315593596e-15,9.1939327554061176e-14,7.3436014684764163e-17,2.6904106001692321e-06
6.406176735661375e-07,0.8459471395348951,7.9117873589630166e-08,1.9514728086266524e-07,5.7568262510198063e-06,3.7631243812101369e-09,1.914836150286379e-05,0.0,0.0,0.00081994874403396826,0.00082439126038858261,154.0,0.0,0.9123323173375435,0.99999712781590677,18.990047104571236,0.0091596184485246406,1.2562076623950634e-08,0.013030371514697452,0.021824741753877469,0.0056532202019346405,0.003628109101412411,7.6730809956748972e-09,5.0893399097454739e-05,0.0066811506976461486,7.0415312237485514e-11,0.012823735804400828,3.943343500957596e-06,0.004637351863234964,0.0042720658998712359,1.2286933856293847e-06,3.0386887653342327e-07,8.1690768282696841e-07,0.0055661960777380051,1.6421456797087898e-05,7.6081210968232296e-05,8.1728884121645267e-05,0.0045823716893352408,6.9459269851090298e-08,6.4455505380387426e-13,1.6278041538584714e-12,3.5560245209768393e-11,3.4175787477939215e-07,1.4509223186554153e-05,2.8829434630911977e-06,1.2825934841279664e-06,9.8140737050825522e-07,1.556203223077438e-06,4.3046506893004039e-13,1.7146625256955993e-06,6.0876962002238636e-07,2.5040931191019293e-07,1.2605435371216728e-08,3.5089335210813912e-09,1.9019634814343848e-12,7.9433630453266637e-12,3.545615041719932e-08,9.874496437497744e-17,5.5999860433776023e-17,4.1662293988669128e-08,5.0192542712251097e-13,1.6853933061461134e-09,3.6365877847359805e-14,5.0759049024869051e-16,2.7830525722515374e-13,1.3911486975562445e-08,6.6240620304359216e-10,2.5206725896018278e-09,1.3919543566398352e-05,7.4279273372365179e-10,1.1190122840537371e-08,3.0999675791488443e-08,1.2087963742989747e-10,2.3034751285709874e-12,1.861186670389031e-07,6.6484763780678124e-10,5.67394129737304e-14,2.1435027877141663e-09,1.0719103575640044e-08,6.7943829744690669e-10,1.0287263662780811e-10,1.8341239004900779e-08,1.622396521722361e-08,1.030630797062252e-08,4.6624855712508242e-14,2.0983812874982337e-14,1.9281995164229227e-06,7.7740450937821465e-15,1.6323584056995794e-10,2.0766248452726221e-10,7.0429412271456604e-15,1.0656782267727872e-13,8.5121510571764402e-17,2.8721840945980539e-06
6.530768968572077e-07,0.8459467826229343,7.9892411525207193e-08,2.1343359217394939e-07,6.0040616773857401e-06,3.9379970494839966e-09,2.0481541092418554e-05,0.0,0.0,0.00082903456751079409,0.00086535885577420659,154.0,0.0,0.91076107294736586,0.99999693847418547,18.989797271307868,0.0092794444841590266,1.254373064845898e-08,0.013078470295435254,0.022021670881186832,0.0057572575768923204,0.0036414550639147442,7.7422181901504635e-09,5.1351969251069321e-05,0.0068060078151935951,7.0674334249930678e-11,0.013233296441736278,3.9579356588237101e-06,0.0047750467459785565,0.0043819977540348141,1.2602949696910161e-06,3.0956865936248123e-07,8.3791829287235989e-07,0.0057980399198874913,1.7354515508839297e-05,8.199677166713097e-05,8.8228859602815113e-05,0.0047653128279652379,7.2354355690875996e-08,6.5036275607999958e-13,1.6955705869489066e-12,3.6980803925960915e-11,3.5571681774190626e-07,1.5392860515329191e-05,3.0585963417541541e-06,1.3617961929249735e-06,1.0425991345873439e-06,1.7048899137094379e-06,4.5704714714517809e-13,1.8669872799797808e-06,6.6827820883484347e-07,2.5503456871235087e-07,1.3639522195967451e-08,3.7968192430049185e-09,2.0579912293130022e-12,8.6106454224202014e-12,3.8435490088230966e-08,1.0684636190470855e-16,6.0594293515597038e-17,4.5733876576883665e-08,5.5097771775642475e-13,1.8311243510195513e-09,3.9509826208870419e-14,5.5148036000261544e-16,3.0236565683348426e-13,1.5474173573573676e-08,7.2180307996505245e-10,2.8033558410696907e-09,1.4849880268995989e-05,7.9261082626433561e-10,1.1981586180099573e-08,3.3194586514082468e-08,1.2942786209088803e-10,2.4665712056242065e-12,2.0403603470346508e-07,7.2889244250744558e-10,6.3215949326640137e-14,2.4415140004769443e-09,1.1936573682940351e-08,7.4549381927729585e-10,1.1287934017784936e-10,2.0621932643454232e-08,1.8376666391944091e-08,1.0649896187027599e-08,4.8178605906055793e-14,2.1683088030391228e-14,2.0236964503833822e-06,8.8055587288248328e-15,1.885549915068475e-10,2.3965753689556596e-10,8.1352527428922971e-15,1.2309576976732154e-13,9.8324520247847315e-17,3.0615258157422969e-06
6.65536120148278e-07,0.845946421468534,8.0643369854861482e-08,2.329121422137769e-07,6.2544663977444174e-06,4.1161402861700872e-09,2.1872209028059625e-05,0.0,0.0,0.00083767429350086234,0.00090705043209205068,154.0,0.0,0.90919538747549733,0.99999674148098694,18.989546373026077,0.0093975020251975249,1.2525454066163871e-08,0.013122315454478218,0.022212056381337469,0.0058610820068717125,0.0036536160654255722,7.8090526910395471e-09,5.1795266213923858e-05,0.0069306828985607289,7.0910358222205325e-11,0.013645766209342949,3.9712389128141222e-06,0.0049132275733123031,0.0044911007059966132,1.2916572873444864e-06,3.1526012881885959e-07,8.5876982483438627e-07,0.0060331578444440424,1.830795069827355e-05,8.8198988859030939e-05,9.5060175215611593e-05,0.0049501244512729688,7.5290377115958796e-08,6.5597702635165522e-13,1.7642922320966777e-12,3.8415936589002655e-11,3.6983580537939443e-07,1.6305778228798712e-05,3.2400714141957234e-06,1.4436729423413864e-06,1.1058828982677923e-06,1.8635991768130741e-06,4.8452668909863565e-13,2.0288545062492789e-06,7.3187356683667878e-07,2.5965035631873314e-07,1.4729031507913588e-08,4.1001341833651994e-09,2.222381387533933e-12,9.3148291991630166e-12,4.1579650309630617e-08,1.1538195336151917e-16,6.543496496989685e-17,5.0085322346429618e-08,6.0340165339299075e-13,1.9852122441182726e-09,4.2834004155327555e-14,5.9788706466676856e-16,3.2780534023268181e-13,1.7170471479280152e-08,7.8482412154770594e-10,3.1099710672635262e-09,1.5813093924091028e-05,8.4419925776630655e-10,1.2803568447735425e-08,3.5474238917013592e-08,1.3830554892077134e-10,2.635964143817875e-12,2.2314339503176594e-07,7.971935440503039e-10,7.0248975093670043e-14,2.7731004589235794e-09,1.3259470876868421e-08,8.1598796788497439e-10,1.2355879698668754e-10,2.3121237662785995e-08,2.0752134119102801e-08,1.0997416828520021e-08,4.9750103473763123e-14,2.2390350504286323e-14,2.1223430438734485e-06,9.9438162017487506e-15,2.1707348482387647e-10,2.7573885831555278e-10,9.3655706464526293e-15,1.4171191636885456e-13,1.1319586977794993e-16,3.2585190142510148e-06
6.779953434393482e-07,0.8459460560890696,8.1371428600162798e-08,2.5362058710614141e-07,6.5078906390944997e-06,4.2974783856717137e-09,2.3321066093251266e-05,0.0,0.0,0.00084588349009447538,0.0009494372585949789,154.0,0.0,0.90763522181507894,0.99999653675807798,18.989294477441163,0.0095138128189040886,1.2507246365938744e-08,0.013162095833636141,0.022396069991648566,0.0059646941978832328,0.0036646447573402542,7.873644980469226e-09,5.2223691149504291e-05,0.0070551766202159661,7.1124406024512857e-11,0.014061014909453362,3.9833104661066297e-06,0.0050518504250772842,0.0045993156156267949,1.3227633389308706e-06,3.2094331563330538e-07,8.7945097632597475e-07,0.0062714340213655233,1.9280711860789531e-05,9.4691159437105396e-05,0.00010222824050997551,0.0051366981358973735,7.8265886693210312e-08,6.6140294528753304e-13,1.8339351880016045e-12,3.9864802055542288e-11,3.8410683573773941e-07,1.7247902482751358e-05,3.4273539191248698e-06,1.5282182124228817e-06,1.1712549247509596e-06,2.0326981926920075e-06,5.1290184217937326e-13,2.2005914270585728e-06,7.99703116084802e-07,2.6425670614301805e-07,1.5875061533382531e-08,4.4191838111147816e-09,2.3952996622557199e-12,1.0056701093219847e-11,4.4892147801768195e-08,1.2436033495296927e-16,7.0526749844496561e-17,5.4726571620059719e-08,6.593169898467177e-13,2.1478487203272515e-09,4.6342541344768539e-14,6.4686834910406927e-16,3.5465591140922134e-13,1.9007968213275961e-08,8.5157110726519021e-10,3.4418301773186406e-09,1.6808920509358813e-05,8.9754417406828989e-10,1.3655919845327022e-08,3.7838217976356387e-08,1.4751106657299902e-10,2.811623104336239e-12,2.4347957212753319e-07,8.6988989116625147e-10,7.7869013351030817e-14,3.1411049225259906e-09,1.4693879469717747e-08,8.9106836983211758e-10,1.349333919597197e-10,2.5853603075916364e-08,2.3366463050998726e-08,1.134861999752484e-08,5.1338217203312299e-14,2.3105091187285767e-14,2.2241739952310122e-06,1.1196529684659352e-14,2.4909964907987721e-10,3.163155858162084e-10,1.0747192067729878e-14,1.626174639584062e-13,1.298963412116722e-16,3.4632419232303983e-06
6.904545667304185e-07,0.8459456865091552,8.207725438172299e-08,2.7559571923800089e-07,6.7641886461293598e-06,4.4819358227859988e-09,2.4828773682581251e-05,0.0,0.0,0.00085367784413058667,0.00099249101799309017,154.0,0.0,0.90608053646682118,0.99999632423209117,18.989041650516544,0.0096283983522363753,1.2489107031330799e-08,0.013197994431789744,0.022573881168193501,0.0060680948511668328,0.0036745921602282395,7.9360547374650795e-09,5.2637639890014529e-05,0.0071794896477533742,7.1317467882307041e-11,0.014478916179396135,3.994205753357607e-06,0.0051908733440064287,0.004706586989240852,1.3535971746161425e-06,3.2661825031457178e-07,8.9995114296599065e-07,0.006512754347062861,2.0271721732311383e-05,0.00010147617139181264,0.00010973807746485837,0.005324928394849964,8.1279458505404935e-08,6.6664552600021861e-13,1.9044660603303755e-12,4.1326581900652732e-11,3.9852210190538155e-07,1.8219135958318229e-05,3.6204244222220458e-06,1.6154242799848627e-06,1.2387097202707928e-06,2.2125523739395282e-06,5.4217001432647508e-13,2.3825242821338048e-06,8.7191262493976285e-07,2.6885364938725677e-07,1.7078659584019947e-08,4.7542593948123094e-09,2.5769040773310555e-12,1.0837013926664556e-11,4.8376347890196989e-08,1.3378970327306456e-16,7.5874296559936613e-17,5.9667423973424305e-08,7.1884178728500505e-13,2.3192177397107317e-09,5.0039399473191791e-14,6.9847961663178297e-16,3.8294768894822763e-13,2.0994426874393137e-08,9.2214340494807007e-10,3.8002691556553221e-09,1.7837059268314166e-05,9.526297256691653e-10,1.4538451749370471e-08,4.0286000538549359e-08,1.5704236439570206e-10,2.9935092136135642e-12,2.6508263040986336e-07,9.4711771037997686e-10,8.6107047432131144e-14,3.5485231143298898e-09,1.6246028645986442e-08,9.7087987657221787e-10,1.4702508853584188e-10,2.8833945824846578e-08,2.6236324604951108e-08,1.1703261328997698e-08,5.2941840977436561e-14,2.3826812264494867e-14,2.3292217498127951e-06,1.257168772457603e-14,2.8496137132854312e-10,3.6182554647920199e-10,1.2294257251928231e-14,1.8602637137249724e-13,1.4859691563733441e-16,3.6757679102045215e-06
7.029137900214887e-07,0.8459453127602995,8.2761500025682446e-08,2.9887340934468863e-07,7.0232188239688686e-06,4.6694373953136496e-09,2.6395954816253786e-05,0.0,0.0,0.00086107307191660945,0.0010361838737885602,154.0,0.0,0.90453129170184432,0.99999610383436821,18.988787956426091,0.009741279854767932,1.2471035542547229e-08,0.01323018837987368,0.022745656871140989,0.0061712846631570093,0.0036835076569816504,7.9963407599968842e-09,5.3037502428601132e-05,0.0073036226438510281,7.1490502230218629e-11,0.014899347420801167,4.0039784329480287e-06,0.0053302562739722496,0.0048128629126071177,1.3841438752910806e-06,3.3228496314734632e-07,9.2026040563966641e-07,0.0067570065939414276,2.1279881130189016e-05,0.00010855650359425803,0.0001175943172076194,0.0055147127408897529,8.4329690026200571e-08,6.7170970768893268e-13,1.975852005651274e-12,4.2800480912657485e-11,4.1307399787624222e-07,1.9219359100097209e-05,3.819259062721683e-06,1.7052813321602964e-06,1.3082401233817766e-06,2.403524937416047e-06,5.7232791213792567e-13,2.5749780242696718e-06,9.4864598953990682e-07,2.7344121704016542e-07,1.8340822124386125e-08,5.1056380228409523e-09,2.767344984599401e-12,1.1656486498985443e-11,5.2035463929597664e-08,1.4367785587122535e-16,8.1482027232139876e-17,6.4917523960798408e-08,7.8209223825916604e-13,2.4994954140220163e-09,5.3928370685739071e-14,7.5277390688875822e-16,4.1270969387446805e-13,2.3137779783214829e-08,9.9663790195404166e-10,4.186646469372768e-09,1.8897175569834599e-05,1.0094382214960592e-09,1.5450939310330046e-08,4.2816962551159025e-08,1.6689700050310093e-10,3.1815761006274904e-12,2.8798981804898783e-07,1.0290103031294226e-09,9.4994536522191738e-14,3.998506053837432e-09,1.7922287197322594e-08,1.0555643437196043e-09,1.5985539515414259e-10,3.2077641520073054e-08,2.9378953844974531e-08,1.2061102837278518e-08,5.4559897608377024e-14,2.4555028940618739e-14,2.4375165542014855e-06,1.4077548957289003e-14,3.2500652935517068e-10,4.1273624939595281e-10,1.4021768153686159e-14,2.1216563616028237e-13,1.6947899857760944e-16,3.8961656330870354e-06
7.15373013312559e-07,0.845944934880239,8.3424804267261935e-08,3.2348855414858e-07,7.2848438458839287e-06,4.8599083529353339e-09,2.8023195204662661e-05,0.0,0.0,0.00086808484011996522,0.0010804885281954226,154.0,0.0,0.90298744770547534,0.99999587550080193,18.988533457526888,0.0098524783016155221,1.2453031378394076e-08,0.013258848941542393,0.022911561378833871,0.0062742643254662025,0.0036914389931382526,8.0545609003986802e-09,5.3423662487331242e-05,0.0074275762662488589,7.1644435722654625e-11,0.015322189725625742,4.0126803870382086e-06,0.005469960998050096,0.0049180949780396697,1.4143895314351234e-06,3.3794348419108831e-07,9.4036951645880639e-07,0.0070040805390831212,2.2304073664990176e-05,0.00011593422708415433,0.00012580119824303222,0.005705951731418071,8.7415203733733225e-08,6.7660035013893945e-13,2.0480607689238763e-12,4.4285727444853312e-11,4.2775512302566674e-07,2.0248431337844369e-05,4.0238297967033918e-06,1.7977775786753359e-06,1.3798373933690276e-06,2.6059765016779731e-06,6.0337157855269871e-13,2.7782760318644163e-06,1.0300450311173091e-06,2.7801943987625243e-07,1.9662495039242696e-08,5.4735826784121114e-09,2.9667651041837005e-12,1.2515803608608186e-11,5.5872557391929908e-08,1.5403219336296885e-16,8.7354138869413498e-17,7.0486348224078336e-08,8.4918251240030753e-13,2.6888499710865724e-09,5.8013076827896253e-14,8.0980188510858929e-16,4.4396964392171013e-13,2.5446122082687059e-08,1.0751489515001913e-09,4.6023414740836879e-09,1.9988903710553736e-05,1.0679502797332192e-09,1.6393124038736193e-08,4.5430386258072041e-08,1.7707216975476361e-10,3.3757704315489716e-12,3.1223751567135395e-07,1.1156978617829274e-09,1.0456335068105635e-13,4.4943621668037871e-09,1.9729158189683369e-08,1.1452604302729852e-09,1.7344533475294453e-10,3.5600514488122568e-08,3.2812135219892443e-08,1.2421913643029081e-08,5.6191342122767661e-14,2.5289270918592831e-14,2.5490865177601341e-06,1.5722635273544019e-14,3.6960338846840996e-10,4.6954585392118757e-10,1.594560549858609e-14,2.4127555274599983e-13,1.927346269018921e-16,4.1244991992467045e-06
7.278322366036292e-07,0.8459445529124735,8.406779153862913e-08,3.4947502936678744e-07,7.5489307300484758e-06,5.0532745134469943e-09,2.9711044350911778e-05,0.0,0.0,0.00087472869603015134,0.0011253782714522236,154.0,0.0,0.90144896470385072,0.99999563917167489,18.98827821434131,0.0099620144163662262,1.2435094018284206e-08,0.013284141536171896,0.023071756128033152,0.0063770345248839793,0.0036984322834530893,8.1107720112141297e-09,5.3796497150295918e-05,0.0075513511677431661,7.178016337302049e-11,0.015747327799656648,4.020361728417277e-06,0.0056099510766938511,0.0050222382063450409,1.4443212203576927e-06,3.4359384327964617e-07,9.6026988366755393e-07,0.0072538680739502757,2.3343170298632309e-05,0.00012361100775450069,0.00013436256609607454,0.0058985489970831938,9.0534648486434468e-08,6.8132222901383974e-13,2.1210607152908366e-12,4.5781573640831166e-11,4.4255828535477815e-07,2.1306192287250334e-05,4.2341046362000761e-06,1.8928993624109109e-06,1.4534912974134148e-06,2.8202647094571133e-06,6.3529642995777777e-13,2.9927398377675183e-06,1.1162493089898174e-06,2.8258834845566114e-07,2.1044574079515748e-08,5.8583423635757686e-09,3.1752995916940474e-12,1.3415616204672995e-11,5.9890538536964607e-08,1.6485972291968293e-16,9.3494605351566081e-17,7.6383193946239804e-08,9.20224617312565e-13,2.8874417533580727e-09,6.2296969442682026e-14,8.6961184168444218e-16,4.7675395351106083e-13,2.7927705331626798e-08,1.1577683329758133e-09,5.0487528261003211e-09,2.1111849644801904e-05,1.1281449748860291e-09,1.7364716357701708e-08,4.812546730239312e-08,1.8756473139724382e-10,3.576032437533764e-12,3.3786119016616326e-07,1.2073073039634806e-09,1.1484567408973523e-13,5.0395591752096312e-09,2.1673273593119789e-08,1.2401034172073072e-09,1.8781541721410209e-10,3.9418827206275225e-08,3.6554187304801962e-08,1.2785470546082544e-08,5.7835164346412675e-14,2.6029083563377074e-14,2.6639576801309429e-06,1.7515724507757637e-14,4.1914096238034161e-10,5.3278411241351761e-10,1.8082544292131892e-14,2.7360994709981859e-13,2.1856665701204657e-16,4.3608283263710338e-06
7.402914598946995e-07,0.8459441669057655,8.4691071831758091e-08,3.7686564795119237e-07,7.8153508883385238e-06,5.2494623671664318e-09,3.1460016681603751e-05,0.0,0.0,0.00088102000655600275,0.0011708270231695968,154.0,0.0,0.89991580307471608,0.99999539479149713,18.988022285547444,0.010069908673999999,1.241722294347876e-08,0.013306225781701556,0.023226399578389168,0.0064795959433898371,0.0037045320239437051,8.1650298944188754e-09,5.4156376538862618e-05,0.0076749479961956231,7.1898548770726344e-11,0.016174649884012498,4.0270708133375764e-06,0.0057501917862676465,0.0051252509642282793,1.473926982684867e-06,3.4923607002154995e-07,9.7995355595741099e-07,0.0075062632965459059,2.4396033730370078e-05,0.00013158811034910607,0.00014328187429530143,0.0060924112557536958,9.3686700679920276e-08,6.8588003183824761e-13,2.194820857294469e-12,4.7287295545739209e-11,4.5747650362492864e-07,2.2392462926106175e-05,4.4500478834422231e-06,1.9906312678875517e-06,1.5291901962179307e-06,3.0467438748718803e-06,6.6809729259761786e-13,3.21868887422022e-06,1.2073959491567637e-06,2.8714797312463617e-07,2.248790546478892e-08,6.2601522687344953e-09,3.3930761292551488e-12,1.435654165643072e-11,6.4092167608756967e-08,1.7616706303892497e-16,9.9907180135211038e-17,8.2617168620456761e-08,9.9532827531680813e-13,3.0954232472406341e-09,6.6783330395605439e-14,9.3224970100043495e-16,5.1108773853389549e-13,3.059093112092245e-08,1.2445852250412015e-09,5.5272969076767655e-09,2.2265593630123185e-05,1.1899999803987093e-09,1.8365398106405805e-08,5.0901321694354306e-08,1.9837123608175057e-10,3.7822964324842241e-12,3.6489535346726697e-07,1.3039621247163451e-09,1.2587403817920407e-13,5.6377257685470239e-09,2.3761388899608019e-08,1.3402250450007213e-09,2.0298561468311874e-10,4.3549269188736488e-08,4.0623946663900893e-08,1.3151558477793723e-08,5.9490390954685046e-14,2.6774028823958706e-14,2.7821540834675641e-06,1.9465842705207916e-14,4.7402933753742937e-10,6.0301328569357008e-10,2.0450267755666159e-14,3.0943638760593236e-13,2.471889339691198e-16,4.6052085040911974e-06
7.527506831857697e-07,0.8459437769137076,8.5295240627834883e-08,4.0569212337567325e-07,8.0839801500986745e-06,5.4483991703313377e-09,3.3270592697374183e-05,0.0,0.0,0.00088697390530165818,0.0012168093663637615,154.0,0.0,0.89838792344379881,0.99999514230884567,18.987765727976974,0.01017618130380386,1.2399417638307323e-08,0.0133252555548392,0.023375647099166886,0.006581949258177895,0.0037097811087849117,8.2173892620737177e-09,5.4503663548218775e-05,0.0077983673945548112,7.2000424411340138e-11,0.016604047675107175,4.0328542596315657e-06,0.0058906500581339715,0.0052270948777432217,1.503195797344346e-06,3.5487019380089264e-07,9.9941320584179305e-07,0.0077611625874609699,2.5461522595718072e-05,0.00013986640368224829,0.0001525621866156553,0.0062874483134547849,9.6870065201905818e-08,6.9027835464161023e-13,2.2693108770073152e-12,4.8802193116697317e-11,4.7250300849880048e-07,2.3507046743052517e-05,4.6716203596278125e-06,2.0909562273888632e-06,1.6069211278589841e-06,3.2857646549044366e-06,7.0176843819139521e-13,3.456440233568743e-06,1.3036194882700778e-06,2.9169834401652834e-07,2.3993286623347524e-08,6.6792339797322535e-09,3.6202150371503616e-12,1.5339164128640823e-11,6.848005650637765e-08,1.8796044937211442e-16,1.065953995587422e-16,8.9197181088018935e-08,1.0746008154801138e-12,3.3129391399725184e-09,7.1475273119205416e-14,9.9775903856329639e-16,5.4699482587610618e-13,3.3444344737843123e-08,1.3356861903496757e-09,6.0394062710039355e-09,2.3449692778888745e-05,1.2534917062976828e-09,1.9394824982399363e-08,5.3756992609710952e-08,2.0948795227505055e-10,3.9944913182149681e-12,3.9337352613857413e-07,1.4057822659047203e-09,1.3768126693989726e-13,6.2926530593141429e-09,2.6000377750963856e-08,1.445753369478655e-09,2.1897533967270348e-10,4.8008945386843318e-08,4.5040750953725918e-08,1.3519970871268806e-08,6.115608714363099e-14,2.7523685985614425e-14,2.9036978482944275e-06,2.1582256025576517e-14,5.3469996066218615e-10,6.8082902982263432e-10,2.3067379672319904e-14,3.490363718728004e-13,2.7882644143579394e-16,4.8576911554916021e-06
7.6520990647684e-07,0.8459433829942956,8.5880878886418134e-08,4.3598503779841074e-07,8.3546987633420409e-06,5.6500130281679667e-09,3.5143220136294297e-05,0.0,0.0,0.00089260524714893628,0.0012633005747395083,154.0,0.0,0.8968652867678929,0.99999488167620321,18.987508596619694,0.010280852292274663,1.2381677591711545e-08,0.013341379066635396,0.023519650876602734,0.0066840951416919274,0.0037142208515287736,8.2679037070118089e-09,5.4838713640604868e-05,0.0079216100008887656,7.2086592126762693e-11,0.017035416243448075,4.0377569695246317e-06,0.0060312944184577567,0.0053277347422823309,1.5321175552444581e-06,3.6049624377872859e-07,1.018642112214176e-06,0.0080184646710045725,2.6538495466675133e-05,0.00014844636699986775,0.00016220618050849595,0.0064835730535621507,1.0008347619987916e-07,6.9452169924173107e-13,2.3445011434826018e-12,5.0325590142206018e-11,4.8763124278036228e-07,2.4649730856771513e-05,4.8987796277747297e-06,2.1938556245072675e-06,1.6866698896771923e-06,3.5376737446589167e-06,7.3630361868548988e-13,3.7063084444488691e-06,1.4050517327408128e-06,2.9623949105327363e-07,2.5561467056858585e-08,7.1157957181928888e-09,3.8568294041556063e-12,1.6364035051970008e-11,7.3056670879628361e-08,2.0024574148789777e-16,1.1356258667796209e-16,9.6131933800770693e-08,1.1581470803975942e-12,3.5401264016446526e-09,7.6375744419251836e-14,1.0661811057034558e-15,5.8449776724061774e-13,3.6496628899116275e-08,1.431155171012351e-09,6.5865281055945962e-09,2.4663683509240598e-05,1.3185954315141437e-09,2.0452628913239092e-08,5.6691456992053472e-08,2.2091089196124156e-10,4.2125410750475241e-12,4.2332820560183329e-07,1.5128840022700726e-09,1.503003513554976e-13,7.0082958249448521e-09,2.8397226594790941e-08,1.5568126353882221e-09,2.3580342586366466e-10,5.2815364157220721e-08,4.9824421369580481e-08,1.3890509914458164e-08,6.2831357765036243e-14,2.8277652181556252e-14,3.028609252132643e-06,2.3874462332013681e-14,6.0160588933253778e-10,7.6686125297739429e-10,2.5953415133989943e-14,3.927054893492056e-13,3.137154323443522e-16,5.1183237978100985e-06
