Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801)
1.2212193273243506e-08,0.7569853987310129,2.7441935518481404e-09,5.7802751700167931e-12,5.5535631219775066e-11,2.3151105824107846e-16,2.11910981307665e-12,0.0,0.0,2.726765981046243e-06,2.5026189834484579e-09,154.0,0.0,0.99617496352588297,1.0,18.999763326439378,0.00042565537549128752,4.0332294514849457e-08,0.0010504408449444334,0.001289108709533785,0.00034973585395550066,0.00023085617725491622,4.2462934918323055e-10,2.799184761561097e-06,0.00044469489463194072,3.8229660210906111e-12,1.9165152234637691e-05,4.5682631616039794e-07,1.0124346057300347e-05,1.0119594542803967e-05,2.8520591867804192e-09,2.1801699747605191e-08,1.8508857299627316e-09,1.6359604551983835e-06,7.3176600477850399e-12,7.6726471987855236e-12,7.6914796369372874e-12,2.8373339232200993e-07,2.8521932138903661e-11,3.074477302665784e-14,6.9563645122417254e-16,3.9211991539926199e-15,2.5306994045265324e-11,2.3530616237974714e-11,3.2777088068885561e-12,1.0425181433500857e-12,2.3932466411200462e-13,1.8388688288729071e-15,4.022281224031389e-19,3.4310891100996295e-14,2.2889776286786683e-16,1.6770584445947294e-08,2.7411168245408839e-14,5.9510420689889976e-15,5.8824540266137582e-18,7.6501311929617138e-18,2.9433224516207612e-14,1.4180355050640274e-22,8.068947017486032e-23,1.4754281790353842e-15,2.0675955027912095e-20,3.4863009030664738e-16,7.2866689156792969e-21,1.7150224676373825e-22,5.584396899246243e-20,9.8848268993853728e-17,9.0278334202985627e-17,8.5699347908680968e-18,3.2035332308871289e-12,2.8379060387413132e-16,7.294099533882111e-16,1.2305434828995506e-15
1.2454153402617776e-08,0.7569853805758209,2.8353475420340048e-09,6.0765996329281279e-12,5.9873732095960917e-11,2.5360637246932535e-16,2.3288878152452381e-12,0.0,0.0,2.8353831574319828e-06,2.7058556454161566e-09,154.0,0.0,0.99609914476095762,1.0,18.99975860863066,0.00043400815723366429,4.0329625597580243e-08,0.00107093360625407,0.0013145067948906973,0.00035664960454642259,0.00023539270823868158,4.3299532045319679e-10,2.8543397965904733e-06,0.00045349102854197226,3.8980907335437931e-12,1.992970824672694e-05,4.6594294214875273e-07,1.0536126016340494e-05,1.0531178194060163e-05,2.9680590153139945e-09,2.2297993672302534e-08,1.9261690391552683e-09,1.7060887408558373e-06,8.0693435810165168e-12,8.477440806321334e-12,8.4986698850996153e-12,3.0083074550752036e-07,2.976927832343334e-11,3.1350566903065421e-14,7.2483707984466845e-16,4.1570029298841461e-15,2.7054737430879357e-11,2.5655330075385452e-11,3.5803680170452154e-12,1.1491314804786795e-12,2.6701176964764939e-13,2.0901134855604546e-15,4.4336210670662933e-19,3.8191918299392821e-14,2.6162092482263343e-16,1.7150713264616504e-08,2.891316891716006e-14,6.2788486524397773e-15,6.2047929761451596e-18,8.1566626778911491e-18,3.1394712749842062e-14,1.4961464257083775e-22,8.5134160579466927e-23,1.6008315171736924e-15,2.2433301623047876e-20,3.7676212107558172e-16,7.8746514879841611e-21,1.8534128989420431e-22,6.0350212274993911e-20,1.0881056885733483e-16,9.9212162309736272e-17,9.5984065475985639e-18,3.5005584844987558e-12,3.1069182397479863e-16,8.1248843911355503e-16,1.3740319517540875e-15
1.2696113531992047e-08,0.7569853624640765,2.9277004166878567e-09,6.3822478936948192e-12,6.4459736959627821e-11,2.7732834637718283e-16,2.5549607464356487e-12,0.0,0.0,2.9460998802725422e-06,2.9211938540114619e-09,154.0,0.0,0.99602332502277402,1.0,18.999753890619075,0.00044235781832403965,4.0326954612123513e-08,0.0010914147837357048,0.0013398990357646327,0.00036356273879641212,0.00023992666968674872,4.4135936398452974e-10,2.9094821146382537e-06,0.00046228658012945582,3.9731728943191188e-12,2.070912017724697e-05,4.7505442223799064e-07,1.0956040145605532e-05,1.0950891831562652e-05,3.0863501744238901e-09,2.2794286993726071e-08,2.0029394787808333e-09,1.7778655668977679e-06,8.8808085083946238e-12,9.3482730268744246e-12,9.3721474311445774e-12,3.1859748483367835e-07,3.1046493361472606e-11,3.1956221131748621e-14,7.5472067527749182e-16,4.4020541534392906e-15,2.8883309534525875e-11,2.7923168544473988e-11,3.9038900034890121e-12,1.2640866227081862e-12,2.9720172078295056e-13,2.3695953507597107e-15,4.877145628850461e-19,4.2422022484941216e-14,2.9826638801455669e-16,1.7530828906421519e-08,3.0474579222612639e-14,6.6196852667466699e-15,6.5398819160328507e-18,8.6879894647666848e-18,3.345278873298498e-14,1.577362188735346e-22,8.9755523630865109e-23,1.7345030125433155e-15,2.4306514697722841e-20,4.0661528914681044e-16,8.498606550450571e-21,2.0002701540840365e-22,6.5132147129678995e-20,1.1956933098212267e-16,1.0884180755313422e-16,1.0727523428988445e-17,3.8188596667338698e-12,3.3956729749137514e-16,9.0320928442164236e-16,1.5310330498142856e-15
1.2938073661366318e-08,0.7569853443957177,3.0212405554986628e-09,6.6973328825817405e-12,6.9302734244473525e-11,3.0276226662614614e-16,2.7982572921055933e-12,0.0,0.0,3.0589147609518035e-06,3.1491014208616016e-09,154.0,0.0,0.99594750432966039,1.0,18.999749172395848,0.00045070435967899287,4.0324283410010565e-08,0.0011118843646276246,0.0013652854158978172,0.00037047525670889963,0.00024445805877966318,4.4972147329331772e-10,2.9646116804804599e-06,0.00047108154938337162,4.0482124570079165e-12,2.1503382340453813e-05,4.8416075074303528e-07,1.138408384992135e-05,1.1378730838455511e-05,3.2069313609839496e-09,2.3290575261017385e-08,2.0811962032092009e-09,1.8513013096407027e-06,9.7554637575705499e-12,1.0289111946390885e-11,1.031590055004659e-11,3.3704615266622898e-07,3.2353766671234985e-11,3.2561735298729273e-14,7.8528315812128884e-16,4.6565272520659861e-15,3.0794603323971574e-11,3.0340539404808546e-11,4.2492316309327257e-12,1.387837433701849e-12,3.3005740151369778e-13,2.6798225858473496e-15,5.3546060277785679e-19,4.7024709216937704e-14,3.3921692246743708e-16,1.7910928449958458e-08,3.209691092995115e-14,6.9738852909610782e-15,6.8880453142261942e-18,9.2449402444217951e-18,3.5610699706264404e-14,1.6617622327135536e-22,9.4558079566290154e-23,1.8768452091313172e-15,2.6301235342547827e-20,4.3826431448573572e-16,9.1600962850063409e-21,2.155961804514325e-22,7.0201746064288584e-20,1.3117286414460422e-16,1.1920782791748387e-16,1.1965036227120345e-17,4.1595347515788185e-12,3.7052170226896502e-16,1.0021154670755136e-15,1.7025295006098934e-15
1.3180033790740589e-08,0.7569853263706832,3.1159564437477927e-09,7.0219664234075034e-12,7.4411962068046992e-11,3.2999614373955266e-16,3.0597408456623256e-12,0.0,0.0,3.1738263997850074e-06,3.3900548490993465e-09,154.0,0.0,0.99587168269993598,1.0,18.999744453952207,0.0004590477822149866,4.0321614358810242e-08,0.0011323423361960347,0.0013906659190466213,0.00037738715828704669,0.00024898687270415225,4.5808164161078949e-10,3.0197284589619124e-06,0.00047987593629228778,4.1232093753846743e-12,2.2312489041711968e-05,4.9326192199121452e-07,1.182025252899907e-05,1.1814690591866965e-05,3.3298012700895546e-09,2.378685431340224e-08,2.1609383656929001e-09,1.9264063381929433e-06,1.069683854060311e-11,1.1304081802166218e-11,1.1334074886439966e-11,3.5618927333813102e-07,3.3691287540024677e-11,3.3167108983776036e-14,8.1651830105097593e-16,4.9205964069677616e-15,3.2790510303413126e-11,3.2913993692266218e-11,4.6173717418857846e-12,1.520851669677666e-12,3.6574815213827872e-13,3.0234701061275751e-15,5.8678069831921693e-19,5.2024561619346966e-14,3.8488464821186986e-16,1.8291009148591557e-08,3.3781691243312926e-14,7.3417855257802211e-15,7.2496109556063175e-18,9.828358912938843e-18,3.7871752989788852e-14,1.7494268114860916e-22,9.9546395014144036e-23,2.0282741916843401e-15,2.8423294403108614e-20,4.7178597133087891e-16,9.8607259298380047e-21,2.3208655273266736e-22,7.5571311570130906e-20,1.4367158880663601e-16,1.3035243989469788e-16,1.3319148911938127e-17,4.5237179844104672e-12,4.0366328952022558e-16,1.1097781174956843e-15,1.8895561816979235e-15
1.3397797907177433e-08,0.7569853101851428,3.2021965756524384e-09,7.3223921681380415e-12,7.9245648255636335e-11,3.5612052053981679e-16,3.3114501097119543e-12,0.0,0.0,3.2790384373192254e-06,3.6184678838072467e-09,154.0,0.0,0.99580344244751495,1.0,18.999740207157252,0.00046655419666453366,4.0319210332763808e-08,0.0011507445741337715,0.0014135033336451397,0.00038360734274631061,0.00025306060114694634,4.6560413139975329e-10,3.069322597086051e-06,0.0004877903865985862,4.1906701020406065e-12,2.3053372439190573e-05,5.0144856198137656e-07,1.2219747387385658e-05,1.2213993782612113e-05,3.4423399672083891e-09,2.423349468573398e-08,2.23397566095636e-09,1.9954366675656847e-06,1.1604134769940707e-11,1.2284471558035512e-11,1.231761555955736e-11,3.7402217610856179e-07,3.492107432627073e-11,3.3711824920842726e-14,8.4522529867785186e-16,5.1666070298974429e-15,3.4660733142851613e-11,3.536908214556653e-11,4.96901701767161e-12,1.6488823573207272e-12,4.0043891674048111e-13,3.3636764147882781e-15,6.3617802395985896e-19,5.6885194680108647e-14,4.3038412100283479e-16,1.8633063765713409e-08,3.5352661699731219e-14,7.684890528156014e-15,7.5867524747179567e-18,1.0376775299728008e-17,3.9997668765532203e-14,1.8311830941183497e-22,1.0419851486995458e-22,2.1726842747206396e-15,3.0446993884846031e-20,5.0362165627006535e-16,1.0526116742131165e-20,2.4774754170297476e-22,8.0670811328442772e-20,1.5572921773094412e-16,1.410845209769438e-16,1.4644696754000346e-17,4.8725490534660618e-12,4.3545311046866403e-16,1.2146563069785793e-15,2.0720564719005251e-15
1.3615562023614278e-08,0.7569852940345998,3.2893715727685648e-09,7.630721933724624e-12,8.4309524503250637e-11,3.8384432856383903e-16,3.5794506188596832e-12,0.0,0.0,3.3859466706746911e-06,3.8582003813187776e-09,154.0,0.0,0.99573520146461181,1.0,18.99973596017032,0.00047405808628090367,4.03168068769177e-08,0.0011691373889833273,0.0014363359629187551,0.00038982702798090962,0.00025713223938723706,4.7312504143374867e-10,3.1189063231572534e-06,0.00049570436518927197,4.2580962151581167e-12,2.3806271129017707e-05,5.0963101589041143e-07,1.2625816384315307e-05,1.2619867650256986e-05,3.5567305184607792e-09,2.4680122752193956e-08,2.3082148556623678e-09,2.0658350606521924e-06,1.2571172412058225e-11,1.3331603442878092e-11,1.3368169217004615e-11,3.9243682110477082e-07,3.6175652660657719e-11,3.425642648743568e-14,8.7448863519985563e-16,5.4206579755517794e-15,3.6602400806459271e-11,3.7960992921469252e-11,5.3406834640215658e-12,1.7851666731881171e-12,4.3770086858310853e-13,3.735455185274243e-15,6.8875980129777178e-19,6.210777487689369e-14,4.8040783463497951e-16,1.8975099964214607e-08,3.6976599933855266e-14,8.0396185841978986e-15,7.9352615373619647e-18,1.0947962551096714e-17,4.2212350619300552e-14,1.9157089593360425e-22,1.0900823032262267e-22,2.3251251149109089e-15,3.2583233051583244e-20,5.3709684458076161e-16,1.1225774496713015e-20,2.6421505473719717e-22,8.6032931571765226e-20,1.6859429891603179e-16,1.5251594578881868e-16,1.6078353127213104e-17,5.2422480398098254e-12,4.6918910449254629e-16,1.3275699495450061e-15,2.268847103275451e-15
1.3811549728407437e-08,0.7569852795289964,3.3686216172015571e-09,7.9150422014339703e-12,8.9069641131588346e-11,4.1022094635043103e-16,3.8352203698344688e-12,0.0,0.0,3.4836134662476304e-06,4.0839394275584792e-09,154.0,0.0,0.99567378396645811,1.0,18.999732137712666,0.00048080942875525971,4.0314643806849786e-08,0.0011856828579821926,0.0014568812280491771,0.0003954243178571473,0.00026079492499571892,4.7989250688691869e-10,3.1635227530956111e-06,0.00050282654259736716,4.318750094408331e-12,2.4494149578789817e-05,5.1699164191217205e-07,1.2996896589681382e-05,1.299076926439554e-05,3.6612645611296978e-09,2.5082076066322111e-08,2.3760572429549115e-09,2.1303695442828671e-06,1.3494918272895593e-11,1.4333842442272455e-11,1.4373734476475426e-11,4.0951490697072493e-07,3.7326083762772171e-11,3.4746469885454748e-14,9.0130628133700478e-16,5.6562828313195095e-15,3.8412124353905048e-11,4.0414882696876899e-11,5.6929279279803872e-12,1.9151846208756235e-12,4.735479624233751e-13,4.0989657133328344e-15,7.3892386519874777e-19,6.7134249542620737e-14,5.2960048639965774e-16,1.9282915881910694e-08,3.8484378028626189e-14,8.3690202522884488e-15,8.2588420182454012e-18,1.1482034027491399e-17,4.428355234727253e-14,1.9941999625879049e-22,1.1347454829837638e-22,2.4694622334357745e-15,3.4605910370794193e-20,5.686760343306832e-16,1.1885804262220994e-20,2.797498656411287e-22,9.1091347469242295e-20,1.8089732919874863e-16,1.6343049450780884e-16,1.7466834690939745e-17,5.5935651357509254e-12,5.0128686815504148e-16,1.4364565477754528e-15,2.4588929798260702e-15
1.4007537433200596e-08,0.7569852650516719,3.448616357711039e-09,8.2058862652960948e-12,9.402710935813656e-11,4.3800182365514676e-16,4.1053955258527631e-12,0.0,0.0,3.5826525704121016e-06,4.3194129936763835e-09,154.0,0.0,0.99561236589713231,1.0,18.99972831508973,0.00048755872714252959,4.0312480171782919e-08,0.0012022206800938614,0.0014774225988937171,0.0004010212033655792,0.00026445591440616811,4.8665868740185517e-10,3.2081307097546764e-06,0.00050994833790349672,4.3793758846300548e-12,2.5191753994469972e-05,5.2434887088859657e-07,1.3373296667730967e-05,1.3366987918597692e-05,3.7672971361743712e-09,2.5484016835910035e-08,2.4448722149700322e-09,2.1960237667931594e-06,1.4471457955365938e-11,1.539535214833812e-11,1.5438818575109127e-11,4.2707819041607225e-07,3.8496807911222171e-11,3.5236420224984769e-14,9.2858409793284467e-16,5.898614871253962e-15,4.0281835161464474e-11,4.2987461747023625e-11,6.062566476602944e-12,2.0524629165611628e-12,5.1169119969578807e-13,4.4917072286039571e-15,7.9188914921137995e-19,7.2485522065681052e-14,5.8303888140994096e-16,1.9590715223440232e-08,4.0036829139721556e-14,8.7082268072077405e-15,8.5920098846995446e-18,1.2035551054452882e-17,4.6430579939066579e-14,2.0750273092681551e-22,1.1807380956962233e-22,2.6208213437385767e-15,3.6726990968635181e-20,6.0167684222756819e-16,1.257554668282113e-20,2.9598401590845069e-22,9.6377480103617982e-20,1.9391895273789523e-16,1.7496510247957691e-16,1.8953850258318286e-17,5.9631921622668621e-12,5.3509573828330667e-16,1.552600298282849e-15,2.6618748207698457e-15
1.4203525137993756e-08,0.7569852506025925,3.5293499201101214e-09,8.5033109830521418e-12,9.9187189075692243e-11,4.6724035417120973e-16,4.3905738200397054e-12,0.0,0.0,3.6830632131785535e-06,4.5648948375442269e-09,154.0,0.0,0.99555094726634685,1.0,18.999724492296881,0.00049430598192948174,4.0310317318478095e-08,0.0012187508486175176,0.0014979600668537762,0.00040661768450738585,0.00026811520613821059,4.9342357928277419e-10,3.2527301745201131e-06,0.0005170697511007815,4.4399735615255774e-12,2.5899081328667851e-05,5.3170269983451399e-07,1.3755014161608167e-05,1.3748521141773501e-05,3.8748275460542e-09,2.5885943986775446e-08,2.5146593190911857e-09,2.2628032214574845e-06,1.5502961811889566e-11,1.6518712744771905e-11,1.6566016260245785e-11,4.4513328443202282e-07,3.9687925386945841e-11,3.5726277280831028e-14,9.5631796511773838e-16,6.1477460739005421e-15,4.2212534817120446e-11,4.5682549839177228e-11,6.4501711937141984e-12,2.1972832874084111e-12,5.5223616810242086e-13,4.9155450036128931e-15,8.4776435066799183e-19,7.8177359704728073e-14,6.4102286865954298e-16,1.989849729521188e-08,4.1634801495042147e-14,9.0574253522081757e-15,8.9349471932426325e-18,1.2608997923324266e-17,4.8655332524860972e-14,2.1582355828686342e-22,1.2280855103970368e-22,2.7794570897730042e-15,3.8950043324622549e-20,6.361450348835305e-16,1.3295958679552954e-20,3.1294001960324607e-22,1.0189866326251552e-19,2.0769132108260927e-16,1.8714637125552184e-16,2.0544949827087402e-17,6.3518213241550664e-12,5.7068207007555883e-16,1.6763771284808907e-15,2.878476976338207e-15
1.4399512842786915e-08,0.7569852361817266,3.6108164731466314e-09,8.8073727623048208e-12,1.0455520210908446e-10,4.9799114882957666e-16,4.6913690371521329e-12,0.0,0.0,3.7848446198896348e-06,4.820662382085511e-09,154.0,0.0,0.99548952808381119,1.0,18.999720669329498,0.00050105119360283426,4.0308154418321523e-08,0.0012352733568643042,0.0015184936233369859,0.00041221376128464614,0.00027177279871412038,5.001871802928617e-10,3.2973211286981146e-06,0.0005241907821834621,4.5005431004745366e-12,2.6616128530233346e-05,5.3905312577006598e-07,1.4142046612302823e-05,1.4135366460260748e-05,3.9838550929177876e-09,2.6287856585402754e-08,2.585418102309e-09,2.3307133984121875e-06,1.6591654702748921e-11,1.7706577351458962e-11,1.7757995843813497e-11,4.6368679427242126e-07,4.0899536413886869e-11,3.6216040861942597e-14,9.8451450083385741e-16,6.4037683078366277e-15,4.4205224157098921e-11,4.8504027150874666e-11,6.856323429549915e-12,2.3499334553388707e-12,5.9529131485731271e-13,5.372432682708045e-15,9.0666047984846419e-19,8.4226043133422604e-14,7.0386886431322632e-16,2.0206261498001384e-08,4.3279149839729782e-14,9.4168044343181113e-15,9.2878373802410309e-18,1.3202865310977848e-17,5.0959734463639614e-14,2.2438697111423587e-22,1.2768132920040745e-22,2.9456304031563528e-15,4.12787240319262e-20,6.7212728911666012e-16,1.4048015562777711e-20,3.3064083854118938e-22,1.0766237180270862e-19,2.2224761338221027e-16,2.0000169439151272e-16,2.2245918990697501e-17,6.7601614805959881e-12,6.081138660172836e-16,1.8081770341329463e-15,3.1094099501132668e-15
1.4595500547580074e-08,0.7569852217890404,3.6930102281594415e-09,9.1181275640816916e-12,1.1013653188426516e-10,5.303100429619548e-16,5.008411193618894e-12,0.0,0.0,3.8879960112312721e-06,5.0869967065388231e-09,154.0,0.0,0.99542810835922924,1.0,18.99971684618297,0.00050779436264925643,4.0305990439041172e-08,0.0012517881981573208,0.0015390232597571475,0.0004178094336994893,0.00027542869065881901,5.0694948820556173e-10,3.3419035535881092e-06,0.00053131143114582338,4.5610844768980547e-12,2.7342892544263941e-05,5.4640014572070653e-07,1.4534391558656098e-05,1.4527521397826283e-05,4.0943790782012326e-09,2.6689753834387159e-08,2.6571481111523781e-09,2.3997597846478973e-06,1.7739816420527345e-11,1.8961672932002071e-11,1.9017500126838696e-11,4.8274531745170712e-07,4.213174115885489e-11,3.6705710777393132e-14,1.0131803901274598e-15,6.666773335081062e-15,4.6260903247683545e-11,5.1455834126702397e-11,7.28161377877822e-12,2.5107071421909674e-12,6.4096795927497817e-13,5.8644149696886248e-15,9.6869086195238288e-19,9.0648374394951656e-14,7.7191050922996552e-16,2.0514007324372471e-08,4.497073542357431e-14,9.7865540414171355e-15,9.6508652768193052e-18,1.3817650261522441e-17,5.3345735271142284e-14,2.3319749651748699e-22,1.3269472007992287e-22,3.1196085773571748e-15,4.3716778836333773e-20,7.096711961454377e-16,1.4832711749779355e-20,3.4910988436072332e-22,1.1367622696008292e-19,2.3762205556559925e-16,2.1355926993575001e-16,2.4062785629849212e-17,7.1889383127751293e-12,6.4746079345952586e-16,1.9484043970001835e-15,3.3554110024640682e-15
1.4791488252373233e-08,0.7569852074245016,3.7759254388022885e-09,9.4356309056864289e-12,1.1593662321053383e-10,5.6425410625760452e-16,5.3423467620564841e-12,0.0,0.0,3.9925166032341458e-06,5.3641825452925329e-09,154.0,0.0,0.99536668810230189,1.0,18.999713022852699,0.00051453548955536651,4.0303827326146492e-08,0.0012682953658316506,0.0015595489675340967,0.00042340470175275009,0.00027908288049988171,5.1371049891658906e-10,3.3864774306400992e-06,0.00053843169798048702,4.621597666734329e-12,2.8079370312104386e-05,5.537437567172134e-07,1.4932046537361696e-05,1.4924983475662357e-05,4.2063988020718983e-09,2.7091635034865664e-08,2.7298488915718295e-09,2.4699478639952747e-06,1.8949782222231419e-11,2.0286801363787549e-11,2.0347347488308671e-11,5.0231544372669228e-07,4.3384639731264903e-11,3.7195286792730733e-14,1.0423084542387666e-15,6.936852815649781e-15,4.8380571348800272e-11,5.4541971464512017e-11,7.726642078600793e-12,2.6799040911706837e-12,6.8938031427193559e-13,6.3936305078356414e-15,1.033971145351213e-18,9.746168634514488e-14,8.4549936477434737e-16,2.0821734331751026e-08,4.6710425990404021e-14,1.0166865599656342e-14,1.0024217133307072e-17,1.4453856183152782e-17,5.5815309608329804e-14,2.4225969584673985e-22,1.3785131919171744e-22,3.3016653594721616e-15,4.6268043921490496e-20,7.4882526832714457e-16,1.565106172824563e-20,3.6837102184808036e-22,1.199480036725917e-19,2.5384994239921265e-16,2.2784811510058365e-16,2.6001827298629105e-17,7.6388945282102069e-12,6.8879420592659901e-16,2.0974783429640768e-15,3.6172448298800035e-15
1.4987475957166394e-08,0.7569851930880772,3.8595564007624119e-09,9.7599378636052438e-12,1.2196098205015873e-10,5.9988165222047394e-16,5.6938388901025332e-12,0.0,0.0,4.0984056072762904e-06,5.6525082858262261e-09,154.0,0.0,0.99530526732272495,1.0,18.999709199334074,0.0005212745748077337,4.0301664479697897e-08,0.001284794853234378,0.0015800707380939647,0.0004289995654463711,0.00028273536676754195,5.2047021009785409e-10,3.4310427412148569e-06,0.00054555158268146929,4.6820826455193966e-12,2.8825558771347307e-05,5.610839557956974e-07,1.5335009082967683e-05,1.5327750212381723e-05,4.3199135644691588e-09,2.7493499557908415e-08,2.8035199891362291e-09,2.5412831171114655e-06,2.0223943340488989e-11,2.1684840486891193e-11,2.1750432952954446e-11,5.2240375508022718e-07,4.4658332182890781e-11,3.7684768715163604e-14,1.0719045861811698e-15,7.2140982981110873e-15,5.0565226882882377e-11,5.7766500085566516e-11,8.1920174043219551e-12,2.8578300853664708e-12,7.4064550595675004e-13,6.9623147844779335e-15,1.1026193087782772e-18,1.0468385193599319e-13,9.2500562361299263e-16,2.1129442122072968e-08,4.849909576987178e-14,1.0557931971442661e-14,1.0408080569663979e-17,1.5111992843572297e-17,5.8370457262255238e-14,2.5157816470411623e-22,1.4315374153844939e-22,3.4920810398426183e-15,4.8936447166466263e-20,7.8963894543311288e-16,1.6504098597069312e-20,3.8844857200457933e-22,1.2648561970844753e-19,2.7096765938110501e-16,2.4289808070788395e-16,2.8069578673221106e-17,8.1107900603591969e-12,7.3218716396156371e-16,2.2558330998312753e-15,3.8957042439942376e-15
1.5183463661959553e-08,0.7569851787797353,3.9438974514519444e-09,1.009110307670139e-11,1.282151752373667e-10,6.3725224613734853e-16,6.0635675984939384e-12,0.0,0.0,4.2056622300900657e-06,5.9522659632040299e-09,154.0,0.0,0.99524384603019089,1.0,18.999705375622511,0.0005280116188928764,4.029950016901478e-08,0.0013012866537246046,0.0016005885628691552,0.00043459402478279805,0.0002863861479946934,5.2722861997223413e-10,3.4755994666205073e-06,0.00055267108524341218,4.7425393886948274e-12,2.9581454855837213e-05,5.6842073999760754e-07,1.5743276727880148e-05,1.5735819124016684e-05,4.4349226647772035e-09,2.7895346836676024e-08,2.8781609489848594e-09,2.6137710214696168e-06,2.1564747435201548e-11,2.3158745076597762e-11,2.3229729182207205e-11,5.4301682571221005e-07,4.5952918507673388e-11,3.8174156364515957e-14,1.1019787363974938e-15,7.4986012222090714e-15,5.2815867415700984e-11,6.1133541044914843e-11,8.678358055602743e-12,3.0447969575941311e-12,7.9488358808264099e-13,7.5728030091067836e-15,1.1747556651116628e-18,1.123332928443121e-13,1.0108188287016122e-15,2.1437130336699591e-08,5.0337625471366903e-14,1.095994745397595e-14,1.0802644587496765e-17,1.5792576358065857e-17,6.1013203099090189e-14,2.6115753288928318e-22,1.486046215816596e-22,3.6911425335731074e-15,5.1726009287561262e-20,8.321625995150678e-16,1.7392874700034229e-20,4.0936731444713833e-22,1.3329714028391378e-19,2.8901270355315272e-16,2.5873986467915865e-16,3.0272838873994214e-17,8.6054022510471478e-12,7.7771445424947217e-16,2.4239183425681584e-15,4.1916108274111787e-15
1.5379451366752713e-08,0.7569851644994419,4.0289429696831598e-09,1.0429180749580316e-11,1.3470483016597291e-10,6.7642671206385658e-16,6.4522299657449135e-12,0.0,0.0,4.3142856737718888e-06,6.2637512523947929e-09,154.0,0.0,0.99518242423438719,1.0,18.999701551713414,0.00053474662229726386,4.0297336826450187e-08,0.0013177707606734492,0.0016211024332981089,0.00044018807976269314,0.00029003522271689122,5.3398572407013713e-10,3.5201475883643116e-06,0.00055979020565867889,4.8029678724243741e-12,3.0347055495676775e-05,5.7575410636973202e-07,1.6156847002368151e-05,1.6149187724020415e-05,4.551425400880076e-09,2.8297176368899314e-08,2.953771315635704e-09,2.6874170513502617e-06,2.2974699006466217e-11,2.4711547767482324e-11,2.4788287416498401e-11,5.6416122203521103e-07,4.72684986415631e-11,3.866344949803769e-14,1.132520987064701e-15,7.7904529271060082e-15,5.5133489644050708e-11,6.4647275405055639e-11,9.1862915370066252e-12,3.2411225947222736e-12,8.5221755311926111e-13,8.2275329883730872e-15,1.2505028630018352e-18,1.204289876818158e-13,1.1033486036429992e-15,2.1744798658856798e-08,5.2226902279014351e-14,1.1373107778010834e-14,1.1208099613851929e-17,1.6496129173357887e-17,6.3745597000939032e-14,2.7100246431804955e-22,1.5420661319724654e-22,3.8991434567956043e-15,5.464084490551987e-20,8.764475388435894e-16,1.8318463120929856e-20,4.3115248936322033e-22,1.4039078936655219e-19,3.0802370363255305e-16,2.7540502489541818e-16,3.2618678737134983e-17,9.1235260219836444e-12,8.2545260765206927e-16,2.6021995314131327e-15,4.5058155764664967e-15
1.5575439071545872e-08,0.7569851502471651,4.114687375351828e-09,1.0774224655870051e-11,1.4143563448749649e-10,7.1746713992461578e-16,6.8605403160200864e-12,0.0,0.0,4.4242751357911273e-06,6.5872634612303625e-09,154.0,0.0,0.99512100194499764,1.0,18.999697727602211,0.0005414795855073146,4.0295174188249473e-08,0.0013342471674640537,0.0016416123408255967,0.00044578173038789553,0.00029368258947235328,5.4074151991722567e-10,3.5646870878675966e-06,0.00056690894392111692,4.8633680724147219e-12,3.1122357617232334e-05,5.8308405196420083e-07,1.6575717434568269e-05,1.6567853523265173e-05,4.6694210704864784e-09,2.8698987714926913e-08,3.0303506332290539e-09,2.7622266778320948e-06,2.4456359811791425e-11,2.6346359990046649e-11,2.6429238430464224e-11,5.858435026687124e-07,4.8605172462351859e-11,3.915264791993944e-14,1.1635360995441059e-15,8.089744639683391e-15,5.7519089382146279e-11,6.8311944121461707e-11,9.7164545403886379e-12,3.4471309429328805e-12,9.1277334357874521e-13,8.929048053121976e-15,1.3299858889608518e-18,1.2899048033072869e-13,1.203025402246721e-15,2.2052446812724531e-08,5.4167819847561666e-14,1.1797610106816213e-14,1.1624637440400659e-17,1.7223180053812486e-17,6.6569713809390406e-14,2.8111765707256972e-22,1.5996238970144068e-22,4.1163842042063887e-15,5.7685163634300591e-20,9.2254601196757697e-16,1.928195572883469e-20,4.5382979948254158e-22,1.4777493516311e-19,3.2804044045700647e-16,2.9292599221553522e-16,3.5114448241471411e-17,9.6659740491376139e-12,8.7547991754457182e-16,2.7911582562446207e-15,4.8391995558996749e-15
