Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234)
9.97904568513099e-14,0.5590205836586595,4.1848652418851984e-10,1.0208887969184352e-16,1.0204794069824923e-16,6.3716778942389644e-27,1.2417502566059669e-22,0.0,0.0,1.3680462106165349e-11,1.1688146511147e-20,154.0,0.0,0.99995345484397324,1.0,18.999999999502762,2.4939209279343646e-07,3.6949358961772987e-05,1.5478134624582155e-06,1.5484422487893502e-06,1.7902014959718213e-06,3.3085728677236762e-10,2.047966020941814e-13,1.5250250330754127e-10,4.459442300510061e-06,1.9091563979121974e-18,2.4431846311583511e-12,1.8854978467814774e-11,1.9207528146295862e-14,1.9206564657420195e-14,7.9483276395966765e-19,3.8046908645952748e-13,1.6865611170826751e-19,2.0246593524483569e-13,2.3524609464297533e-34,2.1472364469447333e-34,2.1472430165970803e-34,3.1903431266978069e-19,3.3649753934627167e-20,6.6254178453357507e-19,3.8234541879111071e-20,4.0496627023373972e-20
1.0103768544744378e-13,0.559020583658638,4.2371735689029719e-10,1.0465731446908036e-16,1.0461483165123221e-16,6.6146225178010391e-27,1.2888947708415742e-22,0.0,0.0,1.3855515880290969e-11,1.1987608025529747e-20,154.0,0.0,0.99995287410678824,1.0,18.999999999490619,2.5250903877999218e-07,3.7339296031837203e-05,1.5671534575084498e-06,1.5677927414956715e-06,1.8328766325744474e-06,3.3915416651002178e-10,2.0734504172061845e-13,1.561695849504127e-10,4.5657473232542048e-06,1.9570337916496681e-18,2.5046345462704658e-12,1.9328951664820498e-11,1.9936537744147162e-14,1.993552787366495e-14,8.328232334906722e-19,3.9453063257260586e-13,1.770472487207267e-19,2.0755837129840518e-13,2.5660753606043028e-34,2.3422177855560154e-34,2.3422250412351742e-34,3.3118537574556752e-19,3.4927090114504816e-20,6.7847350626682247e-19,3.9177435344741105e-20,4.2031780410198264e-20
1.0228491404357767e-13,0.5590205836586161,4.2894819920125444e-10,1.0725767292555461e-16,1.0721360791130658e-16,6.8636915689330564e-27,1.3372177038855668e-22,0.0,0.0,1.4030670134112707e-11,1.2290994242713606e-20,154.0,0.0,0.99995229339180447,1.0,18.999999999478334,2.5562598291660014e-07,3.7727650152800229e-05,1.5864933220232107e-06,1.5871431721060694e-06,1.8759988555042905e-06,3.4755316346070884e-10,2.0990696669662374e-13,1.598762090006102e-10,4.6731660533199167e-06,2.0055004758550072e-18,2.5668475796600903e-12,1.9808801247959754e-11,2.0683758244667225e-14,2.0682700398308534e-14,8.7210358140677189e-19,4.0892511893201045e-13,1.8574277729100529e-19,2.1271405173048277e-13,2.7961047722073665e-34,2.5521825126710214e-34,2.5521905162631248e-34,3.4364208677457319e-19,3.6236343650858607e-20,6.9457702340860814e-19,4.0130801899715397e-20,4.3605189114690371e-20
1.0353214263971155e-13,0.5590205836585936,4.3417905112152218e-10,1.0988995558774483e-16,1.0984426953560564e-16,7.1189625703801198e-27,1.3867336027483075e-22,0.0,0.0,1.4205924868595521e-11,1.259831026519053e-20,154.0,0.0,0.99995171269893324,1.0,18.999999999465913,2.5874292520332917e-07,3.8114427749077107e-05,1.6058330560262623e-06,1.606493540769827e-06,1.9195663498829849e-06,3.5605425477053752e-10,2.1246791763719859e-13,1.6362224150638091e-10,4.7816939698377833e-06,2.0545563187330516e-18,2.6298237279966834e-12,2.0294526953455033e-11,2.1449414032998444e-14,2.1448306583668195e-14,9.1269964694357967e-19,4.2365600608138602e-13,1.947496833129287e-19,2.1793297635654151e-13,3.0435874403603836e-34,2.7780783578065525e-34,2.7780871759249458e-34,3.5640828966144365e-19,3.7577908150076282e-20,7.1085175399363132e-19,4.1094606728711818e-20,4.5217321052317878e-20
1.0477937123584543e-13,0.5590205836585707,4.3940991265123101e-10,1.1255416298202642e-16,1.1250681658126363e-16,7.3805130914524964e-27,1.437457014449477e-22,0.0,0.0,1.4381280084704445e-11,1.2909561197946136e-20,154.0,0.0,0.99995113202808616,1.0,18.999999999453347,2.6185986564024815e-07,3.8499635219189232e-05,1.6251726595413586e-06,1.6258438476218743e-06,1.963577308147036e-06,3.6465741759066818e-10,2.1502733428591604e-13,1.67407548966435e-10,4.891326570159773e-06,2.1042011884085513e-18,2.6935629879550376e-12,2.0786128517543206e-11,2.2233729484277154e-14,2.2232570771853312e-14,9.5463740547696484e-19,4.3872674056026678e-13,2.0407501836713788e-19,2.2321514499247042e-13,3.3096132881929642e-34,3.020900211257273e-34,3.0209099155387083e-34,3.6948783001215196e-19,3.8952177209241214e-20,7.2729711801407656e-19,4.2068815133506826e-20,4.6868644034670107e-20
1.0727382842811321e-13,0.5590205836585237,4.4987166453948931e-10,1.1797835407164164e-16,1.1792756716519998e-16,7.922763296267824e-27,1.5425845645111753e-22,0.0,0.0,1.4732291965661247e-11,1.3543888231723086e-20,154.0,0.0,0.99994997075211411,1.0,18.999999999427793,2.6809374096492937e-07,3.9265365194581557e-05,1.6638514752026464e-06,1.6645442764194829e-06,2.052922437046308e-06,3.8216986640189371e-10,2.2014723089914609e-13,1.750954578863293e-10,5.1138879385881614e-06,2.2052574809423112e-18,2.823330829473324e-12,2.1786958166546769e-11,2.3859236806059071e-14,2.3857970453589923e-14,1.0426428309730423e-18,4.6990144008588188e-13,2.2370963817729832e-19,2.3396921356042062e-13,3.902033849055288e-34,3.5616480493190924e-34,3.5616597631740547e-34,3.9660231745487507e-19,4.1800403330529144e-20,7.6069743998072221e-19,4.40483046943396e-20,5.0290733651698184e-20
1.0976828562038099e-13,0.5590205836584747,4.6033345486706389e-10,1.2353025040338692e-16,1.2347586012020785e-16,8.4910636477263619e-27,1.6527167304102168e-22,0.0,0.0,1.5083705784704673e-11,1.4194016232653745e-20,154.0,0.0,0.99994880956318843,1.0,18.999999999401666,2.7432760889118883e-07,4.0024890765673416e-05,1.702529769196948e-06,1.7032444595646354e-06,2.1440199233594068e-06,4.0009032720233251e-10,2.2526706776791642e-13,1.8293887648675227e-10,5.3408144903095308e-06,2.3086682991927417e-18,2.9561510777164925e-12,2.2811288085147068e-11,2.5562075015619032e-14,2.556069398108424e-14,1.1363302187104844e-18,5.0247651861117422e-13,2.4470431608397656e-19,2.4497625596958612e-13,4.5831732668739603e-34,4.1833777972233743e-34,4.1833918761636929e-34,4.2501634716949696e-19,4.478417060971203e-20,7.9477338720303783e-19,4.6068995267530256e-20,5.3875198429807291e-20
1.1226274281264876e-13,0.559020583658424,4.7079528363498361e-10,1.29209856184624e-16,1.291516959033941e-16,9.0860363437992246e-27,1.7679698886330401e-22,0.0,0.0,1.5435521549557347e-11,1.485998612863385e-20,154.0,0.0,0.99994764846061512,1.0,18.999999999374985,2.8056146941956771e-07,4.0778262217497981e-05,1.7412075417140048e-06,1.7419443981164072e-06,2.2368555617122634e-06,4.1841861737945123e-10,2.303868637055602e-13,1.9093675249966561e-10,5.5720708396791554e-06,2.4144325893528299e-18,3.0920237062688223e-12,2.3859116163747991e-11,2.7344038760962882e-14,2.7342535731287884e-14,1.2359119321874896e-18,5.3647906000611691e-13,2.6711774280892345e-19,2.5623627076174767e-13,5.3637741238296952e-34,4.8958954365025132e-34,4.8959122882822733e-34,4.5476074398868632e-19,4.7906627495368874e-20,8.2952038801153674e-19,4.8130613359540618e-20,5.7625777197949892e-20
1.1475720000491654e-13,0.5590205836583715,4.8125715084427138e-10,1.3501717562100959e-16,1.3495507497188096e-16,9.7083043523651479e-27,1.8884604158202819e-22,0.0,0.0,1.578773926794293e-11,1.5541838888788348e-20,154.0,0.0,0.99994648744370629,1.0,18.99999999934774,2.867953225506023e-07,4.1525529416614599e-05,1.7798847929434191e-06,1.7806440931265219e-06,2.3314152649484361e-06,4.3715455440413322e-10,2.3550662584579676e-13,1.9908804096451065e-10,5.807621895532907e-06,2.5225492980968753e-18,3.2309486888008971e-12,2.4930440292992223e-11,2.9206922524722779e-14,2.9205289912694048e-14,1.3416023696527594e-18,5.7193592181655134e-13,2.910096590699209e-19,2.6774925648549648e-13,6.2556241524375124e-34,5.7099610100795758e-34,5.7099811010943128e-34,4.8586636081630114e-19,5.1170922282512874e-20,8.6493390248471064e-19,5.0232887376449222e-20,6.1546207069864186e-20
1.172516571971843e-13,0.5590205836583173,4.9171905649594421e-10,1.4095221291650561e-16,1.4088599778280569e-16,1.0358491406984232e-26,2.0143046887659827e-22,0.0,0.0,1.6140358947586104e-11,1.6239615523244688e-20,154.0,0.0,0.9999453265117787,1.0,18.999999999319932,2.9302916828482486e-07,4.2266741816898583e-05,1.8185615230746574e-06,1.8193435456394376e-06,2.4276850624935096e-06,4.5629795583017848e-10,2.4062635589175549e-13,2.0739170413716001e-10,6.0474328571129518e-06,2.6330173725777093e-18,3.3729259990685235e-12,2.6025258363760099e-11,3.1152520625089215e-14,3.1150750566374364e-14,1.4536178780000431e-18,6.0887373839551454e-13,3.164408368404721e-19,2.7951521169614863e-13,7.2716241964929336e-34,6.6373506643117722e-34,6.637374526578095e-34,5.1836407845261696e-19,5.4580203113533007e-20,9.0100942205345962e-19,5.2375547600247442e-20,6.5640223454332969e-20
1.2224057158171986e-13,0.5590205836582034,5.1264298313048575e-10,1.5320545789275731e-16,1.5313047646058891e-16,1.1745121169359811e-26,2.2825199798267392e-22,0.0,0.0,1.6846804221548438e-11,1.768310464731957e-20,154.0,0.0,0.99994300490016463,1.0,18.999999999262648,3.0549683756494222e-07,4.3731198132564214e-05,1.8959134207998292e-06,1.8967417273178974e-06,2.6252995960605005e-06,4.9580642248901349e-10,2.5086572034109809e-13,2.2445203699697411e-10,6.5396966342016698e-06,2.8610034095969554e-18,3.6660374982276886e-12,2.8285367894501887e-11,3.5299036339570195e-14,3.529696667270786e-14,1.6974980710013043e-18,6.8729774357780549e-13,3.7216879133533487e-19,3.0380602483052296e-13,9.7334880193826994e-34,8.884510776863216e-34,8.8845440779142185e-34,5.8765946964881952e-19,6.1846314763741994e-20,9.751285871697618e-19,5.67809564704756e-20,7.4363949429144038e-20
1.2722948596625542e-13,0.5590205836580825,5.3356706354662961e-10,1.6596962471170191e-16,1.658851355941393e-16,1.3250930590168346e-26,2.5735467791930743e-22,0.0,0.0,1.7554857433260476e-11,1.9190782389979457e-20,154.0,0.0,0.99994068362042254,1.0,18.999999999203141,3.1796447726409207e-07,4.5172018790617846e-05,1.9732632364025573e-06,1.9741389513660697e-06,2.8295896591729665e-06,5.3694255941901867e-10,2.6110495794793452e-13,2.4210958947290778e-10,7.048589397927336e-06,3.0983822870548542e-18,3.9713579954500864e-12,3.0639427887711004e-11,3.9797937209870705e-14,3.9795533083170237e-14,1.9693190682054943e-18,7.7195982108144882e-13,4.3480763226490697e-19,3.2910869873819323e-13,1.2877531762483217e-33,1.1754369326708611e-33,1.1754415183424666e-33,6.6289451300085541e-19,6.9730144580693173e-20,1.0518424245565396e-18,6.1344718709256451e-20,8.3826804821341647e-20
1.3221840035079097e-13,0.5590205836579545,5.5449129775230731e-10,1.7924474694496751e-16,1.7914997884108722e-16,1.4880936710486704e-26,2.8883161066665776e-22,0.0,0.0,1.8264518644552204e-11,2.0762978287308062e-20,154.0,0.0,0.99993836266728953,1.0,18.999999999141412,3.3043208738638051e-07,4.6589585115765664e-05,2.0506109713937441e-06,2.0515352258866173e-06,3.0404475287224032e-06,5.7970490998907545e-10,2.7134406997982426e-13,2.6035631074865204e-10,7.5738428095874622e-06,3.3451455991312166e-18,4.2888872837476639e-12,3.3087421478891766e-11,4.466357194819581e-14,4.4660796195330124e-14,2.2708739815314847e-18,8.6306530842717178e-13,5.048788841527449e-19,3.5542322209573364e-13,1.6854616837694509e-33,1.538463754652657e-33,1.5384699919817112e-33,7.4431724283469716e-19,7.8256872296766812e-20,1.131115956746153e-18,6.6064741855129285e-20,9.4058612478948674e-20
1.3720731473532653e-13,0.5590205836578193,5.754156857553629e-10,1.9303085813779991e-16,1.9292500985929344e-16,1.6640168523267039e-26,3.227758984448231e-22,0.0,0.0,1.897578791726621e-11,2.2400022515379745e-20,154.0,0.0,0.9999360420355865,1.0,18.999999999077477,3.4289966793584826e-07,4.7984272308030251e-05,2.1279566272821968e-06,2.1289305588734017e-06,3.2577672118054865e-06,6.2409201885849103e-10,2.8158305746098832e-13,2.7918425800567216e-10,8.115192840427728e-06,3.6012849474525482e-18,4.6186251574074699e-12,3.562933180728295e-11,4.991028670217975e-14,4.9907099802996672e-14,2.6039801763906642e-18,9.6081623071158699e-13,5.829190066875135e-19,3.8274958368037031e-13,2.1841090830433435e-33,1.9936292279128636e-33,1.993637615590993e-33,8.3217612697905142e-19,8.7451675270976387e-20,1.2129146754766296e-18,7.0938961520470838e-20,1.050891687153027e-19
1.4219622911986208e-13,0.559020583657677,5.9634022756355421e-10,2.0732799180910682e-16,2.0721023230684672e-16,1.8533666963888135e-26,3.5928064371380353e-22,0.0,0.0,1.9688665313256649e-11,2.4102245889740832e-20,154.0,0.0,0.99993372172021833,1.0,18.99999999901134,3.5536721891647277e-07,4.9356449548862206e-05,2.2053002055746387e-06,2.2063249582130712e-06,3.4814444157478349e-06,6.7010243197470425e-10,2.9182192141741282e-13,2.9858559484546449e-10,8.6723796969710413e-06,3.8667919410788105e-18,4.9605714119729209e-12,3.8265142015862268e-11,5.5552425057668893e-14,5.5548785101149971e-14,2.9704775013904023e-18,1.0654113579964234e-12,6.6947901754455439e-19,4.11087772368514e-13,2.8041932305233506e-33,2.5596446984893652e-33,2.5596558590539542e-33,9.2672006577362174e-19,9.733972849375111e-20,1.2972045348370265e-18,7.5965340981473625e-20,1.1694824335600925e-19
1.4718514350439764e-13,0.5590205836575279,6.1726492318455529e-10,2.2213618145138849e-16,2.2200564984206265e-16,2.0566484952101407e-26,3.9843894917448394e-22,0.0,0.0,2.0403150894388289e-11,2.5869979867643247e-20,154.0,0.0,0.99993140171617112,1.0,18.999999998943018,3.678347403321686e-07,5.0706480074922746e-05,2.282641707775721e-06,2.2837184316861021e-06,3.7113765272606496e-06,7.1773469657659383e-10,3.0206066288055716e-13,3.1855259026003949e-10,9.2451477690966572e-06,4.1416581965225138e-18,5.3147258442315501e-12,4.0994835251366544e-11,6.1604328030447406e-14,6.1600190679410457e-14,3.3722268328075528e-18,1.1770462452131163e-12,7.6512420412881407e-19,4.4043777713480237e-13,3.5694151812163253e-33,3.2581456671958556e-33,3.2581603716801559e-33,1.0281983929675015e-18,1.0794620458135479e-19,1.3839519467946011e-18,8.1141870910454228e-20,1.2966557967070354e-19
1.521740578889332e-13,0.5590205836573721,6.3818977262595522e-10,2.3745546053070297e-16,2.3731126612348222e-16,2.2743687417103038e-26,4.4034391776926252e-22,0.0,0.0,2.1119244722535674e-11,2.7703556549375419e-20,154.0,0.0,0.99992908201851249,1.0,18.999999998872518,3.8030223218678785e-07,5.2034721250813899e-05,2.359981135388028e-06,2.3611109869678486e-06,3.94746259189465e-06,7.6698736119607192e-10,3.1229928286686908e-13,3.3907761758999944e-10,9.83324557885983e-06,4.4258753377579059e-18,5.6810882522026153e-12,4.3818394664305914e-11,6.8080334061520411e-14,6.8075652518855425e-14,3.8111088138171721e-18,1.2959132714981801e-12,8.7043385115863803e-19,4.7079958705113147e-13,4.5070095011050558e-33,4.1139933496971079e-33,4.1140125457121416e-33,1.1368608760632209e-18,1.1929627377338566e-19,1.4731237766680926e-18,8.6466569104843045e-20,1.4327089434007346e-19
1.621518866580043e-13,0.5590205836570391,6.8003993299990228e-10,2.6962742073259962e-16,2.6945310956021054e-16,2.7551565549299746e-26,5.3276625733939435e-22,0.0,0.0,2.2556257367417862e-11,3.1569569640989808e-20,154.0,0.0,0.99992444352302712,1.0,18.999999998725002,4.0523712722790279e-07,5.462723631796186e-05,2.5146537728464149e-06,2.5158933731433128e-06,4.4377008682859254e-06,8.703480910725726e-10,3.32776162395706e-13,3.8177177318482733e-10,1.1054444690495035e-05,5.0223288107630983e-18,6.4504361934000171e-12,4.9747044643448401e-11,8.2361996192304519e-14,8.2356075878561504e-14,4.8078824455928139e-18,1.556097739996036e-12,1.1124312974173269e-18,5.3455857909856218e-13,7.0287165284389861e-33,6.4158544632453881e-33,6.4158863626008244e-33,1.3767395445231105e-18,1.4432786056378813e-19,1.6586103751115908e-18,9.7552674526793027e-20,1.7326419268465106e-19
1.7113193255016829e-13,0.5590205836567159,7.1770560347669816e-10,3.003304459797514e-16,3.0012568507231147e-16,3.2423508129351911e-26,6.2627396454117414e-22,0.0,0.0,2.3855069573494254e-11,3.5277508270975153e-20,154.0,0.0,0.9999202698770665,1.0,18.999999998584876,4.2767843170343715e-07,5.6889448716903908e-05,2.6538520664974752e-06,2.6551944553872286e-06,4.8989820193672524e-06,9.6889998133012974e-10,3.5120494842671695e-13,4.2203055535518953e-10,1.2203510864685554e-05,5.5910330901423427e-18,7.184598615734972e-12,5.5403682994971133e-11,9.680971510081727e-14,9.6802494541598129e-14,5.8511923604817798e-18,1.8168645283422101e-12,1.3693668586338396e-18,5.954019378658e-13,1.0248677900884038e-32,9.3551196711701115e-33,9.3551687604577068e-33,1.6197146869286977e-18,1.69651836361493e-19,1.8335164683779e-18,1.0801756104901559e-19,2.0359262128239855e-19
1.8011197844233227e-13,0.5590205836563709,7.5537177244594864e-10,3.3268992026073061e-16,3.3245136142983816e-16,3.7842575248704855e-26,7.3012880831414304e-22,0.0,0.0,2.5159093462514078e-11,3.9203971482321039e-20,154.0,0.0,0.9999160971506561,1.0,18.999999998437819,4.501196404582656e-07,5.9086363329399651e-05,2.7930436617561324e-06,2.7944926774093152e-06,5.3787048266080343e-06,1.0726794533894059e-09,3.6963335605047325e-13,4.639833663807707e-10,1.3398515977202819e-05,6.1899043158711008e-18,7.958311792641783e-12,6.136418589138698e-11,1.1285440172065379e-13,1.1284568967524051e-13,7.0448177275954704e-18,2.1039157789668551e-12,1.6672276856796418e-18,6.5952337966723779e-13,1.4658156429371573e-32,1.3380239381927381e-32,1.3380313277134506e-32,1.8898706387443803e-18,1.9777639303033068e-19,2.0157824165090084e-18,1.1893288525126439e-19,2.3725904079817383e-19
1.8909202433449625e-13,0.5590205836560036,7.9303843994907459e-10,3.6670603779656168e-16,3.6643015997729924e-16,4.3838739858345025e-26,8.448737737696194e-22,0.0,0.0,2.6468329395554026e-11,4.3350919335463926e-20,154.0,0.0,0.99991192531778739,1.0,18.999999998283887,4.7256075351274094e-07,6.1219864484770022e-05,2.9322285673125501e-06,2.9337880803594119e-06,5.8763369725177758e-06,1.1816780888778563e-09,3.8806139070003747e-13,5.0758931413489631e-10,1.4638134023007991e-05,6.81889390782159e-18,8.7715745884920809e-12,6.7628455203828712e-11,1.3057958483236083e-13,1.3056917470435656e-13,8.4002732874360285e-18,2.4182653775563053e-12,2.0098547168216321e-18,7.2692284411336778e-13,2.0602658514783025e-32,1.880662318747099e-32,1.8806732229505394e-32,2.1886796437577413e-18,2.2884823782961094e-19,2.2052305601244704e-18,1.3028801923276921e-19,2.7443580085861279e-19
1.9807207022666024e-13,0.5590205836556147,8.3070560602672479e-10,4.0237899253260458e-16,4.020621020614198e-16,5.044210097143667e-26,9.7105184856417408e-22,0.0,0.0,2.7782777733718009e-11,4.7720318639610208e-20,154.0,0.0,0.99990775435320223,1.0,18.999999998123126,4.9500177088664136e-07,6.329178216710596e-05,3.0714067918362605e-06,3.0730807043941686e-06,6.3913614919742036e-06,1.2958874828948982e-09,4.0648905769714085e-13,5.5280849253041071e-10,1.5921077239874079e-05,7.4779533636090234e-18,9.6243858792897094e-12,7.4196392843561255e-11,1.5006876624996699e-13,1.5005643584795609e-13,9.9291912957848132e-18,2.760897818231356e-12,2.4012107150838058e-18,7.9760027173392411e-13,2.8503806763429654e-32,2.6019170756558651e-32,2.6019328781373231e-32,2.5176184477613129e-18,2.630140532859672e-19,2.4016875237778023e-18,1.4207259140597052e-19,3.1529497404737404e-19
2.1603216201098823e-13,0.559020583654772,9.0604143406446812e-10,4.7869618801030955e-16,4.7828550223744446e-16,6.5591439416804808e-26,1.2598792895417377e-21,0.0,0.0,3.0427313069874174e-11,5.7134372598369215e-20,154.0,0.0,0.99989941493147605,1.0,18.999999997781302,5.3988351866904988e-07,6.7257924297374542e-05,3.3497432323618148e-06,3.3516577715157226e-06,7.4715940176131489e-06,1.5399049941711229e-09,4.4334330934965017e-13,6.4793171087894105e-10,1.8611973036582618e-05,8.8860882452871408e-18,1.1448649506287896e-11,8.8242880951361418e-11,1.9467299643671861e-13,1.9465609544578699e-13,1.3554450835024869e-17,3.5348070982412907e-12,3.346540096542514e-18,9.4878878308677953e-13,5.2317898479137716e-32,4.7758089117146827e-32,4.7758405513572353e-32,3.2718148885073895e-18,3.412142028213844e-19,2.8149552372812911e-18,1.6688981012808732e-19,4.0874746698963679e-19
2.31139489846236e-13,0.559020583653997,9.6941253525941448e-10,5.4802489572384199e-16,5.4752232994642426e-16,8.0487312750109845e-26,1.5431103969131283e-21,0.0,0.0,3.2667941193755274e-11,6.5759886981613664e-20,154.0,0.0,0.99989240261152079,1.0,18.99999999747304,5.7763599599499182e-07,7.041880712282241e-05,3.583848359945496e-06,3.5859776567060036e-06,8.4297450194414591e-06,1.7612278300416318e-09,4.7434257317795885e-13,7.3260188845294734e-10,2.0998760310618332e-05,1.0163262089580268e-17,1.3105637466440183e-11,1.0099794962455211e-10,2.384042326787369e-13,2.3838265531625471e-13,1.7247143610517158e-17,4.2817127826273641e-12,4.330218871627223e-18,1.0861153838227359e-12,8.3953740000227247e-32,7.6637583106201852e-32,7.6638126385972624e-32,4.0128592972336267e-18,4.1789091562851107e-19,3.1828093408830539e-18,1.8900671157319394e-19,5.0029956642394857e-19
2.462468176814837e-13,0.5590205836531623,1.0327850480346557e-09,6.2204535530448874e-16,6.2143817897129247e-16,9.7505351768181542e-26,1.8658953069656712e-21,0.0,0.0,3.4923326287900194e-11,7.5041306184760136e-20,154.0,0.0,0.9998853924410348,1.0,18.999999997146052,6.1538820276668525e-07,7.3427707427784917e-05,3.817934692945157e-06,3.8202901733208208e-06,9.4308171179716346e-06,1.9971873210858489e-09,5.0534086214013033e-13,8.2134457789975111e-10,2.3492466186019697e-05,1.1524900072002061e-17,1.4874541376718605e-11,1.1461116418439993e-10,2.8823348390941845e-13,2.882063871040385e-13,2.1588268867743351e-17,5.1206623424697721e-12,5.5085365121235367e-18,1.232718543826782e-12,1.3074132662456533e-31,1.1934926284210528e-31,1.1935016427917079e-31,4.8589175537347639e-18,5.0526709533090215e-19,3.5683568245217709e-18,2.1221081394360422e-19,6.0454343699127785e-19
2.6135414551673143e-13,0.5590205836522685,1.0961589725638199e-09,7.0075848232157302e-16,7.0003315101113063e-16,1.1679248543575567e-25,2.2308194304636267e-21,0.0,0.0,3.7193470070822586e-11,8.4988188472303716e-20,154.0,0.0,0.99987838431918175,1.0,18.999999996800543,6.531401390634099e-07,7.6291930901745112e-05,4.0520022720694915e-06,4.0545954864043312e-06,1.0472746477432706e-05,2.247743833162222e-09,5.3633819807253658e-13,9.1399574295122956e-10,2.6087949639469555e-05,1.2970773474750864e-17,1.6755356191636189e-11,1.2908205876132131e-10,3.4455755643289961e-13,3.4452401771357397e-13,2.6635356204585729e-17,6.0555820782147368e-12,6.9033631210464628e-18,1.3885980041571842e-12,1.9829586063893711e-31,1.8101959964494419e-31,1.810210508082282e-31,5.817148925299253e-18,6.0404043907441597e-19,3.9708850184456909e-18,2.3645948522611199e-19,7.222904685286334e-19
2.7646147335197916e-13,0.5590205836513162,1.1595343090155819e-09,7.8416519015996419e-16,7.8330734778107507e-16,1.3849665363630528e-25,2.6404681986844263e-21,0.0,0.0,3.947837426036339e-11,9.5610146210474755e-20,154.0,0.0,0.99987137814997473,1.0,18.99999999643671,6.9089180496073001e-07,7.9018431909012009e-05,4.2860511378742206e-06,4.2888937543494135e-06,1.1553568510385879e-05,2.5128578387930126e-09,5.6733460191465614e-13,1.0103979524086398e-09,2.8780316875651158e-05,1.4500654195552856e-17,1.8748076943551251e-11,1.4441016781321826e-10,4.0777304114754487e-13,4.077320575856807e-13,3.2446284885659733e-17,7.0902082835437851e-12,8.5372769783453295e-18,1.5537535120327083e-12,2.9378898363648261e-31,2.6819615927432493e-31,2.6819843360508473e-31,6.8947480897946429e-18,7.1490844827852901e-19,4.3897099491981739e-18,2.6171181028752522e-19,8.5434985722717563e-19
2.915688011872269e-13,0.5590205836503059,1.222911057553912e-09,8.7226639002572281e-16,8.7126087101197199e-16,1.6276680734297631e-25,3.0974270634407736e-21,0.0,0.0,4.1778040573507793e-11,1.0691684587187667e-19,154.0,0.0,0.99986437384203974,1.0,18.99999999605474,7.2864320053067282e-07,8.1613830554629703e-05,4.5200813307646335e-06,4.523185129168335e-06,1.2671413056655226e-05,2.7924899168699765e-09,5.9833009379459524e-13,1.1104001117190942e-09,3.1564909317944826e-05,1.6114314745963509e-17,2.0852698739488021e-11,1.6059502612660835e-10,4.7827631370483314e-13,4.7822680098580678e-13,3.9079205732596664e-17,8.2280964752729995e-12,1.0433513293532734e-17,1.7281848205830019e-12,4.2624913990342738e-31,3.8912188519449367e-31,3.8912536528427255e-31,8.0989449842554415e-18,8.3856842915181092e-19,4.8241751734284677e-18,2.8792852109076963e-19,1.0015286116541276e-18
3.066761290224746e-13,0.5590205836492386,1.286289218338308e-09,9.6506299095161159e-16,9.6389382245005946e-16,1.8975290883929759e-25,3.6042814971016265e-21,0.0,0.0,4.4092470726212101e-11,1.1891800804265201e-19,154.0,0.0,0.99985737130839569,1.0,18.999999995654829,7.6639432584189965e-07,8.4084428693713168e-05,4.7540928909979871e-06,4.7574697567490877e-06,1.3824499860737237e-05,3.0866007523678532e-09,6.2932469302902069e-13,1.2138572087475976e-09,3.4437292342636734e-05,1.7811528249714043e-17,2.3069216758126716e-11,1.7763616881767259e-10,5.5646353465727897e-13,5.5640432625798672e-13,4.6592481860367702e-17,9.4726300518168297e-12,1.261591743163591e-17,1.9118916886121904e-12,6.0690205405660405e-31,5.5404602381629485e-31,5.5405123557323972e-31,9.4370046566875189e-18,9.7571749317345702e-19,5.2736506733762821e-18,3.150719306027094e-19,1.1646315586176072e-18
3.2178345685772233e-13,0.5590205836481147,1.3496687915240169e-09,1.0625558998027023e-15,1.0612063038566578e-15,2.196059319007158e-25,4.1636169926111848e-21,0.0,0.0,4.6421666433236956e-11,1.3162340742743446e-19,154.0,0.0,0.99985037046624192,1.0,18.999999995237143,8.0414518095986753e-07,8.6436225310540689e-05,4.9880858586858018e-06,4.9917477771033948e-06,1.5011134227252271e-05,3.3951511360539104e-09,6.6031841810462762e-13,1.320630067792436e-09,3.7393244456630671e-05,1.9592068441035593e-17,2.5397626246891845e-11,1.9553313133322493e-10,6.427306496154732e-13,6.4266049607548833e-13,5.5044639121621871e-17,1.082702861079209e-11,1.5108900862941817e-17,2.1048738803701453e-12,8.4954763808611063e-31,7.7556832728998407e-31,7.7557598212997064e-31,1.0916227116679199e-17,1.1270525575679231e-18,5.7375317881704308e-18,3.4310586884399267e-19,1.3444613491149038e-18
