Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286)
6.320930006155441e-17,0.8047240108219279,1.0558143338157571e-21,3.4605922113256859e-33,3.4605592018609876e-33,1.7625251638589217e-51,1.3134381363391031e-42,0.0,0.0,5.0263845723476046e-21,5.0714585169693682e-35,154.0,0.0,0.99999999999942357,1.0,19.0,1.1175834529080625e-13,8.5617712338511007e-15,2.2805616522262641e-13,2.2805615770945083e-13,2.131286626548073e-19,1.9508417363717307e-20,1.7866749297074566e-20,1.5236818101526078e-20,1.7224606473496236e-19,5.1084956939242497e-29,5.1948452850720588e-24,4.8381393905274762e-25,1.5146259576273032e-32,1.5146258652458847e-32,8.0975202004846291e-40,1.1007160550830728e-32,1.1406216687167063e-40,3.540942661398298e-25,1.2923042205219687e-73,1.2577269182144141e-73,1.2577269182155084e-73,2.7300880604550998e-34,4.5255745341887287e-38,6.9786977851685932e-29,6.748320717373718e-35,8.252146049441931e-40,2.9976120274044978e-44,2.039852526363403e-52,3.2574066138556824e-60,2.2046049743036844e-62,1.251230524657672e-70,4.0209556650500212e-74,1.0902499029845848e-71,3.727897506387132e-63,2.4283362955205325e-73,1.3619709751928174e-32,7.9249677017565424e-35,5.8119945876862111e-42,6.6044250127593821e-44,1.9401287119905528e-43,2.0850224523419512e-46
1.2647351697807106e-16,0.8047240108219279,2.1125460023586718e-21,1.3851326476239544e-32,1.3851255464976328e-32,1.4116341093045689e-50,1.0515491484452507e-41,0.0,0.0,1.0058553654027775e-20,2.0301507083676848e-34,154.0,0.0,0.99999999999884659,1.0,19.0,2.2361378731664627e-13,1.7130189926625443e-14,4.5631042880799284e-13,4.5631039217113438e-13,8.5303631369323252e-19,7.8084499503271877e-20,6.5905227394337716e-20,6.0986332051674151e-20,6.894058559719144e-19,3.8483847038217928e-28,2.0792916907511155e-23,1.9365164087565158e-24,1.2126216049034787e-31,1.2126214569856639e-31,1.2965334528507606e-38,8.812095677270382e-32,1.8264469509489502e-39,1.4172997104488704e-24,1.6575081336901741e-71,1.6131593195422346e-71,1.6131593195450416e-71,2.1857304763624428e-33,3.6232108328474374e-37,4.7265220328524771e-28,5.3823346744602738e-34,6.6064937300162405e-39,4.7999155272860724e-43,6.5327937450413686e-51,2.0864507786007802e-58,1.4121048860800162e-60,1.6029002642385441e-68,5.1510825863165092e-72,1.3930346755818297e-69,2.3878120528895338e-61,1.5568702202104057e-71,1.0903646300512432e-31,3.1720517990288655e-34,4.653128557539811e-41,5.2874293818574318e-43,1.5516023710912089e-42,3.3333008232361767e-45
2.530019508111044e-16,0.8047240108219279,4.2260094383678762e-21,5.5423247171467294e-32,5.5423065395947947e-32,1.1301747913727328e-49,8.4155892642906642e-41,0.0,0.0,2.0127146275385366e-20,8.1252129988194128e-34,154.0,0.0,0.99999999999769273,1.0,19.0,4.4732467135980772e-13,3.4264653383622578e-14,9.1281883876967567e-13,9.1281870403148363e-13,3.4129861979935325e-18,3.124396251509678e-19,2.2750779716641464e-19,2.4401958185811139e-19,2.7583030563626093e-18,2.7530163592793555e-27,8.3198734386370528e-23,7.7485864401860298e-24,9.7046563451503742e-31,9.7046539779122961e-31,2.0748984508851463e-37,7.0518336343884658e-31,2.9233962632490625e-38,5.6710438638705211e-24,3.7186166543849347e-69,3.6191201663328737e-69,3.6191201663454476e-69,1.7492486985113085e-32,2.8996690235852631e-36,2.8838585440599563e-27,4.2751663500812069e-33,5.2868175019695494e-38,7.6824487950407783e-42,2.0912279896350695e-49,1.3358070900917011e-56,9.0407104875650648e-59,2.0524552230796821e-66,6.5957748249185981e-70,1.7744808545909768e-67,1.5287474789028135e-59,1.3179330267082344e-69,8.7255861171719388e-31,1.2692334563713956e-33,3.7239154152601804e-40,4.2313482439639916e-42,1.239072445914442e-41,5.322740391169322e-44
5.060588184771711e-16,0.8047240108219279,8.4529367060795374e-21,2.2172904386015619e-31,2.2172836244085212e-31,9.0484150359602814e-49,6.7337503604540633e-40,0.0,0.0,4.028134934171041e-20,3.252187156295263e-33,154.0,0.0,0.99999999999538502,1.0,19.0,8.9474643941205592e-13,6.8524087213887149e-14,1.8258351898572671e-12,1.8258348017685586e-12,1.3652005818061721e-17,1.2499612904776155e-18,7.1057410916981797e-19,9.761958017090666e-19,1.1033261545442661e-17,1.8143437399824623e-26,3.328489943607423e-22,3.099937834093132e-23,7.7651965142527838e-30,7.7651927272135547e-30,3.3192353170804643e-36,5.6417046149709331e-30,4.6780391211302922e-37,2.2687860558675719e-23,4.7775934315454161e-67,4.6497626256137054e-67,4.6497626256460679e-67,1.3996647803897134e-31,2.3201745876263566e-35,1.5570740979427813e-26,3.3701429679460254e-32,4.2296407463634735e-37,1.2292684960017278e-40,6.6924070061479863e-48,8.5498131442351022e-55,5.7864932720272762e-57,2.6273476789932942e-64,8.4432550966130732e-68,2.2481969225489655e-65,9.7847257931549206e-58,8.4698602507584239e-68,6.9807630183959347e-30,5.0777570568542664e-33,2.9796957046044484e-39,3.3853980971973979e-41,9.8718261486632158e-41,8.4814166737804257e-43
1.0121725538093044e-15,0.8047240108219277,1.6906792824274194e-20,8.8698963152143244e-31,8.8698572577454423e-31,7.2472126274507349e-48,5.3875123148150135e-39,0.0,0.0,8.0657826707441352e-20,1.3022391421173677e-32,154.0,0.0,0.99999999999076961,1.0,19.0,1.7895899753802541e-12,1.3700500357165436e-13,3.6518660166927741e-12,3.6518652524045195e-12,5.4595182930000956e-17,5.0002468411085239e-18,1.9572721245782078e-18,3.9047701121012024e-18,4.4122668889529664e-17,1.0696052679988246e-25,1.3315035372219224e-21,1.2400750125247088e-22,6.2127422028092994e-29,6.2127361471255521e-29,5.3072322641830505e-35,4.5124587476665843e-29,7.4845148200719442e-36,9.0758775809819873e-23,6.116634153245878e-65,5.9529755515254718e-65,5.9529755516083419e-65,1.1198382284679548e-30,1.8563141733437849e-34,7.5098094154007719e-26,2.6187200789662802e-31,3.3830478098609469e-36,1.9664748903443763e-39,2.1412005968987753e-46,5.4709565221507855e-53,3.7027306028809126e-55,3.3624438515415981e-62,1.0805574774362383e-65,2.819330694205133e-63,6.2611679394007731e-56,5.4219962785668234e-66,5.5834906776498562e-29,2.0312657664215528e-32,2.3839792859419462e-38,2.7080585985766109e-40,7.8308325571856374e-40,1.3458589032278362e-41
2.024400024473571e-15,0.8047240108219279,3.3814511391737028e-20,3.5481161686738957e-30,3.5480880135148792e-30,5.8102404404597652e-47,4.3102153008862738e-38,0.0,0.0,1.6168306590592267e-19,5.2192362138281097e-32,154.0,0.0,0.99999999998153866,1.0,19.0,3.5792770467714559e-12,2.7381519914710958e-13,7.303920169032448e-12,7.3039199829255666e-12,2.1825145682268413e-16,2.0001759415390318e-17,4.7660620891014653e-18,1.5617071960190046e-17,1.7638619832816894e-16,5.5791065640615283e-25,5.3262253396080085e-21,4.9604935758565143e-22,4.9704219364606293e-28,4.9704122602701657e-28,8.4789619983143999e-34,3.6080065127515215e-28,1.1972284662940865e-34,3.6304950586733382e-22,7.8300030152100069e-63,7.6205009801260231e-63,7.6205009803381868e-63,8.9591325364321625e-30,1.4851192507102539e-33,3.3358776401814489e-25,1.9806642504385272e-30,2.7049902851226816e-35,3.1447459215296527e-38,6.8483984558607322e-45,3.4996699348227812e-51,2.3685686933983925e-53,4.3017980999611778e-60,1.3824320442121268e-63,3.4674317191661041e-61,4.0051545773994821e-54,3.4703836874564215e-64,4.464366728795573e-28,8.1253760982341171e-32,1.9072684744364952e-37,2.1657232189346005e-39,6.1597825323776361e-39,2.1184050558821034e-40
3.0366274951378375e-15,0.8047240108219277,5.0722236290262027e-20,7.5398574523172584e-30,7.5397783464267245e-30,1.7269886062542641e-46,1.2324673516436728e-37,0.0,0.0,2.4298058911335107e-19,1.1105800315345636e-31,154.0,0.0,0.99999999997230771,1.0,19.0,5.3689641176174645e-12,4.1047392546737468e-13,1.0955966820068151e-11,1.0955968771188981e-11,4.6358711890868118e-16,4.2504186083332277e-17,7.6634861212073256e-18,3.3182793659639903e-17,3.7466127689904741e-16,1.2959169351108485e-24,1.1318356608632374e-20,1.0541162785007132e-21,1.4212460727807369e-27,1.4212425136269253e-27,3.1185520122305378e-33,1.0313269947306767e-27,4.4060179926057394e-34,7.7148891495464919e-22,4.0400046456234611e-62,3.9319090059621708e-62,3.9319090060924284e-62,2.5617839267095221e-29,4.2465604888934454e-33,7.3185008870879487e-25,5.4870393377400041e-30,7.7320881401539944e-35,1.1571746772563365e-37,3.1260602771085335e-44,1.9224737300955306e-50,1.3011259188524996e-52,2.7748157797953474e-59,8.9171940555033454e-63,2.2104907679688239e-60,2.2001518029121759e-53,1.7221880208760803e-63,1.2761124187220541e-27,1.7266605678957552e-31,5.453653423500068e-37,6.19133348089348e-39,1.7443816933071595e-38,7.7363025991145604e-40
5.06108243646637e-15,0.8047240108219277,8.4537711411470825e-20,2.0845874082322567e-29,2.0845515065743315e-29,8.1223916992215317e-46,5.6640435022842626e-37,0.0,0.0,4.066647679192095e-19,3.0810055257065266e-31,154.0,0.0,0.99999999995384581,1.0,19.0,8.9483382571287047e-12,6.8318684119556765e-13,1.8260030117142596e-11,1.8260042889131153e-11,1.2802533459855618e-15,1.1751247684848647e-16,1.3516282437700294e-17,9.1714058617606423e-17,1.0346736002742913e-15,3.9421647310109514e-24,3.1292231352685146e-20,2.9143460112625863e-21,6.5315928982381419e-27,6.5315655781549536e-27,2.3931725345561732e-32,4.7348100064321827e-27,3.3883578406286599e-33,2.1329607050082001e-21,2.7234931661698619e-60,2.650622527167334e-60,2.6506225273156528e-60,1.1773184956027189e-28,1.9515831960636534e-32,2.087349415492585e-24,2.3068723419515291e-29,3.5498421503240861e-34,8.8949335769054439e-37,4.0656234859035125e-43,4.2825188956683555e-49,2.8983997406438535e-51,1.0723345513928878e-57,3.4460919999608187e-61,8.0092139488618097e-59,4.9010790118785698e-52,5.4470892560293536e-62,5.8586169705458591e-27,4.7737454664872859e-31,2.5063195566218914e-36,2.8434646289511293e-38,7.7908279815030676e-38,5.7917359042045521e-39
6.819047810467139e-15,0.804724010821928,1.1390189809777593e-19,3.6393971780726674e-29,3.6393190810367009e-29,1.8212876391317441e-45,1.2354946690446984e-36,0.0,0.0,5.4961953352354633e-19,5.3905049256105811e-31,154.0,0.0,0.9999999999378143,1.0,19.0,1.2056540700208351e-11,9.1954839164704449e-13,2.4602598937520805e-11,2.4602626061995624e-11,2.2335570050614989e-15,2.0515890514492074e-16,1.8606643098947141e-17,1.6008895245152651e-16,1.8051133981362231e-15,7.1213207245832035e-24,5.4631545121758842e-20,5.0880070409385212e-21,1.4247304969373437e-26,1.4247233086395066e-26,6.2960866895220427e-32,1.0322566646085914e-26,8.9221114750741516e-33,3.7238296729312115e-21,1.4521158251012296e-59,1.4132625581430193e-59,1.4132625582279859e-59,2.5680806566878742e-28,4.256970572090837e-32,3.6836247071096334e-24,4.8095634291582086e-29,7.739222061607962e-34,2.341739614231396e-36,1.2517096304327991e-42,1.4964893665925989e-48,1.0128208874921859e-50,4.1365384931867206e-57,1.3293374998310704e-60,3.0541930537714038e-58,1.7126400525523995e-51,2.3456929178935425e-61,1.2772627405900062e-26,8.3342335142069216e-31,5.4670064319324489e-36,6.200319306971731e-38,1.6746818830948236e-37,1.508230611921875e-38
8.577013184467907e-15,0.8047240108219279,1.4326610532667669e-19,5.6259776207186736e-29,5.6258320322259788e-29,3.4673008205103904e-45,2.3065598574632797e-36,0.0,0.0,6.9345778808053681e-19,8.3514332060238625e-31,154.0,0.0,0.99999999992178268,1.0,19.0,1.5164743141518974e-11,1.1554215839928966e-12,3.094514341844631e-11,3.094519027216141e-11,3.450206458198543e-15,3.1714352107166228e-16,2.3698425221203351e-17,2.4742446252089744e-16,2.7883836812419419e-15,1.1254019478984536e-23,8.4451922201610767e-20,7.8652653762347372e-21,2.6598418518201675e-26,2.6598258893206776e-26,1.3979370128060669e-31,1.9260034145632718e-26,1.9831293626604286e-32,5.7564649627525963e-21,4.3796488974863398e-59,4.2624656396883209e-59,4.2624656399947531e-59,4.7943832759665796e-28,7.9473750223430736e-32,5.7328442118258326e-24,8.5604263401619766e-29,1.4440097841320372e-33,5.203805892192992e-36,3.2750100195323816e-42,4.5674615986163196e-48,3.0912487362607442e-50,1.4620789971617106e-56,4.6986078647678939e-60,1.0544742629786373e-57,5.22717983024786e-51,6.6604620593441751e-61,2.3831402404906209e-26,1.2883419624981534e-30,1.0206390013431952e-35,1.1571067692524782e-37,3.076788050072747e-37,3.3078883858161234e-38
1.0334978558468676e-14,0.8047240108219279,1.7263033154932597e-19,8.0117804706811849e-29,8.0115395357935716e-29,5.8519451211231683e-45,3.8202639169402345e-36,0.0,0.0,8.3811291942685349e-19,1.1917994822110139e-30,154.0,0.0,0.99999999990575106,1.0,19.0,1.8272945581193945e-11,1.3908440727992507e-12,3.7287665395108297e-11,3.7287736958939763e-11,4.9098965819544662e-15,4.5163123082206424e-16,2.8790563756781608e-17,3.5228239245299527e-16,3.968074279493959e-15,1.626849235408855e-23,1.202647124310119e-19,1.1200610583821332e-20,4.4053838224475145e-26,4.4053535108434095e-26,2.654261054915789e-31,3.1882412792096984e-26,3.7689935567041592e-32,8.1975588983742115e-21,1.3252233418291269e-58,1.2897652513084713e-58,1.2897652514063118e-58,7.9407541829458713e-28,1.3162900944698472e-31,8.2006513711503147e-24,1.3583619426194899e-28,2.3903828273322077e-33,9.8879190808613662e-36,7.0646691283629056e-42,1.1083038277878292e-47,7.5009782928436706e-50,3.9603047534189352e-56,1.2727058335333414e-59,2.8020075695002056e-57,1.2683859838258422e-50,1.7391520474432341e-60,3.9449702014087002e-26,1.834675631096705e-30,1.6904394519277522e-35,1.9158014542542964e-37,5.0218773967703595e-37,6.2124132826517729e-38
1.3850909306470213e-14,0.8047240108219277,2.3135882699341021e-19,1.3687178172438988e-28,1.3686670735659693e-28,1.2822705697829328e-44,8.0523493149420695e-36,0.0,0.0,1.1292724598993565e-18,2.043165859713539e-30,154.0,0.0,0.99999999987368793,1.0,19.0,2.4489350456841022e-11,1.8606711060922642e-12,4.9972658402608675e-11,4.9972790687785517e-11,8.3782005640796433e-15,7.7154982592932964e-16,3.8974844532672234e-17,6.0164157600190942e-16,6.7710839957426901e-15,2.829374395242506e-23,2.0545615533007558e-19,1.9134716623251975e-20,9.2856407001981377e-26,9.2855637995267968e-26,6.7326198527834897e-31,6.714380233204465e-26,9.5744728145448742e-32,1.4004431657679617e-20,8.0160604566994878e-58,7.8015802363375194e-58,7.801580236963271e-58,1.6737555930280361e-27,2.7744677886426621e-31,1.4083292791666263e-23,2.6791679011199082e-28,5.0341634608612461e-33,2.5110411746960878e-35,2.1261452709804906e-41,3.8998394175791449e-47,2.6394038311251047e-49,1.6117656518811917e-55,5.1797052726407533e-59,1.1088852012440959e-56,4.46312882399203e-50,7.9606120478073719e-60,8.3080380567534592e-26,3.1342911395756398e-30,3.5630915515247673e-35,4.0358745970331822e-37,1.0342670197529982e-36,1.5495464268323245e-37
