Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286)
4.6295681158260063e-07,0.804719702851292,8.3635001350394597e-11,1.6918574188667415e-12,1.5024011025401195e-09,1.8164384718339402e-15,1.6751491345695378e-09,0.0,0.0,2.0387540869617865e-05,6.7027949032273744e-07,154.0,0.0,0.99567334966984045,1.0,18.999033880294334,0.00076397135502894679,1.2322165915193012e-10,0.0006972338404263932,0.0016019159460831254,3.3737572555257789e-05,0.0008969023034870805,1.2860498351307778e-09,8.7254060608451016e-06,2.7276814026156419e-05,3.5147017651582389e-11,0.00020303145833442987,4.0230912342581718e-08,8.2226313899136496e-06,8.2138450165255626e-06,4.4219532262621769e-09,4.9035762583981002e-10,3.2580695313409672e-09,4.6166559530789863e-05,1.7170194403913143e-10,1.9049127885761047e-10,1.9089650563477003e-10,3.9420390887432223e-05,1.120677473551539e-10,2.08429102549535e-13,5.6312580586473823e-15,2.5367654075818059e-14,1.2584755818944802e-10,1.3386730343326535e-09,1.3872594339908917e-09,3.3094306902290464e-11,1.852063349948955e-10,3.0170493542512878e-11,6.2391783645334954e-18,7.6165052526454209e-11,1.7117341923836169e-13,5.8960368189239833e-10,2.271700938768737e-12,2.9110862628524453e-12,7.4467975530282938e-17,4.1349272239515436e-16,3.1502369528504284e-12
4.6643530979391235e-07,0.8047196705725104,8.4264643675045179e-11,1.7181635029631512e-12,1.5405687322145595e-09,1.8712411534420662e-15,1.7319639703594356e-09,0.0,0.0,2.0678726913036916e-05,6.9003863907574988e-07,154.0,0.0,0.99564021433995054,1.0,18.999026428106749,0.00076931661701028849,1.232179015237441e-10,0.00070205602410774082,0.0016132329178793255,3.3990463429767026e-05,0.00090311377954431049,1.2951348684925202e-09,8.7870453938437208e-06,2.7481361118956007e-05,3.5390427507940525e-11,0.00020604011916334865,4.050992972458076e-08,8.3442658513678636e-06,8.3353245177762993e-06,4.4873506260657432e-09,4.9411946828515426e-10,3.3062541127962515e-09,4.7088369066204505e-05,1.7800558864666912e-10,1.9767267423469555e-10,1.9809638644865407e-10,4.0288251052134428e-05,1.1430864959557871e-10,2.099015189012742e-13,5.7435610145677882e-15,2.5926192789696584e-14,1.2864902467448464e-10,1.3780520561311759e-09,1.4282591181564731e-09,3.4165360225342565e-11,1.9169371509727822e-10,3.1526578951108375e-11,6.4411010978737112e-18,7.9038787942223442e-11,1.7955404094978359e-13,5.9412210310835486e-10,2.3384146838723928e-12,2.9966930153753508e-12,7.665490635657373e-17,4.2622099538047922e-16,3.2472609105822857e-12
4.699138080052241e-07,0.8047196382911408,8.4893496123672528e-11,1.7446635560917189e-12,1.579372637683562e-09,1.9272407575938382e-15,1.7902248349491993e-09,0.0,0.0,2.097163794923358e-05,7.102187990996835e-07,154.0,0.0,0.99560707232039791,1.0,18.999018972368788,0.00077465625187350109,1.2321416484615413e-10,0.00070686997313029504,0.0016245355740756554,3.4243345226695088e-05,0.0009093146400098673,1.3042084021137067e-09,8.8486067067085683e-06,2.7685902173879653e-05,3.5633421368414485e-11,0.00020906984841316656,4.0788471329108281e-08,8.4667402638837457e-06,8.457641973870748e-06,4.553199095261931e-09,4.9788119973917787e-10,3.3547710418479414e-09,4.8021750330754804e-05,1.8448878590468215e-10,2.0506706183283638e-10,2.05509953588088e-10,4.1168205253903083e-05,1.1657772533771497e-10,2.113720715611729e-13,5.8572725583133998e-15,2.6492516011751065e-14,1.314900130307947e-10,1.4182673107360536e-09,1.4701336008015242e-09,3.5262251650740852e-11,1.9835225437765237e-10,3.2932332049118655e-11,6.6478950176332199e-18,8.1997720699065396e-11,1.8827323899779939e-13,5.9864036224071768e-10,2.4065751246644054e-12,3.0841586418641945e-12,7.8889261185393101e-17,4.3923919395191966e-16,3.3464960737845967e-12
4.733923062165358e-07,0.8047196060071009,8.5521554863991634e-11,1.7713572973199692e-12,1.6188174276713101e-09,1.9844531404787975e-15,1.8499560047383481e-09,0.0,0.0,2.1266265019574434e-05,7.3082537612750461e-07,154.0,0.0,0.99557392366754072,1.0,18.999011513067774,0.00077999026528706721,1.2321047083757957e-10,0.00071167565001591625,0.0016358238478041791,3.449621794436119e-05,0.00091550483662948599,1.3132703820674616e-09,8.9100896353128264e-06,2.7890437190180514e-05,3.5875997340704029e-11,0.00021212061783179069,4.1066534984673469e-08,8.5900531907373752e-06,8.5807959237539447e-06,4.6194978466283131e-09,5.0164282018796541e-10,3.4036197384824751e-09,4.8966759124683529e-05,1.9115515220127151e-10,2.1267904508805552e-10,2.1314183098728303e-10,4.2060318295519309e-05,1.1887511074223872e-10,2.1284075185271343e-13,5.972399479019531e-15,2.7066665463198707e-14,1.3437073929318876e-10,1.459329544026733e-09,1.5128941807429167e-09,3.6385385531622674e-11,2.0518494190976791e-10,3.4389156214935768e-11,6.8596363554000904e-18,8.5043687859371678e-11,1.9734176932043573e-13,6.031584592589206e-10,2.476202706324769e-12,3.173509446605546e-12,8.1171710227399592e-17,4.5255163122750251e-16,3.4479753552792268e-12
4.768708044278475e-07,0.8047195737203107,8.6148816088249285e-11,1.7982444443074876e-12,1.6589076831073317e-09,2.0428942127686963e-15,1.9111819368249147e-09,0.0,0.0,2.156259913409614e-05,7.5186379233615604e-07,154.0,0.0,0.99554076843761163,1.0,18.999004050191139,0.00078531866291408194,1.2320673531935018e-10,0.00071647301757563845,0.0016470976726256118,3.4749081581155916e-05,0.00092168432152155459,1.3223207560196083e-09,8.9714938176132327e-06,2.8094966167164231e-05,3.6118153553865191e-11,0.00021519239904523716,4.1344118536503364e-08,8.7142031887181972e-06,8.7047848995600688e-06,4.6862460899822965e-09,5.054043296177194e-10,3.4527996204420249e-09,4.9923450887432787e-05,1.9800834491644423e-10,2.2051328901706838e-10,2.2099670460211971e-10,4.2964654505627264e-05,1.2120094109110366e-10,2.143075510414551e-13,6.0889485235174747e-15,2.7648682559738481e-14,1.3729141794684817e-10,1.5012495394042972e-09,1.556552196623844e-09,3.7535168753201336e-11,2.1219478954552252e-10,3.5898482436988437e-11,7.0764018201278431e-18,8.8178550903565639e-11,2.0677063463618389e-13,6.0767639413265365e-10,2.5473180114155942e-12,3.2647719108245294e-12,8.3502928211347843e-17,4.6616265086468945e-16,3.5517319010507368e-12
4.82001029295966e-07,0.8047195260973029,8.7072461960460782e-11,1.8382510219071914e-12,1.7192219431938249e-09,2.1313614983823978e-15,2.0042603925839767e-09,0.0,0.0,2.200274051606877e-05,7.8369167365379845e-07,154.0,0.0,0.99549185792648054,1.0,18.998993037097769,0.00079316695478843081,1.2320123380050071e-10,0.00072353312001988666,0.001663698240705807,3.5121998161578224e-05,0.00093077841775577566,1.3356473068097776e-09,9.0619106305577172e-06,2.8396602458387255e-05,3.6474524989500176e-11,0.00021976106796044121,4.1752628886652322e-08,8.8988290332798326e-06,8.8891694769579758e-06,4.7855076429507826e-09,5.1095174783384912e-10,3.5259352020661363e-09,5.1355854900205157e-05,2.0846448754178759e-10,2.3248317152734797e-10,2.3299840027184084e-10,4.4320846887004388e-05,1.2468336214879813e-10,2.164673926597216e-13,6.2634491215586123e-15,2.8521509303527241e-14,1.4167231133158376e-10,1.5646630780614897e-09,1.6226026194299047e-09,3.9280414914699939e-11,2.2286292334044245e-10,3.8223403322894739e-11,7.4054282735220214e-18,9.2968197406608439e-11,2.2135815998124243e-13,6.1433932476564832e-10,2.6549605626924594e-12,3.4029145231058112e-12,8.7031539529714864e-17,4.8679087985772165e-16,3.7089827220272221e-12
4.871312541640846e-07,0.8047194784678823,8.7994352855635357e-11,1.8786767526883374e-12,1.7809645767827949e-09,2.2225875298184328e-15,2.1007235705141036e-09,0.0,0.0,2.2446546284947533e-05,8.1648821235366373e-07,154.0,0.0,0.99544293341072576,1.0,18.998982016160383,0.00080100306191729768,1.2319569641469304e-10,0.00073057495104223943,0.0016802670267464471,3.5494894980942048e-05,0.00093984896023273173,1.3489483283990829e-09,9.1521542333639579e-06,2.8698225609290109e-05,3.6829973423436833e-11,0.00022437528677487242,4.2160083501684477e-08,9.0852678021459903e-06,9.0753623941808772e-06,4.8857426163213973e-09,5.1649892449377363e-10,3.5997879990814116e-09,5.2813966062017631e-05,2.1934709013792946e-10,2.4496221514201408e-10,2.4551097401470228e-10,4.570396818925842e-05,1.2822837494737263e-10,2.1862309666656157e-13,6.4410789374345671e-15,2.9411669346515401e-14,1.4614124674442818e-10,1.6300007811565874e-09,1.690666514032165e-09,4.1085841888919971e-11,2.3393283817841772e-10,4.0670497450693302e-11,7.7458004501563627e-18,9.7961463663868472e-11,2.3679112253921844e-13,6.2100190254938751e-10,2.7659512616474263e-12,3.545359543214668e-12,9.0669906210469533e-17,5.0809224783352263e-16,3.8713676164608874e-12
4.922614790322032e-07,0.8047194308317941,8.8914476854073591e-11,1.9195207142427176e-12,1.8441499424910898e-09,2.3166239728270138e-15,2.2006520697496192e-09,0.0,0.0,2.2893987238853272e-05,8.5027098978326253e-07,154.0,0.0,0.99539399506921966,1.0,18.998970987340059,0.00080882700240342352,1.2319026636716138e-10,0.00073759839482304211,0.0016968038227759292,3.5867772034031594e-05,0.0009488957998358274,1.3622236521389596e-09,9.2422234937047024e-06,2.8999835617539645e-05,3.7184493002993867e-11,0.0002290349630248767,4.2566475670416732e-08,9.2735147890356935e-06,9.2633588619579221e-06,4.9869484291643291e-09,5.2204585955462645e-10,3.6743561099618723e-09,5.4297957870466605e-05,2.3066837723000455e-10,2.5796612979402481e-10,2.5855020837067242e-10,4.7114219068090054e-05,1.3183640287149047e-10,2.2077463616060067e-13,6.6218590786677307e-15,3.031929187582789e-14,1.5069889358202223e-10,1.6972976753681717e-09,1.760780715046805e-09,4.295278472314156e-11,2.4541446483289294e-10,4.3244693236508048e-11,8.0977700428336181e-18,1.031646165120518e-10,2.5310785869426347e-13,6.2766412738969465e-10,2.8803577823794026e-12,3.6921940420745246e-12,9.4420246659627002e-17,5.3008105498387365e-16,4.038995709010253e-12
4.973917039003218e-07,0.804719383188787,8.983282215388235e-11,1.9607819776789343e-12,1.9087922636537578e-09,2.413522724938267e-15,2.3041273237327919e-09,0.0,0.0,2.3345034039716874e-05,8.8505765592273252e-07,154.0,0.0,0.99534504308021388,1.0,18.998959950598401,0.00081663879432410308,1.2318468832573812e-10,0.00074460333692900665,0.0017133084228843016,3.6240629315912883e-05,0.00095791878923490094,1.3754731157891468e-09,9.3321172895635102e-06,2.9301432481005407e-05,3.753807797120306e-11,0.00023374000368771248,4.2971798761816772e-08,9.4635652580664966e-06,9.4531540598538777e-06,5.0891224864528093e-09,5.2759255297408562e-10,3.7496376225255293e-09,5.5808002086841122e-05,2.424407681508635e-10,2.7151092350214337e-10,2.7213218619379464e-10,4.8551797905568538e-05,1.3550786507670036e-10,2.2292198407678981e-13,6.8058104475866449e-15,3.1244504613864967e-14,1.5534591380407474e-10,1.7665889505554134e-09,1.8329822303787007e-09,4.4882589936946594e-11,2.5731783822493311e-10,4.5951056499691235e-11,8.461590907198589e-18,1.085840409380527e-10,2.7034795143155155e-13,6.3432599919359608e-10,2.9982484495409834e-12,3.8435059285609755e-12,9.8284800663548036e-17,5.5277174611281412e-16,4.2119772284200348e-12
5.025219287684403e-07,0.8047193355386114,9.0749377071489219e-11,2.0024596076780683e-12,1.9749056272929252e-09,2.5133359074092138e-15,2.4112315936804901e-09,0.0,0.0,2.3799657217003814e-05,9.2086592654993096e-07,154.0,0.0,0.99529607762132744,1.0,18.998948905897567,0.00082443845573120021,1.2317930530556689e-10,0.00075158966431809813,0.0017297806232304258,3.6613466821395894e-05,0.00096691778289255187,1.3886965516273458e-09,9.421834511573834e-06,2.9603016197324882e-05,3.7890722602711609e-11,0.00023849031518702627,4.3376046225288019e-08,9.6554144440916568e-06,9.6447431366086575e-06,5.1922621725444811e-09,5.3313900471036777e-10,3.8256306098097189e-09,5.7344268727950759e-05,2.5467687722381126e-10,2.8561290432443733e-10,2.8627329264904592e-10,5.0016900801912368e-05,1.3924317646954295e-10,2.250651142684296e-13,6.9929537247817501e-15,3.2187433816136012e-14,1.6008296190509731e-10,1.8379099553739324e-09,1.9073082365958177e-09,4.6876615363221503e-11,2.6965309627252016e-10,4.8794792518279823e-11,8.8375190317619661e-18,1.1422624083078232e-10,2.8855225455483036e-13,6.4098751786931705e-10,3.1196922384573797e-12,3.9993839496181686e-12,1.0226582925661916e-16,5.7617891065492418e-16,4.3904235076574228e-12
5.076521536365589e-07,0.8047192878810191,9.1664130042061e-11,2.0445526625486705e-12,2.0425039832650608e-09,2.6161158576233849e-15,2.5220479620584137e-09,0.0,0.0,2.425782717124268e-05,9.5771358057221849e-07,154.0,0.0,0.99524709886953933,1.0,18.99893785320026,0.0008322260046511738,1.2317361481196964e-10,0.00075855726534329788,0.0017462202220528437,3.6986284545813101e-05,0.0009758926370689279,1.4018938037054447e-09,9.5113740597560609e-06,2.9904586764532538e-05,3.8242421297260921e-11,0.00024328580339822052,4.3779211590887427e-08,9.8490575530282849e-06,9.8381212104425226e-06,5.2963648610582488e-09,5.3868521472222273e-10,3.9023331363555213e-09,5.8906926059539851e-05,2.6738951380443053e-10,3.0028868200948477e-10,3.0099021690333772e-10,5.1509721569189698e-05,1.4304274769135372e-10,2.2720399994146687e-13,7.1833093908538627e-15,3.3148204262671715e-14,1.6491068489242124e-10,1.9112961931283954e-09,1.9837960745518341e-09,4.8936229993461825e-11,2.8243047875489118e-10,5.1781247875677582e-11,9.2258125087372615e-18,1.2009783961507346e-10,3.0776291478486936e-13,6.4764868332627858e-10,3.2447587749309451e-12,4.1599176900462112e-12,1.063656149120299e-16,6.0031728263175718e-16,4.5744469835833584e-12
5.127823785046775e-07,0.8047192402157651,9.2577069619880349e-11,2.0870601942864542e-12,2.1116011434602083e-09,2.7219151211509788e-15,2.6366603254533975e-09,0.0,0.0,2.471951417772419e-05,9.9561845724537717e-07,154.0,0.0,0.99519810700117861,1.0,18.998926792469728,0.00084000145908511438,1.2316837538392009e-10,0.00076550602975574962,0.0017626270196718008,3.7359082483883147e-05,0.00098484320982582187,1.415064702666366e-09,9.6007348483642212e-06,3.0206144180141508e-05,3.859316844362354e-11,0.00024812637365424377,4.4181288469511193e-08,1.0044489762209362e-05,1.0033283369424693e-05,5.4014279008950555e-09,5.4423118296892997e-10,3.9797432493690721e-09,6.0496140590349697e-05,2.8059168221696786e-10,3.1555516955977674e-10,3.162999537294377e-10,5.3030451725946273e-05,1.4690698510375137e-10,2.2933861594269559e-13,7.376897692761522e-15,3.4126939261171339e-14,1.698297222670968e-10,1.9867833174225449e-09,2.0624832447951541e-09,5.1062813812310268e-11,2.956603260858207e-10,5.4915912307043235e-11,9.626731502844915e-18,1.2620558085135544e-10,3.2802339414632209e-13,6.543094954750942e-10,3.3735183348226011e-12,4.3251975719132338e-12,1.105864612404982e-16,6.252017405524223e-16,4.7641611961873101e-12
5.173995808859842e-07,0.8047191973102839,9.3397155434161397e-11,2.1256705615641607e-12,2.1750813588609464e-09,2.8197595751189077e-15,2.7431270763241599e-09,0.0,0.0,2.5138014889445476e-05,1.0306515660198919e-06,154.0,0.0,0.99515400325014103,1.0,18.998916830913938,0.00084698904214576597,1.2316327022610972e-10,0.00077174372253299684,0.0017773649293045296,3.7694583707268388e-05,0.00099287784896709701,1.4268958581007907e-09,9.6810058281200903e-06,3.0477534608152919e-05,3.8908022816875836e-11,0.00025252135332026504,4.4542221794467926e-08,1.022190442050677e-05,1.0210450619449819e-05,5.4968035413636907e-09,5.4922234764856893e-10,4.0500157191315848e-09,6.1949276144547549e-05,2.9290310263073833e-10,3.2981431165810328e-10,3.3059988767934795e-10,5.4423127666297283e-05,1.5044042045400975e-10,2.3125609770051669e-13,7.5539076356634756e-15,3.5023261061697075e-14,1.743354516440899e-10,2.0565475825741471e-09,2.1352132569428101e-09,5.3035147946820121e-11,3.0796267958863785e-10,5.7868493808129821e-11,9.9985702288212968e-18,1.3191012938204231e-10,3.4719251916840071e-13,6.6030392425772585e-10,3.4926181269679284e-12,4.4780828848920561e-12,1.1449065262964379e-16,6.4824808000842472e-16,4.9398643759646893e-12
5.220167832672908e-07,0.804719154398222,9.4215755050992038e-11,2.1646151822948902e-12,2.2397965533952156e-09,2.9201309783075583e-15,2.8527994853802438e-09,0.0,0.0,2.5559318400499516e-05,1.0665686051880612e-06,154.0,0.0,0.99510988914457932,1.0,18.998906862795891,0.00085396685632018561,1.2315841080046665e-10,0.00077796599109528704,0.0017920759673079748,3.8030068896424705e-05,0.0010008926057287473,1.4387054259949749e-09,9.7611303640526321e-06,3.074891438016481e-05,3.922209804091743e-11,0.00025695270256360843,4.4902263792208464e-08,1.0400760765548575e-05,1.0389055353070375e-05,5.5929529595465236e-09,5.5421331643692923e-10,4.1208583079310744e-09,6.3424175367354151e-05,3.0563149009472451e-10,3.4457863603370578e-10,3.4540683829378715e-10,5.5838699849870286e-05,1.5402685126154563e-10,2.3317008152088408e-13,7.7335667165348028e-15,3.5934320627079837e-14,1.7891611314159495e-10,2.1280687569210583e-09,2.2097827819074563e-09,5.506387481091626e-11,3.2064766310608666e-10,6.0949896904595333e-11,1.0381040521181766e-17,1.3781660024617391e-10,3.6728187609744835e-13,6.6629806672582449e-10,3.6148188648589041e-12,4.6349535895548772e-12,1.1849649587431867e-16,6.7192196764458856e-16,5.1203542377532204e-12
5.266339856485975e-07,0.8047191114794071,9.5032860372509587e-11,2.2038933526721231e-12,2.3057565095428471e-09,3.0230680308989464e-15,2.9657403547696287e-09,0.0,0.0,2.5983402799810059e-05,1.1033826919292228e-06,154.0,0.0,0.99506576481166786,1.0,18.998896888089892,0.00086093491467923204,1.2315323953482451e-10,0.00078417275795403317,0.0018067599924247739,3.8365538048235817e-05,0.0010088873803522926,1.4504932996523385e-09,9.8411076855938551e-06,3.1020283494905053e-05,3.9535390242687264e-11,0.00026142035128244421,4.5261409971764841e-08,1.0581055224392587e-05,1.0569093928986988e-05,5.6898741977108848e-09,5.5920408930539029e-10,4.1922695729140125e-09,6.4920956012887488e-05,3.1878672460924064e-10,3.5986110120548616e-10,3.6073382870080568e-10,5.7277303164181605e-05,1.5766656491922712e-10,2.3508054841968574e-13,7.9158892707777185e-15,3.686020480086068e-14,1.8357215747060323e-10,2.2013731224840598e-09,2.2862194664123629e-09,5.7150022290077789e-11,3.3372301624185199e-10,6.4164425142880035e-11,1.0774336164358193e-17,1.4393015857224067e-10,3.8832594244576029e-13,6.7229192281665394e-10,3.7401731122956759e-12,4.7958773203107741e-12,1.2260571414547726e-16,6.9623454613150515e-16,5.3057158139201283e-12
5.312511880299041e-07,0.8047190685536644,9.584846338424943e-11,2.243504364678782e-12,2.3729709123584136e-09,3.1286095561043199e-15,3.0820130310176516e-09,0.0,0.0,2.641024609942515e-05,1.1411069778207474e-06,154.0,0.0,0.9950216303781072,1.0,18.998886906770661,0.00086789323027629424,1.2314848434502917e-10,0.00079036394659567661,0.0018214168648541594,3.8700991158937367e-05,0.0010168620743358789,1.4622593581174979e-09,9.9209370330320434e-06,3.1291641950560163e-05,3.9847895514915055e-11,0.0002659242290148628,4.5619655898548287e-08,1.0762784205246899e-05,1.0750562685953967e-05,5.7875652787144515e-09,5.6419466622568686e-10,4.2642480578532766e-09,6.6439734604602116e-05,3.3237882079987182e-10,3.7567487961277332e-10,3.7659409768616743e-10,5.8739070896680814e-05,1.6135984582271209e-10,2.369874810030058e-13,8.1008894637271318e-15,3.7800999400678392e-14,1.8830403010109969e-10,2.2764870538150035e-09,2.3645510555857021e-09,5.9294625434900815e-11,3.4719654494012341e-10,6.7516486050645804e-11,1.1178652293601279e-17,1.502560541822887e-10,4.1036016590425376e-13,6.78285492468293e-10,3.8687338819873712e-12,4.9609222894776357e-12,1.2682004515466353e-16,7.2119705790806167e-16,5.4960348985382369e-12
5.358683904112108e-07,0.8047190256208222,9.6662556151326988e-11,2.2834475063343093e-12,2.4414493537393364e-09,3.2367944887246058e-15,3.2016813734419103e-09,0.0,0.0,2.6839826240806338e-05,1.1797546452569913e-06,154.0,0.0,0.99497748597014335,1.0,18.998876918813249,0.00087484181614816631,1.2314327591122721e-10,0.00079653948143641707,0.0018360464461918216,3.9036428225669135e-05,0.0010248165903754619,1.4740035007394072e-09,1.0000617650641111e-05,3.1562989746030481e-05,4.0159610101030523e-11,0.00027046426496047141,4.5976997191722623e-08,1.0945944098634397e-05,1.0933457943962082e-05,5.8860242260964374e-09,5.6918504716988492e-10,4.3367923058638116e-09,6.7980626491326613e-05,3.4641792123680667e-10,3.9203334822492812e-10,3.9300109024768629e-10,6.0224134809241771e-05,1.6510697550603948e-10,2.3889086031739817e-13,8.2885813428547772e-15,3.875678925717397e-14,1.9311217150652804e-10,2.3534370105003229e-09,2.4448053850107235e-09,6.1498725994063165e-11,3.6107611736522031e-10,7.1010587317381723e-11,1.1594185306934149e-17,1.5679961785454643e-10,4.3342093304592686e-13,6.8427877561958936e-10,4.0005546133364765e-12,5.1301572591796502e-12,1.3114124081843517e-16,7.4682084026503668e-16,5.6913980098597395e-12
5.400238725543869e-07,0.8047189869750547,9.7393941891290541e-11,2.3196797129280477e-12,2.5041685531101437e-09,3.336453310518694e-15,3.3123393823405955e-09,0.0,0.0,2.7228770079092054e-05,1.2153379568231924e-06,154.0,0.0,0.99493774757881615,1.0,18.998867923955633,0.00088108723527880524,1.2313894093824469e-10,0.00080208401710469516,0.0018491896222897891,3.9338307865018792e-05,0.0010319583232540578,1.4845543912703128e-09,1.0072202427544563e-05,3.1807193645965937e-05,4.0439474031723183e-11,0.00027458115378633553,4.629782731827976e-08,1.1112008435016165e-05,1.1099280277504362e-05,5.9752921527405629e-09,5.7367622243728948e-10,4.4025646400359453e-09,6.938643040403174e-05,3.5944379033300144e-10,4.0723290865559885e-10,4.0824611842722044e-10,6.1580718183283544e-05,1.6852566320747788e-10,2.4060084973372801e-13,8.4598168926725369e-15,3.9629890364111339e-14,1.9750506842167803e-10,2.4242837110255919e-09,2.5187013039223817e-09,6.3534153320042653e-11,3.7392145449026877e-10,7.4280533675948905e-11,1.1977918820010125e-17,1.6287940552939037e-10,4.5508419195808225e-13,6.8967248544806623e-10,4.1220250643523877e-12,5.2861084752119589e-12,1.3512314568893828e-16,7.7045708060534063e-16,5.8716095679594264e-12
5.44179354697563e-07,0.8047189483232722,9.8124092296834334e-11,2.3561798401976594e-12,2.5679261796847836e-09,3.4383134439282901e-15,3.4258472740714799e-09,0.0,0.0,2.7619896662657733e-05,1.2516895578717569e-06,154.0,0.0,0.99489800130149719,1.0,18.9988589236835,0.00088732479335923724,1.2313442800271622e-10,0.00080761575891881801,0.0018623104826683689,3.9640174503621161e-05,0.0010390835648863266,1.4950873591885723e-09,1.0143665590406854e-05,3.2051388908832319e-05,4.0718691729514283e-11,0.00027872722106974383,4.6617918067936127e-08,1.1279226217340758e-05,1.126625237280624e-05,6.0651789772437345e-09,5.7816723892178743e-10,4.4687929775834686e-09,7.0810321016078054e-05,3.7284762311252524e-10,4.2289470759009585e-10,4.239551406139711e-10,6.295637088331043e-05,1.7198839538906743e-10,2.4230793389719927e-13,8.6332539877761093e-15,4.0515266024432178e-14,2.0196040992093798e-10,2.4966584923947677e-09,2.5941976718705256e-09,6.5619391212770931e-11,3.8710793053735597e-10,7.7672693580064759e-11,1.2371042982417755e-17,1.6914388739511375e-10,4.7763705598841896e-13,6.9506596311883854e-10,4.2462192653186127e-12,5.4455606241066288e-12,1.3919433766231309e-16,7.9464660659752274e-16,6.0560415302945228e-12
5.48334836840739e-07,0.8047189096653561,9.8853001746749777e-11,2.3929473611649247e-12,2.6327290342065603e-09,3.5424034808151886e-15,3.5422526310865259e-09,0.0,0.0,2.8013189775761381e-05,1.2888191144925972e-06,154.0,0.0,0.99485824722926863,1.0,18.998849917979406,0.00089355449985947257,1.2313003497374177e-10,0.00081313465368247856,0.0018754089292870209,3.9942028138975543e-05,0.0010461922467911921,1.5056023222063451e-09,1.0215006605966933e-05,3.2295575533457536e-05,4.099726049139588e-11,0.00028290241452039969,4.6937266357184739e-08,1.1447594779058356e-05,1.1434371509729992e-05,6.1556832323359524e-09,5.8265809660368331e-10,4.5354762376507098e-09,7.225238000588723e-05,3.8663707422231278e-10,4.3902891802065826e-10,4.4013838293245325e-10,6.4351185838450512e-05,1.7549537141536687e-10,2.4401210037937044e-13,8.8089025605797413e-15,4.1412976070898903e-14,2.0647850686899025e-10,2.5705808067210264e-09,2.671314954526752e-09,6.7755212364788792e-11,4.0064140526858118e-10,8.1190562136432321e-11,1.2773703467763388e-17,1.7559711623630279e-10,5.01108024761707e-13,7.0045920858888951e-10,4.3731770442628583e-12,5.6085649550267977e-12,1.4335612230160398e-16,8.193978766398701e-16,6.244758446100331e-12
5.524903189839151e-07,0.8047188710011839,9.9580664673457253e-11,2.4299817462955753e-12,2.6985838543121095e-09,3.648752075651239e-15,3.6616033672102695e-09,0.0,0.0,2.8408633161065081e-05,1.3267363091953015e-06,154.0,0.0,0.99481848545289686,1.0,18.998840906826146,0.00089977636423848131,1.2312551169916489e-10,0.00081864064882329471,0.0018884848650446346,4.0243868768904934e-05,0.001053284301291726,1.5160992054025779e-09,1.02862249448556e-05,3.2539753518919849e-05,4.1275177681638203e-11,0.00028710668163071896,4.7255869138602216e-08,1.1617111442340749e-05,1.1603634956136551e-05,6.2468034479961664e-09,5.8714879546349638e-10,4.6026133369389223e-09,7.3712688260405199e-05,4.0081988338241344e-10,4.5564585168113013e-10,4.5680621143707656e-10,6.576525495353954e-05,1.7904678872327401e-10,2.457133362743865e-13,8.9867724557666271e-15,4.2323079675227484e-14,2.1105966677168759e-10,2.6460701564282333e-09,2.7500736711390651e-09,6.9942393684297619e-11,4.145277780459195e-10,8.4837704116412495e-11,1.3186046744420823e-17,1.8224319972665969e-10,5.2552625947142899e-13,7.0585222181570938e-10,4.5029385137575328e-12,5.7751730833977166e-12,1.4760981457194953e-16,8.4471941238751076e-16,6.4378253475671229e-12
5.566458011270912e-07,0.8047188323306348,1.0030707556224771e-10,2.4672824635640921e-12,2.7654973153504398e-09,3.7573879415432096e-15,3.78394771941805e-09,0.0,0.0,2.8806210521692511e-05,1.3654508396104058e-06,154.0,0.0,0.99477871606283297,1.0,18.998831890206748,0.00090599039594438499,1.2312107928543611e-10,0.00082413369238364294,0.0019015381937640876,4.0545696391005854e-05,0.0010603596615030269,1.526577928907829e-09,1.0357320083789918e-05,3.2783922864103226e-05,4.1552440664770331e-11,0.00029133996968159402,4.757372340030848e-08,1.1787773518399743e-05,1.1774039968224798e-05,6.3385381447354939e-09,5.9163933548195603e-10,4.6702031855336848e-09,7.5191325886157041e-05,4.1540387388811238e-10,4.727559572979641e-10,4.7396913036005716e-10,6.7198669124313428e-05,1.8264284284844205e-10,2.4741162931262031e-13,9.1668734155678828e-15,4.324563536106516e-14,2.1570419382703012e-10,2.7231460918287001e-09,2.8304943919623844e-09,7.2181716161011118e-11,4.2877298668596838e-10,8.8617753478297326e-11,1.3608220050239837e-17,1.8908629972265022e-10,5.5092158089465872e-13,7.1124500275728679e-10,4.6355440661144745e-12,5.9454369850330413e-12,1.519567385446973e-16,8.7061979769013931e-16,6.635307741727516e-12
