Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535)
2.1796913671520996e-08,0.361478818677456,3.7069014917729905e-06,9.2634868519317322e-08,5.1708421006327712e-06,5.7803509478094403e-10,1.298096292331769e-06,0.0,0.0,0.00093270254813733954,0.00011549146690601653,154.0,0.0,0.78488335375778584,1.0,18.994428073495492,0.0058591013730119653,2.1348972094934835e-06,0.029787933965774862,0.041533806055714592,0.041428333670191379,0.0037518011940824163,1.4858016677577797e-08,9.4682840694591144e-05,0.07563178391047945,3.4773181691951524e-11,0.0067575539770245727,5.8284310355892203e-05,0.0081888273009596019,0.0080943783143802833,2.9079064476239523e-06,9.5271770736236002e-06,1.7180144266239039e-06,0.0013355518434268133,5.6192285878864801e-06,1.8915698002198834e-05,2.0344427319566095e-05,0.00066566602633098945,1.0263922254341569e-07,6.2071896609067584e-13,2.7813314866301157e-12,8.7706976073518507e-11,1.3374855210150537e-06,4.0050140224102621e-06,3.008031302485162e-07,6.4120576016936141e-07,8.6608284707544926e-08,2.2896536498808227e-08,4.3173475341291342e-13,4.0776542070577295e-08,6.4357885768357952e-08,5.0972238217546216e-06,7.1639285492329662e-09,8.9878408500747468e-10
2.1909826413229275e-08,0.36147892734094744,3.7281608926187743e-06,9.3736595281308298e-08,5.2574769582944182e-06,5.8978019771893186e-10,1.328364306042419e-06,0.0,0.0,0.00094007779292216227,0.00011750955186711675,154.0,0.0,0.78393124184757845,1.0,18.994400582491696,0.0058846631971397863,2.1325001966677324e-06,0.029862388165178774,0.041685854647724632,0.041615087671369351,0.003761186658803282,1.4912383423975421e-08,9.5029308580947417e-05,0.075981222501702708,3.4860169901251312e-11,0.0068159424821313463,5.8431280528111073e-05,0.0082604009584001103,0.0081638947410993361,2.9328752578690942e-06,9.5721239429542572e-06,1.7327664300987117e-06,0.0013511815130862245,5.7238548752590441e-06,1.934680855840265e-05,2.0816425951854373e-05,0.00067386485337401613,1.0384777093846572e-07,6.2299033013811521e-13,2.8138019846926107e-12,8.8793093192030063e-11,1.3555270760703177e-06,4.0823499236113204e-06,3.0662906496020939e-07,6.5412663197283804e-07,8.83880167039437e-08,2.3557625864399728e-08,4.4043460124445279e-13,4.1864675703799091e-08,6.6396841773631839e-08,5.1206869788290427e-06,7.3503902791217818e-09,9.2219441518229429e-10
2.2004427576355168e-08,0.3614790186947783,3.7459311092946604e-06,9.4664412874594862e-08,5.3307404505416992e-06,5.9974469543254739e-10,1.354123981482674e-06,0.0,0.0,0.00094626096545359726,0.00011921754752086147,154.0,0.0,0.78313470145193853,1.0,18.994377553431224,0.0059060454250688251,2.1304948696020275e-06,0.029924284251681865,0.04181280646082363,0.041771355781648971,0.0037689890331657327,1.4957776288607662e-08,9.5318587837298394e-05,0.076273688856431987,3.493248538849783e-11,0.0068649712568249685,5.8553464439698573e-05,0.0083205054404301565,0.008222250199790615,2.9538352270790625e-06,9.6097426377753063e-06,1.7451499421057217e-06,0.0013643489251561024,5.8124665061404373e-06,1.9713501088451093e-05,2.1218087656795667e-05,0.00068076997549506408,1.0486597101378067e-07,6.2488678072588156e-13,2.8411568332930218e-12,8.9707883163115615e-11,1.3707357424251272e-06,4.1479195486294292e-06,3.1156879971853002e-07,6.6508828503819627e-07,8.9898303866806259e-08,2.4122985803737664e-08,4.4781527306310944e-13,4.2793686870937612e-08,6.814496758442169e-08,5.1403199730067984e-06,7.5097243344296829e-09,9.4219917711717091e-10
2.2099028739481062e-08,0.36147911033142455,3.7636632976574346e-06,9.5596562396771149e-08,5.4046237723487016e-06,6.0982300631902967e-10,1.3802521117273921e-06,0.0,0.0,0.00095244763536748533,0.00012094126733893978,154.0,0.0,0.78233921995690614,1.0,18.994354527649669,0.005927396590981261,2.1284922348821404e-06,0.02998574119402184,0.041939359437206836,0.041927442582263108,0.0037767360019401574,1.5003026359454221e-08,9.5606956949185155e-05,0.076565880095422201,3.5004287420921228e-11,0.006914099028430566,5.8674784257428463e-05,0.0083807350292418297,0.0082807073868310325,2.9748316801061362e-06,9.6473258848649725e-06,1.7575550098074603e-06,0.0013775823588056575,5.9019498919590565e-06,2.0085249222778054e-05,2.1625463734576876e-05,0.00068770774863734512,1.058893156787685e-07,6.2677725377929351e-13,2.8686485376440868e-12,9.0627046886016873e-11,1.3860290042286154e-06,4.2142002084213008e-06,3.1656227168194702e-07,6.761748642912785e-07,9.1426186685588746e-08,2.469896381588028e-08,4.5528005991098576e-13,4.3738717128245948e-08,6.9930022252452881e-08,5.1599301734256692e-06,7.6719377286055707e-09,9.625657424716785e-10
2.2193629902606955e-08,0.3614792022486605,3.7813572401556171e-06,9.6533033732021168e-08,5.4791279328237098e-06,6.2001570603968413e-10,1.4067519143494141e-06,0.0,0.0,0.00095863765866065567,0.0001226807563004904,154.0,0.0,0.78154479585244407,1.0,18.994331505143982,0.005948716737068753,2.1264922789398106e-06,0.030046760605065604,0.04206551436693097,0.04208334831124342,0.003784427768941492,1.5048133869643112e-08,9.5894417719208196e-05,0.076857796587181823,3.5075577754102368e-11,0.0069633250943307891,5.879524315082249e-05,0.0084410888385533615,0.0083392652291564891,2.9958642301097683e-06,9.6848737317210723e-06,1.7699814053306257e-06,0.0013908817558756204,5.992307608341139e-06,2.0462093878989436e-05,2.2038604102342424e-05,0.00069467806455312934,1.0691780052626739e-07,6.2866178297874113e-13,2.8962769778812148e-12,9.1550570288056849e-11,1.4014066788702996e-06,4.281195494338275e-06,3.2160975341496243e-07,6.8738705141236794e-07,9.2971764319703571e-08,2.5285700759549081e-08,4.6282942077598123e-13,4.4699959869390084e-08,7.1752582081578299e-08,5.1795176100219969e-06,7.8370705034003346e-09,9.8329914776965621e-10
2.228823106573285e-08,0.3614792944442686,3.7990127236264203e-06,9.7473816708590942e-08,5.5542539145846008e-06,6.3032336686523929e-10,1.4336266119545913e-06,0.0,0.0,0.00096483089223603925,0.00012443605883708856,154.0,0.0,0.78075142762874916,1.0,18.994308485911926,0.005970005905463472,2.1244949994122356e-06,0.030107344094394358,0.042191272040253164,0.042239073206280377,0.0037920645375673955,1.5093099111103399e-08,9.6180971953315945e-05,0.07714943869968359,3.5146358296117696e-11,0.0070126487547572981,5.8914844282968331e-05,0.0085015659853362544,0.0083979226568065696,3.0169324927045108e-06,9.7223862257736729e-06,1.7824289014655117e-06,0.0014042470570434201,6.0835421906135197e-06,2.0844075994413184e-05,2.2457558768345306e-05,0.0007016808142674371,1.0795142105762545e-07,6.3054037641202111e-13,2.9240420301088e-12,9.2478439136259754e-11,1.4168685814794827e-06,4.3489089851607506e-06,3.2671151653174054e-07,6.9872552595912551e-07,9.4535135634918552e-08,2.5883338482543168e-08,4.7046381321680014e-13,4.5677609710395665e-08,7.3613228769068546e-08,5.1990823126899169e-06,8.0051630457690368e-09,1.0044044730187791e-09
2.2382832228858742e-08,0.3614793869160405,3.8166295392512856e-06,9.8418901099815383e-08,5.6300026738150805e-06,6.4074655765248299e-10,1.4608794320224896e-06,0.0,0.0,0.00097102719390215959,0.00012620721883270809,154.0,0.0,0.77995911377627092,1.0,18.994285469952036,0.0059912641382381514,2.1225004027617634e-06,0.030167493268294654,0.042316633247619216,0.042394617504724078,0.003799646510797134,1.513792242030805e-08,9.6466621460212807e-05,0.077440806800365899,3.5216631069515873e-11,0.0070620693127828229,5.9033590810501896e-05,0.0085621655898089986,0.0084566786029278314,3.0380360856817814e-06,9.7598634143850891e-06,1.7948972716663976e-06,0.0014176782018319328,6.1756561337125453e-06,2.12312365238175e-05,2.288237782967544e-05,0.00070871588808925682,1.089901726833845e-07,6.3241302279536259e-13,2.9519435668094584e-12,9.3410639052146401e-11,1.4324145249533741e-06,4.4173442470041303e-06,3.3186783168893746e-07,7.1019096534652503e-07,9.6116399200302477e-08,2.6492019819682375e-08,4.781836933494386e-13,4.6671862487447687e-08,7.5512549408620328e-08,5.2186243112813616e-06,8.1762560879831854e-09,1.0258868417252008e-09
2.2572034555110526e-08,0.36147957267928676,3.8517463530319931e-06,1.0032193295373424e-07,5.7833722177538787e-06,6.6194178727244814e-10,1.5165323724635609e-06,0.0,0.0,0.00098342843726383056,0.00012979728399895688,154.0,0.0,0.77837764314816404,1.0,18.994239447846805,0.006033687964921282,2.1185192164527768e-06,0.030286495078406708,0.04256616942713249,0.042705165259570688,0.0038146468808837046,1.522714423689224e-08,9.703521351174196e-05,0.078022722433425715,3.535566044616821e-11,0.0071611983480586857,5.9268532645865757e-05,0.0086837286688786954,0.0085744817987440016,3.0803477314347202e-06,9.8347120643949687e-06,1.8198957313760441e-06,0.0014447377746649463,6.3625318794506323e-06,2.2021256711234611e-05,2.3749809951293188e-05,0.00072288256580715557,1.1108305041210873e-07,6.3614058235090034e-13,3.0081555814278915e-12,9.5287974470931069e-11,1.4637577751632261e-06,4.5563942840975038e-06,3.4234519590318242e-07,7.3350543742029338e-07,9.9332995848557066e-08,2.7743089592515489e-08,4.9388173382653129e-13,4.8710966275746879e-08,7.9429587923082174e-08,5.2576403154316532e-06,8.5276083283607455e-09,1.0700034211242404e-09
2.274228371072789e-08,0.36147974075611505,3.8832111586580874e-06,1.0204893332580251e-07,5.9235164498351482e-06,6.8141443808164238e-10,1.5679356015957553e-06,0.0,0.0,0.00099459647976095421,0.00013308236360418856,154.0,0.0,0.77695818468784839,1.0,18.994198047152871,0.0060717566744798133,2.1149459521552494e-06,0.030392107096504094,0.042789360950793338,0.042983989085214697,0.0038279592827474094,1.5306945787427386e-08,9.754377220138069e-05,0.078545412019077873,3.5479045061634101e-11,0.0072507215864110446,5.9477049006631937e-05,0.0087935242062972558,0.0086808103684354859,3.118537816691213e-06,9.9019425824972843e-06,1.8424591036727965e-06,0.0014693111706437256,6.5337182655303624e-06,2.2750253466434819e-05,2.4550902505614137e-05,0.00073573951214779142,1.1298377150390319e-07,6.394745773145065e-13,3.059201943543138e-12,9.6991912120496005e-11,1.4922466606743493e-06,4.6840183645548156e-06,3.5196220897763934e-07,7.5492524848083505e-07,1.022895292463385e-07,2.8908045556462253e-08,5.083040661969552e-13,5.0604559430513314e-08,8.3092466243589255e-08,5.2926705996221956e-06,8.8544385267196744e-09,1.1110420564503511e-09
2.2912532866345253e-08,0.36147990969344423,3.9145476763625192e-06,1.0378970352412963e-07,6.0656913633822333e-06,7.0126994547125964e-10,1.6206138488883513e-06,0.0,0.0,0.0010057722899805795,0.00013641945866224952,154.0,0.0,0.77554211761644531,1.0,18.994156657069073,0.0061097258427034061,2.1113812986014552e-06,0.030496337294946479,0.04301128071639751,0.04326223167848408,0.0038410973522508348,1.5386291966396102e-08,9.8049428795169696e-05,0.079067219837606811,3.5600813950993882e-11,0.0073405479467885089,5.9682846292302257e-05,0.008903702824685852,0.0087874415727513533,3.1568364165282957e-06,9.9690594883654418e-06,1.8650865903882863e-06,0.0014940968255688376,6.7077896074794813e-06,2.3496658967019962e-05,2.5371770902915402e-05,0.00074869941150118341,1.1490103549724575e-07,6.4278953773468328e-13,3.110688280145734e-12,9.8709650190886149e-11,1.5210047259559055e-06,4.8140349243630858e-06,3.6176006508163778e-07,7.7676669672244776e-07,1.0530552946130567e-07,3.0111034177987511e-08,5.2301029440834436e-13,5.2555025011612545e-08,8.68899727518032e-08,5.3276278131777944e-06,9.1916355430351137e-09,1.1533834722209948e-09
2.3082782021962617e-08,0.3614800794787207,3.9457548399800228e-06,1.0554418209572296e-07,6.209901584945566e-06,7.2151149868605419e-10,1.6745860801759295e-06,0.0,0.0,0.0010169550717763225,0.00013980880518004403,154.0,0.0,0.77412943314674221,1.0,18.99411527761421,0.0061475957126734667,2.1078252236610449e-06,0.030599194915916946,0.043231933336374435,0.043539894410654228,0.0038540622572151451,1.5465184374857623e-08,9.8552193829207812e-05,0.07958814801162109,3.5720977797881748e-11,0.0074306734686294248,5.9885942666193063e-05,0.0090142595125868533,0.0088943693061329012,3.195241335392402e-06,1.0036063055609098e-05,1.887776895034908e-06,0.0015190943464263283,6.8847589766964271e-06,2.4260712237867999e-05,2.6212710034874655e-05,0.00076176160017246599,1.1683481245474128e-07,6.460855556498853e-13,3.1626137739420111e-12,1.0044110194523914e-10,1.5500308036296756e-06,4.9464642789205751e-06,3.717403062185703e-07,7.9903365044072192e-07,1.0838155988660209e-07,3.135292334478471e-08,5.3800302305552391e-13,5.4563548237585568e-08,9.0825724644197687e-08,5.3625121285704486e-06,9.5394492736532167e-09,1.1970591039716731e-09
2.325303117757998e-08,0.36148025009948337,3.9768316252871116e-06,1.0731230709489381e-07,6.3561514692139286e-06,7.4214224937226057e-10,1.7298712990052712e-06,0.0,0.0,0.0010281440384395781,0.00014325063343297766,154.0,0.0,0.77272012249554645,1.0,18.994073908814606,0.0061853665268501853,2.1042777109545898e-06,0.030700689166327486,0.043451323424126179,0.043816978649466064,0.003866855160984132,1.5543624700023579e-08,9.9052077845770804e-05,0.08010819865818089,3.5839547472882715e-11,0.0075210942205027982,6.0086356222531521e-05,0.0091251892920645762,0.0090015874958645544,3.2337503914920236e-06,1.0102953557127921e-05,1.9105287281170966e-06,0.0015443033288224726,7.0646390145683984e-06,2.504265229505409e-05,2.7074015532671976e-05,0.00077492540787650567,1.1878507154360818e-07,6.4936268571579798e-13,3.214977581676005e-12,1.021861796593019e-10,1.5793237052174789e-06,5.0813266033408706e-06,3.8190446378103848e-07,8.2172995386051838e-07,1.1151818055994498e-07,3.2634591103013506e-08,5.532848405260767e-13,5.663132692057619e-08,9.4903395822536334e-08,5.3973237178303993e-06,9.898133237188806e-09,1.2421008435626209e-09
2.3423280333197344e-08,0.3614804215433612,4.0077770491962872e-06,1.0909401610163187e-07,6.504445100438091e-06,7.6316531121393517e-10,1.7864885435500274e-06,0.0,0.0,0.0010393384126804782,0.00014674516797200378,154.0,0.0,0.77131417688399384,1.0,18.99403255070392,0.0062230385270731327,2.1007387427318286e-06,0.030800829217666633,0.043669455593800019,0.044093485759134396,0.00387947722240529,1.5621614620911594e-08,9.9549091388515846e-05,0.080627373888810944,3.5956533782368943e-11,0.0076118062999534436,6.0284104986153188e-05,0.0092364872185791806,0.0091090901021292532,3.2723614147026644e-06,1.0169731265111787e-05,1.9333408071381139e-06,0.0015697233571505666,7.2474419313550838e-06,2.5842718101818295e-05,2.795598372243055e-05,0.00078819015794346758,1.2075178104871678e-07,6.5262098628907177e-13,3.2677788370723793e-12,1.0394479474641242e-10,1.6088822216596336e-06,5.2186419308653108e-06,3.9225405842977836e-07,8.4485942679306852e-07,1.1471594811122181e-07,3.395692560664015e-08,5.6885831876945732e-13,5.875957141375388e-08,9.9126716874782779e-08,5.4320627525463757e-06,1.0267944571986037e-08,1.2885410388678878e-09
2.3593529488814708e-08,0.36148059379807435,4.0385901689465666e-06,1.1088924624001692e-07,6.6547862939411014e-06,7.845837595794622e-10,1.8444568834735055e-06,0.0,0.0,0.0010505374266068423,0.00015029262763221029,154.0,0.0,0.76991158753785927,1.0,18.993991203323009,0.0062606119545618811,2.0972082889506895e-06,0.030899624205848634,0.043886334460056929,0.044369417100354087,0.0038919295958110595,1.5699155750057346e-08,0.00010004324499917934,0.081145675809509876,3.6071947313378381e-11,0.0077028058333442357,6.0479206912202251e-05,0.0093481483808574139,0.0092168711180629411,3.3110722452552652e-06,1.0236396451041029e-05,1.9562118566082876e-06,0.0015953540047601599,7.4331795051773051e-06,2.6661148523816876e-05,2.8858911579787848e-05,0.00080155516752581247,1.2273490838581888e-07,6.5586054478901438e-13,3.3210166527921926e-12,1.0571685784627606e-10,1.6387051238375044e-06,5.35843015129214e-06,4.0279059997387981e-07,8.684258642958085e-07,1.1797541571045842e-07,3.5320825063852278e-08,5.8472601306794824e-13,6.0949504555923738e-08,1.0349947504070453e-07,5.4667294038658495e-06,1.0649144032626049e-08,1.3364124933447957e-09
2.384287566434045e-08,0.361480847519604,4.0834782726251737e-06,1.1354280363095237e-07,6.8786781622070979e-06,8.1667304713613867e-10,1.9318353576043022e-06,0.0,0.0,0.0010669462489342296,0.00015558418474175174,154.0,0.0,0.7678634004314322,1.0,18.99393066559481,0.0063154644291205644,2.0920529263830516e-06,0.031041910282203895,0.0442017219421467,0.044772508617556474,0.0039098634273963713,1.5811915638166295e-08,0.00010076184055770991,0.081903206767609885,3.6238165160484163e-11,0.0078365941504302157,6.0760212548828853e-05,0.0095123322501221297,0.0093752167622592267,3.367943622538278e-06,1.033383147581815e-05,1.9898124852892667e-06,0.0016332717550801461,7.7105300149988873e-06,2.7893460505283739e-05,3.0219784592256666e-05,0.00082130901565071715,1.2566894938186128e-07,6.6057149525393223e-13,3.3997745338744221e-12,1.0833629672869227e-10,1.6828581779261575e-06,5.5676676144628066e-06,4.1856289960826351e-07,9.0373765985847969e-07,1.2286172001117567e-07,3.7395298892454362e-08,6.0850206256884659e-13,6.4270785636338353e-08,1.101815299961133e-07,5.5173717479958228e-06,1.1228552504222332e-08,1.4091774119886087e-09
2.4092221839866194e-08,0.36148110291632857,4.1280779610564576e-06,1.1622502797322091e-07,7.106979808884163e-06,8.4962634994200147e-10,2.0222130523415345e-06,0.0,0.0,0.0010833610516540644,0.00016099037191629316,154.0,0.0,0.76582236631151424,1.0,18.993870151163151,0.0063701067306249698,2.0869157071894082e-06,0.031181359107035473,0.044514445435392264,0.045174372248690559,0.0039274393313607318,1.5923721585069927e-08,0.00010147435718991696,0.082658875522462941,3.6401065468515744e-11,0.0079709788568920574,6.1035634877976892e-05,0.0096772696202436746,0.0095341281594529485,3.4250177887242788e-06,1.0431026564819086e-05,2.023532930689938e-06,0.0016716389356531804,7.9942336922198638e-06,2.9166426600176698e-05,3.1627192400723202e-05,0.00084127425948360163,1.2863802707466408e-07,6.6524261397029192e-13,3.4794639481027026e-12,1.1098410198976482e-10,1.7275716714995773e-06,5.7823133196789632e-06,4.3474408655213836e-07,9.4000658898294369e-07,1.2788326474457832e-07,3.9563773100262535e-08,6.3292256721614881e-13,6.7730972191149175e-08,1.1720468506525602e-07,5.5678597274819598e-06,1.1833801276865983e-08,1.4851901172043184e-09
2.4341568015391937e-08,0.36148135995070535,4.1723867190027493e-06,1.1893571693300424e-07,7.3397001417153276e-06,8.8345287579182771e-10,2.1156501566405424e-06,0.0,0.0,0.0010997795308183345,0.00016651181058060594,154.0,0.0,0.76378845767518766,1.0,18.993809660234977,0.0064245396097120646,2.0817965992986581e-06,0.031317998964780477,0.044824519436831765,0.04557501222765746,0.0039446608812462331,1.6034579001915333e-08,0.00010218082802830509,0.083412688626077508,3.6560681926803764e-11,0.008105948113584548,6.1305529490592793e-05,0.009842945444636474,0.0096935868224833788,3.4822881047067712e-06,1.0527982562698622e-05,2.057369267443966e-06,0.0017104540824816401,8.2843224987470548e-06,3.048079486893696e-05,3.3082074275544299e-05,0.0008614486876182538,1.3164202936558149e-07,6.6987402504748398e-13,3.5600818419538467e-12,1.1365998349155374e-10,1.7728415243204523e-06,6.0024280460744802e-06,4.5133877488536978e-07,9.7724427785963779e-07,1.3304174620703871e-07,4.182918469652802e-08,6.5799535513890334e-13,7.1334049292659665e-08,1.245814944815842e-07,5.6181938748874096e-06,1.246575139415273e-08,1.5645589378167946e-09
2.459091419091768e-08,0.36148161858559924,4.2164021994318318e-06,1.216746664698255e-07,7.576846868814779e-06,9.1816164948974813e-10,2.2122069347433063e-06,0.0,0.0,0.0011161994251340933,0.00017214909614971151,154.0,0.0,0.76176164704763005,1.0,18.993749193046575,0.00647876381418126,2.0766954527505487e-06,0.031451857973119508,0.045131958440778663,0.045974432772245714,0.0039615316294387337,1.6144492633723509e-08,0.0001028812861700853,0.084164652605142498,3.6717046257624721e-11,0.0082414902104335913,6.1569951650850712e-05,0.010009344826840847,0.0098535744169264174,3.5397479715143724e-06,1.062470031085421e-05,2.0913176026434311e-06,0.0017497156844858961,8.5808263940035998e-06,3.1837311931506375e-05,3.4585371458980181e-05,0.00088183006467862054,1.3468084044881967e-07,6.7446614247329181e-13,3.6416250826077636e-12,1.1636364849847493e-10,1.8186635751507489e-06,6.228071880807348e-06,4.6835152631881548e-07,1.0154622317967005e-06,1.3833884370383678e-07,4.4194515615305453e-08,6.8372817307391167e-13,7.5084058096126577e-08,1.3232477128997247e-07,5.6683747207519853e-06,1.3125280395120769e-08,1.6473942809756021e-09
2.4840260366443423e-08,0.36148187878427906,4.2601222188170471e-06,1.2444167094136787e-07,7.8184265105955084e-06,9.5376151133485085e-10,2.3119437066210054e-06,0.0,0.0,0.0011326185157615673,0.00017790279814169406,154.0,0.0,0.75974190698395194,1.0,18.99368874986245,0.0065327800889990757,2.0716122931321005e-06,0.031582964082199856,0.045436776937341668,0.04637263808404761,0.0039780551070716357,1.6253468223263419e-08,0.00010357576474586472,0.084914773960866163,3.6870192646843903e-11,0.0083775935654349879,6.1828956294604734e-05,0.01017645301967195,0.010014072761343648,3.5973908675253943e-06,1.0721180647428646e-05,2.1253740759765054e-06,0.001789422184547876,8.8837733335341992e-06,3.3236722689033079e-05,3.6138026876597002e-05,0.00090241613252922497,1.3775434089306468e-07,6.7901894461684688e-13,3.7240904142810709e-12,1.1909480012516905e-10,1.8650335848406287e-06,6.4593042109533194e-06,4.8578684957601323e-07,1.0546718334271931e-06,1.4377621927309751e-07,4.6662792292297576e-08,7.1012868515873189e-13,7.8985095411753783e-08,1.4044758646647578e-07,5.7184027935944651e-06,1.3813282252223429e-08,1.7338086243924927e-09
2.506467192441659e-08,0.3614821142700899,4.2992159401445251e-06,1.2695579076989037e-07,8.0396427725550512e-06,9.8657042391652406e-10,2.4044755786628077e-06,0.0,0.0,0.001147393210337312,0.00018318111591228845,154.0,0.0,0.75793016360125298,1.0,18.993634371760958,0.0065812175699191885,2.0670527226628171e-06,0.031698628816640907,0.045708885021989179,0.046729987300313393,0.0039926322218869275,1.6350748240036089e-08,0.00010419571027639261,0.085588313090965817,3.7005299202017161e-11,0.0085005569904772586,6.2057473635975416e-05,0.010327444357319691,0.010158943059145737,3.6494206020106363e-06,1.0807810653548382e-05,2.1561141957801812e-06,0.0018255370992764524,9.1619558714814707e-06,3.4533480518227892e-05,3.7578398480537546e-05,0.00092111672056225562,1.4055004913466714e-07,6.8308315329911309e-13,3.799094854807342e-12,1.2157609064752801e-10,1.9072315345729523e-06,6.6722399840735831e-06,5.0184362265445954e-07,1.0908176410448188e-06,1.4879115456356159e-07,4.8974796770104238e-08,7.3446629135924374e-13,8.2628588867191437e-08,1.4809363566218873e-07,5.7632978734129224e-06,1.4457580271841049e-08,1.8147362032063019e-09
2.528908348238976e-08,0.36148235096692116,4.338067325918027e-06,1.2949231537919316e-07,8.2644571328413826e-06,1.020114309267535e-09,2.4996761412759338e-06,0.0,0.0,0.0011621639326771305,0.00018855455038213262,154.0,0.0,0.7561241052097073,1.0,18.99358001356968,0.0066294877680544931,2.0625075859594991e-06,0.031812106343897265,0.045978892782408111,0.047086358608600574,0.004006933434518036,1.6447276278249106e-08,0.00010481086327260136,0.086260369645416626,3.7137848740673759e-11,0.0086239574909630426,6.2281686602124909e-05,0.010478987464206099,0.010304199423563965,3.701588653703477e-06,1.0894249638976607e-05,2.186936038807813e-06,0.0018620098861077772,9.4453958503810202e-06,3.5866123969304012e-05,3.9060204256875061e-05,0.00093997958609114184,1.4337366416225032e-07,6.871159179385882e-13,3.8748410008136871e-12,1.2407918302410236e-10,1.9498666435596863e-06,6.8897922573732517e-06,5.1824949839947445e-07,1.1277839235457228e-06,1.5392223382008649e-07,5.1374942394338031e-08,7.5935633800177593e-13,8.6400842538546476e-08,1.5606779649320597e-07,5.8080700159970557e-06,1.5126353384080247e-08,1.8987404436655011e-09
2.5513495040362927e-08,0.3614825888488194,4.3766751043807602e-06,1.3205109196466712e-07,8.4928719302418136e-06,1.0543992227911035e-09,2.5975894004306188e-06,0.0,0.0,0.0011769291525284145,0.00019402346345684122,154.0,0.0,0.75432371187194014,1.0,18.993525675535953,0.0066775912206204898,2.0579767831953573e-06,0.031923416688398598,0.046246810767336104,0.047441755038480284,0.0040209612746150859,1.6543055823120776e-08,0.0001054212478248139,0.086930948311074133,3.7267863918204231e-11,0.0087477868854137376,6.2501634552880283e-05,0.010631071896105749,0.010449828919406566,3.7538903678329913e-06,1.0980498207969869e-05,2.2178368587333237e-06,0.0018988393186825136,9.734109485642068e-06,3.7235191322346703e-05,4.0584133863718338e-05,0.00095900304072952256,1.4622509172439492e-07,6.9111752594618039e-13,3.9513263088973152e-12,1.2660385573207936e-10,1.9929356725557758e-06,7.1120028366319488e-06,5.3500765107222838e-07,1.1655787166814446e-06,1.5917063166519845e-07,5.3865526010594075e-08,7.8480423570672087e-13,9.0304956730912499e-08,1.6438012919593782e-07,5.852719602448429e-06,1.5820287134796086e-08,1.98590760595484e-09
2.5737906598336095e-08,0.36148282789009123,4.4150380993033499e-06,1.3463196693020533e-07,8.7248887579024474e-06,1.0894310956845962e-09,2.6982593482982907e-06,0.0,0.0,0.0011916873668931923,0.00019958820040689391,154.0,0.0,0.75252896367486399,1.0,18.993471357923113,0.0067255284629870295,2.05346035144861e-06,0.032032579762838159,0.046512649519174727,0.047796179608947449,0.0040347182576593432,1.6638091184252472e-08,0.00010602688804133272,0.087600053758134497,3.7395369459707845e-11,0.0088720370737653542,6.2717356629034778e-05,0.010783687304476821,0.010595818712527891,3.8063211441621148e-06,1.1066556962657606e-05,2.2488139307652984e-06,0.0019360241431199206,1.0028111680365003e-05,3.8641219013470613e-05,4.2150877313081565e-05,0.00097818538419813588,1.4910423540094404e-07,6.9508790429090786e-13,4.0285481558565171e-12,1.2914988476604245e-10,2.0364353389745387e-06,7.3389130493339169e-06,5.5212121872084491e-07,1.2042099714691695e-06,1.6453751073581531e-07,5.6448872465368719e-08,8.1081533804137437e-13,9.4344067061318971e-08,1.7304086016193392e-07,5.8972470125492999e-06,1.6540077643571847e-08,2.0763252826407386e-09
2.5962318156309263e-08,0.3614830680652942,4.4531552273675e-06,1.3723478594531618e-07,8.9605084717308903e-06,1.1252157344080847e-09,2.8017299517142293e-06,0.0,0.0,0.001206437099871056,0.00020524908996556629,154.0,0.0,0.75073984073072531,1.0,18.993417061009978,0.0067733000286815488,2.0489581387068847e-06,0.032139615367802042,0.046776419573261188,0.048149635328550461,0.0040482068849173724,1.6732385516988158e-08,0.00010662780796961308,0.08826769064035897,3.7520386891999881e-11,0.00899670003676078,6.2928891751607525e-05,0.010936823435927511,0.010742156070010994,3.8588763936576989e-06,1.1152426503044364e-05,2.2798645515894869e-06,0.0019735630786329441,1.0327416027324838e-05,4.0084741470756658e-05,4.3761124797037833e-05,0.00099752490500257924,1.5201099665112781e-07,6.9902748188457411e-13,4.1065038944193199e-12,1.3171704574058675e-10,2.0803623186291438e-06,7.570563740771886e-06,5.6959330288292678e-07,1.2436855533055481e-06,1.7002402154557682e-07,5.9127334304682527e-08,8.373949409231088e-13,9.8521344157345055e-08,1.8206038102332304e-07,5.9416526247643535e-06,1.7286431543395268e-08,2.1700823910972333e-09
