Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198)
9.123067326264396e-12,0.770629052509277,4.1206738647888706e-14,4.6409827516383187e-20,4.5412860500101042e-20,4.182237266784464e-31,1.824873082561838e-24,0.0,0.0,3.9555462018313671e-13,9.7338692854654867e-22,154.0,0.0,0.99999907167206714,1.0,18.99999999548978,1.3108902838794007e-07,7.2096566541614616e-09,3.4828522368534694e-07,3.5117600454650043e-07,4.0818712353208872e-08,3.6997976879839071e-09,1.503796217847254e-13,8.0987008887083746e-10,4.5235923707679352e-08,7.881827772030672e-17,2.4591362047885734e-12,9.1639038060320869e-13,6.6675428922994102e-15,6.6642724074239338e-15,2.1245543806825533e-18,2.7560033194136259e-15,1.1459304918179252e-18,1.7804197741018564e-13,1.8828270713391846e-33,1.7987852322596647e-33,1.7987860450242944e-33,1.3860493333825935e-17,1.5462066725725799e-20,1.1153585050724155e-17,4.0323305659405998e-21,1.0254836440037765e-22,8.9295357862987404e-22,6.5443814066042626e-25,6.3145153265242151e-28,2.1582485771347175e-29,5.9222612189429703e-33,1.1504645622419496e-36,6.6447891063263768e-36,6.8846405011879317e-31,1.8289821704280898e-37,2.4868157812019176e-15,8.418945470989986e-22,5.9830007064661493e-24,9.024869222054373e-26,5.4356723757765e-27,6.1154968438016681e-25,1.8563499572051293e-31,1.0506919496835287e-31,2.376577044924892e-29,2.5905828124485603e-34,4.2470033410897959e-30,1.089649002404733e-34,9.6165649856059297e-37,7.9438089937353816e-34,4.1971777555824107e-34,4.1958984754055983e-34,2.6070145012534857e-38,2.9764820583164228e-27,1.166498160199298e-30,4.9339254379132116e-33,4.1510191833282448e-35,7.5227454183897834e-36,2.2103209312661264e-39,1.9269483270661776e-39,2.2845187612664299e-44,5.1267335698973256e-32,3.6541215091890389e-32,1.0185787266888221e-37,1.5804539341088777e-45,8.2788471643391394e-49,4.2838862937713539e-49,5.3301461493670682e-38,1.8905799684130967e-16,9.6557583451039598e-22,4.2885522641806803e-22
9.439543973609748e-12,0.7706290525079911,4.2639905060817238e-14,4.972461832409256e-20,4.8621026765161587e-20,4.7720857329131147e-31,2.0215376911075409e-24,0.0,0.0,4.2200726548492382e-13,1.0761158507777222e-21,154.0,0.0,0.99999903947404201,1.0,18.999999995197673,1.356364508075816e-07,7.2096614002743478e-09,3.6023787876187753e-07,3.6335175291868594e-07,4.2350746190666327e-08,3.9573533313118058e-09,1.5559359063292039e-13,8.4439488827571346e-10,4.6933747333573172e-08,8.4305159556153875e-17,2.6326481946804292e-12,9.8058750603077547e-13,7.3830359802515379e-15,7.3793976370507366e-15,2.3578450858182888e-18,2.9652499926206332e-15,1.2804981115293605e-18,1.9060450125183657e-13,2.3888903678130295e-33,2.2822616253929895e-33,2.2822626924600969e-33,1.5371481418352931e-17,1.7123372694902915e-20,1.1629065200574456e-17,4.2057718823642839e-21,1.0996303352153423e-22,9.9201683273927453e-22,7.5310801136777176e-25,7.5257389379987717e-28,2.5724506053328556e-29,7.310687896231781e-33,1.4230729390710278e-36,7.9217458409351139e-36,8.2061251178974195e-31,2.2585052023580391e-37,2.6756219586968009e-15,9.0107016183852303e-22,6.6227771906210422e-24,9.7034876930807556e-26,5.8235538005248816e-27,6.7747008621282192e-25,2.0548558356681186e-31,1.1630461376929383e-31,2.7244449757591587e-29,2.9710602334999527e-34,4.8686341672879557e-30,1.2493408521976818e-34,1.102432345734874e-36,9.1224141147012989e-34,4.9790266886021682e-34,4.977456296849798e-34,3.2002637795318567e-38,3.4550724668694499e-27,1.3511948733215544e-30,5.9213161372338601e-33,5.1619046626847095e-35,9.3226993121952344e-36,2.7644394767685136e-39,2.4825423522209117e-39,3.0484956856080704e-44,5.8106804438368733e-32,4.2974120878500672e-32,1.2503653744153781e-37,2.1090950492580222e-45,1.1441714499276905e-48,5.9210047134943881e-49,6.3360395002549201e-38,2.0477291435864404e-16,1.0458800959952353e-21,4.6451118832196573e-22
9.7560206209551e-12,0.7706290525066674,4.407332063195934e-14,5.3156378539664804e-20,5.1938873600158644e-20,5.4221611626669646e-31,2.2318536423305719e-24,0.0,0.0,4.4931178296547005e-13,1.1860166213471138e-21,154.0,0.0,0.99999900727601443,1.0,18.999999994897109,1.4018387193870466e-07,7.2096643362497157e-09,3.721821097453177e-07,3.7552747184595522e-07,4.3882780804489678e-08,4.223329667856783e-09,1.6080754687058349e-13,8.789479175541574e-10,4.8631571834874445e-08,8.9971435394058429e-17,2.8120735549933705e-12,1.046924664301022e-12,8.1477728324252019e-15,8.1437399963708557e-15,2.6075626580794937e-18,3.1821934404563078e-15,1.425273392276537e-18,2.0359518359154359e-13,3.0072057472353083e-33,2.8729805150661469e-33,2.8729819034553595e-33,1.6989703036434809e-17,1.8899321737368983e-20,1.2104934144241038e-17,4.3794736719958336e-21,1.1763001462632281e-22,1.0981080829158554e-21,8.6251645033298736e-25,8.9159567440500643e-28,3.0479112374315508e-29,8.9604360155130141e-33,1.7477488277017902e-36,9.3878050481944909e-36,9.7230987191580863e-31,2.769257015611315e-37,2.8713727437446271e-15,9.6223967786664172e-22,7.3062829033695212e-24,1.0406652074888453e-25,6.225023510630118e-27,7.4795529730316108e-25,2.2669298785845284e-31,1.2830799031286057e-31,3.1091392252097717e-29,3.3919484029429221e-34,5.5560695940984866e-30,1.425957945134838e-34,1.2581123751362076e-36,1.0427452045967841e-33,5.873222035189738e-34,5.8713073202810051e-34,3.9019516470801623e-38,3.9900784365620686e-27,1.5571284731219721e-30,7.0615319412573456e-33,6.3710144052754042e-35,1.1467074157554775e-35,3.430415470884756e-39,3.1707304027493463e-39,4.0281746292465774e-44,6.5559867431048807e-32,5.0248131258580037e-32,1.5245197440254533e-37,2.787034440317379e-45,1.5640199535383221e-48,8.0943662393893301e-49,7.4892684830107355e-38,2.2114391944962204e-16,1.1295388834181904e-21,5.0165613290523432e-22
1e-11,0.770629052505307,4.5178544890884122e-14,5.5882009804237356e-20,5.4571563315446189e-20,5.9669259139460775e-31,2.4035992844787914e-24,0.0,0.0,4.7094289051653409e-13,1.275805612008352e-21,154.0,0.0,0.99999898245378693,1.0,18.99999999465965,1.4368958623000922e-07,7.2096657996980666e-09,3.8138446578535364e-07,3.8491400620997105e-07,4.5063863075917226e-08,4.4341107132215192e-09,1.6482710248607266e-13,9.0560195914511545e-10,4.9940465521808243e-08,9.4461849695432993e-17,2.9544334331898247e-12,1.0995244028883546e-12,8.7719589921460922e-15,8.7676032686505202e-15,2.8116364871461506e-18,3.3546937629189733e-15,1.5440870039831609e-18,2.1390228117937106e-13,3.5730137634840079e-33,3.4135359483995816e-33,3.4135376393618965e-33,1.8312845490450841e-17,2.0349089854876378e-20,1.2472017177048358e-17,4.5135475981629035e-21,1.2371248368483137e-22,1.1848416657801561e-21,9.5466282222072514e-25,1.0121886809170217e-27,3.4603813284690075e-29,1.043442366467051e-32,2.0384307354621142e-36,1.0659812974646775e-35,1.1039135058477426e-30,3.2259072176457031e-37,3.027021730840346e-15,1.0107568735947131e-21,7.8639492958496639e-24,1.0965482411521268e-25,6.5438155723430833e-27,8.055056329488834e-25,2.4399593424397943e-31,1.381014467089784e-31,3.4324248738873365e-29,3.7457426471782659e-34,6.1337676959964634e-30,1.5743954918014726e-34,1.3889420938597162e-36,1.152532807805995e-33,6.6466073904622383e-34,6.6443861985002002e-34,4.5265138437179168e-38,4.4437989716948235e-27,1.7313756399725923e-30,8.0556435478696204e-33,7.4573029933103182e-35,1.3386916100360535e-35,4.0311353468062359e-39,3.8077260055370481e-39,4.962149152505863e-44,7.1742978134327462e-32,5.6476510495260703e-32,1.7685405776668689e-37,3.4333808135270209e-45,1.9762250988236246e-48,1.0228335137389862e-48,8.4888206190545343e-38,2.342128828875495e-16,1.1963248763429831e-21,5.3130916270534641e-22
1.0072497268300451e-11,0.770629052505307,4.5506985362886234e-14,5.6705361195674924e-20,5.5366420165663708e-20,6.136426033281681e-31,2.4562798482185157e-24,0.0,0.0,4.774680094991355e-13,1.3033561453801532e-21,154.0,0.0,0.9999989750779843,1.0,18.999999994588126,1.4473129178130957e-07,7.2096661382281611e-09,3.8411793980044705e-07,3.8770316601154575e-07,4.5414815880949255e-08,4.4977035345433847e-09,1.6602149250339955e-13,9.1352449346742688e-10,5.0329396863903257e-08,9.5816611769088462e-17,2.9974122722226227e-12,1.1153986956538979e-12,8.963366895004693e-15,8.9589120083255361e-15,2.8742577917092138e-18,3.4068327988468464e-15,1.5806288828617414e-18,2.1701402491298496e-13,3.7577643922460046e-33,3.5900410453170481e-33,3.5900428366357946e-33,1.8718992101885402e-17,2.0793702182024065e-20,1.2581127382169765e-17,4.5534128082656776e-21,1.2554863651341921e-22,1.2114617678789557e-21,9.8341093541600476e-25,1.0504263174091187e-27,3.5911738917013427e-29,1.0909435028320973e-32,2.1322142558037202e-36,1.1063191561961887e-35,1.1456451197164746e-30,3.3731259021780403e-37,3.0740673353408356e-15,1.0254016298160574e-21,8.0349212171864439e-24,1.1134344228852083e-25,6.6401034302558556e-27,8.231568769500099e-25,2.4930075240253737e-31,1.4110397040084976e-31,3.5331659583473847e-29,3.8560061948160155e-34,6.3137874578377664e-30,1.6206533608654206e-34,1.4297109059345201e-36,1.18676390750668e-33,6.8914474899871938e-34,6.8891277321985237e-34,4.7273787634074442e-38,4.5858893610696948e-27,1.7858743303250368e-30,8.3717248788321513e-33,7.8084226677146942e-35,1.4006255094391751e-35,4.2257219097354153e-39,4.0170100149532199e-39,5.273995187068189e-44,7.3655897826783443e-32,5.8437217356095178e-32,1.847019912330193e-37,3.6491967176237166e-45,2.116080811015507e-48,1.0952395084945442e-48,8.8056393211338911e-38,2.3817149129182118e-16,1.2165546530356677e-21,5.4029114888665753e-22
1.0388973915645803e-11,0.7706290525039093,4.694089925525589e-14,6.0371818681236308e-20,5.8903685641649263e-20,6.9189690403550407e-31,2.6952753012434927e-24,0.0,0.0,5.0647578255675742e-13,1.4284036989914449e-21,154.0,0.0,0.99999894287995161,1.0,18.999999994270748,1.4927871033539662e-07,7.2096672163619083e-09,3.960453920283311e-07,3.9987883932151388e-07,4.6946851229734492e-08,4.7804518320058345e-09,1.7123542920421003e-13,9.4812070995813483e-10,5.2027222209754525e-08,1.018401965735796e-16,3.1886643349447037e-12,1.1860064469568262e-12,9.8314292326604435e-15,9.8265238157018711e-15,3.1584803677660607e-18,3.6391672024577388e-15,1.7469365855608801e-18,2.3086102586123398e-13,4.6633016083579165e-33,4.4551640623789826e-33,4.4551663553737241e-33,2.0563197150932204e-17,2.2810298927123594e-20,1.3057591118478388e-17,4.7275700025081952e-21,1.3371822996368543e-22,1.3323116755825301e-21,1.1165633654303305e-24,1.2311053936467437e-27,4.2092291054827439e-29,1.3199592906467878e-32,2.585030000040345e-36,1.2969513913816321e-35,1.3428501047619219e-30,4.0832627820018311e-37,3.2837049313481258e-15,1.0905545570616963e-21,8.8100915988506271e-24,1.1886546078462105e-25,7.0688154898581367e-27,9.0322626861573856e-25,2.7335229982032044e-31,1.5471713124384948e-31,3.999113158386602e-29,4.3660828324793713e-34,7.1464117421061501e-30,1.8346178565396686e-34,1.6182753666259594e-36,1.3451979656421111e-33,8.0461683220559844e-34,8.0433745263118213e-34,5.6934092644110974e-38,5.2470723182302679e-27,2.0390636584288002e-30,9.8702830641813359e-33,9.5075125048997254e-35,1.69958439358375e-35,5.1698116818135991e-39,5.0506746578592419e-39,6.8459050546179118e-44,8.2424450546787621e-32,6.7618819451920966e-32,2.2244548177214258e-37,4.7370933229011416e-45,2.8355735843483219e-48,1.4677567810763153e-48,1.0302080272764616e-37,2.5585602761718086e-16,1.3069294436400676e-21,5.8041713994079153e-22
1.1021927210336506e-11,0.7706290525010041,4.9809474531305391e-14,6.8058164490794037e-20,6.6307450142427954e-20,8.7058754141048254e-31,3.2188103215040436e-24,0.0,0.0,5.6704532096657496e-13,1.7027118419599506e-21,154.0,0.0,0.99999887848387881,1.0,18.99999999361091,1.5837354357801846e-07,7.2096680895311101e-09,4.1987525508910243e-07,4.2423013581313135e-07,5.0010922332049322e-08,5.3709796392938848e-09,1.8166328113684953e-13,1.017359626119755e-09,5.5422873395082116e-08,1.144206298042636e-16,3.5889084597046714e-12,1.3336105299200567e-12,1.1731391114232303e-14,1.1725495517005706e-14,3.7817033156951753e-18,4.1269176806497501e-15,2.1138939041145689e-18,2.5983950989038477e-13,7.0456649471123849e-33,6.7312053845991447e-33,6.7312090606849066e-33,2.4611821986096972e-17,2.7225263784505961e-20,1.40111587772098e-17,5.076477141885454e-21,1.5080766455417999e-22,1.5974320686849397e-21,1.422851326418214e-24,1.6668425128966483e-27,5.7000007215515482e-29,1.8992542457613154e-32,3.7345185629931869e-36,1.7568584493716898e-35,1.8185384633277297e-30,5.8817848112391453e-37,3.7238059250456553e-15,1.226827517936868e-21,1.0505606971762802e-23,1.3464406859630473e-25,7.9672237781151488e-27,1.0785736847992665e-24,3.2595982992428067e-31,1.844929622649841e-31,5.067529608493977e-29,5.5361408718589156e-34,9.0556055594707003e-30,2.3253053275809919e-34,2.0506571834390006e-36,1.7090578779017469e-33,1.0819015532730903e-33,1.0815029429946463e-33,8.1231829252903567e-38,6.7847181649391123e-27,2.6255760574750221e-30,1.3512477445462117e-32,1.3842242081589257e-34,2.4576709253516685e-35,7.5929340236656774e-39,7.8188759781759994e-39,1.126419000946165e-43,1.0209819151939463e-31,8.9286798939723414e-32,3.1737844919108193e-37,7.7952166831688034e-45,4.9585102798217073e-48,2.5670673716453004e-48,1.3908750732159493e-37,2.9319725079849158e-16,1.4977625317892542e-21,6.6514490346689928e-22
1.1654880505027209e-11,0.7706290524979522,5.2679046474580491e-14,7.6217422279354018e-20,7.4150320933275761e-20,1.081811469767083e-30,3.8061322556738156e-24,0.0,0.0,6.3101910899217922e-13,2.0111426004926407e-21,154.0,0.0,0.9999988140877959,1.0,18.999999992917797,1.6746837166657263e-07,7.209668100613609e-09,4.4367188246851356e-07,4.4858138142500269e-07,5.3074993580225151e-08,5.9947295623420888e-09,1.9209111127848166e-13,1.0866445618384945e-09,5.8818524802163487e-08,1.2770882522855758e-16,4.0128058677297506e-12,1.4897118200473821e-12,1.3860499553670476e-14,1.3853488828871532e-14,4.4816143513692516e-18,4.6454379434001021e-15,2.5291104389280837e-18,2.9053064321905258e-13,1.0401845155869488e-32,9.9376088610300942e-33,9.9376146008326998e-33,2.9166655300331974e-17,3.2174427047303064e-20,1.496536023684223e-17,5.4260958138265921e-21,1.6889300407371142e-22,1.8953266232654711e-21,1.7880411958841689e-24,2.2178828168794425e-27,7.5856357882153746e-29,2.6764489055254903e-32,5.2838230269009379e-36,2.3387241571249533e-35,2.4202609226301589e-30,8.298633457324322e-37,4.1916692997544637e-15,1.3710469658369131e-21,1.2403947069089873e-23,1.5140090984182126e-25,8.9204239187387518e-27,1.2752067902853573e-24,3.8486054866231478e-31,2.1783073672999841e-31,6.3367264344846406e-29,6.9267206771061252e-34,1.1323561532466535e-29,2.9082988495610806e-34,2.5642984595154755e-36,2.1421039845387902e-33,1.4308070192539805e-33,1.430249505031974e-33,1.1361447826977749e-37,8.6431512511852491e-27,3.3308275620307112e-30,1.8161520497318874e-32,1.9717520606278443e-34,3.4771336138960229e-35,1.0900605230910867e-38,1.1801950469185401e-38,1.8009594940668344e-43,1.2482078782440604e-31,1.1594173501837403e-31,4.4389974373666705e-37,1.2464630945436762e-44,8.3970924594156898e-48,4.3479849096474322e-48,1.8468762949885429e-37,3.3316960297447471e-16,1.7020484720573404e-21,7.5584399947265587e-22
1.2287833799717912e-11,0.7706290524947548,5.5549615100178886e-14,8.4851588175635378e-20,8.2432452160337213e-20,1.3292941614923445e-30,4.4609159492962682e-24,0.0,0.0,6.9839586565994007e-13,2.3559353288121553e-21,154.0,0.0,0.99999874969170288,1.0,18.999999992191619,1.7656319460106163e-07,7.2096678604282111e-09,4.674354566991827e-07,4.7293259020700428e-07,5.6139064690847389e-08,6.6515190819603376e-09,2.0251892564620241e-13,1.1559614672340434e-09,6.2214176116914376e-08,1.4170089446730804e-16,4.4603565136898801e-12,1.6542853291728353e-12,1.6231557841632224e-14,1.6223299715641438e-14,5.2625834220949994e-18,5.1947210579125115e-15,2.9955425578215827e-18,3.22934434738719e-13,1.5042471243906608e-32,1.4371144759539897e-32,1.4371153512273535e-32,3.4259003813893347e-17,3.7687944830099458e-20,1.5920001996453448e-17,5.7763566397502311e-21,1.8796896555239964e-22,2.2278424102822798e-21,2.2191799574499926e-24,2.9056471264322315e-27,9.9396099503991724e-29,3.7022235826460361e-32,7.3380559691809016e-36,3.0652675076327668e-35,3.1714814626894449e-30,1.1493621440498714e-36,4.6872886294192476e-15,1.5232013753608568e-21,1.4516168159799969e-23,1.6913455910640266e-25,9.9285915177515332e-27,1.4943329983399886e-24,4.503975096796038e-31,2.5492462305702874e-31,7.8303466053169539e-29,8.5638615971449769e-34,1.3992521233494673e-29,3.5944778793070049e-34,3.1687679309058763e-36,2.652574960980257e-33,1.8643747764123599e-33,1.8636087678255809e-33,1.5610303748540069e-37,1.0865425334819921e-26,4.1698656903827602e-30,2.4013243726596491e-32,2.7544328585649577e-34,4.8246305810736827e-35,1.5335037666388874e-38,1.7416462003193024e-38,2.8065534466181899e-43,1.5083426818766982e-31,1.48330018959899e-31,6.099055492929985e-37,1.9426569397612235e-44,1.3817927938242465e-47,7.1560790451976525e-48,2.416229517925731e-37,3.757744636580753e-16,1.9197943365581436e-21,8.5251756243792825e-22
1.2920787094408616e-11,0.7706290524914124,5.842118042360939e-14,9.3962648182078153e-20,9.1153998287486676e-20,1.6169631616455081e-30,5.1868375435414388e-24,0.0,0.0,7.6917431783989929e-13,2.7393671197509362e-21,154.0,0.0,0.99999868529559977,1.0,18.999999991432546,1.8565801238148794e-07,7.2096676139527465e-09,4.9116615931100341e-07,4.9728377194383694e-07,5.9203135550252234e-08,7.3411666816093865e-09,2.1294672843046034e-13,1.2253005576031113e-09,6.5609827213371038e-08,1.5639297050178244e-16,4.9315603636771263e-12,1.8273061735808901e-12,1.8857331640899893e-14,1.88476865353251e-14,6.1289676269508177e-18,5.7747600910853203e-15,3.5161379343392396e-18,3.5705089434654282e-13,2.135255916701707e-32,2.0399652409517395e-32,2.0399665475859711e-32,3.9920400746003872e-17,4.3795918743928808e-20,1.6874949296951652e-17,6.1272113036287124e-21,2.0803029719584931e-22,2.5968162711766052e-21,2.7236984289357547e-24,3.754031376786856e-27,1.2843916645761652e-28,5.0363942206152644e-32,1.0022094018578459e-35,3.9618440161566854e-35,4.0983869260798155e-30,1.5655723686978085e-36,5.2106574877869523e-15,1.68327928835392e-21,1.6853265083442916e-23,1.8784359954084524e-25,1.0991902233121544e-26,1.7371579015391279e-24,5.2291186059080921e-31,2.9596771085063115e-31,9.5733362270794796e-29,1.0475041994784622e-33,1.7107053716924526e-29,4.3953219099350221e-34,3.8741616192513002e-36,3.2491684037057556e-33,2.3971372687271224e-33,2.3961015071165818e-33,2.1107534794291488e-37,1.3497550105081638e-26,5.1586196787908748e-30,3.1287212153872259e-32,3.7810886013610144e-34,6.5784418538424801e-35,2.118514457792946e-38,2.5186400309798644e-38,4.2740669712143108e-43,1.8038278914323053e-31,1.8725528948511843e-31,8.2468626259761984e-37,2.9587718564944084e-44,2.2159138221100892e-47,1.1477788207644681e-47,3.1191625793995251e-37,4.2101276539010385e-16,2.151004906370736e-21,9.5516771132328916e-22
1.3553740389099319e-11,0.7706290524879263,6.1293742460643453e-14,1.0355257823052037e-19,1.0031511409864219e-19,1.9489481301919329e-30,5.9875744778706498e-24,0.0,0.0,8.4335319996629589e-13,3.1637527398722446e-21,154.0,0.0,0.99999862089948655,1.0,18.999999990640781,1.9475282500785414e-07,7.2096673386290479e-09,5.1486417083665084e-07,5.2163493339841062e-07,6.226720616891313e-08,8.0634918418939969e-09,2.2337452252756179e-13,1.2946550700330489e-09,6.9005478103140464e-08,1.7178120755635123e-16,5.4264173918758875e-12,2.0087495734824064e-12,2.1750549143570663e-14,2.1739370196703647e-14,7.0851112704767649e-18,6.3855481100132088e-15,4.0938355799458382e-18,3.9288003270466759e-13,2.9804092729034656e-32,2.8474060213059066e-32,2.8474079347354242e-32,4.6182603376408503e-17,5.0528396010416687e-20,1.783010899662988e-17,6.4786264118057063e-21,2.2907177820753894e-22,3.0040748780878603e-21,3.3094089894294639e-24,4.789535724899766e-27,1.6389516097303581e-28,6.7489420384013948e-32,1.3482991362288935e-35,5.0565848423525302e-35,5.2300310101142815e-30,2.1006415047685181e-36,5.7617694488594624e-15,1.8512693124076046e-21,1.9426171594814456e-23,2.0752662259922071e-25,1.2110531767239082e-26,2.0048852819741794e-24,6.0274285367431319e-31,3.4115201695472363e-31,1.1591942581477669e-28,1.2689177080266253e-33,2.0714051935364813e-29,5.3229095468838944e-34,4.6911020198920902e-36,3.9410401230839438e-33,3.0451977161264454e-33,3.0438173287138179e-33,2.813057968921654e-37,1.6588528422179491e-26,6.3138965911711604e-30,4.0228020159511722e-32,5.1091716672661373e-34,8.8296356948070538e-35,2.8792162064556426e-38,3.576280803874448e-38,6.3750340826716117e-43,2.1371247301201241e-31,2.3357891070831188e-31,1.0990816157346472e-36,4.4136721076374707e-44,3.4717592892600513e-47,1.798573143340828e-47,3.9782561399106201e-37,4.6888512404170479e-16,2.3956833394277579e-21,1.0637958456168041e-21
1.4186693683790022e-11,0.7706290524842968,6.416730122720424e-14,1.1362334423756232e-19,1.0991595470003971e-19,2.329580884793079e-30,6.8668054927198305e-24,0.0,0.0,9.2093125381894053e-13,3.6314445650992526e-21,154.0,0.0,0.99999855650336322,1.0,18.999999989816505,2.0384763248016262e-07,7.2096669776198537e-09,5.3852967081706065e-07,5.459860792422718e-07,6.5331276573209099e-08,8.8183150350854706e-09,2.338023099381449e-13,1.3640203329760888e-09,7.2401128815456355e-08,1.8786178098179625e-16,5.944927578071213e-12,2.1985908524933077e-12,2.4923901227479702e-14,2.4911034315666754e-14,8.1353459161023817e-18,7.0270781831781432e-15,4.7315658766494779e-18,4.304218610597786e-13,4.0969890885223787e-32,3.9141634762003994e-32,3.9141662296914804e-32,5.3077590629921845e-17,5.7915369572683051e-20,1.8785416756947075e-17,6.8305788983818101e-21,2.5108821861212403e-22,3.4514347937347761e-21,3.9845033195476287e-24,6.0413927362456818e-27,2.0676781595863513e-28,8.9210942578804246e-32,1.7892542264365828e-35,6.3805350726587902e-35,6.5984774383564165e-30,2.7803176569025468e-36,6.3406180879682363e-15,2.0271601196519024e-21,2.224576070564294e-23,2.2818222784528147e-25,1.3284655861238272e-26,2.2987171212820377e-24,6.9022785647406985e-31,3.9066849145323532e-31,1.3913712174860862e-28,1.523661675645836e-33,2.4862729174888894e-29,6.3899175888360971e-34,5.6307372942706796e-36,4.7378034399586615e-33,3.8263098734084086e-33,3.8244942227404051e-33,3.7000702776598683e-37,2.0190393362962501e-26,7.6533774473258735e-30,5.1106576394193226e-32,6.8057172990246834e-34,1.1683266128420263e-34,3.8555564369313058e-38,4.9945592290977377e-38,9.3312153593161014e-43,2.5107127499150788e-31,2.8822041893320544e-31,1.4456436402375683e-36,6.4610516127872535e-44,5.3257038084175524e-47,2.7594892277858798e-47,5.0185886965633039e-37,5.1939193631966558e-16,2.6538316702960924e-21,1.1784028668657747e-21
1.4819646978480725e-11,0.7706290524805249,6.7041856739285911e-14,1.2417690215962198e-19,1.1995667552247089e-19,2.763395444147968e-30,7.8282106322012473e-24,0.0,0.0,1.0019072283539974e-12,4.1448325168690652e-21,154.0,0.0,0.9999984921072298,1.0,18.9999999889599,2.1294243479841594e-07,7.209666565509668e-09,5.6216283780687635e-07,5.7033721273210895e-07,6.8395346747099228e-08,9.6054577196735124e-09,2.442300920569064e-13,1.4333930897416943e-09,7.579677933254215e-08,2.0463088713924414e-16,6.4870909058371099e-12,2.3968054371159652e-12,2.8390041611858641e-14,2.8375325370784082e-14,9.2839904393126887e-18,7.6993433810909989e-15,5.4322506108827914e-18,4.6967639111154044e-13,5.5538821446000864e-32,5.3060516394724104e-32,5.3060555391760139e-32,6.0637560683876109e-17,6.5986778203577461e-20,1.974082772537721e-17,7.1830526844232963e-21,2.7407445907969637e-22,3.9407025309635357e-21,4.7575501548483035e-24,7.5416946541561874e-27,2.5815943081005156e-28,1.1646455737496636e-31,2.3449994927821811e-35,7.9677911655844015e-35,8.2389423140173901e-30,3.6343169674214164e-36,6.9471969823532694e-15,2.2109404457848789e-21,2.5322845023520666e-23,2.4980902279701573e-25,1.4514450290815698e-26,2.6198536105232222e-24,7.8570236231596296e-31,4.4470702362236728e-31,1.6567488797693051e-28,1.8149143475592419e-33,2.9604615509041457e-29,7.6096201134821408e-34,6.7047404665894253e-36,5.6495284859488095e-33,4.7599576701526726e-33,4.7575979890138699e-33,4.808736589760429e-37,2.4358245072939452e-26,9.1956133692957815e-30,6.4221377820166926e-32,8.9483418387297691e-34,1.5259599505909222e-34,5.0939270548597332e-38,6.8707628290673236e-38,1.3425721883840248e-42,2.9270887455630868e-31,3.5215794314286023e-31,1.8788074798264789e-36,9.2971562832192899e-44,8.0140585854285398e-47,4.1531484186940167e-47,6.2678837968300758e-37,5.7253345066201052e-16,2.9254511735647401e-21,1.2989893397512961e-21
