Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198)
8.423526108395174e-07,0.7705963520527441,3.5586369605723862e-08,1.9665593169830532e-07,5.7445731841502121e-06,1.0763485731399516e-10,2.3085517480426582e-05,0.0,0.0,0.00075891039391179122,0.0010570289848288688,154.0,0.0,0.91636478558538992,1.0,18.987279825973367,0.0084090650100345048,6.6818173626767253e-09,0.010631056825369216,0.019426237897619599,0.003878506958403949,0.0039638184329071225,8.3135985523592757e-09,5.5321425642350733e-05,0.0043502684061904624,8.4444894254831214e-11,0.014778860362313373,2.573700855459669e-06,0.0036059709606102524,0.0032742309486388562,1.1163905369819909e-06,1.7499113243625684e-07,7.5267189128320431e-07,0.0076747757386413876,1.532790250630454e-05,6.8407758113405763e-05,7.2943178159014447e-05,0.0068287343778527798,7.6866324752346501e-08,7.6189414422813298e-13,2.1667007316565426e-12,3.7783191877917511e-11,3.3459625355779227e-07,1.5918848320292084e-05,4.3179816580940886e-06,1.2888529439379525e-06,1.4740269648132048e-06,3.0967386600738816e-06,3.9931230218255336e-13,2.8028600032819749e-06,7.0016016431885931e-07,1.5189685205328993e-07,1.7992380635834538e-08,6.707970564293926e-09,2.2116863208431413e-12,9.4084197101588186e-12,4.5117671950771797e-08,2.0813458871241761e-16,1.1780420342283236e-16,7.4747884161933514e-08,8.2535955034356397e-13,2.3322155182711449e-09,6.0086358180261796e-14,5.2835646825635995e-16,4.5942991399812632e-13,2.0198449646230685e-08,6.7730688906291181e-10,3.8273438740378146e-09,1.5570919519207194e-05,5.6368149055227001e-10,7.3475766524906215e-09,2.9885300754776947e-08,1.015134881552249e-10,1.8955625003601264e-12,1.8325941938822675e-07,8.3840469645673583e-10,4.3536252517980298e-14,2.0493876296372835e-09,1.5693798883129958e-08,4.8363466625776308e-10,9.7376342837101984e-11,1.9613499113823657e-08,3.8825667674789833e-08,1.6355223994271297e-07,8.3571498078873344e-13,3.7094885229967089e-13
8.5447685332051e-07,0.7705958152332084,3.5780948939982384e-08,2.0967338082874818e-07,5.9116720066473347e-06,1.1144119719771228e-10,2.4225818850307492e-05,0.0,0.0,0.00076308065313762143,0.0010918000665370413,154.0,0.0,0.91525503066549652,1.0,18.98705161715246,0.0084873247305892758,6.6748434662143836e-09,0.010640572685945726,0.019523143191833372,0.003931546312907523,0.0039673210521807547,8.3549752297332765e-09,5.5596761741383628e-05,0.0044105291602237889,8.4519514319678656e-11,0.015110951019680742,2.5760170423559141e-06,0.0036803972785304554,0.0033310835706887054,1.1357623085488476e-06,1.774235406175414e-07,7.657323748797723e-07,0.0078919653051208721,1.59219228138385e-05,7.2136756681508428e-05,7.7006039190905012e-05,0.0070116606867801157,7.9042887561718702e-08,7.6568610608341198e-13,2.2279815977197144e-12,3.8795805507395095e-11,3.4373663510563406e-07,1.6575508102276975e-05,4.4961713850295048e-06,1.3428858366699782e-06,1.5364734726937587e-06,3.2992713807760976e-06,4.1605276842852407e-13,2.9755748981231697e-06,7.4790726891773634e-07,1.5398116648892716e-07,1.8993246715034449e-08,7.0811369817569738e-09,2.3347164092902386e-12,9.9431173084474639e-12,4.7682458646375233e-08,2.1971317840428678e-16,1.2435768664670273e-16,7.9728055100756632e-08,8.8035016180712241e-13,2.4688509538837024e-09,6.3605864065815113e-14,5.5931081865007535e-16,4.8634062463851236e-13,2.1777576850556788e-08,7.1839981932034503e-10,4.1255670994192193e-09,1.6276826962214003e-05,5.8930557723511702e-10,7.6996001295943264e-09,3.1318647716321252e-08,1.0637591867733959e-10,1.9864767647415237e-12,1.9548811065723757e-07,8.9438050782952363e-10,4.7061158028779372e-14,2.2536325362639055e-09,1.6933609931817229e-08,5.1614589386021846e-10,1.03925254627352e-10,2.132307655436342e-08,4.236848715832712e-08,1.6753764018487293e-07,8.5606946217677827e-13,3.799835962676632e-13
8.666010958015025e-07,0.7705952766509994,3.5969931378858711e-08,2.2327631668344058e-07,6.0797637216597055e-06,1.1529486994615926e-10,2.5399180311539983e-05,0.0,0.0,0.00076705450982943136,0.0011268780578170363,154.0,0.0,0.91414802406935536,1.0,18.986823069864133,0.0085646429026857585,6.667888304118508e-09,0.010648515410094178,0.019616929912923697,0.0039845109843154721,0.0039702369738402795,8.3950163083233646e-09,5.5863209552704416e-05,0.0044707270913048134,8.4581634740017612e-11,0.015444264615333162,2.5779518086069959e-06,0.0037548849868156305,0.0033874425782379563,1.1549653221370459e-06,1.7985341207869529e-07,7.7867908169695913e-07,0.0081106957080708982,1.6522907335675254e-05,7.5987510690303498e-05,8.1208617637346567e-05,0.0071953441097579477,8.1234912782486731e-08,7.6935566260653937e-13,2.2896958452768135e-12,3.9812628222870046e-11,3.5292135810014409e-07,1.7245282410084106e-05,4.6779205941826064e-06,1.3980240658256932e-06,1.6002164054418357e-06,3.5108066098828108e-06,4.3313568992305849e-13,3.1555492987153968e-06,7.9786911703416487e-07,1.5606254544690983e-07,2.0028195026337776e-08,7.4670088889653936e-09,2.4619360151887922e-12,1.0496568387078674e-11,5.0337231701762522e-08,2.3168599342275832e-16,1.3113430145503909e-16,8.4930629844024113e-08,9.3779653675662062e-13,2.6104694012059472e-09,6.7253666814353722e-14,5.913940554861374e-16,5.142323140565929e-13,2.3448238070769198e-08,7.6109443958055164e-10,4.4408708715923671e-09,1.6998224096489377e-05,6.1549453733254412e-10,8.0600694793807792e-09,3.2786424996883871e-08,1.1135492861954782e-10,2.0795748754096125e-12,2.0826409882518461e-07,9.5286276954005128e-10,5.0798374932252232e-14,2.4742525968297391e-09,1.8246272759596281e-08,5.5012523898534369e-10,1.1077001761580458e-10,2.3146353298277009e-08,4.6157824815932947e-08,1.7154209165480525e-07,8.7652124958634699e-13,3.8906153241434116e-13
8.787253382824951e-07,0.7705947363700507,3.6153476113982185e-08,2.374764702600945e-07,6.2487974561030063e-06,1.1919471987424354e-10,2.6605766503418412e-05,0.0,0.0,0.0007708399082744854,0.0011622500158287319,154.0,0.0,0.91304374843382208,1.0,18.986594215374257,0.0086410290171592651,6.6609515497672201e-09,0.010654959456710193,0.019707684011543096,0.004037401146976133,0.0039725939904611263,8.4337585950136763e-09,5.6121014419654808e-05,0.0045308623595015198,8.4631847950825835e-11,0.015778745865541659,2.5795232020200401e-06,0.0038294233230264404,0.0034432950997497222,1.1739951962611517e-06,1.8228075328830102e-07,7.9150905776668382e-07,0.0083309063486063425,1.7130435295307636e-05,7.9960502215657719e-05,8.5551970178852926e-05,0.007379730204446819,8.3441792539500669e-08,7.7290618987747016e-13,2.3518263587837974e-12,4.0833358679750483e-11,3.6214771112814222e-07,1.7928039435861313e-05,4.8631934428766503e-06,1.4542569177237349e-06,1.6652434391948333e-06,3.7315319530079134e-06,4.5055774735338819e-13,3.3429298508044817e-06,8.5009334015333435e-07,1.581409957858607e-07,2.1097491487979854e-08,7.8656851429092114e-09,2.5933778262129254e-12,1.1068935563281176e-11,5.3082772328525745e-08,2.4405610109754659e-16,1.3813578395686271e-16,9.0359806676989211e-08,9.9774503229795991e-13,2.7571190150012597e-09,7.1031002595238667e-14,6.246170880828848e-16,5.4311443421133338e-13,2.5213727801095124e-08,8.0541245244090997e-10,4.7738451781484869e-09,1.7734928483970325e-05,6.4224177599690163e-10,8.4289010717853909e-09,3.4288291312922749e-08,1.1644935855317652e-10,2.1748351854615015e-12,2.2159794423853732e-07,1.0138998546843252e-09,5.4755868687543003e-14,2.7122235139969e-09,1.9634470170505727e-08,5.8560150158539358e-10,1.179164358347495e-10,2.5088398545747782e-08,5.0205039113860016e-08,1.7556404959941373e-07,8.9706218333220531e-13,3.9817903838019946e-13
8.908495807634876e-07,0.7705941944534276,3.633173806013245e-08,2.5228531744795655e-07,6.4187241679811591e-06,1.2313961778127752e-10,2.7845730599721829e-05,0.0,0.0,0.00077444459995405356,0.001197903375772252,154.0,0.0,0.91194218675540906,1.0,18.986365083886852,0.0087164924709833454,6.6540321324329253e-09,0.010659976478497431,0.019795489361029324,0.0040902169741983529,0.0039744188473078874,8.4712378908925115e-09,5.6370416464499629e-05,0.0045909351239280518,8.4670725555087501e-11,0.01611434112705494,2.5807485906992045e-06,0.0039040020366827269,0.0034986291707170564,1.1928478605489193e-06,1.8470557067625754e-07,8.0421955915163507e-07,0.0085525382092860903,1.7744085415112247e-05,8.4056115473656566e-05,9.0037057425156175e-05,0.0075647664776933897,8.5662934810678918e-08,7.7634098069487645e-13,2.4143564715524067e-12,4.1857706320452043e-11,3.7141307452132193e-07,1.8623643300070847e-05,5.0519529816246204e-06,1.5115733138309515e-06,1.7315418060327674e-06,3.9616322630590909e-06,4.6831550836403848e-13,3.5378615265486089e-06,9.0462672536810585e-07,1.602165243233655e-07,2.2201384602487734e-08,8.2772580932936628e-09,2.7290723887601236e-12,1.1660371595776385e-11,5.5919814417793543e-08,2.5682636684962495e-16,1.4536375598093054e-16,9.6019677973027538e-08,1.0602408360669033e-12,2.908845193288403e-09,7.4939036479922834e-14,6.5899020122725265e-16,5.7299589343568604e-13,2.707737132233196e-08,8.5137483479930919e-10,5.1250834309651147e-09,1.8486751982916785e-05,6.6954048747758185e-10,8.8060073180504113e-09,3.5823889172600246e-08,1.2165799424785285e-10,2.2722350199381587e-12,2.3549995203028449e-07,1.077538964900612e-09,5.8941758086357258e-14,2.9685570421757447e-09,2.110091305656754e-08,6.2260279907744605e-10,1.2537017546016368e-10,2.7154378658120993e-08,5.4521692517793204e-08,1.7960203655939784e-07,9.1768360603610196e-13,4.0733226892531846e-13
9.029738232444802e-07,0.7705936509635171,3.6504867904534026e-08,2.6771407273672242e-07,6.5894966148136539e-06,1.2712846160635047e-10,2.9119214736328295e-05,0.0,0.0,0.00077787613418878404,0.0012338259528890834,154.0,0.0,0.91084332240177024,1.0,18.986135704565879,0.0087910425682366164,6.6471316087901817e-09,0.010663635386041924,0.019880427764134283,0.0041429586382711629,0.003975737265629985,8.5074895146908718e-09,5.6611647364825602e-05,0.0046509455427618659,8.4698812419812386e-11,0.016450998353833242,2.5816446783600484e-06,0.003978611369550346,0.0035534337073408894,1.2115195396098089e-06,1.8712787063453648e-07,8.1680803997930117e-07,0.0087755338488734198,1.8363436860310347e-05,8.8274638094489264e-05,9.4664744719364884e-05,0.0077504023499961111,8.7897763377532906e-08,7.7966325018813683e-13,2.4772699583034066e-12,4.2885391122519984e-11,3.8071491887546776e-07,1.9331954400351547e-05,5.2441612488811876e-06,1.5699618408373144e-06,1.7990983298311162e-06,4.2012895617548559e-06,4.8640543689320833e-13,3.7404875721955293e-06,9.6151518841773088e-07,1.6228913783680026e-07,2.3340105943245944e-08,8.7018137696674434e-09,2.8690481699024114e-12,1.2271019637327235e-11,5.8849045751880387e-08,2.6999946000181354e-16,1.5281972836409902e-16,1.0191422907157641e-07,1.1253279538409682e-12,3.0656906405693103e-09,7.8978864192251598e-14,6.9452306949495491e-16,6.038850698175564e-13,2.9042522882213111e-08,8.9900184981059194e-10,5.4951820629234024e-09,1.9253501373508804e-05,6.9738367800838419e-10,9.1912970339354665e-09,3.7392846366835001e-08,1.2697957236654572e-10,2.371750770373498e-12,2.4998016696625356e-07,1.1438261067168356e-09,6.3364012483169471e-14,3.2443013206832989e-09,2.2648338969479127e-08,6.6115655167803985e-10,1.3313676185218934e-10,2.9349554824743118e-08,5.9119544252885163e-08,1.8365464229243848e-07,9.3838031362123268e-13,4.1651891845726617e-13
9.150980657254727e-07,0.7705931059616885,3.6673012169353085e-08,2.8377368423739372e-07,6.7610693166385049e-06,1.3116017679915681e-10,3.0426350427320889e-05,0.0,0.0,0.00078114185212669739,0.0012700059416288446,154.0,0.0,0.90974713911737737,1.0,18.985906105551937,0.0088646885210557809,6.640248984100267e-09,0.010666002417341182,0.019962578961021847,0.0041956263104883946,0.0039765739671079629,8.5425475056991078e-09,5.6844935403347776e-05,0.0047108937732661177,8.4716636790281122e-11,0.01678866705448313,2.5822275207892737e-06,0.0040532420367577014,0.0036076984799962852,1.2300067548633422e-06,1.8954765951797563e-07,8.2927215520830663e-07,0.0089998373900464796,1.8988070109032761e-05,9.2616262690884774e-05,9.9435803249005029e-05,0.0079365891151777536,9.0145717699951219e-08,7.8287612969150992e-13,2.5405510399866272e-12,4.3916143461175168e-11,3.9005080332073895e-07,2.0052829735461755e-05,5.4397793593006884e-06,1.6294107786759962e-06,1.8678994597154451e-06,4.4506829758095257e-06,5.0482390182630624e-13,3.950949464136028e-06,1.0208037518061526e-06,1.6435884306420127e-07,2.4513870660951712e-08,9.1394320736056729e-09,3.013331616329262e-12,1.2901013501703304e-11,6.1871109283625499e-08,2.835778597352855e-16,1.6050510432331589e-16,1.0804733773924792e-07,1.1930492035866485e-12,3.2276954362752651e-09,8.3151513710888849e-14,7.3122477276269049e-16,6.3578982345583884e-13,3.1112563953456137e-08,9.4831306067460155e-10,5.8847401446492583e-09,2.0034978930889914e-05,7.2576418677696368e-10,9.5846757806283023e-09,3.8994777350038454e-08,1.3241278423203824e-10,2.4733579824114102e-12,2.6504836957498737e-07,1.21280607377802e-09,6.8030847245760711e-14,3.5405411606537656e-09,2.4279510748132294e-08,7.0128947126281506e-10,1.4122157730379173e-10,3.1679280646441674e-08,6.4010542970761971e-08,1.8772052324877769e-07,9.5914435528257005e-13,4.2573545558273158e-13
9.259340152296513e-07,0.7705926176403763,3.6819187084007381e-08,2.9866942939132441e-07,6.9150525819169885e-06,1.347989167580937e-10,3.1623170168104399e-05,0.0,0.0,0.00078392606293285457,0.0013025500311035637,154.0,0.0,0.90876968955527848,1.0,18.985700739437391,0.0089297513383647283,6.6341118736400478e-09,0.010667076670733392,0.020033705737875745,0.0042426351647405153,0.0039769335130982741,8.5728972624667513e-09,5.7046894943513633e-05,0.0047644195485620723,8.472429756866811e-11,0.017091271843555796,2.5824959498759713e-06,0.0041199534650860408,0.0036557327355634336,1.2463708441103154e-06,1.9170820756735849e-07,8.4030485538329613e-07,0.0092013694158297795,1.955046033351314e-05,9.6600815870538585e-05,0.00010382178540035182,0.00810342001573576,9.2165472340918423e-08,7.8565753556156352e-13,2.5974065741863871e-12,4.4839754412489113e-11,3.9842156223147769e-07,2.0707619989438485e-05,5.6174647576818132e-06,1.683430407017938e-06,1.9304318710215577e-06,4.6819595923115948e-06,5.2156025854936884e-13,4.1457933825133851e-06,1.0758595874386474e-06,1.6620617067621484e-07,2.559273270126898e-08,9.5416649678059794e-09,3.1459492831298868e-12,1.3480539323381497e-11,6.4651105885698544e-08,2.960583226724822e-16,1.6756904791767439e-16,1.1373371815388204e-07,1.2558377191464406e-12,3.3768828204141149e-09,8.6993975891133542e-14,7.6502272967280954e-16,6.6516991145501636e-13,3.3054191664879773e-08,9.9382527052208279e-10,6.2498632705395356e-09,2.0745717838748789e-05,7.5157779844031945e-10,9.9430210319117067e-09,4.0454071059628557e-08,1.3736204652368591e-10,2.5659180046321114e-12,2.7902082215688944e-07,1.2767708114890372e-09,7.2415555430774834e-14,3.8235626738296577e-09,2.581050312381817e-08,7.3851558159147193e-10,1.4872090217272862e-10,3.3879760812151673e-08,6.8639812431510828e-08,1.9136456335352129e-07,9.7775267828431666e-13,4.3399513139648093e-13
9.367699647338299e-07,0.7705921282023136,3.6961592416324468e-08,3.1408505701734924e-07,7.0696099967693849e-06,1.3847033625796297e-10,3.2847046914633161e-05,0.0,0.0,0.00078658846461444193,0.001335282694476303,154.0,0.0,0.90779435780192808,1.0,18.985495238244042,0.008994105684891297,6.6279895391155553e-09,0.010667213582408703,0.020102722356936487,0.0042895851731202354,0.0039769435750607656,8.6023434734349128e-09,5.7242840658198088e-05,0.0048178958852971654,8.472451182256464e-11,0.017394611460551209,2.5825370924667784e-06,0.0041866688683586404,0.0037033221506427719,1.2625829307231238e-06,1.9386675936604092e-07,8.512350751458439e-07,0.0094038649927357682,2.0116440070121144e-05,0.00010068378948641335,0.00010832325439495931,0.0082706212341302609,9.4194897245546236e-08,7.8835612740094723e-13,2.6545328119976922e-12,4.5765429613938897e-11,4.0681600664075438e-07,2.1372223395987044e-05,5.7978132577563216e-06,1.7382787438715736e-06,1.9939372186734138e-06,4.9212776909621159e-06,5.3855336568421025e-13,4.3471064333597021e-06,1.1328986742489682e-06,1.6805118533004981e-07,2.6699877717728413e-08,9.9544400311690793e-09,3.2820436016027049e-12,1.4075700981398881e-11,6.750613330613555e-08,3.0886588752936641e-16,1.7481813123971172e-16,1.1961628385340073e-07,1.3207924956002684e-12,3.5302464816762736e-09,9.0943945875998006e-14,7.9976680971052873e-16,6.9537202172000557e-13,3.5084772125097118e-08,1.0407108864524846e-09,6.6314410338674112e-09,2.1467913850863871e-05,7.7780946631272159e-10,1.0307678554413351e-08,4.1939094861924209e-08,1.4239841440929845e-10,2.6601100352909957e-12,2.9347715639916079e-07,1.3429515930924543e-09,7.7008060633948932e-14,4.1246769900762291e-09,2.7412620204777239e-08,7.7704193269549495e-10,1.5648224609340203e-10,3.6196008320938459e-08,7.3521706402487114e-08,1.9501731766839681e-07,9.964059446154186e-13,4.4227475787002678e-13
9.476059142380085e-07,0.7705916376894977,3.7100324594653365e-08,3.3002782733445223e-07,7.2247125118300887e-06,1.4217372465180273e-10,3.4098054579606891e-05,0.0,0.0,0.00078913386135157245,0.0013681962623062359,154.0,0.0,0.90682113302392797,1.0,18.985289620075644,0.0090577579543685387,6.6218817059095942e-09,0.010666455292777537,0.020169681642023853,0.0043364764559804961,0.0039766198787365616,8.6309087460932685e-09,5.7432923415228087e-05,0.0048713228939616417,8.4717614792868435e-11,0.017698652850653654,2.5823611633491286e-06,0.0042533825077587769,0.0037504610519923098,1.2786410864164769e-06,1.9602331937854456e-07,8.6206151440846747e-07,0.0096072873359889892,2.0685715595840131e-05,0.00010486513524669399,0.00011294057501000128,0.0084381616312080437,9.6233623389163526e-08,7.9097398078015039e-13,2.7119193660851979e-12,4.6692996653808054e-11,4.1523256627791356e-07,2.2046532150696794e-05,5.9807955456865124e-06,1.793946902124226e-06,2.0584051905656097e-06,5.168759075239138e-06,5.5580046982581663e-13,4.5549858820374971e-06,1.1919512729026233e-06,1.6989389175962788e-07,2.7835428001435117e-08,1.0377802621648639e-08,3.4216296041688481e-12,1.4686576126663438e-11,7.0436564723468288e-08,3.2200196167021841e-16,1.8225315085777747e-16,1.2569758457344283e-07,1.3879416869108218e-12,3.6878099856853751e-09,9.5002027473323996e-14,8.3546235159785181e-16,7.2640077106810062e-13,3.7206768097420067e-08,1.0889825131732198e-09,7.0299050437535798e-09,2.2201418726402204e-05,8.0445381467040522e-10,1.0678575547368491e-08,4.3449551474689957e-08,1.4752087955566653e-10,2.7559152183852522e-12,3.0842380751957668e-07,1.4113778855315342e-09,8.181427365057393e-14,4.4447338921784951e-09,2.9087880540493292e-08,8.1688612484032681e-10,1.6450915472450984e-10,3.8632022951552576e-08,7.8665110723595192e-08,1.9867795861348517e-07,1.0150996061531889e-12,4.5057231575559265e-13
9.573582687917693e-07,0.7705911953431989,3.7222120704633632e-08,3.4483288419295689e-07,7.3647476540967035e-06,1.4553353463332161e-10,3.5247214812684564e-05,0.0,0.0,0.00079132853687304135,0.0013979669965692447,154.0,0.0,0.90594702342928335,1.0,18.985104478188727,0.0091144499599799689,6.6163958201557718e-09,0.010665041025706874,0.020228228617511803,0.0043786284992390172,0.0039760557254729118,8.6558823823644238e-09,5.7599107788793071e-05,0.0049193651171477856,8.470559668008832e-11,0.017972863517150217,2.582025373732025e-06,0.0043134187407890441,0.0037924965731677032,1.2929603564624793e-06,1.9796252408500445e-07,8.7171559406942238e-07,0.0097911301964297218,2.120064087644883e-05,0.00010871236941361364,0.00011719547249204131,0.0085892131286379753,9.8076132188626971e-08,7.9326268991832253e-13,2.7637814698555136e-12,4.752928688968853e-11,4.2282512246441453e-07,2.2661617828254792e-05,6.1477069465282614e-06,1.8447417386317833e-06,2.1172407527847547e-06,5.398571017664846e-06,5.7153772183263305e-13,4.7477710674854124e-06,1.2468446834355694e-06,1.7155035790857725e-07,2.8881803395930345e-08,1.0767915991644404e-08,3.5502539057502171e-12,1.5249858697499092e-11,7.3138711349358608e-08,3.3410638059249359e-16,1.8910425349230597e-16,1.3134272575409604e-07,1.4502748427952448e-12,3.8332262715346667e-09,9.8747204150092229e-14,8.6840597744395151e-16,7.5503699885653758e-13,3.9196771023162142e-08,1.13362210399057e-09,7.4033177803970004e-09,2.2871118346885679e-05,8.2878207742776594e-10,1.1017656337680349e-08,4.4830457349032521e-08,1.522038627971114e-10,2.8435032632690538e-12,3.2230019234446038e-07,1.4749051685379676e-09,8.6327623946517422e-14,4.7497026725250817e-09,3.0659831138774583e-08,8.5388681966458481e-10,1.7196328429973112e-10,4.0930185535703849e-08,8.3525193330481697e-08,2.0197862663676205e-07,1.0319537616419082e-12,4.5805336979825178e-13
9.6711062334553e-07,0.7705907521895196,3.7341084484484063e-08,3.6007570294935972e-07,7.5051818807242387e-06,1.4891818521879309e-10,3.6418452074915428e-05,0.0,0.0,0.00079343552131854594,0.0014278729772152453,154.0,0.0,0.90507460434801634,1.0,18.984919268093776,0.0091705829983235333,6.6109215148961905e-09,0.010662963120558117,0.020285187656788578,0.0044207331587680192,0.0039752441712372138,8.6801760953858646e-09,5.7760767085668676e-05,0.0049673675534588181,8.4688307388820815e-11,0.01824759371324516,2.5815286584997856e-06,0.0043734452815862692,0.0038341595055779421,1.3071523354548058e-06,1.9990012226758584e-07,8.8128385393663962e-07,0.0099756692327224606,2.1717789929309198e-05,0.00011263908687422901,0.00012154464607319273,0.0087404938386456427,9.9925628190338512e-08,7.9548908358356491e-13,2.8158390400890043e-12,4.8366857445619598e-11,4.3043328965376358e-07,2.3284395794524026e-05,6.316705750289232e-06,1.8961866645062452e-06,2.1768398138526191e-06,5.6351783069953778e-06,5.8747638447982148e-13,4.9460220238842623e-06,1.3034142534698879e-06,1.7320496163074641e-07,2.9951354979857688e-08,1.116666747893702e-08,3.6817271132615735e-12,1.582597705157029e-11,7.5902453624505933e-08,3.4647882260414179e-16,1.9610705722914306e-16,1.3715261449040292e-07,1.5144271269021943e-12,3.9820773948540477e-09,1.0258079536974781e-13,9.0212775547570989e-16,7.8434925871510168e-13,4.1264639894491687e-08,1.1794028595806405e-09,7.791074320073894e-09,2.3549746522712612e-05,8.5343620781098704e-10,1.1361676184205734e-08,4.623149451191371e-08,1.5695499332165233e-10,2.9323681956479327e-12,3.3658324962579397e-07,1.5402948839453553e-09,9.102328521157615e-14,5.0713759986813081e-09,3.2294162714837173e-08,8.9198100855418197e-10,1.7963776721382489e-10,4.3331631740836786e-08,8.8611000927285453e-08,2.0528449687782633e-07,1.0488345597796303e-12,4.6554625051793747e-13
9.768629778992908e-07,0.7705903082578895,3.7457281162450923e-08,3.7576120310471767e-07,7.6459960978469947e-06,1.5232719516287811e-10,3.7611808567351335e-05,0.0,0.0,0.00079545802657174326,0.0014579090927198861,154.0,0.0,0.90420386838048705,1.0,18.984734001771621,0.0092261616142249106,6.6054584288944196e-09,0.01066024918944739,0.0203405946771461,0.0044627905211210624,0.0039741955202395405,8.7038052299676242e-09,5.7918004036167515e-05,0.0050153302823496507,8.466596700569463e-11,0.018522821152713888,2.5808777111876655e-06,0.0044334584669242245,0.0038754466854169665,1.3212159496109199e-06,2.0183611713659146e-07,8.907655701468545e-07,0.010160879582660723,2.2236954924429043e-05,0.0001166451381100529,0.0001259882458579108,0.0088919832741908619,1.0178186196954929e-07,7.9765457209736331e-13,2.8680850575001057e-12,4.9205594875005158e-11,4.3805602859688467e-07,2.3914784715288617e-05,6.4877698412655577e-06,1.9482749470889642e-06,2.2371945420962185e-06,5.8786656252169856e-06,6.0361437185401038e-13,5.1498071098225313e-06,1.3616807664340859e-06,1.7485770633039699e-07,3.1044153285301524e-08,1.1574083195424191e-08,3.8160578966257827e-12,1.6414977098383268e-11,7.8728012237520948e-08,3.591200979034877e-16,2.0326202064067714e-16,1.4312896792463334e-07,1.5804174997696403e-12,4.1343774980781984e-09,1.0650316303423253e-13,9.3663088961990949e-16,8.1434031780773518e-13,4.3412196294916565e-08,1.2263331361045052e-09,8.1934906580717982e-09,2.4237192238765347e-05,8.7841217633064682e-10,1.1710579515936425e-08,4.7652436005182811e-08,1.6177350156700685e-10,3.0224956200302488e-12,3.5127730674831081e-07,1.6075668429081812e-09,9.5905652301903195e-14,5.4104233312653942e-09,3.3992372500740286e-08,9.31180542631306e-10,1.8753499043812376e-10,4.583938469800838e-08,9.3929217863422214e-08,2.0859504690072518e-07,1.0657389553138132e-12,4.7304960541420464e-13
9.856400969976755e-07,0.770589908077995,3.7559544968567703e-08,3.9026061587766559e-07,7.7730385091586948e-06,1.5541574286756039e-10,3.8704773464873957e-05,0.0,0.0,0.00079720863271386913,0.0014850487558467137,154.0,0.0,0.90342163908000483,1.0,18.984567223613688,0.0092757120645829971,6.600551190959858e-09,0.010657284920582046,0.020389163063168233,0.0045006017794009161,0.0039730572531876526,8.7245156819090801e-09,5.8055819024106916e-05,0.0050584628539093804,8.4641717468561376e-11,0.01877093301060153,2.5801653406622065e-06,0.0044874560105121041,0.00391228149681611,1.3337626418523099e-06,2.0357714432806477e-07,8.9922457477624884e-07,0.010328122805125343,2.270575722881038e-05,0.0001203182631693906,0.00013006831566505351,0.0090284858310115106,1.0345803186455665e-07,7.9955257856496369e-13,2.9152619302490763e-12,4.9961365440235093e-11,4.4492811922022497e-07,2.448857433073858e-05,6.6434749138586508e-06,1.9956988545767266e-06,2.292153354923018e-06,6.1037555639469411e-06,6.1830724292890141e-13,5.3380012051673394e-06,1.4155883620484636e-06,1.763435898980387e-07,3.20476015507822e-08,1.1948185175241159e-08,3.9394054477112178e-12,1.6956126365652384e-11,8.1324038036344159e-08,3.7072771618017632e-16,2.0983193404720637e-16,1.4865139695536304e-07,1.6413956790896199e-12,4.2744074266543086e-09,1.1010947807887539e-13,9.6835425229541412e-16,8.4191478745272997e-13,4.5414641274863622e-08,1.2695599293159913e-09,8.56846082579134e-09,2.486334011100962e-05,9.011623697117707e-10,1.2028721472743661e-08,4.8948111954065627e-08,1.6616712416237889e-10,3.1046777068503281e-12,3.6485684660885845e-07,1.6697368712837539e-09,1.0046304150998497e-13,5.7309868191405136e-09,3.5576620519756317e-08,9.6741473777112037e-10,1.9483485652377244e-10,4.8189779126459672e-08,9.8919896249511562e-08,2.1157813097425085e-07,1.0809709686897093e-12,4.7981063993057755e-13
