Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071)
4.399057461973873e-12,0.7122872598999311,9.6710239768366572e-12,1.8809890840810932e-17,1.8582430872057096e-17,1.0029793890484854e-27,5.0708219217881872e-22,0.0,0.0,5.8970269988205493e-12,3.0361660259816236e-20,154.0,0.0,0.99998912499382353,1.0,18.999999982501365,6.4116895578618606e-07,6.1512372288876935e-07,2.3909025005568382e-06,2.4027412467364352e-06,1.860764664150191e-06,1.4637269153549559e-08,5.4648244638863477e-13,2.8549107663880236e-09,2.9467350920871397e-06,1.6521294791511571e-16,2.8303275363355879e-11,4.5015081863745467e-11,4.910552836533321e-13,4.9090952159975343e-13,9.7769139621330819e-17,8.5074371559492685e-13,4.7992913957637142e-17,2.0701404204301419e-12,5.3297662267991104e-30,4.9890558808799781e-30,4.9890760359016972e-30,1.0399787241099983e-16,8.7895716665024267e-19,2.2276920462068442e-17,7.9930311933600157e-20,1.6623992421718368e-20,2.1031353268814448e-19,1.2763661979346823e-22,6.8493992302160526e-26,1.4022838993011845e-26,2.0257579853780749e-30,2.3964262577185356e-34,7.6447772023850541e-33,7.1091816096016958e-29,1.4480914918635473e-33,5.3718891938572459e-13,2.848456763324166e-19,1.1736834278183475e-21,1.3126406925324335e-22
4.555045553902539e-12,0.7122872598952278,1.0014656290406555e-11,2.017677769715065e-17,1.99245593563529e-17,1.1376520493398742e-27,5.6297995586990748e-22,0.0,0.0,6.2570189243551587e-12,3.3435855473042548e-20,154.0,0.0,0.99998873977006231,1.0,18.999999981345091,6.6390418939421312e-07,6.1514504063860382e-07,2.4751676139645717e-06,2.4879166677226969e-06,1.9350268976054441e-06,1.566853744800783e-08,5.6585519542006405e-13,2.9795344998219503e-09,3.0643380422100084e-06,1.7685308232829226e-16,3.0345713138092508e-11,4.8238700305442792e-11,5.4495120370643194e-13,5.4478862066463439e-13,1.0880773358248184e-16,9.1886726895394701e-13,5.377530821544301e-17,2.2195322370916571e-12,6.7972711437413018e-30,6.3627816248353992e-30,6.362808243010096e-30,1.1573112416924385e-16,9.7556638083345314e-19,2.3249363780503639e-17,8.3468625987405466e-20,1.7827156351412859e-20,2.3381045966730124e-19,1.4707453267106788e-22,8.1776773137128612e-26,1.6746045066422645e-26,2.5069315710871056e-30,2.9771444420941131e-34,9.1331620873542819e-33,8.490219309734345e-29,1.7842808562833223e-33,5.8020333270621845e-13,3.0535947675620535e-19,1.3014312828434624e-21,1.4126739096995086e-22
4.695434836638338e-12,0.7122872598908787,1.0323966574754254e-11,2.1448501936607961e-17,2.117253857029767e-17,1.2699269161458044e-27,6.1667449612808018e-22,0.0,0.0,6.5898553464261933e-12,3.638006472131635e-20,154.0,0.0,0.99998839306890341,1.0,18.99999998027582,6.8436588469456075e-07,6.151591640384797e-07,2.5509775273581083e-06,2.5645743933398632e-06,2.0018648017551747e-06,1.6625209926623957e-08,5.8329063468320303e-13,3.091788490341606e-09,3.1701837069395744e-06,1.8765124037163292e-16,3.2244732759167659e-11,5.1233751734601066e-11,5.9669465269299717e-13,5.9651586463542239e-13,1.1942442216464551e-16,9.8245054323187397e-13,5.9363635410193795e-17,2.3584343404469482e-12,8.4012100934304616e-30,7.864231042108027e-30,7.8642649578028454e-30,1.2703355109591211e-16,1.0683343251079983e-18,2.4125285572206234e-17,8.6659086372959435e-20,1.894425281452025e-20,2.5638234379359043e-19,1.6638566448739241e-22,9.5417675126099866e-26,1.9543397761577453e-26,3.0179284125296362e-30,3.5964397756549652e-34,1.0662538790034308e-32,9.9089450527042971e-29,2.1401474543931212e-33,6.2035081982136595e-13,3.244292526336054e-19,1.4239508949155678e-21,1.5058433962232279e-22
4.831189511689004e-12,0.7122872598865683,1.0623102862893124e-11,2.2715700455687557e-17,2.2415419604993699e-17,1.4083737994513166e-27,6.7174443559801521e-22,0.0,0.0,6.919672566267592e-12,3.9392564345875197e-20,154.0,0.0,0.99998805781341493,1.0,18.99999997921617,7.0415207386635289e-07,6.1516942711295662e-07,2.6242590317185979e-06,2.6387013272245019e-06,2.0664974794260443e-06,1.7575888958526387e-08,6.0015045726216684e-13,3.2004070783042325e-09,3.2725371459318167e-06,1.9838175066415411e-16,3.4135862956322112e-11,5.4214313003449209e-11,6.4973662959527829e-13,6.4954117942069598e-13,1.3032459061774347e-16,1.0459814508861901e-12,6.5125583964629532e-17,2.4967597934914467e-12,1.0250013131175249e-29,9.5949069967300438e-30,9.5949495754333807e-30,1.3865564303796186e-16,1.1634466639025358e-18,2.4972840196389427e-17,8.9749246560308101e-20,2.0055189753245463e-20,2.7953135579957361e-19,1.8680161416275541e-22,1.1027765372138277e-25,2.2591485568042382e-26,3.5917398875132935e-30,4.2945702860916496e-34,1.2329443549713317e-32,1.145492248441722e-28,2.5386284037530376e-33,6.6046513563693756e-13,3.4341650689188236e-19,1.549424750195593e-21,1.5987648130045594e-22
4.966944186739671e-12,0.712287259882156,1.0922275653582317e-11,2.4019767878566859e-17,2.3693799879111232e-17,1.5577267208919316e-27,7.3000026762874121e-22,0.0,0.0,7.2573252375606518e-12,4.2573110209455167e-20,154.0,0.0,0.99998772255809132,1.0,18.999999978131413,7.2393824979745887e-07,6.1517716920668677e-07,2.6975153462574019e-06,2.7128281485405338e-06,2.1311310886682738e-06,1.855161820959516e-08,6.1701025423428278e-13,3.3090845168820339e-09,3.3748920692019932e-06,2.0939500938378557e-16,3.6080875320293808e-11,5.7277727674329392e-11,7.0581922605489456e-13,7.0560610884561444e-13,1.4186637131876107e-16,1.1115243026583484e-12,7.1250837961560059e-17,2.6390268411602291e-12,1.2436717143943502e-29,1.1641904544604809e-29,1.1641957662353527e-29,1.5098135078517083e-16,1.2640283051642997e-18,2.5820854038196157e-17,9.2844061606148094e-20,2.1196200458670073e-20,3.0401657611861973e-19,2.0903216712057077e-22,1.269282788591905e-25,2.6007685759532927e-26,4.2536160803369586e-30,5.1029172101980742e-34,1.4198120897032126e-32,1.3187700991762968e-28,2.9970662948292685e-33,7.018497136820085e-13,3.6294142333447413e-19,1.6819663912129043e-21,1.6944655395900622e-22
5.102698861790337e-12,0.7122872598776419,1.1221484948565836e-11,2.5360744019949606e-17,2.5007683683278979e-17,1.7185372953114009e-27,7.9153171602432297e-22,0.0,0.0,7.6028139661412267e-12,4.592704370037377e-20,154.0,0.0,0.99998738730292103,1.0,18.999999977021648,7.4372441248788633e-07,6.1518299776849446e-07,2.7707465783752684e-06,2.7869548659963524e-06,2.195765398633636e-06,1.9552290308108819e-08,6.338700275803647e-13,3.4178120976961221e-09,3.477248111175933e-06,2.2068980459760499e-16,3.8079769736535009e-11,6.0423882810160727e-11,7.6502574919685629e-13,7.647939309092893e-13,1.540678220643142e-16,1.1790787093642144e-12,7.7750465502767725e-17,2.7852354986548009e-12,1.5011199819920557e-29,1.4051918189611723e-29,1.4051984060050619e-29,1.6403300784582474e-16,1.3702305448355534e-18,2.6669259145218862e-17,9.5943291148856042e-20,2.2367157604914494e-20,3.2987355987218422e-19,2.3318043023225455e-22,1.4552565473937654e-25,2.9824209244009722e-26,5.014026378291929e-30,6.0351311021551006e-34,1.628626632691389e-32,1.5123640338351966e-28,3.5224623707095909e-33,7.4450430152540644e-13,3.8300382757042841e-19,1.8217592524104213e-21,1.792944666600379e-22
5.238453536841003e-12,0.7122872598730267,1.1520730749589217e-11,2.673866854265816e-17,2.6357075309837297e-17,1.8913705985848233e-27,8.5642851564826613e-22,0.0,0.0,7.9561393556234275e-12,4.9459769671352131e-20,154.0,0.0,0.99998705204789662,1.0,18.999999975887004,7.6351056193764288e-07,6.1518737347773282e-07,2.8439528350128189e-06,2.8610814870128642e-06,2.2604002342506381e-06,2.0577798342345259e-08,6.5072977898836327e-13,3.5265823998521596e-09,3.57960499460821e-06,2.3226492956482291e-16,4.0132546096349291e-11,6.3652665713239212e-11,8.2743939263363758e-13,8.2718781013794485e-13,1.669469760285671e-16,1.2486442755789257e-12,8.4635519664292142e-17,2.9353857816937996e-12,1.8029044291540722e-29,1.6876984131679534e-29,1.6877065355154041e-29,1.7783307574096441e-16,1.4822045516573569e-18,2.7517997611428629e-17,9.90467303649724e-20,2.3567934424334193e-20,3.5713770834414662e-19,2.5935220647088347e-22,1.6623455002134777e-25,3.4075068479084354e-26,5.8843421301186399e-30,7.1061174615193255e-34,1.8612567244768336e-32,1.7280016901034839e-28,4.1224125005865058e-33,7.8842864279784143e-13,4.0360354604997898e-19,1.9689859859762035e-21,1.8942012891619306e-22
5.37420821189167e-12,0.7122872598683103,1.1820013058398908e-11,2.8153580958285328e-17,2.7741979052846968e-17,2.076805172214295e-27,9.2478041242780301e-22,0.0,0.0,8.3173020073474577e-12,5.3176756426041286e-20,154.0,0.0,0.99998671679301077,1.0,18.999999974727583,7.832966981467354e-07,6.1519064731202312e-07,2.9171342226525265e-06,2.9352080179163732e-06,2.3250354621376906e-06,2.1628035858610695e-08,6.675895098972444e-13,3.6353890970575307e-09,3.6819625082740448e-06,2.4411918271453606e-16,4.2239204296014874e-11,6.6963963924458514e-11,8.9314323670566379e-13,8.9287079782534476e-13,1.8052184181545945e-16,1.3202206012346433e-12,9.1917038503416577e-17,3.0894777064494434e-12,2.1552011471351214e-29,2.017492254094343e-29,2.01750221591166e-29,1.9240414309991136e-16,1.6001013672964246e-18,2.836702007209038e-17,1.0215420464511152e-19,2.4798404705107453e-20,3.8584426965523642e-19,2.8765598293454352e-22,1.8922861483002026e-25,3.879612373861649e-26,6.8768862540210688e-30,8.3321145523391459e-34,2.1196728498871204e-32,1.9675047344610476e-28,4.8051397156257658e-33,8.3362247820085126e-13,4.2474040605232598e-19,2.1238284652166894e-21,1.998234506825325e-22
5.509962886942336e-12,0.7122872598634941,1.2119331876741759e-11,2.9605520627843167e-17,2.9162399208097852e-17,2.2754330279174637e-27,9.9667716335820291e-22,0.0,0.0,8.6863025203380473e-12,5.7083535705633876e-20,154.0,0.0,0.99998638153825914,1.0,18.999999973543503,8.0308282111517121e-07,6.1519308612508672e-07,2.9902908473206697e-06,3.0093344640991611e-06,2.3896709808827696e-06,2.2702896859277498e-08,6.844492215335153e-13,3.7442267970397743e-09,3.784320491576072e-06,2.5625136762358031e-16,4.4399744236054907e-11,7.0357665222533899e-11,9.6222024872097648e-13,9.6192583227239235e-13,1.948104035107524e-16,1.3938072827230388e-12,9.9606045073685675e-17,3.2475112894945389e-12,2.5648538389091645e-29,2.4009804184016803e-29,2.400992574047622e-29,2.077689247618439e-16,1.7240719064692306e-18,2.9216284450727769e-17,1.0526556516148093e-19,2.6058442788834036e-20,4.1602833943440654e-19,3.1820291892501409e-22,2.1469059639691032e-25,4.4025129156194953e-26,8.0049841554937041e-30,9.7307740163430491e-34,2.4059497789618108e-32,2.2327912190218214e-28,5.5795276320846064e-33,8.8008554620299844e-13,4.4641423567491513e-19,2.2864677879111665e-21,2.1050434234935902e-22
5.645717561993003e-12,0.7122872598585777,1.2418687206364579e-11,3.1094526762408979e-17,3.0618340073117362e-17,2.4878596522092722e-27,1.0722085365071043e-21,0.0,0.0,9.0631414912708047e-12,6.1185702675562697e-20,154.0,0.0,0.99998604628363796,1.0,18.999999972334862,8.2286893084295728e-07,6.1519489174275509e-07,3.0634228145892962e-06,3.0834608301557187e-06,2.4543067137863723e-06,2.3802275800830554e-08,7.0130891494221284e-13,3.8530909053180342e-09,3.8866788230519828e-06,2.6866029299447917e-16,4.6614165820618299e-11,7.3833657623229309e-11,1.0347532831941167e-12,1.0344357390259386e-12,2.098306207339028e-16,1.4694039137183912e-12,1.077135474442708e-16,3.4094865477574365e-12,3.0394262368675975e-29,2.8452441251872756e-29,2.8452588859206466e-29,2.2395026088316807e-16,1.8542669570640275e-18,3.0065754896117318e-17,1.08380685107608e-19,2.734792356814442e-20,4.4772486148728004e-19,3.5110683407955268e-22,2.4281255339220914e-25,4.9801778554537337e-26,9.2830159012691661e-30,1.1321244213569858e-33,2.7222690960638488e-32,2.5258779281712136e-28,6.4551547287397178e-33,9.2781758355964074e-13,4.6862486382385429e-19,2.4570842796489996e-21,2.2146271473588511e-22
5.781472237043669e-12,0.7122872598535619,1.2718079049013778e-11,3.2620638423768406e-17,3.2109805947178963e-17,2.7147040109771454e-27,1.1514643110188688e-21,0.0,0.0,9.447819514444661e-12,6.548891591228738e-20,154.0,0.0,0.99998571102914435,1.0,18.999999971101783,8.4265502733010072e-07,6.1519621668721614e-07,3.1365302295781629e-06,3.1575871200005653e-06,2.5189426028858367e-06,2.4926067591921744e-08,7.1816859101370416e-13,3.9619775073805377e-09,3.9890374109113662e-06,2.8134477263348397e-16,4.888246895694428e-11,7.7391829378587389e-11,1.1108250820842411e-12,1.1104832311168298e-12,2.2560042868977188e-16,1.5470100858553488e-12,1.1625053872143647e-16,3.5754034984830088e-12,3.5872571054803892e-29,3.3580902399000797e-29,3.3581080812837177e-29,2.4097111605048001e-16,1.9908371802612464e-18,3.091540086290675e-17,1.1149945644611842e-19,2.866672248431912e-20,4.8096862846176585e-19,3.8648419655402174e-22,2.7379606899187883e-25,5.616775106791922e-26,1.0726469607038639e-29,1.3124256245112347e-33,3.0709217175693779e-32,2.8488827153399763e-28,7.4423294530574265e-33,9.7681832574091867e-13,4.9137212020518938e-19,2.6358574971507842e-21,2.3269847908457436e-22
5.9172269120943354e-12,0.7122872598484471,1.301750740643503e-11,3.418389452505604e-17,3.3636801131310397e-17,2.9565985540496025e-27,1.2345342771189567e-21,0.0,0.0,9.8403371817595924e-12,6.9998897390170819e-20,154.0,0.0,0.9999853757747762,1.0,18.999999969844371,8.624411105766084e-07,6.1519717675183584e-07,3.2096131969566752e-06,3.2317133369696812e-06,2.5835786041765399e-06,2.6074167591432731e-08,7.3502825050675824e-13,4.0708832672548491e-09,4.0913961854679369e-06,2.9430362542870854e-16,5.1204653554901408e-11,8.1032068976162596e-11,1.1905182750324819e-12,1.1901509092971896e-12,2.4213773822016684e-16,1.6266253892709346e-12,1.2522799707200695e-16,3.7452621591989724e-12,4.2175179027437539e-29,3.9481052685717591e-29,3.9481267386250275e-29,2.588545783991277e-16,2.1339331106524645e-18,3.1765196320147828e-17,1.1462178710900051e-19,3.0014715524918241e-20,5.1579428251083385e-19,4.2445411125750532e-22,3.0785246267667957e-25,6.3166756557060526e-26,1.2351996041841113e-29,1.5162212700098614e-33,3.454310398104403e-32,3.2040268298867436e-28,8.5521261604066794e-33,1.0270875072740229e-12,5.1465583531694864e-19,2.822966231573615e-21,2.4421154705603499e-22
6.052981587145002e-12,0.7122872598432337,1.331697228037302e-11,3.5784333831392944e-17,3.5199329928302005e-17,3.214189219758205e-27,1.3215082361183248e-21,0.0,0.0,1.0240695082699415e-11,7.4721432468447324e-20,154.0,0.0,0.99998504052053216,1.0,18.999999968562722,8.82227180582487e-07,6.1519786012198293e-07,3.2826718209458188e-06,3.3058394839064493e-06,2.6482146841457132e-06,2.7246471606546029e-08,7.518878940680948e-13,4.1798053415656091e-09,4.19375509365044e-06,3.0753567532835665e-16,5.358071952659698e-11,8.475426513825735e-11,1.2739153795985277e-12,1.2735212622769233e-12,2.5946043585521417e-16,1.7082494129976729e-12,1.3465688574910303e-16,3.9190625476872849e-12,4.9402731956355403e-29,4.6247119315914119e-29,4.6247376597463364e-29,2.7762385873743681e-16,2.2837051563579852e-18,3.2615119080679784e-17,1.1774759862536505e-19,3.1391779221421239e-20,5.5223631595241521e-19,4.65138308139114e-22,3.4520300074632558e-25,7.0844580813659829e-26,1.4177464465183925e-29,1.7459279194497778e-33,3.8749522251732587e-32,3.5936372339549356e-28,9.796421899362878e-33,1.0786248619914456e-12,5.3847584044191474e-19,3.0185885118003864e-21,2.5600183072440827e-22
6.188736262195668e-12,0.7122872598379222,1.3616473672571197e-11,3.7421994960521534e-17,3.6797396642714781e-17,3.4881354394928805e-27,1.4124760004178445e-21,0.0,0.0,1.0648893804318971e-11,7.966236987828405e-20,154.0,0.0,0.99998470526641103,1.0,18.999999967256954,9.0201323734774382e-07,6.1519833377775586e-07,3.3557062053200779e-06,3.3799655632341533e-06,2.7128508173392173e-06,2.8442875890824443e-08,7.6874752224887565e-13,4.2887413070356466e-09,4.2961140951493745e-06,3.2103975131904365e-16,5.6010666786047582e-11,8.8558306821161058e-11,1.3610988014964342e-12,1.3606766669594497e-12,2.7758638386456351e-16,1.7918817452395562e-12,1.4454815311962585e-16,4.0968046819599182e-12,5.7665438968055785e-29,5.398228380040926e-29,5.3982590869598161e-29,2.9730228967658966e-16,2.4403035991432234e-18,3.3465150235412743e-17,1.2087682412027736e-19,3.2797790646877098e-20,5.9032907192642359e-19,5.0866113052695659e-22,3.8607910554991385e-25,7.924913055469309e-26,1.6222019695724664e-29,2.0041478735762816e-33,4.3354811021853156e-32,4.0201489093090613e-28,1.1187934044806465e-32,1.1314301232052439e-12,5.6283196764102869e-19,3.22290160771337e-21,2.6806924257320365e-22
6.324490937246335e-12,0.712287259832513,1.3916011584771591e-11,3.9096916383437705e-17,3.843100558088847e-17,3.7791101422506979e-27,1.5075273935127409e-21,0.0,0.0,1.1064933931234794e-11,8.4827621709936349e-20,154.0,0.0,0.99998437001241125,1.0,18.999999965927177,9.2179928087238511e-07,6.1519864837307166e-07,3.4287164534093496e-06,3.454091577017719e-06,2.7774869845073425e-06,2.9663277142298707e-08,7.8560713551874924e-13,4.3976890987452498e-09,4.3984731594806455e-06,3.3481468740421213e-16,5.8494495248898504e-11,9.244408321439232e-11,1.4521508348296674e-12,1.4516993886766663e-12,2.965334203084265e-16,1.8775219735823346e-12,1.549127326926256e-16,4.2784885802381667e-12,6.7083733668982238e-29,6.2799300962314046e-29,6.2799666045462603e-29,3.1791332476608057e-16,2.603878594534087e-18,3.4315273671558275e-17,1.2400940661054341e-19,3.4232627413564629e-20,6.3010674504893495e-19,5.5514952351866766e-22,4.3072256344817228e-25,8.8430478208942273e-26,1.8506140396518117e-29,2.2936788920192721e-33,4.8386502200159923e-32,4.4861071542673678e-28,1.2740258771366614e-32,1.185503023839834e-12,5.8772404974730259e-19,3.4360820334525377e-21,2.8041369549152036e-22
6.596000287347667e-12,0.7122872598214032,1.4515196976139145e-11,4.2558693264650508e-17,4.1804867362818772e-17,4.414904228090527e-27,1.710240415568174e-21,0.0,0.0,1.1920540727199511e-11,9.5855033718988567e-20,154.0,0.0,0.99998369950477517,1.0,18.999999963195982,9.6137132819984979e-07,6.1519894258433788e-07,3.5746649518409799e-06,3.602343414711453e-06,2.9067593667276094e-06,3.2175659549901846e-08,8.1932631886300941e-13,4.6156134018900827e-09,4.6031913910619715e-06,3.6317250082727132e-16,6.3623795454202647e-11,1.0046039805154006e-10,1.6461893555660163e-12,1.6456752880876507e-12,3.3696198999798998e-16,2.0548244667368062e-12,1.7710548836722197e-16,4.6536817426450022e-12,8.9924190688227776e-29,8.4181756969917107e-29,8.4182267437175798e-29,3.6202762115134177e-16,2.9525582347236269e-18,3.6015744646944205e-17,1.3028445606786898e-19,3.7188290101957752e-20,7.148528824826089e-19,6.5754374138560526e-22,5.3233173974502419e-25,1.0933495227382115e-25,2.3882023360919776e-29,2.97890351356512e-33,5.9845330992534581e-32,5.5471098164092442e-28,1.638636353609265e-32,1.2974506737082996e-12,6.3911541384100277e-19,3.8897471716653122e-21,3.0593337810120737e-22
6.867509637448999e-12,0.7122872598099075,1.51145284683778e-11,4.6169969331913754e-17,4.5320949760686531e-17,5.1272250338359026e-27,1.9303661123035499e-21,0.0,0.0,1.2807520098572568e-11,1.0785223191740262e-19,154.0,0.0,0.99998302899762015,1.0,18.999999960369966,1.000943322564935e-06,6.1519895160077734e-07,3.7205181340603017e-06,3.7505950081680143e-06,3.0360317514414603e-06,3.4782801230816724e-08,8.5304544664361145e-13,4.8335670706811893e-09,4.8079096627108409e-06,3.9259988714730737e-16,6.8968619491936815e-11,1.0880232780182901e-10,1.8566870713064045e-12,1.8561048606144641e-12,3.8088836714565429e-16,2.2401535863910121e-12,2.0132232479444924e-16,5.0446421842471989e-12,1.1911908373215711e-28,1.1151329731207491e-28,1.1151400144349831e-28,4.1015676255727804e-16,3.3309428006792488e-18,3.771644476561825e-17,1.36572438505716e-19,4.0257798881168655e-20,8.0674533938288334e-19,7.7338812003829675e-22,6.5217992254241057e-25,1.34003585320333e-25,3.0497911872327524e-29,3.8282808376373907e-33,7.3371053277503234e-32,6.7993005901634854e-28,2.086259739838082e-32,1.4144656707811497e-12,6.9264861062197609e-19,4.3809810475760319e-21,3.3256018965266323e-22
