Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071)
5.1824340761352624e-08,0.7122972625141618,1.4165033392619903e-06,2.689252706931298e-08,1.2203956047691147e-06,1.1226459376463771e-10,3.0634370216931316e-07,0.0,0.0,0.00044973637986666704,3.7463872653293089e-05,154.0,0.0,0.88085797035197089,1.0,18.997448018146176,0.0066499907544273033,5.4927077751851191e-07,0.017992989354350109,0.024231542559557201,0.022921337207475027,0.0018124612704562303,5.5105327854580958e-09,3.5631201763971272e-05,0.036925125976647273,2.0457713580161467e-11,0.0032694523221278048,2.0890261392113366e-05,0.0045357725449238686,0.0045012678059316909,9.7466673867618175e-07,3.5017474259424172e-06,5.9530296529598306e-07,0.00052563935971533179,2.0826263914593912e-06,6.9564885969433346e-06,7.4233447267909437e-06,0.00021348461324617748,2.4435440127246552e-08,2.7803151740781721e-13,4.0487135951029356e-13,1.278287320587142e-11,1.7774963309742208e-07,1.0783787891017235e-06,6.8301517839697622e-08,1.4899479184856645e-07,2.0842713388852528e-08,3.6334676406199509e-09,8.2194530316496643e-14,1.0868534161966719e-08,9.8498578187568166e-09,2.1213063434076085e-06,1.0426805522452436e-09,1.0475479729707988e-10,5.3864600288981529e-13
5.2595782124162384e-08,0.7122976425237303,1.4436974947971987e-06,2.7871085148722061e-08,1.2827437429736179e-06,1.1934544599403985e-10,3.2780392573007412e-07,0.0,0.0,0.00046094254114674834,3.9484479167537256e-05,154.0,0.0,0.87921818447434985,1.0,18.997409161384216,0.00673624142553058,5.4836344217317701e-07,0.018160028402013341,0.024530210645048386,0.023237381143570872,0.0018292970357065921,5.5784389734164778e-09,3.6070293249249955e-05,0.037443946729077408,2.0647743165488171e-11,0.0033581215063665619,2.1085010676971669e-05,0.0046557734633158408,0.0046189880131415019,1.0001543771957018e-06,3.5516182864109101e-06,6.1087032468123967e-07,0.00054407589311972649,2.2012815785849422e-06,7.4367355775038839e-06,7.943794719447917e-06,0.0002217084540905454,2.5295190977322831e-08,2.8145776367248643e-13,4.1904745671481276e-13,1.3276474117791972e-11,1.849499215908886e-07,1.1398251995447213e-06,7.2201490615289342e-08,1.5772853153641881e-07,2.2084227713444248e-08,3.9484321778947691e-09,8.7012589991968033e-14,1.1710589063278765e-08,1.0801721386497776e-08,2.1509507752858953e-06,1.1213999405721604e-09,1.126669415773024e-10,5.7931236849992633e-13
5.3367223486972144e-08,0.7122980271433078,1.4708488914004085e-06,2.8868040615240684e-08,1.3471150550809531e-06,1.2674019125163742e-10,3.5038574257897843e-07,0.0,0.0,0.00047221327134327215,4.157755989347544e-05,154.0,0.0,0.87758226200768075,1.0,18.997370247999999,0.0068221445999141605,5.4745825921332148e-07,0.018324596357603966,0.024827090627302612,0.023552725427946324,0.0018458835471262969,5.6459381244465346e-09,3.6506752785541353e-05,0.03796191023776084,2.0834959359116647e-11,0.0034477070815330559,2.127688202110177e-05,0.0047768796464855729,0.0047377006945201142,1.0258567770752722e-06,3.6014066951477816e-06,6.2656885788089718e-07,0.00056287496295183523,2.3244217618928983e-06,7.9414605685308866e-06,8.4914669852087783e-06,0.0002300999722663542,2.6171906486253111e-08,2.8486347274717935e-13,4.3350190642406009e-13,1.3780182099992568e-11,1.9230942071987998e-07,1.2036779203156271e-06,7.6254514598219309e-08,1.6681512246717985e-07,2.3376775581751138e-08,4.2849046462833081e-09,9.2025303827754443e-14,1.260327777174422e-08,1.1827699237522249e-08,2.1805295743157663e-06,1.2051762876335248e-09,1.2108761099430819e-10,6.225911645426849e-13
5.4138664849781905e-08,0.7122984162916771,1.4979529442930754e-06,2.9883356808400699e-08,1.4135318787574183e-06,1.3445638381394795e-10,3.7412701796671225e-07,0.0,0.0,0.00048354591942199892,4.3744278467172274e-05,154.0,0.0,0.87595019806176255,1.0,18.997331277641134,0.0069077013700671909,5.465552261464758e-07,0.018486713656195156,0.025122185748372036,0.023867371695949359,0.0018622228683440108,5.7130309776325527e-09,3.6940585151714621e-05,0.038479018536486977,2.1019385453758435e-11,0.0035381989488973251,2.1465899207087085e-05,0.004899074707421236,0.0048573859000030839,1.0517696162105852e-06,3.6511128475616589e-06,6.4239592502090808e-07,0.00058203764057554702,2.4521205848092937e-06,8.4714491773912224e-06,9.0672851045067906e-06,0.00023865887630697175,2.7065637397528483e-08,2.8824868192118836e-13,4.4823552859463084e-13,1.4293980779676496e-11,1.998281930248476e-07,1.2699862793010023e-06,8.046373464876093e-08,1.762620991084062e-07,2.4721470879637245e-08,4.6439535843084485e-09,9.7236828294725642e-14,1.3548766793248692e-08,1.29321435058293e-08,2.2100428937843467e-06,1.2942707330099267e-09,1.3004308120358622e-10,6.6861729666664882e-13
5.4910106212591665e-08,0.7122988098883102,1.525005241974052e-06,3.0916993894491124e-08,1.4820157923635693e-06,1.4250155588424687e-10,3.9906608637258399e-07,0.0,0.0,0.00049493786208833191,4.5985781715830902e-05,154.0,0.0,0.87432198764109093,1.0,18.997292249996434,0.006992912825852445,5.4565434041589083e-07,0.018646400671328296,0.025415499338363092,0.024181321580604351,0.0018783170567407083,5.7797182921261826e-09,3.7371795256428383e-05,0.038995273656642855,2.120104467160628e-11,0.0036295870712147798,2.165208594616138e-05,0.0050223423948874361,0.0049780237783867802,1.077888593947874e-06,3.7007369388356733e-06,6.5834889932882723e-07,0.0006015649385003527,2.5844502788760797e-06,9.0274947281590727e-06,9.6721847101515928e-06,0.00024738482877377385,2.797643169343375e-08,2.9161342949672856e-13,4.6324909796604361e-13,1.4817851012763275e-11,2.0750625735684038e-07,1.338799468438308e-06,8.4832287012094635e-08,1.860769795820356e-07,2.6119425416503594e-08,5.026679627175017e-09,1.0265131084652878e-13,1.4549276281227527e-08,1.4119573005755542e-08,2.2394908867642233e-06,1.3889538291784466e-09,1.3956057573227917e-10,7.1753053329007284e-13
5.5681547575401425e-08,0.7122992078533675,1.5520015410269819e-06,3.1968908981074168e-08,1.5525876101317713e-06,1.5088321352990021e-10,4.2524173668186471e-07,0.0,0.0,0.00050638650424167559,4.8303199236107547e-05,154.0,0.0,0.87269762564665865,1.0,18.997253164794923,0.0070777800544995781,5.4475559942549486e-07,0.018803677713480949,0.025707034814114734,0.024494576712574507,0.001894168163295682,5.8460008467935685e-09,3.7800388135710337e-05,0.039510677627152262,2.1379960162570889e-11,0.0037218614727510748,2.1835465876421926e-05,0.0051466665930121527,0.0050995945783794076,1.1042094313108331e-06,3.7502791639215331e-06,6.7442516727154974e-07,0.00062145781093820901,2.7214816227270771e-06,9.6103978960663654e-06,1.030711316055453e-05,0.00025627744742341051,2.8904334621067687e-08,2.9495775477079685e-13,4.785433444892839e-13,1.5351770953854407e-11,2.1534358987301763e-07,1.4101665286355951e-06,8.9363298354324086e-08,1.9626726325814117e-07,2.7571748561114576e-08,5.4342157044658432e-09,1.08272888592157e-13,1.5607080205828498e-08,1.5394675468507521e-08,2.2688737061098649e-06,1.4895056763204818e-09,1.4966827957692038e-10,7.6947557524514095e-13
5.6452988938211186e-08,0.7122996101076915,1.5789377610831309e-06,3.3039056228185753e-08,1.6252673781046896e-06,1.5960883272734025e-10,4.5269319715470037e-07,0.0,0.0,0.00051788927940429148,5.069764299409176e-05,154.0,0.0,0.87107710687774265,1.0,18.997214021804815,0.0071623041405985887,5.4385900048968671e-07,0.018958565028565317,0.025996795677875939,0.024807138720124907,0.0019097782324355216,5.9118794400318821e-09,3.822636895194908e-05,0.040025232474415959,2.1556155002624584e-11,0.0038150122392997168,2.201606256107804e-05,0.0052720313208635666,0.0052220786496584137,1.130727871231885e-06,3.7997397175337e-06,6.9062212869815263e-07,0.00064171715436585352,2.8632839027180807e-06,1.0220966338081847e-05,1.0973029206976552e-05,0.00026533630635977926,2.9849388718620492e-08,2.9828169802527687e-13,4.9411895375951369e-13,1.5895716125280601e-11,2.2334012502037974e-07,1.4841363350892695e-06,9.4059884823964785e-08,2.0684042841059714e-07,2.9079546886678808e-08,5.8677272211567496e-09,1.1410568700267847e-13,1.6724506502716483e-08,1.6762309669828292e-08,2.2981915044541117e-06,1.5962160518340189e-09,1.6039535226825169e-10,8.2460212268596431e-13
5.7224430301020946e-08,0.7123000165728075,1.6058099799345594e-06,3.412738695632164e-08,1.7000743708140377e-06,1.6868585551580804e-10,4.8146012020399257e-07,0.0,0.0,0.00052944365012505675,5.3170206946626523e-05,154.0,0.0,0.86946042603368567,1.0,18.997174820832527,0.0072464861660934939,5.4296454085562e-07,0.019111082796457141,0.026284785515985232,0.025119009229086213,0.0019251493018860163,5.9773548894155856e-09,3.8649742991603581e-05,0.040538940222252857,2.1729652192112873e-11,0.0039090295181925094,2.2193899486734742e-05,0.0053984207320169428,0.005345456443933202,1.1574396787821295e-06,3.8491187941436529e-06,7.0693719697983447e-07,0.00066234380809237266,3.0099248752002169e-06,1.0860014319952907e-05,1.1670902655113524e-05,0.00027456093717073048,3.0811633841899097e-08,3.0158530051015056e-13,5.099765674529751e-13,1.644965948524629e-11,2.3149575650771206e-07,1.5607575829950128e-06,9.8925151138593304e-08,2.1780392993391176e-07,3.0643923825074735e-08,6.3284122220045457e-09,1.2015381865169438e-13,1.790393720168578e-08,1.8227507446341402e-08,2.3274444342047278e-06,1.7093845344136329e-09,1.7177194038785855e-10,8.8306493919022393e-13
5.7995871663830706e-08,0.7123004271709182,1.6326144287927291e-06,3.5233849751307092e-08,1.7770270886789887e-06,1.7812168626078252e-10,5.1158256699938185e-07,0.0,0.0,0.00054104710835854177,5.5721966683634423e-05,154.0,0.0,0.86784757771566545,1.0,18.997135561721663,0.0073303272102762315,5.4207221774616072e-07,0.019261251129554617,0.026571007997551948,0.025430189862819062,0.0019402834025273033,6.0424280313034752e-09,3.9070515662449207e-05,0.041051802891842126,2.1900474654076967e-11,0.0040039035183029141,2.236900006171176e-05,0.0055258191141118462,0.0054697085160121065,1.1843406414009525e-06,3.898416587974264e-06,7.233677991487193e-07,0.00068333855483182753,3.1614707304252856e-06,1.15283623400395e-05,1.2401714021331226e-05,0.00028395083004953533,3.179110719109121e-08,3.0486860442342359e-13,5.2611678376762006e-13,1.7013571495064845e-11,2.3981033826574042e-07,1.6400787736469326e-06,1.0396218969633156e-07,2.2916519712048059e-07,3.2265979330111063e-08,6.817501539376388e-09,1.2642138198913538e-13,1.9147808535254759e-08,1.9795475598299382e-08,2.3566326475410139e-06,1.8293206225682687e-09,1.8382918952471793e-10,9.4502391298799817e-13
5.8767313026640467e-08,0.7123008418249039,1.6593474876877983e-06,3.6358390566144493e-08,1.8561432561037407e-06,1.8792368802781296e-10,5.4310099191420259e-07,0.0,0.0,0.00055269717581982593,5.8353979091108293e-05,154.0,0.0,0.86623855642845471,1.0,18.997096244352118,0.0074138283497807477,5.4118202829392385e-07,0.019409090071367339,0.02685546687313679,0.025740682242179107,0.0019551825582520121,6.1070997206935485e-09,3.9488692492848375e-05,0.041563822501666563,2.2068645232715049e-11,0.0040996245100424454,2.254138761439741e-05,0.0056542108883998006,0.0055948155248725581,1.21142656913053e-06,3.9476332929942585e-06,7.3991137604311607e-07,0.00070470212128073521,3.3179860580713721e-06,1.2226836750264837e-05,1.3166454183859358e-05,0.00029350543490115182,3.2787843337758717e-08,3.0813165290271411e-13,5.4254015786744538e-13,1.7587420185477072e-11,2.4828368539549765e-07,1.7221482009199976e-06,1.0917407971184991e-07,2.4093163149751122e-07,3.3946809549711626e-08,7.3362589246024261e-09,1.329124601479872e-13,2.0458611027426338e-08,2.1471597676647098e-08,2.3857562964104836e-06,1.9563438474566829e-09,1.9659925566009702e-10,1.0106441152544224e-12
5.953875438945023e-08,0.7123012604583165,1.6860056810040503e-06,3.7500952819930385e-08,1.9374398202538489e-06,1.9809917906728395e-10,5.760562268319851e-07,0.0,0.0,0.00056439140431548671,6.1067282034418094e-05,154.0,0.0,0.86463335658217166,1.0,18.997056868639056,0.0074969906585773093,5.4029396955697146e-07,0.019554619595135499,0.027138165973435584,0.026050487985482748,0.0019698487858262276,6.1713708308829224e-09,3.9904279129608773e-05,0.04207500106745668,2.2234186691803487e-11,0.0041961828253501872,2.2711085391637337e-05,0.0057835806092826668,0.0057207582347334578,1.2386932948481569e-06,3.9967691029127885e-06,7.5656538244918896e-07,0.0007264351787001984,3.4795338143766611e-06,1.2956269374502743e-05,1.396612402925094e-05,0.00030322416243332303,3.3801874252050813e-08,3.1137449000948562e-13,5.5924720233062688e-13,1.817117122207445e-11,2.569155751049064e-07,1.8070139381308045e-06,1.1456388637657748e-07,2.5311060472286892e-07,3.5687506506913838e-08,7.8859811629469847e-09,1.3963111978350209e-13,2.1838889562806002e-08,2.3261435652493314e-08,2.4148155325256015e-06,2.0907838799317295e-09,2.1011531596797222e-10,1.0800958554104206e-12
6.031019575225999e-08,0.7123016829953794,1.712585673147048e-06,3.8661477493929735e-08,2.0209329504910278e-06,2.0865542941046105e-10,6.1048946532880583e-07,0.0,0.0,0.00057612737605119003,6.3862894061579822e-05,154.0,0.0,0.8630319724940182,1.0,18.997017434532033,0.0075798152079670144,5.3940803858743886e-07,0.019697859602478628,0.02741910920796603,0.026359608708473405,0.0019842840947536578,6.2352422530174113e-09,4.0317281334762073e-05,0.042585340602135986,2.239712171309659e-11,0.0042935688576755402,2.287811655715806e-05,0.0059139129638419025,0.0058475175161287092,1.2661366744962375e-06,4.0458242111740739e-06,7.733272872391794e-07,0.00074853834350248599,3.6461752908689612e-06,1.3717497124716783e-05,1.4801734094410474e-05,0.00031310638523254861,3.4833229330127308e-08,3.1459716070631096e-13,5.7623838760082996e-13,1.8764787969821869e-11,2.657057476335845e-07,1.894723825271719e-06,1.2013466004279779e-07,2.657094565390919e-07,3.7489157789570126e-08,8.4679981723063351e-09,1.4658140994450441e-13,2.3291243436277374e-08,2.5170731467265836e-08,2.4438105073605789e-06,2.232980631691349e-09,2.2441157902154665e-10,1.1535547333798707e-12
6.108163711506974e-08,0.7123021093609841,1.739084264338275e-06,3.9839903224892757e-08,2.1066380384462856e-06,2.1959965757699552e-10,6.464422467474709e-07,0.0,0.0,0.00058790270391633045,6.674181412612634e-05,154.0,0.0,0.86143439839000846,1.0,18.996977942014055,0.0076623030665765252,5.3852423234835843e-07,0.019838829922074058,0.027698300563754042,0.0266680460242886,0.0019984904871428494,6.2987148959898052e-09,4.0727704985133921e-05,0.043094843115767147,2.2557472894905303e-11,0.0043917730619542697,2.3042504190025061e-05,0.0060451927713588913,0.0059750743469809339,1.2937525873180381e-06,4.0947988109521767e-06,7.9019457351789519e-07,0.00077101217784185199,3.8179700846780186e-06,1.4511361615161167e-05,1.5674304204491125e-05,0.00032315143882497504,3.5881935421782676e-08,3.1779971084999733e-13,5.935141424417527e-13,1.9368231556665973e-11,2.7465390716588317e-07,1.9853254566134338e-06,1.2588943543130548e-07,2.78735492784821e-07,3.9352846248640797e-08,9.0836730857527492e-09,1.5376736097638915e-13,2.4818326383442907e-08,2.7205408462006143e-08,2.4727413721482365e-06,2.3832843504428338e-09,2.3952329439768835e-10,1.2312016887532746e-12
6.18530784778795e-08,0.7123025394806877,1.7654983865331678e-06,4.1036166395696137e-08,2.1945696987113816e-06,2.3093902739390273e-10,6.8395644017921851e-07,0.0,0.0,0.00059971503174616214,6.9705021329214095e-05,154.0,0.0,0.85984062840668674,1.0,18.99693839110066,0.0077444553003529707,5.3764254771482372e-07,0.019977550308365219,0.027975744104023929,0.026975801543427547,0.0020124699575770981,6.3617896861315644e-09,4.1135556070506053e-05,0.043603510615499275,2.2715262750634829e-11,0.0044907859545780015,2.3204271283135316e-05,0.0061774049828265737,0.0061034098136743872,1.321536936090751e-06,4.1436930951458403e-06,8.0716473876536242e-07,0.00079385719020938776,3.9949760704173023e-06,1.5338708774948917e-05,1.658486310695796e-05,0.00033335862272224797,3.6948016858260812e-08,3.2098218717777197e-13,6.1107485439509384e-13,1.9981460936257383e-11,2.8375972273216918e-07,2.0788661686709757e-06,1.3183123086231313e-07,2.9219598346289193e-07,4.1279649704967199e-08,9.7344023180562945e-09,1.6119298345535323e-13,2.6422846592044533e-08,2.9371572684439102e-08,2.5016082778769236e-06,2.5420557089989509e-09,2.5548676166899509e-10,1.3132230468161088e-12
6.262451984068925e-08,0.7123029732807097,1.7918250994585993e-06,4.2250201223388461e-08,2.284741770128741e-06,2.4268064492587744e-10,7.2307422836830984e-07,0.0,0.0,0.00061156203456187448,7.2753474680596939e-05,154.0,0.0,0.85825065659283273,1.0,18.996898781839064,0.007826272972559091,5.3676298157786553e-07,0.020114040440299186,0.028251443966893511,0.027282876873719442,0.0020262244929875276,6.4244675666827691e-09,4.1540840689762697e-05,0.044111345105515939,2.2870513707251227e-11,0.0045905981133572095,2.3363440741744041e-05,0.0063105346804525498,0.0062325051121261106,1.3494856473535838e-06,4.1925072563734358e-06,8.2423529497279903e-07,0.00081707383603169881,4.1772493736215221e-06,1.6200388459287311e-05,1.7534448102111056e-05,0.00034372720145237713,3.8031495480251019e-08,3.2414463728100254e-13,6.2892087024111383e-13,2.060443294978439e-11,2.9302282909836891e-07,2.1753930285281874e-06,1.379630475092894e-07,3.060981608643334e-07,4.3270640664413671e-08,1.042161561632703e-08,1.6886226715347035e-13,2.8107566694586565e-08,3.1675514072630642e-08,2.5304113752874959e-06,2.7096658882312111e-09,2.7233933877626199e-10,1.3998105614050685e-12
6.3395961203499e-08,0.7123034106879316,1.8180615867660068e-06,4.3481939844715964e-08,2.3771673176601311e-06,2.5483155551666093e-10,7.6383809155455099e-07,0.0,0.0,0.00062344141878906459,7.5888112878092699e-05,154.0,0.0,0.85666447691115621,1.0,18.996859114307249,0.0079077571437685505,5.3588553074436276e-07,0.020248319920093388,0.028525404364068557,0.02758927362029236,0.0020397560725292354,6.4867494977352481e-09,4.1943565050743955e-05,0.044618348586984505,2.302324810397542e-11,0.0046912001774778358,2.352003538202568e-05,0.0064445670771538458,0.0063623415488543791,1.3775946716427951e-06,4.2412414869680088e-06,8.4140376878907748e-07,0.0008406625182731986,4.3648443457257162e-06,1.7097254059675965e-05,1.8524104670358888e-05,0.00035425640557567027,3.9132390666055221e-08,3.2728710959967784e-13,6.4705249646190909e-13,2.1237102386895262e-11,3.0244282764378997e-07,2.27495282251573e-06,1.442878686754026e-07,3.2044921774751632e-07,4.5326886041266661e-08,1.1146776094930379e-08,1.7677918003421859e-13,2.987530374238946e-08,3.4123707514222258e-08,2.5591508148703607e-06,2.8864966538128999e-09,2.9011944977652724e-10,1.4911614545553122e-12
6.493884392911852e-08,0.7123042960347827,1.8702532167255879e-06,4.5998247103921627e-08,2.5688272479733803e-06,2.8038911694637515e-10,8.5047535400822068e-07,0.0,0.0,0.00064728831531306373,8.24195958912745e-05,154.0,0.0,0.85350346937487787,1.0,18.996779604893774,0.0080697292120206279,5.3413696182808633e-07,0.020510324941362984,0.029068123968307963,0.028200037769107639,0.0020661582410298291,6.6101294340691169e-09,4.2741358362636511e-05,0.045629870513569211,2.3321256127822548e-11,0.0048947368850445093,2.3825591018589168e-05,0.0067152814698897322,0.0066241636225956146,1.4342775828143357e-06,4.3384709241346969e-06,8.7602464997811109e-07,0.00088895734520608107,4.7562076956791815e-06,1.8999971910685202e-05,2.0627853084289168e-05,0.00037579344835856401,4.1386496100889489e-08,3.3351231880194636e-13,6.8417360727211055e-13,2.2531342789932768e-11,3.2175174501205652e-07,2.4833568898047686e-06,1.5752836429577321e-07,3.5052653291900562e-07,4.9639378163929622e-08,1.2716957948818695e-08,1.9337165041152405e-13,3.3671368644007351e-08,3.9479680019362608e-08,2.6164393212451278e-06,3.2694003315891326e-09,3.2862134074180691e-10,1.6889698127648657e-12
6.632743838217609e-08,0.7123051044634743,1.9168912660853641e-06,4.8322750099384647e-08,2.7491433943345104e-06,3.048600419372255e-10,9.3451014592585547e-07,0.0,0.0,0.00066883890697435212,8.8601677158365677e-05,154.0,0.0,0.85067146941517147,1.0,18.99670784852016,0.0082143740845029567,5.3257045092736635e-07,0.020738764066723113,0.029550666352059132,0.02874742079300115,0.0020891773750659265,6.7198271943229555e-09,4.3450680692923528e-05,0.04653741821047231,2.3581078977011956e-11,0.0050805287451659601,2.4092012231877599e-05,0.0069618659680415144,0.0068621529509002516,1.4858003486512849e-06,4.4257059782927915e-06,9.0749381367315233e-07,0.00093369804389417806,5.1271429499984378e-06,2.0841373618187613e-05,2.2668913836143032e-05,0.00039571774628351,4.3474900632746355e-08,3.3904718583124682e-13,7.1856166056938879e-13,2.3728830890365613e-11,3.3966168972524268e-07,2.6817564169818524e-06,1.701344241186991e-07,3.7920257148531384e-07,5.3754370669179605e-08,1.4275262450485584e-08,2.0919109185231925e-13,3.7401117888696267e-08,4.4862170281885004e-08,2.6677827717023034e-06,3.6495969871369099e-09,3.6685274399954625e-10,1.8853797931925452e-12
6.771603283523365e-08,0.7123059234722705,1.9631984651550705e-06,5.0703471429350706e-08,2.9369289324051267e-06,3.3076358105279989e-10,1.0245507548699208e-06,0.0,0.0,0.00069046019876138317,9.5076648070944723e-05,154.0,0.0,0.84785165831450227,1.0,18.996635905881682,0.008357954784439986,5.3101074149224206e-07,0.020960341901686566,0.030027641593722273,0.029292630041988409,0.0021115045440072292,6.8282577451657045e-09,4.4151809088968042e-05,0.047442304418800658,2.3833091439273913e-11,0.0052687371185021368,2.435044165449881e-05,0.0072111511615143547,0.0071022580133279119,1.5377806724839081e-06,4.5126850348173264e-06,9.392424495853998e-07,0.0009796480740404533,5.5160822740892174e-06,2.2810169941881138e-05,2.4856399679718819e-05,0.00041614905589239953,4.5619926668831903e-08,3.4451811530576877e-13,7.5387806558016918e-13,2.4956948018758181e-11,3.580723301150121e-07,2.8906963161902401e-06,1.834113263407777e-07,4.0944285344239522e-07,5.8097097044797999e-08,1.598079563852603e-08,2.2587346496220026e-13,4.1446133446439235e-08,5.0821272996007689e-08,2.7189222994770456e-06,4.0660961142662077e-09,4.087363388714287e-10,2.100543740710813e-12
6.910462728829122e-08,0.7123067526583052,2.0091624021115851e-06,5.3139950507936021e-08,3.1322325159688098e-06,3.58138277350058e-10,1.1208535427273076e-06,0.0,0.0,0.00071213997137468097,0.00010184922603468533,154.0,0.0,0.8450439979701494,1.0,18.996563778436354,0.0085004773993204424,5.2945781290177852e-07,0.021175169840027559,0.030499076746324499,0.029835674775639504,0.0021331509938360312,6.9354272539206329e-09,4.484478342944885e-05,0.048344540693945545,2.407742045103706e-11,0.0054593096240553671,2.4601008952013271e-05,0.0074630554688171315,0.0073443739276979423,1.5901958356443037e-06,4.5994092044573786e-06,9.7125668149978841e-07,0.0010268079693079824,5.9232757502497418e-06,2.4911414218291824e-05,2.7196653567122702e-05,0.00043708179008633628,4.7821601954066662e-08,3.4992541839508573e-13,7.9012321455560916e-13,2.6215364036182163e-11,3.7698024565142257e-07,3.1104379264544828e-06,1.9737573605182296e-07,4.4128767704345522e-07,6.2673543818967125e-08,1.7843295901674918e-08,2.4344100071183617e-13,4.5824802055472907e-08,5.7401530715289396e-08,2.7698587728047934e-06,4.5215147023087172e-09,4.5453555155038208e-10,2.3358136064737647e-12
7.049322174134878e-08,0.7123075916254513,2.054771695490572e-06,5.5631710936439669e-08,3.3350950038070647e-06,3.8702183836060165e-10,1.2236766996389213e-06,0.0,0.0,0.00073386634561771534,0.00010892390363979654,154.0,0.0,0.84224844950678035,1.0,18.996491467900611,0.0086419479880990666,5.279116443316233e-07,0.021383358381689622,0.030964999532757369,0.030376564222904676,0.0021541278800209997,7.0413420399698435e-09,4.5529644575027296e-05,0.04924413855590825,2.431419192679621e-11,0.0056521945195500013,2.4843842751706754e-05,0.0077174986376060796,0.0075883970561593551,1.643023389400597e-06,4.6858795946028992e-06,1.0035227980635619e-06,0.001075177761705678,6.3489533604932052e-06,2.7150165763908048e-05,2.9696073771179776e-05,0.00045851008111067387,5.0079930679962898e-08,3.5526941394116181e-13,8.2729711447104505e-13,2.7503731822624098e-11,3.9638173130868457e-07,3.3412388537330724e-06,2.120440805310029e-07,4.7477679861790159e-07,6.7489619502157301e-08,1.9872849417348767e-08,2.6191563111385009e-13,5.0556073463896499e-08,6.4649468096973191e-08,2.8205930570759817e-06,5.0185847691004549e-09,5.0452539531258739e-10,2.5926007664276996e-12
7.188181619440635e-08,0.7123084399842854,2.1000159382227932e-06,5.8178261750768818e-08,3.5455495767461446e-06,4.1745109836632489e-10,1.3332799400164507e-06,0.0,0.0,0.00075562778326319652,0.00011630494729694542,154.0,0.0,0.83946497330633052,1.0,18.996418976235134,0.0087823725811406895,5.263722144352526e-07,0.021585017114313394,0.031425438321881966,0.030915307581630368,0.0021744462656603201,7.1460085700735925e-09,4.6206434339403268e-05,0.050141109488498412,2.4543530738488574e-11,0.005847340699614921,2.5079070621019644e-05,0.0079744017338924649,0.0078342250241634336,1.6962411590798524e-06,4.7720973092063185e-06,1.0360272553154509e-06,0.0011247569934010329,6.7933247611753911e-06,2.9531482570888979e-05,3.2361106529997413e-05,0.00048042779727671108,5.2394894037441926e-08,3.6055042822004641e-13,8.6539939611461723e-13,2.8821688280516981e-11,4.1627281219107945e-07,3.5833528126205628e-06,2.2743253913237247e-07,5.0994940686053587e-07,7.2551150663588614e-08,2.2079888307405304e-08,2.8131897503919053e-13,5.565945700875247e-08,7.2613590509456462e-08,2.8711260147898591e-06,5.560153729948103e-09,5.5899250793143208e-10,2.8723762119404807e-12
7.327041064746391e-08,0.7123092973520357,2.144885644544383e-06,6.0779098604669785e-08,3.7636218680445044e-06,4.4946198417336152e-10,1.4499242010903726e-06,0.0,0.0,0.0007774130873386319,0.00012399639637432358,154.0,0.0,0.83669352903741367,1.0,18.996346305631199,0.0089217571801706117,5.2483950110798068e-07,0.021780254695715845,0.031880422104831406,0.031451914018095543,0.0021941171197206624,7.2494334535096778e-09,4.6875195459412464e-05,0.051035464938563202,2.4765560695880122e-11,0.0060446976937802883,2.5306819047084066e-05,0.0082336871310309135,0.0080817567390440853,1.7498272481029638e-06,4.858063448707168e-06,1.0687566791592421e-06,0.0011755447285834292,7.2565791043737377e-06,3.2060414061195285e-05,3.5198238675055066e-05,0.00050282855919250695,5.4766450772092879e-08,3.6576879470068884e-13,9.0442932321495234e-13,3.0168855308954216e-11,4.3664925776618708e-07,3.8370294784843532e-06,2.435570338375298e-07,5.4684409875460311e-07,7.7863878252779893e-08,2.4475188322632411e-08,3.0167232493480636e-13,6.1155017647170987e-08,8.1344378317726107e-08,2.9214585055101993e-06,6.1491845456148048e-09,6.182351668171178e-10,3.1766706262693918e-12
