Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412)
5.701614762969064e-08,0.3720790057008758,1.3970075057866386e-06,6.9460533408294487e-08,1.4283120249782164e-05,9.3620565508859187e-10,9.5518746749050795e-06,0.0,0.0,0.0014158840099364155,0.0005123401785020479,154.0,0.0,0.81544385558128774,1.0,18.98947269054749,0.0072050295939375788,5.4109738954913289e-07,0.029824398198160094,0.044766441493698302,0.025768838523096943,0.0056420700498225184,1.9301409600165648e-08,0.00012473846318604843,0.041832631039551163,6.3166469452612588e-11,0.013171919466424145,3.5387706741507282e-05,0.0093333595670072305,0.0090354161269472818,3.7176072481732418e-06,4.0206609960588288e-06,2.2675853427807248e-06,0.0040208087758156078,1.6268178223820597e-05,6.2225303382753186e-05,6.7215742569875462e-05,0.0027989674759001785,1.9098429639567233e-07,9.6632697275052135e-13,5.9943096467285224e-12,1.7322310015822748e-10,2.472749417153856e-06,1.6163299348926378e-05,1.919215815930567e-06,2.2681190237664314e-06,5.9571568883738907e-07,4.0946924566634159e-07,1.2612814411257912e-12,4.5634814030496787e-07,5.397991160919941e-07,2.4169869191885838e-06,1.2869359965279774e-08,2.4299081644897523e-09,6.7777007150778172e-12,1.6086783006413329e-11,4.6086641498207173e-08,3.840581970944598e-17,2.2037190834835158e-17,1.3207101532877395e-08,2.7415184518844139e-13,5.2567536133299291e-09,1.5636940186810482e-13,9.0613553959282205e-15
5.7952047558381596e-08,0.3720792186014227,1.413641906734337e-06,7.1716218082590161e-08,1.4954555794439095e-05,9.8812344950467242e-10,1.0225188108999902e-05,0.0,0.0,0.0014427309783251164,0.0005383282859787907,154.0,0.0,0.81281673297455725,1.0,18.989278735584609,0.0073026544135208265,5.3950702824611544e-07,0.030003831246226638,0.04521727586030564,0.026144400346252206,0.0056759799208920643,1.9495580164949581e-08,0.00012599335368680342,0.042456561091619195,6.3546111467211269e-11,0.013529392330434584,3.5601975573745038e-05,0.0095834046795613137,0.0092649474355392808,3.812006703097219e-06,4.0813780932011378e-06,2.3251655629444328e-06,0.0041719265074294052,1.7173391195524751e-05,6.6623671385980328e-05,7.2067166013334698e-05,0.0029031889869450466,1.981866306184884e-07,9.7604838910611428e-13,6.2193169032347524e-12,1.7969169915910409e-10,2.5701273926635995e-06,1.7101286179626598e-05,2.0307807042643094e-06,2.4038545810749513e-06,6.3191977658830577e-07,4.4572247947296159e-07,1.3367628320591418e-12,4.9409224935747226e-07,5.9161456630760614e-07,2.4526523114525851e-06,1.390539759874681e-08,2.6256371014300285e-09,7.3233369549753404e-12,1.7488170861740202e-11,5.0106790189183392e-08,4.1499405869142958e-17,2.3812285054400203e-17,1.4582383282309769e-08,3.0269983334388091e-13,5.8127139694064871e-09,1.7290534778865184e-13,1.0019694861889616e-14
5.888794748707255e-08,0.3720794334131773,1.4299565690397356e-06,7.3996094220938479e-08,1.5641105198715321e-05,1.0416739706674327e-09,1.0930987128548854e-05,0.0,0.0,0.0014692560680544281,0.00056502162459018987,154.0,0.0,0.81020225725982009,1.0,18.989084256838808,0.0073996828259473369,5.3792446335359346e-07,0.030175997410413817,0.04565996849116627,0.026518572527479529,0.0057085133200831164,1.968623559401972e-08,0.0001272255266259953,0.043078658999287679,6.3910343025241597e-11,0.013889255680161262,3.580759172138854e-05,0.0098349286061435413,0.0094949798863165832,3.9066101879529415e-06,4.1419166559554863e-06,2.3828702418271667e-06,0.0043256311655489842,1.8106634201672531e-05,7.123563254862404e-05,7.7163753771580058e-05,0.0030088904335618671,2.055128804977923e-07,9.8559381655129842e-13,6.4481686818837611e-12,1.8625285320738117e-10,2.6690874201821672e-06,1.8073584187608611e-05,2.1464335873406248e-06,2.5447437138423404e-06,6.6952340378649909e-07,4.8438375871127731e-07,1.4151100833144536e-12,5.3417398755591713e-07,6.471983534224188e-07,2.4881856471535127e-06,1.5003214220738153e-08,2.8330442919348679e-09,7.9015097155350535e-12,1.8982159948221474e-11,5.4393003035404025e-08,4.4777572214987011e-17,2.5693291055486345e-17,1.607371274276559e-08,3.3365673162777369e-13,6.4166927661912483e-09,1.9086927508883256e-13,1.1060806358456907e-14
5.98238474157635e-08,0.3720796500067218,1.4459561831500576e-06,7.6299567784799762e-08,1.6342553717195193e-05,1.096858859907194e-09,1.1670021209594118e-05,0.0,0.0,0.001495452070411743,0.00059241674042994361,154.0,0.0,0.80760037170235199,1.0,18.988889275257069,0.0074961179978890961,5.3634965907144669e-07,0.030341036156428577,0.046094602213758253,0.02689136159297972,0.0057396967162640878,1.9873411721782514e-08,0.00012843521361466685,0.043698933726037503,6.4259460463956343e-11,0.014251428347753123,3.6004721015917689e-05,0.010087870978179337,0.0097254303392247318,4.0013834856228933e-06,4.2022775574778928e-06,2.4406785080635962e-06,0.004481890290585485,1.9067805527618989e-05,7.6066147728290416e-05,8.2511970195777703e-05,0.0031160339926752482,2.1296150073812249e-07,9.9496504925837919e-13,6.6808165240049423e-12,1.9290422555356698e-10,2.7695971992932638e-06,1.9080606432055475e-05,2.2662237989995672e-06,2.6908537044463149e-06,7.0854550804354076e-07,5.2555666188475653e-07,1.49636061008087e-12,5.7668723392222023e-07,7.0673005753840445e-07,2.5235875463587966e-06,1.6165006286420778e-08,3.0525451937628885e-09,8.5133757918546978e-12,2.0572639853375262e-11,5.8956480739419585e-08,4.8246885248546795e-17,2.7683976684981733e-17,1.7688378254496185e-08,3.6717383096820437e-13,7.0718315352739232e-09,2.1035458215620148e-13,1.2190105116742187e-14
6.075974734445445e-08,0.3720798682563005,1.4616454890048953e-06,7.8626053084623871e-08,1.7058677683880494e-05,1.1536786688414564e-09,1.2443027192107059e-05,0.0,0.0,0.0015213124814050993,0.00062050969577067132,154.0,0.0,0.80501101836101363,1.0,18.98869381194999,0.0075919630805616357,5.3478257959770611e-07,0.030499085987137669,0.046521260662609691,0.027262774039212651,0.0057695563940145236,2.0057144730817951e-08,0.00012962264849329555,0.044317394194555479,6.4593758055509291e-11,0.014615830572114772,3.6193528153622322e-05,0.010342172591330601,0.009956217203896129,4.0962930185862221e-06,4.2624616670255366e-06,2.4985698804283879e-06,0.0046406706856398751,2.0056772052984734e-05,8.112007945252878e-05,8.8118214624415136e-05,0.0032245816569697991,2.2053091034666506e-07,1.0041638987414007e-12,6.9172108767943093e-12,1.9964346741852414e-10,2.8716240889826678e-06,2.0122749889711319e-05,2.3901987538431413e-06,2.8422493796286773e-06,7.4900435383368113e-07,5.6934633487319911e-07,1.5805504619889125e-12,6.217272461394777e-07,7.7039227559422283e-07,2.5588586263559866e-06,1.7392974123562811e-08,3.2845559967275325e-09,9.1600940189927905e-12,2.2263537943807439e-11,6.3808533892228282e-08,5.1913923041865097e-17,2.978811642888942e-17,1.9433941281821512e-08,4.03408091790706e-13,7.7814019857633145e-09,2.3145853528970456e-13,1.3413230762026503e-14
6.16956472731454e-08,0.3720800880397517,1.4770292633884601e-06,8.097497292960647e-08,1.7789245220273871e-05,1.21213290056898e-09,1.3250728671976421e-05,0.0,0.0,0.0015468314765515576,0.0006492960909185889,154.0,0.0,0.80243413816846743,1.0,18.98849788815841,0.0076872212095962043,5.3322318977441489e-07,0.03065028437273451,0.046940028196723729,0.027632816332356196,0.0057981184404305797,2.023747111670044e-08,0.00013078806708532634,0.044934049285868055,6.491352785880679e-11,0.014982383989194166,3.6374176612116202e-05,0.010597775397202613,0.010187260456666188,4.1913058559047224e-06,4.3224698498686025e-06,2.5565242721026341e-06,0.0048019384714563925,2.1073369846078892e-05,8.640218571504125e-05,9.3988814421264988e-05,0.0033344952852799553,2.2821949527128034e-07,1.0131921919853783e-12,7.1573011751667864e-12,2.0646822113305509e-10,2.9751351580989762e-06,2.1200395460490852e-05,2.5184039478876523e-06,2.998993105639672e-06,7.9091753043986292e-07,6.1585941652675365e-07,1.6677143204104274e-12,6.6939060752309062e-07,8.3837044364362246e-07,2.5939995015990406e-06,1.8689319371760056e-08,3.5294931374730545e-09,9.8428239233599683e-12,2.4058814797556418e-11,6.8960569818801289e-08,5.5785267568273364e-17,3.200948701176115e-17,2.1318236518491305e-08,4.4252214620552987e-13,8.5488071990163606e-09,2.5428230401850326e-13,1.4736049373180626e-14
6.263154720183636e-08,0.37208030923843455,1.492112308340221e-06,8.3345758754217082e-08,1.8534016928127874e-05,1.272220051118563e-09,1.4093835436068863e-05,0.0,0.0,0.0015720038855955448,0.00067877108606794433,154.0,0.0,0.79986967100889472,1.0,18.988301525221374,0.0077818955049233241,5.3167145141049463e-07,0.030794767684941975,0.047350989819320261,0.028001494907804559,0.0058254087326971163,2.0414427652079431e-08,0.00013193170706990058,0.045548907838535678,6.5219059587221257e-11,0.015351011621693984,3.6546828571659951e-05,0.0108546224944797,0.010418481656010293,4.2863897194755758e-06,4.3823029672078981e-06,2.6145219944436137e-06,0.0049656591399701785,2.2117404809360822e-05,9.1917114020808563e-05,0.00010013001821983869,0.0034457366506627277,2.3602561097156708e-07,1.0220517701569628e-12,7.4010359218558374e-12,2.1337612313169817e-10,3.0800972337250182e-06,2.2313907993868168e-05,2.6508829616975395e-06,3.1611447868452467e-06,8.34301950887512e-07,6.6520396331813719e-07,1.7578854976831864e-12,7.1977517336502992e-07,9.1085265546751775e-07,2.6290107836582513e-06,2.0056242471684705e-08,3.78777282380925e-09,1.0562724400133654e-11,2.5962459638608004e-11,7.4424079426794704e-08,5.9867497184243675e-17,3.4351863082808e-17,2.334937157352918e-08,4.8468429148662358e-13,9.3775826712244402e-09,2.7893099191681738e-13,1.6164655279828952e-14
6.356744713052731e-08,0.3720805317371674,1.5068994405524753e-06,8.5737850723069247e-08,1.9292746565584277e-05,1.333937650995158e-09,1.4973042939932469e-05,0.0,0.0,0.0015968251672357824,0.00070892942308843783,154.0,0.0,0.79731755579321228,1.0,18.98810474454589,0.0078759890706673798,5.301273262667539e-07,0.030932671135171955,0.047754231100197331,0.028368816169700418,0.0058514529264095706,2.0588051353633855e-08,0.00013305380768873824,0.046161978647899497,6.5510640471626871e-11,0.015721637868239987,3.6711644841194915e-05,0.011112658119523057,0.010649803956408788,4.3815129897506159e-06,4.441961876098073e-06,2.672543760510767e-06,0.0051317976064207474,2.3188653372715827e-05,9.7669395687097809e-05,0.00010654798938313176,0.0035582674861943742,2.4394758492164706e-07,1.0307444865851195e-12,7.6483627648113514e-12,2.2036480680935676e-10,3.1864769474865148e-06,2.3463636334963674e-05,2.7876774658725158e-06,3.3287618676273618e-06,8.7917385181881785e-07,7.1748937322823367e-07,1.8510959381682999e-12,7.7298001675927661e-07,9.880294781071466e-07,2.6638930811736987e-06,2.1495940210138204e-08,4.0598105695810513e-09,1.132095242048204e-11,2.7978485787635852e-11,8.0210624099045219e-08,6.4167179277821574e-17,3.6819012997575408e-17,2.5535726243184747e-08,5.3006847495900954e-13,1.0271397204127589e-08,3.0551366285720558e-13,1.7705372597722623e-14
6.450334705921826e-08,0.3720807554241609,1.5213954816869716e-06,8.8150697815632489e-08,2.0065181705570629e-05,1.397282306677416e-09,1.5889031827590649e-05,0.0,0.0,0.0016212913839341685,0.00073976544718345344,154.0,0.0,0.79477773053179268,1.0,18.98790756757823,0.0079695049950518557,5.2859077777674849e-07,0.031064128716557168,0.048149838100519572,0.028734786490502803,0.005876276444627908,2.0758379450496172e-08,0.00013415460949198812,0.046773270465383661,6.5788555135586004e-11,0.016094188492039096,3.6868784788987722e-05,0.01137182763646372,0.010881152120650923,4.4766447107973869e-06,4.5014474293762654e-06,2.7305706881704867e-06,0.0053003182600078911,2.4286863231287251e-05,0.0001036634404064869,0.00011324879968668845,0.0036720495285350921,2.519837190434448e-07,1.0392722049162514e-12,7.8992285725418418e-12,2.2743190523852347e-10,3.2942407798280628e-06,2.4649913389257638e-05,2.928827228762748e-06,3.5018993374088259e-06,9.2554879426056072e-07,7.728263090355456e-07,1.9473762210448807e-12,8.291053740137278e-07,1.0700937648966428e-06,2.6986469998121155e-06,2.3010603326165828e-08,4.3460207410351973e-09,1.2118661770925959e-11,3.0110926142383269e-11,8.6331822668641057e-08,6.8690863098756748e-17,3.9414694703880723e-17,2.7885951375834554e-08,5.7885427043662182e-13,1.1234053644586215e-08,3.3414336278232547e-13,1.9364756503580436e-14
6.543924698790922e-08,0.37208098019095,1.535605249547436e-06,9.0583757892202042e-08,2.0851064375474712e-05,1.4622497419329024e-09,1.6842467492754827e-05,0.0,0.0,0.0016453991768746051,0.00077127312836159365,154.0,0.0,0.79225013240471232,1.0,18.987710015776379,0.0080624463503148301,5.27061765858821e-07,0.031189273149762779,0.04853789729989369,0.029099412210591667,0.0058999044676484461,2.0925449351121052e-08,0.00013523435427041823,0.047382791997854161,6.6053085490684339e-11,0.016468590609060033,3.7018406277780953e-05,0.011632077526822996,0.011112452530591047,4.5717545945938415e-06,4.5607604755959896e-06,2.7885843026530665e-06,0.0054711850130703035,2.5411754124631083e-05,0.00010990353107721264,0.00012023842323222559,0.0037870445593079609,2.6013229206946209e-07,1.0476367981590525e-12,8.1535795078173227e-12,2.3457505374730137e-10,3.4033551022894793e-06,2.5873056204887334e-05,3.0743701262839369e-06,3.6806097386370547e-06,9.7344166523921493e-07,8.3132662117308249e-07,2.0467555647484808e-12,8.8825258974976032e-07,1.157240466560016e-06,2.7332731422270581e-06,2.4602414182832492e-08,4.6468161157252538e-09,1.2957001826787902e-11,3.236382870038225e-11,9.2799338513293447e-08,7.3445072786737617e-17,4.2142651741441599e-17,3.0408967337805928e-08,6.312268463761564e-13,1.2269489474180243e-08,3.6493713705435965e-13,2.1149594251413988e-14
6.637514691660017e-08,0.37208120593233085,1.5495335500496343e-06,9.303649774244606e-08,2.1650131677261937e-05,1.5288348388296168e-09,1.7833999680684976e-05,0.0,0.0,0.0016691457411337545,0.00080344608266923851,154.0,0.0,0.78973469782952987,1.0,18.987512110584298,0.0081548161926343933,5.2554025005538165e-07,0.031308235832485404,0.048918495526125691,0.029462699637902122,0.0059223619234749572,2.1089298613305151e-08,0.00013629328477928219,0.047990551907023622,6.6304510622931805e-11,0.016844772675767863,3.7160665604337621e-05,0.011893355378691651,0.011343633196371838,4.6668130248332608e-06,4.6199018589660768e-06,2.8465665389138625e-06,0.0056443613487725903,2.6563018653991386e-05,0.00011639381890532323,0.00012752273059825575,0.0039032144443405452,2.6839156183438429e-07,1.0558401468166519e-12,8.4113610984368165e-12,2.4179189236982132e-10,3.5137862178179458e-06,2.7133366071509737e-05,3.2243421537099806e-06,3.864943177565111e-06,1.0228666801981708e-06,8.9310327030992245e-07,2.149261832967049e-12,9.5052406178690672e-07,1.2496664409206059e-06,2.7677721080222626e-06,2.6273544508984395e-08,4.9626074546699144e-09,1.3837116363010092e-11,3.4741252135931992e-11,9.9624866803472317e-08,7.8436300609192755e-17,4.5006609361729052e-17,3.3113962089130824e-08,6.8737692593380289e-13,1.338177725041852e-08,3.9801604333527347e-13,2.3066905933064333e-14
6.731104684529112e-08,0.37208143254630227,1.5631851699346663e-06,9.5508393117769271e-08,2.2462116387335766e-05,1.5970316783342103e-09,1.8864262129837423e-05,0.0,0.0,0.0016925288011200438,0.0008362775931368148,154.0,0.0,0.78723136252663373,1.0,18.987313873407448,0.0082466175620635618,5.2402619293397444e-07,0.03142114679254597,0.049291719887446982,0.029824655047590208,0.0059436734789684561,2.1249964916431032e-08,0.00013733164446099824,0.04859655880890499,6.6543106688432794e-11,0.017222664476442207,3.7295717443265049e-05,0.012155609875498396,0.011574623764132522,4.7617910601203795e-06,4.6788724192945009e-06,2.9044997436202766e-06,0.0058198103672913708,2.7740323134513002e-05,0.00012313831878230861,0.00013510748323336687,0.004020521170819317,2.7675976749501511e-07,1.0638841369974753e-12,8.6725183057522824e-12,2.4908006816686559e-10,3.6255003991534647e-06,2.8431128634735014e-05,3.3787774393279425e-06,4.0549473376723925e-06,1.073837386173003e-06,9.5827024980830424e-07,2.2549215421048542e-12,1.0160231859062793e-06,1.3475702617528666e-06,2.8021444937180719e-06,2.8026153214814356e-08,5.2938030883922384e-09,1.476014240394381e-11,3.7247261442459772e-11,1.0682012193650583e-07,8.3671000418481803e-17,4.8010270773706206e-17,3.6010388879183434e-08,7.4750073913154309e-13,1.4575124901526137e-08,4.335051601205329e-13,2.5123944986343578e-14
6.824694677398208e-08,0.3720816599339958,1.5765648701746602e-06,9.7998928748664953e-08,2.3286747535575267e-05,1.6668335803980963e-09,1.9933872252348841e-05,0.0,0.0,0.0017155465863324319,0.00086976063039558688,154.0,0.0,0.78474006158217235,1.0,18.987115325589549,0.0083378534824743809,5.2251955304482473e-07,0.031528134644475077,0.049657657706921945,0.030185284681733236,0.0059638635316599364,2.1407486031079366e-08,0.00013834967744547804,0.049200821273318804,6.6769146835357672e-11,0.01760219711010964,3.742371479500383e-05,0.012418790784397372,0.01180535552222243,4.8566604363603444e-06,4.7376729919369298e-06,2.9623666765233897e-06,0.00599749483049328,2.8943308479222788e-05,0.00013014090494110396,0.00014299832809705674,0.0041389268824082405,2.852351316781549e-07,1.0717706598304731e-12,8.9369955918127176e-12,2.5643723741447981e-10,3.73846392532719e-06,2.9766614025168892e-05,3.537708259838051e-06,4.2506674955709918e-06,1.1263666656815657e-06,1.0269425081991284e-06,2.363759870126194e-12,1.0848543005816696e-06,1.4511520272877923e-06,2.8363908927208327e-06,2.9862384284334206e-08,5.6408085176334021e-09,1.5727209112917797e-11,3.9885923650613414e-11,1.1439682518662737e-07,8.9155581340915638e-17,5.1157313522619884e-17,3.9107963573024082e-08,8.1179996735772146e-13,1.5853875877135467e-08,4.7153359104872485e-13,2.7328198454789941e-14
6.918284670267303e-08,0.3720818879996174,1.5896773800228342e-06,1.0050759834816679e-07,2.412375096309448e-05,1.7382331434427772e-09,2.1043430852336893e-05,0.0,0.0,0.0017381978074854153,0.00090388787292622081,154.0,0.0,0.78226072950860559,1.0,18.986916488390779,0.0084285269615108557,5.2102028781235243e-07,0.031629326549490078,0.050016396459548827,0.030544594749055687,0.0059829562022070725,2.1561899791910448e-08,0.00013934762830149959,0.04980334782343971,6.6982901112494546e-11,0.017983302977119118,3.7544808937861878e-05,0.012682848944303495,0.012035761405941191,4.9513935687079011e-06,4.796304407749784e-06,3.0201505116855275e-06,0.0061773772051027841,3.0171591111634673e-05,0.00013740530689260378,0.00015120079255228342,0.0042583939123845733,2.9381586255629989e-07,1.0795016097997904e-12,9.204736983398261e-12,2.6386106767557338e-10,3.8526431163140208e-06,3.114007700112507e-05,3.7011650573844585e-06,4.4521465392472435e-06,1.1804667412867055e-06,1.0992358718129401e-06,2.4758006667000055e-12,1.1571226317639286e-06,1.5606131688640609e-06,2.8705118952951503e-06,3.1784364747659894e-08,6.0040260292243295e-09,1.6739436724428753e-11,4.2661303631685342e-11,1.2236669259874696e-07,9.4896401705466525e-17,5.4451386006296201e-17,4.2416661620066171e-08,8.804816804429013e-13,1.7222509157540303e-08,5.1223446493672715e-13,2.9687387003619276e-14
7.011874663136398e-08,0.3720821166503927,1.6025273916626695e-06,1.0303390460244888e-07,2.4972849858372489e-05,1.8112222831653368e-09,2.2193521880940192e-05,0.0,0.0,0.0017604816330417904,0.00093865172690470178,154.0,0.0,0.77979330030290905,1.0,18.986717382967392,0.0085186409905502868,5.1952835943198047e-07,0.031724848178763872,0.05036802371185662,0.030902591424682133,0.0060009753274719571,2.1713244073932886e-08,0.00014032574171497217,0.050404146935385183,6.718463638194577e-11,0.018365915765387333,3.7659149383968628e-05,0.012947736253603806,0.012265776000829951,5.0459635529879441e-06,4.8547674930476772e-06,3.0778348384137658e-06,0.0063594197043623851,3.1424763903875346e-05,0.00014493510564408794,0.00015972027951316437,0.004378884814846341,3.025001558512481e-07,1.0870788827147612e-12,9.4756861335714517e-12,2.7134923975289424e-10,3.9680043658824944e-06,3.2551757104088265e-05,3.8691764581105684e-06,4.6594249884917181e-06,1.2361491807904965e-06,1.1752669676979136e-06,2.5910664645622123e-12,1.2329342378009415e-06,1.6761562601963665e-06,2.9045080885388866e-06,3.3794202735661743e-08,6.3838543274293688e-09,1.7797935520018914e-11,4.5577459995184911e-11,1.307414231515024e-07,1.008997632170428e-16,5.7896104131759794e-17,4.5946714677398059e-08,9.5375826656704994e-13,1.868563912448109e-08,5.5574493169240585e-13,3.2209464696990616e-14
7.105464656005494e-08,0.37208234579649824,1.6151195554140815e-06,1.0557735914956481e-07,2.5833765271519956e-05,1.8857922705943639e-09,2.3384712226951666e-05,0.0,0.0,0.001782397666190684,0.00097404434561463281,154.0,0.0,0.77733770750246733,1.0,18.986518030352219,0.0086081985446727644,5.1804372566410068e-07,0.031814823679879596,0.05071262706350671,0.031259280849923167,0.0060179444542028115,2.1861556764792535e-08,0.00014128426256465048,0.051003227037855155,6.7374616266607069e-11,0.018749970436342325,3.7766883839029197e-05,0.013213405657571998,0.012495335544540352,5.1403441662565104e-06,4.9130630695650491e-06,3.1354036614895941e-06,0.0065435843281886306,3.2702397137285405e-05,0.00015273373020025099,0.00016856206285055636,0.0045003623940461429,3.1128619676577379e-07,1.0945043755220559e-12,9.7497863822626915e-12,2.7889944951726631e-10,4.0845141726863463e-06,3.4001878826044078e-05,4.0417692921322938e-06,4.8725410173752292e-06,1.2934249030198102e-06,1.2551531469474054e-06,2.7095784920122531e-12,1.3123959545701913e-06,1.7979848277106635e-06,2.938380056360796e-06,3.5893985618773373e-08,6.780688181327973e-09,1.8903804847454188e-11,4.8638441088595397e-11,1.3953268721292228e-07,1.0717190538309207e-16,6.1495048117255684e-17,4.9708606900726232e-08,1.0318473552672985e-12,2.024801529671247e-08,6.0220615429856766e-13,3.4902618542190408e-14
7.199054648874589e-08,0.37208257535100425,1.6274584754570669e-06,1.0813748254725802e-07,2.6706216606540401e-05,1.9619337693354043e-09,2.4617551541857702e-05,0.0,0.0,0.0018039459223037463,0.0010100576483989669,154.0,0.0,0.77489388423869676,1.0,18.986318451436535,0.008697202582638423,5.1656634178488745e-07,0.031899375646364463,0.051050294091548626,0.031614669132082968,0.0060338868333012757,2.2006875740156292e-08,0.00014222343571872818,0.051600596511805194,6.7553101080059828e-11,0.019135403210591709,3.7868158165754227e-05,0.013479811135512455,0.01272437792730801,5.2345098669711432e-06,4.9711919544218175e-06,3.1928414013017905e-06,0.0067298329018315147,3.4004039482507651e-05,0.00016080445434683654,0.00017773128305755481,0.0046227897319068983,3.201721618436978e-07,1.1017799849260241e-12,1.0026980813648782e-11,2.8650940962992625e-10,4.2021391696432183e-06,3.5490651787820697e-05,4.2189686148241644e-06,5.0915304786325499e-06,1.3523041841642972e-06,1.3390124085535493e-06,2.8313566864730725e-12,1.3956153408973791e-06,1.9263031623735563e-06,2.9721283794607029e-06,3.8085778231554829e-08,7.194918088533842e-09,2.0058132185693838e-11,5.1848281106602866e-11,1.4875211530981178e-07,1.137190001985559e-16,6.5251759442479129e-17,5.371307091645966e-08,1.1149717338267727e-12,2.1914521933861793e-08,6.5176329680037858e-13,3.7775267806780857e-14
7.292644641743685e-08,0.3720828052298261,1.6395487060355057e-06,1.1071380423071932e-07,2.7589922091521932e-05,2.039636871953232e-09,2.5892572098068384e-05,0.0,0.0,0.0018251268068978374,0.001046683339128267,154.0,0.0,0.77246176328844185,1.0,18.986118666953416,0.0087856560468721027,5.1509617003806813e-07,0.031978625090200892,0.051381112297207709,0.031968762344289123,0.0060488254146511102,2.2149238844210966e-08,0.0001431435056409762,0.052196263690153948,6.7720347752205866e-11,0.019522151553339244,3.7963116350836506e-05,0.01374690768765926,0.012952842691060028,5.3284357947519295e-06,5.0291549600928968e-06,3.2501328938101106e-06,0.0069181271130502537,3.5329218996130698e-05,0.00016915039371621324,0.00018723294317628069,0.0047461302137762045,3.291562207588986e-07,1.108907605092613e-12,1.0307212310699096e-11,2.9417685115889487e-10,4.32084615164686e-06,3.701827092760786e-05,4.4007977293217768e-06,5.3164269298196901e-06,1.4127966646291549e-06,1.4269633238987671e-06,2.9564197090392184e-12,1.4827006243318763e-06,2.0613161334198827e-06,3.005753635312111e-06,4.0371621184415081e-08,7.6269299552685956e-09,2.1261992256397351e-11,5.5210996316315426e-11,1.5841128722978258e-07,1.2054714708938267e-16,6.9169737947145585e-17,5.7971083488933503e-08,1.2033592573350851e-12,2.3690177512318199e-08,7.0456550845958796e-13,4.083606311516123e-14
7.38623463461278e-08,0.3720830353516558,1.6513947481063911e-06,1.1330586246112278e-07,2.8484599226796472e-05,2.1188911354458959e-09,2.7210288679073557e-05,0.0,0.0,0.0018459410941294007,0.0010839129241652173,154.0,0.0,0.77004127712318871,1.0,18.985918697461532,0.0088735618634551445,5.1363316807268419e-07,0.032052691417207936,0.051705169054434265,0.032321566525354194,0.0060627828424898184,2.2288683864584694e-08,0.00014404471654557016,0.052790236857540133,6.7876609800916959e-11,0.019910154159575616,3.8051900475350811e-05,0.01401465132185465,0.013180671027188754,5.422097769215796e-06,5.0869528943814242e-06,3.3072633896918855e-06,0.0071084285478172282,3.6677444131028369e-05,0.00017777450313359792,0.00019707190498668718,0.0048703475524752337,3.3823653803388701e-07,1.1158891278654434e-12,1.0590423609329379e-11,3.0189952507748156e-10,4.4406021016600083e-06,3.8584916698854075e-05,4.5872782101452124e-06,5.5472616611151549e-06,1.4749113563659637e-06,1.5191249619871671e-06,3.0847849599341368e-12,1.5737606473438517e-06,2.2032290043593441e-06,3.0392563981471418e-06,4.2753529263136422e-08,8.0771047931327437e-09,2.2516446180282121e-11,5.8730581404243184e-11,1.685217214727437e-07,1.2766236811972302e-16,7.3252439080922786e-17,6.2493860897173869e-08,1.2972427527196241e-12,2.5580134077098204e-08,7.6076590435342143e-13,4.4093885331343914e-14
7.479824627481875e-08,0.37208326563790467,1.6630010464017668e-06,1.1591320426572343e-07,2.9389965211175115e-05,2.1996856157726577e-09,2.8571198500238498e-05,0.0,0.0,0.0018663899058419151,0.0011217377298084407,154.0,0.0,0.76763235795614004,1.0,18.985718563330462,0.0089609229421239583,5.121772888481085e-07,0.03212169240518422,0.052022551561012861,0.032673087679655814,0.006075781451306439,2.242524850969527e-08,0.00014492731226696802,0.053382524250108011,6.8022137283172863e-11,0.020299350939067713,3.8134650688453088e-05,0.014282999040030688,0.013407805773022934,5.515472288457016e-06,5.1445865603955375e-06,3.3642185534215816e-06,0.0073006987245652476,3.8048204757607475e-05,0.00018667957424202612,0.00020725288545749444,0.0049954058106985878,3.4741127468865195e-07,1.1227264418012202e-12,1.087655734936779e-11,3.0967520366786662e-10,4.5613742152356279e-06,4.0190755276773659e-05,4.7784299278482574e-06,5.7840637246397381e-06,1.5386566506460948e-06,1.6156168155117516e-06,3.216468594814601e-12,1.6689048140044142e-06,2.3522472516196902e-06,3.0726372389437016e-06,4.5233489916633988e-08,8.5458184327465263e-09,2.3822540680544364e-11,6.2411005950122683e-11,1.7909486506659819e-07,1.3507060346590112e-16,7.7503271306401538e-17,6.7292854035938952e-08,1.3968599170532917e-12,2.7589676473816357e-08,8.2052154232031131e-13,4.7557844235059293e-14
