Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498)
1.5504074682992803e-12,0.5142474913468338,5.8947875293578154e-13,3.9525460006661736e-19,4.2993241962015108e-19,2.8922825046450589e-30,5.108802562539145e-24,0.0,0.0,5.8432228312556901e-13,9.7198953809384314e-22,154.0,0.0,0.9999982543775231,1.0,18.999999997634479,1.1714311399065514e-07,1.652112601025493e-07,5.6551200254292202e-07,5.6651556773356371e-07,1.3535051191626532e-07,1.682951822035612e-09,2.1729334714532525e-13,6.8176273476069491e-10,1.9352082303701999e-07,2.2610784324208247e-17,2.3212638770525049e-12,1.7543689621659405e-12,4.8688891478302802e-15,4.8671341861796625e-15,1.300809819186062e-18,8.9761226465857949e-15,4.5415183077285362e-19,1.6979871597555061e-13,2.5530164856712884e-34,2.4034702100293446e-34,2.4034717092704481e-34,3.772444632335455e-18,1.3237236234170778e-20,6.2115486752313598e-18,1.6338321366385986e-20,5.7801156670758695e-22,1.7738822900732091e-21,3.0793886518451145e-25,7.5880473794119838e-29,6.5487692350029441e-30,4.4179421951237746e-34,7.9948131318486236e-38,2.9500888449907032e-36,7.9355975637502613e-32,1.7798685138417383e-37,6.27792539774154e-15,6.3656520988445121e-21,1.2657397642599019e-23,1.4616832438565904e-24,9.3844734842292631e-26,2.084447332096075e-24,2.422246939516522e-31,1.3844491097022705e-31,1.9946940872929611e-29,3.2386693330860052e-34,6.509043942142529e-30,1.6284501460264605e-34,6.1829694205639087e-36,1.0407950008306868e-33,4.2544198124060877e-34,4.2539834999824179e-34,7.7429164233348196e-39,6.5525814846692716e-28,2.0032300961727853e-30,2.1782990279559742e-33,4.6276131942329165e-36,9.3361170179300239e-37,3.0664766945826793e-40,1.5668804032349403e-40,4.92844704884606e-46,6.7910011572920208e-31,1.0327802840437468e-31,3.5893367026040184e-38,7.1972183263636006e-47,9.7109871588332944e-51,4.8167978448114789e-51,2.6518424546514514e-38,6.8979577114405458e-17,4.5599471408669728e-22,2.1777188276766443e-22,3.7034531997588245e-20,7.4029250485147654e-41,7.2531377780377197e-42,1.3394434937304431e-41,3.5110453687590045e-46,2.3639453382923758e-45
1.6025215179484262e-12,0.5142474913463883,6.0931043562435868e-13,4.2236438247460824e-19,4.6168483551302513e-19,3.2466650635964922e-30,5.6606973045659186e-24,0.0,0.0,6.1572039896208468e-13,1.0571942599441266e-21,154.0,0.0,0.99999819579053073,1.0,18.999999997482881,1.2108065168585018e-07,1.6613435376019381e-07,5.8446276299988597e-07,5.8554358849437087e-07,1.4176909945832573e-07,1.7972885348454941e-09,2.2462301817596791e-13,7.1897996272276907e-10,2.0269796241592873e-07,2.4146955981347004e-17,2.4798847776028317e-12,1.8739915510645793e-12,5.3759085935383059e-15,5.3739490134255921e-15,1.4478968561314488e-18,9.7556817360930832e-15,5.11683255812896e-19,1.8140187615273181e-13,3.2170983469337599e-34,3.0286550663677215e-34,3.0286570191312689e-34,4.1697021077614604e-18,1.4616241418321278e-20,6.5506384779851309e-18,1.7235073876664387e-20,6.2122542214626331e-22,1.9751260583734382e-21,3.5506747844177559e-25,9.0574219486334661e-29,7.817253387161707e-30,5.4583970569022081e-34,9.8912299627743761e-38,3.5257762281190337e-36,9.4728167370224977e-32,2.183380310072605e-37,6.8231484300327921e-15,6.8001267327795098e-21,1.3972690569485378e-23,1.5806241212161559e-24,1.003673686701569e-25,2.3048315420259225e-24,2.6739595452575887e-31,1.5283168497178795e-31,2.2807595205513133e-29,3.7101691017711864e-34,7.4425032619973543e-30,1.8630315870300774e-34,7.0702166854862821e-36,1.1975054237678425e-33,5.0302557275588686e-34,5.0297222852143393e-34,9.4666115182446982e-39,7.6543882037420382e-28,2.3368500528774371e-30,2.6297070961583967e-33,5.7801012406581112e-36,1.1646064606386019e-36,3.9024125275110846e-40,2.0245892316915141e-40,6.5865057831310703e-46,7.8370361296374105e-31,1.2350705741556852e-31,4.3883795597601438e-38,9.6187769954422296e-47,1.3421748567962257e-50,6.657633930155091e-51,3.1397594187346156e-38,7.540847323134346e-17,4.9859815100738607e-22,2.3809289135127444e-22,4.192213858611001e-20,8.7261099970297512e-41,8.8443245131321355e-42,1.6362178630837308e-41,4.2883240354527544e-46,2.941245494059336e-45
1.6546355675975722e-12,0.5142474913459306,6.2914325324056259e-13,4.5037938779909176e-19,4.9477314137975057e-19,3.6319583794529752e-30,6.2527349484216077e-24,0.0,0.0,6.4788282973345026e-13,1.1471466949231974e-21,154.0,0.0,0.99999813720515984,1.0,18.999999997327066,1.2501818878513512e-07,1.6697297575484954e-07,6.0340980647505812e-07,6.045710959928939e-07,1.4822178479521234e-07,1.9153356544001786e-09,2.318449332344781e-13,7.5670794316245592e-10,2.1192385410048035e-07,2.573298043425189e-17,2.6437453310005568e-12,1.9975390257489141e-12,5.9169142835896959e-15,5.9147343915827253e-15,1.6057481707881184e-18,1.0571432078606719e-14,5.7414383528854727e-19,1.9338833318169222e-13,4.0240034177306308e-34,3.78829830907496e-34,3.7883008311117514e-34,4.5941786531203918e-18,1.608776192743782e-20,6.8943817055081572e-18,1.8144794967869369e-20,6.6599817293447782e-22,2.1911362267137278e-21,4.0744303933773434e-25,1.0747356387450549e-28,9.2762233592155527e-30,6.6965496701783379e-34,1.2151561959024346e-37,4.1885455977575165e-36,1.124090160990774e-31,2.6614177465596415e-37,7.3936832508298628e-15,7.2489033544400626e-21,1.5375783691866755e-23,1.7044620693591964e-24,1.0711010507185107e-25,2.5402182508844256e-24,2.9424751299798734e-31,1.6817884241793414e-31,2.5965404812794696e-29,4.2313743233410741e-34,8.4729236383074017e-30,2.1220856538174006e-34,8.0496801560282044e-36,1.3713218821094934e-33,5.9153648938731396e-34,5.9147169328337094e-34,1.1498893491195946e-38,8.8951643864293104e-28,2.7119229772629345e-30,3.154824328249155e-33,7.1668076365338898e-36,1.4421281807127978e-36,4.9255747814680791e-40,2.5940927036185989e-40,8.7193544927278024e-46,8.9985697874671748e-31,1.467910183859199e-31,5.3304721599526015e-38,1.2733837960061149e-46,1.8355962116832767e-50,9.10549902659647e-51,3.6973100174008502e-38,8.2181147039582123e-17,5.4348710806279134e-22,2.5949960761417035e-22,4.725677445752261e-20,1.0230166449712009e-40,1.0714632058956426e-41,1.9859815111857919e-41,5.203168861769761e-46,3.6324218328129974e-45
1.7067496172467181e-12,0.5142474913454606,6.4897720576360097e-13,4.7930018795328825e-19,5.2922082577630735e-19,4.0498598987751745e-30,6.8865842132328838e-24,0.0,0.0,6.8080954603172061e-13,1.2419795068344104e-21,154.0,0.0,0.99999807862126255,1.0,18.999999997167063,1.2895572528851614e-07,1.677348516558303e-07,6.2235313734778644e-07,6.2359811487182358e-07,1.5470544938300775e-07,2.0370888022079391e-09,2.3933866939157041e-13,7.9492165387587314e-10,2.2119403927488567e-07,2.7368797232387288e-17,2.8128453987564808e-12,2.1250095108639452e-12,6.4930030638363984e-15,6.4905865579787548e-15,1.7747458252200308e-18,1.1423554704927045e-14,6.417600313913944e-19,2.0575807779236384e-13,4.9984520042050397e-34,4.7056726042647535e-34,4.7056758357765019e-34,5.0468098569872337e-18,1.7654791811591451e-20,7.2425509401934006e-18,1.9065791204931556e-20,7.1232802448437104e-22,2.422435535386427e-21,4.654434890303473e-25,1.2681939498300974e-28,1.0946498000301576e-29,8.1615413187881942e-34,1.4830234247154285e-37,4.9479829484230651e-36,1.3265088731465526e-31,3.224850698337964e-37,7.9896564404103572e-15,7.7119784938323569e-21,1.6869475926845959e-23,1.8332012715874107e-24,1.1407303725375768e-25,2.7911001595893949e-24,3.2283293419748386e-31,1.8451699822247448e-31,2.9440257409107912e-29,4.8056601894273061e-34,9.6067939532515544e-30,2.4072570441724626e-34,9.12753476601827e-36,1.5634486888900585e-33,6.9209025493824648e-34,6.9201202747555643e-34,1.3882462336163953e-38,1.0286906396883868e-27,3.1319312267903763e-30,3.7626295198633143e-33,8.8252556322778479e-36,1.7735344336102786e-36,6.169318177310989e-40,3.2976910133187189e-40,1.1440781174227973e-45,1.0283468232045809e-30,1.7346060494035155e-31,6.435408679765834e-38,1.6708631450539543e-46,2.4857358584337756e-50,1.2330973893654218e-50,4.3317579290758235e-38,8.9302145705177283e-17,5.9068798560326411e-22,2.8201360761483039e-22,5.3061878690015518e-20,1.1932662668857017e-40,1.2901527377798348e-41,2.3960790199890765e-41,6.2742080195664772e-46,4.4549000205062973e-45
1.758863666895864e-12,0.5142474913449783,6.6881229317421016e-13,5.0912735423502824e-19,5.6505167716835283e-19,4.5021106952440729e-30,7.5639430902405104e-24,0.0,0.0,7.1450051896115293e-13,1.3418262018216187e-21,154.0,0.0,0.99999802003870408,1.0,18.999999997002888,1.3289326119599878e-07,1.6842700256768279e-07,6.4129275999224965e-07,6.4262466947761564e-07,1.6121725904574568e-07,2.1625436049395526e-09,2.4655561695585788e-13,8.3359729707514474e-10,2.3050446570551204e-07,2.9054349970624451e-17,2.9871848490927785e-12,2.2564011324925448e-12,7.1052712566236471e-15,7.1026012254787191e-15,1.9552717024038333e-18,1.2312213955643991e-14,7.1475944133643474e-19,2.1851110119873748e-13,6.1684727090261211e-34,5.8071652126951643e-34,5.8071693224986305e-34,5.5285344156702689e-18,1.9320324273502906e-20,7.5949285329622481e-18,1.9998636136358215e-20,7.6021317640511531e-22,2.6695461120374048e-21,5.2945989354558181e-25,1.488696173051888e-28,1.2850368887591774e-29,9.8856420554296869e-34,1.7987653982295653e-37,5.8143572266831272e-36,1.5572400516829771e-31,3.8857455954407125e-37,8.6111829055778468e-15,8.189348703747718e-21,1.8456562761558136e-23,1.9668451267497378e-24,1.2125625873452605e-25,3.0579698458054739e-24,3.5320572006411611e-31,2.0187673220165032e-31,3.3252683007509071e-29,5.4365124646438454e-34,1.0850812617272107e-29,2.7202437832070969e-34,1.0310154953879754e-35,1.7751311218429781e-33,8.0587581406006362e-34,8.0578191098377755e-34,1.6664304520168856e-38,1.1842187620002035e-27,3.6005136294157033e-30,4.4628402785964318e-33,1.079745493393596e-35,2.1670442984766873e-36,7.671488292282305e-40,4.1611958360272646e-40,1.4886898294543575e-45,1.1699794671938175e-30,2.0386856784450792e-31,7.724970350030031e-38,2.1742007972755385e-46,3.3350810785436192e-50,1.6544918026629403e-50,5.0508653200511004e-38,9.6775792061837586e-17,6.4023411508169951e-22,3.0563928658682713e-22,5.9361190292378393e-20,1.3852212376958285e-40,1.5446053180083782e-41,2.8746011550159206e-41,7.5218630423425495e-46,5.4280399077069672e-45
1.81097771654501e-12,0.5142474913444838,6.8864851545458358e-13,5.3986145732729852e-19,6.0228976901546618e-19,4.9904954812279959e-30,8.2865392143026457e-24,0.0,0.0,7.489557201140674e-13,1.4468211283867394e-21,154.0,0.0,0.99999796145736197,1.0,18.999999996834578,1.3683079650758814e-07,1.6905581170064088e-07,6.6022867877746211e-07,6.6165078222550572e-07,1.677546371032311e-07,2.2916956944241129e-09,2.5371432107549577e-13,8.7271223903306229e-10,2.3985144931971506e-07,3.0789579013933981e-17,3.1667635566129921e-12,2.3917120181546657e-12,7.7548146608695592e-15,7.751873582680026e-15,2.1477075019880858e-18,1.3237559058337168e-14,7.933706861855222e-19,2.31647395078509e-13,7.5657164619246188e-34,7.1225736389444553e-34,7.1225788291661843e-34,6.0402941276129054e-18,2.1087351671778161e-20,7.9513085935583609e-18,2.0942662907290266e-20,8.0965182992567487e-22,2.9329894647820723e-21,5.9989643078328437e-25,1.7389972851617226e-28,1.501165044802098e-29,1.1904464730443922e-33,2.1690638051148308e-37,6.7986437399614378e-36,1.8191706089437773e-31,4.6574562571370143e-37,9.258366982788234e-15,8.6810105587184771e-21,2.0139836259649182e-23,2.1053963791256215e-24,1.2865986332950899e-25,3.3413197646156982e-24,3.8541930473287998e-31,2.2028858471443851e-31,3.7423853885729444e-29,6.1275274806479336e-34,1.2211887555703462e-29,3.0627972192937575e-34,1.1604114647876356e-35,2.0076554207304104e-33,9.341578616543814e-34,9.3404574824958991e-34,1.9895966418217512e-38,1.3574164457155301e-27,4.1214662589440545e-30,5.2659452039183781e-33,1.3130256900811618e-35,2.6318039976353813e-36,9.474828733227678e-40,5.2143309237681102e-40,1.9219466819647273e-45,1.325580356660122e-30,2.3839025917834759e-31,9.2230522103921447e-38,2.8070296799524123e-46,4.4357275070444788e-50,2.2005889240862029e-50,5.8629105561088805e-38,1.046061956546858e-16,6.9215206429230326e-22,3.3039258223503071e-22,6.6178733288538165e-20,1.6008498632441332e-40,1.8393034433222674e-41,3.4304344809222103e-41,8.9684533104320093e-46,6.5732696390845054e-45
1.8578803612292413e-12,0.5142474913440286,7.0650208580696693e-13,5.6829805225769903e-19,6.370273578981731e-19,5.4624465925200507e-30,8.9770056207817708e-24,0.0,0.0,7.8061879317972396e-13,1.5458300182034208e-21,154.0,0.0,0.99999790873510186,1.0,18.999999996679588,1.403745777785337e-07,1.6957238722402744e-07,6.7726784249132663e-07,6.7877392344390554e-07,1.7365819891279151e-07,2.4110901489949134e-09,2.6038577889659452e-13,9.0827347504680134e-10,2.4829221803088659e-07,3.2393708749019087e-17,3.3328638595370659e-12,2.5168412395521441e-12,8.3721792864371038e-15,8.3689787797712769e-15,2.3313980312823281e-18,1.4101848227152138e-14,8.6910863301179894e-19,2.437977493027399e-13,9.0468590646192416e-34,8.5169682592127438e-34,8.5169746264126991e-34,6.5273388164235695e-18,2.2766927006999733e-20,8.275310883635427e-18,2.1800703385757491e-20,8.5547337824257784e-22,3.1844835317066338e-21,6.6912313730478419e-25,1.992169639930555e-28,1.7197839271811895e-29,1.4005697336567016e-33,2.5550526517043558e-37,7.794975314568581e-36,2.0841232224518414e-31,5.4588941474197389e-37,9.8628483365756164e-15,9.135722770360838e-21,2.1739326891286984e-23,2.2342901354951355e-24,1.3551161279625706e-25,3.6108322061877745e-24,4.1602952422332869e-31,2.3778402454876295e-31,4.1502651361087321e-29,6.803941609385024e-34,1.3542816355621647e-29,3.3978652984571556e-34,1.2869467764087786e-35,2.2358431720120482e-33,1.0631143536040152e-33,1.0629834216802321e-33,2.3235561222451097e-38,1.5295366366126514e-27,4.6383648484547555e-30,6.0860298750616897e-33,1.5581015737549863e-35,3.11936752498469e-36,1.1394955073187551e-39,6.3523546276506941e-40,2.4034054605173813e-45,1.4782612225303395e-30,2.7330587190333324e-31,1.0771167871685287e-37,3.5102814249654691e-46,5.6933608886180984e-50,2.8246005741585357e-50,6.6804852850152033e-38,1.1196181895524893e-16,7.4092504282042538e-22,3.536499098773089e-22,7.2777684616747477e-20,1.8168714065308646e-40,2.1429681216474118e-41,4.0048127950203604e-41,1.0460535807567845e-45,7.7706009156858196e-45
1.9047830059134726e-12,0.5142474913435635,7.2435657537948475e-13,5.9747014292302583e-19,6.7294245430888483e-19,5.9665097661230721e-30,9.7068397636707375e-24,0.0,0.0,8.1290084840730441e-13,1.6492176069963486e-21,154.0,0.0,0.99999785601366298,1.0,18.999999996521275,1.4391835856681246e-07,1.700462166168833e-07,6.9430401279166654e-07,6.958967392648868e-07,1.7957901546075066e-07,2.5334726946541194e-09,2.6690947537057739e-13,9.4415813622871398e-10,2.5675765724293048e-07,3.4037986564043005e-17,3.5032077810956687e-12,2.6451421862564097e-12,9.0214221065979997e-15,9.017947037943884e-15,2.5253226256531216e-18,1.499605267311717e-14,9.4974602673973607e-19,2.5625854076655984e-13,1.0769792869454917e-33,1.0138994139723156e-33,1.0139001911054288e-33,7.0401682741919259e-18,2.4533316615701082e-20,8.6022597504020726e-18,2.2666853853128261e-20,9.0255050025840039e-22,3.4500083730343354e-21,7.4420123507956171e-25,2.2741258281765211e-28,1.963270322725967e-29,1.6408528816832612e-33,2.997068039705644e-37,8.9053409443953881e-36,2.3792174216618889e-31,6.3737818795629393e-37,1.0488252000331443e-14,9.6020059883419617e-21,2.3421018127370722e-23,2.3671618770532968e-24,1.4254201759209949e-25,3.8944512542256276e-24,4.4821288214839354e-31,2.561786002635259e-31,4.590604160706817e-29,7.5348676216379541e-34,1.4979656867991574e-29,3.7596960315618299e-34,1.4235565749609642e-35,2.4829832364524071e-33,1.2059341068255777e-33,1.2057817945813534e-33,2.7029783246393565e-38,1.7181248816381905e-27,5.2038761392503973e-30,7.0074044284512323e-33,1.8407802304125895e-35,3.6809772476108098e-36,1.3636948270020667e-39,7.6996985219341548e-40,2.9883745335066957e-45,1.6435676073963739e-30,3.1218289572855018e-31,1.2530032309178463e-37,4.364747731563994e-46,7.2612912469575774e-50,3.6026034180534872e-50,7.5872767001042877e-38,1.1961229562665998e-16,7.9165815836007808e-22,3.778385717646144e-22,7.9833970099691565e-20,2.0553416860887904e-40,2.4870309870541913e-41,4.6574064257523226e-41,1.215262775228403e-45,9.1452967669704266e-45
1.951685650597704e-12,0.5142474913430888,7.4221198416190785e-13,6.2737814407635143e-19,7.1005314677252848e-19,6.5040767534871072e-30,1.0477363989749911e-23,0.0,0.0,8.4580186601553351e-13,1.757083584728725e-21,154.0,0.0,0.99999780329297694,1.0,18.999999996359676,1.4746213887242739e-07,1.7048083548606127e-07,7.1133719285278673e-07,7.1301924357900284e-07,1.8551565954546252e-07,2.6588401577020383e-09,2.7369144925975049e-13,9.8035192601664553e-10,2.6524572637876897e-07,3.5722368047681601e-17,3.6777952419531935e-12,2.7766134962108926e-12,9.7033408721944882e-15,9.6995756617206032e-15,2.7297591655201771e-18,1.5920254701326348e-14,1.0354513064328698e-18,2.6902976427886784e-13,1.2766535932395542e-33,1.2018794524440579e-33,1.2018803963633749e-33,7.5794754940220652e-18,2.6388700186262531e-20,8.9320255563104851e-18,2.3540507422481491e-20,9.5088188567546211e-22,3.7299428859578726e-21,8.2545255251291262e-25,2.5872626783762865e-28,2.2336966353497572e-29,1.9146783013216805e-33,3.5014973917446695e-37,1.0139302316970609e-35,2.7069656525712218e-31,7.4149286889609962e-37,1.1134635513414232e-14,1.0079857757090864e-20,2.5186938295872069e-23,2.5040125478471114e-24,1.4975114667456252e-25,4.1925356563831805e-24,4.82008195621099e-31,2.7549449760546455e-31,5.0650793245577377e-29,8.3231568988984927e-34,1.652788013932494e-29,4.1496769060152358e-34,1.5707615346336259e-35,2.7500983618450521e-33,1.3637057494464329e-33,1.3635292233813018e-33,3.1326849596614211e-38,1.9242635788767516e-27,5.8210965062792075e-30,8.0394466048971368e-33,2.1656380345876021e-35,4.3255110398608992e-36,1.6243950629911993e-39,9.2880257237548956e-40,3.6956187197916379e-45,1.8221388204377034e-30,3.5534394804168419e-31,1.4521997233777545e-37,5.3978463036738368e-46,9.2052720286557989e-50,4.5672365442875437e-50,8.590463849580186e-38,1.275602178097187e-16,8.4436720730487777e-22,4.029716461379841e-22,8.7365642268771729e-20,2.3179268626524509e-40,2.875632101852355e-41,5.3965609059998206e-41,1.4065380928226115e-45,1.0717846230918025e-44
1.998588295281935e-12,0.5142474913426044,7.6006831214479605e-13,6.5802247006934371e-19,7.483776781455338e-19,7.0765679437954929e-30,1.1289920890766422e-23,0.0,0.0,8.7932182649042828e-13,1.8695281936637681e-21,154.0,0.0,0.9999977505729819,1.0,18.999999996194802,1.5100591869538106e-07,1.708794878996694e-07,7.2836738584561919e-07,7.3014145067630818e-07,1.9146682164934323e-07,2.7871893678078503e-09,2.8010668479626764e-13,1.0168411793991259e-09,2.7375455312304157e-07,3.7446813338119689e-17,3.8566261662354415e-12,2.9112538082982261e-12,1.0418732991705586e-14,1.0414661612924034e-14,2.9449854120673457e-18,1.6874529709750381e-14,1.1263933673243002e-18,2.8211141489900463e-13,1.5072410752157567e-33,1.4189623648162888e-33,1.4189635060315078e-33,8.145955489079118e-18,2.8335256862151633e-20,9.2644828346815857e-18,2.442173123199734e-20,1.0004662249172163e-21,4.0246655634968854e-21,9.132074798142399e-25,2.9341067986962857e-28,2.5332476659422437e-29,2.2257064523232475e-33,4.0752674511205362e-37,1.1506942865865667e-35,3.0700166796615352e-31,8.5962473193338472e-37,1.1802051584200283e-14,1.0569275633091065e-20,2.7039113496830307e-23,2.6448428584605152e-24,1.5713906916259391e-25,4.5054440816570069e-24,5.1745424224191779e-31,2.9575388069992199e-31,5.5754095871030042e-29,9.1717332936807167e-34,1.8193094537020503e-29,4.5692303586766806e-34,1.7290954047962503e-35,3.0382381431955722e-33,1.53757342405355e-33,1.5373695579056385e-33,3.6178715273757232e-38,2.149074708397248e-27,6.4932268657949081e-30,9.1921213806101445e-33,2.5376689558957088e-35,5.0626375144326522e-36,1.9263489034616531e-39,1.1152804266233327e-39,4.5467081568257113e-45,2.0146253566217474e-30,4.0312771886962693e-31,1.6771147109213672e-37,6.641094763509668e-46,1.1602857130888894e-49,5.7569984333946398e-50,9.6976095485556568e-38,1.3580806193966558e-16,8.990708084553657e-22,4.2905002991671357e-22,9.5390908001379831e-20,2.606368874927912e-40,3.3132146491574298e-41,6.2312813546717186e-41,1.6220970594386041e-45,1.2510459658037141e-44
2.0408006754977433e-12,0.5142474913421604,7.7613979323859886e-13,6.8623226333937897e-19,7.8392278524272792e-19,7.6228672432610762e-30,1.2058286142328723e-23,0.0,0.0,9.1001897114703977e-13,1.9747263666905973e-21,154.0,0.0,0.99999770312553005,1.0,18.999999996043616,1.5419532012336591e-07,1.712099895471503e-07,7.4369200821384362e-07,7.4555119334917842e-07,1.9683428509355752e-07,2.9052504330720335e-09,2.8596861669006103e-13,1.0499233213883117e-09,2.814288218135571e-07,3.903303171159524e-17,4.0212020992759749e-12,3.0351384617933974e-12,1.1091864399110413e-14,1.1087503396806202e-14,3.1481437058085325e-18,1.7759146827943003e-14,1.2128585960220495e-18,2.9415031174489436e-13,1.7444053432444203e-33,1.6422370644331091e-33,1.6422384131420689e-33,8.6795962611173431e-18,3.016691149959506e-20,9.5658977510182715e-18,2.5220916805231881e-20,1.0461623254359506e-21,4.3028723515905284e-21,9.9802746164515526e-25,3.2772817166252315e-28,2.8296438631769652e-29,2.5407011066903431e-33,4.6571298585289056e-37,1.2860880310975144e-35,3.4292483714405992e-31,9.7917212196827364e-37,1.2420748878449151e-14,1.1019638732977393e-20,2.8781492009362768e-23,2.7749931553114776e-24,1.6394112501575194e-25,4.8000325809472158e-24,5.5079907361847941e-31,3.1481230238005406e-31,6.0668175751920093e-29,9.9894724965049915e-34,1.9796560877295032e-29,4.9733168268062757e-34,1.8815627861283988e-35,3.3164291510769501e-33,1.7088078932316598e-33,1.7085764882925338e-33,4.106584674829406e-38,2.36832910481751e-27,7.1478222555345679e-30,1.0341394064808173e-32,2.9173137004780414e-35,5.8138823977472856e-36,2.2376841678283799e-39,1.310011166767843e-39,5.456014121903328e-45,2.2003072589504954e-30,4.5037863742137225e-31,1.9036644935648612e-37,7.9694143786074597e-46,1.4223414381658761e-49,7.0574514382563012e-50,1.0789493665662489e-37,1.4348951251367476e-16,9.5002166762070916e-22,4.5333854836626598e-22,1.0305083652663756e-19,2.8895760728014624e-40,3.7528452169605672e-41,7.0722401122480242e-41,1.8388235670334086e-45,1.4331781320202045e-44
2.0830130557135515e-12,0.5142474913417084,7.9221201887190076e-13,7.1503911652706093e-19,8.20479500468681e-19,8.1997046845770015e-30,1.2862809515539722e-23,0.0,0.0,9.4121743005502334e-13,2.0837887292537422e-21,154.0,0.0,0.99999765567855292,1.0,18.999999995889812,1.5738472116039863e-07,1.715157719400571e-07,7.5901421592934725e-07,7.609607147763705e-07,2.0221172652664268e-07,3.0257218417814448e-09,2.9174195705069003e-13,1.0832250805213893e-09,2.8911735687044253e-07,4.0651635429327354e-17,4.1892151281678891e-12,3.1615879143389874e-12,1.1793335675378282e-14,1.1788671380063554e-14,3.3604688697142686e-18,1.8668225378860748e-14,1.3038264423958026e-18,3.0644064747120979e-13,2.0128490135254767e-33,1.8949594724152754e-33,1.894961060896619e-33,9.2363210789642198e-18,3.207576884923289e-20,9.8693134999725354e-18,2.6025455363167276e-20,1.0928713082683078e-21,4.5936391543971467e-21,1.0886428116173028e-24,3.6519456010372068e-28,3.1532512954816966e-29,2.8921226374274719e-33,5.3071012797353484e-37,1.433981326169277e-35,3.8214644629820397e-31,1.1124786034673095e-36,1.3056554067474233e-14,1.1479366644627947e-20,3.0596850332448434e-23,2.9083676209089583e-24,1.7088811024232275e-25,5.1071803568946559e-24,5.8554057961800401e-31,3.3466900103513969e-31,6.5900070681836802e-29,1.0860704856663622e-33,2.1503725961746528e-29,5.4036237507935837e-34,2.0438950329475928e-35,3.6133250189910189e-33,1.8949680908930782e-33,1.8947061145867699e-33,4.6491152403431442e-38,2.6045235679746624e-27,7.8520536622762261e-30,1.1605073530137116e-32,3.3438538951805597e-35,6.6568938170411224e-36,2.590808735516137e-39,1.5335336733812183e-39,6.522186978629809e-45,2.3982856793390523e-30,5.0193165642999697e-31,2.1551620894851331e-37,9.5269195594777442e-46,1.7361786835703694e-49,8.6149216328688285e-50,1.1978105779979616e-37,1.5141746885454344e-16,1.0026104744005737e-21,4.7840779554243486e-22,1.1113891911131566e-19,3.1965799371238922e-40,4.2397000329315566e-41,8.0060294042643916e-41,2.0789902150371793e-45,1.636961522375205e-44
