Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498)
8.713684025493852e-08,0.5142433069422925,4.0965579165453434e-07,2.9902287222787665e-08,3.4996739939508124e-06,1.297350383146783e-10,2.1658810403703433e-06,0.0,0.0,0.00071387922896453087,0.00015721825925192997,154.0,0.0,0.90580676402879823,1.0,18.994002325023484,0.0057992682191649551,1.603465388523017e-07,0.018891769275060605,0.026615787602707122,0.010735130019956848,0.003891611420962583,1.0206700669374176e-08,6.6655474410328396e-05,0.015530747812112423,5.2286928703865508e-11,0.0061612500245260635,1.4069656118878807e-05,0.0037230208440763475,0.0036659166145044672,1.2755714590173951e-06,1.1534595975985246e-06,8.0131441496066214e-07,0.0015982140892123278,3.8135613012960748e-06,1.1077231124029414e-05,1.1626384581024084e-05,0.0011578662737903526,4.818791813139344e-08,6.0730643238939548e-13,1.3058979134379452e-12,3.5303988514717044e-11,4.3379772197736614e-07,3.578184958625459e-06,4.8308950467271094e-07,4.1795803007292019e-07,1.47545860384504e-07,6.5453270839050294e-08,1.951619600384744e-13,8.909913154959367e-08,5.9059388404920128e-08,7.7758173540160193e-07,1.7793013107173564e-09,3.6575377408974426e-10,6.1285465692385475e-13,1.6820893255616712e-12,5.598209944655638e-09,6.9998270629048774e-18,4.0007879538592036e-18,1.720387321113243e-09,2.9613518128667162e-14,1.6635722892366044e-10,4.2325016077067361e-15,1.5839720300314565e-16,3.2500846832841995e-14,4.9700893689052629e-10,8.3178810924587917e-11,7.4241774651843639e-11,1.9074551373051798e-06,4.5779973439376111e-10,4.3950543070496292e-09,6.1289846012487738e-09,4.2132597289206111e-11,8.7262167937867737e-13,1.4918081718978143e-08,4.678201946010931e-11,2.5843753811530347e-14,2.1862846788633798e-10,3.4151793062400495e-10,7.762995786824566e-11,8.8293105651654142e-12,4.0101349101134176e-10,1.7227950684890533e-10,8.5692250873504376e-09,5.6969506172630935e-14,2.7122248399855554e-14,4.6116520925608901e-07,4.22679044137407e-16,1.5804978503186404e-12,3.6939501805232462e-12,8.0407612563640165e-17,1.2184729206952067e-15
8.889974059810958e-08,0.5142433742757921,4.1727206737619932e-07,3.2408240632961383e-08,3.7186092997265305e-06,1.3957614016803806e-10,2.3587105366613943e-06,0.0,0.0,0.00073444830236014545,0.00016819380887480001,154.0,0.0,0.90401017678937334,1.0,18.993861883550494,0.0059014440677929306,1.6006136004672959e-07,0.019120017332733524,0.027028175599280165,0.010939966649214766,0.0039386262381853913,1.0364766439208548e-08,6.7687749704750175e-05,0.015830915205798237,5.2918610578553536e-11,0.0063874826355766641,1.4240272205506886e-05,0.0038568696932694871,0.0037945916234162101,1.3203346382735634e-06,1.1760215420893625e-06,8.2943477399155931e-07,0.0016781019332511779,4.1119686998786381e-06,1.212551126006978e-05,1.2739863371304939e-05,0.0012179946138343076,5.0602779486695085e-08,6.1671162276521793e-13,1.3711004647070834e-12,3.7140082287268966e-11,4.571815178589333e-07,3.8510014773356303e-06,5.1998825824963085e-07,4.5079868408874838e-07,1.5934844705610488e-07,7.3108131436905742e-08,2.1049662734980318e-13,9.8497947495825221e-08,6.6441472100509787e-08,7.9259530355937733e-07,1.9608879669236066e-09,4.0310033132268186e-10,6.7539978923056293e-13,1.8637161198783136e-12,6.2032246301342855e-09,7.7145686749719108e-18,4.4093022794230051e-18,1.9327143732888857e-09,3.326836522726031e-14,1.8512319174274702e-10,4.7099144517153197e-15,1.7626523358055036e-16,3.6166843091405312e-14,5.631674568572931e-10,9.2969014354127409e-11,8.4377008095474274e-11,2.0776976749562657e-06,4.9897325142824043e-10,4.8268817924168477e-09,6.7324652747998241e-09,4.6272206180782959e-11,9.5854328654341909e-13,1.6758772120751056e-08,5.2568193031498e-11,2.8550956523105537e-14,2.4408770384813817e-10,3.879866357661026e-10,8.7522652273796128e-11,9.9565397059662855e-12,4.6253582102607121e-10,2.0001301683258582e-10,8.7984723473610652e-09,5.84931365335162e-14,2.7847623846533975e-14,4.8105964417581479e-07,4.9072163071503853e-16,1.8675899218706567e-12,4.2538174457356084e-12,9.5012669810796287e-17,1.439794380931872e-15
9.066264094128065e-08,0.5142434445251477,4.2478583954591186e-07,3.5105896399938243e-08,3.9454604593831219e-06,1.4988719869235305e-10,2.5640177779423317e-06,0.0,0.0,0.00075494031754867817,0.0001796369527178464,154.0,0.0,0.90221868950591555,1.0,18.993720594976061,0.0060030612359667761,1.5977700709837408e-07,0.019342789405797818,0.027435324100235709,0.011144333878156918,0.0039845111879750145,1.0520820073166146e-08,6.8706884483916381e-05,0.016130549312436168,5.3535111775737881e-11,0.0066167181756885997,1.440679989980673e-05,0.0039923124771862146,0.003924517071559221,1.3655321669625315e-06,1.1985433773856746e-06,8.5782799368694867e-07,0.0017601323432503515,4.4254347273181713e-06,1.3246012522040416e-05,1.3931647771530415e-05,0.00127968663619595,5.3082613821328586e-08,6.259970882495575e-13,1.4380496033807773e-12,3.9024057138495342e-11,4.8121397705207149e-07,4.1377140853625686e-06,5.5876974221881401e-07,4.8537058826017398e-07,1.7178569615359824e-07,8.1455549029144607e-08,2.2663968749632462e-13,1.086555290835656e-07,7.4550267475409423e-08,8.0757445793705433e-07,2.1570463972907823e-09,4.434455227667639e-10,7.4296399828369038e-13,2.0609536143485993e-12,6.8602927224786353e-09,8.4866984055078107e-18,4.8506170857700001e-18,2.1665969284211324e-09,3.7294253549354078e-14,2.0558753455130096e-10,5.2305298060949881e-15,1.9575037841064952e-16,4.0164586593128356e-14,6.3671378286092466e-10,1.0369446316807976e-10,9.5675489718423745e-11,2.2585686772520601e-06,5.4274241039525028e-10,5.2891190783409218e-09,7.3785433478818736e-09,5.0703310220198666e-11,1.0505297966617513e-12,1.8776566098090773e-08,5.8912482542456817e-11,3.1512929269954329e-14,2.7220081321954699e-10,4.3976661824741398e-10,9.840116321688285e-11,1.1196312463789089e-11,5.3179941060080095e-10,2.3155985177647744e-10,9.0325263901129402e-09,6.0048696677645744e-14,2.8588200539940463e-14,5.0148478451456008e-07,5.6812002184619735e-16,2.2000115272604921e-12,4.8876401893526492e-12,1.1192360146333569e-16,1.6960586226021522e-15
9.242554128445172e-08,0.5142435175558242,4.3219740493816652e-07,3.8007445765235244e-08,4.1802460477514454e-06,1.6067531487185618e-10,2.782281691035161e-06,0.0,0.0,0.00077534222333825332,0.00019155231293140163,154.0,0.0,0.90043231978947658,1.0,18.993578466593771,0.0061041221533272259,1.5949348328401014e-07,0.019560145757622258,0.027837247230166711,0.011348233011664459,0.0040292787363836223,1.0674867016674289e-08,6.9712914307332969e-05,0.016429651677647358,5.4136599786853394e-11,0.0068489003234971074,1.4569284096637048e-05,0.0041293107486280499,0.0040556407047987976,1.4111458475913138e-06,1.2210252192858543e-06,8.8648264229873172e-07,0.0018443020790055308,4.7542322417426333e-06,1.4441747608045499e-05,1.5205162916301007e-05,0.0013429299875748731,5.5627326850266109e-08,6.3516315282955495e-13,1.5067426303482421e-12,4.0955540017423646e-11,5.0589156480992633e-07,4.4386531359624711e-06,5.9947879604052565e-07,5.2171712160662549e-07,1.8487397443995553e-07,9.0539497291854629e-08,2.436113959544117e-13,1.1961417545706417e-07,8.3437281295853952e-08,8.2251929389879467e-07,2.368590131461655e-09,4.8695686674720019e-10,8.1582749634972954e-13,2.2747613430402738e-12,7.5726179479679357e-09,9.3194222345757342e-18,5.3265647676581565e-18,2.4237199356124836e-09,4.172018662985462e-14,2.278621233016359e-10,5.7971926712833443e-15,2.1695915077650341e-16,4.4515923804784502e-14,7.1830906116872961e-10,1.1542192034674864e-10,1.0824465988590068e-10,2.4504158228381873e-06,5.8919359452965693e-10,5.7829835472645668e-09,8.0689294179106109e-09,5.5437575293237337e-11,1.1488247613591478e-12,2.0983559929396025e-08,6.5853113228194591e-11,3.4750171974876286e-14,3.0321597226783342e-10,4.9734613291302465e-10,1.1033565208398614e-10,1.2556655328252458e-11,6.0956551258146148e-10,2.673536016374437e-10,9.2715064557893123e-09,6.163697839286441e-14,2.9344355437264403e-14,5.2245178083779952e-07,6.5593801882153778e-16,2.5838557213288442e-12,5.6038674942381089e-12,1.3145032908334411e-16,1.9919621555499032e-15
9.418844162762278e-08,0.5142435932365119,4.3950714229957714e-07,4.1125543322916677e-08,4.4229771083193088e-06,1.7194717262045074e-10,3.0139833332278229e-06,0.0,0.0,0.0007956415350274113,0.00020394406155451288,154.0,0.0,0.89865108356683532,1.0,18.993435506304081,0.0062046292441330564,1.5921079158566528e-07,0.019772147632613632,0.028233960786125369,0.011551665358103858,0.0040729415509898302,1.082691335761132e-08,7.0705878930188689e-05,0.016728223852631837,5.4723244811004913e-11,0.0070839732044305909,1.4727770427000277e-05,0.0042678264884343682,0.0041879106006107204,1.4571575986317882e-06,1.2434671840304299e-06,9.1538736093107444e-07,0.0019306067728689566,5.0986195191252134e-06,1.571575251128812e-05,1.6563874027243796e-05,0.0014077113916363892,5.82367899900074e-08,6.4421017871974694e-13,1.5771759268103537e-12,4.2934129573740699e-11,5.3121035278612816e-07,4.7541439168026853e-06,6.421595716471596e-07,5.5988105449104175e-07,1.9862942994648554e-07,1.0040544705977849e-07,2.6143172399340678e-13,1.3141740232761532e-07,9.315608361829485e-08,8.3742990707973913e-07,2.5963530727839316e-09,5.338060805642399e-10,8.9427751329635761e-13,2.5061286190119922e-12,8.3435037085834273e-09,1.021602650258303e-17,5.8390236502226061e-18,2.7058541888555187e-09,4.657664567824693e-14,2.5206279401260489e-10,6.412848953455286e-15,2.4000184406426302e-16,4.9243476039629607e-14,8.0865739082617211e-10,1.2822098299021999e-10,1.2219922149604554e-10,2.6535828607340476e-06,6.3841228258975329e-10,6.3096906381403118e-09,8.8053315375295118e-09,6.0486648274007177e-11,1.2536713699984981e-12,2.3392302403685201e-08,7.3429745796641789e-11,3.8284393107109571e-14,3.3740112489431815e-10,5.6124629953447284e-10,1.2339907543832311e-10,1.4045915443860902e-11,6.9664875442917848e-10,3.0786619828972118e-10,9.5155249999845712e-09,6.3258728335245351e-14,3.0116444009198053e-14,5.4397204916584952e-07,7.5533349538732484e-16,3.0258886470801067e-12,6.4117703206125408e-12,1.5393700633987844e-16,2.3327202405059968e-15
9.595134197079385e-08,0.5142436714390815,4.467155052331469e-07,4.4473303529559047e-08,4.6736573598194034e-06,1.8370903881273856e-10,3.2596053731790242e-06,0.0,0.0,0.00081582633249152581,0.00021681592385476437,154.0,0.0,0.8968749951276408,1.0,18.993291722583283,0.0063045849270571041,1.589289346988299e-07,0.019978857182618028,0.028625482184064851,0.011754632228944484,0.0041155124857186537,1.0976965805730135e-08,7.1685822168978083e-05,0.017026267393636014,5.5295219551010925e-11,0.0073218814018655622,1.4882305203063213e-05,0.0044078221121810366,0.0043212751904621472,1.5035494623186033e-06,1.2658693882614415e-06,9.4453086843892165e-07,0.0020190409628976064,5.4588398640219703e-06,1.7071082874611907e-05,1.8011282875960222e-05,0.0014740166948244377,6.0910841362302621e-08,6.5313856513774302e-13,1.6493449813746187e-12,4.4959397555910569e-11,5.5716603660139474e-07,5.0845064290930386e-06,6.8685550341790709e-07,5.999045175743373e-07,2.1306797982808068e-07,1.1110035522202418e-07,2.8012034417916398e-13,1.4410993048870905e-07,1.0376229903119744e-07,8.5230639335757621e-07,2.8411887405875335e-09,5.841689243263459e-10,9.7860803560382283e-13,2.7560738205789589e-12,9.1763507067485364e-09,1.1179874921547148e-17,6.3899162807489371e-18,3.0148573999681234e-09,5.1895608047399673e-14,2.7830928787453588e-10,7.0805438085936619e-15,2.6499246997327013e-16,5.437062674175212e-14,9.0850731489329942e-10,1.4216407822633625e-10,1.3766140866986167e-10,2.868409073966851e-06,6.9048291447392185e-10,6.8704518019120616e-09,9.5894523352340487e-09,6.5862137417721807e-11,1.3653120397190141e-12,2.601579157019506e-08,8.1683466315499384e-11,4.2138541246228551e-14,3.750451299051554e-10,6.3202232200976749e-10,1.3766717306236349e-10,1.5672759268694867e-11,7.9391921896007321e-10,3.5361019187930384e-10,9.7646875169102052e-09,6.4914646855465638e-14,3.0904799681193092e-14,5.6605725521939458e-07,8.6756398299448061e-16,3.5336065881180998e-12,7.3215066054927257e-12,1.7976491995069044e-16,2.7241108499675666e-15
9.771424231396491e-08,0.5142437520385355,4.538230156493191e-07,4.8064296322275563e-08,4.9322834120370464e-06,1.9596676438702549e-10,3.5196315804305078e-06,0.0,0.0,0.00083588525707156355,0.00023017118265252946,154.0,0.0,0.89510406717162927,1.0,18.993147124453102,0.0064039916149891954,1.5864791504067877e-07,0.020180337394589333,0.02901183040506702,0.01195713493838715,0.00415700456592334,1.1125031671999009e-08,7.2652791766584975e-05,0.017323783861435457,5.5852699012965934e-11,0.0075625699676793142,1.503293536411952e-05,0.0045492604763640084,0.0044556832817086601,1.5503036122779511e-06,1.2882319489829579e-06,9.7390196622026164e-07,0.0021095981263561559,5.8351212575026232e-06,1.8510810325006921e-05,1.9550924206178782e-05,0.0015418309114990825,6.3649286808851106e-08,6.6194874707497556e-13,1.7232444174388353e-12,4.7030890188862357e-11,5.8375395320621839e-07,5.430055180893128e-06,7.3360928008257052e-07,6.4182897263562189e-07,2.2820529892491219e-07,1.2267265152678496e-07,2.9969661674878064e-13,1.5773767305292628e-07,1.1531359383568782e-07,8.6714884882491108e-07,3.1039694726840935e-09,6.3822503657315462e-10,1.0691195316751073e-12,3.0256436110039769e-12,1.0074654346937429e-08,1.2214405429233824e-17,6.9812076306393546e-18,3.3526751027137783e-09,5.7710562796507581e-14,3.0672517678877637e-10,7.8034197432071394e-15,2.9204868761846105e-16,5.9921506901735243e-14,1.0186532859993635e-09,1.5732645309035281e-10,1.5476125136242417e-10,3.0952287643474154e-06,7.4548876191076843e-10,7.4664724985734697e-09,1.0422986193875094e-08,7.1575593152752596e-11,1.4839880137156902e-12,2.8867470656572729e-08,9.0656773454499394e-11,4.6336835848284399e-14,4.1645893731122094e-10,7.1026469120954164e-10,1.5321845073901928e-10,1.7446170628228367e-11,9.0230451404676071e-10,4.0514107114019208e-10,1.0019092392165527e-08,6.6605387021816659e-14,3.1709733368332355e-14,5.8871929829369606e-07,9.9399236392249881e-16,4.1152961336046791e-12,8.3441900143867378e-12,2.0935554887668591e-16,3.1725210272551852e-15
9.947714265713598e-08,0.5142438349129651,4.6083025772636438e-07,5.1912541871316097e-08,5.1988449895349459e-06,2.0872578645086433e-10,3.7945463245636887e-06,0.0,0.0,0.0008558075073428782,0.00024401268356131624,154.0,0.0,0.89333831085582716,1.0,18.993001721450845,0.0065028517148459494,1.5836773475829242e-07,0.020376652019600618,0.029393025941456569,0.012159174803003606,0.004197430973744783,1.1271118847898398e-08,7.3606839257077503e-05,0.017620774820832925,5.639586030953277e-11,0.0078059844322094741,1.5179708423550729e-05,0.0046921048840786331,0.0045910840789848712,1.5974023609793563e-06,1.3105549835227331e-06,1.0034895428972012e-06,0.0022022707134990789,6.2276760421304869e-06,2.003801879624809e-05,2.1186362123260584e-05,0.0016111382683511519,6.6451900914691345e-08,6.7064119406483657e-13,1.7988680208011747e-12,4.9148129529790233e-11,6.1096909801928195e-07,5.7910989942957279e-06,7.824628185127958e-07,6.856951852226233e-07,2.4405680901788727e-07,1.3517222337395057e-07,3.2017957683993545e-13,1.7234772146411635e-07,1.2786965926242269e-07,8.819573697624327e-07,3.3855855915563073e-09,6.9615776237434993e-10,1.1661186646386586e-12,3.3159120956137328e-12,1.1042001927502893e-08,1.3323126899298535e-17,7.6149032150767469e-18,3.7213413857430904e-09,6.4056523307480646e-14,3.3743777977959489e-10,8.5847144829980404e-15,3.2129172394187481e-16,6.5920978690424808e-14,1.1399371027228546e-09,1.7378615851440619e-10,1.7363683519314657e-10,3.3343707592952076e-06,8.0351180446392247e-10,8.0989502411353652e-09,1.130761649464063e-08,7.7638489323455423e-11,1.6099389688413129e-12,3.1961223180406377e-08,1.0039356316112454e-10,5.0904795825810618e-14,4.6197679221097009e-10,7.9660036850791022e-10,1.7013415790100609e-10,1.9375448179112896e-11,1.0227918273494675e-09,4.6305962236558623e-10,1.0278830783017408e-08,6.8331553826161091e-14,3.2531533097298738e-14,6.1197029483068103e-07,1.1360926592662712e-15,4.780097479796637e-12,9.4919624068112827e-12,2.4317378288700108e-16,3.684995660694176e-15
9.999999999999998e-08,0.5142439199435008,4.6288934424714641e-07,5.3105471763540069e-08,5.2794277929946825e-06,2.1260711394487615e-10,3.8790171352247463e-06,0.0,0.0,0.00086168843098328692,0.00024821178409171677,154.0,0.0,0.89281560231081725,1.0,18.992958443183909,0.00653206781774111,1.5828479796715299e-07,0.02043389307722563,0.029505096901074945,0.012219008860426154,0.0042092180662297654,1.1314067510880414e-08,7.3887322919241673e-05,0.017708758343003228,5.6554229375248533e-11,0.0078786947225955931,1.5222505164567716e-05,0.0047347360073883614,0.0046314259522859079,1.6114350175269614e-06,1.3171681735765202e-06,1.0123049004441843e-06,0.002230161924871269,6.3472619151175904e-06,2.0508248111362531e-05,2.1690362777900287e-05,0.0016319787715291182,6.729542752211563e-08,6.7319671607939249e-13,1.8216276755707042e-12,4.9784802928355957e-11,6.1916064360971824e-07,5.9012048148200069e-06,7.9736206441902139e-07,6.9908470271234231e-07,2.4889775789704503e-07,1.3906527452842579e-07,3.2643169976876553e-13,1.7687685319246108e-07,1.3179587786195476e-07,8.8634290767417162e-07,3.4728646709995972e-09,7.141127906347768e-10,1.1961808518364094e-12,3.4061438409256975e-12,1.1342721290723211e-08,1.3666751768540452e-17,7.8113038154265537e-18,3.8369255393582876e-09,6.6046107163357424e-14,3.4700759994855835e-10,8.8281586129926848e-15,3.3040363800022029e-16,6.7790358043184839e-14,1.1781799342982528e-09,1.7892920432348087e-10,1.7959789472486035e-10,3.4077146983072961e-06,8.213128526008336e-10,8.2937213234683847e-09,1.1580059210326613e-08,7.9505546460421854e-11,1.6487285343243736e-12,3.292743861499761e-08,1.0343481979019378e-10,5.2334598707201219e-14,4.7631816794396192e-10,8.2385959400437258e-10,1.7542581344107461e-10,1.9979027312700462e-11,1.0610067633660499e-09,4.8156002423474456e-10,1.0356904450190445e-08,6.8850411286402452e-14,3.2778552631634681e-14,6.1898134156216115e-07,1.181482497100689e-15,4.9947068009815564e-12,9.8583510448527944e-12,2.5409082817957586e-16,3.8504303862151334e-15
1.0124004300030705e-07,0.5142439199435008,4.6773787233888448e-07,5.6032504489800253e-08,5.4733251622055683e-06,2.2199113133034074e-10,4.0848340849096878e-06,0.0,0.0,0.00087558283382937715,0.00025834284108647,154.0,0.0,0.89157773584166378,1.0,18.992855523600241,0.0066011676273874595,1.5808839573686812e-07,0.020567865503267776,0.029769090742889599,0.012360753141386897,0.0042368050337631144,1.1415235784705716e-08,7.4548019830424905e-05,0.017917241840171565,5.6924882467159921e-11,0.0080520708136262945,1.5322672416836201e-05,0.0048363190902023477,0.004727427205066608,1.6448281670023379e-06,1.3328386094950134e-06,1.0332825788807627e-06,0.002297050181566237,6.6367006438998474e-06,2.1655800846950609e-05,2.2921186458255668e-05,0.0016819222480509094,6.9318428038347713e-08,6.7921640895009791e-13,1.876208767443251e-12,5.1310614800743191e-11,6.3880614182268019e-07,6.1679408262672384e-06,8.3345723937148508e-07,7.3154319910707577e-07,2.6063766876898838e-07,1.4865039866138761e-07,3.4158792256304269e-13,1.8798833032926157e-07,1.4149219080824388e-07,8.9673205261288227e-07,3.6869445374379036e-09,7.5815397460757377e-10,1.269917993746982e-12,3.6279799198340204e-12,1.2082069634376509e-08,1.450961572088782e-17,8.2930471380778147e-18,4.1229794521484982e-09,7.0970036916771362e-14,3.7057807067263961e-10,9.4277586194102888e-15,3.5284628580860238e-16,7.2394617387055692e-14,1.2732493135438743e-09,1.9162402755331622e-10,1.94434555839008e-10,3.5861579415141366e-06,8.6463261105281458e-10,8.7690726912237947e-09,1.2245012933289795e-08,8.4062204929586875e-11,1.7434026334955004e-12,3.531136727527901e-08,1.1093911083637038e-10,5.5869266581446887e-14,5.1195746498787254e-10,8.9169394723897003e-10,1.884982602587538e-10,2.1470202295423509e-11,1.1564299624106509e-09,5.2801432202823759e-10,1.0543986525754019e-08,7.009370356997354e-14,3.3370463714079377e-14,6.3582256174900488e-07,1.2954558995013221e-15,5.5380708985765019e-12,1.0778070085570225e-11,2.8173130201140875e-16,4.2692886959043516e-15
1.0300294334347811e-07,0.5142440070142665,4.7454655191382907e-07,6.04390857273353e-08,5.7557005815560467e-06,2.3576741850119809e-10,4.390978971656747e-06,0.0,0.0,0.00089520153273262102,0.00027316364552103868,154.0,0.0,0.88982235034191848,1.0,18.992708541382882,0.0066989417470408007,1.5780989960789843e-07,0.0207540429176492,0.030140048162504016,0.012561871273812718,0.0042751401989542248,1.1557391472803659e-08,7.5476392197368041e-05,0.018213186490863283,5.7439946237395897e-11,0.0083007756267257059,1.5461875850661111e-05,0.0049818673060903537,0.0048646627211845995,1.6925636421114045e-06,1.355082944764481e-06,1.0632701508152777e-06,0.0023939270289256237,7.0623753308426839e-06,2.336725398139031e-05,2.4759009113856687e-05,0.0017541656320912559,7.2248583346659824e-08,6.8767492665172141e-13,1.9552588514323505e-12,5.3517823696791296e-11,6.6725944739595965e-07,6.5608776028751629e-06,8.8663284458363496e-07,7.7941231251302963e-07,2.7796276433509746e-07,1.6315992675968295e-07,3.6394000390124596e-13,2.0470890111946391e-07,1.562448637981136e-07,9.1147299395582157e-07,4.0089699717163747e-09,8.2440388911946637e-10,1.3808356655532118e-12,3.962973311996795e-12,1.3198619349496429e-08,1.5777512261175527e-17,9.0177200706370711e-18,4.5598020044575991e-09,7.8489191542424169e-14,4.0628057747589271e-10,1.0335973045100256e-14,3.8684046420226087e-16,7.936869168653172e-14,1.4195305852574972e-09,2.1092364800166133e-10,2.1730936735514873e-10,3.8509068021747494e-06,9.2893022716747044e-10,9.4780158108113025e-09,1.3236828914883285e-08,9.0858006404502948e-11,1.884614416689741e-12,3.8932649256419213e-08,1.2234005108968582e-10,6.12584463309598e-14,5.6678550639182909e-10,9.9624878941394019e-10,2.0839740754224458e-10,2.3740351392858264e-11,1.3043313524864135e-09,6.0070375766241075e-10,1.0814636070301861e-08,7.1892343431681144e-14,3.422676667798389e-14,6.6028859959214177e-07,1.4737960644010393e-15,6.4002663883977883e-12,1.2216943884739249e-11,3.255901177899411e-16,4.9339167999828329e-15
1.0476584368664918e-07,0.5142440960123335,4.8125703567386262e-07,6.5147616676937434e-08,6.0459417216465987e-06,2.5005886533866948e-10,4.7134642591427156e-06,0.0,0.0,0.00091465443874683334,0.00028847667057652006,154.0,0.0,0.88807216116742693,1.0,18.992560785710385,0.0067961764617303234,1.5753224775730974e-07,0.020935249894679271,0.030505922903217759,0.012762530521911545,0.0043124500369630895,1.1697595421045546e-08,7.6392018454661827e-05,0.018508610346932245,5.7941233912460914e-11,0.0085520458911522348,1.559736765316669e-05,0.0051287142037948086,0.0050027411467711948,1.7405915581331023e-06,1.377288107411336e-06,1.093441435898414e-06,0.0024928908292976802,7.5048640078490551e-06,2.517547698039467e-05,2.6703460399606021e-05,0.0018278505427891539,7.5242053852274321e-08,6.9601731294106868e-13,2.0360097128886494e-12,5.5769213668648795e-11,6.9632308587227548e-07,6.9702000666041952e-06,9.4202909658696654e-07,8.2934105608209095e-07,2.9604670064239228e-07,1.7875495769514699e-07,3.8725381242146512e-13,2.2255996479238522e-07,1.7219330529159158e-07,9.261802904831983e-07,4.3526008540667544e-09,8.951008744290327e-10,1.4991950960386732e-12,4.32204307503248e-12,1.439549528770101e-08,1.7130517223449451e-17,9.7910371691721457e-18,5.0341114545883177e-09,8.6653619298138203e-14,4.4468327392799954e-10,1.1312866190380584e-14,4.2340563096262469e-16,8.6870142478391392e-14,1.5797730328359778e-09,2.317713295785134e-10,2.4242502380193944e-10,4.1289270181459742e-06,9.9648206793218079e-10,1.0226942074254175e-08,1.4284699032940423e-08,9.8037030472442445e-11,2.033807049132866e-12,4.2840236453535653e-08,1.34644355160538e-10,6.7101909908295964e-14,6.2687252598029258e-10,1.1110081350972724e-09,2.299208965084065e-10,2.6196117708329245e-11,1.4676740485107496e-09,6.8187907137706497e-10,1.109084844102704e-08,7.3727931208104175e-14,3.5100659938548289e-14,6.8538107555506725e-07,1.6729560785023448e-15,7.3787965128106621e-12,1.3824283141538515e-11,3.7536627646258722e-16,5.6882154797539708e-15
1.0652874402982024e-07,0.5142441868276724,4.878701052306351e-07,7.0173849527428462e-08,6.3440131236310421e-06,2.6486929262200401e-10,5.0527719320502523e-06,0.0,0.0,0.00093393291703210146,0.00030428308168523597,154.0,0.0,0.88632717377347758,1.0,18.992412267897194,0.0068928741527146875,1.5725544133355337e-07,0.021111552561187425,0.030866740964258649,0.012962732208351632,0.004348748216705064,1.1835857636207365e-08,7.7294963950883967e-05,0.018803514984573312,5.8428929145224114e-11,0.008805829139062216,1.5729197125380179e-05,0.0052768249198191976,0.0051416134786230021,1.788894853628479e-06,1.3994542156975053e-06,1.1237857160727119e-06,0.0025939302659965194,7.9643140471655957e-06,2.708356624954273e-05,2.8758185363705374e-05,0.001902958484412234,7.829849945189458e-08,7.0424416321727466e-13,2.1184520659647418e-12,5.8064223178737936e-11,7.259908528014743e-07,7.3961926364320761e-06,9.9968459931791039e-07,8.8136717253557901e-07,3.1490379330681163e-07,1.9549101962574083e-07,4.115469717778121e-13,2.4159316339099509e-07,1.8940506246728521e-07,9.4085403897570413e-07,4.7187904966667138e-09,9.7044125670909858e-10,1.6253246448464223e-12,4.7063635313429302e-12,1.5676620476445074e-08,1.8572387914829706e-17,1.0615145942318573e-17,5.5482999591528684e-09,9.5504497101002937e-14,4.8592746371317288e-10,1.2362031073230484e-14,4.6267632854072499e-16,9.4926560194163906e-14,1.7550215078866436e-09,2.5425606587919653e-10,2.6995431358317064e-10,4.4205210536994598e-06,1.0673638171303183e-09,1.10169987443643e-08,1.5390236638452758e-08,1.0561026762153933e-10,2.1912102371100369e-12,4.7049709340999918e-08,1.4790130610193266e-10,7.3430630612750759e-14,6.9265849229421051e-10,1.2367561819512232e-09,2.5316062938317374e-10,2.884802255421992e-11,1.6477036776698877e-09,7.723464201448994e-10,1.1372685222162936e-08,7.5600875219689761e-14,3.5992337890418444e-14,7.1111280644954742e-07,1.8949138477520793e-15,8.4869124196678613e-12,1.5617143585305937e-11,4.3173372367782641e-16,6.5423976477027128e-15
