Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389)
2.529672403047331e-08,0.34470218569175926,7.994423933227318e-07,1.7556273878887963e-08,1.7705005856815622e-06,8.1357784704371593e-11,4.6906788028483324e-07,0.0,0.0,0.00054937770395029485,5.3591991647020645e-05,154.0,0.0,0.89580234119016522,1.0,18.99466626854317,0.0038297938966377616,7.0639435542186728e-07,0.021217557558928016,0.028266667004109885,0.014526009257344362,0.0040957988165665959,1.2795547384995467e-08,8.2557967763321658e-05,0.02369559534464806,4.4738958147369566e-11,0.0041497258400976277,2.6772272007121587e-05,0.0029192519242890297,0.0029021321115268619,1.2621274817532507e-06,2.3296395856759776e-06,7.6670051206937481e-07,0.00083382455121481342,1.3007372041011039e-06,2.9361199671175223e-06,3.0466086524496443e-06,0.00054738598928579939,4.1809403621181472e-08,6.2574497474986689e-13,1.3989148965745846e-12,3.712562207177455e-11,4.8095429658748357e-07,1.3494407042465901e-06,1.6133818846008721e-07,1.7283074164807545e-07,4.2334462000395937e-08,9.7495962108244672e-09,9.8473580243967069e-14,1.4254413935109882e-08,9.1098558428011081e-09,1.394242009542879e-06,5.5893141005146927e-10,1.0743228774249676e-10,3.1207847285810855e-13,5.4560859331928652e-13,1.5222409994941555e-09,1.6546806555207576e-18,9.4995995149034219e-19,2.4017686722043875e-10,5.1167475482043481e-15,3.263563924209358e-11,1.0246226821028811e-15,6.1045812139119977e-17,7.8848966786092988e-15,5.7361266886811342e-11,4.0305585021590724e-11,1.7055681865220621e-11,5.149432651666826e-07
2.5696242811559394e-08,0.34470221382265204,8.139116038887075e-07,1.8199079486535399e-08,1.8686245903204779e-06,8.6646488637809872e-11,5.0480933947811242e-07,0.0,0.0,0.0005638747237226671,5.6691756290306459e-05,154.0,0.0,0.89426333491850107,1.0,18.994578503024584,0.0038848853820910145,7.0527058752060389e-07,0.021454042568192711,0.028635664013912338,0.014741408140008449,0.0041414930840734752,1.2962521292210777e-08,8.3635341376255207e-05,0.024050794688052386,4.5238082742005096e-11,0.0042700017292522487,2.7072841461124779e-05,0.0030040937731746048,0.0029857958872442666,1.2985066709296841e-06,2.3654667449468042e-06,7.8879993591868383e-07,0.00086612496101533493,1.385495111705749e-06,3.1588702117853359e-06,3.2797299847503798e-06,0.00057053816410356558,4.3439151992737161e-08,6.3391088705033634e-13,1.4529574215812765e-12,3.8701547758068607e-11,5.0293519857272151e-07,1.4347300985451152e-06,1.7157516248128815e-07,1.843626733351582e-07,4.5241863169438653e-08,1.0681682069770128e-08,1.0504411936674651e-13,1.5478868968722588e-08,1.0065923660631728e-08,1.4154450953523499e-06,5.9979736737083424e-10,1.1529377593734111e-10,3.3489607039949313e-13,5.8868620829701475e-13,1.6426380777897711e-09,1.7757639231262802e-18,1.0194744252552724e-18,2.6207200757131321e-10,5.5832036919782066e-15,3.535207010463284e-11,1.1099020532995188e-15,6.6126966853029847e-17,8.5411580692813356e-15,6.291385532249451e-11,4.4040965673398223e-11,1.8872889649096296e-11,5.5232278334762809e-07
2.609576159264548e-08,0.34470224377910763,8.28304131702078e-07,1.8853160216665021e-08,1.9702528282125227e-06,9.2171630418890157e-11,5.4260118759192819e-07,0.0,0.0,0.00057845261094100408,5.991098363709702e-05,154.0,0.0,0.89272780911724625,1.0,18.994490547012177,0.0039398177742891423,7.0414938763645417e-07,0.021687672855452339,0.029002193098186423,0.014956390824345984,0.0041866347894266029,1.3128376275486858e-08,8.4705495392798855e-05,0.024405429221570459,4.5731171626343426e-11,0.0043916238849708846,2.7369789794656462e-05,0.0030898770942311871,0.0030703384351762437,1.3352676740986327e-06,2.4012368752177476e-06,8.1113130479892455e-07,0.00089913671793545721,1.4740694895529911e-06,3.3943218089400805e-06,3.5263312675604055e-06,0.00059423136234301559,4.5105047506451227e-08,6.4202207869471561e-13,1.5081874773883556e-12,4.0314504384925787e-11,5.2548769387458166e-07,1.5237796804029714e-06,1.8226523781982274e-07,1.9643529654834053e-07,4.8289933751218863e-08,1.1684431258395604e-08,1.1192272800837921e-13,1.6785641192208981e-08,1.1103285164713314e-08,1.4366071945923388e-06,6.4315398220941115e-10,1.2363483727461043e-10,3.5910434248700879e-13,6.3462790023540578e-13,1.7710545701044556e-09,1.904233614489496e-18,1.093229479660773e-18,2.8567216898065624e-10,6.0859837872573472e-15,3.8259324849685176e-11,1.201171622021397e-15,7.1565062620352871e-17,9.2435166893291335e-15,6.8925795457075395e-11,4.8070023355862013e-11,2.0855772101213398e-11,5.917116587762603e-07
2.6495280373731563e-08,0.34470227552995186,8.4261802125758646e-07,1.9518448169151481e-08,2.0754322066540685e-06,9.793851612552309e-11,5.825212112630499e-07,0.0,0.0,0.00059310706867753485,6.3251734784835998e-05,154.0,0.0,0.89119576626842967,1.0,18.994402399267031,0.0039945914694365483,7.0303075805883614e-07,0.021918462359370564,0.029366255988242027,0.015170958239245672,0.0042312266433221805,1.3293113127047979e-08,8.5768434923162788e-05,0.024759500238116086,4.6218254409682333e-11,0.0045145770662662057,2.7663134609806438e-05,0.0031765905038929842,0.0031557461256807658,1.3724045567396861e-06,2.4369501063928071e-06,8.3369101358583548e-07,0.00093286226088236618,1.5665491541946439e-06,3.6429539103676212e-06,3.7869355280757203e-06,0.00061846613529827326,4.6807217434219314e-08,6.5007858841563197e-13,1.5646091141444888e-12,4.1964534265038261e-11,5.4861364663650289e-07,1.6166804466543596e-06,1.9341942642723471e-07,2.0906280711480704e-07,5.1482514517325878e-08,1.2761791446669429e-08,1.1911749452269819e-13,1.817872975481071e-08,1.222721337738885e-08,1.4577283983596298e-06,6.8911972203441245e-10,1.3247830889047058e-10,3.847694368317438e-13,6.8358728441938418e-13,1.9079215770725861e-09,2.0404414690018148e-18,1.1714270499467655e-18,3.1108882294155716e-10,6.6274626361565483e-15,4.136837311326913e-11,1.2987756953336737e-15,7.7380618432196734e-17,9.9946221403802005e-15,7.5429160843395121e-11,5.2412042388022851e-11,2.3017118455372293e-11,6.3317824324068334e-07
2.6894799154817647e-08,0.34470230904435106,8.5685143879861308e-07,2.0194873851629106e-08,2.1842082737071895e-06,1.039524011639816e-10,6.2464843728755029e-07,0.0,0.0,0.00060783384473841822,6.6716036960381685e-05,154.0,0.0,0.88966720858557125,1.0,18.994314058673062,0.0040492068634784256,7.0191470086715153e-07,0.02214642520806677,0.029727854652584308,0.015385111313989801,0.0042752713929149278,1.3456732746666071e-08,8.6824165771496879e-05,0.025113009031622127,4.6699361099559805e-11,0.0046388461114251359,2.7952893750349231e-05,0.0032642226744458176,0.0032420053508666062,1.4099113938803533e-06,2.4726065684947964e-06,8.5647546295680853e-07,0.00096730386864449312,1.663022311511705e-06,3.9052534421597309e-06,4.0620751973915776e-06,0.00064324286243262903,4.8545780869470658e-08,6.5808046020543746e-13,1.622226114430894e-12,4.3651667910713859e-11,5.7231472853562506e-07,1.7135234089114974e-06,2.0504874247008988e-07,2.2225942408199608e-07,5.482345516340377e-08,1.3917848246601058e-08,1.266365204938221e-13,1.9662250795123031e-08,1.3443211335349442e-08,1.4788087977993748e-06,7.3781666497978564e-10,1.418477251493304e-10,4.1195951723437885e-13,7.357238005367249e-13,2.053686601720347e-09,2.1847499648196643e-18,1.2542752365286948e-18,3.3843927554439491e-10,7.2101393418511917e-15,4.4690650468745226e-11,1.4030732014616042e-15,8.3595024827692244e-17,1.0797236541006561e-14,8.245785557977729e-11,5.7087316250801202e-11,2.5370539328976114e-11,6.7679160891303383e-07
2.729431793590373e-08,0.3447023442918098,8.7100266717669503e-07,2.0882366272503518e-08,2.2966252021251139e-06,1.1021848701991231e-10,6.6906310360579115e-07,0.0,0.0,0.00062262873294403594,7.0305882515525242e-05,154.0,0.0,0.88814213801708608,1.0,18.994225524234491,0.004103664352083417,7.0080121793350283e-07,0.022371575713706227,0.03008699129384447,0.015598850978189102,0.0043187718207723901,1.3619236140273209e-08,8.7872694426940418e-05,0.025465956896936832,4.717452209033274e-11,0.0047644159386854672,2.8239085294882294e-05,0.0033527623347779272,0.0033291025260748282,1.4477822707420839e-06,2.5082063916547204e-06,8.794810597832806e-07,0.0010024636614820411,1.7635764987301572e-06,4.1817149459998475e-06,4.352291977241411e-06,0.00066856175472607094,5.0320848807496575e-08,6.6602774324831763e-13,1.6810419959260065e-12,4.5375924262136601e-11,5.9659242207553371e-07,1.8143995589723896e-06,2.1716419812557632e-07,2.3603938389407207e-07,5.8316612676571273e-08,1.5156826601045181e-08,1.3448791741808422e-13,2.1240438192275193e-08,1.4757016377592967e-08,1.499848484098581e-06,7.8937051406798092e-10,1.5176732042069518e-10,4.4074477152706355e-13,7.912027970677763e-13,2.2088137895836987e-09,2.3375323616337213e-18,1.3419883295515798e-18,3.6784687793039854e-10,7.8366417921142481e-15,4.8238067892080081e-11,1.514437986544957e-15,9.0230561599019883e-17,1.1654236810414528e-14,9.0047691228642577e-11,6.211718292320398e-11,2.7930508305438648e-11,7.2262151225431516e-07
2.7693836716989816e-08,0.34470238124216906,8.8507010093168941e-07,2.1580853030229043e-08,2.4127257749723946e-06,1.1674191814528128e-10,7.1584662952229094e-07,0.0,0.0,0.00063748757434804043,7.4023227974121832e-05,154.0,0.0,0.88662055624970837,1.0,18.994136795073388,0.0041579643306265072,6.9969031092536491e-07,0.022593928367112114,0.030443668345680894,0.015812178161718506,0.0043617307438335506,1.3780624418555177e-08,8.8914028054555853e-05,0.02581834512972167,4.7643768151803165e-11,0.0048912715468893576,2.8521727549991553e-05,0.0034421982711091998,0.0034170240913571968,1.4860112833849161e-06,2.5437497061012856e-06,9.0270421752236564e-07,0.0010383436027475233,1.8682985276831488e-06,4.4728404156060507e-06,4.6581367013279309e-06,0.00069442285801434511,5.2132524227327809e-08,6.7392049185156617e-13,1.7410600141204905e-12,4.7137310915082042e-11,6.214480238802913e-07,1.9193998349357408e-06,2.297767994632687e-07,2.5041693467874427e-07,6.1965849732762057e-08,1.648309209332371e-08,1.4267980344883133e-13,2.2917644263495187e-08,1.617460430315691e-08,1.520847548479682e-06,8.4391060826252952e-10,1.622620312444821e-10,4.7119741774669997e-13,8.5019561128378019e-13,2.3737841564884069e-09,2.4991727340193339e-18,1.4347868280366125e-18,3.9944123902389644e-10,8.5097311913991672e-15,5.2023020927917359e-11,1.6332591019811622e-15,9.731041493678909e-17,1.2568616879708718e-14,9.8236465257657322e-11,6.7524060393987025e-11,3.0712404863670304e-11,7.7073835755941296e-07
2.80933554980759e-08,0.34470241986560307,8.9905224158192145e-07,2.2290260399013703e-08,2.5325513729000211e-06,1.2352777898078041e-10,7.6508158520348982e-07,0.0,0.0,0.00065240625839569201,7.7869993130361988e-05,154.0,0.0,0.88510246471193776,1.0,18.994047870427224,0.0042121071941721711,6.9858198130814427e-07,0.022813497832401487,0.030797888469652392,0.01602509379465367,0.0044041510123720021,1.394089879553634e-08,8.994817448618734e-05,0.026170175026350426,4.8107130417890437e-11,0.0050193980161138477,2.8800839043446458e-05,0.0035325193276988924,0.0035057565129508607,1.5245925393501796e-06,2.5792366421505406e-06,9.2614135660721346e-07,0.0010749455005351885,1.9772744293325731e-06,4.7791391285073416e-06,4.9801691914065241e-06,0.000720826056318224,5.398090217510382e-08,6.8175876537636983e-13,1.8022831650802634e-12,4.8935824347998096e-11,6.4688264798825901e-07,2.0286150880225883e-06,2.4289754241298533e-07,2.6540633064458823e-07,6.5775033124056888e-08,1.7901152177195565e-08,1.5122030020418485e-13,2.4698340408107028e-08,1.770219339338873e-08,1.541806082194184e-06,9.015699303540875e-10,1.7335749788654065e-10,5.0339170853884583e-13,9.1287964473913519e-13,2.5490958036645509e-09,2.6700659953948139e-18,1.5328974536357243e-18,4.3335844034728601e-10,9.2323066372936203e-15,5.6058398541234457e-11,1.7599410819394612e-15,1.048586939872951e-16,1.3543489827515537e-14,1.0706404095326935e-10,7.3331482300603402e-11,3.3732558652665956e-11,8.2121316018914718e-07
2.8492874279161984e-08,0.34470246013261824,9.1294769311422766e-07,2.3010513411105496e-08,2.6561419630353379e-06,1.305810911130144e-10,8.1685166049621789e-07,0.0,0.0,0.00066738072402207208,8.1848060197666411e-05,154.0,0.0,0.88358786457750516,1.0,18.99395874964641,0.0042660933374577556,6.9747623034796077e-07,0.023030298941646987,0.031149654552065236,0.016237598807208455,0.0044460355089641114,1.4100060587154921e-08,9.0975142211268683e-05,0.026521447883809651,4.8564640375360837e-11,0.0051487805082785689,2.9076438517427195e-05,0.0036237144075319775,0.0035952862847486657,1.5635201583015744e-06,2.6146673301956566e-06,9.4978890483638614e-07,0.0011122710093582214,2.0905893995620853e-06,5.1011274733291487e-06,5.3189581082814999e-06,0.00074777107516170525,5.5866069848877386e-08,6.8954262816807712e-13,1.8647141882558844e-12,5.0771450148366591e-11,6.7289722914423494e-07,2.1421360501038665e-06,2.5653740881862898e-07,2.810218265889649e-07,6.9748032216061886e-08,1.9415657326803231e-08,1.6011752963781847e-13,2.6587117698052031e-08,1.9346248293774117e-08,1.562724176516406e-06,9.6248511169364898e-10,1.8508006528117001e-10,5.3740393380119814e-13,9.7943843415264646e-13,2.7352641198946867e-09,2.8506179125380552e-18,1.6365531589656847e-18,4.697412527192217e-10,1.00074097370937e-14,6.0357591640145561e-11,1.8949042104966283e-15,1.1290044679464723e-16,1.4582089935744182e-14,1.1657242875406146e-10,7.9564133647040691e-11,3.7008295107020771e-11,8.7411750953543272e-07
2.8892393060248068e-08,0.3447025020140498,9.2675515766432405e-07,2.374153593580637e-08,2.7835360894462827e-06,1.3790681056559663e-10,8.7124163310943608e-07,0.0,0.0,0.00068240696069081183,8.5959273007645321e-05,154.0,0.0,0.88207675676885722,1.0,18.99386943219185,0.0043199231548771257,6.9637305911439774e-07,0.023244346689566282,0.03149896970079568,0.0164496941296732,0.0044873871474626495,1.4258111209819579e-08,9.1994940367523149e-05,0.026872164999600472,4.9016329852618907e-11,0.0052794042677308224,2.934854492178647e-05,0.0037157724729841896,0.0036855999297644628,1.6027882726641206e-06,2.6500419006968464e-06,9.7364329776204433e-07,0.0011503216318525754,2.2083277462526417e-06,5.4393287727637445e-06,5.6750807978762029e-06,0.00077525748487788134,5.7788106684796791e-08,6.9727214948567859e-13,1.9283555693367576e-12,5.264416323825449e-11,6.9949252608846584e-07,2.2600533019327481e-06,2.7070736257786539e-07,2.9727767251657119e-07,7.3888717435369469e-08,2.1031402106320966e-08,1.693796109727678e-13,2.8588687415067808e-08,2.1113483750604215e-08,1.5836019227372945e-06,1.0267964337838796e-09,1.9745678336575401e-10,5.7331242157425491e-13,1.0500617175821293e-12,2.93282197042188e-09,3.0412451107406606e-18,1.745993130567078e-18,5.087393546333931e-10,1.0838229260182152e-14,6.4934501256203836e-11,2.0385847779877953e-15,1.214616756022426e-16,1.5687774662350983e-14,1.2680586894905616e-10,8.6247886552047423e-11,4.0557982397008745e-11,9.2952353176477691e-07
2.9291911841334153e-08,0.3447025454810591,9.4047343137843654e-07,2.4483250755352548e-08,2.914770865139207e-06,1.4550982522309911e-10,9.2833733620150849e-07,0.0,0.0,0.00069748100937401254,9.0205436258523536e-05,154.0,0.0,0.88056914196065617,1.0,18.993779917632576,0.0043735970404645327,6.9527246848305972e-07,0.023455656228240997,0.031845837242089697,0.016661380692353858,0.0045282088719761065,1.4415052178959874e-08,9.3007578731597339e-05,0.027222327671641792,4.9462231008555256e-11,0.0054112546218081699,2.9617177407348199e-05,0.0038086825464658963,0.0037766840015927981,1.6423910282601948e-06,2.6853604841714047e-06,9.9770097907626414e-07,0.0011890987205063158,2.330572837650713e-06,5.7942731024009521e-06,6.0491231325381639e-06,0.00080328470390126836,5.974708444460803e-08,7.0494740343091986e-13,1.9932095431476321e-12,5.4553928098971269e-11,7.2666912484112953e-07,2.3824572420802765e-06,2.8541834586744385e-07,3.1418810836859613e-07,7.8200958787122154e-08,2.2753326159123176e-08,1.7901465769826017e-13,3.0707881534700061e-08,2.3010868198026312e-08,1.6044394121583275e-06,1.09464782674363e-09,2.1051540681409341e-10,6.1119753718450719e-13,1.1249454958061701e-12,3.142319872370545e-09,3.2423750697007879e-18,1.8614627865463466e-18,5.5050955211255979e-10,1.1728105821835871e-14,6.980354636935637e-11,2.1914353262661979e-15,1.3056935148955027e-16,1.6864026528748986e-14,1.3781091568394116e-10,9.3409835979260591e-11,4.4401079704680649e-11,9.8750385238446134e-07
2.9691430622420237e-08,0.3447025905051329,9.5410140044760386e-07,2.5235579637793257e-08,3.0498819655493262e-06,1.533949523866354e-10,9.8822562541491974e-07,0.0,0.0,0.00071259896347408821,9.4588314812394885e-05,154.0,0.0,0.87906502058329428,1.0,18.993690205643283,0.0044271153878787661,6.9417445913839666e-07,0.023664242861867083,0.032190260717341636,0.016872659425512034,0.004568503655854002,1.4570885107571768e-08,9.4013067709673815e-05,0.027571937198174867,4.9902376321463032e-11,0.0055443169813787262,2.988235531924538e-05,0.0039024337110449177,0.003868525085862367,1.6823225849431671e-06,2.7206232111839038e-06,1.0219584009958617e-06,0.0012286034794133304,2.4574070520384266e-06,6.166497105594032e-06,6.4416793477407424e-06,0.00083185200204540248,6.1743067304419436e-08,7.1256846887708369e-13,2.0592780965856769e-12,5.6500698994756698e-11,7.5442744198090539e-07,2.5094380565724774e-06,3.0068127545392039e-07,3.3176735886240094e-07,8.268862440268291e-08,2.4586515116382011e-08,1.890307746295206e-13,3.2949653157361846e-08,2.5045627191287934e-08,1.6252367360855016e-06,1.1661868646735009e-09,2.2428439416779859e-10,6.5114168065690095e-13,1.2042920888364166e-12,3.364326156459238e-09,3.4544461101446482e-18,1.9832137688951903e-18,5.9521599983020185e-10,1.2680536594039005e-14,7.4979671365519047e-11,2.3539248823727016e-15,1.4025142832170148e-16,1.8114454918031499e-14,1.4963652221615233e-10,1.0107833540087537e-10,4.855818681527701e-11,1.0481315586748346e-06
3.009094940350632e-08,0.34470263705807974,9.6763803730651738e-07,2.5998443406993426e-08,3.1889036234826823e-06,1.615669364596954e-10,1.0509943453999542e-06,0.0,0.0,0.00072775696968828993,9.9109633040633479e-05,154.0,0.0,0.87756439282641885,1.0,18.993600296002025,0.0044804785903875136,6.9307903157654001e-07,0.023870122041538194,0.032532243879853359,0.01708353125930585,0.0046082745006787284,1.4725611704744178e-08,9.5011418327983394e-05,0.027920994877669188,5.0336798578029467e-11,0.0056785768413593722,3.0144098190299405e-05,0.0039970151110484122,0.003961109801682643,1.7225771172282332e-06,2.7558302123365133e-06,1.0464120246456772e-06,0.001268836966050266,2.5889117287139925e-06,6.5565438045352366e-06,6.853351874342746e-06,0.00086095850376455383,6.3776111944670654e-08,7.2013542939701888e-13,2.1265629715968181e-12,5.8484420195413271e-11,7.8276772791629078e-07,2.6410856892267652e-06,3.165070390895168e-07,3.500296284415805e-07,8.7355579117399044e-08,2.6536201425091159e-08,1.9943605503046625e-13,3.5319076886694343e-08,2.7225246682251356e-08,1.6459939858234019e-06,1.2415647579489636e-09,2.3879290637149397e-10,6.9322928241394668e-13,1.2883101874929162e-12,3.5994271148109676e-09,3.6779073712656445e-18,2.1115039305382341e-18,6.4303042329024128e-10,1.3699180038837805e-14,8.047835311555124e-11,2.5265391802646814e-15,1.5053685599090258e-16,1.9442797781305131e-14,1.6233412735784992e-10,1.0928303234673593e-10,5.3051095011114056e-11,1.1114801620302089e-06
3.04904681845924e-08,0.34470268511202695,9.8108239698918043e-07,2.6771762009879445e-08,3.3318686254683637e-06,1.700304467627049e-10,1.1167322958684163e-06,0.0,0.0,0.00074295122881672376,0.00010377107421675601,154.0,0.0,0.8760672586424717,1.0,18.993510188587805,0.0045336870408520082,6.9198618610783309e-07,0.02407330936006382,0.032871790691575718,0.017293997123731746,0.0046475244352641538,1.4879233774181392e-08,9.600264222325596e-05,0.028269502008729849,5.076553086239355e-11,0.0058140197812120232,3.0402425734442974e-05,0.0040924159526439649,0.0040544248030830784,1.7631488149193858e-06,2.7909816182594674e-06,1.071058320439389e-06,0.0013098000930755617,2.7251671202898974e-06,6.9649624077148271e-06,7.2847511665675944e-06,0.00089060319139843346,6.5846267641248114e-08,7.2764837319090178e-13,2.1950656681886146e-12,6.0505026197805164e-11,8.1169007014834827e-07,2.7774898126852166e-06,3.3290649199280288e-07,3.6898909633621424e-07,9.2205683078432525e-08,2.8607765095598251e-08,2.1023857779918291e-13,3.7821349155520484e-08,2.955747613352375e-08,1.6667112526693598e-06,1.3209363424674056e-09,2.5407080472259045e-10,7.3754679727223056e-13,1.3772148999840517e-12,3.8482271346925955e-09,3.9132187791467447e-18,2.2465973172041273e-18,6.941323418537788e-10,1.47878606597406e-14,8.63156076652264e-11,2.70978087042573e-15,1.6145559293020132e-16,2.0852923250753532e-14,1.7595774304405923e-10,1.1805490379106964e-10,5.7902839252989667e-11,1.1776235602498589e-06
3.088998696567848e-08,0.34470273463942014,9.9443361363407936e-07,2.7555454581041712e-08,3.4788083094797319e-06,1.7879007547464788e-10,1.1855291972179965e-06,0.0,0.0,0.00075817799651469505,0.00010857427995599786,154.0,0.0,0.87457361775023346,1.0,18.993419883378252,0.0045867411317118949,6.9089592285967688e-07,0.024273820546824042,0.033208905319833802,0.017504057948567065,0.0046862565146611364,1.5031753212726242e-08,9.6986751633183221e-05,0.028617459890006192,5.1188606545282542e-11,0.0059506314654181889,3.0657357840188729e-05,0.0041886255044000275,0.0041484567804443168,1.8040318837332099e-06,2.8260775596016635e-06,1.0958937684583306e-06,0.0013514936301494318,2.8662523463154894e-06,7.3923081139367444e-06,7.7364955258634571e-06,0.00092078490839881365,6.7953576357688843e-08,7.3510739301388478e-13,2.2647874474778498e-12,6.2562441946157808e-11,8.4119439652360389e-07,2.918739800141881e-06,3.4989045341385037e-07,3.8865991173305734e-07,9.7242790382612523e-08,3.0806734368810461e-08,2.2144640471604783e-13,4.0461788499719628e-08,3.2050331467815955e-08,1.6873886279076954e-06,1.4044600658886142e-09,2.7014864823822459e-10,7.8418269675912397e-13,1.471227793441966e-12,4.1113488180402333e-09,4.1608510062056837e-18,2.3887641441429204e-18,7.4870929240066119e-10,1.5950573766642425e-14,9.2507996526616749e-11,2.90416971690872e-15,1.7303861788168586e-16,2.2348831156003245e-14,1.9056404296161163e-10,1.2742629132953348e-10,6.3137751632078163e-11,1.2466359998196205e-06
3.1289505746764564e-08,0.3447027856130195,1.0076908971319396e-06,2.8349439504801596e-08,3.6297525639833035e-06,1.8785033569996106e-10,1.2574756557673648e-06,0.0,0.0,0.00077343358399026155,0.00011352084970083568,154.0,0.0,0.87308346963837657,1.0,18.993329380447296,0.0046396412549703702,6.8980824177945971e-07,0.024471671462662218,0.033543592134037806,0.017713714663313625,0.0047244738191705325,1.5183172008863587e-08,9.7963759386790223e-05,0.028964869820101914,5.1606059273236209e-11,0.0060883976439320159,3.0908914564145637e-05,0.0042856330978258425,0.0042431924619208252,1.8452205459193196e-06,2.8611181670214024e-06,1.1209148588284783e-06,0.0013939182057736645,3.0122453482297538e-06,7.8391419130633834e-06,8.2092109208056934e-06,0.00095150236253699848,7.0098072838415227e-08,7.4251258610301081e-13,2.3357293347718495e-12,6.4656583051077457e-11,8.7128047847584759e-07,3.0649246977610957e-06,3.6746970328347146e-07,4.0905618905537137e-07,1.0247074774425286e-07,3.3138786303317933e-08,2.3306757775431626e-13,4.324583578038672e-08,3.4712097849411847e-08,1.7080262028040462e-06,1.4922979709095572e-09,2.870576904451022e-10,8.332274597766369e-13,1.5705769303731326e-12,4.389433086652767e-09,4.4212854217518914e-18,2.5382807677405346e-18,8.0695705341294624e-10,1.719149024973822e-14,9.9072632562125895e-11,3.1102427815015215e-15,1.853179409027293e-16,2.3934654441391778e-14,2.0621245217302323e-10,1.3743093609978301e-10,6.8781516073240294e-11,1.3185920382235566e-06
3.1689024527850645e-08,0.34470283800589757,1.0208535299094924e-06,2.9153634474845946e-08,3.7847298282740475e-06,1.9721565965879624e-10,1.3326631286415117e-06,0.0,0.0,0.00078871435864789549,0.00011861234025166226,154.0,0.0,0.87159681356902474,1.0,18.993238679962875,0.0046923878021795651,6.8872314263704221e-07,0.024666878094817251,0.033875855702380914,0.01792296819714204,0.0047621794533639593,1.5333492241220588e-08,9.8933678894742475e-05,0.029311733097486529,5.2017922957906001e-11,0.0062273041526120015,3.1157116124585222e-05,0.0043834281278910276,0.0043386186148544129,1.886709040875985e-06,2.8961035711772713e-06,1.1461180920944e-06,0.0014370743091501029,3.1632228456492048e-06,8.3060303836610224e-06,8.7035308032026778e-06,0.00098275412909113358,7.22797847029423e-08,7.498640541039303e-13,2.4078921226806281e-12,6.6787356007217896e-11,9.019479342556171e-07,3.2161331977833895e-06,3.8565497894612873e-07,4.3019200335204439e-07,1.0789339319286111e-07,3.5609747282756196e-08,2.4511011645297626e-13,4.6179054354673378e-08,3.7551332294897316e-08,1.7286240685997803e-06,1.5846156756103064e-09,3.0482987560613803e-10,8.8477356162803502e-13,1.6754968999922633e-12,4.6831392729605901e-09,4.6950140338691145e-18,2.6954296521532363e-18,8.6907986926695823e-10,1.8514961357880105e-14,1.0602718545321565e-10,3.3285545949816337e-15,1.9832661359538728e-16,2.5614660483867868e-14,2.2296523766808397e-10,1.4810401339941111e-10,7.4861224268672951e-11,1.3935665063241025e-06
3.2088543308936726e-08,0.34470289179143715,1.0339208638430315e-06,2.9967956551526419e-08,3.9437670940558683e-06,2.0689039699863803e-10,1.4111838883462848e-06,0.0,0.0,0.00080401674467919684,0.00012385026534179352,154.0,0.0,0.8701136485813149,1.0,18.993147782184653,0.0047449811644261607,6.8764062502758889e-07,0.024859456551897124,0.034205700788526,0.01813181947883705,0.0047993765451123426,1.5482716077074925e-08,9.989652413970315e-05,0.029658051020408218,5.2424231765441834e-11,0.0063673369136316308,3.1401982895059389e-05,0.0044820000535249482,0.0044347220471780821,1.9284916257618141e-06,2.931033902719158e-06,1.1714999795906606e-06,0.0014809622920566794,3.3192602939950456e-06,8.7935454877165815e-06,9.2200959205656948e-06,0.001014538654012364,7.4498732541000451e-08,7.571619029977641e-13,2.4812763742578441e-12,6.8954658409538096e-11,9.3319623214618413e-07,3.3724536123153404e-06,4.044569719760559e-07,4.5208138579559661e-07,1.1351455480065317e-07,3.8225593443803595e-08,2.5758201535165235e-13,4.9267130195742222e-08,4.0576866110564862e-08,1.749182316506496e-06,1.6815823509197539e-09,3.2349783439033293e-10,9.3891546143419314e-13,1.7862288444166608e-12,4.9931451963007213e-09,4.9825394227222815e-18,2.8604993310188964e-18,9.3529067452060726e-10,1.9925523476833782e-14,1.1338988674668735e-10,3.5596773150680282e-15,2.1209873854559676e-16,2.7393252308531529e-14,2.4088759977469388e-10,1.5948216695582694e-10,8.1405432818866962e-11,1.4716344708480161e-06
