Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990)
1.5275375666127898e-11,0.4321061092360603,4.6153781420300798e-11,5.7148796397729125e-16,5.3743745955439533e-16,7.4121770067205236e-25,8.5091115601147399e-20,0.0,0.0,1.7458524208374909e-10,8.8850253349091041e-18,154.0,0.0,0.99994233359085549,1.0,18.999999482880693,2.4993560296842758e-06,7.6700007135354506e-07,1.5163251175033423e-05,1.5612309126377079e-05,8.8440468842850577e-06,4.8239429265194122e-07,5.6567180836313779e-12,3.4544724818489281e-08,1.4261128533724181e-05,5.2835561513595451e-15,1.1179831587048599e-09,1.1110051427778602e-09,4.5063974180350574e-11,4.5039947811252186e-11,1.530255283484763e-14,1.7139962845988359e-11,8.7238162620547907e-15,8.1419145605054047e-11,2.5889849915159845e-25,2.4220369547359026e-25,2.4220764861865288e-25,3.2518413225783122e-14,1.3238114197009034e-16,2.6246033977501772e-16,1.8057713440506779e-18,6.8633594929944991e-19,3.3342676425490825e-17,7.4616530037254039e-20,2.3216541815228385e-22,3.2244286369237272e-23,2.7297755763833228e-26,8.0301555336064571e-30
1.607260125484936e-11,0.43210610911516933,4.8591319270855228e-11,6.3463975089098086e-16,5.9523928586430689e-16,9.0417738820450188e-25,9.9151731977532026e-20,0.0,0.0,1.925739212249263e-10,1.0579371466581669e-17,154.0,0.0,0.99993932477287228,1.0,18.999999433892945,2.6297913447723396e-06,7.6699793945976849e-07,1.5932620471608655e-05,1.6426963367029756e-05,9.3206514797789258e-06,5.2945887207517742e-07,5.9518885082408094e-12,3.6449598499044227e-08,1.5029662578774388e-05,5.7990446760377982e-15,1.2377050206805124e-09,1.2262346450080358e-09,5.2371934115322614e-11,5.2343946472219647e-11,1.7805098799824331e-14,1.9026905259015067e-11,1.0182544301034397e-14,9.0140385387602832e-11,3.6811798924730081e-25,3.4439063893777225e-25,3.4439655584830227e-25,3.8409145978341394e-14,1.5401281901120981e-16,2.7693299935085518e-16,1.9109957747472047e-18,7.5400232594234508e-19,3.8627749586022261e-17,9.1082919373630185e-20,2.9812764267113065e-22,4.1457247110585356e-23,3.6958961732259017e-26,1.1106768003255214e-29
1.686982684357082e-11,0.43210610898993473,5.1031715140095178e-11,7.0127476929767396e-16,6.560183785087795e-16,1.0926626401393057e-24,1.1468514399969817e-19,0.0,0.0,2.1144277146244775e-10,1.2500711412032088e-17,154.0,0.0,0.99993631596348487,1.0,18.999999383144441,2.7602259965280633e-06,7.6699580704863892e-07,1.6700218476250345e-05,1.7241612261957516e-05,9.7972544610406322e-06,5.7828333265163624e-07,6.2470569940819146e-12,3.8354459712232357e-08,1.5798194389038703e-05,6.3338088453806172e-15,1.3635147590737299e-09,1.3467824435044134e-09,6.0417415860051811e-11,6.0385060555985638e-11,2.0562271879560911e-14,2.1011582013513649e-11,1.1793032183670211e-14,9.93054794082865e-11,5.1447172409975327e-25,4.8132551139258274e-25,4.813341948172746e-25,4.501418141635363e-14,1.7786038831678614e-16,2.9140556420337749e-16,2.0168095488754165e-18,8.2425437503523118e-19,4.4418068450083606e-17,1.100810788691122e-19,3.7808981550448964e-22,5.264246435965846e-23,4.9296478925617054e-26,1.5126303233403667e-29
1.766705243229228e-11,0.43210610886047895,5.3474969680273739e-11,7.7141486811083764e-16,7.197784989525573e-16,1.309218486927314e-24,1.3176537576542705e-19,0.0,0.0,2.3119173720812817e-10,1.4667974635202322e-17,154.0,0.0,0.99993330716269324,1.0,18.999999330684702,2.890659984953944e-06,7.6699367498099094e-07,1.7466094705422583e-05,1.8056255811140653e-05,1.02738558277513e-05,6.2881817175056201e-07,6.5422235410896016e-12,4.0259308450252508e-08,1.6566723964131113e-05,6.8873064664574932e-15,1.4954122974709369e-09,1.4726015863431395e-09,6.9233542812783152e-11,6.9196394895273361e-11,2.3585603033720481e-14,2.3093865697247993e-11,1.3562314472030119e-14,1.0891446402026289e-10,7.0785655108551816e-25,6.6227095553145225e-25,6.6228347320282052e-25,5.2381513624843968e-14,2.0402794611697264e-16,3.0587803427331318e-16,2.1232127142814848e-18,8.9702382125833297e-19,5.0732173913381109e-17,1.3184545492142919e-19,4.7411015660898587e-22,6.6094230129452812e-23,6.4866362395359669e-26,2.0312977118878761e-29
1.8464278021013743e-11,0.4321061087269207,5.5921083536324035e-11,8.4508138055398976e-16,7.8652343217376863e-16,1.556512883114011e-24,1.5046654704843018e-19,0.0,0.0,2.5182076421129591e-10,1.7100816781533496e-17,154.0,0.0,0.99993029837049763,1.0,18.999999276561827,3.0210933100524816e-06,7.6699154325345359e-07,1.8230297283943844e-05,1.887089401459309e-05,1.0750455579916903e-05,6.810152779986428e-07,6.8373881492132619e-12,4.216414467057005e-08,1.7335251304189246e-05,7.4590105845169532e-15,1.6333975594585237e-09,1.6036457985348022e-09,7.8853146772344688e-11,7.8810762887122499e-11,2.6886521621620236e-14,2.527362906368064e-11,1.5497363595076228e-14,1.1896737617084417e-10,9.6014885665169831e-25,8.9834284923892538e-25,8.9836060254458034e-25,6.0559950542112376e-14,2.326190621614064e-16,3.2035040923749409e-16,2.2302053178849946e-18,9.7224444676509207e-19,5.7588102734434447e-17,1.5661870427032853e-19,5.8842558453518854e-22,8.2133234148573463e-23,8.4305199789969167e-26,2.6930415791142074e-29
1.9261503609735204e-11,0.43210610858937537,5.8370057345955161e-11,9.22295138666512e-16,8.5625698702884147e-16,1.8373369804064063e-24,1.7086287388707118e-19,0.0,0.0,2.7332979952104843e-10,1.981961865461764e-17,154.0,0.0,0.99992728958689769,1.0,18.999999220822559,3.1515259718261749e-06,7.6698941135999593e-07,1.8992872984096392e-05,1.9685526872296841e-05,1.1227053717732369e-05,7.3482789218150042e-07,7.1325508183929365e-12,4.4068968361553835e-08,1.8103776409655205e-05,8.0484090547480074e-15,1.7774704686233466e-09,1.739869467015545e-09,8.9308772125591997e-11,8.9260690677976599e-11,3.0476356863001801e-14,2.7550745031774513e-11,1.7605090745014562e-14,1.294642533779427e-10,1.2854804216271995e-24,1.2027686930739712e-24,1.2027934991036496e-24,6.959907512213971e-14,2.6373678258167073e-16,3.3482268900754947e-16,2.3377874088893449e-18,1.0498520323378158e-18,6.5003402710936673e-17,1.8465145946572816e-19,7.2345686027068449e-22,1.0110744322835466e-22,1.0833710456515495e-25,3.5286357592066473e-29
2.0855954787178126e-11,0.4321061083027705,6.327658734123077e-11,1.0874452972832301e-15,1.0047053184785977e-15,2.5113565124347542e-24,2.1703834332568604e-19,0.0,0.0,3.1898768953892084e-10,2.6200244954694851e-17,154.0,0.0,0.99992127204548542,1.0,18.999999104675418,3.412389305409021e-06,7.6698514717076474e-07,2.0513324299920588e-05,2.1314776550347191e-05,1.2180245150295834e-05,8.471191441742531e-07,7.7228703396768889e-12,4.787857814321813e-08,1.9640819917293387e-05,9.2783120675002168e-15,2.0838789228334937e-09,2.0276759439464471e-09,1.1285685174142298e-10,1.1279591821656781e-10,3.8567601943356729e-14,3.2396527275230356e-11,2.236592289901906e-14,1.5179005575296037e-10,2.2249430594368916e-24,2.0819093419574238e-24,2.0819558761543472e-24,9.0461376956896613e-14,3.3396161996157139e-16,3.6376696287181583e-16,2.5547202552122841e-18,1.2119808630024511e-18,8.1579949434407089e-17,2.5153655754623209e-19,1.0662978573176689e-21,1.493947513015388e-22,1.7355825464256928e-25,5.8696515753789678e-29
2.2450405964621048e-11,0.43210610800152505,6.8194564626801057e-11,1.2670225020108094e-15,1.1651544544709483e-15,3.3560806368353606e-24,2.7088746061594374e-19,0.0,0.0,3.6816500828126436e-10,3.3987367577781042e-17,154.0,0.0,0.99991525453845631,1.0,18.999998982591709,3.6732499857224719e-06,7.6698088278410594e-07,2.2027797197041542e-05,2.2944004844863821e-05,1.3133430125339982e-05,9.6534348097611999e-07,8.3131821044001549e-12,5.1688137966920138e-08,2.1177854487900356e-05,1.0573199033486439e-14,2.414637048802638e-09,2.3356688059076905e-09,1.4013254176955898e-10,1.400566948382975e-10,4.7948022701763268e-14,3.7630199081844489e-11,2.7898908538428659e-14,1.7589218185816316e-10,3.6963951762898573e-24,3.4589765757306446e-24,3.4590598768416168e-24,1.1537921106725427e-13,4.1551646239677547e-16,3.9271085717045762e-16,2.7740116739807541e-18,1.3829344028765234e-18,1.0059296647566783e-16,3.3465686534947041e-19,1.5258568582632237e-21,2.1431716106088599e-22,2.6835287231155176e-25,9.4086764703698743e-29
2.404485714206397e-11,0.4321061076864525,7.3123994053582402e-11,1.4611767550098002e-15,1.3376357587789878e-15,4.3983015897349545e-24,3.330074816167817e-19,0.0,0.0,4.2086137531572983e-10,4.3370045951036237e-17,154.0,0.0,0.99990923706581081,1.0,18.999998854900586,3.9341080127865158e-06,7.669766192454438e-07,2.3536620905990149e-05,2.45732117556043e-05,1.4086608642509495e-05,1.0891717640636862e-06,8.9034861121191886e-12,5.5497647804511855e-08,2.2714880121918934e-05,1.1929464960854124e-14,2.7697442352338637e-09,2.6635055354817261e-09,1.7138625685587615e-10,1.7129329484655568e-10,5.8704789631170281e-14,4.3250749740517209e-11,3.4257219655360131e-14,2.0177095016203459e-10,5.9276534984397337e-24,5.5472581605956797e-24,5.547401365857489e-24,1.4477354405089058e-13,5.0920711596116969e-16,4.2165437168961257e-16,2.9956620863500584e-18,1.5622652239596429e-18,1.2216668461394124e-16,4.3628224522513485e-19,2.128591162379645e-21,2.9972413090181245e-22,4.0242708611409584e-25,1.4606018846054404e-28
2.5639308319506893e-11,0.432106107358321,7.8064880365435818e-11,1.6700512990158725e-15,1.5221810065951557e-15,5.6668090809024183e-24,4.0399726178114778e-19,0.0,0.0,4.7707642772563918e-10,5.4548860616357119e-17,154.0,0.0,0.99990321962754891,1.0,18.999998721912938,4.1949633866211424e-06,7.6697235582817578e-07,2.5040106412657078e-05,2.6202397282421666e-05,1.5039780702115171e-05,1.218293094466101e-06,9.4937823624533626e-12,5.9307107519057496e-08,2.4251896820863115e-05,1.3343704632112308e-14,3.1491998708326564e-09,3.0108528947193711e-09,2.0686418473566798e-10,2.0675176800697292e-10,7.0923600643600902e-14,4.9257171167853417e-11,4.1493127998507078e-14,2.2942668627390283e-10,9.2173489997395935e-24,8.6263676912732768e-24,8.6266053476338745e-24,1.7907453974630186e-13,6.1583127671254599e-16,4.5059750538887502e-16,3.2196719175753792e-18,1.7495527776448426e-18,1.4641882661651327e-16,5.5878998516302228e-19,2.904318019065747e-21,4.0997730439452281e-22,5.8763007428477461e-25,2.2048766978729803e-28
2.7233759496949815e-11,0.43210610701785623,8.3017228201785092e-11,1.8937829914166033e-15,1.7188223924543054e-15,7.192399102612799e-24,4.8445727685921003e-19,0.0,0.0,5.368098191359519e-10,6.773589158433247e-17,154.0,0.0,0.99989720222367096,1.0,18.999998583922423,4.4558161072463407e-06,7.6696809186076854e-07,2.6538547466927321e-05,2.7831561425020119e-05,1.5992946304447107e-05,1.3524138044121326e-06,1.0084070854994432e-11,6.3116517109967049e-08,2.5788904586210619e-05,1.4812701559832946e-14,3.5530033443086569e-09,3.3773865326334442e-09,2.4680839964413031e-10,2.4667405289408326e-10,8.4688720628250018e-14,5.5648457901418571e-11,4.9658029338590178e-14,2.58859722374452e-10,1.3949807135894773e-23,1.3056192010237926e-23,1.3056574377388086e-23,2.1872066538265045e-13,7.3617861750837289e-16,4.7954025826376226e-16,3.4460416083771483e-18,1.9444018840482861e-18,1.7346099707773021e-16,7.0465886879794306e-19,3.886328620141516e-21,5.4997280183664108e-22,8.3822578549689362e-25,3.2473805021690206e-28
2.8828210674392737e-11,0.4321061066657438,8.7981042100133467e-11,2.1325026583532108e-15,1.9275925373907599e-15,9.0078827541303648e-24,5.7498964396616287e-19,0.0,0.0,6.0006121879112573e-10,8.3154698922327352e-17,154.0,0.0,0.99989118485417716,1.0,18.999998441206454,4.7166661746821e-06,7.6696382783637091e-07,2.8032221537476232e-05,2.9460704183007182e-05,1.6946105449357583e-05,1.4912565028006954e-06,1.0674351589323514e-11,6.692587666173602e-08,2.7325903418730297e-05,1.6333417531870547e-14,3.9811540443751641e-09,3.7627906121974785e-09,2.914569711165214e-10,2.9129808563025814e-10,1.0008301940030476e-13,6.2423607092977593e-11,5.8802466744631718e-14,2.900703966858654e-10,2.0611660964479178e-23,1.9292465733952956e-23,1.9293064276422649e-23,2.6415787008972461e-13,8.7103087368252263e-16,5.0848263095625162e-16,3.6747716116910769e-18,2.1464413035575914e-18,2.0339905108734214e-16,8.7646359325932825e-19,5.1114912196224993e-21,7.2516223413399719e-22,1.1711750013330408e-24,4.6792985693126368e-28
3.042266185183566e-11,0.4321061063026313,9.2956326498484958e-11,2.386335429814729e-15,2.1485244953865592e-15,1.114809508096623e-23,6.7619814298198001e-19,0.0,0.0,6.6683031068244996e-10,1.0104030538608298e-16,154.0,0.0,0.99988516751906753,1.0,18.999998294027037,4.9775135889484092e-06,7.6695956414298984e-07,2.952139071533447e-05,3.1089825556056005e-05,1.7899258136738421e-05,1.6345591718881227e-06,1.1264624565068102e-11,7.0735186182367376e-08,2.886289331925187e-05,1.7902982717549152e-14,4.4336513597477833e-09,4.1667574559214599e-09,3.4104406838469419e-10,3.4085790422349487e-10,1.1718800811265477e-13,6.9581618501637101e-11,6.8976152915443342e-14,3.2305905297914353e-10,2.9810258922478974e-23,2.7904031397745525e-23,2.7904945685006182e-23,3.158388302716872e-13,1.0211619276092141e-15,5.374246235271478e-16,3.9058623840410237e-18,2.3553223864935757e-18,2.3633344277392648e-16,1.0768695176009275e-18,6.6203440280355267e-21,9.4157250750083983e-22,1.6064271442749011e-24,6.6120495530153222e-28
3.2017113029278585e-11,0.43210610592913024,9.7943085737671467e-11,2.6554010560154666e-15,2.3816517591370675e-15,1.3649903928618906e-23,7.8868823826624961e-19,0.0,0.0,7.3711679272425463e-10,1.2163918099891865e-16,154.0,0.0,0.99987915021834239,1.0,18.999998142631668,5.238358350065255e-06,7.6695530048600186e-07,3.1006302567005583e-05,3.2718925543890451e-05,1.8852404366738043e-05,1.7820743144087184e-06,1.1854889781895029e-11,7.4544445619081911e-08,3.0399874289015952e-05,1.9518686326235344e-14,4.9104946791444494e-09,4.5889872097345682e-09,3.9580006042325149e-10,3.9558374855728152e-10,1.3608387414909379e-13,7.7121494487038591e-11,8.022799157778074e-14,3.5782604011769553e-10,4.2293964484145468e-23,3.9591877024205473e-23,3.9593243283626326e-23,3.7422225931855167e-13,1.1873378921461346e-15,5.6636623557544717e-16,4.1393143857091871e-18,2.5707177995901911e-18,2.7235955404681294e-16,1.3086277364172056e-18,8.4571781387628603e-21,1.2058244430740721e-21,2.1672216040411297e-24,9.1802495397753402e-28
3.361156420672151e-11,0.4321061055458186,1.0294132406358922e-10,2.9398142058311576e-15,2.627008265181255e-15,1.6552218810179973e-23,9.1306710066034335e-19,0.0,0.0,8.1092037597692289e-10,1.4520922942963652e-16,154.0,0.0,0.99987313295200198,1.0,18.999997987254126,5.4992004580526291e-06,7.669510366730424e-07,3.2487190939225832e-05,3.4348004146184783e-05,1.980554413946641e-05,1.9335681490394607e-06,1.2445147239472574e-11,7.8353654959323315e-08,3.1936846329198333e-05,2.1177967795415728e-14,5.4116833912861071e-09,5.029187524433979e-09,4.5595161180814795e-10,4.5570215619526706e-10,1.5684951455586344e-13,8.5042240002634698e-11,9.2606097986140526e-14,3.9437171163525162e-10,5.8974419268450793e-23,5.5210018936865291e-23,5.5212020530359233e-23,4.3977227759735132e-13,1.3703171929723676e-15,5.9530746700574962e-16,4.3751280851646924e-18,2.7923203260198914e-18,3.1156800437606217e-16,1.5745704647574163e-18,1.0670111023996995e-20,1.5251502674412303e-21,2.8803980917274302e-24,1.2544908024719059e-27
3.520601538416443e-11,0.432106105153242,1.0795104562935016e-10,3.2396847485751647e-15,2.8846283984643974e-15,1.9895999786802245e-23,1.0499436297392404e-18,0.0,0.0,8.8824078391326263e-10,1.7201977596557792e-16,154.0,0.0,0.99986711572004694,1.0,18.999997828115244,5.7600399129305197e-06,7.6694677289266268e-07,3.3964276718819871e-05,3.5977061362563981e-05,2.0758677454890312e-05,2.0888198507564136e-06,1.3035396937469139e-11,8.2162814230986354e-08,3.3473809440741047e-05,2.2878408470464687e-14,5.9372168848966326e-09,5.4870732534659496e-09,5.2172177466615516e-10,5.2143605427899734e-10,1.7956256810874099e-13,9.3342862588958899e-11,1.0615781858398176e-13,4.3269642534510163e-10,8.095080668870236e-23,7.5788265357316351e-23,7.5791145477122452e-23,5.129578368715531e-13,1.5708506498634239e-15,6.2424831802999338e-16,4.6133039585536967e-18,3.0198417336147677e-18,3.5404494298733182e-16,1.8776067116148647e-18,1.3311151421216805e-20,1.9074100629091261e-21,3.776715264002545e-24,1.6896855601581867e-27
3.680046656160735e-11,0.43210610475191624,1.1297225449735292e-10,3.5551180202993495e-15,3.1545469963936996e-15,2.3724266360083886e-23,1.1999284762797925e-18,0.0,0.0,9.6907775172517474e-10,2.0235155689617797e-16,154.0,0.0,0.99986109852247729,1.0,18.99999766542361,6.0208767147189161e-06,7.6694250924077648e-07,3.5437768550844622e-05,3.7606097192665874e-05,2.1711804313011372e-05,2.2476208328911312e-06,1.3625638875574415e-11,8.5971923441010664e-08,3.5010763624639513e-05,2.4617723741144242e-14,6.4870945487022785e-09,5.962366165897915e-09,5.9333007697324471e-10,5.9300484777662797e-10,2.0429944610576442e-13,1.0202237236687659e-10,1.2092974988177757e-13,4.7280054297797851e-10,1.0953614717490699e-22,1.0255689065569915e-22,1.0256096755935984e-22,5.9425219375965199e-13,1.7896815569432682e-15,6.5318878870090435e-16,4.8538424861865352e-18,3.2530117063369633e-18,3.9987232474232391e-16,2.2207182210222747e-18,1.6436256362632785e-20,2.3611072593389138e-21,4.8911769242101302e-24,2.2460402618484767e-27
3.8394917739050274e-11,0.4321061043423283,1.1800495464127871e-10,3.8862150754446071e-15,3.436799352429114e-15,2.8082106375691563e-23,1.3636340649220212e-18,0.0,0.0,1.0534310256685299e-09,2.3649671017249124e-16,154.0,0.0,0.99985508135929346,1.0,18.999997499376232,6.2817108634378047e-06,7.6693824559957264e-07,3.6907863517245072e-05,3.9235111636147198e-05,2.2664924713911538e-05,2.4097740686642425e-06,1.421587305350034e-11,8.9780982569836296e-08,3.6547708882015832e-05,2.6393755610490103e-14,7.0613157714315566e-09,6.4547946737887396e-09,6.7099260737961116e-10,6.7062450426023306e-10,2.3113536194764263e-13,1.1107978203087053e-10,1.3696775659005783e-13,5.1468442984669728e-10,1.462856668162355e-22,1.3697326028231458e-22,1.369789454127964e-22,6.8413242835595073e-13,2.0275457619370207e-15,6.8212887886987077e-16,5.0967441518208057e-18,3.4915768355451768e-18,4.4912817058990565e-16,2.6069556661300952e-18,2.0105380883651927e-20,2.8954032252934449e-21,6.2633653117298943e-24,2.9497229699464292e-27
3.9989368916493196e-11,0.43210610392493803,1.2304914994801417e-10,4.2330729245085328e-15,3.7314212192434516e-15,3.3016684937675956e-23,1.5416746170043862e-18,0.0,0.0,1.1413003624445062e-09,2.7475876723374034e-16,154.0,0.0,0.99984906423049558,1.0,18.999997330159228,6.5425423591071773e-06,7.6693398192278621e-07,3.8374747777820691e-05,4.0864104692646961e-05,2.3618038657645857e-05,2.5750934503978042e-06,1.4806099470966693e-11,9.358999160849853e-08,3.8084645213945968e-05,2.8204465676385963e-14,7.6598799418154459e-09,6.9640935733169555e-09,7.5492209670388364e-10,7.5450763535418098e-10,2.6014435955562192e-13,1.2051410684236314e-10,1.5431698903805743e-13,5.5834845453596138e-10,1.9302728513712231e-22,1.8075045006240204e-22,1.807582694263403e-22,7.8307900490697096e-13,2.2851717444408902e-15,7.1106858846878055e-16,5.3420094440811816e-18,3.7352996682659878e-18,5.0188681330389989e-16,3.0394350844250824e-18,2.438252085134182e-20,3.5201310056935193e-21,7.9377810812132565e-24,3.8310511625814345e-27
4.158382009393612e-11,0.4321061035001802,1.2810484421950505e-10,4.5957847584628499e-15,4.0384488114879441e-15,3.8577253332893899e-23,1.7346661735530366e-18,0.0,0.0,1.2326855286154442e-09,3.1745264589033058e-16,154.0,0.0,0.9998430471360843,1.0,18.999997157948403,6.8033712017470221e-06,7.6692971828256832e-07,3.9838597175476855e-05,4.2493076361780351e-05,2.4571146144224895e-05,2.7434031844326364e-06,1.5396318127697791e-11,9.7398950565342666e-08,3.9621572621431282e-05,3.0047928504207834e-14,8.2827864485873867e-09,7.4900037989630604e-09,8.4532799625422106e-10,8.4486357501217984e-10,2.9139934068186364e-13,1.3032436462304498e-10,1.7302189991183258e-13,6.0379298861563458e-10,2.5189426035284409e-22,2.3588789666160589e-22,2.3589851586610068e-22,8.9157537133314831e-13,2.5632806932297208e-15,7.4000791756104003e-16,5.5896388564089713e-18,3.9839578094190279e-18,5.5821912929207572e-16,3.5213345411193339e-18,2.9335749387964692e-20,4.2458082572976224e-21,9.9641895416412868e-24,4.9249275157036728e-27
4.317827127137904e-11,0.43210610306846536,1.3317204117454379e-10,4.9744401607114149e-15,4.3579188082009142e-15,4.4815157964910498e-23,1.9432266184045794e-18,0.0,0.0,1.3275863000531478e-09,3.6490464415066356e-16,154.0,0.0,0.99983703007606006,1.0,18.999996982909792,7.0641973913773274e-06,7.6692545469988514e-07,4.1299577807892887e-05,4.4122026643161197e-05,2.5524247173678421e-05,2.9145372196197624e-06,1.5986529023429591e-11,1.0120785944390459e-07,4.1158491105501434e-05,3.192232536719909e-14,8.9300346804830513e-09,8.0322721899846935e-09,9.4241655314784376e-10,9.4189845479445293e-10,3.2497209117222801e-13,1.4050957574820984e-10,1.9312626034868182e-13,6.510184063757358e-10,3.2536002200812501e-22,3.0470410813979577e-22,3.0471836151575089e-22,1.0101075942649789e-12,2.8625865826264434e-15,7.689468661735137e-16,5.8396328856182635e-18,4.2373430747107903e-18,6.1819275732191809e-16,4.0558910067390214e-18,3.5037247392944892e-20,5.0836494368915521e-21,1.2397972698786371e-23,6.2712990362481077e-27
4.477272244882196e-11,0.43210610263018123,1.3825074445049456e-10,5.3691253073247074e-15,4.6898683548935686e-15,5.1783849296795307e-23,2.1679757014441285e-18,0.0,0.0,1.4260024614177504e-09,4.1745243488937854e-16,154.0,0.0,0.99983101305042332,1.0,18.999996805200251,7.3250209280180823e-06,7.6692119113113872e-07,4.2757846567589756e-05,4.575095553640855e-05,2.6477341746060505e-05,3.0883387074032703e-06,1.6576732157911228e-11,1.0501671823679334e-07,4.2695400667222426e-05,3.3825938332860426e-14,9.6016240262402169e-09,8.5906512684761439e-09,1.0463908827888857e-09,1.0458152763048342e-09,3.6093330623728457e-13,1.5106876314011521e-10,2.1467317542219941e-13,7.0002508458155521e-10,4.1627521781089935e-22,3.8987146063003314e-22,3.8989038489787255e-22,1.1391640265515169e-12,3.1837962479562125e-15,7.9788543425004696e-16,6.0919920312699052e-18,4.495260691144254e-18,6.8187230494885376e-16,4.6463974359321206e-18,4.1563328628612463e-20,6.0455772931476179e-21,1.5300486680793331e-23,7.9156394765388364e-27
4.6367173626264885e-11,0.432106102185694,1.4334095760495962e-10,5.7799231561906472e-15,5.0343350653415434e-15,5.9538890802299175e-23,2.4095350619433767e-18,0.0,0.0,1.5279338056654689e-09,4.7544506126969556e-16,154.0,0.0,0.9998249960591743,1.0,18.999996624967935,7.585841811689276e-06,7.6691692756773337e-07,4.4213551652121971e-05,4.7379863041134131e-05,2.7430429861412033e-05,3.2646594917706373e-06,1.716692753089953e-11,1.0882552693866819e-07,4.4232301307636311e-05,3.5757144676472448e-14,1.0297553874598847e-08,9.1648990283962987e-09,1.1574510386433666e-09,1.156813980926505e-09,3.9935261478000507e-13,1.6200095226136469e-10,2.3770509904776366e-13,7.5081340224749952e-10,5.2790700133570853e-22,4.9445310706677782e-22,4.9447798002869826e-22,1.2792350046404643e-12,3.5276094601043334e-15,8.2682362175006231e-16,6.346716796012025e-18,4.7575285424926462e-18,7.4931954332921854e-16,5.296200036218562e-18,4.8994459774392885e-20,7.1442337065432974e-21,1.8739424184145585e-23,9.9094549728402419e-27
4.796162480370781e-11,0.43210610173534997,1.484426841173881e-10,6.2069136256687788e-15,5.3913570231078507e-15,6.8137967924940726e-23,2.668528251985134e-18,0.0,0.0,1.6333801335837097e-09,5.3924293284267617e-16,154.0,0.0,0.99981897910231332,1.0,18.999996442352778,7.8466600424108968e-06,7.6691266403569196e-07,4.5666833045975957e-05,4.9008749156937768e-05,2.8383511519760901e-05,3.4433596274887665e-06,1.7757115142156572e-11,1.1263428555114505e-07,4.5769193027761386e-05,3.771441160442631e-14,1.1017823614301051e-08,9.754778735000026e-09,1.2757940794386283e-09,1.2750915169836521e-09,4.4029860282460167e-13,1.7330517110830354e-10,2.6226384833580473e-13,8.0338374042837397e-10,6.6398058584929346e-22,6.2194202257276212e-22,6.2197440734442837e-22,1.4308125735037312e-12,3.8947189991952251e-15,8.5576142868583737e-16,6.6038076855445158e-18,5.0239764573082094e-18,8.2059359104325793e-16,6.0086957163457459e-18,5.7415275819759074e-20,8.392989918072599e-21,2.2789181610047531e-23,1.2310812846873673e-26
4.955607598115073e-11,0.4321061012794758,1.5355592739063151e-10,6.6501737633234077e-15,5.760972782821752e-15,7.7640897044543071e-23,2.945580759961518e-18,0.0,0.0,1.7423412533520196e-09,6.0921782225111474e-16,154.0,0.0,0.99981296217984117,1.0,18.999996257486988,8.107475620202933e-06,7.6690840053787545e-07,4.7117822975725805e-05,5.0637613883415235e-05,2.933658672114369e-05,3.6243069250750295e-06,1.8347294991451844e-11,1.1644299407528999e-07,4.7306075828627283e-05,3.9696291270377774e-14,1.1762432634090985e-08,1.0360058734118653e-08,1.401614133912418e-09,1.4008419044541452e-09,4.8383883609021345e-13,1.8498045020442813e-10,2.8839061741972873e-13,8.577364820268752e-10,8.2872308621669591e-22,7.763022080437896e-22,7.7634400336743323e-22,1.5943902368919897e-12,4.2858107274098288e-15,8.8469885506547168e-16,6.863265207992864e-18,5.2944455370886863e-18,8.9575108754057843e-16,6.787329704126655e-18,6.6914591156113599e-20,9.805956186557417e-21,2.7531230571169047e-23,1.5184893480321446e-26
5.115052715859365e-11,0.43210610081838036,1.58680690752447e-10,7.1097779052968426e-15,6.1432213712368726e-15,8.8109634450774086e-23,3.2413200341337195e-18,0.0,0.0,1.854816980127423e-09,6.8575286247021658e-16,154.0,0.0,0.99980694529175795,1.0,18.999996070495413,8.3682885450853778e-06,7.6690413705893908e-07,4.8566646339959197e-05,5.2266457220162295e-05,3.028965546560386e-05,3.8073765209912519e-06,1.8937467078562916e-11,1.2025165250793352e-07,4.8842949711271957e-05,4.1701416067663451e-14,1.2531380322714797e-08,1.0980512270748745e-08,1.5351024632340307e-09,1.534256297355592e-09,5.3003988175217523e-13,1.9702582259381569e-10,3.1612599078477974e-13,9.1387201161612866e-10,1.0269096675498964e-21,9.6201207039589996e-22,9.6206556760605276e-22,1.7704627308113668e-12,4.7015636609589377e-15,9.1363590086488456e-16,7.1250898734911403e-18,5.5687875222869344e-18,9.7484635680461016e-16,7.6355933239015545e-18,7.75854067157759e-20,1.1397990913243877e-20,3.3054493460309717e-23,1.8604565143262429e-26
