Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842)
1.560176381324036e-05,0.7062235566263592,3.6842530560513283e-08,8.5279639602873711e-05,0.00016644228227399288,1.3674934250884722e-08,0.018425199897544389,0.0,0.0,0.0011826791541041815,0.03897141983145757,154.0,0.0,0.32363480468990413,1.0,18.83831799528258,0.0064363323397711803,3.4545388929558412e-09,0.0026736690301002409,0.0079831918042072552,0.040171726423573743,0.0010413716305782096,3.6297614518511857e-09,2.4139667684903853e-05,0.05754123852729965,2.1812461857775596e-11,0.21996791905439381,6.7414980397892261e-07,0.052960980005100584,0.0065990789839579546,2.4020372840298293e-06,2.3741606270354594e-06,1.6153732353085301e-06,0.17653440346886709,7.391318342154253e-05,0.0032812270682727176,0.017396105634737442,0.087118190927642447,1.8415724378223298e-06,3.2742212647984737e-13,5.520936246741804e-11,5.1417047659038247e-10,5.2109951108518458e-06,0.001189520735101861,0.00033670674103739799,0.00010105507957631343,0.00012087418620463202,0.0068060780890382283,3.1764668134365721e-11,0.0090126961865018684,0.002359128982509214,1.6137062407056598e-06,1.2795434787593272e-05,4.9848279648031637e-06,1.6324520260817809e-09,7.6479046685133479e-09,3.6243349915272808e-05,1.5194628656811945e-13,8.6032434410998442e-14,0.00023784510106735483,2.6680127982774065e-09,2.0064730515437693e-06,5.5113103350219281e-11,4.7863946847409827e-13,4.2147260291435489e-10,0.00077088651033969675,1.8443927716072057e-06,6.881173191288043e-05,0.001401627475051714,5.4823845682626713e-08,7.8135670722511724e-07,3.2728225653344427e-06,1.1367675869517773e-08,2.1361592690635335e-10,0.00015424493629883027,7.4456285676691292e-07,2.6937654342027266e-10,0.00071126097393296717,0.0007002303856552093,4.021424703312759e-07,8.4833302199892972e-08,0.00093503832086082826,0.0026559861241707999,3.3991491038244575e-07,1.8705712026237136e-12,8.3237463187171344e-13,0.0019010177137192183
1.567624023744823e-05,0.7062234964434507,3.6852259322749587e-08,8.5365093104063447e-05,0.00016685085429119761,1.3773409668259945e-08,0.018548480108225424,0.0,0.0,0.0011848875646145612,0.039099577544286022,154.0,0.0,0.32249446010256155,1.0,18.837965544281563,0.0064124952105496921,3.4470316371615509e-09,0.0026594661629059557,0.0079468648874483402,0.040254008728092573,0.0010358215414792377,3.6131772008621609e-09,2.4029374397862857e-05,0.057727213207825909,2.1696210268790369e-11,0.22025901553591351,6.7056902528155604e-07,0.053083858679984969,0.0065937349552870426,2.4000473804035013e-06,2.3818355548277767e-06,1.6140350327630136e-06,0.17689192847748328,7.3793449109225046e-05,0.0032762805084908747,0.017449186965043991,0.08712477604295682,1.8453022010120461e-06,3.2592614637561318e-13,5.5320144713500511e-11,5.1421364226851327e-10,5.2129359633671716e-06,0.0011922441564338304,0.00033747251394672883,0.00010128676597343979,0.00012114929309360867,0.0068438026557527103,3.1837494176942448e-11,0.0090838892816855876,0.0023772393180047599,1.6170125774227617e-06,1.2860634307637023e-05,5.0101353356147304e-06,1.6407702347901449e-09,7.688776930965346e-09,3.6437142991232011e-05,1.5271769955263962e-13,8.6469210711976439e-14,0.00023974793436575087,2.6893577138607152e-09,2.0172177101327191e-06,5.5407201966986207e-11,4.8120258173021559e-13,4.2372169619954978e-10,0.00077942622224834543,1.8610150067029995e-06,6.94699080517814e-05,0.0014059709911848294,5.4994945407885827e-08,7.8389002943157023e-07,3.2833734394283726e-06,1.1404319897888413e-08,2.1430457860091918e-10,0.00015481161725999489,7.4728450500168098e-07,2.7051799676603565e-10,0.0007188362463759982,0.00070809529918986099,4.0362981916895327e-07,8.5145489156841133e-08,0.00094419593369494709,0.0026822576022271509,3.4122220513299242e-07,1.8777303488430822e-12,8.3556033883109316e-13,0.0019175349128375636
1.5750716661656102e-05,0.7062234396429821,3.6862108655270654e-08,8.5449337318101322e-05,0.00016725733108811924,1.3872179313091952e-08,0.01867183584305002,0.0,0.0,0.001187097612965016,0.039227365241996527,154.0,0.0,0.32136104927220549,1.0,18.837614481127193,0.0063888120593937102,3.4395687807851763e-09,0.0026453599164023701,0.0079107590761891208,0.040335730001861525,0.0010303093427323537,3.5966943403051678e-09,2.3919755406245321e-05,0.05791273525819212,2.1580752327178899e-11,0.2205472865428105,6.670126051573492e-07,0.053206085111980966,0.0065884014442548645,2.3980615426541754e-06,2.3894918009138677e-06,1.612699564443428e-06,0.17724743475158339,7.3674044114086488e-05,0.0032713295197450082,0.017501919604741546,0.087130187404450457,1.8490109041316666e-06,3.2443931218193187e-13,5.5430295312356975e-11,5.1424986894367391e-10,5.2148024622502858e-06,0.0011949445395269382,0.00033823175819668402,0.00010151649332725793,0.00012142205347878527,0.0068814415284556415,3.1909704432951334e-11,0.0091552097901466626,0.0023953785261065824,1.620296370814481e-06,1.2925737163396811e-05,5.0354044496495748e-06,1.6490761109888912e-09,7.729608566702223e-09,3.6630744437384763e-05,1.5348794640360412e-13,8.6905326744704928e-14,0.00024165536370973682,2.7107541853031124e-09,2.0279517411379923e-06,5.5701001523788001e-11,4.8376315980102412e-13,4.2596850244998057e-10,0.00078801151958834297,1.8777041708725646e-06,7.013087067028196e-05,0.001410297266889131,5.5165375882037108e-08,7.8641383177425639e-07,3.2938842663917195e-06,1.1440824845423432e-08,2.1499061643388138e-10,0.0001553760192324,7.4999510175791463e-07,2.716552257518974e-10,0.0007264434909545136,0.00071600294474718834,4.0511126567837888e-07,8.5456425179033332e-08,0.00095338707510749627,0.0027086160034415592,3.4252870333208937e-07,1.8848849736384906e-12,8.3874403382824535e-13,0.0019341154793576314
1.5825193085863974e-05,0.7062233861808113,3.6872077304153235e-08,8.5532390246221399e-05,0.0001676617274529329,1.3971243134207529e-08,0.018795265661604253,0.0,0.0,0.0011893092562696029,0.039354784656342769,154.0,0.0,0.32023450922330626,1.0,18.837264792478948,0.006365281404989106,3.4321498869652573e-09,0.0026313494127576252,0.0078748725774927808,0.04041689372658358,0.0010248346888177885,3.5803120436786881e-09,2.3810805213415819e-05,0.058097807278272136,2.1466080795720019e-11,0.22083275950264442,6.6348032231577649e-07,0.053327663733030342,0.0065830786140130279,2.3960798280108877e-06,2.3971294726154483e-06,1.6113668688371453e-06,0.1776009395100589,7.3554971608181871e-05,0.0032663747399575421,0.017554305175613918,0.087134439731191143,1.8526987268170091e-06,3.2296154934433664e-13,5.5539819671178506e-11,5.1427924334939547e-10,5.2165954382095254e-06,0.0011976219998086715,0.00033898450671170408,0.00010174427145417734,0.00012169247921807306,0.006918994294158997,3.1981301987986802e-11,0.0092266564422769197,0.0024135463371493717,1.6235577607940422e-06,1.2990743621504914e-05,5.0606354149106005e-06,1.6573696886951692e-09,7.7703996645020762e-09,3.682415467074595e-05,1.542570304131304e-13,8.7340784373190664e-14,0.00024356736778981893,2.7322019735666655e-09,2.0386751674452724e-06,5.5994502690267719e-11,4.8632120814585079e-13,4.2821302678668334e-10,0.00079664235729751879,1.8944604119386073e-06,7.0794619292906318e-05,0.0014146064326766661,5.533514215996352e-08,7.8892818328205862e-07,3.3043553376706851e-06,1.147719172429764e-08,2.1567405942782721e-10,0.00015593815846351054,7.5269472615723572e-07,2.7278825637493649e-10,0.00073408258950459124,0.00072395327759267394,4.0658685183634292e-07,8.5766119200477436e-08,0.00096261161044557629,0.0027350606613707269,3.4383440642057576e-07,1.892035085496172e-12,8.4192572063940934e-13,0.0019507593745688541
1.5899669510071845e-05,0.7062233360133728,3.6882164036538492e-08,8.5614269587541348e-05,0.00016806405803546646,1.4070601080539733e-08,0.018918768141314393,0.0,0.0,0.0011915224517799669,0.039481837501141932,154.0,0.0,0.31911477773611291,1.0,18.836916465172216,0.0063419017845712071,3.4247745243333745e-09,0.0026174337846272475,0.0078392036193378842,0.040497503354197883,0.0010193972384716637,3.5640294944636574e-09,2.3702518389126534e-05,0.058282431842691433,2.1352188526336031e-11,0.22111546151064823,6.5997195810951105e-07,0.053448598934673845,0.0065777666217339261,2.3941022915055042e-06,2.4047486762119607e-06,1.6100369829539376e-06,0.17795245976333934,7.3436234616963532e-05,0.0032614167893855544,0.017606345298737076,0.087137547545854718,1.8563658465289417e-06,3.2149278420881891e-13,5.5648723129443177e-11,5.1430185106335468e-10,5.2183157113742619e-06,0.0012002766520468541,0.00033973079221918045,0.0001019701101146088,0.00012196058209913095,0.0069564605515037145,3.2052289910041212e-11,0.009298227976885445,0.0024317424843113152,1.6267968860784803e-06,1.3055653956651192e-05,5.0858283421339466e-06,1.6656510029540072e-09,7.8111503152610418e-09,3.7017374118226377e-05,1.5502495495665047e-13,8.7775585508612905e-14,0.00024548392539571894,2.7537008407263768e-09,2.0493880128534695e-06,5.628770615983759e-11,4.8887673244186888e-13,4.3045527451246691e-10,0.00080531869041094788,1.9112838138759052e-06,7.1461153618741479e-05,0.0014188986179763086,5.5504249255516272e-08,7.914331524777209e-07,3.3147869424257165e-06,1.1513421538799923e-08,2.1635492645615288e-10,0.00015649805110263905,7.5538345681615703e-07,2.7391711719572859e-10,0.00074175342460285803,0.00073194625297833037,4.0805661937811258e-07,8.6074580100405982e-08,0.00097186940601911426,0.0027615909120302304,3.4513931593229061e-07,1.8991806931864353e-12,8.4510540316723326e-13,0.0019674665598327593
1.5974145934279716e-05,0.7062232890977872,3.6892367644769862e-08,8.5694992748186632e-05,0.0001684643373471606,1.4170253101129745e-08,0.019042341877068259,0.0,0.0,0.0011937371568786557,0.039608525472691045,154.0,0.0,0.3180017933291821,1.0,18.836569486214337,0.0063186717535133425,3.4174422668837386e-09,0.0026036121751149182,0.0078037504504058228,0.040577562307403954,0.0010139966543804282,3.547845885245298e-09,2.3594889563678837e-05,0.058466611501303938,2.1239068453692398e-11,0.22139541933727905,6.564872965241252e-07,0.053568895068794246,0.0065724656188178264,2.3921289861595398e-06,2.4123495169601078e-06,1.6087099424515853e-06,0.17830201231826176,7.3317836025452239e-05,0.0032564562712327971,0.017658041594159807,0.087139525179401031,1.8600124386045448e-06,3.200329439426384e-13,5.5757010965760186e-11,5.1431777653492581e-10,5.219964091558627e-06,0.0012029086103444691,0.00034047064726619295,0.00010219401901198822,0.00012222637384181988,0.006993839910476243,3.2122671249197949e-11,0.0093699231410803614,0.0024499667035602639,1.6300138842097006e-06,1.3120468444359806e-05,5.1109833428705726e-06,1.6739200889170869e-09,7.8518606133954753e-09,3.7210403223577565e-05,1.5579172343443242e-13,8.8209732076213639e-14,0.00024740501540922632,2.7752505498900194e-09,2.0600903016418446e-06,5.6580612640283125e-11,4.9142973848084053e-13,4.3269525104005844e-10,0.00081404047406619074,1.9281742229330584e-06,7.2130473442151154e-05,0.0014231739511360267,5.5672702139672943e-08,7.9392880731946465e-07,3.3251793676137547e-06,1.1549515285492204e-08,2.1703323624843406e-10,0.00015705571319959502,7.5806137189143976e-07,2.7504183237946382e-10,0.0007494558795608199,0.00073998182640110652,4.0952060977633557e-07,8.638181670545137e-08,0.00098116032909187681,0.002788206093915363,3.4644343271330157e-07,1.9063218019935797e-12,8.4828308376314753e-13,0.0019842369965660097
1.6048622358487587e-05,0.7062232453917212,3.6902686945746599e-08,8.5774576847320123e-05,0.00016886257976327191,1.4270199145126387e-08,0.019165985480951123,0.0,0.0,0.0011959533290762858,0.039734850250053411,154.0,0.0,0.31689549524765476,1.0,18.836223842781653,0.0062955898850415009,3.4101526938859155e-09,0.0025898837374253502,0.0077685113395869728,0.040657073980023203,0.0010086326032890799,3.5317604181542966e-09,2.3487913430855304e-05,0.058650348779520509,2.1126713597464486e-11,0.22167265943344172,6.5302612409251563e-07,0.053688556448129442,0.0065671757510387656,2.3901599629415951e-06,2.4199320991075194e-06,1.6073857816072835e-06,0.17864961378143496,7.3199778581520072e-05,0.0032514937720681488,0.017709395680687037,0.087140386774296169,1.8636386762919076e-06,3.1858195657409219e-13,5.5864688394377783e-11,5.1432710310410674e-10,5.2215413784210769e-06,0.0012055179881574393,0.00034120410420957083,0.0001024160077948075,0.00012248986609832228,0.0070311319922123994,3.2192449038269866e-11,0.0094417406901870626,0.0024682187336161781,1.6332088915690186e-06,1.3185187364749929e-05,5.1361005302286174e-06,1.6821769823222265e-09,7.8925306556525503e-09,3.7403242441574975e-05,1.5655733929421046e-13,8.8643226028110182e-14,0.00024933061680038076,2.7968508651553043e-09,2.0707820587540462e-06,5.6873222856486237e-11,4.9398023221301465e-13,4.3493296191292839e-10,0.00082280766350629369,1.9451315909968581e-06,7.2802578452523943e-05,0.0014274325594246795,5.5840505742170448e-08,7.9641521525266097e-07,3.3355328979345186e-06,1.1585473953118106e-08,2.1770900738691752e-10,0.00015761116070389886,7.6072854903348204e-07,2.7616242767188406e-10,0.00075718983842097817,0.00074805995346277296,4.109788642504012e-07,8.6687837786098753e-08,0.00099048424787503064,0.0028149055480140655,3.4774675751969555e-07,1.9134584166213996e-12,8.5145876452026655e-13,0.0020010706462276458
1.6123098782695458e-05,0.7062232048535879,3.6913120778550485e-08,8.5853038690383924e-05,0.00016925879949645809,1.4370439161800877e-08,0.019289697584112326,0.0,0.0,0.0011981709260143576,0.039860813493231381,154.0,0.0,0.31579582354202668,1.0,18.835879522237434,0.0062726547721470832,3.4029053904556666e-09,0.0025762476359491348,0.0077334845777818108,0.040736041733817126,0.0010033047564223967,3.5157723056730926e-09,2.3381584753282456e-05,0.058833646175638972,2.1015117071160704e-11,0.22194720789600852,6.495882301669778e-07,0.05380758734197752,0.0065618971579782153,2.3881952705647209e-06,2.4274965257825403e-06,1.6060645331813643e-06,0.17899528053772765,7.308206488321702e-05,0.0032465298601753309,0.017760409175546617,0.087140146264259616,1.8672447305257126e-06,3.1713975106525298e-13,5.5971760558609734e-11,5.1432991288228524e-10,5.2230483603600821e-06,0.0012081048982033743,0.00034193119519018391,0.00010263608604917336,0.00012275107044409494,0.0070683364301982726,3.2261626290460267e-11,0.0095136793886762411,0.0024864983162495051,1.636382043249284e-06,1.3249811002204689e-05,5.1611800187021225e-06,1.6904217194511734e-09,7.9331605400999167e-09,3.75958922331874e-05,1.5732180602596372e-13,8.9076069340338795e-14,0.00025126070862421855,2.8185015515733896e-09,2.0814633097614997e-06,5.7165537549555202e-11,4.965282197383954e-13,4.3716841279863677e-10,0.00083162021409435155,1.9621561350234893e-06,7.3477468402064532e-05,0.0014316745689023106,5.6007664946468587e-08,7.9889244313454896e-07,3.3458478155148348e-06,1.1621298521515138e-08,2.1838225828591792e-10,0.00015816440945187404,7.6338506532463681e-07,2.7727893015098371e-10,0.00076495518603842631,0.00075618058955726332,4.12431423734783e-07,8.6992652050079194e-08,0.00099984103163606704,0.002841688618125822,3.4904929103598057e-07,1.9205905412076827e-12,8.5463244727983995e-13,0.0020179674703126832
1.619757520690333e-05,0.706223167442015,3.6923668000944025e-08,8.5930394847993073e-05,0.00016965301065619386,1.4470973100492681e-08,0.019413476831708954,0.0,0.0,0.0012003899054494429,0.039986416848199528,154.0,0.0,0.31470271885347012,1.0,18.835536512081806,0.0062498650223529557,3.3956999459934917e-09,0.0025627030433947626,0.0076986684722847015,0.040814468906885504,0.00099801278821498303,3.4998807676693595e-09,2.3275898342702801e-05,0.059016506167960066,2.0904272055522125e-11,0.2222190905621024,6.4617340619584126e-07,0.053925991987596088,0.0065566299747361161,2.38623495616228e-06,2.4350428992879462e-06,1.6047462288718009e-06,0.17933902880935926,7.2964697417704331e-05,0.0032415650905193239,0.017811083694594235,0.087138817430000182,1.8708307705438692e-06,3.1570625704438559e-13,5.6078232551929009e-11,5.1432628708031748e-10,5.224485817534096e-06,0.0012106694526684899,0.00034265195220020174,0.00010285426331552295,0.00012300999839894757,0.0071054528669630248,3.2330206004617131e-11,0.009585738007781671,0.0025048051954830392,1.6395334733923977e-06,1.3314339644234898e-05,5.1862219242408808e-06,1.698654336984815e-09,7.9737503676331992e-09,3.7788353072835642e-05,1.5808512716404481e-13,8.9508264014060479e-14,0.00025319527001197746,2.8402023750502129e-09,2.0921340807905606e-06,5.7457557476234613e-11,4.9907370728936348e-13,4.3940160948432127e-10,0.00084047808128624691,1.9792478630796898e-06,7.4155143284448824e-05,0.0014359001047280365,5.6174184600767273e-08,8.0136055737289941e-07,3.356124400654097e-06,1.1656989964142552e-08,2.1905300724047484e-10,0.00015871547519456008,7.6603099743850499e-07,2.7839136495659327e-10,0.00077275180787884402,0.00076434369013871843,4.1387832894418664e-07,8.7296268159358551e-08,0.0010092305504266681,0.0028685546501494301,3.5035103356838727e-07,1.9277181779828863e-12,8.57804133034386e-13,0.0020349274303337207
1.62720516311112e-05,0.7062231331158898,3.6934327501495862e-08,8.6006661579117582e-05,0.00017004522723100776,1.4571800910632671e-08,0.019537321887308456,0.0,0.0,0.0012026102253120861,0.040111661942471802,154.0,0.0,0.31361612259859917,1.0,18.835194799994525,0.006227219262287649,3.3885359555221588e-09,0.0025492491433258143,0.0076640613520874623,0.040892358806133101,0.00099275637742921204,3.4840850341615689e-09,2.3170849078366227e-05,0.059198931208434141,2.0794171821938844e-11,0.2224883329277752,6.4278144636408625e-07,0.054043774580020229,0.0065513743305850268,2.3842790647528662e-06,2.442571320838701e-06,1.6034308989543773e-06,0.17968087460500942,7.2847678525205452e-05,0.0032366000006652106,0.017861420851688826,0.087136413851449171,1.8743969633564532e-06,3.1428140505540161e-13,5.6184109399800909e-11,5.14316305727406e-10,5.2258545192905273e-06,0.0012132117630579166,0.00034336640703357937,0.00010307054907612883,0.00012326666141089705,0.0071424809568936421,3.2398191161305514e-11,0.0096579153276669678,0.0025231391183105824,1.6426633148865583e-06,1.3378773586569463e-05,5.2112263658426767e-06,1.7068748726524633e-09,8.0143002435734307e-09,3.7980625455886944e-05,1.5884730633571463e-13,8.9939812103040963e-14,0.00025513428021887871,2.8619531028824967e-09,2.1027943990186776e-06,5.7749283421242548e-11,5.0161670134903631e-13,4.4163255797104392e-10,0.00084938122066463432,1.996406684764549e-06,7.4835603118077681e-05,0.0014401092908653598,5.6340069507399588e-08,8.0381962381289155e-07,3.3663629312155762e-06,1.1692549246006864e-08,2.1972127238662259e-10,0.00015926437356909799,7.6866642148072084e-07,2.7949975808248696e-10,0.00078057959022171232,0.0007725492108617922,4.1531962030499696e-07,8.7598694712922754e-08,0.0010186526753364392,0.002895502992766768,3.5165198529715187e-07,1.934841328420382e-12,8.6097382243953229e-13,0.0020519504878182991
1.634652805531907e-05,0.7062231018366588,3.6945098175681783e-08,8.6081854939241436e-05,0.00017043546306160472,1.467292254177676e-08,0.019661231427962781,0.0,0.0,0.0012048318435673062,0.040236550390223655,154.0,0.0,0.31253597676293488,1.0,18.834854373787554,0.0062047161324878192,3.3814130181917592e-09,0.0025358851272106399,0.0076296615620072145,0.040969714715699046,0.0009875352059153374,3.4683843424013048e-09,2.3066431887626257e-05,0.059380923729822066,2.0684809706479358e-11,0.22275496023882127,6.394121468498112e-07,0.054160939283483901,0.0065461303504550658,2.3823276398033752e-06,2.450081890857519e-06,1.6021185726613512e-06,0.18002083377686781,7.2731010456838485e-05,0.0032316351156326064,0.017911422259128708,0.087132948961179846,1.8779434743409977e-06,3.1286512629467379e-13,5.6289396079031363e-11,5.1430004798540057e-10,5.2271552270089083e-06,0.0012157319403086511,0.00034407459132294069,0.00010328495276573257,0.00012352107087146915,0.007179420363075709,3.2465584726150087e-11,0.0097302101350419425,0.0025414998338730362,1.6457716997050324e-06,1.344311311999063e-05,5.2361934605053944e-06,1.715083363552327e-09,8.054810271347667e-09,3.8172709868788744e-05,1.5960834710727361e-13,9.0370715626530006e-14,0.00025707771850061922,2.8837535023722936e-09,2.1134442914594686e-06,5.8040716164516305e-11,5.0415720836144914e-13,4.4386126422330652e-10,0.00085832958790508368,2.0136325358729442e-06,7.551884773674356e-05,0.0014443022503925599,5.6505324434248036e-08,8.0626970781052967e-07,3.3765636830149621e-06,1.1727977325000416e-08,2.2038707172675062e-10,0.00015981112012793927,7.7129141314812151e-07,2.8060413449216509e-10,0.00078843841991651001,0.00078079710763246735,4.1675533802261934e-07,8.7899940263086985e-08,0.001028107278215474,0.0029225329967922345,3.5295214610961575e-07,1.9419599923613315e-12,8.6414151542459768e-13,0.0020690366042922497
1.6421004479526942e-05,0.706223073564273,3.6955978937535277e-08,8.6155990726769603e-05,0.00017082373186755906,1.477433794353044e-08,0.019785204146175132,0.0,0.0,0.0012070547182971372,0.040361083790216509,154.0,0.0,0.31146222398203066,1.0,18.834515221423025,0.0061823542894832223,3.3743307378633812e-09,0.0025226101955845319,0.0075954674645257207,0.041046539893476203,0.00098234895911633808,3.4527779378505473e-09,2.2962641752439829e-05,0.059562486142746951,2.0576179120465033e-11,0.22301899745534595,6.3606530611600611e-07,0.05427749022672456,0.0065408981544402044,2.3803807230420325e-06,2.4575747088532253e-06,1.6008092780557138e-06,0.18035892199841844,7.2614695344036303e-05,0.0032266709460735976,0.017961089527247738,0.087128436023750325,1.8814704670106335e-06,3.1145735269919692e-13,5.639409750994672e-11,5.1427759202730814e-10,5.2283886930188187e-06,0.0012182300947844011,0.00034477653653496081,0.00010349748376980041,0.00012377323811085941,0.0072162707584970355,3.2532389649286761e-11,0.0098026212241562778,0.0025598870938011928,1.6488587587662693e-06,1.3507358539503542e-05,5.2611233269305407e-06,1.7232798473213998e-09,8.0952805565794392e-09,3.836460680838042e-05,1.6036825309695159e-13,9.0800976633180029e-14,0.00025902556418049081,2.9056033415799009e-09,2.1240837856370447e-06,5.8331856499907203e-11,5.0669523489241503e-13,4.4608773431201708e-10,0.00086732313879433944,2.0309255616369829e-06,7.6204877126224806e-05,0.0014484791053660114,5.666995410972555e-08,8.0871087423659159e-07,3.3867269297959267e-06,1.1763275151821252e-08,2.2105042312800855e-10,0.00016035573032499294,7.7390604764770019e-07,2.8170451946725354e-10,0.00079632818450092171,0.00078908733610647799,4.1818552205420632e-07,8.8200013308265931e-08,0.0010375942317936214,0.0029496440154663526,3.5425151568829212e-07,1.9490741685552132e-12,8.6730721143311965e-13,0.0020861857412765249
1.6495480903734814e-05,0.706223048258784,3.6966968739367733e-08,8.6229084459543475e-05,0.00017121004730546709,1.487604706557572e-08,0.019909238750934977,0.0,0.0,0.0012092788077747798,0.040485263724649792,154.0,0.0,0.31039480758534016,1.0,18.834177331023159,0.0061601324069273083,3.3672887234232633e-09,0.0025094235587158312,0.007561477441313324,0.041122837569158882,0.00097719732637511244,3.4372650750052192e-09,2.2859473714843776e-05,0.059743620834060485,2.046827355690452e-11,0.22328046923237602,6.327407250787149e-07,0.054393431500363021,0.0065356778575655057,2.3784383543527833e-06,2.4650498733533369e-06,1.5995030419601709e-06,0.18069515475226972,7.2498735181564778e-05,0.0032217079873755731,0.018010424264053953,0.087122888124440856,1.8849781028870812e-06,3.1005801702086856e-13,5.6498218551723741e-11,5.142490149710458e-10,5.2295556600077855e-06,0.0012207063362669839,0.00034547227396517492,0.00010370815142326859,0.00012402317439528103,0.0072530318266934872,3.2598608864968369e-11,0.0098751473973715618,0.002578300652403337,1.6519246218554455e-06,1.3571510153907802e-05,5.2860160890260515e-06,1.7314643633565479e-09,8.1357112111910636e-09,3.8556316801249061e-05,1.6112702808167941e-13,9.1230597261500366e-14,0.00026097779671309639,2.9275023900385865e-09,2.1347129102129705e-06,5.8622705251226414e-11,5.0923078777908267e-13,4.4831197453719843e-10,0.00087636182924255275,2.0482858657746004e-06,7.6893691444490176e-05,0.0014526399767357894,5.6833963220101818e-08,8.1114318748308016e-07,3.3968529432017807e-06,1.179844366988306e-08,2.2171134432045634e-10,0.00016089821950663761,7.7651039964498618e-07,2.8280093940802509e-10,0.00080424877226393425,0.00079741985193228823,4.1961021208884117e-07,8.8498922287745641e-08,0.0010471134097503369,0.0029768354046186339,3.5555009373327774e-07,1.9561838558011481e-12,8.7047090993072678e-13,0.0021033978602791581
1.6569957327942685e-05,0.7062230258824902,3.6978066557583945e-08,8.6301151353298952e-05,0.00017159442288447376,1.4978049857715928e-08,0.020033333969737031,0.0,0.0,0.0012115040704339147,0.040609091757285366,154.0,0.0,0.30933367167903936,1.0,18.833840690889534,0.006138049177594882,3.360286589381872e-09,0.0024963244378046041,0.0075276898957903982,0.041198610940842942,0.00097208000128458892,3.4218450182411037e-09,2.2756922882580771e-05,0.059924330164010844,2.0361086597827169e-11,0.22353939988327831,6.2943820741019949e-07,0.054508767152332174,0.0065304695691650282,2.3765005715891611e-06,2.4725074817870333e-06,1.5981998898319631e-06,0.18102954730745049,7.2383131830699191e-05,0.0032167467180365724,0.018059428074739384,0.087116318147861568,1.8884665412639686e-06,3.086670529027978e-13,5.6601763997505838e-11,5.1421439275349363e-10,5.2306568598524667e-06,0.0012231607738279221,0.00034616183470951016,0.0001039169650016409,0.00012427089092075156,0.0072897032630155805,3.2664245288766311e-11,0.0099477874661745621,0.0025967402669822811,1.6549694174878278e-06,1.3635568273885218e-05,5.3108718714407252e-06,1.7396369512948037e-09,8.1761023503862225e-09,3.8747840389645305e-05,1.6188467586097073e-13,9.1659579662786851e-14,0.0002629343956644046,2.9494504185308617e-09,2.1453316950564394e-06,5.8913263275641198e-11,5.1176387414667913e-13,4.5053399145396151e-10,0.00088544561530445398,2.0657133187589506e-06,7.758529091385252e-05,0.0014567849841995398,5.6997356402833205e-08,8.1356671127743112e-07,3.4069419921290669e-06,1.1833483813032751e-08,2.2236985285487317e-10,0.00016143860289687638,7.7910454322040173e-07,2.8389341893740758e-10,0.00081220007232998684,0.00080579461107184273,4.2102944749465672e-07,8.8796675573752613e-08,0.0010566646868339703,0.0030041065230662755,3.5684787952374912e-07,1.9632890505901502e-12,8.7363260935597523e-13,0.0021206729227800608
