Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842)
6.5796087298091895e-12,0.7065056352977405,3.4827369679584663e-14,3.1692541667422023e-20,1.6872337455397419e-19,1.9780761413208792e-31,3.8608732975459982e-24,0.0,0.0,2.7764454810531314e-13,5.5199047756519484e-22,154.0,0.0,0.99999923179657624,1.0,18.999999996859849,1.0034359081239039e-07,8.0874772072625199e-09,2.9338725058515883e-07,2.9518706695196988e-07,3.2127443509180038e-08,2.4695148224529889e-09,1.3530854107180662e-13,6.702335433710161e-10,3.5928311252799649e-08,5.1724504549698395e-17,1.6744467286969542e-12,5.9742894202613461e-13,3.2243607565988085e-15,3.2227418314022871e-15,1.0782306165110651e-18,1.6354387151880383e-15,5.4069457890351087e-19,1.21336715032172e-13,3.4617055718236502e-34,3.3054281539334716e-34,3.305429315080916e-34,7.4193133377330997e-18,8.0801905366202058e-21,9.0907526200481102e-18,3.7855075639919749e-21,7.3310738807241092e-23,4.6772776911473569e-22,2.4782610173313569e-25,1.866430044565134e-28,6.129166845475533e-30,1.3110709129635298e-33,2.7026034171392189e-37,1.9097478122145876e-36,2.0303639904181258e-31,1.2803248144656939e-37,1.4623956328759376e-15,5.7558747490245814e-22,3.2383848795187617e-24,6.1032828490703586e-26,3.8019268879837353e-27,3.1157010570638432e-25,9.8707906452725229e-32,5.5888546766488542e-32,9.5067612569652177e-30,1.0476973891659472e-34,1.6140863692757114e-30,4.440772775561307e-35,3.8476706634699158e-37,3.1827012477653334e-34,1.2067874433753633e-34,1.2064955682737679e-34,5.9208789401328025e-39,1.1063280027352995e-27,4.3924623803789923e-31,1.344207065536638e-33,8.7949588301258863e-36,1.6377575212515478e-36,4.5201918396551557e-40,3.0712862959924519e-40,2.8450854567398278e-45,2.4646330136462336e-32,1.2488083423134063e-32,2.3266631219441267e-38,1.8796040340944573e-46,7.6944109921181682e-50,3.9732180888137368e-50,1.7086322932150907e-38,1.1286267530549313e-16,6.2517812837980196e-22,2.7843931855981303e-22,1.3757555029689515e-19
6.875503462662245e-12,0.7065056352966733,3.6396868734013474e-14,3.4635347599885828e-20,1.945536732921519e-19,2.3417954970506751e-31,4.6395663529141623e-24,0.0,0.0,3.0149641373158108e-13,6.2694149377969093e-22,154.0,0.0,0.99999919725718212,1.0,18.999999996595484,1.0485617597306676e-07,8.0876686085473032e-09,3.0646762804172933e-07,3.0845254847607192e-07,3.3740145049325388e-08,2.694209128050473e-09,1.4138937139290828e-13,7.0987588253339643e-10,3.773180514873216e-08,5.6430854208809459e-17,1.8283728644254069e-12,6.5205092363322849e-13,3.6778702730210035e-15,3.6760095187778971e-15,1.2347121978799868e-18,1.8014506670085582e-15,6.2604204388021374e-19,1.3249095091099694e-13,4.7068921237734111e-34,4.4944046232747486e-34,4.4944062732033885e-34,8.4770108886289699e-18,9.2177724231964902e-21,9.628447413042147e-18,4.0109167148536025e-21,8.0327188432959957e-23,5.3661803356976956e-22,2.9763325078360161e-25,2.345841955865963e-28,7.704131701139617e-30,1.724552142593721e-33,3.5627197312119002e-37,2.4014176885819235e-36,2.552156544080405e-31,1.7490691660014813e-37,1.6108405639476973e-15,6.2833755504810718e-22,3.6925949881742116e-24,6.7153017199845913e-26,4.154977588739749e-27,3.5562026392095543e-25,1.1255268626591003e-31,6.3727487250694042e-32,1.1341162576910622e-29,1.2508116288785266e-34,1.9255290019909034e-30,5.299121948721782e-35,4.5902287618916823e-37,3.8083375600513666e-34,1.5046739196246806e-34,1.5042935649534282e-34,7.7157452705601624e-39,1.3451088406273566e-27,5.3284755474476711e-31,1.7072213944909666e-33,1.1694199627020649e-35,2.1703916766932953e-36,6.0696468743969863e-40,4.2743537603983343e-40,4.1430875608518549e-45,2.9126442911692048e-32,1.5480735864762811e-32,3.0319721854720769e-38,2.7372650978413534e-46,1.1722649320326697e-49,6.0537937577912523e-50,2.1350823689409753e-38,1.2558124079582616e-16,6.9568301819102579e-22,3.0982735906929422e-22,1.6053969547985161e-19
7.141808722229996e-12,0.7065056352956794,3.7809657784526421e-14,3.7397673910755047e-20,2.2006068515166631e-19,2.7099846910202541e-31,5.4396687558813048e-24,0.0,0.0,3.2379797856205846e-13,7.0006205574302957e-22,154.0,0.0,0.99999916617172591,1.0,18.99999999634926,1.0891750155199714e-07,8.0877824072941691e-09,3.1823178343626836e-07,3.2039137205210081e-07,3.5191603374957091e-08,2.904615064485634e-09,1.4686205781502112e-13,7.4566257790776431e-10,3.9354979795508046e-08,6.0837928734511884e-17,1.9726906942340028e-12,7.0322901146581972e-13,4.1206252644114973e-15,4.1185271567098828e-15,1.3878584604998062e-18,1.9578040060245249e-15,7.1024923952197016e-19,1.4294894009503282e-13,6.1376431219053903e-34,5.86056992612672e-34,5.8605721610427323e-34,9.5117709480344466e-18,1.0328557684239491e-20,1.0113845636139293e-17,4.214527290301533e-21,8.6911301549059323e-23,6.0411160516023153e-22,3.4855829431413943e-25,2.8572076172871678e-28,9.3842261943570176e-30,2.1846529342504718e-33,4.5220957917233993e-37,2.9260562786610903e-36,3.1087952685883483e-31,2.290687371375864e-37,1.7506487402298869e-15,6.7777695994332568e-22,4.135846572260139e-24,7.2912196918841808e-26,4.4862837376627049e-27,3.9864689463010411e-25,1.2606345267678182e-31,7.1377309291072516e-32,1.3208054038621433e-29,1.4576312957522511e-34,2.2424864002137045e-30,6.1728377595363033e-35,5.3459510555088602e-37,4.4463936851964917e-34,1.8205231310083384e-34,1.8200450416286184e-34,9.6983581585778081e-39,1.5919248585820412e-27,6.2934617372261223e-31,2.0979029221009718e-33,1.4950960624586478e-35,2.7665240619172031e-36,7.8238853085250251e-40,5.6844429658297491e-40,5.7298395032567972e-45,3.3625640356711719e-32,1.8625229304307154e-32,3.8110579813449846e-38,3.7857746122209138e-46,1.6857598857115965e-49,8.7062059099916616e-50,2.5883638779699938e-38,1.3765251573305831e-16,7.6260240499222569e-22,3.3961849688418967e-22,1.8335922539879588e-19
7.408113981797747e-12,0.7065056352946538,3.9222674109736396e-14,4.0268041242640153e-20,2.478150764062376e-19,3.1198992236812017e-31,6.3426103463457945e-24,0.0,0.0,3.4689033162747258e-13,7.7878066460859557e-22,154.0,0.0,0.99999913508626814,1.0,18.99999999609522,1.1297882612133779e-07,8.0878598383340205e-09,3.2998820489484897e-07,3.3233010698618143e-07,3.6643078439164287e-08,3.1227518546973663e-09,1.5233472024755841e-13,7.8153677311366494e-10,4.0978173174238062e-08,6.5406933081269986e-17,2.1224883481924727e-12,7.5631655106687152e-13,4.5974508283099811e-15,4.5950959009243162e-15,1.5531449497425061e-18,2.1207339595066012e-15,8.017824340518819e-19,1.5380404216643948e-13,7.9257373460900752e-34,7.5679489135322133e-34,7.5679519073313482e-34,1.0628346026735316e-17,1.152500486765477e-20,1.0600430701220431e-17,4.4187547651637838e-21,9.3749923735590828e-23,6.7702145741094033e-22,4.0575230777337894e-25,3.4541371618651111e-28,1.1345613471950586e-29,2.7429032576167681e-33,5.6887603761657224e-37,3.538686414555548e-36,3.7586482824388564e-31,2.9711707152959239e-37,1.8963374067739289e-15,7.2907598843974369e-22,4.6130163416836154e-24,7.8909005897731028e-26,4.8304547512496879e-27,4.4500506950464503e-25,1.4060809310066747e-31,7.9612513337974643e-32,1.5296291306330627e-29,1.6890782920076403e-34,2.5970220322950532e-30,7.1503052676281162e-35,6.1912865285641733e-37,5.1614172785874859e-34,2.1872960514772886e-34,2.1867001443095045e-34,1.2088369503160869e-38,1.8718708392047048e-27,7.3852713272250397e-31,2.5576099580252231e-33,1.893615452688363e-35,3.4934617844107193e-36,9.9854077752068036e-40,7.4783368189116452e-40,7.8277744843390568e-45,3.8594781634145075e-32,2.2244533842752445e-32,4.7502347275298416e-38,5.1721387831132485e-46,2.3912257890541549e-49,1.2350518457729643e-49,3.1159583287594695e-38,1.5031701136702664e-16,8.3281290264713292e-22,3.7087415674662677e-22,2.0832386354372636e-19
7.674419241365497e-12,0.706505635293597,4.0635917709507349e-14,4.3246670456541507e-20,2.7791985342006634e-19,3.5745731825355531e-31,7.3572713946583476e-24,0.0,0.0,3.7077332317038109e-13,8.6332263339424578e-22,154.0,0.0,0.99999910400080827,1.0,18.999999995833388,1.1704014968108885e-07,8.0879128545280385e-09,3.4173691129595427e-07,3.4426876590028333e-07,3.8094564721696269e-08,3.3486006216262764e-09,1.5780729888106974e-13,8.174858462428904e-10,4.2601379111593736e-08,7.013747185180345e-17,2.2777657881982712e-12,8.1131101506715562e-13,5.1095940260422378e-15,5.106962046044444e-15,1.7310294933762169e-18,2.2902399445189478e-15,9.0095050223126433e-19,1.650562556128309e-13,1.0142547635341563e-33,9.6846932129884705e-34,9.6846971820781002e-34,1.1829972253904214e-17,1.2810271669239985e-20,1.1088031405581216e-17,4.6235282354660009e-21,1.0084245370392577e-22,7.5555248063410558e-22,4.6970785687199122e-25,4.1469348453208474e-28,1.3622203663710816e-29,3.4153923327886117e-33,7.097337777488364e-37,4.2499334647260569e-36,4.5129563050930678e-31,3.8192407363589766e-37,2.047906026573836e-15,7.8223337001469468e-22,5.1253253644838004e-24,8.5143280982004014e-26,5.187508059543873e-27,4.9481815484167536e-25,1.5622382785875528e-31,8.8454173647943878e-32,1.7622683505124517e-29,1.9470306598636579e-34,2.991989399787509e-30,8.2394149462231284e-35,7.1330410752955861e-37,5.9593529050132935e-34,2.6109115592529258e-34,2.6101745786126008e-34,1.4950137670057508e-38,2.1878765843624092e-27,8.6146766279728911e-31,3.0951841976952042e-33,2.3775649511731281e-35,4.3731730526424077e-36,1.262729611337573e-39,9.740005374098412e-40,1.0572858942174747e-44,4.4060602333578426e-32,2.638714331923226e-32,5.8747926362403979e-38,6.9862461953589218e-46,3.3490721336976178e-49,1.7298980081303617e-49,3.7267412541846366e-38,1.6357596399934626e-16,9.0632138904893698e-22,4.035973945613463e-22,2.3553660830400286e-19
7.940724500933247e-12,0.7065056352925088,4.2049388583941352e-14,4.6333781914140338e-20,3.1047822474894066e-19,4.07714706211985e-31,8.4929304770306792e-24,0.0,0.0,3.9544680419066204e-13,9.5391526301717338e-22,154.0,0.0,0.99999907291534651,1.0,18.999999995563805,1.2110147223125057e-07,8.0879486235838188e-09,3.5347792147195425e-07,3.5620735955211443e-07,3.9546058912254419e-08,3.5821425343227649e-09,1.6327999537570551e-13,8.5349903938724762e-10,4.4224593905648818e-08,7.502915061449283e-17,2.4385229816491497e-12,8.6820988087077942e-13,5.6583002680862854e-15,5.6553702368266068e-15,1.9219693128185726e-18,2.4663213523530064e-15,1.0080619443171904e-18,1.7670557932724213e-13,1.2870390771083755e-33,1.2289404556933965e-33,1.2289409768558045e-33,1.3119898502295062e-17,1.4187513314981004e-20,1.1576501829559488e-17,4.8287872683380636e-21,1.0818829175265133e-22,8.3990906096078258e-22,5.4093573797677615e-25,4.9466955358225401e-28,1.6250514099568775e-29,4.2201072157447506e-33,8.7866632795640072e-37,5.0712410754778371e-36,5.3838248706454166e-31,4.8682269799072449e-37,2.2053540395803937e-15,8.3724783915252374e-22,5.6739916929544332e-24,9.1614859426485874e-26,5.5574611072989014e-27,5.48209429488105e-25,1.729477853469637e-31,9.7923312429302089e-32,2.0204650896832584e-29,2.2334350007566108e-34,3.4303457278527654e-30,9.4483445118023976e-35,8.1782680209652275e-37,6.8463648610182983e-34,3.0977290093466364e-34,3.0968241658379789e-34,1.8355346303966827e-38,2.5430060884087132e-27,9.9928912852211707e-31,3.7201956150524102e-33,2.9611063906091285e-35,5.4302477823037109e-36,1.583213552448997e-39,1.2567616840851578e-39,1.4130189282065587e-44,5.0050096395303487e-32,3.1104245995028513e-32,7.2129004561763761e-38,9.3372509689337906e-46,4.6354742031967859e-49,2.3945371903623731e-49,4.4302840939868241e-38,1.7743041053439065e-16,9.8313363304345377e-22,4.3779077341111895e-22,2.6510066064384874e-19
8.207029760500998e-12,0.7065056352913892,4.3463086733338538e-14,4.952959547902656e-20,3.4559356439305006e-19,4.6308677848066539e-31,9.7592653536742355e-24,0.0,0.0,4.2091062637881555e-13,1.0507878408636949e-21,154.0,0.0,0.99999904182988253,1.0,18.999999995286483,1.2516279377182316e-07,8.0879720690923257e-09,3.6521125420921732e-07,3.6814589714417027e-07,4.0997558736952022e-08,3.8233588078353459e-09,1.6875227484895451e-13,8.8956715058753727e-10,4.5847815013502591e-08,8.0081575901615444e-17,2.6047599005341545e-12,9.2701063064457696e-13,6.2448133171205244e-15,6.2415634712185808e-15,2.1264210242622864e-18,2.6489775622473203e-15,1.1234248747417223e-18,1.887520125427183e-13,1.6203756706947291e-33,1.5472308560245614e-33,1.5472315342074917e-33,1.4501386327296057e-17,1.565988256626526e-20,1.206571715865504e-17,5.0344801715630091e-21,1.1578683976379834e-22,9.302950816616572e-22,6.1996493034142346e-25,5.8653344105406247e-28,1.9269767853010751e-29,5.1770797984489156e-33,1.0800128418326369e-36,6.014902149555785e-36,6.3842570793018539e-31,6.1566143620505249e-37,2.3686808749696268e-15,8.9411813502118384e-22,6.2602303723425079e-24,9.8323579064701755e-26,5.9403313519023216e-27,6.053020851833507e-25,1.9081700230103569e-31,1.0804089999171294e-31,2.3060224499999886e-29,2.5503064326897739e-34,3.9151518991327981e-30,1.0785558740943758e-34,9.3342679641083258e-37,7.82883703457534e-34,3.6545646207535253e-34,3.653461203058849e-34,2.2383554153430678e-38,2.9404585030712162e-27,1.1531569498486038e-30,4.4429721864254139e-33,3.6601068073506762e-35,6.6920950280682968e-36,1.9692831365060897e-39,1.6075305016675372e-39,1.8698851775484932e-44,5.6590497550558761e-32,3.6449751820915862e-32,8.7958215314292176e-38,1.235678874302415e-45,6.3456908254050217e-49,3.2782177036932511e-49,5.2368839459152084e-38,1.918812214359268e-16,1.063254477733889e-21,4.7345644501119672e-22,2.9711938735596223e-19
8.473335020068748e-12,0.7065056352902386,4.487701215816022e-14,5.2834330518344907e-20,3.8336937801488275e-19,5.2390886353212061e-31,1.1166353444730385e-23,0.0,0.0,4.4716464205424273e-13,1.1541716377211111e-21,154.0,0.0,0.99999901074441599,1.0,18.999999995001474,1.2922411430280682e-07,8.0879877190117029e-09,3.7693692824826055e-07,3.8008438660433956e-07,4.2449062104619486e-08,4.0722307030601902e-09,1.7422559352904633e-13,9.2568225049982383e-10,4.7471040096587949e-08,8.5294355204620208e-17,2.7764765205975654e-12,9.8771075130349656e-13,6.8703752924498583e-15,6.8667831047929376e-15,2.3448406403058429e-18,2.8382079513679905e-15,1.2473470132314951e-18,2.011955547721419e-13,2.0250606094779082e-33,1.9336493715174937e-33,1.9336502466278045e-33,1.5977709895056147e-17,1.7230529726834394e-20,1.2555569839029258e-17,5.2405624018338332e-21,1.2363750119754585e-22,1.0269139248930754e-21,7.0734253297186622e-25,6.9156163314034173e-28,2.2721991266946938e-29,6.3085380424109976e-33,1.3186037913147021e-36,7.094089505944082e-36,7.5281860155870733e-31,7.7286234893677508e-37,2.5378859600674893e-15,9.5284300117163678e-22,6.8852534519685227e-24,1.0526927840745958e-25,6.3361362614634921e-27,6.6621922696384484e-25,2.0986842413566708e-31,1.1882785493965901e-31,2.620804520885385e-29,2.8997284913792639e-34,4.4495723025685569e-30,1.2259809051626863e-34,1.0608588415888208e-36,8.9133725845892084e-34,4.2887077129042982e-34,4.2873706717073859e-34,2.7122760351666548e-38,3.3835690006057459e-27,1.3242804860101171e-30,5.2746293322307772e-33,4.4922727127246193e-35,8.1891447951191896e-36,2.431345288336314e-39,2.0395053814230073e-39,2.4517275303136862e-44,6.3709261055841888e-32,4.2480316648257561e-32,1.065813593395706e-37,1.6202519120298508e-45,8.5978417977430516e-49,4.4420131619248706e-49,6.1575933053137101e-38,2.069291310393696e-16,1.146688009077484e-21,5.1059622462724382e-22,3.3169628727982075e-19
8.739640279636498e-12,0.7065056352890572,4.6291164859007795e-14,5.6248205904210606e-20,4.239092836361286e-19,5.9052692218307415e-31,1.2724672054964147e-23,0.0,0.0,4.7420870412963379e-13,1.2642999053154114e-21,154.0,0.0,0.99999897965894713,1.0,18.999999994708777,1.3328543382420173e-07,8.0879990253032323e-09,3.8865496228387989e-07,3.9202283475523633e-07,4.3900567421020408e-08,4.3287395266112638e-09,1.7969598362914225e-13,9.6183752047871752e-10,4.9094267372061014e-08,9.0667096975692173e-17,2.9536728208611136e-12,1.0503077344980488e-12,7.5362266737674368e-15,7.5322688545075234e-15,2.5776835713359426e-18,3.0340118911351525e-15,1.3801356847026017e-18,2.1403620577383336e-13,2.513372544521591e-33,2.3999205424220293e-33,2.3999216627544725e-33,1.7552155918705447e-17,1.8902602647610791e-20,1.3045967385039939e-17,5.4469956554330934e-21,1.3173968108732352e-22,1.1299684732102823e-21,8.0363370993137209e-25,8.1111831331302214e-28,2.6652104628407501e-29,7.6390563767027378e-33,1.5997967886460883e-36,8.3228843855478391e-36,8.8305048975492898e-31,9.6348211749973457e-37,2.7129687170649367e-15,1.0134211853633194e-21,7.5502699944651979e-24,1.1245179651265805e-25,6.7448933137201506e-27,7.3108387347515687e-25,2.3013890522568076e-31,1.3030504432766261e-31,2.966736310314057e-29,3.2838530528162618e-34,5.0368747147325592e-30,1.3880133174586797e-34,1.2009023517020602e-36,1.0106793689333772e-33,5.007935862342265e-34,5.0063253665669054e-34,3.266996602119562e-38,3.875809590027595e-27,1.5139129328725879e-30,6.2270972251390857e-33,5.4772842171199943e-35,9.9550463352471303e-36,2.9810078389267035e-39,2.5678690200840107e-39,3.1869164456468857e-44,7.1434050319974581e-32,4.9255361540376845e-32,1.2837961151477513e-37,2.1062052657870924e-45,1.1537270817965958e-48,5.9610809784786233e-49,7.2042482829687061e-38,2.2257475487432244e-16,1.2334376522335814e-21,5.4921163389048464e-22,3.6893497199874976e-19
9.005945539204248e-12,0.7065056352878447,4.7705544836614379e-14,5.9771440014397662e-20,4.6731700392191423e-19,6.6329755825061979e-31,1.4445098864021508e-23,0.0,0.0,5.0204266609668114e-13,1.3814078765927036e-21,154.0,0.0,0.99999894857347571,1.0,18.999999994408423,1.3734675233600817e-07,8.088006855585015e-09,4.0036537496521319e-07,4.0396124736357904e-07,4.5352074285458843e-08,4.5928666307571169e-09,1.8516922739343179e-13,9.9802718802449832e-10,5.0717496391821212e-08,9.6199410617653534e-17,3.1363487834334987e-12,1.11479907660862e-12,8.243606302561394e-15,8.2392588001074672e-15,2.8254046260426533e-18,3.2363887390790242e-15,1.522097823466527e-18,2.2727396553782859e-13,3.0992260445157429e-33,2.9593310157469688e-33,2.9593324394110048e-33,1.9228023614038022e-17,2.0679246727035522e-20,1.3536831495938053e-17,5.6537475051426094e-21,1.4009278603737386e-22,1.2396611103484698e-21,9.0942166212762969e-25,9.4665810260918158e-28,3.1108013300476659e-29,9.1957161313863617e-33,1.9295152158579879e-36,9.7163050987845423e-36,1.030709738593402e-30,1.1932816430801144e-36,2.8939285557354767e-15,1.0758514394939296e-21,8.2564860802405961e-24,1.1987097281698967e-25,7.1666199956019795e-27,8.000189571157921e-25,2.5166520904297013e-31,1.4249328374597876e-31,3.3458037608267451e-29,3.7049003512221405e-34,5.6804303255222213e-30,1.5655855224449843e-34,1.3543614099052388e-36,1.1416141600747771e-33,5.8205302153720181e-34,5.8186011788998815e-34,3.9131773119128155e-38,4.4207900834196058e-27,1.7233512808725776e-30,7.3131480877989095e-33,6.6369386289894217e-35,1.2026876516143752e-35,3.6311702348637127e-39,3.2100153514703074e-39,4.1090621432215541e-44,7.9792728884106631e-32,5.6837091383049058e-32,1.5377187409450001e-37,2.7157665358194805e-45,1.5342033358383985e-48,7.9275037176620429e-49,8.3894975848990811e-38,2.388185965707402e-16,1.3235062099754395e-21,5.8930391786370902e-22,4.0893915812457526e-19
9.272250798771998e-12,0.7065056352866015,4.9120152091823196e-14,6.340425073325699e-20,5.1369634637798554e-19,7.4258802033579381e-31,1.6338912398523061e-23,0.0,0.0,5.3066638198994994e-13,1.5057327646558854e-21,154.0,0.0,0.99999891748800218,1.0,18.999999994100445,1.4140806983822624e-07,8.088011379190842e-09,4.120681848958241e-07,4.1589962932864867e-07,4.6803582619731112e-08,4.8645934133370056e-09,1.9063840571403507e-13,1.034246360775965e-09,5.234072706841292e-08,1.0189090649519934e-16,3.324504393020529e-12,1.1811822787375119e-12,8.993751384398871e-15,8.9889893864149903e-15,3.0884580122619529e-18,3.4453378490232956e-15,1.6735399665949301e-18,2.4090883425062257e-13,3.7982894901862487e-33,3.6268421220294298e-33,3.6268439185129396e-33,2.1008624653840426e-17,2.2563604914234501e-20,1.4028095815585927e-17,5.8607904683305218e-21,1.4869622422001697e-22,1.3561937222149194e-21,1.0253075914408763e-24,1.099728306246896e-27,3.6140682388886215e-29,1.1008231168883754e-32,2.3142783710668207e-36,1.1290330498123019e-35,1.1974862412248424e-30,1.4687794397971763e-36,3.0807648825413212e-15,1.1401325194234952e-21,9.0051048137246336e-24,1.2752664729141792e-25,7.6013338021101741e-27,8.7314732426550549e-25,2.7448400834557344e-31,1.5541333741557179e-31,3.7600537218546041e-29,4.1651589479894048e-34,6.3837136899458053e-30,1.7596585566198044e-34,1.5220647569361982e-36,1.2848676542142175e-33,6.7352879881727126e-34,6.7329895734223888e-34,4.6624853823446796e-38,5.0222588267298981e-27,1.953936255500349e-30,8.5464186295201072e-33,7.9952625444383636e-35,1.4445303634341342e-35,4.3960942156424227e-39,3.9857232851269718e-39,5.2575597861148439e-44,8.8813349646684529e-32,6.5290512328216666e-32,1.8321662120898419e-37,3.4749907747898009e-45,2.0227144360268511e-48,1.0452488512516379e-48,9.7268259068298006e-38,2.5566106561909479e-16,1.4168959614725876e-21,6.3087408894087281e-22,4.518126474952211e-19
9.538556058339748e-12,0.7065056352853276,5.0534986625558846e-14,6.7146855453376604e-20,5.6315117705198785e-19,8.287762006910427e-31,1.8417792501518849e-23,0.0,0.0,5.600797063385677e-13,1.6375137602995617e-21,154.0,0.0,0.99999888640252588,1.0,18.999999993784854,1.454693863308563e-07,8.0880137264957105e-09,4.2376341063385435e-07,4.2783798486469035e-07,4.8255091901790878e-08,5.1439013176087855e-09,1.9612202497642953e-13,1.0704908059820684e-09,5.3963958818028719e-08,1.0774119590961731e-16,3.5181396362743982e-12,1.2494548466943523e-12,9.7878974932177305e-15,9.782695427626044e-15,3.3672973385559868e-18,3.660858580044298e-15,1.8347682474484161e-18,2.5494081224832342e-13,4.628185347065952e-33,4.4192811150605478e-33,4.4192833670319305e-33,2.2897283089873721e-17,2.4558817714516416e-20,1.4519702921761288e-17,6.0681007671396865e-21,1.5754940537033691e-22,1.4797676986729659e-21,1.1519106362409932e-24,1.2719724907465913e-27,4.1804255689764005e-29,1.3109155563763211e-32,2.7612515775814097e-36,1.3061937371550711e-35,1.3851753737602399e-30,1.7973426853777715e-36,3.2734771086448121e-15,1.2062631847380401e-21,9.7973263343341492e-24,1.3541866055086508e-25,8.0490522348267926e-27,9.5059173566417965e-25,2.9863188551417377e-31,1.6908591839918971e-31,4.2115938823156981e-29,4.6669856560490596e-34,7.1503026117246671e-30,1.9712220492798078e-34,1.7048657633465499e-36,1.441187746138905e-33,7.7615424171446227e-34,7.7588175004160547e-34,5.5276726146260917e-38,5.6841038181006404e-27,2.2070522029936106e-30,9.9414457745393607e-33,9.5786975280000403e-35,1.7254856265512232e-35,5.2915210530271252e-39,4.9174533192921697e-39,6.6785450038452396e-44,9.8524138677137399e-32,7.4683456982037574e-32,2.1721494671058702e-37,4.4143930871508417e-45,2.6452206955123012e-48,1.3670317563056999e-48,1.1230591628492174e-37,2.7310250096344922e-16,1.5136087935149093e-21,6.7392298515166714e-22,4.9765930087637529e-19
9.804861317907498e-12,0.706505635284023,5.1950048438811338e-14,7.0999471077214292e-20,6.1578540584032637e-19,9.2225063313073187e-31,2.0693820482306344e-23,0.0,0.0,5.9028249413871482e-13,1.7769920294361335e-21,154.0,0.0,0.99999885531704724,1.0,18.999999993461682,1.4953070181389844e-07,8.0880155397489692e-09,4.3545107069217353e-07,4.3977631771794012e-07,4.9706601373190307e-08,5.4307718320987875e-09,2.0157024727801034e-13,1.1067568272451461e-09,5.5587190792491981e-08,1.1374989115005849e-16,3.7172545014299508e-12,1.3196142909816625e-12,1.0627278575597335e-14,1.0621610111578874e-14,3.6623756157822562e-18,3.8829502940457935e-15,2.0060883962682664e-18,2.6936989999045065e-13,5.6087023892670501e-33,5.3555438242129721e-33,5.3555466295891217e-33,2.489733527708299e-17,2.6668023193901444e-20,1.5011602702319755e-17,6.2756576382210974e-21,1.6665174078062824e-22,1.6105839352991229e-21,1.2898678078989764e-24,1.4651338972010558e-27,4.8156169298199402e-29,1.5534095335618246e-32,3.2782976950790063e-36,1.5049136157704278e-35,1.5956817747310911e-30,2.1872842924008688e-36,3.4720646477397591e-15,1.2742421986132756e-21,1.0634347826878245e-23,1.4354685376621339e-25,8.5097928010799365e-27,1.0324748667439308e-24,3.2414533286369777e-31,1.8353168872716812e-31,4.7025927003028208e-29,5.2128054609780587e-34,7.9838780220369194e-30,2.2012941889388363e-34,1.9036424005823461e-36,1.6113441773860996e-33,8.9091818899658925e-34,8.9059664878262858e-34,6.5226544232481088e-38,6.4103537586682996e-27,2.4841269731510181e-30,1.1513700720286422e-32,1.1416290081337288e-34,2.0504193642749404e-35,6.3347917766784772e-39,6.0306675296428649e-39,8.4259714484737609e-44,1.08953482969582e-31,8.5086604711742824e-32,2.5631366972833664e-37,5.5696621123631346e-45,3.4330364661329266e-48,1.7742984788183304e-48,1.2916063542399629e-37,2.9114318418798731e-16,1.6136462738573387e-21,7.1845130276960136e-22,5.4658302326842631e-19
