Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856)
2.261386095787631e-07,0.9593646085058206,6.3912118357521125e-06,4.9800312816210194e-07,3.2518885534306916e-05,1.0639199986980464e-08,3.4144071015066668e-05,0.0,0.0,0.0019248388412325421,0.001264478031923415,154.0,0.0,0.62251623537148271,1.0,18.993639425642332,0.019761988967406587,4.1722999638485288e-07,0.019367802461130137,0.049679121440951129,0.082787339078729968,0.0014403730461634194,8.361732527010605e-09,5.4058786881559223e-05,0.14203467970749431,1.6215684608466662e-11,0.020944374365180565,2.2682173567860531e-05,0.033495540244357927,0.028712515935689447,4.6048248814829065e-06,1.365207924513957e-05,2.8113440376467648e-06,0.0062126400805399768,7.6794803822076389e-05,0.00097017593833746663,0.0013408333277151287,0.0016028470803442724,2.9242380744501027e-07,4.2085189095253469e-13,3.5582713783387384e-12,9.8192441038066612e-11,1.7047369789582018e-06,6.424224562293799e-05
2.2931395748418186e-07,0.9593668671827914,6.4415510496673968e-06,5.1091702631895087e-07,3.3502677569569793e-05,1.1069532685182857e-08,3.5783539372387804e-05,0.0,0.0,0.0019446174611847426,0.0013071921097859978,154.0,0.0,0.61867284140342815,1.0,18.993551006489511,0.019896439864014907,4.1509618364501731e-07,0.01924313405274258,0.049920710449060837,0.083636236797691235,0.0014310933648601558,8.4023366417363237e-09,5.4321296093153255e-05,0.14365697267737607,1.6111214184224722e-11,0.021336968271142443,2.2536335762211765e-05,0.034030260955462001,0.029048340820678965,4.6586508560722117e-06,1.3808545672132587e-05,2.8442060633092381e-06,0.0063803189566712919,7.867066972248788e-05,0.0010079894858812742,0.0014005484833280624,0.0016350856767491791,3.0032387463496121e-07,4.2289554572239788e-13,3.6542550664125362e-12,1.0018884712759331e-10,1.7451226275112452e-06,6.6802287874908402e-05
2.3248930538960062e-07,0.9593690993122144,6.4907170334666879e-06,5.239158787946289e-07,3.4493759634030866e-05,1.1508054939631673e-08,3.7467676917921732e-05,0.0,0.0,0.0019639667278138319,0.0013504079000026426,154.0,0.0,0.61486080915103969,1.0,18.993462828863333,0.020028057327408387,4.1297976858145232e-07,0.019116326705947092,0.050154256825487652,0.084478136438947193,0.0014216547377523972,8.4415868510684761e-09,5.4575052199595685e-05,0.14527096956753818,1.6004954335361609e-11,0.021729004284855514,2.2387985859727164e-05,0.034561502389827657,0.029377230490213388,4.7113640317701291e-06,1.3964211458249504e-05,2.8763887003481426e-06,0.006549297984131737,8.053051204244225e-05,0.001046267823141445,0.0014615437382571794,0.0016671280455976343,3.082853229486239e-07,4.2487105698535856e-13,3.7509816993415622e-12,1.0217418097044741e-10,1.7855690195721448e-06,6.9413893897130532e-05
2.3566465329501938e-07,0.9593713048254308,6.5387326790957192e-06,5.369970037494964e-07,3.5491774520663645e-05,1.1954677795127787e-08,3.9196515393472958e-05,0.0,0.0,0.0019828931124047976,0.0013941110434128477,154.0,0.0,0.61107982206045941,1.0,18.993374898578562,0.020156878039316983,4.1088055688286661e-07,0.018987540714616068,0.050379917872078628,0.08531309516106042,0.001412069090510628,8.4795096698503996e-09,5.482022667424618e-05,0.1468767378846752,1.5897039365920218e-11,0.022120417178886437,2.2237311850577006e-05,0.035089207373910525,0.029699221815010522,4.7629703548421564e-06,1.4119083121419076e-05,2.907895578630015e-06,0.0067195349166480813,8.2373145721374765e-05,0.0010849841812117567,0.0015238000195501266,0.0016989644788512567,3.1630615995914998e-07,4.2677975939563447e-13,3.8484270926400304e-12,1.0414784776500817e-10,1.8260658024226599e-06,7.2076750991842761e-05
2.388400012004381e-07,0.9593734836821296,6.58562052736342e-06,5.5015777600588453e-07,3.6496372517678614e-05,1.2409310613785e-08,4.0970063864304323e-05,0.0,0.0,0.0020014032312919939,0.0014382872998148881,154.0,0.0,0.60732956699879459,1.0,18.993287221163733,0.02028293824808124,4.0879838234100103e-07,0.018856929748093561,0.050597848458805945,0.08614116956330331,0.0014023478555945659,8.5161311980869914e-09,5.5056988210342654e-05,0.14847434443791513,1.5787597946056018e-11,0.022511144156913909,2.208449395798194e-05,0.035613323087877596,0.030014357725345029,4.8134767395774488e-06,1.4273167112212279e-05,2.938730919761754e-06,0.0068909880359460229,8.4197457994969905e-05,0.0011241116569123547,0.001587297462529281,0.0017305858002695186,3.2438441808591379e-07,4.2862296646884276e-13,3.9465673641501529e-12,1.0610928475263901e-10,1.8666030364523692e-06,7.4790530884756519e-05
2.4201534910585684e-07,0.9593756358686824,6.6314027569235403e-06,5.6339562629931856e-07,3.7507211522463104e-05,1.2871861269455931e-08,4.2788309449670469e-05,0.0,0.0,0.0020195038231343048,0.0014829225613823783,154.0,0.0,0.60360973423676367,1.0,18.99319980186797,0.020406273773629566,4.0673307498267423e-07,0.01872464107530666,0.050808201028698402,0.086962415691653708,0.0013925019889761252,8.5514771248749653e-09,5.5285502868156231e-05,0.15006385534646316,1.5676753398202208e-11,0.022901124785313347,2.1929704900930056e-05,0.036133800885034748,0.030322686792195522,4.8628910049390678e-06,1.442646981457755e-05,2.9688994974788331e-06,0.0070636161676088782,8.6002407510816752e-05,0.0011636232728777036,0.0016520154707798803,0.001761983350288781,3.3251815534607352e-07,4.3040197111717669e-13,4.0453789440343448e-12,1.0805796031071658e-10,1.9071711854999992e-06,7.7554890576728109e-05
2.4519069701127557e-07,0.9593777613965362,6.6761011753563443e-06,5.767080404930516e-07,3.8523957130340977e-05,1.334223633173678e-08,4.4651218054077483e-05,0.0,0.0,0.0020372017277520893,0.001528002864884134,154.0,0.0,0.599920017429598,1.0,18.993112645667996,0.020526920012408169,4.046844404149993e-07,0.018590815783028406,0.051011125605059472,0.087776889044750617,0.0013825419863821679,8.5855727368612718e-09,5.5505934203016612e-05,0.15164533604720126,1.5564623946636148e-11,0.023290300926310303,2.1773110150007123e-05,0.036650596117386171,0.030624262822483438,4.9112218122133172e-06,1.4578997546572545e-05,2.9984065990730005e-06,0.0072373786952273349,8.7787023241732518e-05,0.0012034920350648959,0.0017179327749390827,0.0017931489708669073,3.4070545602550063e-07,4.3211804623746086e-13,4.1448385833802544e-12,1.0999337304486431e-10,1.9477611070312164e-06,8.0369473171273839e-05
2.483660449166943e-07,0.9593798603007129,6.7197372121470569e-06,5.9009255876116337e-07,3.954628270001899e-05,1.3820341239858864e-08,4.6558735097387689e-05,0.0,0.0,0.0020545038664497844,0.0015735144027689311,154.0,0.0,0.59626011359635489,1.0,18.99302575727566,0.020644911942263165,4.0265231911321116e-07,0.018455588988290941,0.05120676980120497,0.088584644579780714,0.0013724778991137099,8.6184429090543706e-09,5.5718442984899709e-05,0.15321885130219876,1.5451322710052209e-11,0.023678616672681129,2.1614868176378241e-05,0.037163667967162868,0.030919144468602441,4.9584785950871313e-06,1.4730756561092033e-05,3.0272579843463237e-06,0.0074122355729315326,8.9550403217727878e-05,0.001243690987617697,0.0017850274901550674,0.0018240749903373089,3.4894443127325826e-07,4.3377244367771437e-13,4.2449233596550476e-12,1.1191505088838772e-10,1.9883640421944916e-06,8.3233908677867143e-05
2.5154139282211303e-07,0.9593819326383111,6.7623319133751844e-06,6.035467747450727e-07,4.0573869397517966e-05,1.4306080466787724e-08,4.8510786242024904e-05,0.0,0.0,0.002071417223750547,0.0016194435331747445,154.0,0.0,0.59262972309778428,1.0,18.992939141145008,0.020760284127274525,4.0063655334020979e-07,0.018319090044982559,0.051395278831731693,0.089385736718359907,0.0013623193494710405,8.6501121086100377e-09,5.5923187350456316e-05,0.1547844652062341,1.5336957976157282e-11,0.024066018283983078,2.1455130693992982e-05,0.037672979284159816,0.031207394852332929,5.0046715032970521e-06,1.4881753046591554e-05,3.055459850208277e-06,0.0075881473363931173,9.1291713096597942e-05,0.0012841932650387894,0.0018532771721012924,0.0018547542083133394,3.5723321962360975e-07,4.3536639478944037e-13,4.3456106839759276e-12,1.1382255019517655e-10,2.0289716057930776e-06,8.6147814791028674e-05
2.5439920593698994e-07,0.9593837750916222,6.7997938850621005e-06,6.1571321422679197e-07,4.1502938485791619e-05,1.4749693505045115e-08,5.0305632138862523e-05,0.0,0.0,0.002086312647370336,0.0016611256578749061,154.0,0.0,0.5893873605728589,1.0,18.992861422890268,0.020861907449511771,3.9883618389370172e-07,0.018195255735101043,0.051558954489549155,0.09010106699161699,0.0013531035084386859,8.6776074618595744e-09,5.6100947485501544e-05,0.15618681450731212,1.5233206278265569e-11,0.024413855428937408,2.1310208432934558e-05,0.038128116340149773,0.031461205952922407,5.045344431945756e-06,1.5017002984628383e-05,3.0802916380170109e-06,0.0077473377098932102,9.2839385744162303e-05,0.0013208825653135202,0.0019156704245210058,0.0018821489060064978,3.6473420327389103e-07,4.36750271270325e-13,4.4367260589311175e-12,1.1552683243805585e-10,2.0655157331292998e-06,8.8812302360972891e-05
2.5725701905186685e-07,0.9593855961587494,6.8364439041243651e-06,6.2793252161297792e-07,4.2435795783930827e-05,1.5199341619729951e-08,5.2136394482719829e-05,0.0,0.0,0.0021009039996943528,0.0017031254305622334,154.0,0.0,0.58616845005074114,1.0,18.992783931471138,0.020961461068191384,3.970487976167707e-07,0.018070577846184564,0.051717068864968269,0.090811082497002454,0.0013438250523641578,8.7041667981822623e-09,5.6272656195067311e-05,0.15758286089677398,1.5128749650156861e-11,0.024760874047909748,2.1164293976210738e-05,0.038580157880935655,0.031709751763630917,5.0851726696927339e-06,1.515164465727601e-05,3.1046077227841964e-06,0.0079073231221919102,9.4368043033860467e-05,0.0013577765534093526,0.001978963572012913,0.001909333615812575,3.7227273276771461e-07,4.3808703700223368e-13,4.5282954895523924e-12,1.1721900778067128e-10,2.1020515048473502e-06,9.1516247580276304e-05
2.5982905085525606e-07,0.9593872169015396,6.8687467197579892e-06,6.3897373868925979e-07,4.3278427511467221e-05,1.5609126193654593e-08,5.3814713036798791e-05,0.0,0.0,0.0021137804994618781,0.0017411889050665459,154.0,0.0,0.58329130711965638,1.0,18.992714385406497,0.02104930986447863,3.9545115265306897e-07,0.017957715246297482,0.051854700360533953,0.091445584221743245,0.0013354260204662823,8.7272839677832744e-09,5.6422110967729644e-05,0.15883395116340523,1.5034193543066502e-11,0.025072462078119983,2.1032203287167547e-05,0.038984331968346927,0.031928985672844287,5.1203030255568397e-06,1.5272305716951861e-05,3.12605563980928e-06,0.0080519669924566713,9.5727183619421453e-05,0.0013911402726509807,0.0020366825121482268,0.0019336167310853017,3.7908843743856585e-07,4.3925055418406143e-13,4.6110831690775912e-12,1.1873139240198526e-10,2.1349221069667484e-06,9.3983285642101197e-05
2.624010826586453e-07,0.9593888204552947,6.9004140479093863e-06,6.5005526694790956e-07,4.4123798504240801e-05,1.60236896351755e-08,5.5521974125696874e-05,0.0,0.0,0.0021264186435983935,0.0017794950372460477,154.0,0.0,0.58043283612158036,1.0,18.992645027193486,0.021135519508892999,3.9386382581107652e-07,0.017844295008862223,0.051987981511639574,0.092075840135659462,0.0013269856170447477,8.7496689639000722e-09,5.6566832232230464e-05,0.16008000560814306,1.4939171710981668e-11,0.025383334227183977,2.0899456309702156e-05,0.039385969179502003,0.032144039067126803,5.1547627432463073e-06,1.5392480795480287e-05,3.1470941164904051e-06,0.008197212753014084,9.7070219093581267e-05,0.001424640345960285,0.0020951035627038588,0.0019577232786002997,3.8593256873332922e-07,4.4037722041891266e-13,4.6942145444887495e-12,1.2023356927459201e-10,2.1677778161428828e-06,9.6481816353740602e-05
2.649731144620345e-07,0.9593904068944602,6.9314561383787774e-06,6.6117595001521358e-07,4.4971758081615121e-05,1.6442979810558538e-08,5.7258095550451116e-05,0.0,0.0,0.0021388221934208382,0.0018180370270459937,154.0,0.0,0.57759288567104106,1.0,18.992575858628879,0.021220107408573385,3.9228675366765154e-07,0.017730373331664349,0.052116983835188618,0.09270187791361037,0.0013185080218832371,8.7713338338193126e-09,5.6706897790142057e-05,0.16132105674117689,1.4843731139897896e-11,0.025693466735075145,2.0766118960233182e-05,0.039785057577223691,0.032354953941615458,5.1885585681731194e-06,1.5512173031744088e-05,3.1677272716908207e-06,0.0083430408792448101,9.839685711268524e-05,0.0014582630179195194,0.0021542137998519818,0.0019816504646603937,3.9280420561932199e-07,4.4146764183318138e-13,4.7776784412198019e-12,1.2172536495683827e-10,2.2006150062552637e-06,9.9011611789278842e-05
2.675451462654237e-07,0.9593919762998118,6.9618830733834375e-06,6.7233465244149467e-07,4.5822158895841325e-05,1.6866944486507131e-08,5.9022988256285696e-05,0.0,0.0,0.0021509949040504975,0.0018568081621386605,154.0,0.0,0.57477130576095059,1.0,18.992506881415263,0.021303090803463494,3.9071984044230753e-07,0.017616004372180263,0.052241777854094708,0.093323725013279152,0.0013099972629248126,8.7922904606531807e-09,5.6842384506926071e-05,0.16255713680258368,1.4747917209168913e-11,0.026002836636691194,2.0632254762855226e-05,0.040181586463812605,0.032561773444862017,5.2216974344409121e-06,1.5631385538538523e-05,3.1879593384975178e-06,0.0084894321126530621,9.9706830230844208e-05,0.0014919946734797637,0.0022140001773782144,0.0020053956641791874,3.9970243960336012e-07,4.4252241662524054e-13,4.8614638382632183e-12,1.2320661618495988e-10,2.2334301885804872e-06,0.00010157244036226313
2.69859974888474e-07,0.9593933742724468,6.9887495555520317e-06,6.824090693337638e-07,4.6589487772099272e-05,1.7252466171278212e-08,6.0635912194389948e-05,0.0,0.0,0.0021617560718213491,0.0018918926270590018,154.0,0.0,0.57224746777590163,1.0,18.992444966861555,0.021376418122592271,3.8931822342022189e-07,0.017512733046149174,0.052350551862806703,0.093879826893337029,0.0013023124350253108,8.810555565244373e-09,5.6960470320405753e-05,0.16366538502231512,1.4661401624538073e-11,0.026280599164804845,2.0511377160010641e-05,0.040536266201678411,0.032744445969752012,5.2509665821651531e-06,1.57382691778498e-05,3.2058288500999847e-06,0.0086216499774168596,0.00010087135599068123,0.0015224352141286425,0.0022683751481277436,0.0020266087076272849,4.0593284997919893e-07,4.4344172380792653e-13,4.9371365929369036e-12,1.2453059981694865e-10,2.2629422605876896e-06,0.00010390352522587145
2.721748035115243e-07,0.9593947585853677,7.0151329090357742e-06,6.9251257994884656e-07,4.7358574614230644e-05,1.7641693699490417e-08,6.227198927580834e-05,0.0,0.0,0.0021723360148374793,0.0019271525681405736,154.0,0.0,0.56973828209707633,1.0,18.992383209721176,0.021448471958650156,3.879247128970298e-07,0.017409178412074358,0.052456023495968965,0.094432576105009047,0.0012946066191003927,8.8282649111359486e-09,5.7074963087777635e-05,0.16476965569925564,1.4574649733513976e-11,0.026557710348449282,2.0390165464247867e-05,0.040888858894827927,0.03292386993019332,5.2797146271469495e-06,1.5844768969688289e-05,3.223380216670594e-06,0.008754294913229068,0.00010202202475547724,0.0015529434230234917,0.002323277487116423,0.0020476706621008868,4.1218343378030093e-07,4.4433305899344394e-13,5.0130531407947445e-12,1.2584581293218747e-10,2.2924314321592845e-06,0.00010625938301555811
2.744896321345746e-07,0.9593961293094526,7.0410401391905503e-06,7.0264439873103291e-07,4.8129318841809874e-05,1.8034588932352677e-08,6.3931141267379923e-05,0.0,0.0,0.002182737443405915,0.0019625832799643693,154.0,0.0,0.56724364219287438,1.0,18.992321611049942,0.021519264538424974,3.8653924534500433e-07,0.017305375945863379,0.052558242129868545,0.094981992221393793,0.0012868824534518835,8.8454268161650774e-09,5.7185916596782987e-05,0.16586997178505403,1.4487691247245136e-11,0.026834155023067421,2.0268661288685614e-05,0.041239359144104461,0.033100078793178354,5.3079469457183432e-06,1.5950887130034253e-05,3.2406167204474854e-06,0.0088873534370316788,0.0001031586904306874,0.0015835097127342248,0.0023786974904650544,0.0020685799448630499,4.1845355493484e-07,4.4519684086438786e-13,5.0892057663498087e-12,1.2715215650324707e-10,2.3218954318429979e-06,0.00010863983815450773
2.768044607576249e-07,0.9593974865188402,7.0664781439074637e-06,7.128037530488281e-07,4.8901622001975145e-05,1.8431113754577955e-08,6.5613286015994848e-05,0.0,0.0,0.0021929630551508245,0.0019981801179321606,154.0,0.0,0.56476344241067711,1.0,18.992260171848066,0.021588807982895905,3.8516174486970316e-07,0.017201359929310909,0.052657256507740356,0.095528094677891223,0.0012791424875101657,8.8620494951424607e-09,5.729338401621429e-05,0.16696635606028978,1.440055491701207e-11,0.027109918499498706,2.014690484625904e-05,0.04158776225537146,0.033273106547062767,5.335668999200122e-06,1.6056625858346248e-05,3.2575416952378696e-06,0.0090208122421999506,0.00010428122145307792,0.0016141246158800598,0.002434625411473987,0.0020893350717923627,4.2474258568632648e-07,4.460334830349603e-13,5.1655868555739923e-12,1.2844953746101318e-10,2.3513320698507908e-06,0.0001110447131905747
2.791192893806752e-07,0.9593988302908076,7.0914537145207002e-06,7.2298988300482834e-07,4.9675387750578547e-05,1.8831230091934394e-08,6.7318337579382506e-05,0.0,0.0,0.0022030155334077711,0.0020339384987208605,154.0,0.0,0.56229757797055691,1.0,18.992198893061772,0.02165711430813002,3.8379216954555561e-07,0.01709716348182307,0.052753114744992578,0.096070902773294026,0.0012713891841833942,8.8781410526855093e-09,5.7397417676586486e-05,0.16805883113587067,1.4313268415939602e-11,0.027384986553721215,2.0024934986900928e-05,0.041934064216138843,0.033442987652578825,5.3628863203710321e-06,1.6161987337698714e-05,3.2741585194507061e-06,0.0091546581985200003,0.00010538950033851442,0.0016447787904681453,0.0024910514685534354,0.0021099346546658436,4.3104990659299222e-07,4.4684339324094423e-13,5.2421888945668165e-12,1.2973786853594797e-10,2.3807392361117151e-06,0.00011347382890994141
2.8143411800372547e-07,0.9594001607055552,7.1159735367492268e-06,7.3320204124597002e-07,5.0450521832781271e-05,1.9234899928348515e-08,6.9046206355893991e-05,0.0,0.0,0.0022128975456732936,0.002069853900697425,154.0,0.0,0.55984594495896156,1.0,18.992137775584489,0.021724195426175232,3.8243045999345301e-07,0.016992818591741319,0.052845864334040982,0.09661043567091214,0.0012636249222229062,8.8937094880961796e-09,5.7498069296497323e-05,0.16914741945448417,1.4225858524916636e-11,0.027659345416689105,1.9902789234304575e-05,0.042278261672502107,0.033609756994728152,5.3896045120143457e-06,1.6266973734919065e-05,3.290470613647899e-06,0.0092888783521099527,0.00010648342324325952,0.0016754630250602565,0.00254796585302063,0.0021303773984625617,4.3737490652445989e-07,4.4762697410736327e-13,5.3190044710666427e-12,1.3101706809071092e-10,2.4101148983359846e-06,0.00011592700444920933
2.8374894662677577e-07,0.9594014778459614,7.1400441917083001e-06,7.4343949276205485e-07,5.1226932062082341e-05,1.9642085323839723e-08,7.0796799221863499e-05,0.0,0.0,0.0022226117419838565,0.0021059218643399418,154.0,0.0,0.55740844032198644,1.0,18.992076820258234,0.021790063146009463,3.8107654142528219e-07,0.016888356149486458,0.0529355521496961,0.097146712399746898,0.0012558519986739498,8.9087627010123113e-09,5.7595390008522981e-05,0.17023214329210692,1.4138351155127764e-11,0.027932981763571708,1.9780503824751633e-05,0.042620351904799007,0.033773449832386726,5.415829238623763e-06,1.6371587200733593e-05,3.3064814356698397e-06,0.0094234599253054142,0.00010756289949006342,0.0017061682441128689,0.0026053587372660567,0.0021506620985144247,4.4371698265666522e-07,4.4838462338861087e-13,5.3960262742115869e-12,1.3228705994990951e-10,2.4394570999663443e-06,0.00011840405741360461
2.8606377524982606e-07,0.9594027817977773,7.1636721569740556e-06,7.537015146926114e-07,5.2004528297957415e-05,2.0052748430649014e-08,7.2570019660968957e-05,0.0,0.0,0.0022321607535293175,0.0021421379925204362,154.0,0.0,0.55498496185877477,1.0,18.992016027875312,0.021854729174448424,3.7973036330752989e-07,0.016783805978388151,0.053022224454757232,0.097679751855600683,0.0012480726311626513,8.9233084846132104e-09,5.7689430167806401e-05,0.17131302475942708,1.405077124964117e-11,0.028205882703614547,1.9658113743248246e-05,0.042960332805164571,0.03393410175196461,5.4415662141045943e-06,1.6475829869907067e-05,3.3221944742128587e-06,0.0095583903163861932,0.00010862785122755845,0.001736885512680123,0.002663220282348134,0.0021707876378187175,4.500755404593279e-07,4.4911673324698373e-13,5.4732470932731519e-12,1.335477732423377e-10,2.468763958233515e-06,0.00012090480398571052
2.8837860387287635e-07,0.9594040726483096,7.1868638073161494e-06,7.6398739621044261e-07,5.2783222432366314e-05,2.0466851501608451e-08,7.4365767840779576e-05,0.0,0.0,0.0022415471918979732,0.0021784979506056022,154.0,0.0,0.55257540821750528,1.0,18.991955399179037,0.021918205116683558,3.7839188889632471e-07,0.016679196852800074,0.053105926903334183,0.098209572801747927,0.0012402889592553856,8.9373545253899827e-09,5.7780239391107908e-05,0.17239008580270843,1.3963142830747768e-11,0.028478035774281429,1.9535652744781585e-05,0.043298202864303241,0.034091748642755701,5.4668211990964324e-06,1.6579703861325559e-05,3.3376132468339158e-06,0.0096936570992742256,0.00010967821290038228,0.0017676060386722483,0.0027215406419781644,0.0021907529854575149,4.5644999368217139e-07,4.4982369035437018e-13,5.5506598178339235e-12,1.3479914230470482e-10,2.498033663007857e-06,0.00012342905898956103
2.9069343249592665e-07,0.9594053504879131,7.2096254159583745e-06,7.7429643830805872e-07,5.3562928364120604e-05,2.0884356906942431e-08,7.6183940753695375e-05,0.0,0.0,0.0022507736476737685,0.0022149974666701012,154.0,0.0,0.55017967888796304,1.0,18.991894934864931,0.021980502477282896,3.7706103361823421e-07,0.016574556531518316,0.053186704546692325,0.098736193870199607,0.0012325030469634533,8.9509084162199455e-09,5.7867866870216878e-05,0.173463348205424,1.3875489221130424e-11,0.028749428930235438,1.9413153393509109e-05,0.043633961147257816,0.034246426647506323,5.491600000598838e-06,1.6683211278150583e-05,3.3527412980345138e-06,0.0098292480230791606,0.00011071393088558309,0.0017983211776882526,0.0027803099706525899,0.0022105571936587602,4.6283976433375621e-07,4.5050587713754078e-13,5.6282574392339857e-12,1.3604110649942486e-10,2.5272644746655621e-06,0.00012597663600786055
2.9300826111897694e-07,0.9594066154089002,7.2319631561470332e-06,7.8462795355021613e-07,5.4343561967556872e-05,2.1305227152209909e-08,7.8024432378003258e-05,0.0,0.0,0.0022598426889606856,0.0022516323316285197,154.0,0.0,0.54779767419281877,1.0,18.991834635582926,0.022041632661345251,3.7573774749225366e-07,0.016469911795671806,0.053264601840960588,0.099259633563104244,0.0012247168855332852,8.9639776459751298e-09,5.7952360996179167e-05,0.17453283359004884,1.3787832818107179e-11,0.029020050530825132,1.9290647107139297e-05,0.043967607266084389,0.034398172108524833,5.5159084532315619e-06,1.6786354207996997e-05,3.3675821901969052e-06,0.0099651510113882118,0.00011173496300875488,0.0018290224379427533,0.0028395184325065471,0.0022301993944470002,4.6924428264803908e-07,4.5116367045110512e-13,5.7060330477681591e-12,1.3727361002153923e-10,2.5564547216467177e-06,0.00012854734751391761
2.950916068797222e-07,0.9594077428699275,7.251709737264212e-06,7.9394497284247592e-07,5.504685741499404e-05,2.1686856439115328e-08,7.9699867361772897e-05,0.0,0.0,0.0022678723405091129,0.0022847160052181649,154.0,0.0,0.54566552281300629,1.0,18.991780507832754,0.022095661237798686,3.7455322530233557e-07,0.016375749124141144,0.053332282974454991,0.099728024398730214,0.001217710715745718,8.9753316746717735e-09,5.8025766138420271e-05,0.17549215882791908,1.3708957519149594e-11,0.029262940990485636,1.9180410584405721e-05,0.044266082979656257,0.034532265871423148,5.5373887557098531e-06,1.6878872921466901e-05,3.3806964294369489e-06,0.010087720674992961,0.00011264130954064307,0.0018566348124036919,0.0028931733895796474,0.0022477382040947667,4.7502049407753615e-07,4.5173513529947412e-13,5.7761776437686501e-12,1.3837473198643488e-10,2.5826899332258724e-06,0.00013088061203514768
2.9717495264046747e-07,0.9594088600127247,7.2711222671707874e-06,8.0327916259956159e-07,5.5750779121068199e-05,2.2071153874427533e-08,8.1393210962028267e-05,0.0,0.0,0.0022757783862719545,0.0023179029729679438,154.0,0.0,0.54354433681380032,1.0,18.991726514660687,0.02214876173531229,3.733747519103613e-07,0.016281621996625924,0.053397698137650822,0.10019386650973237,0.0012107072527024092,8.9863044310349675e-09,5.8096706326872859e-05,0.17644845760464495,1.3630112690229279e-11,0.029505189448838277,1.9070214337900329e-05,0.044562848404801465,0.034664040549868845,5.5584971107782786e-06,1.6971099579185074e-05,3.3935835861038081e-06,0.010210524910412135,0.00011353571973927136,0.0018842232226933037,0.0029471689446852827,0.0022651446224523555,4.8080779240321692e-07,4.5228741030375465e-13,5.846455996248054e-12,1.3946811524434441e-10,2.6088898611033678e-06,0.0001332323246767966
2.9925829840121273e-07,0.959409966907721,7.2902050428340043e-06,8.1263004509858362e-07,5.6455269775030224e-05,2.2458092445219037e-08,8.3104380023713435e-05,0.0,0.0,0.0022835626486155348,0.0023511902968520286,154.0,0.0,0.54143404523832361,1.0,18.991672656449644,0.022200942264449745,3.7220227501773513e-07,0.01618754799703101,0.053460878521593994,0.10065717311801517,0.0012037078037086591,8.9969011714855352e-09,5.8165215589439214e-05,0.17740174535321609,1.3551313086896082e-11,0.029746788229966643,1.8960078996797728e-05,0.044857904329620384,0.034793522930528849,5.5792378205403819e-06,1.7063035671171223e-05,3.4062462864011079e-06,0.010333555273878589,0.00011441818490503638,0.0019117818049744265,0.0030014979676128285,0.0022824181743455684,4.866057792358338e-07,4.528207601392934e-13,5.916863274742936e-12,1.4055372865150687e-10,2.6350534220785795e-06,0.00013560234674194212
3.01341644161958e-07,0.9594110636270577,7.3089622985900585e-06,8.2199714979180561e-07,5.7160273303086876e-05,2.2847645253016169e-08,8.4833289677387023e-05,0.0,0.0,0.0022912269332002037,0.0023845750798937586,154.0,0.0,0.53933457766096926,1.0,18.991618933555557,0.022252210872457521,3.7103577359211683e-07,0.016093544128580078,0.053521854940018654,0.10111795736269331,0.0011967136328545898,9.0071270838269729e-09,5.8231327394950321e-05,0.17835203740409525,1.3472572881381785e-11,0.029987729903086173,1.8850024509332366e-05,0.045151251857789745,0.034920739850717926,5.5996151912974952e-06,1.7154682677545128e-05,3.4186871599746305e-06,0.010456803434282111,0.00011528870285002906,0.0019393048017287428,0.0030561533477814927,0.0022995584314982357,4.9241406149791711e-07,4.5333544572986362e-13,5.987394712445431e-12,1.4163154390753723e-10,2.6611795735869218e-06,0.00013799053901344954
3.0342498992270326e-07,0.9594121502434064,7.3273982071793273e-06,8.3138001316649853e-07,5.7865734847817934e-05,2.3239785521752965e-08,8.6579853426037805e-05,0.0,0.0,0.0022987730284087537,0.0024180544660391658,154.0,0.0,0.53724586418219133,1.0,18.991565346308036,0.022302575543920521,3.6987520463508301e-07,0.015999626833771281,0.053580657833651908,0.10157623230092719,0.0011897259625197347,9.0169872945690744e-09,5.8295074899924462e-05,0.17929934898629946,1.3393905845667502e-11,0.030228007275801341,1.874007016622416e-05,0.045442892394418538,0.035045718172727704,5.6196335359602835e-06,1.7246042068627906e-05,3.4309088398188374e-06,0.010580261172454787,0.0001161472776050562,0.0019667865635483242,0.0031111279985041491,0.0023165650107255962,4.9823225139019636e-07,4.538317251347971e-13,6.0580456073627499e-12,1.4270153544141712e-10,2.6872673123625171e-06,0.00014039676182143386
