Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721),S(3665)
3.5075094308775335e-13,0.8144769834818757,1.2693045304924559e-10,4.6210811410688833e-17,4.6179594135360252e-17,1.9506546943865861e-22,1.4268463510635602e-22,0.0,0.0,5.6643769025064214e-12,9.1709623660097876e-21,154.0,0.0,0.99997422346967957,0.99999999999536715,18.999999999038103,3.4790245456920121e-07,1.4565232964435205e-05,1.3749370541868952e-06,1.3754683981866417e-06,2.5792412987442577e-06,6.7015842609915502e-10,1.5889696167056882e-13,2.8590094196580818e-10,5.5327677717851952e-06,4.7266901490833033e-18,3.1396529542345677e-12,1.9723330545028153e-11,4.4359063496437897e-14,4.4355258183944738e-14,3.0159743703889169e-18,6.8984634304748308e-13,7.893381216608003e-19,2.4163044275380288e-13,3.0272046709493143e-33,2.7858604002346633e-33,2.7858700734917312e-33,1.3441277474603828e-18,5.5985952820380718e-20,1.4762221118242189e-18,2.6563520570848626e-20,1.3197859333487978e-20,2.973117425960672e-20,2.1009318806053405e-24,7.7690252074473166e-29,8.8170577126748473e-29,8.3937870741096979e-34,7.212423004783955e-38,6.9636145689416171e-35,8.2322905423931525e-32,2.2947327563402885e-35,3.215860820619474e-13,6.1632759640787568e-19,2.008785313577223e-22,5.5859321580026848e-22,3.1914486849136883e-23,1.980654574495993e-22,1.9541740045726548e-30,1.1330503662600975e-30,2.4847795098915577e-28,7.3225008185371681e-33,6.510718969079253e-28,5.508934180161449e-33,5.6305833697013352e-33,2.7730460011398508e-32,7.9761384309242572e-32,7.975946185842568e-32,2.6372530342145859e-37,9.8397897166794426e-28,1.2923760103789625e-28,6.5284577318687721e-32,2.0650568477557317e-35,4.5404975454437326e-36,1.8174070679700875e-39,1.6164678864643325e-39,8.2366654613257705e-46,3.6698696029357952e-28,2.0898342010394813e-29,1.6599482433847175e-36,1.1587676404197248e-45,2.3589057119053191e-50,1.0979245307933769e-50,2.8108809421676166e-36,3.3094922508974994e-17,1.1156731901102438e-22,5.9765385942484311e-23,1.1851746487593515e-20,3.6488859377053028e-38,1.2917579329113652e-39,2.6252819750344442e-39,2.0382553567358131e-44,7.5036666431901755e-44,1.9791302374142512e-44,2.5596870437736203e-13,6.7121235346974658e-19,4.3777573466264665e-12,1.3501443859897129e-16,1.3211206339841764e-18
3.7682575467811924e-13,0.814476983481261,1.3636832864972727e-10,5.3340945759108003e-17,5.3303210970335601e-17,2.4188298306381966e-22,1.7693551652188925e-22,0.0,0.0,6.1199868670431488e-12,1.064457677056875e-20,154.0,0.0,0.99997231434796641,0.99999999999502265,18.999999998896101,3.7376512085284372e-07,1.5181944086714684e-05,1.4770925477622936e-06,1.4777002097414298e-06,2.9169125505633955e-06,7.7282896424274794e-10,1.7070837699635531e-13,3.2476389066579497e-10,6.2571118018782687e-06,5.4508483538643529e-18,3.6237655111588271e-12,2.2760400888680892e-11,5.4997719269183284e-14,5.4992814149948605e-14,3.8705139487863562e-18,8.4214428653158187e-13,1.0346052843128369e-18,2.7888879215922929e-13,4.9994378407517784e-33,4.6008904542274775e-33,4.6009076180791738e-33,1.6674082656264227e-18,6.9417162151945468e-20,1.6768886970937887e-18,3.021387609015654e-20,1.5492114090608368e-20,3.7705418866111993e-20,2.8752330147866297e-24,1.1462577493017877e-28,1.3010658928454158e-28,1.3347049399881158e-33,1.1481454342838611e-37,1.0377625677202058e-34,1.2148270749667544e-31,3.5300312347545202e-35,3.9258254604359688e-13,7.1130182900725514e-19,2.4891432212446209e-22,6.6847681973481913e-22,3.7099395764151286e-23,2.480326264217056e-22,2.4214810916112976e-30,1.4039991544224877e-30,3.3519420855281399e-28,9.9964664714514898e-33,8.782805936318855e-28,7.45091967587066e-33,7.5995262427001473e-33,3.8498187541110706e-32,1.1587815706777885e-31,1.1587514973204832e-31,4.1254750275762354e-37,1.3906276860613863e-27,1.8242704925980649e-28,9.9178714461817155e-32,3.3742461887283515e-35,7.4024390051715599e-36,3.1572172037616741e-39,2.8407959744293562e-39,1.5564733954463673e-45,5.1412325365307859e-28,3.1544130658916096e-29,2.5966666779263932e-36,2.1898262489018443e-45,4.7925808307090617e-50,2.2308405096023635e-50,4.0842063927097562e-36,4.0539804696243826e-17,1.3686067494879926e-22,7.3265702454024246e-23,1.5633260880035132e-20,5.2872944298365216e-38,2.0161711416677339e-39,4.0679452794025218e-39,3.2048622579253908e-44,1.2422662439355216e-43,3.0933183870294637e-44,2.7499835690804298e-13,7.7471887456810389e-19,4.7031835957770215e-12,1.558316838019669e-16,1.5248562361512647e-18
4.002930851094485e-13,0.8144769834806715,1.4486263809020391e-10,6.0195772152938346e-17,6.0151571169336373e-17,2.899463859570247e-22,2.1209938128381835e-22,0.0,0.0,6.5341229722658241e-12,1.2072143815392536e-20,154.0,0.0,0.99997059670292721,0.99999999999471267,18.999999998760572,3.9704147460472161e-07,1.5700025480863529e-05,1.5690257995235926e-06,1.5697069522628995e-06,3.2323884843591228e-06,8.7140240485584989e-10,1.813384326325637e-13,3.6129232931883542e-10,6.9338443968056835e-06,6.1461095684239938e-18,4.0891277093444351e-12,2.5679083291194193e-11,6.5917484844392583e-14,6.5911416005297098e-14,4.7703268435669803e-18,9.955149769000669e-13,1.2985122498249471e-18,3.147041853777804e-13,7.6292938918088549e-33,7.0211443972568556e-33,7.0211722225735855e-33,1.9994599179544094e-18,8.3204300067397067e-20,1.8655012459777931e-18,3.3647746352072392e-20,1.7715572714821215e-20,4.6014991792089223e-20,3.741184496330793e-24,1.5889808555775011e-28,1.803805418862717e-28,1.9706822479428465e-33,1.6969419501661682e-37,1.4500370516090765e-34,1.6843069734089575e-31,5.0743084798543551e-35,4.6407900286873275e-13,8.0258849522891541e-19,2.9818469415676059e-22,7.7673693807478338e-22,4.210105990507081e-23,2.9964263708647913e-22,2.900799539417307e-30,1.6819121528992523e-30,4.3108857696337661e-28,1.2978112410771643e-32,1.1295343395033576e-27,9.6022035200116446e-33,9.7776030671279971e-33,5.0666184293983958e-32,1.5862222860167628e-31,1.5861784758576306e-31,6.0098464835281879e-37,1.8600127400794045e-27,2.4373774092707492e-28,1.4098319845028145e-31,5.1003778523721941e-35,1.1166686348656116e-35,5.0224831223724585e-39,4.5660468025822202e-39,2.6596446070910344e-45,6.8227501037780375e-28,4.4581816675626914e-29,3.782728464155622e-36,3.7420736048028871e-45,8.705543557105078e-50,4.0525509696752084e-50,5.591404468032128e-36,4.8067946076589148e-17,1.624585027500952e-22,8.6923113764747014e-23,1.9731285347422013e-20,7.2206238714911151e-38,2.9311565707887614e-39,5.8808580765475836e-39,4.6865413872873935e-44,1.8965275150846128e-43,4.5020620918694725e-44,2.9212515747644921e-13,8.7421815295678708e-19,4.9960653246590892e-12,1.7584242467461839e-16,1.7207056663012913e-18
4.2376041554077777e-13,0.8144769834800488,1.5335715728767921e-10,6.7465355083220376e-17,6.7414118118825973e-17,3.4398898491136026e-22,2.5163937969854003e-22,0.0,0.0,6.9521315385547852e-12,1.3597037192827885e-20,154.0,0.0,0.99996887955788671,0.9999999999944027,18.999999998617817,4.203177848816668e-07,1.6185385214975859e-05,1.6609527254733129e-06,1.6617119791744287e-06,3.5581095684199431e-06,9.7580676840500558e-10,1.9196829015872304e-13,3.9921807340355729e-10,7.6325541291092388e-06,6.8824982940744837e-18,4.5825890497965382e-12,2.8773236333888822e-11,7.8193552958678724e-14,7.8186141141200069e-14,5.8041256054390635e-18,1.1648774637459961e-12,1.6076918704503104e-18,3.5268226837146522e-13,1.1365282383407627e-32,1.0459396601170516e-32,1.0459440484796939e-32,2.3729985231569548e-18,9.8704987995839405e-20,2.0613287645368971e-18,3.7215535474960664e-20,2.0088967150290345e-20,5.54756473969866e-20,4.7912112817137283e-24,2.1601060760932029e-28,2.4524504386515018e-28,2.8431948306189044e-33,2.4507271174291624e-37,1.9852299816227838e-34,2.2900671790199732e-31,7.1449702627088079e-35,5.4303022553709012e-13,8.9937827482077271e-19,3.5353787550537221e-22,8.939413976787793e-22,4.7420488379246071e-23,3.5796933475936073e-22,3.4392944783597247e-30,1.9941361166826976e-30,5.4625825724690336e-28,1.6584111929540823e-32,1.4312882386537428e-27,1.2189681833353829e-32,1.239422464336909e-32,6.5550532307285385e-32,2.1316374766638049e-31,2.1315750473223307e-31,8.5639523203806548e-37,2.4456491685883471e-27,3.2013283217286868e-28,1.9632881515396997e-31,7.5264927207890445e-35,1.6445179790417617e-35,7.7737031909776527e-39,7.1400991814569142e-39,4.4062502381113861e-45,8.9010043915015508e-28,6.1727078555292856e-29,5.3903327675461064e-36,6.1998140469937001e-45,1.5278733817943584e-49,7.1130115801698815e-50,7.5148620967358605e-36,5.6412772405786263e-17,1.9085332488109255e-22,1.0206780715782438e-22,2.4564292124541928e-20,9.6806332743425774e-38,4.1684325513288591e-39,8.3221107400384154e-39,6.6994657074056928e-44,2.8224484257907592e-43,6.4086563002086895e-44,3.0925206554267761e-13,9.7972700613052543e-19,5.2889452587998685e-12,1.9706120728389919e-16,1.9283854800178685e-18
4.4722774597210703e-13,0.8144769834793926,1.6185188625128962e-10,7.5149779406158331e-17,7.5090938846397417e-17,4.0436133905614537e-22,2.9581243399608785e-22,0.0,0.0,7.3740129870754719e-12,1.5220559624972423e-20,154.0,0.0,0.99996716288147014,0.99999999999409273,18.999999998467906,4.4359405169495538e-07,1.6640089848367949e-05,1.752873339467696e-06,1.7537153573264619e-06,3.8934287065612809e-06,1.0860283001115291e-09,2.0259795701310233e-13,4.3847436218234743e-10,8.3518529093350996e-06,7.6599175136165838e-18,5.1041489226126109e-12,3.2042768653255305e-11,9.1905063880749969e-14,9.1896115697055915e-14,6.9817060358678819e-18,1.3507250650385551e-12,1.9664776546380668e-18,3.928230066236994e-13,1.6570489582469311e-32,1.5249815164880552e-32,1.5249882692700708e-32,2.7904873080846523e-18,1.1601940764880281e-19,2.2640265345111691e-18,4.0910995564766562e-20,2.2611957500231993e-20,6.6162375289868376e-20,6.0499531257482138e-24,2.8859627031556285e-28,3.2769523295732139e-28,4.0184670142502971e-33,3.4672557332580545e-37,2.669247926590519e-34,3.0600925452016828e-31,9.8768036277495241e-35,6.2966616419709622e-13,1.0016702587637431e-18,4.1532248525179698e-22,1.0201469488784687e-21,5.3057839903063817e-23,4.2342398791548782e-22,4.0403574924474698e-30,2.3426375068686658e-30,6.8313214419414498e-28,2.0896373030875611e-32,1.7899050447504854e-27,1.5268772811075319e-32,1.5504736893008136e-32,8.3534142421965594e-32,2.8179604051101703e-31,2.817873172545335e-31,1.1966342722240647e-36,3.1670232611121436e-27,4.1411141642481713e-28,2.6843272889479045e-31,1.0871119842129094e-34,2.3705254975882391e-35,1.1741324148890117e-38,1.0894669635013265e-38,7.1008272281489981e-45,1.1436989096374215e-27,8.3914997121369906e-29,7.5318614204383398e-36,9.9916967320824733e-45,2.6002221581349781e-49,1.2106264025008473e-49,9.9355839608321105e-36,6.5604071457507497e-17,2.2214809170685965e-22,1.1875429186562707e-22,3.0209327683618565e-20,1.2767508786479223e-37,5.8127782645117858e-39,1.1554788005809749e-38,9.3857844911463005e-44,4.1061753414303681e-43,8.9444719884848777e-44,3.2637908126945666e-13,1.0912454621485987e-18,5.5818233990141809e-12,2.1948797223473654e-16,2.1478958955715706e-18
4.706950764034363e-13,0.8144769834787037,1.703468249900733e-10,8.3249129802260557e-17,8.3182123073060131e-17,4.7141401382362825e-22,3.4487552083292644e-22,0.0,0.0,7.7997677392608271e-12,1.6944019838486443e-20,154.0,0.0,0.99996544664428477,0.99999999999378275,18.999999998310923,4.6687027505515639e-07,1.7066075403015611e-05,1.8447876553249908e-06,1.8457171503743654e-06,4.2377396774066079e-06,1.2020532775729772e-09,2.1322744066147574e-13,4.7899762439934938e-10,9.0904403287967022e-06,8.4782704382118752e-18,5.6538067378440565e-12,3.5487588950814221e-11,1.0713111667674066e-13,1.0712042449743624e-13,8.3128767464378863e-18,1.5535197569485537e-12,2.3793025534454816e-18,4.3512636710892891e-13,2.3697707639402675e-32,2.1809133760038851e-32,2.1809235402678786e-32,3.2543928382398799e-18,1.3524771078690815e-19,2.4732663064910945e-18,4.4728180781986739e-20,2.5284199339561859e-20,7.8149992402319295e-20,7.5436021442408894e-24,3.7962814918692026e-28,4.3111403921195427e-28,5.5758684320299156e-33,4.8158653393511637e-37,3.531440195934414e-34,4.0259936458155234e-31,1.3429014221754914e-34,7.2420215752795913e-13,1.1094635533035067e-18,4.83886286142693e-22,1.1553999221901261e-21,5.9013273989723129e-23,4.9641779379207584e-22,4.707371834727651e-30,2.7293779542107108e-30,8.4428342277984354e-28,2.6001867033513659e-32,2.2121253552734935e-27,1.8898211904551756e-32,1.9167777556310822e-32,1.0502564139851359e-31,3.6709249164464842e-31,3.6708051498987514e-31,1.6429182273584643e-36,4.0454703640783893e-27,5.2840333640255876e-28,3.6102745079972319e-31,1.5402921823001769e-34,3.3519549590797357e-35,1.7349197949730173e-38,1.6261630677977323e-38,1.116292074456839e-44,1.4496376754521487e-27,1.1221940694185648e-28,1.0340853359288123e-35,1.5708290990752548e-44,4.3047111896228963e-49,2.0043669211883051e-49,1.294448824770423e-35,7.5670191949590183e-17,2.5644077984460009e-22,1.3703444381241235e-22,3.6746131040759498e-20,1.6593149623373203e-37,7.9645819391756842e-39,1.5771739788833076e-38,1.2914254920737623e-43,5.8536612114381657e-43,1.2265139852736759e-43,3.4350620481866139e-13,1.2087735491271862e-18,5.8746997461065015e-12,2.4312266013795457e-16,2.3792371312605694e-18
4.941624068347656e-13,0.814476983477982,1.7884197351297877e-10,9.1763490776749424e-17,9.1687763082989607e-17,5.4549758132464441e-22,3.99085672923698e-22,0.0,0.0,8.2293962167487214e-12,1.8768732565298639e-20,154.0,0.0,0.99996373081879419,0.99999999999347278,18.99999999814694,4.9014645497217627e-07,1.7465155620525272e-05,1.9366956868258807e-06,1.9377174189313131e-06,4.5904745489041763e-06,1.3238680106865973e-09,2.2385674841752469e-13,5.2072732574931396e-10,9.847098113440887e-06,9.3374605068428027e-18,6.2315619245403978e-12,3.9107605993194173e-11,1.2395076923956552e-13,1.2393811109439812e-13,9.8074546745139552e-18,1.7736941563548862e-12,2.8506904871118003e-18,4.7959231822149682e-13,3.3305066188833616e-32,3.0651040267282592e-32,3.0651190241949092e-32,3.7671850021883116e-18,1.5649001929616294e-19,2.6887355123248321e-18,4.8661427887878405e-20,2.8105346088600161e-20,9.1513141033580325e-20,9.2998991798315892e-24,4.9244006767262136e-28,5.5929582981593182e-28,7.6095591162723006e-33,6.5789550664181155e-37,4.6048143563722363e-34,5.2232282902795056e-31,1.798801580090888e-34,8.2683985697979156e-13,1.2227572778816206e-18,5.5957618746529815e-22,1.2997381057855958e-21,6.5286950502228094e-23,5.7736187990070526e-22,5.4437124552597941e-30,3.1563142753396744e-30,1.0324295429613715e-27,3.1992627664757224e-32,2.7050675300333477e-27,2.3140051104381184e-32,2.3445275482026092e-32,1.3045936829785929e-31,4.7192269350322569e-31,4.7190650829710367e-31,2.2202227100630512e-36,5.1042225722537478e-27,6.6597417108203178e-28,4.7840675742558927e-31,2.1448427784443402e-34,4.6581725052057079e-35,2.5133267683964084e-38,2.3795189440841405e-38,1.716054587791618e-44,1.8149494309731973e-27,1.4786312013955483e-28,1.3974507804516426e-35,2.4149214201459961e-44,6.9513064361526064e-49,3.2369288806488129e-49,1.6642981993171592e-35,8.6638112367883494e-17,2.9382463057578452e-22,1.5695763154932534e-22,4.4257003511039564e-20,2.1281757582954281e-37,1.0741607090927252e-38,2.1198956600834422e-38,1.7483302136373291e-43,8.1936439129318549e-43,1.6553303378342106e-43,3.6063343635134619e-13,1.332311295239072e-18,6.1675743008715133e-12,2.6796521161023231e-16,2.6224094054102122e-18
5.176297372660948e-13,0.8144769834772282,1.8733733182887242e-10,1.006929466599711e-16,1.0060795359958375e-16,6.2696262070030871e-22,4.5869998059302938e-22,0.0,0.0,8.6628988413225332e-12,2.069601854329154e-20,154.0,0.0,0.99996201537920137,0.9999999999931628,18.999999997976023,5.1342259145530152e-07,1.7839029690945537e-05,2.0285974477138934e-06,2.0297162207137673e-06,4.9511012582249432e-06,1.4514588415729736e-09,2.3448588654814755e-13,5.6360582373139931e-10,1.0620684932474144e-05,1.023739138577411e-17,6.8374139298398442e-12,4.2902728612199215e-11,1.4244303831830693e-13,1.4242817780802654e-13,1.1475261693008128e-17,2.0116533765394006e-12,3.3852485801814272e-18,5.2622082970795018e-13,4.6073403959941943e-32,4.2402167348206945e-32,4.2402384675292161e-32,4.3313369960334709e-18,1.7984642526096007e-19,2.9101365156575612e-18,5.2705341696356268e-20,3.1075050440617122e-20,1.0632628784087642e-19,1.1348130137639915e-23,6.3074713139711606e-28,7.1646999574678968e-28,1.0230233215025234e-32,8.8535584070041429e-37,5.9262512211980283e-34,6.6913225476521858e-31,2.3770374466986575e-34,9.3776809189445522e-13,1.3415505634123334e-18,6.4273824779227428e-22,1.4531922866105909e-21,7.1879029956454554e-23,6.6666730465426691e-22,6.252746027819638e-30,3.6253984882466947e-30,1.2504321950646896e-27,3.8965750186871652e-32,3.2762276112329045e-27,2.8059658237987959e-32,2.8402449930829001e-32,1.6029537007760753e-31,5.9946859259751774e-31,5.9944703114009656e-31,2.9577028459939068e-36,6.368453332388309e-27,8.3002978841793567e-28,6.2547255348153611e-31,2.9400438686216241e-34,6.3723447546725462e-35,3.5762617346035967e-38,3.4197442676967968e-38,2.5850960216923393e-44,2.2471287545434422e-27,1.9222808180666512e-28,1.8616329954783195e-35,3.6380562274338211e-44,1.0974682231624502e-48,5.1108389903863588e-49,2.1143536708813703e-35,9.8533506457920087e-17,3.3438837653887793e-22,1.7857083619946033e-22,5.2826684769860148e-20,2.6970417729889841e-37,1.4280846162980542e-38,2.8099120413951496e-38,2.3324233335091632e-43,1.1280856411453123e-42,2.2021508557997413e-43,3.7776077602777382e-13,1.4618587287133637e-18,6.460447064094647e-12,2.9401556727406432e-16,2.8774129363726264e-18
5.410970676974241e-13,0.8144769834764424,1.9583289994654584e-10,1.1003758160780406e-16,1.0994279166739781e-16,7.1615971845177235e-22,5.2397559325282435e-22,0.0,0.0,9.100276034854658e-12,2.2727204516967966e-20,154.0,0.0,0.99996030030133798,0.99999999999285283,18.999999997798248,5.3669868451323651e-07,1.8189289496707268e-05,2.1204929516957865e-06,2.1217136106800455e-06,5.3191213434870021e-06,1.5848121444998816e-09,2.4511486141266521e-13,6.075782293870068e-10,1.1410131532672647e-05,1.1177966968015765e-17,7.4713622181031101e-12,4.6872865704866302e-11,1.6268689954763037e-13,1.626695857654985e-13,1.3326122088237669e-17,2.2677767664636677e-12,3.9876600347513037e-18,5.7501187260255145e-13,6.2825439102389553e-32,5.7819739040892325e-32,5.7820048826374175e-32,4.9493253079521564e-18,2.0541699103400326e-19,3.1371858980164767e-18,5.6854787499677864e-20,3.4192965027444351e-20,1.2266372359072797e-19,1.3719122298123199e-23,7.9866619647737797e-28,9.0732448149069573e-28,1.3566958872248293e-32,1.1753008237203009e-36,7.5367193228731422e-34,8.4740912899325599e-31,3.1025904254251945e-34,1.0571636803525371e-12,1.465842550845962e-18,7.3371767761674257e-22,1.6157875136349827e-21,7.8789673734937893e-23,7.6474505796353297e-22,7.1378309755346612e-30,4.1385778271468335e-30,1.5012972854832906e-27,4.702339054493478e-32,3.9334792443530192e-27,3.3725716274382309e-32,3.4107809885943649e-32,1.9501939658202234e-31,7.5324063227815178e-31,7.5321228062692278e-31,3.8891357655530659e-36,7.8653192606978733e-27,1.0240205069959336e-27,8.0778258087900408e-31,3.9727101095437457e-34,8.5932606024660789e-35,5.0062944108653898e-38,4.8347506358812957e-38,3.8229642067530891e-44,2.7541276369317676e-27,2.4686543899293457e-28,2.4478915973057759e-35,5.380390528048316e-44,1.697451037325253e-48,7.9055308500417409e-49,2.6570264289082728e-35,1.1138080561043179e-16,3.7821645655362125e-22,2.0191876553337014e-22,6.2542234792836393e-20,3.3809670574112935e-37,1.8740458365822286e-38,3.6775325778534387e-38,3.0704600274564065e-43,1.5299463314978315e-42,2.8915225250408629e-43,3.9488822400744418e-13,1.5974158778352181e-18,6.7533180365525743e-12,3.2127366775772285e-16,3.144247942526343e-18
5.645643981287534e-13,0.814476983475625,2.0432867787472239e-10,1.1979747960206755e-16,1.1969237653984238e-16,8.1343946874863044e-22,5.9516972080651848e-22,0.0,0.0,9.5415282192528762e-12,2.4863623238098851e-20,154.0,0.0,0.99995858556256279,0.99999999999254285,18.999999997613678,5.5997473415414144e-07,1.8517426387742878e-05,2.2123822124419153e-06,2.21370964116213e-06,5.6940678222806193e-06,1.7239143258063373e-09,2.5574367952258403e-13,6.5259227578530368e-10,1.2214436187595085e-05,1.2159091372787308e-17,8.1334062700896035e-12,5.1017926233513158e-11,1.8476128747722441e-13,1.8474125493886082e-13,1.5369860742612315e-17,2.5424195374814233e-12,4.6626776100952307e-18,6.2596541916594734e-13,8.4546851238178329e-32,7.7810977468732281e-32,7.781141244693365e-32,5.6236297027915855e-18,2.3330174930321935e-19,3.3696137797373906e-18,6.1104876490353886e-20,3.7458742642934792e-20,1.4059956335143111e-19,1.644524062056142e-23,1.0007362702304317e-27,1.1370292562533699e-27,1.776911619033063e-32,1.5408696421760715e-36,9.48148885365372e-34,1.061985824089716e-30,4.0040917518296761e-34,1.1851921875430939e-12,1.5956323899826027e-18,8.3285884188986527e-22,1.7875441192749407e-21,8.6019043852366531e-23,8.7200606217309307e-22,8.1023174955714449e-30,4.6977947567929319e-30,1.788174912566045e-27,5.6272764517538156e-32,4.6850735995369128e-27,4.0210222632964744e-32,4.0633153368038407e-32,2.3514289523491395e-31,9.3709389208093815e-31,9.3705705296437471e-31,5.0533857174904495e-36,9.623999310069655e-27,1.2516448860804825e-27,1.031598928402538e-30,5.2981673565887543e-34,1.1437279826861705e-34,6.9042602666712358e-38,6.7334548802618999e-38,5.5588679257524779e-44,3.3443501729914108e-27,3.1350550503818678e-28,3.1806880341410105e-35,7.8238548153289535e-44,2.5765903804361926e-48,1.2000869728675958e-48,3.3059493205705343e-35,1.2520325820222783e-16,4.2538922083729953e-22,2.2704396250488904e-22,7.349292155778187e-20,4.1964075666459608e-37,2.4301792486341417e-38,4.7574973872123426e-38,3.9931711539998798e-43,2.0466728444829631e-42,3.7516001384536105e-43,4.1201578044912078e-13,1.7389827709455799e-18,7.0461872190136708e-12,3.4973945369522292e-16,3.4229146422759384e-18
5.880317285600826e-13,0.8144769834747767,2.1282466562206316e-10,1.2997272445092885e-16,1.2985680957225352e-16,9.191524737176929e-22,6.7253963498524229e-22,0.0,0.0,9.9866558164094032e-12,2.7106613466353565e-20,154.0,0.0,0.99995687114166365,0.99999999999223288,18.999999997422385,5.832507403856663e-07,1.882483752786743e-05,2.3042652435865757e-06,2.3057043619911609e-06,6.0755032044428905e-06,1.8687518238268481e-09,2.663723461616529e-13,6.9859819279984471e-10,1.303266043477505e-05,1.3180668944983459e-17,8.8235455821730976e-12,5.5337819225777741e-11,2.0874509560126059e-13,2.0872206418183458e-13,1.7616301770077919e-17,2.8359142871106058e-12,5.4151176427864305e-18,6.7908144282677232e-13,1.1240934721157692e-31,1.0345433597785018e-31,1.034549383522366e-31,6.3567332067267413e-18,2.636007031558626e-19,3.6071631733753104e-18,6.545095051239644e-20,4.0872036417247461e-20,1.6020774673373095e-19,1.9560384053287807e-23,1.2419388449953942e-27,1.4112597271617237e-27,2.3008431598478169e-32,1.9971927059592218e-36,1.1810345077627209e-33,1.3181675534218025e-30,5.1141628018790776e-34,1.3220086361428016e-12,1.7309192384779654e-18,9.4050526248133808e-22,1.9684785565856461e-21,9.3567302661461088e-23,9.8886117297427175e-22,9.1495475830729811e-30,5.3049869863545886e-30,2.1143593427446031e-27,6.6826146868354979e-32,5.5396392936055038e-27,4.7588488497886516e-32,4.80535667556262e-32,2.8120300577536305e-31,1.1552442237320806e-30,1.1551968759098583e-30,6.494891477315733e-36,1.167573157106062e-26,1.5168531844434564e-27,1.3039372501979472e-30,6.9812987307750825e-34,1.5040407135535893e-34,9.3921303407455798e-38,9.2494984102530204e-38,7.9585736468856122e-44,4.0266465782453521e-27,3.9406760093718132e-28,4.0879923524929426e-35,1.120187048317951e-43,3.8441865349687312e-48,1.7906280292457558e-48,4.0760344986251626e-35,1.400229860984568e-16,4.7598312691306367e-22,2.5398690876797684e-22,8.5770114118888298e-20,5.161276687308512e-37,3.1171492076764068e-38,6.0893835622610239e-38,5.1356290009735259e-43,2.7036909627577417e-42,4.814474596058673e-43,4.2914344551085492e-13,1.8865594364409247e-18,7.3390546122384612e-12,3.7941286572628827e-16,3.7134132540516951e-18
