Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421)
1.51838809894515e-09,0.7175156378092837,1.0603951068096505e-08,7.8225673469950975e-12,9.8050138027754594e-12,3.7356648171277722e-17,7.8103167400006646e-14,0.0,0.0,7.1225644474774779e-07,7.4754516040925559e-11,154.0,0.0,0.9946089987361264,1.0,18.999915115416457,0.00027723057590508382,9.4921623656507355e-07,0.00096570251531199439,0.0010553358052078211,0.0011328860476220296,8.2724773231081163e-05,2.2265755507821013e-10,1.4332726524056168e-06,0.0018610422951409722,8.7968050876227973e-13,4.794065201413274e-06,1.2095787633551228e-06,7.1143538330076679e-06,7.1120214057505858e-06,1.4519393024370764e-09,1.2671893384481423e-07,8.7770058043329621e-10,3.6409872734464619e-07,4.6134326305117946e-13,4.6563241626263305e-13,4.6670950002274752e-13,1.164231466938868e-08,1.6299699141242617e-11,1.0608230176585116e-14,3.5111706936432046e-16,9.9114844886320492e-16,3.4077612394218999e-12,6.7866011013648309e-13,2.9656728462865151e-14,2.4672683367046885e-14,9.3945505262088109e-16,2.0163974404003549e-18,1.4437401993883093e-20,1.4539742440595236e-16,3.8539586825329771e-18,7.6060727475044371e-08,4.4363399916279877e-14,3.7450950353642204e-15,2.6402354389350723e-17,1.0238903294412601e-17,2.5637353830483865e-14,5.6080156582592372e-23,3.2214672388571499e-23,1.8270456578968739e-16,4.0047122340184385e-21,1.4489291285067608e-16,2.1323977753694389e-21
1.5404732363243135e-09,0.7175156336829838,1.0822584783873128e-08,8.0849469263952562e-12,1.0216164692811073e-11,3.9782772682151973e-17,8.2353865531693969e-14,0.0,0.0,7.3304995921818528e-07,7.9167032270257822e-11,154.0,0.0,0.99453082949251748,1.0,18.99991386447039,0.00028124331268498666,9.491486306432318e-07,0.00097953172997025727,0.0010705958476623081,0.0011493164551814898,8.3933595987163319e-05,2.2587714597162884e-10,1.45400842033904e-06,0.001888051778065108,8.9253491486980111e-13,4.9340067232855522e-06,1.2284094620185244e-06,7.3378904631806631e-06,7.3354846023752527e-06,1.4975637263396466e-09,1.2935474168266705e-07,9.0528702989873075e-10,3.7493337933848894e-07,4.9780599547160013e-13,5.0301748609901088e-13,5.0419900606583291e-13,1.2155038006488736e-08,1.6830696775352809e-11,1.0761703976029294e-14,3.6086178712459079e-16,1.0306707403200721e-15,3.5769027381585022e-12,7.2056242935355324e-13,3.1564667054749142e-14,2.6442747872010426e-14,1.0158446090553573e-15,2.2046631616631175e-18,1.5473174404304655e-20,1.5633114588927805e-16,4.1967232078900795e-18,7.7633027384401336e-08,4.5486201814730671e-14,3.8418839826559796e-15,2.7070684427249353e-17,1.0630257466572538e-17,2.6655509711217448e-14,5.7529502816139089e-23,3.3047234508617572e-23,1.9283660903558371e-16,4.2268001817648495e-21,1.5293912648541837e-16,2.2508146740875803e-21
1.562558373703477e-09,0.717515629572784,1.1043016069214194e-08,8.3525179250465201e-12,1.0639922030259023e-11,4.2330355789260284e-17,8.6782417298007086e-14,0.0,0.0,7.5414049356463686e-07,8.3771615874526809e-11,154.0,0.0,0.99445266722059156,1.0,18.999912613699671,0.00028525548850611825,9.490810318758677e-07,0.00099335540049793865,0.0010858533109653547,0.0011657453636964069,8.5141933800128656e-05,2.2909619224148989e-10,1.4747406811464163e-06,0.0019150593287905538,9.0538416415897908e-13,5.0759459699919308e-06,1.2472326267734752e-06,7.5648795355588691e-06,7.5623990963202631e-06,1.5438928567628664e-09,1.3199774505886513e-07,9.3329967400943837e-10,3.8593162533583187e-07,5.3652184560821406e-13,5.4276775785976601e-13,5.4406203094752924e-13,1.2682505838866093e-08,1.7370535037598641e-11,1.0915151817001912e-14,3.7074347234241508e-16,1.0712737982208347e-15,3.7522792732855897e-12,7.6451102832319339e-13,3.3569829733020883e-14,2.8315650870691687e-14,1.0973352703350113e-15,2.4077766393105975e-18,1.6569124223530621e-20,1.6794071580085708e-16,4.5649124667573879e-18,7.9209387607423876e-08,4.6619921943204182e-14,3.9396334651708364e-15,2.77455143563014e-17,1.1030471479764401e-17,2.7697683489350755e-14,5.899323238751188e-23,3.3888058989953247e-23,2.0336689472439488e-16,4.4576174732301333e-21,1.6130237919512509e-16,2.3738974745160861e-21
1.5846435110826406e-09,0.7175156254786772,1.1265242831815244e-08,8.6253189745871497e-12,1.1076548742090586e-11,4.5003747003193337e-17,9.139427934607152e-14,0.0,0.0,7.7552795523425035e-07,8.8573728958972538e-11,154.0,0.0,0.99437451192018711,1.0,18.999911363104076,0.00028926710343087135,9.4901343765828179e-07,0.0010071735282195932,0.0011011081950997599,0.0011821727734654956,8.6349786786026978e-05,2.3231469423290082e-10,1.4954694348041739e-06,0.001942064947771288,9.18228257951786e-13,5.219882288310667e-06,1.2660482578449127e-06,7.7953196685947098e-06,7.7927635058463869e-06,1.5909264114444475e-09,1.3464766294546524e-07,9.6173834205890701e-10,3.9709366595191984e-07,5.7759187787318443e-13,5.8499359327268162e-13,5.8640945826674844e-13,1.3224922148416477e-08,1.7919224936356352e-11,1.1068573702994839e-14,3.8076229662190727e-16,1.1129728057390801e-15,3.9340377096209675e-12,8.1057975554019869e-13,3.5675894272249164e-14,3.0296007149160597e-14,1.1841963122980073e-15,2.626701491107601e-18,1.7727951875479512e-20,1.8025924794547117e-16,4.960058430573165e-18,8.0789644157145036e-08,4.7764509153952484e-14,4.0383387133197786e-15,2.8426813713347366e-17,1.1439606053302472e-17,2.8764048176329975e-14,6.0471273875323336e-23,3.473710480532484e-23,2.1430468741754022e-16,4.6973671875149507e-21,1.6999008945182552e-16,2.5017553550729888e-21
1.6067286484618042e-09,0.7175156214006568,1.148926298138311e-08,8.90338866152158e-12,1.1526310748584356e-11,4.7807392697440084e-17,9.619502279419961e-14,0.0,0.0,7.9721225160443873e-07,9.3578908398664793e-11,154.0,0.0,0.99429636359114304,1.0,18.999910112683359,0.00029327815752163398,9.4894585163045564e-07,0.0010209861144597511,0.0011163605000485291,0.0011985986847787753,8.7557155060905741e-05,2.3553265143760571e-10,1.5161946812890105e-06,0.0019690686354468198,9.3106719735503646e-13,5.365815025139254e-06,1.2848563557205031e-06,8.029209480808519e-06,8.0265764492631206e-06,1.6386641081320276e-09,1.3730422496875308e-07,9.9060286334653349e-10,4.0841970168887085e-07,6.2111999500675582e-13,6.29808715455049e-13,6.3135555720656239e-13,1.3782490711472499e-08,1.847677746905902e-11,1.1221969628530763e-14,3.9091842255839206e-16,1.1557829357314666e-15,4.1223261370033718e-12,8.5884414017107148e-13,3.788662718467238e-14,3.2388576847060537e-14,1.2767075048911173e-15,2.8624508194224222e-18,1.8952442840865417e-20,1.9332106171213208e-16,5.3837655657242187e-18,8.2373639415997185e-08,4.8919914707709576e-14,4.1379951756016751e-15,2.911455346937043e-17,1.1857721261639882e-17,2.9854774821652584e-14,6.1963559124270974e-23,3.5594332803570162e-23,2.256593155934028e-16,4.9462538048033474e-21,1.7900972863306103e-16,2.6344982727748865e-21
1.6288137858409677e-09,0.717515617338716,1.171507442963552e-08,9.1867655272632492e-12,1.1989476958970477e-11,5.0745837009731615e-17,1.0119033453094036e-13,0.0,0.0,8.1919328998296759e-07,9.8792765765123625e-11,154.0,0.0,0.99421822223329726,1.0,18.999908862437305,0.00029728865084078994,9.4887826961841016e-07,0.0010347931605429186,0.0011316102257948751,0.0012150230979230375,8.8764038740810154e-05,2.3875006429091168e-10,1.5369164205779169e-06,0.0019960703922511755,9.4390098371338467e-13,5.513743527494438e-06,1.303656921098694e-06,8.2665475908403986e-06,8.2638365449802704e-06,1.6871056645936953e-09,1.3996717101026131e-07,1.0198930671840068e-09,4.199099329356989e-07,6.672129684614589e-13,6.7733025655242312e-13,6.790180308866441e-13,1.4355415098921451e-08,1.9043203622912522e-11,1.1375339598053701e-14,4.012120224676811e-16,1.1997193506237809e-15,4.3172938516848533e-12,9.0938140420668356e-13,4.0205884434085717e-14,3.4598267811286885e-14,1.3751593588176813e-15,3.1160890217806113e-18,2.0245469034517045e-20,2.0716170939599355e-16,5.8377133138906099e-18,8.3961221891372383e-08,5.0086092213376368e-14,4.2385985131358019e-15,2.9808705993582959e-17,1.2284876556757969e-17,3.0970032579413255e-14,6.3470023162481145e-23,3.6459705662300887e-23,2.3744017088662275e-16,5.2044831896875197e-21,1.8836882043799873e-16,2.7722369546433885e-21
1.6508989232201313e-09,0.7175156132928474,1.1942675090300107e-08,9.4754880681764382e-12,1.2466319267178043e-11,5.3823722719738678e-17,1.0638601848301389e-13,0.0,0.0,8.4147097760804385e-07,1.0422098725462197e-10,154.0,0.0,0.99414008784648766,1.0,18.999907612365661,0.00030129858345071854,9.4881069554865867e-07,0.0010485946677935771,0.0011468573723222189,0.0012314460131761587,8.9970437941783065e-05,2.4196693228928135e-10,1.5576346526481558e-06,0.0020230702186035442,9.5672961813474795e-13,5.6636671425122247e-06,1.3224499548594007e-06,8.5073326174794629e-06,8.5045424115369438e-06,1.736250798623895e-09,1.4263625083785944e-07,1.0496087828989148e-09,4.3156455996833654e-07,7.1598046769815575e-13,7.2767880418846599e-13,7.2951806352360783e-13,1.4943898676320351e-08,1.9618514375391569e-11,1.1528683606138344e-14,4.1164325885249524e-16,1.2447972023903167e-15,4.5190913384685851e-12,9.6227047404549231e-13,4.2637612116418227e-14,3.693013788461615e-14,1.4798533682561492e-15,3.3887336124865362e-18,2.1609990144631692e-20,2.2181800318945128e-16,6.3236585884569493e-18,8.5552245989951823e-08,5.1262997571214791e-14,4.3401445945123951e-15,3.0509245019598629e-17,1.2721130789232163e-17,3.2109988770952757e-14,6.4990604125221443e-23,3.7333187843908918e-23,2.4965670737956702e-16,5.4722625756361852e-21,1.980749403440765e-16,2.915082889708157e-21
1.6729840605992949e-09,0.7175156092630441,1.2172062879113148e-08,9.7695947356195193e-12,1.2957112547438521e-11,5.7045792154901867e-17,1.1178799692595566e-13,0.0,0.0,8.6404522164840291e-07,1.0986933361402356e-10,154.0,0.0,0.99406196043055195,1.0,18.999906362468209,0.00030530795541379452,9.4874312537256497e-07,0.0010623906375361834,0.0011621019396141855,0.0012478674308132988,9.1176352779865036e-05,2.4518325605776279e-10,1.5783493774772813e-06,0.0020500681149184705,9.6955310201154151e-13,5.8155852174478982e-06,1.3412354580393183e-06,8.7515631796884766e-06,8.7486926676259272e-06,1.7860992280484445e-09,1.4531122373654212e-07,1.0797498398377539e-09,4.4338378294965829e-07,7.6753509023088355e-13,7.8097844944531773e-13,7.8298036915510219e-13,1.5548144604014907e-08,2.0202720694682737e-11,1.1682001659226632e-14,4.222123058160056e-16,1.2910316324642473e-15,4.7278702524382201e-12,1.0175919922892282e-12,4.5185847152887476e-14,3.9389397264255136e-14,1.5911022628555824e-15,3.681557143670052e-18,2.3049055012944787e-20,2.3732804329152628e-16,6.8434384084654822e-18,8.7146571792040351e-08,5.2450588915401296e-14,4.4426294905851702e-15,3.1216145611227791e-17,1.3166542229542578e-17,3.3274808948197415e-14,6.6525243176019967e-23,3.8214745550441926e-23,2.623184408908532e-16,5.7498005493985156e-21,2.0813571506170751e-16,3.0631483209813278e-21
1.6950691979784584e-09,0.7175156052492994,1.2403235713818396e-08,1.0069123935989181e-11,1.3462134649791252e-11,6.0416888114954531e-17,1.1740231182371448e-13,0.0,0.0,8.8691592920340099e-07,1.1574364006493426e-10,154.0,0.0,0.99398383998532736,1.0,18.999905112744717,0.00030931676679238839,9.4867556342164664e-07,0.0010761810710951706,0.0011773439276546109,0.0012642873511010471,9.2381783371094374e-05,2.483990348874375e-10,1.5990605950431175e-06,0.0020770640815962272,9.8237143639983283e-13,5.9694970996760237e-06,1.3600134318056188e-06,8.9992378966301108e-06,8.9962859321196747e-06,1.8366506707298204e-09,1.4799185814136613e-07,1.1103160673691587e-09,4.5536780192950463e-07,8.2199239211387116e-13,8.3735683587260784e-13,8.3953324141781729e-13,1.6168355837261145e-08,2.0795833540121485e-11,1.1835293749737163e-14,4.3291932354395112e-16,1.3384377717264908e-15,4.9437834004613827e-12,1.0754283296368207e-12,4.7854717989016938e-14,4.198141090465374e-14,1.709230266179503e-15,3.9957892051905183e-18,2.4565803040801769e-20,2.5373124683111991e-16,7.3989726424182138e-18,8.8744064827356939e-08,5.364882655643859e-14,4.5460494692509417e-15,3.192938412818334e-17,1.3621168589417583e-17,3.4464656957140972e-14,6.8073884429568512e-23,3.9104346679092249e-23,2.7543494826667386e-16,6.0373070354693048e-21,2.1855882199142225e-16,3.2165462374678693e-21
1.717154335357622e-09,0.7175156012516062,1.263619151416576e-08,1.0374114030764468e-11,1.3981666395606854e-11,6.3941954790980829e-17,1.2323512616262502e-13,0.0,0.0,9.1008300730310561e-07,1.2184981622811167e-10,154.0,0.0,0.99390572651065123,1.0,18.999903863194941,0.00031332501764886592,9.4860800523158499e-07,0.0010899659697949453,0.0011925833364275337,0.0012807057743040237,9.3586729831506964e-05,2.5161426957694635e-10,1.6197683053237797e-06,0.0021040581190336595,9.9518462273573792e-13,6.1254021366904716e-06,1.3787838774317754e-06,9.2503553876910565e-06,9.2473208240941449e-06,1.8879048445720594e-09,1.5067793128496354e-07,1.1413072948868492e-09,4.6751681684470581e-07,8.7947091802659684e-13,8.9694520825360087e-13,8.9930860309039365e-13,1.6804735126346633e-08,2.1397863862585955e-11,1.1988559885940623e-14,4.4376448772495623e-16,1.3870307403963145e-15,5.1669847229924029e-12,1.1358635965258728e-12,5.0648445278931074e-14,4.4711700900725903e-14,1.8345733541840294e-15,4.332718460542697e-18,2.6163465583765178e-20,2.710683769089352e-16,7.9922668035943108e-18,9.0344595859921327e-08,5.4857672925222507e-14,4.6504009903793046e-15,3.2648938192777621e-17,1.4085067042574199e-17,3.5679694999483464e-14,6.9636474874558136e-23,4.0001960778128561e-23,2.8901586669832175e-16,6.3349932811286556e-21,2.2935198870145868e-16,3.375390366476803e-21
1.7392394727367856e-09,0.717515597269957,1.2870928201909947e-08,1.0684603336550307e-11,1.4515991573158794e-11,6.7626038672622113e-17,1.2929272527070269e-13,0.0,0.0,9.3354636290838543e-07,1.2819384604863952e-10,154.0,0.0,0.9938276200063596,1.0,18.999902613818662,0.00031733270804558872,9.4854045540148642e-07,0.0011037453349598903,0.0012078201659172034,0.0012971227006784416,9.47911922771364e-05,2.5482895919369485e-10,1.6404725082976582e-06,0.002131050227613617,1.0079926620188533e-12,6.2832996761044253e-06,1.3975467962787798e-06,9.5049142725007679e-06,9.5017959628473122e-06,1.939861467524512e-09,1.5336922886333617e-07,1.1727233518119359e-09,4.7983102751910557e-07,9.400922307270134e-13,9.5987846079414544e-13,9.6244205506267135e-13,1.745748501671036e-08,2.20088226048218e-11,1.2141800057906889e-14,4.5474795605475783e-16,1.4368256480316634e-15,5.3976292763184624e-12,1.1989836544235601e-12,5.357134254917107e-14,4.7585948834471978e-14,1.9674795120755521e-15,4.6936947091446632e-18,2.7845367324805501e-20,2.8938157158365483e-16,8.6254148840002294e-18,9.1948040684322574e-08,5.6077092519279378e-14,4.755680700939078e-15,3.3374786657905807e-17,1.4558294244627249e-17,3.6920083691857835e-14,7.121296430211441e-23,4.0907559005492196e-23,3.0307089307277751e-16,6.6430718422062127e-21,2.4052299243108744e-16,3.539795166311284e-21
1.7613246101159491e-09,0.7175155933043458,1.3107443700808874e-08,1.1000630125120938e-11,1.506539693321107e-11,7.147428945009958e-17,1.3558151813184004e-13,0.0,0.0,9.5730590291100019e-07,1.3478178772132846e-10,154.0,0.0,0.99374952047228937,1.0,18.999901364615653,0.00032133983804491376,9.4847290914523977e-07,0.0011175191679143623,0.0012230544161080719,0.0013135381304791615,9.5995170824013875e-05,2.5804310480444028e-10,1.6611732039434265e-06,0.0021580404077165298,1.020795555752827e-12,6.4431890656503892e-06,1.4163021897809617e-06,9.7629131709456228e-06,9.7597099679130382e-06,1.9925202575846992e-09,1.5606554471614503e-07,1.2045640675946243e-09,4.9231063366358473e-07,1.0039809401057353e-12,1.0262951850860665e-12,1.0290729250878886e-12,1.8126807849062295e-08,2.2628720701709674e-11,1.2295014276729118e-14,4.6586990678970583e-16,1.4878375934110951e-15,5.6358732151033819e-12,1.264876126865143e-12,5.6627816847794592e-14,5.0609998102203082e-14,2.1083089912509397e-15,5.0801309877829812e-18,2.9614927636140439e-20,3.0871437299468944e-16,9.3006022447507505e-18,9.355427993103086e-08,5.7307051850654493e-14,4.8618854302743554e-15,3.4106909576018913e-17,1.5040906352402062e-17,3.8185982123218379e-14,7.2803305233431579e-23,4.1821114087566052e-23,3.1760978334951483e-16,6.9617565694203264e-21,2.5207965961440347e-16,3.7098758192597565e-21
1.7834097474951127e-09,0.7175155893547646,1.3345735936622093e-08,1.1322232623463363e-11,1.5630172184596932e-11,7.5491960916295258e-17,1.4210803870238395e-13,0.0,0.0,9.8136153413368896e-07,1.4161977361592222e-10,154.0,0.0,0.99367142790827645,1.0,18.999900115585671,0.00032534640770919351,9.4840537143266284e-07,0.001131287469982694,0.0012382860869848021,0.0013299520639527636,9.7198665588168267e-05,2.6125670517761035e-10,1.681870392240038e-06,0.0021850286597090381,1.0335933048617962e-12,6.6050696531802092e-06,1.435050059434256e-06,1.0024350703180602e-05,1.0021061459072529e-05,2.0458809328006398e-09,1.5876668051801535e-07,1.2368292717156539e-09,5.0495583487608545e-07,1.0712647320290789e-12,1.0963377181203771e-12,1.0993443165968823e-12,1.8812905759503151e-08,2.3257569080496368e-11,1.2448202529336563e-14,4.7713049436670871e-16,1.5400816645523955e-15,5.8818737751093284e-12,1.3336304103221105e-12,5.9822369383572559e-14,5.3789856235726663e-14,2.2574345675870114e-15,5.4935057204698471e-18,3.1475661937541059e-20,3.2911175676572474e-16,1.0020108575901048e-17,9.5163198878594738e-08,5.8547519394999353e-14,4.9690121854892944e-15,3.4845288168803597e-17,1.5532959042771267e-17,3.9477547910891029e-14,7.4407452852538761e-23,4.2742600280162538e-23,3.3264235195741737e-16,7.2912625951578294e-21,2.6402986541987407e-16,3.8857482248191858e-21
1.8054948848742763e-09,0.7175155854212073,1.3585802837109097e-08,1.1649449013820907e-11,1.6210609989790547e-11,7.9684411868517537e-17,1.488789472295286e-13,0.0,0.0,1.0057131633302613e-06,1.4871401020214226e-10,154.0,0.0,0.99359334231415675,1.0,18.99989886672849,0.00032935241710077605,9.4833783711501196e-07,0.0011450502424891914,0.0012535151785322588,0.0013463645013451174,9.8401676685626067e-05,2.6446976172291783e-10,1.702564073166727e-06,0.0022120149839564198,1.0463859109358144e-12,6.7689407866650793e-06,1.4537904067858902e-06,1.0289225489639616e-05,1.0285849056364374e-05,2.099943211272912e-09,1.6147244548040726e-07,1.269518793687519e-09,5.1776683064163434e-07,1.1420743969619802e-12,1.1701521903300794e-12,1.1734031575536684e-12,1.9515980679644441e-08,2.3895378660999514e-11,1.2601364830431993e-14,4.8852990036904155e-16,1.5935729385786301e-15,6.1357892561001961e-12,1.4053376848994577e-12,6.3159596155252587e-14,5.7131697216111243e-14,2.4152418008762405e-15,5.9353649158746784e-18,3.3431183050295029e-20,3.5062016167248366e-16,1.0786310924958833e-17,9.6774687272431744e-08,5.979846554183507e-14,5.0770581469394485e-15,3.5589904797570016e-17,1.6034507531079207e-17,4.0794937255311724e-14,7.6025364936629567e-23,4.367199332895085e-23,3.4817847121132313e-16,7.6318063206843429e-21,2.7638153330526161e-16,4.0675289931443363e-21
1.8275800222534399e-09,0.7175155815036663,1.3827642332027639e-08,1.1982317433736701e-11,1.6807005960481949e-11,8.4057107007794633e-17,1.5590103156842681e-13,0.0,0.0,1.0303606971856861e-06,1.5607077797474417e-10,154.0,0.0,0.99351526368976573,1.0,18.999897618043878,0.00033335786628200522,9.4827031153236568e-07,0.0011588074867581355,0.0012687416907355177,0.0013627754428938935,9.9604204232411368e-05,2.6768227281144538e-10,1.7232542467030091e-06,0.0022389993808102984,1.0591733747987529e-12,6.9348018141955571e-06,1.4725232334255534e-06,1.0557536151044262e-05,1.0554071380093082e-05,2.1547068111563943e-09,1.6418265606477635e-07,1.3026324630555556e-09,5.3074382033236724e-07,1.2165438582972571e-12,1.2478885735488367e-12,1.2514002492371103e-12,2.0236234336728414e-08,2.4542160355786065e-11,1.2754501162769547e-14,5.0006827497062023e-16,1.6483264817568182e-15,6.3977790049707109e-12,1.4800909248335232e-12,6.6644188569210296e-14,6.0641863774015736e-14,2.5821292947637714e-15,6.4073244086443368e-18,3.5485202543308244e-20,3.7328751950979399e-16,1.1601686789407681e-17,9.8388639150648101e-08,6.1059862546121696e-14,5.1860206638415062e-15,3.6340742934408886e-17,1.6545606589043211e-17,4.2138304993309784e-14,7.7657001792800818e-23,4.4609270432601062e-23,3.6422807074977882e-16,7.9836054038192097e-21,2.891426345891338e-16,4.2553354387414641e-21
1.8496651596326034e-09,0.7175155776021354,1.4071252353131978e-08,1.232087597609711e-11,1.7419658653158894e-11,8.8615617834950253e-17,1.631812084969546e-13,0.0,0.0,1.0553040423161814e-06,1.6369643137864624e-10,154.0,0.0,0.9934371920349383,1.0,18.999896369531605,0.00033736275531522,9.4820278914388267e-07,0.0011725592041137807,0.0012839656235798568,0.0013791848888366777,0.00010080624834454576,2.7089424030963521e-10,1.7439409128286783e-06,0.0022659818506219642,1.071955698155759e-12,7.1026520839815703e-06,1.4912485409781597e-06,1.0829281308411091e-05,1.0825727050836069e-05,2.2101714506616937e-09,1.6689713570706255e-07,1.3361701093987758e-09,5.4388700320755236e-07,1.2948102003665072e-12,1.329700728846314e-12,1.3334903149089547e-12,2.0973868253747878e-08,2.519792507032502e-11,1.2907611545858117e-14,5.117458042421188e-16,1.7043573493441381e-15,6.6680033991158108e-12,1.557984908781827e-12,7.0280934044986643e-14,6.4326869674319253e-14,2.7585089569216606e-15,6.9110721436114483e-18,3.7641532070019248e-20,3.9716328513461239e-16,1.2468817272239871e-17,1.0000495267690377e-07,6.2331684481161983e-14,5.295897250003996e-15,3.7097787134152356e-17,1.7066310562192849e-17,4.350780464990483e-14,7.9302326191270004e-23,4.5554410205015383e-23,3.8080113699428631e-16,8.3468787470818626e-21,3.0232118803917384e-16,4.4492855744089035e-21
1.871750297011767e-09,0.7175155737166069,1.4316630834171077e-08,1.2665162689175082e-11,1.8048869564693041e-11,9.3365623543984673e-17,1.7072652502887744e-13,0.0,0.0,1.0805431052693042e-06,1.7159739873408791e-10,154.0,0.0,0.99335912734950949,1.0,18.999895121191447,0.00034136708426275506,9.4813527569609827e-07,0.0011863053958803571,0.0012991869770507642,0.0013955928394028885,0.0001020078091380485,2.7410566206426882e-10,1.7646240715238126e-06,0.0022929623937291044,1.084732881698424e-12,7.2724909443524432e-06,1.5099663310979726e-06,1.1104459583057424e-05,1.1100814689449246e-05,2.2663368480562865e-09,1.6961571455284591e-07,1.3701315623305926e-09,5.5719657841361383e-07,1.3770136961528833e-12,1.4157464542677193e-12,1.419832048396122e-12,2.172908374956592e-08,2.5862683703118022e-11,1.3060695956941545e-14,5.2356263280272477e-16,1.7616805856525504e-15,6.9466238300257777e-12,1.6391162299154192e-12,7.4074716609326617e-14,6.8193401986128926e-14,2.9448062595243939e-15,7.4483705040885083e-18,3.990408469675759e-20,4.2229846669738738e-16,1.3390390302506381e-17,1.0162352997990622e-07,6.3613907192769449e-14,5.4066855796725781e-15,3.7861023007077634e-17,1.7596673386791503e-17,4.4903588488695785e-14,8.0961303306442655e-23,4.6507392640791904e-23,3.9790771262900445e-16,8.7218464862862825e-21,3.1592525947648957e-16,4.6494981054135548e-21
1.8938354343909306e-09,0.717515569847074,1.4563775710886819e-08,1.3015215576673507e-11,1.8694943127928034e-11,9.8312911913267317e-17,1.7854415972613551e-13,0.0,0.0,1.1060777925240392e-06,1.797801821617771e-10,154.0,0.0,0.9932810696333142,1.0,18.999893873023165,0.00034537085318694065,9.4806776522893907e-07,0.0012000460633820667,0.0013144057511339307,0.0014119992948224797,0.00010320888672893646,2.7731654054533844e-10,1.7853037227687673e-06,0.0023199410104700969,1.097504927284014e-12,7.4443177437568906e-06,1.5286766054637336e-06,1.1383069596606245e-05,1.1379332917071649e-05,2.3232027216654716e-09,1.723382292024759e-07,1.4045166514993637e-09,5.7067274498415743e-07,1.46329783472582e-12,1.5061875325040271e-12,1.5105881626140896e-12,2.2502081939035649e-08,2.6536447145811935e-11,1.3213754421878966e-14,5.3551895270388323e-16,1.8203112238694664e-15,7.2338026870935721e-12,1.7235833058243391e-12,7.8030517479341432e-14,7.2248323339202452e-14,3.1414605000809571e-15,8.0210586853180058e-18,4.227687622315221e-20,4.4874565607304513e-16,1.4369203922727303e-17,1.032442769990981e-07,6.4906508254627585e-14,5.5183834834833034e-15,3.8630437192330935e-17,1.8136748606361452e-17,4.6325807560922627e-14,8.2633900652541656e-23,4.7468199079033087e-23,4.1555789609984361e-16,9.1087299795608768e-21,3.2996296139509445e-16,4.8560924238901408e-21
1.915920571770094e-09,0.7175155659935297,1.4812684921012137e-08,1.3371072597768483e-11,1.9358186707269601e-11,1.0346338019455296e-16,1.8664142401025632e-13,0.0,0.0,1.1319080104908871e-06,1.8825135750802727e-10,154.0,0.0,0.99320301888618623,1.0,18.999892625026533,0.00034937406215010267,9.4800026392441837e-07,0.0012137812079430856,0.0013296219458152571,0.0014284042553172236,0.00010440948123322391,2.8052687290549519e-10,1.8059798665441803e-06,0.0023469177011696935,1.1102718354290103e-12,7.6181318307630458e-06,1.5473793657745511e-06,1.166510997099027e-05,1.1661280355129268e-05,2.380768789873142e-09,1.7506452246577725e-07,1.4393252065888939e-09,5.8431570183999225e-07,1.5538093484004145e-12,1.6011897784933744e-12,1.6059254380318252e-12,2.3293063733119849e-08,2.7219226283296648e-11,1.3366786910617782e-14,5.4761490128375777e-16,1.8802642861544036e-15,7.5297033416306532e-12,1.8114863882394748e-12,8.2153415634985349e-14,7.6498674166534433e-14,3.3489250625507938e-15,8.6310551132455072e-18,4.4764026494443459e-20,4.7655905948877363e-16,1.5408169643780833e-17,1.0486710333628582e-07,6.6209466924807272e-14,5.630988944520882e-15,3.9406017332029041e-17,1.8686589387717315e-17,4.7774611753238368e-14,8.4320088028922838e-23,4.8436812171029299e-23,4.3376184113239443e-16,9.5077517967808319e-21,3.4444245259612845e-16,5.0691886034580075e-21
