Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421)
1.5971844532905208e-19,0.7175159537101489,6.4733028578972947e-19,7.8884988921306126e-32,6.7455364205602859e-32,9.4226787843555638e-50,1.1731931174181613e-43,0.0,0.0,1.0078682126396068e-19,3.1230907863588227e-35,154.0,0.0,0.99999999999942546,1.0,19.0,2.9301923208108549e-14,3.2162456497730865e-13,1.1180205784359283e-13,1.1180280594044783e-13,2.6892703154007257e-20,3.4667994004540696e-23,3.4624594703155235e-23,2.0419625787764698e-23,4.4148085172750485e-20,1.7464005958427955e-33,7.1382076343243814e-26,1.3460926561213741e-25,1.0207553830889814e-34,1.0207553829155883e-34,1.4919280256259186e-44,7.3969535272880832e-34,2.4200478748999044e-45,5.218366777782235e-27,1.6633622723663156e-80,1.5536383807829346e-80,1.5536383807841528e-80,1.5367174500414042e-38,1.7486609387810795e-40,2.0403655330429583e-33,1.5663319766840213e-38,5.3216312187169253e-41,4.4203087030276974e-47,2.161986508689622e-57,1.0972611787819676e-67,2.712918257538831e-68,4.3634769868552967e-79,4.2902086033250975e-83,1.2562740142879502e-79,1.1254035952954502e-70,9.0403414762972811e-77,4.5058369955166986e-34,1.0224199528415689e-33,2.7180391510243121e-43,2.4105605250065104e-43,1.0706375202044457e-43,1.7509549287671139e-47,2.0857320483511425e-53,1.2769615101745242e-53,2.633468559278396e-59,2.4065689568328963e-69,2.0784079992649231e-59,4.9894431923562266e-69
3.1957565559757333e-19,0.7175159537101489,1.2952229785595315e-18,2.9286643051836815e-31,2.6999725059751075e-31,7.5457858030622537e-49,9.3926784587521142e-43,0.0,0.0,2.0166122772325364e-19,1.2500503361482997e-34,154.0,0.0,0.99999999999885048,1.0,19.0,5.8629304212187918e-14,6.4352841572545991e-13,2.2370125033310149e-13,2.2370274713642107e-13,1.076408762656444e-19,1.3876232295157851e-22,1.3841434590842332e-22,8.1731708768936577e-23,1.7670735984520914e-19,1.3920236581514593e-32,2.8571433231190048e-25,5.3878786376545571e-25,8.1722496865992828e-34,8.1722496838227344e-34,2.389027022971709e-43,5.9220594194843924e-33,3.8752289666984113e-44,2.0887066567828532e-26,2.1334273728411497e-78,1.9926955806405956e-78,1.9926955806437211e-78,1.2303083540339538e-37,1.3999920109582286e-39,1.6131770810607451e-32,1.2539900577907813e-37,4.2605372019728094e-40,7.0782474526664484e-46,6.9241727435133234e-56,7.0284702769002393e-66,1.7377508401125167e-66,5.590059474441123e-77,5.4961952335407609e-81,1.6094025757525136e-77,7.2087356047082473e-69,5.7960012939706462e-75,3.6074086883768676e-33,4.0923443104985673e-33,2.1760839964709347e-42,1.9299134286183207e-42,8.5715750385949857e-43,1.4365575102123718e-46,3.3234015194226201e-52,2.0340472247366828e-52,4.3181630584399902e-58,7.8895357741931726e-68,3.4080166288102629e-58,1.6356863618462915e-67
6.392900761346159e-19,0.7175159537101489,2.5910083644857698e-18,1.1260889828497213e-30,1.080340690275622e-30,6.0396880235857747e-48,7.5169973958241481e-42,0.0,0.0,4.034101025415943e-19,5.0018305761258692e-34,154.0,0.0,0.9999999999977004,1.0,19.0,1.1728406622022752e-13,1.2873356826909783e-12,4.4749963510248531e-13,4.4750262919868989e-13,4.3070354768322404e-19,5.5523003437042671e-22,5.5244798453658081e-22,3.2703321983302547e-22,7.070593386777496e-19,1.1043093558196933e-31,1.1432294884352088e-24,2.1558532543248687e-24,6.540283450251857e-33,6.540283445807576e-33,3.8239937765281574e-42,4.7394456628782538e-32,6.2028877590677113e-43,8.3575472938481854e-26,2.733557598143023e-76,2.5532381438825122e-76,2.5532381438905208e-76,9.8462060456096911e-37,1.1204190936710213e-38,1.2596020425236033e-31,1.0035284725950852e-36,3.4097189395016767e-39,1.1329787325299991e-44,2.2166636804449017e-54,4.5001363055940628e-64,1.1126340939762696e-64,7.158347138702555e-75,7.0381494264559041e-79,2.06088696577235e-75,4.6155552489460078e-67,3.7127025380972095e-73,2.8870222757263344e-32,1.6374707734026628e-32,1.7415285399094835e-41,1.5445161379385694e-41,6.8598089948646078e-42,1.2052693164045253e-45,5.2675880397086364e-51,3.221899647901873e-51,7.2357841482360903e-57,2.6422620068743791e-66,5.7106858538410609e-57,5.4778998741773861e-66
1.2787189172087009e-18,0.7175159537101488,5.1825791378847811e-18,4.4135727739826527e-30,4.3220662381566553e-30,4.8329757132737998e-47,6.014740013645454e-41,0.0,0.0,8.0690809977729499e-19,2.0010587026768632e-33,154.0,0.0,0.99999999999540023,1.0,19.0,2.3459359023583012e-13,2.5749484785012229e-12,8.9509640380271925e-13,8.9510239201173938e-13,1.7230933189167221e-18,2.2212816517206507e-21,2.199110109480157e-21,1.3083452247342733e-21,2.828695582163545e-18,8.6842881779440117e-31,4.5736623723936966e-24,8.6248167891939675e-24,5.233220437859055e-32,5.2332204307467734e-32,6.1196180431652249e-41,3.7922738853483222e-31,9.9266324806137535e-42,3.3435631285648264e-25,3.5007279613397936e-74,3.2698020225689634e-74,3.2698020225894779e-74,7.8784609040371209e-36,8.9650550376968366e-38,9.609765087496401e-31,8.0290374587698696e-36,2.7282841073568339e-38,1.8131289856714952e-43,7.0947927113219766e-53,2.8806934912042698e-62,7.1223571588456772e-63,9.1646287473056911e-73,9.0107432274330344e-77,2.6384119263586113e-73,2.9545771762201751e-65,2.37717388264781e-71,2.3100547956993738e-31,6.5509493239626715e-32,1.3934874092391615e-40,1.2358457439451526e-40,5.4887996455964055e-41,1.0533520885300472e-44,8.268079690061728e-50,5.0508543094155577e-50,1.2616312489779583e-55,9.2030492882137887e-65,9.9571512561293098e-56,1.9078719821228736e-64
2.557576599356871e-18,0.7175159537101489,1.0365720690868945e-17,1.7472695181499875e-29,1.7289672015598978e-29,3.8668727371839888e-46,4.8122489007974037e-40,0.0,0.0,1.6139050846447744e-18,8.0048924377823299e-33,154.0,0.0,0.99999999999080003,1.0,19.0,4.6921263826512913e-13,5.1501671176573156e-12,1.7902899378490516e-12,1.7903019124486601e-12,6.8929235959648604e-18,8.8858495079168113e-21,8.7100418631096706e-21,5.233801985058621e-21,1.1315685755410707e-17,6.7168335377304874e-30,1.8296138387336461e-23,3.4502074687846588e-23,4.1869738397266222e-31,4.1869738283458725e-31,9.7923306214893079e-40,3.0341028015058602e-30,1.588420400819295e-40,1.3375341014940177e-24,7.8464482586529846e-72,7.3288563621623323e-72,7.3288563622541338e-72,6.3033673143801556e-35,7.172724994092257e-37,7.0314216643410164e-30,6.4226959963143161e-35,2.1828199687103281e-37,2.9012827756248672e-42,2.2705579076184995e-51,1.8438291347632838e-60,4.5587667568571288e-61,1.1731914123824147e-70,1.1534921196184479e-74,3.3772967067682366e-71,1.8911194612266129e-63,2.0107740700104922e-69,1.8482166475709258e-30,2.6205929749673946e-31,1.1148957435906981e-39,9.887675393525561e-40,4.3913129732262694e-40,9.8509405684197989e-44,1.2740823569458263e-48,7.7649302218095984e-49,2.3505782612144741e-54,3.4227512045258022e-63,1.8551429570103357e-54,7.0949839356463865e-63
5.115291963653211e-18,0.7175159537101489,2.0732003821581833e-17,6.9527559932503363e-29,6.9161502357852724e-29,3.0936982507922136e-45,3.8499818900001957e-39,0.0,0.0,3.2279030159640565e-18,3.2020922141524471e-32,154.0,0.0,0.9999999999815995,1.0,19.0,9.3845073431610157e-13,1.0300576586262072e-11,3.5806769925251767e-12,3.5807009330045081e-12,2.757273125658944e-17,3.554484245580655e-20,3.4163641047656201e-20,2.0936021069532452e-20,4.5264445191443897e-17,5.0373644484364394e-29,7.3187531093477055e-23,1.3801391231211623e-22,3.3497380375087819e-30,3.3497380192988354e-30,1.566835197712246e-38,2.4273904773743694e-29,2.5415943117163061e-39,5.3503541144110002e-24,1.0078057939126566e-69,9.413257647624688e-70,9.4132576478609017e-70,5.0429334613423203e-34,5.7384523564340687e-36,4.7990608481556046e-29,5.136571395631348e-34,1.7463155784272152e-36,4.6422286185687105e-41,7.2660748594429489e-50,1.1800987744402769e-58,2.9177297572499349e-59,1.5017469811954487e-68,1.476530975518452e-72,4.3225731037690336e-69,1.2103658375922207e-61,1.2919013325706035e-67,1.4786392497767422e-29,1.0482798279848693e-30,8.9195888218385389e-39,7.9104689244061233e-39,3.5129872813339877e-39,1.0158336261966007e-42,1.8979711889718221e-47,1.1518617689739278e-47,4.8227125277270586e-53,1.4008739370564715e-61,3.8062213482678648e-53,2.9033038717912908e-61
1.023072269224589e-17,0.7175159537101489,4.146457018198585e-17,2.7738377425809463e-28,2.7665163867702159e-28,2.4750437193889935e-44,3.0800586275351303e-38,0.0,0.0,6.4559147249399966e-18,1.2808669011225913e-31,154.0,0.0,0.99999999996319855,1.0,19.0,1.8769269263875458e-12,2.060128428584313e-11,7.1614510482112794e-12,7.16149889612263e-12,1.1029248835440521e-16,1.421822473143243e-19,1.3151959074212833e-19,8.374547805666644e-20,1.8106034718507663e-16,3.5794011886068592e-28,2.927560768165081e-22,5.5206686295896765e-22,2.6798539563307313e-29,2.6798539271946578e-29,2.5069444085046779e-37,1.9419472820391463e-28,4.06662999596317e-38,2.1401851881482499e-23,1.2900866901684115e-67,1.2049859691420497e-67,1.2049859692025261e-67,4.0344428732043193e-33,4.5908707691785112e-35,2.9599764496977545e-28,4.1064306722950746e-33,1.3970483479507539e-35,7.4275628860897671e-40,2.3251459653600993e-48,7.5526431758390362e-57,1.8673498184602007e-57,1.9222395804488146e-66,1.8899633670364816e-70,5.5315085934060174e-67,7.7463529164463016e-60,8.2690276566671831e-66,1.1829326590154361e-28,4.1932044902189541e-30,7.1358395542647189e-38,6.3284502909963756e-38,2.8100887958544742e-38,1.17697915666398e-41,2.6676155332283674e-46,1.6078353621295657e-46,1.1113094660064262e-51,6.437651127023176e-60,8.7707690849396862e-52,1.333693094857492e-59
2.0461584149431253e-17,0.7175159537101489,8.2929703298706878e-17,1.1080821828412653e-27,1.106617817735484e-27,1.9800771706063061e-43,2.4640761579730575e-37,0.0,0.0,1.2912001528241939e-17,5.1235513734192726e-31,154.0,0.0,0.99999999992639665,1.0,19.0,3.75387931040843e-12,4.1202254744101254e-11,1.4322998944918972e-11,1.4323094533367802e-11,4.4116899653710214e-16,5.6873465330538878e-19,4.8904488783008327e-19,3.3498284047687228e-19,7.2423981789258348e-16,2.3363292026877034e-27,1.1710361917607189e-21,2.2082897705695736e-21,2.1439084772684143e-28,2.1439084306519613e-28,4.0109839433275774e-36,1.5535583533008261e-27,6.5066128983490145e-37,8.560827830240951e-23,1.651350566297144e-65,1.5424190336473002e-65,1.5424190338021233e-65,3.2275931544259535e-32,3.6727400653602028e-34,1.6169337681059439e-27,3.2805147112568579e-32,1.1175923058641871e-34,1.1883638018218492e-38,7.4401866841919003e-47,4.8335121408350285e-55,1.1950595686089726e-55,2.4603761533901354e-64,2.4190649688964542e-68,7.0765024420963449e-65,4.9574820960957313e-58,5.2923007647247845e-64,9.4634644840955107e-28,1.6772987546809757e-29,5.7087380057051218e-37,5.0627002295506361e-37,2.2475095561867771e-37,1.5242487189823127e-40,3.4302217439698938e-45,2.0474613134745333e-45,2.8646238648435141e-50,3.3101704436439236e-58,2.2608422738745371e-50,6.8525074666911185e-58
3.0692445606616616e-17,0.7175159537101489,1.2439483681134088e-16,2.3537666119940614e-27,2.3515699070955501e-27,5.8783988680399397e-43,7.0457395161490611e-37,0.0,0.0,1.9368151716894449e-17,1.0887626364479744e-30,154.0,0.0,0.99999999988959476,1.0,19.0,5.6308316943073094e-12,6.1802780271065043e-11,2.1484546626962231e-11,2.1484689901762466e-11,9.3747892566483422e-16,1.2085645761612658e-18,9.8924464676166819e-19,7.1183702498764062e-19,1.5390010896809941e-15,5.9925409411134457e-27,2.4884593136851762e-21,4.6926295892207541e-21,6.1302567714570272e-28,6.1302565998803294e-28,1.4762811102426972e-35,4.4421900382557714e-27,2.394858645638949e-36,1.8191813547576977e-22,8.5203653112624986e-65,7.9583184252857278e-65,7.9583184262362613e-65,9.2289293764841917e-32,1.0501772904358523e-33,3.8262079031196233e-27,9.3725935732454632e-32,3.1955272883339636e-34,4.3738717304453819e-38,3.3968622736743363e-46,2.6556383418405526e-54,6.565921377926673e-55,1.5872614351699992e-63,1.5606105862460945e-67,4.5645657714368695e-64,2.7237502359310259e-57,2.6263060261444279e-63,2.7059497033639871e-27,3.5642703680311536e-29,1.6323470225612039e-36,1.4476005351344747e-36,6.4255264103889268e-37,5.3151882481100338e-40,1.1456846332436202e-44,6.8115317823209714e-45,1.2466293838184237e-49,1.7433677090761277e-57,9.8387520762853444e-50,3.6080242188573388e-57
4.092330706380198e-17,0.7175159537101489,1.6585997071988782e-16,4.0144371023541058e-27,4.0115079106387e-27,1.2808795619041781e-42,1.4861530800515789e-36,0.0,0.0,2.5824365290897974e-17,1.8573113280235693e-30,154.0,0.0,0.99999999985279286,1.0,19.0,7.5077840780841846e-12,8.2402860876343903e-11,2.8646094094341141e-11,2.8646285018956133e-11,1.5992187027727402e-15,2.0616719365821446e-18,1.6144709838726088e-18,1.2143064056025501e-18,2.6253382970376542e-15,1.1531765854655932e-26,4.2450254271542303e-21,8.0050862236361978e-21,1.2930508358696409e-27,1.2930507923547579e-27,3.7441024524771463e-35,9.3698248462558647e-27,6.0738585292757919e-36,3.1033142321536716e-22,4.6481780639318266e-64,4.3415604591996192e-64,4.3415604597287613e-64,1.9466522632465796e-31,2.2151317472724596e-33,6.9488617270780035e-27,1.9754916137522542e-31,6.7401164992267176e-34,1.109285503820174e-37,1.0124908113322698e-45,9.1304981707935076e-54,2.2574660561509988e-54,6.1985978559488428e-63,6.0945240490367986e-67,1.7823102098545133e-63,9.3646776655171631e-57,1.1110299486716636e-62,5.7076069555148434e-27,6.0802352251021754e-29,3.4430980036290396e-36,3.0533761930940133e-36,1.3551471535815671e-36,1.3041475616163037e-39,2.6774804613937463e-44,1.58701623376539e-44,3.602518557538404e-49,5.8243821152019472e-57,2.8432096398360385e-49,1.2050988767148278e-56
6.13850299781727e-17,0.7175159537101489,2.4879023946616511e-16,8.3097250874772514e-27,8.3053304630523337e-27,3.7180331348721861e-42,4.0591522617174128e-36,0.0,0.0,3.873694120044436e-17,3.8453591739023486e-30,154.0,0.0,0.99999999977918896,1.0,19.0,1.1261688845351598e-11,1.2360197791275525e-10,4.29691885252951e-11,4.2969474710206522e-11,3.3109408986595143e-15,4.2684354998548334e-18,3.1119420123930224e-18,2.5140512986560469e-18,5.4353666108682783e-15,2.7406733940385789e-26,8.7887993246540101e-21,1.6573538662485328e-20,3.5317287684127657e-27,3.5317286162432915e-27,1.3092904434938657e-34,2.5591685753489681e-26,2.1240429053504436e-35,6.4250278397610495e-22,6.4555422750785344e-63,6.0297016841636015e-63,6.0297016849995006e-63,5.3169234061263263e-31,6.0502220421891343e-33,1.5363588803410423e-26,5.389044694210394e-31,1.8408527886635063e-33,3.8790850849519973e-37,4.4317349056197637e-45,4.9104232832004009e-53,1.2140755085789852e-53,4.0317006687849818e-62,3.964018804500386e-66,1.1589619284575142e-62,5.0363662616542382e-56,1.0007517783086162e-61,1.5589115695938784e-26,1.2588373379216934e-28,9.4041827745620395e-36,8.3395601025809781e-36,3.7004933992822126e-36,4.3943317664896108e-39,8.2574428110490519e-44,4.8739744699967586e-44,1.519911060781068e-48,3.0215806611418e-56,1.19955683363912e-48,6.2491428740265653e-56
8.184675289254343e-17,0.7175159537101489,3.3172050966835538e-16,1.4131065164902077e-26,1.4125204261770796e-26,8.1309775909524607e-42,8.4931133398062794e-36,0.0,0.0,5.1649750200536387e-17,6.5399969092065952e-30,154.0,0.0,0.99999999970558529,1.0,19.0,1.501559361217036e-11,1.6479945889327017e-10,5.7292282166852329e-11,5.7292663594750198e-11,5.6309779674368199e-15,7.259495610036521e-18,4.9521449110827415e-18,4.2757145662301825e-18,9.2440277756975756e-15,5.1057746714726428e-26,1.4947458510030637e-20,2.8187271195047098e-20,7.38956505719978e-27,7.3895646769784884e-27,3.2714757152464357e-34,5.3545945875731549e-26,5.3073719339623271e-35,1.0927299066978908e-21,2.967526186827365e-62,2.7717729812652942e-62,2.7717729816987465e-62,1.1124799292884567e-30,1.2659100705006033e-32,2.7188390138575189e-26,1.1263381552384537e-30,3.851525488668908e-33,9.6924842710753132e-37,1.2911636202891389e-44,1.6365121778411336e-52,4.0461876356653851e-53,1.5135953277541743e-61,1.4881873556835029e-65,4.3502563018055243e-62,1.6784856345343704e-55,3.9474557295688836e-61,3.2617388052847259e-26,2.1409543512308014e-28,1.9676712322140451e-35,1.7448848370310957e-35,7.7411189763990021e-36,1.0738691067772852e-38,1.87045991381379e-43,1.1007112303917986e-43,4.3342563111847922e-48,9.8665871861380971e-56,3.4207177557853052e-48,2.0399349002747933e-55
1.0230847580691416e-16,0.7175159537101489,4.1465078143045243e-16,2.1587461327135317e-26,2.1580132993188859e-26,1.5254924876070375e-41,1.5461399788040784e-35,0.0,0.0,6.4562808940500869e-17,9.9917095924680507e-30,154.0,0.0,0.9999999996319815,1.0,19.0,1.8769498378508421e-11,2.0599518702097943e-10,7.1615374962627883e-11,7.1615851691033582e-11,8.6027570909168298e-15,1.1090872920028942e-17,7.0835030721719962e-18,6.5322795154184307e-18,1.412261350627171e-14,8.3380182923500103e-26,2.2836351847444189e-20,4.3063803191173584e-20,1.3452429650038893e-26,1.3452428843377129e-26,6.9406082420182169e-34,9.7477537197514058e-26,1.1260093863758538e-34,1.6694453436920815e-21,1.0956172177775244e-61,1.0233447027174106e-61,1.0233447028913038e-61,2.0252296347683343e-30,2.3045424621948981e-32,4.2675234936929557e-26,2.0481807104057279e-30,7.0112670139076439e-33,2.0563025082426212e-36,3.1347965205016946e-44,4.4803163368200036e-52,1.1077339483663878e-52,4.6166801488582267e-61,4.5391871062434649e-65,1.3266537181281563e-61,4.5952281421995661e-55,1.2446098939458271e-60,5.9378214439934348e-26,3.2708961792809148e-28,3.5820721492595333e-35,3.1764394266707406e-35,1.4089535725976478e-35,2.2407914846203209e-38,3.618892534666421e-43,2.124171835431056e-43,1.0349519802162291e-47,2.657279449480038e-55,8.1681339183822121e-48,5.4922219398353695e-55
1.432319216356556e-16,0.7175159537101489,5.8051132973235073e-16,4.1508128467802807e-26,4.1497860078529448e-26,4.1740929470611218e-41,4.0822698137341763e-35,0.0,0.0,9.038969132726542e-17,1.9214011848179918e-29,154.0,0.0,0.99999999948477403,1.0,19.0,2.6277307909712246e-11,2.8838127504918745e-10,1.0026155796371043e-10,1.0026222581424424e-10,1.6542318322595264e-14,2.1327359398785291e-17,1.1893108752470757e-17,1.2561127714932492e-17,2.7156499445661305e-14,1.7527125220772658e-25,4.3913523730656463e-20,8.2810211358434381e-20,3.5518412373852262e-26,3.5518409418726814e-26,2.5425999658112896e-33,2.5736335905177417e-25,4.1252548428171235e-34,3.2102864034106276e-21,1.343143636831107e-60,1.254543018211499e-60,1.2545430185688996e-60,5.3472146117069265e-30,6.084677280584642e-32,8.4868692197656558e-26,5.391472073467875e-30,1.8509719678588963e-32,7.5328827436482603e-36,1.621560151246082e-43,3.3462993467898291e-51,8.2735447478692015e-52,5.1088937855445861e-60,5.0231542025416956e-64,1.4666341882149135e-60,3.4321261591731023e-54,1.0256886747337475e-59,1.5677228984357791e-25,6.289820932740904e-28,9.457731565786588e-35,8.3863200396601959e-35,3.7179780830009863e-35,7.9755195456005392e-38,1.0532536675170333e-42,6.1530995204732969e-43,5.1712587178117947e-47,1.9049228736072311e-54,4.0813036537296171e-47,3.931454626676057e-54
1.8415536746439705e-16,0.7175159537101489,7.4637188436985632e-16,6.8069629096484768e-26,6.8056412263707174e-26,8.7996187956789188e-41,8.4635724594732331e-35,0.0,0.0,1.1621758804004277e-16,3.1511412784533144e-29,154.0,0.0,0.99999999933756667,1.0,19.0,3.3785117438963702e-11,3.7076024478255327e-10,1.2890773752963325e-10,1.2890859737810993e-10,2.7128589015789817e-14,3.4976811436460585e-17,1.7243216292502181e-17,2.0599870047595421e-17,4.4535324385065867e-14,3.0336853915433571e-25,7.2018092516745719e-20,1.3580856791167215e-19,7.3638594648799281e-26,7.3638586975841238e-26,6.6017897963039001e-33,5.3356709624197725e-25,1.0711682448369742e-33,5.2648635073878707e-21,6.6957901255611684e-60,6.2541016013630631e-60,6.2541016035013044e-60,1.1086131032697676e-29,1.2615065562918325e-31,1.4193890967656579e-25,1.1147396212074642e-29,3.8371349211151446e-32,1.9558686161171483e-35,5.2209862125525635e-43,1.3215881742735692e-50,3.2675557384555362e-51,2.4457038509807193e-59,2.4046616769966693e-63,7.0169956323324521e-60,1.3554847470431892e-53,4.2177698621020498e-59,3.2502115192971893e-25,1.03152930386366e-27,1.9608247744047138e-34,1.7386154365970133e-34,7.7044119954792557e-35,2.0390731353585201e-37,2.3121951764759362e-42,1.3468132024857982e-42,1.6372699654844121e-46,7.390742731871657e-54,1.2921797513564147e-46,1.5238596175057053e-53
2.6600225912187995e-16,0.7175159537101488,1.0780930126490166e-15,1.4111234467058651e-25,1.4109319365342761e-25,2.6842396146696828e-40,2.5430605773426022e-34,0.0,0.0,1.6787642401607303e-16,6.5330921172806626e-29,154.0,0.0,0.9999999990431524,1.0,19.0,4.8800736491610305e-11,5.3549683553746932e-10,1.8620008635747406e-10,1.8620133375194885e-10,5.6238963659649376e-14,7.25131472740043e-17,2.8642181747693871e-17,4.2705653647682264e-17,9.2324023496758643e-14,6.6846268145447755e-25,1.4930645530381861e-19,2.8155550811486039e-19,2.2126276786273087e-25,2.2126273385773293e-25,2.9257223011972344e-32,1.6031317079848553e-24,4.7477749352339072e-33,1.0915009109807023e-20,1.0196681523509779e-58,9.5240563900613542e-59,9.5240563954245925e-59,3.3310703561917685e-29,3.7904641867995222e-31,3.0069783995295472e-25,3.3280821960320908e-29,1.1526687413570669e-31,8.667572502782422e-35,3.4894483821616572e-42,1.3648487134219599e-49,3.3745158538028431e-50,4.00089560056625e-58,3.9337684922942856e-62,1.1454294541926331e-58,1.3998552384361876e-52,4.2142899942922381e-58,9.7654393892279541e-25,2.1385453172638163e-27,5.8917091294080757e-34,5.223475930229728e-34,2.3122025701713261e-34,8.8531310463991047e-37,7.4584653325433418e-42,4.3274403870610483e-42,1.0678031055916901e-45,7.4122594107584689e-53,8.4274037135780883e-46,1.5234486225769906e-52
4.2969604243684575e-16,0.7175159537101489,1.7415353452233282e-15,3.6687609716777129e-25,3.6684485061964318e-25,1.1647892408836689e-39,1.0933443557961136e-33,0.0,0.0,2.7120626607521244e-16,1.6987301717230763e-28,154.0,0.0,0.99999999845432541,1.0,19.0,7.8831974573478544e-11,8.6488464324007784e-10,3.0078474279762626e-10,3.0078678124904539e-10,1.4620322289897969e-13,1.8853505847580564e-16,5.2473758781353573e-17,1.1102678465890127e-16,2.4001277599383458e-13,1.8341298674080341e-24,3.8819940615728384e-19,7.3204885332321422e-19,9.5127986762725891e-25,9.512796169235071e-25,2.156907125351931e-31,6.8915797365112012e-24,3.5013039071866626e-32,2.8379216628750127e-20,3.5687460530468827e-57,3.3333334170369856e-57,3.333333420658655e-57,1.4321406959766407e-28,1.6296428595580784e-30,7.9666186927956107e-25,1.4108310464569405e-28,4.9530241957937555e-31,6.3894624761107842e-34,4.580577614665296e-41,3.2972028861389762e-48,8.1521631858928306e-49,1.826338466390037e-56,1.7957053371329285e-60,5.2016271883589506e-57,3.3817739570566889e-51,8.7078189689220935e-57,4.197989704225339e-24,5.5602531488958779e-27,2.5330311092816341e-33,2.2452033206767764e-33,9.914728306200669e-34,6.3999398735460921e-36,3.4215118827266947e-41,1.9777397087468206e-41,1.3700253787078016e-44,1.7409083530444949e-51,1.0812626292266193e-44,3.5509948209772573e-51
7.570836090667774e-16,0.7175159537101489,3.0684203144333224e-15,1.1371149576863244e-24,1.1370579811131537e-24,6.5860575756390692e-39,6.1567569583233338e-33,0.0,0.0,4.7791463022198769e-16,5.2660502140711196e-28,154.0,0.0,0.99999999727667754,1.0,19.0,1.3889445064351611e-10,1.5233189308482688e-09,5.2995389081853055e-10,5.2995757867545799e-10,4.5304352689319279e-13,5.8437313263814068e-16,1.0086558176751714e-16,3.4407867832069362e-16,7.4373349911137033e-13,5.9072538732297957e-24,1.2032472946977917e-18,2.2690265273233959e-18,5.3567666981950499e-24,5.3567640505833806e-24,2.2776306528470702e-30,3.8797816764831535e-23,3.6998101651615212e-31,8.7963084320062864e-20,2.2263871138943309e-55,2.0795233758095294e-55,2.079523380289769e-55,8.0646198640017413e-28,9.1767101499525051e-30,2.5021625596016846e-24,7.717138494748408e-28,2.7859489576590829e-30,6.7460545281142377e-33,9.3072615215449687e-40,1.3108434583374339e-46,3.240996126080692e-47,1.4349179538595622e-54,1.4108657261997475e-58,4.0438607936240859e-55,1.3444675985498422e-49,2.9621488860477751e-55,2.3633599363975744e-23,1.7234323117430123e-26,1.4263739887046549e-32,1.2636643896749374e-32,5.552348383910252e-33,6.6508982098033265e-35,2.0168633131188492e-40,1.1626348581612587e-40,2.7362196626577005e-43,6.7599495372781668e-50,2.1595012647838672e-43,1.3576622847641837e-49
1.084471175696709e-15,0.7175159537101489,4.3953056890582303e-15,2.3323030608661493e-24,2.3322174820602861e-24,1.878051677384978e-38,1.7538341259690182e-32,0.0,0.0,6.8468790105404791e-16,1.0802484882271762e-27,154.0,0.0,0.99999999609903756,1.0,19.0,1.9895692658862214e-10,2.1812983289965287e-09,7.5912281902874087e-10,7.5912824687469462e-10,9.2901987553312996e-13,1.198601706336492e-15,1.4940201357546697e-16,7.0564050169349471e-16,1.5251143915030867e-12,1.2302706337569419e-23,2.4679775124695518e-18,4.6539897773194157e-18,1.5259447071703998e-23,1.5259437005224977e-23,8.6592843088910602e-30,1.1050128480121476e-22,1.4071947108904734e-30,1.804208658989767e-19,1.8198959252388457e-54,1.6998464182076582e-54,1.6998464224295992e-54,2.2973283587913782e-27,2.6141059471450412e-29,5.1588252023248773e-24,2.153377338436645e-27,7.9296933480621418e-30,2.5645391961155208e-32,4.5439837259935485e-39,7.9359691985383079e-46,1.9621303504964963e-46,1.0457645145627526e-53,1.0282409359418843e-57,2.9362618058290666e-54,8.1395375784542564e-49,1.9712788610609345e-54,6.7311599007484271e-23,3.534925158154482e-26,4.0632016318809e-32,3.5984138356697775e-32,1.5754118445834989e-32,2.5136065866339953e-34,5.8369779035124832e-40,3.3615564546978299e-40,1.3289507411478341e-42,4.0647073336635882e-49,1.0488450913986924e-42,8.1118004391378089e-49
