Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878)
1.7224194582913432e-11,0.3829669923551483,1.8313070522383963e-17,1.6141501492899645e-23,1.5009467678702104e-23,4.7231971445894698e-35,1.7582185880029138e-27,0.0,0.0,3.2782718498597759e-14,6.1298839279669053e-23,154.0,0.0,0.99999990563609442,1.0,18.999999998105139,1.0829859735609101e-08,1.6409848250355629e-11,4.0224872754681458e-08,4.1148465169987467e-08,1.4719924056773399e-10,1.4092022959308663e-09,9.724467763501086e-14,4.8551820520303392e-10,1.0200799225846067e-10,7.511318573945342e-17,2.508795252804046e-13,5.2559225462380674e-15,1.6026289439768372e-17,1.5992515177729831e-17,2.159552443677689e-20,5.2107934998228704e-19,1.2178737577425274e-20,1.6285891972532132e-14,4.1291584372079687e-38,4.0556731221882594e-38,4.0556731860713018e-38,4.141130321508972e-18,1.1722439780394525e-22,1.5334897228637158e-17,5.4803121980068539e-22,2.5421274932275104e-25,8.8060014309404339e-25,5.8817529668190699e-28,1.9363114127106963e-30,2.7630621823539888e-33,2.7975395776768061e-36,2.6762679968260096e-39,4.0924086339773713e-40,2.274518729158248e-33,3.5043914326247305e-42,7.5191993805326894e-19,3.7100520131709673e-25,8.6272320691509225e-27,4.9299482963351664e-30,4.5968979252847555e-31,7.6237811464741549e-29,6.994025757966723e-34,3.8819354914822557e-34,1.1502203814998419e-32,5.5456072129643907e-38,1.631062682476837e-34,1.9385852000691616e-38,2.430131865789663e-42,1.3874646909192716e-37,2.344944211256251e-39,2.3445148378841039e-39,4.2937337214723756e-43,2.4345856151069345e-29,4.4283573295379457e-35,1.4307831923373191e-37,4.1806576237976145e-39,7.4232249444827371e-40,5.4447324332071287e-44,2.1928956714736127e-44
1.821370951691217e-11,0.3829669923547077,1.9370828227994157e-17,1.8123898685806242e-23,1.6787091805258062e-23,5.8981250268495975e-35,2.0793067505796126e-27,0.0,0.0,3.6605540429956264e-14,7.2561468723338195e-23,154.0,0.0,0.99999990021498275,1.0,18.999999997903828,1.1452024669744743e-08,1.6409852739862826e-11,4.2452617798768848e-08,4.3503092755656441e-08,1.5619784064239571e-10,1.5732969867188522e-09,1.0280947227284047e-13,5.2272539679252642e-10,1.0824395601987859e-10,8.3860311634088771e-17,2.8046545193465465e-13,5.8684483690446205e-15,1.8928973922406146e-17,1.8888705992592473e-17,2.5608429836540499e-20,5.8645763100714238e-19,1.4659499945979466e-20,1.8206501208058363e-14,6.0926768590385806e-38,5.9842478412999602e-38,5.9842479409964539e-38,4.8992224430706933e-18,1.385414995275606e-22,1.6510098167246336e-17,5.9017927813256261e-22,2.8659648313720636e-25,1.0537954396025215e-24,7.4649872430716521e-28,2.6056507995183769e-30,3.7180788964046517e-33,3.9900521067230943e-36,3.8246325809859422e-39,5.5081202788964879e-40,3.0608842289877661e-33,5.0108544074325408e-42,8.4626067668590395e-19,4.1433269773261578e-25,1.0188836965108968e-26,5.5768784107339118e-30,5.1399050282307661e-31,9.0082391768508423e-29,8.2600610264609657e-34,4.5846389592065307e-34,1.4375626884836858e-32,6.9352381357774581e-38,2.0385191204375439e-34,2.4237691647466733e-38,3.0372756908744828e-42,1.7398080704435262e-37,3.0997834907013158e-39,3.0991831862443638e-39,6.00304456951586e-43,3.1157952025965702e-29,5.656493935821842e-35,1.9344022506871323e-37,5.9930621947884378e-39,1.0617673219458732e-39,7.8561770582866156e-44,3.331678788696248e-44
1.9203224450910908e-11,0.38296699235424764,2.0429202124377716e-17,2.0229282528818677e-23,1.8664597469053954e-23,7.2794778390192678e-35,2.4373243928422824e-27,0.0,0.0,4.0636397512298688e-14,8.5143498326686953e-23,154.0,0.0,0.99999989479386975,1.0,18.999999997693592,1.2074189489994288e-08,1.6409850364890253e-11,4.4671605907364902e-08,4.5857548198872637e-08,1.6519644460872407e-10,1.746148452211191e-09,1.0837386002863571e-13,5.6010459853224925e-10,1.1447992248066134e-10,9.3074249837010343e-17,3.1169721163807172e-13,6.5137444869121878e-15,2.2160030154341866e-17,2.2112483894386835e-17,3.0086779195344493e-20,6.5571236153009992e-19,1.7459480720356794e-20,2.0233957159076007e-14,8.8058057090708686e-38,8.649092774533207e-38,8.6490929264826151e-38,5.7448941181840794e-18,1.622917011422017e-22,1.7690732471420757e-17,6.325397976567117e-22,3.2089046976993012e-25,1.2483467100848039e-24,9.349112091353918e-28,3.4491661773840354e-30,4.9215672025733147e-33,5.5807148826260342e-36,5.3598837716324077e-39,7.2924674403535009e-40,4.0519233202294694e-33,7.0252018166400576e-42,9.4619504901389745e-19,4.6000071816468882e-25,1.1927040867320964e-26,6.2636151197670474e-30,5.7131502599128543e-31,1.0549942729820791e-28,9.6692757960523351e-34,5.3668140498734782e-34,1.7755124785834145e-32,8.5703270827624739e-38,2.5177363670572012e-34,2.9945544707952514e-38,3.75136098286119e-42,2.1551923545673774e-37,4.0373122208244399e-39,4.0364877394907774e-39,8.2448133366160632e-43,3.9330439939718886e-29,7.1264193244369241e-35,2.5715014885079343e-37,8.4213825200081148e-39,1.4886605943055791e-39,1.110429340871878e-43,4.9466470722074455e-44
2.0192739384909645e-11,0.3829669923537682,2.1488192075855629e-17,2.2458913195697379e-23,2.0642053582408678e-23,8.8900665628880442e-35,2.834290518730775e-27,0.0,0.0,4.4874902789078849e-14,9.9121765006537712e-23,154.0,0.0,0.99999988937275519,1.0,18.999999997474497,1.2696354196357755e-08,1.6409849084047555e-11,4.6881878803055291e-08,4.8211863845271206e-08,1.7419504788997178e-10,1.927714970329266e-09,1.1393791735566445e-13,5.9762346472194994e-10,1.2071588846915751e-10,1.0275277619829061e-16,3.4457469579575675e-13,7.1916636750453878e-15,2.573652961044198e-17,2.5680876287394279e-17,3.5055380104996007e-20,7.2884335008476656e-19,2.0597942893668585e-20,2.2368253352365927e-14,1.2492487679435845e-37,1.2270165373205978e-37,1.2270165599920848e-37,6.6829884818230262e-18,1.8860537174060082e-22,1.8875778422305226e-17,6.7507634381599504e-22,3.5708677508823733e-25,1.4654731423042802e-24,1.1569979978823874e-27,4.4989134460691029e-30,6.4192432122176964e-33,7.6698008077546487e-36,7.3807534060661057e-39,9.5133283503406248e-40,5.285318605426974e-33,9.6766689654313303e-42,1.0517227702385339e-18,5.0800200895060671e-25,1.3851044480794688e-26,6.9900351848716092e-30,6.3166300638839307e-31,1.2257160078754845e-28,1.1229129933763621e-33,6.2326014000653051e-34,2.1696545303702505e-32,1.0478036699260609e-37,3.0766333543588116e-34,3.6604032980841964e-38,4.584190172511412e-42,2.6406809360526188e-37,5.1887644429243355e-39,5.187650042053807e-39,1.1144008705283259e-42,4.9037305305013839e-29,8.8682225319155796e-35,3.3670530080620385e-37,1.162352108417756e-38,2.0501280999757813e-39,1.5407973526755395e-43,7.1942305131768275e-44
2.1182254318908383e-11,0.3829669923532695,2.2547797955911474e-17,2.4814045120527355e-23,2.2719529733770751e-23,1.0753887040496496e-34,3.2722255318326315e-27,0.0,0.0,4.9320672435967776e-14,1.1457366216804862e-22,154.0,0.0,0.99999988395163941,1.0,18.999999997246611,1.3318518788835168e-08,1.640985112243569e-11,4.9083478009637459e-08,5.0566065967651771e-08,1.8319364920655325e-10,2.1179550177802353e-09,1.1950170635322824e-13,6.3525572250975138e-10,1.2695185309862432e-10,1.1289367716501382e-16,3.790978161810115e-13,7.9020594054275222e-15,2.967546707900651e-17,2.9610834084369319e-17,4.0538928702007778e-20,8.0585040372351336e-19,2.4094065874723884e-20,2.4609384648705843e-14,1.7426962344382388e-37,1.7116824926843265e-37,1.7116825258668474e-37,7.718356041516414e-18,2.1761273869302497e-22,2.0064406126963803e-17,7.177593225759665e-22,3.9517750805192466e-25,1.7063886431271443e-24,1.4165409673588155e-27,5.7906514885426715e-30,8.262100873688285e-33,1.0375471687026876e-35,1.0003967934933824e-38,1.2246423591395291e-39,6.8031088782210741e-33,1.3117747359357861e-41,1.1628435534245076e-18,5.5832938409371091e-25,1.5970012505542892e-26,7.7560159707555161e-30,6.9503414450878879e-31,1.4138133386325637e-28,1.2947054113929571e-33,7.1861254428024908e-34,2.6258593013412691e-32,1.2686922820726127e-37,3.72353406972373e-34,4.4312626088373038e-38,5.5481694497256775e-42,3.2037039353701832e-37,6.5887257830216587e-39,6.5872411474912673e-39,1.484635530389479e-42,6.0463479049965419e-29,1.0913743651234526e-34,4.3489305081430644e-37,1.5785992080124107e-38,2.7780850279950659e-39,2.1026575276151045e-43,1.0269692989696706e-43
2.217176925290712e-11,0.38296699235275167,2.360801964549355e-17,2.7295927025782502e-23,2.4897096189516581e-23,1.2896118539559592e-34,3.7531512490637026e-27,0.0,0.0,5.3973325504882172e-14,1.3157713642949019e-22,154.0,0.0,0.99999987853052208,1.0,18.999999997010004,1.3940683267426545e-08,1.6409853187209817e-11,5.1276444853067698e-08,5.2920175902088811e-08,1.9219225045208068e-10,2.3168272691099216e-09,1.2506527745201245e-13,6.7298003577929113e-10,1.3318781768132203e-10,1.2349474973078699e-16,4.1526650112484003e-13,8.6447858435032648e-15,3.3993761024697923e-17,3.391923206943318e-17,4.6562010196172411e-20,8.8673332807352817e-19,2.7966944994761039e-20,2.695734699599194e-14,2.3941708035382297e-37,2.3515633118857906e-37,2.3515633596113717e-37,8.8558544849010612e-18,2.4944388928458796e-22,2.1255941631448421e-17,7.6056470070401208e-22,4.3515481833472171e-25,1.9723018700918816e-24,1.7175175592561791e-27,7.3640388416817619e-30,1.0506691763052143e-32,1.3835783825934029e-35,1.3366350673335392e-38,1.5575732152822812e-39,8.6519210280791195e-33,1.752678826970202e-41,1.2795571095808096e-18,6.1097571930111948e-25,1.8293073921971777e-26,8.5614355321330196e-30,7.6142818984545807e-31,1.6201078935065941e-28,1.4830450049601134e-33,8.2314945359879244e-34,3.1502820284851926e-32,1.5226930085151084e-37,4.4671662788601946e-34,5.317562618981664e-38,6.6563068600315005e-42,3.852057042639401e-37,8.2753003431651264e-39,8.273348293070244e-39,1.9520500948806138e-42,7.3804877459108448e-29,1.329656531173388e-34,5.5480544725819168e-37,2.1127143370326615e-38,3.7097468477178097e-39,2.8264572673152705e-43,1.441395624790759e-43
2.316128418690586e-11,0.38296699235221493,2.4668857031639501e-17,2.9905801950113891e-23,2.7174823895575375e-23,1.5343122333129437e-34,4.2790909143834557e-27,0.0,0.0,5.8832483715059119e-14,1.5021068431210975e-22,154.0,0.0,0.99999987310940353,1.0,18.999999996764732,1.4562847632131901e-08,1.6409852989145517e-11,5.3460820462403823e-08,5.5274210968138929e-08,2.0119085294301581e-10,2.5242905957602291e-09,1.3062867158912028e-13,7.1077908494058161e-10,1.3942378312954953e-10,1.345538013854922e-16,4.5308069242958843e-13,9.4196978448771341e-15,3.8708253949741632e-17,3.8622869258959443e-17,5.3149099397769741e-20,9.7149192903263453e-19,3.2235591295153856e-20,2.9412137229258275e-14,3.2436154928594045e-37,3.1858912073092812e-37,3.1858912748660728e-37,1.0100348489511967e-17,2.8422877207087511e-22,2.244983785371994e-17,8.034729692397215e-22,4.7701089692811572e-25,2.2644162598334785e-24,2.0640997216515913e-27,9.2628292515837932e-30,1.3215403231342368e-32,1.8210796891077862e-35,1.762704570636586e-38,1.9593905043016344e-39,1.0883200688672243e-32,2.3110731928019751e-41,1.4018631501078242e-18,6.6593394712916541e-25,2.082932225427562e-26,9.4061726637605741e-30,8.3084493513109553e-31,1.8454187338474566e-28,1.6886690706114823e-33,9.3728010809512971e-34,3.7493618365143437e-32,1.8129387583033919e-37,5.316660259647271e-34,6.3302152825456974e-38,7.9222104172845511e-42,4.5939003696613019e-37,1.0290277067846776e-38,1.0287741038952993e-38,2.5360288937825871e-42,8.9268441015538103e-29,1.6052004145448561e-34,6.9985347058949992e-37,2.7900534182632575e-38,4.8881603181767468e-39,3.7476436184796523e-43,1.9921168357128804e-43
2.4150799120904597e-11,0.38296699235165943,2.5730310006350374e-17,3.2644907275895717e-23,2.9552784478914273e-23,1.8122440292254292e-34,4.8520692125412088e-27,0.0,0.0,6.3897771280502594e-14,1.7055334891096107e-22,154.0,0.0,0.99999986768828364,1.0,18.999999996510848,1.518501188295126e-08,1.6409851719989695e-11,5.5636645770743277e-08,5.7628185222173414e-08,2.1018945599402256e-10,2.7403040651310233e-09,1.3619192198867599e-13,7.486388135958178e-10,1.4565974896837466e-10,1.4606865006527646e-16,4.9254034284227746e-13,1.0226650952027708e-14,4.3835712753408386e-17,4.373846926064196e-17,6.0324561241234603e-20,1.0601260134134806e-18,3.6918931418117146e-20,3.1973752906944789e-14,4.3386200956912707e-37,4.2614090941250608e-37,4.2614091883666426e-37,1.1456709534841787e-17,3.2209719801579058e-22,2.3645650787726064e-17,8.4646829492263889e-22,5.2073797838096609e-25,2.5839300547104733e-24,2.4606528568460323e-27,1.1535066121419361e-29,1.6456734920019603e-32,2.3684785318126138e-35,2.2969864000347717e-38,2.4402676475261468e-39,1.3553441638852713e-32,3.0107959936926086e-41,1.5297613877269084e-18,7.2319705298502143e-25,2.3587815816682112e-26,1.0290106984764627e-29,9.0328421165917716e-31,2.0905623736977872e-28,1.9123120500755394e-33,1.0614121633274181e-33,4.429820853027063e-32,2.1427004541268222e-37,6.2815475458110615e-34,7.4806127878504238e-38,9.3600862310273457e-42,5.4377573110357354e-37,1.2679295590696766e-38,1.2676036877200596e-38,3.2587134961678371e-42,1.0707217246215545e-28,1.9217102279723444e-34,8.7378102523578776e-37,3.6398465416047667e-38,6.3627537126611008e-39,4.9071738391186996e-43,2.7147052767060037e-43
2.5140314054903335e-11,0.38296699235108506,2.6792378465667095e-17,3.5514474756551505e-23,3.2031050248905251e-23,2.126279349123932e-34,5.4741122828506211e-27,0.0,0.0,6.9168814766973432e-14,1.9268471655568618e-22,154.0,0.0,0.9999998622671622,1.0,18.999999996248402,1.5807176019884641e-08,1.6409851277516991e-11,5.7803961516156695e-08,5.9982110075199204e-08,2.1918805851375024e-10,2.9648269396464878e-09,1.4175505562212853e-13,7.8654781071705486e-10,1.5189571444150029e-10,1.5803712410277976e-16,5.3364541398244057e-13,1.1065501391037424e-14,4.9392829089791459e-17,4.9282680630740874e-17,6.8112651305098956e-20,1.1526353882219653e-18,4.2035807618033452e-20,3.4642192176601143e-14,5.7354560347399722e-37,5.6333870302043259e-37,5.6333871599167778e-37,1.292981571662277e-17,3.6317884145250316e-22,2.4843019987957144e-17,8.8953782427728258e-22,5.6632834176361642e-25,2.932036330548293e-24,2.9117347747376827e-27,1.4233275862291484e-29,2.0305573660042519e-32,3.0468551375063003e-35,2.9605752045567912e-38,3.0113272649941443e-39,1.6724413968071812e-32,3.8791268337017438e-41,1.6632515354391448e-18,7.8275807182371995e-25,2.6577577945648297e-26,1.1213118997193422e-29,9.7874588537071018e-31,2.3563527981515098e-28,2.1547055491025886e-33,1.1959517007291404e-33,5.198663330113764e-32,2.515386603855446e-37,7.3717596797428224e-34,8.7806260646628535e-38,1.0984736647476158e-41,6.3925134137024598e-37,1.549201156679952e-38,1.5487866315998425e-38,4.1452508010890321e-42,1.274451740762141e-28,2.2830618851700404e-34,1.0806786749281007e-36,4.6955659257282084e-38,8.1899053588274705e-39,6.3520480142562968e-43,3.6518070611901508e-43
2.6129828988902073e-11,0.3829669923504922,2.785506230892155e-17,3.8515730543672869e-23,3.4609694198586739e-23,2.4794080825181679e-34,6.1472477329907687e-27,0.0,0.0,7.4645242974460944e-14,2.166849134674581e-22,154.0,0.0,0.99999985684603954,1.0,18.999999995977454,1.6429340042932064e-08,1.6409851758348348e-11,5.9962808242617272e-08,6.2335994793824086e-08,2.281866604466356e-10,3.1978186758259134e-09,1.4731809439234953e-13,8.2449680968002219e-10,1.5813167951042203e-10,1.7045706217760155e-16,5.7639587466189335e-13,1.1936106068337931e-14,5.539621972388062e-17,5.5272077229465377e-17,7.6537516329686951e-20,1.2490198600052889e-18,4.760497793492957e-20,3.7417453665974208e-14,7.5001976597583661e-37,7.3667235619796493e-37,7.3667237383139989e-37,1.45245515633441e-17,4.0760324089180775e-22,2.6041652745191794e-17,9.3267111932445749e-22,6.1377430984709155e-25,3.3099230260087716e-24,3.4220946515885438e-27,1.7414660149351907e-29,2.4843466757880724e-32,3.8801839663053905e-35,3.7775384044301574e-38,3.6846818138103691e-39,2.0463391008779804e-32,4.9470959703835698e-41,1.8023333055845665e-18,8.4461008544493317e-25,2.9807597219848485e-26,1.2175090072594822e-29,1.0572298536892249e-30,2.6436014806375316e-28,2.4165783553018266e-33,1.3413032375097453e-33,6.0631747721341054e-32,2.9345428750992697e-37,8.5976269740725632e-34,1.0242603301846205e-37,1.2811558403559908e-41,7.467415254543719e-37,1.8782261492119217e-38,1.8777037440586708e-38,5.2240515325060768e-42,1.5062768411160997e-28,2.6933021535190216e-34,1.3249971247088908e-36,5.9953085975195273e-38,1.0433529791038458e-38,8.135863406340751e-43,4.8541430874783546e-43
2.711934392290081e-11,0.38296699234988074,2.8918361438133616e-17,4.1649895213944685e-23,3.7288790005833076e-23,2.8747377639611568e-34,6.8735046528320473e-27,0.0,0.0,8.0326686840952118e-14,2.4263460241808954e-22,154.0,0.0,0.99999985142491532,1.0,18.99999999569804,1.7051503952093547e-08,1.6409852111234738e-11,6.2113226300925442e-08,6.468984690358435e-08,2.3718526239721927e-10,3.4392389233589298e-09,1.5288105608695346e-13,8.6247828493563265e-10,1.6436764459408293e-10,1.8332631326700126e-16,6.2079169953197904e-13,1.2838322567471012e-14,6.1862426885938878e-17,6.1723158574542488e-17,8.5623194732776795e-20,1.3492792350218271e-18,5.3645116486740995e-20,4.0299536395304729e-14,9.709933003996983e-37,9.5371349375719397e-37,9.5371351745502657e-37,1.6245807854994182e-17,4.5549979970295124e-22,2.724131134636953e-17,9.7585970325475877e-22,6.6306824804008764e-25,3.7187729720435129e-24,3.9966719945553357e-27,2.1141287087407398e-29,3.0158893674762485e-32,4.8955852577217227e-35,4.7751878364881535e-38,4.473473987573349e-39,2.4843375040543174e-32,6.2498052337244593e-41,1.9470064100872903e-18,9.0874622029091945e-25,3.3286827669853072e-26,1.3175902396441378e-29,1.13873604303304e-30,2.9531173992970034e-28,2.6986564551424137e-33,1.4978697360912464e-33,7.0309210693732398e-32,3.4038516726417891e-37,9.9698772815840428e-34,1.1879368475008483e-37,1.4856540793393521e-41,8.6720693256500442e-37,2.260822701284922e-38,2.2601699953732175e-38,6.5270591170454471e-42,1.7687111246848342e-28,3.1566478089498086e-34,1.6115604530498119e-36,7.5821935374290041e-38,1.3165680765941588e-38,1.0319390168890991e-42,6.3815981375497579e-43
2.8108858856899548e-11,0.3829669923492508,2.9982275757524176e-17,4.4918183795890454e-23,4.0068412034445805e-23,3.3154934371962047e-34,7.6549136282850739e-27,0.0,0.0,8.6212779363156009e-14,2.7061497939771109e-22,154.0,0.0,0.99999984600378988,1.0,18.999999995410207,1.7673667747369105e-08,1.6409851871397817e-11,6.4255255849629302e-08,6.7043672514577799e-08,2.4618386463278115e-10,3.6890475241851376e-09,1.5844395514797534e-13,9.0048612637617994e-10,1.7060360987770666e-10,1.9664273659683451e-16,6.66832867991401e-13,1.377200914586494e-14,6.8807918624189993e-17,6.8652350193059186e-17,9.5393617122419011e-20,1.4534133196921146e-18,6.0174813801943888e-20,4.3288439706501209e-14,1.2454066929937987e-36,1.2232435065538609e-36,1.2232435380642679e-36,1.809848144402588e-17,5.0699778669291532e-22,2.8441802788642691e-17,1.0190966936361872e-21,7.1420256416357489e-25,4.1597639203519583e-24,4.6405956122299504e-27,2.548028129170771e-29,3.6347536107590808e-32,6.123586613129176e-35,5.9843638849117504e-38,5.3919168781268233e-39,2.9943321772266552e-32,7.8267604455772429e-41,2.0972705611062925e-18,9.7515964564330076e-25,3.7024188979469986e-26,1.4215438921535255e-29,1.2232644067279365e-30,3.2857070526309637e-28,3.0016630502784684e-33,1.6660526131695563e-33,8.1097476372696387e-32,3.9271317185963139e-37,1.1499634773035054e-33,1.3704219883624324e-37,1.713626384653558e-41,1.0016440926827124e-36,2.7032598728118837e-38,2.7024508699207158e-38,8.0900289116778913e-42,2.0643807569174587e-28,3.6774847947636785e-34,1.9455790976197104e-36,9.5047730201358757e-38,1.6467170369409282e-38,1.2971168024416756e-42,8.3044013080642364e-43
2.9098373790898286e-11,0.38296699234860265,3.1046805173118585e-17,4.8321805796450535e-23,4.2948635335178632e-23,3.8050175204691127e-34,8.4935067551708714e-27,0.0,0.0,9.2303155530428118e-14,3.0070777029624257e-22,154.0,0.0,0.99999984058266289,1.0,18.999999995114017,1.8295831428758767e-08,1.640985147096786e-11,6.638893685594055e-08,6.9397476586651276e-08,2.5518246690481664e-10,3.9472045115781425e-09,1.6400680329867577e-13,9.3851537414744868e-10,1.7683957518908214e-10,2.1040420159272563e-16,7.1451936329678617e-13,1.4737024731626158e-14,7.6249089155827149e-17,7.607600397162988e-17,1.0587260680690876e-19,1.5614219206795713e-18,6.7212577150764982e-20,4.638416320544419e-14,1.5835719501777678e-36,1.5553909006257425e-36,1.5553909421109437e-36,2.0087475078525013e-17,5.6222633660664211e-22,2.9642970402762433e-17,1.0623765037125962e-21,7.6716970873702173e-25,4.6340685711713658e-24,5.3591825910663722e-27,3.0504012891445345e-29,4.3512546482645137e-32,7.5983945431734404e-35,7.4397321422579193e-38,6.4553339012885769e-39,3.5848363611003638e-32,9.7222151172560784e-41,2.2531254711519004e-18,1.0438435721301927e-24,4.1028566680454876e-26,1.5293583347002872e-29,1.3108149232897523e-30,3.6421744745692873e-28,3.3263185733363701e-33,1.8462517484773473e-33,9.3077785609410539e-32,4.508337635150568e-37,1.3198418722495348e-33,1.5730928697163517e-37,1.9667896517452188e-41,1.1510853064976384e-36,3.2122739489971734e-38,3.2112786672235175e-38,9.9528177365662271e-42,2.3960243135901688e-28,4.2603673853027855e-34,2.3326625987403206e-36,1.1817457863129965e-37,2.042820343002162e-38,1.6168123482699708e-42,1.0704400919637176e-42
3.008788872489703e-11,0.38296699234793624,3.2111949592422403e-17,5.1861965227401767e-23,4.5929535646704473e-23,4.3467696729942758e-34,9.3913176531111102e-27,0.0,0.0,9.8597452269286652e-14,3.329952276022251e-22,154.0,0.0,0.99999983516153468,1.0,18.999999994809496,1.8917994996262539e-08,1.6409851352456327e-11,6.8514309096646218e-08,7.1751263146119291e-08,2.6418106895885167e-10,4.213670109233926e-09,1.6956961005578659e-13,9.7656200192932289e-10,1.830755403518614e-10,2.2460858783146882e-16,7.6385117183581463e-13,1.573322892034628e-14,8.4202259216351313e-17,8.4010398504891029e-17,1.1708388030250808e-19,1.6733048446599723e-18,7.4776830881104287e-20,4.9586706714819519e-14,1.9973222402305574e-36,1.9617782763497475e-36,1.9617783304643156e-36,2.2217697227562534e-17,6.2131445056381264e-22,3.0844687007460475e-17,1.1056945982723054e-21,8.2196217501607817e-25,5.142854601160094e-24,6.1579372774639668e-27,3.6290285462794259e-29,5.1764814872141377e-32,9.3581759168370445e-35,9.1800926527362036e-38,7.6801984880551376e-39,4.2650031725058506e-32,1.1985525216718923e-40,2.4145708527531287e-18,1.1147912504822687e-24,4.5308812341774456e-26,1.641022010610336e-29,1.4013875951073877e-30,4.0233212490652368e-28,3.6733407032603343e-33,2.0388654933017362e-33,1.0633415744815501e-31,5.1515595298044784e-37,1.5078142299928222e-33,1.7973737509896572e-37,2.2469194885778516e-41,1.3165985360090961e-36,3.7950847203915282e-38,3.7938687520239012e-38,1.2159683676277888e-41,2.7664931185992063e-28,4.910017354300234e-34,2.7788321045571798e-36,1.4580956313166664e-37,2.5149026496392175e-38,1.9996207200972707e-42,1.3676437008088489e-42
3.107740365889577e-11,0.38296699234725173,3.3177708924157596e-17,5.5539860631624814e-23,4.9011189396530723e-23,4.9443266625692302e-34,1.0350381479437296e-26,0.0,0.0,1.05095308396754e-13,3.6756012712138059e-22,154.0,0.0,0.99999982974040491,1.0,18.999999994496683,1.9540158449880453e-08,1.6409851438637855e-11,7.0631412159015803e-08,7.4105035462129895e-08,2.7317967083929649e-10,4.4884047303635861e-09,1.7513238314637448e-13,1.0146227405698209e-09,1.8931150539682103e-10,2.3925378499266221e-16,8.148282825356916e-13,1.6760481971924296e-14,9.2683676407247047e-17,9.2471739442314533e-17,1.2905104783896565e-19,1.7890618981836031e-18,8.288591677564478e-20,5.2896070235717534e-14,2.5001716182726295e-36,2.4556792115146239e-36,2.4556792814951252e-36,2.4494061908711201e-17,6.8439099644275634e-22,3.2046849338494468e-17,1.1490472949903852e-21,8.7857249860782984e-25,5.6872846915489856e-24,7.042550265431793e-27,4.2922522897330186e-29,6.1223234342283092e-32,1.1445349255863999e-34,1.1248701795286349e-37,9.0841735425660615e-39,5.0446476907958355e-32,1.4671514809533633e-40,2.581606418258772e-18,1.1879959704961664e-24,4.9873743754226619e-26,1.7565234346302053e-29,1.4949824472989101e-30,4.4299465242887319e-28,4.0434443802814663e-33,2.2442906787929589e-33,1.2095338067233205e-31,5.8610225830351519e-37,1.7151111370825774e-33,2.0447358904148614e-37,2.5558500367094706e-41,1.4992872957683289e-36,4.4594117132844424e-38,4.4579357536725187e-38,1.4759596119244789e-41,3.1787515755462174e-28,5.6313231475110135e-34,3.2905326417493377e-36,1.7862726316716385e-37,3.074059067636643e-38,2.4551051111361365e-42,1.7329814449071792e-42
3.3056433526893244e-11,0.38296699234582865,3.5311071964751675e-17,6.3313626343147051e-23,5.5477066370344421e-23,6.3217469836236304e-34,1.2460416318746282e-26,0.0,0.0,1.1870026332314704e-13,4.4385595313205828e-22,154.0,0.0,0.99999981889814149,1.0,18.999999993846387,2.0784485015458773e-08,1.6409852094047482e-11,7.4840968155640284e-08,7.8812547416014081e-08,2.9117687415476897e-10,5.0625236380619052e-09,1.8625785208777098e-13,1.0907764981818826e-09,2.0178343518550386e-10,2.6985822102681891e-16,9.2171837627045663e-13,1.8907579005863675e-14,1.1129587898633583e-16,1.1103972046673219e-16,1.5534697752987771e-19,2.032197620156225e-18,1.0081154165965471e-19,5.9835258042519094e-14,3.836685764563976e-36,3.7684096151795604e-36,3.7684097294571904e-36,2.9504901665594769e-17,8.230241911866712e-22,3.4452193654584109e-17,1.2358451723536285e-21,9.9721706945229093e-25,6.887702968917578e-24,9.0930387398745838e-27,5.9087800648704084e-29,8.4275691024932872e-32,1.6794644936845919e-34,1.6568025341234678e-37,1.2506288580723308e-38,6.9450713631966131e-32,2.1560464024222383e-40,2.9324469505191955e-18,1.3411498853314981e-24,5.9892767177047411e-26,1.9989939272625428e-29,1.6912389017772471e-30,5.3228170727842738e-28,4.8557425299060918e-33,2.6951551439446375e-33,1.5464133484077112e-31,7.4962458003908822e-37,2.1927965795492316e-33,2.6148231164211038e-37,3.267741437236803e-41,1.9207825803738909e-36,6.0660880605820566e-38,6.0639520653913239e-38,2.1359951907319141e-41,4.1410623898749258e-28,7.3092844269445986e-34,4.5384977504321541e-36,2.6287498971230381e-37,4.5037369479984895e-38,3.6276079638822419e-42,2.7199974349245262e-42
