Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878)
6.67298217126759e-05,0.3827595574560396,5.730303168510893e-12,2.9282817229483485e-07,7.7296672171810377e-07,2.1262061596874949e-12,0.00049025198896684237,0.0,0.0,0.00018284561748739778,0.0079878374668477959,154.0,0.0,0.70532903363691168,1.0,18.896252166951676,0.0025337026130870114,1.1782230036213612e-11,0.00034269157859058522,0.0019273528792930915,0.00050335627516360018,0.001750085081168085,4.5325802871976985e-09,3.1062545490165403e-05,0.00035397751928946787,9.3294286849892925e-11,0.091386069610684476,9.7127717031603418e-09,0.000394098992349856,0.00013409659660584377,1.9402347270208508e-07,4.4104723692529963e-09,1.4935796220844975e-07,0.10205464486753638,2.1174424584453512e-06,4.3933527649904239e-05,5.2081780888155691e-05,0.09287458282895826,1.2298147696997871e-07,9.8112194888922395e-13,1.7734783242438852e-11,2.0774083009300112e-11,8.0371511852916636e-08,3.3995999127104558e-06,1.4964841879942783e-05,1.178154460025079e-07,5.3925759215784295e-06,0.00031802686680498104,1.7518149031740354e-14,0.00014747467357424361,1.3570733317828433e-06,6.0861786015689405e-09,8.7370324623927915e-08,4.4650735577754849e-07,1.4761346062936707e-12,7.1117612035456296e-12,6.8013560004331245e-08,3.6202401427315082e-14,2.0094308849058786e-14,2.8391060953832249e-05,1.3843505077416766e-10,8.0368656380194771e-09,9.5705151781146556e-13,1.1979355502783079e-16,7.2343249516215473e-12,7.3581403104461194e-07,8.4498273360331432e-10,7.349690483110088e-07,6.0477995884944806e-05,5.5206304218149158e-11,1.9113905939316658e-10,2.4749504239821819e-08,2.2903656612490631e-11,3.6319635055906582e-13,1.5334239829067445e-06
6.77128321761601e-05,0.38275743189485845,5.71253148546772e-12,2.9807590704333893e-07,7.8289917197020161e-07,2.1645611430392736e-12,0.00050351097307400959,0.0,0.0,0.0001829660519101785,0.0080904703888023764,154.0,0.0,0.70232051617669333,1.0,18.895161695113377,0.0025226044466162205,1.1735424408692364e-11,0.00034132756542993919,0.0019178154293097804,0.00050956384386765835,0.0017430343534177353,4.5099157160002513e-09,3.0907221316690778e-05,0.00035841931456398723,9.2918423627971172e-11,0.09232480010154348,9.6741293990717621e-09,0.00039912682225236599,0.00013408327658402896,1.9399408168713691e-07,4.4658345224352668e-09,1.4933533821504826e-07,0.10315302528408252,2.1174665729437225e-06,4.4732029965179268e-05,5.3193336078432015e-05,0.093845193995720569,1.2430511055451404e-07,9.7621597761789108e-13,1.7924721083524012e-11,2.0991189299598367e-11,8.1211966385740097e-08,3.4476747465182602e-06,1.517586928773437e-05,1.1951403875279225e-07,5.4702014967103236e-06,0.00032649673320118186,1.7770715244064937e-14,0.00015186561559693649,1.3994846313053782e-06,6.1612602903785651e-09,8.9717704316379506e-08,4.584800053383691e-07,1.5157939388468269e-12,7.3253535390798525e-12,7.0059541927481234e-08,3.7173132726465824e-14,2.063311770608474e-14,2.9463407746605857e-05,1.4366382271299246e-10,8.2795334219399505e-09,9.8589762587863435e-13,1.2341064131951649e-16,7.4523718553106885e-12,7.6925850396427683e-07,8.7539302072045883e-10,7.6838311094355654e-07,6.1600111746381984e-05,5.623085498979564e-11,1.9474318522278346e-10,2.5214980947161253e-08,2.3334312320499969e-11,3.7002717193013365e-13,1.5894649783102991e-06
6.86958426396443e-05,0.3827553251320296,5.6949973224467741e-12,3.0329114463227016e-07,7.9278912899081839e-07,2.2030600100744969e-12,0.00051690824704267978,0.0,0.0,0.00018308764714487777,0.0081926795496967322,154.0,0.0,0.69933806848682512,1.0,18.894080109422795,0.0025116045454815182,1.1689035098705643e-11,0.00033997518835575684,0.0019083613306465819,0.00051574360616973782,0.0017360443998090263,4.4874513698543603e-09,3.0753269319685533e-05,0.00036284349819856715,9.2545800180081897e-11,0.093254873685639977,9.6358165986132587e-09,0.00040413469452767886,0.0001340638415870791,1.9395592747610358e-07,4.5209771437169467e-09,1.4930596836213143e-07,0.10424240640753139,2.1172638970700033e-06,4.5524243892186306e-05,5.4304147479058134e-05,0.094807041689508473,1.2561789924390299e-07,9.713533470461336e-13,1.8113082932652924e-11,2.1206335397822687e-11,8.2044842855757996e-08,3.4956350495284762e-06,1.5386380370469454e-05,1.2120858181246746e-07,5.5476355368304516e-06,0.000335044048242518,1.8022679302036585e-14,0.00015631655493373298,1.442433221326573e-06,6.2360056289753879e-09,9.2090845992930012e-08,4.7058325054432477e-07,1.555888524100293e-12,7.5420412556248681e-12,7.213527224760946e-08,3.8154452599150245e-14,2.1177803799384044e-14,3.0557840680774627e-05,1.4900028686226095e-10,8.5257445619793952e-09,1.0151630549629226e-12,1.2708054312976128e-16,7.6735883945572272e-12,8.0370509413345457e-07,9.0647141751546521e-10,8.0279862271593929e-07,6.2721337973176055e-05,5.7254599590842899e-11,1.9834537185874227e-10,2.5680169136292114e-08,2.3764700632112104e-11,3.7685375932714429e-13,1.6465494029675694e-06
6.967885310312851e-05,0.38275323692513064,5.6776981445085637e-12,3.0847408850923808e-07,8.0263685744031507e-07,2.2417018358533563e-12,0.00053044258194533068,0.0,0.0,0.00018321039580333542,0.0082944692071661823,154.0,0.0,0.69638135277078861,1.0,18.893007295763947,0.002500701686316198,1.1643056660581521e-11,0.00033863429811732486,0.0018989894987406313,0.00052189579820252304,0.00172911443291712,4.4651846160209101e-09,3.0600671456539253e-05,0.00036725022657695052,9.2176374529848628e-11,0.094176404037536382,9.5978290772380023e-09,0.00040912277898624849,0.00013403877145458701,1.9390970451665614e-07,4.5759021826126786e-09,1.4927038723093367e-07,0.10532290329309424,2.1168520921882978e-06,4.6310117896590835e-05,5.5414116116083066e-05,0.095760238870128106,1.2691998168981136e-07,9.6653348729142479e-13,1.8299889163441746e-11,2.1419546570470504e-11,8.2870238907119694e-08,3.5434811188414327e-06,1.5596376633649169e-05,1.2289908570188627e-07,5.6248786210091035e-06,0.00034366775472260096,1.8274042769941593e-14,0.00016082731525959436,1.4859147267447993e-06,6.3104174739004729e-09,9.4489564138528957e-08,4.8281613566018197e-07,1.5964152277502999e-12,7.7618155099473626e-12,7.424066730480599e-08,3.91462835552436e-14,2.172832411770813e-14,3.1674384649008556e-05,1.5444456459883891e-10,8.7754891550009938e-09,1.0448465918306522e-12,1.3080311284728912e-16,7.8979653985627186e-12,8.3916830783584255e-07,9.3822360735568313e-10,8.3823008422848719e-07,6.3841634084444172e-05,5.8277500995402378e-11,2.0194547508071141e-10,2.6145050600641809e-08,2.4194804718917369e-11,3.8367584557058299e-13,1.7046765669430446e-06
7.066186356661272e-05,0.3827511670358792,5.6606314534842244e-12,3.1362497557930989e-07,8.1244261930731558e-07,2.2804857285077532e-12,0.00054411276448910204,0.0,0.0,0.00018333429090755011,0.0083958435589698427,154.0,0.0,0.69345003705985886,1.0,18.891943141973648,0.0024898946539595439,1.1597483743029899e-11,0.00033730474803538859,0.0018896988675401493,0.00052802065306618471,0.0017222436790136836,4.4431128671920044e-09,3.0449409995987985e-05,0.00037163965404080421,9.1810105431024695e-11,0.095089502859317887,9.5601626831526518e-09,0.00041409124326624596,0.00013400851026732399,1.9385605540463201e-07,4.6306115631780861e-09,1.4922908948747606e-07,0.10639462903068181,2.116247540017951e-06,4.708960865629041e-05,5.6523150910141914e-05,0.096704896559525994,1.2821149417554414e-07,9.6175583830528088e-13,1.8485159797736662e-11,2.1630847650583424e-11,8.3688250508975714e-08,3.5912132513378559e-06,1.5805859578342077e-05,1.2458556093262432e-07,5.7019313261980015e-06,0.00035236681034793839,1.8524807210762065e-14,0.00016539772117871558,1.5299248672394563e-06,6.3844986450069066e-09,9.6913674444333234e-08,4.951777114433709e-07,1.6373709358720074e-12,7.9846672401516011e-12,7.6375641301761896e-08,4.0148548631040863e-14,2.2284635941999689e-14,3.281306054292614e-05,1.5999675779043609e-10,9.0287570477161813e-09,1.0749469941874891e-12,1.3457819913218976e-16,8.1254934768598129e-12,8.7566261023199686e-07,9.7065523953473275e-10,8.7469195499246236e-07,6.4960963565950961e-05,5.9299525799966611e-11,2.0554336384161564e-10,2.6609608836411279e-08,2.4624609326495425e-11,3.9049318846892017e-13,1.7638457411100452e-06
7.164487403009692e-05,0.382749115230047,5.6437947929323645e-12,3.1874407209322895e-07,8.2220667346354312e-07,2.3194108286169674e-12,0.00055791759676010618,0.0,0.0,0.00018345932586324971,0.0084968067442368952,154.0,0.0,0.69054379508611508,1.0,18.890887537799902,0.0024791822433945609,1.1552311087078259e-11,0.00033598639394552857,0.0018804883891224871,0.0005341184008804047,0.0017154313777598467,4.4212335805110651e-09,3.0299467511400987e-05,0.00037601193292504623,9.1446952351137604e-11,0.095994279923015971,9.5228133357162166e-09,0.00041904025287087552,0.0001339734689390241,1.9379557462784204e-07,4.6851071844502226e-09,1.4918253276455122e-07,0.10745769478689148,2.115465429283179e-06,4.7862680425037606e-05,5.7631168096511134e-05,0.097641123883230582,1.2949257066662849e-07,9.5701984966115504e-13,1.8668914513242776e-11,2.1840263047019113e-11,8.4498971991298628e-08,3.6388317436633787e-06,1.6014830701220071e-05,1.2626801800722142e-07,5.77879422726674e-06,0.00036114018747702455,1.877497418613533e-14,0.00017002759821429538,1.5744594537911712e-06,6.4582519260891862e-09,9.9362993242782396e-08,5.0766703228041288e-07,1.6787525453751643e-12,8.2105871375347998e-12,7.8540106037210013e-08,4.1161171157080055e-14,2.2846696716522039e-14,3.3973885356063441e-05,1.6565694929767872e-10,9.2855378223483417e-09,1.1054629890322179e-12,1.384056467022265e-16,8.356163006868831e-12,9.1320242430487352e-07,1.0037719279236144e-09,9.1219865237695021e-07,6.6079293568291342e-05,6.0320643947909802e-11,2.0913891928689823e-10,2.707382891433518e-08,2.5054100655898377e-11,3.973055689367573e-13,1.8240561608286407e-06
7.262788449358113e-05,0.38274708127737517,5.627185745999189e-12,3.2383166990338227e-07,8.3192927977270331e-07,2.3584763086178671e-12,0.00057185589596792043,0.0,0.0,0.00018358549443515072,0.0085973628446721073,154.0,0.0,0.68766230615905843,1.0,18.889840374861318,0.0024685632613012359,1.1507533524068512e-11,0.00033467909414213224,0.0018713570333085911,0.00054018926883527495,0.0017086767819105536,4.3995442566383461e-09,3.0150826874376821e-05,0.00038036721359240131,9.1086875455734181e-11,0.096890843111936645,9.4857770238554883e-09,0.00042396997120486838,0.00013393402762631483,1.9372881203946176e-07,4.7393909208779319e-09,1.4913114033554976e-07,0.10851220984591331,2.1145198372548732e-06,4.8629304440713156e-05,5.8738090685410521e-05,0.098569028110729248,1.3076334286010964e-07,9.5232498035213682e-13,1.8851172650819049e-11,2.2047816753483334e-11,8.5302496079779377e-08,3.6863368922269389e-06,1.6223291494586088e-05,1.2794646741928745e-07,5.8554678970321754e-06,0.00036998687286501111,1.9024545256371031e-14,0.00017471677279851057,1.619514385321653e-06,6.5316800654990204e-09,1.0183733825210591e-07,5.2028315984767618e-07,1.7205569765826118e-12,8.4395656939522225e-12,8.0733971356974532e-08,4.2184075054952734e-14,2.3414464213606335e-14,3.5156872284034229e-05,1.7142520346248751e-10,9.5458208005259089e-09,1.1363932731060279e-12,1.4228529639085582e-16,8.5899641372939919e-12,9.5180212981268908e-07,1.0375792505502244e-09,9.5076455056213904e-07,6.71965946271512e-05,6.134082847397266e-11,2.1273203382356656e-10,2.7537697360759482e-08,2.5483266253652767e-11,4.0411278924966802e-13,1.8853070293462484e-06
7.361089495706533e-05,0.3827450649514923,5.6108019286954009e-12,3.2888808305992759e-07,8.4161069726028631e-07,2.3976813721757735e-12,0.0005859264942006798,0.0,0.0,0.00018371279072494664,0.0086975158857222762,154.0,0.0,0.68480525504566414,1.0,18.888801546607603,0.0024580365272893006,1.1463145973711031e-11,0.00033338270932494743,0.0018623037872874872,0.00054623348124109886,0.0017019791570266245,4.3780424388385847e-09,3.0003471248488044e-05,0.00038470564446721055,9.0729835593010377e-11,0.097779298460930655,9.4490498045530619e-09,0.00042888055961017561,0.00013389053796857711,1.9365627616374499e-07,4.793464622743883e-09,1.4907530365910632e-07,0.10955828164938929,2.1134238063648973e-06,4.9389458375412589e-05,5.9843847960024831e-05,0.099488714694813213,1.3202394023260452e-07,9.4767069859348533e-13,1.9031953221741875e-11,2.2253532357327004e-11,8.6098913929840342e-08,3.7337289932061326e-06,1.6431243446463613e-05,1.2962091965343093e-07,5.9319529062863329e-06,0.00037890586741374735,1.9273521980441755e-14,0.00017946507226268999,1.6650856454529276e-06,6.6047857767480264e-09,1.0433652902475945e-07,5.3302516542740503e-07,1.7627811808065724e-12,8.6715932418436466e-12,8.2957145537275847e-08,4.3217185025086818e-14,2.3987896637879972e-14,3.6362030827238991e-05,1.7730156660889777e-10,9.809595091944652e-09,1.1677365185599383e-12,1.4621698587257479e-16,8.8268868309627706e-12,9.9147606229934392e-07,1.0720827524079417e-09,9.9040397954693617e-07,6.8312840404054188e-05,6.2360055267689234e-11,2.1632261027839976e-10,2.8001202047338086e-08,2.5912094909830423e-11,4.109146714254307e-13,1.9475975209411083e-06
7.459390542054954e-05,0.3827430660298336,5.5946409936981025e-12,3.3391364472076134e-07,8.5125117804526474e-07,2.4370252535764069e-12,0.00060012823818914724,0.0,0.0,0.00018384120914971929,0.0087972698377061734,154.0,0.0,0.68197233185369199,1.0,18.887770948280998,0.002447600874864439,1.1419143442187519e-11,0.00033209710254742818,0.0018533276552750511,0.00055225125957712967,0.0016953377811923748,4.3567257120889998e-09,2.9857384083170476e-05,0.00038902737206851159,9.0375794278771076e-11,0.098659750195657883,9.4126278013866791e-09,0.00043377217740088437,0.00013384332516940599,1.9357843720009535e-07,4.8473301165771673e-09,1.4901538469163946e-07,0.11059601583525608,2.1121894160915812e-06,5.0143125824649728e-05,6.0948375009839384e-05,0.10040028730992567,1.3327449008709175e-07,9.4305648162955232e-13,1.9211274914792839e-11,2.2457433048126396e-11,8.6888315159782966e-08,3.781008342527e-06,1.6638688040623159e-05,1.3129138518474924e-07,6.0082498238237738e-06,0.0003878961859272096,1.9521905915904382e-14,0.00018427232482768379,1.7111692992225392e-06,6.6775717390973313e-09,1.0686038527273338e-07,5.4589212156251801e-07,1.8054221120548246e-12,8.9066598652644831e-12,8.5209534440780087e-08,4.4260425870124229e-14,2.4566952250704066e-14,3.7589366888388792e-05,1.8328606751858106e-10,1.0076849579192642e-08,1.1994913712326769e-12,1.5020054943672941e-16,9.066920851808899e-12,1.032238512156454e-06,1.1072879443880165e-09,1.0311312242120661e-06,6.9428007446134638e-05,6.3378302854090847e-11,2.1991056112312066e-10,2.8464332088846483e-08,2.6340576563640594e-11,4.177110557245114e-13,2.0109267838273894e-06
7.557691588403374e-05,0.38274108429356246,5.5787006323969693e-12,3.3890870435070771e-07,8.6085097416116276e-07,2.4765072171782455e-12,0.0006144599890624342,0.0,0.0,0.00018397074442005022,0.0088966286169097682,154.0,0.0,0.67916323191816519,1.0,18.886748476878694,0.0024372551521731306,1.1375521020308017e-11,0.00033082213916489763,0.0018444276581670088,0.00055824282253926914,0.0016887519447440127,4.3355917022391163e-09,2.9712549107966626e-05,0.00039333254104241387,9.0024713681964109e-11,0.099532300770854995,9.3765072030635894e-09,0.00043864498189737853,0.00013379268993004052,1.9349572978444433e-07,4.9009892055562568e-09,1.4895171801309969e-07,0.11162551627560115,2.1108278503259414e-06,5.0890295833119614e-05,6.2051612297003199e-05,0.10130384788953825,1.3451511759852763e-07,9.384818155518864e-13,1.9389156102961237e-11,2.2659541626045119e-11,8.7670787883088201e-08,3.8281752358423964e-06,1.6845626756510653e-05,1.3295787447872413e-07,6.0843592164595145e-06,0.00039695685687220862,1.9769698618885824e-14,0.00018913835959441367,1.7577614898822938e-06,6.7500405981346405e-09,1.0940872705605136e-07,5.5888310282344092e-07,1.8484767302151047e-12,9.1447554053003929e-12,8.7491041566937537e-08,4.5313722557094572e-14,2.5151589404685051e-14,3.8838882860309019e-05,1.8937871785897033e-10,1.0347572863172973e-08,1.2316564442979779e-12,1.5423581717399905e-16,9.3100557168526995e-12,1.0741037236445146e-06,1.143200298950429e-09,1.0729605233455642e-06,7.0542074963608593e-05,6.4395552190395312e-11,2.2349580772384763e-10,2.8927077748473996e-08,2.6768702215792916e-11,4.2450179926027666e-13,2.0752939428393454e-06
7.655992634751795e-05,0.3827391195274942,5.5629785698383584e-12,3.4387362518717648e-07,8.7041034412597572e-07,2.5161265568375373e-12,0.0006289206221081928,0.0,0.0,0.00018410139152226778,0.008995596086646929,154.0,0.0,0.67637765569090469,1.0,18.885734031116272,0.0024269982225637232,1.1332273881720236e-11,0.0003295576867857097,0.0018356028331650866,0.00056420838608675812,0.0016822209500076219,4.3146380751225238e-09,2.9568950326434213e-05,0.00039762129419378269,8.9676556610683791e-11,0.10039705090761314,9.3406842620384162e-09,0.00044349912845976467,0.00013373891024433531,1.9340855566358171e-07,4.9544436699045489e-09,1.4888461288556002e-07,0.11264688511356567,2.1093494604297482e-06,5.1630962454596793e-05,6.3153505253549919e-05,0.10219949666258357,1.3574594585834548e-07,9.3394619510698909e-13,1.9565614850162609e-11,2.2859880509978284e-11,8.8446418739912453e-08,3.8752299685424577e-06,1.7052061069340037e-05,1.3462039799104891e-07,6.1602816490432461e-06,0.00040608692214394893,2.0016901644059534e-14,0.00019406300653460035,1.8048584360131994e-06,6.8221949663392845e-09,1.1198137761782028e-07,5.7199720001059108e-07,1.8919420489533828e-12,9.3858696365576507e-12,8.98015697319337e-08,4.6377001368941111e-14,2.5741767182832894e-14,4.0110577721418238e-05,1.9557951264882857e-10,1.0621753350818939e-08,1.2642303284285071e-12,1.5832261628384857e-16,9.5562807730290627e-12,1.117085893944353e-06,1.1798252550691824e-09,1.1159060686892838e-06,7.1655024623636332e-05,6.5411786478016051e-11,2.2707827967018179e-10,2.9389430350001949e-08,2.7196463847341919e-11,4.3128677471010882e-13,2.1406981019107386e-06
7.754293681100216e-05,0.3827371715200205,5.5474725629650434e-12,3.4880878195051214e-07,8.7992953689603711e-07,2.5558825953312211e-12,0.00064350902655991812,0.0,0.0,0.00018423314570315791,0.0090941760582878596,154.0,0.0,0.67361530863292285,1.0,18.884727511391919,0.0024168289649950268,1.1289397281159679e-11,0.00032830361522434326,0.0018268522334591896,0.00057014816348788635,0.001675744111039328,4.2938625357096098e-09,2.9426572010342391e-05,0.00040189377251725531,8.9331286498332397e-11,0.10125409962974581,9.3051552931866964e-09,0.00044833477052058743,0.0001336822430653815,1.9331728610400015e-07,5.0076952672774361e-09,1.4881435510754519e-07,0.11366022279932411,2.1077638241992793e-06,5.2365124343680701e-05,6.4254003907424106e-05,0.10308733218897907,1.3696709591779253e-07,9.2944912351293115e-13,1.9740668917852958e-11,2.3058471745501117e-11,8.9215292927796515e-08,3.9221728357578693e-06,1.7257992450238413e-05,1.3627896616705542e-07,6.2360176844839695e-06,0.00041528543683643648,2.0263516544556582e-14,0.00019904609648167254,1.8524564286078386e-06,6.8940374236352168e-09,1.1457816123595658e-07,5.8523350967610734e-07,1.9358150994194861e-12,9.6299921673973146e-12,9.2141020125527766e-08,4.7450189054951243e-14,2.6337444927002902e-14,4.1404447136376697e-05,2.0188843074900755e-10,1.0899379322078723e-08,1.2972115996581737e-12,1.6246077207297336e-16,9.805585256618956e-12,1.1611991723642908e-06,1.217168223098138e-09,1.1599820041411926e-06,7.2766840359391667e-05,6.6426990988185623e-11,2.3065791416961476e-10,2.9851382196502396e-08,2.762385434462207e-11,4.3806586912237785e-13,2.2071383463645388e-06
7.852594727448636e-05,0.38273524006303794,5.53218039757676e-12,3.5371455877834638e-07,8.8940878949117071e-07,2.5957746838055487e-12,0.00065822410537519425,0.0,0.0,0.00018436600244962738,0.0091923722922589678,154.0,0.0,0.67087590110958795,1.0,18.883728819751671,0.0024067462743186086,1.12468865527473e-11,0.00032705979645257429,0.0018181749279550699,0.00057606236536474271,0.0016693207533716153,4.2732628274402079e-09,2.9285398695100641e-05,0.00040615011522760277,8.8988867390119256e-11,0.10210354429928425,9.2699166724251116e-09,0.00045315205961684549,0.00013362292585271054,1.9322226406488197e-07,5.0607457331399794e-09,1.4874120868687589e-07,0.11466562812515713,2.1060798009517737e-06,5.3092784377234021e-05,6.5353062535380638e-05,0.10396745139426887,1.3817868683018412e-07,9.2499011231484901e-13,1.9914335771182169e-11,2.3255337012620907e-11,8.9977494231599154e-08,3.969004132308551e-06,1.7463422366036648e-05,1.3793358944154715e-07,6.3115678837669777e-06,0.00042455146901809461,2.0509544871941842e-14,0.00020408746112184558,1.9005518279229825e-06,6.9655705179323523e-09,1.1719889930347111e-07,5.9859111429584958e-07,1.9800928640224848e-12,9.8771121987814896e-12,9.450929001613919e-08,4.8533211223119612e-14,2.6938581345572163e-14,4.2720483531286995e-05,2.0830543522911459e-10,1.1180438746448467e-08,1.3305987981026249e-12,1.666501052206115e-16,1.0057958132398922e-11,1.2064576594833198e-06,1.2552345725312485e-09,1.2052024249107887e-06,7.3877508193290561e-05,6.7441152900249477e-11,2.3423465543944604e-10,3.031292649499739e-08,2.805086742948692e-11,4.4483898281089791e-13,2.274613745026837e-06
7.950895773797057e-05,0.38273332495187523,5.5170998974787942e-12,3.5859134736575047e-07,8.9884835726769635e-07,2.6358022012243357e-12,0.0006730647749850693,0.0,0.0,0.00018449995747076855,0.0092901884990128306,154.0,0.0,0.6681591482885999,1.0,18.882737859855425,0.0023967490614568094,1.1204737108337493e-11,0.00032582610455454968,0.0018095700009010452,0.00058195119973703544,0.0016629502137746255,4.2528367313637591e-09,2.9145415173860649e-05,0.00041039045978945754,8.8649263930298079e-11,0.10294548065102638,9.2349648354391306e-09,0.00045795114542133178,0.00013356117800729882,1.9312380636589069e-07,5.1135967811379428e-09,1.4866541750930468e-07,0.11566319825965196,2.1043055829449813e-06,5.3813949303483913e-05,6.6450639340931693e-05,0.10483994960339471,1.3938083569215721e-07,9.2056868119885559e-13,2.0086632585200572e-11,2.3450497633324066e-11,9.0733105052691186e-08,4.0157241526758814e-06,1.7668352279168175e-05,1.3958427823831427e-07,6.3869328059485737e-06,0.00043388409951196214,2.0754988176145371e-14,0.00020918693298534524,1.9491410608544229e-06,7.0367967656568864e-09,1.1984341657593756e-07,6.1206911314222309e-07,2.0247723819810544e-12,1.0127218872032811e-11,9.6906276053203863e-08,4.9625994843290302e-14,2.7545135902818397e-14,4.4058676167439393e-05,2.1483047372711319e-10,1.1464919296766641e-08,1.3643904294240932e-12,1.7089043198417053e-16,1.0313388104712418e-11,1.2528754061311606e-06,1.2940296308718766e-09,1.2515813765002888e-06,7.4987016073298405e-05,6.845426115275369e-11,2.3780845416924449e-10,3.0774057286613976e-08,2.8477497594752348e-11,4.5160602832981481e-13,2.3431233521779121e-06
8.049196820145477e-05,0.3827314259852236,5.5022289321508426e-12,3.63439545294358e-07,9.082485008142712e-07,2.6759645539337055e-12,0.00068802996509058465,0.0,0.0,0.00018463500669181385,0.009387628339966838,154.0,0.0,0.66546477004056626,1.0,18.88175453694376,0.0023868362534948989,1.1162944435900831e-11,0.00032460241568558823,0.0018010365515147284,0.0005878148720650058,0.0016566318400224945,4.2325820651529948e-09,2.9006606490759357e-05,0.00041461494194642071,8.8312441349720586e-11,0.10378000282620346,9.2002962765177071e-09,0.0004627321757733221,0.00013349720220267401,1.9302220562481348e-07,5.1662501034613952e-09,1.4858720683009834e-07,0.11665302878106933,2.102448743333118e-06,5.4528629416875123e-05,6.7546696155623199e-05,0.10570492057363125,1.405736576838575e-07,9.1618435777856972e-13,2.0257576251066182e-11,2.3643974578945503e-11,9.1482206437431601e-08,4.0623331910785384e-06,1.7872783648152325e-05,1.4123104296951563e-07,6.4621130081722722e-06,0.0004432824216797306,2.0999848005365959e-14,0.00021434434543779967,1.9982206187618395e-06,7.1077186522705226e-09,1.2251154463409677e-07,6.2566664018970828e-07,2.0698508078268768e-12,1.0380301523766956e-11,9.933187670130067e-08,5.0728469698919737e-14,2.8157069624725969e-14,4.5419011256665698e-05,2.2146347901178696e-10,1.1752808707122546e-08,1.3985850064674251e-12,1.7518156953404543e-16,1.0571863932195791e-11,1.3004664126880256e-06,1.3335587074841183e-09,1.2991328539805413e-06,7.609535372135327e-05,6.9466306305049237e-11,2.4137926705668019e-10,3.1234769382034568e-08,2.8903740044669448e-11,4.5836692952639808e-13,2.412666209352524e-06
8.147497866493898e-05,0.3827295429650696,5.4875653735023697e-12,3.6825955453281751e-07,9.1760943805506682e-07,2.716261175120244e-12,0.00070311861849912428,0.0,0.0,0.00018477114623999071,0.0094846954284183108,154.0,0.0,0.66279249084189806,1.0,18.880778757805707,0.0023770067937027278,1.1121504097946356e-11,0.00032338860802522996,0.0017925736938239074,0.00059365358529145189,0.0016503649906514468,4.2124966826897818e-09,2.8868957938085011e-05,0.00041882369574956627,8.7978365452977308e-11,0.10460720340545544,9.1659075472280817e-09,0.00046749529670862041,0.0001334311856206449,1.9291773194119891e-07,5.2187073711990274e-09,1.4850678457023325e-07,0.11763521370987999,2.1005162808651754e-06,5.5236838256890277e-05,6.8641198162033205e-05,0.10656245652673108,1.4175726610812447e-07,9.1183667750540283e-13,2.0427183381690732e-11,2.3835788477364413e-11,9.2224878104941586e-08,4.1088315414543801e-06,1.8076717927525318e-05,1.4287389403613119e-07,6.5371090457102186e-06,0.00045274554121081982,2.1244125906138516e-14,0.00021955953267181362,2.0477870544155852e-06,7.1783386327787426e-09,1.2520310818427922e-07,6.3938279592064861e-07,2.1153251799492438e-12,1.0636348907389727e-11,1.0178598484401669e-07,5.184056285795122e-14,2.8774342030023157e-14,4.6801472046836632e-05,2.2820436939960569e-10,1.2044094546001556e-08,1.4331810231669277e-12,1.79523332572205e-16,1.083337423054236e-11,1.3492446285876901e-06,1.3738270809643162e-09,1.3478708015067257e-06,7.7202512493119838e-05,7.0477280408202083e-11,2.4494705631168421e-10,3.1695058301598064e-08,2.9329590639407188e-11,4.6512162066215791e-13,2.4832413470005031e-06
