Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859)
2.3828457115978845e-07,0.5081981068110626,6.4448412227076132e-07,7.6214262490538651e-08,3.7979988046002684e-05,2.1609155922330982e-09,8.8429017331499371e-05,0.0,0.0,0.0016727851345101196,0.0024068216902163177,154.0,0.0,0.78662751768993311,1.0,18.980479993496246,0.012089024583227371,1.230816991729851e-07,0.024386118835817386,0.044398943172224065,0.02343994499516799,0.0053053355524290613,1.7600881159804308e-08,0.00011505797479681211,0.034138452638456544,7.2694393904350753e-11,0.029905734720583971,1.7311579072001048e-05,0.015876180654793147,0.013533375899112096,4.8413472374529321e-06,2.4848446539963555e-06,3.0508173888397007e-06,0.013775112297620493,7.0945616744228149e-05,0.00049327028533187117,0.00056607028447143632,0.0097875644952302391,3.973532107349709e-07,1.0668214947152771e-12,1.1040450389986164e-11,2.7779513822174415e-10,3.6259564854100183e-06,8.433383952189381e-05,1.2125150969051484e-05,1.0349832282687524e-05,4.1135204870739256e-06,8.7429518002879976e-06,4.7450833480064165e-12,8.3364156811974349e-06,9.381222038731594e-06,1.6635533547227472e-06,1.3811424967288307e-07,3.0042593477761548e-08,4.5480872670244236e-11,1.5850086161624782e-10,5.3768229809870666e-07,5.8691488992635679e-16,3.3531392212761723e-16,4.9473780683742201e-07,8.3501434311047482e-12,1.9212828957257606e-08,5.0319440090809741e-13,1.7179826669985138e-14,3.8632542045763118e-12,1.6633578679206652e-07,4.9952139618119591e-08,1.1638364717394692e-07,6.3017678195165266e-05,1.686376072055158e-08,7.5098053365629997e-07,1.1657832859285679e-06,7.530019645886286e-09,1.6012584483841026e-10
2.4113682050895394e-07,0.5081981434807196,6.471886146875266e-07,7.7633095693409353e-08,3.8873385318138811e-05,2.2232856246239061e-09,9.2015129160514985e-05,0.0,0.0,0.0016795818317917714,0.002469306530133145,154.0,0.0,0.78451663112417391,1.0,18.980208853908394,0.012186980581242408,1.2279215167035974e-07,0.024361227884541346,0.044549790096160523,0.023683188391879769,0.00529984840681051,1.7660427193585874e-08,0.00011544723632439162,0.034505323432209772,7.2619208310726971e-11,0.030419613595493378,1.7294032388145884e-05,0.016131603222134729,0.013695046776974128,4.8991121270091521e-06,2.5116765297990806e-06,3.0872185419852044e-06,0.01408425738646841,7.2781995056030676e-05,0.00051300813339987515,0.0005899282759573108,0.0099861897110034414,4.0628216344639766e-07,1.070430741048231e-12,1.1287990387815289e-11,2.8344478642912115e-10,3.7032944376200965e-06,8.721772960596015e-05,1.2539968340474957e-05,1.0709117332260305e-05,4.2574874362332831e-06,9.2074752016649646e-06,4.9098046272989249e-12,8.7653792554317553e-06,9.8963206358316991e-06,1.6809004007638444e-06,1.4466774096401168e-07,3.1468146862721474e-08,4.7638934694835968e-11,1.6639018756593546e-10,5.6446126703119628e-07,6.1476463295186959e-16,3.512249285178101e-16,5.2609913015254476e-07,8.879457301453603e-12,2.0198143507587352e-08,5.2899272895203209e-13,1.8060880330816848e-14,4.0613198961337039e-12,1.7764060970997331e-07,5.2869599567419719e-08,1.2477101014255356e-07,6.5204748448077326e-05,1.7492103501331334e-08,7.8619860671026954e-07,1.2204951834102464e-06,7.8830468564031797e-09,1.6764079442125419e-10
2.4398906985811946e-07,0.5081981778797066,6.4982059306398906e-07,7.9054348936126618e-08,3.97699472383258e-05,2.2862773479107023e-09,9.5683355005818428e-05,0.0,0.0,0.0016860991381107825,0.0025321508894875951,154.0,0.0,0.78241508774852275,1.0,18.979937985549689,0.01228403689922182,1.2250392569601792e-07,0.024333785070672426,0.044695350363889406,0.023925654602564538,0.0052938063689202631,1.7717876136654562e-08,0.00011582278891350779,0.034871331705220165,7.2536419528651359e-11,0.030933823199607881,1.7274669554273269e-05,0.016386753252274112,0.01385450069792101,4.9560823908936407e-06,2.538445272535814e-06,3.1231189558969186e-06,0.014394794133407258,7.4617823159694373e-05,0.00053313858432222922,0.00061434073050475066,0.010184871273171634,4.1525146048416426e-07,1.0739128775674358e-12,1.1536637848496883e-11,2.8909643729907355e-10,3.7807773206304735e-06,9.0150045234707848e-05,1.2961752987739715e-05,1.1074568650700778e-05,4.4039526953598574e-06,9.6886191920156634e-06,5.0773529537749208e-12,9.20941897912661e-06,1.0430158453408465e-05,1.6981920000422071e-06,1.5141313730781543e-07,3.2935433901990515e-08,4.9860191135675828e-11,1.7452738230033699e-10,5.9208228228724244e-07,6.4342968851536628e-16,3.6760173608217436e-16,5.5889405319305224e-07,9.4329673554001295e-12,2.1215599143935423e-08,5.5563209475228564e-13,1.8970674074385152e-14,4.2658426271317141e-12,1.8951997774627397e-07,5.5904876702246142e-08,1.3361510104402776e-07,6.7423228022475083e-05,1.8131703670814824e-08,8.2240071294131237e-07,1.276736843237141e-06,8.2459313710702013e-09,1.7536586485804169e-10
2.46841319207285e-07,0.5081982100184381,6.5238173166858757e-07,8.0477846653023728e-08,4.0669478603088083e-05,2.3498781055676547e-09,9.9433772871443204e-05,0.0,0.0,0.0016923471811226885,0.0025953383267455026,154.0,0.0,0.78032282575370271,1.0,18.979667416539002,0.012380199794925851,1.2221701227098747e-07,0.024303895862436978,0.044835742139639902,0.024167346941747093,0.0052872324163304547,1.7773274949692488e-08,0.00011618493955111352,0.035236481375893705,7.2446342395840123e-11,0.03144830031147524,1.7253565585977868e-05,0.016641604492073105,0.0140117280293482,5.0122546279034395e-06,2.5651511692451227e-06,3.1585164872530004e-06,0.014706658050459457,7.6452015682656663e-05,0.00055365657681248452,0.00063930566327082873,0.010383564390111035,4.2425923563402777e-07,1.0772707506152258e-12,1.1786341101749214e-11,2.9474881756932792e-10,3.8583879321866666e-06,9.3130419850057509e-05,1.3390452086342931e-05,1.144614123164732e-05,4.5528982885216526e-06,1.018664696116523e-05,5.2477076933869183e-12,9.668787554241185e-06,1.0983009210894445e-05,1.7154283892057942e-06,1.5835185899203798e-07,3.4444762427981448e-08,5.2145109696997735e-11,1.8291481899134318e-10,6.2055342668358287e-07,6.7291607045939267e-16,3.8444778062573016e-16,5.9315961714752025e-07,1.0011298771350733e-11,2.226553064063243e-08,5.8312123201678638e-13,1.9909507250938782e-14,4.4768894504027832e-12,2.0199242898987649e-07,5.9060370834873398e-08,1.4293205815500311e-07,6.9672482222210642e-05,1.8782442775246092e-08,8.5959040793036535e-07,1.3345137837260775e-06,8.6187084603868588e-09,1.8330181412770917e-10
2.496935685564505e-07,0.5081982399098044,6.5487366287314404e-07,8.1903418986774706e-08,4.1571791213879786e-05,2.4140754912824786e-09,0.0001032664375204509,0.0,0.0,0.0016983358388496361,0.0026588528466784216,154.0,0.0,0.77823978389888004,1.0,18.979397174038056,0.012475475483237453,1.2193140244708568e-07,0.024271662360047998,0.044971081336580988,0.024408268702797213,0.005280148791899239,1.7826669697105093e-08,0.00011653398937393307,0.035600776336420677,7.2349281639379652e-11,0.031962983553258141,1.7230793104455292e-05,0.016896131778025902,0.014166721318249901,5.0676262161047049e-06,2.5917945050435415e-06,3.1934094839298944e-06,0.015019786088669695,7.8283517352809595e-05,0.00057455678793960976,0.00066482078097968803,0.010582225803216555,4.3330366427210827e-07,1.0805071526530937e-12,1.2037049634112587e-11,3.0040069735540678e-10,3.9361095974034006e-06,9.6158475942537778e-05,1.3826011235281314e-05,1.1823788603629975e-05,4.7043056310914124e-06,1.0701817237689747e-05,5.4208475403804829e-12,1.0143734967062217e-05,1.1555139798669162e-05,1.7326098033907742e-06,1.6548526001161964e-07,3.599642582422544e-08,5.4494136252934105e-11,1.9155478474646843e-10,6.4988249064690969e-07,7.0322951035174152e-16,4.0176633668543799e-16,6.2893282155412151e-07,1.0615076024742123e-11,2.3348261076730454e-08,6.1146856790721615e-13,2.0877668752981298e-14,4.6945250652772029e-12,2.150766902478708e-07,6.2338467920190758e-08,1.5273822232767995e-07,7.1951873147856483e-05,1.9444199415900396e-08,8.9777076162286582e-07,1.3938307663703335e-06,9.0014085258299374e-09,1.9144929625526742e-10
2.553980672547815e-07,0.5081982930135794,6.5965622940439878e-07,8.4760135683772428e-08,4.3384041359548358e-05,2.544211781917766e-09,0.00011117861534502046,0.0,0.0,0.0017095732442599237,0.0027868013655342173,154.0,0.0,0.77410111853545727,1.0,18.978857772532756,0.012663389884773141,1.2136405854472546e-07,0.024200554505637396,0.045227054464758804,0.024887813559371103,0.0052645379285768254,1.7927626804979313e-08,0.00011719396198940501,0.036326817566179656,7.2135379578003579e-11,0.032992731869733366,1.7180521449669165e-05,0.017404119075825088,0.014469986343592384,5.1759606785344608e-06,2.6448946248699527e-06,3.2616776079246379e-06,0.015649589474788755,8.1934382785369569e-05,0.00061748134424972683,0.00071749092197658339,0.010979287966735302,4.5149538995979732e-07,1.0866264413945902e-12,1.2541286222167741e-11,3.1169824771592714e-10,4.0918219719652886e-06,0.00010235607169694036,1.4717484764284886e-05,1.2597115020720861e-05,5.0144283926374502e-06,1.1784597493554168e-05,5.7753942094221095e-12,1.1141352278618451e-05,1.2758273696311172e-05,1.7668086398933799e-06,1.8034119412567714e-07,3.9227860649074234e-08,5.9386190839152926e-11,2.0960103136946889e-10,7.1114411026593582e-07,7.6635912052826381e-16,4.3783329895535736e-16,7.0514982367264679e-07,1.1901460439966077e-11,2.5613353801316676e-08,6.7077004254057622e-13,2.2903081082816918e-14,5.1498099381425871e-12,2.4315645409732633e-07,6.9271944055345671e-08,1.7388451004198059e-07,7.6598503302142788e-05,2.0800266545373942e-08,9.7711336884906237e-07,1.5171002324994973e-06,9.7966755713459002e-09,2.0838097086964583e-10
2.605321160832794e-07,0.5081983332961939,6.6373940526933837e-07,8.7336683272747955e-08,4.5022827621766967e-05,2.6632556280246389e-09,0.00011858096428186389,0.0,0.0,0.0017188936906672306,0.002902922212753165,154.0,0.0,0.77040725013586042,1.0,18.978373681356022,0.012829540078147589,1.2085781991342542e-07,0.024129498040974463,0.045441267645900917,0.025316801165899919,0.0052489537789673366,1.8012078250602375e-08,0.00011774603470863116,0.036977370082579709,7.1921843549585927e-11,0.03391963077149901,1.7130252130267087e-05,0.017859968374317768,0.014735251292146725,5.2707120685177552e-06,2.6924735959611817e-06,3.3213862216608521e-06,0.016220132458955382,8.5201019188045697e-05,0.00065736233565803011,0.00076674674895828949,0.011336131833227762,4.6797583599564453e-07,1.091745278581173e-12,1.299805388013907e-11,3.2185285119836432e-10,4.2321861085563472e-06,0.00010809299027200328,1.5542697618102427e-05,1.3313391391889563e-05,5.3017603939946018e-06,1.2820228813904309e-05,6.1037851663795456e-12,1.2094937429760863e-05,1.3909567769291446e-05,1.7974019067394298e-06,1.9438962042414236e-07,4.2283597064117261e-08,6.4012333892543368e-11,2.2672754267788854e-10,7.6928601567637145e-07,8.2605627029051453e-16,4.7193924135031241e-16,7.7927088873421711e-07,1.3152469812656054e-11,2.7767118342246658e-08,7.2715485850588467e-13,2.4828945402182656e-14,5.5827022851741932e-12,2.7071213033625574e-07,7.5955018502140011e-08,1.9475711183411573e-07,8.0877106776253399e-05,2.2057137936253685e-08,1.0519310479513403e-06,1.6333426311970546e-06,1.0546562066382508e-08,2.2434744427768759e-10
2.656661649117773e-07,0.5081983665965951,6.6762193130071121e-07,8.9917555602093318e-08,4.6667999935855504e-05,2.7840511739771259e-09,0.00012624967517759281,0.0,0.0,0.0017275156659524694,0.0030198740693994385,154.0,0.0,0.76674232931293362,1.0,18.977891028628616,0.012992910447938153,1.2035567048840551e-07,0.024052288299941663,0.045640811665025295,0.025743342371501502,0.0052320324498112795,1.8090712534453226e-08,0.00011826007994470406,0.037625212697119763,7.1689985227147051e-11,0.034846322637946209,1.7075602696857409e-05,0.01831442291710185,0.014993252702991703,5.3628610226392788e-06,2.7398542178669281e-06,3.3794548906689079e-06,0.016793855421846506,8.844398715008984e-05,0.00069838834853200944,0.00081773657927329503,0.011692267064028213,4.8454853498113918e-07,1.096511524129098e-12,1.3457345100124483e-11,3.3198859780921797e-10,4.3726738689302973e-06,0.00011397809365194992,1.6389228788838713e-05,1.40485692936364e-05,5.5967552703443393e-06,1.3915214491886215e-05,6.4408419016772837e-12,1.3102754952283057e-05,1.5127164297487803e-05,1.8278206438589601e-06,2.0908700391196918e-07,4.5480437871118201e-08,6.8852178888128667e-11,2.4470405810286233e-10,8.3031596437526673e-07,8.8851004852990279e-16,5.0762008995809831e-16,8.5884817676990964e-07,1.4495568891384556e-11,3.0031662803798889e-08,7.864378476298225e-13,2.6853867484726285e-14,6.0378452620493609e-12,3.0054924479714709e-07,8.3071776447283053e-08,2.1747746834986401e-07,8.5243384893093197e-05,2.3347710554745411e-08,1.12998529138869e-06,1.7546162263870031e-06,1.1328862169795104e-08,2.4100497900908731e-10
2.7080021374027524e-07,0.5081983930625178,6.7131194846389747e-07,9.2501948466252661e-08,4.8318690736424981e-05,2.9065352101713237e-09,0.00013418434088386779,0.0,0.0,0.0017354875034988628,0.0031375792425245323,154.0,0.0,0.76310602024141416,1.0,18.977409940534439,0.013153535731596373,1.1985756171874013e-07,0.023969409303128866,0.045826283112669487,0.026167455644062525,0.0052138793583996271,1.8163766705220141e-08,0.00011873764727225318,0.038270367193627072,7.1441249296943291e-11,0.035772510498178291,1.7016917451183486e-05,0.018767370938346923,0.015244014864351892,5.452416489335495e-06,2.7870380862532349e-06,3.4358892527758207e-06,0.017370441275610739,9.1658315143897668e-05,0.00074052058857483063,0.00087043734786524372,0.012047492736586785,5.0120430902124457e-07,1.1009395443959621e-12,1.3918905955424457e-11,3.4209976875595944e-10,4.5132058437638632e-06,0.00012000886747019512,1.7256716001547913e-05,1.4802335564183682e-05,5.8992870809661759e-06,1.5070893838508636e-05,6.7864208401449663e-12,1.4166156652307072e-05,1.6412370563618576e-05,1.8580661697395394e-06,2.2443905497228294e-07,4.8819617889610643e-08,7.3907606271879773e-11,2.6354102513329821e-10,8.942695666500982e-07,9.5374457879559119e-16,5.4488962695042273e-16,9.4409348531253077e-07,1.5934332379152461e-11,3.2408475849223736e-08,8.4865779165037789e-13,2.8979178471087086e-14,6.5155366147024221e-12,3.3278298658960124e-07,9.0635607396732692e-08,2.421473791928685e-07,8.9693619351753935e-05,2.4671202576499628e-08,1.2112780666059322e-06,1.8809239529951448e-06,1.2143593454340335e-08,2.5835397823442402e-10
2.7593426256877316e-07,0.5081984128569109,6.7481723788904921e-07,9.5089105883451323e-08,4.9974091698937478e-05,3.0306471338696674e-09,0.00014238437652346669,0.0,0.0,0.001742854875744408,0.0032559643099211691,154.0,0.0,0.75949799333599355,1.0,18.976930534690062,0.013311450242157638,1.1936344563355829e-07,0.023881315953551255,0.045998256422185448,0.026589159245195081,0.0051945935725130768,1.8231468992448185e-08,0.00011918022868204496,0.038912855100600406,7.117699302770296e-11,0.036697913390887682,1.6954519990232222e-05,0.019218709544343543,0.015487578392721755,5.5393932491478719e-06,2.8340267780577645e-06,3.4906986224077407e-06,0.017949586991525532,9.4839390179764615e-05,0.00078371854224144172,0.00092482364308998748,0.012401621508195746,5.1793438681291272e-07,1.1050431740551092e-12,1.438249381160108e-11,3.5218102979593827e-10,4.6537073876822705e-06,0.00012618273026820877,1.8144787329217445e-05,1.5574367899924789e-05,6.2092260610188949e-06,1.628855518154619e-05,7.1403742153772829e-12,1.5286461609294577e-05,1.776642213846037e-05,1.8881397881218299e-06,2.4045091590663405e-07,5.2302248194937625e-08,7.9180309419148426e-11,2.832481250075031e-10,9.6117982846972921e-07,1.0217815671582468e-15,5.8376025335488669e-16,1.0352167656515409e-06,1.7472303818223255e-11,3.4898940655675394e-08,9.138507093614229e-13,3.1206115177793527e-14,7.0160528765920519e-12,3.6753002753231653e-07,9.8659745842996994e-08,2.6887028168931961e-07,9.4224123020686341e-05,2.6026819763543948e-08,1.2958072504150612e-06,2.0122623720470993e-06,1.2990732509793649e-08,2.7639396963288325e-10
2.810683113972711e-07,0.5081984261573002,6.7814523807853891e-07,9.7678317608021341e-08,5.1633450345392127e-05,3.1563289008588646e-09,0.00015084903328777994,0.0,0.0,0.0017496608457216488,0.0033749599777975771,154.0,0.0,0.75591792520488232,1.0,18.976452920509171,0.013466687874200294,1.1887327515874017e-07,0.023788435466810483,0.046157284371365757,0.027008471233988796,0.0051742681227335925,1.8294039009500693e-08,0.00011958925984248039,0.039552697695948526,7.0898490961279323e-11,0.037622265638027168,1.6888714222357012e-05,0.019668344176373337,0.015723998795534676,5.6238114048696645e-06,2.8808218518364677e-06,3.5438956678599923e-06,0.018531003248513176,9.7982958826244542e-05,0.00082794020976282982,0.00098086791687299968,0.012754479005231415,5.3473039352302619e-07,1.1088357257098473e-12,1.484787704295973e-11,3.6222741401149116e-10,4.7941084245485644e-06,0.00013249704313592181,1.9053062581681606e-05,1.6364336116230281e-05,6.5264391408675006e-06,1.7569435426514259e-05,7.502550647757278e-12,1.6464955543944206e-05,1.9190483702619531e-05,1.9180427882672528e-06,2.5712719036028218e-07,5.5929322569221626e-08,8.4671804325009432e-11,3.038343062469795e-10,1.0310772652297221e-06,1.0926404282372943e-15,6.2424306105614355e-16,1.1324258502211928e-06,1.9112990989000986e-11,3.7504339306209255e-08,9.8204997157820506e-13,3.353582402452866e-14,7.5396502513929405e-12,4.0490841540680415e-07,1.0715727194883894e-07,2.977511434579653e-07,9.8831251104780797e-05,2.7413758998432439e-08,1.38356687694437e-06,2.1486220573592918e-06,1.3870217433178473e-08,2.9512365850636775e-10
2.86202360225769e-07,0.5081984331528999,6.8130306138069041e-07,1.0026891675491209e-07,5.329606671495304e-05,3.2835249656248104e-09,0.00015957741146686256,0.0,0.0,0.0017559459344000416,0.0034945009284912646,154.0,0.0,0.7523654985734175,1.0,18.975977199566266,0.013619282109728296,1.1838700459362743e-07,0.023691168768036324,0.04630389862341075,0.027425409470722428,0.005152990307439936,1.8351687973290564e-08,0.00011996612144326191,0.040189916011681134,7.0606939639484413e-11,0.038545316145316616,1.6819785359946261e-05,0.02011618810070517,0.015953345088980778,5.7056958933082248e-06,2.9274248481071582e-06,3.5954961017632066e-06,0.019114414055522874,0.00010108512527918271,0.00087314233115818739,0.0010385406914060053,0.013105903216340838,5.5158433990208806e-07,1.1123299991470027e-12,1.53148347277196e-11,3.7223430469142913e-10,4.9343432519060049e-06,0.00013894911871268264,1.9981154602384589e-05,1.7171903326113423e-05,6.8507904318038345e-06,1.891471980096052e-05,7.8727956848178261e-12,1.770289031256468e-05,2.068565012550103e-05,1.9477764452230092e-06,2.7447197195729403e-07,5.970172379288122e-08,9.0383439033718716e-11,3.2530781790581484e-10,1.1039900145597261e-06,1.1663384081132767e-15,6.6634790301731729e-16,1.2359262029096063e-06,2.0859861695766257e-11,4.0225857188769501e-08,1.0532864161948746e-12,3.5969364967646692e-14,8.0865654963992337e-12,4.4503747183385423e-07,1.1614111302290023e-07,3.2889635881095396e-07,0.00010351141084857584,2.8831211502728874e-08,1.474547384762949e-06,2.2899879809467932e-06,1.4781950310241226e-08,3.1454098071739979e-10
2.913364090542669e-07,0.5081984340434131,6.8429750969699157e-07,1.028602775319317e-07,5.4961290125218383e-05,3.4121822127892181e-09,0.00016856847273931163,0.0,0.0,0.001761748199962864,0.0036145256615270471,154.0,0.0,0.74884040218477432,1.0,18.975503465956809,0.013769266023971879,1.1790458871559225e-07,0.023589891850706989,0.04643861029679007,0.027839991620523686,0.0051308419895631941,1.8404618923887756e-08,0.00012031214080315537,0.040824530838537931,7.030346061987368e-11,0.039466827728725257,1.6748000885129494e-05,0.020562161924365767,0.01617569847401485,5.7850759977150143e-06,2.9738372896887723e-06,3.64551837747077e-06,0.019699556354912013,0.00010414234673008974,0.00091928060410001824,0.0010978107610363987,0.01345574389369637,5.6848861084664269e-07,1.1155383019799884e-12,1.5783156327657361e-11,3.82197418408227e-10,5.0743503463649579e-06,0.00014553622958672256,2.0928670478308178e-05,1.799672704145178e-05,7.1821416800720264e-06,2.0325541762157267e-05,8.2509523061615499e-12,1.9001483516052717e-05,2.2252947758791942e-05,1.9773420200835717e-06,2.9248887212788972e-07,6.3620229650454342e-08,9.6316402801699301e-11,3.4767624222760084e-10,1.1799439471394623e-06,1.2428907016568448e-15,7.1008346031262455e-16,1.3459206908519173e-06,2.2716339915011442e-11,4.3064587360442509e-08,1.1275884639485057e-12,3.8507715402608882e-14,8.6570168111874861e-12,4.8803769462602328e-07,1.2562404562397166e-07,3.6241364900205165e-07,0.00010826106991893243,3.0278365762846173e-08,1.5687358616333832e-06,2.4363398947729611e-06,1.5725799675946645e-08,3.3464315512431076e-10
2.9647045788276484e-07,0.5081984290371071,6.8713508944496469e-07,1.0545181307978774e-07,5.6628516037243109e-05,3.5422498811969392e-09,0.0001778210517203243,0.0,0.0,0.0017671033270295451,0.0037349763298260416,154.0,0.0,0.74534233068079303,1.0,18.975031806652652,0.013916672291098792,1.174259830134069e-07,0.023484957094157041,0.046561910559229765,0.028252235156964969,0.0051078998841842405,1.8453026963580821e-08,0.00012062859338034425,0.041456562730538438,6.9989104758715864e-11,0.040386576467392854,1.6673611486157944e-05,0.021006193136581433,0.01639115107298451,5.861984899592289e-06,3.0200606820351497e-06,3.6939834054082919e-06,0.020286179610428844,0.00010715142640919627,0.00096630989281315896,0.0011586453884818299,0.013803861964628883,5.8543595350911499e-07,1.1184724620514449e-12,1.6252641356510629e-11,3.9211278840712463e-10,5.2140721709021124e-06,0.00015225561609979719,2.1895212664227133e-05,1.8838460197546233e-05,7.5203526894992292e-06,2.1802983059471157e-05,8.6368613931740955e-12,2.0361918218480075e-05,2.3893335924795952e-05,2.0067407602478116e-06,3.1118104688646857e-07,6.768551879277878e-08,1.0247173491632385e-10,3.7094652655031728e-10,1.2589627749796603e-06,1.32231056705328e-15,7.5545730755689871e-16,1.4626093773493149e-06,2.4685802300344118e-11,4.6021534845891627e-08,1.204982230897818e-12,4.1151774007585834e-14,9.2512047012125219e-12,5.3403066465929016e-07,1.356186981918486e-07,3.9841196646744161e-07,0.00011307676352669075,3.1754410169391693e-08,1.6661162855480556e-06,2.5876527066882054e-06,1.6701602933897462e-08,3.5542673521851684e-10
3.0160450671126277e-07,0.5081984183494036,6.8982202579250118e-07,1.0804297341564376e-07,5.829718304181814e-05,3.6736794829637813e-09,0.0001873338667950494,0.0,0.0,0.0017720447225801387,0.0038557985738312374,154.0,0.0,0.74187098446848754,1.0,18.974562301850916,0.014061533189830373,1.1695114449099856e-07,0.023376694536237776,0.046674271237254698,0.028662157365583675,0.0050842358362533733,1.8497099506638353e-08,0.00012091670424731527,0.042086032009437557,6.9664856957584648e-11,0.04130435108235609,1.6596851962008664e-05,0.021448215674682206,0.016599804728525468,5.9364592605149815e-06,3.0660965135621056e-06,3.7409142863324439e-06,0.020874045385703307,0.00011010950470843192,0.001014184427171981,0.0012210104943327733,0.014150128956791302,6.0241946512520167e-07,1.1211438357110644e-12,1.6723099040413741e-11,4.0197674838265349e-10,5.3534549852838816e-06,0.00015910449359091711,2.288038002619402e-05,1.9696752105201935e-05,7.8652817143968987e-06,2.3348073933587074e-05,9.0303621654876232e-12,2.1785342764423977e-05,2.5607708563314919e-05,2.0359738996708949e-06,3.3055122243647707e-07,7.189817639204866e-08,1.0885033312766139e-10,3.9512501425439354e-10,1.3410681564728274e-06,1.4046094362813985e-15,8.0247597602331531e-16,1.5861893345756997e-06,2.6771575021367005e-11,4.9097620832033892e-08,1.2854916376391115e-12,4.3902364494287923e-14,9.8693128164032158e-12,5.8313895712945781e-07,1.4613755405027247e-07,4.3700140307918547e-07,0.00011795510041970097,3.3258535391764379e-08,1.7666697605425872e-06,2.7438968482007224e-06,1.7709168722064966e-08,3.7688765963998013e-10
3.067385555397607e-07,0.508198402201398,6.9236427618792542e-07,1.1063324347718418e-07,5.9966769978071748e-05,3.8064247191291985e-09,0.00019710553025870624,0.0,0.0,0.0017766036162691779,0.0039769413555250412,154.0,0.0,0.73842606957606571,1.0,18.974095025314082,0.014203880608957789,1.1648003052986712e-07,0.023265413098557276,0.046776145434811491,0.029069775347319148,0.0050599170881022682,1.853701651614682e-08,0.00012117764985812359,0.042712958769076055,6.9331638485459839e-11,0.042219952340735625,1.6517942093403056e-05,0.021888169513600141,0.016801769866016416,6.0085387978383502e-06,3.1119462559668716e-06,3.7863360486176276e-06,0.021462926917506894,0.00011301404868825217,0.001062857991377732,0.0012848708390664856,0.014494426439039622,6.1943258069058498e-07,1.1235633314648309e-12,1.7194347973491938e-11,4.1178591665720345e-10,5.4924486605035637e-06,0.00016608005910462008,2.388376880768772e-05,2.0571249333446102e-05,8.2167858239871963e-06,2.4961793438769483e-05,9.4312925857358711e-12,2.3272870686628814e-05,2.7396896009535989e-05,2.0650426591102748e-06,3.5060171971888943e-07,7.6258699416551098e-08,1.154529617314127e-10,4.2021747461159139e-10,1.4262797977257987e-06,1.4897970181596136e-15,8.5114501251612042e-16,1.7168544750349519e-06,2.8976930919018306e-11,5.2293686735736157e-08,1.3691385175492671e-12,4.6760239245219529e-14,1.0511508782049379e-11,6.3548605708513499e-07,1.5719295466438031e-07,4.7829310242075494e-07,0.00012289276784751651,3.478993650357932e-08,1.8703747460479281e-06,2.9050386322112044e-06,1.8748279218120069e-08,3.9902130131380806e-10
3.118726043682586e-07,0.508198380818574,6.9476754320352455e-07,1.1322214126346159e-07,6.1636793191489897e-05,3.9404413932869381e-09,0.00020713455779200265,0.0,0.0,0.0017808091632336486,0.0040983567939102917,154.0,0.0,0.7350072975017824,1.0,18.973630044701089,0.014343746052756453,1.1601259895964901e-07,0.023151401763101855,0.046867968156177248,0.029475106021860258,0.0050350065362187307,1.8572950753222762e-08,0.00012141255965455516,0.043337362879617432,6.8990310670649681e-11,0.043133192484766623,1.6437087479241904e-05,0.022326000277970697,0.016997164420111319,6.0782659025430354e-06,3.1576113645393954e-06,3.8302754067862951e-06,0.022052608687396221,0.00011586284020307719,0.0011122841017757769,0.0013501901969548893,0.014836645479683148,6.3646906058683127e-07,1.1257414243056116e-12,1.7666215773581882e-11,4.2153718087307107e-10,5.6310064979987418e-06,0.00017317949759116389,2.4904973522571822e-05,2.1461596526357465e-05,8.5747212397691202e-06,2.6645069875060981e-05,9.83948973403585e-12,2.482558069600594e-05,2.9261666876803948e-05,2.0939482463654086e-06,3.7133447769773981e-07,8.0767501712036557e-08,1.2228025923776207e-10,4.4622913143113208e-10,1.514615549818946e-06,1.5778813976162423e-15,9.0146903608531129e-16,1.854795400640747e-06,3.130508695835218e-11,5.5610498128790016e-08,1.4559427195589157e-12,4.9726082823337287e-14,1.1177944987869661e-11,6.9119627908141987e-07,1.6879710305911073e-07,5.2239917602230931e-07,0.0001278865355976949,3.6347814875843981e-08,1.9772072789548012e-06,3.07104059935761e-06,1.9818692367521741e-08,4.2182251502264121e-10
