Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298)
1.5692161650417382e-21,0.6097041906141086,1.8202946981202052e-18,6.6744657688557371e-31,6.6331510478815885e-33,3.3401463978269651e-51,1.8345694875925584e-46,0.0,0.0,7.4055036345381506e-20,8.9631695031638576e-37,154.0,0.0,0.99999999999971956,1.0,19.0,2.4144978606635907e-15,2.5146434969840432e-13,1.3233451736397335e-14,1.3235346086106212e-14,2.3533575366791415e-22,5.3268627631372135e-26,5.3274914731468269e-26,2.7488912155299685e-26,5.4182319866567971e-22,6.5928722084518065e-38,3.065599726139953e-28,1.9061359834041223e-27,4.0991548091643753e-38,4.0991548091575624e-38,6.8131497792796527e-50,7.4804772744190172e-37
3.1397956803571877e-21,0.6097041906141087,3.642170885985925e-18,1.3487508634919511e-30,2.6549890682041254e-32,2.674826096707831e-50,1.468771093589107e-45,0.0,0.0,1.4817441246834665e-19,3.5876036720677872e-36,154.0,0.0,0.999999999999439,1.0,19.0,4.8310934605622602e-15,5.0314717249205949e-13,2.6478400824313194e-14,2.6482191169509233e-14,9.4195631481241564e-22,2.1321333254982404e-25,2.132331400734691e-25,1.1002728655947558e-25,2.1687048208373893e-21,5.2773532551049273e-37,1.2270388087943965e-27,7.6295114671593136e-27,3.2818163088658219e-37,3.281816308854912e-37,1.0909916414035223e-48,5.988930254897132e-36
6.280954710988087e-21,0.6097041906141089,7.2859232617146697e-18,2.7512102123165696e-30,1.0623414556221705e-31,2.1409449989373285e-49,1.175463267081036e-44,0.0,0.0,2.9641316483853614e-19,1.4355087769791658e-35,154.0,0.0,0.99999999999887779,1.0,19.0,9.6642846603567687e-15,1.0065128133412632e-12,5.2968298999783572e-14,5.2975881335800368e-14,3.7690521938955274e-21,8.5313105322034392e-25,8.531674400822644e-25,4.4025246154058369e-25,8.6776441055198701e-21,4.221961503423308e-36,4.9097535271841333e-27,3.0527983765985852e-26,2.6264504579417288e-36,2.626450457924266e-36,1.7462970940866625e-47,4.792964337969305e-35
1.2563272772249885e-20,0.6097041906141087,1.4573428013161382e-17,5.7155320124130274e-30,4.2500575776972792e-31,1.7131897546935375e-48,9.4054920870814996e-44,0.0,0.0,5.928906700759521e-19,5.7429698641643344e-35,154.0,0.0,0.99999999999775546,1.0,19.0,1.933066705993445e-14,2.0132440760872432e-12,1.0594809534927901e-13,1.0596326166632329e-13,1.5078662872770354e-20,3.4130797368159752e-24,3.4128823481121201e-24,1.7612965063473552e-24,3.4716226591116997e-20,3.3757727657829726e-35,1.9642211147780634e-26,1.2213181368076589e-25,2.1015594158087239e-35,2.1015594157807777e-35,2.7946437773519891e-46,3.8350996506459177e-34
2.512790889477348e-20,0.6097041906141086,2.9148437516011689e-17,1.2281788022392943e-29,1.7001613919712541e-30,1.3707253287513923e-47,7.5251081261405628e-43,0.0,0.0,1.1858456825389314e-18,2.2973749156711974e-34,154.0,0.0,0.9999999999955107,1.0,19.0,3.8663431859044469e-14,4.026706525769496e-12,2.1190768804248859e-13,2.1193802231913343e-13,6.0319559061611847e-20,1.3653430064386854e-23,1.3649897315093746e-23,7.0457592965674065e-24,1.3887620526624728e-19,2.6969817912135092e-34,7.8575239121852444e-26,4.8856701471373281e-25,1.6814071692430798e-34,1.6814071691983606e-34,4.4718845564883249e-45,3.0683709774262487e-33
5.025718113982067e-20,0.6097041906141087,5.8298456521539864e-17,2.7964749681485678e-29,6.8009222995032594e-30,1.0966496797885528e-46,6.0203722987366337e-42,0.0,0.0,2.3717557154174796e-18,9.1898736595442222e-34,154.0,0.0,0.99999999999102129,1.0,19.0,7.7328961457083163e-14,8.0536311218951975e-12,4.2382687340578212e-13,4.2388754359182531e-13,2.4128804394972196e-19,5.4615942491940831e-23,5.4579877327295601e-23,2.8184183049260577e-23,5.5552740174431232e-19,2.1514850024130844e-33,3.1431374598240497e-25,1.9543475810724843e-24,1.3451895930611098e-33,1.345189592989556e-33,7.155378009898965e-44,2.4548132168194285e-32
1.0051572562991506e-19,0.6097041906141087,1.1659849453190647e-16,6.9532471556082066e-29,2.7204242670946587e-29,8.7734751547630702e-46,4.8164121611236328e-41,0.0,0.0,4.7435758129849363e-18,3.6760242993484905e-33,154.0,0.0,0.99999999998204236,1.0,19.0,1.5466002065243509e-13,1.6107479101191559e-11,8.4766524403986758e-13,8.4778658600561049e-13,9.6517172925613751e-19,2.1846821388390829e-22,2.1814867521057459e-22,1.1273901820228758e-22,2.2221546257081618e-18,1.7113864392365182e-32,1.2572805632004239e-24,7.8175493667947845e-24,1.0761772175858587e-32,1.0761772174713698e-32,1.1448892077838054e-42,1.9638970300768461e-31
2.0103281461010383e-19,0.6097041906141087,2.3319857054988061e-16,1.9347510952995292e-28,1.0881807763825853e-28,7.0188912774168382e-45,3.8531754582861214e-40,0.0,0.0,9.4872161353612819e-18,1.4704247148406982e-32,154.0,0.0,0.99999999996408451,1.0,19.0,3.0932213904023722e-13,3.2215170207965604e-11,1.6953419849380309e-12,1.6955846703077031e-12,3.8607255258977747e-18,8.7388173839390894e-22,8.7120450351015516e-22,4.5096059876812386e-22,8.8887073936390533e-18,1.3536360326308053e-31,5.029173410404381e-24,3.1270515516926779e-23,8.6095199048101259e-32,8.6095199029782806e-32,1.8318447785187031e-41,1.571136017239246e-30
4.0206699257048136e-19,0.6097041906141087,4.6639872257479267e-16,6.0458916236868243e-28,4.352745244618475e-28,5.6151575882425959e-44,3.0825586583825659e-39,0.0,0.0,1.8974497289079718e-17,5.8817290725945517e-32,154.0,0.0,0.99999999992816879,1.0,19.0,6.1864637580423465e-13,6.4430533014250637e-11,3.3906954652543296e-12,3.3911808368172761e-12,1.5442975334562574e-17,3.4955446789616709e-21,3.4736931996188036e-21,1.8038510782957473e-21,3.5554998177296935e-17,1.0589293442514403e-30,2.0116795946158544e-23,1.2508269786528602e-22,6.8876567741080769e-31,6.8876567711771123e-31,2.9309662898075226e-40,1.2569158675609264e-29
8.041353484912365e-19,0.6097041906141087,9.3279902658047165e-16,2.0797323755482951e-27,1.741102525594998e-27,4.49214406442971e-43,2.4660542432346153e-38,0.0,0.0,3.7949061632379562e-17,2.3526978500143051e-31,154.0,0.0,0.99999999985633747,1.0,19.0,1.2372948492858023e-12,1.2886118099786206e-10,6.7814024199668135e-12,6.7823731615156932e-12,6.1772015903582295e-17,1.3982213843649306e-20,1.3806461282028401e-20,7.2154187298378796e-21,1.4222025647814133e-16,8.1113861523778332e-30,8.0467388305762065e-23,5.0033206062115094e-22,5.5101417343855477e-30,5.5101417296959987e-30,4.6895482021154512e-39,1.0055350298848498e-28
1.6082720603327466e-18,0.6097041906141087,1.8655996344152508e-15,7.6416792314217587e-27,6.964418957246085e-27,3.5937227166822933e-42,1.9728463208882793e-37,0.0,0.0,7.5898198462431298e-17,9.4108052685581915e-31,154.0,0.0,0.99999999971267473,1.0,19.0,2.474591796063227e-12,2.5772216644999849e-10,1.3562816305711328e-11,1.3564757778081201e-11,2.4708803757023253e-16,5.5928923049027023e-20,5.4531586133250524e-20,2.8861680154854284e-20,5.6888096595393696e-16,5.9788828967829024e-29,3.2186996156706809e-22,2.0013307613035905e-21,4.4081198734638272e-29,4.4081198659605791e-29,7.5032481881079997e-38,8.0442818115534777e-28
2.4124087721742567e-18,0.6097041906141087,2.7984002420734501e-15,1.5815286516315081e-26,1.479939581772286e-26,1.0668870914905617e-41,5.6411134976084219e-37,0.0,0.0,1.1384734343593512e-16,1.999797163199511e-30,154.0,0.0,0.99999999956901198,1.0,19.0,3.7118887426549414e-12,3.8658284138779665e-10,2.0344230167775393e-11,2.0347142362257032e-11,5.2506177648788187e-16,1.1884900087467731e-19,1.1487466745741572e-19,6.1331047054531505e-20,1.2088713542450702e-15,1.633141747332386e-28,6.8397392275938261e-22,4.2528294200908661e-21,1.2604472477759466e-28,1.2604472450142595e-28,2.7616873430142538e-37,2.3001610049659303e-27
3.2165454840157667e-18,0.6097041906141089,3.73120084955507e-15,2.6600554229733883e-26,2.5246033106466217e-26,2.3246916741711302e-41,1.1898752013139859e-36,0.0,0.0,1.5179649655289114e-16,3.4114198352184194e-30,154.0,0.0,0.99999999942534945,1.0,19.0,4.9491856890609465e-12,5.1544320581200478e-10,2.7125644006159013e-11,2.712952691447512e-11,8.9569300937945639e-16,2.0274244506698041e-19,1.9440379602182678e-19,1.0462349878232673e-19,2.0621909072940106e-15,3.3085287733410745e-28,1.1667792712793018e-21,7.2548280199171056e-21,2.6586488369074961e-28,2.6586488299032741e-28,7.0042218865925416e-37,4.8517034930704169e-27
4.8248189076987866e-18,0.6097041906141089,5.5968020641038889e-15,5.4300496783209965e-26,5.226871480978301e-26,6.747865769808426e-41,3.249922857090844e-36,0.0,0.0,2.2769482189898712e-16,7.0629145298923571e-30,154.0,0.0,0.99999999913802406,1.0,19.0,7.4237795814371085e-12,7.7316320590635726e-10,4.0688471627349693e-11,4.069429594521121e-11,1.8544162479991259e-15,4.1975253324647482e-19,3.9718781984166697e-19,2.1660945564802829e-19,4.2694989074866062e-15,8.4707488775951452e-28,2.4156687326254054e-21,1.5020202579273029e-20,7.26159601898737e-28,7.2615959944933607e-28,2.4494010607949234e-36,1.3251494996587921e-26
6.433092331381807e-18,0.6097041906141087,7.4624032780033616e-15,9.1604446195106357e-26,8.889540337003045e-26,1.4756825507412997e-40,6.7999328887610768e-36,0.0,0.0,3.0359317719146204e-16,1.2012171863592031e-29,154.0,0.0,0.99999999885069868,1.0,19.0,9.8983734731303456e-12,1.0308820641377075e-09,5.4251299161458935e-11,5.4259064861879163e-11,3.1538722841240738e-15,7.1388915115600385e-19,6.6707406349273845e-19,3.6839558405257486e-19,7.2612900615161766e-15,1.6757242603133405e-27,4.1084202392022587e-21,2.554543295108024e-20,1.5193689617707707e-27,1.5193689556504037e-27,6.1203668995656629e-36,2.7726536104483408e-26
8.041365755064828e-18,0.6097041906141086,9.3280044912071064e-15,1.3919840295200572e-25,1.3581209927325214e-25,2.7685819071031747e-40,1.2379027203757123e-35,0.0,0.0,3.7949156456934347e-16,1.8351890122709031e-29,154.0,0.0,0.99999999856337329,1.0,19.0,1.2372967364091882e-11,1.2885996989494138e-09,6.7814126602266663e-11,6.7823833659010995e-11,4.8183976823114745e-15,1.0906613216033616e-18,1.0061759434009147e-18,5.6282461540239546e-19,1.1093595444356375e-14,2.8869502079699181e-27,6.2767382189367397e-21,3.9027651579299975e-20,2.765953349490134e-27,2.7659533365051509e-27,1.2984983253764676e-35,5.0475052949263611e-26
1.1257912602430868e-17,0.6097041906141089,1.3059206915483712e-14,2.6590269693837967e-25,2.6116187154312518e-25,7.5753476555143912e-40,3.2684312848938863e-35,0.0,0.0,5.3128843759674855e-16,3.5290056494920017e-29,154.0,0.0,0.99999999798872274,1.0,19.0,1.7322155143773886e-11,1.8040312214996742e-09,9.4939781198117001e-11,9.4953370904069169e-11,9.2655779865600747e-15,2.0973029035417251e-18,1.8794638608428669e-18,1.0822890312156399e-18,2.1332521829820475e-14,6.6814012957345497e-27,1.2069945894679227e-20,7.5048793649337235e-20,7.3029332566689329e-27,7.3029332090965015e-27,4.7572432046926109e-35,1.332686747276431e-25
1.447445944979691e-17,0.6097041906141087,1.6790409336934599e-14,4.3440016470493955e-25,4.2830481757841367e-25,1.596975952125053e-39,6.7762795047278197e-35,0.0,0.0,6.8308544094000444e-16,5.7875635928125481e-29,154.0,0.0,0.99999999741407242,1.0,19.0,2.2271342920484066e-11,2.3194577751698077e-09,1.2206543541502066e-10,1.2208290770001921e-10,1.5195475938243479e-14,3.4395710370390222e-18,2.9974838587742744e-18,1.7749467950748118e-18,3.4985170125630671e-14,1.2390988843003703e-26,1.9794681026717242e-20,1.2307983059608649e-19,1.5140809875828398e-26,1.5140809752300039e-26,1.2352836042782485e-34,2.7629866256131385e-25
2.0907553144528992e-17,0.6097041906141087,2.4252814171360413e-14,8.9675700273553125e-25,8.8795261208078671e-25,4.8712751092153052e-39,2.0360769393178051e-34,0.0,0.0,9.8667983851916049e-16,1.1998669983034285e-28,154.0,0.0,0.99999999626477154,1.0,19.0,3.2169718464990194e-11,3.3502959782114529e-09,1.7631674271214844e-10,1.7634198004668164e-10,3.1502725996338309e-14,7.1308447286283005e-18,5.8657262957319255e-18,3.6797625399357968e-18,7.2530023601686765e-14,3.0000383296377525e-26,4.103791922176576e-20,2.5516652049305207e-19,4.5493756868304297e-26,4.5493756320770353e-26,5.475339416796549e-34,8.3019278492415886e-25
3.3773740533993157e-17,0.609704190614109,3.9177623806308478e-14,2.3229143724756455e-24,2.3086918943644565e-24,2.1136904591547312e-38,8.753753107892015e-34,0.0,0.0,1.5938701972360272e-15,3.1196821823001748e-28,154.0,0.0,0.99999999396617079,1.0,19.0,5.1966469518345816e-11,5.411912769152871e-09,2.8481935275972604e-10,2.8486012026704689e-10,8.1906430200459868e-14,1.8540305612387971e-17,1.3623093186765266e-17,9.5673349049376231e-18,1.8857654784148243e-13,9.0662248884513104e-26,1.0669928542944789e-19,6.6343720298814865e-19,1.9559230432332969e-25,1.9559230028521314e-25,4.0381165582416692e-33,3.5692199252852948e-24
5.950611531292149e-17,0.609704190614109,6.9027242940591562e-14,7.1809873470865415e-24,7.1559286913525179e-24,1.1949906495179969e-37,4.9293445400347256e-33,0.0,0.0,2.8082571688539316e-15,9.669690048096781e-28,154.0,0.0,0.99999998936897272,1.0,19.0,9.1559971482431826e-11,9.5349079052629361e-09,5.0182455466835946e-10,5.0189638557647491e-10,2.5386623996605473e-13,5.7466710187130811e-17,3.4461254452105748e-17,2.9653820926339172e-17,5.8448670069081131e-13,3.148667572046262e-25,3.3072080643395276e-19,2.0563627356603085e-18,1.1014036036962504e-24,1.1014035610198114e-24,4.2676439010163458e-32,2.0098157684909431e-23
1.1097086487077814e-16,0.609704190614109,1.2872648066670699e-13,2.4920159015403517e-23,2.4873427984731964e-23,7.9458646557102261e-37,3.2732666622319034e-32,0.0,0.0,5.2370561288160656e-15,3.3611399204493065e-27,154.0,0.0,0.99999998017459046,1.0,18.999999999999996,1.7074697484010412e-10,1.7779944497549757e-08,9.3583488573991844e-10,9.3596886664846119e-10,8.8236468065472224e-13,1.9974908655745053e-16,8.6455810540881993e-17,1.0306930859741525e-16,2.0315045483093331e-12,1.1754331004131998e-24,1.1495586276763938e-18,7.1477460819072275e-18,7.3137223487441846e-24,7.3137217966613477e-24,5.520828363230037e-31,1.3345175535833161e-22
1.6243561442863478e-16,0.6097041906141094,1.8842571766955615e-13,5.3356694547319081e-23,5.3288291103896389e-23,2.3882638457561933e-36,9.8356371392843826e-32,0.0,0.0,7.6658884444174545e-15,7.2008946755784557e-27,154.0,0.0,0.99999997098022697,1.0,18.999999999999993,2.4993397743711139e-10,2.6023709650593472e-08,1.3698451198176459e-09,1.3700412887147391e-09,1.8902615609678496e-12,4.27937122795598e-16,1.4515493566622097e-16,2.2080445421495769e-16,4.3520270515616236e-12,2.5855347647159766e-24,2.4627892657710177e-18,1.5313168366197275e-17,2.1976545341955687e-23,2.1976543124761831e-23,2.2171938528519751e-30,4.0098552063539594e-22
2.1390036398649145e-16,0.6097041906141096,2.4812495394914087e-13,9.2490591800100416e-23,9.2400515889965673e-23,5.2928003473859387e-36,2.1795066261335366e-31,0.0,0.0,1.0094754115673595e-14,1.2486268221851849e-26,154.0,0.0,0.99999996178588191,1.0,18.999999999999989,3.2912097927345513e-10,3.4266203551217529e-08,1.803855256902135e-09,1.8041136568864505e-09,3.2775011291583266e-12,7.42030243488777e-16,2.0545265583893926e-16,3.8285410745483485e-16,7.5459258515206564e-12,4.5451463367977447e-24,4.2704125580132871e-18,2.6552624750591345e-17,4.8698431358907265e-23,4.8698425273706834e-23,6.0852004342602304e-30,8.8852274995923377e-22
2.653651135443481e-16,0.6097041906141097,3.0782418950546308e-13,1.4232184997310545e-22,1.4221010152560416e-22,9.9137415803265254e-36,4.0821211518080046e-31,0.0,0.0,1.2523653142604937e-14,1.9217296884837351e-26,154.0,0.0,0.99999995259155539,1.0,18.999999999999986,4.0830798034913697e-10,4.2507426392370981e-08,2.2378652969939868e-09,2.2381859728202683e-09,5.0440258054861359e-12,1.1420278651211494e-15,2.656976326387128e-16,5.8921295045287975e-16,1.1613068380616814e-11,7.0542524141515186e-24,6.5724284044440234e-18,4.0866110639988021e-17,9.1210014156502549e-23,9.1210000577900538e-23,1.3578601981986605e-29,1.6641041799388247e-21
3.6829461266006143e-16,0.6097041906141102,4.2722265844832597e-13,2.7407644821959065e-22,2.7392135442349323e-22,2.5808627083394341e-35,1.0626470377643764e-30,0.0,0.0,1.7381551263575565e-14,3.7016454542255971e-26,154.0,0.0,0.99999993420295796,1.0,18.999999999999979,5.666819802185199e-10,5.8986059611312286e-08,3.1058850862019863e-09,3.1063304481309458e-09,9.714717098837453e-12,2.199734464492984e-15,3.8589239706483357e-16,1.134838499711621e-15,2.2366593346464652e-11,1.372093086018172e-23,1.2659637491438481e-17,7.8715154501223264e-17,2.3743535082473307e-22,2.3743530414414163e-22,4.6680591474735035e-29,4.3316388305048186e-21
4.7122411177577475e-16,0.6097041906141105,5.4662112449815874e-13,4.4862048736364442e-22,4.4842204774053993e-22,5.3325772792399592e-35,2.1955786985828606e-30,0.0,0.0,2.22395828075073e-14,6.0598659616977961e-26,154.0,0.0,0.9999999158144347,1.0,18.999999999999972,7.2505597704527214e-10,7.5459610853971501e-08,3.9739044874464224e-09,3.9744747154421283e-09,1.5901873919213096e-11,3.6010522769194564e-15,5.0498662363329006e-16,1.8576384794025659e-15,3.6611539373546712e-11,2.2585544731418578e-23,2.0724415942897954e-17,1.2886026438700934e-16,4.9057461505219639e-22,4.9057449586515774e-22,1.1918703871986025e-28,8.9491479710744158e-21
5.741536108914881e-16,0.609704190614111,6.6601958765497579e-13,6.6595396592643135e-22,6.6571217985694438e-22,9.5889905378070255e-35,3.947996770392348e-30,0.0,0.0,2.7097747774589201e-14,8.9964219575965061e-26,154.0,0.0,0.99999989742598561,1.0,18.999999999999964,8.8342997082940551e-10,9.1928081748059269e-08,4.8419235007323204e-09,4.8426187738494029e-09,2.3605010526106155e-11,5.3459764176053599e-15,6.2392972090933024e-16,2.7575680282754368e-15,5.4346788126866577e-11,3.3648053151623066e-23,3.0766763170829511e-17,1.9130140301337445e-16,8.821299536998184e-22,8.8212969824673768e-22,2.5545308070359563e-28,1.6090841204750063e-20
7.800126091229146e-16,0.6097041906141117,9.0481650528962057e-13,1.2289892383464349e-21,1.2286607569773786e-21,2.3949013594921341e-34,9.860068702124631e-30,0.0,0.0,3.6814477978948071e-14,1.6604660133390132e-25,154.0,0.0,0.99999986064930935,1.0,18.99999999999995,1.2001779492698637e-09,1.2484978882147112e-07,6.5779603634480336e-09,6.5789062632794438e-09,4.3557333820695421e-11,9.8666246935876575e-15,8.6221034491549091e-16,5.0886413240378993e-15,1.0028384406886392e-10,6.2366661434662197e-23,5.6784161795222667e-17,3.5307162217091399e-16,2.2031044436499879e-21,2.2031035750054166e-21,8.6864457042043484e-28,4.0180271325093326e-20
9.858716073543413e-16,0.6097041906141126,1.1436134113523733e-12,1.9631822571490424e-21,1.9627670763622203e-21,4.831419807903108e-34,1.9891074434311913e-29,0.0,0.0,4.6531741878126443e-14,2.6526598223191835e-25,154.0,0.0,0.99999982387292974,1.0,18.999999999999925,1.516925915539989e-09,1.5775119343019081e-07,8.3139956743880211e-09,8.3151929165847932e-09,6.9567927302600864e-11,1.5761641477637786e-14,1.1009188702855394e-15,8.1277110982860067e-15,1.6016910514796674e-10,9.9876507990455392e-23,9.0711828950508711e-17,5.6402552404522531e-16,4.4443961783107118e-21,4.4443939703205774e-21,2.2079901326207313e-27,8.1044491404964582e-20
1.191730605585768e-15,0.6097041906141135,1.3824103058433462e-12,2.8685330141230669e-21,2.8680311287153509e-21,8.5320760097713415e-34,3.512614080279193e-29,0.0,0.0,5.6249539473589212e-14,3.8762472933297638e-25,154.0,0.0,0.99999978709684578,1.0,18.999999999999908,1.8336738696398751e-09,1.9063230808344697e-07,1.0050029433590931e-08,1.0051478734611567e-08,1.0163305797478256e-10,2.3030989201783475e-14,1.3395550853748013e-15,1.187443248267722e-14,2.3399397677267738e-10,1.4617735450004756e-22,1.3254976025526286e-16,8.2416282259618497e-16,7.8484581643916224e-21,7.8484534736171505e-21,4.6907744727170428e-27,1.4309651654517565e-19
1.6034486020486212e-15,0.609704190614115,1.8600040601104013e-12,5.192707709557115e-21,5.1920323949605841e-21,2.077989315098392e-33,8.5546876932717885e-29,0.0,0.0,7.5686735759223683e-14,7.0176978645990621e-25,154.0,0.0,0.99999971354556583,1.0,18.999999999999858,2.467169741329304e-09,2.5633371748323362e-07,1.3522092296939992e-08,1.3524047866142567e-08,1.8391202195467744e-10,4.1692527276121634e-14,1.8166791764071597e-15,2.1489452430716318e-14,4.2342822636823227e-10,2.6515108728494022e-22,2.3995639779921969e-16,1.4919864660742184e-15,1.9114229352595146e-20,1.9114213923359035e-20,1.5429236110539175e-26,3.4838873892131926e-19
