Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19)
4.3944344835164e-12,0.5380599301878786,1.2264703274773787e-11,3.3166311086139843e-17,3.2638146085561408e-17,3.1297636061247755e-27,1.1913783972576879e-21,0.0,0.0,1.1100132016758005e-11,8.2352803278175694e-20,154.0,0.0,0.99998576596098487,1.0,18.999999966313606,7.0026021227615548e-07,7.2920462200005154e-07,3.4825164214497307e-06,3.5054894953296642e-06,2.2191471483828284e-06,2.8279913233810774e-08,1.0279937232202451e-12,5.394372572910102e-09,3.5636090571776306e-06,3.1187523443347912e-16,5.7206616363378821e-11,7.2711726428046297e-11,8.283885752281358e-13,8.2806887155558881e-13,2.1431956441365325e-16,1.1248374773265962e-12,1.0538410813347942e-16,4.1723087338924591e-12,2.0060778740383039e-29,1.8763828510247087e-29,1.8763913192699212e-29,2.9037544974291622e-16,1.9344474429744964e-18,4.1234867660791718e-17,2.1315657093309301e-19,3.7119853873703824e-20,4.8990529764808492e-19,3.0359969185758011e-22,2.1610110970766542e-25,3.5953690601527596e-26,6.8756265256715059e-30,1.0983500664523101e-33,2.0054182716110042e-32,2.238144979424018e-28,5.6742632678884716e-33,7.0042652016246288e-13,4.9508693590146215e-19,2.7076655897455811e-21,2.4199507867861979e-22,1.1152985553897486e-23,7.4635455053126719e-22,4.2124394674086714e-29,2.4178805733609472e-29,1.9289205062092721e-26,3.9939539399214071e-31,1.0450114572662985e-26,2.1109642894746599e-31,1.8921174748340298e-32,1.5350203247846891e-30,3.6292100920016708e-30,3.6292100920016708e-30
4.52970353338903e-12,0.5380599301819585,1.2643262590701667e-11,3.525805032498983e-17,3.4680255385287062e-17,3.4983002377857035e-27,1.304871886143661e-21,0.0,0.0,1.1704765046242753e-11,8.985079918703616e-20,154.0,0.0,0.99998532821735175,1.0,18.999999964387104,7.2181526970910055e-07,7.2922468325976839e-07,3.5888588208125602e-06,3.6133561479034587e-06,2.2959071808703947e-06,3.0002464370850759e-08,1.0596264415430936e-12,5.5976849335814545e-09,3.6868740453209683e-06,3.3087188841618207e-16,6.078182018183322e-11,7.7217530474199344e-11,9.069162543317421e-13,9.0656472224828365e-13,2.3520638653831204e-16,1.2027290550501878e-12,1.1632569692022071e-16,4.4330752839258152e-12,2.4786678656761052e-29,2.3184307538902755e-29,2.3184415400118539e-29,3.1897997834108385e-16,2.1181551913254518e-18,4.2789001147822066e-17,2.2130820438319828e-19,3.9440213814560225e-20,5.3710839310244982e-19,3.4339094995332215e-22,2.5208529791856807e-25,4.1949292082032514e-26,8.27476994263369e-30,1.3278158949081949e-33,2.3406828403409133e-32,2.61150899573197e-28,6.8043333503624165e-33,7.4892757215175294e-13,5.2592316486024512e-19,2.961991820657674e-21,2.5791469723116728e-22,1.1859572387949482e-23,8.1762851603473876e-22,4.6081081422985614e-29,2.6449887336957796e-29,2.1785398362711719e-26,4.5132856689529832e-31,1.1802325973369611e-26,2.3844600872288549e-31,2.136998832673356e-32,1.7367939625414018e-30,4.225666730600337e-30,4.225666730600337e-30
4.6613855747469935e-12,0.5380599301760527,1.3011842455695721e-11,3.7356807122773322e-17,3.6727841802966333e-17,3.8871831432054614e-27,1.42206992445348e-21,0.0,0.0,1.2308455792064192e-11,9.759664239977991e-20,154.0,0.0,0.9999849020818945,1.0,18.999999962465228,7.4279872281276954e-07,7.2923943821276405e-07,3.6923347308185457e-06,3.7183622054110145e-06,2.37063348342493e-06,3.1725652504823726e-08,1.0904202685399968e-12,5.7957394127142415e-09,3.8068731829064555e-06,3.4987556994398396e-16,6.4366289985807e-11,8.173166324218421e-11,9.8796190664314308e-13,9.8757742463549108e-13,2.5679733639738613e-16,1.281090944892343e-12,1.2768467125502029e-16,4.6945187562842532e-12,3.0272353993000304e-29,2.8315488280906987e-29,2.8315623853498305e-29,3.4862653465357098e-16,2.3077931912613746e-18,4.4302943040544829e-17,2.2925688652244281e-19,4.1763196810017764e-20,5.8584615393828447e-19,3.8574643218420103e-22,2.9155597420579692e-25,4.8527432482219431e-26,9.8568658812373306e-30,1.5885940080961162e-33,2.7086238452486887e-32,3.0211742267891767e-28,8.0785958606413515e-33,7.9772134348961837e-13,5.5683041698156999e-19,3.2242020029841616e-21,2.7389773601428987e-22,1.2568632000800771e-23,8.9122910009258693e-22,5.016042390502434e-29,2.8791371546736889e-29,2.4440623604489772e-26,5.0659227999569366e-31,1.3240667772653219e-26,2.6754066056022196e-31,2.397482291360503e-32,1.9517037545440648e-30,4.8791860578544312e-30,4.8791860578544312e-30
4.793067616104957e-12,0.5380599301700066,1.3380480558124327e-11,3.9517295261013279e-17,3.8834265236787907e-17,4.3073775438599292e-27,1.5460867803953581e-21,0.0,0.0,1.292703539167618e-11,1.0579883056231425e-19,154.0,0.0,0.99998447594668471,1.0,18.999999960497743,7.6378215987126251e-07,7.2925061593277995e-07,3.7957649283525965e-06,3.8233680537004333e-06,2.4453610961259147e-06,3.3494325410815535e-08,1.1212140341710889e-12,5.9939059560135381e-09,3.9268744359732063e-06,3.6938086960773466e-16,6.8053432835257673e-11,8.6371702093520143e-11,1.0736757572748553e-12,1.0732563274772433e-12,2.7966585212580859e-16,1.3619540879759257e-12,1.397639454863934e-16,4.9634520804182622e-12,3.6766065713512304e-29,3.4389597322688668e-29,3.4389766641291701e-29,3.8011070656670739e-16,2.508395755656636e-18,4.5817741567010563e-17,2.3721783798633723e-19,4.4149187951745438e-20,6.3740920068546097e-19,4.3188467048320141e-22,3.3580705571920221e-25,5.5904072995225061e-26,1.1683063463293703e-29,1.8910964109194509e-33,3.121334326224308e-32,3.4805948846179049e-28,9.5456598866467307e-33,8.4807244148018867e-13,5.8861396767463772e-19,3.5012332626963123e-21,2.9035955333638911e-22,1.3298647725407698e-23,9.6911096876981057e-22,5.4470346671264195e-29,3.1265205510445655e-29,2.7331287009788686e-26,5.6677841594281655e-31,1.4806526904515641e-26,2.9921777831137758e-31,2.6810633235460957e-32,2.1859549659026487e-30,5.6111360394132731e-30,5.6111360394132731e-30
4.92474965746292e-12,0.5380599301638211,1.3749176900691055e-11,4.1739599150514357e-17,4.0999534930207945e-17,4.760507372589036e-27,1.6771156436248592e-21,0.0,0.0,1.3560504347813892e-11,1.1447311309437979e-19,154.0,0.0,0.99998404981170741,1.0,18.99999995848486,7.8476558088459003e-07,7.2925906644202553e-07,3.8991496184584471e-06,3.9283737093162421e-06,2.5200896986502921e-06,3.530827810238707e-08,1.1520077432884481e-12,6.1921680189719911e-09,4.0468772901325756e-06,3.8938552676258606e-16,7.1843248446817177e-11,9.1137460895764654e-11,1.1641861232329638e-12,1.1637296896442785e-12,3.0384802533479139e-16,1.4453179941357602e-12,1.5258556335082331e-16,5.2398752987959516e-12,4.4417370128934558e-29,4.1546538180032955e-29,4.1546748371044657e-29,4.1349367255443862e-16,2.7202678249851464e-18,4.7333270258756114e-17,2.4519041476273002e-19,4.6597907883605351e-20,6.9187285034939826e-19,4.8202146991078773e-22,3.8525720894860434e-25,6.4149412705733071e-26,1.3782527692912986e-29,2.2405750173761695e-33,3.582759305971418e-32,3.9941492086214119e-28,1.122815982414367e-32,8.9998055250671519e-13,6.2127333817673717e-19,3.7934698607055596e-21,3.072998857989267e-22,1.4049650651644095e-23,1.0513942724583091e-21,5.9016827921600898e-29,3.3874820627719579e-29,3.0470885155221563e-26,6.3217040445226592e-31,1.650721105338544e-26,3.3362552727089969e-31,2.9890658254475585e-32,2.4406725836657682e-30,6.4283675050313372e-30,6.4283675050313372e-30
5.056431698820883e-12,0.5380599301574969,1.4117931486103755e-11,4.4023802863995426e-17,4.3223660131681904e-17,5.2482373769665099e-27,1.815349734819392e-21,0.0,0.0,1.4208863161907583e-11,1.2363545741856047e-19,154.0,0.0,0.99998362367695082,1.0,18.999999956426812,8.0574898585276259e-07,7.2926543720145846e-07,4.0024890052562555e-06,4.0333791863631382e-06,2.594819047008441e-06,3.7167306516421154e-08,1.1828014000285827e-12,6.3905114969022224e-09,4.1668813535754474e-06,4.0988729094633109e-16,7.5735736552075691e-11,9.6028753964676539e-11,1.2596211319152488e-12,1.2591255804848763e-12,3.29379894258029e-16,1.5311821638521263e-12,1.6617153611445936e-16,5.5237884552747984e-12,5.3393011580882192e-29,4.9942294231964732e-29,4.994255367309806e-29,4.4883707540356038e-16,2.9437140839442602e-18,4.8849421297632605e-17,2.5317406781968619e-19,4.9109078553929265e-20,7.4931207903467597e-19,5.3637828542159667e-22,4.4034842409890798e-25,7.333759212403517e-26,1.6186947710642988e-29,2.6427748887996751e-33,4.0970658164203344e-32,4.5664617267336104e-28,1.3150662233749399e-32,9.5344535713058878e-13,6.5480805170192564e-19,4.101294279433309e-21,3.2471847112029213e-22,1.4821671889584937e-23,1.1381990929730847e-21,6.3805818186790527e-29,3.6623632416511004e-29,3.3873288025978056e-26,7.0305955101364716e-31,1.8350229893448318e-26,3.7091617276898778e-31,3.3228502931027863e-32,2.7170131527239984e-30,7.3381182763706434e-30,7.3381182763706434e-30
5.188113740178846e-12,0.5380599301510344,1.4486744317073229e-11,4.6369990137615149e-17,4.5506650094699847e-17,5.7722731338954925e-27,1.9609823056944906e-21,0.0,0.0,1.4872112333931793e-11,1.3330204888531989e-19,154.0,0.0,0.99998319754240605,1.0,18.999999954323801,8.2673237477578962e-07,7.2927022337252639e-07,4.1057832919467526e-06,4.1383844968703447e-06,2.669548954603469e-06,3.9071207508963148e-08,1.2135950079192948e-12,6.5889243605939537e-09,4.2868863266564397e-06,4.3088392183353135e-16,7.9730896895348094e-11,1.0104539606259534e-10,1.3601087215675299e-12,1.3595718802810523e-12,3.562974438803324e-16,1.6195460905996898e-12,1.8054384259708096e-16,5.8151915949397635e-12,6.3878351229203884e-29,5.9750265557217631e-29,5.9750584055095528e-29,4.8620301883773685e-16,3.1790389617262334e-18,5.0366102730720415e-17,2.6116832892218375e-19,5.1682423209561792e-20,8.0980152353634347e-19,5.9518219547751676e-22,5.0154659935257224e-25,8.3546794496182922e-26,1.8930676142638391e-29,3.1039657810913206e-33,4.6686486188454042e-32,5.2024096250702187e-28,1.5339772058504564e-32,1.0084665315541079e-12,6.8921763341322238e-19,4.4250872309185166e-21,3.4261504811631992e-22,1.5614742568971564e-23,1.2296454438241985e-21,6.8843240454584447e-29,3.9515040585488937e-29,3.7552738802369205e-26,7.7974503238612071e-31,2.0343294962773339e-26,4.1124607761615942e-31,3.6838137995618303e-32,3.0161647561124244e-30,8.3480237148288947e-30,8.3480237148288947e-30
5.319795781536809e-12,0.5380599301444342,1.4855615396312148e-11,4.8778244372490205e-17,4.7848514077821158e-17,6.3343610641942019e-27,2.1142066390202116e-21,0.0,0.0,1.5550252362281169e-11,1.4348929069856373e-19,154.0,0.0,0.99998277140806635,1.0,18.999999952176054,8.4771574765368137e-07,7.2927380305534598e-07,4.2090326808153927e-06,4.2433896510956611e-06,2.7442792789520207e-06,4.1019778851080826e-08,1.2443885699688588e-12,6.7873963522538459e-09,4.4068919805695994e-06,4.5237318918985869e-16,8.3828729231809579e-11,1.0618720239682811e-10,1.4657766417382955e-12,1.4651962807030162e-12,3.8463660606577149e-16,1.7104092624943165e-12,1.9572442921317021e-16,6.1140847639678773e-12,7.6078874432829e-29,7.1162679324956551e-29,7.1163068312266886e-29,5.2565406416516944e-16,3.4265466322823833e-18,5.1883236146052028e-17,2.691727987952548e-19,5.4317666389932103e-20,8.7341548292365187e-19,6.5866587579020394e-22,5.6934212129584686e-25,9.4859346601971545e-26,2.205087211666314e-29,3.6309748856191933e-33,5.3021358950649406e-32,5.9071290876618786e-28,1.7824241736573657e-32,1.0650437486460098e-12,7.2450161039807251e-19,4.7652276648768259e-21,3.6098935668313723e-22,1.6428893838749983e-23,1.3258532704846923e-21,7.4134990295110732e-29,4.2552429106006093e-29,4.1523853647252347e-26,8.625338921125475e-31,2.2494319537922691e-26,4.5477569955773537e-31,4.0733899721662219e-32,3.3393469953893013e-30,9.4661272625253963e-30,9.4661272625253963e-30
5.4514778228947725e-12,0.5380599301376975,1.5224544726534109e-11,5.1248648636206411e-17,5.0249261344708853e-17,6.936288447172087e-27,2.2752160486376604e-21,0.0,0.0,1.6243283743666725e-11,1.5421380384172448e-19,154.0,0.0,0.99998234527392649,1.0,18.999999949983764,8.6869910448644739e-07,7.2927646368006339e-07,4.3122373732364746e-06,4.3483946577834387e-06,2.8190099117389241e-06,4.3012819224743392e-08,1.2751820887416749e-12,6.9859187275367336e-09,4.5268981413777163e-06,4.7435287282664707e-16,8.8029233325914301e-11,1.114539886180432e-10,1.5767524537316732e-12,1.5761262852619657e-12,4.1443325968534559e-16,1.8037711635264319e-12,2.1173521002255794e-16,6.4204680095130787e-12,9.0221776518983973e-29,8.439207354953096e-29,8.439254630331334e-29,5.6725322694900926e-16,3.6865410145816243e-18,5.3400754700663533e-17,2.7718713708150904e-19,5.7014533921153067e-20,9.4022792011648001e-19,7.2706757318832199e-22,6.4425044165054233e-25,1.0736181905947143e-25,2.5587647809289066e-29,4.2312207428449878e-33,6.0023949107804263e-32,6.6860216073607785e-28,2.0635083113543268e-32,1.1231766787095314e-12,7.606595116463201e-19,5.1220927767151166e-21,3.7984113778195495e-22,1.7264156866665277e-23,1.4269424506551752e-21,7.9686935985561758e-29,4.5739166283667729e-29,4.5801621494292818e-26,9.5174103605132228e-31,2.4811418509021355e-26,5.0166958873766444e-31,4.4930489699116188e-32,3.6878109710870259e-30,1.0700890976686432e-29,1.0700890976686432e-29
5.583159864252736e-12,0.5380599301308244,1.5593532310452831e-11,5.3781285664323125e-17,5.2708901164163606e-17,7.5798834351968232e-27,2.4442038794756159e-21,0.0,0.0,1.6951206973027604e-11,1.6549242700436598e-19,154.0,0.0,0.99998191913998258,1.0,18.999999947747149,8.8968244527409699e-07,7.2927842356757986e-07,4.4153975696772461e-06,4.4533995243874218e-06,2.893740770692215e-06,4.505012821871839e-08,1.3059755664236338e-12,7.1844840326999423e-09,4.6469046769649026e-06,4.968207625556434e-16,9.2332408950029018e-11,1.168455708186704e-10,1.6931635310587937e-12,1.6924892097612635e-12,4.4572323074420032e-16,1.8996312745686293e-12,2.2859806678585853e-16,6.7343413796064825e-12,1.0655762708342804e-28,9.9672854344563135e-29,9.9673426227252568e-29,6.1106397369974876e-16,3.9593257728646607e-18,5.4918601417132058e-17,2.8521105366598759e-19,5.9772752910146784e-20,1.0103124634546893e-18,8.0063107960557348e-22,7.2681265043000217e-25,1.2114512615175381e-25,2.9584218410738741e-29,4.9127483138320332e-33,6.7745376519383904e-32,7.5447602688329409e-28,2.3805682075364095e-32,1.18286499010988e-12,7.9769086803010019e-19,5.4960580155045409e-21,3.9917013342539787e-22,1.8120562838898724e-23,1.5330327945256395e-21,8.5504918634235951e-29,4.9078604829529837e-29,5.0401403837027522e-26,1.0476892279251406e-30,2.7302908255267503e-26,5.5209638517130046e-31,4.9442974608903267e-32,4.0628392632323454e-30,1.2061206057630845e-29,1.2061206057630845e-29
5.714841905610699e-12,0.5380599301238158,1.5962578150781475e-11,5.6376237861870702e-17,5.5227442810157235e-17,8.2670150682520669e-27,2.6213635075672757e-21,0.0,0.0,1.7674022543456577e-11,1.7734221650931338e-19,154.0,0.0,0.99998149300623151,1.0,18.999999945466413,9.1066577001664012e-07,7.2927984916983425e-07,4.5185134697019875e-06,4.5584042572625827e-06,2.9684717930862984e-06,4.7131506324487141e-08,1.3367690048783716e-12,7.3830859127759137e-09,4.7669114866036639e-06,5.1977465814396186e-16,9.6738255883256919e-11,1.2236176553130804e-10,1.8151370598875459e-12,1.8144121827460131e-12,4.7854229250838891e-16,1.9979890741813565e-12,2.4633484902425165e-16,7.0557049230702603e-12,1.2536211495420385e-28,1.1726292867366867e-28,1.1726361739860574e-28,6.5715021858957232e-16,4.245204316894291e-18,5.6436727717221191e-17,2.9324430120848824e-19,6.2592051738797013e-20,1.0837424082603999e-18,8.7960570618963568e-22,8.1759604551752023e-25,1.3630462517542051e-25,3.4087055508958782e-29,5.6842652281176932e-33,7.6239264340929466e-32,8.4892960036121132e-28,2.7371915911402848e-32,1.2441083497759695e-12,8.3559521228542863e-19,5.8874970919127174e-21,4.1897608666512988e-22,1.8998142959742714e-23,1.6442440450346976e-21,9.1594752303944218e-29,5.2574081930932621e-29,5.5338934518727327e-26,1.1507090848866439e-30,2.9977306520882072e-26,6.0622881622709336e-31,5.4286785998134027e-32,4.4657459119355378e-30,1.3556403370343717e-29,1.3556403370343717e-29
5.846523946968662e-12,0.5380599301166722,1.6331682250232034e-11,5.9033587304841201e-17,5.7804895561866072e-17,8.999593288485978e-27,2.8068883400671111e-21,0.0,0.0,1.8411730946138317e-11,1.8978044624031754e-19,154.0,0.0,0.99998106687267097,1.0,18.999999943141766,9.316490787140861e-07,7.2928086773919369e-07,4.6215852719760814e-06,4.6634088618278781e-06,3.0432029309675888e-06,4.9256754932178522e-08,1.3675624056950073e-12,7.581718948810546e-09,4.8869184932880461e-06,5.4321236926924015e-16,1.0124677391043999e-10,1.2800238972713707e-10,1.9428000394907061e-12,1.9420221459509904e-12,5.1292616563117198e-16,2.0988440392049936e-12,2.6496737408405032e-16,7.3845586894443186e-12,1.469378765958182e-28,1.3744541519819872e-28,1.3744624112141391e-28,7.0557632018888721e-16,4.544479802202091e-18,5.7955092177708676e-17,3.0128666880740047e-19,6.5472160058128266e-20,1.160590718393101e-18,9.6424625753341458e-22,9.171946986267037e-25,1.5294021530538777e-25,3.9146043931545678e-29,6.5551792371493991e-33,8.5561794844556223e-32,9.5258638168897909e-28,3.1372273445685359e-32,1.3069064235691226e-12,8.7437207899538891e-19,6.2967819860950227e-21,4.3925874158064864e-22,1.9896928451311213e-23,1.7606958781263167e-21,9.7962224134779907e-29,5.6228919321968688e-29,6.0630319523065507e-26,1.2611390731010873e-30,3.2843332291501521e-26,6.642436941172807e-31,5.9477720056130587e-32,4.8978763980491445e-30,1.5196263959557326e-29,1.5196263959557326e-29
5.978205988326625e-12,0.5380599301093942,1.6700844611514869e-11,6.1753415741672189e-17,6.0441268703703758e-17,9.779568954750503e-27,3.0009718152678368e-21,0.0,0.0,1.9164332670298944e-11,2.0282460757025847e-19,154.0,0.0,0.99998064073929915,1.0,18.999999940773399,9.5263237136644403e-07,7.2928157635810025e-07,4.7246131742700606e-06,4.7684133427037271e-06,3.1179341477517749e-06,5.1425676326521185e-08,1.398355770228461e-12,7.7803785203822919e-09,5.0069256382693678e-06,5.6713171547499977e-16,1.0585796282131608e-10,1.3376726081434108e-10,2.0762792826924393e-12,2.0754458547469545e-12,5.4891051827885744e-16,2.2021956451818223e-12,2.8451742720497855e-16,7.7209027289240563e-12,1.7161640999045214e-28,1.6053043512976164e-28,1.6053142156992952e-28,7.5640707822497395e-16,4.8574551303318603e-18,5.9473659479463724e-17,3.0933797664769782e-19,6.8412808782511738e-20,1.2409300277976072e-18,1.0548130060285501e-21,1.0262300176475411e-24,1.711564359762668e-25,4.4814642041835377e-29,7.5356368900927394e-33,9.5771764966518307e-32,1.066098898605998e-27,3.5847977942014739e-32,1.3712588765458516e-12,9.1402100457470941e-19,6.7242829555456516e-21,4.600178432691272e-22,2.0816950553281091e-23,1.882507903004233e-21,1.0461309446626295e-28,6.0046423353591972e-29,6.6292036765588636e-26,1.3793255033459517e-30,3.5909905671011516e-26,7.2632191339753275e-31,6.503193739124967e-32,5.3606076238959314e-30,1.6991029558336641e-29,1.6991029558336641e-29
6.109888029684588e-12,0.5380599301019824,1.7070065237338281e-11,6.4535804594723696e-17,6.3136571525353948e-17,1.0608933857131612e-26,3.2038074026174853e-21,0.0,0.0,1.9931828203164449e-11,2.1649240928988721e-19,154.0,0.0,0.99998021460611519,1.0,18.99999993836153,9.7361564797372366e-07,7.2928204882534821e-07,4.8275973734636386e-06,4.8734177038291184e-06,3.1926654156287822e-06,5.363807368281415e-08,1.4291490996338045e-12,7.9790606885009514e-09,5.126932876888991e-06,5.9153052612620837e-16,1.1057182240980079e-10,1.3965619663653436e-10,2.2157014163131915e-12,2.2148098785853448e-12,5.8653096625618537e-16,2.3080433666778302e-12,3.0500676159038563e-16,8.0647370923071009e-12,1.9976007538793458e-28,1.8685698439193944e-28,1.8685815798048126e-28,8.097077303624744e-16,5.1844329490804491e-18,6.0992399512309467e-17,3.1739807144228646e-19,7.1413730083898082e-20,1.3248326420449316e-18,1.1515716663398198e-21,1.1453513054198717e-24,1.9106256478573723e-25,5.1150045449191041e-29,8.6365634381113142e-33,1.0693064158488652e-31,1.1901493231332446e-27,4.0843112760703399e-32,1.4371653731582506e-12,9.5454152725547165e-19,7.1703685429096864e-21,4.8125313783614076e-22,2.1758240522658419e-23,2.0097996623842954e-21,1.1155309695887743e-28,6.4029885063378522e-29,7.2340935885976378e-26,1.5056225266272232e-30,3.9186147758814762e-26,7.9264844847541291e-31,7.0965962808492353e-32,5.8553478940649324e-30,1.8951413090233822e-29,1.8951413090233822e-29
6.373252112400514e-12,0.5380599300867602,1.7808681293427739e-11,7.028858761733914e-17,6.8704003393368908e-17,1.24240032738542e-26,3.6365089474357914e-21,0.0,0.0,2.1511502633730739e-11,2.4577085572818393e-19,154.0,0.0,0.99997936234030593,1.0,18.999999933408024,1.0155821530530848e-06,7.2928249373709248e-07,5.0334354456383745e-06,5.0834260797292748e-06,3.3421280261168194e-06,5.8192513411295453e-08,1.4907356568430438e-12,8.3764799136300397e-09,5.3669475089130424e-06,6.4175790706735937e-16,1.2030755281276423e-10,1.5180553602812476e-10,2.5128799347289749e-12,2.5118642222513986e-12,6.6682235035887819e-16,2.5272250509956301e-12,3.4889012721612925e-16,8.7748769967313507e-12,2.6805941266976143e-28,2.5074706016863145e-28,2.5074870315080011e-28,9.2398183817746659e-16,5.8816053823115602e-18,6.4030299156193094e-17,3.3354411989889699e-19,7.7595325359027652e-20,1.5036153746609742e-18,1.364754640432191e-21,1.4165917920053785e-24,2.3640593090015723e-25,6.6069751540227919e-29,1.1247669071168917e-32,1.3235466063122729e-31,1.4727444803088806e-27,5.2583087527478462e-32,1.5736391529393393e-12,1.0381955258590645e-18,8.119759214221938e-21,5.2515129502098823e-22,2.3704749177089487e-23,2.2813002245711137e-21,1.2632330039783151e-28,7.2507769516177255e-29,8.5669535700759925e-26,1.7840041313208262e-30,4.6405126702210563e-26,9.3880674804790057e-31,8.4041356765674567e-32,6.9466456824772675e-30,2.34143045516717e-29,2.34143045516717e-29
6.6366161951164394e-12,0.5380599300710105,1.8547530440113244e-11,7.6292581285715487e-17,7.4507265589998995e-17,1.4461555035601146e-26,4.1065413538686059e-21,0.0,0.0,2.3150758094497676e-11,2.7776180156548097e-19,154.0,0.0,0.99997851007523741,1.0,18.999999928282847,1.0575485939522448e-06,7.292825100346964e-07,5.2391010458736305e-06,5.2934340108789351e-06,3.4915906465331419e-06,6.2918517179464395e-08,1.5523220835831396e-12,8.7739552735837691e-09,5.6069622032451839e-06,6.9387734176553424e-16,1.3045396353295562e-10,1.6444895930009468e-10,2.8353449060305012e-12,2.8341940309700286e-12,7.5408420188148498e-16,2.7563848777045446e-12,3.9679085858888441e-16,9.5149788195502745e-12,3.5543381381027044e-28,3.3248164677624144e-28,3.3248391566714206e-28,1.0489291827443503e-15,6.6384132183509345e-18,6.7068627902361671e-17,3.4972398345925871e-19,8.4014828193244175e-20,1.6975108514353894e-18,1.606028780323577e-21,1.7366894860139273e-24,2.8994298756493097e-25,8.4443910371028013e-29,1.4493068779004041e-32,1.623810692012423e-31,1.8064453853726282e-27,6.7007017748527912e-32,1.7163250717615774e-12,1.125330416521696e-18,9.1478683386402413e-21,5.7095120183786546e-22,2.5736704809569537e-23,2.5761525861272591e-21,1.4231817473543866e-28,8.1688597342637303e-29,1.0075834272340902e-25,2.0992737342743539e-30,5.4577253190925828e-26,1.1042798910128332e-30,9.8843375899569688e-32,8.1836635198850403e-30,2.8680464213290327e-29,2.8680464213290327e-29
6.899980277832365e-12,0.5380599300547382,1.92866126989566e-11,8.2548425389068336e-17,8.054643262569002e-17,1.6738998467538002e-26,4.6154535008584184e-21,0.0,0.0,2.4849598408514106e-11,3.1261473702651277e-19,154.0,0.0,0.99997765781090642,1.0,18.999999922987548,1.0995149706712775e-06,7.2928228051962257e-07,5.4445957175446362e-06,5.5034415128400063e-06,3.6410532079934493e-06,6.7814542043385909e-08,1.6139083844167897e-12,9.1714712064230768e-09,5.8469768492679287e-06,7.4787181422557794e-16,1.410110530194917e-10,1.7758502471796255e-10,3.1841026936605178e-12,3.1828052122501897e-12,8.4859957493149138e-16,2.9955186283083252e-12,4.4888183539522303e-16,1.0285042984869982e-11,4.6611803746214297e-28,4.3602259256524771e-28,4.3602568655766831e-28,1.1850871076760635e-15,7.4572685287944495e-18,7.0107266793236237e-17,3.6593705675954742e-19,9.0670140652778111e-20,1.9070858510404202e-18,1.8777131490193675e-21,2.1118992124956962e-24,3.5272840701874428e-25,1.0688210088537575e-28,1.8492555695381908e-32,1.9760329725564701e-31,2.1978389144795494e-27,8.4583979503872494e-32,1.8652204360137005e-12,1.2159425692553009e-18,1.0257583310954843e-20,6.1865086263282479e-22,2.7854358080315106e-23,2.895310720542306e-21,1.5958264107278857e-28,9.1598152600264753e-29,1.1775551512883071e-25,2.4545463483836345e-30,6.3782719438072272e-26,1.2906942951505709e-30,1.1551730722308216e-31,9.5787963811413822e-30,3.48536280765476e-29,3.48536280765476e-29
7.1633443605482905e-12,0.5380599300379475,2.0025928091463214e-11,8.9056754638892626e-17,8.6821579098238934e-17,1.9274399186470979e-26,5.1647947675090206e-21,0.0,0.0,2.6608027364856073e-11,3.5048262436517419e-19,154.0,0.0,0.99997680554731116,1.0,18.999999917523663,1.1414812832102573e-06,7.2928191173961496e-07,5.6499209901542921e-06,5.7134485969324172e-06,3.7905156703489863e-06,7.2879058927583609e-08,1.6754945626626022e-12,9.5690163921691405e-09,6.0869913825085736e-06,8.03724461397379e-16,1.519788197474982e-10,1.9121229736542351e-10,3.5601567271681064e-12,3.5587007410386377e-12,9.5065069771478893e-16,3.2446220825344319e-12,5.0533543175172814e-16,1.1085069923332652e-11,6.0506408907874034e-28,5.6600284080688431e-28,5.6600701102995265e-28,1.3329996618385447e-15,8.3405793477815632e-18,7.3146129297358914e-17,3.8218289957782823e-19,9.7559184380434581e-20,2.1329020437019946e-18,2.1822114762446544e-21,2.5489745537488373e-24,4.2590190955626802e-25,1.3407056486799904e-28,2.3382644795936763e-32,2.3866270942293321e-31,2.6540445476467988e-27,1.0584180931777752e-31,2.0203225510351409e-12,1.3100283820351309e-18,1.145176482557293e-20,6.682482971933381e-22,3.0057959910043427e-23,3.2397275611320772e-21,1.7816120511554459e-28,1.0226198091564343e-28,1.3681513899935758e-25,2.8530620149440288e-30,7.4104921948101001e-26,1.4997414196350298e-30,1.3421424380935111e-31,1.114493985656669e-29,4.2046077220316595e-29,4.2046077220316595e-29
