Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19)
2.855247381549477e-07,0.5381717802844254,4.1876012187711086e-06,9.9377656703751142e-07,0.00015253456500626089,4.306953880136236e-08,0.00052409112650514888,0.0,0.0,0.0028472682207801364,0.0080016117214720787,154.0,0.0,0.44560453852969872,1.0,18.974839094914969,0.020610475875390662,3.6115109504531301e-07,0.017126123177781956,0.059273523518742648,0.10114599080229106,0.0021641592481992191,1.7355786143362343e-08,0.00011205539051639735,0.18225701862375177,2.3866905652250891e-11,0.064772653932055002,2.1165211575478422e-05,0.062294768438660351,0.037530179984119651,1.053013019769247e-05,1.8059472813808929e-05,6.4070495194156005e-06,0.032670841954732917,0.00021912199461672063,0.0044283611550149883,0.0076444810100856934,0.01105899144561928,1.6214127065729265e-06,8.5655904922576348e-13,3.4407813654827843e-11,7.3699240766370202e-10,1.3483831787620353e-05,0.0005404024716609728,4.2937464205016629e-05,8.334887407813408e-05,1.4925353549654114e-05,5.6161188593751591e-05,4.7042210045544522e-11,8.6292881838843436e-05,0.00016372295538876429,9.7792940485927724e-06,1.1924624320123835e-06,1.5069608853292811e-07,6.5085302226700282e-10,2.3711333840915724e-09,6.7503036856774554e-06,2.3444767322126602e-15,1.3456955312360535e-15,6.2419556658951937e-06,1.3164104735918063e-10,2.1258669949225488e-07,4.3084171442226692e-12,3.8519800418265424e-13,3.3151811163123683e-11,5.7510596074396207e-06,5.7510596074396207e-06
2.873656317014976e-07,0.5381721929785709,4.1860918402694298e-06,1.0015040691459644e-06,0.00015360144058819262,4.3565698252147373e-08,0.0005316333984005466,0.0,0.0,0.0028493295878461024,0.0080734067788822937,154.0,0.0,0.44362183432029201,1.0,18.974721024596615,0.020643290481822153,3.5984085979711964e-07,0.016997918594848112,0.059181596213868093,0.10152521432224439,0.0021479465941978988,1.7328747919645569e-08,0.00011188082291225313,0.18308568171089723,2.3688108134257712e-11,0.065132873339200967,2.1006803911609962e-05,0.062595406570664258,0.037565832476389803,1.0540059851793078e-05,1.8141811718060268e-05,6.4130912573154202e-06,0.032929521768923609,0.00021957104841775435,0.0044639081008273698,0.007739456031021468,0.011105959123243508,1.6342626431809386e-06,8.552246412395002e-13,3.4679952363426631e-11,7.4020231471912355e-10,1.3563599045781161e-05,0.00054719614528220349,4.3477408381752064e-05,8.4404720302978667e-05,1.5115053798714758e-05,5.7281585706627827e-05,4.7638131026578938e-11,8.8114238151700526e-05,0.00016675058263213561,9.8160814185283343e-06,1.2123974109168509e-06,1.5321475217669926e-07,6.6173366623485631e-10,2.4128707938384487e-09,6.8691920730721847e-06,2.3836612151488249e-15,1.3681868542917382e-15,6.3842897144510321e-06,1.3464283180469926e-10,2.1638506971148663e-07,4.3853666803883939e-12,3.9208048854294153e-13,3.3743912006271717e-11,5.9076830612864018e-06,5.9076830612864018e-06
2.892065252480475e-07,0.5381726016147121,4.1844797766507744e-06,1.0092165118577499e-06,0.00015466323325082274,4.4062732787568014e-08,0.00053920587390145864,0.0,0.0,0.0028513519280903305,0.0081450466119817929,154.0,0.0,0.44165132393249645,1.0,18.974603621681464,0.020675371694878517,3.5853866148853424e-07,0.016870556311578959,0.059088456095428919,0.10190205515268373,0.0021318406381067873,1.7301355686036172e-08,0.00011170396951584628,0.183911336964795,2.3510486869803347e-11,0.065490926882067854,2.0849436252701271e-05,0.062893793489303934,0.037600071388435796,1.0549593209311544e-05,1.8223851498487796e-05,6.4188918722027456e-06,0.033187399979099849,0.00022000325116770141,0.0044990511622806624,0.007834421346120746,0.011152286902435523,1.6470727907741964e-06,8.5387275832300877e-13,3.4951244613640681e-11,7.4337031867346624e-10,1.3642794596923518e-05,0.00055400342415173616,4.4018434939106613e-05,8.5462739503896313e-05,1.530514802579371e-05,5.8412852270029909e-05,4.8235278438622376e-11,8.9956869835565098e-05,0.00016980209664836584,9.8526376591561004e-06,1.2324537466960917e-06,1.5574873131422983e-07,6.7268054774736092e-10,2.4548966625249211e-09,6.9889031818036391e-06,2.4230839711482521e-15,1.3908149426188477e-15,6.5283245914827857e-06,1.3768048624317719e-10,2.2021036601712842e-07,4.4628610253888585e-12,3.9901176182037075e-13,3.4340204972925697e-11,6.067090066299145e-06,6.067090066299145e-06
2.910474187945974e-07,0.5381730062490853,4.1827670404540138e-06,1.0169137790122685e-06,0.00015571995581292454,4.4560622317677526e-08,0.0005468080479334456,0.0,0.0,0.0028533365176236546,0.0082165296310545127,154.0,0.0,0.43969290866615635,1.0,18.97448688139394,0.020706726531422272,3.5724444957953018e-07,0.016744038294759019,0.058994136818392814,0.10227652798050534,0.0021158416242007131,1.7273619385735437e-08,0.00011152489483779301,0.18473400282154875,2.3334046493872063e-11,0.065846822138361571,2.0693111059811778e-05,0.063189944039076615,0.037632929755768395,1.0558739518949932e-05,1.8305593989884543e-05,6.4244569737669288e-06,0.033444471904576528,0.00022041895541246358,0.0045337891512346956,0.0079293687758497881,0.011197980329752805,1.6598429158083334e-06,8.5250390443983154e-13,3.5221685501512341e-11,7.4649677589339607e-10,1.3721421583993648e-05,0.00056082382808123976,4.4560505698161542e-05,8.6522856180896277e-05,1.5495622589802859e-05,5.9554932441987418e-05,4.8833609668321542e-11,9.1820770192463759e-05,0.00017287732182159939,9.8889641959476566e-06,1.2526299476235202e-06,1.582978373212113e-07,6.8369285260819448e-10,2.4972079303841724e-09,7.1094282981151669e-06,2.4627420656637092e-15,1.4135781118296865e-15,6.6740545538331644e-06,1.4075388955311248e-10,2.2406230765863428e-07,4.5408944843050329e-12,4.0599131530706772e-13,3.4940646242925758e-11,6.2293001822871186e-06,6.2293001822871186e-06
2.9288831234114727e-07,0.5381734069370815,4.1809556042465016e-06,1.0245957586171018e-06,0.00015677162153237623,4.5059347090256616e-08,0.00055443942048322278,0.0,0.0,0.0028552845894290716,0.0082878543197981349,154.0,0.0,0.43774649083105227,1.0,18.974370798961079,0.020737361946101273,3.5595814074772939e-07,0.016618366143855545,0.05889867128881484,0.10264864737703984,0.0020999497500841743,1.7245548488538163e-08,0.0001113436598495255,0.18555369756357679,2.3158786589981351e-11,0.066200566861385396,2.0537830338612206e-05,0.063483873100103394,0.037664439876738127,1.0567507880004685e-05,1.8387041011735741e-05,6.4297921207224582e-06,0.033700733124431587,0.00022081850841280422,0.0045681210763407407,0.0080242903355048495,0.011243044963881616,1.6725727976715211e-06,8.5111853026964867e-13,3.5491270441217914e-11,7.4958204458780682e-10,1.3799483197266388e-05,0.00056765688354689671,4.5103583009113918e-05,8.7584995876113244e-05,1.5686464037793619e-05,6.0707769485161211e-05,4.9433082692972658e-11,9.3705930754154777e-05,0.00017597608284775507,9.9250624431490171e-06,1.2729245248718579e-06,1.6086188193392939e-07,6.9476976822042884e-10,2.5398015357341188e-09,7.2307587025398723e-06,2.5026325697504258e-15,1.4364746807528981e-15,6.8214736188491942e-06,1.4386291556209411e-10,2.2794061361280329e-07,4.6194613612759461e-12,4.1301863980090134e-13,3.5545191988026767e-11,6.3943327640484628e-06,6.3943327640484628e-06
2.9472920588769717e-07,0.5381738037329814,4.1790474020192411e-06,1.0322623426814435e-06,0.00015781824407616843,4.555888767974423e-08,0.00056209949657666665,0.0,0.0,0.0028571973355738713,0.0083590192317631873,154.0,0.0,0.43581197372735236,1.0,18.974255369611235,0.020767284832239087,3.5467967385558176e-07,0.016493541113959911,0.05880209168551128,0.1030184277997669,0.002084165170156266,1.721715250360198e-08,0.00011116032586039641,0.18637043932198438,2.298470989884752e-11,0.066552168968068537,2.0383595668596887e-05,0.063775595578515032,0.037694633331657339,1.05759071470034e-05,1.8468194368458638e-05,6.4349026926344751e-06,0.033956179466138006,0.00022120225204907927,0.0046020461337366748,0.0081191782303217334,0.011287486371090904,1.6852622281181441e-06,8.4971711116698036e-13,3.575999507062645e-11,7.5262648289620174e-10,1.3876982669292487e-05,0.00057450212362226093,4.564762974704999e-05,8.864908516368147e-05,1.5877659103156595e-05,6.187130581627865e-05,5.0033656070350113e-11,9.5612341337641046e-05,0.00017909820480308065,9.9609338039493381e-06,1.2933359930063356e-06,1.6344067734079437e-07,7.0591048380798071e-10,2.5826744159917582e-09,7.3528856728088623e-06,2.5427525615031564e-15,1.4595029722572884e-15,6.9705755727989203e-06,1.4700743322432528e-10,2.3184500268145021e-07,4.6985559542338155e-12,4.2009322578281076e-13,3.6153798332948954e-11,6.562206961109356e-06,6.562206961109356e-06
2.9657009943424706e-07,0.5381741966902208,4.1770443305765953e-06,1.039913427050198e-06,0.00015885983748955334,4.6059224976245349e-08,0.00056978778625423347,0.0,0.0,0.002859075909396231,0.0084300229868268673,154.0,0.0,0.43388926162593039,1.0,18.974140588579019,0.020796502022736439,3.5340898837151635e-07,0.01636956413917387,0.058704429487617234,0.10338588359407788,0.0020684879982529134,1.7188440649524415e-08,0.00011097495251956048,0.18718424607900705,2.2811818021353628e-11,0.066901636527077923,2.0230408231559384e-05,0.064065126397064048,0.037723541002047806,1.0583945983774309e-05,1.8549055849644748e-05,6.439793957422083e-06,0.034210806994237543,0.00022157052276981947,0.0046355636976885039,0.0082140248504735999,0.011331310120792581,1.697911010705595e-06,8.4830010476566245e-13,3.6027855284757746e-11,7.5563044938523228e-10,1.3953923269959946e-05,0.00058135908790752061,4.6192609305675983e-05,8.9715051638913188e-05,1.6069194703685637e-05,6.3045483056104791e-05,5.0635288934963144e-11,9.7539990101557614e-05,0.00018224351321120675,9.9965796706514711e-06,1.313862870413841e-06,1.6603403620902689e-07,7.1711419069952076e-10,2.6258235087125724e-09,7.475800486805541e-06,2.5830991264651441e-15,1.4826613134870209e-15,7.1213539794175933e-06,1.5018730680085562e-10,2.3577519358970809e-07,4.7781725597812139e-12,4.2721456359479577e-13,3.6766421391999388e-11,6.7329417175394998e-06,6.7329417175394998e-06
2.9841099298079695e-07,0.5381745858612949,4.1749482499013799e-06,1.0475489113592396e-06,0.00015989641618672026,4.6560340182666431e-08,0.00057750380456201298,0.0,0.0,0.0028609214260630375,0.0085008642702814677,154.0,0.0,0.43197825976288473,1.0,18.974026451105921,0.020825020290330204,3.5214601756263511e-07,0.016246435838481767,0.058605715481454816,0.10375102899377879,0.0020529183083828591,1.7159421924118991e-08,0.0001107875978615669,0.18799513566870737,2.2640111466961397e-11,0.067248977755695868,2.0078268818870348e-05,0.064352480492845671,0.037751193076564715,1.0591632869017716e-05,1.8629627230128836e-05,6.4444710768399971e-06,0.034464612007324952,0.00022192365161218631,0.0046686733179674492,0.0083088227695586672,0.011374521784456863,1.7105189606441246e-06,8.4686795300010748e-13,3.6294847230629805e-11,7.585943030269202e-10,1.4030308305269219e-05,0.00058822732250359455,4.6738485595196078e-05,9.0782823914420412e-05,1.62610579408787e-05,6.4230242043837637e-05,5.1237940995840447e-11,9.94888635626967e-05,0.00018541183405850273,1.0032001424720603e-05,1.3345036792949386e-06,1.686417716929977e-07,7.2838008230113991e-10,2.669245751842596e-09,7.5994944232923302e-06,2.6236693577572704e-15,1.5059480359358234e-15,7.27380218237678e-06,1.5340239591164974e-10,2.39730905010741e-07,4.8583054745367198e-12,4.3438214348464414e-13,3.7383017279511839e-11,6.9065557719925073e-06,6.9065557719925073e-06
3.0025188652734685e-07,0.5381749712977976,4.1727609838930596e-06,1.0551686989458307e-06,0.00016092799493436498,4.7062214808838786e-08,0.00058524707153478797,0.0,0.0,0.0028627349637152743,0.0085715418309704819,154.0,0.0,0.43007887432865677,1.0,18.973912952441221,0.020852846348101913,3.5089069957071299e-07,0.016124156527719136,0.058505979773890854,0.10411387812207162,0.0020374561363353133,1.7130105133517217e-08,0.0001105983188089635,0.18880312577833175,2.2469590697279749e-11,0.067594201013519123,1.9927177846432331e-05,0.064637672812509914,0.03777761906250951,1.0598976084297965e-05,1.8709910270124898e-05,6.4489390888768762e-06,0.03471759103195933,0.00022226196418538352,0.0047013747146419614,0.0084035647416730655,0.011417126933357464,1.7230859044935964e-06,8.4542109117016147e-13,3.6560967291398472e-11,7.6151840281250123e-10,1.4106141114772179e-05,0.00059510637996557493,4.7285223038891608e-05,9.1852331613030331e-05,1.645323609867126e-05,6.5425522864992776e-05,5.1841572531974898e-11,0.00010145894662799835,0.00018860299382640903,1.0067200436880056e-05,1.3552569458451707e-06,1.7126369745698389e-07,7.3970735420264145e-10,2.7129380842229258e-09,7.7239587633537842e-06,2.6644603564341127e-15,1.529361475651184e-15,7.4279133101130771e-06,1.5665255563742825e-10,2.4371185561589815e-07,4.938948994719877e-12,4.4159545569688366e-13,3.8003542106801283e-11,7.0830676577158046e-06,7.0830676577158046e-06
3.0209278007389674e-07,0.538175353050417,4.1704843212770419e-06,1.0627726967390111e-06,0.00016195458883272763,4.7564830664240863e-08,0.0005930171121744989,0.0,0.0,0.0028645175648814689,0.008642054478990498,154.0,0.0,0.42819101245466046,1.0,18.973800087843951,0.020879986850100986,3.4964296891277373e-07,0.01600272623446404,0.058405251809614728,0.10447444499276579,0.0020221014815048617,1.7100498900431205e-08,0.00011040717092677642,0.1896082339499876,2.2300255540524627e-11,0.067937314794732251,1.9777135373034238e-05,0.064920718306339886,0.037802847799822334,1.0605983728201997e-05,1.8789906715392756e-05,6.4532029231189734e-06,0.034969740815175322,0.00022258578063846917,0.0047336677716937553,0.0084982436978351342,0.01145913113580087,1.7356116797908262e-06,8.4395994337754531e-13,3.6826212083616426e-11,7.6440310772431815e-10,1.4181425068420224e-05,0.00060199581924736214,4.7832786568576479e-05,9.2923505359271511e-05,1.6645716641907445e-05,6.663126488519923e-05,5.2446144387845597e-11,0.00010345022263346764,0.00019181681953151782,1.0102178067228716e-05,1.3761212005128959e-06,1.7389962770956354e-07,7.5109520430768081e-10,2.7568974462345472e-09,7.8491847922353931e-06,2.7054692320176738e-15,1.5528999735408287e-15,7.5836802817379502e-06,1.5993763664430036e-10,2.4771776413665239e-07,5.020097418490451e-12,4.4885399058495336e-13,3.8627952000096244e-11,7.2624957025520336e-06,7.2624957025520336e-06
3.0393367362044664e-07,0.5381757311689708,4.1681200164612617e-06,1.0703608151566526e-06,0.00016297621329802592,4.8068169851134216e-08,0.00060081345642778398,0.0,0.0,0.0028662702377994826,0.0087124010835377044,154.0,0.0,0.4263145822005554,1.0,18.973687852584174,0.020906448391940516,3.4840276681690361e-07,0.015882144711813581,0.058303560386916031,0.10483274351142735,0.0020068543086856961,1.7070611652267236e-08,0.00011021420874114267,0.19041047758223298,2.2132105848957107e-11,0.068278327720876081,1.9628141117479134e-05,0.065201631922777989,0.037826907474608928,1.0612663708506107e-05,1.8869618297397139e-05,6.4572673884169679e-06,0.035221058317430644,0.00022289541564879338,0.0047655525309613558,0.0085928527425446974,0.011500539954577681,1.7480961346985483e-06,8.4248492750095531e-13,3.7090578444711609e-11,7.6724877639110503e-10,1.4256163563655018e-05,0.00060889520564652837,4.8381141620324337e-05,9.3996276770963135e-05,1.6838487214829598e-05,6.7847406782180927e-05,5.3051617968327355e-11,0.000105462673381293,0.0001950531387624319,1.0136935665353132e-05,1.3970949782230677e-06,1.765493772280624e-07,7.6254283297163728e-10,2.8011207804177474e-09,7.9751638011137326e-06,2.7466931028792838e-15,1.5765618755917815e-15,7.7410958126906325e-06,1.632574853029875e-10,2.5174834942323707e-07,5.1017450458112637e-12,4.561572387175241e-13,3.9256203099541352e-11,7.4448580289846168e-06,7.4448580289846168e-06
3.0577456716699653e-07,0.5381761057023903,4.1656697902923497e-06,1.0779329680145548e-06,0.00016399288404691969,4.8572214758503573e-08,0.0006086356391634992,0.0,0.0,0.0028679939575698798,0.0087825805710212788,154.0,0.0,0.42444949254280895,1.0,18.973576241944787,0.020932237511337271,3.4717002831326529e-07,0.01576241145045312,0.058200933672370239,0.10518878747642707,0.0019917145495272331,1.7040451633922651e-08,0.00011001948535999543,0.1912098739315265,2.1965140621372527e-11,0.068617248534507388,1.9480194473429388e-05,0.06548042860373765,0.037849825631506469,1.0619023760976442e-05,1.8949046733451416e-05,6.4611371943715297e-06,0.035471540706373324,0.00022319117843393145,0.0047970291867174509,0.0086873851506310967,0.011541358944790569,1.7605391276952221e-06,8.4099644841569065e-13,3.7354063433919445e-11,7.7005576717671408e-10,1.4330360022906141e-05,0.00061580411075151957,4.8930254130144575e-05,9.5070578451123924e-05,1.7031535639627454e-05,6.9073886574429804e-05,5.3657955234606472e-11,0.00010749627917346556,0.00019831177971088045,1.0171474570428914e-05,1.4181768185485726e-06,1.7921276138331741e-07,7.7404944307819457e-10,2.8456050320154529e-09,8.1018870886480938e-06,2.7881290966228115e-15,1.6003455330905078e-15,7.9001524198647483e-06,1.666119437969355e-10,2.5580333049651193e-07,5.1838861811514509e-12,4.6350469097238584e-13,3.9888251579898693e-11,7.6301725542429888e-06,7.6301725542429888e-06
3.076154607135464e-07,0.538176476698771,4.1631353307707238e-06,1.0854890724404148e-06,0.00016500461708196092,4.9076948056318168e-08,0.00061648320014941682,0.0,0.0,0.0028696896672368451,0.0088525919232890753,154.0,0.0,0.42259565336371746,1.0,18.973465251222194,0.020957360688633613,3.4594469661341859e-07,0.015643525689804608,0.05809739921396221,0.10554259057994121,0.0019766821040167375,1.7010026903330936e-08,0.00010982305295633834,0.19200644011360918,2.1799359026621289e-11,0.068954086093237485,1.9333294523313831e-05,0.065757123280273652,0.037871629185834269,1.0625071435609836e-05,1.9028193726856203e-05,6.464816931705072e-06,0.035721185350939544,0.00022347337277098936,0.0048280980804813745,0.0087818343641836993,0.011581593651858395,1.7729405272812191e-06,8.3949490608974819e-13,3.76166643175953e-11,7.7282443778610646e-10,1.4404017891266141e-05,0.00062272211238827927,4.9480090529864361e-05,9.6146343979800804e-05,1.7224849914971223e-05,7.0310641648636672e-05,5.426511869902498e-11,0.00010955101884421832,0.00020159257119995637,1.0205796111318534e-05,1.4393652658799345e-06,1.8188959615796991e-07,7.8561424015060054e-10,2.8903471494755083e-09,8.2293459624176311e-06,2.8297743503715592e-15,1.6242493027873823e-15,8.0608424265614629e-06,1.7000085022678288e-10,2.5988242659678451e-07,5.2665151326245984e-12,4.7089583862501275e-13,4.0524053644031606e-11,7.8184569904525941e-06,7.8184569904525941e-06
3.094563542600963e-07,0.5381768442053495,4.1605182937669659e-06,1.0930290487876636e-06,0.00016601142867736423,4.9582352689769085e-08,0.00062435568402750526,0.0,0.0,0.0028713582788655145,0.0089224341758553337,154.0,0.0,0.42075297544030876,1.0,18.973354875728095,0.020981824347327156,3.447267067595569e-07,0.015525486429242839,0.057992983955240211,0.10589416640897793,0.0019617568418220693,1.6979345348548757e-08,0.0001096249622884728,0.19280019310492436,2.1634759300760846e-11,0.069288849363787333,1.9187440052109377e-05,0.066031730868302135,0.037892344435902094,1.0630814119403387e-05,1.9107060967039856e-05,6.4683110987152081e-06,0.035969989815437094,0.00022374229701527628,0.004858759695792479,0.0088761939894273795,0.011621249609553189,1.7853002116843451e-06,8.3798068711322119e-13,3.7878378572296374e-11,7.7555514542811099e-10,1.4477140634184088e-05,0.00062964879456524467,5.0030617742660966e-05,9.722350790559005e-05,1.7418418214487264e-05,7.1557608787266847e-05,5.4873071420898469e-11,0.00011162686979284687,0.0002048953427116524,1.0239901606670485e-05,1.4606588695958761e-06,1.8457969817152782e-07,7.9723643242280731e-10,2.9353440849514815e-09,8.3575317403501714e-06,2.8716260111555905e-15,1.6482715471192409e-15,8.2231579675109209e-06,1.734240387162529e-10,2.6398535723225216e-07,5.3496262150685815e-12,4.7833017343622055e-13,4.1163565546476199e-11,8.009728844816066e-06,8.009728844816066e-06
3.112972478066462e-07,0.5381772082685603,4.1578203037352372e-06,1.100552820549777e-06,0.00016701333536514907,5.0088411873520641e-08,0.0006322526402879413,0.0,0.0,0.0028730006746087006,0.0089921064161422176,154.0,0.0,0.41892137043319816,1.0,18.97324511079,0.021005634854604639,3.4351600455752127e-07,0.015408292439035605,0.057887714248353796,0.10624352844639746,0.0019469386037548966,1.6948414677000318e-08,0.00010942526331292694,0.19359114974402472,2.1471340063476421e-11,0.069621547416098994,1.9042629560999881e-05,0.066304266264399433,0.037911997075546489,1.0636259017459046e-05,1.9185650129699899e-05,6.4716240751657417e-06,0.036217951853654368,0.00022399824412191807,0.0048890146529840016,0.0089704577935674403,0.011660332338083263,1.7976180685666047e-06,8.3645417498178933e-13,3.8139203867743167e-11,7.7824824634724903e-10,1.4549731735199188e-05,0.00063658374741670082,5.0581803178656344e-05,9.8302005736930348e-05,1.7612228885192026e-05,7.2814724196085327e-05,5.5481777000899918e-11,0.00011372380801667956,0.000208219924413582,1.0273792365019148e-05,1.4820561842381999e-06,1.8728288469854444e-07,8.0891523096028967e-10,2.9805927948010019e-09,8.4864357521482332e-06,2.9136812361975483e-15,1.6724106343731662e-15,8.3870909939271296e-06,1.7688133951876944e-10,2.6811184222699461e-07,5.433213748577283e-12,4.8580718773926373e-13,4.1806743582294357e-11,8.2040054198247873e-06,8.2040054198247873e-06
3.131381413531961e-07,0.5381775689339993,4.1550429544063918e-06,1.1080603142771378e-06,0.00016801035392190495,5.0595109086119252e-08,0.00064017362324218178,0.0,0.0,0.0028746177077351113,0.0090616077817802579,154.0,0.0,0.41710075087564324,1.0,18.973135951753083,0.021028798521868883,3.4231252479524704e-07,0.015291942271001389,0.057781615868012434,0.10659069007193288,0.0019322272030306894,1.6917242435342406e-08,0.00010922400453130221,0.19437932673298419,2.1309098827160671e-11,0.069952189417651175,1.8898861280448607e-05,0.066574744341801884,0.037930612206434525,1.0641413182312199e-05,1.9263962876942355e-05,6.4747601569685289e-06,0.036465069403138844,0.00022424150167485549,0.0049188637040785289,0.0090646197016686098,0.011698847342278718,1.8098939947394223e-06,8.3491573860079807e-13,3.8399138073359409e-11,7.809040960961721e-10,1.4621794693777575e-05,0.00064352656714565212,5.1133614730291668e-05,9.9381773933288539e-05,1.7806270445906736e-05,7.4081923531019682e-05,5.6091199576897419e-11,0.0001158418081435043,0.00021156614718408512,1.0307469684883181e-05,1.503555769669781e-06,1.8999897369248722e-07,8.2064984971732758e-10,3.026090240071437e-09,8.6160493406743348e-06,2.9559371932805339e-15,1.6966649388979575e-15,8.552633278490288e-06,1.8037257912252154e-10,2.7226160176744231e-07,5.5172720622456484e-12,4.9332637452387678e-13,4.2453544115711423e-11,8.401303813504678e-06,8.401303813504678e-06
3.14979034899746e-07,0.5381779262464934,4.152187809456084e-06,1.1155514594969779e-06,0.00016900250135620275,5.1102428064599657e-08,0.00064811819199526337,0.0,0.0,0.0028762102036115149,0.0091309374589798251,154.0,0.0,0.41529103016286678,1.0,18.973027393980388,0.021051321605255618,3.4111621619126037e-07,0.015176434268500495,0.057674714023558886,0.10693566456317249,0.0019176224266231568,1.6885835994502919e-08,0.00010902123378978287,0.19516474063875136,2.1148033735494512e-11,0.070280784628017512,1.8756133182698876e-05,0.066843179946637896,0.037948214350295169,1.0646283487723806e-05,1.9342000857418187e-05,6.4777235209756333e-06,0.03671134057968365,0.00022447235192285861,0.0049483077278392766,0.0091586737935871326,0.011736800109893362,1.8221278958892018e-06,8.3336574583586575e-13,3.8658179238099022e-11,7.8352304897197212e-10,1.4693333023268343e-05,0.00065047685596611579,5.1686020767824322e-05,0.00010046274989627352,1.8000531585659166e-05,7.5359141924211473e-05,5.6701303818008115e-11,0.00011798084346326888,0.00021493384263550176,1.0340934854861948e-05,1.5251561912314024e-06,1.9272778380121758e-07,8.324395056559004e-10,3.0718333869631393e-09,8.7463638632779553e-06,2.9983910609929085e-15,1.7210328412442843e-15,8.7197764202266706e-06,1.8389758035339216e-10,2.7643435644709948e-07,5.6017954918531988e-12,5.0088722751749028e-13,4.3103923562500454e-11,8.6016409196970309e-06,8.6016409196970309e-06
3.168199284462959e-07,0.5381782802500517,4.1492564031531552e-06,1.1230261886357647e-06,0.00016998979489657226,5.16103527992458e-08,0.00065608591041729769,0.0,0.0,0.0028777789606477546,0.0092000946809595238,154.0,0.0,0.41349212254157625,1.0,18.972919432854731,0.02107321030614347,3.3992701271070973e-07,0.015061766576182781,0.057567033372368813,0.10727846509654791,0.0019031240363982067,1.6854202575095162e-08,0.00010881699741365417,0.19594740789451531,2.0988141594365204e-11,0.070607342393622041,1.861444299370436e-05,0.067109587894351161,0.037964827460868808,1.065087666613058e-05,1.9419765706457687e-05,6.4805182698724737e-06,0.036956763671979885,0.0002246910718200578,0.0049773477249445237,0.009252614300940638,0.011774196110003299,1.8343196863111442e-06,8.3180454834926491e-13,3.8916325601322524e-11,7.8610545842756742e-10,1.47643502489547e-05,0.00065743422204503615,5.2238990134640757e-05,0.00010154487196065413,1.8195001162066643e-05,7.6646314009416679e-05,5.7312054920598866e-11,0.00012014088595923641,0.00021832284313590087,1.0374189153730477e-05,1.5468560198850708e-06,1.9546913438957917e-07,8.4428341878558992e-10,3.1178192072780401e-09,8.8773706930740961e-06,3.0410400290751464e-15,1.7455127283641872e-15,8.8885118493143811e-06,1.8745616247629477e-10,2.8062982730967588e-07,5.6867783844395299e-12,5.0848924126317838e-13,4.3757838424944793e-11,8.8050334283723304e-06,8.8050334283723304e-06
3.186608219928458e-07,0.5381786309879525,4.1462502409929796e-06,1.1304844369434771e-06,0.00017097225197993296,5.2118867528469486e-08,0.00066407634711418678,0.0,0.0,0.0028793247512122091,0.0092690787264194056,154.0,0.0,0.41170394309962222,1.0,18.972812063778559,0.021094470771659567,3.3874486651336258e-07,0.014947937149226547,0.057458598031083039,0.10761910474828933,0.0018887317703855878,1.6822349226164453e-08,0.00010861134125212342,0.19672734480102039,2.0829420167337758e-11,0.070931872142650204,1.8473788204716299e-05,0.06737398296627907,0.037980474935927856,1.0655199272803791e-05,1.9497259046203447e-05,6.4831483849764282e-06,0.037201337136396846,0.0002248979330697299,0.0050059848132583216,0.0093464356041039059,0.011811040791485107,1.8464692886494278e-06,8.3023249943192737e-13,3.9173575568309924e-11,7.8865167637407653e-10,1.4834849906184253e-05,0.00066439827944342301,5.2792492142650219e-05,0.00010262807938527186,1.8389668199700306e-05,7.7943373946914065e-05,5.792341860192509e-11,0.00012232190633875746,0.00022173298182952289,1.0407233850533515e-05,1.5686538323608296e-06,1.9822284555304561e-07,8.561808122877383e-10,3.1640446788526773e-09,9.0090612201849659e-06,3.0838812986374192e-15,1.7701029937354938e-15,9.0588308318381985e-06,1.9104814129546931e-10,2.8484773589102075e-07,5.7722150948894655e-12,5.1613191119587639e-13,4.4415245265848749e-11,9.0114978259747275e-06,9.0114978259747275e-06
