Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338)
1.209847344989081e-10,0.3838167627279169,4.8061915181960128e-14,1.2369576182509359e-18,8.6325034249349893e-19,1.5747972154841076e-27,8.3540291155082465e-22,0.0,0.0,5.2714224717730504e-11,4.3856125860834225e-18,154.0,0.0,0.99999245590034036,1.0,18.999999295490696,6.8688951555375967e-07,1.1956456209073402e-09,2.6590432836232378e-06,3.3131365219063679e-06,9.1156415409706391e-08,6.7925944017055521e-07,3.8278004798546977e-12,2.5193214465415218e-08,8.7766063439205493e-08,1.8904143800244306e-14,3.9377054964479582e-10,3.1785475010902789e-11,2.0536058842649805e-12,2.0506749400608456e-12,1.7392160721541299e-15,2.9711975988143349e-14,1.191728033723335e-15,2.7965635809666018e-11,4.9260480256269333e-27,4.7454326715228596e-27,4.7454416656612287e-27,7.5917130118634601e-14,1.2025166847728436e-17,4.415206931932728e-16,1.4076829772798202e-19,4.7725607605842497e-21,3.8226741792291599e-19,3.1432386121651152e-21,8.1981363482716095e-23,6.7303846072137887e-25,5.1601550129822369e-27,4.637236775261358e-30,1.6678011671919704e-31,9.321172596128738e-26,5.3557993754132341e-32,3.0852834488828303e-14,1.4624124922628344e-20,2.4817901759063907e-21,9.9002974135721275e-25,7.0895748916902174e-26,8.2760968487129224e-23,1.0188608929053954e-28,5.7342214907677707e-29,8.8168474799959526e-26,7.6142725907331571e-31,4.5141724813257055e-27,2.9742528824789238e-31,4.5689227289465962e-34,2.2577745529621026e-30,2.7995044313560955e-30,2.7951808142260184e-30,4.3236171300770301e-33,9.8224955145835787e-23,2.7105645870989524e-27,1.0210929214198468e-28,2.4545221581967328e-29,2.4062940595580402e-30,9.8692160121831462e-34,7.1620913273550395e-33,2.3095931957377928e-36,1.1541078927027066e-28
1.2576041232762566e-10,0.3838167626229426,5.006006696427132e-14,1.3505791411333304e-18,9.3480860183704977e-19,1.8379494514029395e-27,9.3972087135510953e-22,0.0,0.0,5.6831514319055092e-11,5.0173013111911839e-18,154.0,0.0,0.99999215809803976,1.0,18.999999247623624,7.1400240201179715e-07,1.1956452877019004e-09,2.7439655298116135e-06,3.4438955068678837e-06,9.4778139276833573e-08,7.2610819703126918e-07,3.9788719280552113e-12,2.6207246927878689e-08,9.1253087399315724e-08,2.0207971817032531e-14,4.2546610478695296e-10,3.407706830703997e-11,2.2926077702248921e-12,2.2893337138708475e-12,1.9420958488489885e-15,3.2109604304267649e-14,1.3319603889773154e-15,3.0218483692818716e-11,6.3902645045413006e-27,6.155989078800517e-27,6.1560012197292979e-27,8.5904451655805534e-14,1.3473711072675546e-17,4.5929200926511774e-16,1.4688253191848474e-19,5.113267916246332e-21,4.2642520214060612e-19,3.6461797751679633e-21,9.8887377600233209e-23,8.1219389943608009e-25,6.4789981887394619e-27,5.9200534903628744e-30,2.0126674355220196e-31,1.1253388569239763e-25,6.70445559838009e-32,3.3342229689075664e-14,1.5733172578862267e-20,2.7666327297516379e-21,1.0657018565489818e-24,7.6874964002932808e-26,9.2618959072085311e-23,1.135798804863629e-28,6.3923564961858833e-29,1.0262495804436314e-25,8.8631197518777512e-31,5.2542075551245645e-27,3.4619028216940987e-31,5.3179421947074006e-34,2.6284049703833272e-30,3.3885039638145284e-30,3.3830626461348501e-30,5.4413176796770232e-33,1.1617712816138049e-22,3.1511318074990326e-27,1.2253478723460794e-28,3.0665065841305772e-29,2.9436327619736283e-30,1.2336445659223886e-33,9.3163507236128894e-33,3.1246007362640701e-36,1.3607460224744996e-28
1.353117679850608e-10,0.38381676240618945,5.4079275534167424e-14,1.5952795105077527e-18,1.0871039241702857e-18,2.4617927207516924e-27,1.174160045755113e-21,0.0,0.0,6.5507947342027059e-11,6.4752047074749919e-18,154.0,0.0,0.99999156249063814,1.0,18.999999148786486,7.6822795334602056e-07,1.1956446214789532e-09,2.9107068026866877e-06,3.7054129834297827e-06,1.0202158328172481e-07,8.2290827439624174e-07,4.2810142517960395e-12,2.8235307999467309e-08,9.8227132126865973e-08,2.2901974234058375e-14,4.925373288280705e-10,3.884532143376194e-11,2.8216392764973606e-12,2.817605299234695e-12,2.3912723293637911e-15,3.7181447018027848e-14,1.6427047736348711e-15,3.4986525874725853e-11,1.0442453022793311e-26,1.0059704215779543e-26,1.0059725607784331e-26,1.085185120372484e-13,1.6702494585348256e-17,4.9483457387753412e-16,1.592152368804256e-19,5.8215293523401034e-21,5.2400252960116037e-19,4.8241710035312916e-21,1.4086014612022253e-22,1.1579652339777993e-24,9.9571469835998737e-27,9.3957313970338279e-30,2.8696038190621583e-31,1.605851977971072e-25,1.0242212556418724e-31,3.8608086637443595e-14,1.8060481600558578e-20,3.3953591218104406e-21,1.2245564410322957e-24,8.963146546545019e-26,1.1455088670015822e-22,1.3939131938836559e-28,7.8450429275435547e-29,1.3671915862533659e-25,1.1808537818631902e-30,6.9994259243995299e-27,4.6119458537482802e-31,7.0843515216734264e-34,3.5026373864649007e-30,4.860855931140037e-30,4.8524530552967654e-30,8.4028758432703349e-33,1.5960113764484512e-22,4.1866318590929639e-27,1.7275601545072474e-28,4.6654119971970527e-29,4.2984226333655042e-30,1.8786579844762651e-33,1.529930505922832e-32,5.5267328855487047e-36,1.8586347882604152e-28
1.439079880767524e-10,0.3838167622038105,5.7722654843275806e-14,1.8358098953632462e-18,1.234785842785608e-18,3.1482397852876514e-27,1.4165296287475276e-21,0.0,0.0,7.3817300159385363e-11,8.0305492106385402e-18,154.0,0.0,0.99999102644078131,1.0,18.999999056503629,8.1703069694435358e-07,1.1956440201459642e-09,3.0574442860128085e-06,3.940778149757144e-06,1.0854067863611525e-07,9.1335726661925721e-07,4.5529416900848283e-12,3.0060558600888956e-08,1.0450376874352728e-07,2.5419222511073353e-14,5.5709674779254298e-10,4.3340180826106618e-11,3.3583416546117522e-12,3.3535362407242152e-12,2.8470759874201606e-15,4.2060933787559716e-14,1.9583376914993759e-15,3.9576965422041229e-11,1.5769269263598269e-26,1.5191391964230853e-26,1.5191426385673043e-26,1.3209162498616992e-13,2.0006203163134966e-17,5.2682280556529372e-16,1.704335514099334e-19,6.4885839631787415e-21,6.2279287123695561e-19,6.1011370923211895e-21,1.8955524111620679e-22,1.559527900489802e-24,1.4284857620530354e-26,1.3859756583847852e-29,3.8648324007083709e-31,2.1644695935169525e-25,1.4615839849639323e-31,4.3674101754632873e-14,2.0278038503200298e-20,4.030995121558569e-21,1.3759815654220974e-24,1.0203754989778946e-25,1.3694307339058561e-22,1.6548642613357851e-28,9.3136944207399963e-29,1.7399556707887127e-25,1.5029030480046185e-30,8.9074244683869615e-27,5.869282746296208e-31,9.0155213346923933e-34,4.4586256260127854e-30,6.5835776684516231e-30,6.5714682404086501e-30,1.2109428042972951e-32,2.085197602162792e-22,5.3138553621494582e-27,2.3033335948371988e-28,6.6321653427385164e-29,5.8957692692471451e-30,2.6726140031391294e-33,2.319461402882258e-32,8.9187228644230978e-36,2.4170896942309989e-28
1.5250420816844403e-10,0.38381676199498876,6.1390730271846301e-14,2.0959898155743218e-18,1.3927006924574822e-18,3.9692786920309916e-27,1.6908200354396279e-21,0.0,0.0,8.2597599743906358e-11,9.8409798907587059e-18,154.0,0.0,0.999990490387894,1.0,18.999998961282561,8.6583320123601544e-07,1.1956434188843236e-09,3.2012433217051984e-06,4.1761427829940068e-06,1.1505976996387128e-07,1.0067440140372172e-06,4.8248685094514943e-12,3.188580505584598e-08,1.1078040191334777e-07,2.8018230444196538e-14,6.2563066425069555e-10,4.801986768226858e-11,3.9549882164823448e-12,3.9493247437048658e-12,3.3538940369478855e-15,4.7238149492585633e-14,2.3095784721184144e-15,4.4451002018002257e-11,2.322957513789127e-26,2.2378480609550925e-26,2.2378534443767736e-26,1.5895008607209913e-13,2.3708173159114956e-17,5.5881096458465125e-16,1.8176454573669053e-19,7.1827057812544072e-21,7.3241584759436972e-19,7.606970144597319e-21,2.505616480852365e-22,2.0631089510462419e-24,2.0057355757631099e-26,1.9989526618110819e-29,5.1129260754253557e-31,2.8656911455913194e-25,2.0414691565047498e-31,4.9049098706993452e-14,2.2610565708667444e-20,4.7353471284669978e-21,1.5353110227718806e-24,1.1533750271100941e-25,1.6198789716878655e-22,1.9440257182677553e-28,1.0941116055839541e-28,2.1831182348299854e-25,1.8857891024400865e-30,1.1175632979843506e-26,7.3640183165524019e-31,1.1311279366958116e-33,5.5953073033908367e-30,8.7594734409667479e-30,8.7423919298792603e-30,1.7081511087485006e-32,2.6827028264058221e-22,6.6482694651335693e-27,3.0166541430058988e-28,9.2270241176993572e-29,7.922568330943032e-30,3.720735955164182e-33,3.4288519071936381e-32,1.3982715207083494e-35,3.0966826799507024e-28
1.6110042826013564e-10,0.3838167617801493,6.5083480370664753e-14,2.3761991603217474e-18,1.561025573886169e-18,4.9415316839444958e-27,1.9991877467386265e-21,0.0,0.0,9.1845905966757847e-11,1.1931260841472956e-17,154.0,0.0,0.99998995433197346,1.0,18.999998863317376,9.1463546622190347e-07,1.1956428196415611e-09,3.3422980336698495e-06,4.4115068830321141e-06,1.2157885726454794e-07,1.1028744001821211e-06,5.0967947097048513e-12,3.3711047337320808e-08,1.17057031635999e-07,3.0693595644660454e-14,6.9813906502877027e-10,5.287721518306425e-11,4.6139466187831717e-12,4.6073350221081705e-12,3.9137462719144984e-15,5.2712584461427291e-14,2.6978500624419566e-15,4.9608776331111767e-11,3.3471982995206576e-26,3.2245870886263136e-26,3.2245952977192762e-26,1.8932028382305698e-13,2.7828667277634471e-17,5.9079905046206998e-16,1.9320827548620748e-19,7.9030349981332573e-21,8.5327886056783493e-19,9.3651200524389893e-21,3.2597538125498327e-22,2.6862275704741829e-24,2.7628696666029226e-26,2.8257501670381907e-29,6.6573122484508594e-31,3.734215667514686e-25,2.7976191469797245e-31,5.4732533674634322e-14,2.5056734445329656e-20,5.5107982827545759e-21,1.7024525342235964e-24,1.2954832749156951e-25,1.8981743595226982e-22,2.2623759309396626e-28,1.2732814151145091e-28,2.7047525695796178e-25,2.3364904584395551e-30,1.3845330063802078e-26,9.123360412426977e-31,1.4013406364005236e-33,6.9334124537501042e-30,1.1471295037243956e-29,1.1447654483114963e-29,2.3640554128993488e-32,3.4043794017562478e-22,8.2121848841489933e-27,3.8887322352908598e-28,1.2593672808338741e-28,1.045458332233877e-29,5.0813014067274182e-33,4.9564757826163549e-32,2.136589417333146e-35,3.9147679772494114e-28
1.6969664835182726e-10,0.3838167615596903,6.8800883682670489e-14,2.6767968537313656e-18,1.7399452059012114e-18,6.0826184225546965e-27,2.3438270608740199e-21,0.0,0.0,1.0155947291130537e-10,1.4327107896565009e-17,154.0,0.0,0.99998941827301702,1.0,18.999998762789378,9.63437491902915e-07,1.1956422193576188e-09,3.4807897177989935e-06,4.6468704497177132e-06,1.2809794054019114e-07,1.2015671360881705e-06,5.3687202906079647e-12,3.553628545893058e-08,1.233336579135468e-07,3.3440272721507578e-14,7.7462193695039675e-10,5.790546434437577e-11,5.3374935555659822e-12,5.3298404597059306e-12,4.5285748436466997e-15,5.8483729894626489e-14,3.1245205893838393e-15,5.5050431526179026e-11,4.728655439526026e-26,4.5554751902759865e-26,4.5554874277318005e-26,2.234287277342666e-13,3.238759680919129e-17,6.2278706343622638e-16,2.0476479747167718e-19,8.6488002332104489e-21,9.8577509782534168e-19,1.1399762214094669e-20,4.1809202351526463e-22,3.4481052313912919e-24,3.7411653929286416e-26,3.9232714861528871e-29,8.5456384260133697e-31,4.7971903900021061e-25,3.7690853733640107e-31,6.0723863794477302e-14,2.7615354896954699e-20,6.3596142864365776e-21,1.8773234257056679e-24,1.446873038585054e-25,2.2056218494850853e-22,2.6108450529099582e-28,1.4694023680261156e-28,3.3133217757808966e-25,2.862322659970705e-30,1.6959782315662329e-26,1.1175827354786149e-30,1.7165695263949072e-33,8.4946705559406246e-30,1.4810983462330927e-29,1.4778818695107884e-29,3.2164767223044111e-32,4.2673358677863351e-22,1.0028769711177599e-26,4.9423830513708611e-28,1.6896896362814681e-28,1.3574410454302136e-29,6.8211661048733866e-33,7.0224232953002173e-32,3.1905644421030254e-35,4.8900422373598858e-28
1.7829286844351888e-10,0.38381676133398296,7.2542918743344506e-14,2.9981222386023591e-18,1.9296519246390363e-18,7.4111629487428823e-27,2.7269716852401109e-21,0.0,0.0,1.1173573602058856e-10,1.7055180226701271e-17,154.0,0.0,0.99998888221102245,1.0,18.999998659867874,1.0122392782799465e-06,1.1956416179411814e-09,3.6168876908911846e-06,4.8822334828924777e-06,1.3461701979136873e-07,1.302652911405834e-06,5.6406452519246864e-12,3.7361519434400585e-08,1.2961028074662976e-07,3.6253549656536577e-14,8.5507926683637295e-10,6.3098237885964388e-11,6.1278199228237015e-12,6.119028767148445e-12,5.2002486701246648e-15,6.4551077863469163e-14,3.5909064757389809e-15,6.0776113009720698e-11,6.5624531921336927e-26,6.3221615829675351e-26,6.3221794571948309e-26,2.6150184456894046e-13,3.740452819506649e-17,6.5477500374768713e-16,2.1643416939509736e-19,9.4193122708432305e-21,1.1302849549503595e-18,1.3735761438604978e-20,5.2941142095571381e-22,4.3697112125491572e-24,4.9883216462023605e-26,5.3593612222658056e-29,1.082988507261074e-30,6.0842840002738658e-25,5.0006827749307703e-31,6.7022547158591237e-14,3.0285367695479665e-20,7.283951986032216e-21,2.0598500397868762e-24,1.6077198109653068e-25,2.5435121625591529e-22,2.9903185485520383e-28,1.6829728102708909e-28,4.0176742901515722e-25,3.4709344123939551e-30,2.0564220981147104e-26,1.3551232549364062e-30,2.0813927572958637e-33,1.0301798779312682e-29,1.8880098640195829e-29,1.8837003404072237e-29,4.3095236123596162e-32,5.2899595738938285e-22,1.2122025871577956e-26,6.2020190276403707e-28,2.2324058021128521e-28,1.7371486514616718e-29,9.0163663665899788e-33,9.7715726093683639e-32,4.6669333370466647e-35,6.0425661137514618e-28
1.868890885352105e-10,0.383816761103374,7.6309564081090958e-14,3.3404963675631495e-18,2.1303456763626835e-18,8.946800965468229e-27,3.1508963273359609e-21,0.0,0.0,1.2237230010463964e-10,2.0143073250622414e-17,154.0,0.0,0.99998834614598697,1.0,18.999998554710995,1.0610408253538949e-06,1.1956410182868866e-09,3.7507500827782163e-06,5.1175959824229227e-06,1.4113609501716142e-07,1.4059736023067474e-06,5.9125695934529348e-12,3.918674924852995e-08,1.3588690013445082e-07,3.9129025759774693e-14,9.3951104150450637e-10,6.8449515837178232e-11,6.9870356487964251e-12,6.9770068052324236e-12,5.9305675598857935e-15,7.0914121308495032e-14,4.0982753543821098e-15,6.6785968198409682e-11,8.9619395693668485e-26,8.6338549728117861e-26,8.6338806026221638e-26,3.0376580896908422e-13,4.2898689448204536e-17,6.8676287112999997e-16,2.282164496214782e-19,1.0213958260200337e-20,1.2871773549735563e-18,1.6398639429026551e-20,6.6264201614886844e-22,5.4738053296862116e-24,6.5590225617591413e-26,7.2141784827601085e-29,1.3566471556698067e-30,7.6277563611726719e-25,6.5434540668905975e-31,7.3628042812511457e-14,3.30658359562007e-20,8.2858673833070354e-21,2.2499671850123584e-24,1.778201722375591e-25,2.9131232854174216e-22,3.4016404817581532e-28,1.914467787299793e-28,4.8270398769573551e-25,4.1703041154010916e-30,2.4705821003971491e-26,1.6280670672780601e-30,2.5005852157529862e-33,1.2378491432010086e-29,2.3790244246642326e-29,2.3733301950745842e-29,5.6942295896484421e-32,6.4919383164600166e-22,1.4516768387305152e-26,7.6936404584790277e-28,2.9086560417521407e-28,2.1942080408052953e-29,1.1752714676234715e-32,1.3376870992299043e-31,6.6999450581976665e-35,7.3937843462474131e-28
1.954853086269021e-10,0.3838167608681875,8.0100798217615323e-14,3.7042232094839989e-18,2.3422340050030411e-18,1.0710187409118692e-26,3.6179182837587524e-21,0.0,0.0,1.3346692813494339e-10,2.3619312649132967e-17,154.0,0.0,0.99998781007790882,1.0,18.999998447466428,1.1098421331256571e-06,1.1956404184769926e-09,3.8825245764620089e-06,5.3529579481648891e-06,1.4765516621904386e-07,1.5113815313765445e-06,6.1844933149835205e-12,4.1011974893035917e-08,1.421635160785146e-07,4.2062591071811024e-14,1.0279172477697516e-09,7.3953612732799839e-11,7.9171742181513257e-12,7.9058051024888881e-12,6.7212660745566542e-15,7.7572354037993293e-14,4.6478487977252977e-15,7.3080146308099357e-11,1.2060919569660188e-25,1.1619475747350214e-25,1.1619511886077112e-25,3.5044640256246132e-13,4.8888976438002203e-17,7.1875066543802347e-16,2.4011169725079587e-19,1.1032196332159674e-20,1.4568109745339998e-18,1.941454551666591e-20,8.2070486090422545e-22,6.7849781935782917e-24,8.5155141302933835e-26,9.5816579946528095e-29,1.6816355965035635e-30,9.4625250992827815e-25,8.4551436013172585e-31,8.0539810753544965e-14,3.5955937813407902e-20,9.3673231215925898e-21,2.4476176198402419e-24,1.9584994856384814e-25,3.3157218761138263e-22,3.8456165893485573e-28,2.1643407738002927e-28,5.751026047407345e-25,4.9687367659254713e-30,2.9433682269470144e-26,1.9396505306250396e-30,2.9791166259468912e-33,1.4749410514262661e-29,2.9663488256333771e-29,2.9589196082183161e-29,7.4292174150616245e-32,7.8942811356879155e-22,1.7238607205024422e-26,9.444824737868473e-28,3.7421289168044881e-28,2.7389271882603077e-29,1.5126388163077268e-32,1.8042818522474853e-31,9.4564283917035861e-35,8.9665445079127738e-28
2.0408152871859373e-10,0.3838167606287258,8.3916599668295353e-14,4.0895907741600259e-18,2.5655320350979537e-18,1.2723004295778255e-26,4.1303990263619931e-21,0.0,0.0,1.4501753079801781e-10,2.75133494083211e-17,154.0,0.0,0.99998727400678566,1.0,18.999998338272086,1.1586432015961298e-06,1.1956398170103487e-09,4.0123490981103147e-06,5.5883193799523213e-06,1.5417423339828253e-07,1.6187387776468103e-06,6.4564164162865606e-12,4.2837196378105222e-08,1.4844012858012176e-07,4.5050407161532123e-14,1.120297872444238e-09,7.9605156342608496e-11,8.920196900799259e-12,8.9073820778382311e-12,7.5740171392027335e-15,8.4525270726528411e-14,5.2408048689299664e-15,7.9658798162442029e-11,1.6016017347550855e-25,1.5429932492133663e-25,1.542998267351257e-25,4.0176889940537324e-13,5.5393959039809064e-17,7.5073838685032161e-16,2.5211997211075528e-19,1.1873550616263525e-20,1.6395353804927621e-18,2.2810230508913665e-20,1.0067373289459326e-21,8.3296891536863752e-24,1.092819333838648e-25,1.2571061644295051e-28,2.0645129178432588e-30,1.1626229271616137e-24,1.0800681162696548e-30,8.775731192910728e-14,3.8954959440316755e-20,1.0530195465606788e-20,2.6527515700520165e-24,2.1487963452042837e-25,3.7525645817103907e-22,4.3230171465440689e-28,2.4330252864057857e-28,6.7996148934563472e-25,5.8748612194225841e-30,3.4798812975152327e-26,2.293235797147362e-30,3.5221498663713829e-33,1.7440177341939607e-29,3.6632779514081523e-29,3.6536965606623016e-29,9.5813907458513246e-32,9.5193383251379744e-22,2.031393149457457e-26,1.1484714625252764e-27,4.7592037774044001e-28,3.3822919696462934e-29,1.9244509477301122e-32,2.4009156479904886e-31,1.3141451774916907e-34,1.0785114476179325e-27
2.1267774881028535e-10,0.3838167603852714,8.7756946942545036e-14,4.4968721625270973e-18,2.800462451170701e-18,1.5007968813642657e-26,4.6907457845423209e-21,0.0,0.0,1.5702215674065457e-10,3.1855555725347101e-17,154.0,0.0,0.99998673793261594,1.0,18.999998227256771,1.2074440307662083e-06,1.1956392168189757e-09,4.1403524613667801e-06,5.8236802776257983e-06,1.6069329655393656e-07,1.7279165323108372e-06,6.7283388971437475e-12,4.4662413704142098e-08,1.5471673763844478e-07,4.8088889195266889e-14,1.2166529023371196e-09,8.5399067798536338e-11,9.9979967114308038e-12,9.9836279943570833e-12,8.4904354227657235e-15,9.177236691346618e-14,5.8782805106146556e-15,8.6522076018991122e-11,2.1009163468085842e-25,2.0240519126810588e-25,2.0240587835057458e-25,4.5795797321796432e-13,6.2431887155833377e-17,7.8272603537392404e-16,2.6424133456876488e-19,1.2737606617763083e-20,1.8356920856086709e-18,2.6613023344985156e-20,1.2240965671222147e-21,1.0136302226023275e-23,1.387620884094834e-25,1.6308619823487249e-28,2.5123103949300597e-30,1.415929050007891e-24,1.365267568829931e-30,9.528000823505981e-14,4.2062288513483529e-20,1.1776280818840822e-20,2.8653262768734961e-24,2.3492780300825832e-25,4.2248992753804282e-22,4.8345796425927533e-28,2.720936389558305e-28,7.9831603015785719e-25,6.8976277797417097e-30,4.0854114951219272e-26,2.6923098452043759e-30,4.1350394839873008e-33,2.0477365151312837e-29,4.4842360891796335e-29,4.4720094367734247e-29,1.2226652406208609e-31,1.1390820766742292e-21,2.3769896193833552e-26,1.3844006069005173e-27,5.989091309867382e-28,4.1359622553153891e-29,2.4225719754578521e-32,3.1554754689293931e-31,1.8004599460468773e-34,1.2875198764522481e-27
2.2127396890197696e-10,0.38381676013808824,9.162181854417379e-14,4.9263265477100093e-18,3.0472554743357768e-18,1.7588841639504529e-26,5.3014131228772576e-21,0.0,0.0,1.6947898345762054e-10,3.6677221663145635e-17,154.0,0.0,0.99998620185539777,1.0,18.999998114540794,1.2562446206367909e-06,1.1956386173768234e-09,4.2666549692264752e-06,6.0590406410336343e-06,1.6721235568678526e-07,1.838794496872179e-06,7.0002607573497093e-12,4.6487626860928985e-08,1.6099334325430917e-07,5.1174689186867819e-14,1.3169823242545505e-09,9.1330543020111416e-11,1.115240211878459e-11,1.1136368663142224e-11,9.4720805048216336e-15,9.931313900147674e-14,6.5613737825330447e-15,9.3670133411243185e-11,2.7250205330136157e-25,2.6253430822473271e-25,2.625352368912797e-25,5.1923762324962116e-13,7.0020696611705371e-17,8.1471361082977539e-16,2.7647584542773957e-19,1.3624006925292792e-20,2.0456155295874207e-18,3.0850810334755356e-20,1.4763627145028477e-21,1.2235120232746409e-23,1.7448072486370974e-25,2.0939263210730629e-28,3.0325399545105157e-30,1.7104971871838555e-24,1.7091919151029071e-30,1.0310736251402357e-13,4.5277408092361007e-20,1.3107301810671198e-20,3.0853055737990205e-24,2.5601327103610508e-25,4.7339662184843925e-22,5.3810112797529463e-28,3.0284721019548821e-28,9.3123855216099903e-25,8.0463060960529791e-30,4.7654370803033518e-26,3.1404836315981358e-30,4.823330392791133e-33,2.3888492620613574e-29,5.4448179471485583e-29,5.4293672981197367e-29,1.5450649028824419e-31,1.3533818669902896e-21,2.7634410636632586e-26,1.6554935987698815e-27,7.4639721054540091e-28,5.0122675317358278e-29,3.0200743516376943e-32,4.1001694931427395e-31,2.4346893338162947e-34,1.5263953816407772e-27
2.2987018899366858e-10,0.3838167598874227,9.5511192971740713e-14,5.3782000917520379e-18,3.3061488367372885e-18,2.0490435459253331e-26,5.9649045135988102e-21,0.0,0.0,1.8238630877677721e-10,4.2010552448107438e-17,154.0,0.0,0.99998566577512982,1.0,18.999998000236513,1.3050449712087724e-06,1.19563801616348e-09,4.3913689764518524e-06,6.2944004700118081e-06,1.7373141079859941e-07,1.9512603207512e-06,7.2721819966883491e-12,4.8312835847951516e-08,1.6726994542949234e-07,5.4304680345931823e-14,1.4212861249997564e-09,9.7395035347310241e-11,1.2385180522053062e-11,1.2367368914651249e-11,1.0520459843520582e-14,1.0714708425506003e-13,7.2911459587262958e-15,1.0110312500517681e-10,3.4979638414656398e-25,3.3700396448965235e-25,3.3700520479185193e-25,5.8583111595134232e-13,7.817801493282309e-17,8.4670111320891452e-16,2.8882356597828996e-19,1.4532447222928533e-20,2.2696339911605595e-18,3.5552016778122475e-20,1.7673419154082353e-21,1.4658417355703685e-23,2.1742281105084928e-25,2.6628445361626724e-28,3.6332022459123024e-30,2.0509434870873999e-24,2.1207900927764413e-30,1.1123883855371666e-13,4.8599890887071916e-20,1.4524912982836978e-20,3.3126594902558658e-24,2.7815509571146719e-25,5.2809991527027855e-22,5.9629913078010192e-28,3.356014710425987e-28,1.0798381067700228e-24,9.3304833469751872e-30,5.5256232757527632e-26,3.6414913561592308e-30,5.5927567448533166e-33,2.7702018248995445e-29,6.5618294153935672e-29,6.5424798736004826e-29,1.934954179308665e-31,1.5974819781258219e-21,3.1936129115516841e-26,1.9651270309815186e-27,9.2191332778911577e-28,6.0242022479299189e-29,3.7312945614645973e-32,5.2719547017437104e-31,3.2528386399876583e-34,1.7980002354703585e-27
2.3846640908536017e-10,0.3838167596335049,9.9425048718902619e-14,5.8527268017954e-18,3.5773877542539803e-18,2.3738623676356878e-26,6.6837739035670324e-21,0.0,0.0,1.9574254290659225e-10,4.7888666334920094e-17,154.0,0.0,0.9999851296918103,1.0,18.999997884448845,1.3538450824830499e-06,1.1956374154164674e-09,4.5145994148416565e-06,6.5297597643888202e-06,1.8025046188878089e-07,2.0652090760371509e-06,7.5441026149376706e-12,5.0138040669761983e-08,1.7354654416348845e-07,5.7475942459802974e-14,1.529564291372999e-09,1.0358823931018438e-10,1.36980415079474e-11,1.3678335851022018e-11,1.1637031556253341e-14,1.1527370079908534e-13,8.0686234923103345e-15,1.0882120646915106e-10,4.447145683059208e-25,4.284542608779755e-25,4.2845589918911035e-25,6.5796094044816631e-13,8.6921167003403459e-17,8.7868854259105343e-16,3.0128455796469962e-19,1.5462672586880919e-20,2.5080704355537583e-18,4.074559080765705e-20,2.1010691469696728e-21,1.7440470264355735e-23,2.6867948150499012e-25,3.356405698588364e-28,4.3227943586263362e-30,2.4421794552276168e-24,2.6099333106934415e-30,1.1967390108530634e-13,5.2029393893173752e-20,1.6030706098415296e-20,3.5473638806253897e-24,3.0137257055444315e-25,5.8672263261978137e-22,6.581173203560778e-28,3.7039319965909925e-28,1.2452602933596696e-24,1.0760062696530667e-29,6.371821312215579e-26,4.1991898326397346e-30,6.4492409645751956e-33,3.1947335546911536e-29,7.8533281021464239e-29,7.8292972989624978e-29,2.4030803183923553e-31,1.8741727111011551e-21,3.6704443264691598e-26,2.31682924862484e-27,1.1293103186549222e-27,7.1854210293034206e-29,4.5718880449911352e-32,6.712983542374746e-31,4.2976454943727778e-34,2.1053446859026322e-27
