Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285)
2.3343386935433312e-07,1.224997653476777,2.9998407506341157e-05,2.874247663103212e-06,2.7081297424782926e-05,5.4261459165776348e-08,1.9622019261277499e-05,0.0,0.0,0.0022423977980670978,0.001012164885461987,154.0,0.0,0.24442071129064347,1.0,18.996183187505466,0.022145729014322945,6.987112915871867e-07,0.004156264742231768,0.042725115653410091,0.19341918523105656,0.00016255419838698214,4.6221802642965293e-09,2.9508113505560849e-05,0.42702698018764995,1.5390063124591115e-12,0.015559623734321012,7.7068941980595398e-06,0.044404372528451752,0.03729637550193448,4.0291194394228803e-06,5.293793521586019e-05,2.3892447113937255e-06,0.0055056449161766455,4.8485318210239436e-05,0.0010766203127378015,0.002420838470198645,0.00030620819884996246,4.0492514595937872e-07,1.9710641120356794e-13,3.25685911948006e-12,3.852939982711397e-11,9.6571999064234067e-07,4.0706966351364576e-05,9.6390692700775843e-07,7.3054589663241047e-06,3.3421719779026187e-07,2.9997983244580513e-07,4.8111456110046958e-12,2.0486140084372619e-06,9.6904600730542882e-06,2.3410939423392549e-05,3.0027848722283743e-07,1.1739417273233133e-08,2.3690381651127187e-10,9.9712193376025603e-10
2.373255074038967e-07,1.2249991774547662,3.0192965398390933e-05,2.9584180132327527e-06,2.7617030687520132e-05,5.663497311715787e-08,2.0351596196828864e-05,0.0,0.0,0.0022683102738050372,0.0010446274125880846,154.0,0.0,0.23926106904034433,1.0,18.996127882071132,0.022120567679868093,6.8764770540295626e-07,0.0039958124571881524,0.042694225550692161,0.19434605025615986,0.00015627832632770342,4.6188192514533184e-09,2.9486657512545443e-05,0.43085915323726481,1.479588550191797e-12,0.01573945490418855,7.4097079495889406e-06,0.044710606424550159,0.037415912792791814,4.0420162623225895e-06,5.3414318485254737e-05,2.3968925019422857e-06,0.0056396315985381982,4.8808941289073011e-05,0.0010944449598983678,0.0024957783007473495,0.00030761514328463162,4.1478700468804101e-07,1.9696309083237065e-13,3.3360910525250653e-12,3.8739483687258015e-11,9.7888219884564579e-07,4.1943414351948045e-05,9.9319514261182845e-07,7.5286722637858089e-06,3.4445616633532564e-07,3.1579618328682551e-07,4.958146881991667e-12,2.1597322759390962e-06,1.0190319124473906e-05,2.3523715018310475e-05,3.1607579395591193e-07,1.2357063567220521e-08,2.4936707171607646e-10,1.049580209416613e-09
2.412171454534603e-07,1.2250006247933576,3.0378717799417885e-05,3.0430652539964811e-06,2.8143771643230017e-05,5.9052429815449153e-08,2.1087482961015201e-05,0.0,0.0,0.0022937505545991706,0.0010773264176901904,154.0,0.0,0.23422378615579226,1.0,18.996072710409756,0.022090030883817596,6.7683324635475903e-07,0.0038411114272806522,0.042657024358960294,0.19523270860911537,0.00015022742961978057,4.6147758335239485e-09,2.9460844988587465e-05,0.43463064140830793,1.4223007758872937e-12,0.0159153603671735,7.1231728141438877e-06,0.045005014485724137,0.037525590096217226,4.0538480949814632e-06,5.3883152309723006e-05,2.403908756841321e-06,0.0057737362916421651,4.9107194249271856e-05,0.0011115315983568316,0.0025704937991279857,0.00030889644224078551,4.2465762288869357e-07,1.9679066998413736e-13,3.4153923780234075e-12,3.8934355165665822e-11,9.9180542352763721e-07,4.318285253906727e-05,1.0225543025309488e-06,7.752447382139767e-06,3.5472132826820175e-07,3.3204823290139383e-07,5.1055181507574729e-12,2.2741804042689269e-06,1.0701449186895212e-05,2.363160794832948e-05,3.3224335471323309e-07,1.2989186983608529e-08,2.6212243881886956e-10,1.1032680246102921e-09
2.451087835030239e-07,1.2250019987699556,3.0555906316029646e-05,3.1281635048525545e-06,2.866145655723107e-05,6.1513031363439189e-08,2.1829291755019236e-05,0.0,0.0,0.0023187287227037809,0.0011102518697492867,154.0,0.0,0.22930563169313498,1.0,18.996017674134812,0.022054325768584911,6.6626131110969302e-07,0.0036920069370281285,0.042613834231575991,0.19608018838519339,0.00014439545483746759,4.6100848575496784e-09,2.9430898399958235e-05,0.43834280792736607,1.3670856778272588e-12,0.016087410817298423,6.8470024827529133e-06,0.04528802252748846,0.03762591552061828,4.0646698326342821e-06,5.4344606356762923e-05,2.4103260287551947e-06,0.0059079292408057895,4.9381195260485515e-05,0.0011278865791767927,0.0026449364258633494,0.00031005688182662535,4.3453480720524416e-07,1.9659063467485306e-13,3.4947455071394585e-12,3.9114580061485054e-11,1.0044951589556944e-06,4.4424734903058235e-05,1.0519714646525695e-06,7.976684814832184e-06,3.6500809906533858e-07,3.4873425147575362e-07,5.2531938854018745e-12,2.3919594727250599e-06,1.1223610407525911e-05,2.3734743074150056e-05,3.4877200472377502e-07,1.3635429108762608e-08,2.7516268729416302e-10,1.158154945948547e-09
2.4900042155258747e-07,1.2250033025494789,3.0724767323016303e-05,3.2136875969894685e-06,2.917003873047084e-05,6.401597612884168e-08,2.2576646263840659e-05,0.0,0.0,0.0023432546735161369,0.0011433940640329704,154.0,0.0,0.22450347086823275,1.0,18.995962774871739,0.02201365314127865,6.5592549552282769e-07,0.0035483430253933006,0.042564962034965355,0.1968894907091944,0.00013877629994336364,4.604779516440063e-09,2.9397029652817443e-05,0.4419969799616501,1.3138854840551968e-12,0.016255677178788952,6.5809083079192837e-06,0.045560044711348432,0.037717376332786157,4.0745341179986592e-06,5.4798845804046938e-05,2.416175534616179e-06,0.006042182012114131,4.9632042178775292e-05,0.0011435180075717965,0.00271906050460065,0.00031110113314096834,4.4441646162871283e-07,1.963644003817438e-13,3.5741336317412784e-12,3.9280710887208265e-11,1.0169568491650363e-06,4.5668537813184541e-05,1.0814342172283709e-06,8.2012891195211435e-06,3.7531208118987114e-07,3.6585231295997302e-07,5.4011112305871944e-12,2.5130689026503542e-06,1.1756560207195275e-05,2.3833241979879104e-05,3.6565229533917619e-07,1.4295420426606369e-08,2.8848036265047003e-10,1.2142095972912295e-09
2.5289205960215105e-07,1.225004539185557,3.0885531936914438e-05,3.2996130587602708e-06,2.9669487145780549e-05,6.6560460002948611e-08,2.3329181649049951e-05,0.0,0.0,0.0023673381107055603,0.0011767436108766577,154.0,0.0,0.21981426176878704,1.0,18.99590801424937,0.021968207664312948,6.4581958772703965e-07,0.0034099632083612473,0.042510700104121481,0.1976615905216928,0.00013336384254925598,4.5988914307668717e-09,2.9359440615392355e-05,0.44559444970410789,1.2626422299402423e-12,0.016420230448616444,6.3246006451280147e-06,0.045821483477458375,0.037800439416263924,4.0834913908950168e-06,5.5246031474601401e-05,2.4214871850486117e-06,0.0061764674388889154,4.9860809688417097e-05,0.0011584355635182622,0.0027928231410917206,0.00031203374867201232,4.5430058355223036e-07,1.9611331553129605e-13,3.6535406927629227e-12,3.943328640936732e-11,1.0291958749454502e-06,4.6913759439974852e-05,1.1109306651929183e-06,8.4261688143601894e-06,3.8562905934323969e-07,3.8340030647133726e-07,5.5492099392339405e-12,2.6375065347442357e-06,1.2300054021694066e-05,2.3927223068594703e-05,3.8287452572815631e-07,1.4968781558269681e-08,3.0206781143563501e-10,1.2713997650026315e-09
2.5678369765171463e-07,1.2250057116220359,3.1038426009983674e-05,3.3859161009928645e-06,3.0159785196658161e-05,6.9145677563754831e-08,2.408654449954461e-05,0.0,0.0,0.0023909885427521012,0.0012102914246815962,154.0,0.0,0.21523505219719227,1.0,18.995853393892332,0.02191817803983152,6.3593756150117183e-07,0.003276711114323488,0.042451326958538205,0.19839743733890974,0.00012815196476582117,4.5924507262704634e-09,2.9318323612785108e-05,0.44913647542084667,1.2132979934454379e-12,0.016581141554550319,6.0777900325664252e-06,0.046072729528762742,0.037875551771120522,4.0915899423314059e-06,5.5686319967287598e-05,2.4262896164407256e-06,0.0063107595701443874,5.0068546943908298e-05,0.0011726503310617276,0.0028661841380439902,0.0003128591596331116,4.6418525997238587e-07,1.9583866480443861e-13,3.7329513497415018e-12,3.9572831303201178e-11,1.0412175427505313e-06,4.8159919164216464e-05,1.1404494161650374e-06,8.6512362716998595e-06,3.9595499559490381e-07,4.0137594720068633e-07,5.6974323025159769e-12,2.7652687043225137e-06,1.2853845984188519e-05,2.4016801654703654e-05,4.0042877324019741e-07,1.5655124449690731e-08,3.1591720519228184e-10,1.3296924987843178e-09
2.606753357012782e-07,1.2250068226947892,3.1183670141717437e-05,3.4725736022385598e-06,3.0640929495523279e-05,7.1770823149724688e-08,2.4848392745774016e-05,0.0,0.0,0.0024142152806972137,0.0012440287131649734,154.0,0.0,0.21076297663783619,1.0,18.995798915414159,0.021863747188189349,6.2627356990303833e-07,0.0031484310410085435,0.042387107980845516,0.19909795598731303,0.0001231345749832328,4.5854861073248511e-09,2.9273861895979858e-05,0.45262428246247982,1.1657951013389145e-12,0.016738481227395366,5.840188225273559e-06,0.046314161860042689,0.037943141046031408,4.0988759720705734e-06,5.6119863782786145e-05,2.4306102250814657e-06,0.0064450336209835217,5.0256275662056768e-05,0.0011861746365983933,0.0029391059068709139,0.00031358167412097736,4.7406866383350369e-07,1.9554167226938701e-13,3.812350951501257e-12,3.969985590744732e-11,1.0530270753176265e-06,4.9406556976884665e-05,1.1699795662334298e-06,8.8764076100014456e-06,4.062860244270271e-07,4.1977678683856416e-07,5.8457230786783195e-12,2.8963503144611928e-06,1.3417689551394722e-05,2.4102090053225548e-05,4.1830492242342981e-07,1.6354053506582013e-08,3.3002056335149909e-10,1.3890542080389217e-09
2.645669737508418e-07,1.2250078751337719,3.1321479705370316e-05,3.5595630940121193e-06,3.1112928758080598e-05,7.4435091850105881e-08,2.5614395542417778e-05,0.0,0.0,0.0024370274369334569,0.0012779469668887989,154.0,0.0,0.20639525334285144,1.0,18.995744580411252,0.021805092420727406,6.1682193915438926e-07,0.0030249684418903974,0.042318296060299312,0.19976404731400241,0.00011830562689303625,4.5780249265950943e-09,2.9226230086541556e-05,0.45605906424095427,1.1200763092863521e-12,0.01689231988619232,5.6115090984322639e-06,0.046546147825978545,0.03800361609475459,4.1053936488252222e-06,5.6546811445278365e-05,2.4344752028558448e-06,0.0065792659248840044,5.0424988612713384e-05,0.0011990218962826666,0.0030115533772525844,0.00031420547599351101,4.8394905051113111e-07,1.9522350435211353e-13,3.8917255079547842e-12,3.9814856066828808e-11,1.0646296038074539e-06,5.0653232873725367e-05,1.1995106856147486e-06,9.1016025846534921e-06,4.166184477262116e-07,4.3860022353823754e-07,5.9940294211323181e-12,3.0307449069795027e-06,1.3991338076331499e-05,2.4183197666131884e-05,4.3649269269254079e-07,1.7065166676596545e-08,3.4436977506146154e-10,1.4494507537509969e-09
2.6845861180040537e-07,1.2250088715652878,3.1452064887442089e-05,3.6468627460665255e-06,3.1575802760308221e-05,7.713768041712818e-08,2.638423312386065e-05,0.0,0.0,0.0024594339248912678,0.0013120379490857892,154.0,0.0,0.2021291815310399,1.0,18.995690390457462,0.021742385607045157,6.0757716276649459e-07,0.0029061703488620656,0.042245132203034774,0.20039658887380049,0.00011365913601685303,4.5700932510939485e-09,2.917559459832699e-05,0.45944198317321427,1.0760849583389708e-12,0.017042727535315542,5.3914694323953103e-06,0.046769043243246489,0.038057367550516502,4.1111851723811891e-06,5.6967307619994255e-05,2.4379095740835757e-06,0.0067134338878252963,5.0575648462128784e-05,0.0012112064725883439,0.0030834939052760465,0.00031473462438000402,4.9382475443116121e-07,1.94885272653266e-13,3.971061662992391e-12,3.9918313051686004e-11,1.0760301613011412e-06,5.1899526247550228e-05,1.2290328042566738e-06,9.326744478259717e-06,4.2694872974869326e-07,4.5784351143192641e-07,6.1423008062027062e-12,3.1684447312328097e-06,1.457454533045611e-05,2.4260231065852455e-05,4.5498166465088088e-07,1.7788056478856711e-08,3.5895661995428194e-10,1.5108475358987769e-09
2.7235024984996895e-07,1.225009814514393,3.1575630738339902e-05,3.7344513517391466e-06,3.2029581364603506e-05,7.9877788104995313e-08,2.7157596636313239e-05,0.0,0.0,0.0024814434595007116,0.0013462936857950977,154.0,0.0,0.19796213869514223,1.0,18.995636347099339,0.021675793336958179,5.9853389589597165e-07,0.0027918857372033479,0.042167846110829917,0.20099643559389141,0.00010918919397781209,4.5617159248273581e-09,2.9122114037419024e-05,0.46277417159293954,1.0337651100504528e-12,0.01718977367251184,5.1797895906305784e-06,0.046983192522264607,0.038104768412799452,4.116290837054114e-06,5.7381493226781125e-05,2.440937233148465e-06,0.0068475159442077721,5.0709186929725583e-05,0.0012227435399625834,0.0031548971808161895,0.00031517305374694702,5.0369418582098893e-07,1.9452803661962286e-13,4.0503466684307445e-12,4.001069354546939e-11,1.087233677511239e-06,5.3145035280860549e-05,1.2585363974480788e-06,9.5517599908849187e-06,4.3727349208161804e-07,4.7750376971656827e-07,6.2904889608470225e-12,3.3094408106983876e-06,1.5167065977945244e-05,2.4333294076051415e-05,4.7376130507756159e-07,1.8522310981268275e-08,3.7377278785960912e-10,1.573209576432674e-09
2.7624188789953253e-07,1.225010706407432,3.1692377232568995e-05,3.8223083134023455e-06,3.2474303611649433e-05,8.2654617440368295e-08,2.79341879501101e-05,0.0,0.0,0.0025030645583160251,0.0013807064563173992,154.0,0.0,0.19389157801272885,1.0,18.995582451851988,0.021605477077326737,5.8968694992070833e-07,0.0026819658385040055,0.042086656730066688,0.20156442041683964,0.00010488998073620853,4.5529166282116939e-09,2.9065939581451149e-05,0.46605673263158393,9.93061662319883e-13,0.017333527206980774,4.9761941010880605e-06,0.047188928824506808,0.038146174641591542,4.1207490959463392e-06,5.7789505549845908e-05,2.4435809826023853e-06,0.0069814915145114788,5.0826504221809919e-05,0.0012336489594495352,0.0032257351347445714,0.00031552457444831706,5.1355582758884122e-07,1.9415280607788092e-13,4.1295683589896285e-12,4.0092449691486395e-11,1.098244974572611e-06,5.4389376341157867e-05,1.2880123714922209e-06,9.7765791306980983e-06,4.4758950862081174e-07,4.9757799132594474e-07,6.4385477906365879e-12,3.4537230073479935e-06,1.576865600487108e-05,2.4402487849774241e-05,4.9282099059630345e-07,1.9267514726274161e-08,3.8880989747819271e-10,1.6365015978761546e-09
2.801335259490961e-07,1.2250115495746656,3.1802499336934632e-05,3.9104136280478529e-06,3.2910016874573335e-05,8.5467374928867726e-08,2.871371945542857e-05,0.0,0.0,0.002524305543200496,0.001415268783995475,154.0,0.0,0.18991502585607109,1.0,18.995528706195433,0.021531593323941122,5.8103128722592541e-07,0.0025762644068526319,0.042001772772526633,0.20210135492281786,0.00010075577499715706,4.5437179344403127e-09,2.9007215339456304e-05,0.46929074106992669,9.5392044792776968e-13,0.017474056386647348,4.7804121508403094e-06,0.047386574241598992,0.038181925754697074,4.1245966255290206e-06,5.819147834382241e-05,2.44586257146209e-06,0.0071153409646392291,5.0928468707083112e-05,0.0012439391621054887,0.0032959818464868757,0.00031579287369459818,5.2340823232721692e-07,1.9376054363835085e-13,4.2087151282641442e-12,4.0164019190944466e-11,1.1090687637886177e-06,5.5632183381048206e-05,1.3174520494929477e-06,1.0001135105405402e-05,4.5789370058330686e-07,5.1806305120608033e-07,6.5864333082576472e-12,3.6012800838115313e-06,1.6379073106010673e-05,2.4467910945066535e-05,5.1215003004832275e-07,2.0023249605919705e-08,4.0405951403300002e-10,1.7006880976229998e-09
2.840251639986597e-07,1.2250123462529798,3.1906187085426634e-05,3.9987478730297095e-06,3.3336776071991495e-05,8.8315271701867221e-08,2.9495913844337132e-05,0.0,0.0,0.0025451745424823549,0.0014499734273227651,154.0,0.0,0.18603007939658073,1.0,18.995475111571462,0.021454293748641724,5.7256201619090851e-07,0.002474637943106144,0.041913393209565039,0.20260802993183522,9.6780962978617913e-05,4.5341413629668029e-09,2.8946078693308424e-05,0.47247724416129849,9.1628831754865038e-13,0.01761142873384635,4.592178002929104e-06,0.047576439992814773,0.038212345424352541,4.1278683901441394e-06,5.8587541936308322e-05,2.4478027334585639e-06,0.0072490455668883149,5.1015916802176824e-05,0.0012536310409746048,0.003365613452376532,0.00031598151688184473,5.3325001943633272e-07,1.9335216697569632e-13,4.2877759056593664e-12,4.0225825445184289e-11,1.1197096432209562e-06,5.6873107344939038e-05,1.3468471572966244e-06,1.0225364214808687e-05,4.681831315702495e-07,5.3895571421032328e-07,6.7341035627538206e-12,3.7520997633452177e-06,1.6998077031978183e-05,2.4529659398160964e-05,5.3173768559626105e-07,2.0789095687285212e-08,4.1951316591918933e-10,1.7657334180206213e-09
2.8791680204822327e-07,1.2250130985886394,3.2003625659646987e-05,4.0872921919862936e-06,3.375464293660645e-05,9.1197524107548171e-08,3.0280503881743281e-05,0.0,0.0,0.0025656794935052635,0.0014848133713791724,154.0,0.0,0.1822344042997027,1.0,18.995421669380978,0.021373725341840778,5.642743863675855e-07,0.0023769458815364234,0.041821707741097447,0.20308521608670754,9.296004570788495e-05,4.5242074302604254e-09,2.8882660621749364e-05,0.47561726242756391,8.8011320883168946e-13,0.017745710988710327,4.4112313433894074e-06,0.04775882663799922,0.038237742070028821,4.130597706089887e-06,5.8977823327006948e-05,2.4494212250393142e-06,0.0073825874624959282,5.1089653039483382e-05,0.0012627418513500705,0.0034346080551804214,0.00031609394922924668,5.4307987236353635e-07,1.9292855099334846e-13,4.3667401342549883e-12,4.0278277735861013e-11,1.1301720960243804e-06,5.8111815583829991e-05,1.376189809625388e-06,1.0449205744770277e-05,4.7845500269325251e-07,5.6025264262990834e-07,6.8815185696946089e-12,3.9061687876254173e-06,1.7625429899284226e-05,2.4587826794322459e-05,5.515731925898569e-07,2.1564631989486329e-08,4.351623603771592e-10,1.8316018123413589e-09
2.9180844009778685e-07,1.2250138086400728,3.2094995473782082e-05,4.1760282809585444e-06,3.4163685336133822e-05,9.4113354249918438e-08,3.1067232167521677e-05,0.0,0.0,0.0025858281455067604,0.0015197818195912649,154.0,0.0,0.17852573250637638,1.0,18.995368380981724,0.021290030550604484,5.5616378384261798e-07,0.0022830507427383561,0.041726897240743216,0.20353366441747126,8.9287644998491833e-05,4.5139356979794957e-09,2.8817086007931776e-05,0.478711790428891,8.4534420298793602e-13,0.017876969059613328,4.2373175656570292e-06,0.047934024303273565,0.038258409444802959,4.1328163050070598e-06,5.9362446283602113e-05,2.4507368629561924e-06,0.0075159496257039002,5.1150450292202664e-05,0.0012712891190139453,0.0035029456351122553,0.00031613349767934854,5.528965359546801e-07,1.9249052987781116e-13,4.4455977495677738e-12,4.0321771437516665e-11,1.1404604894376489e-06,5.9347991279463163e-05,1.4054724964317866e-06,1.067260186282106e-05,4.8870664777524548e-07,5.8195040337544902e-07,7.0286402424261598e-12,4.0634729723956668e-06,1.8260896465828858e-05,2.4642504336437195e-05,5.7164577822689641e-07,2.2349437213553858e-08,4.5099859821513347e-10,1.8982575067531361e-09
2.9570007814735043e-07,1.225014478380666,3.2180472263223401e-05,4.2649383747190083e-06,3.4563976643453326e-05,9.7061990479282293e-08,3.1855850891864664e-05,0.0,0.0,0.0026056280627652821,0.0015548721858124586,154.0,0.0,0.17490186009734215,1.0,18.995315247686381,0.021203347412449041,5.4822572677502735e-07,0.0021928182563654393,0.041629134178403117,0.20395410688792159,8.5758508247047016e-05,4.5033448187011464e-09,2.8749473931361724e-05,0.48176179750829551,8.1193157020507971e-13,0.018005267980069805,4.0701879989762346e-06,0.048102312917125266,0.038274627213072156,4.1345543963262461e-06,5.9741531434489516e-05,2.451767561296265e-06,0.0076491158292884172,5.1199050133434326e-05,0.0012792905561273249,0.0035706079625998548,0.00031610337301951917,5.6269881391345628e-07,1.9203889904876053e-13,4.5243391591797055e-12,4.0356688257524141e-11,1.1505790743500541e-06,6.0581332878914667e-05,1.4346880695004709e-06,1.0895497515614877e-05,4.9893552863528691e-07,6.0404547482446667e-07,7.1754323245379465e-12,4.2239972609999532e-06,1.890424437423908e-05,2.469378091142804e-05,5.9194467904530956e-07,2.3143090426595511e-08,4.6701338760957762e-10,1.9656647584085671e-09
2.99591716196914e-07,1.2250151097015602,3.2260227176039373e-05,4.3540052333238715e-06,3.4955595152992637e-05,1.0004266783744827e-07,3.2646121585678637e-05,0.0,0.0,0.0026250866279632079,0.0015900780867173273,154.0,0.0,0.17136064523672354,1.0,18.995262270761025,0.021113809684999558,5.4045586110170656e-07,0.0021061174569605547,0.041528583021483982,0.20434725692492875,8.2367512177824897e-05,4.4924525793389525e-09,2.8679937945080407e-05,0.48476822851191864,7.7982680509993157e-13,0.018130671871532084,3.9096000868697126e-06,0.048263962454723364,0.038286661517735396,4.1358407285735402e-06,6.0115196358484054e-05,2.452530367835814e-06,0.0077820706115008043,5.1236163308538386e-05,0.0012867639844262818,0.0036375785130282647,0.00031600667218741356,5.7248556636472336e-07,1.9157441701054594e-13,4.602955223199906e-12,4.0383396498884146e-11,1.1605319853705361e-06,6.1811553540538704e-05,1.4638297293185738e-06,1.1117840328400686e-05,5.0913923046534151e-07,6.2653425334961116e-07,7.3218603236582895e-12,4.3877257758400173e-06,1.9555244365366075e-05,2.4741743154576122e-05,6.1245915728416741e-07,2.3945171701716364e-08,4.831982570132347e-10,2.0337879097778882e-09
3.034833542464776e-07,1.225015704414429,3.2334426866601791e-05,4.4432121288978838e-06,3.5338623540469799e-05,1.0305462846075954e-07,3.3437814867637361e-05,0.0,0.0,0.0026442110457203095,0.0016253933345028412,154.0,0.0,0.16790000619149087,1.0,18.995209451423875,0.02102154697165462,5.3284995640355165e-07,0.0020228207558428625,0.041425400615915042,0.20471380993116053,7.9109665650942709e-05,4.4812759423725105e-09,2.86085863388771e-05,0.48773200448595005,7.4898265330525966e-13,0.018253243911574377,3.7553175211645474e-06,0.048419233188539829,0.038294765535310041,4.1367026493696015e-06,6.0483555671616688e-05,2.4530414996195003e-06,0.0079147992443663519,5.1262470302532824e-05,0.0012937272653669072,0.00370384238363887,0.00031584638072734288,5.8225570751791604e-07,1.9109780711038278e-13,4.6814372355290498e-12,4.0402251341859664e-11,1.1703232413339514e-06,6.30383805920077e-05,1.4928910122324453e-06,1.1339580506652865e-05,5.1931545730558874e-07,6.4941305954161216e-07,7.4678914466711462e-12,4.5546418677984826e-06,2.0213670464154225e-05,2.4786475511824814e-05,6.3317851615279863e-07,2.4755262715231719e-08,4.9954476720172209e-10,2.1025914393559494e-09
3.0737499229604117e-07,1.225016264254237,3.2403233590763555e-05,4.5325428326598952e-06,3.5713148363247565e-05,1.0609712194382638e-07,3.423071018930535e-05,0.0,0.0,0.0026630083462582752,0.0016608119298883272,154.0,0.0,0.16451791942358798,1.0,18.995156790844398,0.020926684843392988,5.2540390192532023e-07,0.0019428039917214421,0.041319736548031706,0.20505444378180993,7.598011163858946e-05,4.4698310850055089e-09,2.8535522389277655e-05,0.49065402335106661,7.1935313018003526e-13,0.018373046306993924,3.607110336529069e-06,0.048568375943581793,0.038299180017763279,4.1371661639904612e-06,6.0846721111129658e-05,2.4533163776866624e-06,0.0080472877032894824,5.1278621986277701e-05,0.0013001982368554444,0.0037693862127267004,0.00031562537536834468,5.9200820342673436e-07,1.9060975920820963e-13,4.7597769058956583e-12,4.0413595140901506e-11,1.1799567461860931e-06,6.4261555001039728e-05,1.5218657779047778e-06,1.1560670739971795e-05,5.294620276235131e-07,6.7267814414041377e-07,7.6134945364280627e-12,4.7247281636728733e-06,2.0879300139983641e-05,2.4828060300139116e-05,6.540921140482094e-07,2.5572947302743928e-08,5.1604452249038976e-10,2.1720400088766992e-09
3.1126663034560475e-07,1.2250167908819567,3.2466805302061252e-05,4.6219816021950259e-06,3.6079259598687034e-05,1.0916940566665075e-07,3.5024595579570019e-05,0.0,0.0,0.0026814853891621911,0.00169632805540525,154.0,0.0,0.16121241775166473,1.0,18.995104290142535,0.020829344956853353,5.1811370274267733e-07,0.0018659464624539253,0.041211733488341458,0.20536981930589912,7.2974128463902205e-05,4.4581334363622803e-09,2.8460844597010211e-05,0.49353516055522006,6.9089353253867905e-13,0.018490140271397879,3.4647549700075227e-06,0.048711632355733538,0.038300133820097976,4.1372559923866093e-06,6.1204801616773522e-05,2.453369660883378e-06,0.0081795226379147191,5.1285240326806125e-05,0.0013061946561972592,0.0038341981012453325,0.00031534642669807947,6.0174206984138602e-07,1.9011093126289677e-13,4.8379663426344092e-12,4.0417757733720608e-11,1.1894362901951815e-06,6.5480830859276009e-05,1.5507481970831186e-06,1.1781066108343081e-05,5.3957687000092321e-07,6.9632569368742985e-07,7.7586400100134229e-12,4.897966611668229e-06,2.1551914443476633e-05,2.4866577765989872e-05,6.7518937776157253e-07,2.6397811975677765e-08,5.3268918115360616e-10,2.2420985071705498e-09
3.1515826839516833e-07,1.225017285887254,3.2525295748480384e-05,4.7115131689779555e-06,3.6437050218021185e-05,1.1227074508766222e-07,3.5819267389467498e-05,0.0,0.0,0.0026996488672091988,0.0017319360689674629,154.0,0.0,0.15798158857949507,1.0,18.995051950388277,0.020729645168813194,5.1097547607018138e-07,0.0017921309401484236,0.041101527518131183,0.20566058075270988,7.0087130388476392e-05,4.4461977128267646e-09,2.8384646912612073e-05,0.49637626970556736,6.6356044421340401e-13,0.01860458600687763,3.3280342896312491e-06,0.048849235131874197,0.038297844412949637,4.1369956245802834e-06,6.1557903409505672e-05,2.4532152787128217e-06,0.0083114913441942329,5.1282919148843023e-05,0.0013117341489001122,0.0038982675369008506,0.00031501220190956143,6.1145637014975512e-07,1.8960195083924058e-13,4.9159980361773557e-12,4.041505675971117e-11,1.1987655514428832e-06,6.6695974879662861e-05,1.5795327396881939e-06,1.2000723990823602e-05,5.4965801893211314e-07,7.2035183591136224e-07,7.9032997986079454e-12,5.0743385249980541e-06,2.2231298121648937e-05,2.4902106142029736e-05,6.9645981471482237e-07,2.7229446399878975e-08,5.4947046507884424e-10,2.3127320908008723e-09
3.190499064447319e-07,1.2250177507911102,3.2578854569380333e-05,4.801122726150556e-06,3.6786615793397864e-05,1.1540041400502541e-07,3.661453003834767e-05,0.0,0.0,0.0027175053102385192,0.0017676304977122042,154.0,0.0,0.15482357218829806,1.0,18.994999772601386,0.02062769964718824,5.0398544770426195e-07,0.0017212436716037421,0.040989248439823475,0.2059273562438691,6.7314667626546589e-05,4.4340379516222624e-09,2.8307018950805642e-05,0.49917818318031304,6.3731173618847367e-13,0.01871644268940378,3.1967375958080605e-06,0.048981408310591605,0.038292518379641489,4.1364073743815093e-06,6.1906130067685246e-05,2.4528664631886485e-06,0.0084431817376138876,5.1272224936207952e-05,0.001316834162971718,0.0039615853207917561,0.00031462526760036625,6.211502134039605e-07,1.8908341653993786e-13,4.9938648432297394e-12,4.0405797985247799e-11,1.207948097552787e-06,6.7906765907593298e-05,1.6082141632281396e-06,1.2219603976704297e-05,5.5970361073553502e-07,7.4475264485947851e-07,8.0474472889832827e-12,5.2538246236450398e-06,2.2917239713180513e-05,2.4934721702025173e-05,7.17893024268416e-07,2.8067443837882534e-08,5.6638016868796416e-10,2.3839062216159958e-09
