Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285)
6.678014040747104e-13,1.2247150885475568,9.1607020619497778e-12,2.2265449542242564e-18,2.2240151136948848e-18,1.3435040248943111e-29,5.8774163354396095e-24,0.0,0.0,6.9665146030134495e-13,4.9789471748643489e-22,154.0,0.0,0.99999547658016608,1.0,18.999999999624841,1.9355675875965418e-07,1.7769515991028459e-06,4.5311998000018799e-07,4.5328202547761687e-07,5.9557396710769227e-07,2.6191303403406196e-10,4.9054551543346235e-14,1.1249714199943799e-10,1.0505572782225117e-06,2.4795972001696677e-18,6.7611535298559663e-13,2.9149811069656302e-12,6.7610329881930466e-15,6.7604236668060383e-15,4.724407875936466e-19,7.5375256005721916e-14,1.368805994128312e-19,5.0230028188841486e-14,8.9047823478205579e-35,8.2841572298192143e-35,8.2841691863205613e-35,2.1784959784349136e-19,6.473322275401846e-21,7.5144159388735488e-19,2.9277907482055925e-21,7.3483314490874037e-22,1.7888742091215313e-21,1.8045825138610903e-25,8.2260904367016515e-30,5.0568836994585478e-30,6.11413905937958e-35,3.1774174685377392e-39,3.0764388972593802e-36,8.4619175616457861e-33,2.1048335564675246e-37,4.2730734767255581e-14,3.2501014780499375e-20,1.2556316436870206e-23,1.4980982652143631e-23,1.0181141197794681e-23
6.951134533833326e-13,1.224715088547351,9.5354379880057067e-12,2.4125177387518734e-18,2.4096655466292059e-18,1.52109999621248e-29,6.6284701575508276e-24,0.0,0.0,7.2926363024958052e-13,5.4207623678009985e-22,154.0,0.0,0.99999529230739803,1.0,18.999999999595026,2.0147290408048469e-07,1.8070127561345915e-06,4.7164064547381018e-07,4.718170387457402e-07,6.3508626961665589e-07,2.836554303752421e-10,5.1060611845940447e-14,1.2053252716540049e-10,1.1202546650436024e-06,2.685442428118734e-18,7.3254607742058917e-13,3.1579434721359725e-12,7.6243362980985867e-15,7.6236365501274073e-15,5.408695337588148e-19,8.3961696068837909e-14,1.5887843741944248e-19,5.4422411941227709e-14,1.178729947815304e-34,1.0965796394447614e-34,1.0965812868685265e-34,2.4575326126163901e-19,7.3000702018636758e-21,8.0511561742416354e-19,3.1385482216593356e-21,8.0335971784386373e-22,2.0419239166541753e-21,2.1493398100599387e-25,1.0218194238235902e-29,6.2818982095311834e-30,7.9192252658289983e-35,4.1180777012542538e-39,3.8338991418263432e-36,1.0511948272826911e-32,2.6769353210312608e-37,4.759842313293547e-14,3.5212398850002347e-20,1.4156003519200527e-23,1.6533166415860533e-23,1.1447599993924501e-23
7.224255026919548e-13,1.2247150885471378,9.9101799901430089e-12,2.6059589252385864e-18,2.6027581755333722e-18,1.7141825735337944e-29,7.4409293472259358e-24,0.0,0.0,7.6219973538323994e-13,5.8834821607832571e-22,154.0,0.0,0.99999510806552638,1.0,18.999999999564171,2.0938904719485928e-07,1.8352667889056695e-06,4.9016043704018159e-07,4.9035185992728737e-07,6.7524121897203217e-07,3.0625497244864385e-10,5.3066651357034645e-14,1.287529976103252e-10,1.1910856456274736e-06,2.8994028174530955e-18,7.9123803804338965e-13,3.4106015259777825e-12,8.5581139088174397e-15,8.5573148795992233e-15,6.157363149111241e-19,9.3103842478468857e-14,1.8329290330466825e-19,5.8782791847285899e-14,1.5435072081325623e-34,1.4359369075277584e-34,1.4359391495471415e-34,2.7594892283621087e-19,8.1943384767674846e-21,8.6002597066646364e-19,3.3542423253146323e-21,8.7496842051394212e-22,2.3180334913864071e-21,2.5417494123081788e-25,1.2581874710559548e-29,7.7355178846163198e-30,1.0151269380516643e-34,5.2820774867728019e-39,4.7349876659333823e-36,1.2944587644455466e-32,3.3731224918385711e-37,5.278114031730368e-14,3.8032298457155794e-20,1.5885698431365992e-23,1.8168688174983414e-23,1.2812150703616931e-23
7.49737552000577e-13,1.2247150885469176,1.0284928068423943e-11,2.8068696445206289e-18,2.8032931187526269e-18,1.9234743017325715e-29,8.3172071280145268e-24,0.0,0.0,7.9545979394835018e-13,6.367360017257828e-22,154.0,0.0,0.99999492385269628,1.0,18.999999999532282,2.1730518810301537e-07,1.8618223311035677e-06,5.0867935578791456e-07,5.0888649620815723e-07,7.1600018235698037e-07,3.297105731993442e-10,5.5072670854433899e-14,1.3715136854886021e-10,1.2629820740459988e-06,3.1214680763101151e-18,8.5219121103054365e-13,3.6729520466697054e-12,9.5651226987065677e-15,9.5642150871016106e-15,6.9733900275046963e-19,1.028103607361472e-13,2.1027260220532708e-19,6.3311166359430488e-14,2.0010365740569929e-34,1.861583662487413e-34,1.8615866789974888e-34,3.08527896059932e-19,9.1587720623222538e-21,9.1612466079923415e-19,3.5746852808969253e-21,9.4965556374664041e-22,2.6182164509464675e-21,2.9860568998850002e-25,1.536729923673513e-29,9.4486317575805077e-30,1.2888138005393288e-34,6.7103763305782658e-39,5.7994202315237487e-36,1.5811543380990992e-32,4.2140465993494406e-37,5.8283798388724896e-14,4.0960704043780755e-20,1.775042003828009e-23,1.9887848004427781e-23,1.4278042175291454e-23
7.770496013091992e-13,1.22471508854669,1.0659682222912448e-11,3.0152510261543629e-18,3.0112704946368518e-18,2.1497063600465912e-29,9.2597167624028413e-24,0.0,0.0,8.2904382422698079e-13,6.8726501840083492e-22,154.0,0.0,0.99999473966716457,1.0,18.999999999499366,2.2522132680517607e-07,1.8867814860277874e-06,5.2719740280417658e-07,5.2742095449528442e-07,7.5732684932158783e-07,3.5402114695011031e-10,5.7078671085748765e-14,1.4572073409266259e-10,1.3358799008843976e-06,3.3516279258706619e-18,9.1540557341824276e-13,3.9449918138636803e-12,1.0648118630085415e-14,1.0647092686579061e-14,7.8597546463277035e-19,1.1308939273569307e-13,2.3996804171884214e-19,6.8007533992611498e-14,2.5701864870540599e-34,2.3910739300199133e-34,2.3910779456829966e-34,3.4358158752832013e-19,1.019601532787223e-20,9.7336555797926263e-19,3.7996965994193162e-21,1.0274174065490174e-21,2.9434850688375337e-21,3.4866902914861034e-25,1.8628999938189609e-29,1.1454820578438953e-29,1.6217987357638856e-34,8.4493957981650624e-39,7.0486579147370864e-36,1.9169030773101783e-32,5.2228351323634322e-37,6.4111012568042013e-14,4.399760618090584e-20,1.9755180631147173e-23,2.1690905350122054e-23,1.5848482618253882e-23
8.043616506178214e-13,1.2247150885464555,1.1034442453674128e-11,3.2311041984179457e-18,3.2266904215406038e-18,2.3936185630131083e-29,1.0270871551815257e-23,0.0,0.0,8.6295184453489426e-13,7.3996076912096656e-22,154.0,0.0,0.99999455550729222,1.0,18.99999999946543,2.3313746330155108e-07,1.9102402191837293e-06,5.4571457917469585e-07,5.4595524142747105e-07,7.991870921668083e-07,3.7918560939964994e-10,5.9084652769566877e-14,1.5445445642389768e-10,1.4097189269670345e-06,3.5898721003425381e-18,9.8088110306894548e-13,4.2267176086848413e-12,1.180985674965489e-14,1.1808702274613739e-14,8.8194354241608757e-19,1.2394858824163564e-13,2.7253149873416923e-19,7.2871893321890568e-14,3.2727771987565218e-34,3.0447079791501593e-34,3.0447132723172336e-34,3.8120149672477329e-19,1.1308712050995127e-20,1.0317043230164561e-18,4.0291027984511967e-21,1.1082501717246497e-21,3.2948503604703e-21,4.0482598165339742e-25,2.2426056212063676e-29,1.3790469925672715e-29,2.0240140529237903e-34,1.0551493534577741e-38,8.5059816326590972e-36,2.3077962330871334e-32,6.4252817780177916e-37,7.0267119074558407e-14,4.714299556125636e-20,2.1904985941462403e-23,2.3578084411300873e-23,1.7526640111318801e-23
8.316736999264436e-13,1.224715088546214,1.1409208760776173e-11,3.4544302883129725e-18,3.4495530178231519e-18,2.6559593614058503e-29,1.1353084836615781e-23,0.0,0.0,8.9718387321928627e-13,7.9484883524805777e-22,154.0,0.0,0.99999437137153924,1.0,18.999999999430482,2.4105359759233753e-07,1.932288727207396e-06,5.642308859837673e-07,5.6448936338579462e-07,8.4154883474574487e-07,4.0520287762086562e-10,6.1090616596578847e-14,1.6334615538985239e-10,1.4844425719308965e-06,3.8361903469439396e-18,1.048617778639297e-12,4.5181262137313558e-12,1.3053091188916319e-14,1.305179753098473e-14,9.8554103625332499e-19,1.353951344698255e-13,3.0811689533660449e-19,7.7904242980111328e-14,4.1339139892151868e-34,3.8458423466320321e-34,3.8458492596326466e-34,4.2147921580613453e-19,1.2499505418562414e-20,1.091098337868107e-18,4.2627371294176286e-21,1.192150056644025e-21,3.6733220740404382e-21,4.6755576841382941e-25,2.6822276958710483e-29,1.6494883170920534e-29,2.5066000835956804e-34,1.3075457811598232e-38,1.0196566573914281e-35,2.7604137189188891e-32,7.85004368199427e-37,7.6756191896100162e-14,5.0396862992531816e-20,2.4204835154652793e-23,2.5549578804011196e-23,1.9315643104827819e-23
8.589857492350658e-13,1.224715088545965,1.1783981144287322e-11,3.6852304215661378e-18,3.6798584018485112e-18,2.9374858431728791e-29,1.2508769996109546e-23,0.0,0.0,9.3173992865661671e-13,8.5195487649350956e-22,154.0,0.0,0.99999418725845801,1.0,18.999999999394536,2.4896972967772102e-07,1.953011784619202e-06,5.827463243142568e-07,5.830233265036138e-07,8.8438192914944726e-07,4.3207187005910949e-10,6.3096563230662964e-14,1.7238969850139781e-10,1.5599976567068798e-06,4.0905724258869563e-18,1.1186155795492938e-12,4.8192144130742049e-12,1.4380575164590311e-14,1.4379131219215269e-14,1.0970656919009111e-18,1.4743578389037055e-13,3.4687968313709234e-19,8.3104581655660084e-14,5.1823444991705444e-34,4.8212222986125107e-34,4.8212312495647323e-34,4.6450642938872509e-19,1.3771038027763189e-20,1.151506638830784e-18,4.5004393164322632e-21,1.2791132414740988e-21,4.0799086839449525e-21,5.373557850968088e-25,3.1886382496255764e-29,1.9610394295025259e-29,3.082000116602598e-34,1.6087022636249094e-38,1.2147556531556021e-35,3.2818430281898599e-32,9.5288457178052395e-37,8.3582058551264587e-14,5.3759199391365126e-20,2.6659720923398016e-23,2.7605555609403856e-23,2.1218580916187307e-23
8.86297798543688e-13,1.2247150885457092,1.2158759604277798e-11,3.9235057226308752e-18,3.9176066919854758e-18,3.2389637343752344e-29,1.374034044854431e-23,0.0,0.0,9.6662002925052351e-13,9.11304630923227e-22,154.0,0.0,0.99999400316668829,1.0,18.999999999357588,2.5688585955787547e-07,1.9724890697688787e-06,6.0126089524760731e-07,6.0155713667618485e-07,9.2765803979287024e-07,4.5979150653044223e-10,6.510249330992518e-14,1.8157919131926616e-10,1.6363341990544987e-06,4.3530081103610735e-18,1.1908744859526473e-12,5.1299789922569111e-12,1.5795060979035579e-14,1.579345518710943e-14,1.216815190698824e-18,1.6007688036210111e-13,3.8897673544122624e-19,8.8472908090313448e-14,6.4508410058668799e-34,6.0013375015820201e-34,6.0013489978847967e-34,5.1037491433484433e-19,1.5125951887093146e-20,1.2128898523227325e-18,4.742055305582068e-21,1.3691358956237508e-21,4.5156173859806302e-21,6.1474157884493406e-25,3.7692186161525267e-29,2.3182480554913622e-29,3.7640589263166487e-34,1.965940346718346e-38,1.438813813784028e-35,3.8796981283801062e-32,1.1496691758970619e-36,9.0748314905766739e-14,5.7229995777877347e-20,2.9274629380663028e-23,2.974615889097974e-23,2.3238504219036645e-23
9.136098478523103e-13,1.2247150885454468,1.2533544140819282e-11,4.1692573146890081e-18,4.1627980066076531e-18,3.5611674001262706e-29,1.5050209651111948e-23,0.0,0.0,1.0018241934298244e-12,9.7292391496246385e-22,154.0,0.0,0.999993819094951,1.0,18.999999999319655,2.6480198723296492e-07,1.9907954712063769e-06,6.1977459986384386e-07,6.2009079956990714e-07,9.7135053446183016e-07,4.8836070821989307e-10,6.7108407447698778e-14,1.9090896821326201e-10,1.7134052213753793e-06,4.6234871865166857e-18,1.2653944787082934e-12,5.4504167382952112e-12,1.7299300020667647e-14,1.7297520367279149e-14,1.3450871417619704e-18,1.7332438369757921e-13,4.3456624673297531e-19,9.4009221077169355e-14,7.9766084762526865e-34,7.4208016786660551e-34,7.4208163323474986e-34,5.5917653953972857e-19,1.6566888417309919e-20,1.2752101331574032e-18,4.9874370228910718e-21,1.4622141824183807e-21,4.9814540943113597e-21,7.0024682492950377e-25,4.4318775597708137e-29,2.7259875001466443e-29,4.5681248899660344e-34,2.3873853596544298e-38,1.6949615000985003e-35,4.5621383320745721e-32,1.3792082952036301e-36,9.8258339099018419e-14,6.0809243270757363e-20,3.2054540152468456e-23,3.1971512748482171e-23,2.5378425526146359e-23
9.409218971609324e-13,1.2247150885451772,1.2908334753984848e-11,4.4224863196523838e-18,4.4154324640934936e-18,3.9048798455315947e-29,1.6440791099949967e-23,0.0,0.0,1.0373524396465878e-12,1.0368386234005368e-21,154.0,0.0,0.99999363504204419,1.0,18.999999999280735,2.7271811270314333e-07,2.0080013756283368e-06,6.3828743924157629e-07,6.3862432063120539e-07,1.0154343819121411e-06,5.1777839767972235e-10,6.911430623350793e-14,2.0037358348025807e-10,1.7911665700843913e-06,4.9019994534486871e-18,1.3421755393530107e-12,5.7805244396766816e-12,1.8896042764377531e-14,1.8894076777662548e-14,1.4821790760009097e-18,1.8718389275082569e-13,4.8380763898845849e-19,9.9713519458658601e-14,9.8017192321242744e-34,9.118757027988614e-34,9.1187755730951744e-34,6.1100326571896731e-19,1.8096488452356105e-20,1.3384311052135849e-18,5.2364421419935505e-21,1.5583442621993847e-21,5.4784234400085747e-21,7.94423303347445e-25,5.1850693728744229e-29,3.189467884831207e-29,5.5111556903102514e-34,2.8820241258881384e-38,1.9865481743852832e-35,5.3378871447681297e-32,1.6457242989864695e-36,1.0611530463319534e-13,6.4496933082806536e-20,3.5004426370421609e-23,3.4281723966602348e-23,2.7641319666140283e-23
9.682339464695546e-13,1.2247150885449005,1.3283131443848928e-11,4.6831938581645176e-18,4.6755101828263233e-18,4.2708927166295412e-29,1.7914498330143016e-23,0.0,0.0,1.073204786374289e-12,1.1030747293954083e-21,154.0,0.0,0.99999345100683845,1.0,18.999999999240838,2.8063423596855539e-07,2.0241729385006908e-06,6.567994144580067e-07,6.571577050950727e-07,1.0598860556295498e-06,5.4804349882768798e-10,7.11201902339915e-14,2.0996780280713866e-10,1.8695767458480514e-06,5.1885347231800182e-18,1.4212176500751047e-12,6.1202988863603186e-12,2.0588038771950198e-14,2.0585873522034285e-14,1.6283884415534161e-18,2.016606671160084e-13,5.3686147435900874e-19,1.0558580212463336e-13,1.197357505799663e-33,1.1139304176339986e-33,1.1139327488563433e-33,6.659471451963692e-19,1.9717392240251234e-20,1.4025178044097044e-18,5.4889338615959188e-21,1.6575222943870661e-21,6.007528770626223e-21,8.9784087539161849e-25,6.0378119419928643e-29,3.7142473691160707e-29,6.6118275990959817e-34,3.4597647523451921e-38,2.3171497944254959e-35,6.216251089399967e-32,1.9538350382739446e-36,1.1432219267481974e-13,6.8293056516892779e-20,3.8129254684028807e-23,3.6676884311611259e-23,3.0030124254134954e-23
9.955459957781768e-13,1.2247150885446176,1.365793421048725e-11,4.9513810496022322e-18,4.9430312811943724e-18,4.6600063013320864e-29,1.9473744915724394e-23,0.0,0.0,1.1093812521060345e-12,1.1716582844781501e-21,154.0,0.0,0.99999326698827207,1.0,18.999999999199972,2.8855035702933704e-07,2.0393723384079452e-06,6.7531052658893151e-07,6.7569095799327526e-07,1.1046834433768574e-06,5.7915493694531081e-10,7.3126059993789622e-14,2.1968659506519832e-10,1.9485967440311805e-06,5.4830828206452505e-18,1.5025207936891097e-12,6.4697368697760867e-12,2.2378036692482978e-14,2.2375658790508941e-14,1.7840126002460433e-18,2.1675964752132646e-13,5.9388937378690599e-19,1.1162606801053007e-13,1.4545397579492843e-33,1.3531958438609378e-33,1.3531987557360665e-33,7.2410032169227816e-19,2.1432239443953844e-20,1.4674366238921812e-18,5.7447806908531357e-21,1.7597444390149623e-21,6.569772150302284e-21,1.0110874602222696e-24,6.9997047824349533e-29,4.3062433577363025e-29,7.8906483358896429e-34,4.1314985021729976e-38,2.6905761976620266e-35,7.2071385075614839e-32,2.3085777723265585e-36,1.2288180361661363e-13,7.2197604962264438e-20,4.1433985272808475e-23,3.9157072523798291e-23,3.254774015638878e-23
1e-12,1.224715088544328,1.371905700746833e-11,4.9958259973260331e-18,4.9873640951436825e-18,4.7257082872320583e-29,1.9736301582999801e-23,0.0,0.0,1.1153115903877183e-12,1.1830671875775416e-21,154.0,0.0,0.99999323698033493,1.0,18.999999999193218,2.8984130486399528e-07,2.0417628826019189e-06,6.7832920662689437e-07,6.7871331834596414e-07,1.1120202748373791e-06,5.8430872944853549e-10,7.3453172631052085e-14,2.2128300043274172e-10,1.9615384901978595e-06,5.5318764545701465e-18,1.515994004253355e-12,6.5276388794465259e-12,2.2679428674775226e-14,2.2677014792666357e-14,1.8103047271877553e-18,2.1928129377203844e-13,6.0357738168233083e-19,1.1262703553073797e-13,1.5006714955919755e-33,1.3961138274425569e-33,1.3961168451178722e-33,7.3389451040568922e-19,2.1720983642381666e-20,1.4781001668696251e-18,5.7868132455672553e-21,1.7767030891113564e-21,6.6646730252955411e-21,1.0305288533764058e-24,7.1676087859893071e-29,4.4095842267142368e-29,8.1175979100634036e-34,4.2507584966082156e-38,2.7558088073917367e-35,7.3801130458528798e-32,2.3712192816012261e-36,1.2431132412891531e-13,7.2844634380576556e-20,4.1990315438765015e-23,3.9569606050386489e-23,3.2970721232034406e-23
1.022858045086799e-12,1.224715088544328,1.4032743053976822e-11,5.2270490120772809e-18,5.2179958775908077e-18,5.0730295303661486e-29,2.1120944469677576e-23,0.0,0.0,1.1458818553528586e-12,1.2426154185572835e-21,154.0,0.0,0.99999308298534706,1.0,18.999999999158138,2.9646647588561655e-07,2.0536580161168258e-06,6.9382077670874625e-07,6.9422408416224564e-07,1.1498057621769991e-06,6.1111163867614669e-10,7.5131916036400364e-14,2.2952512442301609e-10,2.0281899047322449e-06,5.7856335836742521e-18,1.5860849536114769e-12,6.8288351828244107e-12,2.4268784262803809e-14,2.4266179860037837e-14,1.9493488248228122e-18,2.3248547499728068e-13,6.550539411468001e-19,1.1783431609560368e-13,1.7576747738969979e-33,1.6352133152455998e-33,1.6352169305607715e-33,7.8555503011233029e-19,2.3243669142194848e-20,1.5331552613511375e-18,6.0038562428025607e-21,1.8650068579525971e-21,7.1661543601697749e-21,1.1347690114514542e-24,8.0809470415274736e-29,4.9717436925681245e-29,9.3700734967745885e-34,4.9091637561226673e-38,3.1108784755001818e-35,8.3210783373727484e-32,2.7154337940882562e-36,1.3179676794451887e-13,7.6210569891180092e-20,4.4923571858221307e-23,4.1722356046982727e-23,3.5197031949050541e-23
1.0501700943954212e-12,1.2247150885440312,1.4407557974395864e-11,5.5101988624379822e-18,5.5004040904137534e-18,5.5107799782151893e-29,2.2858510643937742e-23,0.0,0.0,1.1827066146420829e-12,1.3159723399230107e-21,154.0,0.0,0.99999289899712551,1.0,18.999999999115346,3.0438259253751399e-07,2.0670848992740038e-06,7.1233016589045005e-07,7.1275708825066295e-07,1.195233478404993e-06,6.4391253202405678e-10,7.7137758865000081e-14,2.3947874276542764e-10,2.1083217718304388e-06,6.0961768629758033e-18,1.6719101138372039e-12,7.1975906198756341e-12,2.626302830788937e-14,2.6260183094900044e-14,2.1246942967859806e-18,2.4884250889307789e-13,7.2051869253731519e-19,1.2421054540123019e-13,2.1134075195213543e-33,1.9661650857810365e-33,1.9661695489342468e-33,8.5040359633665521e-19,2.5154319830283384e-20,1.5996426683807623e-18,6.2660390366286639e-21,1.973305715823732e-21,7.797674899070224e-21,1.2695094937407982e-24,9.2923554704921036e-29,5.7174178296461621e-29,1.1074626547792496e-33,5.8058120678643291e-38,3.5823563377544344e-35,9.5692388680563689e-32,3.1803537542582945e-36,1.4106955645169128e-13,8.0331942855818199e-20,4.8602961715432333e-23,4.4372792529784851e-23,3.7980828371092713e-23
1.0774821437040434e-12,1.2247150885437283,1.4782378971823782e-11,5.8008317162708487e-18,5.7902560380663233e-18,5.9740838640610609e-29,2.4688857129393308e-23,0.0,0.0,1.2198555485157466e-12,1.3917553352513307e-21,154.0,0.0,0.9999927150227258,1.0,18.999999999071601,3.1229870698514249e-07,2.0797046135972436e-06,7.3083869520564936e-07,7.3128997472674351e-07,1.2409482326831616e-06,6.7755654635148315e-10,7.9143588963229674e-14,2.4954298240676387e-10,2.188959960505448e-06,6.414702522121218e-18,1.7599962589173736e-12,7.5759999767694541e-12,2.8363514741283003e-14,2.8360413947187889e-14,2.3103461047390313e-18,2.6583484381006764e-13,7.904479903750772e-19,1.3075475498927536e-13,2.5291298473702268e-33,2.3529283090502212e-33,2.352933789129897e-33,9.1873843700950896e-19,2.7166829420886054e-20,1.6668690018053113e-18,6.5312123073782551e-21,2.0846371806227525e-21,8.4653319845669309e-21,1.4159508594126894e-24,1.0645382365002302e-28,6.5503280012389788e-29,1.3031022378285717e-33,6.8356763186675057e-38,4.1095654672532242e-35,1.0963446471236525e-31,3.7097836836949064e-36,1.5070248983853171e-13,8.4561715485434969e-20,5.2477095684917055e-23,4.7108431128245035e-23,4.0901922771511745e-23
1.1047941930126656e-12,1.2247150885434184,1.5157206046341125e-11,6.0989486879022081e-18,6.0875518389566487e-18,6.4637760527260294e-29,2.6614397655887474e-23,0.0,0.0,1.257328675529095e-12,1.4699907696080522e-21,154.0,0.0,0.99999253106132002,1.0,18.999999999026901,3.2021481922860825e-07,2.0915656813688383e-06,7.49346365724561e-07,7.4982274788524624e-07,1.2869327692919745e-06,7.1204261237772457e-10,8.1149406795955989e-14,2.5971354908696731e-10,2.270074032722483e-06,6.7412004375281032e-18,1.8503433739375623e-12,7.9640600508143176e-12,3.0572988565512485e-14,3.05696169572874e-14,2.5066012431263002e-18,2.8346632551707003e-13,8.6500698196642773e-19,1.3746694396052647e-13,3.0130416692838389e-33,2.803131955829371e-33,2.803138650035362e-33,9.9065205932934467e-19,2.9283835244780806e-20,1.7348055768946988e-18,6.7992638224567591e-21,2.1989974241110469e-21,9.170122554176179e-21,1.574753025079354e-24,1.2152133474448588e-28,7.4779403629929164e-29,1.5268294409281516e-33,8.0142409768522072e-38,4.6973248646076456e-35,1.2516204308977306e-31,4.3106917138566233e-36,1.6069774773552244e-13,8.8899879483742388e-20,5.6550908183923211e-23,4.9929313635749613e-23,4.3963073550875583e-23
1.1321062423212878e-12,1.2247150885431015,1.5532039198029531e-11,6.4045508903998288e-18,6.3922916114979037e-18,6.9807000556149242e-29,2.8637545992219727e-23,0.0,0.0,1.2951260142491298e-12,1.5507050864527029e-21,154.0,0.0,0.99999234711212837,1.0,18.999999998981263,3.2813092926801133e-07,2.102713707995027e-06,7.6785317851601647e-07,7.6835541185420664e-07,1.3331708698249215e-06,7.4736966217721672e-10,8.3155212810001128e-14,2.6998631523960764e-10,2.3516353802035366e-06,7.075660498444049e-18,1.9429514444970904e-12,8.3617676407867719e-12,3.2894193872507685e-14,3.2890535754354151e-14,2.7137566112698559e-18,3.0174056590882474e-13,9.4436154225260542e-19,1.4434711145318527e-13,3.5742153690135789e-33,3.3252167466303454e-33,3.3252248840637743e-33,1.0662370608393107e-18,3.1507974051586095e-20,1.8034248223962738e-18,7.0700857058023831e-21,2.3163826220985283e-21,9.9130422667112663e-21,1.7465938482955279e-24,1.3825385879938068e-28,8.5081361261525213e-29,1.7817925251907235e-33,9.3583144673182998e-38,5.3507241831484603e-35,1.4240711018571438e-31,4.9905954949567197e-36,1.7105737718358352e-13,9.3346426626482476e-20,6.0829327217798094e-23,5.2835475463227314e-23,4.7167004597297103e-23
1.15941829162991e-12,1.2247150885427787,1.5906878426971724e-11,6.7176394355745337e-18,6.7044754741083244e-18,7.5257080316573301e-29,3.0760715946147475e-23,0.0,0.0,1.3332475832532146e-12,1.6339248076423415e-21,154.0,0.0,0.99999216317441986,1.0,18.999999998934683,3.3604703710344585e-07,2.1131915573505633e-06,7.8635913464746541e-07,7.8688797060140919e-07,1.3796472908316607e-06,7.8353662917781188e-10,8.5161007434838649e-14,2.8035731352121544e-10,2.4336171144337053e-06,7.4180726069302692e-18,2.0378204566890741e-12,8.7691195469308124e-12,3.532987384401788e-14,3.5325913056784805e-14,2.9321090126274111e-18,3.2066095706522801e-13,1.028678220444217e-18,1.513952566414192e-13,4.2226635371191803e-33,3.9284981757733519e-33,3.9285080216243488e-33,1.1455861292181777e-18,3.3841882010466752e-20,1.8727002373121664e-18,7.3435742691127552e-21,2.4367889546683435e-21,1.0695085503681244e-20,1.9321691042378682e-24,1.5678605841062721e-28,9.6492226748709577e-29,2.0713980910745903e-33,1.0886103656402063e-37,6.0751310540398039e-35,1.615087937409914e-31,5.7575903114909584e-36,1.817833006046405e-13,9.7901348759175164e-20,6.5317274391190491e-23,5.5826946489655599e-23,5.0516405716910247e-23
1.1867303409385322e-12,1.2247150885424491,1.6281723733251427e-11,7.0382154339818141e-18,7.0241035452112425e-18,8.0996607882498139e-29,3.2986321364387574e-23,0.0,0.0,1.3716934011277383e-12,1.7196765334352716e-21,154.0,0.0,0.99999197924750616,1.0,18.999999998887169,3.4396314273499985e-07,2.1230395165835219e-06,8.0486423518497937e-07,8.0542042794060863e-07,1.4263477052093695e-06,8.2054244815906343e-10,8.7166791083270907e-14,2.9082273059178538e-10,2.5159939632791113e-06,7.7684266778454613e-18,2.1349503970812602e-12,9.1861125709571937e-12,3.7882770752029108e-14,3.7878490672684614e-14,3.1619551542218708e-18,3.4023068446548444e-13,1.1181241902805314e-18,1.5861137873396882e-13,4.9694101103387123e-33,4.6232327035003498e-33,4.6232445636641465e-33,1.2287920420716889e-18,3.6288194710817035e-20,1.9426063493544117e-18,7.61962984899004e-21,2.5602126063514247e-21,1.1517245370737795e-20,2.1321924624114266e-24,1.7725966611479204e-28,1.090994466862903e-28,2.3993248527074451e-33,1.2617290457309233e-37,6.8761984015817215e-35,1.8261354924785552e-31,6.6203778948049683e-36,1.9287732329309001e-13,1.025646377950218e-19,7.001966491913552e-23,5.8903751800103557e-23,5.4013933058923951e-23
1.2140423902471544e-12,1.2247150885421128,1.6656575116953397e-11,7.3662799949234547e-18,7.3511759432350938e-18,8.703427782198085e-29,3.5316776132617834e-23,0.0,0.0,1.4104634864668292e-12,1.8079869424946695e-21,154.0,0.0,0.99999179533074067,1.0,18.999999998838732,3.5187924616275666e-07,2.1322954510135466e-06,8.2336848119325379e-07,8.2395278753750912e-07,1.473258647117108e-06,8.5838605525051172e-10,8.9172564152077709e-14,3.0137890113669847e-10,2.5987421738192077e-06,8.1267126388295685e-18,2.2343412526975893e-12,9.6127435160426947e-12,4.0555625959181091e-14,4.0551009500331226e-14,3.4035916462094108e-18,3.6045273940794425e-13,1.2128672036676563e-18,1.6599547697280939e-13,5.8265649975437521e-33,5.4206871925643883e-33,5.4207014187177972e-33,1.3159476667243335e-18,3.8849547162921995e-20,2.0131186750126663e-18,7.8981566505682672e-21,2.6866497662456514e-21,1.2380513699175417e-20,2.3473954633828644e-24,1.9982366223344448e-28,1.2299495129782403e-28,2.7695377656992271e-33,1.4573110561392028e-37,7.7598717487145016e-35,2.0587534610186732e-31,7.5882959323792037e-36,2.043411404569471e-13,1.0733628571294731e-19,7.4941407638029057e-23,6.2065912326104792e-23,5.766220953532698e-23
