Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721)
1.6388414338556311e-06,0.36479826193658443,6.8483991480215233e-06,0.0002167436851965767,0.00063261963046654817,3.937110764070084e-06,0.020054964887109412,0.0,0.0,0.0044298554544297828,0.039303572585364634,154.0,0.0,0.044805199902946159,0.99405510060626301,18.892476070244612,0.0055019329030783623,6.9360413603213636e-08,0.00025794376909631144,0.0047611383584900734,0.11943333584759795,4.9526209975216163e-05,2.0822760165729494e-09,1.3456888376388379e-05,0.38102496150936771,5.5428852119367087e-13,0.15468825043152462,3.1215089916658521e-07,0.10368906420923388,0.02245158635395168,9.3712004801828077e-06,3.7016537853745346e-05,5.7157717077658452e-06,0.13610290375456741,0.00012390530082844134,0.0038010766804091709,0.029393848000193741,0.019743146623820519,6.5112999847810099e-06,1.0421679317880267e-13,2.0572645071732289e-10,1.3110149652499797e-09,4.2271757086779481e-05,0.00525311270140479,0.00063738379624772004,0.00080610801981952855,0.00022433835072472496,0.0038873586702250318,4.4841947078370106e-10,0.010359600144783734,0.0084264060613046914,1.1320868691016369e-05,3.035934060655292e-05,5.8287028970790337e-06,1.6002041473281753e-08,6.3782222503297481e-08,0.00018397412239135538,9.2092552292039081e-14,5.2842930234298291e-14,0.00043425845852488676,9.0175317214440847e-09,6.0059638132306857e-06,1.8123401203934779e-10,1.0364437609571552e-11,1.3943029288593426e-09,0.0027334468896068834,6.4078718362086374e-05,0.00042068817258340607,0.0016925874476495339,9.2906787409757646e-07,1.2257001850930961e-05,1.31093098744452e-05,1.19886257886239e-07,2.6288664893295624e-09,0.0008865987006400791,2.872172681493288e-06,5.7032529414478105e-09,0.0034244106048909912,0.0014308691865606001,6.509423411250362e-06,7.0057205909489287e-07,0.0035438539853658913,0.0003629193511736492,8.5347933170565642e-07,7.5202512735179806e-12,3.6862327098802173e-12,0.0013912510664252291,2.0597420836820666e-09,8.902328350781994e-05,0.00090935189369511506,5.3717102039475552e-09,8.1480272801062292e-08,2.7089514234581052e-10,0.00036263558320826184,0.0011458632024844025,0.0018828087420416654,0.0025535918660039027
1.6500007109046677e-06,0.36479834210059786,6.8256016427348588e-06,0.0002169953706263398,0.00063258774187161849,3.9620404941186253e-06,0.020184050393710323,0.0,0.0,0.0044498173669610267,0.039377664551259559,154.0,0.0,0.044159371933213544,0.99399830597315908,18.892198483047366,0.005424288068585895,6.8835796992168717e-08,0.00025073250123413101,0.0046686683915357534,0.11912506263725016,4.8140988234635783e-05,2.0418039795215365e-09,1.3195334319338159e-05,0.38193001124708942,5.3878536618749001e-13,0.15467214345013439,3.0357012651321154e-07,0.10371486937954703,0.022421509744591683,9.3585070618527e-06,3.7104516973395295e-05,5.7080296871374582e-06,0.13622638083416574,0.00012357259000383877,0.0037895845111542504,0.029374189208999344,0.01962928325374597,6.5172090755080978e-06,1.0219118931658053e-13,2.0591002791510271e-10,1.3039604560205396e-09,4.2171420796365424e-05,0.0052541341318662043,0.00063750028159186077,0.00080627200388049686,0.00022438159960211219,0.0039023334308997564,4.4851069139711695e-10,0.010458276938833317,0.0084935993264478593,1.1291664037830655e-05,3.0465265682807372e-05,5.8489534467663015e-06,1.6057873311573264e-08,6.4034584595712571e-08,0.00018470293103264382,9.2412507664444683e-14,5.3026521404282099e-14,0.0004370561654736115,9.0756271056025736e-09,6.0298596543737237e-06,1.8195237173123897e-10,1.0405674447269401e-11,1.3998295467153061e-09,0.002769060682665836,6.5106609547112068e-05,0.00042770831249033288,0.0016979038141086479,9.3201171659527726e-07,1.2297542830415682e-05,1.3152474780595735e-05,1.2028099729244221e-07,2.6375225344161813e-09,0.00088972714051672043,2.882264804710751e-06,5.7234370616628295e-09,0.0034637558488681123,0.0014482153820340427,6.5325629518452177e-06,7.0305202054365169e-07,0.003586974988568518,0.00036155482059860739,8.5806451134078475e-07,7.5605398568546364e-12,3.7059811315977995e-12,0.0014079617981215221,2.0519982992580697e-09,8.8784931764204322e-05,0.0009193574374309428,5.3572480467356972e-09,8.1260905213631306e-08,2.7016984524886296e-10,0.00036535044361564792,0.0011550034273957845,0.0019018664702700314,0.0025794736855606539
1.6611599879537043e-06,0.3647984209410656,6.8020304394263958e-06,0.00021725119866284956,0.0006325409805799753,3.9868350382359926e-06,0.020312788389723054,0.0,0.0,0.0044697534349171231,0.039450798645238178,154.0,0.0,0.043523726467728757,0.99394146080830792,18.891921711415161,0.00534771746432038,6.8317120902032809e-08,0.00024373582548569669,0.0045781195440768325,0.11881462591199225,4.6797006529531879e-05,2.0021734157357014e-09,1.2939218355727897e-05,0.38282772140384136,5.2374376231332274e-13,0.15465517081153732,2.9524384484303904e-07,0.10373996415907571,0.02239173477686254,9.3459403556500738e-06,3.7191782495029489e-05,5.7003649503775952e-06,0.13634733923652612,0.00012324367658624716,0.0037782497947893888,0.029353828760275161,0.019516028532686684,6.5229976356882118e-06,1.0020770073713904e-13,2.0608980238105319e-10,1.2969381098359762e-09,4.207004971490157e-05,0.0052548068928453175,0.0006375744496752028,0.00080638239992913074,0.00022440993355530507,0.003917144137173709,4.4857210222351125e-10,0.010556915536031415,0.008560693466306564,1.1262253975673229e-05,3.0569569483831523e-05,5.86889239724901e-06,1.6112850595041236e-08,6.4283348702126825e-08,0.00018542135586232774,9.2727539820390825e-14,5.3207287620701045e-14,0.00043982247205457038,9.1330704499273023e-09,6.0534160129079655e-06,1.8266047465485332e-10,1.0446325442889368e-11,1.4052772553069326e-09,0.0028047481058415375,6.6143710337465152e-05,0.00043479446694698109,0.0017032354413218575,9.3496372679108363e-07,1.2338181070991654e-05,1.3195743076877387e-05,1.2067668182001844e-07,2.6461993127920649e-09,0.00089285583178631519,2.8923575627061862e-06,5.7436520620498567e-09,0.0035032401987577749,0.0014655859920632798,6.5557046057847483e-06,7.0553216595695544e-07,0.0036302479724925518,0.00036015724754317135,8.6263633495962469e-07,7.6007099107738394e-12,3.7256714532597058e-12,0.0014247619134363429,2.0440669823471553e-09,8.8535188856020996e-05,0.00092932557476489773,5.3420992403368167e-09,8.1031122246179338e-08,2.6940988518468271e-10,0.0003680658526555384,0.0011641456563812227,0.0019209446869709985,0.0026053829956852919
1.672319265002741e-06,0.36479849846503565,6.7777145310325818e-06,0.00021751107109270858,0.00063247976417033554,4.0114951097596678e-06,0.020441182080741249,0.0,0.0,0.0044896610108425983,0.039522989990107261,154.0,0.0,0.042898072181612588,0.99388456663823366,18.891645739217527,0.0052722082529007459,6.7804282478011311e-08,0.00023694694869829278,0.0044894549659167601,0.11850209280921045,4.5492958777222523e-05,1.9633681648468984e-09,1.2688436047806904e-05,0.38371817307163625,5.0914909212641237e-13,0.15463736347893373,2.8716399391005026e-07,0.10376436959676807,0.022362252889131119,9.3334967726311338e-06,3.7278342305765789e-05,5.6927753085208318e-06,0.13646582679855845,0.00012291845226959779,0.0037670681325332068,0.02933278640319905,0.019403381156077801,6.5286679545533982e-06,9.8265518622929914e-14,2.0626584643179825e-10,1.2899479097221342e-09,4.1967660780451433e-05,0.0052551349483275379,0.00063760678318068652,0.00080643981638319254,0.00022442352238945932,0.0039317936248696997,4.4860404171178233e-10,0.010655511407289354,0.0086276878981356928,1.1232644874946078e-05,3.0672258729599906e-05,5.888521050130219e-06,1.6166976865706302e-08,6.452852338253408e-08,0.00018612942140456588,9.3037669324992856e-14,5.3385240683868263e-14,0.00044255722392963221,9.1898585495314654e-09,6.0766336793707618e-06,1.8335834506065674e-10,1.0486391960654631e-11,1.4106462412023216e-09,0.0028405064619517724,6.719003355679936e-05,0.00044194669064874059,0.0017085816976638033,9.3792356259501764e-07,1.2378912406030861e-05,1.3239110298649686e-05,1.2107327062499696e-07,2.6548959291443965e-09,0.00089598510811769142,2.9024520364205076e-06,5.7638969396555272e-09,0.0035428638638370829,0.0014829795105233187,6.5788508681257131e-06,7.0801276378088885e-07,0.0036736729548206689,0.00035872801681198746,8.6719435876637784e-07,7.6407575292682706e-12,3.7453017602421596e-12,0.0014416511469239346,2.0359559921794329e-09,8.8274430065848618e-05,0.00093925542203489353,5.32628645236879e-09,8.0791267730345835e-08,2.6861640412673608e-10,0.00037078179389616798,0.0011732898469093845,0.0019400427721297374,0.0026313189488320864
1.6834785420517776e-06,0.3647985746792791,6.7526826302247217e-06,0.00021777488698126633,0.00063240450055499745,4.0360214628124606e-06,0.020569234657103811,0.0,0.0,0.0045095374660372271,0.039594253489192925,154.0,0.0,0.04228222234627653,0.99382762496868826,18.891370550635227,0.0051977476368796002,6.7297181412902335e-08,0.00023035930942172359,0.0044026384211549151,0.11818752908256693,4.4227583462739767e-05,1.9253723364831428e-09,1.2442884702692736e-05,0.3846014459476908,4.9498723697591869e-13,0.15461875133918593,2.7932278904010161e-07,0.10378810607577535,0.0223330557498982,9.3211728203541842e-06,3.7364204156996515e-05,5.6852586314602895e-06,0.13658189042967056,0.00012259681192375782,0.0037560352426827489,0.029311081327262473,0.019291339728098794,6.5342222769477849e-06,9.6363847669526799e-14,2.0643823097969983e-10,1.282989832948757e-09,4.1864270821678198e-05,0.0052551222569977088,0.00063759776412273194,0.0008064448608448505,0.00022442253567196818,0.0039462846912135981,4.4860684785713232e-10,0.010754060061364127,0.0086945820621823957,1.120284297473514e-05,3.0773340269876245e-05,5.9078407317932905e-06,1.6220255733999366e-08,6.4770117686691534e-08,0.00018682715360269445,9.3342917134890982e-14,5.3560392618754795e-14,0.00044526027860821121,9.2459884455467567e-09,6.0995134905581314e-06,1.8404600859122775e-10,1.0525875444616528e-11,1.4159367016796313e-09,0.0028763330981961023,6.8245596397379597e-05,0.00044916504419602679,0.0017139419278286452,9.4089086882275188e-07,1.2419732482460265e-05,1.3282571782139184e-05,1.2147072104316666e-07,2.663611448227321e-09,0.00089911527171664043,2.912549204789706e-06,5.7841705675858711e-09,0.0035826270460465842,0.0015003944244320329,6.602004001947342e-06,7.1049405747794687e-07,0.0037172499689344055,0.00035726849326973072,8.7173814106829555e-07,7.6806788250436997e-12,3.7648701470940487e-12,0.0014586292244907696,2.0276730748210602e-09,8.8003027535033692e-05,0.00094914613342036785,5.3098321595305843e-09,8.0541682601840155e-08,2.6779053448981528e-10,0.00037349825049278043,0.0011824359549769921,0.0019591601153028152,0.0026572807105400033
1.6935218913959105e-06,0.3647986421578079,6.7295652327000338e-06,0.00021801560747536724,0.00063232508235684746,4.0579815054708259e-06,0.020684192946435358,0.0,0.0,0.0045273975105278733,0.039657609473992737,154.0,0.0,0.041736189533708216,0.99377633808209509,18.891123538077878,0.0051316190916816983,6.6845614962761171e-08,0.00022459724914350516,0.004326054166735975,0.11790273880087615,4.3120802599813182e-05,1.8918552405772215e-09,1.2226277555036496e-05,0.38539031844291494,4.8260034268083753e-13,0.15460133616720537,2.7246352710709358e-07,0.10380891327535885,0.022307015080217672,9.3101807372488694e-06,3.7440889367601382e-05,5.6785542929263084e-06,0.1366843132769657,0.00012231031551222053,0.0037462293959308478,0.029290995556203597,0.019191019305916629,6.5391238105287539e-06,9.4686334883735063e-14,2.0659030570129499e-10,1.2767550061394002e-09,4.1770377807729554e-05,0.005254822763869617,0.00063755468837630488,0.00080640512433770046,0.00022440932548753592,0.0039591934811892713,4.4858474336990862e-10,0.010842709797673006,0.008754700636253587,1.1175861474178684e-05,3.0862944835825833e-05,5.9249653915138986e-06,1.6267485226626284e-08,6.4984499215942889e-08,0.00018744630016594377,9.361348395716731e-14,5.3715644518690218e-14,0.00044766581840292294,9.2959403387332435e-09,6.1198171835480867e-06,1.8465620121494656e-10,1.0560913344622836e-11,1.4206311486278861e-09,0.0029086332934481771,6.9203494574817564e-05,0.00045571815411628769,0.0017187775228755821,9.4356752805842082e-07,1.2456542684342184e-05,1.3321763703764211e-05,1.2182912644127381e-07,2.671470773639301e-09,0.00090193340263943693,2.9216396892621029e-06,5.802440387379713e-09,0.0036185333575119842,0.0015160849143310844,6.6228493857555392e-06,7.1272799838000809e-07,0.0037565993078552246,0.00035593013339141224,8.7581500544139041e-07,7.7164967889039269e-12,3.7824271867501669e-12,0.0014739852225154942,2.0200777605145062e-09,8.7749969728074929e-05,0.00095801364346895256,5.2944932219558055e-09,8.030901560281966e-08,2.6702048728872631e-10,0.00037594348780524314,0.0011906690541853009,0.0019763816928099558,0.0026806676831054319
1.7035652407400434e-06,0.36479870858565866,6.7059113830506804e-06,0.00021825936134359892,0.00063223489247152319,4.079834480202806e-06,0.020798879805824223,0.0,0.0,0.0045452283452745009,0.039720236363926145,154.0,0.0,0.04119782068124752,0.99372501499320443,18.890877136601919,0.0050663203201179226,6.6398546777212225e-08,0.00021898858321266979,0.0042509124601080609,0.11761640192975485,4.204349919229019e-05,1.8589699401094087e-09,1.2013753439860003e-05,0.38617349577651239,4.705433548165634e-13,0.15458331281638218,2.6578617062009845e-07,0.10382920857547394,0.022281192731483761,9.299280388502042e-06,3.7517020869032915e-05,5.6719059047044384e-06,0.13678484293751786,0.00012202656713527483,0.0037365377184722555,0.029270401319814853,0.019091187366194157,6.543934746245674e-06,9.3040443119057756e-14,2.0673952233792476e-10,1.2705461523977688e-09,4.1675699634683199e-05,0.0052542533464824048,0.00063747885739172101,0.00080632389981489291,0.00022438456954738977,0.0039719781681884329,4.4853956004737557e-10,0.010931314459490429,0.0088147371811392768,1.1148733125291363e-05,3.0951257996698348e-05,5.9418418821352065e-06,1.6314034035057219e-08,6.5195995663537466e-08,0.00018805711982148259,9.3880129748271142e-14,5.3868646521413102e-14,0.00045004549012650513,9.3453550721968989e-09,6.1398486052037827e-06,1.852581688525874e-10,1.0595481388441862e-11,1.4252623175937234e-09,0.0029409848110132134,7.0168860877045644e-05,0.00046232491034113983,0.0017236233791691476,9.4624966457681101e-07,1.2493417679910993e-05,1.3361024386118101e-05,1.2218816030422017e-07,2.6793438879555898e-09,0.00090475264989220948,2.9307336443337833e-06,5.820731501452712e-09,0.0036545529699931541,0.0015317904687836639,6.6437033208651194e-06,7.1496282405759842e-07,0.0037960718744121449,0.00035456929145351134,8.7987965969131329e-07,7.7522064956099244e-12,3.7999311615484759e-12,0.0014894127433537679,2.0123548486703368e-09,8.7488855623475744e-05,0.00096684823408300772,5.2786687959472211e-09,8.0068984513015532e-08,2.6622592501899859e-10,0.0003783891157185384,0.0011989036356359448,0.0019936179506128398,0.0027040743048292507
1.712604255149763e-06,0.3647987674762223,6.684181007336337e-06,0.0002184812685188146,0.00063214474133250229,4.0994111305516849e-06,0.02090186779941549,0.0,0.0,0.0045612495727795598,0.039775985806515195,154.0,0.0,0.04071973624914188,0.9936787941331986,18.890655888757212,0.0050082532593839829,6.599997505351636e-08,0.00021406835032693184,0.0041844975170978868,0.11735741377415351,4.109843998316178e-05,1.8299042407835234e-09,1.1825913828944024e-05,0.38687353176846273,4.5996642046741866e-13,0.15456658810173882,2.599278257596503e-07,0.10384704789057904,0.022258134638681662,9.2895465611302495e-06,3.7585070249020847e-05,5.6659690056897293e-06,0.13687372771038914,0.00012177348497145889,0.0037279104356981651,0.029251442429378098,0.019001755292884386,6.5481884074764266e-06,9.1585720352984576e-14,2.0687141408748684e-10,1.2649803685212477e-09,4.1589827936414249e-05,0.0052535124617143361,0.00063738289305837739,0.0008062156901928175,0.00022435251934404282,0.0039833798970137536,4.4847936552820523e-10,0.011011017474302921,0.0088686996364277723,1.1124195601097779e-05,3.102964004477274e-05,5.9568193817527431e-06,1.6355348272932252e-08,6.5383882015751816e-08,0.00018859975607497264,9.4116771792158736e-14,5.4004432301092412e-14,0.00045216501145740602,9.3893676898322846e-09,6.1576446765434699e-06,1.8579292521118116e-10,1.0626191908366895e-11,1.4293764042980679e-09,0.0029701435341589612,7.10440843729732e-05,0.00046831687590465423,0.0017279929919555282,9.4866803636719377e-07,1.2526657663497617e-05,1.3396414672925738e-05,1.2251179959954923e-07,2.6864408551411557e-09,0.00090729105802584494,2.9389215959611181e-06,5.83721083793856e-09,0.0036870676001349123,0.0015459374637830205,6.6624801616348229e-06,7.1697502988111091e-07,0.0038317025859651117,0.00035332609861942941,8.8352714706770948e-07,7.7842503681340825e-12,3.8156382392266263e-12,0.0015033584843839173,2.0052995990118388e-09,8.7247182974516737e-05,0.00097477077252779533,5.2640248957155209e-09,7.9846860090274027e-08,2.6549052250663211e-10,0.00038059050395497035,0.0012063159972632491,0.0020091427823055409,0.0027251565832784965
1.7216432695594827e-06,0.36479882552285564,6.6620471448007306e-06,0.00021870551102259121,0.00063204628817538149,4.1189020326687878e-06,0.021004639450107502,0.0,0.0,0.0045772442656240699,0.039831160631812745,154.0,0.0,0.040247665766952177,0.99363254556560432,18.890435119280333,0.004950844150267056,6.5604943024740948e-08,0.00020926578476957694,0.004119212598367214,0.11709724185468866,4.0175992088844006e-05,1.8013334410249405e-09,1.1641272549159073e-05,0.38756903928061459,4.4964254792645596e-13,0.15454940065963874,2.5420901726029267e-07,0.10386449318212988,0.022235244839648369,9.2798834562407742e-06,3.7652679352708533e-05,5.6600752414855884e-06,0.1369611284175655,0.00012152252171035915,0.003719371234892578,0.029232091295775541,0.018912717031062582,6.5523710492049833e-06,9.0155767043614607e-14,2.0700106548272316e-10,1.259435578791075e-09,4.1503338777790772e-05,0.0052525573602826177,0.00063726093532693326,0.00080607455399234933,0.00022431130645809232,0.0039946840975808419,4.484008547056847e-10,0.011090679076499686,0.0089225950988918428,1.1099545674304721e-05,3.1106984227309289e-05,5.9715974456699934e-06,1.6396115464277344e-08,6.5569443405029664e-08,0.00018913568185501277,9.4350262784606194e-14,5.413840999980026e-14,0.00045426346215069011,9.4329427681622293e-09,6.1752213172736686e-06,1.8632105322772959e-10,1.0656523758867076e-11,1.4334394966167651e-09,0.002999341012616335,7.192537677669452e-05,0.00047435233321763126,0.0017323701042888022,9.5109040373087996e-07,1.2559944637279904e-05,1.3431854773468517e-05,1.2283589414351831e-07,2.6935478117057714e-09,0.00090983060120005896,2.9471131062088623e-06,5.8537057483589807e-09,0.0037196741976434095,0.0015600950069324436,6.681265669562145e-06,7.1898813954767338e-07,0.0038674331949736214,0.0003520661507813548,8.8716425819659264e-07,7.8162022755014922e-12,3.8313002379628845e-12,0.0015173618202366367,1.998149255604369e-09,8.6999389149817579e-05,0.00098266583072748265,5.249012172441521e-09,7.9619141205777842e-08,2.6473649344269685e-10,0.00038279218818648854,0.0012137295048350557,0.0020246788538890326,0.0027462538874859516
1.7306822839692024e-06,0.3647988827286858,6.6395242603236801e-06,0.0002189320298895293,0.00063193972715669844,4.1383076707126638e-06,0.021107196409743709,0.0,0.0,0.0045932110772258783,0.039885768256967394,154.0,0.0,0.039781520111864761,0.99358627004293565,18.89021482049592,0.0048940863265670969,6.5213402964649896e-08,0.00020457790138019491,0.0040550398932929603,0.11683591799947364,3.9275581615934904e-05,1.7732497316872846e-09,1.1459779133232076e-05,0.3882600575446965,4.3956531428093267e-13,0.15453176403101121,2.4862620478907452e-07,0.10388155382862242,0.022212519427434272,9.2702894361499394e-06,3.7719851995654287e-05,5.6542236132376436e-06,0.13704706790115515,0.00012127362857539967,0.0037109181063268945,0.029212356877575871,0.01882407165252158,6.5564837645323693e-06,8.8750192347447403e-14,2.0712851104952407e-10,1.2539117593381445e-09,4.1416240869954805e-05,0.0052513901331858875,0.00063711323874570953,0.00080590081215507563,0.00022426102043487258,0.0040058921617754494,4.4830420611228538e-10,0.011170296969007213,0.008976423322066834,1.1074786364908317e-05,3.1183294507706704e-05,5.9861768405174908e-06,1.6436337698153682e-08,6.5752685827209665e-08,0.00018966491438628956,9.4580614838250593e-14,5.4270586567797139e-14,0.00045634079427087928,9.4760793117892035e-09,6.1925790843382047e-06,1.8684256990792949e-10,1.0686477901055337e-11,1.437451725381148e-09,0.0030285759419972111,7.2812731966997356e-05,0.00048043130620820449,0.0017367543189863981,9.5351655082366189e-07,1.2593275899500369e-05,1.3467341794629148e-05,1.2316041747300377e-07,2.7006641774804472e-09,0.00091237136991276409,2.955308468077474e-06,5.8702153710213599e-09,0.0037523728470079125,0.0015742623272202835,6.7000605301647354e-06,7.2100222675517157e-07,0.0039032637471605584,0.00035079012278420665,8.9079076496906495e-07,7.8480602106680325e-12,3.8469161739561224e-12,0.0015314225848187754,1.9909076484245255e-09,8.6745663019600279e-05,0.00099053304621980797,5.2336420309768882e-09,7.9386000852966023e-08,2.6396441255353094e-10,0.00038499415848428602,0.0012211441314850396,0.0020402258629713763,0.0027673658041246045
1.7397212983789221e-06,0.3647989390970934,6.6166266558976382e-06,0.000219160765393651,0.00063182524848362932,4.1576285415306084e-06,0.021209540321209749,0.0,0.0,0.0046091486709615532,0.039939816012603366,154.0,0.0,0.039321211829315091,0.99353996830951308,18.889994984857189,0.0048379731522355009,6.4825308063937639e-08,0.00020000179642311937,0.0039919618439354723,0.11657347351118746,3.8396650330138932e-05,1.7456454145713192e-09,1.128138383089624e-05,0.38894662526890822,4.2972847187203767e-13,0.1545136913752751,2.4317594480685726e-07,0.10389823897088078,0.02218995458311095,9.2607629000724976e-06,3.7786591942476034e-05,5.6484131445966087e-06,0.13713156865090281,0.00012102675797452168,0.0037025490852973116,0.029192247928014302,0.018735818200688953,6.5605276296965773e-06,8.7368610973833094e-14,2.0725378478059361e-10,1.2484088844925174e-09,4.1328542886742066e-05,0.0052500128690415038,0.0006369400575637667,0.00080569478525843708,0.00022420175071461912,0.0040170054642310066,4.4818959807791175e-10,0.011249868870734214,0.0090301840679422995,1.1049920643043143e-05,3.1258574908977925e-05,6.0005583443245164e-06,1.6476017095044376e-08,6.5933615491785311e-08,0.00019018747151240451,9.4807840245827334e-14,5.4400969058684539e-14,0.00045839696473811266,9.5187764261442879e-09,6.2097185549384907e-06,1.8735749286742756e-10,1.0716055331002953e-11,1.4414132261151274e-09,0.0030578470365892054,7.3706139289670227e-05,0.00048655381402826301,0.0017411452314015179,9.5594625766395758e-07,1.2626648688567682e-05,1.3502872779456629e-05,1.2348534254144301e-07,2.7077893594953183e-09,0.00091491344300919178,2.9635079368057152e-06,5.8867388028137801e-09,0.003785163627792775,0.0015884386648806282,6.7188653429457987e-06,7.2301735594213522e-07,0.0039391942916727441,0.00034949868002575045,8.944064407544852e-07,7.8798221796999396e-12,3.8624850698315744e-12,0.0015455406084400524,1.9835785538338583e-09,8.6486191644300267e-05,0.00099837207147792251,5.2179257664517392e-09,7.9147610360978671e-08,2.6317484905834703e-10,0.00038719640474750203,0.0012285598497321544,0.0020557835109506705,0.0027884919250574761
1.7478564113476697e-06,0.3647989891151738,6.5957101130904673e-06,0.00021936847263887119,0.00063171560213012563,4.1749452696145752e-06,0.021301469035730825,0.0,0.0,0.0046234664276506047,0.039987986294060092,154.0,0.0,0.038911854372304169,0.99349827494789089,18.889797522641491,0.0047880170113458855,6.4478930305381783e-08,0.00019597653622109625,0.0039361132074957478,0.11633634078618721,3.7623527737364078e-05,1.7212051300568657e-09,1.1123436364376778e-05,0.38956076258764882,4.2107582151041769e-13,0.15449706375954328,2.3838127276980747e-07,0.10391294191123858,0.022169780422093961,9.2522454225999864e-06,3.7846291010623466e-05,5.6432181251495623e-06,0.13720640751721794,0.00012080626529986104,0.0036950872901382391,0.0291738367219966,0.018656724379021921,6.5641091176232785e-06,8.6145387744882536e-14,2.0736470189202748e-10,1.2434741821715953e-09,4.1249108777080663e-05,0.0052485954739207733,0.00063676261505746646,0.00080548202198269664,0.00022414080074092764,0.0040269275373476373,4.4807124274757959e-10,0.011321442387716213,0.0090785108560759251,1.1027452926049625e-05,3.1325450096507668e-05,6.0133331531263375e-06,1.6511266204512466e-08,6.6094480085687643e-08,0.00019065208069869938,9.5009680135150337e-14,5.4516785277526576e-14,0.00046022939323271374,9.5568274585121066e-09,6.2249579283206312e-06,1.8781530094848536e-10,1.0742353780305885e-11,1.4449353200851998e-09,0.0030842208953168822,7.4515384214446771e-05,0.00049210130055769906,0.0017451024389651961,9.5813585242053345e-07,1.2656717375746416e-05,1.3534885761759098e-05,1.2377809578747437e-07,2.7142090612667728e-09,0.00091720248003638173,2.9708911512520397e-06,5.9016209196716781e-09,0.0038147541644779868,0.0016012044483489953,6.7357986113380154e-06,7.2483190907156989e-07,0.0039716173181934397,0.00034832374417325459,8.9765110241496099e-07,7.9083242639394704e-12,3.8764560544801362e-12,0.0015582956430491741,1.9769106444281934e-09,8.6247908324931373e-05,0.0010054028161946976,5.203494437511634e-09,7.8928710271256291e-08,2.6244976017214443e-10,0.00038917865384881673,0.0012352349062641054,0.0020697942466224558,0.0028075172453746024
1.7559915243164174e-06,0.36479903845971123,6.5745116895810966e-06,0.00021957788190726896,0.00063159982653937898,4.1921941272567076e-06,0.021393227688888513,0.0,0.0,0.0046377584839947311,0.040035714173830547,154.0,0.0,0.038507094216476176,0.99345656148314765,18.889600424245913,0.0047385728947551345,6.4135273077863248e-08,0.00019203752123870947,0.003881124737970653,0.11609834738445905,3.6866977541529503e-05,1.6971415331757716e-09,1.0967923274202507e-05,0.39017135340867098,4.1260864646373293e-13,0.15448010239937079,2.3368887494049601e-07,0.10392735425186202,0.022149730634472481,9.243780223542264e-06,3.7905645278477194e-05,5.6380549911593753e-06,0.13728011485747718,0.00012058734018880333,0.0036876906960173449,0.029155135175005044,0.018577946486882931,6.5676364567164244e-06,8.4941017529272797e-14,2.0747391097597107e-10,1.2385564017267267e-09,4.1169201875660677e-05,0.0052470111577554478,0.00063656492063337438,0.00080524360034727989,0.00022407271138117932,0.004036774930595787,4.4793861425792054e-10,0.011392975176981795,0.0091267826394761126,1.1004903477929291e-05,3.1391497405502689e-05,6.0259488928197103e-06,1.6546078949095414e-08,6.6253481373614205e-08,0.00019111131163325815,9.5209006758581023e-14,5.4631159378293851e-14,0.00046204462519425503,9.5945213987366691e-09,6.2400214145528139e-06,1.8826779657068851e-10,1.0768348702739564e-11,1.448416543265192e-09,0.0031106221103372614,7.5329542930119655e-05,0.00049768406292517373,0.0017490644334409962,9.603279834337136e-07,1.2686815324878973e-05,1.3566929670844316e-05,1.24071131601426e-07,2.7206349649330894e-09,0.00091949266988822491,2.9782780038249392e-06,5.9165127446691522e-09,0.0038444194385004399,0.0016139763599950436,6.7527406785743918e-06,7.2664738545331022e-07,0.0040041214204423539,0.00034713732513241634,9.0088664570327575e-07,7.9367455780586198e-12,3.8903874477041809e-12,0.0015710967884161751,1.9701775612774177e-09,8.600525506945693e-05,0.0010124102245024113,5.1887998791288601e-09,7.8705817407216967e-08,2.6171137370330174e-10,0.00039116111055985733,0.0012419108033413862,0.0020838131485592984,0.0028265534543928683
