Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64),S(3721)
2.5289781926564646e-13,0.36473506932549593,6.0539727495924931e-13,1.3310099261628054e-19,1.3320184380681713e-19,2.7753247771209379e-25,5.0236454599436273e-25,0.0,0.0,2.6865156374270681e-13,2.1644386910491333e-22,154.0,0.0,0.99999906441647513,0.99999999999975087,18.999999999691177,3.808134454571157e-08,2.6453124047829849e-07,2.7978344694774097e-07,2.7987577489961481e-07,2.8167853963140952e-08,1.9999890707090166e-10,1.2308339088099622e-13,1.0843501519494953e-10,4.4834584964086049e-08,2.2379637031921219e-18,3.7644459937671263e-13,3.1726681093509181e-13,2.0149474161734351e-16,2.0145840133940924e-16,3.0090283262345328e-20,5.9273230406590975e-16,6.2499946678782175e-21,2.7394274845457457e-14,1.0069996296071285e-37,9.4222711425294283e-38,9.4222734281316812e-38,2.109974394300418e-19,6.9524009532307258e-22,8.3972625134179235e-19,5.8174545747342468e-21,1.1689700141481346e-22,7.1795986739107034e-23,2.183844903973391e-27,1.1765491988409054e-31,1.2590866204772226e-32,1.8496039837660261e-37,5.5110070348855708e-41,5.643597313890751e-39,1.2093083956003692e-34,4.9416266379451155e-40,3.7239008681927591e-16,2.0436293923225506e-21,9.7449849565775759e-25,2.8798794032250199e-25,3.7356737416060033e-26,1.365551539741821e-25,1.5393491425996732e-32,8.8329242408472537e-33,2.8150819629287366e-31,4.2705551346736416e-36,9.9833433117404965e-32,2.7735796959032076e-36,1.6992893149629732e-37,9.952355370197143e-36,1.7954185577165686e-36,1.7953723816663272e-36,7.6883997614103751e-42,4.0198868486472635e-30,1.6895850639432094e-32,3.5175143637995066e-36,1.7009923264591675e-39,3.6065377157345906e-40,4.1026870953884138e-44,1.7214971294718199e-44,1.276837095546297e-50,1.2871005673121305e-32,3.4265278236320798e-34,3.8505906006767589e-41,2.1387680134205604e-51,6.7626630332643706e-56,3.2949616604171802e-56,1.7855048110566235e-39,2.5827942744317182e-18,2.2081433893599656e-23,1.1023763757949125e-23,2.9000184171689086e-22,6.936115852157939e-43,1.2004768352147196e-44,3.1714286876117195e-44,5.699106457575788e-49,1.2522323790405377e-48,3.5250951400814318e-50,1.0624051155022505e-14,4.6839259969994009e-20,2.3894859593752876e-13,1.1867623753103019e-17
2.785387168001476e-13,0.3647350693253619,6.6679239856882154e-13,1.6148454738801851e-19,1.6165613489893367e-19,3.7079219568274372e-25,6.7137317777253395e-25,0.0,0.0,3.0197589253155649e-13,2.6682380929795038e-22,154.0,0.0,0.99999896968363733,0.99999999999972555,18.999999999626755,4.1942346643542861e-08,2.8447805218847107e-07,3.0812790574915275e-07,3.0824104672193306e-07,3.362789411087938e-08,2.425374441080342e-10,1.3556166395834396e-13,1.3027341563431967e-10,5.3525294726075364e-08,2.7140082380133454e-18,4.5663716122822297e-13,3.848190863814542e-13,2.6918347832884943e-16,2.6913147223146399e-16,4.290252287643529e-20,7.8238607708372332e-16,9.1035745024678297e-21,3.3230008234022964e-14,1.978512455310442e-37,1.8512516103033036e-37,1.851252104385257e-37,2.820924378727246e-19,9.2881825575358222e-22,1.0088495007991141e-18,7.0098297047880483e-21,1.4993544455249338e-22,1.021110113938671e-22,3.4370672586358441e-27,2.0464630563891589e-31,2.1901015446407037e-32,3.5519503506976768e-37,1.0593939465340841e-40,1.0006344115823413e-38,2.1035346094426992e-34,8.8356561755351919e-40,4.9154186332243468e-16,2.4788189605730668e-21,1.3016431467310315e-24,3.7637692879644418e-25,4.6013025993230456e-26,1.8628966212920569e-25,2.0561594942659007e-32,1.1798416173259267e-32,4.2504876730820061e-31,6.6283185530446028e-36,1.507371625676404e-31,4.2229022400304898e-36,2.5691294805989656e-37,1.595315882485572e-35,2.9984312669414702e-36,2.9983460288508684e-36,1.4192112303084945e-41,6.4658942031365416e-30,2.7149073219633631e-32,6.2315709965253587e-36,3.3204871402291997e-39,7.0340738974859415e-40,8.7225281572925775e-44,3.7001021786155777e-44,3.0183377179619526e-50,2.0529339823978505e-32,6.0323142489337601e-34,7.1078526617757709e-41,5.0559505074230089e-51,1.7557787681542208e-55,8.5548743239508376e-56,2.9821785249581247e-39,3.4256282558811905e-18,2.9386163982878987e-23,1.4645452424469746e-23,4.2424044387657227e-22,1.1563241201781027e-42,2.2126227228233953e-44,5.735872317118193e-44,1.073306375034704e-48,2.5227041894330793e-48,6.5190818137609389e-50,1.1701240983554819e-14,5.6818766105002392e-20,2.6317386704527576e-13,1.4396012006713989e-17
3.0417961433464873e-13,0.36473506932521566,7.2819026123510221e-13,1.9261437935031928e-19,1.9288527048218174e-19,4.8290276152119536e-25,8.7464457446873377e-25,0.0,0.0,3.3642052340516134e-13,3.2331147896423259e-22,154.0,0.0,0.99999887496926698,0.99999999999970024,18.99999999955649,4.5803348128177037e-08,3.0340497641676994e-07,3.3646826815979278e-07,3.3660454815338593e-07,3.9474331976035254e-08,2.8915991414962157e-10,1.4803915814461929e-13,1.5387626677329165e-10,6.2831031273439582e-08,3.2357594588319812e-18,5.4456495115787715e-13,4.5887740164698776e-13,3.5054617801636221e-16,3.5047419294358969e-16,5.9167918315688717e-20,1.0067842397676317e-15,1.2817154446873096e-20,3.9628655736877584e-14,3.6628864754231069e-37,3.4272871538466548e-37,3.4272881518854295e-37,3.6763552271099113e-19,1.209592034046557e-21,1.1916376521803207e-18,8.300397749260105e-21,1.8769346725256853e-22,1.4049063841438782e-22,5.1876191504003635e-27,3.3842506220428914e-31,3.6219108159604411e-32,6.430041432214187e-37,1.9197397442503434e-40,1.6816835005125406e-38,3.4787813268913468e-34,1.5012190636081235e-39,6.3252207913084458e-16,2.9559423073330888e-21,1.6947868848760497e-24,4.7965084973624262e-25,5.557768312831846e-26,2.4690541922452349e-25,2.6772403340674918e-32,1.5362216770477945e-32,6.1783477427072917e-31,9.8607609603546361e-36,2.1910421786681498e-31,6.1808628299220946e-36,3.7384445294611023e-37,2.4428166799843159e-35,4.7773518045014677e-36,4.7772030220465751e-36,2.4771951293802155e-41,9.9674978916118635e-30,4.1809345063339868e-32,1.0490869785673313e-35,6.1078432210569844e-39,1.2927358107882921e-39,1.7330642921199137e-43,7.4315736899490471e-44,6.6127962157334006e-50,3.1383501792513276e-32,1.0092106788273288e-33,1.2406565793663345e-40,1.1077121368042667e-50,4.1908150069602824e-55,2.0419896518494639e-55,4.7519385401606046e-39,4.4291169355925469e-18,3.8101238108608468e-23,1.8961843606850579e-23,5.9985985118095089e-22,1.8391045713718727e-42,3.8562225146509939e-44,9.8402117080737408e-44,1.9048343918252641e-48,4.7640890891351204e-48,1.1393425302324343e-49,1.2778437456668968e-14,6.7761291224513663e-20,2.8739889325748103e-13,1.7168356750842279e-17
3.2982051186914987e-13,0.3647350693250574,7.8959086280194876e-13,2.2649178084381947e-19,2.2689685608150099e-19,6.1559919466058307e-25,1.1153690678874268e-24,0.0,0.0,3.7198540285896211e-13,3.8613164406606362e-22,154.0,0.0,0.99999878027241951,0.99999999999967493,18.999999999480423,4.9664348999683609e-08,3.2136416007989068e-07,3.6480453784737079e-07,3.6496633228998972e-07,4.5687410944312268e-08,3.3986265147048939e-10,1.6051589679963641e-13,1.7919047361577792e-10,7.272034814750745e-08,3.8031763394731974e-18,6.402274921848566e-13,5.3943955636424404e-13,4.4683907540484159e-16,4.4674217256874296e-16,7.9363454897611082e-20,1.2682387435598237e-15,1.7539381186089059e-20,4.6590184317505614e-14,6.4516989492399424e-37,6.0367265336848472e-37,6.0367284385030632e-37,4.6897768591199457e-19,1.5419001663290138e-21,1.3876795078734388e-18,9.6862297354556684e-21,2.302561272449712e-22,1.8802043770046473e-22,7.5604218464537849e-27,5.3649990077754114e-31,5.7419557236943332e-32,1.1079077461261391e-36,3.311081207979933e-40,2.7029206485275309e-38,5.5150975835136753e-34,2.4438814465237212e-39,7.9678322196163844e-16,3.4749895676632936e-21,2.1599692123316968e-24,5.9851515691213364e-25,6.6051034941639992e-26,3.1948497825366732e-25,3.412133983644138e-32,1.9579080103848673e-32,8.700779473537701e-31,1.4163951332367072e-35,3.0855568086026046e-31,8.7551948987316589e-36,5.2695347195554465e-37,3.6011391858473098e-35,7.3189344204489294e-36,7.3186865641140961e-36,4.1267149392239158e-41,1.4827943328335813e-29,6.2134028611946564e-32,1.6922724859687704e-35,1.0689439029109367e-38,2.2604403252961267e-39,3.2537423937185559e-43,1.4103046304500844e-43,1.3596192559170471e-49,4.6300526859748302e-32,1.617855811859162e-33,2.0667874879548882e-40,2.2775393401220567e-50,9.3255120661324472e-55,4.5440066890470344e-55,7.2807369733661757e-39,5.6055392793111342e-18,4.8335892771776775e-23,2.4026379977382938e-23,8.2434647652780524e-22,2.8125477953082087e-42,6.4142649145664091e-44,1.6151222231789915e-43,3.2178116703664683e-48,8.5246146830286987e-48,1.8995977024550202e-49,1.3855640643344129e-14,7.9666841046450268e-20,3.1162367491112543e-13,2.0184653725512506e-17
3.55461409403651e-13,0.36473506932488714,8.509942031185326e-13,2.6311804315154696e-19,2.6369903988285674e-19,7.7061649242304994e-25,1.3967460383126743e-24,0.0,0.0,4.0867047843794659e-13,4.5551034854701719e-22,154.0,0.0,0.99999868559219984,0.99999999999964961,18.999999999398621,5.3525349258128539e-08,3.3840508393574125e-07,3.9313671847625454e-07,3.9332645063004246e-07,5.2248384514267705e-08,3.9464199363443114e-10,1.7299190258028709e-13,2.0616453883094574e-10,8.316340667885865e-08,4.4162178905717345e-18,7.4362432158934833e-13,6.2650335142464495e-13,5.5931798041190446e-16,5.5919057691086913e-16,1.0397543389567854e-19,1.5689431720101101e-15,2.3428067118150982e-20,5.4114561961012949e-14,1.0892511774745899e-36,1.0191915659736273e-36,1.0191919123967112e-36,5.8747343613276704e-19,1.9300804373773622e-21,1.5965762434878118e-18,1.1164485586549271e-20,2.7769027986286256e-22,2.4580313312235815e-22,1.0696286338002907e-26,8.2054210556270263e-31,8.7822558607509525e-32,1.8304992014008817e-36,5.4761207532827024e-40,4.1833800061442577e-38,8.435356599292821e-34,3.8364506941916027e-39,9.8570341206963181e-16,4.0359510297466718e-21,2.7032236809683189e-24,7.3360583935547344e-25,7.7433305731316621e-26,4.0511073490120868e-25,4.2703733631201111e-32,2.4503706298601991e-32,1.1929577586234944e-30,1.9754059308720619e-35,4.23055758055145e-31,1.2064046895088111e-35,7.2306216090396869e-37,5.1415626467312405e-35,1.0846737149512329e-35,1.0846340246524547e-35,6.6082334039488173e-41,2.1400988242088618e-29,8.9586877183070065e-32,2.6324263450891337e-35,1.7932534672251385e-38,3.7887455638183367e-39,5.8215176716433354e-43,2.550356544209106e-43,2.6485224957035016e-49,6.6274966465712621e-32,2.5011527280851857e-33,3.3096092027085125e-40,4.4366898836433251e-50,1.9551386678326225e-54,9.5269767378941091e-55,1.0791215211395727e-38,6.966803676894548e-18,6.0196067829167033e-23,2.9890891331713823e-23,1.1057293914784688e-21,4.1608635972499385e-42,1.0255753521102233e-43,2.553253861858363e-43,5.2140573130349321e-48,1.4572273508675181e-47,3.0433754953126427e-49,1.4932850612503941e-14,9.2535421350375546e-20,3.3584821234286684e-13,2.3444898674172608e-17
3.8110230693815215e-13,0.364735069324705,9.1240028203918078e-13,3.0249445650010663e-19,3.0330049635568035e-19,9.4968963571088279e-25,1.7219845280059262e-24,0.0,0.0,4.4647569870556329e-13,5.3167491421737758e-22,154.0,0.0,0.99999859092775811,0.9999999999996243,18.999999999311139,5.7386348903574375e-08,3.5457469886811509e-07,4.2146481370747533e-07,4.2168495312220115e-07,5.9139464663890997e-08,4.5349428149122657e-10,1.8546719746169157e-13,2.3474851468043588e-10,9.413189380278443e-08,5.0748431595385299e-18,8.5475499048342228e-13,7.2006658897797519e-13,6.8923827839695442e-16,6.8907413098519401e-16,1.3349771335395946e-19,1.9109787913333023e-15,3.064969837614397e-20,6.2201757643457667e-14,1.773146383349209e-36,1.6591007074478911e-36,1.6591013118354245e-36,7.2448079325934838e-19,2.3784696885581133e-21,1.8179410355513573e-18,1.2732409632756606e-20,3.3004825334801114e-22,3.1495492799418141e-22,1.475213159386544e-26,1.216886808432862e-30,1.3024782387194838e-31,2.9172034625924998e-36,8.7358857286155569e-40,6.2686872490916378e-38,1.2510418872933336e-33,5.83703921005251e-39,1.2005902036550653e-15,4.6388171257365617e-21,3.3305779179763629e-24,8.8549621379847994e-25,8.9724579070090953e-26,5.0486496992886846e-25,5.2614820316934366e-32,3.0190741766754805e-32,1.5986211581555713e-30,2.6867341584652075e-35,5.6691168341722766e-31,1.6235979225362354e-35,9.6958463710621183e-37,7.1432830888848018e-35,1.5624451076536962e-35,1.562383667699308e-35,1.0229371109487508e-40,3.0094016570882363e-29,1.2585002270536906e-31,3.9688940644754887e-35,2.9007302197139949e-38,6.123167861115577e-39,9.9927118577442684e-43,4.4243995948169207e-43,4.9248713736270507e-49,9.2433080386612159e-32,3.7478605228850736e-33,5.1231876602183187e-40,8.2500607925350647e-50,3.8939937584673729e-54,1.8975101223596633e-54,1.5546034443659605e-38,8.5244590927861567e-18,7.3784505650057749e-23,3.6605643119379049e-23,1.4525639490316388e-21,5.9830295621535772e-42,1.5851500874321755e-43,3.9080145424632019e-43,8.1531519368671699e-48,2.3952726532170604e-47,4.712078533300719e-49,1.6010067433016375e-14,1.0636703797744394e-19,3.6007250588904136e-13,2.6949087343690571e-17
4.067432044726533e-13,0.36473506932451116,9.7380909942322283e-13,3.4462231006083261e-19,3.4571041037747471e-19,1.1545535944618074e-24,2.0943038361088378e-24,0.0,0.0,4.854010132135895e-13,6.1485394064968112e-22,154.0,0.0,0.99999849627828785,0.99999999999959899,18.999999999218019,6.1247347936080549e-08,3.6991755512242997e-07,4.497888271987335e-07,4.5004188821208074e-07,6.6343772887773176e-08,5.1641585917373004e-10,1.979418027577003e-13,2.6489395642033104e-10,1.0559894412550747e-07,5.7790112305281389e-18,9.736190633950679e-13,8.2012707243187944e-13,8.3785493039372807e-16,8.3764712114488186e-16,1.6843027953919771e-19,2.2963202880188825e-15,3.9378969265625151e-20,7.0851741302118484e-14,2.7963010788367972e-36,2.6164501418749867e-36,2.6164511588711128e-36,8.8136128298921957e-19,2.8914038254808087e-21,2.0513987006291098e-18,1.4387329051229524e-20,3.873707707496176e-22,3.9660258397865749e-22,1.9901154999395696e-26,1.7570402548304458e-30,1.8806896608332769e-31,4.5055824210099857e-36,1.3506019526642882e-39,9.1340708611346574e-38,1.8064358314553993e-33,8.6424971227762999e-39,1.4426841896544468e-15,5.2835784233467588e-21,4.0480536501417192e-24,1.0547030462371626e-24,1.0292496982003126e-25,6.1982968233140782e-25,6.3949742259919663e-32,3.6694779427197994e-32,2.1001824783476528e-30,3.5760143774155441e-35,7.4477368095123983e-31,2.140996357494426e-35,1.2745269178194137e-36,9.6934397920947684e-35,2.1959228531735001e-35,2.1958304981458232e-35,1.5376448212047544e-40,4.1371014142004389e-29,1.7283531431392465e-31,5.8234512208352376e-35,4.5458118439206865e-38,9.5872674796180966e-39,1.6544963332630807e-42,7.4031031702668895e-43,8.7943138394016011e-49,1.2603637136615584e-31,5.4656257842632225e-33,7.7010039753034071e-40,1.4732318089711223e-49,7.4164425659402912e-54,3.6140640312451691e-54,2.1851207051813908e-38,1.0289705874420766e-17,8.9200847233801039e-23,4.4219383485889289e-23,1.8739159085533025e-21,8.3939308592150853e-42,2.3791204675373857e-43,5.8160820168068812e-43,1.2362479026349789e-47,3.8055632585005863e-47,7.082984849746475e-49,1.7087291173693614e-14,1.2116169683035128e-19,3.8429655588566518e-13,3.0697215484351173e-17
4.3238410200715443e-13,0.3647350693243056,1.035220655134838e-12,3.8950289195093939e-19,3.9093846182934704e-19,1.3869433328998875e-24,2.5169340957834385e-24,0.0,0.0,5.2544637247289202e-13,7.0527730507038309e-22,154.0,0.0,0.99999840164302389,0.99999999999957367,18.999999999119318,6.5108346355703387e-08,3.8447592502296979e-07,4.7810876260440379e-07,4.7839730288747337e-07,7.3845293703903412e-08,5.8340307409494945e-10,2.1041573914078846e-13,2.9655387708527401e-10,1.1753906592128963e-07,6.5286812244060359e-18,1.1002161178645733e-12,9.2668260645133299e-13,1.006422473345783e-15,1.0061633969351617e-15,2.0927806948126704e-19,2.7268412170424233e-15,4.9798341083587933e-20,8.0064483806645284e-14,4.2887334530644139e-36,4.0128965503014897e-36,4.0128982080954664e-36,1.059479931425332e-18,3.4732178254354018e-21,2.2965853451459225e-18,1.6126651993288961e-20,4.496893194408267e-22,4.9188105241295635e-22,2.6332967568965355e-26,2.478191332793526e-30,2.6526835383768692e-31,6.7701891198130444e-36,2.0314814803057971e-39,1.2987402358269426e-37,2.547973366640937e-33,1.2494385423524312e-38,1.7131624247100058e-15,5.9702256180980074e-21,4.8616667269868331e-24,1.2416920864610837e-24,1.170346864481935e-25,7.5108653098565894e-25,7.6803548966372609e-32,4.4070358915500528e-32,2.7117232586728633e-30,4.6708903044168333e-35,9.6163489912211754e-31,2.7735381072457063e-35,1.6464868081286598e-36,1.2887136026988795e-34,3.0205010942910962e-35,3.0203657908152857e-35,2.2526939881110147e-40,5.5755415435273962e-29,2.3269505248225001e-31,8.3432362745616619e-35,6.9284556867733711e-38,1.4599364591121436e-38,2.6539760370886802e-42,1.2000294696138088e-42,1.5155082494555335e-48,1.6848453363088281e-31,7.7831468340591055e-33,1.1282192509169593e-39,2.5388340954833219e-49,1.3580691602397285e-53,6.6181024800389649e-54,3.0059429554806912e-38,1.2273406240040983e-17,1.0654172554101139e-22,5.2779388919445466e-23,2.3793460316213164e-21,1.152548758912185e-41,3.4801777530049602e-43,8.4453498181847607e-43,1.8248030623107887e-47,5.8689660149639891e-47,1.0374804149187528e-48,1.8164521903291924e-14,1.3691940387328502e-19,4.0852036266843517e-13,3.4689278849852722e-17
4.580249995416556e-13,0.36473506932408856,1.0966349490429134e-12,4.3713748923467827e-19,4.3899481064760925e-19,1.648593814595922e-24,2.99311683404877e-24,0.0,0.0,5.6661172792505305e-13,8.0317616224362099e-22,154.0,0.0,0.99999830702124048,0.99999999999954836,18.999999999015088,6.896934416249638e-08,3.9828991949235841e-07,5.0642462357554046e-07,5.0675124272222774e-07,8.1628830508579282e-08,6.5445227694508704e-10,2.2288902666136062e-13,3.2968270361081416e-10,1.2992807086701518e-07,7.3238122987155059e-18,1.2345457440528505e-12,1.039730996958068e-12,1.1961950203514006e-15,1.1958763727213734e-15,2.565500058761412e-19,3.2043191749180765e-15,6.2097624076761734e-20,8.9839956931064841e-14,6.4175967158927247e-36,6.0048436865600147e-36,6.0048463139992411e-36,1.2602052596731434e-18,4.1282457446406298e-21,2.5531480255731507e-18,1.7947864486150423e-20,5.1702805665569348e-22,6.0193156965573914e-22,3.4253699500807085e-26,3.4237265584742157e-30,3.6649234745753164e-31,9.9289744056334461e-36,2.9823010964247522e-39,1.8072260204749526e-37,3.5202896933520273e-33,1.7685404828293627e-38,2.0131416752639449e-15,6.698749526165538e-21,5.7774271429079516e-24,1.4468830690036814e-24,1.3205394099418275e-25,8.9971692707171924e-25,9.1271197432222835e-32,5.2371966784611964e-32,3.4482919557801255e-30,6.0010141336475127e-35,1.2228313046698894e-30,3.5372018817214532e-35,2.0946537160294339e-36,1.6827453741967898e-34,4.0765856210293614e-35,4.0763918399379667e-35,3.2262845760986476e-40,7.3832827401146454e-29,3.0783214776207826e-31,1.1703811799552377e-34,1.0303251338465041e-37,2.1691298002796447e-38,4.1396258455991697e-42,1.8913510498525178e-42,2.5306451509715123e-48,2.2131786602392521e-31,1.0852379462919496e-32,1.615823670549691e-39,4.2394954862371324e-49,2.4016825143761304e-53,1.1704116326370922e-53,4.0573416975042803e-38,1.4486094456111522e-17,1.2590085603939285e-22,6.2331508546575782e-23,2.9788951339270401e-21,1.5527769750906623e-41,4.9766917244800628e-43,1.1999356131399811e-42,2.6305969440074784e-47,8.8166421294462064e-47,1.485361180174962e-48,1.9241759690511572e-14,1.5364016513187416e-19,4.3274392657273063e-13,3.8925273197303884e-17
4.836658970761567e-13,0.36473506932386013,1.1580519810209015e-12,4.875273879244916e-19,4.8989008232554839e-19,1.9412400073355694e-24,3.526105514665273e-24,0.0,0.0,6.0889703191484901e-13,9.0878294435236849e-22,154.0,0.0,0.99999821241224873,0.99999999999952305,18.99999999890537,7.2830341356510269e-08,4.1139759859923887e-07,5.3473641375988267e-07,5.35103751918808e-07,8.9679963693818509e-08,7.295598216885748e-10,2.3536168476647477e-13,3.6423623427698976e-10,1.4274300737798088e-07,8.1643636476444515e-18,1.3766075443615578e-12,1.159270051129978e-12,1.408426260910847e-15,1.4080390291117618e-15,3.1075821733968266e-19,3.7304407076244485e-15,7.6473581648598642e-20,1.0017813332662879e-13,9.3946189489200853e-36,8.7904038847235998e-36,8.7904079458969829e-36,1.484909278452372e-18,4.8608207252855893e-21,2.8207444188477422e-18,1.9848527965569581e-20,5.8940531103668941e-22,7.279001564516651e-22,4.3886079980876782e-26,4.6437479593183299e-30,4.9710685759499533e-31,1.4250251082668679e-35,4.2845382706604243e-39,2.4671013780669792e-37,4.7749333096133984e-33,2.4566288220547824e-38,2.3436815030805503e-15,7.4691410777838159e-21,6.8013390583203517e-24,1.6706542218010035e-24,1.4798289181019451e-25,1.0668020938450218e-24,1.0744755247721645e-31,6.1654036696570829e-32,4.3259036792200366e-30,7.5980455569755538e-35,1.5340415855784246e-30,4.4490066777799341e-35,2.6288084838992668e-36,2.1625461711852694e-34,5.4099265099469171e-35,5.4096545126206767e-35,4.5284978104623435e-40,9.625363531016575e-29,4.0090972825533666e-31,1.6112348350618478e-34,1.4989590248118478e-37,3.1529305300335252e-38,6.2977355986277337e-42,2.9072363068313207e-42,4.1086754003435419e-48,2.8621919177991337e-31,1.4850777201136383e-32,2.2680125025083017e-39,6.8832204611823117e-49,4.1172303498578322e-53,2.0065023110219335e-53,5.384923813532226e-38,1.69379867082732e-17,1.4736912450110789e-22,7.2920207094012037e-23,3.6830695873357371e-21,2.0570099694365188e-41,6.9747911360755359e-43,1.6722006754224913e-42,3.7134943649659243e-47,1.2939356085748606e-46,2.0839158650769562e-48,2.031900460399668e-14,1.71323986693139e-19,4.5696724793361402e-13,4.3405194287220386e-17
5.093067946106578e-13,0.3647350693236203,1.2194717509466828e-12,5.4067387298215234e-19,5.436353538554166e-19,2.2666168877953753e-24,4.1191660645450344e-24,0.0,0.0,6.5230223766356733e-13,1.0223313608812145e-21,154.0,0.0,0.99999811781539449,0.99999999999949774,18.999999998790216,7.6691337937793176e-08,4.2383507640841731e-07,5.6304413680185884e-07,5.634548733495601e-07,9.7985010923363795e-08,8.0872206556112714e-10,2.4783373231799781e-13,4.0017159744422942e-10,1.5596209737950307e-07,9.0502945019924137e-18,1.5264011330647556e-12,1.2852975774005044e-12,1.6443694611697573e-15,1.6439039142037465e-15,3.724174101416005e-19,4.3068059655801175e-15,9.3129555744521253e-20,1.1107898649548563e-13,1.3484475845032627e-35,1.2617232493328642e-35,1.2617238631067861e-35,1.7349674827321376e-18,5.6752750023508898e-21,3.0990425027997712e-18,2.1826277370398008e-20,6.6683476179009855e-22,8.7093643970240893e-22,5.5469496502784048e-26,6.1955931405431888e-30,6.6325314991577431e-31,2.0060219438083384e-35,6.037414280560463e-39,3.310792271990177e-37,6.3709023774725979e-33,3.3553163352673495e-38,2.7057871898461637e-15,8.2813913111606715e-21,7.9394008198399088e-24,1.9133463283307906e-24,1.6482168612868216e-25,1.2534230273256147e-24,1.2542738706379159e-31,7.1970949605475998e-32,5.3615400056027303e-30,9.4956513058177762e-35,1.9012870819064149e-30,5.5270115801084641e-35,3.2593232698460102e-36,2.7400219493498889e-34,7.0719506585500603e-35,7.0715756919078931e-35,6.2428170066365751e-40,1.2373549651579296e-28,5.148602239816434e-31,2.1810924577354678e-34,2.1382933677316024e-37,4.4937097530355637e-38,9.3688992046818338e-42,4.3695600792855302e-42,6.5046454479619886e-48,3.650153292143711e-31,1.9983558934238529e-32,3.1265967723546547e-39,1.0897337804990369e-48,6.863890436429871e-53,3.3451556904684232e-53,7.0399651823199891e-38,1.9638990672543701e-17,1.7103467215197661e-22,8.4588606545941563e-23,4.5028272621559038e-21,2.6842142144216376e-41,9.6005664683401639e-43,2.2902592918554781e-42,5.1449147517334195e-47,1.8597720540939643e-46,2.8711553211048826e-48,2.139625671233516e-14,1.8997087470544099e-19,4.8119032708583303e-13,4.8129037883521868e-17
5.34947692145159e-13,0.36473506932336935,1.2808942587024336e-12,5.9657822831989559e-19,6.0024214009492106e-19,2.6264594460352597e-24,4.7755773842570756e-24,0.0,0.0,6.9682729924312462e-13,1.1440563984998824e-21,154.0,0.0,0.99999802323005793,0.99999999999947242,18.999999998669669,8.0552333906390855e-08,4.3563662045833495e-07,5.9134779634259276e-07,5.9180464859673092e-07,1.0653098944420249e-07,8.9193536906680821e-10,2.6030518761021195e-13,4.3744721153539989e-10,1.6956467631843866e-07,9.9815641291377581e-18,1.6839261359516916e-12,1.4178113854580156e-12,1.9052774641595962e-15,1.9047231446905411e-15,4.420443567341723e-19,4.9349331200914859e-15,1.1227511216301176e-19,1.2254249076514799e-13,1.9014150709844528e-35,1.7791286118086113e-35,1.7791295208008362e-35,2.011758846386719e-18,6.5759399102194281e-21,3.3877202462308347e-18,2.3878818891258751e-20,7.4932637938627833e-22,1.0321927127032837e-21,6.9260039038518011e-26,8.1443568159117702e-30,8.7190381898152135e-31,2.7751055896803748e-35,8.3604176036520247e-39,4.3752246903705186e-37,8.3751827464866956e-33,4.5135391045918967e-38,3.100412511908442e-15,9.1354913668510163e-21,9.1976049795876399e-24,2.175266391592407e-24,1.8257050456845378e-25,1.4606604549131332e-24,1.4530538260209679e-31,8.3377033932506606e-32,6.57314879848967e-30,1.1729505034379971e-34,2.3309317186679498e-30,6.7903155686412809e-35,3.9971614326308279e-36,3.4278779981348087e-34,9.120094245635123e-35,9.1195856402582856e-35,8.4677402157565663e-40,1.5706572854439116e-28,6.5289395876340393e-31,2.9079936665785168e-34,2.9967216769751444e-37,6.29211935452361e-38,1.3659360949734393e-41,6.4357767096221009e-42,1.0066236363794108e-47,4.5967815880646711e-31,2.6485996618589828e-32,4.2409073472293215e-39,1.6864398548945512e-48,1.1158108873221481e-52,5.438111491148667e-53,9.0797444122446525e-38,2.2598714797474843e-17,1.9698297825330581e-22,9.7378526543214835e-23,5.4495638939010909e-21,3.45549820807174e-41,1.3002393336452584e-42,3.0881103689431567e-42,7.0092117795534416e-47,2.6233393535906735e-46,3.8918311248480841e-48,2.2473516084058553e-14,2.0958083537843237e-19,5.0541316436381975e-13,5.3096799753528674e-17
