Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800)
3.0293573313123897e-11,0.6462364558256612,3.2695980319059011e-17,3.0198182713285919e-23,2.800466433017153e-23,9.6359566976816248e-35,3.4201406387868812e-27,0.0,0.0,3.595004543939038e-14,7.036025546659088e-23,154.0,0.0,0.99999989306757076,1.0,18.999999998117012,1.9150879410084855e-08,1.6584996397400282e-11,4.2120795842452135e-08,4.3305358777522622e-08,2.6898685574934992e-10,1.533758748253479e-09,6.0542314791192223e-14,3.4914532305552951e-10,1.8655570659394418e-10,8.1624032115384626e-17,2.7555394925253032e-13,9.7226228873422563e-15,5.2318432212602766e-17,5.2247783008586924e-17,4.310264825417408e-20,1.726520014621884e-18,2.7546555702145198e-20,1.7892775326861839e-14,4.5957731334962843e-37,4.5137708168519946e-37,4.5137709428084512e-37,4.7217131438053948e-18,2.2681921582865445e-22,1.1011494004246502e-17,2.3515207290230449e-22,3.0116205041644927e-25,1.8969921193675626e-24,2.2915044873858549e-27,8.0476972511601235e-30,1.9467771261806805e-32,2.0978211022584636e-35,1.1888053586665597e-38,2.891975474952893e-39,9.4568689693239738e-33,2.7482662668144361e-41,2.4893593164454797e-18,6.9123952969487678e-25,1.6715926152999755e-26,1.0216357252692978e-29,8.7158903821382435e-31,2.5127353262201276e-28,1.3529178886600777e-33,7.5095517524721133e-34,3.9547272772995363e-32,1.9187025937302271e-37,9.4962279469335435e-34,6.698421508864151e-38,1.4218227433298419e-41,4.9077592649859343e-37,2.4138854240200448e-38,2.4134241705273722e-38,4.612534926725925e-42,5.9535691028748296e-29,1.8353121266349372e-34,1.0716182835046498e-36,3.3426887347871297e-38,5.7635200550033452e-39
3.1626571338877023e-11,0.6462364558250934,3.4143214051326986e-17,3.3022024572352472e-23,3.0528886874479249e-23,1.1436876966224043e-34,3.8922957388531071e-27,0.0,0.0,3.914320673054733e-14,8.0142751207085312e-23,154.0,0.0,0.99999988836226894,1.0,18.99999999796318,1.9993566738767536e-08,1.6584997955057254e-11,4.3906087626979592e-08,4.5208071273783835e-08,2.8124253435422917e-10,1.6693823549794364e-09,6.3202420903440899e-14,3.6734641338094593e-10,1.9505562674647179e-10,8.8841952360612061e-17,3.0031126474756229e-13,1.0583569475008039e-14,5.9476135744423902e-17,5.9395445124693723e-17,4.9086501346150635e-20,1.8871885638235589e-18,3.1604118312466503e-20,1.950038685184093e-14,6.2019739561297251e-37,6.0913127835234184e-37,6.0913129610088492e-37,5.3745819714848378e-18,2.5798297669990909e-22,1.1585534753801157e-17,2.4748595197113582e-22,3.2924047692296686e-25,2.1695595498099031e-24,2.7406344159430404e-27,1.0064527068302026e-29,2.4346405223523052e-32,2.7430137402029722e-35,1.5568631783112063e-38,3.6170492709356872e-39,1.1827461337329807e-32,3.6003651324681437e-41,2.7210152097350459e-18,7.5265588949383737e-25,1.9001064172075268e-26,1.1188791186659234e-29,9.5036983595300466e-31,2.8573443009362622e-28,1.5378720124372765e-33,8.5361712484691959e-34,4.6958306627702964e-32,2.2788782651738723e-37,1.1275769822068885e-33,7.9549778526955445e-38,1.6882821674933796e-41,5.8360397857829967e-37,2.9927696993880909e-38,2.9921726043571754e-38,5.970950309156291e-42,7.1582908352879617e-29,2.2030411559204238e-34,1.3435034631432294e-36,4.3838150716001511e-38,7.5360067562414059e-39
3.295956936463015e-11,0.6462364558245046,3.5591165443980885e-17,3.5981125457145427e-23,3.3162516374829835e-23,1.347895325905298e-34,4.4060690397239368e-27,0.0,0.0,4.2470578271115821e-14,9.0804828176142154e-23,154.0,0.0,0.99999988365696635,1.0,18.999999997803798,2.0836253861330513e-08,1.6584995862211033e-11,4.5685834803247633e-08,4.7110776915549653e-08,2.9349821498696351e-10,1.8105504504613979e-09,6.5862516775860135e-14,3.8555427106579779e-10,2.035555483099731e-10,9.6354962244602852e-17,3.2613296013924702e-13,1.1479869354627949e-14,6.7253436996934482e-17,6.7161800001989088e-17,5.5595807822379245e-20,2.0550088454097095e-18,3.6041187037620618e-20,2.1177116830155293e-14,8.2660371058989703e-37,8.1185478212831649e-37,8.1185480678473698e-37,6.085158297499361e-18,2.9186911876256962e-22,1.2159788954526062e-17,2.5983128538284913e-22,3.5853656529198133e-25,2.4669199793080653e-24,3.252650313958438e-27,1.2466831241016315e-29,3.0157436466980171e-32,3.5458398272589643e-35,2.0156712858186283e-38,4.4807611019652324e-39,1.4651317733224434e-32,4.6622310288307957e-41,2.9629823993938713e-18,8.1662557592757302e-25,2.1483824054831647e-26,1.2204702458041808e-29,1.0325853278309408e-30,3.2319129739567756e-28,1.7388215979528471e-33,9.6515768647864454e-34,5.5362472780743241e-32,2.6873995931157861e-37,1.3293779276236582e-33,9.3800874715852604e-38,1.9904507473943381e-41,6.8898385005316812e-37,3.6775880219251263e-38,3.6768232949349355e-38,7.6472699019146886e-42,8.5386229403537961e-29,2.6235163589339856e-34,1.6678885837479916e-36,5.6823360602861389e-38,9.7389935867571882e-39
3.4292567390383277e-11,0.6462364558238957,3.7039834437125236e-17,3.9076576653182644e-23,3.5905616651297301e-23,1.5782767917458663e-34,4.963226650066665e-27,0.0,0.0,4.593197301911553e-14,1.0238636524728856e-22,154.0,0.0,0.99999987895166298,1.0,18.999999997638888,2.1678940777773838e-08,1.6584994231947179e-11,4.7460060856011538e-08,4.9013477342557283e-08,3.0575389528300675e-10,1.9572395502412493e-09,6.8522605650411814e-14,4.0376725637157332e-10,2.1205546964451856e-10,1.0416181185917228e-16,3.5301903208707804e-13,1.2411385837699084e-14,7.5675218262552273e-17,7.5571691955065972e-17,6.2651974287957267e-20,2.229980377849533e-18,4.0874333097239637e-20,2.2922965338670237e-14,1.0891544019645767e-36,1.069720931805036e-36,1.0697209656124731e-36,6.8559069917607957e-18,3.2859026134436406e-22,1.2734204883845793e-17,2.7218734364908606e-22,3.8904576179331488e-25,2.7901208246274005e-24,3.8331223904823692e-27,1.5307286248196223e-29,3.7028268943689339e-32,4.5357059982584781e-35,2.5823886977900566e-38,5.5020629508424116e-39,1.7990418556391943e-32,5.9732204828823853e-41,3.2152601699389615e-18,8.8314166887045689e-25,2.4172133310312855e-26,1.3263972748307012e-29,1.1182467561141964e-30,3.6376600519686841e-28,1.9564083106152082e-33,1.0859330320698335e-33,6.48442231422559e-32,3.1483842289607471e-37,1.5570534041082429e-33,1.0988096866833943e-37,2.3313651417161731e-41,8.0799223594558579e-37,4.4822186463847995e-38,4.4812488131607095e-38,9.6983322408974749e-42,1.011105333088438e-28,3.1015367210272657e-34,2.0519816840282571e-36,7.2867323589805697e-38,1.2451427223581487e-38
3.5625565416136403e-11,0.6462364558232665,3.848922097151203e-17,4.2309465048746606e-23,3.8758251995102629e-23,1.8369739964254201e-34,5.5655357124952778e-27,0.0,0.0,4.9527204774899086e-14,1.1492747566467299e-22,154.0,0.0,0.99999987424635883,1.0,18.999999997468475,2.2521627488097559e-08,1.6584994892101072e-11,4.9228789170554563e-08,5.0916173802058988e-08,3.1800957419156593e-10,2.1094262693316856e-09,7.1182689490205028e-14,4.219841220459165e-10,2.2055539002133203e-10,1.1226125660151821e-16,3.8096947803629613e-13,1.3377982805422454e-14,8.4766265644605377e-17,8.4649869256364075e-17,7.0276324587077272e-20,2.4121026790474299e-18,4.6120063535312151e-20,2.4737932511203009e-14,1.4199917003966407e-36,1.3946553241353766e-36,1.3946553699330126e-36,7.6892949963500551e-18,3.6825886714410426e-22,1.3308743201440197e-17,2.8455338698679626e-22,4.2076353581716985e-25,3.14020533117157e-24,4.487848457747179e-27,1.8643123364011117e-29,4.5097320858213085e-32,5.7459450393712904e-35,3.2765161338831905e-38,6.7015459246379158e-39,2.1912110561071402e-32,7.5779470808038898e-41,3.4778478050758713e-18,9.5219728127587031e-25,2.707388908422246e-26,1.4366484438571756e-29,1.2073603415950138e-30,4.0758009035085028e-28,2.1912713581719884e-33,1.2162979693727194e-33,7.5491371969258419e-32,3.66611401903046e-37,1.8127119117396831e-33,1.2793924220354288e-37,2.7141829076123127e-41,9.4174906754211162e-37,5.4216946811235195e-38,5.4204758552659153e-38,1.2188258576032344e-41,1.1892831600838204e-28,3.6421034732287541e-34,2.50360650937672e-36,9.2519819596940811e-38,1.5762365249801734e-38
3.695856344188953e-11,0.6462364558226171,3.9939324988397625e-17,4.5680873153495479e-23,4.172048716904108e-23,2.1262124425103172e-34,6.2147644111201259e-27,0.0,0.0,5.3256088165546591e-14,1.2846850589822144e-22,154.0,0.0,0.99999986954105413,1.0,18.999999997292591,2.3364313992301725e-08,1.6584995954081128e-11,5.0992043033108441e-08,5.2818867243131701e-08,3.30265252798363e-10,2.2670873217956432e-09,7.3842768246413816e-14,4.4020391901372539e-10,2.2905531019341616e-10,1.2065205716533582e-16,4.0998429602907907e-13,1.4379524706300876e-14,9.4551269457388321e-17,9.4420984535538688e-17,7.8490100147170231e-20,2.601375265968862e-18,5.1794821563443143e-20,2.6622018526256718e-14,1.8332603057178061e-36,1.8005503003533619e-36,1.8005503617024796e-36,8.5877912641072842e-18,4.1098724252984697e-22,1.3883373978072765e-17,2.9692824573715272e-22,4.5368537786445593e-25,3.5182125948824695e-24,5.2228528246395757e-27,2.2536309870086029e-29,5.4514462612144715e-32,7.2141478095876636e-35,4.1201025722291245e-38,8.1015054567979511e-39,2.6489321255155213e-32,9.5267189532103578e-41,3.7507445871592364e-18,1.0237855585683433e-24,3.019695829502901e-26,1.5512120477228835e-29,1.2999200627555456e-30,4.5475476463308707e-28,2.4440475017243146e-33,1.3566059480889128e-33,8.7395086521425721e-32,4.2450345478134135e-37,2.0985424526884469e-33,1.4813057797697713e-37,3.1421821639932385e-41,1.0914173920085389e-36,6.512249109036612e-38,6.5107302044291011e-38,1.5189046075087681e-41,1.3901970976510468e-28,4.2504191039678187e-34,3.0312247714861398e-36,1.1640101990242703e-37,1.9771741469592827e-38
3.8291561467642657e-11,0.6462364558219474,4.1390146429441892e-17,4.9191879117027406e-23,4.4792387407888946e-23,2.4483011655929722e-34,6.9126819791732617e-27,0.0,0.0,5.7118438632886132e-14,1.4305003450758659e-22,154.0,0.0,0.99999986483574854,1.0,18.999999997111249,2.4207000290386386e-08,1.6584995781279721e-11,5.2749845631272995e-08,5.472155838314911e-08,3.4252093204425821e-10,2.430199520326657e-09,7.6502844006253769e-14,4.5842592990097113e-10,2.3755523081330461e-10,1.2933297945544459e-16,4.4006348457145897e-13,1.5415876553742017e-14,1.050548246255004e-16,1.0490959517813428e-16,8.731446032241548e-20,2.7977976556777029e-18,5.7914986882115139e-20,2.8575223598362948e-14,2.3453423568253405e-36,2.3034957245463069e-36,2.3034958058766942e-36,9.5538666980419693e-18,4.5688753781948698e-22,1.4458074582828764e-17,3.0931183383212339e-22,4.8780679935323924e-25,3.9251775822683616e-24,6.0443851964107621e-27,2.7053729258014559e-29,6.5441452286482009e-32,8.9825080435668497e-35,5.1379608620513426e-38,9.7260061427598945e-39,3.1800772179797313e-32,1.18759916752357e-40,4.0339497986884925e-18,1.0978996781796919e-24,3.3549177768212111e-26,1.6700764307126182e-29,1.3959365943705467e-30,5.0541088764380354e-28,2.7153710666040737e-33,1.5072090658564092e-33,1.0064987778928138e-31,4.8897546865229299e-37,2.4168143081336991e-33,1.7061554387267668e-37,3.6187612574803941e-41,1.2582032525696321e-36,7.7713596675487287e-38,7.7694815491871636e-38,1.878118361565053e-41,1.6157250239952111e-28,4.931886376605347e-34,3.6439580505795328e-36,1.4520709533929624e-37,2.4591149046953482e-38
4.0957557519148917e-11,0.646236455820548,4.4293941352222359e-17,5.663697552922906e-23,5.1265446381615486e-23,3.2006828521993556e-34,8.4616659480513446e-27,0.0,0.0,6.5242806581057886e-14,1.7549805480854597e-22,154.0,0.0,0.99999985542513514,1.0,18.999999996732303,2.5892372268197376e-08,1.6584991593819551e-11,5.6249189294177415e-08,5.8526935761234255e-08,3.6703229253240025e-10,2.7726850970139131e-09,8.1822989295816715e-14,4.9487459222152324e-10,2.5455507345132716e-10,1.4756027901499014e-16,5.0341496906742411e-13,1.7592472952170161e-14,1.2831549415989336e-16,1.2813705825406584e-16,1.0687916361882645e-19,3.2120899135512162e-18,7.1556741993865991e-20,3.2688991914164634e-14,3.7442363744227571e-36,3.6774307404469893e-36,3.6774308793803459e-36,1.1698648070445793e-17,5.5865171073488038e-22,1.5607622156855092e-17,3.3410389764568177e-22,5.5963053689924053e-25,4.8301000591479726e-24,7.9731532080069066e-27,3.8254454080587365e-29,9.253403747009099e-32,1.3613680896194208e-34,7.8109440292168797e-38,1.3754120974344703e-38,4.4971520988503295e-32,1.8035460405906639e-40,4.6312826427472406e-18,1.253678311907974e-24,4.0972265133513702e-26,1.9206611877744115e-29,1.5983589202269372e-30,6.1764927290367227e-28,3.3161856471166987e-33,1.8407023846729056e-33,1.3160739766295283e-31,6.3958430011073138e-37,3.160159148720372e-33,2.231369685617223e-37,4.7318514834659682e-41,1.6481660217708667e-36,1.0871652014697307e-37,1.0868841231482134e-37,2.8107832151713829e-41,2.1485182651680309e-28,6.5368824403281161e-34,5.1646835042238323e-36,2.2079397395057265e-37,3.7169584010708974e-38
4.3623553570655176e-11,0.6462364558190692,4.7200605278446992e-17,6.4653292981298125e-23,5.817796024854972e-23,4.1142594827545792e-34,1.0226662757873461e-26,0.0,0.0,7.3898848087299423e-14,2.1260076421967613e-22,154.0,0.0,0.99999984601451852,1.0,18.99999999633182,2.7577743421530927e-08,1.658499096134736e-11,5.9727003703267395e-08,6.2332308854629917e-08,3.9154365069381314e-10,3.1366994577158919e-09,8.7143128330624517e-14,5.3132719070232758e-10,2.7155491449388787e-10,1.6693338681400085e-16,5.7102392521939721e-13,1.9906703315602149e-14,1.5474314092283163e-16,1.5452682773618564e-16,1.2913808081392958e-19,3.6549755955089496e-18,8.7175105551634052e-20,3.7079239658983499e-14,5.8025327082192998e-36,5.6990034767003811e-36,5.6990037061146644e-36,1.4143443082358786e-17,6.7444547752612037e-22,1.6757293881967558e-17,3.5892727956524374e-22,6.3619927645339976e-25,5.8631706347826562e-24,1.0328616596942746e-26,5.2885478265761931e-29,1.279232980755474e-31,2.0082997606408178e-34,1.1558026831503746e-37,1.9016232603174715e-38,6.2178049110586803e-32,2.664912695211223e-40,5.2698406064326193e-18,1.4194792281647497e-24,4.9405248951786634e-26,2.1883105361181051e-29,1.8146572913287007e-30,7.4525552331411209e-28,3.99874139376189e-33,2.2195678921848515e-33,1.6918654345775511e-31,8.224498525029153e-37,4.0624978257770194e-33,2.8690116382126371e-37,6.0830322761286622e-41,2.1221411255277206e-36,1.4888986354774128e-37,1.4884885674649374e-37,4.1006801247520084e-41,2.8042241713223324e-28,8.504282314618359e-34,7.1527634108475242e-36,3.2659487455357042e-37,5.4654412843617333e-38
4.6289549622161436e-11,0.6462364558175115,5.0110137749371679e-17,7.3249301582728471e-23,6.5530467916065094e-23,5.2105038028534443e-34,1.2221864822239591e-26,0.0,0.0,8.308511511977475e-14,2.5469103251682382e-22,154.0,0.0,0.99999983660389902,1.0,18.999999995909992,2.9263113750387436e-08,1.6584994894073888e-11,6.3183470850999128e-08,6.613767936968837e-08,4.1605500594774833e-10,3.5220606122785515e-09,9.2463263751304705e-14,5.6778201900119686e-10,2.8855475353821359e-10,1.8744261694093728e-16,6.4289034914891354e-13,2.2357507845669792e-14,1.8453113063496608e-16,1.8427197421393003e-16,1.542575668265548e-19,4.1264508429205401e-18,1.0489885384946056e-19,4.1745969283880349e-14,8.7598645625815097e-36,8.6035719887467728e-36,8.6035723563935075e-36,1.6908083138051852e-17,8.0516044952772128e-22,1.7907035937564161e-17,3.8378081485250592e-22,7.1747789338451105e-25,7.0325223524314956e-24,1.3168776268096027e-26,7.1677022213678416e-29,1.7337515782257068e-31,2.8931818374454694e-34,1.6701305616881053e-37,2.5775083946552872e-38,8.428023508250442e-32,3.8439584745520633e-40,5.9496179568500896e-18,1.5952489642853826e-24,5.8909753909224711e-26,2.4729331762125802e-29,2.0448595286582055e-30,8.8918464528186992e-28,4.7680263082818108e-33,2.6465742996615753e-33,2.1426283875402483e-31,1.0418424680556044e-36,5.1448520486442045e-33,3.6339573718917324e-37,7.7037847819129239e-41,2.6913126742007805e-36,2.0012545697561888e-37,2.0006696128331521e-37,5.8495692303618199e-41,3.6006408055824367e-28,1.0884419079771275e-33,9.7070823941007042e-36,4.7152961452267603e-37,7.8441679826360155e-38
4.8955545673667696e-11,0.6462364558158756,5.3022538308156729e-17,8.2433403435916277e-23,7.3323515876958778e-23,6.5122188269768324e-34,1.4461482074119608e-26,0.0,0.0,9.280017197814146e-14,3.0210533674094359e-22,154.0,0.0,0.99999982719327651,1.0,18.999999995466993,3.094848325476728e-08,1.6584996318472011e-11,6.6618771191397377e-08,6.9943048296800234e-08,4.4056636236066953e-10,3.9285881089594077e-09,9.7783396954536244e-14,6.0423808673859222e-10,3.0555459340460346e-10,2.0907836536522688e-16,7.1901423841084309e-13,2.4943835555848045e-14,2.1787134053954468e-16,2.1756408207200121e-16,1.824026958919584e-19,4.6265117955632809e-18,1.2485577119588914e-19,4.6689183425205333e-14,1.2920398307226447e-35,1.2689876290470782e-35,1.2689876864176207e-35,2.0012425254658535e-17,9.516857653656497e-22,1.9056817086161971e-17,4.0866391870677222e-22,8.034316020131146e-25,8.3462240519904674e-24,1.6555135646824345e-26,9.5454950039707218e-29,2.3088678093359623e-31,4.0812607975067548e-34,2.3630935794007248e-37,3.432783429096342e-38,1.1225078928286763e-31,5.4276341343008824e-40,6.6706089588555959e-18,1.780934542930136e-24,6.9546935712867204e-26,2.7744386532048628e-29,2.289002515584494e-30,1.0503864107674829e-27,5.6289904324762174e-33,3.1244692477874707e-33,2.6776442885022615e-31,1.3022894589552224e-36,6.4295068662467447e-33,4.5419776212578188e-37,9.627482153504217e-41,3.3675413996700656e-36,2.6455696118732265e-37,2.6447516640150674e-37,8.1794785815945207e-41,4.5568086901595346e-28,1.3730737704332343e-33,1.2939071417576538e-35,6.6633488364555766e-37,1.101944361190267e-37
5.1621541725173956e-11,0.6462364558141622,5.5937806499458739e-17,9.2213933210470043e-23,8.1557658218965997e-23,8.0435358257885725e-34,1.6959742210765051e-26,0.0,0.0,1.0304259515569006e-13,3.5518372693028438e-22,154.0,0.0,0.99999981778265079,1.0,18.999999995003005,3.2633851934670856e-08,1.6584994338155124e-11,7.0033083653055678e-08,7.3748416175370581e-08,4.6507772044790081e-10,4.356103021427797e-09,1.0310352869077214e-13,6.4069485452073176e-10,3.2255443445046504e-10,2.3183110924243864e-16,7.9939559146290567e-13,2.7664644197202168e-14,2.5495417177308866e-16,2.5459326184188521e-16,2.1373727220542208e-19,5.155154595349831e-18,1.4717265842880249e-19,5.1908884869177404e-14,1.8664903649168918e-35,1.8331893235289518e-35,1.8331894109513751e-35,2.3476350281802555e-17,1.1149080983494381e-21,2.0206620314806128e-17,4.335762092176275e-22,8.94025951311834e-25,9.8122809862779931e-24,2.0552666740474491e-26,1.2514631374415179e-28,3.0269996525639033e-31,5.6503024671013675e-34,3.2814261060350077e-37,4.5008053291202163e-38,1.471818335792378e-31,7.5193817637059835e-40,7.4328078804303868e-18,1.9764834670025727e-24,8.1377485150530265e-26,3.092737315287863e-29,2.5471187203362777e-30,1.2298054174967792e-27,6.586546176820685e-33,3.6559794890669772e-33,3.3067179341541312e-31,1.6085737039029017e-36,7.9400037532587544e-33,5.6097328828663873e-37,1.1889379195467069e-40,4.1633609512372599e-36,3.445739350042246e-37,3.4446158284155075e-37,1.1235216267385235e-40,5.6930163171538791e-28,1.7099764813186821e-33,1.6973329403164148e-35,9.2378681703754161e-37,1.5187121735185507e-37
5.4287537776680216e-11,0.646236455812372,5.88559418691291e-17,1.0259915871284343e-22,9.0233456633589044e-23,9.8299123491072188e-34,1.9730890939019691e-26,0.0,0.0,1.1381097321143923e-13,4.1426979242113573e-22,154.0,0.0,0.99999980837202218,1.0,18.999999994518205,3.4319219790098554e-08,1.6584993444811e-11,7.3426585652030574e-08,7.7553783288663112e-08,4.8958907762724802e-10,4.8044279358705684e-09,1.0842365935679308e-13,6.7715203909546474e-10,3.3955427488492356e-10,2.556914062274556e-16,8.8403440727560525e-13,3.0518900184736654e-14,2.9596856163627528e-16,2.9554816245400608e-16,2.4842384048035791e-19,5.7123753861219042e-18,1.7197534108585878e-19,5.7405076525571505e-14,2.6464146691175621e-35,2.5991990694920277e-35,2.5991991998916357e-35,2.7319761160606306e-17,1.2957116637941032e-21,2.1356436689468575e-17,4.5851749807511509e-22,9.8922682479098173e-25,1.1438635427555923e-23,2.5229776522413159e-26,1.6178484114886346e-28,3.9131439822289084e-31,7.6920774451598273e-34,4.4805525510016803e-37,5.8187694548314869e-38,1.9029141888962441e-31,1.0241018117954861e-39,8.2362089923835414e-18,2.1818437149565582e-24,9.446163211589616e-26,3.4277403122435452e-29,2.8192408775817723e-30,1.4283811307850632e-27,7.6455686462640664e-33,4.2438110686660117e-33,4.0401746166256342e-31,1.9657322571428383e-36,9.7011337568753503e-33,6.8547685621011064e-37,1.452660210067557e-40,5.091974223813856e-36,4.4283582771238373e-37,4.4268395751294934e-37,1.5187019943420774e-40,7.0308055013555952e-28,2.1051078758464187e-33,2.1948225739070488e-35,1.2589337776212519e-36,2.057551482883288e-37
5.6953533828186476e-11,0.6462364558105056,6.1776943963997192e-17,1.1359728145126135e-22,9.9351480424254897e-23,1.1898130284186285e-33,2.2789192220901766e-26,0.0,0.0,1.25103906650372e-13,4.7971062870859695e-22,154.0,0.0,0.99999979896139057,1.0,18.999999994012772,3.6004586821050765e-08,1.6584994426529637e-11,7.679945310463005e-08,8.1359149802508891e-08,5.1410043344565668e-10,5.2733869382038167e-09,1.1374378918435e-13,7.1360947464304036e-10,3.5655411439376797e-10,2.8064989379400222e-16,9.7293068505454328e-13,3.3505578524349686e-14,3.4110199576419603e-16,3.4061598338957521e-16,2.8662369641995597e-19,6.2981703112736511e-18,1.9938867734161935e-19,6.3177761408697546e-14,3.6893662918785197e-35,3.6235437061853308e-35,3.6235438969692938e-35,3.1562581221260502e-17,1.49497822627548e-21,2.2506260980046112e-17,4.8348767580977152e-22,1.0890004382810869e-24,1.3233167270561542e-23,3.0658273633748201e-26,2.0651636818231843e-28,4.9950077706130588e-31,1.0313922433874963e-33,6.0256173051289124e-37,7.427904897731843e-38,2.4292998130976041e-31,1.3734699143459554e-39,9.0808065649252117e-18,2.3969637364200692e-24,1.0885914959928589e-25,3.7793596081492225e-29,3.1054023696262267e-30,1.6470479292221965e-27,8.8108959632481923e-33,4.8906495037119981e-33,4.8888573000484596e-31,2.3790549696151897e-36,1.1738930703279024e-32,8.2955101620425526e-37,1.7578138276137765e-40,6.1672497181355837e-36,5.6228589733720302e-37,5.6208356390444345e-37,2.0233343275946221e-40,8.5929765776847009e-28,2.5647279987680619e-33,2.8016484133884709e-35,1.6893390598644263e-36,2.7448359643196078e-37
5.961952987969273e-11,0.6462364558085636,6.4700812331769937e-17,1.2521643719578957e-22,1.0891230651378481e-22,1.4276293950059866e-33,2.6148928519385434e-26,0.0,0.0,1.3692000781449443e-13,5.5185680486957842e-22,154.0,0.0,0.99999978955075575,1.0,18.999999993486881,3.768995302752788e-08,1.6584994716026731e-11,8.0151860440093038e-08,8.5164515827436757e-08,5.3861178937902298e-10,5.7628056013937722e-09,1.1906391832797738e-13,7.5006705064589371e-10,3.7355395400061032e-10,3.0669728855981005e-16,1.0660844241160359e-12,3.6623662740410649e-14,3.9054052019291952e-16,3.8998248672877016e-16,3.284968970994433e-19,6.9125355138426211e-18,2.2953656600954585e-19,6.9226942628321924e-14,5.0649995311809126e-35,4.9746349753413439e-35,4.9746352496177055e-35,3.6224752519415199e-17,1.7135871067980932e-21,2.3656089700715778e-17,5.0848666801656109e-22,1.1933133349581019e-24,1.5203694632555361e-23,3.6913335408861838e-26,2.6060421442254014e-28,6.303137906023503e-31,1.3640378940597021e-33,7.9925753467710452e-37,9.3736677568810521e-38,3.0658673560148241e-31,1.8164965949450429e-39,9.9665948677977544e-18,2.6217924482429123e-24,1.2462935764191708e-25,4.1475079737830813e-29,3.4056363276776897e-30,1.8867351511970104e-27,1.0087329587771964e-32,5.5991599609531971e-33,5.8641238225116307e-31,2.8540831224706037e-36,1.4080664465155047e-32,9.9512585154794297e-37,2.1084826260246928e-40,7.4037179336995746e-36,7.0616505330867087e-37,7.0589901548358408e-37,2.6603782508680221e-40,1.040359343978886e-27,3.095396170799332e-33,3.5345747693216921e-35,2.2353335310752071e-36,3.6107832550833153e-37
6.228552593119898e-11,0.6462364558065467,6.7627546521007013e-17,1.3746469653355901e-22,1.1891651945119433e-22,1.6993828228143177e-33,2.9824401044392656e-26,0.0,0.0,1.4925790078125698e-13,6.310623315493173e-22,154.0,0.0,0.99999978014011803,1.0,18.999999992940698,3.9375318409530288e-08,1.65849938809301e-11,8.3483980613159304e-08,8.8969881430834309e-08,5.6312314567591654e-10,6.2725109728868656e-09,1.2438404688188658e-13,7.865246997274706e-10,3.9055379387785041e-10,3.338243856176217e-16,1.1634956238627649e-12,3.9872144803961208e-14,4.4446875332237569e-16,4.4383200909525744e-16,3.7420227125902819e-19,7.5554671379448419e-18,2.6254195461039861e-19,7.5552623387080584e-14,6.8568466059155262e-35,6.7345149976550323e-35,6.7345153857009562e-35,4.1326234211171566e-17,1.9524151898983845e-21,2.4805920726360711e-17,5.3351443002837104e-22,1.3021323814055033e-24,1.7357974446593655e-23,4.4073475226851751e-26,3.2543450170928041e-28,7.8710496222290947e-31,1.7814909447833868e-33,1.0469344498975742e-36,1.1705932347646898e-37,3.8289600582635324e-31,2.3720870776586787e-39,1.0893568172344911e-17,2.8562792308304079e-24,1.4183112725521037e-25,4.5320989671426495e-29,3.7199759806878064e-30,2.1483671397820195e-27,1.1479634634626395e-32,6.3719874328477011e-33,6.9778441235345168e-31,3.3966080730664251e-36,1.6754834290556132e-32,1.1842185060453464e-36,2.5089345731912862e-40,8.8165677945573098e-36,8.7802562313435269e-37,8.7768000169438335e-37,3.4562143996918096e-40,1.2487988421264958e-27,3.7039680847458224e-33,4.4119125457946332e-35,2.9202780155779906e-36,4.6897607886081685e-37
