Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371)
3.1560485983250674e-06,0.41080842585086574,1.3656343358249281e-09,7.6733245389017639e-07,6.1299041337060748e-06,4.1776067339100238e-11,0.00020845968537702871,0.0,0.0,0.0005243818215334941,0.0045308781469298922,154.0,0.0,0.83408746831334002,1.0,18.950212009154662,0.0076527254476644983,9.0712293805790755e-10,0.003057667229569838,0.010453803841444847,0.0019438752604238507,0.0038844619887359131,1.1455931490743923e-08,7.6934116067724041e-05,0.0018791151864759354,1.0985946432607098e-10,0.049913641481389798,3.7856661735707912e-07,0.001831272580786768,0.0012655208373644267,1.019621266236456e-06,5.2367948049366661e-08,7.1671200376178679e-07,0.044642244264905338,1.4569089149361312e-05,0.0001139195647970398,0.00012528672780718659,0.040353182386601634,2.3082135094853621e-07,1.3680321781754222e-12,1.6146643485508589e-11,8.1193236937616023e-11,5.5806624480226784e-07,2.6392007674647536e-05,2.5804169068045265e-05,1.658395900568536e-06,9.1067779826266584e-06,0.00010488161216507932,4.0577796429245162e-13,4.7989829231685986e-05,3.2990517298869045e-06,5.2690715360223257e-08,1.3041179400022567e-07,1.6580345910875963e-07,8.6475664105400998e-12,3.3646573097098151e-11,1.9978508159551929e-07,6.9224636634233654e-15,3.8946850912978737e-15,1.4718579667630351e-06,1.2541847030154529e-11,1.378757243400807e-08,8.5935035107859684e-13,1.3300660680964655e-15,6.5514345199197292e-12,3.1412396841737655e-07,1.25819288670381e-09,6.5157926890247579e-08,5.2058511734888021e-05,5.9003691488091957e-10,3.5956041316688148e-09,6.5452623425492475e-08,1.4717421778827155e-10,2.5982408550511398e-12,7.9884464563282968e-07,1.0886670211240176e-08,1.6667274586504974e-13,3.2287858732096934e-08,2.4770784864042521e-07,5.5908470279166513e-10,3.7410866853716302e-10,2.2663063424735962e-07,4.1619055412285536e-06
3.1804706647228378e-06,0.41080775092032495,1.3645373510063882e-09,7.8364285260955298e-07,6.1808260220282874e-06,4.2219784766692263e-11,0.00021197905651376778,0.0,0.0,0.00052443169363292823,0.0045714838343489913,154.0,0.0,0.83301560125272334,1.0,18.949870983215106,0.0076695061746607516,9.0605111491517645e-10,0.0030532673505950523,0.010440656944004261,0.0019575203300604646,0.0038788134777389223,1.1441337208873838e-08,7.6836105819588695e-05,0.0018924830695627034,1.0969971442790113e-10,0.050293816211492065,3.7802201083183678e-07,0.0018449443142946691,0.0012696946121907055,1.0229673192413922e-06,5.274114897764731e-08,7.1906401643154925e-07,0.044996777360882277,1.4678659435253999e-05,0.00011587710546148132,0.00012755843583672812,0.040652400444629595,2.3265482549443623e-07,1.3662893730211873e-12,1.6274602599345871e-11,8.1795340896168667e-11,5.6222726698683246e-07,2.6659470792997933e-05,2.6065465077142344e-05,1.6755788640867521e-06,9.2016545467643867e-06,0.00010689508697511072,4.0998230897902505e-13,4.8937385914975617e-05,3.3717713059413078e-06,5.3061224090557728e-08,1.3252379230892487e-07,1.6848619012233423e-07,8.7876124334398483e-12,3.419740898254716e-11,2.0305633477078758e-07,7.0344704216736063e-15,3.9577018253242164e-15,1.4999093261450127e-06,1.278087543585214e-11,1.4017088519909164e-08,8.7364131852063394e-13,1.3522071345944179e-15,6.660384661896158e-12,3.223282439607138e-07,1.2810659182901236e-09,6.6823997617191251e-08,5.2774299733399145e-05,5.981565889004576e-10,3.6467318710304029e-09,6.6382952374239926e-08,1.4926454089535668e-10,2.6351716740931226e-12,8.1641859806057911e-07,1.1126060013231445e-08,1.7142672672319752e-13,3.3533648912016582e-08,2.5422318042523251e-07,5.7141131991236888e-10,3.823531796322863e-10,2.339200989039574e-07,4.2771398469698578e-06
3.204892731120608e-06,0.4108070777719415,1.3634373978111043e-09,8.0011221137569586e-07,6.2316870681009884e-06,4.2664157228290288e-11,0.00021552480595332169,0.0,0.0,0.0005244820059402272,0.0046120407730986177,154.0,0.0,0.83194671796699071,1.0,18.949530779978002,0.0076859457523960817,9.0498238688208755e-10,0.0030488918699298497,0.010427491124243942,0.0019711464286388037,0.0038731962871308744,1.1426723085136251e-08,7.6737962447623071e-05,0.0019058351234941399,1.0954085033272601e-10,0.050673022240692464,3.7748042520516628e-07,0.0018585964200305437,0.0012738008648613228,1.0262589019114906e-06,5.311390783535746e-08,7.2137774080521993e-07,0.045350479858692727,1.4786890274815977e-05,0.00011784383399395692,0.0001298446675621496,0.040950763825893299,2.344840045683138e-07,1.3645442006971294e-12,1.640225776314303e-11,8.239572538044796e-11,5.6637654532717117e-07,2.6926800940782104e-05,2.6326625639516043e-05,1.6927535634676625e-06,9.2964831538068159e-06,0.00010892621655122642,4.1418463158824246e-13,4.9894225824513759e-05,3.4453333075874704e-06,5.3431217554712987e-08,1.346491763457475e-07,1.7118586250053033e-07,8.928546060787811e-12,3.4751823584488963e-11,2.0634884855863773e-07,7.1471844991900279e-15,4.0211165081064277e-15,1.5282186080394715e-06,1.3022101624802877e-11,1.4248127881392401e-08,8.8802679221477012e-13,1.3744951491628654e-15,6.7700552918562203e-12,3.3066841653000864e-07,1.3041412865868019e-09,6.8516371423227436e-08,5.3492129980645241e-05,6.0629950947235943e-10,3.6980209752301526e-09,6.7316197480546281e-08,1.5136140635611506e-10,2.6722182544628097e-12,8.341851166475443e-07,1.1368068490819976e-08,1.762646837638764e-13,3.4814783558759661e-08,2.6084790382019447e-07,5.8387355302055595e-10,3.906882424839177e-10,2.4136927790354621e-07,4.394407450057015e-06
3.2293147975183786e-06,0.410806406399921,1.3623347235647931e-09,8.1673944889276998e-07,6.2824874430175301e-06,4.3109181272026648e-11,0.00021909686089561446,0.0,0.0,0.00052453276549341418,0.0046525490051575521,154.0,0.0,0.83088080527267871,1.0,18.949191396449965,0.0077020486667831898,9.0391673853733827e-10,0.0030445402721330172,0.010414308290781066,0.0019847536072212968,0.0038676097598516678,1.1412091251010581e-08,7.6639700032786766e-05,0.0019191713932617961,1.0938285344511229e-10,0.051051261478813011,3.7694179669496305e-07,0.0018722290060078481,0.0012778405758685622,1.0294968071607069e-06,5.3486225879485382e-08,7.2365373425940261e-07,0.045703353902569292,1.4893786754271884e-05,0.0001198195273812938,0.00013214522372123871,0.041248276280433115,2.3630889925542123e-07,1.3627969115495493e-12,1.6529609778125268e-11,8.2994397933857405e-11,5.7051413084786208e-07,2.7193996382671301e-05,2.658764907631962e-05,1.7099198732988755e-06,9.3912630977887135e-06,0.00011097493888284508,4.1838490143406641e-13,5.0860339240352034e-05,3.5197370594577135e-06,5.3800697140057281e-08,1.367878659711375e-07,1.7390237378721939e-07,9.0703619785471771e-12,3.5309796482635832e-11,2.0966250173106432e-07,7.2606016183245914e-15,4.0849267329731731e-15,1.5567854433841278e-06,1.3265522452190512e-11,1.4480681833754855e-08,9.0250622777865417e-13,1.396929274001859e-15,6.8804422595883059e-12,3.391453825016984e-07,1.3274188178011718e-09,7.0235187963900568e-08,5.4211962658174441e-05,6.1446522466888154e-10,3.749468485731777e-09,6.8252304738873099e-08,1.5346469297873799e-10,2.709378452327926e-12,8.5214357051415783e-07,1.1612686945188234e-08,1.8118702835365247e-13,3.613188307753078e-08,2.6758277571999672e-07,5.964709662557778e-10,3.9911356193749007e-10,2.4897991211721649e-07,4.5137226800966378e-06
3.253736863916149e-06,0.41080573679837123,1.3612295664298968e-09,8.3352347097430817e-07,6.3332273142699549e-06,4.3554853526620437e-11,0.00022269514888766196,0.0,0.0,0.00052458397851897734,0.0046930085769930257,154.0,0.0,0.8298178500213057,1.0,18.948852829642963,0.0077178193481189919,9.0285415736750335e-10,0.0030402120594925377,0.010401110277936325,0.0019983419166474414,0.0038620532596225898,1.139744367904129e-08,7.6541332016166416e-05,0.0019324919236482338,1.0922570578051264e-10,0.051428535895095384,3.7640606358680466e-07,0.0018858421779718451,0.0012818147156603179,1.0326818196092715e-06,5.3858104361182345e-08,7.2589254830041567e-07,0.046055401667076008,1.4999354407935999e-05,0.00012180396450488362,0.00013445990632840482,0.041544941528055115,2.3812952079802193e-07,1.3610477446214956e-12,1.6656659459398975e-11,8.3591366038685847e-11,5.7464007417845647e-07,2.7461055470634617e-05,2.6848533794338976e-05,1.7270776745720317e-06,9.4859937095373834e-06,0.00011304119211005421,4.225830893974184e-13,5.1835716408755047e-05,3.5949818430211349e-06,5.4169664227903936e-08,1.3893978149731109e-07,1.7663562211683242e-07,9.2130549026443064e-12,3.5871307370459383e-11,2.1299717373529252e-07,7.3747175260858841e-15,4.149130107126061e-15,1.5856094620746987e-06,1.3511134764319843e-11,1.4714741741133348e-08,9.1707908395860074e-13,1.4195086760227859e-15,6.9915414387328472e-12,3.4776003313999199e-07,1.3508983379474278e-09,7.1980585491560752e-08,5.4933758562084454e-05,6.2265328953716617e-10,3.8010714885074082e-09,6.9191220957771247e-08,1.5557428139692217e-10,2.7466501561727851e-12,8.7029331431026748e-07,1.1859906481221182e-08,1.8619415907763919e-13,3.748557085855125e-08,2.7442854931048388e-07,6.0920311349947518e-10,4.0762883600955021e-10,2.567537366554789e-07,4.6350997758231259e-06
3.2781589303139194e-06,0.4108050689614941,1.3601221557300974e-09,8.504631710795766e-07,6.38390684580758e-06,4.4001170698553329e-11,0.00022631959781898962,0.0,0.0,0.00052463565049970615,0.0047334195393194493,154.0,0.0,0.82875783910141843,1.0,18.948515076573106,0.0077332621718586986,9.0179462844145327e-10,0.0030359067499004166,0.010387898848542612,0.0020119114075347866,0.0038565261715985517,1.1382782329098285e-08,7.6442871389858786e-05,0.0019457967592280674,1.0906938994081324e-10,0.051804847515090423,3.758731662095328e-07,0.0018994360394790741,0.0012857242446068051,1.0358147158093137e-06,5.4229544525791523e-08,7.2809472879758497e-07,0.046406625355245187,1.510359919618623e-05,0.00012379692617820677,0.00013678851871870896,0.041840763258879671,2.3994588058579328e-07,1.359296930906326e-12,1.6783407629546929e-11,8.4186637117836027e-11,5.7875442555983555e-07,2.7727976638712442e-05,2.7109278280623687e-05,1.7442268542995269e-06,9.5806743544662497e-06,0.000115124914530497,4.2677916783237205e-13,5.2820347545237332e-05,3.6710668981310786e-06,5.4538120193537923e-08,1.4110484369595338e-07,1.7938550621100144e-07,9.3566195794676751e-12,3.6436336054037865e-11,2.163527446866498e-07,7.4895279939985967e-15,4.2137242515592074e-15,1.6146902929719128e-06,1.3758935398676436e-11,1.4950299015906502e-08,9.3174482252625861e-13,1.4422325267909818e-15,7.103348725994566e-12,3.5651325463432736e-07,1.374579672879005e-09,7.3752700868519191e-08,5.5657479094382682e-05,6.3086326598835055e-10,3.8528271133216331e-09,7.0132893748931582e-08,1.5769005404850377e-10,2.7840312863635041e-12,8.8863368867764623e-07,1.2109718013585288e-08,1.9128646514593095e-13,3.8876473190308258e-08,2.8138597409292916e-07,6.2206953871023375e-10,4.1623375609693899e-10,2.646924807458291e-07,4.7585528857989085e-06
3.30258099671169e-06,0.4108044028834265,1.3590127122632296e-09,8.6755743080243128e-07,6.4345261982939657e-06,4.4448129569601809e-11,0.00022997013591781086,0.0,0.0,0.00052468778623502568,0.0047737819468845503,154.0,0.0,0.82770075944052734,1.0,18.948178134262406,0.007748381459239043,9.007381390230323e-10,0.0030316238775087425,0.010374675696702347,0.002025462130279447,0.003851027900410268,1.1368109027678621e-08,7.634433057059302e-05,0.0019590859443685453,1.0891388909606789e-10,0.052180198417904389,3.7534304681607877e-07,0.0019130106919667937,0.0012895701129546852,1.0388962639913621e-06,5.4600547612864057e-08,7.3026081574063573e-07,0.046757027196915116,1.5206527485556553e-05,0.00012579819518454427,0.00013913086559067789,0.04213574513380075,2.4175799014718921e-07,1.3575446912230456e-12,1.6909855122959761e-11,8.478021853520368e-11,5.8285723484953682e-07,2.7994758398771033e-05,2.7369881098562385e-05,1.7613673051862662e-06,9.675304430658262e-06,0.00011722604460460464,4.3097311048586081e-13,5.3814222837350836e-05,3.7479914243985508e-06,5.4906066406229514e-08,1.4328297379141958e-07,1.8215192538067457e-07,9.5010507854268986e-12,3.7004862452408119e-11,2.1972909537084775e-07,7.6050288181920924e-15,4.2787068011102541e-15,1.6440275639853259e-06,1.4008921184640798e-11,1.5187345118329559e-08,9.4650290831097191e-13,1.4651000024902476e-15,7.2158600413891338e-12,3.6540592812429249e-07,1.3984626480956792e-09,7.5551669576608472e-08,5.6383086255910806e-05,6.3909472272914382e-10,3.9047325333441915e-09,7.1077271518156483e-08,1.5981189515235856e-10,2.8215197947897216e-12,9.0716402066045393e-07,1.2362112272497806e-08,1.9646432350306552e-13,4.030521918142822e-08,2.884557958995884e-07,6.3506977620432409e-10,4.249280071768143e-10,2.7279786760491641e-07,4.8840960688127858e-06
3.351425129507231e-06,0.410803075980504,1.3567885701426314e-09,9.02205100026627e-07,6.5355849925158959e-06,4.534395989391693e-11,0.00023734919419567604,0.0,0.0,0.00052479346517308263,0.0048543613352738319,154.0,0.0,0.82559534181533545,1.0,18.94750667003461,0.0077776664437862004,8.9863422198564066e-10,0.0030231236535791304,0.01034820067815136,0.002052507471822433,0.0038401155230226385,1.1338733682471263e-08,7.6147055824682457e-05,0.0019856175397686641,1.0860526773717746e-10,0.052928026634805621,3.7429092023462368e-07,0.0019401027655754131,0.0012970746178789746,1.0449083481409026e-06,5.5341247483783558e-08,7.3448684012981694e-07,0.047455374381324168,1.5408461913324083e-05,0.00012982479646409469,0.00014385598871962353,0.042723203816977258,2.45369505332335e-07,1.3540367780325602e-12,1.7161851453582099e-11,8.5962341554343353e-11,5.9102842470899158e-07,2.8527898096681316e-05,2.789065632967017e-05,1.7956216172187007e-06,9.8644106182112053e-06,0.00012148028241658962,4.3935448978845833e-13,5.5829666519219642e-05,3.9043554986409731e-06,5.5640435019912425e-08,1.4767812482885756e-07,1.8773396909385196e-07,9.7924920401460833e-12,3.8152328630894109e-11,2.2654366241110467e-07,7.8380848411637154e-15,4.4098277231180253e-15,1.7034699333505024e-06,1.4515435489304872e-11,1.5665869885126524e-08,9.7629399584736628e-13,1.5112625563751064e-15,7.4429785509831763e-12,3.8361313060118159e-07,1.4468328199921999e-09,7.9230702087504123e-08,5.7839811407360443e-05,6.556203851964245e-10,4.0089816643743994e-09,7.2973939511851256e-08,1.6407332834503328e-10,2.8968109086378232e-12,9.4479180094262839e-07,1.2874611012874531e-08,2.0707815500895777e-13,4.3278772044316698e-08,3.029355956936853e-07,6.614697794302855e-10,4.425832116493704e-10,2.8951543143512052e-07,5.1415084440506902e-06
3.4002692623027723e-06,0.4108017560431104,1.3545587475614173e-09,9.3745731228964839e-07,6.6364049186948634e-06,4.6242320172243465e-11,0.00024483175618338526,0.0,0.0,0.00052490104200382211,0.0049347472533236023,154.0,0.0,0.82350149341240864,1.0,18.946838413254152,0.0078057078111962407,8.9654229733322719e-10,0.0030147079525118161,0.010321697493099889,0.0020794783400399758,0.0038293117406726042,1.1309331061994876e-08,7.5949597918228615e-05,0.0020120870606653439,1.0829971763908698e-10,0.053672038150510602,3.7324925831064038e-07,0.0019671191704258039,0.0013043356285725412,1.0507240528316311e-06,5.6080213775231104e-08,7.3857482546622235e-07,0.048150461535694591,1.560521602920588e-05,0.00013388207128182966,0.0001486337420567907,0.043307346297209254,2.4896416104935183e-07,1.3505256079084511e-12,1.7412655286404853e-11,8.7137792867261973e-11,5.9915403514797246e-07,2.9060464058172999e-05,2.8410849364256978e-05,1.8298398546707294e-06,1.0053308044300009e-05,0.00012580341669141693,4.4772704232671273e-13,5.7881968489702027e-05,4.0640669091853688e-06,5.6372780903449531e-08,1.5212461340657096e-07,1.9338095934847662e-07,1.0087337474988143e-11,3.9313547496788407e-11,2.3343993442642995e-07,8.0738524485360489e-15,4.5424742244358681e-15,1.7639335754271702e-06,1.5030652159810232e-11,1.6150248673872859e-08,1.0064481252773026e-12,1.5579898388228437e-15,7.6728647856328458e-12,4.0238858967993914e-07,1.4960074527741937e-09,8.301873964117222e-08,5.9303641728020608e-05,6.7222695929551143e-10,4.1137971149878653e-09,7.4880827719604095e-08,1.6835768959811556e-10,2.9725077294928878e-12,9.8317101497707692e-07,1.339732506410018e-08,2.1803845872479135e-13,4.6411315728518409e-08,3.1787384258599279e-07,6.8839921577851772e-10,4.6059180805031142e-10,3.0692008905160813e-07,5.4074475945686587e-06
3.4491133950983136e-06,0.41080044302495855,1.3523247338776582e-09,9.7330474092061947e-07,6.7369871510275766e-06,4.714318714204687e-11,0.0002524172595350973,0.0,0.0,0.00052501053547346712,0.0050149402648713764,154.0,0.0,0.8214191112267768,1.0,18.946173340323146,0.0078325382428713845,8.9446225663494672e-10,0.0030063735573440105,0.010295177462056071,0.0021063751301951894,0.0038186124449778661,1.1279913549262642e-08,7.575203999657871e-05,0.0020384948546039849,1.0799712260865196e-10,0.054412251268597271,3.72217662563235e-07,0.0019940606482684842,0.0013113603794823302,1.0563492260234776e-06,5.6817456197112969e-08,7.4252888239471146e-07,0.048842307309851236,1.5796853501079693e-05,0.00013796835602504861,0.00015346261604319054,0.043888200854146311,2.5254205372588568e-07,1.3470126593274789e-12,1.7662273574161305e-11,8.8306629360582623e-11,6.0723445174784064e-07,2.9592446776863736e-05,2.8930451057848948e-05,1.8640213346156603e-06,1.0241992900126471e-05,0.00013019496148750648,4.5609060100143408e-13,5.9971049484915235e-05,4.2271179384845708e-06,5.7103114796246812e-08,1.5662182542972622e-07,1.9909211141065256e-07,1.0385546369483e-11,4.0488362409939246e-11,2.4041698148519401e-07,8.3122988768678964e-15,4.6766278718451567e-15,1.8254154824176359e-06,1.5554545566415211e-11,1.6640414869280336e-08,1.0369611229334061e-12,1.6052754235582799e-15,7.9054869265206261e-12,4.2173917535173651e-07,1.5459851421311663e-09,8.6916817392056712e-08,6.0774294060583532e-05,6.8891123092480628e-10,4.2191577809001063e-09,7.6797551050960093e-08,1.7266411475786328e-10,3.0485949706017689e-12,1.0222958300732009e-06,1.3930174177780244e-08,2.2934786930000009e-13,4.9707976728892633e-08,3.3327637281754879e-07,7.1585404123076645e-10,4.7895106404559216e-10,3.2502539790211139e-07,5.6820228072960264e-06
3.497957527893855e-06,0.4107991368798698,1.3500879092091506e-09,1.0097379142087019e-06,6.8373328193375861e-06,4.8046538536930151e-11,0.000260105146977762,0.0,0.0,0.00052512195772792217,0.0050949409807605371,154.0,0.0,0.81934809303022582,1.0,18.945511427762092,0.007858189613183901,8.9239399237582159e-10,0.0029981174531511687,0.010268651029106717,0.0021331982340774009,0.0038080137850503323,1.125049256293178e-08,7.5554458743813622e-05,0.002064841265887045,1.0769737373593728e-10,0.055148684914415082,3.7119575953539514e-07,0.0020209279129710252,0.0013181559410217797,1.0617895826029338e-06,5.7552984368740243e-08,7.4635302801902577e-07,0.049530930642246195,1.5983442735102465e-05,0.0001420820213577923,0.00015834112624679714,0.04446579534165445,2.5610328128425146e-07,1.3434992958757305e-12,1.7910713371031144e-11,8.9468907064835991e-11,6.1527005444907078e-07,3.0123837632816989e-05,2.9449453133791664e-05,1.8981654388342829e-06,1.0430461747785803e-05,0.00013465443390686595,4.644450145461247e-13,6.2096830010736637e-05,4.3935003502757119e-06,5.7831447343338959e-08,1.6116915381375231e-07,2.0486664959391084e-07,1.0687078468009367e-11,4.1676618476117113e-11,2.4747388401707289e-07,8.5533917404573899e-15,4.8122704446492735e-15,1.8879126347924843e-06,1.6087089979410957e-11,1.7136302599098396e-08,1.0678288621777577e-12,1.6531129559859391e-15,8.1408135133678089e-12,4.4167167941866579e-07,1.5967644804027965e-09,9.0925949374101607e-08,6.2251494136282616e-05,7.0567008678013618e-10,4.3250432032063377e-09,7.8723736232677362e-08,1.7699176619379671e-10,3.1250578143136096e-12,1.062160234011967e-06,1.4473075672700582e-08,2.4100885260477079e-13,5.3173919129352196e-08,3.491489655641614e-07,7.4383008427136293e-10,4.9765816246236706e-10,3.4384480840489272e-07,5.9653419795625106e-06
3.546801660689396e-06,0.4107978375618872,1.3478495524111958e-09,1.0467472297474263e-06,6.9374430119498137e-06,4.8952353025277448e-11,0.00026789486619951253,0.0,0.0,0.00052523531537789479,0.0051747500538836394,154.0,0.0,0.8172883374123846,1.0,18.944852652219119,0.0078826930094889735,8.9033739789909695e-10,0.0029899368123429684,0.010242127828031656,0.0021599480400299217,0.0037975121488415197,1.1221078632647305e-08,7.5356924873700698e-05,0.0020911266356032866,1.0740036886581501e-10,0.055881358566394222,3.7018319897971314e-07,0.0020477216523143754,0.0013247292195964215,1.0670507044407337e-06,5.8286807819641502e-08,7.50051185943766e-07,0.050216350719371194,1.6165056339646722e-05,0.00014622147287796404,0.00016326781421967354,0.04504015720095958,2.5964794293136347e-07,1.3399867749759736e-12,1.8157981817883428e-11,9.0624681180859125e-11,6.2326121770967655e-07,3.0654628796059968e-05,2.9967848088625527e-05,1.9322716066961182e-06,1.0618711479237063e-05,0.00013918135419871462,4.7279014578515534e-13,6.4259230401432534e-05,4.5632054288537969e-06,5.8557789096139374e-08,1.6576599839301653e-07,2.1070380713957175e-07,1.0991893973738862e-11,4.2878162524992003e-11,2.5460973268241909e-07,8.7970990263469645e-15,4.9493839318633124e-15,1.9514220025527742e-06,1.6628259579876762e-11,1.7637846724618723e-08,1.0990472627928711e-12,1.7014961522740476e-15,8.3788134397914566e-12,4.6219281639057455e-07,1.6483440568293683e-09,9.5047128830259238e-08,6.3734976341047597e-05,7.2250051170623944e-10,4.4314335520095015e-09,8.0659021507918759e-08,1.8133983212330016e-10,3.2018819001387922e-12,1.1027580472439741e-06,1.5025944601395156e-08,2.5302370770541377e-13,5.681434206686781e-08,3.6549734350348611e-07,7.7232305446032797e-10,5.1671020703691287e-10,3.6339166070751753e-07,6.257511635006311e-06
3.5956457934849373e-06,0.4107965450252289,1.3456108481547612e-09,1.0843229677530357e-06,7.0373187782192084e-06,4.9860610156012473e-11,0.00027578586974647858,0.0,0.0,0.00052535061034202307,0.005254368174897067,154.0,0.0,0.81523974381491982,1.0,18.944196990477813,0.0079060787509804397,8.8829236744323555e-10,0.0029818289816495448,0.010215616740792691,0.0021866249329782939,0.0037871041465483255,1.1191681463268846e-08,7.5159503561010791e-05,0.0021173513016572647,1.0710601212865009e-10,0.056610292195597905,3.6917965224541116e-07,0.0020744425295911263,0.0013310869579685489,1.0721380407176455e-06,5.9018935990383033e-08,7.5362718650337476e-07,0.050898586940228391,1.6341770643341159e-05,0.00015038515161258699,0.00016824124819051395,0.045611313472662687,2.6317613897484818e-07,1.3364762555572807e-12,1.8404086129461187e-11,9.1774006103920997e-11,6.3120831065170753e-07,3.1184813145484389e-05,3.0485629112580397e-05,1.9663393291836668e-06,1.0806739281882889e-05,0.00014377524583943641,4.8112587017161301e-13,6.6458170868783145e-05,4.7362240151001896e-06,5.9282150513203759e-08,1.7041176583028242e-07,2.1660282609881629e-07,1.1299953542632207e-11,4.4092843088814388e-11,2.6182362824585441e-07,9.0433890893997405e-15,5.0879505294439738e-15,2.0159405463897461e-06,1.7178028469562007e-11,1.814498283160927e-08,1.1306122904009134e-12,1.7504187984799492e-15,8.6194559488767285e-12,4.833092243395862e-07,1.7007224577442947e-09,9.9281328526205599e-08,6.5224483492559192e-05,7.3939958617191895e-10,4.5383096107899301e-09,8.2603056349056699e-08,1.8570752596677278e-10,3.279053313348292e-12,1.1440829342224011e-06,1.5588693904850483e-08,2.6539456915915174e-13,6.0634477308295848e-08,3.8232717335563639e-07,8.0132855040123214e-10,5.3610422775521283e-10,3.8367918178290805e-07,6.5586369387499665e-06
3.6444899262804785e-06,0.4107952592243324,1.3433728928599955e-09,1.1224553026969583e-06,7.1369611307733909e-06,5.0771290312923102e-11,0.00028377761493282594,0.0,0.0,0.00052546784049689425,0.0053337960686814971,154.0,0.0,0.81320221255864167,1.0,18.943544419463681,0.0079283764053826814,8.8625879617118281e-10,0.0029737914711719243,0.010189125946658838,0.002213229294456792,0.0037767865966494229,1.1162309988830506e-08,7.4962254803895287e-05,0.0021435155987968141,1.0681421354538493e-10,0.057335506215208477,3.6818481092159174e-07,0.0021010911849544348,0.0013372357358700461,1.0770569084492572e-06,5.9749378233333763e-08,7.5708476713100871e-07,0.051577658886758922,1.6513665278781225e-05,0.00015457153435956953,0.00017326002358721015,0.046179290807103646,2.6668797066998872e-07,1.3329688044987668e-12,1.8649033583720604e-11,9.2916935444535387e-11,6.3911169718870891e-07,3.171438420377432e-05,3.100279002578453e-05,2.000368144087119e-06,1.0994542610875712e-05,0.0001484356355912024,4.8945207461153681e-13,6.8693571541549034e-05,4.9125465375242258e-06,6.0004541960946877e-08,1.7510586953413049e-07,2.2256295722477539e-07,1.161121827796339e-11,4.5320510382734895e-11,2.6911468145955729e-07,9.2922306477941238e-15,5.2279526377547516e-15,2.0814652187034195e-06,1.773637067956577e-11,1.865764722220173e-08,1.162519955942795e-12,1.799874749767507e-15,8.8627106292056131e-12,5.0502746566409324e-07,1.7538982667696871e-09,1.0362950103067507e-07,6.6719766640988413e-05,7.5636448401396978e-10,4.6456527624405921e-09,8.4555501200896637e-08,1.9009408577111763e-10,3.3565585747805423e-12,1.1861284133095431e-06,1.6161234547731275e-08,2.781234090654287e-13,6.4639587082950783e-08,3.9964406636664851e-07,8.3084206670713782e-10,5.5583718552182233e-10,4.0472048297378406e-07,6.8688217109672688e-06
3.6933340590760198e-06,0.41079398011381846,1.3411367018731395e-09,1.1611343178606412e-06,7.2363710484099689e-06,5.1684374658964311e-11,0.00029186956372813735,0.0,0.0,0.00052558700041713214,0.0054130344901004331,154.0,0.0,0.81117564487466975,1.0,18.942894916251596,0.0079496148100645578,8.8423658020404054e-10,0.002965821941095128,0.010162662981771025,0.0022397615026434345,0.0037665565089646993,1.1132972437970039e-08,7.4765233863288239e-05,0.0021696198586491923,1.0652488854843048e-10,0.05805702141957466,3.6719838519112343e-07,0.0021276682370604491,0.0013431819710202476,1.0818124933370878e-06,6.0478143813671294e-08,7.604275729567879e-07,0.052253586288257679,1.668082267562335e-05,0.00015877913403122132,0.00017832276361493877,0.04674411547719292,2.7018354003554386e-07,1.3294654044429823e-12,1.8892831508988886e-11,9.4053522054232486e-11,6.469717361847097e-07,3.2243336061966052e-05,3.1519325204299207e-05,2.0343576303921252e-06,1.1182119156700478e-05,0.00015316205356346007,4.9776865609071264e-13,7.0965352511695313e-05,5.0921630507424605e-06,6.0724973714590112e-08,1.7984772956483898e-07,2.2858345984970846e-07,1.192564972407864e-11,4.6561016281461035e-11,2.7648201292473921e-07,9.5435927778958993e-15,5.3693728586808954e-15,2.1479929650868664e-06,1.8303260182984438e-11,1.9175776904653145e-08,1.1947663150244796e-12,1.8498579294194169e-15,9.1085474098733794e-12,5.2735402806396117e-07,1.8078700649709542e-09,1.0809257907288981e-07,6.822058481499902e-05,7.7339246956138706e-10,4.7534449714244998e-09,8.6516027153110851e-08,1.9449877347421521e-10,3.4343846278381912e-12,1.228887869169253e-06,1.6743475687596282e-08,2.9121203910546355e-13,6.8834961316242264e-08,4.1745357892610054e-07,8.6085900271201437e-10,5.7590597800056437e-10,4.2652855700997228e-07,7.1881684439952231e-06
