Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016)
7.505911323548763e-06,0.38642744361986797,1.4688448149610391e-10,1.6660360468755846e-10,2.0702230389140811e-06,7.9018326870648885e-12,0.00015650580998864203,0.0,0.0,0.00033781752749344971,0.0041976910218774486,154.0,0.0,0.83976222961789204,1.0,18.947748599318651,0.0055490746500293283,1.6583628519971127e-10,0.0013301537536931115,0.0057261095118287392,0.00080165328754453781,0.0030756720224824085,8.8466284948957203e-09,5.9890094646678987e-05,0.00067723621392837751,1.1244141868952114e-10,0.049294977345263079,9.0370272840651575e-08,0.00068851031143195491,0.00048959088177913043,5.1723048009289688e-07,1.3589220936051565e-08,3.7731916708387579e-07,0.048566588049100197,6.2225772943377149e-06,4.4642520074577131e-05,4.8147342633908738e-05,0.044309100856955483,1.3882259353363081e-07,1.3433774014889261e-12,1.3406093324478892e-11,3.6297599418784997e-11,2.0160387755780382e-07,4.4454502036211429e-05,8.3216160328115839e-05,2.1348683892698275e-06,2.8545192532817145e-05
7.5865011348340515e-06,0.38642650087314995,1.4667444310281559e-10,1.6807450565569754e-10,2.0939399419406677e-06,8.009162543551571e-12,0.00015998562315573735,0.0,0.0,0.00033780808315210547,0.0042455932290860702,154.0,0.0,0.83833695293434851,1.0,18.947265674938254,0.0055543871533513221,1.655730832157322e-10,0.0013278904627023107,0.0057157392887567174,0.00080950793744905274,0.0030703730638677248,8.830403351255502e-09,5.9780253317839138e-05,0.00068393636305476985,1.1224769763606786e-10,0.049780825812134943,9.021657392843544e-08,0.00069556753530963485,0.00049193780142925522,5.196979161217192e-07,1.3723836528731181e-08,3.7911916020486836e-07,0.049059172222653914,6.2912835485156875e-06,4.571786445723945e-05,4.935631039627122e-05,0.044743558347935697,1.4023074463479627e-07,1.340913582392699e-12,1.3541748519934031e-11,3.6653636448770249e-11,2.0363809196721562e-07,4.5431810479913616e-05,8.5044160989406221e-05,2.183066888335531e-06,2.9192617753068776e-05
7.659031964990812e-06,0.3864256552098422,1.4648576965556497e-10,1.6939959594262169e-10,2.1152752756725718e-06,8.1059202709972549e-12,0.00016314664450882278,0.0,0.0,0.00033779959311126763,0.0042886308368456933,154.0,0.0,0.83705865271822733,1.0,18.946832386152764,0.0055588338541812258,1.6533704767185166e-10,0.0013258619340175209,0.0057064322263924603,0.00081656506880835756,0.0030656238838213082,8.8158423095308564e-09,5.9681677661567242e-05,0.0006899574080907843,1.1207407556646554e-10,0.05021663487789331,9.0078817656949801e-08,0.00070190878661790634,0.00049400834648639566,5.2187450999795685e-07,1.384480790314e-08,3.8070698414975002e-07,0.049501124488256082,6.352245963877521e-06,4.6692628678537214e-05,5.0454054676266717e-05,0.04513323137424316,1.4149415416921613e-07,1.3387024603395346e-12,1.3663454597327982e-11,3.6972975371216707e-11,2.0546376569982451e-07,4.631949288023792e-05,8.6704474644190029e-05,2.226857478142719e-06,2.9780850012859222e-05
7.731562795147571e-06,0.38642481219591024,1.4629744736195902e-10,1.707261034945284e-10,2.1366012658624937e-06,8.2028294190969037e-12,0.00016633522615960478,0.0,0.0,0.00033779111380415197,0.0043315981923423572,154.0,0.0,0.83578453979617062,1.0,18.946400363630957,0.0055629719919946981,1.6510180857257363e-10,0.0013238412633824802,0.0056971502039789195,0.0008236108189339093,0.003060893210478787,8.8013210463902577e-09,5.9583371300598302e-05,0.00069596987252202257,1.1190113007087882e-10,0.050651072420687678,8.9941594669593291e-08,0.00070824036647625652,0.00049604005017027982,5.2401001347110552e-07,1.3965606839214591e-08,3.8226483267121044e-07,0.049941781746998856,6.4123814841483502e-06,4.7673819873924173e-05,5.1560819371844551e-05,0.045521642616049948,1.4275386161114368e-07,1.336497378774649e-12,1.3784799025215915e-11,3.7291282783863986e-11,2.0728461580539781e-07,4.7214828054537155e-05,8.8379057614448099e-05,2.2710370276698257e-06,3.037432191366542e-05
7.804093625304331e-06,0.3864239718186019,1.4610948424311038e-10,1.7205422340847914e-10,2.1579179259882734e-06,8.2998890638356624e-12,0.00016955127896505756,0.0,0.0,0.00033778264644357696,0.0043744955007383526,154.0,0.0,0.83451458808949175,1.0,18.945969601416856,0.0055668094498603918,1.6486736086581447e-10,0.0013218283166472914,0.0056878934603999606,0.00083064522416258398,0.0030561807545175916,8.786839976355942e-09,5.94853370376502e-05,0.0007019737852753152,1.1172885057234731e-10,0.051084144671307945,8.9804896375222264e-08,0.00071456231209088587,0.00049803353157329845,5.2610508293428162e-07,1.4086233918490762e-08,3.8379318460833057e-07,0.05038114994454676,6.4716910021765822e-06,4.8661283604300296e-05,5.2676466518545266e-05,0.045908798260946307,1.4400988395819618e-07,1.3342984005586948e-12,1.3905783474776603e-11,3.7608563748216152e-11,2.091006672986581e-07,4.8117791576913392e-05,9.0067863540738892e-05,2.3156042898472207e-06,3.097301634232676e-05
7.87662445546109e-06,0.38642313406590706,1.4592188766238885e-10,1.7338414814025911e-10,2.1792252703659921e-06,8.3970982916049796e-12,0.00017279471421763082,0.0,0.0,0.00033777419213412794,0.0044173229679522925,154.0,0.0,0.83324877180939472,1.0,18.945540093600304,0.0055703539223953269,1.6463369958802313e-10,0.001319822974010921,0.0056786622099642614,0.00083766832060811858,0.0030514862314118497,8.7723994037064183e-09,5.9387576934550222e-05,0.00070796917509492318,1.1155722666899716e-10,0.051515857845088567,8.9668714447498427e-08,0.00072087466007508469,0.000499989404519347,5.2816036964493862e-07,1.4206689718831817e-08,3.8529251505248438e-07,0.050819234998584581,6.5301759177414151e-06,4.9654866555751651e-05,5.3800858862026982e-05,0.04629470444525198,1.4526223812761452e-07,1.3321055719421776e-12,1.4026409622407477e-11,3.7924823283842796e-11,2.1091194497938773e-07,4.902835913961737e-05,9.17708462909116e-05,2.3605580237310405e-06,3.1576916270617848e-05
7.94915528561785e-06,0.38642229892604385,1.4573466437952463e-10,1.7471606753820215e-10,2.200523313453834e-06,8.494456198818946e-12,0.0001760654436424037,0.0,0.0,0.00033776575188189742,0.0044600808005330617,154.0,0.0,0.83198706545317314,1.0,18.945111834312208,0.0055736129201568226,1.64400819838358e-10,0.0013178251254505353,0.0056694566434105946,0.00084468014416354373,0.0030468093648526487,8.7579995788775506e-09,5.9290092688770989e-05,0.00071395607054457427,1.1138624825931676e-10,0.051946218140260528,8.9533041043582361e-08,0.00072717744647539547,0.0005019082774111712,5.3017651919781139e-07,1.4326974814469358e-08,3.8676329496413371e-07,0.051256042798526635,6.5878381143518599e-06,5.0654416594507209e-05,5.4933859916171931e-05,0.04667936725510443,1.4651094095526152e-07,1.3299189310050304e-12,1.4146679139989003e-11,3.8240066369248354e-11,2.1271847343492782e-07,4.9946506550323889e-05,9.3487959960063976e-05,2.405896994316277e-06,3.21860047546581e-05
8.02168611577461e-06,0.38642146638688873,1.4554782060486513e-10,1.7605016888589001e-10,2.2218120696414387e-06,8.5919618915411294e-12,0.00017936337939368006,0.0,0.0,0.00033775732660510196,0.0045027692055378838,154.0,0.0,0.83072944380071312,1.0,18.944684817708914,0.0055765937740878289,1.6416871673654599e-10,0.001315834655191543,0.0056602769293376516,0.00085168073050367085,0.0030421499012829077,8.7436407958713017e-09,5.919288628765008e-05,0.00071993450000953365,1.1121590607383516e-10,0.052375231736433818,8.9397868700174933e-08,0.00073347070679745299,0.0005037907530783261,5.3215417068632787e-07,1.4447089776045007e-08,3.8820599056216197e-07,0.051691579204419705,6.644679936423836e-06,5.1659782821495636e-05,5.6075334021019578e-05,0.047062792727010451,1.4775600919384251e-07,1.3277385223197958e-12,1.4266593676263646e-11,3.8554297942292887e-11,2.1452027704331823e-07,5.0872209733244813e-05,9.521915886657869e-05,2.4516199725759807e-06,3.2800264934104153e-05
8.094216945931369e-06,0.38642063643656427,1.453613620195065e-10,1.773866369355697e-10,2.2430915534101718e-06,8.6896144851907076e-12,0.00018268843405183402,0.0,0.0,0.00033774891714165377,0.0045453883904372156,154.0,0.0,0.82947588191136279,1.0,18.944259037987841,0.0055793036391721404,1.6393738547512023e-10,0.0013138514562797841,0.0056511232163494992,0.00085867011508715765,0.0030375075944952465,8.7293232766833126e-09,5.9095959234676122e-05,0.00072590449169832852,1.1104619111160831e-10,0.052802904793382885,8.9263190158459507e-08,0.00073975447602647,0.00050563742865935321,5.3409395740610751e-07,1.4567035170645195e-08,3.8962106383509366e-07,0.05212585004641257,6.7007041699092546e-06,5.26708156148269e-05,5.722514638820155e-05,0.047444986848502277,1.4899745951057332e-07,1.3255643796107738e-12,1.4386154878778051e-11,3.8867522900770705e-11,2.1631737997737024e-07,5.1805444728420332e-05,9.6964397550466195e-05,2.4977257354734212e-06,3.3419680031505404e-05
8.166747776088128e-06,0.3864198090634529,1.4517529381321961e-10,1.7872565395163193e-10,2.2643617787432231e-06,8.7874131041152516e-12,0.00018604052061949115,0.0,0.0,0.00033774052425818743,0.0045879385629840159,154.0,0.0,0.82822635511896858,1.0,18.943834489389484,0.0055817494997752902,1.6370682131548833e-10,0.0013118754325410339,0.0056419956344863006,0.00086564833315955745,0.0030328822024067374,8.7150471785919329e-09,5.8999312596944412e-05,0.00073186607364529653,1.1087709452236373e-10,0.053229243449403101,8.9128998521041382e-08,0.0007460287886562199,0.00050744889543340513,5.3599650665751765e-07,1.4686811561852332e-08,3.9100897239758534e-07,0.052558861124523334,6.7559140151329423e-06,5.3687366690515201e-05,5.838316316623155e-05,0.047825955559394839,1.5023530848592756e-07,1.323396526817997e-12,1.4505364393459623e-11,3.9179746103436159e-11,2.1810980620876958e-07,5.2746187688612386e-05,9.8723630773009667e-05,2.5442130657862007e-06,3.4044233351528789e-05
8.239278606244888e-06,0.3864189842557434,1.4498962072684722e-10,1.8006739974258406e-10,2.2856227594229175e-06,8.8853568813338611e-12,0.00018941955251830994,0.0,0.0,0.00033773214865592918,0.0046304199311334613,154.0,0.0,0.82698083902870012,1.0,18.943411166180979,0.00558393817315073,1.6347701953599298e-10,0.0013099064826598023,0.0056328942956462361,0.00087261541975534678,0.0030282735022362081,8.7008127109326074e-09,5.8902947787752672e-05,0.00073781927371227313,1.1070860816177035e-10,0.053654253820322614,8.8995287320865298e-08,0.00075229367870720135,0.00050922573872366837,5.3786243883123025e-07,1.4806419509778772e-08,3.923701688251195e-07,0.052990618208204526,6.810313068224403e-06,5.4709289139226871e-05,5.9549251480486997e-05,0.04820570475239782,1.5146957261343497e-07,1.3212349956375933e-12,1.4624223842651961e-11,3.9490972370465313e-11,2.1989757951016597e-07,5.3694414879313546e-05,0.0001004968135144592,2.5910807520602496e-06,3.4673908280378601e-05
8.311809436401647e-06,0.3864181620017184,1.4480434707707241e-10,1.814120517017731e-10,2.3068745099258774e-06,8.983444958237907e-12,0.00019282544358464602,0.0,0.0,0.00033772379097684539,0.0046728327029534316,154.0,0.0,0.82573930951323049,1.0,18.942989062665717,0.0055858763135427855,1.6324797547870129e-10,0.001307944508960629,0.0056238192956552281,0.00087957140970032911,0.0030236812809485082,8.6866200334649383e-09,5.8806865888392928e-05,0.00074376411959059345,1.1054072424166369e-10,0.054077941998431633,8.8862050138501839e-08,0.00075854917974718151,0.0005109685377798404,5.3969236799388733e-07,1.4925859571107186e-08,3.9370510107886831e-07,0.053421127035835202,6.863905300991174e-06,5.573643746859686e-05,6.0723279479545959e-05,0.048584240273772762,1.5270026829835352e-07,1.3190798103213783e-12,1.4742734843695377e-11,3.980120648403172e-11,2.2168072346042417e-07,5.4650102680416761e-05,0.00010228390096962838,2.6383275887452115e-06,3.5308688284948717e-05
8.384340266558407e-06,0.38641734229010505,1.4461947676003231e-10,1.8275978483006189e-10,2.3281170440907699e-06,9.081676484368546e-12,0.00019625810806815749,0.0,0.0,0.00033771545180712626,0.0047151770865587195,154.0,0.0,0.82450174270933607,1.0,18.94256817320127,0.0055875704154096494,1.6301968459074491e-10,0.0013059894348131686,0.0056147707153783128,0.00088651633761354254,0.0030191053171295997,8.6724691607072505e-09,5.8711067004986331e-05,0.00074970063880268952,1.1037343466713487e-10,0.054500314051657645,8.8729280760588824e-08,0.00076479532490634605,0.0005126778657038219,5.4148690251709747e-07,1.504513229912265e-08,3.9501421296368481e-07,0.053850393315012735,6.9166950433438328e-06,5.6768667632431174e-05,6.1905116367746423e-05,0.048961567924278505,1.53927411856721e-07,1.316930973261949e-12,1.4860899028263171e-11,4.0110453189111499e-11,2.2345926144754744e-07,5.5613227581877827e-05,0.00010408484855009723,2.6859523760074673e-06,3.5948556912414204e-05
8.456871096715166e-06,0.3864165251093759,1.4443501329648351e-10,1.8411077177232777e-10,2.3493503746871776e-06,9.1800506171222326e-12,0.00019971746062875519,0.0,0.0,0.00033770713168245717,0.0047574532900280433,154.0,0.0,0.82326811501390496,1.0,18.942148492165742,0.0055890268175256578,1.6279214230075912e-10,0.0013040411727013675,0.0056057486200941781,0.00089345023790969504,0.0030145454121381157,8.6583602360365762e-09,5.8615552102233675e-05,0.00075562885870411264,1.1020673217642015e-10,0.054921376022614023,8.8596973662030195e-08,0.0007710321468965411,0.00051435428934878567,5.4324664306916992e-07,1.5164238243753251e-08,3.9629794266818551e-07,0.05427842272221392,6.9686869629345118e-06,5.7805837069639528e-05,6.309463244843488e-05,0.049337693459901882,1.5515101951571678e-07,1.3147885060924872e-12,1.497871799149783e-11,4.0418717193987208e-11,2.2523321666910106e-07,5.6583766181372887e-05,0.00010589961188384436,2.7339539194976791e-06,3.6593497789693526e-05
8.529401926871926e-06,0.3864157104476749,1.4425095987959717e-10,1.854651828655696e-10,2.3705745163634954e-06,9.278566521527405e-12,0.0002032034163306024,0.0,0.0,0.00033769883109421324,0.0047996615213350734,154.0,0.0,0.82203840308095677,1.0,18.941730013954015,0.0055902517065413914,1.6256534404801195e-10,0.001302099619527735,0.0055967530618004566,0.00090037314480130093,0.0030100013943488665,8.6442934745409313e-09,5.8520322627190692e-05,0.00076154880648530131,1.1004061049567599e-10,0.055341133927826948,8.8465123280754326e-08,0.00077725967802781757,0.00051599836924607213,5.4497218289885301e-07,1.528317795160587e-08,3.9755672296891441e-07,0.054705220901517054,7.0198860460066305e-06,5.8847804734138018e-05,6.4291699157793954e-05,0.049712622591834191,1.563711074120494e-07,1.3126524412545472e-12,1.5096193300507861e-11,4.0726003170252935e-11,2.2700261213624089e-07,5.7561695191281006e-05,0.00010772814680581705,2.7823310307172986e-06,3.724349462247218e-05
8.601932757028686e-06,0.38641489829413006,1.4406731936376163e-10,1.8682318616768062e-10,2.3917894840205377e-06,9.3772233699826841e-12,0.00020671589064034999,0.0,0.0,0.00033769055049240711,0.0048418019882769227,154.0,0.0,0.82081258381717415,1.0,18.941312733040103,0.0055912511209118658,1.6233928547490721e-10,0.0013001647164922689,0.0055877840823372587,0.00090728509230105241,0.0030054730584267186,8.6302687296583522e-09,5.8425377605720493e-05,0.00076746050917357394,1.0987506211738668e-10,0.055759593756872033,8.8333723719219093e-08,0.00078347795022599032,0.00051761065951163665,5.4666411082165746e-07,1.5401951966006145e-08,3.9879098340204621e-07,0.055130793465309302,7.0702975783379037e-06,5.9894431128621003e-05,6.5496189103105798e-05,0.050086360987777891,1.5758769158992016e-07,1.3105227569215634e-12,1.5213326577549519e-11,4.103231575402994e-11,2.2876747068017864e-07,5.8546991433488954e-05,0.00010957040936043803,2.8310825269362711e-06,3.7898531194576486e-05
8.674463587185445e-06,0.3864140886378889,1.438840942689883e-10,1.8818494746956465e-10,2.4129952886724555e-06,9.4760203420424426e-12,0.00021025479942836644,0.0,0.0,0.0003376822902869824,0.0048838748984207092,154.0,0.0,0.81959063437785673,1.0,18.940896643931804,0.0055920309542207983,1.621139622126337e-10,0.0012982364072930651,0.0055788417100672803,0.00091418611422386213,0.0030009602063016394,8.6162859603540763e-09,5.8330716760819085e-05,0.00077336399363482752,1.0971007980026807e-10,0.056176761471764133,8.8202770204140233e-08,0.00078968699504604442,0.00051919170779596432,5.4832300796584025e-07,1.5520560827032527e-08,4.0000114790036671e-07,0.055555145995277437,7.1199271278597563e-06,6.0945578328497064e-05,6.6707976090749836e-05,0.050458914273296393,1.5880078800356637e-07,1.3083994468897012e-12,1.5330119415631211e-11,4.1337659546908966e-11,2.3052781495083392e-07,5.9539631828243839e-05,0.00011142635581053928,2.8802072304852996e-06,3.8558591367986765e-05
8.746994417342205e-06,0.38641328146655746,1.4370128686831295e-10,1.8955063036607705e-10,2.4341919447175156e-06,9.5749566241902531e-12,0.00021382005895810409,0.0,0.0,0.00033767405085519586,0.0049258804590396454,154.0,0.0,0.81837253216422157,1.0,18.94048174109464,0.0055925969590068219,1.6188936972542632e-10,0.0012963145633884563,0.0055699259606440572,0.00092107624418922608,0.0029964627218259871,8.6023455963661269e-09,5.8236342972281343e-05,0.0007792592865754741,1.0954565929962819e-10,0.05659264300638174,8.8072258111829398e-08,0.00079588684368835886,0.00052074205521963229,5.4994944500707571e-07,1.5639005071555666e-08,4.0118763277811262e-07,0.055978284039692981,7.1687805263289958e-06,6.2001110010001276e-05,6.7926935159140188e-05,0.050830288030815018,1.60010412517758e-07,1.3062825757057618e-12,1.544657330349661e-11,4.1642039115017479e-11,2.3228366741870054e-07,6.0539593413202282e-05,0.000113295942615609,2.9297039694765903e-06,3.922365908145597e-05
8.819525247498964e-06,0.3864124767695491,1.4351889918038581e-10,1.9092039628180644e-10,2.45537946818155e-06,9.6740314096974177e-12,0.00021741158588537733,0.0,0.0,0.00033766583254363371,0.0049678188770761406,154.0,0.0,0.81715825482017623,1.0,18.940068019121611,0.0055929547494915398,1.6166550383448451e-10,0.0012943991461458373,0.0055610368450454278,0.00092795551562294435,0.002991980408110512,8.588447362009253e-09,5.8142254397576626e-05,0.00078514641454388134,1.0938179341644145e-10,0.05700724426607922,8.7942182108859569e-08,0.00080207752700855095,0.0005222622363242938,5.5154399049409141e-07,1.5757285233267032e-08,4.023508527855361e-07,0.056400213113847485,7.2168638556670479e-06,6.3060891466291366e-05,6.9152942598530023e-05,0.051200487800424632,1.6121658089834297e-07,1.3041721020742314e-12,1.5562689851273751e-11,4.1945458990070922e-11,2.3403505037961808e-07,6.1546853330594876e-05,0.00011517912644264675,2.9795715776859492e-06,3.989371835012484e-05
8.884802994640048e-06,0.3864117546495717,1.4335511054569182e-10,1.9215680823985105e-10,2.4744404392591423e-06,9.763316475602961e-12,0.00022066635018134831,0.0,0.0,0.0003376584543800631,0.0050055062171421669,154.0,0.0,0.81606865718860799,1.0,18.939696674536837,0.0055931032685554655,1.6146464230624432e-10,0.0012926807298133209,0.0055530594119600173,0.00093413760334042138,0.0029879591442456528,8.5759748370704337e-09,5.8057817632677346e-05,0.00079043787048020122,1.0923478274316265e-10,0.057379295622095337,8.7825482793649671e-08,0.00080764133087988968,0.00052360504359420953,5.5295227768016008e-07,1.5863597526560347e-08,4.0337819746885966e-07,0.056778920145391557,7.2594856600160773e-06,6.401821831534697e-05,7.0262274429902277e-05,0.051532668380279339,1.6229919040760355e-07,1.3022781254175815e-12,1.566690762371662e-11,4.2217720059280635e-11,2.356074919070306e-07,6.2459608518780957e-05,0.00011688558169579965,3.0247685584920676e-06,4.0501026321693947e-05
8.950080741781133e-06,0.3864110345166281,1.4319166436793201e-10,1.9339677107063784e-10,2.4934940298859882e-06,9.8527125021681573e-12,0.00022394226367618549,0.0,0.0,0.00033765109378706374,0.0050431394893302476,154.0,0.0,0.81498212382089019,1.0,18.939326278146627,0.0055930914767891911,1.6126436275624653e-10,0.0012909674084954511,0.0055451035423294878,0.00094031094666568061,0.0029839499346915981,8.5635364981354002e-09,5.7973612295536249e-05,0.00079572275330121775,1.0908821275554009e-10,0.05775031897880057,8.7709129976639179e-08,0.0008131977576002154,0.00052492422411547961,5.5433558843410667e-07,1.5969777727172913e-08,4.043873218614187e-07,0.057156656331112131,7.301493576353244e-06,6.4978783811989407e-05,7.1377127898877136e-05,0.051863906467407989,1.6337902451969098e-07,1.3003893398425764e-12,1.5770854512352288e-11,4.2489210678646106e-11,2.3717634707185822e-07,6.3378240407670525e-05,0.00011860298430368171,3.0702641601748044e-06,4.1112353020840291e-05
9.015358488922217e-06,0.38641031636274314,1.4302856161694768e-10,1.9464039803834339e-10,2.5125402526329852e-06,9.9422189146217435e-12,0.00022723926641798407,0.0,0.0,0.00033764375095955549,0.0050807188436241026,154.0,0.0,0.81389863890833003,1.0,18.938956826046773,0.0055929231926400936,1.6106466212148804e-10,0.0012892591259202415,0.0055371692241617193,0.00094647556957192132,0.0029799526807762337,8.5511323651959828e-09,5.7889638520398529e-05,0.00080100108203918162,1.08942079846407e-10,0.058120318579887489,8.7593120364161997e-08,0.00081874682899769295,0.00052622015376250087,5.5569432076391304e-07,1.6075826217698858e-08,4.0537851630988109e-07,0.057533425624995659,7.3428924930677696e-06,6.5942493190281827e-05,7.2497415515709277e-05,0.052194206016269985,1.6445609453938219e-07,1.2985057483551605e-12,1.587453162430956e-11,4.2759934082746525e-11,2.3874163177493262e-07,6.4302732554137896e-05,0.00012033130309561833,3.116057543762596e-06,4.1727686951314994e-05
9.080636236063301e-06,0.38640960018069453,1.4286580312889811e-10,1.9588780104600502e-10,2.531579117429768e-06,1.0031835142185164e-11,0.00023055729870851902,0.0,0.0,0.0003376364260760361,0.0051182444296772557,154.0,0.0,0.81281818679158624,1.0,18.938588314400668,0.0055926021520476933,1.6086553749034929e-10,0.0012875558707528538,0.0055292564416508788,0.00095263149591049703,0.002975967243464783,8.538762172941266e-09,5.7805894527466585e-05,0.00080627287562701482,1.0879637893205891e-10,0.058489298649159527,8.7477450790352891e-08,0.00082428856670494757,0.00052749320400414721,5.570288699945228e-07,1.6181743378734066e-08,4.0635206919983378e-07,0.057909231960757444,7.3836874227806091e-06,6.6909252789777425e-05,7.3623050668244743e-05,0.052523570955960587,1.6553041170991264e-07,1.2966273110612849e-12,1.597794011532448e-11,4.3029893485493287e-11,2.4030336180911103e-07,6.5233068575664668e-05,0.00012207050703923598,3.1621478735613966e-06,4.2347016665812196e-05
9.145913983204385e-06,0.38640888596245726,1.4270338960180806e-10,1.9713909065125476e-10,2.5506106312224108e-06,1.0121560617999932e-11,0.00023389630110222503,0.0,0.0,0.00033762911929998004,0.0051557163968013768,154.0,0.0,0.81174075195931694,1.0,18.938220739352069,0.0055921320098669906,1.6066698583982364e-10,0.0012858575931299083,0.0055213651719340272,0.00095877874941185037,0.0029719935266688991,8.5264259613675914e-09,5.7722380579391746e-05,0.00081153815289907599,1.0865110649998958e-10,0.058857263390511422,8.7362118560340766e-08,0.00082982299216417278,0.00052874374190760623,5.5833962455099469e-07,1.628752958889185e-08,4.0730826388912134e-07,0.058284079251311786,7.4238834951265968e-06,6.7878970060154223e-05,7.4753947628782187e-05,0.052852005190126138,1.6660198721719445e-07,1.294754033842977e-12,1.6081081075617027e-11,4.3299092079867811e-11,2.4186155286014845e-07,6.6169232158827477e-05,0.00012382056523089295,3.208534317293323e-06,4.2970330765548486e-05
9.21119173034547e-06,0.38640817369947433,1.4254132162017521e-10,1.9839437611154401e-10,2.5696348046085101e-06,1.0211394779029235e-11,0.00023725621439772601,0.0,0.0,0.00033762183078341068,0.0051931348939408348,154.0,0.0,0.81066631904674402,1.0,18.93785409703683,0.0055915163418396082,1.6046900410856304e-10,0.0012841642146785147,0.0055134953879824675,0.00096491735368680047,0.0029680314673880067,8.5141239186859496e-09,5.7639097935265164e-05,0.00081679693259221521,1.085062602478036e-10,0.059224216987737326,8.7247120803586588e-08,0.000835350126633483,0.00052997213012337375,5.5962696701799098e-07,1.639318522482458e-08,4.0824737947633643e-07,0.05865797138715971,7.4634859479598583e-06,6.8851553568951144e-05,7.5890021564896346e-05,0.053179512596221223,1.6767083218621963e-07,1.2928859449145391e-12,1.6183955557579498e-11,4.3567533037371957e-11,2.4341622050730772e-07,6.7111207065564675e-05,0.00012558144688794507,3.2552160464258841e-06,4.3597617899565169e-05
9.276469477486554e-06,0.3864074633845262,1.4237959966550853e-10,1.9965376538565096e-10,2.5886516491698972e-06,1.0301337065991565e-11,0.00024063697963903872,0.0,0.0,0.00033761456066567325,0.0052305000696584196,154.0,0.0,0.80959487283302545,1.0,18.937488383678932,0.005590758646120117,1.6027158946574734e-10,0.0012824757213004577,0.005505647061508836,0.00097104733222755639,0.0029640809424162713,8.5018557718225235e-09,5.7556044764643485e-05,0.00082204923334663535,1.083618356704774e-10,0.059590163604352077,8.7132454408265945e-08,0.00084086999119155196,0.00053117872687653107,5.6089127852722784e-07,1.6498710661240454e-08,4.0916969399248524e-07,0.059030912238031426,7.5025001199304368e-06,6.9826913005478083e-05,7.7031188545841851e-05,0.053506097026829152,1.6873695767847505e-07,1.2910230032444265e-12,1.6286564695492868e-11,4.3835219509303763e-11,2.4496738022522471e-07,6.8058977118115821e-05,0.00012735312136266669,3.3021922357542915e-06,4.4228866764820342e-05
9.341747224627638e-06,0.38640675501029387,1.4221822409418427e-10,2.0091736495691977e-10,2.6076611716824611e-06,1.0391386923769492e-11,0.00024403853815249327,0.0,0.0,0.00033760730907094757,0.0052678120720671788,154.0,0.0,0.80852639825776129,1.0,18.93712359552034,0.0055898623347994643,1.6007473905313601e-10,0.0012807920946052841,0.0054978201579029898,0.00097716870839311982,0.0029601418369663629,8.4896213663628413e-09,5.7473220025192615e-05,0.00082729507369401674,1.0821782857130062e-10,0.059955107380760514,8.7018116949502297e-08,0.00084638260671994969,0.00053236388539267053,5.6213293405660713e-07,1.6604106270664519e-08,4.1007548098327104e-07,0.059402905651154185,7.5409314532142796e-06,7.0804959333733365e-05,7.8177365669171884e-05,0.053831762307336731,1.6980037468982422e-07,1.2891651854639453e-12,1.638890959534419e-11,4.410215462465833e-11,2.4651504737140213e-07,6.901252620687676e-05,0.00012913555815910065,3.349462063592475e-06,4.4864066112432988e-05
9.407024971768722e-06,0.38640604856846883,1.420571951595957e-10,2.0218528023358752e-10,2.6266633810478305e-06,1.0481543800299094e-11,0.00024746083147053621,0.0,0.0,0.00033760007611499947,0.0053050710489129828,154.0,0.0,0.80746088038018338,1.0,18.93675972876736,0.0055888307570308819,1.5987844990819962e-10,0.0012791132644724562,0.0054900146381361937,0.00098328150544302762,0.002956214091198272,8.4774208346362283e-09,5.7390624600389934e-05,0.00083253447208501779,1.0807423676328756e-10,0.06031905243966617,8.6904105766954736e-08,0.00085188799395830971,0.00053352795507281988,5.6335230235610987e-07,1.6709372423992563e-08,4.1096500945428736e-07,0.059773955455315712,7.5787854640654959e-06,7.1785604495465556e-05,7.9328470827308615e-05,0.054156512241967478,1.7086109416852534e-07,1.2873125113665591e-12,1.6490991298863337e-11,4.4368341495023171e-11,2.4805923721926326e-07,6.9971838291611865e-05,0.00013092872687690726,3.3970247115694969e-06,4.550320473353228e-05
