Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676)
7.125187403190048e-07,0.672641056479143,6.2505569961858511e-06,0.00020693024364823012,0.00029461861153693428,2.4870924291099722e-06,0.0021339946345526207,0.0,0.0,0.002969679025709597,0.014916649099214746,154.0,0.0,0.15346034637590533,0.99946801411622543,18.970320624296935,0.01736795806695314,2.0672104362112252e-07,0.0020363730861158408,0.035690904906786877,0.16461975895708833,0.00019249326903400041,8.0833910742863554e-09,5.2085678618294927e-05,0.38687557963071084,2.0611331051198775e-12,0.084453178965212428,2.7211813067888135e-06,0.091305349903721342,0.037261200877566777,8.1518845481353035e-06,4.0049589472936794e-05,4.935764555905621e-06,0.054856425115591148,0.00015282568334905655,0.0046812073820855305,0.020857429229959184,0.0060265297262754878,2.9365467702008762e-06,3.8787276539335144e-13,4.8404424345834052e-11,4.7036711618990238e-10,1.3627004466962712e-05,0.0012683622221112971,7.491907493790265e-05,0.00020281433671272649,2.6277010620586448e-05,0.00018024757329306737,1.178672567507469e-10,0.0004982580617299044,0.0010237370899073672,1.6630083709093664e-05,3.477098303550956e-06,3.2868322770071119e-07,2.0359862464276242e-09,7.8583526553710763e-09,2.1846065116301447e-05,4.9576195076197104e-15,2.8474255916733702e-15,1.8144227602786279e-05,3.9480791053891184e-10,6.8402903375052541e-07,1.0790689378987513e-11,1.3673456403876919e-12,8.3059195797233136e-11,8.3332746983178527e-05,4.8638694330356505e-06,1.3029809585508621e-05,0.00077292779042780011,5.5032521251208534e-07,1.2627520455059154e-05,6.3210096924435108e-06,6.2178379695583841e-08,1.3805269755362135e-09,0.00036114756157491952,5.8916960156446642e-07,2.906157134905469e-09,0.00050065096444806649,5.8348524385811416e-05,5.5029513767355485e-06,2.9194599377156219e-07,0.00046445855303497155,1.7686328138171596e-05,1.2174610521377623e-07,5.7625981457877506e-13,2.84513961288669e-13,8.5601847965989414e-05,1.2342784192198574e-10,3.9882989419187223e-06,1.1242271090343136e-05,1.2581009267269768e-10,1.9088381394962948e-09,1.407969113770058e-11,0.00023650688721267305,0.00029547899656068755
7.211025765365918e-07,0.6726412334041528,6.2347491730140245e-06,0.0002078265016199756,0.00029652730476956455,2.5107180667210695e-06,0.0021719581444519251,0.0,0.0,0.0029739213594467901,0.01505436517938828,154.0,0.0,0.15078301114615825,0.99945551481454009,18.970114817368092,0.017197660327315692,2.0436561060201509e-07,0.0019648367211631121,0.035275574550821205,0.16478854448374572,0.00018572936963187896,7.9892369411389864e-09,5.1478992416764928e-05,0.3891121489355871,1.9887082507470298e-12,0.084742572992711498,2.6256903738376959e-06,0.091493325412381366,0.037159473710770538,8.1295386697319172e-06,4.0281394351405022e-05,4.9222348265578144e-06,0.055282461707761542,0.00015198926483162231,0.0046567734550726925,0.021004623129570205,0.0060024567506268174,2.9593623609850259e-06,3.8335488138076837e-13,4.8779784924850684e-11,4.6886304490985354e-10,1.3676799822712612e-05,0.0012828220431910329,7.577302513964695e-05,0.00020513447160954224,2.6577843771496811e-05,0.00018403003671242323,1.1921562268986646e-10,0.00051122678461257677,0.0010460412954773283,1.6647249783019363e-05,3.52804925066754e-06,3.3349625936032993e-07,2.0658201742469127e-09,7.9785408782520675e-09,2.2180333612460686e-05,5.0302157876753601e-15,2.8891215115342331e-15,1.8524490096765279e-05,4.0308220317683734e-10,6.9456763986812758e-07,1.0956816164461042e-11,1.3884118765473621e-12,8.4337924084166991e-11,8.6275244173951901e-05,5.0217701899971027e-06,1.3493103670683697e-05,0.0007763357344535717,5.5282388716847619e-07,1.2693141695304821e-05,6.353799174716632e-06,6.2500811399597786e-08,1.3876883021000423e-09,0.00036578415749301838,5.9673037433042724e-07,2.9356173280688006e-09,0.00051670969668144513,6.0308766896872638e-05,5.574619266965046e-06,2.9574604326483531e-07,0.00047981915830162342,1.8078140494021848e-05,1.2274725927174442e-07,5.8099211268995997e-13,2.8685041586270767e-13,8.7578707945454952e-05,1.2616220711897062e-10,4.1068585687843128e-06,1.1726302595186839e-05,1.295485929757812e-10,1.9655601233496341e-09,1.4498236226700348e-11,0.00024160393835646692,0.00030288124710225783
7.296864127541787e-07,0.6726414003712358,6.2192720724004003e-06,0.00020866079837094121,0.00029839215094240308,2.5340637097722704e-06,0.0022098688014142286,0.0,0.0,0.0029781835714209905,0.015190512167981212,154.0,0.0,0.14816245999441069,0.99944294180102566,18.969910644184935,0.01702727881414428,2.0205472755511986e-07,0.0018960728795873168,0.0348650265969404,0.16494045657791381,0.00017922768543959268,7.8961688051200719e-09,5.0879303878568493e-05,0.39132286348479656,1.9190910812994193e-12,0.08502347859792353,2.5339006634463126e-06,0.091674715636704374,0.037059155320376069,8.1075023047231813e-06,4.0510518205177991e-05,4.9088924966020748e-06,0.055702041493510282,0.00015116656925737938,0.0046323871827525023,0.021147737635526305,0.0059780426023055434,2.9818321503134669e-06,3.7888910771983922e-13,4.9149445464181935e-11,4.6733005564215811e-10,1.3725186910264689e-05,0.0012970919007280076,7.6615744775596905e-05,0.00020742416002784666,2.6874723646491976e-05,0.00018781037724388192,1.2054629440169623e-10,0.00052429460512618442,0.0010684160053370877,1.6662708333344115e-05,3.5784266476589253e-06,3.382550009421885e-07,2.0953182644280246e-09,8.0974820569185323e-09,2.2511136792222781e-05,5.1019931955589199e-15,2.9303471093835223e-15,1.8903735256831241e-05,4.1133435922082952e-10,7.049975442174826e-07,1.112122562457418e-11,1.4092608223850336e-12,8.5603433598380792e-11,8.9267441527427369e-05,5.1823133318365531e-06,1.3965037874030292e-05,0.00077961617253087285,5.5523067909446514e-07,1.2756519489650523e-05,6.3854652142296327e-06,6.2812195542198243e-08,1.3946042652290281e-09,0.00037032793437891489,6.0413958529157033e-07,2.9641469808880794e-09,0.00053292782626848624,6.2296954801568268e-05,5.6448658885109877e-06,2.9947062634607084e-07,0.00049537619531684078,1.8466370073773786e-05,1.2373885031506741e-07,5.856791010605583e-13,2.8916449987851529e-13,8.9571678755172727e-05,1.2887156985561036e-10,4.2254516332540208e-06,1.222087643937738e-05,1.3328807837872883e-10,2.0222970548236179e-09,1.4916899358846122e-11,0.00024672473555955806,0.00031033346341362191
7.382702489717656e-07,0.6726415578648082,6.2041144508267805e-06,0.00020943554824404134,0.00030021390523018754,2.5571343126154279e-06,0.0022477225445196444,0.0,0.0,0.0029824646347938358,0.015325113346422461,154.0,0.0,0.14559718975011393,0.9994302971423118,18.969708075236969,0.016856900359645537,1.9978720342163848e-07,0.0018299635444192447,0.034459246487902551,0.16507591364170887,0.00017297705184603505,7.804183287847235e-09,5.0286591235487373e-05,0.39350821211019332,1.8521620510408416e-12,0.085296158213547524,2.4456546209539381e-06,0.091849775321822522,0.036960262437268236,8.0857790783040157e-06,4.0737011751024361e-05,4.8957397610992775e-06,0.056115282756059835,0.00015035764930920861,0.0046080799732080603,0.021286861299212118,0.0059533127215313127,3.0039624730370997e-06,3.7447528230654132e-13,4.9513510504287664e-11,4.6577005210373986e-10,1.3772200491309288e-05,0.001311172816684392,7.7447294316344874e-05,0.00020968356439628771,2.7167671382367858e-05,0.00019158776002491673,1.2185936628300197e-10,0.00053745916117972279,0.0010908581540760957,1.6676501704582021e-05,3.6282277531096984e-06,3.4295919555878408e-07,2.124478911748046e-09,8.2151665747180431e-09,2.283844782123728e-05,5.1729478565654836e-15,2.971100159771355e-15,1.9281858679499518e-05,4.1956210691104159e-10,7.1531787031898115e-07,1.1283904013885839e-11,1.4298907258542991e-12,8.6855618536944379e-11,9.2308922835003914e-05,5.3455005334034943e-06,1.4445618324232827e-05,0.00078277354034943865,5.5754874404603408e-07,1.2817726177041279e-05,6.4160440605092915e-06,6.3112888630349963e-08,1.4012827819318507e-09,0.0003747793258263049,6.1139794565094857e-07,2.9917670674403345e-09,0.00054930029470647327,6.4312670765314742e-05,5.7136971834428319e-06,3.03120060465081e-07,0.00051112572483336951,1.8850791244513795e-05,1.247210452487366e-07,5.9032157122178717e-13,2.9145660413494705e-13,9.1580607096207413e-05,1.3155435549700577e-10,4.3439864194141358e-06,1.2725893340886486e-05,1.3702565660400901e-10,2.0790050511276617e-09,1.5335356754058389e-11,0.00025186858729854084,0.00031783427038865485
7.468540851893525e-07,0.6726417063449172,6.1892644680467685e-06,0.00021015311978321783,0.00030199331351379128,2.5799347248075064e-06,0.0022855155184303873,0.0,0.0,0.0029867635149779053,0.015458191549730939,154.0,0.0,0.14308574589066575,0.99941758285534588,18.969507082011702,0.016686607551579614,1.9756188676322329e-07,0.0017663961079666219,0.034058216054006059,0.16519532315766788,0.00016696681618741559,7.7132761949176366e-09,4.9700827461212602e-05,0.395668670639852,1.7878070959412553e-12,0.085560865670687561,2.360801912746951e-06,0.09201874838702738,0.036862808462843948,8.0643718880280198e-06,4.0960924355981644e-05,4.8827783745400705e-06,0.056522301530900154,0.00014956252967853682,0.0045838805014820922,0.02142208163335781,0.0059282911632505802,3.0257595436500679e-06,3.701132038807024e-13,4.9872082595563615e-11,4.6418483642681395e-10,1.3817874012212661e-05,0.0013250658654763376,7.8267737336366023e-05,0.00021191285566192218,2.7456709224746835e-05,0.00019536138302616083,1.2315493768111252e-10,0.00055071813686422358,0.0011133647874490011,1.6688671135743924e-05,3.6774503757283412e-06,3.476086383048496e-07,2.153300833105347e-09,8.3315861584630596e-09,2.3162243602892425e-05,5.243076680052848e-15,3.0113788875770376e-15,1.965876032552585e-05,4.2776326945100588e-10,7.2552786100924529e-07,1.1444839468373295e-11,1.4503000734169936e-12,8.8094387578778542e-11,9.5399260894697867e-05,5.5113334961499609e-06,1.4934851043440286e-05,0.00078581215561012384,5.5978115567734383e-07,1.2876832432939843e-05,6.4455711285124092e-06,6.3403238961002519e-08,1.4077315869444685e-09,0.00037913885847104002,6.1850631843942538e-07,3.0184988681481018e-09,0.00056582215974971747,6.6355494491886685e-05,5.7811205603615709e-06,3.0669474087226245e-07,0.00052706382647297852,1.9231188846933662e-05,1.2569400470253712e-07,5.9492028506202885e-13,2.9372710479543778e-13,9.3605342318972575e-05,1.3420906250013279e-10,4.4623732223474092e-06,1.3241248091616513e-05,1.4075849890860947e-10,2.135641193440508e-09,1.575329173157743e-11,0.00025703482013160142,0.00032538232452134305
7.554379214069394e-07,0.6726418462484848,6.17470976590048e-06,0.00021081583250398677,0.00030373111230445649,2.6024696895967738e-06,0.0023232440649979774,0.0,0.0,0.002991079173992058,0.015589769173602884,154.0,0.0,0.1406267206941266,0.99940480090825445,18.969307636943743,0.016516478903513723,1.9537766422697242e-07,0.0017052631152297993,0.033661913837085389,0.16529908202923674,0.00016118681332873838,7.623442589266594e-09,4.9121980744015337e-05,0.3978047023236243,1.7259173722144062e-12,0.085817846482780749,2.2791990836085232e-06,0.09218186842154244,0.03676680372352787,8.0432829593919902e-06,4.1182304081542416e-05,4.8700096844986923e-06,0.056923211622104286,0.0001487812095960362,0.0045598148869753731,0.021553485055479209,0.0059030006746102178,3.0472294571687779e-06,3.6580263554608981e-13,5.0225262313603243e-11,4.625761148003038e-10,1.3862239666483359e-05,0.0013387721689683248,7.9077140216406616e-05,0.00021411221247980925,2.7741860422475941e-05,0.00019913047608015072,1.2443311242290445e-10,0.00056406926180647054,0.0011359330582038968,1.6699256794822034e-05,3.7260928422720097e-06,3.522031732289427e-07,2.1817830487383283e-09,8.446733804235076e-09,2.3482504572006149e-05,5.3123773137623114e-15,3.051181941772619e-15,2.0034344398263083e-05,4.3593576236069828e-10,7.3562687187073341e-07,1.16040219013995e-11,1.4704875769092035e-12,8.9319663083888561e-11,9.8538018138022372e-05,5.6798139514790587e-06,1.5432741976147336e-05,0.00078873621928564569,5.6193090626452527e-07,1.2933907268030111e-05,6.474080998319336e-06,6.3683586617437371e-08,1.4139582326636216e-09,0.0003834071455294251,6.2546570794903466e-07,3.044364038112779e-09,0.00058248859734180648,6.8425003125140063e-05,5.8471447939580896e-06,3.1019513527612463e-07,0.00054318660264537336,1.9607358080771269e-05,1.2665788386580737e-07,5.994759785397517e-13,2.9597636522121296e-13,9.5645736328710688e-05,1.368342616143137e-10,4.5805244355582432e-06,1.3766829837776298e-05,1.4448384284271094e-10,2.1921635687657224e-09,1.6170395018595805e-11,0.00026222277822945483,0.00033297631351508528
7.640217576245263e-07,0.672641977990475,6.1604375425209925e-06,0.0002114259541775347,0.00030542802868881023,2.6247438429285955e-06,0.002360904715208589,0.0,0.0,0.0029954105743232933,0.015719868181847663,154.0,0.0,0.13821875147164558,0.99939195322122631,18.969109713366702,0.016346589018408509,1.9323345907780688e-07,0.0016464620188055782,0.033270315390141365,0.16538757690869837,0.00015562734250460723,7.5346768595453414e-09,4.8550014927346862e-05,0.39991675824268041,1.6663890083389606e-12,0.086067338121543491,2.2007092300604508e-06,0.092339359156743989,0.036672255707177658,8.0225138983411502e-06,4.1401197726177132e-05,4.8574346634221277e-06,0.057318124621926946,0.0001480136651637579,0.0045359068611028281,0.021681156838397535,0.0058774627679435785,3.06837819016861e-06,3.6154330805136944e-13,5.0573148276429577e-11,4.6094550278586728e-10,1.3905328453996882e-05,0.001352292891825736,7.9875571870376727e-05,0.00021628182046119865,2.8023149129652613e-05,0.00020289429992746525,1.2569399837790494e-10,0.00057751031049392153,0.0011585602220441013,1.6708297812002012e-05,3.774153967021965e-06,3.5674269043018301e-07,2.2099248643512747e-09,8.560603706773576e-09,2.3799214498480091e-05,5.3808481000285238e-15,3.09050837027238e-15,2.0408519223465728e-05,4.4407759086118962e-10,7.4561436497393894e-07,1.1761442905114732e-11,1.4904521610321175e-12,9.0531380334419058e-11,0.00010172474723942475,5.8509436636889536e-06,1.5939297015402735e-05,0.00079154981702617849,5.640009075862094e-07,1.2989018031038855e-05,6.5016074162492728e-06,6.3954263480939755e-08,1.4199700893901055e-09,0.00038758488060704655,6.3227724962304813e-07,3.0693844950202071e-09,0.00059929490304681181,7.0520771629794412e-05,5.9117799287191207e-06,3.1362177873253433e-07,0.00055949018219408051,1.9979104374763389e-05,1.2761283266042864e-07,6.0398936262472643e-13,2.9820473643591846e-13,9.7701643495841768e-05,1.3942859497380006e-10,4.6983546285478659e-06,1.4302522356960774e-05,1.4819899469021275e-10,2.2485313069607057e-09,1.6586365024118153e-11,0.00026743182291341281,0.00034061495585914546
7.726055938421133e-07,0.6726421019649982,6.1464346221076475e-06,0.00021198569858576734,0.00030708478029272106,2.6467617129188751e-06,0.0023984941814530654,0.0,0.0,0.0029997566823455565,0.015848510114099077,154.0,0.0,0.13586051887575762,0.99937904166742098,18.968913285467821,0.016177008745809018,1.911282297946587e-07,0.0015898949450076829,0.032883393554478085,0.16546118451307507,0.00015027914529250192,7.4469727822069125e-09,4.7984889909919809e-05,0.40200527770371008,1.6091228692059821e-12,0.086309570284953438,2.1252016878745343e-06,0.092491434915907264,0.036579169282836985,8.0020657386459778e-06,4.161765086626318e-05,4.8450539373186814e-06,0.057707149933232421,0.00014725985150453884,0.0045121779255985327,0.02180518106725023,0.0058516977895033606,3.0892116019808765e-06,3.5733492276931029e-13,5.0915837164108205e-11,4.5929453032536487e-10,1.3947170237145666e-05,0.001365629237205846,8.066310349054782e-05,0.00021842187147601383,2.8300600314786054e-05,0.00020665214528092711,1.2693770705294949e-10,0.00059103910157560396,0.0011812436337217994,1.6715832311656667e-05,3.8216330228175262e-06,3.6122712332761266e-07,2.2377258541539854e-09,8.6731911922668397e-09,2.411236030040448e-05,5.4484880345929934e-15,3.1293575962772661e-15,2.0781197130767893e-05,4.5218684729569749e-10,7.5548990292212677e-07,1.1917095656715787e-11,1.5101929514478142e-12,9.1729486813099986e-11,0.00010495899170859454,6.0247244324982796e-06,1.6454522026540795e-05,0.00079425692069104838,5.6599399188386107e-07,1.3042230414693937e-05,6.5281832979149399e-06,6.4215593261622474e-08,1.4257743459956562e-09,0.00039167283177231837,6.3894220039451556e-07,3.0935821635603439e-09,0.00061623649302089531,7.2642373152246163e-05,5.9750371866989567e-06,3.1697526875735017e-07,0.00057597072378075633,2.0346243242658374e-05,1.2855899546614263e-07,6.0846112219062621e-13,3.0041255657888097e-13,9.9772920570858955e-05,1.419907750929224e-10,4.8157806149828088e-06,1.4848204331538252e-05,1.5190133160747944e-10,2.3047046131868554e-09,1.7000908079613149e-11,0.00027266133220132027,0.00034829700037667142
7.811894300597002e-07,0.6726422185463733,6.1326875204371632e-06,0.00021249722370692329,0.00030870207526077396,2.6685277197471023e-06,0.0024360093501090197,0.0,0.0,0.0030041164713394304,0.015975716093738566,154.0,0.0,0.13355074528092251,0.9993660680738885,18.96871832824543,0.016007805332899926,1.8906096872710202e-07,0.0015354684710896889,0.032501118716010961,0.16552027192850863,0.00014513338436212853,7.3603235793968731e-09,4.7426562018703443e-05,0.40407068861843254,1.5540243285769093e-12,0.086544765157314893,2.0525517343560377e-06,0.092638301042514276,0.036487546905145073,7.9819389862992258e-06,4.1831707895488186e-05,4.8328678126381653e-06,0.058090394794384832,0.00014651970474324145,0.0044886475018650132,0.02192564060245248,0.0058257249842151391,3.1097354360358717e-06,3.5317715447467758e-13,5.125342374174133e-11,4.5762464645970394e-10,1.3987793794071273e-05,0.0013787824427642119,8.1439808309042872e-05,0.00022053256300601123,2.8574239676530035e-05,0.00021040333190910552,1.2816435321620973e-10,0.0006046534971430673,0.001203980743261832,1.6721897443172336e-05,3.8685297136029358e-06,3.6565644607453983e-07,2.2651858447871628e-09,8.784492654401549e-09,2.4421931866226584e-05,5.515296727602737e-15,3.1677293958736785e-15,2.1152294336993709e-05,4.6026170859042213e-10,7.6525314318661001e-07,1.2070974828606918e-11,1.529709263455688e-12,9.2913941511734303e-11,0.00010824028646594711,6.2011580951710297e-06,1.6978422868605674e-05,0.00079686138998964968,5.679129128737915e-07,1.3093608464374918e-05,6.5538407330383758e-06,6.4467891544836758e-08,1.4313780109753389e-09,0.00039567183588867561,6.4546192941545248e-07,3.1169791054597654e-09,0.00063330890456321108,7.4789379362334344e-05,6.0369288792933851e-06,3.2025626063122867e-07,0.00059262441901913182,2.0708600126773612e-05,1.2949651191635792e-07,6.1289191944806826e-13,3.0260015260016469e-13,0.00010185942660256365,1.4451958377422198e-10,4.9327215119035682e-06,1.5403749617990187e-05,1.5558830349354182e-10,2.3606447962846249e-09,1.7413738648034686e-11,0.00027791070036195249,0.00035602122574835522
7.897732662772871e-07,0.6726423280901227,6.1191825062798399e-06,0.00021296263029360184,0.00031028061225051219,2.6900461759246351e-06,0.0024734472744227312,0.0,0.0,0.0030084889241530468,0.016101506835974728,154.0,0.0,0.13128819323286717,0.99935303422250488,18.968524817468783,0.015839042569673622,1.8703070081016835e-07,0.0014830934127356911,0.032123459042296333,0.16556519690360078,0.00014018162338029337,7.2747219734323092e-09,4.6874984359958717e-05,0.406113407869029,1.501003053913333e-12,0.086773137661483868,1.982640305333702e-06,0.092780154308124377,0.036397388804588662,7.9621336622596807e-06,4.2043412062791695e-05,4.820876302149556e-06,0.058467964306260514,0.00014579314383361631,0.0044653330717625084,0.022042617048112688,0.0057995625566934685,3.1299553212971901e-06,3.4906965395822573e-13,5.1586000883246511e-11,4.5593722377650591e-10,1.4027226869135431e-05,0.0013917537769486804,8.2205761380611936e-05,0.00022261409754530191,2.8844093565550199e-05,0.00021414720773935445,1.2937405454882463e-10,0.00061835140199518579,0.0012267690923135021,1.672652941065669e-05,3.9148441483376678e-06,3.7003067106977131e-07,2.2923049000448174e-09,8.8945054935809833e-09,2.4727921885724807e-05,5.5812743660720912e-15,3.2056238764738784e-15,2.1521730831443197e-05,4.6830043375846952e-10,7.7490383271842213e-07,1.2223076503504245e-11,1.5490005912212904e-12,9.408471427772741e-11,0.00011156815840158616,6.380246528319454e-06,1.7511005413623447e-05,0.00079936697421616578,5.6976034688670985e-07,1.3143214589962047e-05,6.5786109910186395e-06,6.4711465846404061e-08,1.4367879136632586e-09,0.00039958279319899509,6.5183790920940288e-07,3.1395974682901646e-09,0.00065050779628403571,7.6961360776889941e-05,6.0974683228903592e-06,3.2346546292114084e-07,0.00060944749536954003,2.1066010230475e-05,1.3042551726121387e-07,6.1728239574703962e-13,3.0476784115038352e-13,0.00010396102286049413,1.4701387093954766e-10,5.0490987904165044e-06,1.5969027511886465e-05,1.5925743458402175e-10,2.4163142929576089e-09,1.7824579502776784e-11,0.00028317933747836231,0.00036378644001549122
7.98357102494874e-07,0.6726424309339069,6.1059056588849811e-06,0.00021338396080723733,0.00031182108044055612,2.7113212868972354e-06,0.0025108051676784506,0.0,0.0,0.0030128730355404349,0.016225902656030345,154.0,0.0,0.12907166396346759,0.99933994185091235,18.968332729639943,0.015670780928448654,1.8503648233427538e-07,0.0014326846214775379,0.031750380701768333,0.16559630813217266,0.00013541580801319347,7.1901602356755677e-09,4.6330107134201689e-05,0.40813384166008326,1.4499728029576488e-12,0.08699489570334791,1.9153537245211812e-06,0.092917183300770478,0.036308693164682097,7.9426493404507323e-06,4.2252805508905164e-05,4.8090791479523658e-06,0.058839961461036976,0.00014508007224310789,0.0044422503102306684,0.022156190725445016,0.0057732277287001399,3.1498767737960712e-06,3.4501205037195333e-13,5.1913659596255015e-11,4.5423356259943656e-10,1.4065496220775851e-05,0.0014045445355664863,8.2961039380321087e-05,0.00022466668204470174,2.9110188912169539e-05,0.00021788314798040353,1.3056693132202471e-10,0.0006321307628904219,0.0012496063106280249,1.6729763501574618e-05,3.9605768162295294e-06,3.7434984662303682e-07,2.3190833063726743e-09,9.0032280591503649e-09,2.5030325689337708e-05,5.6464216786705332e-15,3.2430414565919727e-15,2.1889430263303132e-05,4.7630136145002058e-10,7.8444180282595017e-07,1.2373398094010159e-11,1.5680665975370823e-12,9.5241785195022023e-11,0.00011494212691804796,6.561991649433645e-06,1.8052275563881629e-05,0.00080177731406435844,5.7153889406424756e-07,1.3191109579920449e-05,6.6025245279310582e-06,6.4946615682709176e-08,1.4420107057607384e-09,0.00040340666215562469,6.5807170725268238e-07,3.1614591619316896e-09,0.00066782894792554413,7.9157887065879154e-05,6.1566697582946206e-06,3.2660363321670419e-07,0.00062643621880470782,2.1418318340838638e-05,1.3134614188355783e-07,6.2163316963216395e-13,3.0691592762053084e-13,0.00010607757276166429,1.4947255339248236e-10,5.1648363183021755e-06,1.6543903008215194e-05,1.6290632478041392e-10,2.4716766879413214e-09,1.8233161878092126e-11,0.00028846666902059096,0.00037159148006588456
8.069409387124609e-07,0.6726425273984347,6.0928429216954823e-06,0.00021376319867522816,0.00031332415954955859,2.7323571519440512e-06,0.0025480803966437455,0.0,0.0,0.0030172678142083311,0.016348923477394767,154.0,0.0,0.12689999596808596,0.99932679265346491,18.968142041958373,0.015503077697965831,1.8307739976714073e-07,0.0013841607920869092,0.031381848066473789,0.16561394552588257,0.000130828247498195,7.1066302320556955e-09,4.5791877929489756e-05,0.4101323858575886,1.4008512264126005e-12,0.087210240408675949,1.850583445808543e-06,0.093049568794804013,0.036221456287052881,7.9234851831985121e-06,4.2459929301548495e-05,4.7974758429328006e-06,0.059206487172503375,0.00014438037950654121,0.0044194132101291377,0.022266440650758213,0.0057467367932840198,3.16950519826966e-06,3.4100395341349617e-13,5.2236489050093329e-11,4.5251489493670379e-10,1.4102627666884122e-05,0.0014171560386076704,8.3705720412454544e-05,0.00022669052739689922,2.9372553159326073e-05,0.0002216105542655587,1.3174310609786032e-10,0.00064598956778949448,0.0012724901126593649,1.6731634114356699e-05,4.0057285633039637e-06,3.786140547576235e-07,2.3455215591491929e-09,9.110659594470786e-09,2.5329141095419183e-05,5.7107399025776616e-15,3.2799828468060213e-15,2.2255319831261589e-05,4.8426290755032021e-10,7.9386696430822369e-07,1.2521938265250693e-11,1.5869071040940697e-12,9.638514398862322e-11,0.00011836170445712035,6.7463954181118689e-06,1.8602239267372383e-05,0.00080409594351014101,5.732510795561743e-07,1.323735261700878e-05,6.6256109950605678e-06,6.5173632653404829e-08,1.4470528632008258e-09,0.00040714445448933274,6.641649779072366e-07,3.1825860447908134e-09,0.00068526825986773058,8.1378527341985365e-05,6.2145482738645103e-06,3.2967157403732022e-07,0.00064358689625720184,2.1765378642718209e-05,1.3225851196915527e-07,6.2594483958219114e-13,3.0904470749465237e-13,0.00010820894180008978,1.5189461352060615e-10,5.2798603949730716e-06,1.7128237056819256e-05,1.6653265075703617e-10,2.5266967307976963e-09,1.8639225592501244e-11,0.00029377213542802657,0.00037943521110577025
8.155247749300478e-07,0.6726426177883141,6.0799801524477249e-06,0.00021410226783909585,0.00031479051986521643,2.7531577653382784e-06,0.002585270475279974,0.0,0.0,0.0030216722846002466,0.016470588840105115,154.0,0.0,0.12477206364243347,0.99931358828217642,18.967952732287223,0.015335987112279632,1.8115256862606916e-07,0.0013374442790168467,0.031017823899503888,0.16561844047711785,0.00012641159724614321,7.024123466676968e-09,4.5260242002398417e-05,0.41210942631555425,1.3535596816539682e-12,0.087419366352468719,1.7882258090430894e-06,0.093177484103073832,0.036135672745321472,7.9046399764407848e-06,4.2664823469339324e-05,4.786065652077574e-06,0.059567640307660451,0.0001436939426589619,0.0043968341996759204,0.022373444517633397,0.0057201051658206884,3.188845889842632e-06,3.3704495541844607e-13,5.2554576603704923e-11,4.507823882044996e-10,1.4138646127841757e-05,0.0014295896272987407,8.443988383825212e-05,0.00022868584795987586,2.9631214200450076e-05,0.00022532885381645819,1.3290270345225034e-10,0.00065992584509117099,0.001295418294285881,1.6732174785022361e-05,4.0503005701842688e-06,3.828234090820017e-07,2.3716203496736585e-09,9.2168001847610186e-09,2.5624368265183668e-05,5.7742307513808062e-15,3.3164490313205696e-15,2.261933017539329e-05,4.921835628271962e-10,8.0317930283049874e-07,1.2668696861967407e-11,1.6055220822376163e-12,9.7514789463399155e-11,0.0001218263970110267,6.9334598369820383e-06,1.9160902531529529e-05,0.00080632629175051611,5.7489935482226632e-07,1.3282001296526045e-05,6.647899247628854e-06,6.5392800527271866e-08,1.4519206880541116e-09,0.00041079723051030498,6.7011945473657561e-07,3.2029999608121433e-09,0.00070282175235142385,8.3622850434442804e-05,6.2711197322244239e-06,3.3267012893730777e-07,0.00066089587785864048,2.2107054525348751e-05,1.3316275011603643e-07,6.3021798688073209e-13,3.1115446776709309e-13,0.00011035499747977054,1.5427909794604367e-10,5.3940997792060644e-06,1.7721886812723423e-05,1.7013416683339033e-10,2.581340349151305e-09,1.9042519146694807e-11,0.00029909519170163008,0.00038731652612063752
