Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473),C7H15(65),S(3676),C7H15(64)
2.4974348908949867e-10,0.4838414307438962,3.0656885984760147e-13,1.7234659236397368e-17,9.7911658051821741e-15,2.7543000336319701e-21,1.4857749242350618e-17,0.0,0.0,2.6893835394778611e-10,7.5550248190453744e-17,154.0,0.0,0.99997981280830517,0.99999999999887346,18.999997740474633,2.1304585935847304e-06,2.6316368258553011e-09,6.3808409676037397e-06,8.5490860318225493e-06,4.2614310195229098e-07,2.2136248115047115e-06,6.8794271590435772e-12,4.5623529563777438e-08,4.3633280728880092e-07,5.4757689363395861e-14,2.0240029866409642e-09,2.3278326914387836e-10,3.9044468959714827e-11,3.9004241589142647e-11,2.3906293180728186e-14,4.5372833146973113e-13,1.6321072695832435e-14,1.454297387427666e-10,2.9913925887569351e-24,2.872033392652665e-24,2.8720526413259856e-24,8.8079574550029551e-13,1.7869568724748132e-16,7.1887721627394199e-16,3.0135364053891702e-19,3.1585674609871953e-20,6.5585290534992754e-18,1.2390002889791856e-19,5.2882694954199459e-21,7.7780172597766701e-23,9.9619740172941182e-25,1.045371207238876e-27,2.124668180957819e-29,6.1909075142933814e-24,4.4897835038022173e-27,4.4287338634042152e-13,1.6463240803905309e-19,4.0049742213487252e-20,1.451781889908374e-23,1.2495822204210184e-24,2.476379041775991e-21,1.4532279226781731e-27,8.1993198944126159e-28,4.3358975422204421e-24,4.1699705256292101e-29,3.5583824060596125e-25,1.6720182244506254e-29,5.1290314286717103e-32,1.2740580786044715e-28,6.402321470072976e-28,6.324671178620747e-28,1.6682312504328276e-30,4.6779576827708062e-21,1.7228221728726827e-25,1.3622693774960882e-26,5.4779863734236753e-27,2.9588362163945954e-28,2.6914698844606383e-31,4.9026712074786608e-30,2.6144079127431373e-33,6.4848398225674456e-28,1.2505304392725296e-26,6.2061667048587088e-30,8.034306987966902e-35,1.8972250297820186e-36,1.0428406650304242e-36,6.163701641529902e-30,2.3149858904389189e-13,1.9737696754956601e-18,8.5712419853586476e-19,9.7947263236244242e-15,3.7555209376376439e-36,4.4567024396852341e-35,1.0951035108781404e-31,4.186042011297529e-39,6.2598121428495073e-38,1.1037318304438585e-41,4.4961838230612324e-14,1.2914560194434101e-16,1.0805473462230798e-12
2.5777835001626553e-10,0.48384143043962435,3.1733107600168425e-13,1.851714097131093e-17,1.0762862754645817e-14,3.0353900955093845e-21,1.6865419133192777e-17,0.0,0.0,2.8602603572505773e-10,8.4630183993398038e-17,154.0,0.0,0.99997916329313397,0.99999999999883082,18.999997630402344,2.1989945056294635e-06,2.631635259112777e-09,6.5487540115066765e-06,8.8241083736551517e-06,4.3989388978146664e-07,2.3221997329248633e-06,7.1007370757168609e-12,4.7103475017913328e-08,4.5041242158012139e-07,5.744347269076446e-14,2.1563237609268018e-09,2.4559662441076065e-10,4.2601728766193435e-11,4.2557826972114784e-11,2.6086583663200632e-14,4.8315349562696087e-13,1.7815205029511506e-14,1.5495555056216206e-10,3.6814544381799923e-24,3.5346022306655382e-24,3.5346267123154012e-24,9.7159697136728436e-13,1.9565109842519496e-16,7.4219630849765709e-16,3.129002604652426e-19,3.3289225830654629e-20,7.1416434760964578e-18,1.3927205374224006e-19,6.1318228218764908e-21,9.0302407741804497e-23,1.1949908115428642e-24,1.273705964343978e-27,2.4667468509373142e-29,7.1927954894419168e-24,5.5633744629998207e-27,4.7158576296997247e-13,1.7470609036112229e-19,4.353954744309808e-20,1.5408951246693463e-23,1.3416867926750834e-24,2.7130213412893662e-21,1.5798575816173932e-27,8.9137825939689704e-28,4.9050468777786362e-24,4.7174138675535256e-29,4.0252411702014242e-25,1.8913984708530764e-29,5.801962481234675e-32,1.4413118133111438e-28,7.4779125788503001e-28,7.3843403098661707e-28,2.0110895518116266e-30,5.3642099634559521e-21,1.9417402712507126e-25,1.5714754622467151e-26,6.5279386375486983e-27,3.4404026694334779e-28,3.2079841608777125e-31,6.0405562829585733e-30,3.3238481715672194e-33,7.2008906640895203e-28,1.4334546740890684e-26,7.4816714941583833e-30,1.0220124572373146e-34,2.4901756207705606e-36,1.3709930416383038e-36,7.2187355496655533e-30,2.4641305556676982e-13,2.1009337027518353e-18,9.123455167447792e-19,1.0767640810502632e-14,4.2952930946772032e-36,5.258256559393665e-35,1.3570363288069519e-31,4.9389978881533415e-39,7.3882246137698501e-38,1.3022438046889872e-41,4.7247710723572558e-14,1.3926205059501325e-16,1.120778182440413e-12
2.658132109430324e-10,0.48384143013260317,3.2814906079435533e-13,1.9851366101469967e-17,1.1796032678904681e-14,3.3354091508075907e-21,1.9068993583762719e-17,0.0,0.0,3.0362208297834165e-10,9.4486430927785496e-17,154.0,0.0,0.99997851377510449,0.99999999999878786,18.999997519334833,2.2675300331119306e-06,2.6316336830212571e-09,6.7156713436576413e-06,9.099130056075056e-06,4.5364466701590433e-07,2.4317693669973184e-06,7.3220464591341539e-12,4.858341690936309e-08,4.6449202658757372e-07,6.01538619467232e-14,2.2928337900896945e-09,2.5864126397756418e-10,4.6351293186852052e-11,4.6303517810580318e-11,2.838486337896214e-14,5.1348209406072986e-13,1.9390506740678253e-14,1.6478487393608105e-10,4.5005521775032574e-24,4.3210766769706957e-24,4.3211075763997423e-24,1.0684488048237777e-12,2.1359456160525969e-16,7.6551534458511903e-16,3.2455865105987288e-19,3.5025024767000961e-20,7.7551058922139823e-18,1.5595971225006191e-19,7.0759574231440338e-21,1.0433958625047861e-22,1.425185124975104e-24,1.5424771888586972e-27,2.8502123441758826e-29,8.3168834318465496e-24,6.8470627571343452e-27,5.0117885925237102e-13,1.8505663894386845e-19,4.7201165300932682e-20,1.6324645258160807e-23,1.4377336005836259e-24,2.9638454504610755e-21,1.7127215675641738e-27,9.6634202629783818e-28,5.5276754445701274e-24,5.3163036432269852e-29,4.5359307092148117e-25,2.1313761947877139e-29,6.5380716166753263e-32,1.6242769738661641e-28,8.6922196775507819e-28,8.5801122762214735e-28,2.4103941270622194e-30,6.1255762922738239e-21,2.1801445924910772e-25,1.8042555959123192e-26,7.7345547513939765e-27,3.9796759399732621e-28,3.8016632418864551e-31,7.3924656079345517e-30,4.1931865452910453e-33,7.9700863230414722e-28,1.636238707491959e-26,8.9671684272631627e-30,1.2900306731578676e-34,3.2400110852806765e-36,1.7867269223705395e-36,8.4136027186833594e-30,2.6177113977457392e-13,2.2318801857381635e-18,9.6920935808370879e-19,1.1802193220901943e-14,4.8931073205937907e-36,6.1731288948735988e-35,1.6702426492348766e-31,5.7984124036076127e-39,8.6765108341974118e-38,1.5288202801432535e-41,4.959772074991214e-14,1.4988714066482111e-16,1.1614280679866526e-12
2.7384807186979925e-10,0.48384142982300676,3.3902278725274479e-13,2.1237698019397732e-17,1.2892466458225191e-14,3.6550262556878881e-21,2.1480663985456066e-17,0.0,0.0,3.2172566773804694e-10,1.0516041364600479e-16,154.0,0.0,0.99997786425421609,0.99999999999874445,18.999997407335218,2.3360651760338426e-06,2.631632118200468e-09,6.8816560945849947e-06,9.3741510789353562e-06,4.6739543364747492e-07,2.5422705862087534e-06,7.5433553091676738e-12,5.006335523129889e-08,4.7857162230292189e-07,6.2887295563636458e-14,2.4335330587408693e-09,2.7191133809195305e-10,5.029655837936461e-11,5.0244706733712087e-11,3.0803218711846359e-14,5.4471226248192744e-13,2.1048419940814855e-14,1.7491784020393729e-10,5.4674854952346129e-24,5.2495112991504506e-24,5.2495500187204697e-24,1.1715418307318373e-12,2.325482989752446e-16,7.8883432442875885e-16,3.3632886049465954e-19,3.679285099875496e-20,8.3994363723476315e-18,1.7402728128197845e-19,8.1288005738685675e-21,1.2001741380254615e-22,1.6905068101837839e-24,1.8572754628315368e-27,3.2784989906816287e-29,9.5734622291534669e-24,8.3733788607437409e-27,5.3165080733466857e-13,1.9568355316339116e-19,5.1036509930112455e-20,1.7264855644994094e-23,1.5377897525590252e-24,3.2292297805048605e-21,1.8518893364388262e-27,1.0448624781767106e-27,6.2069368013720292e-24,5.9696739267050132e-29,5.0930310981969775e-25,2.3931639172752259e-29,7.3410777975388402e-32,1.8238789110506585e-28,1.0058052190032702e-27,9.9244679725334606e-28,2.8732731400088888e-30,6.9676543602358431e-21,2.4390702759046796e-25,2.0623424838465256e-26,9.1148756610052168e-27,4.5811907660944727e-28,4.4809110631847367e-31,8.989746750839542e-30,5.2515246908433091e-33,8.7945378069135488e-28,1.8603323208472794e-26,1.0689175822167194e-29,1.616527126282611e-34,4.1811603611101094e-36,2.3094850057897545e-36,9.7617997526222568e-30,2.7757092724582503e-13,2.3665928012811526e-18,1.0277086342502579e-18,1.2900186134459106e-14,5.553292120725584e-36,7.2133178167778584e-35,2.0426636214145058e-31,6.7755587067848793e-39,1.0141633189109998e-37,1.7864328091847485e-41,5.2012419714219187e-14,1.6103500671595776e-16,1.2025007058175245e-12
2.818829327965661e-10,0.4838414295109985,3.4995222828922359e-13,2.2676485319746988e-17,1.4053946855609565e-14,3.9949152116323728e-21,2.4112971078163011e-17,0.0,0.0,3.4033601446513573e-10,1.1669455553540601e-16,154.0,0.0,0.99997721473046808,0.99999999999870037,18.999997294462641,2.4045999343969126e-06,2.6316305548410296e-09,7.0467673900806745e-06,9.6491714420806115e-06,4.8114618968274115e-07,2.6536442675755005e-06,7.7646636256868837e-12,5.1543289984337355e-08,4.9265120873296884e-07,6.5642311032798582e-14,2.5784215514891625e-09,2.8540123733200887e-10,5.4440835300415169e-11,5.4384701258321064e-11,3.3343683678410514e-14,5.7684214044723828e-13,2.2790350480546643e-14,1.853545810464711e-10,6.6030532971877596e-24,6.3398810580213292e-24,6.3399292487915773e-24,1.2810658441861178e-12,2.5253412334783233e-16,8.121532480382325e-16,3.4821093728488196e-19,3.8592533994739564e-20,9.075150126385061e-18,1.9353990434263139e-19,9.2988328827877496e-21,1.3746743699261841e-22,1.9949852951259019e-24,2.2242594844162321e-27,3.7552007046493447e-29,1.0973318417326039e-23,1.0178632336863379e-26,5.6299974332380082e-13,2.0658643269922614e-19,5.5047414623482788e-20,1.8229546066856226e-23,1.6419226735044856e-24,3.5095518292686591e-21,1.9974274104558431e-27,1.1269771478269052e-27,6.946067431734142e-24,6.6806385840314162e-29,5.699189860032416e-25,2.6780058582514302e-29,8.2147972071552916e-32,2.0410671779590543e-28,1.1588961672914889e-27,1.1430600995927836e-27,3.407497791573936e-30,7.8962751530180782e-21,2.7195728694984841e-25,2.3475299988192038e-26,1.068713061211344e-26,5.2496547198830971e-28,5.2547183330392274e-31,1.0867094316087594e-29,6.5320606474756566e-33,9.6763681401704994e-28,2.1072419250064514e-26,1.2676604239679262e-29,2.0118259440153083e-34,5.3541370961278605e-36,2.9622018446272379e-36,1.127767492555671e-29,2.9381051181444901e-13,2.5050552965966842e-18,1.0878362875084318e-18,1.4063414351808862e-14,6.2803732641358844e-36,8.391704073711311e-35,2.4831631739823722e-31,7.8825390631219007e-39,1.1801803817615259e-37,2.0782714781580943e-41,5.4492323060259691e-14,1.7271990026884448e-16,1.2439995640817439e-12
2.89917793723333e-10,0.48384142919673195,3.609373567051043e-13,2.4168062733646266e-17,1.528224855187552e-14,4.3557545622358729e-21,2.6978803371232291e-17,0.0,0.0,3.5945239672501207e-10,1.2913227877081853e-16,154.0,0.0,0.99997656520385991,0.99999999999865596,18.999997180772461,2.4731343082028521e-06,2.6316289794323609e-09,7.2110606052396743e-06,9.9241911453519728e-06,4.9489693513004911e-07,2.7658350386172186e-06,7.9859714085566315e-12,5.3023221171488364e-08,5.0673078588634176e-07,6.8417538620656754e-14,2.7274992529409932e-09,2.9910557929755587e-10,5.8787353180150401e-11,5.8726727259690437e-11,3.6008242064386256e-14,6.0986987135129201e-13,2.4617669431409926e-14,1.9609522843884766e-10,7.9301903035371284e-24,7.6142125773105791e-24,7.6142721734296742e-24,1.3972098626558143e-12,2.7357344607430859e-16,8.3547211546100534e-16,3.6020492993886396e-19,4.0423949828735571e-20,9.7827584059193186e-18,2.1456357910675546e-19,1.0594890245304146e-20,1.568271056894261e-22,2.3429666953598471e-24,2.6501940778216688e-27,4.2840726882807348e-29,1.2527740883394015e-23,1.2303211374257778e-26,5.9522380727827319e-13,2.1776497169846828e-19,5.9235637504493564e-20,1.9218688610683789e-23,1.7502001019139654e-24,3.8051883188169764e-21,2.1493995842583982e-27,1.2127220291066312e-27,7.7483865583062547e-24,7.4523910944660818e-29,6.3571217940249955e-25,2.9871778560089593e-29,9.1631430026204849e-32,2.276815468355953e-28,1.3299260940894527e-27,1.3112435138276258e-27,4.0215184616839305e-30,8.9175054616877223e-21,3.0227282716534482e-25,2.6616730225967346e-26,1.2470774001189567e-26,5.9899476579973574e-28,6.1326807549196432e-31,1.3062778880970689e-29,8.0725030655082032e-33,1.061771184002435e-27,2.3785308745948345e-26,1.4960890940068953e-29,2.4876649860717672e-34,6.8063669333229341e-36,3.7717902573953627e-36,1.2976456109290245e-29,3.104879955346164e-13,2.6472514889900058e-18,1.1495852905584269e-18,1.5293664928130884e-14,7.0790782983366645e-36,9.7220905559929468e-35,3.0016011747451984e-31,9.1323222205320245e-39,1.3676541016203886e-37,2.407754755516877e-41,5.7037912556000134e-14,1.8495618216319024e-16,1.2859278910159039e-12
2.9795265465009984e-10,0.4838414288803501,3.7197814519417751e-13,2.5712752003787721e-17,1.6579138180584935e-14,4.7382275899871955e-21,3.009139557125805e-17,0.0,0.0,3.7907413407233067e-10,1.4251800447986285e-16,154.0,0.0,0.99997591567439092,0.99999999999861089,18.999997066316539,2.5416682974533729e-06,2.6316274107737218e-09,7.3745876023900403e-06,1.0199210188595768e-05,5.0864766998213672e-07,2.8787910394392273e-06,8.2072786576461484e-12,5.4503148789665466e-08,5.2081035375568312e-07,7.1211695483505267e-14,2.8807661477003223e-09,3.1301919611676155e-10,6.3339262804883466e-11,6.3273932250861106e-11,3.8798829443202048e-14,6.4379360241885856e-13,2.6531714485773786e-14,2.0713991460832647e-10,9.4741077965918772e-24,9.0967194083549725e-24,9.0967926649247635e-24,1.5201621403554387e-12,2.9568728479988001e-16,8.5879092664848108e-16,3.7231088693341055e-19,4.2287018113405468e-20,1.0522769345798813e-17,2.3716514711125051e-19,1.2026165696213763e-20,1.7823983406605859e-22,2.7391276777434184e-24,3.1424894915895164e-27,4.8690330993116609e-29,1.4248527482842546e-23,1.4791895319145695e-26,6.2832114319989475e-13,2.2921895330895984e-19,6.3602866843494295e-20,2.0232263302737338e-23,1.8626900872761555e-24,4.1165153249694367e-21,2.307867117823626e-27,1.3021316857788586e-27,8.6172959864578354e-24,8.2882043999049366e-29,7.0696088286566132e-25,3.3219872979789158e-29,1.0190125102553793e-31,2.5321215636989557e-28,1.5204043146901275e-27,1.4984641795417326e-27,4.7245017251934294e-30,1.0037650348478623e-20,3.3496327016362876e-25,3.0066873159772739e-26,1.4486521853110449e-26,6.8071212325288308e-28,7.1250170651577239e-31,1.5618882873722723e-29,9.9155112077200475e-33,1.1620714429186516e-27,2.6758197688205821e-26,1.7576137591321978e-29,3.0573356461901486e-34,8.5930946552477528e-36,4.7696766847486765e-36,1.4874278944405588e-29,3.2760148864603868e-13,2.7931652655599115e-18,1.2129486464081366e-18,1.6592717206551753e-14,7.954341124946004e-36,1.121924296494417e-34,3.6089097649163733e-31,1.0538781626520594e-38,1.5786726927256333e-37,2.7785395642349312e-41,5.9649638433711654e-14,1.9775831540430789e-16,1.3282887288948262e-12
3.059875155768667e-10,0.4838414285619873,3.8307456634609653e-13,2.7310862703998973e-17,1.7946374362823962e-14,5.1430223130380933e-21,3.34643270166606e-17,0.0,0.0,3.9920058913341092e-10,1.568971530028732e-16,154.0,0.0,0.99997526614206089,0.99999999999856548,18.999996951143448,2.6102019021501869e-06,2.6316258492969815e-09,7.5373969539306845e-06,1.0474228571657458e-05,5.223983942406092e-07,2.9924636999062222e-06,8.4285853728291116e-12,5.5983072835809683e-08,5.3488991234271238e-07,7.4023580155495461e-14,3.038222220368673e-09,3.271371227169483e-10,6.8099639619737268e-11,6.8029388482044121e-11,4.1717335083766209e-14,6.7861148469678863e-13,2.8533791279904275e-14,2.1848877199611621e-10,1.1262438465473748e-23,1.0813941238508146e-23,1.081403077314436e-23,1.6501101844408515e-12,3.1889627106443975e-16,8.8210968155237641e-16,3.8452885707005061e-19,4.4181699137166893e-20,1.129568874892612e-17,2.614122854591662e-19,1.36022111779624e-20,2.0185506050963273e-22,3.1884894570455589e-24,3.709241989500427e-27,5.5141646879152007e-29,1.6147991587396884e-23,1.7694180284631889e-26,6.6228989902526109e-13,2.4094824455857147e-19,6.8150726032599316e-20,2.1270257651543194e-23,1.9794609877648776e-24,4.4439083993018803e-21,2.4728889169788578e-27,1.3952393533612093e-27,9.5562799754887158e-24,9.191430780854673e-29,7.8394998970671634e-25,3.6837730621920597e-29,1.1299850007607255e-31,2.808007288322632e-28,1.7319200823709584e-27,1.7062657299959911e-27,5.5263682378801477e-30,1.126325556927568e-20,3.7014026972294233e-25,3.3845494195612128e-26,1.6756387950318667e-26,7.7063984715304753e-28,8.242586897904843e-31,1.85815433237579e-29,1.2109161291532139e-32,1.2687531995153073e-27,3.0007867399248207e-26,2.0559251214326712e-29,3.7358312827201058e-34,1.0778375770207308e-35,5.992388567636157e-36,1.6988215260927997e-29,3.451491095381291e-13,2.9427805828934004e-18,1.277919388240507e-18,1.7962342851404213e-14,8.9113066361428043e-36,1.2898931399843368e-34,4.3171728881187931e-31,1.2116734507661178e-38,1.8154666530052989e-37,3.1945315814931854e-41,6.2327921394307908e-14,2.1114085846403759e-16,1.3710849270970249e-12
3.1402237650363356e-10,0.4838414282417696,3.9422659264961535e-13,2.8962693006808578e-17,1.9385707741833764e-14,5.570831481960454e-21,3.711152011903191e-17,0.0,0.0,4.1983116487376004e-10,1.7231614423144641e-16,154.0,0.0,0.99997461660686893,0.9999999999985193,18.999996835298678,2.6787351222950059e-06,2.6316242763033163e-09,7.6995341510310646e-06,1.0749246294377301e-05,5.3614910791630593e-07,3.1068075309533886e-06,8.6498915539724453e-12,5.7462993311284738e-08,5.4896946165860065e-07,7.6852067386359606e-14,3.1998674555451356e-09,3.4145458581172764e-10,7.3071486662193498e-11,7.2996095871114974e-11,4.4765603754254497e-14,7.1432167304612547e-13,3.0625174644854248e-14,2.3014193322305098e-10,1.3325385293930827e-23,1.2794886991983522e-23,1.2794995830304579e-23,1.7872407726786848e-12,3.4322065775228222e-16,9.0542838019421647e-16,3.9685888911041783e-19,4.6107991190717022e-20,1.210202081805295e-17,2.8737350039167396e-19,1.5332939238631047e-20,2.2782830660286213e-22,3.6964319229577141e-24,4.359275738652061e-27,6.2237164082398022e-29,1.8238968577855552e-23,2.1064617914666659e-26,6.9712822661741221e-13,2.529527915589738e-19,7.2880778240839166e-20,2.2332666219801377e-23,2.1005814681986022e-24,4.7877426840852594e-21,2.644521702316884e-27,1.4920770344303694e-27,1.0568905135834985e-23,1.0165501757426304e-28,8.6697108339377916e-25,4.0739054687999609e-29,1.2496520651826016e-31,3.1055184723101552e-28,1.9661444893251915e-27,1.9362700184101334e-27,6.4378314888876942e-30,1.2601109954295548e-20,4.0791751378619933e-25,3.7972965871368711e-26,1.9303719639642829e-26,8.6931734371459169e-28,9.4969084903023028e-31,2.2001201420010126e-29,1.4707439722725284e-32,1.3820330791434083e-27,3.3551677303331073e-26,2.395008835151256e-29,4.5400044856571117e-34,1.3436157194022922e-35,7.482196899936465e-36,1.9336301754579915e-29,3.6312898471446879e-13,3.0960814667623991e-18,1.3444905792819304e-18,1.9404305881342817e-14,9.9553354118079147e-36,1.4777972874661479e-34,5.1397090329082875e-31,1.3881981822815463e-38,2.0804147951499997e-37,3.6598957686424798e-41,6.5073154484498698e-14,2.2511845900753762e-16,1.4143191543412245e-12
3.220572374304004e-10,0.4838414279198146,4.054341964956901e-13,3.0668530402305479e-17,2.0898881017491827e-14,6.022352576493633e-21,4.1047238811217092e-17,0.0,0.0,4.4096530203895609e-10,1.8882239801149785e-16,154.0,0.0,0.99997396706881503,0.99999999999847289,18.999996718824839,2.7472679578895426e-06,2.6316227040968251e-09,7.8610417990899476e-06,1.1024263356596149e-05,5.4989981100509064e-07,3.2217799291377646e-06,8.8711972009422819e-12,5.8942910216157347e-08,5.6304900169918348e-07,7.9696103306648439e-14,3.3657018378263522e-09,3.5596699355940827e-10,7.8257737336866902e-11,7.8176984775498638e-11,4.7945437428249905e-14,7.5092232613439342e-13,3.2807109789585159e-14,2.4209953105875535e-10,1.5695874437495525e-23,1.507118177183289e-23,1.5071313397114395e-23,1.9317399722807932e-12,3.6868032639416842e-16,9.2874702257511898e-16,4.0930103169093342e-19,4.8065928070683328e-20,1.2942268838083254e-17,3.1511812259321521e-19,1.7228624672798932e-20,2.5632123535651677e-22,4.2687078954083069e-24,5.1021859994697351e-27,7.0021050094734415e-29,2.0534822295631885e-23,2.4963167373048641e-26,7.3283428175766005e-13,2.6523261501355317e-19,7.779453077002516e-20,2.3419490223432262e-23,2.226120498253002e-24,5.1483930206096063e-21,2.8228201672513582e-27,1.5926755877992302e-27,1.1658820350769106e-23,1.121392801390286e-28,9.5632242925376775e-25,4.49378624107341e-29,1.3784436283073466e-31,3.4257249216073071e-28,2.2248323649534103e-27,2.1901788378537244e-27,7.4704374162586117e-30,1.4058247748310879e-20,4.4841072917128862e-25,4.2470267532167691e-26,2.2153233343912986e-26,9.7730109680417117e-28,1.0900176241261212e-30,2.5932858818162454e-29,1.7770763754871444e-32,1.5021286863594571e-27,3.7407567594871327e-26,2.7791602446452466e-29,5.4887333836868495e-34,1.6651451748841489e-35,9.2878171824947214e-36,2.1937568924344311e-29,3.8153924875831489e-13,3.2530520118296896e-18,1.4126553126745241e-18,2.0920362702315861e-14,1.1092008477263709e-35,1.6874274776655418e-34,6.0911572060311763e-31,1.585134910144749e-38,2.3760504113729201e-37,4.1790671344334116e-41,6.7885704854830596e-14,2.3970584801891217e-16,1.4579939101465281e-12
3.300920983571673e-10,0.48384142759623255,4.1669735018045065e-13,3.2428652371389517e-17,2.2487628980645933e-14,6.4982878022817641e-21,4.5286087002102299e-17,0.0,0.0,4.6260247675787295e-10,2.0646433459832496e-16,154.0,0.0,0.9999733175278982,0.99999999999842581,18.999996601761826,2.8158004089355077e-06,2.6316211426095511e-09,8.0219598007950991e-06,1.1299279758157053e-05,5.6365050350396789e-07,3.3373409935880037e-06,9.092502313613142e-12,6.0422823547658513e-08,5.771285324614627e-07,8.2554700899669747e-14,3.5357253518064916e-09,3.7066992585040836e-10,8.3661258041193983e-11,8.3574918615124278e-11,5.125859689919399e-14,7.8841160642764177e-13,3.5080813420456507e-14,2.5436169839399603e-10,1.8409712036305661e-23,1.7677217591862322e-23,1.7677375999101219e-23,2.0837931596340257e-12,3.9529479432503768e-16,9.520656086513428e-16,4.2185533380548551e-19,5.005557674805651e-20,1.3816935812168505e-17,3.4471630410385931e-19,1.9299906117416118e-20,2.8750170885872844e-22,4.9114575064848221e-24,5.9483836226614828e-27,7.8539166109685894e-29,2.3049451465703558e-23,2.9455560622099301e-26,7.6940622413717953e-13,2.7778780601034876e-19,8.28934391304933e-20,2.4530737156060763e-23,2.3561473509118065e-24,5.5262340513130798e-21,3.0078371259078455e-27,1.6970648119591779e-27,1.2829756721185686e-23,1.2340299345525732e-28,1.0523089680770811e-24,4.9448484753312137e-29,1.5167992370843436e-31,3.7697203949608644e-28,2.5098241720722056e-27,2.4697756353193783e-27,8.6366048824734337e-30,1.5641950911634488e-20,4.9173768853427966e-25,4.7358985359377063e-26,2.5331049806305222e-26,1.0951646511691693e-27,1.2465278137648352e-30,3.0436340642649212e-29,2.1366530093008837e-32,1.6292585709613199e-27,4.1594061812193145e-26,3.2129994422957521e-29,6.6030971910598266e-34,2.0521611264427287e-35,1.1465172078333136e-35,2.4812070276801528e-29,4.0037804429789218e-13,3.4136763813533378e-18,1.48240671134768e-18,2.2512262140395434e-14,1.2327132121547217e-35,1.9206879278870614e-34,7.1875661521911725e-31,1.8042728178359263e-38,2.705067573569451e-37,4.7567617344979391e-41,7.07659154061884e-14,2.549178343003146e-16,1.5021115355656065e-12
3.3812695928393415e-10,0.4838414272711269,4.2801602590805075e-13,3.4243327016309913e-17,2.415367854730159e-14,6.9993440876002974e-21,4.9843007038080285e-17,0.0,0.0,4.8474219829793475e-10,2.252913751527149e-16,154.0,0.0,0.99997266798411844,0.99999999999837841,18.999996484147001,2.8843324754346124e-06,2.6316195730355109e-09,8.1823255275714808e-06,1.1574295498900712e-05,5.7740118542381794e-07,3.4534533545650553e-06,9.313806891854688e-12,6.1902733304782736e-08,5.9120805395664382e-07,8.5426935760645974e-14,3.7099379820772737e-09,3.8555912518411726e-10,8.9284850651105896e-11,8.9192696355510204e-11,5.4706803308727634e-14,8.2678768018252436e-13,3.7447474800955072e-14,2.6692856821594034e-10,2.1505744910187671e-23,2.0650307847551657e-23,2.0650497602190013e-23,2.2435850406914249e-12,4.2308322170056128e-16,9.7538413840707223e-16,4.3452184438201929e-19,5.2077035190532198e-20,1.4726525054655221e-17,3.7623901672157195e-19,2.1557787613830594e-20,3.2154384549441959e-22,5.6312227076557191e-24,6.9091408584293718e-27,8.7839082656163031e-29,2.5797296102734876e-23,3.4613681050201588e-26,8.0684221734863971e-13,2.9061852208209321e-19,8.8178910854659667e-20,2.5666420437346775e-23,2.4907316011412621e-24,5.921640316109277e-21,3.1996236515011965e-27,1.8052735231545928e-27,1.4085527532155092e-23,1.3548284626231077e-28,1.1552423115134276e-24,5.4285566192877692e-29,1.6651680539890608e-31,4.1386225872903232e-28,2.8230479015643951e-27,2.7769272205172588e-27,9.9496670071996209e-30,1.7359751382962309e-20,5.3801821944971159e-25,5.2661312762365931e-26,2.8864729095980807e-26,1.223498605097667e-27,1.4205813061990221e-30,3.5576565134711149e-29,2.5569691945411092e-32,1.7636421978980831e-27,4.6130269324927304e-26,3.7014866453263411e-29,7.9065611906437764e-34,2.5157703127799048e-35,1.4078219140323165e-35,2.7980911802463691e-29,4.1964352197129236e-13,3.5779388068870356e-18,1.5537379278880701e-18,2.4181745474466537e-14,1.3666742776174486e-35,2.1796008718595426e-34,8.4464868347727264e-31,2.0475119836162312e-38,3.0703275705873581e-37,5.3979879100653116e-41,7.3714106331841258e-14,2.7076929932080007e-16,1.5466742232370777e-12
