Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153)
1.2026666498596485e-11,0.4593030166917237,2.7122864785885945e-11,2.3204673781826173e-16,2.2131448223327077e-16,1.5193006822881985e-25,2.5603656195190153e-20,0.0,0.0,8.2232646121252437e-11,2.4766709188334832e-18,154.0,0.0,0.9999626464901642,1.0,18.999999734161282,1.7655173872814849e-06,6.2368575010282253e-07,1.0035658879476247e-05,1.0258574874676045e-05,5.5709864694320017e-06,2.4405424700977848e-07,3.610706832455489e-12,2.1698580749553864e-08,8.8322366101930553e-06,2.7495308229613197e-15,5.1423694749833703e-10,5.1403724310000433e-10,1.5502962618388334e-11,1.5495094871079679e-11,5.0386942829747565e-15,7.4486685037845786e-12,2.8290529966266749e-15,3.7489381958443341e-11,2.2637652787644154e-26,2.1194550947607619e-26,2.1194788228102731e-26,9.984054700761217e-15,4.3313640881446372e-17,1.690332023638856e-16,9.7364862020115931e-19,2.9028047317270077e-19,1.0427392493393287e-17,1.7775753065540806e-20,4.0878589790460439e-23,5.4885442076882807e-24,3.4258550824152284e-27,8.5146766315321198e-31,3.0205536530288562e-30,4.2963361339393185e-26,2.7905446596394107e-30,4.6976030156272753e-12,3.3220406053778693e-18,5.5230994204346444e-20,1.6537761260868925e-21,7.4980322853992442e-23,1.3189077070362563e-20,8.7871434848067241e-28,5.0413638128887865e-28,1.0998093394059594e-24,2.2526472693925759e-29,4.8301613556973268e-25,1.1692458123426555e-29,8.1528178110845127e-31,8.8064034920795539e-29,4.3072140966346883e-28,4.3064781636973288e-28,7.3593293735960631e-32,2.8514507434742203e-23,4.0831617921167418e-25,4.6260317023921009e-27
1.254156214175631e-11,0.4593030166368034,2.8294091549210891e-11,2.5284830300364821e-16,2.4072762077543731e-16,1.7874334744661769e-25,2.9040216895112451e-20,0.0,0.0,8.9079037709803694e-11,2.8458317180589632e-18,154.0,0.0,0.9999610477931975,1.0,18.99999971322589,1.8411015434073875e-06,6.2368483336750885e-07,1.0455791288569678e-05,1.0697684424380297e-05,5.8196314046773868e-06,2.6398338768455007e-07,3.7652610623341126e-12,2.2697830056197312e-08,9.226439608282942e-06,2.9740542540253232e-15,5.5920380743534844e-10,5.5792568644513113e-10,1.7555104284957103e-11,1.7546172929792927e-11,5.7128918716263709e-15,8.1250764327636191e-12,3.2184632565795232e-15,4.0768143670571456e-11,3.0280091666151586e-26,2.8350286281785637e-26,2.8350617350743196e-26,1.1429364555410247e-14,4.9079025795490743e-17,1.7681741779390202e-16,1.0203592410115452e-18,3.1426485039927401e-19,1.1790729749790758e-17,2.0982211962736933e-20,5.0321218062900958e-23,6.7614144165882545e-24,4.4039547336641388e-27,1.1102949505949375e-30,3.7217233807386739e-30,5.2937123947751529e-26,3.5896984722665482e-30,5.1241546721101961e-12,3.6098153978425944e-18,6.237391423568883e-20,1.8001201347822675e-21,8.169789040056975e-23,1.4950543611709753e-20,9.9235700688566831e-28,5.6933549151464348e-28,1.3003019844567868e-24,2.6640437501090371e-29,5.7104759978312923e-25,1.3824472456482205e-29,9.6388068835635952e-31,1.0421209185645722e-28,5.3110414568864946e-28,5.3100950430651703e-28,9.4641382132340048e-32,3.5310973393505987e-23,4.8495271259284907e-25,5.7379787037376472e-27
1.3056457784916134e-11,0.459303016580125,2.9466142110578925e-11,2.7458151034779116e-16,2.6096176189759099e-16,2.08958471142865e-25,3.2771770086635485e-20,0.0,0.0,9.6198399494428071e-11,3.2536898669647965e-18,154.0,0.0,0.9999594490985434,1.0,18.999999691620211,1.9166854826190734e-06,6.2368391711123391e-07,1.0875250252872964e-05,1.1136792432583099e-05,6.0682758716609866e-06,2.8458254710300768e-07,3.9198147492205842e-12,2.3697076086969172e-08,9.6206419971835347e-06,3.2061261912465755e-15,6.060550267582566e-10,6.0352489674681757e-10,1.9778607864217808e-11,1.9768522181807545e-11,6.4439841378291513e-15,8.8307391555989742e-12,3.6416982282825791e-15,4.4184377082806042e-11,4.0027365228114092e-26,3.7476990523912483e-26,3.7477446262309173e-26,1.3015450579275972e-14,5.5331177704176506e-17,1.8460160770468787e-16,1.0672342039106847e-18,3.3907023950722997e-19,1.3263965618772601e-17,2.4597771653426745e-20,6.1416057192263753e-23,8.258354598400521e-24,5.6033439612581886e-27,1.4326496494089989e-30,4.5464359858961717e-30,6.4669279462061674e-26,4.570799790752332e-30,5.5691503345466172e-12,3.9093301475584827e-18,7.0085825288066554e-20,1.9525618569369721e-21,8.8716437187779436e-23,1.6861494435912531e-20,1.1150522321553543e-27,6.3972824348649613e-28,1.5269755808692189e-24,3.1292552118038775e-29,6.7056986161313294e-25,1.6234907820489478e-29,1.1318776502992033e-30,1.2248039097476872e-28,6.4936470668443651e-28,6.4924422682534333e-28,1.2047985909332383e-31,4.3341681306500833e-23,5.7184356160165467e-25,7.0536730660430856e-27
1.3571353428075958e-11,0.4593030165217184,3.0639016589795523e-11,2.9725056708275263e-16,2.8201750811672662e-16,2.4285221361349616e-25,3.6810539784344767e-20,0.0,0.0,1.0359072000367745e-10,3.7027617063924693e-18,154.0,0.0,0.99995785040620233,1.0,18.999999669355656,1.9922692049169928e-06,6.2368300077017669e-07,1.1294047192401871e-05,1.1575898899400175e-05,6.3169198706124767e-06,3.0584030825965318e-07,4.0743678931432411e-12,2.4696318721733653e-08,1.0014843777258554e-05,3.4456180093633681e-15,6.5479059285691631e-10,6.5082533356170147e-10,2.2180006914268573e-11,2.2168672648810231e-11,7.2341636180711697e-15,9.5656336592475e-12,4.1001017865251957e-15,4.7738087974351142e-11,5.2339272883410672e-26,4.9005275533999554e-26,4.9005895128027959e-26,1.4749956835849113e-14,6.2089284831970107e-17,1.9238577116036913e-16,1.1142735106318564e-18,3.6468324296540064e-19,1.4850748618673907e-17,2.8654582708851752e-20,7.4366764191796135e-23,1.0007271841357136e-23,7.0620517009228086e-27,1.8307315628109893e-30,5.510091895294412e-30,7.8379394905740972e-26,5.7654827437295842e-30,6.0325751226289208e-12,4.220562357840254e-18,7.8385267633703631e-20,2.1110895319176653e-21,9.6037522441001141e-23,1.8927902924567138e-20,1.2470949979573675e-27,7.1548386958160248e-28,1.7820046283720044e-24,3.6527588504846894e-29,7.8253653462254493e-25,1.8946880431201932e-29,1.3208826067216782e-30,1.4304589481918012e-28,7.8778592747588383e-28,7.8763398467283089e-28,1.5194280305277414e-31,5.2766469423960167e-23,6.6985106933081324e-25,8.5997558009606213e-27
1.4086249071235783e-11,0.4593030164616133,3.1812715105839422e-11,3.2085961866925961e-16,3.0389546402193923e-16,2.8071229373601282e-25,4.1168759163850433e-20,0.0,0.0,1.1125598793860032e-10,4.1956380353441927e-18,154.0,0.0,0.99995625171617419,1.0,18.999999646443452,2.0678527103015957e-06,6.2368208406806447e-07,1.1712193332704335e-05,1.2015003824864232e-05,6.5655634016523212e-06,3.2774544856557487e-07,4.228920494101489e-12,2.5695557923240986e-08,1.0409044948698587e-05,3.6924032734330083e-15,7.0541049312178228e-10,6.9981754366018092e-10,2.4765798622822614e-11,2.4753118001824678e-11,8.0856106329522993e-15,1.0329736948747162e-11,4.5950103000467957e-15,5.1429282204633041e-11,6.7751935979263446e-26,6.3437244290163536e-26,6.3438077004836249e-26,1.6640640517855741e-14,6.9372474722138307e-17,2.0016990787076504e-16,1.161477166570231e-18,3.9109070535901106e-19,1.655466611972706e-17,3.3185826824626159e-20,8.9392258490401148e-23,1.203821153125701e-23,8.8227311380878754e-27,2.3184867818160825e-30,6.6292725867420324e-30,9.430395309596826e-26,7.2093136934026752e-30,6.5144141680351513e-12,4.5434898692037558e-18,8.7290456790357009e-20,2.2756915755401631e-21,1.0366270848184834e-22,2.115573048041923e-20,1.388775111151996e-27,7.9676863787493206e-28,2.0676487240610655e-24,4.2392073611268389e-29,9.079384582856056e-25,2.1984409275397732e-29,1.5325683482467788e-30,1.6609251269812035e-28,9.4883614566517436e-28,9.486461771469925e-28,1.899685181816285e-31,6.3758183376006245e-23,7.7987006344496579e-25,1.0405058606610863e-26
1.511604035755543e-11,0.4593030163364227,3.4162584720230399e-11,3.7091398563497916e-16,3.5012043377446044e-16,3.6953715304465026e-25,5.0892525663197746e-20,0.0,0.0,1.2740532173444445e-10,5.3235391424918625e-18,154.0,0.0,0.99995305434305659,1.0,18.999999598720038,2.2190190703326554e-06,6.2368024953213181e-07,1.2546577165148821e-05,1.2893209051804855e-05,7.0628490600776162e-06,3.7345392869156482e-07,4.5380240671029499e-12,2.7694025936019973e-08,1.1197445465799749e-05,4.2073591297525272e-15,8.12303245712435e-10,8.028398997460338e-10,3.0516368888261159e-11,3.0500688269488213e-11,9.9809681333118097e-15,1.1945477995755602e-11,5.6996505467524751e-15,5.922414450882828e-11,1.1046165764408375e-25,1.0343060734702078e-25,1.03432065131152e-25,2.0922115613374084e-14,8.5590310793114808e-17,2.1573810035097255e-16,1.2563775506638166e-18,4.4623757095841655e-19,2.0327954920739395e-17,4.3809389447407667e-20,1.2662215385048396e-22,1.7077423807786427e-23,1.3445848196587989e-26,3.6285958891978323e-30,9.4066565017580185e-30,1.3383008063953603e-25,1.1008235046788815e-29,7.5332756173916205e-12,5.2243438093247843e-18,1.0698934684213732e-19,2.623073296465582e-21,1.1983164731985032e-22,2.6119429531650851e-20,1.7021812982569254e-27,9.7657615312485748e-28,2.7402449230514844e-24,5.6204251845854381e-29,1.2031970590181717e-24,2.9136713678764227e-29,2.0309867827148992e-30,2.2039937078621354e-28,1.3496669523074917e-27,1.3493769188109615e-27,2.900334965305581e-31,9.1201638300861078e-23,1.0396827152537852e-24,1.4920086100941511e-26
1.614583164387508e-11,0.4593030162047787,3.6515751889301486e-11,4.2477657903902527e-16,3.9964155036483938e-16,4.7795424712998394e-25,6.2041119398157217e-20,0.0,0.0,1.4464631382876683e-10,6.6596055458432517e-18,154.0,0.0,0.99994985697919059,1.0,18.999999548535982,2.3701845627158579e-06,6.2367841636031893e-07,1.3378487789597395e-05,1.3771408113460924e-05,7.5601328459759965e-06,4.2162197077059541e-07,4.8471254681534402e-12,2.969248003025059e-08,1.1985843546960418e-05,4.7500246863191464e-15,9.2673318365556534e-10,9.1251803846286828e-10,3.7081581240585485e-11,3.7062467818986175e-11,1.2147259084373256e-14,1.3677778697981489e-11,6.9661623852156201e-15,6.7569012403606693e-11,1.7432953791880104e-25,1.6323881593776828e-25,1.6324127485527215e-25,2.5924076145568768e-14,1.0413650046672182e-16,2.3130618440481485e-16,1.3519354099175925e-18,5.0441027775050838e-19,2.4611349472860378e-17,5.6753857778802214e-20,1.7517849236530574e-22,2.3661602396991348e-23,1.9919797281199529e-26,5.5162423743707362e-30,1.303623278711785e-29,1.8549790431319329e-25,1.6342739741611284e-29,8.6256159753687451e-12,5.9517212216059321e-18,1.293219332208676e-19,2.9946177629785201e-21,1.3723581183390817e-22,3.1800049692433037e-20,2.05748923299287e-27,1.1804235529952175e-27,3.5645364997105205e-24,7.3136270112945329e-29,1.56501382340972e-24,3.7901953777871042e-29,2.6417671046190821e-30,2.8701060041575246e-28,1.8755830842815284e-27,1.8751524951365052e-27,4.3058914502397e-31,1.2733287153424374e-22,1.3590801556874426e-24,2.0876269831622006e-26
1.7175622930194728e-11,0.45930301606690016,3.8872217535800695e-11,4.824784439166863e-16,4.5246372788777787e-16,6.0866082347453686e-25,7.471273878299151e-20,0.0,0.0,1.6297887974386692e-10,8.2272356916536915e-18,154.0,0.0,0.99994665962457607,1.0,18.999999495974397,2.5213491874548073e-06,6.2367658451790372e-07,1.4208008340257589e-05,1.4649601009942458e-05,8.0574147594845503e-06,4.7216646251057124e-07,5.1562246972047353e-12,3.1690920054735769e-08,1.2774239192394669e-05,5.3194635907483521e-15,1.0487002060763438e-09,1.028779354011942e-09,4.4512137108316493e-11,4.4489130637235156e-11,1.4601497462806812e-14,1.5526455744847726e-11,8.4049734411607125e-15,7.6463935462909687e-11,2.6738988976826052e-25,2.5038735321771971e-25,2.503913677066374e-25,3.1712335171389978e-14,1.2516190052305538e-16,2.4687415885444666e-16,1.4481507970351669e-18,5.6551187975311063e-19,2.9431457599892064e-17,7.2320004934093769e-20,2.3740479429711672e-22,3.2114683025940155e-23,2.8788796004325852e-26,8.174598180358153e-30,1.769681676161809e-29,2.5186161001049315e-25,2.367174694420745e-29,9.7913167256685373e-12,6.7254563992344808e-18,1.5442280385822078e-19,3.3902383553706534e-21,1.5588780577342078e-22,3.8244868117762256e-20,2.4568401943770023e-27,1.409539332697554e-27,4.5616466870970067e-24,9.3623171860770082e-29,2.0026474083037537e-24,4.8504582539905808e-29,3.3805404382119485e-30,3.6764602861046081e-28,2.5537310664567253e-27,2.5531072866930447e-27,6.2377976368073697e-31,1.7405080013536717e-22,1.7463646504913257e-24,2.8591270811449762e-26
1.8205414216514377e-11,0.45930301592299744,4.1231982569881905e-11,5.4404973370801582e-16,5.0859191611590341e-16,7.645306481599563e-25,8.9005731882366324e-20,0.0,0.0,1.8240293749031285e-10,1.0051011725828724e-17,154.0,0.0,0.99994346227921349,1.0,18.999999441115584,2.6725129445531072e-06,6.2367475180465171e-07,1.5035219144185399e-05,1.552778774124714e-05,8.5546948015625803e-06,5.2500709803162384e-07,5.4653217541731849e-12,3.3689345968624506e-08,1.3562632403620083e-05,5.9147711080098675e-15,1.1782042121009243e-09,1.1515525257494666e-09,5.2858186742137119e-11,5.2830799832152882e-11,1.7360512130034917e-14,1.7491326113422061e-11,1.0026397616146215e-14,8.5908964371632113e-11,3.999228162546774e-25,3.7450580036895833e-25,3.7451216828768785e-25,3.8354227229859261e-14,1.4881641645014417e-16,2.6244202338163303e-16,1.5450237707939353e-18,6.2944891953662067e-19,3.4814010132829346e-17,9.0823447209198872e-20,3.1592763448381711e-22,4.2800871781256514e-23,4.0706668840955948e-26,1.1843668755742874e-29,2.3589469693600808e-29,3.3579516088702054e-25,3.3549346120433607e-29,1.1030259542654773e-11,7.5453885059135311e-18,1.8242186133174493e-19,3.8098510025305136e-21,1.7580027664274763e-22,4.5500986107697121e-20,2.9023009179649364e-27,1.6651092203472401e-27,5.7540445269962706e-24,1.1812775541377365e-28,2.5259445075838236e-24,6.1183313481954309e-29,4.2639307272933099e-30,4.6413521445601699e-28,3.4149028354409489e-27,3.4140185455150031e-27,8.842899259454175e-31,2.335071018469672e-22,2.2103343023967766e-24,3.8425385864340144e-26
1.9235205502834025e-11,0.45930301577327437,4.3595047889306375e-11,6.0951974034894645e-16,5.6803110124593084e-16,9.4861447578227652e-25,1.0501859748478112e-19,0.0,0.0,2.029184074826421e-10,1.2156697253609767e-17,154.0,0.0,0.99994026494310218,1.0,18.999999384037153,2.8236758340143623e-06,6.2367291803791708e-07,1.5860197815944635e-05,1.6405968307253844e-05,9.0519729724029705e-06,5.8006628323175313e-07,5.7744166389372413e-12,3.5687757847986164e-08,1.4351023180939148e-05,6.5350730542663784e-15,1.3152451008564821e-09,1.2807674837531321e-09,6.2169338915316225e-11,6.2137057327810377e-11,2.0440950093840954e-14,1.9572207068146933e-11,1.1840637097722598e-14,9.5904150873191918e-11,5.8488614616959512e-25,5.477327009273103e-25,5.4774254620357124e-25,4.5918521791081179e-14,1.752490088626744e-16,2.780097785789646e-16,1.6425543962691972e-18,6.9613130856287219e-19,4.0783892401255731e-17,1.125941320725431e-19,4.1366827028526633e-22,5.6126518241987722e-23,5.6449945120900895e-26,1.6817897196154431e-29,3.0938534421411212e-29,4.4050759768270466e-25,4.6636912482273057e-29,1.234232629116059e-11,8.4113614126853907e-18,2.1344448167740119e-19,4.2533740965530034e-21,1.9698591390333697e-22,5.3615334026346426e-20,3.3958661225404941e-27,1.9482776265766582e-27,7.1655399130384652e-24,1.4714047169590265e-28,3.1453374568760812e-24,7.6191062575300304e-29,5.3095506910096024e-30,5.7841700145153385e-28,4.4937596401314971e-27,4.4925299652927912e-27,1.2296748387057801e-30,3.0812067452873172e-22,2.7602754434951683e-24,5.078399735841857e-26
2.0264996789153674e-11,0.45930301561792825,4.5961414379639025e-11,6.7891692337944547e-16,6.3078630660291627e-16,1.1641405200421261e-24,1.2284998619716444e-19,0.0,0.0,2.2452521245773668e-10,1.4571235232399518e-17,154.0,0.0,0.99993706761624257,1.0,18.99999932481407,2.9748378558421766e-06,6.2367108461918107e-07,1.6683019349175019e-05,1.7284142707873384e-05,9.5492492715968038e-06,6.3726904424284579e-07,6.0835093513903418e-12,3.768615573508684e-08,1.5139411523700257e-05,7.1795247655287927e-15,1.4598227714701408e-09,1.4163553754472696e-09,7.2494670373053824e-11,7.2456953308641992e-11,2.3859279685505131e-14,2.1768916160369771e-11,1.3857784317445624e-14,1.064495477192224e-10,8.3839503310948353e-25,7.8516514640479434e-25,7.8518002250359692e-25,5.4475340971855303e-14,2.0460769986587114e-16,2.9357742477570002e-16,1.7407427382839359e-18,7.6547221151464291e-19,4.7365174678019839e-17,1.3797584416752019e-19,5.3385367301049013e-22,7.2541922406342871e-23,7.6931509329787571e-26,2.3454433421889763e-29,3.9992634369767709e-29,5.6955785161286323e-25,6.3715870151897015e-29,1.3727399026170172e-11,9.3232235400801828e-18,2.476116679975249e-19,4.7207284101339412e-21,2.1945744723491204e-22,6.2634676061468495e-20,3.9394609540012283e-27,2.2601490466419048e-27,8.8212787672935969e-24,1.8117932470826794e-28,3.8718418977705199e-24,9.3794891593337901e-29,6.5359978801447981e-30,7.1253908099002191e-28,5.8290550684526976e-27,5.8273743587097687e-27,1.6807097429296781e-30,4.005919032127824e-22,3.4059551970120385e-24,6.6119986386162344e-26
2.1294788075473322e-11,0.45930301545714886,4.8331082914440057e-11,7.5226893809699533e-16,6.9686259330447786e-16,1.4145149249883343e-24,1.4259870155955255e-19,0.0,0.0,2.4722327739592762e-10,1.7322745991149696e-17,154.0,0.0,0.99993387029863479,1.0,18.99999926351876,3.1259990100401543e-06,6.236692518225339e-07,1.7503756205158091e-05,1.8162310943095931e-05,1.0046523699163137e-05,6.9654293888816363e-07,6.392599891457457e-12,3.9684539591101594e-08,1.5927797431930261e-05,7.847310100126389e-15,1.6119371230686301e-09,1.5582485332566559e-09,8.3882735037504816e-11,8.3839015419466958e-11,2.7631793654741693e-14,2.4081271227775025e-11,1.608782385814497e-14,1.1754520862143709e-10,1.1802511449739773e-24,1.1053548985801636e-24,1.1053769163445124e-24,6.4096081322192836e-14,2.3703957936529379e-16,3.0914496166938796e-16,1.8395888593203006e-18,8.3738793449686998e-19,5.4581141607984933e-17,1.6732572879447792e-19,6.8002698319397524e-22,9.2543077480555888e-23,1.032147850859267e-25,3.2182084210424647e-29,5.1025637105519624e-29,7.2686908486653301e-25,8.5701096989887325e-29,1.5185359992438656e-11,1.0280827705448495e-17,2.8504019901440752e-19,5.2118370166784573e-21,2.4322764485427729e-22,7.2605614829260598e-20,4.5349433488293436e-27,2.6017894163940054e-27,1.0747738346536777e-23,2.207897746826343e-28,4.7170544998698282e-24,1.1427595286208088e-28,7.962850831047604e-30,8.6865756665163841e-28,7.4638572187884815e-27,7.4615954604589952e-27,2.2617583294891447e-30,5.1391674035137852e-22,4.1576142052483948e-24,8.4936110080091082e-26
2.232457936179297e-11,0.4593030152911204,5.0704054355452251e-11,8.2960266275375932e-16,7.6626506088544926e-16,1.7033222369143837e-24,1.6436370117949694e-19,0.0,0.0,2.7101252944484676e-10,2.0440525374267254e-17,154.0,0.0,0.99993067299027849,1.0,18.999999200221243,3.2771592966119003e-06,6.2366741884885886e-07,1.8322478398375627e-05,1.9040473012908777e-05,1.0543796255528396e-05,7.5781797114645659e-07,6.7016882590659784e-12,4.1682909378393292e-08,1.6716180906301858e-05,8.5376404750499479e-15,1.7715880547788576e-09,1.7063804432911328e-09,9.6381572967659956e-11,9.6331257720501624e-11,3.1774612182161302e-14,2.6509090393937011e-11,1.8540634310271015e-14,1.2919118820566707e-10,1.6345243819666749e-24,1.5308538126378215e-24,1.5308857964649969e-24,7.4853339631105337e-14,2.7269081132176371e-16,3.2471238896682988e-16,1.939092823004163e-18,9.1179781711273958e-19,6.2454320619655228e-17,2.010138328915111e-19,8.560573914739807e-22,1.1667334856010548e-22,1.3652845138444508e-25,4.3510974820431259e-29,6.4337582449487323e-29,9.1674255877425453e-25,1.1365498311080181e-28,1.6716091624188132e-11,1.1284030975488216e-17,3.2584277256124601e-19,5.7266252131288177e-21,2.6830931189187098e-22,8.3574595824074522e-20,5.184106317016693e-27,2.974227422039296e-27,1.2972722678435605e-23,2.6654464391593553e-28,5.6931507407836159e-24,1.3792943541612553e-28,9.6106653173937505e-30,1.049036579331739e-27,9.4457700088691481e-27,9.4427688482115983e-27,3.0011606575509141e-30,6.5140059882417977e-22,5.0259595253893764e-24,1.0778734269560045e-25
2.335437064811262e-11,0.4593030151200204,5.3080329552783479e-11,9.1094422481733649e-16,8.3899884788445081e-16,2.0343258768933818e-24,1.8824409788531831e-19,0.0,0.0,2.9589289784588483e-10,2.3955043005097131e-17,154.0,0.0,0.99992747569117413,1.0,18.999999134989135,3.428318715561018e-06,6.2366558549140516e-07,1.9139253579123273e-05,1.9918628917247699e-05,1.1041066940893865e-05,8.2102650856013587e-07,7.0107744541284461e-12,4.3681265109222775e-08,1.750456194713078e-05,9.2497539354629755e-15,1.9387754657282442e-09,1.8606857150400831e-09,1.1003871907869709e-10,1.0998118940197236e-10,3.6303685810810802e-14,2.9052192067943331e-11,2.1225990078281423e-14,1.4138754196793109e-10,2.2301893962533164e-24,2.0888107030457545e-24,2.088856379771237e-24,8.6820842610890215e-14,3.1170663995175002e-16,3.4027970676353956e-16,2.0392546961476836e-18,9.886241283306823e-19,7.1006509341506994e-17,2.3942266313688895e-19,1.0661494603544196e-21,1.4552508870774509e-22,1.7828167721224684e-25,5.8042941891910319e-29,8.0255575976144395e-29,1.1438710405368614e-24,1.4880214303630824e-28,1.8319476544848304e-11,1.233269452385003e-17,3.7012814411635269e-19,6.2650204454495476e-21,2.9471528882470313e-22,9.5587911716295607e-20,5.8886801461286021e-27,3.378455764655561e-27,1.5525358124991521e-23,3.1904402523075515e-28,6.812882742884629e-24,1.6506451253136474e-28,1.1500970697785344e-29,1.2560478429824458e-27,1.1827153633049502e-26,1.182322199232748e-26,3.9316407220224045e-30,8.1667206110477102e-22,6.0221576914044022e-24,1.3528318084272286e-25
2.4384161934432268e-11,0.45930301494402026,5.5459909345084353e-11,9.9631902633901385e-16,9.1506913239491708e-16,2.4114686139210228e-24,2.1433916089677509e-19,0.0,0.0,3.2186431386310865e-10,2.7897940660770832e-17,154.0,0.0,0.99992427840132136,1.0,18.999999067887799,3.5794772668911118e-06,6.2366375222636169e-07,1.9954147113317346e-05,2.079677865603581e-05,1.1538335755201276e-05,8.8610320244946538e-07,7.3198584765560885e-12,4.5679606806966141e-08,1.8292940554321246e-05,9.9829142558258715e-15,2.1134992550444426e-09,2.0211000520299781e-09,1.2490121163150627e-10,1.2483582326902832e-10,4.1234798300392596e-14,3.1710394943950715e-11,2.4153563139297013e-14,1.5413432623240011e-10,3.0018182772160803e-24,2.8116209423334851e-24,2.8116851675810086e-24,1.0007338021512187e-13,3.5423139587479624e-16,3.5584691524161998e-16,2.1400745470303349e-18,1.0677919659609534e-18,8.0258802070466719e-17,2.8294676035506534e-19,1.3148519169739085e-21,1.7974119556409339e-22,2.3007984692672196e-25,7.6482663575133528e-29,9.9134649634812312e-29,1.4133517714025263e-24,1.925447669051342e-28,1.9995397566754504e-11,1.3426683493580742e-17,4.1800126061366277e-19,6.8269522366433253e-21,3.2245844996297888e-22,1.0869170650551102e-19,6.6503345302141243e-27,3.8154323815910247e-27,1.8436089067310107e-23,3.789151929395051e-28,8.0895771641918986e-24,1.9600429057054217e-28,1.3656266354738278e-29,1.4921702904750279e-27,1.4665344199642516e-26,1.4660253466242484e-26,5.0907334000286969e-30,1.0136964124939376e-21,7.1578279362690629e-24,1.6808991411283678e-25
2.5413953220751916e-11,0.4593030147632862,5.7842794559721527e-11,1.0857517684714294e-15,9.9448113258296562e-16,2.8388730386371017e-24,2.4274831701181707e-19,0.0,0.0,3.4892671071456166e-10,3.2302030750624984e-17,154.0,0.0,0.99992108112072031,1.0,18.999998998980363,3.730634950605786e-06,6.236619192108537e-07,2.0767222159626801e-05,2.1674922229221984e-05,1.2035602698513332e-05,9.5298491080101145e-07,7.6289403262721862e-12,4.7677934467763838e-08,1.908131672796926e-05,1.0736410071148565e-14,2.2957593218550578e-09,2.187560223400348e-09,1.4101560050262391e-10,1.4094168400718179e-10,4.6583569407606749e-14,3.4483518000694052e-11,2.7332924756152428e-14,1.6743159811119299e-10,3.9903306319564126e-24,3.7376299573398576e-24,3.7377189844849735e-24,1.1468674235723114e-13,4.0040850220950099e-16,3.7141401437100484e-16,2.2415524437014163e-18,1.1492291595687148e-18,9.0231615337761268e-17,3.3199228944640762e-19,1.6070659454854281e-21,2.2001661147674893e-22,2.9374075020001418e-25,9.9649531395628641e-29,1.2135859114322518e-28,1.7306990180949968e-24,2.4647859631722324e-28,2.174373769081634e-11,1.4565866864181214e-17,4.6956338975190092e-19,7.4123521171816827e-21,3.5155170198797286e-22,1.2293197953576342e-19,7.4706806271004417e-27,4.2860816267759022e-27,2.1736673706044606e-23,4.4681251619559287e-28,9.537133140865305e-24,2.3108575908063104e-28,1.6100018220810447e-29,1.7599896791127106e-27,1.8022872578719242e-26,1.8016351348215447e-26,6.5212305037913201e-30,1.2467890059881753e-21,8.4450355689379212e-24,2.0693286231067025e-25
2.7473535793391217e-11,0.45930301438825133,6.261848451005345e-11,1.2768865139797969e-15,1.1633513558302225e-15,3.8618592695945637e-24,3.069074108980731e-19,0.0,0.0,4.0632418917210868e-10,4.2630882834403632e-17,154.0,0.0,0.99991468658727356,1.0,18.999998855989197,4.0329477152032925e-06,6.236582537296808e-07,2.2388158825254418e-05,2.3431190878564616e-05,1.3030130972715497e-05,1.0919213980600701e-06,8.2470975072703332e-12,5.1674547675339014e-08,2.0658061775518468e-05,1.2301682093681715e-14,2.6828878844707388e-09,2.5383703118032042e-09,1.7718387238038347e-10,1.7709079181100877e-10,5.8595762488054955e-14,4.037380199157478e-11,3.4484804995365103e-14,1.9567783687575202e-10,6.8184926978469649e-24,6.3871330905562631e-24,6.387297728473912e-24,1.4830375098447645e-13,5.0428895717539157e-16,4.0254788455888978e-16,2.4464826515745694e-18,1.3186360407731628e-18,1.1241722589699235e-16,4.48328105219448e-19,2.3434409425806361e-21,3.2179384771885825e-22,4.6508531262474167e-25,1.6409430350133593e-28,1.7752469824591378e-28,2.5332067487205911e-24,3.9237238404052771e-28,2.5457208190118435e-11,1.6979311153008773e-17,5.8414209509038084e-19,8.6532919102966529e-21,4.1384025897683628e-22,1.5500525724275146e-19,9.2936115956121263e-27,5.3319342050986722e-27,2.9640981838635087e-23,6.0943808220818317e-28,1.3003276824944084e-23,3.1509085371148661e-28,2.1951567018370492e-29,2.4015942129629756e-27,2.6573345801645907e-26,2.6562949052270177e-26,1.0396749375725172e-29,1.8402692917132985e-21,1.152451631964511e-23,3.0593694571110667e-25
