Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153)
2.9327160108766585e-11,0.45930301403608126,6.6927918084749367e-11,1.4630202133179936e-15,1.326816410010866e-15,4.9994982017166291e-24,3.7356551257969303e-19,0.0,0.0,4.6171244199019295e-10,5.3857221660563462e-17,154.0,0.0,0.99990893153881288,1.0,18.99999872171114,4.3050262361324719e-06,6.2365495378921482e-07,2.3841373591229483e-05,2.5011811576127559e-05,1.3925200022623955e-05,1.222546546448371e-06,8.803431538791743e-12,5.5271451462541975e-08,2.2077123998623729e-05,1.3773317841601375e-14,3.0570766479062505e-09,2.8741626763926396e-09,2.144740717268849e-10,2.1436120653280576e-10,7.0988562490276096e-14,4.6066274407075144e-11,4.1876628963459744e-14,2.229827071659891e-10,1.067604213544227e-23,1.0001267975888777e-23,1.0001543424906364e-23,1.8399182311882364e-13,6.1169285787835481e-16,4.3056799302893551e-16,2.6331710532812663e-18,1.4781921049677917e-18,1.3504025169007823e-16,5.7621263413886621e-19,3.2116389437335038e-21,4.4220338629152343e-22,6.8304877431423301e-25,2.4929396823851962e-28,2.4398017083785132e-28,3.4834455790412108e-24,5.7910270311373021e-28,2.9045835084297196e-11,1.9304735569260985e-17,7.0082426457291713e-19,9.8497504784111927e-21,4.746473648332464e-22,1.8821660081666715e-19,1.1150008561119708e-26,6.3969869014496753e-27,3.8433514625599935e-23,7.9036699343349419e-28,1.6858240037046628e-23,4.0852325386353128e-28,2.8459562914919613e-29,3.1155562530060629e-27,3.6786270586753888e-26,3.6770903868697883e-26,1.5366718055996325e-29,2.5486771793509986e-21,1.4944253683877177e-23,4.2424672624277026e-25
3.1180784424141954e-11,0.45930301367090726,7.1248073596753302e-11,1.6626561785233439e-15,1.5011916557462969e-15,6.3723685937606121e-24,4.4927489224966023e-19,0.0,0.0,5.2063451664517512e-10,6.7141486212942959e-17,154.0,0.0,0.99990317652032845,1.0,18.999998582470091,4.5771019460437432e-06,6.2365165346771118e-07,2.528958543296319e-05,2.6592412296292141e-05,1.4820263012853974e-05,1.3581311996631615e-06,9.3597585296399025e-12,5.886830970110188e-08,2.3496178340717672e-05,1.5300827926002213e-14,3.4556813816620599e-09,3.228606062378631e-09,2.5652286690345194e-10,2.5638766795301377e-10,8.4970278042044283e-14,5.2128285925579082e-11,5.0228668824632135e-14,2.5207207766412007e-10,1.6255001378413885e-23,1.5228566826133964e-23,1.5229013159438832e-23,2.2530733147556265e-13,7.3312004624240155e-16,4.5858774667216358e-16,2.8219926196538812e-18,1.6440937704506852e-18,1.6028682575534797e-16,7.2879432939047707e-19,4.3139241252853552e-21,5.9557886321726418e-22,9.7923033335742171e-25,3.6921363392208584e-28,3.2863742039341014e-28,4.6948337483214272e-24,8.343364442271003e-28,3.2867288886769693e-11,2.1774714434538435e-17,8.308783541425118e-19,1.1121265701383582e-20,5.4003082514495462e-22,2.2581930088178605e-19,1.3219151067690071e-26,7.5840960369396786e-27,4.9042705121116063e-23,1.0087071031815962e-27,2.150891237029673e-23,5.2124510787130815e-28,3.6310926127558136e-29,3.9772738473608045e-27,4.9914737878430947e-26,4.9892564834607558e-26,2.2173043823398971e-29,3.4584374666910183e-21,1.9062331606049976e-23,5.7632171720785667e-25
3.303440873951732e-11,0.4593030132935111,7.5578955484648556e-11,1.8759160659738979e-15,1.6865090317968171e-15,8.0110780909569747e-24,5.3462126631524056e-19,0.0,0.0,5.8309008607547838e-10,8.2717199512442166e-17,154.0,0.0,0.99989742153182082,1.0,18.999998438563743,4.8491748449581263e-06,6.2364835408983326e-07,2.6733092139032911e-05,2.8172993038626227e-05,1.5715319943609452e-05,1.498377647689873e-06,9.9160784794127115e-12,6.246512245619379e-08,2.4915224802103091e-05,1.6880858312540916e-14,3.8787014974553529e-09,3.6013668041832349e-09,3.0358509261663494e-10,3.0342487288442124e-10,1.0062641471107503e-13,5.8558791062763837e-11,5.9593312730007551e-14,2.8294630525342133e-10,2.4144723772861642e-23,2.2621506896692329e-23,2.2622209939053941e-23,2.7272121193868158e-13,8.6937493740353006e-16,4.8660714599629529e-16,3.012947779776352e-18,1.8160072834466509e-18,1.8825457395421695e-16,9.0881346663319677e-19,5.6925501652430259e-21,7.8803371377207016e-22,1.3742010477353994e-24,5.3462422915074042e-28,4.3487324726232031e-28,6.2161230868535916e-24,1.1767076181251385e-27,3.6920894037826025e-11,2.438860640261873e-17,9.7477743676134938e-19,1.2467502502651027e-20,6.1006690686288429e-22,2.6807687748696322e-19,1.5508565653592571e-26,8.8975797392597802e-27,6.1700758564800158e-23,1.2692437891627204e-27,2.7056799842170283e-23,6.5571758079035602e-28,4.5677030637964966e-29,5.0056423376065524e-27,6.6539832732752505e-26,6.6508511612964507e-26,3.1321119787997652e-29,4.6090789037639933e-21,2.3964425390102307e-23,7.6880966894130491e-25
3.488803305489269e-11,0.45930301290462816,7.9920568081033119e-11,2.1029158629302394e-15,1.8828009290493966e-15,9.948160009401427e-24,6.301921046954203e-19,0.0,0.0,6.4907883900195303e-10,1.0083008237787579e-16,154.0,0.0,0.99989166657328987,1.0,18.999998290271957,5.121244932896643e-06,6.2364505487855634e-07,2.817217363991595e-05,2.9753553802766362e-05,1.6610370815890491e-05,1.6430060339137645e-06,1.0472391387754439e-11,6.6061889712988786e-08,2.6334263384344895e-05,1.8510256105274873e-14,4.3261364070037662e-09,3.9921204441545146e-09,3.5591104694628026e-10,3.5572298397135614e-10,1.1804095484857698e-13,6.5356747286296423e-11,7.002201379832654e-14,3.156057524439303e-10,3.5082705297558409e-23,3.287151076106948e-23,3.28725905961162e-23,3.2671086546629312e-13,1.0212528891853684e-15,5.1462619088581205e-16,3.2060369660083389e-18,1.9936208986945982e-18,2.1903576371335271e-16,1.1191044988673853e-18,7.3939783435652821e-21,1.026329819162137e-21,1.8921966739297462e-24,7.5871643751919449e-28,5.6642276827910659e-28,8.1013146489657364e-24,1.6283674937224924e-27,4.1205976933286459e-11,2.7145801245455599e-17,1.1329648640208984e-18,1.3888142088219089e-20,6.8483211622291584e-22,3.1525160913208571e-19,1.8025305993403057e-26,1.0341484844607084e-26,7.6653373507576575e-23,1.5770406981786068e-27,3.3609270216722363e-23,8.1454399064872487e-28,5.6739147170923416e-29,6.2206508291474515e-27,8.7314376962681413e-26,8.72709632452549e-26,4.3413717426514608e-29,6.0448176107335136e-21,2.9740415117101689e-23,1.0091456375152095e-24
3.674165737026806e-11,0.4593030125049495,8.4272915615165645e-11,2.3437662283710323e-15,2.0901001959345203e-15,1.2218082369960592e-23,7.3657665526019082e-19,0.0,0.0,7.1860047897337585e-10,1.2173803802701385e-16,154.0,0.0,0.99988591164473617,1.0,18.999998137857819,5.3933122098803106e-06,6.2364175505562836e-07,2.960709308038298e-05,3.1334094588370761e-05,1.7505415630695709e-05,1.79175328300902e-06,1.1028697254337511e-11,6.9658611424481569e-08,2.7753294089005539e-05,2.0186057468140565e-14,4.797985522025634e-09,4.4005513280614629e-09,4.1374661562264631e-10,4.1352775389929996e-10,1.3729639936405853e-13,7.2521115007588558e-11,8.1565315842317974e-14,3.5005078686656875e-10,4.9979693788269462e-23,4.6832518501739195e-23,4.6834140038711324e-23,3.877594154417005e-13,1.1895403092106298e-15,5.4264488097453804e-16,3.4012606154443082e-18,2.1766435375112759e-18,2.5271765758543947e-16,1.3625905337797764e-18,9.4689646893956648e-21,1.3178978517540635e-21,2.5614884454432577e-24,1.0574574472743253e-27,7.2739066523415285e-28,1.0409836707698997e-23,2.2153871213738812e-27,4.5721865918897671e-11,3.004571800543985e-17,1.3058560619054877e-18,1.5382880979733768e-20,7.6440317849690964e-22,3.6760458878887918e-19,2.0775981468402044e-26,1.1919603289101734e-26,9.415967913880892e-23,1.9374384530480524e-27,4.1279521574544468e-23,1.0004690461513481e-27,6.9688390128238181e-29,7.6433763186918676e-27,1.1296694511586109e-25,1.1290778250561606e-25,5.916261024504637e-29,7.8147846872335212e-21,3.6484284095763685e-23,1.3055891897494269e-24
3.859528168564343e-11,0.45930301209512464,8.8636002215503358e-11,2.5985728131264201e-15,2.3084401431822981e-15,1.4857256946055073e-23,8.5436596855242449e-19,0.0,0.0,7.9165472346999691e-10,1.4571113866538505e-16,154.0,0.0,0.99988015674616026,1.0,18.999997981568615,5.6653766759301491e-06,6.2363845534454664e-07,3.1038097826784532e-05,3.2914615395039246e-05,1.8400454388451466e-05,1.9443720939175627e-06,1.1584996078832869e-11,7.3255287592358276e-08,2.9172316916740044e-05,2.190547627974017e-14,5.2942482542404437e-09,4.8263522230895907e-09,4.7733339081201028e-10,4.7708064411598117e-10,1.5847380765276989e-13,8.005085757354957e-11,9.427287795489095e-14,3.8628178080822794e-10,6.9947233778200972e-23,6.5546851526382367e-23,6.554923747049205e-23,4.5635503525763518e-13,1.3750147604973925e-15,5.7066321627560633e-16,3.5986191728441716e-18,2.3648035287807614e-18,2.8938284498917176e-16,1.6422781856856577e-18,1.1972635902750137e-20,1.670856295750159e-21,3.4147644007185201e-24,1.4499755613803535e-27,9.2226170101364622e-28,1.3206712923920047e-23,2.968179290852495e-27,5.0467891284729201e-11,3.308780325996114e-17,1.4938402171274002e-18,1.6951430106320556e-20,8.4885701899118247e-22,4.2539577656607853e-19,2.3766783995978018e-26,1.3635487501359875e-26,1.1449217544045265e-22,2.3560534178696049e-27,5.0186552146183073e-23,1.2163781150295212e-27,8.4725666655882734e-29,9.2959780579746495e-27,1.443058590143181e-25,1.442264581768124e-25,7.9400837505716861e-29,9.973249400781131e-21,4.4294021589640657e-23,1.6672606977479895e-24
4.04489060010188e-11,0.4593030116757645,9.3009831912137991e-11,2.8674365609242643e-15,2.5378545479886741e-15,1.7904048324115471e-23,9.8415292275461185e-19,0.0,0.0,8.6824130306053197e-10,1.7303161378425454e-16,154.0,0.0,0.99987440187756227,1.0,18.999997821636821,5.9374383310671802e-06,6.2363515608248438e-07,3.2465420414309223e-05,3.449511622233975e-05,1.929548708972889e-05,2.1006299928402561e-06,1.2141287860917462e-11,7.6851918241185166e-08,3.0591331868432867e-05,2.3665893464234649e-14,5.814924015368594e-09,5.2692239566083337e-09,5.4690878481287778e-10,5.4661893846583924e-10,1.8165283581107118e-13,8.7944941258215658e-11,1.081934980386955e-13,4.2429911078369349e-10,9.6327657322058691e-23,9.0273378547836574e-23,9.0276825142049504e-23,5.3299033810735234e-13,1.5784450656094997e-15,5.9868119698039209e-16,3.7981130889971877e-18,2.5578474262418496e-18,3.2910955385024555e-16,1.9612527723508342e-18,1.4964555090345589e-20,2.094029255501722e-21,4.4895203157842833e-24,1.9589721718416285e-27,1.1559105654370833e-27,1.6562721513313319e-23,3.9219391458490479e-27,5.5443385259493389e-11,3.6271529489510732e-17,1.697281862589614e-18,1.8593513950606404e-20,9.3827074519522243e-22,4.8888404928093526e-19,2.7003513254162766e-26,1.5492464874321318e-26,1.3793667594993086e-22,2.8387765171166689e-27,6.0455131311845493e-23,1.4652965206785879e-27,1.0206162768030882e-28,1.1201692135552399e-26,1.82223162113686e-25,1.8211806652291554e-25,1.0509559077045773e-28,1.2579838245948498e-20,5.3271529577449169e-23,2.1041767787073028e-24
4.2302530316394166e-11,0.4593030112474433,9.7394408639133105e-11,3.1504539909123222e-15,2.7783776576266449e-15,2.1398782976351968e-23,1.1265322488796898e-18,0.0,0.0,9.4835996061106815e-10,2.0399384007675534e-16,154.0,0.0,0.99986864703894263,1.0,18.999997658280986,6.2094971753124197e-06,6.2363185665086169e-07,3.388927943598445e-05,3.6075597069860143e-05,2.0190513735460129e-05,2.2603084444704153e-06,1.269757260029115e-11,8.0448503367240205e-08,3.2010338945540715e-05,2.5464846978400901e-14,6.3600122171309247e-09,5.7288750751214167e-09,6.2270613878912223e-10,6.2237585186411706e-10,2.0691177318224969e-13,9.6202335254459767e-11,1.2337513530532481e-13,4.6410315714303241e-10,1.3072661631916406e-22,1.2251807442647433e-22,1.2252297036955629e-22,6.1816182614240752e-13,1.8005914093593026e-15,6.2669882305990204e-16,3.9997428180557659e-18,2.7555388997691367e-18,3.7197194275391328e-16,2.3226738460806649e-18,1.8508777763639766e-20,2.5969630952560527e-21,5.8284598505576965e-24,2.6111617882628441e-27,1.433611075005211e-27,2.0554545728795824e-23,5.1171036366251909e-27,6.0647682004917871e-11,3.959639354626585e-17,1.9165223649691169e-18,2.0308869747323739e-20,1.0327216300466378e-21,5.5832724702847376e-19,3.0491600348915867e-26,1.7493651343650788e-26,1.647922530568311e-22,3.3917721070193582e-27,7.221577173426164e-23,1.7503888662801972e-27,1.2191662085797776e-28,1.3384826270475935e-26,2.2769857389822228e-25,2.27561212163461e-25,1.3736173476135794e-28,1.5699749910695491e-20,6.3522533508774556e-23,2.6272848917717765e-24
4.4156154631769535e-11,0.45930301081070074,1.0178973623677066e-10,3.4477174631967898e-15,3.030044192571436e-15,2.5383758344787836e-23,1.2821005561491564e-18,0.0,0.0,1.0320104505416062e-09,2.3890433274353473e-16,154.0,0.0,0.99986289223030211,1.0,18.999997491706527,6.4815532086868925e-06,6.2362855697516572e-07,3.5309880378263316e-05,3.7656057937195331e-05,2.1085534326368825e-05,2.4232020166267574e-06,1.3253850296671201e-11,8.4045042952077754e-08,3.3429338149189566e-05,2.7300022400292882e-14,6.9295122712487519e-09,6.2050215217534863e-09,7.0495482692127806e-10,7.0458063439160473e-10,2.3432757736106214e-13,1.0482201166581495e-10,1.3986493182337598e-13,5.0569430371095925e-10,1.7504817433533489e-22,1.6406698977939505e-22,1.6407383875508277e-22,7.1236939221793496e-13,2.0422054401242785e-15,6.5471609437044051e-16,4.203508817701646e-18,2.9576576943983685e-18,4.1804037525267073e-16,2.729771030696591e-18,2.2673899103998423e-20,3.1899420181386271e-21,7.4799030004279538e-24,3.4377397432954687e-27,1.7610447861590447e-27,2.526491644930414e-23,6.5998291800948315e-27,6.6080117610190991e-11,4.3061915214801559e-17,2.1518813225829759e-18,2.2097246730124633e-20,1.1322870962196266e-21,6.3398221699836828e-19,3.4236130054018127e-26,1.9641964147215988e-26,1.9537118562543922e-22,4.0214768949411915e-27,8.5604702532157699e-23,2.0749583841644836e-27,1.4452064528186337e-28,1.5870754800535405e-26,2.8180342547024993e-25,2.8162594952093381e-25,1.7747594931609716e-28,1.9403966393095661e-20,7.5156496830305157e-23,3.2484971443050428e-24
4.6009778947144903e-11,0.4593030103660444,1.0619581845371109e-10,3.7593154285039953e-15,3.2928893491912435e-15,2.9903251935803894e-23,1.4514563575307791e-18,0.0,0.0,1.1191925381271137e-09,2.7808173803228795e-16,154.0,0.0,0.99985713745164062,1.0,18.999997322106562,6.7536064312116127e-06,6.2362525752041586e-07,3.6727416406678699e-05,3.9236498823915999e-05,2.1980548862971758e-05,2.5891175948062691e-06,1.3810120949779659e-11,8.7641536994339172e-08,3.484832948017739e-05,2.9169244080306735e-14,7.5234235894440305e-09,6.6973863310940809e-09,7.9388035624571082e-10,7.9345867107959864e-10,2.6397590774774804e-13,1.1380294549825564e-10,1.5770923317142674e-13,5.4907293745557818e-10,2.3153250039491548e-22,2.1702167231255274e-22,2.1703111959895513e-22,8.1611586932970275e-13,2.3040303698135433e-15,6.8273301090142278e-16,4.4094115501010865e-18,3.1639986525860217e-18,4.6738167751207816e-16,3.1858401439555775e-18,2.7533093240908756e-20,3.884002663225892e-21,9.4982021865583178e-24,4.4748775722312104e-27,2.1443090656468943e-27,3.0782747452686455e-23,8.4224872209544854e-27,7.1740030086382259e-11,4.6667635858918727e-17,2.4036578794035611e-18,2.3958405423460522e-20,1.2370447013701861e-21,7.1610485471898857e-19,3.8241861716907133e-26,2.1940133819189526e-26,2.2999890879409134e-22,4.734598903675485e-27,1.0076384342810451e-22,2.442446308805652e-27,1.701133078330908e-28,1.8685913852692962e-26,3.4570457709318246e-25,3.4547768560446117e-25,2.2689148872129395e-28,2.3769460422218105e-20,8.8286539134716485e-23,3.9807233436405576e-24
4.786340326252027e-11,0.4593030099139512,1.106126589490725e-10,4.0853326629789565e-15,3.5669488020478785e-15,3.5003530424480881e-23,1.6352000954125065e-18,0.0,0.0,1.2099059988402202e-09,3.2185682686240179e-16,154.0,0.0,0.99985138270295904,1.0,18.999997149662629,7.0256568429076037e-06,6.2362195821421376e-07,3.8142069104751837e-05,4.0816919729576383e-05,2.2875557345987894e-05,2.7578736434700877e-06,1.4366384559344982e-11,9.1237985502499978e-08,3.6267312939622576e-05,3.1070466818744602e-14,8.1417455834392115e-09,7.2056993403176725e-09,8.8970446243012631e-10,8.8923157763341522e-10,2.9593115773512609e-13,1.2314411465195528e-10,1.7695360824756253e-13,5.9423944818408175e-10,3.027961980700378e-22,2.8383707223633677e-22,2.8384993589786707e-22,9.2990662324193877e-13,2.5868010725193318e-15,7.1074957271887778e-16,4.617451481229564e-18,3.3743707955816211e-18,5.2005938037522477e-16,3.6942395867392755e-18,3.3164145215150062e-20,4.6909477924281354e-21,1.1944165386493108e-23,5.7642459484532537e-27,2.5899246576510675e-27,3.7203263898969403e-23,1.0644177366637198e-26,7.7626759360849559e-11,5.0413117149084984e-17,2.6721319605937685e-18,2.5892116976646838e-20,1.3470721242769102e-21,8.0495014289304352e-19,4.2513248915904648e-26,2.4390715467799162e-26,2.6901396581479536e-22,5.538116477843711e-27,1.1784077981003063e-22,2.8564312719784068e-27,1.9894378107520745e-28,2.1857796684350459e-26,4.2066831839942033e-25,4.2038106484565445e-25,2.8725355376592836e-28,2.8879399330490716e-20,1.030293577912331e-22,4.8379033290366962e-24
4.971702757789564e-11,0.45930300945486957,1.1504026129443194e-10,4.4258504889005029e-15,3.8522587058410877e-15,4.0732858768187634e-23,1.833934167394717e-18,0.0,0.0,1.3041506177333814e-09,3.7057248942608138e-16,154.0,0.0,0.99984562798425769,1.0,18.999996974545382,7.2977044437958846e-06,6.236186587425045e-07,3.955400916860747e-05,4.2397320653734692e-05,2.3770559776226075e-05,2.9292995116112102e-06,1.492264112510873e-11,9.4834388474968172e-08,3.7686288528785944e-05,3.3001768042262467e-14,8.7844776649570686e-09,7.7296969157501406e-09,9.9264520167461247e-10,9.9211729228354272e-10,3.3026648559243755e-13,1.3284449991312703e-10,1.976428682747714e-13,6.4119422826356991e-10,3.9187531056170327e-22,3.6736197107554723e-22,3.6737927827446232e-22,1.0542491848880888e-12,2.8912441818762233e-15,7.3876577981040117e-16,4.8276290797024122e-18,3.5885964607585076e-18,5.761339466766024e-16,4.2583869846402124e-18,3.9649476153234754e-20,5.6233591229899451e-21,1.4885485842292858e-23,7.3535651924361662e-27,3.104842778528574e-27,4.4628124433426584e-23,1.3331257917589796e-26,8.3739647271699863e-11,5.4297939866258085e-17,2.9575654336934335e-18,2.7898162537897882e-20,1.4624471518303941e-21,9.0077218795130611e-19,4.7054457934563279e-26,2.6996099374435142e-26,3.1276796182832419e-22,6.4392773302332077e-27,1.3698873865984365e-22,3.3206287189459699e-27,2.3127076261248175e-28,2.541494918674647e-26,5.0806425177153601e-25,5.0770383649554838e-25,3.6041527598753237e-28,3.4823345479185183e-20,1.1950515295528668e-22,5.8350386104400654e-24
5.157065189327101e-11,0.4593030089892212,1.1947862897575308e-10,4.7809469821114953e-15,4.1488556970297645e-15,4.7141509328860159e-23,2.0482629521834216e-18,0.0,0.0,1.4019261888582864e-09,4.2458373065915221e-16,154.0,0.0,0.99983987329553703,1.0,18.999996796915216,7.5697492338974728e-06,6.2361535924247649e-07,4.0963397059806543e-05,4.3977701595949837e-05,2.4665556154321871e-05,3.1032347800935643e-06,1.5478890646822908e-11,9.8430745903799366e-08,3.9105256248653453e-05,3.4961340450919654e-14,9.4516192457206434e-09,8.2691216940305454e-09,1.1029170389332877e-09,1.1023301639594031e-09,3.6705384411156939e-13,1.4290308494590426e-10,2.1982108504274896e-13,6.8993767236518075e-10,5.022710340147538e-22,4.7088196527178631e-22,4.7090499427113156e-22,1.1896529192242644e-12,3.2180781871537157e-15,7.6678163211410365e-16,5.0399448166089887e-18,3.8065104916600924e-18,6.3566298465478649e-16,4.8817560672531281e-18,4.707616218336534e-20,6.6946093623284897e-21,1.8397177880136658e-23,9.2971832719199749e-27,3.6964517705248146e-27,5.3165537326134119e-23,1.6557893574584383e-26,9.0078037562277144e-11,5.832170277775904e-17,3.260203199686779e-18,2.9976332666065834e-20,1.5832476668231706e-21,1.0038242544539381e-18,5.1869385120427652e-26,2.9758520952723754e-26,3.6162551946736154e-22,7.4455976258575182e-27,1.5836656530142103e-22,3.8388903445218787e-27,2.673624358316263e-28,2.9386965541556518e-26,6.0936915943607689e-25,6.0892070512397031e-25,4.484543121067637e-28,4.169745334277201e-20,1.3783755584746023e-22,6.9882233423464569e-24
