Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31)
7.706623779956012e-10,0.4380468064280743,4.8886942023812628e-09,3.2946154539272142e-12,3.940717454472591e-12,9.6836037635734727e-18,2.6019540683239665e-14,0.0,0.0,4.7713427580213446e-07,3.3845992223387826e-11,154.0,0.0,0.99660290188627476,1.0,18.999891860668278,0.00014018780703743827,9.4052648687766905e-07,0.00076576394715291483,0.00087286215019488416,0.00056906640427063543,0.00010570631569565204,3.0215868625673447e-10,1.9442431633689391e-06,0.00093367716418868939,1.1257272859592383e-12,3.2887050337074842e-06,8.7616048068502199e-07,2.4553796087717274e-06,2.454061268454304e-06,8.2153990119779052e-10,4.3915093075716546e-08,4.9649546504432598e-10,2.4857207947765769e-07,4.5122113005395006e-14,4.3774191020287289e-14,4.3822873610847655e-14,9.9787347378611313e-09,9.2439219176418778e-12,1.4408997791705799e-14,4.4242064620691279e-16,8.9948032546694187e-16,1.7838172905622644e-12,1.8353267196290448e-13,1.1011459473940402e-14,3.7975028467998802e-15,1.4051419048111882e-16,5.0263997637953066e-19,2.2187877870861723e-21,3.2610788935621111e-17,4.8923938013668117e-19,2.6529945797431521e-08,2.2214151953354362e-14,2.9605802576043561e-15,1.3169699050779957e-17,2.8180538621553138e-18,6.4007526002539959e-15,4.4401518934255733e-23,2.5505176576389209e-23,3.6619512154030153e-17,8.0135911466564932e-22,1.6457003686649225e-17,3.9725715646336306e-22,3.3498863273134143e-23,3.0570797253549803e-21,1.1627420659126958e-18,1.0824784350239883e-18,1.3124038042314684e-20,3.9485719190604267e-14,1.5248608083416901e-17,7.3816737649676557e-18,3.7600684532735512e-18,5.421329380113367e-20,8.2853779380619681e-22,1.7078576128314083e-19,2.1089279983692291e-22,1.6970233884218783e-19,1.9963095353925347e-17,6.7139592846392517e-20
7.908865864864536e-10,0.43804679953581327,5.0650828392192452e-09,3.4913763192334629e-12,4.2446381188448062e-12,1.0828855841724577e-17,2.862149248469887e-14,0.0,0.0,5.0243394790826078e-07,3.7512532982323651e-11,154.0,0.0,0.99651391212424967,1.0,18.999888932763202,0.00014385628279740798,9.4044879816260472e-07,0.00078560692929008553,0.00089568110990390179,0.00058397961576726139,0.00010855713993349444,3.1005788327458918e-10,1.9951232357800541e-06,0.00095815406721304255,1.1560873519068844e-12,3.4631487553494721e-06,9.0303897769318319e-07,2.6043430619287564e-06,2.6029446842791812e-06,8.7138978606349908e-10,4.5818980642816105e-08,5.2663642889653245e-10,2.6202293558285636e-07,5.216107245206726e-14,5.0656374888200182e-14,5.0714307072364319e-14,1.0787897102812071e-08,9.8312805361078013e-12,1.4786075551976236e-14,4.6351555225217294e-16,9.6270278856530334e-16,1.9431483075564388e-12,2.0397775935315113e-13,1.2327317254991003e-14,4.2999454073924645e-15,1.6215534971005657e-16,5.907124077633691e-19,2.5123561347991868e-21,3.707563623367559e-17,5.7242011352859169e-19,2.7674943510854739e-08,2.3338548993679903e-14,3.1163822059985602e-15,1.3836502051136874e-17,3.0216764972493508e-18,6.8952776150188119e-15,4.6738170102819972e-23,2.6847398689475569e-23,4.0495506836780447e-17,8.8618131595261464e-22,1.8167908063855486e-17,4.3855706719858543e-22,3.6981478695588404e-23,3.3749287944683649e-21,1.3180333554442698e-18,1.2247794891006979e-18,1.5248346742893385e-20,4.4340392259374262e-14,1.7103444528085625e-17,8.4412750558631725e-18,4.3322809482429682e-18,6.202380202024254e-20,9.5466243618346136e-22,2.0150824358043428e-19,2.5195177232852855e-22,1.8458118727525406e-19,2.2267237389638511e-17,7.8005519600677629e-20
8.11110794977306e-10,0.4380467926575647,5.2438708842712391e-09,3.694831201847681e-12,4.5657542706427171e-12,1.2077024537574269e-17,3.1422773763603914e-14,0.0,0.0,5.2838437192259257e-07,4.1468786867057216e-11,154.0,0.0,0.99642493048996883,1.0,18.999886005302276,0.00014752422638349803,9.403711176500498e-07,0.00080544205874289766,0.00091849559852937891,0.00059889131474265235,0.00011140683409757138,3.1795553035523716e-10,2.0459933248966389e-06,0.00098262892489370626,1.1864353830434173e-12,3.6420777108551692e-06,9.2991308104096558e-07,2.7578069642510834e-06,2.7563261261938607e-06,9.2274598158007878e-10,4.774547085926806e-08,5.5768860567367394e-10,2.7584026339691124e-07,6.0056269998516753e-14,5.8385531435529381e-14,5.8454145167864802e-14,1.163948707433201e-08,1.0438084154310906e-11,1.5163079325033134e-14,4.8511203693214581e-16,1.0289914728925371e-15,2.1131184018556933e-12,2.2621218893605105e-13,1.3766795262631779e-14,4.8557985138553676e-15,1.865170533377698e-16,6.9166238350181766e-19,2.8371316718708252e-21,4.2036628182514152e-17,6.6731512365737755e-19,2.8833230750772452e-08,2.4489334240987889e-14,3.2759786197871277e-15,1.4518958387522838e-17,3.2345095518774568e-18,7.4138019532953626e-15,4.9131729046114987e-23,2.8222309838294698e-23,4.4666552339041226e-17,9.7746057533160568e-22,2.0005114291781176e-17,4.8290582052872403e-22,4.0721186950744825e-23,3.7162440930857336e-21,1.4892430473591404e-18,1.3813169309751659e-18,1.7647763404815432e-20,4.9643363174568125e-14,1.9136030013215896e-17,9.6247731543892627e-18,4.975528074568854e-18,7.0750827402872333e-20,1.096448619197148e-21,2.3684687093700633e-19,2.9970647116661578e-22,2.003573274859975e-19,2.4770798048564686e-17,9.0278352979158107e-20
8.313350034681584e-10,0.43804678579332385,5.4250534846594561e-09,3.9050571224732103e-12,4.9047353133784594e-12,1.3434625294447012e-17,3.4434622861935021e-14,0.0,0.0,5.5498533515041541e-07,4.5729575217874572e-11,154.0,0.0,0.9963359569846868,1.0,18.99988307828453,0.00015119163785527417,9.4029344269701881e-07,0.00082526933616257857,0.00094130561517941991,0.00061380150181474435,0.00011425539828324704,3.2585162716641091e-10,2.096853428732796e-06,0.0010071017382082758,1.21677138040528e-12,3.8254902193687366e-06,9.5678182742224903e-07,2.9157704971039209e-06,2.914204775516857e-06,9.756082132753213e-10,4.969377142426192e-08,5.8965182985643744e-10,2.900249674125247e-07,6.8883584440501372e-14,6.7038187038902103e-14,6.7119087845965198e-14,1.2534573230309162e-08,1.106439309999112e-11,1.5540009095884255e-14,5.0721133709098663e-16,1.098424400488045e-15,2.2942000623906539e-12,2.5035263162843851e-13,1.5338592794888489e-14,5.469462906497795e-15,2.1387046552001319e-16,8.0702728676430542e-19,3.1956857297146131e-21,4.7537198470353848e-17,7.752577367314511e-19,3.0004329198334714e-08,2.5666497267017557e-14,3.4393664569075922e-15,1.5217061826714264e-17,3.4567337836106876e-18,7.9568318141992589e-15,5.1582150140580714e-23,2.9629883815713978e-23,4.9146743553990087e-17,1.075505361397575e-21,2.1974273703884052e-17,5.3043983607057915e-22,4.4729491582896625e-23,4.0820757006130216e-21,1.677530025395326e-18,1.5530839344843638e-18,2.0349398204537432e-20,5.5423078928068949e-14,2.1358919845205501e-17,1.0943522092129329e-17,5.6967469159474137e-18,8.0478661800787869e-20,1.2554262423721092e-21,2.7736768646563358e-19,3.5505152326092888e-22,2.1706225907875722e-19,2.7485658055225478e-17,1.0409669270642441e-19
8.515592119590108e-10,0.43804677894308536,5.6086257915579086e-09,4.1221309443837499e-12,5.2622650539385449e-12,1.4908425508510209e-17,3.7668715779948604e-14,0.0,0.0,5.8223662447715387e-07,5.0310083940814247e-11,154.0,0.0,0.99624699160965624,1.0,18.999880151709018,0.00015485851727230337,9.4021577475671621e-07,0.00084508876220156079,0.00096411115896318162,0.00062871017758293945,0.00011710283258600301,3.3374617342775758e-10,2.1477035453045785e-06,0.0010315725081043558,1.2470953449872667e-12,4.0133846002023642e-06,9.8364440247239209e-07,3.0782326933374295e-06,3.0765796651039103e-06,1.0299761569095058e-09,5.1663117553555346e-08,6.2252590573826643e-10,3.0457795156143744e-07,7.8723189270924816e-14,7.6695372428826496e-14,7.6790354857911282e-14,1.3474223066799709e-08,1.1710266272286775e-11,1.5916864850146729e-14,5.2981468982796114e-16,1.1710795491974271e-15,2.4868750642555067e-12,2.7652076673827823e-13,1.7051820000708985e-14,6.1456019918829983e-15,2.4450720968047516e-16,9.3848948667876414e-19,3.5907431161204378e-21,5.3623624938287803e-17,8.9769976689461971e-19,3.1187777555443827e-08,2.6870034551046195e-14,3.6065437001035559e-15,1.5930810233942485e-17,3.6885293304419161e-18,8.5248712038440638e-15,5.408940313224124e-23,3.1070103243198206e-23,5.395046648865636e-17,1.1806305139690013e-21,2.4081128339722877e-17,5.8129772299081153e-22,4.9018080772931096e-23,4.4734905519721425e-21,1.8841043035553467e-18,1.7411134309264323e-18,2.3382222733244045e-20,6.1709025041733798e-14,2.3785232026286822e-17,1.2409634204907512e-17,6.5033725125640142e-18,9.1297248084060304e-20,1.4332350568125591e-21,3.236913371707557e-19,4.1897627056557479e-22,2.347278868382436e-19,3.0424110667479416e-17,1.1960864989566961e-19
8.717834204498632e-10,0.4380467721068437,5.7945829608688664e-09,4.3461293735661614e-12,5.6390416781581581e-12,1.6505448599744787e-17,4.1137175693819233e-14,0.0,0.0,6.1013802636981519e-07,5.5225863129057316e-11,154.0,0.0,0.99615803436612926,1.0,18.999877225574764,0.0001585248646941539,9.4013811557380944e-07,0.00086490033751349268,0.00098691222899087265,0.00064361734263012932,0.00011994913710146798,3.416391688338266e-10,2.1985436726307094e-06,0.0010560412355028407,1.2774072778039482e-12,4.2057591728365316e-06,1.010500117758247e-06,3.2451924602540125e-06,3.2434497023021754e-06,1.0858494461704608e-09,5.3652771023851217e-08,6.5631061209267318e-10,3.1950011921421302e-07,8.9659659947254555e-14,8.7442750310375456e-14,8.7553814273980428e-14,1.4459502998434462e-08,1.2375761319421885e-11,1.6293646573157852e-14,5.5292333098235045e-16,1.2470348527670199e-15,2.6916343434172454e-12,3.0484337265219916e-13,1.8916006613213236e-14,6.8891513375007436e-15,2.7874042759978917e-16,1.0878865103764865e-18,4.0251876630887911e-21,6.0345153330049004e-17,1.036219295324441e-18,3.2383130939098786e-08,2.8099949333036656e-14,3.7775093350794283e-15,1.6660205485804663e-17,3.9300757663026483e-18,9.1184221003889305e-15,5.6653472809111988e-23,3.2542959382656887e-23,5.9092396940812239e-17,1.2931572151288387e-21,2.6331509544835911e-17,6.3562024620548454e-22,5.3598824488311384e-23,4.8915721773796687e-21,2.1102278338880169e-18,1.9464784707211919e-18,2.6777143088876183e-20,6.8531738683629021e-14,2.6428656859767984e-17,1.4036011348371151e-17,7.4033602785100833e-18,1.0330241375340595e-19,1.6316296122729363e-21,3.7649694289967955e-19,4.9257225079164558e-22,2.5338651957529205e-19,3.3598866941580761e-17,1.3697222007794888e-19
8.920076289407156e-10,0.4380467652845927,5.9829201537931094e-09,4.5771289588834227e-12,6.0357777264276304e-12,1.8232978066028345e-17,4.4852582467049424e-14,0.0,0.0,6.3868932687828153e-07,6.0492826684041407e-11,154.0,0.0,0.99606908525535587,1.0,18.999874299880819,0.00016219068018039531,9.4006046190938012e-07,0.00088470406275323657,0.0010097088243737555,0.0006585229975252404,0.0001227943119254541,3.4953061304147814e-10,2.2493738087324153e-06,0.0010805079213020549,1.3077071799064465e-12,4.4026122569202458e-06,1.0373483913014854e-06,3.4166485990489062e-06,3.4148136883796126e-06,1.1432276791868864e-09,5.5662019250344017e-08,6.9100570612387083e-10,3.3479237318004736e-07,1.0178208021285025e-13,9.9370742769961138e-14,9.9500110810949009e-14,1.549147835882417e-08,1.306093479389044e-11,1.6670354249840026e-14,5.7653849485517813e-16,1.326368200686139e-15,2.9089778729273479e-12,3.3545241606682747e-13,2.0941110544191501e-14,7.7053282353150778e-15,3.1690586526316628e-16,1.2572216779305878e-18,4.5020678149112143e-21,6.7754123424111663e-17,1.1925287873118994e-18,3.3589960297278553e-08,2.9356251470162696e-14,3.9522633291575007e-15,1.7405253385173026e-17,4.181552155238455e-18,9.7379846151067633e-15,5.9274358681108474e-23,3.40484519525896e-23,6.4587499271589148e-17,1.4134129623604942e-21,2.8731336628676395e-17,6.935502939811535e-22,5.8483771751237327e-23,5.3374204529146905e-21,2.3572153019730364e-18,2.1702925689853782e-18,3.0567073593565909e-20,7.5922821775967204e-14,2.930346644353741e-17,1.5836376533298675e-17,8.4052087618223215e-18,1.165961077089554e-19,1.8524842798716271e-21,4.3652613687305805e-19,5.7704106163602632e-22,2.730708690071337e-19,3.7023060982361872e-17,1.5635565939409202e-19
9.12231837431568e-10,0.43804675847632624,6.1736325373092841e-09,4.8152060922547979e-12,6.453200069328168e-12,2.0098561520369299e-17,4.8827982155634579e-14,0.0,0.0,6.6789031163647739e-07,6.61272519362986e-11,154.0,0.0,0.99598014427858528,1.0,18.99987137462621,0.00016585596379059859,9.3998281466791557e-07,0.00090449993857689168,0.0010325009442241429,0.00067342714282040252,0.00012563835715396213,3.5742050577656431e-10,2.3001939516327592e-06,0.001104972566373077,1.3379950522915425e-12,4.6039421722713006e-06,1.0641887311258471e-06,3.5925998212324892e-06,3.590670334937726e-06,1.2021104240294911e-09,5.7690174396308179e-08,7.2661092680405137e-10,3.5045561570659494e-07,1.151841474820403e-13,1.1257465847155741e-13,1.1272479397394863e-13,1.6571213400963551e-08,1.3765842287871827e-11,1.7046987865922784e-14,6.0066141633612697e-16,1.4091574368999929e-15,3.1394145406194371e-12,3.6848513978506594e-13,2.313752634171972e-14,8.5996413289555616e-15,3.593629850168864e-16,1.4486752086120186e-18,5.024602253439708e-21,7.5906097519182161e-17,1.3684835544371404e-18,3.4807851845614272e-08,3.063895729663685e-14,4.1308066104262227e-15,1.8165963577932313e-17,4.44313710427515e-18,1.0384057149562931e-14,6.1952074667279654e-23,3.5586588948384917e-23,7.045102527154502e-17,1.5417315437290517e-21,3.1286615579022522e-17,7.5523284689947199e-22,6.3685148021764248e-23,5.8121513615819942e-21,2.6264349106127653e-18,2.413710035702935e-18,3.4787011107731286e-20,8.3914954094123801e-14,3.2424524061450683e-17,1.782530597377896e-17,9.517982740111114e-18,1.3128664012342915e-19,2.0977983488938267e-21,5.0458728039899424e-19,6.737026161107226e-22,2.9381404860345504e-19,4.0710255178551323e-17,1.7793786380209861e-19
9.324560459224203e-10,0.43804675168203827,6.3667152845763029e-09,5.0604370088505257e-12,6.8920498832941431e-12,2.2110014711333985e-17,5.307689650697064e-14,0.0,0.0,6.9774076586342607e-07,7.214577926601776e-11,154.0,0.0,0.99589121143706516,1.0,18.999868449809984,0.00016952071558433586,9.3990517677406151e-07,0.00092428796564183232,0.0010552885876554008,0.00068832977905228265,0.00012848127288316724,3.653088467443385e-10,2.3510040993573964e-06,0.001129435171561893,1.3682708959709825e-12,4.8097472388765227e-06,1.0910207213652877e-06,3.7730447624964656e-06,3.7710182777695503e-06,1.2624972233568401e-09,5.9736572513621294e-08,7.6312599769114431e-10,3.6649074847981537e-07,1.2996427729863882e-13,1.2715481964545951e-13,1.2732844601576133e-13,1.7699771297634569e-08,1.4490538551368713e-11,1.7423547406904431e-14,6.2529332915127189e-16,1.4954803599340807e-15,3.3834620282728069e-12,4.0408414909861613e-13,2.5516093512762742e-14,9.5779002994434409e-15,4.0649610355918249e-16,1.6646158066466527e-18,5.5961855575606758e-21,8.485999124378999e-17,1.5660905688791932e-18,3.6036406524114384e-08,3.1948089486766037e-14,4.3131410473685631e-15,1.8942349471763036e-17,4.7150088149990385e-18,1.1057136548994269e-14,6.4686648790322379e-23,3.7157386466868159e-23,7.669851311792127e-17,1.6784530150583357e-21,3.4003437831293515e-17,8.2081494814700746e-22,6.9215352692682957e-23,6.3168967645796118e-21,2.9193091522281908e-18,2.6779262911580436e-18,3.9474109912932859e-20,9.2541906356072135e-14,3.5807293481481914e-17,2.0018261541698541e-17,1.0751336645102177e-17,1.4748892536990685e-19,2.3697011962086748e-21,5.8155985430289716e-19,7.8400379632835729e-22,3.1564957242573993e-19,4.4674445423224746e-17,2.0190875115721263e-19
9.526802544132726e-10,0.43804674490172235,6.5621635752711563e-09,5.3128977872986632e-12,7.3530826262995241e-12,2.4275425526711356e-17,5.7613332452492231e-14,0.0,0.0,7.282404743642187e-07,7.8565411723331305e-11,154.0,0.0,0.99580228673204141,1.0,18.999865525431183,0.00017318493562118063,9.3982754456083402e-07,0.00094406814460673268,0.0010780717537819471,0.0007032309067458119,0.00013132305920941485,3.731956355870276e-10,2.4018042499346662e-06,0.001153895737695485,1.3985347120144108e-12,5.0200257768920194e-06,1.1178440105209834e-06,3.9579819944352307e-06,3.9558560885739746e-06,1.3243875983426798e-09,6.1800572713140962e-08,8.005506293107074e-10,3.8289867262383264e-07,1.4622570687694385e-13,1.4321668887195955e-13,1.4341680971588811e-13,1.8878214141809109e-08,1.5235077595315171e-11,1.7800032857578198e-14,6.5043546498316966e-16,1.5854147230371616e-15,3.641646692225426e-12,4.4239749677808874e-13,2.8088104712658479e-14,1.0646225604473727e-14,4.587155552686595e-16,1.9076127344348038e-18,6.2203938939636034e-21,9.4678206660467201e-17,1.7875176368281049e-18,3.7275239473224517e-08,3.3283676921160596e-14,4.499269428959294e-15,1.973442815682892e-17,4.9973451338859551e-18,1.1757718251977123e-14,6.7478122878100728e-23,3.8760868534873674e-23,8.3345786420849789e-17,1.8239236790547308e-21,3.6887979091220873e-17,8.9044567509305377e-22,7.5086956693007975e-23,6.8528041824817594e-21,3.2373155704477558e-18,2.9641781672848359e-18,4.4667757136481135e-20,1.0183855330152702e-13,3.9467848168840374e-17,2.2431623621262993e-17,1.211553830975797e-17,1.6532472795663129e-19,2.6704575269015362e-21,6.6839902953910513e-19,9.0952751288743822e-22,3.386113540307691e-19,4.8930066319475844e-17,2.2846964602643851e-19
9.729044629041249e-10,0.4380467381353714,6.759972595872488e-09,5.5726643499020501e-12,7.8370680135664853e-12,2.6603157980459277e-17,6.2451791594028014e-14,0.0,0.0,7.5938922153090443e-07,8.5403514648327643e-11,154.0,0.0,0.99571337016475892,1.0,18.999862601488847,0.00017684862396070758,9.3974991795738715e-07,0.00096384047613157458,0.0011008504417192523,0.00071813052641090075,0.00013416371622922908,3.8108087203528202e-10,2.4525944013946872e-06,0.0011783542655764139,1.4287865014221258e-12,5.2347761066434356e-06,1.1446583015233364e-06,4.1474100344655904e-06,4.1451822848693957e-06,1.3877810519982393e-09,6.3881556363891052e-08,8.388845211717406e-10,3.9968028870080994e-07,1.6407659773324656e-13,1.6087099566141082e-13,1.6110091598081963e-13,2.0107602947051113e-08,1.5999512781607616e-11,1.8176444203770674e-14,6.7608905647999317e-16,1.6790382326174698e-15,3.9145034454205822e-12,4.8357876669170366e-13,3.0865313803393184e-14,1.1811058266446965e-14,5.1645888035715315e-16,2.1804483810199109e-18,6.9009907363958226e-21,1.0542676763535645e-16,2.0351029379296111e-18,3.8523979528529214e-08,3.4645754556024561e-14,4.6891954452204485e-15,2.0542220328106107e-17,5.2903236014123122e-18,1.2486296436471452e-14,7.0326552271964786e-23,4.0397066941640465e-23,9.0408953356317858e-17,1.9784960663297451e-21,3.9946498209360689e-17,9.6427611211920937e-22,8.1312700196992796e-23,7.421036586055808e-21,3.5819875113644687e-18,3.2737441955672071e-18,5.0409648691962196e-20,1.1184088676004732e-13,4.3422880421517419e-17,2.5082724357688745e-17,1.362149303208584e-17,1.8492291142440165e-19,3.0024726848196366e-21,7.6614041940032542e-19,1.0520021768192315e-21,3.62733705329621e-19,5.3491996371343533e-17,2.5783366710529837e-19
9.931286713949772e-10,0.43804673138297884,6.960137539898266e-09,5.8398124628638413e-12,8.3447899932945973e-12,2.9101856182974137e-17,6.7607279683856999e-14,0.0,0.0,7.9118679134331896e-07,9.2677815290789782e-11,154.0,0.0,0.99562446173646102,1.0,18.99985967798202,0.00018051178066249283,9.3967230125836589e-07,0.00098360496087765187,0.0011236246505838383,0.00073302863854264209,0.00013700324403932338,3.8896455581104717e-10,2.5033745517700128e-06,0.0012028107559831226,1.4590262651979028e-12,5.4539965486261924e-06,1.1714633433219454e-06,4.3413273542213832e-06,4.338995338383114e-06,1.4526770719848345e-09,6.5978926320054835e-08,8.7812736347249943e-10,4.1683649671083456e-07,1.8363013741537385e-13,1.8023386283181061e-13,1.8049721126659749e-13,2.1388997647917964e-08,1.6783896901718167e-11,1.8552781431209945e-14,7.0225533537195674e-16,1.7764285483201197e-15,4.2025756408666428e-12,5.2778715607300394e-13,3.3859943782568665e-14,1.3079169704639599e-14,5.8019203732283041e-16,2.4861313334521988e-18,7.6419326107097615e-21,1.171754574448069e-16,2.3113649376803984e-18,3.9782268733430686e-08,3.6034363295456268e-14,4.8829236682244873e-15,2.1365750209634837e-17,5.5941214999671287e-18,1.3243364162325365e-14,7.3232005541889177e-23,4.2066021075205728e-23,9.7904405883766709e-17,2.142528918274939e-21,4.3185336105980802e-17,1.0424593246647293e-21,8.7905490435682643e-23,8.0227721964417299e-21,3.9549148649204067e-18,3.6079448820977823e-18,5.6743865711178416e-20,1.2258602870739858e-13,4.7689710434980486e-17,2.7989881294664568e-17,1.528076795022622e-17,2.0641969016560976e-19,3.3682980318366564e-21,8.7590501570589607e-19,1.2133115909065391e-21,3.8805133540952108e-19,5.8375563159964716e-17,2.9022611711144508e-19
