Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31)
4.920177276771904e-10,0.4380469028156344,2.7053138378292322e-09,1.2235643382840182e-12,1.1780490647936277e-12,1.4262226784243629e-18,5.35229860513091e-15,0.0,0.0,1.94922083847297e-07,5.7090237872012347e-12,154.0,0.0,0.99782980980162173,1.0,18.999932246428617,8.9590154729662799e-05,9.4159757665887147e-07,0.00049157197956199359,0.00055801290675009296,0.00036344113801413532,6.6313197809250371e-05,1.9316768297608885e-10,1.2422135769309467e-06,0.00059623101981324048,7.0620733061439516e-13,1.3427663991133784e-06,5.0657290153263518e-07,8.6092106949358989e-07,8.6045911927034486e-07,2.8798843085042391e-10,2.0479305027698899e-08,1.7393647847952887e-10,1.0007137034181456e-07,3.4458931253957213e-15,3.2951439842436632e-15,3.2974018480068435e-15,2.5749552581556817e-09,3.0931855346029141e-12,9.2061800373915123e-15,2.0217745719770949e-16,2.9869602424672671e-16,4.405945633558997e-13,3.2023326935102552e-14,1.6583893441085689e-15,4.7230527567787216e-16,1.2308756003696373e-17,3.2364306759205135e-20,2.7594802747475727e-22,3.8100617888450248e-18,3.3786440789227999e-20,1.2407081165549316e-08,9.4312026654291413e-15,1.204379606072469e-15,5.5894744761460984e-18,8.5158066699884075e-19,1.7531162134351383e-15,1.8062770755503915e-23,1.0375639603628496e-23,6.3742321900866032e-18,1.3948181044916944e-22,2.9330828333235646e-18,7.0801057389827985e-23,5.9703890704142661e-24,5.4475080646750029e-22,1.3126118127306056e-19,1.2537590918439755e-19,9.6208439987587489e-22,5.2336144547349998e-15,2.2494852578042222e-18,7.8152275057238677e-19,3.4207752963487522e-19,5.6841724026089481e-21,7.5314308241587096e-23,1.0198070463025995e-20,9.8290952833126698e-24,4.0105478852688562e-20,3.0414630925522528e-18,4.9231876887870879e-21
5.032533990609973e-10,0.4380468988775915,2.7843630209253396e-09,1.2853519434489227e-12,1.2476789462809057e-12,1.5691055028042503e-18,5.7794175709386853e-15,0.0,0.0,2.0390378345856305e-07,6.2431760456060455e-12,154.0,0.0,0.99778030790274053,1.0,18.999930616303562,9.1632339422004588e-05,9.4155436170948607e-07,0.00050265697268072522,0.0005707248293423707,0.00037173806174447903,6.7905784032501121e-05,1.9756816278525042e-10,1.2705578151240055e-06,0.00060984527439972953,7.2316769671621204e-13,1.4046963506016331e-06,5.213756708907743e-07,9.087347868668287e-07,9.0824716463736946e-07,3.0398706684575816e-10,2.1305024449976637e-08,1.8360643758454543e-10,1.047466541931822e-07,3.9330394257422256e-15,3.7631339452979285e-15,3.7657760314593053e-15,2.757150871012958e-09,3.2726272669423513e-12,9.4162422748786587e-15,2.1006807895280345e-16,3.1453428084851868e-16,4.7085807160390314e-13,3.48385778889024e-14,1.8197444318193383e-15,5.2312843809358546e-16,1.3890543964350311e-17,3.7083521945546802e-20,3.0564242947257359e-22,4.2320001466714455e-18,3.8581206588388478e-20,1.2905727670115064e-08,9.8476593961023082e-15,1.2608963343064448e-15,5.8364095048852492e-18,9.038818461295791e-19,1.8716311550131757e-15,1.8910384529553258e-23,1.0862526977763063e-23,6.9619612940218894e-18,1.523431185928026e-22,3.2004597124191965e-18,7.7255274683632304e-23,6.5146446548008968e-24,5.9441674030665004e-22,1.4654574592336288e-19,1.3982977702204287e-19,1.097891709406327e-21,5.7973484266339152e-15,2.4681280632671675e-18,8.7203453993194409e-19,3.8506530346427131e-19,6.3462276284832627e-21,8.4783227800324841e-23,1.1732809347407318e-20,1.1467922465356398e-23,4.3102056741483715e-20,3.3421384957071455e-18,5.6180771919136664e-21
5.144890704448042e-10,0.4380468949438585,2.8641739083155723e-09,1.3488622649195549e-12,1.3201630820844062e-12,1.7228182478139839e-18,6.2316189102801524e-15,0.0,0.0,2.1308725154596704e-07,6.8139281283157579e-12,154.0,0.0,0.99773080850686946,1.0,18.999928986319858,9.3674359601725877e-05,9.4151114914272897e-07,0.00051373953929315401,0.00058343537592079264,0.00038003451524278199,6.9498021055398586e-05,2.0196816558195294e-10,1.2988989808493185e-06,0.00062345889230283429,7.4012434398273438e-13,1.4680180173371693e-06,5.3619606319049851e-07,9.5792640716979574e-07,9.5741237241035075e-07,3.2044688699080215e-10,2.2142318468019055e-08,1.9355537059525492e-10,1.0953105759633196e-07,4.4746718446240031e-15,4.2838252095331664e-15,4.2869053611110634e-15,2.9477146232108507e-09,3.4576952868359975e-12,9.6262817419671205e-15,2.1810805199229685e-16,3.3097503768647771e-16,5.0266512077902924e-13,3.7843643228736619e-14,1.9930990137423393e-15,5.7824748245934875e-16,1.563566740842544e-17,4.2369143954492919e-20,3.3784682619138391e-22,4.6909996813029806e-18,4.3934007488758523e-20,1.341127225740185e-08,1.0272566412175876e-14,1.3186361326463571e-15,6.0883574402313278e-18,9.5820045804807756e-19,1.9952249262667181e-15,1.9776341387828767e-23,1.1359951009471493e-23,7.5889257389395899e-18,1.6606305135200151e-22,3.4853431045651786e-18,8.4132086024151113e-23,7.0945354578694358e-24,6.4733500565647984e-22,1.632068719494805e-19,1.5556565501155155e-19,1.2491585183466307e-21,6.4068824653906282e-15,2.7034521461004565e-18,9.7098884677735048e-19,4.3240291149954628e-19,7.0703582585414097e-21,9.5210696581137782e-23,1.3458234721101401e-20,1.3333750338886334e-23,4.6251045225229603e-20,3.6650253312231123e-18,6.3920584195822748e-21
5.257247418286111e-10,0.43804689101443883,2.9447456974393897e-09,1.4141088968067578e-12,1.3955801064955271e-12,1.8879336662701466e-18,6.70992821090944e-15,0.0,0.0,2.2247245274412205e-07,7.4229112699782526e-12,154.0,0.0,0.99768131161422702,1.0,18.999927356477343,9.5716215279036869e-05,9.4146793856355618e-07,0.00052481967951131174,0.00059614454632981944,0.00038833049867133935,7.1089908893016198e-05,2.0636769131179428e-10,1.3272370737606147e-06,0.00063707187378065993,7.5707727257544091e-13,1.5327311106960338e-06,5.5103221782778918e-07,1.0084974819315294e-06,1.0079562932537161e-06,3.3736841109041667e-10,2.2990960740731931e-08,2.0378359297486164e-10,1.1442473702318822e-07,5.0753187120414829e-15,4.8616469672941047e-15,4.8652250105248446e-15,3.1468324287148441e-09,3.6484115411177345e-12,9.8362984360841588e-15,2.2629759035453109e-16,3.4803177279448235e-16,5.3607116771668453e-13,4.1048020035880362e-14,2.1791092972648309e-15,6.3793790075107442e-16,1.7557224069966201e-17,4.8275767268697208e-20,3.7272218430052057e-22,5.1895648783111317e-18,4.9896574416555206e-20,1.3923576524787964e-08,1.0705901618848753e-14,1.3775954655166453e-15,6.3453051646428016e-18,1.0145702484217267e-18,2.123993372199193e-15,2.0660588305272074e-23,1.1867881240033786e-23,8.2567848626370575e-18,1.8067792309878811e-22,3.7884437303655306e-18,9.1448647800560582e-23,7.7115081827622549e-24,7.036376574162912e-22,1.8133361840465142e-19,1.7266432282640127e-19,1.4172387630350274e-21,7.0647736115483217e-15,2.9564181703768275e-18,1.0790026049759637e-18,4.8443459699170218e-19,7.8611221273987947e-21,1.0667260299366307e-22,1.5393441214536755e-20,1.5452052770366232e-23,4.9556819764363474e-20,4.0112412117516216e-18,7.2520568152150583e-21
5.481960845962249e-10,0.43804688316855106,3.108168750259279e-09,1.5498653956775555e-12,1.5555343919989591e-12,2.254754390562384e-18,7.7491151810676349e-15,0.0,0.0,2.4184791277639904e-07,8.7622719211347477e-12,154.0,0.0,0.99758232533950242,1.0,18.999924097215207,9.9799433167269561e-05,9.413815239929475e-07,0.00054697268121016939,0.00062155875801803249,0.00040492105595384321,7.4272637074775173e-05,2.1516531136143239e-10,1.3839040397569577e-06,0.00066429592846958406,7.9097197439912764e-13,1.6663304228662202e-06,5.8074518847707143e-07,1.1137833857646325e-06,1.1131856620573743e-06,3.7259837725274878e-10,2.4721406611235621e-08,2.2507900202757837e-10,1.2454054957294808e-07,6.4730162433141738e-15,6.2076462918451367e-15,6.2124260401415475e-15,3.5714733373746634e-09,4.0468717050968643e-12,1.0256263495208463e-14,2.4312621900480159e-16,3.8404707224624044e-16,6.07907460559578e-13,4.8094367340084654e-14,2.5918490373537297e-15,7.721996973585147e-16,2.1985975966285705e-17,6.219117840538321e-20,4.5116755484160943e-22,6.3160450570900168e-18,6.3876525186625572e-20,1.4967924227646908e-08,1.159777274081305e-14,1.4991592630182759e-15,6.8741501900199202e-18,1.1335975844176286e-18,2.3974352339839821e-15,2.2483750272882532e-23,1.2915144238901474e-23,9.7219782668739518e-18,2.1274110640462169e-22,4.4521961490676507e-18,1.0747101411472504e-22,9.0626013894786714e-24,8.2693485483154845e-22,2.2235812419230908e-19,2.112884684579771e-19,1.8096795535328198e-21,8.5362585863099286e-15,3.5193097716233758e-18,1.3248467249469867e-18,6.0406054927319041e-19,9.6620467483979241e-21,1.3302608004505914e-22,1.9977157890189121e-20,2.0559366350861921e-23,5.6656429909788336e-20,4.778289732530194e-18,9.2599761807992117e-21
5.684202930870773e-10,0.4380468761220294,3.2578436518872265e-09,1.6781205043420564e-12,1.7103413744024924e-12,2.6300105586306147e-18,8.7845488897692611e-15,0.0,0.0,2.5997539830463409e-07,1.0115532793272945e-11,154.0,0.0,0.99749324625548175,1.0,18.999921164360469,0.00010347376677086761,9.4130375823095038e-07,0.00056690208558680608,0.00064442684047977738,0.00041985095144038756,7.7135898381166469e-05,2.2308153730192133e-10,1.4348937966598924e-06,0.00068879540361271158,8.2146448983926514e-13,1.7913255877163818e-06,6.07525284073031e-07,1.213270824230888e-06,1.2126196764508484e-06,4.0588852552618926e-10,2.6315437125520259e-08,2.4520255947019461e-10,1.3402007351833851e-07,7.9833787592799879e-15,7.6640493420012933e-15,7.6701858269707915e-15,3.984767984931553e-09,4.4250039705230224e-12,1.0634154139178631e-14,2.5878564415657724e-16,4.1870262648665433e-16,6.7860697732022955e-13,5.521990826895172e-14,3.0137076455548187e-15,9.1170316190217264e-16,2.6723172222285954e-17,7.7474153656320543e-20,5.3267566159491579e-22,7.4929644170004957e-18,7.9141032396790929e-20,1.5929622471394478e-08,1.2429077881014727e-14,1.6127047477874145e-15,7.3670892980667657e-18,1.2480726758338851e-18,2.6621819822889799e-15,2.4186657009349442e-23,1.3893330076020557e-23,1.1197786514452753e-17,2.4503671069926038e-22,5.1192364907800083e-18,1.235727619228862e-22,1.0420387513349985e-23,9.5084450153632151e-22,2.6526001158457076e-19,2.5158446571267082e-19,2.2357319245624179e-21,1.00532872929344e-14,4.0966749894096308e-18,1.5839904919109956e-18,7.3166347224619734e-19,1.1561772411800897e-20,1.6113865148913874e-22,2.5043503013115628e-20,2.6323199469565455e-23,6.3627004612663839e-20,5.5602855606740823e-18,1.1439813947337581e-20
5.886445015779297e-10,0.43804686908951895,3.4099712290762674e-09,1.8122120073212435e-12,1.8759380621365756e-12,3.0519610085074999e-18,9.9218474807037402e-15,0.0,0.0,2.7875594699527134e-07,1.1619641392961086e-11,154.0,0.0,0.99740417528531533,1.0,18.999918231960564,0.00010714756754545198,9.4122599911347749e-07,0.00058682363017275858,0.00066729046173832158,0.00043477932629983355,7.9998028572109185e-05,2.3099621671179948e-10,1.4858735922692561e-06,0.0007132928205516927,8.5194495938325882e-13,1.9208244868626946e-06,6.3433425597573237e-07,1.3172450953048335e-06,1.3165381114550486e-06,4.4068042404809911e-10,2.7942912035752807e-08,2.6623455300071102e-10,1.4385608282629255e-07,9.7671029776517456e-15,9.3861959537579157e-15,9.3940004234137521e-15,4.4286643639920016e-09,4.8217371374509144e-12,1.1011970958885341e-14,2.7493298661378411e-16,4.5556339810170191e-16,7.553984730653319e-13,6.3154500744507925e-14,3.487968463706687e-15,1.0709161556519369e-15,3.227350369216848e-17,9.5820270586935434e-20,6.2569969338596696e-22,8.84305901983374e-18,9.7365559941484334e-20,1.6911192453504332e-08,1.3287387466255818e-14,1.730152585396956e-15,7.8760478829094837e-18,1.3697116386944414e-18,2.9451636410579434e-15,2.5948089570641698e-23,1.4905134391247425e-23,1.283329701265251e-17,2.8082726314140593e-22,5.8568644029899538e-18,1.4137844303502061e-22,1.1921857555537758e-23,1.0878681649495059e-21,3.1446216783754792e-19,2.9769411029917937e-19,2.7413550153653301e-21,1.1770481775872986e-14,4.7479220777652887e-18,1.8837041190176143e-18,8.8081718878119172e-19,1.3760322222701893e-20,1.9400097598100453e-22,3.1160394107138816e-20,3.3413117001976657e-23,7.1175448042211706e-20,6.4367184116368859e-18,1.4026702523003183e-20
6.088687100687821e-10,0.43804686207102694,3.5645466887180487e-09,1.9522186550630675e-12,2.052833794620775e-12,3.5246232651745094e-18,1.1168065001651172e-14,0.0,0.0,2.9818935095108525e-07,1.3285383928116993e-11,154.0,0.0,0.99731511243027204,1.0,18.999915300014521,0.00011082083555057353,9.411482477395275e-07,0.00060673731561173855,0.00069014962089018717,0.00044970618138283146,8.2859027742166651e-05,2.3890934928715912e-10,1.5368434245731859e-06,0.00073778818063832924,8.8241338403105413e-13,2.0548254376175739e-06,6.6116599817248971e-07,1.425710511838817e-06,1.4249452773682179e-06,4.7697551767198685e-10,2.9602662506784787e-08,2.8817585998940407e-10,1.5404948813492163e-07,1.1860187940757591e-14,1.1409553231378945e-14,1.1419392495553043e-14,4.904242979740585e-09,5.2371699400640163e-12,1.138971393951536e-14,2.9156949228654485e-16,4.9470786107031148e-16,8.3864357122828773e-13,7.1966148806433843e-14,4.0194292305368696e-15,1.2519510673860677e-15,3.8744939100880505e-17,1.1771989818264435e-19,7.3147389806635686e-22,1.038593121906328e-17,1.1900395711576592e-19,1.7911921629742745e-08,1.4172604343418129e-14,1.8514868630262655e-15,8.4009682541236062e-18,1.4987061278959539e-18,3.2469226637626451e-15,2.776780930303829e-23,1.5950420096808072e-23,1.4639285173520459e-17,3.2034858309531278e-22,6.6696226783287839e-18,1.6099771784107231e-22,1.3576258572417691e-23,1.2388499260365582e-21,3.706184383717661e-19,3.5020248433336731e-19,3.3377949283098926e-21,1.3705732859431369e-14,5.4800955642489264e-18,2.2289312609508545e-18,1.0543534306025044e-18,1.6294272531058748e-20,2.322373840546727e-22,3.8502272361873898e-20,4.2074119987797212e-23,7.932872639080097e-20,7.4152829345418428e-18,1.7078159110088904e-20
6.290929185596345e-10,0.43804685506655916,3.7215652179874508e-09,2.0982190421387103e-12,2.2415525872586452e-12,4.0522208967527704e-18,1.2530588052508623e-14,0.0,0.0,3.1827540181619233e-07,1.5123915318866865e-11,154.0,0.0,0.99722605769162065,1.0,18.999912368521368,0.00011449357084578448,9.4107050339268005e-07,0.00062664314254705399,0.00071300431703295018,0.00046463151751536006,8.5718895986207545e-05,2.4682093470898557e-10,1.5878032915623757e-06,0.0007622814851849048,9.1286976479842815e-13,2.1933267574586965e-06,6.8801534982495324e-07,1.5386704434219344e-06,1.5378445417137276e-06,5.1477493521606561e-10,3.1293560298654732e-08,3.1102716610936438e-10,1.6460119952663473e-07,1.4301681544804008e-14,1.3772673317419804e-14,1.3784977006322693e-14,5.4125832509877948e-09,5.6713948384390787e-12,1.176738306609533e-14,3.0869640601691292e-16,5.3621445072589292e-16,9.2871466420702013e-13,8.1726764367852793e-14,4.6131928405918553e-15,1.4570847982194951e-15,4.6256130174549859e-17,1.4372449370131137e-19,8.5132864766500639e-22,1.2142832696605969e-17,1.4456325749534079e-19,1.8931122812445798e-08,1.5084640129480633e-14,1.9766929697183854e-15,8.941797924941303e-18,1.6352464696528289e-18,3.5679972036924537e-15,2.9645597077621623e-23,1.7029061320395813e-23,1.6626839127501036e-17,3.6384333400324508e-22,7.5621645596316345e-18,1.8254291292084737e-22,1.5393062447057852e-23,1.404654390790153e-21,4.3442393785306893e-19,4.0972916329664943e-19,4.0374063129884634e-21,1.5877825138737546e-14,6.3006857656236324e-18,2.6250609676096418e-18,1.2553807122329131e-18,1.9203510252562609e-20,2.7653325210084786e-22,4.7266149650124997e-20,5.2586573260757985e-23,8.8114223808652158e-20,8.5040274024871425e-18,2.0657368243431027e-20
6.493171270504869e-10,0.4380468480761192,3.8810219887436573e-09,2.2502916066718702e-12,2.4426331061634191e-12,4.6391877748263465e-18,1.4017145372019688e-14,0.0,0.0,3.3901389078272519e-07,1.714675882197321e-11,154.0,0.0,0.99713701107062769,1.0,18.99990943748012,0.00011816577349063846,9.4099276522245561e-07,0.00064654111162269626,0.00073585454926523852,0.00047955533549900385,8.8577633398583192e-05,2.5473097266105635e-10,1.638753191229644e-06,0.00078677273546458261,9.4331410269467907e-13,2.3363267640292494e-06,7.1487794836672776e-07,1.6561274630079709e-06,1.6552384757883293e-06,5.5407953858888243e-10,3.3014516355676612e-08,3.3478899513462629e-10,1.7551212652730652e-07,1.7133799047229209e-14,1.6517323701892522e-14,1.6532592142010662e-14,5.9547635105905829e-09,6.1244988155051812e-12,1.214497832369768e-14,3.2631497192883859e-16,5.8016156314359765e-16,1.0259947702570664e-12,9.2512275554888411e-14,5.274677703576915e-15,1.6887670821278118e-15,5.4937152962454261e-17,1.7445228015663732e-19,9.8669530013074822e-22,1.4136759830337893e-17,1.7460821067736288e-19,1.9968133267535906e-08,1.6023415021752645e-14,2.1057575681545891e-15,9.4984894996406959e-18,1.7795217341089442e-18,3.9089213296636015e-15,3.1581252866956037e-23,1.814094316200182e-23,1.8807357173459551e-17,4.1156096757505008e-22,8.5392515798199295e-18,2.0612896889705999e-22,1.7381961492192975e-23,1.5861662887683414e-21,5.0661603218475086e-19,4.7692880810861273e-19,4.8537162044566095e-21,1.8306450189190872e-14,7.2176405829958574e-18,3.0779535913100309e-18,1.4873022812011005e-18,2.2531426510600645e-20,3.2763896308949944e-22,5.7673777710882841e-20,6.5270027042197037e-23,9.7559741232703967e-20,9.7113591439963853e-18,2.4833507871681476e-20
6.695413355413393e-10,0.4380468410997087,4.042912161245046e-09,2.4085146298993928e-12,2.6566286430282477e-12,5.2901723170773048e-18,1.5635817418005156e-14,0.0,0.0,3.6040460859654377e-07,1.9365805654984097e-11,154.0,0.0,0.99704797256855926,1.0,18.999906506889808,0.00012183744354469039,9.4091503472846524e-07,0.00066643122348327311,0.00075870031668673441,0.00049447763611090061,9.1435240073416355e-05,2.6263946284511564e-10,1.6896931215701055e-06,0.00081126193271125835,9.7374639871133975e-13,2.4838237751381886e-06,7.4175010542444608e-07,1.7780834707628579e-06,1.7771289784421776e-06,5.9488996428255984e-10,3.4764479445213431e-08,3.5946173410875031e-10,1.867831781055435e-07,2.0402040494010247e-14,1.9688617276220601e-14,1.9707430009452142e-14,6.5318610058663034e-09,6.5965640718554566e-12,1.2522499697613646e-14,3.4442643373585297e-16,6.2662755450004208e-16,1.1308773921255476e-12,1.0440273328605908e-13,6.0096279509076343e-15,1.9496289505852404e-15,6.4930279551001291e-17,2.1059428724381425e-19,1.1391111452849109e-21,1.6392551845706661e-17,2.0976607574096417e-19,2.1022313844118133e-08,1.6988857612531882e-14,2.2386685670842975e-15,1.0071000563553063e-17,1.9317198061850717e-18,4.2702252364995331e-15,3.3574595331598511e-23,1.9285961456390374e-23,2.1192545355935723e-17,4.637576707623011e-22,9.6057514817800155e-18,2.3187339021953493e-22,1.9552864216034869e-23,1.7842900864995673e-21,5.8797530120134698e-19,5.5249173144894476e-19,5.801488922143335e-21,2.1012219762554607e-14,8.2393770010843894e-18,3.5939672518308288e-18,1.753834548087467e-18,2.6325114483155985e-20,3.8637397324661142e-22,6.9973957697752986e-20,8.0487327508421498e-23,1.076934952143247e-19,1.1046049958988853e-17,2.9682080830258685e-20
6.897655440321916e-10,0.4380468341373282,4.2072308872859065e-09,2.5729662358428668e-12,2.8841070901197988e-12,6.0100417126437696e-18,1.7395045941282154e-14,0.0,0.0,3.8244734556213192e-07,2.1793314620113492e-11,154.0,0.0,0.99695894218667869,1.0,18.999903576749457,0.00012550858106749664,9.4083731157814381e-07,0.00068631347877370181,0.00078154161839817183,0.00050939842010613574,9.4291716105095505e-05,2.705464049435466e-10,1.7406230805814885e-06,0.00083574907812343437,1.0041666538584846e-12,2.6358161087604855e-06,7.6862870197069793e-07,1.9045397987162708e-06,1.9035173806733315e-06,6.3720665843508277e-10,3.6542434843372339e-08,3.8504565461233504e-10,1.9841526267203823e-07,2.4155307057526414e-14,2.3335142099268718e-14,2.3358167070560361e-14,7.1449518990067563e-09,7.0876686323710895e-12,1.2899947172924879e-14,3.6303203399765853e-16,6.7569074090998449e-16,1.2437663773667362e-12,1.1748241615899815e-13,6.8241234927511125e-15,2.2424913304113303e-15,7.6390779371006222e-17,2.5292075913597802e-19,1.310224428611775e-21,1.8936991655311687e-17,2.5073167847139866e-19,2.2093048134818002e-08,1.7980904707989537e-14,2.3754150943831368e-15,1.0659293575633398e-17,2.092027454739566e-18,4.6524354505157907e-15,3.5625461416050053e-23,2.0464022541018034e-23,2.3794415163834248e-17,5.2069631539023499e-22,1.0766636214371335e-17,2.5989619678712937e-22,2.1915891243047434e-23,1.9999496150359448e-21,6.7932648317628249e-19,6.3714443986088643e-19,6.8967919607368595e-21,2.4016678968383534e-14,9.3747923199904773e-18,4.1799848305517898e-18,2.0590259697524213e-18,3.0635571237001584e-20,4.5363097879786988e-22,8.4444990372539238e-20,9.8649019979173e-23,1.1854411675202519e-19,1.2517241519653353e-17,3.5285251354659161e-20
7.09989752523044e-10,0.43804682718897653,4.3739733128183685e-09,2.7437243910792223e-12,3.1256509153831423e-12,6.8038861298935027e-18,1.9303643553168645e-14,0.0,0.0,4.051418915467726e-07,2.4441911727842748e-11,154.0,0.0,0.99686991992624929,1.0,18.999900647058102,0.0001291791861186149,9.4075959439729331e-07,0.00070618787813929093,0.00080437845350133849,0.00052431768821825935,9.7147061588349678e-05,2.7845179863690143e-10,1.7915430662636855e-06,0.00086023417286501059,1.0345748691531246e-12,2.7923020830373829e-06,7.9551110059895275e-07,2.0354972983230948e-06,2.0344045331413281e-06,6.8102990616640652e-10,3.8347403067226171e-08,4.115409305574317e-10,2.1040928807900446e-07,2.8446016304945996e-14,2.7509090904382363e-14,2.7537094343650367e-14,7.7951112674920687e-09,7.5978868723342754e-12,1.3277320734706616e-14,3.821330144591941e-16,7.2742939786003797e-16,1.3650757803598598e-12,1.3183993363162975e-13,7.7245899221442482e-15,2.5703737710932024e-15,8.9487750619154971e-17,3.0228794573001185e-19,1.5017994507053698e-21,2.1798909415465871e-17,2.9827274453653238e-19,2.3179741666578808e-08,1.8999501151289331e-14,2.5159874707417227e-15,1.1263335763500641e-17,2.2606304000416878e-18,5.0560750300007621e-15,3.7733705954142657e-23,2.1675043029356197e-23,2.6625281350662993e-17,5.8264641044988079e-22,1.2026980004433067e-17,2.9031987740434816e-22,2.4481371389421142e-23,2.2340877116301576e-21,7.815394013356117e-19,7.3165015193318783e-19,8.1570628560725475e-21,2.7342319445742597e-14,1.0633275131962306e-17,4.843441491791657e-18,2.4072763824493272e-18,3.5517903534052878e-20,5.3038018204997701e-22,1.0139727307142766e-19,1.2021806010019346e-22,1.3014065012686319e-19,1.4134450755912658e-17,4.1732186546351372e-20
7.302139610138964e-10,0.43804682025465236,4.5431345801637205e-09,2.9208669045902454e-12,3.381857137637635e-12,7.6770229069062345e-18,2.1370803286709542e-14,0.0,0.0,4.2848803598414568e-07,2.7324589820247687e-11,154.0,0.0,0.9967809057885324,1.0,18.999897717814765,0.00013284925875760412,9.406818848318398e-07,0.00072605442222611969,0.00082721082109907533,0.00053923544115855435,0.00010000127661800059,2.8635564363218372e-10,1.8424530766187821e-06,0.00088471721806403572,1.0649710455909529e-12,2.9532800162766495e-06,8.223950714569015e-07,2.1709564143919049e-06,2.1697908800551096e-06,7.2635985634682813e-10,4.0178438651104438e-08,4.3894765321140713e-10,2.2276616161968052e-07,3.3330216410060754e-14,3.2266390341231318e-14,3.2300247364921462e-14,8.4834131045061193e-09,8.1272899762888223e-12,1.365462036835021e-14,4.0173061662092808e-16,7.8192175946953588e-16,1.4952297259822929e-12,1.4756832755324037e-13,8.7178082681174512e-15,2.9365032913920394e-15,1.0440498118752793e-16,3.5964528328987951e-19,1.7157217364176322e-21,2.5009288722948416e-17,3.5323551290831124e-19,2.4281821120280486e-08,2.0044599649773669e-14,2.6603771839601056e-15,1.1883099020865137e-17,2.4377133796240268e-18,5.4816637608914106e-15,3.9899201283508293e-23,2.291894958942096e-23,2.9697759871352758e-17,6.4988405694169631e-22,1.3391957501429144e-17,3.2326934499151654e-22,2.725983788640644e-23,2.4876658749117976e-21,8.9552987337855903e-19,8.3680929394337776e-19,9.601176963526306e-21,3.101259252489548e-14,1.2024716068982184e-17,5.5923527068412781e-18,2.803356761842215e-18,4.1031537424196877e-20,6.1767365173408374e-22,1.2117604509203703e-19,1.4571483965346179e-22,1.4251255173426372e-19,1.5907575225721487e-17,4.911940247165492e-20
7.504381695047488e-10,0.43804681333435264,4.7147098298859715e-09,3.1044714276767759e-12,3.6533373018497664e-12,8.6350007247399326e-18,2.3606108151657398e-14,0.0,0.0,4.5248556787745129e-07,3.0454708194049088e-11,154.0,0.0,0.99669189977478789,1.0,18.99989478901848,0.00013651879904402471,9.4060418299081581e-07,0.00074591311168128755,0.00085003872029527504,0.0005541516796184852,0.00010285436128882548,2.9425793961365351e-10,1.8933531096515367e-06,0.00090919821481667243,1.0953551841852037e-12,3.1187482269528258e-06,8.4927872941476873e-07,2.3109172477994921e-06,2.309676521853032e-06,7.7319654260880292e-10,4.2034628965320125e-08,4.6726584394184479e-10,2.3548679002789086e-07,3.8867699336958225e-14,3.7666829971702494e-14,3.7707535929282943e-14,9.2109303193512136e-09,8.6759463392172891e-12,1.4031846058997839e-14,4.2182608076285897e-16,8.3924601842011405e-16,1.6346622749157557e-12,1.6476517207396875e-13,9.8109245984685848e-15,3.3443233376874752e-15,1.2134183886821429e-16,4.2604297443411535e-19,1.9540032692985971e-21,2.8601375415540972e-17,4.1655063698716323e-19,2.5398733578085493e-08,2.1116160606118547e-14,2.8085768638321602e-15,1.2518559807385501e-17,2.6234602125520422e-18,5.9297183477627084e-15,4.212183686892615e-23,2.4195678727432566e-23,3.3024765932657069e-17,7.2269190520505487e-22,1.4866841992625694e-17,3.5887189349752354e-22,3.0262024747218295e-23,2.7616639331718387e-21,1.022260604688216e-18,9.5345997391423344e-19,1.1249516105047631e-20,3.5051922382544099e-14,1.3559518341027376e-17,6.4353427660343416e-18,3.2524293953945479e-18,4.7240431513319293e-20,7.1664977440082135e-22,1.4416428481366448e-19,1.7572253687970209e-22,1.5568968892315856e-19,1.7846898470233697e-17,5.7551114668934959e-20
