Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20)
8.694476755701127e-11,0.34025709340654814,4.1016493064757333e-12,2.012578419924171e-16,1.1002986921051205e-14,1.4877972649433648e-24,7.7907769748802366e-18,0.0,0.0,6.4070981123186997e-10,1.9248332524698177e-16,154.0,0.0,0.99995242326100253,1.0,18.999996781882228,2.9423797369819693e-06,3.7556559252964998e-08,1.6575190932719288e-05,1.9604939171365518e-05,2.2945596848287636e-06,3.1230261457219044e-06,1.4541008333454903e-11,9.4434635118836536e-08,2.8985780355523618e-06,5.2277285989333302e-14,4.5311937699997597e-09,1.0693537240563008e-09,1.183078272064117e-10,1.1818600663099246e-10,7.4355015088410765e-14,4.1617138909359421e-12,4.7465547131045926e-14,3.3159276757865036e-10,1.3267899227627256e-23,1.2586668436619085e-23,1.2586833604282122e-23,1.1763310184382942e-12,5.9969867770465853e-16,1.0472830085083932e-15,2.2256258000638017e-18,3.7708835144267588e-19,5.2115178068885516e-17,4.70158882580362e-19,1.0200991744421455e-20,3.1755650166876116e-22,1.9876469823475559e-24,1.9792002730548677e-27,1.2127849484291914e-28,1.1483126292118341e-23,7.5182615490313179e-27,3.2929691302482988e-12,2.2181858286011541e-18,2.9373411178458999e-19,4.6016687703781902e-22,2.8601874073945231e-23,2.6577836301678839e-20,7.0786847244638139e-27,4.0270150845103714e-27,2.2457388567441185e-23,3.1109661641401455e-28,2.9632232124100556e-24,1.3908624611196767e-28,1.4095216739025121e-30,1.0615422911650074e-27,5.7320237179610514e-27,5.688468268590387e-27,8.3304384799935992e-30,1.3120010548794684e-20,2.7352318487590032e-24,1.2754682740886465e-25,2.5203600142568012e-26,1.8650269858473355e-27,2.3798041673833901e-30,2.64513985482711e-29,7.3590068729367062e-33,5.2608870093255609e-26,4.7499040473068127e-25,3.5452920509249045e-29,4.1384495711138904e-34,4.950179731838321e-36,2.6028842360902523e-36,5.0346929273277576e-30,4.1084133266014873e-13,4.4175309463613081e-18,2.033027017670399e-18,1.0859781498971395e-14,1.6595414386784632e-34,9.122307556390506e-34,2.2966983603785598e-31
9.066628351481526e-11,0.34025709297356876,4.2877276263424832e-12,2.2080201248476726e-16,1.2481044132838048e-14,1.7602112452018503e-24,9.221012706717256e-18,0.0,0.0,6.9566795200345564e-10,2.2466008774066797e-16,154.0,0.0,0.99995038676612313,1.0,18.99999655912352,3.0683130752196119e-06,3.7556488168488087e-08,1.7199637043801072e-05,2.044397451483896e-05,2.3934671912037937e-06,3.341624469864077e-06,1.516332269552984e-11,9.8539208344357995e-08,3.0235223914921291e-06,5.5936473043673028e-14,4.9273497974384523e-09,1.1531054327234949e-09,1.3327238712046902e-10,1.3313508315971149e-10,8.3780214718694678e-14,4.5248323328994411e-12,5.3523730063026111e-14,3.6062934105476791e-10,1.7581240196486713e-23,1.6678957463362343e-23,1.6679185953991231e-23,1.3514691550173135e-12,6.7781561494236359e-16,1.0928028629849728e-15,2.3354948193500355e-18,4.0476559769944132e-19,5.8461291173365202e-17,5.5050943019064259e-19,1.2446213513459538e-20,3.8813992835156517e-22,2.5361047993076783e-24,2.5914427652879215e-27,1.4823888186893998e-28,1.4044516394765366e-23,1.0023652011880816e-26,3.5802171152984738e-12,2.4037556206297477e-18,3.2906850678278771e-19,4.9886939427576239e-22,3.1304365680132657e-23,3.004607230679316e-20,7.9302072114740883e-27,4.5114403834727746e-27,2.6485637209464125e-23,3.6691664269816063e-28,3.4944615378044376e-24,1.6402381309364179e-28,1.6622199354535862e-30,1.2520829174622886e-27,7.0513690271134394e-27,6.9955072531810288e-27,1.0686384222872294e-29,1.5870444506058535e-20,3.2183491268739551e-24,1.5555523112287491e-25,3.2056715760357573e-26,2.3062907057116073e-27,3.0290595764878609e-30,3.5143751457501543e-29,1.0194360876279882e-32,6.0401092427598613e-26,5.6887164558552731e-25,4.5479409204388281e-29,5.7375221405363321e-34,7.1536462385911732e-36,3.7679385925225909e-36,6.3641784810537702e-30,4.467453793385871e-13,4.8036035336896225e-18,2.2107001006632631e-18,1.2325643816146859e-14,1.971133132285736e-34,1.1310453869618928e-33,3.0623835020496994e-31
9.438779947261925e-11,0.3402570925330881,4.4746677203995161e-12,2.4136230404980173e-16,1.4084810823081456e-14,2.0686067229918619e-24,1.0839070151667797e-17,0.0,0.0,7.5283700136157055e-10,2.6065283145825897e-16,154.0,0.0,0.99994835026379914,1.0,18.999996332503347,3.1942455936149497e-06,3.7556417144328815e-08,1.7820215809103869e-05,2.1283005220809173e-05,2.4923744656517576e-06,3.5640820437011875e-06,1.5785633629018767e-11,1.0264375877832139e-07,3.1484664961223239e-06,5.9660261410708154e-14,5.3401040956326934e-09,1.2393494480573848e-09,1.4938186416614266e-10,1.492278864648093e-10,9.3928061464927429e-14,4.9028485448597698e-12,6.0049620678273334e-14,3.9088902939099722e-10,2.3025928436749126e-23,2.1844762643903246e-23,2.1845074528441432e-23,1.5438775608141577e-12,7.622495440871266e-16,1.1383224640356677e-15,2.4464583715334098e-18,4.3311755168172253e-19,6.5258232227701508e-17,6.4031168619948311e-19,1.5058773983917506e-20,4.7044943290541037e-22,3.20337843725878e-24,3.3562995055425325e-27,1.7967882536431379e-28,1.7033774745012742e-23,1.3206813437457025e-26,3.8792412676158575e-12,2.5963260021906288e-18,3.6683587029215781e-19,5.3903938490813426e-22,3.4146681267854003e-23,3.3797551968454836e-20,8.8403617692862977e-27,5.0292210664871298e-27,3.1027784546185734e-23,4.2986000836120052e-28,4.0934107251469971e-24,1.9214020137769059e-28,1.9471271381734712e-30,1.4669378483660344e-27,8.6018260716842296e-27,8.5309003423361334e-27,1.3570937275458504e-29,1.9052696809100368e-20,3.7612994014884302e-24,1.8812255329683596e-25,4.0360911860935313e-26,2.8252781220243416e-27,3.8162358505424072e-30,4.6140531899032328e-29,1.3931197875603227e-32,6.8960021603352366e-26,6.763457615908275e-25,5.7755553066657765e-29,7.8469240127019816e-34,1.0180713307261862e-35,5.3715210819707423e-36,7.9711502800071662e-30,4.8410413920694656e-13,5.2053192137345995e-18,2.3955720570290536e-18,1.3916770461923363e-14,2.3247559875761421e-34,1.3899889002356005e-33,4.035324264493218e-31
9.810931543042323e-11,0.34025709208555943,4.6624693905330032e-12,2.6294862360916882e-16,1.5819242502836447e-14,2.4160618592136812e-24,1.2660581275072857e-17,0.0,0.0,8.1221325297495097e-10,3.0074443909621697e-16,154.0,0.0,0.99994631375402732,1.0,18.99999610225488,3.3201772921707142e-06,3.7556346055300829e-08,1.8437160404310219e-05,2.2122031288537766e-05,2.591281508253516e-06,3.790165715965457e-06,1.6407941044385366e-11,1.0674828641188636e-07,3.273410349546213e-06,6.3444748243719166e-14,5.7694565060149218e-09,1.3280305615570377e-09,1.6666945403202772e-10,1.6649757753200823e-10,1.0481955802190145e-13,5.295728790858471e-12,6.7056919106415304e-14,4.2237243187528243e-10,2.9833228678387026e-23,2.83035715538643e-23,2.8303992040617289e-23,1.7544356173959625e-12,8.5321758761515518e-16,1.1838418137620203e-15,2.5585264711571457e-18,4.6212838042555366e-19,7.2516266244292098e-17,7.4020573560787364e-19,1.807942413803354e-20,5.6582214167335602e-22,4.0087080398804102e-24,4.3033742256098584e-27,2.1610919799240964e-28,2.0500171740044917e-23,1.7212056667411167e-26,4.1900142118849446e-12,2.7958695037577279e-18,4.0708037580083647e-19,5.8067102565799281e-22,3.713112868863131e-23,3.7842665188817889e-20,9.8102129360555426e-27,5.5809627397705211e-27,3.6124900879898335e-23,5.0049617107419126e-28,4.7654720883618767e-24,2.2368901055677854e-28,2.2668126280648378e-30,1.7080488199579734e-27,1.0412207816206072e-26,1.0322990426113115e-26,1.7074374214641519e-29,2.2713651503869262e-20,4.3685753745355259e-24,2.2574975706586522e-25,5.0342545654555299e-26,3.4312935938531521e-27,4.7629165573660399e-30,5.9917835015486551e-29,1.8800328585922346e-32,7.8325873608027165e-26,7.9872142190975377e-25,7.2665551498453607e-29,1.0597994947734042e-33,1.4285334159043481e-35,7.5500941807952067e-36,9.8994715279171264e-30,5.22911869942292e-13,5.6226162437372469e-18,2.5876144726383813e-18,1.5638126067327208e-14,2.7240694182858936e-34,1.6943560359811917e-33,5.2596805358172496e-31
9.999999999999999e-11,0.3402570916314087,4.758210416368687e-12,2.7431146460191934e-16,1.6752041527298863e-14,2.6085695204344441e-24,1.3669098070836733e-17,0.0,0.0,8.4322325068946725e-10,3.2277607232761906e-16,154.0,0.0,0.99994527911968323,1.0,18.999995983959881,3.3841555078244775e-06,3.7556309931917962e-08,1.8749272406246546e-05,2.254828957802609e-05,2.6415303022583553e-06,3.9063439794657137e-06,1.6724097734821446e-11,1.0883354807593383e-07,3.3368869167012028e-06,6.5389493358978661e-14,5.9939436026911792e-09,1.3740007356609002e-09,1.7591399676197218e-10,1.7573254674327576e-10,1.1064435907144935e-13,5.5010115023828095e-12,7.0805634650745693e-14,4.388362731628662e-10,3.3897362375541045e-23,3.2159729476851904e-23,3.2160216724220459e-23,1.8686427746854375e-12,9.0200489520255263e-16,1.2069674354040899e-15,2.6158805433421235e-18,4.7711488536974118e-19,7.638349436059362e-17,7.9503050023271343e-19,1.9784113584994974e-20,6.1973217723056476e-22,4.4774926515649412e-24,4.8649878317874302e-27,2.3670195549820861e-28,2.2460721594698438e-23,1.9614429969471285e-26,4.3523916719354888e-12,2.8999090400333668e-18,4.2848867237013814e-19,6.0237983671207785e-22,3.8702542055289978e-23,4.0013548657090138e-20,1.032613086576964e-26,5.8744649102959883e-27,3.8940609334953781e-23,5.3951730643806119e-28,5.1366985269193041e-24,2.4111574786262335e-28,2.4433974118783984e-30,1.8412425637959786e-27,1.1441384566360193e-26,1.134147138758112e-26,1.9123312640926786e-29,2.4772798549349916e-20,4.7032148646686978e-24,2.4697308863442388e-25,5.6135262019837035e-26,3.7756647734184095e-27,5.3125111640110491e-30,6.8155066477518596e-29,2.1794436446774261e-32,8.3406204700099327e-26,8.6703969019484465e-25,8.1385463310551811e-29,1.2290812758711395e-33,1.6882160582605829e-35,8.930329995717534e-36,1.1017653299681851e-29,5.4318103806825885e-13,5.8405695517035529e-18,2.6879177352506256e-18,1.6564117909495766e-14,2.9456582666291909e-34,1.8682097870035252e-33,5.9941203256751126e-31
1.0183083138822722e-10,0.3402570916314087,4.8511324344291182e-12,2.855704445275509e-16,1.7689274668999148e-14,2.8057884258275663e-24,1.4701781454773392e-17,0.0,0.0,8.737932234217327e-10,3.452272994119416e-16,154.0,0.0,0.99994427723680501,1.0,18.999995868597178,3.4461081708896342e-06,3.7556275031639712e-08,1.9050689923881726e-05,2.2961052717265556e-05,2.6901883189793233e-06,4.0196564150585653e-06,1.7030245145138882e-11,1.1085279124799265e-07,3.3983539517272984e-06,6.7286266538924678e-14,6.2154068700021904e-09,1.4190956187627621e-09,1.8516762262344303e-10,1.8497658832793357e-10,1.1647524501851174e-13,5.7034394112677471e-12,7.4559023360639898e-14,4.5508015235414412e-10,3.8269263149155556e-23,3.63079649362973e-23,3.630852539661879e-23,1.9840249447792834e-12,9.5093396321429494e-16,1.2293609071391468e-15,2.671678010991171e-18,4.9178392330149941e-19,8.0245395779793998e-17,8.508442578539895e-19,2.15513905312831e-20,6.7568201711277489e-22,4.9734701681169545e-24,5.4664978693637926e-27,2.580740541982194e-28,2.4496252187283105e-23,2.2206748338211062e-26,4.5125086363657328e-12,3.0023612496086121e-18,4.4984387002017385e-19,6.2375904059993673e-22,4.0260030401389972e-23,4.2191757059566525e-20,1.0840769173926238e-26,6.1672391157478235e-27,4.1819532472079867e-23,5.794150590293584e-28,5.5162398675268528e-24,2.5893289936567824e-28,2.623937524836596e-30,1.97742699850259e-27,1.251357745481186e-26,1.2402313699700572e-26,2.1297936489934614e-29,2.6903178718821759e-20,5.0448041605671143e-24,2.6896776545381025e-25,6.2251445776673445e-26,4.1342554321646928e-27,5.8929305698259804e-30,7.7024268073339851e-29,2.5078441179741112e-32,8.8539215336414271e-26,9.3737448088406757e-25,9.0640268035047578e-29,1.4148380183628111e-33,1.9784440491770932e-35,1.0474389336584649e-35,1.2197903475978087e-29,5.6316285185049535e-13,6.0554331000881736e-18,2.7867990355748591e-18,1.7494655665975657e-14,3.1728977136319448e-34,2.0498933157636636e-33,6.786673248567193e-31
1.0555234734603121e-10,0.3402570911710361,5.0406566457049638e-12,3.0923683213291615e-16,1.9699822884228778e-14,3.2411327560769111e-24,1.6979507071778019e-17,0.0,0.0,9.3757363904052465e-10,3.9440329311750188e-16,154.0,0.0,0.99994224071212967,1.0,18.999995631736073,3.5720382297744366e-06,3.755620394518435e-08,1.9661010211564349e-05,2.3800069506231441e-05,2.7890948979112043e-06,4.2523483186382902e-06,1.7652545461062008e-11,1.1495727328412533e-07,3.5232973027702464e-06,7.1181370711821669e-14,6.6779550289959578e-09,1.5124934147766135e-09,2.0490813247986715e-10,2.0469664818983439e-10,1.2891521776322991e-13,6.1259468226120317e-12,8.2569040307266805e-14,4.8901279879261803e-10,4.8638534275285029e-23,4.6146963191286276e-23,4.6147702337690428e-23,2.233528960641966e-12,1.055610025545361e-15,1.2748797557687986e-15,2.7859629839150942e-18,5.2207159126183463e-19,8.8455387282790494e-17,9.7289214465409297e-19,2.5520398990278382e-20,8.0154131757745028e-22,6.1213128725553979e-24,6.8841325248001787e-27,3.0615118811126906e-28,2.9077898658253242e-23,2.8383872827310461e-26,4.8466972927415414e-12,3.2157788122816896e-18,4.951660153353729e-19,6.6829867043924631e-22,4.3535722996299973e-23,4.6855131600825677e-20,1.1932986311817955e-26,6.788593946992461e-27,4.8155695617620255e-23,6.6722698872221947e-28,6.3515003689694943e-24,2.9814354478167372e-28,3.0212543134193141e-30,2.2771526697334428e-27,1.4939327039208944e-26,1.4801673971907749e-26,2.6354667206067191e-29,3.16741982774446e-20,5.794746161166887e-24,3.1833776832949243e-25,7.6362166625725393e-26,4.9447032429067413e-27,7.2324724877452109e-30,9.8088359353600604e-29,3.3094827397150221e-32,9.9640946158708814e-26,1.0937485306759524e-24,1.1216079147787833e-28,1.8685934953621208e-33,2.7070118779707412e-35,1.4356154039038638e-35,1.4920446367434649e-29,6.0485138777942547e-13,6.5037085569278129e-18,2.9930975678893209e-18,1.9491284771245701e-14,3.6752325609915181e-34,2.4628191133694779e-33,8.6753697440029488e-31
1.092738633038352e-10,0.3402570907048179,5.231041814038027e-12,3.3395646891725572e-16,2.1855782856740881e-14,3.7255766945319255e-24,1.9511193107179459e-17,0.0,0.0,1.003551422946103e-09,4.4858377771673844e-16,154.0,0.0,0.99994020417999896,1.0,18.999995391864964,3.6979674688278516e-06,3.7556132920312565e-08,2.026831468049667e-05,2.4639081654672226e-05,2.888001245021819e-06,4.4880480336009827e-06,1.8274843070979437e-11,1.1906173251094995e-07,3.6482404026415295e-06,7.512682407339136e-14,7.1571008243820153e-09,1.608174591069505e-09,2.2592206888295516e-10,2.2568880990623067e-10,1.4215914277265486e-13,6.5632175174014096e-12,9.1099796506762337e-14,5.2417098283400193e-10,6.1287577470381996e-23,5.814949678000713e-23,5.8150462010114267e-23,2.5038324146783725e-12,1.1674543076799968e-15,1.3203983328054004e-15,2.9012689867907231e-18,5.5298026180727962e-19,9.7155797194759359e-17,1.1070261236966085e-18,3.0034698711734545e-20,9.4500206611927183e-22,7.4782913070195853e-24,8.5997898747839474e-27,3.6095269489731816e-28,3.4304395202110729e-23,3.5964720637543563e-26,5.1925529959762589e-12,3.436102068962634e-18,5.4308443045010398e-19,7.1428564219543135e-22,4.6960556596817042e-23,5.1843055453464814e-20,1.308777091213498e-26,7.4455429981732803e-27,5.517887083977467e-23,7.6456258435364001e-28,7.2772311213410952e-24,3.4160160356010711e-28,3.4616064411841429e-30,2.6093749357554259e-27,1.7725256085818186e-26,1.7556216865505669e-26,3.2370265257120634e-29,3.7082743179740489e-20,6.6232939978200304e-24,3.7445154703800349e-25,9.2975231556288029e-26,5.8738056523651639e-27,8.8102219830709292e-30,1.2382624405389814e-28,4.3238676209740262e-32,1.1167228242668942e-25,1.2693554513113875e-24,1.3776207086838261e-28,2.4432968558919869e-33,3.662341942846808e-35,1.9455834050079435e-35,1.8126687131774516e-29,6.4797180303052495e-13,6.9673815032054741e-18,3.2064819513229906e-18,2.1632919453245296e-14,4.2352356414889629e-34,2.939844033649753e-33,1.0993507945766124e-30
1.1299537926163919e-10,0.3402570902331074,5.4222877252904008e-12,3.5973767842400602e-16,2.4162030519737724e-14,4.2627385523922083e-24,2.2314870747578779e-17,0.0,0.0,1.0717236827216237e-09,5.0808957371071977e-16,154.0,0.0,0.99993816764041055,1.0,18.999995149165574,3.8238958880526061e-06,3.7556061832139109e-08,2.0872785090589449e-05,2.5478089161817692e-05,2.986907360391647e-06,4.7265738187880654e-06,1.8897135492302417e-11,1.2316616892302557e-07,3.7731832514437814e-06,7.9119583053159482e-14,7.6528440975305092e-09,1.7060915374693115e-09,2.4823986479928936e-10,2.4798347463347899e-10,1.5622627359997541e-13,7.0152180639539183e-12,1.00163848570264e-13,5.6055531938078915e-10,7.6608774858051365e-23,7.2688029829986881e-23,7.2689278750676934e-23,2.7958209470608421e-12,1.2866725619349439e-15,1.3659166996807177e-15,3.0178545681124617e-18,5.8450018816803822e-19,1.063559966019488e-16,1.253934416821987e-18,3.5145084659374067e-20,1.1077574731349108e-21,9.0730051817899948e-24,1.0662467957419875e-26,4.2312551446024722e-28,4.0238489561945356e-23,4.5201726568752382e-26,5.5500486241628013e-12,3.6633130653229702e-18,5.9363482365634259e-19,7.6171614046138688e-22,5.0536894578646482e-23,5.7165761388392154e-20,1.4305983534602525e-26,8.1385757725716586e-27,6.2935997526016635e-23,8.7207270347167015e-28,8.2996000902610203e-24,3.8959667268764711e-28,3.9479279473805912e-30,2.9763114292866509e-27,2.0909649900369735e-26,2.0703503611508522e-26,3.9483963836818728e-29,4.3188022228872081e-20,7.5354716067370704e-24,4.3793178742570394e-25,1.1241837842047078e-25,6.9333677040363563e-27,1.0657463374598507e-29,1.5504968197732419e-28,5.5966972487896809e-32,1.2467474210578462e-25,1.4657759448975237e-24,1.6803665419569184e-28,3.1650850887415134e-33,4.9029930353283285e-35,2.6091271114429017e-35,2.188215620272771e-29,6.9251844526817114e-13,7.4463913581426773e-18,3.4269242962708621e-18,2.392444641551836e-14,4.8572413476872467e-34,3.4881915877227965e-33,1.3818366496950531e-30
1.167168952194432e-10,0.34025708975623686,5.6143941616228318e-12,3.8658844653551979e-16,2.6623422110178505e-14,4.8563740800221978e-24,2.540916500302835e-17,0.0,0.0,1.1420876994500767e-09,5.7325095597071723e-16,154.0,0.0,0.99993613109336288,1.0,18.999994903808709,3.9498234874514305e-06,3.7555990806042494e-08,2.1474592241317214e-05,2.6317092026879199e-05,3.0858132439927849e-06,4.9677548922710662e-06,1.9519428430596458e-11,1.2727058251894841e-07,3.8981258491426921e-06,8.3156791962546089e-14,8.1651846897958553e-09,1.8061983043797633e-09,2.7189132354202984e-10,2.7161041453370303e-10,1.7113546514672946e-13,7.4819151062296976e-12,1.0977349256755804e-13,5.98166426246111e-10,9.5044390853574448e-23,9.0182394828543915e-23,9.0183996977544021e-23,3.1103807650376523e-12,1.4134677996900554e-15,1.4114347149806537e-15,3.1351309673782842e-18,6.1662290453548891e-19,1.1606519297147175e-16,1.4143164685367896e-18,4.0904915819224613e-20,1.2915932480442587e-21,1.0936739675081371e-23,1.3127112429697295e-26,4.9335193274240199e-28,4.6946451720307037e-23,5.6381503083330024e-26,5.919157118380998e-12,3.8973958939569385e-18,6.4685111151053185e-19,8.1058678174021178e-22,5.4267112701495924e-23,6.2833451456470056e-20,1.558844147629827e-26,8.868157370375602e-27,7.1475469423970324e-23,9.9042837427409361e-28,9.4249650072424197e-24,4.4242726392190716e-28,4.4832431369326238e-30,3.3802480767324598e-27,2.4533357291837953e-26,2.4283584046927563e-26,4.7849445452947577e-29,5.0052480398717824e-20,8.5364336350101343e-24,5.0943235173695754e-25,1.3504781827764825e-25,8.1358371136974125e-27,1.280820648182481e-29,1.9267454201588313e-28,7.1813122206431858e-32,1.3869012888424972e-25,1.6846600216046636e-24,2.0363858245157336e-28,4.0645052629413239e-33,6.4997371481158551e-35,3.464756458218794e-35,2.6258697961733687e-29,7.3848568443288926e-13,7.9406771173968749e-18,3.6543965526687418e-18,2.6370733071354554e-14,5.5457597006257361e-34,4.1156191990399239e-33,1.7237694785528232e-30
1.204384111772472e-10,0.34025708927451814,5.8073609016011847e-12,4.1451644085072696e-16,2.924479424703997e-14,5.5103774546007534e-24,2.8813292336636649e-17,0.0,0.0,1.2146409177295077e-09,6.4440764884582637e-16,154.0,0.0,0.99993409453885373,1.0,18.999994655954815,4.0757502670270484e-06,3.7555919718484692e-08,2.2073896602374373e-05,2.7156090249083769e-05,3.1847188959050058e-06,5.2114308007651796e-06,2.014170876581434e-11,1.3137497329472499e-07,4.0230681958399437e-06,8.7235757817920045e-14,8.6941224425166543e-09,1.9084505225300512e-09,2.9690563974145129e-10,2.9659879372325499e-10,1.8690518703352598e-13,7.9632753636542975e-12,1.1994077273192721e-13,6.3700492386038189e-10,1.1709082105223876e-22,1.1110383035460872e-22,1.1110586913811597e-22,3.4483984156691079e-12,1.5480403303527219e-15,1.4569527038011596e-15,3.2544448379667427e-18,6.4934116620911988e-19,1.2629244976736544e-16,1.5888827245415265e-18,4.7370130907563307e-20,1.4983888417451859e-21,1.3103608938909697e-23,1.6055100934809252e-26,5.7235005652964341e-28,5.4498130188544756e-23,6.982806653283026e-26,6.2998514825469456e-12,4.1383365835757335e-18,7.0276552677296963e-19,8.6089459105810111e-22,5.8153599714287379e-23,6.8856299871161553e-20,1.6935921648686749e-26,9.6347294367232087e-27,8.0847130777494793e-23,1.1203207423992054e-27,1.065987278369136e-23,5.0040076248981991e-28,5.0706663176820257e-30,3.8235388764128192e-27,2.8639867866452443e-26,2.833906902162493e-26,5.7635790599109775e-29,5.7741857235853017e-20,9.631465069343446e-24,5.8963853305813249e-25,1.6124949633639902e-25,9.4943099315041852e-27,1.5299307699179373e-29,2.3772975010589774e-28,9.13963599774431e-32,1.5376051815677102e-25,1.9277274416965417e-24,2.4528742691871757e-28,5.1770653689504222e-33,8.5375434344927865e-35,4.558823040178806e-35,3.1334854102534058e-29,7.8586791265151821e-13,8.4501795325555653e-18,3.8888714013116228e-18,2.8976627619728062e-14,6.3054794409896509e-34,4.8304395944955869e-33,2.1350702151302786e-30
1.241599271350512e-10,0.34025708878824423,6.0011877203017313e-12,4.4352902983674209e-16,3.2030964009438626e-14,6.2287822685762141e-24,3.2547058301421598e-17,0.0,0.0,1.2893809358047143e-09,7.2190882031741953e-16,154.0,0.0,0.99993205797688189,1.0,18.999994405754645,4.2016762267821916e-06,3.7555848691700796e-08,2.2670848936974373e-05,2.7995083827612145e-05,3.2836243161016455e-06,5.457450796398859e-06,2.0764006660456434e-11,1.3547934124410617e-07,4.1480102915027319e-06,9.1353973527528157e-14,9.2396571970156186e-09,2.0128053236517535e-09,3.2331142007966014e-10,3.2297718898584534e-10,2.035535365801488e-13,8.4592656309535703e-12,1.3067749006705238e-13,6.770714349902037e-10,1.433029898417104e-22,1.3597916056836055e-22,1.3598173543217594e-22,3.8107605425485055e-12,1.6905877999726994e-15,1.502469918426279e-15,3.3727220091799322e-18,6.8264884493245032e-19,1.3704670598268391e-16,1.7783544129092368e-18,5.4599264869531583e-20,1.730118708484155e-21,1.5610700142576765e-23,1.9514744098116766e-26,6.6087429575316306e-28,6.2967009025324643e-23,8.5906213854544591e-26,6.6921047832715267e-12,4.3861229895955899e-18,7.6140872508068771e-19,9.1263697886517467e-22,6.2198754772079498e-23,7.524445586024564e-20,1.8349162514158351e-26,1.0438712846921248e-26,9.1102272557064603e-23,1.2624610176756222e-27,1.2011058937276613e-23,5.638334314937977e-28,5.7134014907479127e-30,4.3086057127016447e-27,3.3275389342140279e-26,3.2915202724190923e-26,6.9028446600016826e-29,6.6325244935368722e-20,1.08259809183408e-23,6.7926733441184904e-25,1.9144033971587344e-25,1.1022536733878779e-26,1.8170589795559085e-29,2.9136656327893385e-28,1.1543188288096679e-31,1.6992824623524006e-25,2.1967681521057951e-24,2.9377241230905752e-28,6.5438290604663906e-33,1.1117796122265418e-34,5.9467723186304166e-35,3.7196255118494849e-29,8.3465954415678246e-13,8.9748361208812429e-18,4.1303202074700319e-18,3.174695912100419e-14,7.1412712035435989e-34,5.6415425929882076e-33,2.6269093278744877e-30
1.278814430928552e-10,0.3402570882976911,6.1958743894154607e-12,4.7363330179129679e-16,3.4986729014610467e-14,7.0157625144829558e-24,3.6630855183569144e-17,0.0,0.0,1.3663054957964255e-09,8.0611307456994127e-16,154.0,0.0,0.99993002140744536,1.0,18.999994153349853,4.3276013667195841e-06,3.7555777603591841e-08,2.3265590918992532e-05,2.8834072761738006e-05,3.3825295046617243e-06,5.7056732196392928e-06,2.1386252764873283e-11,1.3958368636264449e-07,4.2729521362317275e-06,9.5509030259769964e-14,9.8017887945995755e-09,2.1192212619326213e-09,3.5113670382710441e-10,3.5077361028722919e-10,2.2109825210492034e-13,8.9698527779776343e-12,1.4199521087167365e-13,7.183665844235412e-10,1.7429888071301531e-22,1.6539510123635024e-22,1.6539833008734365e-22,4.1983535986434289e-12,1.8413052295536317e-15,1.547988077989479e-15,3.4969862676515448e-18,7.1654090265005898e-19,1.4833679546814292e-16,1.9834633278782311e-18,6.265346602397176e-20,1.9888535841451231e-21,1.8498218088380267e-23,2.3581802333665378e-26,7.5971585188911135e-28,7.2430265480468684e-23,1.0502504009788602e-25,7.0958901497103447e-12,4.6407446859156737e-18,8.2280989052708348e-19,9.6581171819495951e-22,6.6404991976909778e-23,8.2008046482452683e-20,1.9828868088592384e-26,1.128050634234253e-26,1.022936287690473e-22,1.4175804249686433e-27,1.3485447028874338e-23,6.330503141533019e-28,6.4147421671003644e-30,4.8379381101737111e-27,3.8488924886613098e-26,3.8059934942172917e-26,8.2230214269472234e-29,7.5875146507543336e-20,1.2125525940352167e-23,7.7906776677450949e-25,2.2606949745164225e-25,1.2734929272276495e-26,2.1464960962342465e-29,3.5486812025705998e-28,1.4474167435572973e-31,1.8723590009551164e-25,2.4936427314070063e-24,3.4995661570319198e-28,8.2120524485652354e-33,1.4360754327689987e-34,7.694537929740735e-35,4.393601882344765e-29,8.8485501518343608e-13,9.5145925810591342e-18,4.3787177145137892e-18,3.4686537572442198e-14,8.0581907631412517e-34,6.5584172650829406e-33,3.2118146813078768e-30
