Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181)
2.1363614508715072e-06,0.5382108144812098,1.9169821355602945e-08,1.0112830536569771e-08,2.8759736856433685e-05,5.1643772037001195e-10,0.0005464540303403995,0.0,0.0,0.00085351119276641367,0.0072369629953651666,154.0,0.0,0.77037435395193976,1.0,18.944851699004232,0.012000745830839023,5.0966200540780117e-09,0.007155220187377311,0.018880509921685919,0.0079293208732102004,0.0039500994216418199,1.1761068376895476e-08,7.8306892846785782e-05,0.0089630223001344114,8.5585731614409244e-11,0.06802953548740838,1.6638440549741395e-06,0.008761424413211193,0.0047945198276699921,2.3681216016128734e-06,3.5333433783835135e-07,1.600617353861554e-06,0.051153385612012825,5.7845349723576127e-05,0.00085121273892672586,0.001056921348708536,0.042115233753189603,4.9267809171327787e-07,1.0949725264989609e-12,2.0157154027248328e-11,2.1934045353878408e-10,1.9499082855137861e-06,0.00014482173132509762,5.8417669112803521e-05,1.1821876012016986e-05,2.0769669011636346e-05,0.00022491325333624871,3.610434742576209e-12,0.00014331590141190912,3.0976971868049487e-05,3.0430204621716279e-07
2.164969875779953e-06,0.5382094352919194,1.9138144324040321e-08,1.0248137449393544e-08,2.9195818252779692e-05,5.2651568262670919e-10,0.00056254726026986322,0.0,0.0,0.00085401918685822163,0.0073507882550701582,154.0,0.0,0.76799294084667757,1.0,18.944210321908063,0.012033601786033956,5.0829560310017053e-09,0.0071271891194684142,0.018827961662480814,0.0080208393138737066,0.0039345101434476769,1.1727967947640149e-08,7.8086505500514613e-05,0.0090700317949084872,8.5247962956659364e-11,0.068916010984524101,1.6573264435716931e-06,0.0088714669055813718,0.0048076692804496311,2.3745421077772233e-06,3.5755909764327402e-07,1.6049569899414443e-06,0.051869859848976387,5.8193795365223109e-05,0.00087057899441193637,0.0010850783514906709,0.042630988991237996,4.9958038778733836e-07,1.091890829849026e-12,2.0438827811130111e-11,2.2202813920840348e-10,1.974362697129376e-06,0.00014759040771833787,5.9533475155842041e-05,1.2049941499970897e-05,2.1171586681811941e-05,0.00023281758202792723,3.6800865953769574e-12,0.00014853531264813119,3.2115843498361327e-05,3.0781952021965483e-07
2.193578300688399e-06,0.5382080657287592,1.9106087836242843e-08,1.0383416755553888e-08,2.9631164670328153e-05,5.3662539762332866e-10,0.00057883524206493926,0.0,0.0,0.00085452881371497758,0.0074643297797518512,154.0,0.0,0.76562657573901671,1.0,18.943572640337809,0.012064831132148348,5.0693828596804726e-09,0.0070994681403001407,0.018775206359775299,0.0081120296095625044,0.0039190936460767288,1.1694742673684479e-08,7.7865286912421637e-05,0.009176754748927823,8.4913937894091587e-11,0.069797290103786158,1.6508809478870539e-06,0.0089810798845554683,0.0048202720718955247,2.3806926373455316e-06,3.6177254015203235e-07,1.6091141481348572e-06,0.052582586385312491,5.8528545139017131e-05,0.00088987992962696384,0.0011133630573002373,0.043142821946511832,5.0644657999103852e-07,1.0887975098678004e-12,2.0719010959365975e-11,2.2469541136949427e-10,1.9986406533884749e-06,0.00015035616326189308,6.0648060947004767e-05,1.2277774088574884e-05,2.157307897465891e-05,0.00024084671422714893,3.7496673200516596e-12,0.00015384906122228216,3.3274941742028076e-05,3.1132437904697598e-07
2.250795150505291e-06,0.5382053552641934,1.9040951847568599e-08,1.0653994781181673e-08,3.0499659511883314e-05,5.5693829279523155e-10,0.00061198923161030706,0.0,0.0,0.0008555532398829,0.0076905628566758177,154.0,0.0,0.76093841680960239,1.0,18.942308236023091,0.012122573979621175,5.042505531410275e-09,0.0070449195578867136,0.018669191223800789,0.0082934336357972961,0.0038887585013489528,1.162799011983704e-08,7.7420838915688247e-05,0.0093893486287671638,8.425667455003395e-11,0.071544353739532815,1.6381977219744944e-06,0.0091990359875935117,0.0048439432591079875,2.3922360113106045e-06,3.7016577331504687e-07,1.616916343135048e-06,0.053996865931579555,5.9159310645240401e-05,0.00092826483713847609,0.0011702908656734861,0.044154878275364177,5.2007132263499482e-07,1.0825827524156156e-12,2.1274933779616805e-11,2.299695324025926e-10,2.0466738174998392e-06,0.00015587816021529706,6.2873269852522427e-05,1.2732676651748402e-05,2.2374673637413764e-05,0.00025727519628128556,3.8885958648977331e-12,0.00016475849739436369,3.5653549216673644e-05,3.1829655382061206e-07
2.3022903153404934e-06,0.5382029482147639,1.898130780005669e-08,1.0897674996778309e-08,3.1278807328896898e-05,5.7532410036525256e-10,0.00064247837442099327,0.0,0.0,0.00085648142385129908,0.0078932060473120014,154.0,0.0,0.75676911022825821,1.0,18.941182592244211,0.012169383329250794,5.0186178214322421e-09,0.0069967969185656806,0.018573347445886693,0.0084555945959209414,0.0038619981078157543,1.1567658707037259e-08,7.7019143766658628e-05,0.0095797220498416557,8.3676864369474788e-11,0.073099184827508448,1.6270086531665159e-06,0.0093937733190330563,0.0048636324243856218,2.4018277365337737e-06,3.7768172467516497e-07,1.6233994138147094e-06,0.05525708062953389,5.9685891144151996e-05,0.00096253773663994941,0.00122190280505314,0.045052704910054302,5.3221185118752088e-07,1.0769658119877375e-12,2.1770239880849821e-11,2.3464845464151745e-10,2.0893166465616659e-06,0.00016083618179127914,6.4871067220499792e-05,1.3141140528345644e-05,2.3094383707743059e-05,0.00027247714493280689,4.0133419019491924e-12,0.00017489689692487849,3.7862801822602419e-05,3.2452912067164333e-07
2.353785480175696e-06,0.5382005714824487,1.8920840496780661e-08,1.11416565332005e-08,3.2055596654794911e-05,5.9380615233694245e-10,0.00067357470114403197,0.0,0.0,0.00085741574473054106,0.0080949369578869352,154.0,0.0,0.75264636170708532,1.0,18.94006843138656,0.012211535588103126,4.9950108835084244e-09,0.0069495455722019895,0.018477239852382029,0.0086167224859912354,0.0038357234175699184,1.1507175879939389e-08,7.661644046088627e-05,0.0097691961192078233,8.3107577790162899e-11,0.074637573435874738,1.6160222080401442e-06,0.0095871881605282469,0.004881928203004527,2.4107316533068411e-06,3.8516215535454028e-07,1.6294175929679351e-06,0.056505441316050127,6.0176684511242902e-05,0.00099652557665203326,0.0012738393624159268,0.045938420710298127,5.4423818146215401e-07,1.071334774410859e-12,2.2260833860171766e-11,2.3926434166623541e-10,2.131413028282e-06,0.00016578213187284178,6.6863864038698621e-05,1.3548628032386024e-05,2.3812321099097085e-05,0.00028806717368523973,4.1377897520319394e-12,0.00018533666594382344,4.0136561119038153e-05,3.3072197265567676e-07
2.4052806450108984e-06,0.5381982247215709,1.8859674646474319e-08,1.1386080832368255e-08,3.2830033525942475e-05,6.1238218605135599e-10,0.00070526956908017514,0.0,0.0,0.00085835639423972757,0.0082957596294983577,154.0,0.0,0.74856936955252384,1.0,18.938965574173618,0.0122492436427097,4.9716797598511324e-09,0.0069031222652454413,0.018380990940688041,0.0087768282596074141,0.0038099103965240559,1.1446617750207772e-08,7.6213235762859509e-05,0.009957781380485484,8.2548294072052807e-11,0.076159683414759691,1.6052283246757901e-06,0.0097793040740551101,0.0048989502995448039,2.4190069753517292e-06,3.926074819245437e-07,1.6350109033055736e-06,0.057742067208176699,6.0634513264204497e-05,0.0010302063421929214,0.001326071794824476,0.046812239654369509,5.5615146155491137e-07,1.0656967258197022e-12,2.2746764059441566e-11,2.4381830577693331e-10,2.1729720982194065e-06,0.00017071523499246022,6.8851349503202945e-05,1.395507321980843e-05,2.4528368789149148e-05,0.00030403921067728376,4.2619192756404055e-12,0.00019607613027467942,4.2474456068445826e-05,3.3687553101236888e-07
2.456775809846101e-06,0.5381959075801476,1.8797922119110755e-08,1.1631086360030417e-08,3.3602122983979345e-05,6.3105004823075654e-10,0.00073755448630028896,0.0,0.0,0.00085930351735520518,0.0084956787207867909,154.0,0.0,0.74453734526423088,1.0,18.93787384409843,0.012282711546400225,4.9486195741968342e-09,0.0068574870507430753,0.018284709283606738,0.0089359226865342919,0.0037845368450110653,1.1386051745558648e-08,7.5809978617865392e-05,0.010145488190668701,8.1998532220984965e-11,0.077665685322003936,1.5946177104114859e-06,0.0099701434676586851,0.0049148077547729666,2.4267076363207576e-06,4.0001811358356524e-07,1.6402157987259027e-06,0.05896708201446095,6.1061991787695512e-05,0.0010635606879385051,0.0013785736527978066,0.04767437036778803,5.6795288289043266e-07,1.060057943857745e-12,2.3228080550106747e-11,2.4831143155524726e-10,2.2140028020042645e-06,0.00017563480779295154,7.0833250004262522e-05,1.4360417978158432e-05,2.5242423798061877e-05,0.00032038721888585003,4.3857127250642017e-12,0.00020711358844258048,4.4876124402657414e-05,3.4299020991184827e-07
2.5082709746813035e-06,0.5381936196993581,1.8735683289773093e-08,1.1876808531101572e-08,3.4371869304972401e-05,6.4980768644093485e-10,0.00077042110714670002,0.0,0.0,0.00086025722304095117,0.0086946994206916726,154.0,0.0,0.74054951394306145,1.0,18.936793067503494,0.012312134872712328,4.92582553448528e-09,0.0068126030256072927,0.018188491040598526,0.0090940163557969248,0.0037595822519653757,1.1325537553633535e-08,7.5407066436460017e-05,0.01033232672329786,8.145784782927073e-11,0.079155755193673058,1.5841817807348811e-06,0.010159727683651146,0.0049295998242478815,2.4338827253824515e-06,4.0739445228199278e-07,1.645065458728107e-06,0.06018061306644381,6.1461535542546209e-05,0.0010965717113121081,0.0014313206022908988,0.048525016260500244,5.7964367184742401e-07,1.0544239855535545e-12,2.3704834791744155e-11,2.527447765621305e-10,2.2545138956556339e-06,0.00018054024817603257,7.2809324737960237e-05,1.4764611102431251e-05,2.5954395526323159e-05,0.00033710520443171638,4.5091544621478967e-12,0.00021844731722986096,4.7341212928048206e-05,3.4906641657342242e-07
2.559766139516506e-06,0.5381913607162804,1.8673048233995184e-08,1.2123379656334579e-08,3.513927619228923e-05,6.686531413997575e-10,0.00080386122805446106,0.0,0.0,0.00086121759245970993,0.0088928273725469142,154.0,0.0,0.73660511459702049,1.0,18.935723073636357,0.012337701055093863,4.9032929348840031e-09,0.0067684360829324084,0.018092421295710839,0.0092511196788519576,0.0037350276575070025,1.1265127957329994e-08,7.5004850656244801e-05,0.010518306971717619,8.0925830098338859e-11,0.080630073466024368,1.5739126016694543e-06,0.010348077079610019,0.004943416798929871,2.4405768939211241e-06,4.1473689285063688e-07,1.6495900633015284e-06,0.061382790563648468,6.1835371289999038e-05,0.0011292247399675684,0.001484290256775888,0.049364375672370245,5.9122508247864496e-07,1.0487997650916245e-12,2.4177079335468543e-11,2.5711937208095008e-10,2.294513946991952e-06,0.00018543102578297868,7.4779361857173725e-05,1.5167607484972688e-05,2.6664204298612228e-05,0.00035418722352746076,4.632230710884395e-12,0.00023007557650575689,4.9869377656012717e-05,3.5510455138727933e-07
2.6112613043517085e-06,0.5381891302643191,1.8610097789338609e-08,1.2370928907324232e-08,3.5904346942617031e-05,6.8758454003030012e-10,0.00083786678364331218,0.0,0.0,0.0008621846851424044,0.009090068607916774,154.0,0.0,0.73270340035969739,1.0,18.934663694685046,0.012359589713650159,4.8810171572511716e-09,0.0067249546792124918,0.017996575244770944,0.0094072428928150629,0.0037108555237836257,1.1204869575855842e-08,7.4603641675930968e-05,0.010703438752398296,8.0402099040304858e-11,0.082088824029291366,1.5638028356212525e-06,0.010535211102816227,0.0049563407690870467,2.4468307341159841e-06,4.2204582313169969e-07,1.6538170488081986e-06,0.062573746916499959,6.2185548015297057e-05,0.0011615071334601227,0.0015374620195988205,0.050192642023925857,6.026983901752661e-07,1.0431896228058486e-12,2.4644867566046692e-11,2.6143622388965123e-10,2.3340113379043749e-06,0.00019030667363542075,7.6743175091823127e-05,1.5569367403873112e-05,2.7371780084559333e-05,0.00037162738825666989,4.7549293400884733e-12,0.0002419966134273953,5.2460283797776128e-05,3.6110500803839418e-07
2.662756469186911e-06,0.5381869279746422,1.8546904493725049e-08,1.2619582298026439e-08,3.6667084592705189e-05,7.0660008919644378e-10,0.00087242984306206415,0.0,0.0,0.00086315854350781248,0.009286429489165849,154.0,0.0,0.7288436386285464,1.0,18.933614765795937,0.012377972969034305,4.8589936720836084e-09,0.0066821296173863367,0.01790101924434713,0.009562396063730199,0.0036870496146251507,1.114480351977361e-08,7.4203713216736722e-05,0.010887731708305251,7.9886302870479543e-11,0.083532193402940255,1.5538456909080966e-06,0.010721148358353024,0.0049684463330332924,2.4526811301545867e-06,4.2932162411168674e-07,1.6577713453688549e-06,0.063753616178393813,6.2513948054710884e-05,0.0011934080989475264,0.0015908169366004421,0.051010003969794292,6.1406488619061266e-07,1.0375973861653373e-12,2.5108253478972708e-11,2.6569631304847853e-10,2.3730142673173872e-06,0.00019516678083985003,7.870060079916552e-05,1.5969855901663294e-05,2.8077061381686943e-05,0.00038941987129407731,4.8772396736486968e-12,0.00025420866606577091,5.5113605638849116e-05,3.6706817363207526e-07
2.7142516340221136e-06,0.538184753477013,1.8483533423167223e-08,1.2869462679828474e-08,3.742749204860508e-05,7.2569807000656541e-10,0.0009075426065540777,0.0,0.0,0.00086413919632755088,0.009481916659041854,154.0,0.0,0.72502511113628576,1.0,18.932576125078231,0.012393015744175073,4.8372180390351682e-09,0.0066399338464172633,0.017805811744983253,0.0097165890898603235,0.0036635948844149931,1.1084965973519732e-08,7.3805306200900222e-05,0.011071195312294146,7.9378115599574092e-11,0.084960370013465278,1.5440348751330781e-06,0.010905906671400029,0.0049798012530234918,2.4581615831318958e-06,4.3656467005537926e-07,1.6614755964630774e-06,0.064922533551358394,6.2822298092924154e-05,0.0012249185204558956,0.0016443375588873902,0.051816645551141675,6.2532587287363763e-07,1.0320264240080383e-12,2.5567291486634612e-11,2.6990059668384265e-10,2.411530754587946e-06,0.00020001098619087086,8.0651495378026899e-05,1.6369042240712032e-05,2.8779994236623647e-05,0.0004075589097438964,4.9991523242042416e-12,0.00026670996655010412,5.7829026324520734e-05,3.7299442882036033e-07
2.765746798857316e-06,0.538182606400704,1.8420042942917893e-08,1.3120689747967171e-08,3.8185572193691342e-05,7.4487683261218774e-10,0.00094319740222599015,0.0,0.0,0.00086512666148725183,0.0096765369961359718,154.0,0.0,0.7212471139653428,1.0,18.931547613597889,0.012404876054305876,4.8156859070691425e-09,0.0065983422774093395,0.017711004124500707,0.0098698317049840441,0.0036404773760958763,1.1025388715274318e-08,7.3408632213060521e-05,0.011253838870515188,7.8877234823817926e-11,0.086373543561112029,1.53436455240048e-06,0.011089503144178885,0.0049904670604698281,2.4633025108495954e-06,4.437753286401845e-07,1.6649503615643799e-06,0.066080634954485531,6.3112179929124241e-05,0.00125603080119454,0.0016980078155057173,0.05261274634496696,6.3648265950775629e-07,1.0264796949415336e-12,2.6022036249378104e-11,2.7405000875696368e-10,2.4495686431820266e-06,0.00020483897254659625,8.2595732995337676e-05,1.6766899424595889e-05,2.9480531385204006e-05,0.00042603880823527569,5.1206590469698823e-12,0.00027949874380009258,6.0606237577881673e-05,3.7888414792867779e-07
2.8172419636925186e-06,0.538180486375236,1.8356485380131196e-08,1.3373380057591157e-08,3.8941327976135107e-05,7.6413479145002018e-10,0.00097938668299753446,0.0,0.0,0.00086612094819387721,0.00987029757547098,154.0,0.0,0.71750895751367938,1.0,18.930529075362902,0.012413705285753895,4.7943930142977492e-09,0.0065573316151405084,0.017616641433249241,0.010022133481686282,0.0036176841277387583,1.0966099582311309e-08,7.3013876598635978e-05,0.011435671525813465,7.8383379700613601e-11,0.087771904464763267,1.5248293041222891e-06,0.011271954208032731,0.0050004996130052449,2.468131523782701e-06,4.5095396109036044e-07,1.6682143026667102e-06,0.067228056647144083,6.3385040974308368e-05,0.0012867387182918355,0.001751812895650159,0.053398481609499913,6.4753655867758114e-07,1.0209597906679473e-12,2.6472542527902661e-11,2.7814546081321605e-10,2.4871356045315596e-06,0.0002096504618760771,8.453320358405696e-05,1.7163403776570229e-05,3.0178631495104257e-05,0.00044485394138286927,5.2417526109998622e-12,0.00029257322590096511,6.3444939368431048e-05,3.8473769908229985e-07
2.868737128527721e-06,0.5381783930310697,1.829290762573087e-08,1.3627647048207348e-08,3.9694762480115575e-05,7.8347042089340572e-10,0.0010161030237125592,0.0,0.0,0.00086712205868796867,0.010063205633739343,154.0,0.0,0.71380996641818995,1.0,18.929520357301019,0.012419648463837306,4.7733351875484685e-09,0.0065168802037624592,0.017522763059598583,0.010173503834634142,0.003595203087023849,1.0907122886307753e-08,7.2621201229026289e-05,0.011616702261115913,7.7896289095621246e-11,0.089155643377261132,1.5154240931203983e-06,0.011453275671040436,0.0050099496062111556,2.4726736784467193e-06,4.5810092231074273e-07,1.6712843555360248e-06,0.068364934901498239,6.3642204380902866e-05,0.0013170372892876345,0.00180573913995758,0.054174022425577756,6.5848888311116094e-07,1.0154689746500399e-12,2.6918865055138703e-11,2.8218784271142492e-10,2.5242391420293554e-06,0.00021444521090295424,8.6463811082681218e-05,1.7558534568776821e-05,3.0874258499798603e-05,0.00046399875569241123,5.3624266859467482e-12,0.00030593164216087673,6.6344839543060343e-05,3.9055544433223651e-07
2.9202322933629237e-06,0.5381763260002084,1.8229351674228704e-08,1.3883601075302282e-08,4.0445878984389407e-05,8.028822512760597e-10,0.0010533391183934781,0.0,0.0,0.00086812998955234657,0.010255268538676796,154.0,0.0,0.7101494794414801,1.0,18.928521309231151,0.012422844510245903,4.7525083416948188e-09,0.0064769678857460452,0.017429403323951657,0.010323952023829989,0.0035730230330137131,1.0848479783624836e-08,7.2230746967005913e-05,0.011796939902796216,7.7415719887836183e-11,0.090524950763620313,1.5061442308039952e-06,0.011633482761536015,0.0050188630429689671,2.4769517097960147e-06,4.6521656101961061e-07,1.6741758867889296e-06,0.0694914057188427,6.3884878687366913e-05,0.0013469226496841591,0.0018597739403986274,0.05493953583371896,6.6934094294495066e-07,1.0100092165850222e-12,2.7361058425635768e-11,2.8617802333155652e-10,2.560886595119292e-06,0.00021922300727613507,8.8387471887990983e-05,1.7952273696498865e-05,3.1567381013703868e-05,0.00048346777098395096,5.4826757425780284e-12,0.00031957222488797625,6.9305653430155214e-05,3.9633773978028195e-07
2.9717274581981262e-06,0.5381742849167314,1.8165855107982508e-08,1.4141349447961184e-08,4.1194681009008523e-05,8.2236886524932944e-10,0.0010910877776255899,0.0,0.0,0.00086914473273485106,0.010446493762027919,154.0,0.0,0.70652684932760312,1.0,18.927531783829647,0.012423426490293177,4.731908478786679e-09,0.0064375758732626636,0.017336592009607889,0.010473487157834039,0.0035511335048187338,1.0790188606792301e-08,7.1842635873800304e-05,0.011976393124009325,7.6941445424002696e-11,0.091880016534674258,1.496985347245479e-06,0.011812590167878516,0.005027281663276875,2.4809862441178618e-06,4.7230121988037316e-07,1.6769028377882599e-06,0.070607604584214168,6.4114166921191309e-05,0.0013763919408535932,0.0019139056482717751,0.055695184966447722,6.8009404335743461e-07,1.004582223266291e-12,2.779917699969911e-11,2.9011685125836325e-10,2.5970851434166056e-06,0.00022398366620156193,9.0304113493629908e-05,1.8344605391721893e-05,3.2257971817975478e-05,0.00050325558140312452,5.6024949652968543e-12,0.00033349321092348677,7.2327103426615864e-05,4.0208493570290629e-07
3.0232226230333288e-06,0.5381722694172553,1.8102451531462108e-08,1.4400996471412009e-08,4.1941172350548401e-05,8.4192889443658882e-10,0.0011293419260587779,0.0,0.0,0.00087016627637827716,0.010636888855616649,154.0,0.0,0.70294144263191516,1.0,18.926551636592578,0.012421521850434674,4.7115316870134529e-09,0.0063986866311085298,0.017244354838144099,0.010622118196949715,0.0035295247367395509,1.0732265161180012e-08,7.1456973184378652e-05,0.012155070447988241,7.6473254113365193e-11,0.0932210297292526,1.4879433639441936e-06,0.011990612074808678,0.0050352433372453072,2.4847959935259974e-06,4.7935523563178562e-07,1.6794778561018658e-06,0.071713666254213215,6.4331075164005626e-05,0.0014054432076039381,0.0019681234898006276,0.056441129175571529,6.9074948252301208e-07,9.9918946620416022e-13,2.8233274820600583e-11,2.9400515543934347e-10,2.6328418108120042e-06,0.00022872702747348222,9.2213673290715708e-05,1.8735515970627731e-05,3.2946007407323967e-05,0.00052335685608413164,5.7218801750258352e-12,0.00034769284296423225,7.5408918576594041e-05,4.0779737667371634e-07
3.0747177878685313e-06,0.5381702791413425,1.8039170961846465e-08,1.4662643493602685e-08,4.268535710745098e-05,8.6156101635605347e-10,0.0011680946000143045,0.0,0.0,0.00087119460550317282,0.0108264614301526,154.0,0.0,0.6993926395294453,1.0,18.925580725794848,0.012417252646423427,4.6913741395286865e-09,0.0063602837702919539,0.017152713895569049,0.010769853956366282,0.0035081875992563098,1.067472299030391e-08,7.1073849073906374e-05,0.012332980251297174,7.6010948149095915e-11,0.094548178239130115,1.4790144690620365e-06,0.012167562196707052,0.0050427824239251129,2.4883979335496488e-06,4.8637893921645033e-07,1.6819124155354923e-06,0.072809724573960441,6.4536520590560589e-05,0.0014340753047190401,0.0020224174888324145,0.057177524154416237,7.0130854984718896e-07,9.9383220632631597e-13,2.8663405543640375e-11,2.9784374581698666e-10,2.6681634695422058e-06,0.00023345295285353236,9.4116097509390785e-05,1.9124993610733518e-05,3.363146759018834e-05,0.00054376633951758494,5.8408277611447229e-12,0.00036216937070238889,7.8550834148822997e-05,4.1347540168429294e-07
3.126212952703734e-06,0.5381683137318543,1.7976040181126185e-08,1.4926388955081438e-08,4.3427239697531025e-05,8.8126395158945157e-10,0.0012073389451855347,0.0,0.0,0.00087222970256256767,0.011015219136488135,154.0,0.0,0.69587983360544292,1.0,18.924618912446654,0.012410735762449969,4.6714320931589828e-09,0.0063223519512716677,0.017061688014348046,0.010916703109254739,0.0034871135453417787,1.0617573614393966e-08,7.0693340246165642e-05,0.012510130767036649,7.5554342345075478e-11,0.095861648571970048,1.4701950949103587e-06,0.012343453808038403,0.0050499300985773323,2.4918074652381733e-06,4.9337265590742801e-07,1.6842169256996382e-06,0.073895912319904514,6.4731338977149655e-05,0.0014622878118095051,0.0020767783961395522,0.057904522055199997,7.1177252445054876e-07,9.8851151618883038e-13,2.9089622374988567e-11,3.0163341393616388e-10,2.7030568442045692e-06,0.00023816132375560997,9.6011340283141928e-05,1.9513028154150721e-05,3.43143351358469e-05,0.00056447885166677485,5.9593346214052379e-12,0.0003769210518051362,8.175259121771732e-05,4.1911934426324695e-07
3.1777081175389363e-06,0.5381663728352547,1.7913083052788122e-08,1.5192328441548667e-08,4.4166824868939284e-05,9.010364611760529e-10,0.0012470682144236041,0.0,0.0,0.00087327154788790378,0.011203169649071374,154.0,0.0,0.69240243163126758,1.0,18.923666060247889,0.012402083121599763,4.651701887017503e-09,0.0062848767958915029,0.01697129311582251,0.011062674189813434,0.0034662945617034784,1.0560826744196658e-08,7.0315511357092432e-05,0.012686530087996771,7.5103263079472522e-11,0.097161625648063257,1.4614818974658122e-06,0.012518299771235733,0.0050567146508779578,2.4950385626786569e-06,5.0033670543281886e-07,1.686400831717197e-06,0.074972361065589382,6.4916291676138767e-05,0.0014900809558392196,0.0021311976248402126,0.058622271601714585,7.2214267387404201e-07,9.8322829988163691e-13,2.9511978019457926e-11,3.0537493352748343e-10,2.7375285156991268e-06,0.00024285203919909056,9.7899362822081331e-05,1.9899610933690529e-05,3.4994595462669059e-05,0.00058548928786945355,6.0773981088229972e-12,0.0003919461527537419,8.5013936252235781e-05,4.2472953259333977e-07
3.229203282374139e-06,0.5381644561018708,1.7850320806356609e-08,1.54605547384987e-08,4.4904117705224212e-05,9.2087734421160298e-10,0.0012872757656006988,0.0,0.0,0.0008743201200518833,0.01139032065134854,154.0,0.0,0.68895985332845133,1.0,18.92272203554095,0.012391401887955173,4.6321799410410624e-09,0.0062478448073758032,0.016881542517253049,0.011207775596260711,0.0034457231244231197,1.050449047172916e-08,6.9940416284852683e-05,0.012862186169755704,7.4657547333592703e-11,0.098448292626988537,1.4528717377489512e-06,0.012692112562253501,0.0050631617563826597,2.4981039072623614e-06,5.0727140209818268e-07,1.688472704974516e-06,0.076039201067677684,6.5092072072185073e-05,0.0015174555407239997,0.0021856671914752255,0.059330918197433954,7.3242025298018277e-07,9.7798331078812764e-13,2.9930524636804632e-11,3.0906906106720563e-10,2.7715849250975267e-06,0.00024752501399742785,9.9780132681990771e-05,2.028473461898015e-05,3.5672236362374429e-05,0.00060679261855817277,6.195015984681038e-12,0.00040724294955975834,8.8334620715777089e-05,4.3030628962657227e-07
3.2806984472093414e-06,0.5381625631861189,1.7787772293963569e-08,1.5731157887426642e-08,4.5639123625258564e-05,9.4078543563329925e-10,0.0013279550595442539,0.0,0.0,0.00087537539617137518,0.01157667982288932,154.0,0.0,0.68555153112349188,1.0,18.921786707262406,0.012378794660662176,4.6128627544663052e-09,0.0062112432976810334,0.016792447207333472,0.011352015593772104,0.0034253921586122425,1.0448571442346643e-08,6.9568099275487254e-05,0.013037106833720623,7.4217041817747259e-11,0.099721830760657479,1.4443616649198042e-06,0.01286490429400132,0.0050692947234183055,2.5010150100122882e-06,5.1417705490669125e-07,1.6904403258027759e-06,0.077096561169771885,6.525931154895999e-05,0.0015444128834324158,0.002240179662302345,0.060030604029180652,7.4260650302530519e-07,9.7277716760477168e-13,3.0345313804576764e-11,3.1271653631434667e-10,2.8052323774246412e-06,0.00025218017715357665,0.00010165362311584103,2.066839308020259e-05,3.6347247755855744e-05,0.00062838388882872963,6.3121863769156977e-12,0.00042280972837417728,9.1714400679755959e-05,4.358499331971646e-07
3.332193612044544e-06,0.5381606937466852,1.7725454222071578e-08,1.6004225243157591e-08,4.63718483791591e-05,9.6075960417451521e-10,0.0013690996580356745,0.0,0.0,0.00087643735216437978,0.011762254828041805,154.0,0.0,0.68217690989560098,1.0,18.920859946893749,0.012364359660271622,4.5937469042591497e-09,0.0061750603214038068,0.016704016093576222,0.011495402317360319,0.0034052950018495206,1.0393075009452952e-08,6.9198595973006308e-05,0.013211299770109208,7.378160217906339e-11,0.10098241926962691,1.4359489009097081e-06,0.013036686737853203,0.0050751347174413123,2.5037823225271324e-06,5.2105396767694213e-07,1.6923107584654431e-06,0.078144568721883717,6.5418584993900885e-05,0.001570954756052758,0.0022947281043923513,0.060721468166513047,7.5270265088247195e-07,9.6761036874505667e-13,3.0756396486845944e-11,3.1631808282576656e-10,2.8384770453373301e-06,0.00025681747043547416,0.00010351981249846403,2.1050581267199026e-05,3.7019621476678306e-05,0.00065025821788188107,6.4289077431939477e-12,0.00043864478600338995,9.5153036452872556e-05,4.4136077613232612e-07
3.3836887768797465e-06,0.5381588474466829,1.7663381360215931e-08,1.627984153192738e-08,4.7102298041095002e-05,9.8079875047480682e-10,0.00141070322186811,0.0,0.0,0.00087750596296780586,0.01194705330595486,154.0,0.0,0.67883544671932206,1.0,18.919941628411749,0.012348190907652041,4.5748290435109564e-09,0.0061392846157545802,0.016616256224512679,0.011637943774696643,0.0033854253709114618,1.0338005372077764e-08,6.8831934335406847e-05,0.013384772540870275,7.3351092280644553e-11,0.10223023523997557,1.4276308264473841e-06,0.013207471343409305,0.0050807009647791581,2.5064153376508219e-06,5.2790243915837337e-07,1.6940904192011198e-06,0.079183349513715875,6.5570415863382505e-05,0.0015970833333244169,0.0023493060411351047,0.061403646657030408,7.6270990839840879e-07,9.6248330514826151e-13,3.1163823009155883e-11,3.1987440845025045e-10,2.8713249727090355e-06,0.00026143684710922991,0.00010537868381599728,2.14312951019857e-05,3.7689351078789004e-05,0.00067241079835946742,6.5451788380877332e-12,0.00045474643034376774,9.8650292227481145e-05,4.4683912636077373e-07
