Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181)
5.396627133861662e-11,0.5383328988810633,2.1184686582204903e-13,2.2201802899624092e-18,1.9067235893841125e-18,1.0233773895915327e-27,6.4288426820318271e-22,0.0,0.0,2.3053754206941224e-11,7.1340978251909865e-19,154.0,0.0,0.99999320078620402,1.0,18.999999772898654,7.3081692537566223e-07,6.430260354038102e-09,2.5745365443593445e-06,2.7792976074309684e-06,2.291616772547146e-07,2.1590035443198753e-07,1.7359231888928027e-12,1.1176186055442361e-08,2.5168218961786579e-07,4.6778354150542858e-15,1.6005237655125788e-10,3.6922586982993788e-11,1.5753610385314967e-12,1.5740900838308672e-12,7.7064416931147261e-16,9.0246363276287664e-14,5.0031053131297668e-16,1.1578130008560983e-11,9.0310406522036744e-28,8.6333267648808243e-28,8.6333484356047403e-28,9.4075039758368236e-15,5.4335901237714421e-18,1.5627752894498055e-16,8.008200282212585e-20,5.8359786709659886e-21,3.0914723517674796e-19,1.3760303321498154e-21,1.1527345103287184e-23,2.6533790378316199e-25,6.3868685004302599e-28,2.544597091513759e-31,8.095208731681868e-32,1.2775830520136966e-26,7.7849151294433965e-33,8.215751720984995e-14
5.705769229356879e-11,0.538332898807362,2.2424334941077543e-13,2.5011321909346801e-18,2.1333101373429055e-18,1.2777518626384061e-27,7.6030575415605569e-22,0.0,0.0,2.5727816972848079e-11,8.6151950568871173e-19,154.0,0.0,0.99999281130038087,1.0,18.999999748937014,7.7268020167785463e-07,6.4302580957273539e-09,2.7110839318042769e-06,2.9384841425908874e-06,2.4246070045005631e-07,2.3919722410950697e-07,1.8353499428037454e-12,1.1838184110849171e-08,2.6628816454473652e-07,5.1826015454152611e-15,1.7891196610201188e-10,4.1057670075064583e-11,1.8544465982236834e-12,1.8529482339815633e-12,9.0774484219296976e-16,1.009875031507839e-13,5.906193999199552e-16,1.2942755213778207e-11,1.3243158345169032e-27,1.2660038548544565e-27,1.2660072169279194e-27,1.1231509323860133e-14,6.4082472008668839e-18,1.6553430899233727e-16,8.5094674964788462e-20,6.4743224208030719e-21,3.6334529469754195e-19,1.711795809754592e-21,1.5165554294687867e-23,3.4934488364154871e-25,8.8992750382188407e-28,3.6099032467272484e-31,1.0658786570851468e-31,1.6825672912366908e-26,1.0844641382760752e-32,9.1935037387029424e-14
6.014911324852097e-11,0.5383328987306711,2.366681042475363e-13,2.8006822648125743e-18,2.3728476429593921e-18,1.5768700649508678e-27,8.9128227267988036e-22,0.0,0.0,2.8546135056156215e-11,1.0307446201258943e-18,154.0,0.0,0.99999242181395198,1.0,18.999999724003366,8.1454336186372453e-07,6.4302558293836259e-09,2.8466590433553959e-06,3.0976704780782619e-06,2.5575971735714878e-07,2.6346594929650043e-07,1.9347765716888667e-12,1.2500181325761426e-08,2.808941337312791e-07,5.7084246288557294e-15,1.9882167234570336e-10,4.5389633315184589e-11,2.1638497580525481e-12,2.1620990371892342e-12,1.0597999150590279e-15,1.1232841601104833e-13,6.9092094824391922e-16,1.4383427724613836e-11,1.9024982026001007e-27,1.8187407191274412e-27,1.8187458141404781e-27,1.328728745919475e-14,7.4914096604612685e-18,1.7479107728697832e-16,9.0137438233208886e-20,7.1403060606108709e-21,4.2326634541850596e-19,2.1043565925049642e-21,1.9657847744846228e-23,4.531670241875557e-25,1.2180842679616283e-27,5.0287054727230683e-31,1.3827184352670154e-31,2.1832560556194829e-26,1.4843126066134278e-32,1.0225837432930436e-13
6.324053420347314e-11,0.5383328986510768,2.4912112872839024e-13,3.1190902134218005e-18,2.6253754758719646e-18,1.9257056494311795e-27,1.036568265025217e-21,0.0,0.0,3.1508390953279764e-11,1.222889213162682e-18,154.0,0.0,0.99999203232691702,1.0,18.999999698125766,8.5640640593352371e-07,6.4302535599895361e-09,2.9812899252083281e-06,3.2568566138636667e-06,2.6905872797425628e-07,2.8867848569841215e-07,2.0342030755188726e-12,1.3162177722354423e-08,2.9550009717562116e-07,6.2546970365782442e-15,2.1978149316082551e-10,4.9915472757765481e-11,2.504969558543218e-12,2.502940370771687e-12,1.2275024162397392e-15,1.2426846577263024e-13,8.016853552754623e-16,1.5900155807151459e-11,2.6830688397555242e-27,2.5649649432309215e-27,2.564972503059148e-27,1.5590458510477369e-14,8.6884787062008883e-18,1.840478341389901e-16,9.5210296042308696e-20,7.8332460749826134e-21,4.8914632412889749e-19,2.5594767489584107e-21,2.5142794446145389e-23,5.800457379405477e-25,1.6407309219368944e-27,6.8911143345371265e-31,1.7699361356617328e-31,2.795355466716326e-26,1.9996436158570617e-32,1.1312693334743778e-13
6.63319551584253e-11,0.5383328985686633,2.6160242120191363e-13,3.4566090892453561e-18,2.8909337098045381e-18,2.3294972756246648e-27,1.1969204880734491e-21,0.0,0.0,3.4614276314933376e-11,1.4398216503795798e-18,154.0,0.0,0.99999164283927588,1.0,18.999999671331452,8.9826933388750309e-07,6.4302512977897562e-09,3.1150038143478988e-06,3.4160425499466437e-06,2.8235773229718958e-07,3.148075981757367e-07,2.1336294542829911e-12,1.3824173293489954e-08,3.1010605487319498e-07,6.8208286715478164e-15,2.4179142642567188e-10,5.4632251962543482e-11,2.8791837720471219e-12,2.8768488615778628e-12,1.4115348333419084e-15,1.3680701702547208e-13,9.2337563589534394e-16,1.7492947929684731e-11,3.7211891728283206e-27,3.5574143647563748e-27,3.5574253696003564e-27,1.8156840876437226e-14,1.00048094954794e-17,1.9330457944855573e-16,1.0031325168936434e-19,8.5524819727644926e-21,5.6121496963584776e-19,3.0831420815391861e-21,3.1772286662633441e-23,7.3353975061668398e-25,2.1782288504256519e-27,9.3040254620860678e-31,2.2383966406456027e-31,3.5361199747480344e-26,2.6555529859756676e-32,1.2454012039989128e-13
6.942337611337747e-11,0.5383328984835116,2.7411197997010826e-13,3.8134854871883865e-18,3.1695631311236963e-18,2.7937491450324642e-27,1.3730980555334597e-21,0.0,0.0,3.7863491681990063e-11,1.6834741534404687e-18,154.0,0.0,0.99999125335102801,1.0,18.999999643646863,9.4013214572591458e-07,6.4302490353768822e-09,3.2478271618973867e-06,3.575228286333919e-06,2.9565673032998719e-07,3.4182683739638606e-07,2.2330557079753541e-12,1.4486168024514247e-08,3.2471200682846866e-07,7.4062464626244651e-15,2.6485147001841904e-10,5.9537100183938965e-11,3.2878493796521631e-12,3.285180362500707e-12,1.6125693496826852e-15,1.4994343503308385e-13,1.0564478017438907e-15,1.9161812754522551e-11,5.0831923402642558e-27,4.8595084390747797e-27,4.8595241831734308e-27,2.1002438675634565e-14,1.1445711554458642e-17,2.0256131301076586e-16,1.0544630849760312e-19,9.2973755879030582e-21,6.3969603008592241e-19,3.6815535056946519e-21,3.9711986697139575e-23,9.1753660526349222e-25,2.8539914720948778e-27,1.239320877351218e-30,2.7999689251793229e-31,4.4244101451327073e-26,3.4809724589221151e-32,1.3649734209201903e-13
7.560621802328181e-11,0.5383328983053077,2.9921588937086465e-13,4.5862660397135287e-18,3.766202290830221e-18,3.9269815224460323e-27,1.7759777143191164e-21,0.0,0.0,4.4790757533412212e-11,2.2589852008388686e-18,154.0,0.0,0.99999047437271127,1.0,18.999999585708885,1.0238574210570391e-06,6.430244513839968e-09,3.5109042411712092e-06,3.8935991599852877e-06,3.2225470752568346e-07,3.9843369402595363e-07,2.4319078400841278e-12,1.5810154968974275e-08,3.5392389351280076e-07,8.632730460076817e-15,3.1412187970010515e-10,6.989983878595425e-11,4.2138614864281113e-12,4.2104346754330441e-12,2.0682832508894576e-15,1.7800733573080069e-13,1.3585277441248819e-15,2.2727796084131506e-11,9.1097464752934101e-27,8.7090000514931687e-27,8.7090308253757841e-27,2.7596156623597267e-14,1.4722241879800827e-17,2.2107474493150717e-16,1.1580273966649347e-19,1.0861690940989706e-20,8.1676161971707672e-19,5.1284562459067591e-21,6.0256018394384219e-23,1.3942986165693254e-24,4.7308974252948677e-27,2.1211732070406608e-30,4.255145311086473e-31,6.7273710954918626e-26,5.7774694039490865e-32,1.6204151904748685e-13
8.117077574219572e-11,0.5383328981363292,3.2190606060212566e-13,5.3503193533847778e-18,4.3483050269355732e-18,5.2143396757014454e-27,2.2003572521183615e-21,0.0,0.0,5.1512654358702535e-11,2.8890055614945069e-18,154.0,0.0,0.99998977329014904,1.0,18.99999953077003,1.099209771742331e-06,6.4302404282092313e-09,3.7448780151696216e-06,4.1801322631870518e-06,3.461928655026416e-07,4.5217406048021788e-07,2.6108743310657411e-12,1.7001740384971209e-08,3.8021457190472854e-07,9.7971072006869244e-15,3.6205660444777191e-10,7.9841984199304077e-11,5.1782998314166017e-12,5.1740829556029731e-12,2.543113309550159e-15,2.053031967512746e-13,1.6737625039918826e-15,2.6197440322769933e-11,1.4792993686487136e-26,1.4142418126893598e-26,1.4142471848442776e-26,3.4649369189320959e-14,1.8149498239616585e-17,2.3773679403185569e-16,1.2522650974423389e-19,1.2351355676792333e-20,1.0001800676033965e-18,6.7526909302590326e-21,8.5185173579519384e-23,1.9738218837319346e-24,7.2002218531956028e-27,3.3191581619602034e-30,6.0240517706583625e-31,9.5286140943473355e-26,8.805937076816804e-32,1.8688593706169222e-13
8.673533346110963e-11,0.5383328979596413,3.4468778618307192e-13,6.1806500582903593e-18,4.9734260841867848e-18,6.795387695728823e-27,2.6879288160017296e-21,0.0,0.0,5.8694663201981792e-11,3.6385273586219625e-18,154.0,0.0,0.99998907220561717,1.0,18.999999473324447,1.1745617462170927e-06,6.4302363409553048e-09,3.9763442124457886e-06,4.4666647191979884e-06,3.7013100310907257e-07,5.0842068509720999e-07,2.7898404165659053e-12,1.8193323118325549e-08,4.0650523170252729e-07,1.1015786417359742e-14,4.1339365365612071e-10,9.0351649242230167e-11,6.2745619471279447e-12,6.2694462479610151e-12,3.0830366789390778e-15,2.3452630535013084e-13,2.0326624878567282e-15,2.9913702897054512e-11,2.3244791008273558e-26,2.2222804097132463e-26,2.2222894415268899e-26,4.2863433563836168e-14,2.206089664404045e-17,2.5439880562056958e-16,1.3474786425461719e-19,1.391517763073888e-20,1.2076012724329591e-18,8.7247182371083722e-21,1.1760859223648843e-22,2.7288010737596108e-24,1.0651011036283161e-26,5.043283708695571e-30,8.3285978495414772e-31,1.3180326036246283e-25,1.3048688090838429e-31,2.134838283311493e-13
9.229989118002353e-11,0.53833289777564,3.675610546381627e-13,7.0784861285947727e-18,5.6418300373585253e-18,8.7119049025556064e-27,3.2432103680780322e-21,0.0,0.0,6.6335326937549529e-11,4.5210802266002999e-18,154.0,0.0,0.99998837111911443,1.0,18.999999413500834,1.2499133444827897e-06,6.4302322742822532e-09,4.20543152093174e-06,4.7531965279912736e-06,3.9406912033801746e-07,5.6704488863071717e-07,2.9688060965227083e-12,1.9384903138966171e-08,4.3279587289872035e-07,1.2285980048677831e-14,4.6813301494759253e-10,1.01414246531643e-10,7.509868326355291e-12,7.503739042864244e-12,3.6916298769050814e-15,2.6567298400872365e-13,2.4376536139369498e-15,3.387664036638938e-11,3.5489008428956918e-26,3.3929127914175847e-26,3.3929274835646224e-26,5.2336974023798744e-14,2.6485805468945182e-17,2.7106077927715321e-16,1.4436682533313805e-19,1.5550157714820548e-20,1.4401386317170069e-18,1.1087686393115019e-20,1.5904281412610052e-22,3.6951835478984454e-24,1.536823325920257e-26,7.467978500501273e-30,1.1278542266866774e-30,1.7857599543719215e-25,1.8864191696486743e-31,2.4183175547928481e-13
9.786444889893744e-11,0.5383328975847007,3.9052585406770068e-13,8.0450012412585257e-18,6.3537894546267227e-18,1.1008507057344488e-26,3.8707480440758528e-21,0.0,0.0,7.4433263180375313e-11,5.5508374233088363e-18,154.0,0.0,0.99998767003063915,1.0,18.999999351421252,1.3252645665408882e-06,6.4302282010530575e-09,4.4322620216851193e-06,5.0397276895062328e-06,4.1800721720551141e-07,6.2792459825446906e-07,3.1477713708563361e-12,2.0576480448000516e-08,4.5908649551107883e-07,1.3605043172891318e-14,5.2627467594376782e-10,1.1301575061406918e-10,8.8912550720844947e-12,8.8839915943357318e-12,4.3723780414994201e-15,2.9873956222312683e-13,2.8910997069582123e-15,3.8086310770779939e-11,5.2824043090698305e-26,5.050287475533433e-26,5.0503106904347959e-26,6.3169770102254108e-14,3.1453145745358714e-17,2.8772271501709203e-16,1.5408341591883202e-19,1.7253482463514359e-20,1.6988571433742139e-18,1.3886546791019803e-20,2.1117867410084209e-22,4.9131655930258338e-24,2.1692963431358181e-26,1.0809243753218818e-29,1.4996619059206038e-30,2.3756449656160747e-25,2.668388124022075e-31,2.7192628786493166e-13
9.999999999999999e-11,0.5383328973871799,3.9936352520839856e-13,8.4344026357161416e-18,6.638647621560217e-18,1.2000737031124883e-26,4.1317333768424257e-21,0.0,0.0,7.7662208706972414e-11,5.9882267483391411e-18,154.0,0.0,0.99998740096825256,1.0,18.999999327022117,1.3541825574203242e-06,6.4302266323868306e-09,4.5187398043576296e-06,5.1496916815939003e-06,4.2719411068982504e-07,6.5186312781523991e-07,3.2164540781841445e-12,2.1033780089215205e-08,4.6917623551555812e-07,1.4123712417855197e-14,5.4949154138919014e-10,1.1760837836295393e-10,9.4616416188116831e-12,9.4539096297237613e-12,4.6535127131712868e-15,3.1193878532112144e-13,3.0784763743930143e-15,3.9767414617761573e-11,6.1159171344045865e-26,5.8472036183587265e-26,5.8472310954072587e-26,6.7709312267679419e-14,3.3509554094460442e-17,2.9411717820302766e-16,1.5783835174519493e-19,1.7924765485528886e-20,1.8053158848182581e-18,1.5086220729495537e-20,2.3441761023278941e-22,5.4566717495745242e-24,2.4630067169820029e-26,1.2388930527586884e-29,1.6655784704318267e-30,2.6389884293576872e-25,3.0322527445437914e-31,2.8393894266476064e-13
1.0342900661785135e-10,0.5383328973871799,4.1358217216150073e-13,9.0813175648291788e-18,7.1095849839599532e-18,1.373265930528589e-26,4.5751169946910568e-21,0.0,0.0,8.2987160444557691e-11,6.742610965144304e-18,154.0,0.0,0.99998696894019046,1.0,18.999999287201518,1.4006154123928543e-06,6.430224113931891e-09,4.6569515284603878e-06,5.3262582036618489e-06,4.4194529371835237e-07,6.9094400801440305e-07,3.326736239477399e-12,2.176805506436179e-08,4.8537709954722255e-07,1.49704666510212e-14,5.8781862426530606e-10,1.2514267148962298e-10,1.0425580976479699e-11,1.0417056993153181e-11,5.1286784403673518e-15,3.3372237649108643e-13,3.3953048857035508e-15,4.2542773520685387e-11,7.68714980301276e-26,7.3494602603191271e-26,7.3494960062257854e-26,7.5462611368646696e-14,3.6991398319756087e-17,3.0438461310513647e-16,1.6389765961279828e-19,1.9022514056433558e-20,1.9847763787735391e-18,1.7167962580074764e-20,2.7588705112551713e-22,6.4273546140951392e-24,3.0028740928454402e-26,1.5331125980442599e-29,1.9619032978965217e-30,3.1094655064534695e-25,3.7021113658756983e-31,3.0376400156943465e-13
1.0899356433676525e-10,0.5383328971834154,4.3672999621195723e-13,1.0188508403141807e-17,7.9095054282150017e-18,1.6934689595353608e-26,5.3609222355096464e-21,0.0,0.0,9.1995774501616575e-11,8.11184724946001e-18,154.0,0.0,0.99998626784776712,1.0,18.999999220951494,1.4759658820401534e-06,6.4302200404540869e-09,4.8796099096152704e-06,5.6127880703977226e-06,4.6588334986707604e-07,7.5599325694448296e-07,3.5057007023124196e-12,2.2959626984016805e-08,5.1166768499690525e-07,1.6379870152674735e-14,6.5276484753178241e-10,1.3778202948202758e-10,1.2119534262776299e-11,1.2109617903125848e-11,5.9638438130063722e-15,3.7061777029873703e-13,3.9525158368069409e-15,4.7246089294378402e-11,1.0962958127491662e-25,1.0481501667192523e-25,1.0481555450507135e-25,8.9317166349638688e-14,4.3128610885476282e-17,3.2104647348488984e-16,1.7380958035224622e-19,2.0854780893729295e-20,2.2988732934625717e-18,2.0980223049036582e-20,3.5522416759633049e-22,8.2869220482211242e-24,4.0848158308737917e-26,2.1352728812536434e-29,2.5295926552739383e-30,4.0112557211327259e-25,5.0480599530770723e-31,3.3734147938354354e-13
1.1455812205567916e-10,0.5383328969737278,4.5996931312656116e-13,1.1367600704238893e-17,8.7538478101819486e-18,2.066780253597459e-26,6.2327995042720709e-21,0.0,0.0,1.0145792492444112e-10,9.6746231070550489e-18,154.0,0.0,0.99998556675336769,1.0,18.999999152775398,1.551315975484252e-06,6.4302159709928411e-09,5.1003413936076053e-06,5.8993172896595108e-06,4.8982138565953482e-07,8.2296812359094893e-07,3.6846647592942976e-12,2.4151196194679302e-08,5.3795825186889375e-07,1.7830995537377286e-14,7.2111333336173496e-10,1.5092133135941828e-10,1.397963901365616e-11,1.396819298411494e-11,6.8811055575796686e-15,4.0942209410692246e-13,4.5649239827478141e-15,5.2196319942167939e-11,1.5353119737570683e-25,1.4679053432602859e-25,1.4679132689244105e-25,1.0483586389038311e-13,4.989240489108232e-17,3.3770829598454799e-16,1.8381920249033432e-19,2.2747968681172553e-20,2.6420848875729824e-18,2.5373163372045399e-20,4.514364765882829e-22,1.0545747757494975e-23,5.469966301224767e-26,2.9255757918287479e-29,3.2191821112073093e-30,5.1073820700514765e-25,6.7768287496516675e-31,3.7265531079394899e-13
1.2012267977459307e-10,0.5383328967584212,4.8330010943987313e-13,1.261957743760245e-17,9.6429174282035577e-18,2.4988093673779171e-26,7.1954161247728082e-21,0.0,0.0,1.1137249181262154e-10,1.1447642265866287e-17,154.0,0.0,0.99998486565699152,1.0,18.999999082772103,1.6266656927266142e-06,6.4302118864689755e-09,5.3192448584591686e-06,6.185845861374311e-06,5.1375940110798067e-07,8.9176973656848891e-07,3.8636284103468396e-12,2.5342762700551527e-08,5.642488001767812e-07,1.9321700583264616e-14,7.9286406937275062e-10,1.6454854767756761e-10,1.601226129295937e-11,1.5999143008646092e-11,7.8836167656837009e-15,4.5013170533802509e-13,5.2346675463586338e-15,5.7393528397266584e-11,2.1150687500000991e-25,2.0222347829419527e-25,2.022246244709991e-25,1.2212178637110658e-13,5.7309982325494604e-17,3.5437008066287268e-16,1.9392655092238003e-19,2.4699912011848245e-20,3.0153107197578873e-18,3.0398089578532869e-20,5.6696515154458796e-22,1.326255618349816e-23,7.2214565911084037e-26,3.9492614841285059e-29,4.0486032660911148e-30,6.4266156309367093e-25,8.9701710572026408e-31,4.0970209197028316e-13
1.2568723749350697e-10,0.5383328965377846,5.067223713249835e-13,1.3945379849155876e-17,1.0577027903548459e-17,2.9954564160367271e-26,8.2534718762148573e-21,0.0,0.0,1.2173841268612468e-10,1.3448232178816336e-17,154.0,0.0,0.99998416455863715,1.0,18.99999901103541,1.7020150337687069e-06,6.4302078071559788e-09,5.5364141063378689e-06,6.4723737854647519e-06,5.3769739620631439e-07,9.6230429999699199e-07,4.0425916553935898e-12,2.6534326508381369e-08,5.905393299140009e-07,2.0849953038189406e-14,8.68017043181405e-10,1.7865209125818734e-10,1.8223614982314215e-11,1.8208676693677638e-11,8.9744551157706402e-15,4.9274296836292156e-13,5.9638335191301379e-15,6.2837778592723166e-11,2.8705252180497682e-25,2.7445689020335885e-25,2.7445851964488988e-25,1.4127857339161911e-13,6.5408132384851172e-17,3.7103182761422312e-16,2.0413165094286184e-19,2.6708586406194458e-20,3.4194152856979084e-18,3.6107708351373251e-20,7.0445021353458646e-22,1.6501044968881314e-23,9.4114240249924041e-26,5.2595036883779513e-29,5.0373064734199722e-30,8.0002009813487496e-25,1.1722078354508961e-30,4.4847842575223951e-13
1.3125179521242088e-10,0.538332896312091,5.3023608460449237e-13,1.5345909600756595e-17,1.1556501220426814e-17,3.5629135781542513e-26,9.4116998671212077e-21,0.0,0.0,1.3255467953806811e-10,1.5694341182849741e-17,154.0,0.0,0.99998346345830424,1.0,18.999998937654297,1.7773639986119942e-06,6.4302037385328174e-09,5.7519381240766113e-06,6.7589010618632512e-06,5.6163537095532635e-07,1.0344828330006686e-06,4.2215544943662822e-12,2.7725887613314187e-08,6.1682984108154852e-07,2.2413824975512374e-14,9.4657224240320041e-10,1.9322079674030085e-10,2.0619767347954378e-11,2.0602856262780875e-11,1.0156625632796032e-14,5.3725225448746688e-13,6.754459538468749e-15,6.852913538402269e-11,3.8430204514908385e-25,3.6744400176476779e-25,3.6744628233546446e-25,1.6241033493948085e-13,7.4213238024013452e-17,3.8769353677071471e-16,2.1443452814182302e-19,2.8772100782830913e-20,3.8552302690715309e-18,4.2556061369771027e-20,8.6673432197774899e-22,2.0330006563923659e-23,1.2121749919616283e-25,6.9183286928831018e-29,6.2062979829547355e-30,9.8619218985731854e-25,1.5139904861691855e-30,4.8898092163626411e-13
1.368163529313348e-10,0.5383328960816008,5.5384123476103566e-13,1.6822030800534755e-17,1.2581667759414616e-17,4.2076666324619673e-26,1.0674867413043537e-20,0.0,0.0,1.4382033603784505e-10,1.8204535957469584e-17,154.0,0.0,0.99998276235599159,1.0,18.999998862713181,1.8527125872579428e-06,6.4301996588333603e-09,5.9659013304025341e-06,7.0454276905002888e-06,5.8557332536850122e-07,1.1082209224958655e-06,4.4005169271973933e-12,2.8917446010742773e-08,6.4312033369435568e-07,2.4011487437817061e-14,1.028529654652606e-09,2.0824390114603271e-10,2.3206644352185476e-11,2.3187602753182471e-11,1.143306332126255e-14,5.8365594193920485e-13,7.6085356787862353e-15,7.4467664476969025e-11,5.0810485710053526e-25,4.8582238170869876e-25,4.8582552823608213e-25,1.85621573118664e-13,8.3751282395687218e-17,4.0435520806792261e-16,2.248352084534043e-19,3.0888690334502424e-20,4.3235566723792945e-18,4.9798463930920278e-20,1.0568662528722589e-21,2.482344330053469e-23,1.5444814112521587e-25,8.9975894983849755e-29,7.578175088556622e-30,1.2048164096919192e-24,1.9345536594831885e-30,5.3120619576245726e-13
1.423809106502487e-10,0.53833289584656,5.7753780694737356e-13,1.8374571929012144e-17,1.3652866324875849e-17,4.9364965264544602e-26,1.2047776917481339e-20,0.0,0.0,1.5553447487779811e-10,2.0997999258786533e-17,154.0,0.0,0.99998206125169808,1.0,18.999998786292135,1.9280607997080171e-06,6.4301955758850521e-09,6.1783838104773475e-06,7.3319536712969711e-06,6.0951125944552178e-07,1.1834384886668892e-06,4.5794789538156913e-12,3.0109001703847856e-08,6.6941080775219218e-07,2.5641205355533308e-14,1.1138892675430778e-09,2.2371102541530736e-10,2.5990035720697743e-11,2.5968701078856464e-11,1.2806635677211789e-14,6.3195041585443911e-13,8.5280061602003456e-15,8.0653432360535799e-11,6.641082965874053e-25,6.3499279033292566e-25,6.3499707483681955e-25,2.1101711174173328e-13,9.4047855179184133e-17,4.2101684155032542e-16,2.353337181557747e-19,3.3056709789464938e-20,4.8251668333533166e-18,5.789144764349793e-20,1.2781040835670099e-21,3.0060676315386695e-23,1.9484265428740594e-25,1.1579995563708184e-28,9.1771593972714062e-30,1.459797517672105e-24,2.4476604948158209e-30,5.7515087090180437e-13
1.479454683691626e-10,0.5383328956072023,6.0132578599606045e-13,2.0004327666087701e-17,1.4770444166955955e-17,5.7564809749575111e-26,1.3535266755446083e-20,0.0,0.0,1.6769623525643054e-10,2.4094527905444617e-17,154.0,0.0,0.99998136014542316,1.0,18.999998708467135,2.0034086359636819e-06,6.4301915049238904e-09,6.3894615383680481e-06,7.6184790041743859e-06,6.3344917318261037e-07,1.2600595625106385e-06,4.7584405741515708e-12,3.1300554694343784e-08,6.9570126325102244e-07,2.7301332727050761e-14,1.2026510686870197e-09,2.3961215686252603e-10,2.8975599777287613e-11,2.8951804861218964e-11,1.4280145084896645e-14,6.8213206826494715e-13,9.5147709787500116e-15,8.7086506244376016e-11,8.5884498580959524e-25,8.2120275849463422e-25,8.2120852205836328e-25,2.3870203310868927e-13,1.0512815880108809e-16,4.3767843724189524e-16,2.4593008381183341e-19,3.5274627037752524e-20,5.3608063328259728e-18,6.6892706980753896e-20,1.5339181033822233e-21,3.6126448710317366e-23,2.4355807238298707e-25,1.47601983946716e-28,1.1029128338215955e-29,1.7553121962322347e-24,3.0687744781019739e-30,6.208115764430853e-13
1.535100260880765e-10,0.5383328953637497,6.2520515642871993e-13,2.1712060624005399e-17,1.5934756998708466e-17,6.674996086751717e-26,1.5142212159123035e-20,0.0,0.0,1.8030480049111679e-10,2.7514530993859899e-17,154.0,0.0,0.99998065903716626,1.0,18.999998629310255,2.0787560960264036e-06,6.4301874298139142e-09,6.5992065880707942e-06,7.9050036890572195e-06,6.5738706659060646e-07,1.3380120748272578e-06,4.9374017881391676e-12,3.2492104978961198e-08,7.2199170020286079e-07,2.8990308046831674e-14,1.2948150456957617e-09,2.5593763250800943e-10,3.2168868057626484e-11,3.2142441039054123e-11,1.5856331103905025e-14,7.3419729808463936e-13,1.0570687462053034e-14,9.3766954000695687e-11,1.0998251294262597e-24,1.0516348996531903e-24,1.0516425661121683e-24,2.6878162132686079e-13,1.1701701455018537e-16,4.5433999509691472e-16,2.5662433222489669e-19,3.7541017102051381e-20,5.9311957999498989e-18,7.6861049480297843e-20,1.8279934693404542e-21,4.3111023337933375e-23,3.0187997262135106e-25,1.864593315959503e-28,1.3161645029755852e-29,2.0958145406281376e-24,3.8151896995421711e-30,6.6818494837973667e-13
1.5907458380699042e-10,0.538332895116412,6.4917590246494221e-13,2.3498502991365349e-17,1.7146169008887933e-17,7.6997180173927241e-26,1.687352610512066e-20,0.0,0.0,1.9335939575334289e-10,3.1279028321039339e-17,154.0,0.0,0.99997995792692662,1.0,18.999998548889852,2.1541031798976453e-06,6.43018334618154e-09,6.8076873337041298e-06,8.1915277258670237e-06,6.813249396748611e-07,1.4172276560407092e-06,5.1163625957125061e-12,3.3683652556269612e-08,7.4828211861368864e-07,3.070664996817369e-14,1.3903811861795832e-09,2.7267812323749071e-10,3.5575249713601702e-11,3.5546014269186823e-11,1.7537872652449602e-14,7.8814251109663907e-13,1.1697571754295193e-14,1.0069484411019872e-10,1.3956337556776343e-24,1.3344999546280025e-24,1.33451004626076e-24,3.0136131155476464e-13,1.2973886858909254e-16,4.7100151509538204e-16,2.6741649042688807e-19,3.9854556433575558e-20,6.5370326205744091e-18,8.7856349380753797e-20,2.1642326258641502e-21,5.1110275593033267e-23,3.7123060805895206e-25,2.3359216428001585e-28,1.5603986621229445e-29,2.4860413233764828e-24,4.7061655584028388e-30,7.1726762929709885e-13
1.6463914152590432e-10,0.5383328948653893,6.7323800803082548e-13,2.536435809283695e-17,1.8405052870878188e-17,8.8386246465151353e-26,1.8734160202867235e-20,0.0,0.0,2.0685928592005481e-10,3.5409648995519941e-17,154.0,0.0,0.99997925681470334,1.0,18.9999984672708,2.2294498875788746e-06,6.43017927133502e-09,7.0149686394387182e-06,8.478051114521074e-06,7.0526279243061034e-07,1.497641446282104e-06,5.2953229968042461e-12,3.487519742789169e-08,7.7457251847837542e-07,3.2448953188331323e-14,1.4893494777477113e-09,2.8982461874665091e-10,3.9200035718840811e-11,3.9167811128504371e-11,1.9327390092084403e-14,8.4396411994022639e-13,1.2897200234132657e-14,1.0787024561182895e-10,1.7560328959603313e-24,1.6791345662132207e-24,1.6791477216295816e-24,3.3654664462028977e-13,1.4331779786483755e-16,4.8766299725998796e-16,2.7830658569965949e-19,4.2214017514517391e-20,7.1789925541006123e-18,9.9939504502711044e-20,2.5467575057215054e-21,6.0225781559367943e-23,4.5317716681002358e-25,2.9037600131415235e-28,1.8387171215974419e-29,2.9310170487016319e-24,5.7630659209602307e-30,7.680562683595422e-13
