Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149)
1.8720176472263467e-06,0.6385852463899326,9.0337915662487366e-07,0.00060584686978260472,0.00032862572051248017,6.8609411445249881e-08,0.0057109446872750137,0.0,0.0,0.0019842376790445604,0.024339286510138471,154.0,0.0,0.29194693325859478,1.0,18.931833628684952,0.015807630433564108,5.9984365875775148e-08,0.0049566159327963802,0.02473833180995046,0.10006383613888024,0.0008458930103884797,7.7357293708211778e-09,5.0554916850294102e-05,0.18417078678058751,1.1525916245036379e-11,0.1510788103190617,3.5696474493022757e-06,0.09014737128646462,0.023250239350732553,6.5710504714032174e-06,1.3557930988949407e-05,4.1371734483733359e-06,0.099799093734403294,0.00017559093334817801,0.006117324324349414,0.025181137859714788,0.028929084783358445,2.9231293374697675e-06,4.6641493211068208e-13,6.4000440148769746e-11,8.5492555638703808e-10,1.5953585756064344e-05,0.0022832116484118254,0.00025790979264730333,0.00029008522666411682,9.1296594870573483e-05,0.0014406312010033985,1.33689509048935e-10,0.0023496922135108999,0.0019565707674831087,7.1820756570926649e-06,1.5461372034164688e-05,2.6391513680903376e-06,5.1569848621979134e-09,2.2549713011740123e-08,7.6352941482434538e-05,5.1257315101079447e-14,2.9287618930501443e-14,0.00022340561523231649,3.7917827504413078e-09,2.9425138755714811e-06,6.0862860831643698e-11,2.6785983953642252e-12,4.6729756605391107e-10,0.00038814214070729012,4.7153846328507676e-05,0.00034098829437878255,0.0010996272284190341,2.6338812956595228e-07,4.8048573126694369e-06,5.6796318513073063e-06,3.788144129521704e-08,7.8813641978530848e-10,0.00086906590993034659,2.267024283862555e-06
1.9033052229446081e-06,0.6385861251458069,9.0084540421534783e-07,0.00062294569691971093,0.00033199143418648105,7.0085680423601839e-08,0.0058490678174814214,0.0,0.0,0.0019895352214027908,0.024616685012711761,154.0,0.0,0.28762925336475748,1.0,18.931311753689673,0.015605336007506899,5.938181380222031e-08,0.0048263833827720199,0.024339264254967744,0.10066678712123812,0.00082364725682883494,7.6107198159600474e-09,4.9737948235356705e-05,0.18613051815525419,1.1222801443055744e-11,0.15197605010052065,3.475873663835143e-06,0.090723540191829197,0.023181686678438399,6.5514862970956008e-06,1.3702297379941058e-05,4.1248559159070049e-06,0.10067907016570873,0.0001745559716586126,0.0060885603488677184,0.025484742453839741,0.028899216481116079,2.9489091522728568e-06,4.5887765611871276e-13,6.4562870099990611e-11,8.543049267476685e-10,1.6017496536241546e-05,0.0023148883900337698,0.00026148447586365591,0.0002941201302329371,9.2565724859543257e-05,0.0014784159406256736,1.3554904629424207e-10,0.0024291751301706156,0.0020157181754996509,7.2254037913878193e-06,1.5839608912729587e-05,2.7036390572178505e-06,5.2831420051180533e-09,2.3118645349813446e-08,7.8279931841460426e-05,5.2509788089863969e-14,3.0003262181495625e-14,0.00023001335022837895,3.9039334505602726e-09,3.0171330087514196e-06,6.2404474387144227e-11,2.7465249027756501e-12,4.791338863607509e-10,0.0004072212251864727,4.927516553106093e-05,0.00035794605965541184,0.0011089755561320578,2.6567246938208712e-07,4.8522684559762899e-06,5.7355990394099658e-06,3.8254125088369753e-08,7.9590273142032275e-10,0.00089753207801218171,2.3412228092268809e-06
1.9345927986628698e-06,0.6385869948074887,8.9844719476120123e-07,0.00064009161327477002,0.00033529296050991369,7.1567383814118631e-08,0.0059871235512079114,0.0,0.0,0.001994895109573418,0.024889891851356715,154.0,0.0,0.28340399832419988,1.0,18.930798250053918,0.015404401410147695,5.8791412095544707e-08,0.0047002318815129555,0.023947493581527462,0.10125129303150372,0.0008020993341352966,7.4880025201231153e-09,4.8935960106080608e-05,0.18807060787900018,1.0929195101386882e-11,0.15284448526835839,3.385038477308358e-06,0.091284611068848553,0.023113594391688735,6.5320563330364245e-06,1.3845216354370597e-05,4.1126228776766016e-06,0.10154008804992193,0.00017353080003500328,0.006059237711926348,0.025780924602127876,0.028864151818995449,2.9741335285514999e-06,4.5147858868539309e-13,6.511314058701663e-11,8.5352908108187023e-10,1.6078035219690846e-05,0.0023459437498681173,0.00026498889437714089,0.00029807593687246038,9.3809903920164572e-05,0.0015160717046766301,1.373721307016889e-10,0.0025094086752034564,0.0020752690921509009,7.2674067949823761e-06,1.621551605385069e-05,2.7677266531997047e-06,5.4085220879158215e-09,2.3684425366922525e-08,8.0196256946903617e-05,5.3754490512442117e-14,3.0714465453894472e-14,0.00023660505478176309,4.0158120718113224e-09,3.0913444948777127e-06,6.3937596522392225e-11,2.8140803251937455e-12,4.9090501059463989e-10,0.00042677678420909764,5.1442947536553105e-05,0.00037533383667254466,0.0011180464351229671,2.6789107889341482e-07,4.8985659398981109e-06,5.790252826077678e-06,3.8618025242378035e-08,8.034867883068575e-10,0.00092625801517266847,2.4160959672758362e-06
1.9658803743811312e-06,0.6385878554443819,8.9618152267307047e-07,0.00065727987740498393,0.00033853153803447281,7.3054607110905523e-08,0.0061250863424455928,0.0,0.0,0.0020003160088368074,0.02515899423333914,154.0,0.0,0.27926831029931254,1.0,18.930292831821141,0.015204953501087319,5.8212764397502217e-08,0.0045780040930648684,0.023562867242340742,0.10181777275186921,0.0007812223078041739,7.3675293107510177e-09,4.8148637642839355e-05,0.18999144926118444,1.0644730217555647e-11,0.15368510421797449,3.2970285977444414e-06,0.091831055288410193,0.023046004244029493,6.5127722417604062e-06,1.3986716907864482e-05,4.1004816766513404e-06,0.10238270019563728,0.00017251600057375656,0.0060294474778104365,0.026069813167519055,0.028824169185109549,2.99881866314702e-06,4.4421482531366659e-13,6.5651606862212329e-11,8.526061313757961e-10,1.6135320038347708e-05,0.0023763845459867615,0.00026842382140837296,0.00030195351273616699,9.502940700045935e-05,0.0015535854201212333,1.3915916144925716e-10,0.0025903694635196358,0.0021352099590701171,7.3081147676345143e-06,1.6588948242602519e-05,2.8313894460735108e-06,5.533076675568426e-09,2.4246818175433616e-08,8.2101120678131556e-05,5.499094245457008e-14,3.1420954532295412e-14,0.00024317703891861613,4.1273559855985346e-09,3.1651172459933263e-06,6.5461586096739791e-11,2.8812363629555231e-12,5.0260601615553866e-10,0.00044680610719849005,5.3656830518009585e-05,0.00039314927668048047,0.0011268491217107269,2.7004616382670121e-07,4.9437889726898848e-06,5.8436396717530426e-06,3.8973451509168296e-08,8.1089503754882261e-10,0.00095523653371051495,2.4916250096774459e-06
1.9971679500993927e-06,0.6385887071306551,8.9404534115135915e-07,0.00067450595244302304,0.00034170837315864746,7.4547437346243719e-08,0.0062629319849149823,0.0,0.0,0.0020057965941213873,0.025424076730279393,154.0,0.0,0.27521944962205463,1.0,18.929795226537589,0.015007106326400852,5.7645491436531153e-08,0.0044595502680547846,0.023185234706046619,0.10236663296528035,0.00076099054657974242,7.2492526729516286e-09,4.7375670323821067e-05,0.19189342285230829,1.0369057546777076e-11,0.15449885598187815,3.2117361981736315e-06,0.092363326139922375,0.022978953905931208,6.4936445418288341e-06,1.4126827095101006e-05,4.0884389355514328e-06,0.10320743872264593,0.00017151208620064053,0.005999273285261497,0.026351537273306545,0.02877953226287076,3.0229801466549249e-06,4.3708350116040302e-13,6.6178610841693312e-11,8.5154376460675912e-10,1.6189464044576311e-05,0.0024062176884621076,0.00027179004055158666,0.00030575373590531008,9.6224512742729642e-05,0.0015909447836867914,1.4091054321197469e-10,0.0026720347070199975,0.0021955276872708666,7.3475569322011371e-06,1.6959769040263574e-05,2.8946042231448117e-06,5.656760260263305e-09,2.4805602514943122e-08,8.39937730845436e-05,5.6218693081784688e-14,3.2122471817009548e-14,0.0002497257949239052,4.2385056567391889e-09,3.2384219699463647e-06,6.6975839112015887e-11,2.947966351135273e-12,5.1423226561858887e-10,0.00046730629031116233,5.5916438629469163e-05,0.00041138985168169334,0.0011353926491130249,2.721398775118893e-07,4.9879759233252974e-06,5.8958050331840047e-06,3.9320706959681689e-08,8.1813378697155103e-10,0.00098446067313583238,2.5677917819818191e-06
2.028455525817654e-06,0.6385895499450401,8.9203557571610111e-07,0.00069176549874110495,0.0003448246416003716,7.6045962752601002e-08,0.0064006375449211133,0.0,0.0,0.0020113355497377557,0.025685221369341159,154.0,0.0,0.27125478880808984,1.0,18.929305174499451,0.014810962047078541,5.7089230143568521e-08,0.0043447277962507195,0.022814447706884556,0.10289826863420702,0.0007413796389298047,7.1331258153332514e-09,4.6616752355832449e-05,0.1937768969915751,1.010184446392734e-11,0.15528665200868894,3.1290585896116749e-06,0.092881859698203964,0.022912477245787859,6.474682673200952e-06,1.4265574070204181e-05,4.07650059799811e-06,0.10401481593610248,0.00017051950597262778,0.0059687918788060654,0.026626226069819108,0.028730490896490973,3.0466329891629517e-06,4.3008179500498596e-13,6.6694481703009532e-11,8.5034926763740086e-10,1.6240575378492217e-05,0.0024354501582001496,0.00027508834326194208,0.00030947749365766916,9.7395502623120613e-05,0.0016281382269646568,1.4262668490323085e-10,0.0027543821985968526,0.0022562096401300032,7.3857616690641512e-06,1.7327850472507762e-05,2.9573492170537249e-06,5.7795301574134857e-09,2.5360570291611087e-08,8.5873508825609165e-05,5.7437319630755209e-14,3.281877574776228e-14,0.00025624799254857792,4.3492045621163849e-09,3.3112311099926932e-06,6.8479787460767705e-11,3.0142452045668489e-12,5.2577939712374405e-10,0.00048827424774106504,5.8221382956838587e-05,0.00043005286478422659,0.0011436858283735976,2.7417432078620007e-07,5.0311643123381063e-06,5.9467933586243025e-06,3.9660087947315405e-08,8.2520920445674703e-10,0.00101392369544557,2.6445787112682291e-06
2.0597431015359155e-06,0.6385903839700029,8.9014913615508919e-07,0.00070905436674463605,0.00034788148978148021,7.7550272452557935e-08,0.0065381812981780071,0.0,0.0,0.0020169315690883182,0.025942507721961681,154.0,0.0,0.26737180691804274,1.0,18.928822428037922,0.014616611805747415,5.6543632819292977e-08,0.0042334007818968494,0.022450360444794024,0.10341306345589218,0.0007223663238299932,7.0191027416165166e-09,4.5871583141767433e-05,0.19564222832621425,9.8427740204040678e-12,0.15604936785820678,3.0488979181201948e-06,0.093387075638964104,0.022846604591846578,6.4558950824122146e-06,1.4402984125054144e-05,4.0646719821311567e-06,0.10480532516701666,0.00016953865000196615,0.005938073603256145,0.026894008521708784,0.028677281900154616,3.0697916448279993e-06,4.2320693356534641e-13,6.719953640587849e-11,8.4902955049511979e-10,1.6288757520022418e-05,0.0024640889879375969,0.00027831952675552718,0.00031312568003650278,9.8542660186156264e-05,0.0016651548829622498,1.4430799855437674e-10,0.0028373902962933058,0.002317243616880666,7.4227565488648738e-06,1.7693072727150746e-05,3.0196040531430127e-06,5.9013464048321193e-09,2.5911526123597445e-08,8.7739665631222106e-05,5.8646426387069264e-14,3.3509640219605739e-14,0.00026274047413641196,4.4593991079692841e-09,3.3835187851847423e-06,6.9972897689487459e-11,3.0800493635778563e-12,5.3724331487976845e-10,0.00050970672263928919,6.0571262432776275e-05,0.00044913546020651295,0.0011517372496463573,2.7615154231341154e-07,5.0733908085384259e-06,5.9966480813735641e-06,3.9991884063183279e-08,8.3212731704570206e-10,0.0010436190803550171,2.7219687935924925e-06
2.091030677254177e-06,0.6385912092910148,8.8838292707997224e-07,0.00072636859009197834,0.00035088003613983703,7.9060456174616339e-08,0.0066755426703117909,0.0,0.0,0.0020225833543820858,0.026196012990025504,154.0,0.0,0.26356808424357675,1.0,18.928346750849794,0.014424136535649248,5.6008366349768986e-08,0.0041254396500049429,0.02209282974500466,0.10391139029541489,0.00070392842792455759,6.9071383025933978e-09,4.5139867620012052e-05,0.19748976230421353,9.5915440878538823e-12,0.15678784481580693,2.9711608843574284e-06,0.093879378006517494,0.022781362976556363,6.4372892973885668e-06,1.4539082725635306e-05,4.0529578277336377e-06,0.10557944157727592,0.00016856985403591954,0.0059071828639389789,0.027155013214371929,0.028620129812220656,3.0924700353597919e-06,4.1645619463342758e-13,6.7694080193472858e-11,8.4759116807824924e-10,1.63341095264587e-05,0.0024921412453019387,0.00028148439220619474,0.00031669919368770908,9.9666270365421177e-05,0.0017019845539933164,1.4595489831791763e-10,0.0029210379076914281,0.0023786178366112603,7.4585683636426843e-06,1.8055323854148091e-05,3.0813496972908925e-06,6.0221716626618127e-09,2.6458286894754657e-08,8.9591622790175378e-05,5.9845643672054549e-14,3.419485400398306e-14,0.00026920024969732031,4.5690385462739576e-09,3.4552607315805629e-06,7.1454669778633302e-11,3.145356740469683e-12,5.4862017979700325e-10,0.0005316002976549581,6.2965664716577575e-05,0.00046863463293838085,0.0011595552837950613,2.7807353913767025e-07,5.1146912287824199e-06,6.0454116162710306e-06,4.0316378118606427e-08,8.3889401045192802e-10,0.0010735405204984397,2.7999455813287014e-06
2.1223182529724384e-06,0.6385920259966518,8.8673385723992993e-07,0.00074370437892437591,0.00035382137235748646,8.057660399302438e-08,0.0068127021808133742,0.0,0.0,0.0020282896163167927,0.026445812089462461,154.0,0.0,0.25984129729823813,1.0,18.927877917380489,0.014233607715599242,5.5483111468244889e-08,0.0040207207904850066,0.021741715180834949,0.10439361159781937,0.00068604479544254746,6.7971882176135307e-09,4.4421316405691158e-05,0.19931983364200137,9.3478664033001677e-12,0.15750289142941298,2.8957584808171353e-06,0.094359155937077999,0.022716776364766673,6.4188719721573584e-06,1.4673894546536292e-05,4.0413623243755584e-06,0.10633762293236566,0.00016761340371417022,0.0058761785550086069,0.027409368178111591,0.028559247601567458,3.1146815728196633e-06,4.0982690837029985e-13,6.8178407136589086e-11,8.4604034049140471e-10,1.6376726256253291e-05,0.0025196140179689105,0.00028458374291356778,0.0003201989359354215,0.00010076661887830242,0.0017386176809542561,1.4756779958068512e-10,0.0030053044745368563,0.0024403209227694335,7.4932231564682587e-06,1.8414499471145545e-05,3.1425684075009921e-06,6.1419711151861381e-09,2.7000681315777938e-08,9.1428799663966994e-05,6.1034626902559951e-14,3.4874220211536515e-14,0.00027562449195104812,4.6780748906214135e-09,3.5264342445774579e-06,7.2924635948775399e-11,3.2101466670266656e-12,5.5990640032173301e-10,0.00055395140510340125,6.5404167039543384e-05,0.00048854723806385811,0.0011671480842796653,2.7994225677162482e-07,5.1551005344407507e-06,6.0931253633586811e-06,4.0633846164877149e-08,8.4551502957071402e-10,0.001103681916610624,2.878493170613362e-06
2.1536058286907e-06,0.6385928341778916,8.8519884770028466e-07,0.0007610581134016635,0.00035670656450823766,8.209880608985578e-08,0.0069496413902034662,0.0,0.0,0.0020340490737326259,0.026691977731237222,154.0,0.0,0.25618921409406126,1.0,18.92741571223381,0.014045088074425184,5.4967562059095569e-08,0.0039191262154524295,0.021396879164203995,0.10486007978048983,0.00066869523252654128,6.6892091134182799e-09,4.3715646043836074e-05,0.20113276676852831,9.1114658105618211e-12,0.15819528497246793,2.8226057477012493e-06,0.094826784340709999,0.022652865866988517,6.4006489590828547e-06,1.480744350370846e-05,4.0298891568739027e-06,0.10708031034276962,0.00016666953852565374,0.0058451144580257824,0.027657200728733254,0.028494837329890239,3.1364391813157365e-06,4.0331645964467291e-13,6.8652800590160517e-11,8.4438297211547836e-10,1.6416698580263105e-05,0.0025465144003167764,0.00028761838281924078,0.00032362580907470466,0.0001018439916885301,0.0017750453139537211,1.4914711817699016e-10,0.0030901699576246239,0.0025023418881668165,7.5267462496558871e-06,1.8770502481045801e-05,3.2032436847238631e-06,6.2607123766146726e-09,2.7538549492893734e-08,9.3250654225694645e-05,6.2213055635811369e-14,3.5547555746346019e-14,0.00028201053136224822,4.7864628319503145e-09,3.5970181223722641e-06,7.4382359488329685e-11,3.2743998430465507e-12,5.710986234355165e-10,0.00057675633676837522,6.788633701689011e-05,0.00050886999975148517,0.0011745235892954293,2.8175958967595156e-07,5.1946528334945087e-06,6.1398297081423386e-06,4.0944557490825372e-08,8.5199597851513784e-10,0.0011340373727005218,2.9575961886700319e-06
2.1848934044089613e-06,0.63859363392733,8.8377483902098165e-07,0.00077842633742566871,0.0003595366541494554,8.3627152537694854e-08,0.007086342850163063,0.0,0.0,0.0020398604532906885,0.026934580499681546,154.0,0.0,0.25260968968538189,1.0,18.926959929616103,0.013858632248167961,5.4461424501317942e-08,0.0038205432386292635,0.021058187012044396,0.10531113760687859,0.00065186046025912745,6.5831585518784463e-09,4.3022579190260493e-05,0.20292887624710787,8.8820796201356903e-12,0.15886577283609926,2.7516215473882523e-06,0.095282624544789377,0.022589649938909013,6.3826253772451039e-06,1.4939752785583268e-05,4.0185415483722745e-06,0.10780792897118201,0.00016573845549140806,0.0058140396128600223,0.02789863732336605,0.028427090768587276,3.1577553175618722e-06,3.9692228970868467e-13,6.9117533615534737e-11,8.4262466937728815e-10,1.64541135810057e-05,0.0025728494815021033,0.00029058911533243073,0.00032698071485879406,0.00010289867453173655,0.001811259084128947,1.5069326969138906e-10,0.003175614822012784,0.0025646701204738494,7.5591622716346145e-06,1.9123242792583391e-05,3.2633602235480093e-06,6.3783653978681686e-09,2.807174250635111e-08,9.5056681632294614e-05,6.3380632611748181e-14,3.6214690758700385e-14,0.00028835585118497793,4.8941596544389724e-09,3.6669926104184981e-06,7.5827433600678175e-11,3.3380982857760202e-12,5.8219372580289323e-10,0.00060001125334552437,7.0411733427444713e-05,0.00052959951991807968,0.00118168952412904,2.8352738213264068e-07,5.2333813868451514e-06,6.1855640230046309e-06,4.1248774640650427e-08,8.5834232081083206e-10,0.0011646011912269634,3.0372397810544864e-06
2.2161809801272228e-06,0.6385944253395752,8.8245879755790763e-07,0.00079580575255255414,0.00036231265934249358,8.5161733101442045e-08,0.0072227900564600014,0.0,0.0,0.0020457224891218622,0.027173688928223534,154.0,0.0,0.24910066196359149,1.0,18.926510372830382,0.01367428739310912,5.3964417050355847e-08,0.0037248641916628081,0.020725506989779416,0.10574711854262699,0.00063552205437830949,6.4789950206357067e-09,4.2341844551572963e-05,0.20470846717629185,8.6594567878655517e-12,0.15951507385357991,2.6827283516989388e-06,0.095727024901595112,0.022527144568196513,6.3648056383349854e-06,1.50708448826428e-05,4.0073222766423589e-06,0.10852088870979654,0.00016482031259268555,0.0057829986628383269,0.028133803430397907,0.028356189977525585,3.1786419909120669e-06,3.9064189563408537e-13,6.9572869477748303e-11,8.4077075742712332e-10,1.6489054740470956e-05,0.0025986263351992522,0.0002934967419824068,0.00033026455315761832,0.0001039309524947453,0.0018472511767163161,1.5220666884052161e-10,0.003261620022545765,0.0026272953682000984,7.5904951825532973e-06,1.9472637044689003e-05,3.3229038676526606e-06,6.4949023746730125e-09,2.86001219980533e-08,9.6846412828000301e-05,6.4537082887827775e-14,3.6875468150781584e-14,0.00029465808253280551,5.0011251518313504e-09,3.7363393471118226e-06,7.7259480281027424e-11,3.4012252804719715e-12,5.9318880514884138e-10,0.00062371219353438026,7.2979906961519837e-05,0.00055073228657286078,0.001188653403713949,2.8524742845311019e-07,5.2713186086979234e-06,6.2303666775629184e-06,4.1546753479102249e-08,8.6455938083483647e-10,0.0011953678682850716,3.1174095991538527e-06
2.247468555845484e-06,0.6385952085106913,8.8124772094881329e-07,0.00081319321208980452,0.00036503557559837066,8.6702637057860118e-08,0.007358967404490345,0.0,0.0,0.0020516339224374686,0.027409369572548217,154.0,0.0,0.24566014768764452,1.0,18.926066853787713,0.01349209375748849,5.3476269254533842e-08,0.0036319861457963631,0.020398710333229549,0.10616834709505014,0.0006196623991432743,6.3766779509987111e-09,4.1673177001455911e-05,0.20647183557097074,8.4433572863236782e-12,0.16014387956047357,2.6158520432779971e-06,0.096160321362429566,0.022465363449333149,6.3471935074185125e-06,1.5200741615531374e-05,3.9962337123090978e-06,0.10921958483010064,0.00016391523195856105,0.0057520321759330448,0.028362823412496709,0.028282307850137155,3.1991107824124071e-06,3.8447283138660708e-13,7.0019062046844449e-11,8.388262958462182e-10,1.6521602117653032e-05,0.0026238520103636963,0.00029634206135464294,0.00033347822077372261,0.00010494110964290909,0.0018830143053764838,1.5368772892741179e-10,0.0033481669896821345,0.0026902077271548103,7.6207682986891265e-06,1.98186083449408e-05,3.3818615644460341e-06,6.6102976603134631e-09,2.9123559767451815e-08,9.8619413175252555e-05,6.5682152958006487e-14,3.7529743073264606e-14,0.00030091499948847901,5.1073215444359801e-09,3.8050413108165039e-06,7.8678149219031059e-11,3.4637653321789838e-12,6.0408117183322186e-10,0.00064785508278662014,7.5590400937834853e-05,0.0005722646818487854,0.0011954225353608154,2.8692147350584842e-07,5.3084960720061006e-06,6.2742750441051582e-06,4.1838743219716802e-08,8.7065234457000493e-10,0.001226332088811732,3.1980917876379686e-06
2.2787561315637456e-06,0.6385959835372461,8.8013864287717233e-07,0.0008305857153869231,0.00036770637678397688,8.8249953031546089e-08,0.0074948601472162391,0.0,0.0,0.0020575935011901423,0.027641687081159928,154.0,0.0,0.2422862387348185,1.0,18.925629192541891,0.01331208521458906,5.2996721403697043e-08,0.0035418106466139575,0.020077671257381233,0.10657513913689882,0.00060426465451391038,6.2761677351143008e-09,4.101631769211143e-05,0.20821926872481591,8.2335516575014913e-12,0.16075285539349379,2.5509217331307552e-06,0.096582838020488018,0.022404318147335105,6.3297921705379228e-06,1.5329464161790213e-05,3.9852778614475551e-06,0.109904398600445,0.00016302330283066453,0.0057211769436506296,0.02858582042175872,0.028205608620157887,3.2191728626570664e-06,3.7841270886528983e-13,7.0456356139478418e-11,8.3679609325548231e-10,1.6551832516188272e-05,0.0026485335229077395,0.00029912586840531182,0.00033662261040039117,0.0001059294286935043,0.001918541687539079,1.5513686136121513e-10,0.0034352376157028215,0.0027533976273725392,7.6500043157251298e-06,2.0161086012184468e-05,3.4402213185536789e-06,6.7245276797589548e-09,2.964193737786935e-08,0.00010037528112099245,6.6815609849408139e-14,3.8177382409115028e-14,0.00030712451426462344,5.2127133969903328e-09,3.8730827680218903e-06,8.008311672167627e-11,3.525704118530581e-12,6.1486834057987503e-10,0.00067243574171864937,7.8242751990976596e-05,0.00059419298972767276,0.0012020040216305808,2.8855121388399009e-07,5.3449445203581874e-06,6.3173255016730157e-06,4.2124986463185929e-08,8.7662626016963519e-10,0.0012574887218174278,3.2792729717941785e-06
2.310043707282007e-06,0.6385967505170076,8.791286372168327e-07,0.00084798040229671137,0.00037032601596938573,8.980376884616047e-08,0.007630454355382071,0.0,0.0,0.0020635999797116887,0.027870704263451618,154.0,0.0,0.23897709855859084,1.0,18.925197216874643,0.013134289759696362,5.2525524009922816e-08,0.0034542434879112358,0.019762266951518004,0.10696780221525469,0.00058931270303895803,6.1774256940488951e-09,4.0371013847277854e-05,0.20995104555511107,8.0298202892325754e-12,0.1613426418308023,2.4878695872046709e-06,0.096994887624528486,0.022344018251225686,6.3126042427679042e-06,1.5457033081292915e-05,3.9744563706618476e-06,0.11057569787639836,0.00016214458432102085,0.0056904662591595514,0.028802916306083882,0.028126248337473615,3.2388390093004949e-06,3.7245919597996342e-13,7.0884987976953988e-11,8.3468472103997333e-10,1.6579819642407624e-05,0.0026726778487725896,0.00030184895346364464,0.00033969860970279659,0.00010689619072899015,0.0019538270208545095,1.5655447523384584e-10,0.0035228142412648232,0.0028168558204968823,7.6782253309588665e-06,2.0500005320182836e-05,3.4979721512773534e-06,6.8375708441999777e-09,3.0155145773037212e-08,0.00010211364689804314,6.7937240334936157e-14,3.881826432373991e-14,0.00031328467242583186,5.3172675375660773e-09,3.9404492227275052e-06,8.1474084667997041e-11,3.5870284436792724e-12,6.2554802245201102e-10,0.00069744989419651907,8.0936490729752934e-05,0.00061651340346676625,0.0012084047633414564,2.9013829820236935e-07,5.3806938710945876e-06,6.3595534517838315e-06,4.2405719300581158e-08,8.8248604014092269e-10,0.001288832815650533,3.360940245268249e-06
2.3413312830002685e-06,0.6385975095485827,8.782148215801247e-07,0.00086537454780079336,0.00037289542620185033,9.1364171389822014e-08,0.0077657368798793123,0.0,0.0,0.0020696521182916967,0.028096482155362885,154.0,0.0,0.23573095884171955,1.0,18.924770761890898,0.012958729973280415,5.2062437316803025e-08,0.0033691944849113128,0.019452377558775141,0.10734663584636489,0.0005747911095259487,6.0804140811262019e-09,3.9737018783390441e-05,0.21166743693095824,7.8319528656863009e-12,0.16191385547694342,2.4266306630635026e-06,0.097396772065225026,0.022284471517777783,6.2956318170726102e-06,1.5583468340454468e-05,3.9637705577961245e-06,0.11123383766844033,0.00016127910797658038,0.0056599301760912653,0.029014231525940529,0.02804437531946484,3.2581196237715288e-06,3.6661001684554336e-13,7.1305185544276923e-11,8.3249652636398092e-10,1.6605634255000081e-05,0.0026962919177056311,0.00030451210143370166,0.00034270710051374266,0.0001078416749442136,0.0019888644608190486,1.5794097694934505e-10,0.0036108796422610347,0.0028805733676177015,7.7054528644998539e-06,2.0835307256884713e-05,3.5551040593421561e-06,6.9494074707481315e-09,3.066308490216136e-08,0.00010383417125477571,6.9046850132051395e-14,3.9452277807196265e-14,0.00031939364818117156,5.4209529776713621e-09,4.0071273672616764e-06,8.2850779491710543e-11,3.6477261935273182e-12,6.3611811704122755e-10,0.00072289317510124682,8.3671142367045594e-05,0.00063922203273420136,0.0012146314626940438,2.9168432756018e-07,5.4157732222244565e-06,6.4009933281550804e-06,4.2681171364697356e-08,8.8823646269503123e-10,0.001320359593300356,3.4430811578424804e-06
2.37261885871853e-06,0.6385982607301676,8.7739436033598773e-07,0.00088276555681897145,0.00037541552125670103,9.2931246493581668e-08,0.0079006953160517136,0.0,0.0,0.0020757486828377391,0.028319080082576158,154.0,0.0,0.23254611633131683,1.0,18.924349669624746,0.012785423452597594,5.1607230834753061e-08,0.0032865772502106991,0.019147886150033891,0.1077119317971728,0.00056068510158004256,5.9850960990827811e-09,3.9114092020354592e-05,0.21336870598577953,7.6397481020389361e-12,0.1624670900951703,2.367142761482903e-06,0.097788782835954102,0.022225684006187397,6.2788765371068151e-06,1.5708789335281286e-05,3.9532214578113533e-06,0.11187916067947271,0.00016042688016437105,0.0056295957493538379,0.029219885080744492,0.02796013056908821,3.277024746689173e-06,3.6086295282073332e-13,7.1717168848288729e-11,8.302356442329318e-10,1.6629344306529887e-05,0.0027193826075128228,0.00030711609150368133,0.00034564895813443664,0.00010876615842668125,0.0020236485992509135,1.5929676990150036e-10,0.003699417017084958,0.0029445416275422644,7.7317078795099048e-06,2.1166938289757313e-05,3.6116079709040482e-06,7.0600197041236307e-09,3.1165663355365914e-08,0.0001055365442198189,7.0144263048371222e-14,4.0079322185922348e-14,0.00032544973975405137,5.5237408336656211e-09,4.073105034333074e-06,8.4212951183087656e-11,3.7077862920713157e-12,6.4657670480259268e-10,0.00074876113778291899,8.6446227322879493e-05,0.0006623149104600395,0.0012206906264810211,2.931908569907093e-07,5.4502108693105387e-06,6.441678601425636e-06,4.2951565875136756e-08,8.9388217239942273e-10,0.0013520644477443948,3.5256837029836894e-06
