Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668)
1.915168435518262e-05,0.6754254609808111,3.4156046337322855e-09,2.1227377337842384e-05,3.0765974319228651e-05,6.8777013710817347e-10,0.0040423114104201872,0.0,0.0,0.00060082936318216424,0.019379677283004541,154.0,0.0,0.56727332522728124,1.0,18.874288981514137,0.0065517832875318415,6.9867870836244383e-10,0.0026363059031181066,0.0075995850168013301,0.0097654158178609261,0.0019985804746200878,5.0040619083894581e-09,3.3597764010961467e-05,0.010090661169664469,5.610682696103444e-11,0.15321219160585234,3.3220926109629605e-07,0.0126444100203187,0.0024846320823303952,1.2053636125670867e-06,2.842767714167528e-07,8.4636326816809264e-07,0.12728950297178737,3.4799473222510965e-05,0.0014807368573419046,0.003168827593806879,0.096358886543509367,6.6963436084830639e-07,5.9345146864903843e-13,2.8161143461188622e-11,1.9909967828934056e-10,1.4115250045976034e-06,0.00020636408505232136,0.00012041941269957581,1.3316986564805355e-05,4.35092825787481e-05,0.0020362457904290706,3.2781530498858837e-12,0.0016768933025266689,0.0001761356682166179,2.6758467772794895e-07,3.9847221323037396e-06,3.0221118865189741e-06,2.6849642302904832e-10,1.473310887711112e-09,8.7371670889258502e-06,1.2520236368996185e-13,7.0451838877186281e-14,0.00030880284137648341,2.6489510159437177e-09,6.1358351227171245e-07,2.3012376046487468e-11,6.0514067478916842e-14,1.7545412274116105e-10,9.2229411915514313e-05,1.5024022562786216e-07,1.3378962038915299e-05,0.00051631646592866518,6.0942954990663618e-09,6.4111674614394667e-08,6.9190003207798718e-07,1.5709289905379748e-09,2.7798114871943104e-11,2.4821723565725431e-05,2.0259018319691781e-07,1.4984454131744425e-11,2.8639675360528015e-05,7.8700209650971146e-05,2.9297895754857904e-08,1.1708453360877904e-08,7.0717203392364739e-05
1.9277107585630436e-05,0.6754242343683615,3.4191104187709544e-09,2.135361043924539e-05,3.0918174576082192e-05,6.944633136644292e-10,0.0040879613613812021,0.0,0.0,0.00060161894356961486,0.019489774215473248,154.0,0.0,0.5656646014673028,1.0,18.873777960074701,0.0065323268984717794,6.9714004531872358e-10,0.0026277701788572014,0.0075751084689005066,0.0098114879874944636,0.0019920620003682386,4.9878189640913079e-09,3.3488707280206897e-05,0.010143208711563545,5.592383162432209e-11,0.15379780549896685,3.3113378284646293e-07,0.012706730843748565,0.0024844663390801696,1.2052527617177475e-06,2.8575761142237595e-07,8.4628543770224088e-07,0.12783116162786767,3.479539445114271e-05,0.0014847957073663058,0.0031924388399577875,0.096685304636909622,6.7248397537720221e-07,5.9152515364154757e-13,2.8280263009110006e-11,1.9977440374857763e-10,1.4164138693516435e-06,0.00020751491602892053,0.00012108849102857634,1.3391420963863941e-05,4.3751634141853153e-05,0.0020585363322076153,3.2964760654796232e-12,0.0016983123351008676,0.00017837501400271629,2.6884753043050308e-07,4.0350006781486937e-06,3.0601678320812446e-06,2.7188426551426865e-10,1.4926262537533241e-09,8.8517580250771649e-06,1.2677897452232675e-13,7.133900369628684e-14,0.00031344014572131252,2.6887304170353391e-09,6.2165262189993936e-07,2.3314418122101254e-11,6.1309875441182865e-14,1.7775699350049843e-10,9.41407731904119e-05,1.527013362460332e-07,1.3630690666418275e-05,0.00051983711640858361,6.1359103777668897e-09,6.4559003185109204e-08,6.9671066345965214e-07,1.5818499434427789e-09,2.7991389160104894e-11,2.5029085607811405e-05,2.0427755804855721e-07,1.5152086134574382e-11,2.9213065410416409e-05,8.0357381187747576e-05,2.9543557282682023e-08,1.1806334792276835e-08,7.1897224030914567e-05
1.940253081607825e-05,0.6754230167543496,3.4226782967663767e-09,2.1479061782860859e-05,3.1069782242686828e-05,7.0118831494274863e-10,0.0041337695688273158,0.0,0.0,0.00060241121742234745,0.019599660859594227,154.0,0.0,0.56406470006272247,1.0,18.873269394496898,0.0065129804837510824,6.9561034247575396e-10,0.0026192805727634346,0.0075507652498609124,0.0098573944279734486,0.0019855790123201097,4.9716652021871389e-09,3.3380249328875819e-05,0.010195633008818919,5.5741832503832619e-11,0.15437976198684872,3.3006411459682749e-07,0.012768850125531535,0.0024842862663551281,1.2051351043094414e-06,2.8723497783283473e-07,8.4620282788512818e-07,0.12837013945615963,3.479090787128953e-05,0.0014887868322310191,0.0032160166114499449,0.097009188687288736,6.753194861512087e-07,5.8960941512742573e-13,2.8398786757427664e-11,2.0044389428690206e-10,1.4212660089472611e-06,0.00020866206477574133,0.00012175540396276338,1.3465617205345993e-05,4.3993199635745439e-05,0.0020808790591240398,3.3147404554238822e-12,0.0017198405475863387,0.00018062519343239403,2.7010584014889915e-07,4.0854942193074285e-06,3.0983852711385076e-06,2.7528659470335651e-10,1.5120323411957502e-09,8.9668876644800184e-06,1.2836227583077378e-13,7.2229933271331717e-14,0.00031810557259525339,2.7287510568480617e-09,6.2975983770338165e-07,2.3617876761360801e-11,6.2109441587319168e-14,1.800706646194974e-10,9.6077165338825335e-05,1.5518448746406377e-07,1.3885149961717589e-05,0.00052335334002128852,6.1774736167068912e-09,6.5005852419459211e-08,7.0151596035898035e-07,1.5927587839130854e-09,2.8184449127485602e-11,2.5236248029058297e-05,2.0596324223072548e-07,1.5319903839757591e-11,2.9792837883386468e-05,8.2036830889643681e-05,2.9788993458542752e-08,1.1904122598531264e-08,7.3087060069047867e-05
1.9527954046526067e-05,0.675421808063214,3.4263077200943438e-09,2.1603738527733288e-05,3.1220800304386125e-05,7.0794528798168254e-10,0.0041797348497582005,0.0,0.0,0.00060320617761333139,0.019709338696921711,154.0,0.0,0.56247354819959083,1.0,18.872763264119882,0.0064937432326616249,6.9408952287372591e-10,0.0026108367057181645,0.0075265542740123636,0.0099031360057276838,0.0019791312166788557,4.9555998907904247e-09,3.3272385243009303e-05,0.010247934734217378,5.5560821351707686e-11,0.15495809137843844,3.2900020859172526e-07,0.012830768953147767,0.0024840920442187374,1.2050107269982917e-06,2.887088896125758e-07,8.4611549956374271e-07,0.12890645851536514,3.4786018686221497e-05,0.0014927109853471892,0.0032395606338748639,0.097330560391482454,6.7814100922168823e-07,5.8770416630934463e-13,2.8516719644190924e-11,2.0110819471452362e-10,1.4260817330996262e-06,0.00020980554250479424,0.00012242015826676521,1.3539576014601926e-05,4.423398153308738e-05,0.0021032731816486528,3.3329463982732946e-12,0.0017414775091551913,0.00018288614874666703,2.7135963063639835e-07,4.1362006113166312e-06,3.1367625753374292e-06,2.7870326609920712e-10,1.5315283059157762e-09,9.0825509980515441e-06,1.2995220015463501e-13,7.312458964195054e-14,0.00032279890250746238,2.7690110525608189e-09,6.3790480624365446e-07,2.3922738684517551e-11,6.2912731059814338e-14,1.8239503484887079e-10,9.8038705771698054e-05,1.5768969067061699e-07,1.4142344139184727e-05,0.00052686514411511151,6.2189852995088611e-09,6.5452222502454472e-08,7.0631592614162304e-07,1.6036555196226811e-09,2.8377294909305274e-11,2.5443209584495382e-05,2.0764722609146196e-07,1.5487901542824407e-11,3.0378999743176878e-05,8.373867194184272e-05,3.003420273664242e-08,1.2001816191141878e-08,7.4286702027870027e-05
1.9653377276973883e-05,0.6754206082205179,3.4299981445012112e-09,2.1727647808865884e-05,3.1371231730754121e-05,7.1473438018170154e-10,0.0042258560298170265,0.0,0.0,0.00060400381702862356,0.019818809197302511,154.0,0.0,0.56089107373662228,1.0,18.872259548476478,0.0064746143350932431,6.9257751027723483e-10,0.0026024382021162312,0.0075024744657649451,0.0099487135814231749,0.0019727183223678933,4.9396223048026729e-09,3.3165110154224065e-05,0.010300114555854754,5.5380789996455748e-11,0.15553282370501953,3.2794201751801869e-07,0.012892488406623336,0.0024838838508562259,1.2048797155355064e-06,2.9017936559380535e-07,8.4602351294967119e-07,0.1294401406627958,3.4780732049575115e-05,0.0014965689135656378,0.0032630706364927377,0.097649441246476121,6.8094865958048377e-07,5.8580932119499808e-13,2.8634066562417043e-11,2.0176734942894366e-10,1.4308613486870266e-06,0.00021094536039260745,0.00012308276068283592,1.3613298114689979e-05,4.4473982298193869e-05,0.002125717917099841,3.3510940720182477e-12,0.0017632227907645552,0.00018515782235974346,2.7260892548822796e-07,4.18711771383297e-06,3.1752981196729312e-06,2.8213413548232757e-10,1.5511133047701869e-09,9.1987430224831613e-06,1.3154868017195665e-13,7.4022934925827806e-14,0.00032751991566679962,2.8095085187765612e-09,6.4608717450460982e-07,2.422899062960931e-11,6.3719709042799744e-14,1.847300030749405e-10,0.00010002551098931693,1.6021694875934371e-07,1.4402277288822138e-05,0.00053037253616677676,6.2604455113178839e-09,6.5898113641685743e-08,7.1111056440859424e-07,1.6145401587783293e-09,2.8569926650239972e-11,2.5649969083609818e-05,2.0932950041742265e-07,1.5656073675354479e-11,3.0971557774240348e-05,8.5463016751735475e-05,3.027918363643155e-08,1.2099415007349261e-08,7.5496140379887317e-05
1.97788005074217e-05,0.6754194171501945,3.4337490303570836e-09,2.1850796720787447e-05,3.152107947181676e-05,7.2155573947351834e-10,0.0042721319475688187,0.0,0.0,0.00060480412859813639,0.019928073813058882,154.0,0.0,0.55931720553393804,1.0,18.871758227387904,0.0064555929824854658,6.9107422952905991e-10,0.002594084691546671,0.0074785247645570794,0.0099941280071031875,0.0019663400423929949,4.9237317294067841e-09,3.3058419263167052e-05,0.010352173134808526,5.5201730381190563e-11,0.15610398858427937,3.2688949471677119e-07,0.012954009554834731,0.0024836618616488251,1.2047421543041641e-06,2.9164642441087683e-07,8.4592692729385085e-07,0.12997120745572655,3.477505304357623e-05,0.0015003613539171813,0.0032865463540508767,0.097965852451561752,6.8374255064090652e-07,5.8392479501139009e-13,2.8750832336911112e-11,2.0242140221290329e-10,1.4356051583628932e-06,0.00021208152957021643,0.00012374321792254161,1.3686784225627304e-05,4.4713204383470743e-05,0.0021482124930210524,3.3691836539005226e-12,0.0017850759660483721,0.00018744015695041104,2.7385374806319519e-07,4.2382433943142264e-06,3.2139902851604139e-06,2.8557905915887381e-10,1.5707864964797611e-09,9.3154587454568368e-06,1.3315164881020586e-13,7.4924931380998108e-14,0.0003322683918789602,2.8502415666398377e-09,6.5430659020273861e-07,2.4536619362912091e-11,6.4530340792662425e-14,1.8707546839932613e-10,0.00010203769611634405,1.6276625820540816e-07,1.4664953302555165e-05,0.0005338755238429992,6.3018543395562929e-09,6.6343526079695043e-08,7.1589987911489121e-07,1.6254127103904499e-09,2.8762344509187601e-11,2.5856525415063648e-05,2.1101005663848031e-07,1.582441482848103e-11,3.1570518496409813e-05,8.7209976555583453e-05,3.0523934771449419e-08,1.2196918521826531e-08,7.6715365528046226e-05
1.9904223737869514e-05,0.6754182347808272,3.4375598415522751e-09,2.1973192323731035e-05,3.1670346449591238e-05,7.2840951419656865e-10,0.0043185614516757414,0.0,0.0,0.00060560710526610668,0.020037133982861385,154.0,0.0,0.55775187323245767,1.0,18.871259280900375,0.0064366783679375332,6.8957960631260112e-10,0.0025857758076765413,0.0074547041215063531,0.010039380128080994,0.0019599960929174145,4.9079274576505861e-09,3.2952307823291073e-05,0.010404111126678533,5.5023634537666918e-11,0.15667161531124729,3.2584259404274218e-07,0.013015333457958021,0.0024834262498255955,1.2045981266490592e-06,2.9311008454372379e-07,8.4582580111817339e-07,0.13049968021738775,3.4768986692277263e-05,0.0015040890357593663,0.0033099875255732979,0.098279814973787585,6.865227945849526e-07,5.8205050391825693e-13,2.8867021740151905e-11,2.0307039636953358e-10,1.4403134614814726e-06,0.0002132140611163735,0.0001244015366653333,1.3760035064302116e-05,4.4951650230718326e-05,0.0021707561449534995,3.3872153203916697e-12,0.0018070366107381418,0.00018973309540539862,2.7509412153558304e-07,4.2895755235145351e-06,3.2528374554646976e-06,2.8903789365711596e-10,1.5905470405276574e-09,9.432693179147273e-06,1.3476103910661211e-13,7.5830541327259717e-14,0.00033704411066242767,2.891208304831465e-09,6.6256270146710503e-07,2.484561166760266e-11,6.5344591606479018e-14,1.8943133005250484e-10,0.00010407537519413422,1.6533762594716276e-07,1.4930375923469277e-05,0.00053737411495658805,6.3432118733796064e-09,6.6788460083250848e-08,7.2068387446866925e-07,1.636273184043072e-09,2.8954548655217052e-11,2.6062877527699359e-05,2.1268888667197375e-07,1.599291968386138e-11,3.2175888224971719e-05,8.8979661644717777e-05,3.0768454826953244e-08,1.2294326237699318e-08,7.7944367823198533e-05
2.002964696831733e-05,0.6754170610391159,3.4414300453051555e-09,2.2094841638824703e-05,3.1819035560822348e-05,7.3529585306959752e-10,0.0043651434005248764,0.0,0.0,0.00060641273999267778,0.02014599113223639,154.0,0.0,0.55619500722063553,1.0,18.870762689275619,0.0064178696869898319,6.880935671158028e-10,0.002577511188070362,0.0074310114988987664,0.010084470783183265,0.0019536861931264641,4.892208790115408e-09,3.2846771138629701e-05,0.010455929181784313,5.4846494582479031e-11,0.15723573287172526,3.2480126984154967e-07,0.01307646116778643,0.0024831771865682982,1.20444771492757e-06,2.9457036432342642e-07,8.4572019225119671e-07,0.13102558004668258,3.4762537964999354e-05,0.0015077526810441217,0.0033333938942008514,0.09859134955762705,6.8928950241442584e-07,5.8018636496876426e-13,2.8982639494375348e-11,2.0371437474232164e-10,1.4449865542345069e-06,0.00021434296605771133,0.00012505772355826019,1.3833051344308507e-05,4.5189322270092493e-05,0.0021933481161380362,3.4051892471523495e-12,0.0018291043025976731,0.00019203658081748723,2.7633006890182361e-07,4.3411119760910976e-06,3.2918380174509363e-06,2.925104957683191e-10,1.6103940973349284e-09,9.550441341259735e-06,1.3637678423099063e-13,7.6739727159017434e-14,0.00034184685131475755,2.9324068401371037e-09,6.7085515682029822e-07,2.5155954343625878e-11,6.6162426820137382e-14,1.9179748739279881e-10,0.00010613866120047052,1.6793106047014871e-07,1.5198548764141646e-05,0.00054086831745767399,6.3845182035717444e-09,6.7232915942856607e-08,7.2546255492390213e-07,1.6471215898774909e-09,2.9146539267273323e-11,2.6269024425264476e-05,2.1436598287702825e-07,1.6161583072122894e-11,3.278767308307541e-05,9.0772181375858713e-05,3.1012742554027844e-08,1.2391637684033182e-08,7.9183137570269335e-05
2.0155070198765145e-05,0.6754158958535532,3.4453591121833479e-09,2.2215751647574301e-05,3.1967149686142835e-05,7.4221490518909245e-10,0.0044118766622475714,0.0,0.0,0.00060722102575601746,0.020254646673525587,154.0,0.0,0.55464653863588176,1.0,18.870268432991313,0.0063991661376864451,6.866160392326447e-10,0.0025692904741698827,0.0074074458702527895,0.010129400804730375,0.0019474100652626066,4.8765750350928676e-09,3.2741804564984213e-05,0.010507627945149109,5.4670302718045301e-11,0.15779636994166468,3.2376547694713249e-07,0.013137393727705091,0.0024829148410038058,1.2042910004932193e-06,2.9602728193175987e-07,8.456101578166107e-07,0.13154892781772376,3.4755711776832713e-05,0.0015113530042952595,0.0033567652072035814,0.098900476724529743,6.9204278394847253e-07,5.7833229613047044e-13,2.9097690270534324e-11,2.0435337971418484e-10,1.4496247296453649e-06,0.00021546825537396575,0.00012571178521718761,1.3905833776078791e-05,4.5426222919608921e-05,0.0022159876575317985,3.4231056090649126e-12,0.0018512786214291924,0.00019435055648688081,2.775616129799587e-07,4.3928506327012319e-06,3.3309903626374045e-06,2.9599672268804136e-10,1.6303268286946567e-09,9.6686982575833416e-06,1.3799881754592961e-13,7.7652451379150125e-14,0.000346676392915559,2.9738352774728377e-09,6.7918360523244556e-07,2.546763420867753e-11,6.6983811813663157e-14,1.94173839913869e-10,0.00010822766604414,1.7054654931338999e-07,1.5469475282764395e-05,0.0005443581394338489,6.4257734225664711e-09,6.7676893974930343e-08,7.3023592519227033e-07,1.6579579386210887e-09,2.9338316534655184e-11,2.6474965166318721e-05,2.1604133805602403e-07,1.6330399970243885e-11,3.3405879001563454e-05,9.2587644212062181e-05,3.1256796769203736e-08,1.2488852415812657e-08,8.043166502849518e-05
2.028049342921296e-05,0.6754147391534265,3.4493465164723746e-09,2.2335929288182462e-05,3.2114691691129569e-05,7.4916682001204655e-10,0.0044587601145720905,0.0,0.0,0.00060803195555080795,0.020363102006090043,154.0,0.0,0.55310639935003048,1.0,18.869776492737,0.0063805669210644502,6.8514695074731065e-10,0.002561113311243889,0.0073840062200718638,0.010174171018631138,0.0019411674345418605,4.8610255082983523e-09,3.2637403507999603e-05,0.010559208056576203,5.4495051230261994e-11,0.15835355489299061,3.227351706754778e-07,0.013198132172815468,0.0024826393802521033,1.2041280637286041e-06,2.9748085540334435e-07,8.4549575425635574e-07,0.13206974418403575,3.4748512989874599e-05,0.001514890712710795,0.0033801012159166027,0.099207216777112944,6.9478274784571506e-07,5.7648821625134847e-13,2.9212178690079955e-11,2.0498745321612785e-10,1.4542282776293812e-06,0.00021658993999884718,0.00012636372822928779,1.3978383067005578e-05,4.5662354586332035e-05,0.0022386740276836175,3.4409645802634376e-12,0.0018735591490501452,0.00019667496592251608,2.7878877641223736e-07,4.4447893801719462e-06,3.3702928873168292e-06,2.9949643202756523e-10,1.6503443981396585e-09,9.7874589641906829e-06,1.3962707261181712e-13,7.8568676601839338e-14,0.00035153251437170343,3.0154917202729982e-09,6.8754769636844842e-07,2.5780638107390778e-11,6.780871203560351e-14,1.9656028731475681e-10,0.00011034250056647154,1.7318409163946213e-07,1.5743158782928857e-05,0.00054784358910562984,6.4669776243839324e-09,6.812039452009029e-08,7.3500399023732023e-07,1.6687822415713644e-09,2.9529880656780491e-11,2.6680698861379756e-05,2.1771494543280776e-07,1.6499365425712741e-11,3.403051172563303e-05,9.4426157691903203e-05,3.1500616350869947e-08,1.2585970012606752e-08,8.1689940415012285e-05
2.0405916659660776e-05,0.6754135908688103,3.4533917362325895e-09,2.2455381447356832e-05,3.2261664417535545e-05,7.5615174739319578e-10,0.0045057926460433844,0.0,0.0,0.00060884552238759466,0.020471358514675936,154.0,0.0,0.55157452206014879,1.0,18.869286849440304,0.0063620712419094243,6.8368623063177532e-10,0.0025529793488600931,0.0073606915451702734,0.01021878224357004,0.0019349580295215827,4.8455595337738938e-09,3.2533563429226975e-05,0.010610670149987098,5.4320732498827774e-11,0.15890731575587427,3.2171030688402757e-07,0.013258677528886979,0.0024823509691884313,1.2039589839311497e-06,2.9893110260698992e-07,8.4537703725040064e-07,0.13258804955117437,3.4740946406373174e-05,0.0015183665052299683,0.0034034016762516045,0.099511589772006054,6.9750950146019855e-07,5.7465404516686163e-13,2.932610931877522e-11,2.0561663667116169e-10,1.4587974846070466e-06,0.00021770803081017854,0.0001270135591468074,1.4050699920974988e-05,4.5897719664933825e-05,0.0022614064936948143,3.45876633401884e-12,0.0018959454695549158,0.00019900975287168464,2.8001158164283188e-07,4.496926111330024e-06,3.4097439925489816e-06,3.0300948180244814e-10,1.6704459708779877e-09,9.9067185070551934e-06,1.4126148318653396e-13,7.9488365552396525e-14,0.00035641499443066514,3.0573742706045763e-09,6.9594708067314595e-07,2.6094952915394161e-11,6.8637093011426175e-14,1.9895672953082242e-10,0.00011248327439525512,1.7584370059404212e-07,1.6019602419935314e-05,0.0005513246748411676,6.5081309048000743e-09,6.8563417945078156e-08,7.3976675529205399e-07,1.6795945106366787e-09,2.9721231843892887e-11,2.6886224677966051e-05,2.1938679869093085e-07,1.6668474624027937e-11,3.466157679384487e-05,9.6287828274725724e-05,3.1744200245594497e-08,1.2682990080907231e-08,8.2957953901759379e-05
2.0531339890108592e-05,0.6754124509294925,3.4574942525927537e-09,2.2574114968124841e-05,3.2408070694031248e-05,7.6316983749410221e-10,0.0045529731538033131,0.0,0.0,0.00060966171930301749,0.020579417572395117,154.0,0.0,0.55005084011647054,1.0,18.868799484217295,0.0063436783082960876,6.8223380856050871e-10,0.0025448882399673922,0.00733750085213224,0.010263235292482705,0.0019287815814243213,4.8301764422654279e-09,3.2430279835228042e-05,0.010662014854622211,5.414733897826213e-11,0.15945768028987314,3.2069084185605314e-07,0.013319030814264207,0.0024820497709009989,1.2037838395258486e-06,3.0037804127954574e-07,8.4525406186612464e-07,0.13310386412830671,3.4733016782284527e-05,0.0015217810742191211,0.0034266663477610588,0.099813615571058958,7.0022315111273913e-07,5.7282970350751512e-13,2.9439486677601405e-11,2.0624097110005887e-10,1.4633326342332079e-06,0.00021882253865110918,0.00012766128449837939,1.4122785039502153e-05,4.613232054069966e-05,0.0022841843294522965,3.4765110430183835e-12,0.0019184371688532292,0.0002013548612754012,2.8123005095829221e-07,4.5492587254437986e-06,3.4493420843804778e-06,3.065357304622852e-10,1.6906307137866011e-09,1.0026471942003046e-05,1.4290198323455955e-13,8.0411481072387038e-14,0.00036132361174638736,3.0994810297322445e-09,7.0438140922772331e-07,2.6410565533133349e-11,6.9468920329357858e-14,2.0136306668664021e-10,0.000114650096183444,1.7852537254663964e-07,1.6298809245321411e-05,0.00055480140512469394,6.5492333609855388e-09,6.9005964639119556e-08,7.4452422581263316e-07,1.6903947582328195e-09,2.9912370315201781e-11,2.7091541827659886e-05,2.2105689186925975e-07,1.6837722886596489e-11,3.5299079583063814e-05,9.8172761565575937e-05,3.1987547452706863e-08,1.2779912248045999e-08,8.4235695626624319e-05
2.0656763120556408e-05,0.675411319268509,3.4616535497280994e-09,2.2692136650133973e-05,3.2553913329711799e-05,7.7022124077479536e-10,0.0046003005434279527,0.0,0.0,0.00061048053933412266,0.020687280540980946,154.0,0.0,0.54853528751015723,1.0,18.868314378369075,0.0063253873316578956,6.807896148973466e-10,0.0025368396408662424,0.0073144331571565182,0.010307530972669234,0.0019226378240589828,4.8148755709700919e-09,3.2327548275878512e-05,0.010713242795133611,5.3974863195692307e-11,0.16000467598892065,3.1967673229699571e-07,0.013379193040014186,0.0024817359467537992,1.2036027081090624e-06,3.0182168902851264e-07,8.4512688258907061e-07,0.13361720793186146,3.4724728825558426e-05,0.00152513510559627,0.0034498949935613966,0.10011331384492882,7.0292380211015581e-07,5.7101511266888765e-13,2.9552315244610357e-11,2.0686049712875526e-10,1.4678340074459617e-06,0.00021993347431831063,0.00012830691078423063,1.4194639121186621e-05,4.6366159588858739e-05,0.0023070068155088097,3.4941988792316213e-12,0.0019410338346387036,0.00020371023526436318,2.8244420649065362e-07,4.6017851262200144e-06,3.4890855723949049e-06,3.1007503675574011e-10,1.7108977950185807e-09,1.0146714332405514e-05,1.4454850686690578e-13,8.1337986085830496e-14,0.0003662581448912707,3.141810098221189e-09,7.1285033366212409e-07,2.6727462883289769e-11,7.0304159631746069e-14,2.0377919907631739e-10,0.00011684307362393771,1.8122909023976188e-07,1.6580782153915393e-05,0.00055827378855287607,6.5902850914430536e-09,6.9448035010967206e-08,7.4927640745953754e-07,1.7011829972381306e-09,3.0103296298125329e-11,2.7296649564653111e-05,2.2272521934983478e-07,1.7007105602935384e-11,3.5943025312129235e-05,0.00010008106237978254,3.2230657022616566e-08,1.2876736161506674e-08,8.5523155694957063e-05
2.0782186351004223e-05,0.6754101958171483,3.4658691153998227e-09,2.2809453239993305e-05,3.2699195118885655e-05,7.7730610802957184e-10,0.0046477737302128043,0.0,0.0,0.00061130197553839992,0.020794948769026787,154.0,0.0,0.54702779896785492,1.0,18.867831513409076,0.0063071975275809933,6.7935358079697742e-10,0.0025288332116722816,0.0072914874874465407,0.010351670084926759,0.0019165264942251786,4.7996562645939471e-09,3.2225364351469782e-05,0.010764354590877656,5.3803297762204581e-11,0.16054833004206137,3.1866793539279565e-07,0.013439165208807223,0.0024814096561096908,1.2034156663033363e-06,3.0326206331210347e-07,8.4499555322100193e-07,0.1341281007569913,3.4716087191541934e-05,0.0015284292778395515,0.0034730873808820942,0.10041070404482436,7.0561155859510964e-07,5.692101949370716e-13,2.9664599447694429e-11,2.074752549300054e-10,1.4723018820678775e-06,0.00022104084856978441,0.00012895044447909371,1.4266262861995251e-05,4.6599239174496132e-05,0.0023298732400805961,3.5118300139800382e-12,0.0019637350566656313,0.00020607581919260091,2.8365407019365325e-07,4.6545032247162967e-06,3.5289728718876265e-06,3.1362725992678912e-10,1.7312463848168512e-09,1.0267440753988164e-05,1.4620098843121654e-13,8.226784364990027e-14,0.00037121837237495095,3.1843595760981971e-09,7.2135350642718126e-07,2.7045631920306992e-11,7.1142776641897676e-14,2.0620502723612663e-10,0.00011906231329325679,1.839548480898997e-07,1.6865523876984252e-05,0.00056174183385104218,6.6312861962175299e-09,6.9889629494122669e-08,7.5402330614386341e-07,1.7119592410995849e-09,3.0294010030150683e-11,2.7501547191130236e-05,2.243917759022593e-07,1.7176618294424837e-11,3.6593419020644442e-05,0.00010201283456818261,3.2473528063094834e-08,1.2973461491461373e-08,8.6820324176320606e-05
2.090760958145204e-05,0.6754090805085913,3.4701404408861624e-09,2.2926071430906106e-05,3.2843918840382202e-05,7.84424590370417e-10,0.0046953916389019506,0.0,0.0,0.00061212602099163763,0.020902423592358197,154.0,0.0,0.54552830992969625,1.0,18.867350871056647,0.0062891081159693425,6.7792563818120103e-10,0.0025208686162094276,0.0072686628808256281,0.010395653423729197,0.0019104473316223242,4.7845178750707728e-09,3.212372371082091e-05,0.010815350856061593,5.3632635370292438e-11,0.16108866934247829,3.1766440879645391e-07,0.013498948315150543,0.0024810710564018672,1.2032227897942939e-06,3.0469918144337613e-07,8.4486012690580945e-07,0.13463656218411574,3.4707096483993441e-05,0.0015316642621894699,0.0034962432809478613,0.1007058054090012,7.0828652358053201e-07,5.674148734553238e-13,2.9776343666211622e-11,2.0808528423679386e-10,1.4767365328973558e-06,0.00022214467212188803,0.00012959189203066399,1.4337656955175031e-05,4.6831561652561644e-05,0.0023527828988344989,3.5294046179155827e-12,0.0019865404266979215,0.00020845155763389347,2.8485966384765914e-07,4.7074109391230112e-06,3.5690024036634529e-06,3.1719225970002177e-10,1.7516756554512738e-09,1.0388646294458925e-05,1.4785936250338501e-13,8.3201016950206495e-14,0.00037620407267581718,3.227127563122013e-09,7.2989058079784375e-07,2.7365059630518657e-11,7.198473716439721e-14,2.0864045194548109e-10,0.00012130792067313128,1.8670265751724652e-07,1.7153037031000523e-05,0.00056520554986773559,6.6722367768301139e-09,7.0330748545199713e-08,7.5876492801086138e-07,1.7227235037955703e-09,3.048451175817236e-11,2.7706234054706421e-05,2.2605655666288526e-07,1.7346256592205976e-11,3.7250265575814152e-05,0.00010396818098461349,3.271615973623278e-08,1.3070087929560076e-08,8.8127191107316785e-05
