Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200)
3.6422230867685045e-07,0.9206893686054671,2.5859109600737808e-06,2.9350962341783547e-07,1.3715201903553136e-07,7.8488388373951939e-09,3.4007487799039095e-07,0.0,0.0,0.0018655571957052293,0.0022567343952653186,154.0,0.0,0.69593000626928669,1.0,18.989692630957119,0.019290052141489562,1.8166090899730976e-07,0.020767523729710597,0.048021304766432842,0.054294072608252746,0.0021484265856661221,9.7415044954699021e-09,6.3458077954343069e-05,0.085119225802140194,2.7511583252109674e-11,0.028786529472445345,1.7485232421001234e-05,0.031339234060062816,0.024924838057208631,4.6495330881259765e-06,6.8197971011783173e-06,2.8985909180200501e-06,0.0102504205000871,0.00010467480301540036,0.0013244849027598991,0.0017742642336487132,0.0039652495270225798
3.6757948364076607e-07,0.9206904713327047,2.5959825009569014e-06,2.9823393178355176e-07,1.3891711727016905e-07,8.0319338500378154e-09,3.4811379347379133e-07,0.0,0.0,0.0018731574740557166,0.0023019917076657842,154.0,0.0,0.69378295057440642,1.0,18.989590846601896,0.019374742357408319,1.8120206085904948e-07,0.020702034841315432,0.048149568867321441,0.054689606316068562,0.0021416387760263516,9.7674598408059446e-09,6.3627157681314639e-05,0.085791990811404567,2.7424662236195728e-11,0.029149852063613077,1.7430149740157896e-05,0.031682519901893268,0.025098557927798554,4.6819084960908277e-06,6.8738488153208695e-06,2.9187743060908622e-06,0.010426238164778719,0.00010620512872155467,0.0013574815704014756,0.0018244939465232252,0.0040207351725800268
3.7022492419879674e-07,0.9206913338662756,2.6037867862319948e-06,3.0196914992468663e-07,1.4030917847595586e-07,8.1773842976712892e-09,3.5451333516344093e-07,0.0,0.0,0.0018790157360768888,0.0023378107933287439,154.0,0.0,0.69209800692003698,1.0,18.989510774825348,0.019440632978708405,1.8084199750860423e-07,0.02064971769956294,0.048248178752906087,0.055000153512824862,0.0021362164208217592,9.7874130731295932e-09,6.3757138162505342e-05,0.086320929289448942,2.7355226494682344e-11,0.029436033249401545,1.7386143979980451e-05,0.031952259618212943,0.025233460537294729,4.7070491216625024e-06,6.9163450724175264e-06,2.934447406259863e-06,0.010565245894943835,0.00010740148864864983,0.0013836468988796832,0.001864530404666806,0.0040643753791492591
3.728703647568274e-07,0.920692190762356,2.6114762428847e-06,3.0571517286023911e-07,1.4170225904203766e-07,8.3238566720985391e-09,3.6096990257839539e-07,0.0,0.0,0.001884760963297217,0.0023737640443972944,154.0,0.0,0.69041913820377487,1.0,18.989430823671949,0.019505784595498218,1.8048324794663517e-07,0.020596797317236452,0.048344647507165259,0.055309706958349733,0.0021307317361091449,9.8069318786949686e-09,6.388428861912964e-05,0.086848816315468202,2.7284992625745937e-11,0.029722098231823015,1.7341629266347968e-05,0.032221313473306451,0.025366622654168374,4.7318648774312388e-06,6.9587568054430542e-06,2.9499179765455603e-06,0.010704651184205412,0.00010858926046135912,0.0014099512026568845,0.0019049640550238046,0.0041079394849057489
3.755158053148581e-07,0.9206930420340914,2.6190522840822509e-06,3.094718220719461e-07,1.4309634840183128e-07,8.4713405976394445e-09,3.6748332346824706e-07,0.0,0.0,0.0018903951455969215,0.0024098480399798224,154.0,0.0,0.68874631579590984,1.0,18.989350995467234,0.019570202442874475,1.8012582012090426e-07,0.020543295606471959,0.048439001191888161,0.055618270166152298,0.0021251869900501355,9.8260215629503521e-09,6.4008643711309924e-05,0.08737565574136881,2.721398960938833e-11,0.030008034130047816,1.7296624070884317e-05,0.032489673727104401,0.025498055469643992,4.7563578564642091e-06,7.0010843241697692e-06,2.9651873230270109e-06,0.010844443587685984,0.00010976828133307101,0.0014363892959714636,0.0019457907788359159,0.0041514242892822465
3.7816124587288874e-07,0.9206938876972428,2.6265163033779196e-06,3.1323892120682757e-07,1.4449143687036194e-07,8.619825763472592e-09,3.7405342448388951e-07,0.0,0.0,0.0018959202513697919,0.002446059405257316,154.0,0.0,0.68707951120439414,1.0,18.98927129247674,0.019633891722282425,1.7976970164049993e-07,0.020489233983061836,0.048531265612158023,0.055925846633827894,0.0021195843990107605,9.8446873636376327e-09,6.4130237554965198e-05,0.087901451400350245,2.7142245860159024e-11,0.030293828310701668,1.7251146446512599e-05,0.032757332922224228,0.0256277705171776,4.7805302170174616e-06,7.0433279368646229e-06,2.9802567907120475e-06,0.010984612779161389,0.00011093839700212729,0.0014629560021858529,0.0019870064098314621,0.0041948266793561994
3.8054214237511636e-07,0.9206946440124149,2.6331392782429559e-06,3.1663810107261915e-07,1.4574786340076485e-07,8.7543100060928169e-09,3.8001483283557633e-07,0.0,0.0,0.0019008011951029608,0.0024787557830464537,154.0,0.0,0.68558450886785016,1.0,18.989199668668157,0.019690593420241442,1.7945030355800346e-07,0.020440117106803851,0.04861253839052216,0.056201824669944625,0.0021144944010633581,9.8611284515656463e-09,6.4237339017407641e-05,0.08837377822587289,2.7077066121619233e-11,0.030550911658568866,1.720982724991146e-05,0.032997620849812052,0.02574305515507868,4.8020130438523175e-06,7.0812757022103433e-06,2.9936495563059667e-06,0.011111078766410466,0.0001119837664794845,0.0014869717341879885,0.002024429515399123,0.0042338158624297762
3.8292303887734397e-07,0.9206953958110013,2.639673617376755e-06,3.2004547868048437e-07,1.4700508614717966e-07,8.8895895366594705e-09,3.8602188314567089e-07,0.0,0.0,0.0019055967667363294,0.0025115502389315442,154.0,0.0,0.68409433742044323,1.0,18.989128149638322,0.019746712909232817,1.79131957376139e-07,0.020390578590532574,0.048692158009821178,0.056477008794298102,0.002109360849083035,9.8772341481424955e-09,6.4342255676379714e-05,0.088845265458266334,2.7011328644934293e-11,0.030807861308406279,1.7168152268055826e-05,0.033237330047582198,0.025856966843225321,4.8232396194209234e-06,7.1191559747787834e-06,3.006882570746718e-06,0.011237834323603613,0.00011302170394494494,0.0015110837069769883,0.0020621611301614162,0.0042727336886067332
3.853039353795716e-07,0.9206961431068519,2.6461202969745922e-06,3.2346092985736081e-07,1.4826309974521871e-07,9.0256569819737417e-09,3.9207444708525241e-07,0.0,0.0,0.0019103083546139358,0.0025444404085604873,154.0,0.0,0.68260897637927909,1.0,18.989056736916755,0.019802253912058511,1.7881465652740843e-07,0.020340633052942005,0.048770142749994611,0.05675140152387783,0.0021041852559629615,9.8930081658108326e-09,6.4445011702096524e-05,0.0893159158534228,2.694505281226184e-11,0.031064668549151912,1.7126133824349305e-05,0.033476455639750491,0.025969514622855221,4.8442116348597314e-06,7.1569689761996596e-06,3.0199568881434956e-06,0.01136487216973775,0.0001140521141017326,0.001535288178335014,0.0021001981317493763,0.00431157806470789
3.876848318817992e-07,0.920696885914712,2.6524802809695275e-06,3.2688433178848641e-07,1.4952189933274192e-07,9.1625050158766335e-09,3.9817239578299919e-07,0.0,0.0,0.001914937331983449,0.0025774239578041742,154.0,0.0,0.68112840535261587,1.0,18.988985431995342,0.019857220129929777,1.7849839642057263e-07,0.020290294808483787,0.048846510723694093,0.057025005365409741,0.0020989691030969971,9.9084541843663221e-09,6.4545631065408629e-05,0.089785732155169592,2.6878257593526563e-11,0.031321324823444553,1.7083783985794316e-05,0.033714992921120422,0.026080707717022554,4.8649308150328965e-06,7.1947149271324797e-06,3.0328735838003244e-06,0.011492185101644433,0.0001150749068807843,0.0015595814188865268,0.0021385373740821969,0.0043503469516818155
3.900657283840268e-07,0.9206976242500015,2.6587545211969393e-06,3.3031556300046233e-07,1.5078148052999593e-07,9.3001263603844141e-09,4.0431559987197434e-07,0.0,0.0,0.0019194850567541225,0.0026104985827301447,154.0,0.0,0.67965260404004257,1.0,18.98891423632897,0.019911615242600354,1.7818317249582089e-07,0.020239577873219287,0.048921279876731817,0.0572978228154074,0.0020937138409820545,9.9235758496499865e-09,6.4644137516232098e-05,0.090254717095329923,2.6810961563003615e-11,0.031577821725281702,1.7041114567919528e-05,0.033952937353093009,0.026190555519100416,4.8853989165187574e-06,7.2323940472713568e-06,3.0456337527931957e-06,0.011619765993939171,0.00011608999735940484,0.0015839597139221866,0.0021771756893800387,0.0043890383636802149
3.924466248862544e-07,0.9206983581289228,2.664943957551566e-06,3.3375450334539744e-07,1.5204183942131382e-07,9.4385137866430315e-09,4.1050392953189322e-07,0.0,0.0,0.0019239528713034682,0.0026436620095491642,154.0,0.0,0.67818155223259935,1.0,18.98884315133613,0.019965442908491393,1.7786898020962157e-07,0.02018849597026302,0.048994467988555973,0.057569856360219621,0.0020884208897672995,9.9383767736461088e-09,6.4740554583832965e-05,0.090722873393779893,2.6743182906351388e-11,0.031834150997841412,1.6998137139350632e-05,0.034190284559988682,0.02629906758238118,4.9056177256695989e-06,7.2700065553495502e-06,3.0582385087595858e-06,0.01174760779892396,0.00011709730566218315,0.0016084193650296378,0.0022161098899947029,0.0044276503671887993
3.9720841789070964e-07,0.9206998125858249,2.6770721197151715e-06,3.4065503735026959e-07,1.5456487680998635e-07,9.7175582209118517e-09,4.2301544432170293e-07,0.0,0.0,0.0019326540604321764,0.0027102463237600048,154.0,0.0,0.67525361675505002,1.0,18.98870131886698,0.020071410427906229,1.7724367248677075e-07,0.020085290729583274,0.049136171378819045,0.058111581629225355,0.002077727453121811,9.9670306773073395e-09,6.492721358948953e-05,0.091656710885753251,2.6606248568318819e-11,0.032346274357351032,1.6911303324335157e-05,0.034663170583192814,0.026512123429834996,4.9453147471618588e-06,7.3450326054877389e-06,3.0829863201920409e-06,0.012004046343419074,0.00011908828063760199,0.0016575680348981606,0.002294853110609456,0.0045046286697475605
4.0197021089516487e-07,0.9207012494286777,2.6888720534570742e-06,3.47584998568148e-07,1.5709098883227464e-07,9.999581498661434e-09,4.3570589393411117e-07,0.0,0.0,0.0019410513226844376,0.0027771593095596153,154.0,0.0,0.67234443907915575,1.0,18.988559945226957,0.020175151533347438,1.7662243732717e-07,0.019980783202313897,0.049271759823793469,0.058650200861642528,0.0020668995671655676,9.994444118402336e-09,6.5105791933766456e-05,0.092587266153206019,2.6467592545481947e-11,0.032857631754384248,1.6823370311774241e-05,0.035133619116554778,0.026719954532800287,4.9840367002534566e-06,7.4197948083609194e-06,3.10712625756565e-06,0.012261445901125569,0.00012104728983290892,0.0017069982209139466,0.002374741199651466,0.0045812674069060488
4.067320038996201e-07,0.9207026688106197,2.7003508629778697e-06,3.5454347205789454e-07,1.5962015924881655e-07,1.0284527628971646e-08,4.4857422714410787e-07,0.0,0.0,0.0019491548255156255,0.0028443838520120905,154.0,0.0,0.66945386082885694,1.0,18.988419040504752,0.020276694735930401,1.7600523913878671e-07,0.019875073125017378,0.049401369627428922,0.05918573358686266,0.0020559475523203867,1.0020644785759686e-08,6.5276469988002919e-05,0.093514560530457896,2.6327346995553702e-11,0.033368162304016666,1.6734422181698037e-05,0.035601600687335908,0.026922642159312088,5.0217987768166809e-06,7.4942948796790139e-06,3.1306677917186013e-06,0.01251975286955343,0.00012297386568499042,0.0017566810619305188,0.0024557481031121241,0.0046575529129571479
4.114937969040753e-07,0.9207040708922178,2.7115154756231072e-06,3.615295626885969e-07,1.6215237774349609e-07,1.0572341468526858e-08,4.6161938883668186e-07,0.0,0.0,0.0019569744779735225,0.0029119033076065084,154.0,0.0,0.66658172509165126,1.0,18.98827861425605,0.020376068216586777,1.7539204266247964e-07,0.019768256015932722,0.049525134490981983,0.059718199175967386,0.002044881292111942,1.0045659838628077e-08,6.5439424673740938e-05,0.094438615165844855,2.6185638481592425e-11,0.033877807318742237,1.6644539458790625e-05,0.036067088118128331,0.027120269286401304,5.0586164865670157e-06,7.5685345201935338e-06,3.1536205916402477e-06,0.012778914869505565,0.00012486761163970134,0.0018065880854406541,0.0025378476002440383,0.0047334722820043919
4.1625558990853054e-07,0.9207054558437715,2.7223726466502647e-06,3.6854239467437348e-07,1.646876394595381e-07,1.0862968736030792e-08,4.7484032102293541e-07,0.0,0.0,0.0019645199293134435,0.0029797014989901565,154.0,0.0,0.66372787641592845,1.0,18.988138675520375,0.020473299829824401,1.7478281297161465e-07,0.019660423328224291,0.049643185537527001,0.06024761684320995,0.0020337102490576211,1.0069515911693395e-08,6.5594829495407714e-05,0.095359451023496591,2.604258817545315e-11,0.034386510245981439,1.6553799241525954e-05,0.036530056426827391,0.027312920336466779,5.0945056078788295e-06,7.6425154158403098e-06,3.1759944938086687e-06,0.01303888073545206,0.00012672819882009667,0.0018566912454447086,0.0026210133508646457,0.0048090133419448353
4.2101738291298576e-07,0.9207068238419037,2.7329289637723359e-06,3.7558111113238515e-07,1.6722594457809578e-07,1.1156356022674591e-08,4.8823596374993645e-07,0.0,0.0,0.0019718005686835132,0.0030477627090965236,154.0,0.0,0.66089216080697921,1.0,18.987999232837126,0.020568417107335087,1.7417751547133575e-07,0.019551662594019272,0.049755651337854423,0.060774005647448046,0.0020224434795977548,1.0092239120376597e-08,6.5742854574826385e-05,0.096277088885058204,2.5898312048988829e-11,0.03489421660897276,1.6462275323542244e-05,0.036990482733546749,0.027500680938001693,5.1294821431522752e-06,7.716239237877786e-06,3.1977994743655469e-06,0.013299600504734235,0.00012855536277654441,0.0019069629556872001,0.0027052189385000096,0.0048841646296633899
4.25779175917441e-07,0.9207081750691938,2.7431908512241959e-06,3.8264487368953658e-07,1.6976729795696917e-07,1.1452450798980596e-08,5.0180525586776356e-07,0.0,0.0,0.0019788255255875275,0.0031160716752736822,154.0,0.0,0.65807442572228125,1.0,18.987860294260066,0.020661447261233017,1.7357611589763434e-07,0.019442057551383014,0.049862657935541697,0.061297384493437572,0.0020110896472599906,1.0113855065961871e-08,6.5883666684621455e-05,0.097191549351246909,2.5752921042626111e-11,0.035400873954439402,1.6370038300640146e-05,0.037448346179236064,0.027683637721565773,5.1635622807555114e-06,7.7897076430120499e-06,3.2190456253901974e-06,0.013561025406680674,0.00013034890050091271,0.0019573761170764829,0.0027904379073046682,0.0049589153689063642
4.305409689218962e-07,0.9207095097160938,2.7531645749109744e-06,3.8973286198379598e-07,1.7231170868851993e-07,1.1751201421300822e-08,5.1554713596093163e-07,0.0,0.0,0.0019856036711302406,0.0031846135812661877,154.0,0.0,0.6552745200645308,1.0,18.987721867375569,0.020752417188194913,1.7297858031592782e-07,0.019331688304151887,0.049964328880585947,0.061817772133493806,0.0019996570392260987,1.0134388842465727e-08,6.6017429292965246e-05,0.098102852843852811,2.5606521277510902e-11,0.035906431786385709,1.6277155705473187e-05,0.037903627823864389,0.027861878069057548,5.1967623482509667e-06,7.8629222735575954e-06,3.2397431257399431e-06,0.013823107847658968,0.00013210866672181009,0.002007904150418364,0.002876643807526242,0.0050332554422051791
4.3530276192635144e-07,0.9207108279747392,2.7628562466248191e-06,3.968442732556556e-07,1.7485918975210053e-07,1.2052557134622831e-08,5.2946054306756241e-07,0.0,0.0,0.0019921436197895574,0.0032533740499893272,154.0,0.0,0.65249229417478816,1.0,18.987583959317693,0.020841353472894859,1.7238487511961645e-07,0.019220631451498427,0.050060785259115108,0.06233518716887769,0.0019881535797571094,1.0153865042706618e-08,6.6144302603115927e-05,0.099011019607410516,2.545921422742329e-11,0.036410841512017823,1.6183692116731407e-05,0.038356310564624047,0.02803548991917942,5.2290987761287654e-06,7.9358847575716339e-06,3.2599022184407906e-06,0.014085801397488173,0.00013383457075924512,0.0020585210205671133,0.0029638102308986629,0.0051071753678495549
4.4006455493080666e-07,0.9207121300440064,2.7722718280350104e-06,4.0397832196010983e-07,1.7740975770127956e-07,1.2356468072882224e-08,5.4354441731752379e-07,0.0,0.0,0.001998453731797582,0.003322339136057307,154.0,0.0,0.6497275998249028,1.0,18.987446576782613,0.020928282391310993,1.7179496702845535e-07,0.019108960209615809,0.050152145723650191,0.062849648051138199,0.0019765868428093416,1.0172307764485755e-08,6.6264443593680656e-05,0.099916069710819899,2.5311096880331685e-11,0.036914056390517772,1.6089709261686896e-05,0.038806379059791007,0.028204561592345533,5.2605880651444728e-06,8.0085967089843279e-06,3.2795331903251607e-06,0.014349060775272544,0.00013552657358777365,0.0021092012569173769,0.0030519108425898426,0.0051806662780195471
4.448263479352619e-07,0.9207134161248921,2.7814171346594815e-06,4.1113423938228595e-07,1.7996343236389648e-07,1.2662885257457152e-08,5.5779770053184945e-07,0.0,0.0,0.0020045421160053548,0.0033914953179376146,154.0,0.0,0.64698029020910841,1.0,18.987309726042753,0.021013229914032521,1.7120882308672138e-07,0.018996744531251841,0.050238526524661944,0.06336117308345951,0.0019649640644264174,1.0189740617030026e-08,6.6378006060585783e-05,0.10081802304897347,2.5162261897078124e-11,0.037416031482525813,1.5995266116927057e-05,0.039253819654404568,0.028369181625154252,5.2912467554456534e-06,8.0810597277296161e-06,3.2986463527847786e-06,0.014612841834390719,0.00013718468483230699,0.0021599199717929401,0.0031409194114457844,0.0052537198971317079
4.543499339441724e-07,0.9207159411429519,2.7989194798334174e-06,4.2550868725136905e-07,1.8508019571111217e-07,1.328304686685058e-08,5.8680827312848323e-07,0.0,0.0,0.0020160849008549553,0.0035303289499821608,154.0,0.0,0.64153724500988307,1.0,18.987037643009931,0.021177283148907561,1.7004769743829304e-07,0.018770944103731733,0.050396802337350693,0.064375488077825796,0.0019415777151383083,1.0221668751217793e-08,6.6585994972314026e-05,0.10261271814947932,2.4862789018046738e-11,0.038416091239974109,1.5805221738925719e-05,0.04014077049610016,0.028685421010318908,5.3501385135444102e-06,8.2252452978111466e-06,3.335360503139698e-06,0.015141797980363535,0.00014039949570654353,0.0022613763029385773,0.003321556194737155,0.0053984849850060666
4.638735199530829e-07,0.9207184046930932,2.8154070374849079e-06,4.3996178877656976e-07,1.9020969285817363e-07,1.3912667737472074e-08,6.1648385086963688e-07,0.0,0.0,0.0020268319530952939,0.0036697749242770084,154.0,0.0,0.63616201220952906,1.0,18.986767752480848,0.021333714965391996,1.6890124093747964e-07,0.018543729121549911,0.050536495968461013,0.065378275663732513,0.0019180461385868996,1.0249828814601027e-08,6.6769437791391556e-05,0.10439526065271082,2.456145643760717e-11,0.039410695337924802,1.5613979657927684e-05,0.041017084749636404,0.028984914654837744,5.4059060341409546e-06,8.3684539925709811e-06,3.3701269502877454e-06,0.015672338715032978,0.00014347993823280616,0.0023627031843142222,0.0035055139083600764,0.0055414154303688647
4.733971059619934e-07,0.9207208084662359,2.8309214773598596e-06,4.5448796052157859e-07,1.9535217175115978e-07,1.455138751675522e-08,6.4681608464530379e-07,0.0,0.0,0.0020368394766298336,0.0038097394418975935,154.0,0.0,0.6308534675499422,1.0,18.986500090852743,0.021482722483009607,1.6776920139570405e-07,0.018315553829800071,0.050658454491080467,0.066369677068507812,0.0018944163128267698,1.0274392815212106e-08,6.6929455017765378e-05,0.10616580362650603,2.4258865731195016e-11,0.040399543931972599,1.5421922865181139e-05,0.041882706459968229,0.02926836311155824,5.4586801627328577e-06,8.5106981215200265e-06,3.4030272654474024e-06,0.01620414997582512,0.00014642753751502953,0.0024637240101473162,0.0036925892728285475,0.0056824641267018737
4.829206919709038e-07,0.9207231541629513,2.8455024985785392e-06,4.6908185235355723e-07,2.0050790818189953e-07,1.5198859441327708e-08,6.7779669907539206e-07,0.0,0.0,0.0020461600506402207,0.0039501346376157407,154.0,0.0,0.62561050851961697,1.0,18.986234689079513,0.021624498257334257,1.6665133159084099e-07,0.018086831126814182,0.050763489936350492,0.067349831278274305,0.0018707309355081012,1.0295525635546331e-08,6.7067120734034993e-05,0.10792449751513443,2.3955563661713514e-11,0.041382361303673149,1.5229399500326322e-05,0.042737600035481167,0.029536457247231359,5.5085899246716467e-06,8.6519897831368232e-06,3.4341418851456673e-06,0.016736934179501558,0.00014924432454679198,0.0025642726340928479,0.0038825830695803486,0.0058215914314792214
4.924442779798143e-07,0.9207254434863411,2.8591879373514474e-06,4.8373833671880197e-07,2.0567719975337342e-07,1.5854749993863741e-08,7.0941750302378564e-07,0.0,0.0,0.0020548427907064828,0.0040908782896399353,154.0,0.0,0.62043205397254519,1.0,18.985971573068227,0.021759230381499444,1.6554738918071374e-07,0.017857935677082822,0.050852380461814763,0.068318875080170011,0.0018470287464163082,1.0313385270726705e-08,6.7183464156904098e-05,0.10967149019049742,2.3652046309800645e-11,0.042358894470685381,1.5036725474929225e-05,0.043581748397835421,0.02978987523109209,5.5557619640273531e-06,8.7923408689849715e-06,3.4635497613944513e-06,0.017270409630945588,0.00015193275864868185,0.002664193480928946,0.0040753006879313165,0.0059587645755785623
5.019678639887247e-07,0.9207276781275749,2.872013869150641e-06,4.9845249838914136e-07,2.108603605841553e-07,1.6518738521262315e-08,7.4167039839663812e-07,0.0,0.0,0.002062933515577535,0.0042318935309260527,154.0,0.0,0.61531704373462703,1.0,18.985710764056229,0.021887102585827416,1.6445713661338827e-07,0.017629206833903115,0.050925871526245899,0.069276943103913691,0.0018233448302610461,1.0328123067920357e-08,6.7279471196787498e-05,0.11140692700255335,2.3348762951180662e-11,0.043328911862428009,1.4844186935688333e-05,0.044415151261251597,0.030029280017227249,5.6003200746155178e-06,8.9317630677685856e-06,3.4913280693227395e-06,0.017804309924606142,0.00015449565577653208,0.0027633415642836384,0.0042705525778800203,0.006093957104572327
5.114914499976352e-07,0.920729859760358,2.8840147055849086e-06,5.1321962464790392e-07,2.1605771666890344e-07,1.7190516824513206e-08,7.745473874581452e-07,0.0,0.0,0.0020704749167913435,0.004373108564110711,154.0,0.0,0.61026443820160758,1.0,18.985452278969412,0.022008294335748017,1.6338034103526451e-07,0.017400951385964779,0.050984677064611079,0.070224167862760575,0.0017997109012099929,1.0339883965736483e-08,6.7356086017298248e-05,0.11313095082901507,2.3046119700249072e-11,0.044292202056304061,1.4652042579296717e-05,0.045237823529659972,0.030255317263739864,5.6423848125083163e-06,9.0702678693295124e-06,3.5175519656075532e-06,0.018338383342987957,0.00015693612274303312,0.0028615824230004672,0.0044681546188274851,0.0062271483503922699
5.210150360065456e-07,0.9207319900335482,2.8952232854109955e-06,5.2803519596151892e-07,2.2126960190704905e-07,1.7869788725510701e-08,8.0804057867894557e-07,0.0,0.0,0.0020775067294177326,0.0045144563822647294,154.0,0.0,0.6052732179318453,1.0,18.985196130759913,0.022122980927603359,1.6231677419775155e-07,0.017173446114974313,0.051029480655102107,0.071160679793677808,0.001776155567823657,1.0348806731953162e-08,6.7414212583849953e-05,0.11484370212411205,2.2744482902683762e-11,0.045248572579980682,1.4460525808072759e-05,0.046049793818692869,0.03046861368759218,5.682073189828495e-06,9.2078665685695825e-06,3.542294397578138e-06,0.018872392256730128,0.00015925749786582609,0.0029587919794649888,0.004667928404425814,0.0063583229361701401
5.305386220154561e-07,0.9207340705656438,2.9056709596186006e-06,5.4289487715061619e-07,2.2649635476205345e-07,1.8556269617699029e-08,8.4214219122232932e-07,0.0,0.0,0.00208406590188713,0.0046558744974983255,154.0,0.0,0.60034238323700828,1.0,18.98494232872244,0.02223133358212355,1.6126621236327066e-07,0.01694694016298379,0.05106093667102677,0.072086607296637628,0.0017527045782628802,1.0355024198116895e-08,6.7454716191887935e-05,0.11654531896628854,2.2444182275439059e-11,0.046197848781457572,1.4269846725234074e-05,0.046851103101602634,0.030669775827797841,5.719498444709495e-06,9.3445702692874981e-06,3.5656259598036602e-06,0.019406112530593718,0.00016146329808754676,0.0030548563280889248,0.0048697014485236546,0.0064874703151458898
5.400622080243665e-07,0.9207361029396265,2.9153876711941479e-06,5.5779450902079621e-07,2.3173831544753633e-07,1.9249686009115196e-08,8.7684455830359649e-07,0.0,0.0,0.0020901867627231992,0.0047973046788249334,154.0,0.0,0.59547095377333981,1.0,18.984690878790431,0.022333519535729762,1.6022843621124792e-07,0.016721657226850341,0.051079671412797734,0.073002076773068234,0.0017293810475737701,1.0358663490049043e-08,6.7478424968457512e-05,0.11823593710487981,2.2145513817233029e-11,0.04713987276179963,1.4080193984493473e-05,0.047641803465829635,0.030859389153401421,5.7547698755661818e-06,9.4803898879336744e-06,3.5876147907733498e-06,0.019939332938722288,0.00016355717201290928,0.0031496714680811499,0.0050733073237868636,0.00661458434132111
5.49585794033277e-07,0.9207380886994071,2.9244020301688203e-06,5.7273010040713386e-07,2.3699582354482094e-07,1.9949775064831135e-08,9.1214012964268043e-07,0.0,0.0,0.0020959011825802576,0.0049386927000825715,154.0,0.0,0.59065796813552884,1.0,18.984441783813967,0.022429702129881417,1.5920323074461095e-07,0.016497797598894373,0.051086284216892416,0.073907212663533631,0.0017062056690285812,1.0359846253627885e-08,6.7486131342997592e-05,0.1199156900058469,2.1848742514863933e-11,0.04807450236445613,1.3891736510043682e-05,0.048421956966399345,0.031038017454429533,5.7879927281314462e-06,9.6153361572894623e-06,3.6083265024719727e-06,0.020471854591552194,0.00016554285833659505,0.0032431429936197235,0.0052785857444132764,0.0067396628690482392
5.591093800421874e-07,0.920740029347225,2.9327413841993823e-06,5.8769782061139382e-07,2.4226921600254023e-07,2.0656284153032064e-08,9.4802147313618165e-07,0.0,0.0,0.0021012387307139018,0.005079988098413638,154.0,0.0,0.58590248345472762,1.0,18.98419504381998,0.022520040898522799,1.58190385197173e-07,0.016275540063589323,0.051081348539030111,0.074802137484657208,0.0016831969105432698,1.035868887528968e-08,6.7478593483732732e-05,0.12158470889658621,2.1554104858426707e-11,0.049001610218204546,1.3704625095214161e-05,0.049191634568983844,0.031206202477184489,5.8192681280496293e-06,9.749419630072055e-06,3.6278241383563026e-06,0.021003490376212748,0.00016742414940503265,0.0033351857500296764,0.005485382600331757,0.0068627073801032787
5.686329660510979e-07,0.9207419263416188,2.9404318847858449e-06,6.0269399222458568e-07,2.475588254891844e-07,2.136897039751795e-08,9.8448127582637678e-07,0.0,0.0,0.0021062268253552317,0.0052211439436933953,154.0,0.0,0.58120357500195141,1.0,18.983950656255224,0.02260469165358649,1.5718969294220717e-07,0.016055043655063824,0.05106541300895507,0.075686971865269626,0.0016603711966686708,1.0355302696720485e-08,6.7456536696223202e-05,0.12324312280978868,2.1261811171793071e-11,0.049921082832616606,1.3518993883826334e-05,0.049950915179033141,0.031364463778086271,5.848693054213454e-06,9.8826506824629525e-06,3.6461681567319576e-06,0.021534064411997848,0.00016920485964992232,0.0034257234621839589,0.0056935499480340749,0.0069837226375468507
5.781565520600083e-07,0.9207437810959046,2.9474985493561527e-06,6.1771508432087684e-07,2.5286497905861792e-07,2.2087600239283195e-08,1.0215123442573631e-06,0.0,0.0,0.0021108908775076237,0.0053621166191602796,154.0,0.0,0.57656033579782262,1.0,18.983708616212656,0.022683806568551984,1.562009514024457e-07,0.015836449282422539,0.051039002454796444,0.076561834581776345,0.0016377430768828355,1.0349794223329149e-08,6.742065478140431e-05,0.12489105862634206,2.09720477676717e-11,0.050832819744238339,1.3334961740149988e-05,0.050699884751950752,0.031513298767562627,5.8763603475259452e-06,1.0015039517559558e-05,3.6634164362148616e-06,0.022063411522189241,0.00017088879846387228,0.0035146883416783607,0.005902945963659945,0.0071027163652683488
5.876801380689188e-07,0.9207455949772295,2.953965319562067e-06,6.327577059997587e-07,2.5818799707930208e-07,2.2811949009723495e-08,1.0591076043238658e-06,0.0,0.0,0.0021152544277622544,0.0055028656132994295,154.0,0.0,0.57197187622937373,1.0,18.983468916642167,0.022757534260124133,1.5522396196168646e-07,0.015619881232977872,0.051002618895753145,0.077426842592765846,0.0016153253812315829,1.0342265326249842e-08,6.7371611351476078e-05,0.12652864111730006,2.0684978940656598e-11,0.051736732710525882,1.3152633515964348e-05,0.05143863547732988,0.031653182911307816,5.9023587489884962e-06,1.0146596168751682e-05,3.6796242994752563e-06,0.022591376723122433,0.00017247974706109667,0.0036020206797588578,0.0061134348646668434,0.0072196989515450607
