Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422)
3.7837616781906617e-08,0.6215779271693987,1.0399196466398143e-06,1.6619977909238109e-08,7.2914741795403342e-07,5.2353256535978584e-11,1.4936129923074653e-07,0.0,0.0,0.00034930634214788757,2.1551462144136203e-05,154.0,0.0,0.90110435770744379,1.0,18.997538734849272,0.0051607529325094371,5.9656574116293543e-07,0.016695656200506833,0.021631912745921914,0.018110237022675713,0.001889470758546587,5.5823734934471007e-09,3.607550687470901e-05,0.029206706729268703,2.1143655363664206e-11,0.0024955976317579949,1.9805989119686429e-05,0.0031012987718006817,0.0030868763891670195,7.6028775161088904e-07,2.7921588996317259e-06,4.6370385218298035e-07,0.00037946602859634932,9.9992281026547082e-07,2.7301344923089571e-06,2.8674887833683807e-06,0.00016269412340491323,1.7982814803995713e-08,2.7935181559593635e-13,3.3984935128846238e-13,1.0059203947917414e-11,1.3537859626675651e-07,5.9022258023501198e-07,4.1803474287210601e-08,7.9228510315447957e-08,1.2076656851096666e-08,1.6422004705504585e-09,4.4079034976543332e-14,4.7601431037686541e-09,3.2988579821878162e-09,1.689824753632441e-06,1.1363247602766977e-10,1.282109681697466e-11,5.9912525328737562e-14,1.3310397924684372e-13,3.8071943236562411e-10,2.0254143345864928e-19,1.1621911929168008e-19,5.1793607782604978e-11,1.0756681747237779e-15,3.3795689808016662e-11,6.0176579392869985e-16,5.834797173783338e-17,4.6295818562345589e-15
3.886708788921261e-08,0.6215783013035489,1.0781852357226286e-06,1.7752836765546056e-08,8.0065638826477053e-07,5.8660176738337026e-11,1.6933621095823185e-07,0.0,0.0,0.00036595905759927367,2.3766003741076302e-05,154.0,0.0,0.89857943870260859,1.0,18.997470841673817,0.0052868729988523279,5.9506573346701535e-07,0.017013918160469977,0.022136752723014758,0.018573007776396186,0.0019255193881920732,5.7126296262406107e-09,3.6917295746497258e-05,0.029963799205823059,2.1547048641252439e-11,0.0026222063801438779,2.0185440791732254e-05,0.0032563854588518537,0.0032401881717554382,7.9804476101372233e-07,2.8658516863439634e-06,4.8673230893703435e-07,0.00040414980285723747,1.1111081426757637e-06,3.0915865283951307e-06,3.2516023763693856e-06,0.00017467038659408436,1.915748281728858e-08,2.8587023404963858e-13,3.6190385266662779e-13,1.0801690116080736e-11,1.4594851434284052e-07,6.5461955647853661e-07,4.6377541823889932e-08,8.8204347197693839e-08,1.3474308847816763e-08,1.9172953341246514e-09,4.9072772125957186e-14,5.4646649506319548e-09,3.9159315832922493e-09,1.7337808009038691e-06,1.2777956328196424e-10,1.4418160193846999e-11,6.7371582981735314e-14,1.5068138980604108e-13,4.3105039071819378e-10,2.2777106165630953e-19,1.3069598518065036e-19,5.9617891630277183e-11,1.2381657629093535e-15,3.8958175911927748e-11,6.9368609456135631e-16,6.726096033510473e-17,5.3367557586363099e-15
3.989655899651861e-08,0.6215786863460625,1.1164500689900066e-06,1.8926182405489679e-08,8.7671366614894929e-07,6.5502976362077949e-11,1.9130476509025922e-07,0.0,0.0,0.00038284118614263064,2.6133295701316848e-05,154.0,0.0,0.89606331811344686,1.0,18.997402799487325,0.0054122784104038285,5.9357098436540441e-07,0.017325837452206509,0.022637150245354915,0.019034259145758028,0.0019608489550536371,5.841738103759049e-09,3.7751667864870685e-05,0.030718988066921388,2.1942395424527518e-11,0.0027513613165361097,2.0557338527938005e-05,0.0034143857316800579,0.00339624806802151,8.364782858203358e-07,2.9393590671315595e-06,5.1017338660612303e-07,0.0004297407723935222,1.2306542357317484e-06,3.4884571573434207e-06,3.6740817893409359e-06,0.00018713176492340716,2.0375514385476225e-08,2.9233122064121198e-13,3.8476739861830601e-13,1.1574379261579307e-11,1.5698345264648535e-07,7.2385941460695005e-07,5.1296579118977081e-08,9.7883268729977676e-08,1.4983931891880008e-08,2.228502637321081e-09,5.4457672924211039e-14,6.2495706332744619e-09,4.6256212877103349e-09,1.777592515183591e-06,1.4341479822741218e-10,1.6183318120050391e-11,7.5615270621925079e-14,1.7023188705876246e-13,4.8703734361781301e-10,2.5565616555053149e-19,1.4669657409988549e-19,6.8453952470754109e-11,1.4216763130602858e-15,4.4797012759781991e-11,7.9764860517060666e-16,7.7341662787975781e-17,6.1365745488243837e-15
4.09260301038246e-08,0.6215790820386479,1.1546925229418546e-06,2.0139983792960546e-08,9.5743963054201523e-07,7.2907487828510616e-11,2.1539842715917382e-07,0.0,0.0,0.00039994159297214438,2.8658492772545942e-05,154.0,0.0,0.89355598797115199,1.0,18.997334604695958,0.0055369723666394872,5.9208149033087658e-07,0.017631482303346158,0.023133112038646726,0.019493996391091832,0.0019954672065638428,5.9697006675937755e-09,3.8578634483961466e-05,0.031472279993957172,2.2329782409240786e-11,0.0028830219420890647,2.0921763498669234e-05,0.003575241318520112,0.0035549876120696071,8.7557145194269835e-07,3.0126816915661684e-06,5.3401679339889431e-07,0.00045624592056486976,1.358874829497337e-06,3.9230005904231347e-06,4.1374644496713277e-06,0.00020007981589550354,2.1637246758187218e-08,2.9873486251772457e-13,4.0844620455984753e-13,1.2377373742720996e-11,1.6848642628524962e-07,7.981413582850336e-07,5.657481932631724e-08,1.0829568525247964e-07,1.6610500518021655e-08,2.5792845592797886e-09,6.0250656278961831e-14,7.1213947436403573e-09,5.4384659787247361e-09,1.821260395476177e-06,1.6066332594726999e-10,1.8130716999963614e-11,8.4709571726124117e-14,1.9193694735777287e-13,5.4920124353601707e-10,2.8642022313742184e-19,1.6434911865564689e-19,7.8412630100455538e-11,1.6285017882651387e-15,5.1387498797403887e-11,9.1499391329230092e-16,8.8720081230050854e-17,7.0393518422828475e-15
4.19555012111306e-08,0.6215794881261735,1.1928922008128227e-06,2.1394187136471774e-08,1.0429507052993188e-06,8.0899629924239955e-11,2.4175252560737324e-07,0.0,0.0,0.00041724926656646943,3.1346680856247434e-05,154.0,0.0,0.89105743951758565,1.0,18.997266254043897,0.0056609580575141538,5.9059724742089827e-07,0.017930920939992108,0.023624645474892986,0.019952224766066534,0.0020293818896558119,6.0965192264586761e-09,3.9398207938024436e-05,0.032223681663393039,2.2709296285517356e-11,0.0030171480950376612,2.1278796874779408e-05,0.0037388945771518892,0.0037163387019639631,9.1530747516426251e-07,3.0858202087806224e-06,5.5825229233752533e-07,0.00048367182261436776,1.4960796051110939e-06,4.3975304354754195e-06,4.6443647622537963e-06,0.00021351570282454225,2.2942997618987397e-08,3.0508125518962707e-13,4.3294612167224959e-13,1.3210751362073988e-11,1.8046006883299846e-07,8.7766502252279704e-07,6.2226527072022599e-08,1.1947211256238634e-07,1.8359009901561347e-08,2.9733113024778344e-09,6.6468699769440179e-14,8.0869893040384874e-09,6.3658147432002712e-09,1.8647849401787935e-06,1.7965744431857494e-10,2.0275312662880844e-11,9.4724241157607719e-14,2.159901484614887e-13,6.1809785663920751e-10,3.2029949931307076e-19,1.8378918863072762e-19,8.9614613857236099e-11,1.8611487107381148e-15,5.8811786899011838e-11,1.0471846298555895e-15,1.0153805190813917e-16,8.0563400251102444e-15
4.298497231843659e-08,0.621579904356653,1.2310298738626838e-06,2.2688717132633972e-08,1.1333592288491541e-06,8.9505366826130258e-11,2.7050614469795678e-07,0.0,0.0,0.00043475332571268205,3.4202870863617373e-05,154.0,0.0,0.8885676632219619,1.0,18.997197744602296,0.0057842386633654447,5.8911825118580391e-07,0.018224221566936198,0.024111758560336125,0.020408949517283767,0.0020626007485257812,6.2221958530728806e-09,4.0210401621228322e-05,0.032973199746113152,2.3081023712852909e-11,0.0031536999522137283,2.1628519804025805e-05,0.0039052884948161592,0.003880233608328221,9.5566966326454827e-07,3.1587752674051493e-06,5.8286970255358416e-07,0.00051202465037542824,1.64257368767974e-06,4.9144175481082572e-06,5.1974723973892145e-06,0.00022744020749372121,2.4293065309723515e-08,3.1137050237483483e-13,4.582726411101866e-13,1.4074566150908708e-11,1.929066434353564e-07,9.6263029232832997e-07,6.8265985452472529e-08,1.3144314283755606e-07,2.0234470976702186e-08,3.4144652465975975e-09,7.3128823469711932e-14,9.1535276856348328e-09,7.4198557660129949e-09,1.9081666470422263e-06,2.0053673172113742e-10,2.2632884857960673e-11,1.0573287250364382e-13,2.4259752957703825e-13,6.9431880392288324e-10,3.5754327485770484e-19,2.0515982237652517e-19,1.0219105595604432e-10,2.1223408998235073e-15,6.7159334052811832e-11,1.1958133932184485e-15,1.1595002156069128e-16,9.1997918321275744e-15
4.401444342574259e-08,0.6215803304812183,1.2690874255829758e-06,2.4023478150641163e-08,1.2287733376416308e-06,9.8750668309543231e-11,3.0180201142861175e-07,0.0,0.0,0.00045244302611266321,3.7231992921519063e-05,154.0,0.0,0.88608664879750798,1.0,18.997129073758448,0.0059068173548200474,5.8764449654153012e-07,0.018511452348269154,0.024594459923324909,0.020864175883881179,0.0020951315224404534,6.3467327810248231e-09,4.1015229967273725e-05,0.033720840906789472,2.3445051295631801e-11,0.00329263803043676,2.1971013387955048e-05,0.0040743666879466756,0.0040466049831326791,9.9664141819006468e-07,3.2315475155049472e-06,6.0785890061225376e-07,0.00054131017710308245,1.7986571694759025e-06,5.4760877891211058e-06,5.7995504668775448e-06,0.00024185374262496328,2.5687729060851384e-08,3.1760271584167632e-13,4.8443089832214147e-13,1.4968849142086212e-11,2.058280537741408e-07,1.0532371274233566e-06,7.4707483467849477e-08,1.4423941650542903e-07,2.2241905711417299e-08,3.9068448310076296e-09,8.0248074297829479e-14,1.0328508209567296e-08,8.6136442442078681e-09,1.9514060131327557e-06,2.2344816086808189e-10,2.522005018243643e-11,1.1781295809549825e-13,2.7197793191561482e-13,7.7849254643145676e-10,3.9841405066928016e-19,2.2861164400314271e-19,1.1628419838535913e-10,2.415032491636595e-15,7.6527364144383158e-11,1.36261110614386e-15,1.3212384640946852e-16,1.0483023717097591e-14
4.504391453304858e-08,0.621580766254102,1.3070477986052536e-06,2.5398355361905872e-08,1.329296862665874e-06,1.0866147118912071e-10,3.3578637700211478e-07,0.0,0.0,0.00047030776658693948,4.0438890916452159e-05,154.0,0.0,0.88361438521808788,1.0,18.997060239205091,0.0060286972927028337,5.8617597804341858e-07,0.018792681388380403,0.025072758802116471,0.021317909097144372,0.0021269819435881161,6.4701324016279694e-09,4.1812708429265255e-05,0.03446661180326125,2.3801465558984508e-11,0.0034339231877840554,2.2306358659251688e-05,0.0042460734017261857,0.0042153858686420839,1.0382062382615913e-06,3.3041376005190693e-06,6.3320982185836305e-07,0.00057153378242225366,1.9646246534941816e-06,6.0850196969871056e-06,6.4534335968855444e-06,0.00025675636416249049,2.7127249227391138e-08,3.2377801525155898e-13,5.1142567747461117e-13,1.5893609131488936e-11,2.1922585489117131e-07,1.149685392811744e-06,8.1565303875717682e-08,1.5789159502502456e-07,2.4386342533624785e-08,4.4547681677445508e-09,8.7843510872997156e-14,1.1619757437687945e-08,9.9611292470502504e-09,1.9945035347948735e-06,2.4854619867744311e-10,2.8054273422903101e-11,1.3104594166965334e-13,3.0436331888408805e-13,8.7128531201567195e-10,4.4318772692754732e-19,2.5430296618444942e-19,1.3204801168520834e-10,2.7424212054666001e-15,8.702134280699853e-11,1.5494553874198164e-15,1.5024161198465826e-16,1.1920480874290772e-14
4.607338564035458e-08,0.6215812114326155,1.3448949442445025e-06,2.6813215816029105e-08,1.4350292389444172e-06,1.1926364205640956e-10,3.7260889309425381e-07,0.0,0.0,0.00048833709487232574,4.3828317380023055e-05,154.0,0.0,0.88115086073478321,1.0,18.996991238929979,0.0061498816279488338,5.8471268981261415e-07,0.019067976713357238,0.025546665032619192,0.021770154380128068,0.0021581597349750146,6.5923972607507106e-09,4.2602853459182412e-05,0.035210519085928649,2.4150352925273339e-11,0.0035775166247391508,2.2634636559561773e-05,0.0044203535094656477,0.0043865097065124026,1.0803477204205291e-06,3.3765461692006518e-06,6.5891246178648623e-07,0.00060270045739185948,2.1407648174276213e-06,6.7437420785653867e-06,7.1620258998099357e-06,0.00027214778336452617,2.8611867530459514e-08,3.2989652800047085e-13,5.3926141597999385e-13,1.6848833427641414e-11,2.3310126386610066e-07,1.252174695260656e-06,8.8853711469065187e-08,1.724303345920838e-07,2.6672811910364293e-08,5.0627763771785752e-09,9.5932188886318875e-14,1.303543314746249e-08,1.1477179431838006e-08,2.0374597076148443e-06,2.7599289199262608e-10,3.1153877293286372e-11,1.4551726356643908e-13,3.3999907453428619e-13,9.7340195962298308e-10,4.9215375692975133e-19,2.8239987842965642e-19,1.4964884460469759e-10,3.1079618361305574e-15,9.8755463917025198e-11,1.7583792305674132e-15,1.7050047305513934e-16,1.3527803853268099e-14
4.710285674766057e-08,0.6215816657771291,1.3826137744818524e-06,2.8267909466873611e-08,1.5460654273408712e-06,1.3058294135492688e-10,4.1242248345228356e-07,0.0,0.0,0.0005065207130260888,4.7404928705771684e-05,154.0,0.0,0.87869606289242164,1.0,18.996922071205606,0.0062703735015179687,5.8325462530998561e-07,0.019337406252780007,0.026016189036086143,0.022220916947286031,0.002188672608366732,6.7135300556320285e-09,4.3385682487109787e-05,0.035952569397159892,2.4491799691147289e-11,0.0037233798852224524,2.2955927917787245e-05,0.0045971525118132265,0.0045599103470128728,1.1230495625070601e-06,3.4487738675584671e-06,6.8495687743066349e-07,0.00063481480967804524,2.3273599976978399e-06,7.4548315260207569e-06,7.9282988527179558e-06,0.00028802737870361079,3.0141807304061403e-08,3.359583890594796e-13,5.6794220912202133e-13,1.7834488589546403e-11,2.4745517034754214e-07,1.3609042255223819e-06,9.6586941766655742e-08,1.878862607412693e-07,2.9106342075730724e-08,5.7356366475587775e-09,1.045311469706222e-13,1.45840269968613e-08,1.3177607543042382e-08,2.080275026385115e-06,3.0595793913426199e-10,3.4538050575509376e-11,1.6131639845781687e-13,3.7914427944449266e-13,1.0855867787165008e-09,5.4561527569296605e-19,3.1307632087589673e-19,1.6926608289081169e-10,3.5153799359699423e-15,1.1185314669617175e-10,1.9915798510934535e-15,1.9311351187138862e-16,1.5321896624219094e-14
4.813232785496657e-08,0.6215821290510517,1.4201901162476482e-06,2.9762270151386488e-08,1.6624958482257452e-06,1.4264498883144995e-10,4.5538321124689427e-07,0.0,0.0,0.00052484848244377087,5.1173280691815791e-05,154.0,0.0,0.8762499785460427,1.0,18.996852734579203,0.0063901760443125944,5.8180177768203535e-07,0.019601037821915315,0.026481341806766093,0.022670202004109637,0.002218528262274309,6.8335336316991356e-09,4.416121390090974e-05,0.036692769370711732,2.4825892004884838e-11,0.0038714748575061284,2.3270313428853566e-05,0.0047764165357968968,0.0047355220583542579,1.1662955655599771e-06,3.5208213407997949e-06,7.1133318876683775e-07,0.00066788106883174873,2.5246857933563385e-06,8.2209098660698103e-06,8.755289087919454e-06,0.00030439420757382091,3.1717273746908077e-08,3.4196374081544549e-13,5.97471814773804e-13,1.8850521152622059e-11,2.6228814693523428e-07,1.4760726062101092e-06,1.0477919010907801e-07,2.0428994383241566e-07,3.1691954905473101e-08,6.4783450170288092e-09,1.1365739306214809e-13,1.627436688131854e-08,1.5079193620549533e-08,2.1229499850695516e-06,3.3861874705550986e-10,3.8226854624441791e-11,1.785368854862178e-13,4.2207196319374782e-13,1.2086242213903321e-09,6.0388920271603967e-19,3.4651414325342243e-19,1.9109281566056466e-10,3.9686856543418267e-15,1.2644754255421001e-10,2.251427706947481e-15,2.1831061322521334e-16,1.7320995975837815e-14
4.916179896227256e-08,0.6215826010208133,1.4576106678746152e-06,3.1296116523664384e-08,1.7844063265262373e-06,1.5547523039315635e-10,5.0165014259747331e-07,0.0,0.0,0.00054331042849927532,5.5137824402483546e-05,154.0,0.0,0.87381259387729315,1.0,18.996783227862824,0.0065092923770977591,5.8035413973077795e-07,0.019858939104307641,0.026942134899521252,0.023118014746775283,0.002247734379985399,6.9524109793641444e-09,4.4929467025519443e-05,0.037431125631163395,2.5152715844370087e-11,0.0040217637750156483,2.3577873632951194e-05,0.0049580923337049039,0.0049132795361036862,1.2100696361403818e-06,3.5926892332745934e-06,7.380315801300732e-07,0.00070190309166533876,2.7330106898062844e-06,9.0446415477815537e-06,9.6460961014598356e-06,0.00032124701780377292,3.333845417901182e-08,3.4791273291093539e-13,6.2785365820458759e-13,1.9896858342674667e-11,2.776004594115403e-07,1.5978777452276069e-06,1.1344460115327931e-07,2.216718754057651e-07,3.4434661935800377e-08,7.2961288780532045e-09,1.2332789124568983e-13,1.8115618985805759e-08,1.7199706851273618e-08,2.1654850767695069e-06,3.7416047397777813e-10,4.2241228224461384e-11,1.9727635074632932e-13,4.6906933273335138e-13,1.3433395651626637e-09,6.6730631870119032e-19,3.8290314890878179e-19,2.153365077788293e-10,4.4721877018392602e-15,1.426820507591196e-10,2.5404756758829797e-15,2.4633935474997063e-16,1.9544742120331488e-14
5.019127006957856e-08,0.6215830814558442,1.4948629576208587e-06,3.2869252946170156e-08,1.9118780477787934e-06,1.6909890639468581e-10,5.513852066345786e-07,0.0,0.0,0.00056189674481370018,5.9302902343829677e-05,154.0,0.0,0.87138389441074404,1.0,18.996713550123754,0.0066277256104242286,5.7891170355404115e-07,0.02011117763477149,0.027398580417419001,0.023564360361800648,0.0022762986276410996,7.0701652308091396e-09,4.5690462101883862e-05,0.038167644793364333,2.5472356995712904e-11,0.004174209217019555,2.3878688895253577e-05,0.005142127281807074,0.0050931179126687837,1.254355788674718e-06,3.6643781884209822e-06,7.650423016439603e-07,0.00073688436772385033,2.9525957023369643e-06,9.9287309742572475e-06,1.0603879884389482e-05,0.00033858425897352525,3.5005518302846745e-08,3.5380552208317171e-13,6.5909083697120011e-13,2.0973408777788404e-11,2.933920768200132e-07,1.7265166946878131e-06,1.2259725876121284e-07,2.4006244539664358e-07,3.7339460524849184e-08,8.194449203554954e-09,1.3355954907787331e-13,2.0117289533720112e-08,1.9557926002318926e-08,2.2078807936907183e-06,4.1277605748158764e-10,4.6602990807031902e-11,2.1763652209709479e-13,5.2043797597156038e-13,1.4905995044549705e-09,7.3621131638381082e-19,4.2244112397121171e-19,2.4221967676060251e-10,5.0305074084778127e-15,1.6071084209165395e-10,2.8614683746265393e-15,2.7746591100584202e-16,2.2014250389422278e-14
5.122074117688455e-08,0.6215835701285574,1.5319353041599957e-06,3.4481470340068409e-08,2.0449875247676575e-06,1.8354102137188131e-10,6.0475305247546677e-07,0.0,0.0,0.00058059779716075339,6.3672744946755727e-05,154.0,0.0,0.86896386503011958,1.0,18.996643700675026,0.0067454788445542096,5.7747446096965598e-07,0.020357820782786164,0.027850690999304196,0.024009244025709264,0.0023042286523580441,7.1867996567849588e-09,4.6444220266554438e-05,0.038902333461894693,2.5784901032086125e-11,0.004328774109209399,2.4172839386113881e-05,0.0053284693789204651,0.0052749727668335794,1.299138147804446e-06,3.7358888487120293e-06,7.9235567065341673e-07,0.00077282802484589783,3.183694039374407e-06,1.0875919783710782e-05,1.163185848193659e-05,0.00035640409353403208,3.671861846883896e-08,3.5964227200372516e-13,6.9118612588883262e-13,2.2080063158038062e-11,3.0966268138914294e-07,1.8621855152403507e-06,1.3225117627657652e-07,2.5949192019761176e-07,4.0411330154882333e-08,9.1790024952201482e-09,1.4436920538196216e-13,2.2289226235351295e-08,2.2173658380702172e-08,2.2501376271110283e-06,4.5466622814585915e-10,5.1334844027240592e-11,2.3972323635646235e-13,5.7649404001585793e-13,1.6513126691316757e-09,8.109628254377572e-19,4.6533385164335178e-19,2.719805726591802e-10,5.6485928438950331e-15,1.8069938958555421e-10,3.217351603967866e-15,3.1197596979838932e-16,2.4752183899116529e-14
5.225021228419055e-08,0.6215840668143304,1.5688167789356377e-06,3.61325469966561e-08,2.1838065743148232e-06,1.9882631523275821e-10,6.6192090349297072e-07,0.0,0.0,0.00059940412701730108,6.825146735083843e-05,154.0,0.0,0.86655248999443268,1.0,18.996573679066216,0.0068625551693897915,5.7604240357238436e-07,0.020598935736293775,0.028298479807360766,0.024452670904703943,0.0023315320803959849,7.3023176633936176e-09,4.7190763530969306e-05,0.039635198230539417,2.609043329319406e-11,0.0044854217241718682,2.4460405061741266e-05,0.0055170672448231085,0.0054587801333287125,1.3444009507466196e-06,3.8072218556038298e-06,8.1996207316430189e-07,0.00080973683480913493,3.4265507852791889e-06,1.1888984085523542e-05,1.2733305485804387e-05,0.00037470440772810048,3.8477889944939504e-08,3.6542315311781364e-13,7.2414198207751445e-13,2.3216694942964171e-11,3.2641167829962697e-07,2.0050791457202975e-06,1.4242028718314929e-07,2.7999042155491257e-07,4.3655228873086135e-08,1.025572245515526e-08,1.5577361850681278e-13,2.4641619439333816e-08,2.5067757269897879e-08,2.292256067348923e-06,5.0003950881598065e-10,5.6460371705500663e-11,2.6364643891722207e-13,6.3756838364091442e-13,1.8264300688374466e-09,8.9193341155437946e-19,5.1179511167278378e-19,3.0487385936128694e-10,6.3317329667709536e-15,2.0282500541667971e-10,3.61128190306459e-15,3.5017565911317632e-16,2.7782827054713457e-14
5.327968339149654e-08,0.6215845712914876,1.6054971702790148e-06,3.7822249351841058e-08,2.3284023037714912e-06,2.1497923591053932e-10,7.2305840925912359e-07,0.0,0.0,0.00061830645476836966,7.3043066481295768e-05,154.0,0.0,0.86414975295401575,1.0,18.996503485074349,0.00697895766440405,5.7461552219289328e-07,0.02083458948590031,0.028741960514670505,0.024894646154348919,0.0023582165153714263,7.4167227888593616e-09,4.7930114760163879e-05,0.04036624568177577,2.6389038865490257e-11,0.0046441156817553066,2.4741465645357084e-05,0.0057078701185197386,0.0056444765124183064,1.3901285496628375e-06,3.8783778494848734e-06,8.4785196528877438e-07,0.00084761321905490127,3.6814026025125612e-06,1.2970731656902163e-05,1.3911547464925086e-05,0.00039348282231213642,4.028345119002662e-08,3.7114834248254997e-13,7.5796055007971786e-13,2.4383161016766973e-11,3.4363820529380505e-07,2.1553912780220911e-06,1.5311843613814475e-07,3.0158790628477451e-07,4.7076089868614588e-08,1.1430781382861522e-08,1.6778945504193798e-13,2.718500299113387e-08,2.8262137799334897e-08,2.3342366037328905e-06,5.4911219958481174e-10,6.2004038160586554e-11,2.8952017582815487e-13,7.0400670367185722e-13,2.0169454622225365e-09,9.7950955010874096e-19,5.6204666524165824e-19,3.4117129568408716e-10,7.0855717701348591e-15,2.2727738297211102e-10,4.0466361955772747e-15,3.9239248299360092e-16,3.1132159762309026e-14
5.430915449880254e-08,0.621585083341282,1.6419669491972945e-06,3.9550332725457177e-08,2.4788371067750229e-06,2.3202391347860631e-10,7.8833749552970984e-07,0.0,0.0,0.00063729568257591036,7.8051418411490542e-05,154.0,0.0,0.86175563696644319,1.0,18.996433118695098,0.0070946893985748055,5.7319380739305394e-07,0.021064848809480629,0.029181147292775263,0.02533517491926008,0.0023842895365167585,7.5300187003267095e-09,4.8662297652401834e-05,0.041095482386273495,2.668080256252456e-11,0.0048048199493327904,2.5016100608831276e-05,0.0059008278563633223,0.0058319988794865198,1.4363054140200752e-06,3.9493574696266922e-06,8.7601587468488781e-07,0.0008864592544867286,3.94847745301475e-06,1.4123999105578328e-05,1.5169961339851096e-05,0.00041273670307802871,4.2135404130882753e-08,3.7681802360647494e-13,7.9264366704294563e-13,2.5579302341164483e-11,3.613411421259845e-07,2.3133142371059022e-06,1.6435937037381945e-07,3.2431414679557006e-07,5.0678818183596338e-08,1.2710591299866458e-08,1.804332789809498e-13,2.9930254802730026e-08,3.1779791208387536e-08,2.3760797245715797e-06,6.0210834865257385e-10,6.7991184941031711e-11,3.1746257843304043e-13,7.761696350567388e-13,2.2238956503858115e-09,1.0740915745237373e-18,6.1631822533775658e-19,3.8116241468655879e-10,7.9161223895874416e-15,2.5425914313064593e-10,4.5270215105374774e-15,4.3897626468962038e-16,3.4827932215259569e-14
5.5338625606108533e-08,0.621585602747879,1.6782172367482498e-06,4.1316542027051623e-08,2.635168667848595e-06,2.4998413572254729e-10,8.5793221262061176e-07,0.0,0.0,0.00065636289692065251,8.3280276003327793e-05,154.0,0.0,0.85937012451233363,1.0,18.996362580134122,0.0072097534303210168,5.7177724967397356e-07,0.021289780257187557,0.029616054799251116,0.02577426233280378,0.002409758696984825,7.6422091906479973e-09,4.9387336718613014e-05,0.041822914902407964,2.6965808905886071e-11,0.004967498841963798,2.5284389154799514e-05,0.0060958909300361172,0.0060212846946071713,1.4829161329492096e-06,4.0201613541357686e-06,9.0444440199479011e-07,0.00092627667933741615,4.2279943386439479e-06,1.5351649003803179e-05,1.651197170581753e-05,0.00043246317117459339,4.4033834442491238e-08,3.8243238628923016e-13,8.2819286796365443e-13,2.6804944595884087e-11,3.7951911985247162e-07,2.4790388660465835e-06,1.7615673146056391e-07,3.4819871240220755e-07,5.446828755588634e-08,1.4101804804734135e-08,1.937215413257523e-13,3.2888597137777087e-08,3.5644797472056071e-08,2.4177859171247709e-06,6.592597092922772e-10,7.4448025971600043e-11,3.4759584068222357e-13,8.5443282448423809e-13,2.4483606941025131e-09,1.1760935995963786e-18,6.7484741275877258e-19,4.2515519963124389e-10,8.8297811419573235e-15,2.839863837895134e-10,5.056284760766765e-15,4.9030009541105351e-16,3.8899740123414329e-14
5.636809671341453e-08,0.6215861292983376,1.7142397729225717e-06,4.312061242967592e-08,2.797449975427845e-06,2.6888332516009195e-10,9.3201858251525458e-07,0.0,0.0,0.00067549937082648007,8.8733266817777852e-05,154.0,0.0,0.85699319751103042,1.0,18.996291869798604,0.0073241528074417667,5.703658386988254e-07,0.021509450136864512,0.030046698165302376,0.026211913516804356,0.0024346315221996733,7.753298175156579e-09,5.0105257260950114e-05,0.042548549775787044,2.7244142107041822e-11,0.005132117022456536,2.5546410199260802e-05,0.0062930104243938603,0.006212271912080387,1.529945417602567e-06,4.0907901399067172e-06,9.3312822228331219e-07,0.00096706689909939947,4.5201630605017219e-06,1.6656566998750412e-05,1.7941048109409831e-05,0.00045265911322813998,4.5978811831401444e-08,3.8799162645995164e-13,8.6460939098840375e-13,2.8059898806765256e-11,3.9817052996023994e-07,2.6527544160351193e-06,1.8852404742526347e-07,3.7327095141918328e-07,5.8449337391351596e-08,1.5611315661592121e-08,2.0767057012391048e-13,3.6071596616765383e-08,3.9882336261058811e-08,2.4593556675751302e-06,7.2080568315493397e-10,8.1401641162372784e-11,3.8004618923879252e-13,9.3918697749385163e-13,2.6914640546688119e-09,1.2859434205374208e-18,7.378796981809164e-19,4.7347675505078488e-10,9.8333414622927772e-15,3.1668923167192899e-10,5.6385225614630399e-15,5.4676128701878301e-16,4.3379100251380409e-14
