Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961)
6.807043002865379e-08,0.4902325630084169,1.7336659856321841e-06,7.2411134223545238e-08,9.9105145810208926e-06,8.3534762354687753e-10,5.6009101972417818e-06,0.0,0.0,0.0011939336662292242,0.00034198530508418377,154.0,0.0,0.82137836597334812,1.0,18.992793894508203,0.0082036566587156551,5.0711955407458027e-07,0.027035862011680144,0.040246567921277385,0.028559470326696139,0.0039736728031357091,1.332518771337566e-08,8.6172270680188361e-05,0.046196577728684178,4.4941040677799906e-11,0.01040070234987215,3.1251451695982751e-05,0.0095849693733409246,0.00930619137708809,2.9321714498406499e-06,4.3823441396134294e-06,1.7914914562598183e-06,0.0026933720212047449,1.3984741821869415e-05,5.8843783427736393e-05,6.4198641423764727e-05,0.0015889080732191592,1.2480400377212696e-07,6.7359107866781413e-13,3.0003079433569911e-12,9.4582790946558213e-11,1.3662340434311418e-06,1.2864345016668048e-05,1.1927213075669369e-06
6.970435057390118e-08,0.4902332274134531,1.7688256295008008e-06,7.6056792703235159e-08,1.0633726732144774e-05,9.0740737807362279e-10,6.198117706508432e-06,0.0,0.0,0.0012300871667638459,0.00036838867093901576,154.0,0.0,0.81762482727031316,1.0,18.992602530655361,0.0083641701596230567,5.0503748078734226e-07,0.027290472504683101,0.040884727239601626,0.029168731293306389,0.0040110750831202696,1.3536320380346568e-08,8.7537665548345831e-05,0.04720821015093643,4.5364049181595862e-11,0.010821956435794115,3.1547255724820647e-05,0.009963805715517738,0.0096564328690984923,3.0424901620969605e-06,4.479334338483795e-06,1.8588942106698992e-06,0.0028437260351450808,1.5133692399292174e-05,6.5012213804105531e-05,7.1089824819842035e-05,0.0016773449409362487,1.3179037621837669e-07,6.8426409209709825e-13,3.1676043563534984e-12,9.9862312923503399e-11,1.4466451994321575e-06,1.3994111163496153e-05,1.2976457934407566e-06
7.133827111914857e-08,0.49023389881458385,1.8032055651378018e-06,7.9770936554834082e-08,1.1384905947964879e-05,9.8314816863130475e-10,6.8395535959715096e-06,0.0,0.0,0.0012658223723791865,0.00039592781918894641,154.0,0.0,0.81389555986152073,1.0,18.992410411314719,0.0085231597730574225,5.0296908688963042e-07,0.02753163248254175,0.041508890600396454,0.029774729198525883,0.0040464982364372248,1.3742813675766653e-08,8.8873057767602782e-05,0.048215692785565541,4.5764674360043172e-11,0.011247816667975667,3.1827467084312456e-05,0.01034611633517483,0.010008127324109956,3.1532639742181469e-06,4.5759262794010886e-06,1.9265750339280828e-06,0.0029980961411511776,1.6335344681664089e-05,7.1622296540122861e-05,7.8496944806577743e-05,0.0017677501152907991,1.3896407404643991e-07,6.9470258093442053e-13,3.339362777277496e-12,1.052602903659723e-10,1.5291174482167514e-06,1.5187878122745835e-05,1.4085246275247778e-06
7.297219166439596e-08,0.4902345766206412,1.8368146196335791e-06,8.3551709813097905e-08,1.2163893648424524e-05,1.0626027021969175e-09,7.5269381603529241e-06,0.0,0.0,0.0013011142560206352,0.0004246022152191415,154.0,0.0,0.81019043001981439,1.0,18.992217570571118,0.0086806372975968549,5.0091429787017889e-07,0.027759685758386804,0.042119221123092271,0.030377484712063915,0.0040799929308448597,1.3944721772811955e-08,9.0178797668204048e-05,0.049219052873785293,4.6143489250035476e-11,0.011678092857774035,3.2092483951262139e-05,0.010731715518203093,0.010361018329828343,3.2644120749236212e-06,4.6721225754668159e-06,1.9944845514873596e-06,0.0031564334582915099,1.7589539298738524e-05,7.8689227457850438e-05,8.6440379117579458e-05,0.0018600624879460991,1.4632283227202278e-07,7.0490928363983875e-13,3.5155286570936001e-12,1.1077310915753617e-10,1.6136048584459513e-06,1.6447115344629522e-05,1.5254948148180412e-06
7.460611220964335e-08,0.49023526025975456,1.8696624258116924e-06,8.7397275705149095e-08,1.2970497935479942e-05,1.1457985402445088e-09,8.2619753996711847e-06,0.0,0.0,0.0013359400861958225,0.00045440971351147659,154.0,0.0,0.8065093000952458,1.0,18.992024043231392,0.0088366144526612189,4.9887303680363714e-07,0.027974972464385562,0.042715884949443492,0.030977018386191071,0.0041116092886543639,1.4142099846607361e-08,9.1455242060163564e-05,0.050218317505067195,4.6501060719366188e-11,0.012112598955760353,3.2342700259210633e-05,0.011120422329040446,0.010714855756132669,3.3758556371449168e-06,4.7679258254480293e-06,2.0625746011168847e-06,0.0033186865276946973,1.8896000203876707e-05,8.622779995927917e-05,9.4940271171601811e-05,0.0019542201334143403,1.5386426493256828e-07,7.1488698932395392e-13,3.6960445838464958e-12,1.1639710518535805e-10,1.7000604107057284e-06,1.7773247950072418e-05,1.648689226051783e-06
7.624003275489074e-08,0.49023594917905083,1.9017593067190504e-06,9.1305818694711104e-08,1.3804495752250966e-05,1.232758262963021e-09,9.0463502727280125e-06,0.0,0.0,0.0013702793424971473,0.00048534662945154281,154.0,0.0,0.80285202881988582,1.0,18.991829864701803,0.0089911028779396402,4.9684522452647332e-07,0.02817782881739396,0.04329905094396435,0.031573350652928552,0.004141396852334109,1.4335003974785141e-08,9.2702753590727168e-05,0.051213513612585991,4.6837949079038027e-11,0.012551153019178094,3.2578505425875162e-05,0.011512060557794647,0.011069395861970121,3.4875178516417521e-06,4.8633386133271172e-06,2.1307982534317017e-06,0.0034848015000719535,2.0254337447145706e-05,9.4252366330455342e-05,0.00010401648608212556,0.0020501604798813917,1.6158587384387202e-07,7.2463853272703296e-13,3.8808504915009618e-12,1.2212857454015097e-10,1.7884361534326863e-06,1.9167656050629869e-05,1.7782365338675176e-06
7.787395330013813e-08,0.490236642844345,1.9331161709597427e-06,9.5275546283610579e-08,1.4665635012515967e-05,1.3234996437943619e-09,9.8817261137673771e-06,0.0,0.0,0.0014041136288432017,0.00051740781293732705,154.0,0.0,0.79921847160161474,1.0,18.991635070872821,0.0091441141328907974,4.9483077982433052e-07,0.028368586902953501,0.043868890403676343,0.032166501821468359,0.0041694045528231499,1.4523491041047407e-08,9.3921700119926251e-05,0.052204667969021561,4.7154707723111336e-11,0.012993577176492823,3.2800284101870011e-05,0.011906458664213904,0.011424401390947367,3.5993239569838975e-06,4.958363507886202e-06,2.1991098302254735e-06,0.0036547223187711727,2.1664050318588138e-05,0.00010277680111767522,0.00011368856830340345,0.0021478204703845832,1.6948505714947806e-07,7.3416678933602254e-13,4.0698838637733588e-12,1.279637831428464e-10,1.8786833507980548e-06,2.0631674197774841e-05,1.9142611611034605e-06
7.950787384538552e-08,0.4902373407398346,1.9637444179089244e-06,9.9304690591288291e-08,1.5553636691423388e-05,1.4180358321909146e-09,1.0769742213235816e-05,0.0,0.0,0.0014374265851003155,0.0005505867232213238,154.0,0.0,0.79560848080683799,1.0,18.991439698010854,0.0092956596963129079,4.9282961960261592e-07,0.02854757447713276,0.044425576777404725,0.032756492075815026,0.0041956806804661221,1.4707618641939501e-08,9.5112454117770304e-05,0.053191807182702326,4.7451882800140688e-11,0.013439697589247209,3.3008415940113074e-05,0.012303449718772392,0.011779641655529915,3.7112012659811767e-06,5.0530030623247635e-06,2.2674649206172584e-06,0.0038283908980753746,2.3124530834216404e-05,0.00011181446666450931,0.00012397570102921498,0.0022471367145835332,1.7755911764954016e-07,7.4347467067223408e-13,4.2630799326710371e-12,1.3389897581203691e-10,1.9707526227089633e-06,2.2166590953916628e-05,2.0568832404750194e-06
8.114179439063291e-08,0.4902380423677924,1.9936558520783078e-06,1.0339150972827072e-07,1.6468196870377997e-05,1.5163755428732229e-09,1.1712011562906939e-05,0.0,0.0,0.0014702037976224191,0.00058487550452325705,154.0,0.0,0.79202190603208844,1.0,18.991243782656831,0.0094457509659807547,4.9084165903828849e-07,0.028715114785781971,0.044969285394829743,0.033343341472641189,0.0042202728585051495,1.4887444996930398e-08,9.6275392083597152e-05,0.054174957694078769,4.7730012915414818e-11,0.013889344411399952,3.3203275385413597e-05,0.012702871341096964,0.012134892609778528,3.8230791885214015e-06,5.1472598139093505e-06,2.335820394990532e-06,0.0040057472965043545,2.4635067537586635e-05,0.00012137818088518261,0.00013489666744469447,0.002348045631321522,1.8580527089851547e-07,7.5256511975503596e-13,4.4603718714539985e-12,1.3993038478376096e-10,2.0645940770540281e-06,2.3773648578833175e-05,2.2062185850664096e-06
8.27757149358803e-08,0.4902387472482562,2.0228626059057365e-06,1.0753428897962672e-07,1.7408988729842018e-05,1.6185232499450023e-09,1.2710118764580961e-05,0.0,0.0,0.0015024327092253984,0.00062026506196998703,154.0,0.0,0.78845859436452836,1.0,18.991047361531379,0.0095943992583470555,4.8886681174931106e-07,0.028871526400679984,0.045500193205447098,0.033927069939348749,0.0042432280190691082,1.5063028861668773e-08,9.7410893984133104e-05,0.055154145772514089,4.7989628857206899e-11,0.014342351746332955,3.3385231483666795e-05,0.013104565635967078,0.012489936910620201,3.9348892507006631e-06,5.2411362836541687e-06,2.4041344166991468e-06,0.0041867298849123406,2.6194849585769588e-05,0.00013148018733508284,0.00014646981391888651,0.0024504835822134721,1.9422065306113213e-07,7.6144110670716983e-13,4.6616909817620717e-12,1.4605423769763773e-10,2.1601574343529803e-06,2.5454042824936689e-05,2.3623786690103173e-06
8.44096354811277e-08,0.4902394549187175,2.051377070243029e-06,1.1173134181435636e-07,1.8375664484460317e-05,1.7244793843202297e-09,1.3765618100809538e-05,0.0,0.0,0.0015341025290799182,0.00065674513744763045,154.0,0.0,0.78491839063141089,1.0,18.990850471446304,0.0097416158083052425,4.8690498994839086e-07,0.029017123072036261,0.046018478527539847,0.034507697272326901,0.0042645923815662085,1.5234429444595888e-08,9.851934271411125e-05,0.056129397513378865,4.8231253352066018e-11,0.014798557601711617,3.3554647710018755e-05,0.013508379127121004,0.012844563967703988,4.0465651103990451e-06,5.3346349760312822e-06,2.4723664515857692e-06,0.0043712755092054035,2.7802971086696342e-05,0.00014213212762655968,0.00015871301521426084,0.00255438699651806,2.0280232851801403e-07,7.7010562453751631e-13,4.8669668747596051e-12,1.5226676506447774e-10,2.257392144991716e-06,2.7208922834685053e-05,2.5254706177263293e-06
8.604355602637509e-08,0.49024016493381034,2.0792118318510061e-06,1.1598101073604284e-07,1.9367857255701385e-05,1.8342405330146957e-09,1.4880031765292955e-05,0.0,0.0,0.0015652041429757009,0.00069430438497799195,154.0,0.0,0.78140113763859786,1.0,18.990653149222222,0.0098874117690107358,4.8495610456930855e-07,0.029152213596762004,0.046524320807223594,0.035085243135398167,0.0042844114333871561,1.5401706327015681e-08,9.9601123580645213e-05,0.057100738835436073,4.8455400849593233e-11,0.015257803842383082,3.3711881815309449e-05,0.013914162689100153,0.013198569981937289,4.1580425693399224e-06,5.4277583787091177e-06,2.5404772753278423e-06,0.0045593196475324149,2.945843565603346e-05,0.00015334501622536059,0.00017164364177770468,0.0026596924875728987,2.1154729721488908e-07,7.7856168511412064e-13,5.0761276461211885e-12,1.5856420723177466e-10,2.35624749924649e-06,2.9039391133400158e-05,2.6955972070975047e-06
8.767747657162248e-08,0.4902408768649966,2.1063796172962527e-06,1.2028166798842117e-07,2.038518287823487e-05,1.947799639014949e-09,1.6054848249940221e-05,0.0,0.0,0.001595730024357968,0.00073293044527661096,154.0,0.0,0.77790667639826683,1.0,18.990455431612023,0.010031798211757878,4.8302006541833858e-07,0.02927710170189482,0.047017900387594597,0.035659727058444043,0.004302729912851252,1.5564919386374166e-08,0.00010065662380594637,0.058068195478503323,4.8662577327007384e-11,0.015719936141488561,3.3857285690113342e-05,0.014321771477350852,0.013551757972831421,4.2692595814999931e-06,5.5205089623179889e-06,2.6084289785968052e-06,0.00475079656183559,3.1160161163831222e-05,0.00016512921765072714,0.00018527852916510923,0.0027663369610744686,2.2045250174958682e-07,7.8681231527473928e-13,5.2891000446878334e-12,1.6494282086387455e-10,2.4566727303065807e-06,3.094650371110356e-05,2.8728568709823724e-06
8.931139711686987e-08,0.4902415903002509,2.1328932427197309e-06,1.2463171612801813e-07,2.1427241637223431e-05,2.0651462005937971e-09,1.7291520884997242e-05,0.0,0.0,0.0016256741464865611,0.0007726100191931054,154.0,0.0,0.77443484634595827,1.0,18.990257355229943,0.010174786125909772,4.8109678131369347e-07,0.029392085942590393,0.047499398287965018,0.036231168436201694,0.0043195917942953172,1.5724128722899587e-08,0.00010168623205243348,0.059031793001379562,4.8853280119330514e-11,0.01618480392995654,3.3991205245688142e-05,0.014731064856790448,0.013903937794819533,4.3801562580848061e-06,5.612889180241447e-06,2.6761849701060199e-06,0.004945639443677651,3.2906984642063325e-05,0.0001774944260899997,0.00019963394963930101,0.0028742577154864616,2.2951483419219856e-07,7.9486055311260696e-13,5.505809634763053e-12,1.7139888495354548e-10,2.5586171105087953e-06,3.2931270187319018e-05,3.0573437164886301e-06
9.094531766211726e-08,0.4902423048437424,2.1587655689936561e-06,1.2902958847504922e-07,2.2493619934465226e-05,2.1862664690760028e-09,1.859146652816525e-05,0.0,0.0,0.0016550318960248216,0.0008133289397722613,154.0,0.0,0.77098548554714275,1.0,18.990058956486013,0.010316386418878356,4.7918616018549226e-07,0.029497459614090626,0.04796899599313708,0.036799586527223718,0.0043350402752039257,1.5879394589749376e-08,0.00010269033797281955,0.059991556780023672,4.9027997778125175e-11,0.01665226034453654,3.4113980311122863e-05,0.015141906329034971,0.014254926142747043,4.4906748691867803e-06,5.7049014684322249e-06,2.7437099775918954e-06,0.0051437805542904631,3.4697667324119544e-05,0.00019044964742704514,0.00021472558596941118,0.0029833925348629257,2.387311426364617e-07,8.0270944446444646e-13,5.7261809519823245e-12,1.7792870638177184e-10,2.6620300410025154e-06,3.4994654053021728e-05,3.2491475464740609e-06
9.257923820736465e-08,0.49024302011551774,2.1840094618091872e-06,1.3347374945318455e-07,2.3583891881914301e-05,2.3111436441670688e-09,1.9956064398213077e-05,0.0,0.0,0.0016837999883302873,0.0008550722427048726,154.0,0.0,0.76755843089351439,1.0,18.989860271525707,0.010456609916152075,4.7728810920897566e-07,0.029593510677028062,0.048426875252646287,0.037365000452992972,0.0043491177653158519,1.6030777326289934e-08,0.00010366933177739745,0.060947512005973106,4.9187209945506678e-11,0.017122162174528124,3.4225944545981555e-05,0.015554163458478759,0.014604546546771431,4.6007598419497886e-06,5.7965482452516237e-06,2.8109700467155521e-06,0.0053451513588155808,3.6530899787515686e-05,0.0002040031836729198,0.00023056850744889701,0.0030936797743789731,2.4809823748098254e-07,8.1036203952580082e-13,5.9501376526545767e-12,1.8452862504330302e-10,2.766861135071954e-06,3.7137572984074691e-05,3.448353888744098e-06
9.421315875261204e-08,0.4902437357511795,2.2086377562649969e-06,1.3796269482820174e-07,2.4697620821644734e-05,2.4397580660609557e-09,2.1386655048232455e-05,0.0,0.0,0.0017119763846860775,0.00089782423496632914,154.0,0.0,0.76415351828923439,1.0,18.989661336174407,0.010595467361368583,4.7540253493349433e-07,0.029680521695452985,0.048873217889862847,0.037927429197184621,0.0043618658776063586,1.6178337294619621e-08,0.00010462360382249467,0.061899683684989729,4.933138724964387e-11,0.017594369807354675,3.4327425367726128e-05,0.015967707797409469,0.014952629356939718,4.7103577555077175e-06,5.8878319113311314e-06,2.8779325379880989e-06,0.0055496826547307455,3.8405307172090853e-05,0.00021816261977695886,0.00024717714813907881,0.0032050584388662127,2.5761289743911127e-07,8.1782138963027567e-13,6.1776026566449e-12,1.9119501855552946e-10,2.8730602953484424e-06,3.9360899220664268e-05,3.6550440314214886e-06
9.584707929785943e-08,0.4902444514015647,2.2326632255617346e-06,1.4249495185480142e-07,2.5834360771854543e-05,2.5720874036461099e-09,2.288453947339112e-05,0.0,0.0,0.0017395602116782388,0.00094156856147020534,154.0,0.0,0.76077058282736953,1.0,18.989462185886605,0.010732969416429905,4.7352934335557207e-07,0.02975876978698341,0.049308205620813873,0.038486891605067367,0.0043733254210319462,1.6322134819574338e-08,0.00010555354422499889,0.062848096635921794,4.9460991228586334e-11,0.018068747173125267,3.4418743893187746e-05,0.016382414810333219,0.015299011717739928,4.8194173329195175e-06,5.978754849455167e-06,2.9445661217987364e-06,0.0057573046944778159,4.03194544473573e-05,0.00023293481278684858,0.00026456528733508121,0.0033174682546503421,2.6727187527852609e-07,8.2509054424282252e-13,6.4084982838273898e-12,1.9792430656812229e-10,2.9805777851487031e-06,4.166546000744134e-05,3.869295064001314e-06
9.748099984310682e-08,0.4902451667324225,2.2560985534435967e-06,1.4706907934009432e-07,2.6993657799003859e-05,2.7081068382306218e-09,2.4450978347804674e-05,0.0,0.0,0.0017665516828911227,0.00098628826959299082,154.0,0.0,0.75740945895678191,1.0,18.989262855699536,0.010869126661657607,4.7166844003317838e-07,0.029828526584430214,0.049732019882581288,0.039043406383036779,0.004383536394976636,1.6462230131706959e-08,0.00010645954249239194,0.063792775489769693,4.9576474264738953e-11,0.018545161688321165,3.4500214893377281e-05,0.01679816379767524,0.015643537532948459,4.9278894298534877e-06,6.0693194244637952e-06,3.0108407715243221e-06,0.0059679473023283268,4.2271851703941568e-05,0.00024832588331724046,0.00028274603224152407,0.0034308497349869399,2.7707190329260912e-07,8.3217254806607882e-13,6.6427463840464039e-12,2.047129546912341e-10,3.0893642941757406e-06,4.4052038089320277e-05,4.0911799236229165e-06
9.911492038835422e-08,0.4902458814240894,2.2789563100586734e-06,1.5168366763159727e-07,2.8175051316613302e-05,2.8477892423004485e-09,2.6087191384973058e-05,0.0,0.0,0.0017929520230622826,0.0010319658714527168,154.0,0.0,0.75406998063974051,1.0,18.989063380191002,0.011003949595985628,4.6981973020944561e-07,0.029890058208288359,0.050144841671094419,0.039596992098273026,0.0043925379853075527,1.6598683313284896e-08,0.00010734198717162195,0.064733744688945119,4.9678279535722281e-11,0.019023484198736468,3.4572146760932529e-05,0.017214837819012379,0.015986057421118086,5.0357270203165956e-06,6.159527983174363e-06,3.0767277548428929e-06,0.0061815399855421026,4.4260959445129478e-05,0.00026434120927810653,0.00030173180283633286,0.0035451442393896766,2.8700969850536759e-07,8.3907043828944658e-13,6.8802684607362854e-12,2.1155747805972205e-10,3.1993709988189973e-06,4.6521372258137717e-05,4.3207674460964136e-06
9.999999999999998e-08,0.49024659517116365,2.2911013797401725e-06,1.5419975329893558e-07,2.8824063162169553e-05,2.9249731436282665e-09,2.7003066221249715e-05,0.0,0.0,0.0018070067391850323,0.0010571026455354381,154.0,0.0,0.75226999565852104,1.0,18.988955277554744,0.01107642846379339,4.6882335914404181e-07,0.029920047230455254,0.050363937241033094,0.039895647814060117,0.0043969226806077405,1.6671099123875491e-08,0.00010781030130509876,0.065241918565747126,4.9727869116151522e-11,0.019283339137265074,3.4607235524566331e-05,0.017440892316113385,0.016170708916159914,5.0938607213330311e-06,6.2082452896038366e-06,3.1122464868395785e-06,0.006298447987269507,4.5353210830048404e-05,0.00027327889558201567,0.00031235653996058619,0.0036074172900613095,2.9244927129033468e-07,8.4273115443194117e-13,7.0102712038059364e-12,2.1528720775999153e-10,3.2594530113401813e-06,4.7893791061725277e-05,4.4483722838940577e-06
1.0074884093360161e-07,0.49024659517116365,2.3012489309339706e-06,1.563373385370274e-07,2.9378075311603829e-05,2.9911053529076162e-09,2.7794356816104612e-05,0.0,0.0,0.0018187633948110534,0.0010785834038480745,154.0,0.0,0.75075198150053368,1.0,18.988863793441293,0.01113744863718843,4.6798311885874225e-07,0.029943625249523587,0.050546851388113753,0.040147667178516228,0.0044003685619178013,1.6731554247699625e-08,0.00010820126552525629,0.06567102848671208,4.9766840994365264e-11,0.019503588921796641,3.4634841489491499e-05,0.01763232361598515,0.016326428662072571,5.1428851797889519e-06,6.2493828543209837e-06,3.1421996233696953e-06,0.0063980120398903018,4.6285193855637646e-05,0.00028098542180637215,0.00032153431889270342,0.0036602940271413848,2.9708196761318499e-07,8.4578724206587259e-13,7.1209857883196442e-12,2.184544445503401e-10,3.3105496172901158e-06,4.9074157945568318e-05,4.5581224212584733e-06
1.02382761478849e-07,0.49024730768218067,2.3229886987825135e-06,1.6102874518269292e-07,3.0602259499361109e-05,3.1380239393600481e-09,2.9573610980572375e-05,0.0,0.0,0.0018439888280303073,0.0011261224857861045,154.0,0.0,0.74745529496537477,1.0,18.988664128998806,0.011269634122142273,4.661585107801241e-07,0.029989482762027002,0.05093822869720762,0.040695449911952473,0.0044070656777018026,1.6860902571640066e-08,0.00010903776322122082,0.066604650946799904,4.984258335500209e-11,0.019985353388371919,3.4688594664306875e-05,0.018050511535029366,0.01666451513479341,5.2493210654168736e-06,6.3388863485108689e-06,3.2072302005751776e-06,0.0066172926496294174,4.8342932026048067e-05,0.00029826240333738924,0.00034216458912155053,0.0037762423052751788,3.072854116680656e-07,8.5232597408612543e-13,7.364819523334611e-12,2.254004776692327e-10,3.4228524598295594e-06,5.171104785789715e-05,4.8033056522544055e-06
1.0401668202409639e-07,0.4902480186792848,2.3441877278812497e-06,1.6575657181678561e-07,3.1847130408972333e-05,3.2885119649535011e-09,3.1426048022706803e-05,0.0,0.0,0.0018686321520081839,0.001174564373546337,154.0,0.0,0.74417975439388973,1.0,18.988464419849304,0.011400516307117444,4.643458107223355e-07,0.030027880264143426,0.051319152388493626,0.041240358447203793,0.0044126660688853635,1.6986787629962345e-08,0.00010985186403781184,0.067534635943177379,4.9905922089758845e-11,0.020468658384197331,3.4733695463431087e-05,0.018469295450058838,0.017000187247099185,5.3549938935535201e-06,6.428040758196498e-06,3.2717945681172056e-06,0.0068393109820268638,5.0432517112793742e-05,0.00031617528774653339,0.00036363290238966724,0.0038929332713092827,3.1761673050650104e-07,8.5868963426333581e-13,7.611690809499231e-12,2.3239225912666578e-10,3.5362324742172e-06,5.4432652648475028e-05,5.0563740183423893e-06
1.0565060256934378e-07,0.49024872789790225,2.3648579507796355e-06,1.7051953356340234e-07,3.3112212400313894e-05,3.4425347425495879e-09,3.3352719689127258e-05,0.0,0.0,0.0018926979303253741,0.0012238900132477166,154.0,0.0,0.74092519320249084,1.0,18.988264698388534,0.011530105368099368,4.6254492340353912e-07,0.030059061748748464,0.051689800251893292,0.041782410793415804,0.004417205656580288,1.7109268433876911e-08,0.00011064394959752549,0.068461007159978868,4.9957263456053905e-11,0.02095338789100426,3.4770426668796967e-05,0.018888572685222718,0.01733332185753091,5.4598649151919333e-06,6.5168483576626974e-06,3.3358690507543797e-06,0.0070639962765497834,5.2552263415035404e-05,0.00033472646248559629,0.00038594882096230405,0.0040103121510126783,3.2807262692877205e-07,8.6488120566242554e-13,7.8615208769237837e-12,2.3942653111502847e-10,3.6506432868167959e-06,5.7239541623882434e-05,5.3173805408483131e-06
1.0728452311459117e-07,0.4902494350864152,2.3850111071183485e-06,1.7531637613266751e-07,3.43970286148619e-05,3.6000560838614631e-09,3.5354635220845563e-05,0.0,0.0,0.0019161913985542315,0.001274080090901438,154.0,0.0,0.73769144497993622,1.0,18.988064996398077,0.011658411401136597,4.6075575358023107e-07,0.030083265701284969,0.052050348958669397,0.042321624820436762,0.0044207195495136967,1.7228403621672671e-08,0.00011141439911271064,0.069383788091572585,4.9997004526820066e-11,0.021439429027463087,3.4799064686552173e-05,0.01930824393785311,0.017663802189868794,5.5638973888189916e-06,6.6053114030276786e-06,3.3994311997700654e-06,0.0072912779288388466,5.4700461351187242e-05,0.00035391757263371012,0.00040912117571296748,0.0041283252314721778,3.3864981063502386e-07,8.7090365251380778e-13,8.1142311354061588e-12,2.4650009830650828e-10,3.7660392393804476e-06,6.0132243480024817e-05,5.5863744519310571e-06
1.0891844365983856e-07,0.4902501400058326,2.4046587343549894e-06,1.8014587549192015e-07,3.5701101862256249e-05,3.7610384423601007e-09,3.7432761334434539e-05,0.0,0.0,0.0019391184047687668,0.0013251150799477988,154.0,0.0,0.73447834359537523,1.0,18.987865345024208,0.011785444422713799,4.5897820618144314e-07,0.030100725125191716,0.05240097395099029,0.042858018259082219,0.0044232420478762949,1.7344251421723179e-08,0.0001121635891414814,0.070303002042761686,5.0025533222519392e-11,0.021926671990029963,3.4819879576027864e-05,0.019728213201710521,0.017991517740713617,5.6670565509167468e-06,6.6934321322571967e-06,3.4624597750344355e-06,0.0075210855695992318,5.6875382319262491e-05,0.0003737495267782697,0.00043315806323794776,0.0042469198897264271,3.4934500192407759e-07,8.7675991829127306e-13,8.369743262050656e-12,2.5360982958643299e-10,3.8823754218347137e-06,6.3111247064607162e-05,5.8634012658140896e-06
1.1055236420508595e-07,0.4902508424294636,2.4238121602094836e-06,1.8500683750255246e-07,3.7023955444770828e-05,3.925443049759691e-09,3.9588022286640626e-05,0.0,0.0,0.0019614853528591935,0.0013769752862885223,154.0,0.0,0.73128572329919006,1.0,18.987665774759495,0.01191121437014785,4.572121863040287e-07,0.030111667574258295,0.052741849339238214,0.043391608701479345,0.0044248066481523702,1.7456869618709654e-08,0.00011289189337444866,0.071218672129110247,5.0043228377887225e-11,0.022415009993785619,3.4833135086717627e-05,0.020148387690627791,0.018316364180571521,5.769309584903569e-06,6.7812127651909255e-06,3.5249347259330589e-06,0.0077533491385472948,5.9075283426639877e-05,0.00039422250463768522,0.00045806684480839194,0.004366044617223952,3.6015493516082574e-07,8.8245292405652328e-13,8.6279792835206026e-12,2.6075265953697274e-10,3.9996077012652912e-06,6.6177002162626103e-05,6.1485028521631126e-06
1.1218628475033334e-07,0.4902515421425919,2.4424824966566444e-06,1.8989809752673419e-07,3.8365113921936198e-05,4.0932300460809899e-09,4.1821300016929951e-05,0.0,0.0,0.0019832991486310489,0.0014296408908378525,154.0,0.0,0.72811341881692149,1.0,18.987466315427188,0.012035731102005332,4.5545759925067893e-07,0.030116315191371503,0.053073147806814693,0.043922413601485841,0.004425446048883259,1.7566315522174171e-08,0.00011359968243218663,0.072130821277384821,5.0050459809276364e-11,0.02290433921334855,3.4839088702679313e-05,0.020568677762645315,0.01863824324888683,5.8706255879027854e-06,6.8686555035802684e-06,3.5868371710531314e-06,0.0079879989535573282,6.1298412076310623e-05,0.00041533596633480484,0.00048385414708865195,0.0044856490403541996,3.7107636201944893e-07,8.8798556688188105e-13,8.8888616528198489e-12,2.6792558968633727e-10,4.1176927473118534e-06,6.9329920301687748e-05,6.4417175113273793e-06
1.1382020529558074e-07,0.4902522389421492,2.4606806353073465e-06,1.9481852000792201e-07,3.9724103817635079e-05,4.2643586033271482e-09,4.4133434362581018e-05,0.0,0.0,0.0020045671486569137,0.0014830919896261046,154.0,0.0,0.72496126543659012,1.0,18.987266996167964,0.012159004398539735,4.5371435068247579e-07,0.030114884753115086,0.053395040522178229,0.044450450275177786,0.0044251921573370111,1.7672645936847167e-08,0.00011428732366619058,0.073039472226104435,5.0047588373125201e-11,0.023394558723939161,3.4837991693803159e-05,0.020988996844724061,0.018957062643468515,5.9709755354200682e-06,6.9557625311368332e-06,3.6481493767288878e-06,0.0082249657751597288,6.3543010398114984e-05,0.00043708866322746625,0.00051052586454612529,0.0046056839372948261,3.8210605450966719e-07,8.9336071827442441e-13,9.1523133208435924e-12,2.7512568953834511e-10,4.2365880541788818e-06,7.2570375574167488e-05,6.7430800511578925e-06
