Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310)
6.212842304388288e-07,0.34775189461736344,4.144862166802559e-07,3.4074863141791959e-07,3.5845724258562862e-07,1.8162833925418771e-08,3.2656448277421527e-06,0.0,0.0,0.0020357270466501735,0.018809552388698424,154.0,0.0,0.44778701769371332,1.0,18.916110984365741,0.018331665343333366,9.7184816401647685e-08,0.012143739368660049,0.036244176523889123,0.057082318387146051,0.0035528883592919505,2.0093212054594567e-08,0.00013111037331538293,0.090989694657838807,4.6956463109529679e-11,0.13202935529173654,9.4402735725446459e-06,0.04900761022080221,0.019379173910999189,9.7930098935873778e-06,6.982764100883281e-06,6.1359817259128973e-06,0.093339130879425664,0.00019680398821192579,0.0050897865678918384,0.0095196631029880081,0.059341805793089626,2.9466289803125564e-06,1.1771591403120077e-12,1.149431997507926e-10
6.306304359864478e-07,0.3477515612298095,4.1164146162142874e-07,3.4516800436243129e-07,3.6629281262837543e-07,1.8507640950150626e-08,3.3674482926404467e-06,0.0,0.0,0.0020358291202130659,0.01906365691894376,154.0,0.0,0.44364012524977026,1.0,18.915448581716639,0.018351854638746494,9.6448902265953133e-08,0.011980963436986134,0.035926044778470993,0.057602105819782791,0.0035051680380268815,1.9916166376657758e-08,0.00012995513105593483,0.091963848322411793,4.6325771323431663e-11,0.13324272658426195,9.3137467623945991e-06,0.04949200851152695,0.019375460666386114,9.7907999865099359e-06,7.0576637239163092e-06,6.134597081275331e-06,0.094346908944591662,0.00019674221952940723,0.005138951103695698,0.0097146179008114324,0.05979882414370416,2.9784614373458577e-06,1.166786932906936e-12,1.1618015200543648e-10
6.399766415340669e-07,0.3477512395198704,4.0881038201239074e-07,3.4953657635033834e-07,3.7417777847861059e-07,1.8851816144324614e-08,3.4704977849873889e-06,0.0,0.0,0.002035927394633028,0.019315252750807411,154.0,0.0,0.43955764446922646,1.0,18.91479818943364,0.018368638218680913,9.5724667921133257e-08,0.011821319218473778,0.035611079559866435,0.058115402062225659,0.0034583683492003842,1.9740899930107906e-08,0.00012881149845449694,0.092930645840207701,4.570724700187941e-11,0.13443434826249329,9.1896542445677907e-06,0.049969933374375997,0.019370974429274053,9.7882054917389628e-06,7.131997269454062e-06,6.1329714657527935e-06,0.095338949683581461,0.0001966638600873175,0.005186240753167223,0.0099086142708177012,0.060245412385116333,3.0097967547198296e-06,1.156518961457437e-12,1.1739771412816599e-10
6.493228470816859e-07,0.34775092913902844,4.0599370143821877e-07,3.5385463166343022e-07,3.8211187332347102e-07,1.9195330022405808e-08,3.574780329338807e-06,0.0,0.0,0.0020360221181575646,0.019564372230406895,154.0,0.0,0.43553814985936473,1.0,18.914159512417577,0.018382121376628924,9.501184774261658e-08,0.011664719852166119,0.035299297746519791,0.058622305096551745,0.0034124636885559246,1.9567421299461865e-08,0.00012767953152707906,0.093890203543635101,4.5100551748294801e-11,0.13560469203286979,9.0679284978286612e-06,0.050441508814153144,0.01936576543677862,9.7852516861338892e-06,7.2057736960639374e-06,6.1311207170417131e-06,0.096315570831024391,0.00019657002130299233,0.0052317053009569405,0.010101638180225754,0.060681858535728425,3.0406449696997387e-06,1.1463557288965077e-12,1.18596279715787e-10
6.586690526293049e-07,0.3477506297477046,4.0319207154297268e-07,3.5812246414829908e-07,3.9009483605580781e-07,1.953815445853922e-08,3.6802831349239234e-06,0.0,0.0,0.0020361135172173809,0.019811047374857563,154.0,0.0,0.43158025509186759,1.0,18.913532264373124,0.018392406570168794,9.4310183498142873e-08,0.011511081671475534,0.034990710443881218,0.059122910815617387,0.0033674293906236098,1.939573590446885e-08,0.00012655926564118821,0.094842635125745867,4.4505359573441214e-11,0.1367542189059423,8.9485044857005319e-06,0.050906855412030279,0.019359879472766024,9.7819616169360055e-06,7.2790017589520074e-06,6.1290592758546665e-06,0.097277083667195133,0.00019646171637736169,0.0052753938991677426,0.010293676843640636,0.061108441246314545,3.0710159155277199e-06,1.1362975527673648e-12,1.1977623432797312e-10
6.68015258176924e-07,0.34775034101529245,4.0040607776754296e-07,3.6234037626663241e-07,3.9812641109922873e-07,1.9880262624559887e-08,3.7869935925272094e-06,0.0,0.0,0.0020362017988432043,0.020055309855883555,154.0,0.0,0.42768261179141331,1.0,18.912916167516688,0.018399593497820253,9.3619424117393422e-08,0.011360324067329487,0.034685323551973873,0.059617313079356152,0.0033232416979490334,1.9225846263077733e-08,0.00012545071723004975,0.095788051713548567,4.3921356488834567e-11,0.13788337932555902,8.8313195485104032e-06,0.051366090451042304,0.01935335834186367,9.7783562814832268e-06,7.3516900156137814e-06,6.1268002985487922e-06,0.09822379303189413,0.00019633987059060364,0.0053173549900962713,0.010484718615612433,0.061525430134842407,3.1009192221144781e-06,1.1263445806139731e-12,1.2093795543482482e-10
6.77361463724543e-07,0.3477500626199854,3.9763624463359238e-07,3.6650867821513386e-07,4.0620634826525194e-07,2.0221628931174412e-08,3.8948992713718595e-06,0.0,0.0,0.0020362871527760799,0.020297190985826635,154.0,0.0,0.42384390836047753,1.0,18.912310952298103,0.018403779173784229,9.2939325468743107e-08,0.011212369361932267,0.034383138284051561,0.060105603769410307,0.0032798777246802833,1.9057752330892347e-08,0.00012435388600289524,0.096726561939121256,4.3348240025522124e-11,0.13899261331157822,8.7163133025073008e-06,0.051819328036464343,0.019346240294356012,9.7744548783533984e-06,7.4238468313148745e-06,6.124355814333566e-06,0.099155997353918598,0.0001962053305526008,0.0053576362413766563,0.01067475289377858,0.061933086110504035,3.1303643172318788e-06,1.1164968098252124e-12,1.2208181243115209e-10
6.867076692721621e-07,0.3477497942490548,3.9488304057134158e-07,3.7062768711744049e-07,4.1433440259313579e-07,2.0562228972493461e-08,4.0039879160529886e-06,0.0,0.0,0.0020363697532808991,0.020536721706162657,154.0,0.0,0.42006286884217026,1.0,18.911716357144318,0.018405058000486904,9.2269650144309194e-08,0.011067142699803937,0.03408415163470141,0.060587872842033805,0.00323731540626385,1.8891451806639622e-08,0.00012326875694503573,0.097658272008441405,4.2785718569050551e-11,0.14008235061657903,8.603427559572586e-06,0.052266679211179334,0.019338560401996489,9.7702750733059855e-06,7.4954803843964382e-06,6.1217368919803647e-06,0.10007398869727502,0.00019605887242015284,0.0053962844936649044,0.010863770032523734,0.062331661687547113,3.1593604273042939e-06,1.1067541055935591e-12,1.232081668591485e-10
6.960538748197811e-07,0.34774953559850236,3.9214688236461528e-07,3.7469772627598276e-07,4.2251033420245192e-07,2.0902039473376373e-08,4.1142474434974554e-06,0.0,0.0,0.0020364497607262147,0.020773932577962072,154.0,0.0,0.41633825181806822,1.0,18.911132128188083,0.018403521839108188,9.1610167250316905e-08,0.010924571918503162,0.033788356808187245,0.061064208379412913,0.0031955334742454606,1.8726940237848678e-08,0.00012219530101026916,0.098583285768126624,4.22335110265344e-11,0.14115301089226517,8.4926062283982147e-06,0.052708252066270105,0.019330350894397563,9.7658330422633806e-06,7.5665986714197273e-06,6.1189536669645101e-06,0.10097805281960577,0.00019590120927205941,0.005433345718088599,0.011051761265221021,0.062721401288963155,3.187916579309259e-06,1.0971162071318661e-12,1.2431737240366388e-10
7.054000803674001e-07,0.3477492863727183,3.894281392272738e-07,3.7871912448387794e-07,4.3073390818349972e-07,2.1241038239659648e-08,4.2256659399258598e-06,0.0,0.0,0.0020365273229615392,0.02100885377428165,154.0,0.0,0.41266884934147541,1.0,18.910558018999616,0.018399260078060087,9.0960652203426197e-08,0.01078458741995761,0.033495743607053624,0.061534696639379015,0.0031545114387515534,1.8564211263943805e-08,0.00012113347669259491,0.099501704770051949,4.1691346595368941e-11,0.14220500386508203,8.3837952063488563e-06,0.053144151846942968,0.019321641456745947,9.7611435949822084e-06,7.6372095121459388e-06,6.1160154186403071e-06,0.10186846924034121,0.00019573299765480957,0.0054688649831977536,0.011238718634739145,0.063102541536838294,3.2160416039731147e-06,1.0875827417825294e-12,1.2540977477028451e-10
7.147462859150192e-07,0.3477490462848659,3.8672713655624072e-07,3.8269221538775552e-07,4.3900489447600188e-07,2.1579204110847565e-08,4.3382316578704799e-06,0.0,0.0,0.0020366025765322805,0.021241515074077059,154.0,0.0,0.40905348590426988,1.0,18.9099937903697,0.018392359699556642,9.0320886536438567e-08,0.010647122091138541,0.033206298784666986,0.061999422103628861,0.0031142295250976702,1.8403257018885267e-08,0.00012008323266029013,0.1004136283339972,4.1158963925018824e-11,0.14323872951815347,8.276942320225861e-06,0.053574481053894257,0.019312459495273139,9.7562205561590308e-06,7.7073205543645847e-06,6.1129308089026596e-06,0.10274551131881504,0.00019555484343611472,0.0055028864293998813,0.011424634930792044,0.063475311534243767,3.2437441372979403e-06,1.0781532486690129e-12,1.2648571211036156e-10
7.240924914626382e-07,0.3477488150567844,3.8404415937421814e-07,3.8661733690084921e-07,4.4732306770528793e-07,2.1916516915300122e-08,4.4519330132806134e-06,0.0,0.0,0.0020366756477469463,0.021471945857611453,154.0,0.0,0.40549101743797428,1.0,18.909439210073987,0.018382905344266873,8.9690657709361803e-08,0.010512111198190259,0.032920006366147329,0.062458467524447669,0.0030746686394971649,1.8244068084581709e-08,0.00011904450747226544,0.101319153608318,4.0636110663714212e-11,0.14425457827892962,8.1719972557854483e-06,0.053999339540354775,0.019302830373118331,9.7510767252650136e-06,7.7769392785707473e-06,6.1097078576947552e-06,0.10360944634215968,0.00019536730700095607,0.0055354532505395831,0.011609503633786215,0.063839933139110086,3.2710326223140358e-06,1.068827176151724e-12,1.2754551523672701e-10
7.334386970102573e-07,0.34774859241782136,3.8137945551255999e-07,3.9049483065972145e-07,4.556882071116737e-07,2.2252957427606095e-08,4.5667585825817617e-06,0.0,0.0,0.0020367466536233181,0.021700175103079634,154.0,0.0,0.4019803303457653,1.0,18.908894052590814,0.018370979374161975,8.9069758922041617e-08,0.010379492232000428,0.0326368479445623,0.06291191397002624,0.0030358103954582364,1.8086633476116582e-08,0.00011801722945296793,0.10221837562876065,4.0122543808112911e-11,0.14525293121052901,8.0689114263671902e-06,0.054418824605058806,0.01929277762105084,9.7457236817285521e-06,7.8460730024979294e-06,6.1063538206237333e-06,0.10446053561542777,0.0001951709078968242,0.0055666076812057102,0.011793318864150285,0.06419662122288998,3.2979153142850838e-06,1.059603880699576e-12,1.2858950708362899e-10
7.427849025578763e-07,0.34774837810544945,3.7873323854101243e-07,3.9432504152354706e-07,4.6410009649639118e-07,2.2588507328154185e-08,4.6826970997660513e-06,0.0,0.0,0.0020368157027257352,0.021926231384407531,154.0,0.0,0.39852034056610497,1.0,18.908358098918587,0.018356661933565204,8.8457988938453074e-08,0.010249204856190842,0.032356802945816159,0.063359840868380979,0.0029976370439302796,1.7930941332397276e-08,0.00011700132118611468,0.10311138737543422,3.9618028779593339e-11,0.14623416020616292,7.9676379197209349e-06,0.054833031081150778,0.019282323122822225,9.7401724124106558e-06,7.9147288855080422e-06,6.102875581154021e-06,0.10529903455691199,0.0001949661289578813,0.0055963909894051599,0.011976075336804464,0.064545583918860783,3.3244002835534761e-06,1.0504826672363836e-12,1.296180031981359e-10
7.521311081054954e-07,0.3477481718661594,3.7610569045341619e-07,3.9810831711077967e-07,4.7255852400197685e-07,2.2923149164645305e-08,4.7997374536970101e-06,0.0,0.0,0.0020368828959026939,0.022150142870018458,154.0,0.0,0.3951099926680981,1.0,18.907831136418565,0.018340031008495582,8.7855151919902576e-08,0.010121190869897365,0.032079848867527481,0.063802326049951799,0.0029601313814389212,1.7776978905958701e-08,0.00011599669950987768,0.10399827982803844,3.9122338209152277e-11,0.14719862818547211,7.8681314961064822e-06,0.055242051421234159,0.019271487280904324,9.7344334791522588e-06,7.9829139328491907e-06,6.0992797569525928e-06,0.10612519280513302,0.00019475341998289531,0.0056248434735566497,0.012157768320007331,0.064887022871433969,3.3504954150935594e-06,1.0414627891069751e-12,1.3063131272376442e-10
7.614773136531144e-07,0.3477479734526827,3.7349696417660086e-07,4.0184500736840359e-07,4.8106328206020746e-07,2.32568663153321e-08,4.917868685291103e-06,0.0,0.0,0.0020369483269533171,0.022371937322438969,154.0,0.0,0.39174825897216703,1.0,18.907312958472374,0.01832116248449699,8.7261057249387528e-08,0.0099953939774243446,0.031805961510186852,0.064239445789028335,0.0029232768690827028,1.7624731776811842e-08,0.00011500327035046471,0.1048791420195458,3.863525351208008e-11,0.1481466892919393,7.7703484130278023e-06,0.055645975779387576,0.019260289167363408,9.7285159690732352e-06,8.0506349997939943e-06,6.0955720427450457e-06,0.10693925432117095,0.0001945332010375598,0.0056520044630912238,0.012338393597877407,0.065221133466305439,3.3762084157171079e-06,1.0325434016815908e-12,1.3162973693697006e-10
7.698888986459716e-07,0.34774780137368944,3.7116530794533359e-07,4.0516848894195849e-07,4.8875700880541016e-07,2.3556408048679996e-08,5.0251105567866185e-06,0.0,0.0,0.0020370057805905156,0.02256976488529076,154.0,0.0,0.38876343610722064,1.0,18.906853943109155,0.018302328736702848,8.6733693293416196e-08,0.0098840274116252114,0.031562063717535969,0.064628327919088027,0.0028906513088984963,1.7489163969859995e-08,0.00011411867557799611,0.10566683417649797,3.8204060421283318e-11,0.14898620219485861,7.6837821173896744e-06,0.056005223358495067,0.019249915913713677,9.7230450565043241e-06,8.1111928049773711e-06,6.0921441510398472e-06,0.10766176412197044,0.00019432890844644262,0.0056753768543555891,0.012500040364984914,0.065515723872381845,3.3990296236321512e-06,1.0246011710586227e-12,1.3251583524613111e-10
7.77459325139543e-07,0.3477476516167869,3.6908000212837502e-07,4.0812781628045548e-07,4.9571318805697224e-07,2.3825335141402129e-08,5.1223698094673593e-06,0.0,0.0,0.0020370563783382858,0.022746378748466821,154.0,0.0,0.38610948155082203,1.0,18.906446656253028,0.01828392325107954,8.6264882643575985e-08,0.0097852635638950164,0.031344645540904624,0.064974702004740995,0.0028617188077859541,1.7368321690325056e-08,0.00011333016647852807,0.10637169269728465,3.78216763483662e-11,0.14973084415828494,7.6070120008050858e-06,0.05632512965768359,0.019240351633334263,9.718009121984583e-06,8.1653821109742187e-06,6.0889888015803599e-06,0.10830395108571832,0.00019414033986298894,0.0056955667427821422,0.012644778430567757,0.065776022002138917,3.419313725186192e-06,1.0175216344040209e-12,1.3330339281149532e-10
7.850297516331144e-07,0.34774750658013015,3.6700723311825885e-07,4.1105720690467974e-07,5.0269940941892221e-07,2.4093628544492946e-08,5.2203257861704755e-06,0.0,0.0,0.0020371059664774168,0.022921651661887071,154.0,0.0,0.38348568228432156,1.0,18.9060447846066,0.018264177997113822,8.5801485260675608e-08,0.0096878604115243992,0.03112919180625574,0.065317686539494824,0.0028331858524502456,1.7248577547048409e-08,0.00011254882285812572,0.10707274694342772,3.7444572839907592e-11,0.15046532347715449,7.5312995490676705e-06,0.05664184563069781,0.019230579835251768,9.7128711430043239e-06,8.2192787165533858e-06,6.0857695148805403e-06,0.10893861708680651,0.00019394750729767696,0.0057149760622621512,0.012788810007834271,0.066031839986787411,3.4393602430087295e-06,1.0105064321668991e-12,1.3408169791105624e-10
7.926001781266858e-07,0.3477473661461301,3.6494703576607601e-07,4.1395684964072483e-07,5.0971557048787257e-07,2.4361280873190144e-08,5.3189729430282875e-06,0.0,0.0,0.0020371545836907726,0.023095597604530962,154.0,0.0,0.38089154184523261,1.0,18.905648229187783,0.018243129509020652,8.534340919290155e-08,0.0095917914693030206,0.030915687200144731,0.065657319240817191,0.0028050446985676569,1.7129922922017237e-08,0.00011177458843617161,0.10777004071310185,3.7072647544302638e-11,0.15118981236603243,7.4566241601056787e-06,0.05695541510397626,0.019220608616921389,9.7076351306147835e-06,8.2728859938979984e-06,6.0824888029961214e-06,0.10956588134845112,0.00019375058843723171,0.005733623881692745,0.012932133711430675,0.06628327058755823,3.4591729457079339e-06,1.0035550590321331e-12,1.34850897275274e-10
8.001706046202572e-07,0.3477472302009541,3.6289943633348001e-07,4.1682693364246004e-07,5.1676157055626677e-07,2.4628285037804495e-08,5.4183057964663794e-06,0.0,0.0,0.0020372022665961658,0.023268230383615061,154.0,0.0,0.3783265741580239,1.0,18.905256893354505,0.018220813520786326,8.489056444841352e-08,0.0094970310405502641,0.030704116012848535,0.065993637230325863,0.0027772877241808514,1.7012349068024725e-08,0.00011100740615798541,0.10846361706225378,3.670579972593337e-11,0.15190447964336307,7.3829658545736127e-06,0.057265881055660321,0.019210445712506172,9.7023052343242878e-06,8.3262072580121302e-06,6.0791492660259367e-06,0.11018586086332025,0.00019354975285102536,0.0057515288692150078,0.013074748322260877,0.06653040427766177,3.4787555282268436e-06,9.9666700274473605e-13,1.3561113593189072e-10
8.077410311138286e-07,0.3477470986333118,3.6086445302122275e-07,4.1966764830104376e-07,5.2383731053125662e-07,2.4894634234295783e-08,5.5183189223927158e-06,0.0,0.0,0.0020372490498611682,0.023439563635757679,154.0,0.0,0.37579030328612645,1.0,18.90487068263079,0.018197264983051822,8.4442862940572794e-08,0.0094035540726142963,0.030494462183209566,0.066326677045719387,0.0027499075411747172,1.6895846545109213e-08,0.00011024721446465321,0.10915351832000744,3.6343931740177221e-11,0.15260949079798364,7.3103051796830808e-06,0.057573285637461356,0.01920009851852111,9.6968849427249442e-06,8.379245767909039e-06,6.0757530910481976e-06,0.110798670434749,0.00019334516253077366,0.005768709297495748,0.013216652780426729,0.06677332930846909,3.4981116158754089e-06,9.8984171060919753e-13,1.3636255586172364e-10
8.153114576074e-07,0.3477469713341297,3.5884209647353608e-07,4.2247918315446753e-07,5.3094269294457063e-07,2.5160321934861858e-08,5.619006955298407e-06,0.0,0.0,0.0020372949663224533,0.023609610828080607,154.0,0.0,0.37328226318433311,1.0,18.904489504612652,0.018172518079926696,8.4000218437544287e-08,0.0093113361050468652,0.03028670933615555,0.066656474652657866,0.0027228970186770713,1.678040613852783e-08,0.00010949395317123636,0.10983978610400415,3.5986949343254027e-11,0.15330500805511546,7.2386231123686131e-06,0.057877670196199014,0.019189574117196895,9.6913776949488902e-06,8.4320047277934486e-06,6.072302431601154e-06,0.1114044227152978,0.00019313697243243755,0.0057851830488821719,0.013357846178123198,0.067012131772106048,3.5172447698254421e-06,9.8307864225449775e-13,1.3710529546932332e-10
8.228818841009714e-07,0.34774684819790486,3.5683237033976087e-07,4.2526172779264846e-07,5.3807762195310234e-07,2.542534187800834e-08,5.7203645873144659e-06,0.0,0.0,0.0020373400471153319,0.02377838525945539,154.0,0.0,0.37080199743682341,1.0,18.904113269070645,0.018146606246798945,8.3562546524887325e-08,0.0092203534083301533,0.030080840830382798,0.066983065457341839,0.0026962491152437624,1.6666018603643255e-08,0.00010874756197894182,0.11052246133664137,3.5634759471824207e-11,0.15399119044665421,7.1679011946989601e-06,0.058179075296601754,0.01917887930178799,9.6857871726900287e-06,8.4844872883123013e-06,6.0687995946604259e-06,0.11200322824683244,0.00019292533105224122,0.0058009676208569368,0.013498327752114049,0.06724689566639093,3.5361584815425502e-06,9.7637725629899849e-13,1.3783949179308406e-10
8.304523105945428e-07,0.34774672912148763,3.5483527167655832e-07,4.2801547178955189e-07,5.4524200328970654e-07,2.5689688061013607e-08,5.8223865675168743e-06,0.0,0.0,0.0020373843217566198,0.023945900061705116,154.0,0.0,0.36834905905498844,1.0,18.903741887762152,0.01811956218419955,8.3129764557087834e-08,0.009130582819875159,0.029876839792519278,0.067306484316272897,0.0026699570184935181,1.6552674150865033e-08,0.00010800797702696824,0.11120158425766191,3.5287272090644627e-11,0.15466819386752842,7.0981214385217807e-06,0.058477540738973995,0.019168020595448594,9.6801164424480914e-06,8.5366965475255122e-06,6.0652465023256387e-06,0.1125951954946051,0.00019271038081270303,0.0058160801310285825,0.01363809687844905,0.067477702946431656,3.5548561769131052e-06,9.6973697937730524e-13,1.3856527873023817e-10
8.380227370881143e-07,0.34774661400406054,3.5285079145430898e-07,4.3074060461327607e-07,5.5243574425004186e-07,2.5953354729690543e-08,5.9250677009062892e-06,0.0,0.0,0.002037427818258393,0.024112168201317119,154.0,0.0,0.36592301019958245,1.0,18.903375274387137,0.018091417876915126,8.2701791606143756e-08,0.009042001744678143,0.029674689154302315,0.067626765549688092,0.0026440141131887553,1.6440363044120365e-08,0.00010727513476721486,0.11187719444147326,3.4944399770362188e-11,0.15533617115363493,7.0292662855375773e-06,0.058773105582827459,0.019157004272280204,9.6743684975487431e-06,8.5886355522408043e-06,6.0616450298409126e-06,0.11318043089428666,0.00019249225855230725,0.0058305373244405025,0.013777153065517149,0.067704633594254438,3.5733412190470123e-06,9.6315724092735635e-13,1.3928278733753696e-10
8.455931635816857e-07,0.3477465027475257,3.5087891485050076e-07,4.3343731558734143e-07,5.5965875366863235e-07,2.6216336374041338e-08,6.0284028479718242e-06,0.0,0.0,0.0020374705631842674,0.024277202480256357,154.0,0.0,0.36352342205868071,1.0,18.903013344623854,0.018062204602531457,8.2278548443166189e-08,0.0089545882104938405,0.029474371669381296,0.067943942947563202,0.0026184139110006612,1.6329075849130093e-08,0.00010654897362572207,0.1125493308048854,3.4606056758246684e-11,0.1559952721155245,6.9613186332237064e-06,0.059065808157508712,0.019145836366411033,9.6685466584221251e-06,8.640307298609863e-06,6.0579972568190221e-06,0.11375903887267774,0.00019227109574142793,0.0058443555768761752,0.013915495950973644,0.067927765650108954,3.5916169076149888e-06,9.566374881141689e-13,1.3999214670258582e-10
8.531635900752571e-07,0.3477463952567327,3.4891962168174165e-07,4.3610579380861618e-07,5.6691094183624748e-07,2.6478627718514529e-08,6.1323869237716504e-06,0.0,0.0,0.0020375125817445323,0.024441015537772847,154.0,0.0,0.36114987458264264,1.0,18.902656016033738,0.018031952949804649,8.1859957486119497e-08,0.0088683208034940741,0.029275869953322455,0.06825804978250051,0.0025931500820310593,1.6218802544212102e-08,0.00010582942824994818,0.11321803162371567,3.427215939536335e-11,0.15664564361460978,6.8942618477883357e-06,0.059355686084612544,0.019134522692687207,9.6626537421221785e-06,8.6917147334078939e-06,6.0543049494799558e-06,0.11433112189602726,0.00019204701891549511,0.0058575509023043922,0.014053125295397002,0.068147175281254607,3.6096864784178195e-06,9.5017713418196537e-13,1.4069348360979474e-10
8.607340165688285e-07,0.34774629143836705,3.4697288691233122e-07,4.3874622805159162e-07,5.7419222051565025e-07,2.6740223710133816e-08,6.2370148966578714e-06,0.0,0.0,0.0020375538979129403,0.024603619852870569,154.0,0.0,0.35880195615465521,1.0,18.902303207930263,0.018000692841549839,8.1445942732935877e-08,0.0087831785892373594,0.029079166523639222,0.068569118825750675,0.0025682165008133837,1.6109533046444921e-08,0.00010511643284076746,0.11388333455341502,3.3942626725383745e-11,0.15728742965928619,6.8280796730596338e-06,0.059642776305656786,0.019123068868230141,9.6566923042618105e-06,8.742860755623516e-06,6.0505697093069599e-06,0.11489678052702941,0.00019182015016343859,0.0058701389627105445,0.014190040974832575,0.068362936860840565,3.6275531084809681e-06,9.4377558835911241e-13,1.4138692183716912e-10
8.683044430623999e-07,0.34774619120094,3.4503868081286099e-07,4.4135880676322162e-07,5.8150250302863664e-07,2.7001119517830128e-08,6.3422817880744888e-06,0.0,0.0,0.0020375945344483989,0.0247650277446286,154.0,0.0,0.35647926356284498,1.0,18.901954841421112,0.017968453536714113,8.103642975952242e-08,0.0086991411639884171,0.028884243803391576,0.068877182348650243,0.0025436071966970434,1.6001257740561334e-08,0.00010440992460170128,0.11454527663091331,3.3617379838082861e-11,0.15792077141209643,6.7627562315692697e-06,0.059927115084509867,0.019111480312698059,9.6506652134441338e-06,8.7937482166009205e-06,6.0467933319826809e-06,0.11545611342635237,0.00019159060714954367,0.0058821350691973251,0.014326242980286345,0.068575122970561175,3.6452199164055527e-06,9.3743228682898334e-13,1.4207258275893626e-10
8.758748695559713e-07,0.3477460944569236,3.4311696930598227e-07,4.4394371799401781e-07,5.8884170407756965e-07,2.7261310523484005e-08,6.4481826717663106e-06,0.0,0.0,0.0020376345129686601,0.02492525137423118,154.0,0.0,0.35418140175235047,1.0,18.90161083943266,0.017935263647827136,8.0631345679635133e-08,0.0086161887086308436,0.028691084149553594,0.069182272134810818,0.0025193162645026717,1.5893966712860396e-08,0.00010370983889847278,0.11520389429030128,3.3296340687231874e-11,0.15854580726412193,6.6982761055749744e-06,0.060208738028022457,0.019099762263807708,9.6445752976397483e-06,8.8443799212481636e-06,6.0429775904022947e-06,0.11600921740381651,0.00019135850345246337,0.0058935541898622202,0.014461731412348694,0.068783804468887946,3.6626899592706827e-06,9.3114664928752528e-13,1.4275058659775875e-10
8.834452960495427e-07,0.3477460011196274,3.4120771441355207e-07,4.4650114931740894e-07,5.9620973971484527e-07,2.7520792311072392e-08,6.5547126725914818e-06,0.0,0.0,0.0020376738540456955,0.025084302747642818,154.0,0.0,0.35190798351631591,1.0,18.901271126472583,0.017901151162769496,8.0230619073592452e-08,0.0085343017946852839,0.028499669888171607,0.069484419495294283,0.0024953380258571994,1.5787649607481345e-08,0.0001030161081656429,0.11585922338234027,3.2979434225536567e-11,0.15916267292771255,6.6346242252113441e-06,0.060487680111618543,0.019087919795614,9.6384246830049558e-06,8.8947586295408345e-06,6.0391238176357666e-06,0.11655618747590403,0.00019112394894661494,0.0059044109600056762,0.014596506474799677,0.068989050566478777,3.6799662382586522e-06,9.2491806910538005e-13,1.4342105022154076e-10
8.910157225431141e-07,0.3477459111047994,3.3931087442557538e-07,4.4903128780807478e-07,6.0360652743022592e-07,2.7779560663378079e-08,6.6618669660180828e-06,0.0,0.0,0.002037712577243514,0.025242193716647827,154.0,0.0,0.34965862939394837,1.0,18.900935628703266,0.017866143452076003,7.9834179976124752e-08,0.0084534614825055414,0.028309983320106015,0.069783655273676484,0.0024716669254577694,1.5682296679778698e-08,0.00010232866878184958,0.11651129918095914,3.2666587031970889e-11,0.15977150146725341,6.5717858553544244e-06,0.060763975687484185,0.019075957820823233,9.6322159656649599e-06,8.94488705702285e-06,6.0352336391328469e-06,0.11709711688231982,0.00019088704989487623,0.0059147196858912836,0.014730568472741944,0.069190928846673702,3.6970517000284364e-06,9.1874597506217466e-13,1.4408408847113461e-10
8.978291063873284e-07,0.3477458328645525,3.3761429587735274e-07,4.5128523126792105e-07,6.1028815233720139e-07,2.8011838864301379e-08,6.7588356531702799e-06,0.0,0.0,0.0020377469152248915,0.025383313115326264,154.0,0.0,0.34765447801045107,1.0,18.900637225002942,0.017833893226588488,7.9480993935171169e-08,0.0083815847947733366,0.028140727952395826,0.070050503192432084,0.0024506210257166363,1.5588295237583489e-08,0.00010171529908461308,0.11709541452985775,3.238843559151204e-11,0.16031268328875439,6.5159150089504607e-06,0.061010406840465124,0.019065093801633678,9.6265805226284668e-06,8.9897908607911061e-06,6.0317026552378403e-06,0.11757886423072246,0.00019067192119366004,0.0059235405241898111,0.014850614932443341,0.069369794387767122,3.7122678566871575e-06,9.1323890703041081e-13,1.4467456779277464e-10
